ENSORLP00000011382	ENSTNIP00000006282
ENSORLP00000016964	ENSTNIP00000006571
ENSORLP00000000886	ENSTNIP00000016183
ENSORLP00000019344	ENSTNIP00000018371
ENSORLP00000013630	ENSTNIP00000004766
ENSORLP00000014006	ENSTNIP00000015100
ENSORLP00000023022	ENSTNIP00000017190
ENSORLP00000008402	ENSTNIP00000018249
ENSORLP00000004897	ENSTNIP00000010257
ENSORLP00000004015	ENSTNIP00000020284
ENSORLP00000022605	ENSTNIP00000015343
ENSORLP00000023830	ENSTNIP00000011750
ENSORLP00000014444	ENSTNIP00000015198
ENSORLP00000015299	ENSTNIP00000015303
ENSORLP00000010851	ENSTNIP00000013581
ENSORLP00000016136	ENSTNIP00000015055
ENSORLP00000009076	ENSTNIP00000011887
ENSORLP00000008064	ENSTNIP00000021209
ENSORLP00000004277	ENSTNIP00000008519
ENSORLP00000009803	ENSTNIP00000012214
ENSORLP00000001145	ENSTNIP00000004577
ENSORLP00000011976	ENSTNIP00000011980
ENSORLP00000024932	ENSTNIP00000005607
ENSORLP00000006040	ENSTNIP00000003731
ENSORLP00000002840	ENSTNIP00000017723
ENSORLP00000015337	ENSTNIP00000015304
ENSORLP00000005210	ENSTNIP00000014652
ENSORLP00000019341	ENSTNIP00000015490
ENSORLP00000014164	ENSTNIP00000005566
ENSORLP00000006470	ENSTNIP00000013413
ENSORLP00000005947	ENSTNIP00000012513
ENSORLP00000008520	ENSTNIP00000010562
ENSORLP00000009711	ENSTNIP00000013403
ENSORLP00000021707	ENSTNIP00000011354
ENSORLP00000003381	ENSTNIP00000016458
ENSORLP00000018263	ENSTNIP00000018016
ENSORLP00000015985	ENSTNIP00000010142
ENSORLP00000010154	ENSTNIP00000009931
ENSORLP00000020072	ENSTNIP00000019536
ENSORLP00000022200	ENSTNIP00000007325
ENSORLP00000001078	ENSTNIP00000016564
ENSORLP00000017594	ENSTNIP00000008337
ENSORLP00000013612	ENSTNIP00000012798
ENSORLP00000009616	ENSTNIP00000002957
ENSORLP00000003001	ENSTNIP00000019385
ENSORLP00000000535	ENSTNIP00000012765
ENSORLP00000014564	ENSTNIP00000008159
ENSORLP00000022089	ENSTNIP00000011307
ENSORLP00000022474	ENSTNIP00000015367
ENSORLP00000001011	ENSTNIP00000019198
ENSORLP00000022968	ENSTNIP00000001483
ENSORLP00000021056	ENSTNIP00000020581
ENSORLP00000019488	ENSTNIP00000007028
ENSORLP00000006365	ENSTNIP00000012301
ENSORLP00000010734	ENSTNIP00000012517
ENSORLP00000006190	ENSTNIP00000005777
ENSORLP00000000490	ENSTNIP00000017668
ENSORLP00000020377	ENSTNIP00000019558
ENSORLP00000004849	ENSTNIP00000005094
ENSORLP00000009559	ENSTNIP00000011530
ENSORLP00000019685	ENSTNIP00000001019
ENSORLP00000000832	ENSTNIP00000017656
ENSORLP00000002656	ENSTNIP00000012706
ENSORLP00000001830	ENSTNIP00000021371
ENSORLP00000007551	ENSTNIP00000011798
ENSORLP00000004431	ENSTNIP00000005818
ENSORLP00000021353	ENSTNIP00000016995
ENSORLP00000009382	ENSTNIP00000015789
ENSORLP00000009929	ENSTNIP00000021586
ENSORLP00000015705	ENSTNIP00000012041
ENSORLP00000016802	ENSTNIP00000009894
ENSORLP00000015205	ENSTNIP00000015571
ENSORLP00000015434	ENSTNIP00000022860
ENSORLP00000008665	ENSTNIP00000012977
ENSORLP00000011794	ENSTNIP00000021519
ENSORLP00000014774	ENSTNIP00000015583
ENSORLP00000002577	ENSTNIP00000015310
ENSORLP00000010165	ENSTNIP00000018989
ENSORLP00000017891	ENSTNIP00000005759
ENSORLP00000004327	ENSTNIP00000014978
ENSORLP00000025556	ENSTNIP00000008560
ENSORLP00000010063	ENSTNIP00000009935
ENSORLP00000012587	ENSTNIP00000018780
ENSORLP00000019413	ENSTNIP00000015968
ENSORLP00000021211	ENSTNIP00000020598
ENSORLP00000017133	ENSTNIP00000016077
ENSORLP00000005722	ENSTNIP00000012845
ENSORLP00000010507	ENSTNIP00000006273
ENSORLP00000012889	ENSTNIP00000013196
ENSORLP00000023462	ENSTNIP00000006314
ENSORLP00000020018	ENSTNIP00000004984
ENSORLP00000009830	ENSTNIP00000005811
ENSORLP00000022683	ENSTNIP00000013438
ENSORLP00000014065	ENSTNIP00000019715
ENSORLP00000013085	ENSTNIP00000016197
ENSORLP00000017070	ENSTNIP00000007378
ENSORLP00000010406	ENSTNIP00000006433
ENSORLP00000022911	ENSTNIP00000006304
ENSORLP00000016509	ENSTNIP00000022897
ENSORLP00000023276	ENSTNIP00000004781
ENSORLP00000019610	ENSTNIP00000002117
ENSORLP00000025178	ENSTNIP00000006546
ENSORLP00000001391	ENSTNIP00000009948
ENSORLP00000014633	ENSTNIP00000003269
ENSORLP00000013518	ENSTNIP00000008570
ENSORLP00000022419	ENSTNIP00000008341
ENSORLP00000002493	ENSTNIP00000009670
ENSORLP00000022413	ENSTNIP00000016947
ENSORLP00000018658	ENSTNIP00000015451
ENSORLP00000020923	ENSTNIP00000007550
ENSORLP00000002612	ENSTNIP00000009286
ENSORLP00000012853	ENSTNIP00000021105
ENSORLP00000024973	ENSTNIP00000005140
ENSORLP00000016577	ENSTNIP00000015038
ENSORLP00000014994	ENSTNIP00000008101
ENSORLP00000000708	ENSTNIP00000006028
ENSORLP00000020688	ENSTNIP00000007084
ENSORLP00000022051	ENSTNIP00000016991
ENSORLP00000016199	ENSTNIP00000017720
ENSORLP00000003973	ENSTNIP00000020635
ENSORLP00000019360	ENSTNIP00000010058
ENSORLP00000004161	ENSTNIP00000001178
ENSORLP00000011265	ENSTNIP00000018479
ENSORLP00000002974	ENSTNIP00000019916
ENSORLP00000011399	ENSTNIP00000015694
ENSORLP00000003036	ENSTNIP00000003579
ENSORLP00000005945	ENSTNIP00000020905
ENSORLP00000018803	ENSTNIP00000021415
ENSORLP00000020625	ENSTNIP00000003291
ENSORLP00000007111	ENSTNIP00000009847
ENSORLP00000004650	ENSTNIP00000014969
ENSORLP00000007171	ENSTNIP00000022298
ENSORLP00000009953	ENSTNIP00000012208
ENSORLP00000021525	ENSTNIP00000009467
ENSORLP00000008289	ENSTNIP00000023035
ENSORLP00000004376	ENSTNIP00000009292
ENSORLP00000011583	ENSTNIP00000005386
ENSORLP00000001627	ENSTNIP00000007398
ENSORLP00000008829	ENSTNIP00000018149
ENSORLP00000014359	ENSTNIP00000005406
ENSORLP00000012090	ENSTNIP00000007235
ENSORLP00000000082	ENSTNIP00000004880
ENSORLP00000009749	ENSTNIP00000005007
ENSORLP00000006533	ENSTNIP00000003759
ENSORLP00000011462	ENSTNIP00000017325
ENSORLP00000003149	ENSTNIP00000013853
ENSORLP00000020077	ENSTNIP00000018328
ENSORLP00000012569	ENSTNIP00000007607
ENSORLP00000003377	ENSTNIP00000022234
ENSORLP00000007010	ENSTNIP00000012882
ENSORLP00000025131	ENSTNIP00000004776
ENSORLP00000018485	ENSTNIP00000015455
ENSORLP00000001703	ENSTNIP00000005807
ENSORLP00000014404	ENSTNIP00000014576
ENSORLP00000016268	ENSTNIP00000015265
ENSORLP00000023794	ENSTNIP00000005990
ENSORLP00000017604	ENSTNIP00000015212
ENSORLP00000018206	ENSTNIP00000020418
ENSORLP00000007150	ENSTNIP00000001136
ENSORLP00000025576	ENSTNIP00000017516
ENSORLP00000015395	ENSTNIP00000022638
ENSORLP00000012519	ENSTNIP00000015729
ENSORLP00000006931	ENSTNIP00000018882
ENSORLP00000025589	ENSTNIP00000007967
ENSORLP00000002417	ENSTNIP00000011286
ENSORLP00000022974	ENSTNIP00000017689
ENSORLP00000014644	ENSTNIP00000010942
ENSORLP00000007465	ENSTNIP00000007068
ENSORLP00000016359	ENSTNIP00000020764
ENSORLP00000008531	ENSTNIP00000021921
ENSORLP00000005097	ENSTNIP00000010262
ENSORLP00000014919	ENSTNIP00000010745
ENSORLP00000011826	ENSTNIP00000000260
ENSORLP00000007534	ENSTNIP00000011797
ENSORLP00000007615	ENSTNIP00000022130
ENSORLP00000002011	ENSTNIP00000012450
ENSORLP00000004222	ENSTNIP00000004229
ENSORLP00000010324	ENSTNIP00000005650
ENSORLP00000015817	ENSTNIP00000016894
ENSORLP00000012109	ENSTNIP00000022620
ENSORLP00000014886	ENSTNIP00000007363
ENSORLP00000009458	ENSTNIP00000010602
ENSORLP00000018157	ENSTNIP00000010436
ENSORLP00000005124	ENSTNIP00000020922
ENSORLP00000019951	ENSTNIP00000014334
ENSORLP00000012686	ENSTNIP00000005729
ENSORLP00000007100	ENSTNIP00000016334
ENSORLP00000002737	ENSTNIP00000019376
ENSORLP00000012536	ENSTNIP00000013641
ENSORLP00000016331	ENSTNIP00000016640
ENSORLP00000004050	ENSTNIP00000019077
ENSORLP00000016373	ENSTNIP00000021679
ENSORLP00000015523	ENSTNIP00000019758
ENSORLP00000007442	ENSTNIP00000009834
ENSORLP00000024424	ENSTNIP00000002560
ENSORLP00000015630	ENSTNIP00000012034
ENSORLP00000002322	ENSTNIP00000006394
ENSORLP00000017495	ENSTNIP00000010121
ENSORLP00000023525	ENSTNIP00000005180
ENSORLP00000010153	ENSTNIP00000008259
ENSORLP00000003168	ENSTNIP00000001179
ENSORLP00000011688	ENSTNIP00000021287
ENSORLP00000022188	ENSTNIP00000017889
ENSORLP00000002220	ENSTNIP00000004986
ENSORLP00000018679	ENSTNIP00000006309
ENSORLP00000009868	ENSTNIP00000003847
ENSORLP00000005950	ENSTNIP00000004334
ENSORLP00000009640	ENSTNIP00000018642
ENSORLP00000016112	ENSTNIP00000010839
ENSORLP00000020407	ENSTNIP00000005132
ENSORLP00000022392	ENSTNIP00000022787
ENSORLP00000014468	ENSTNIP00000020266
ENSORLP00000007992	ENSTNIP00000005494
ENSORLP00000005946	ENSTNIP00000010666
ENSORLP00000020609	ENSTNIP00000019422
ENSORLP00000015255	ENSTNIP00000005766
ENSORLP00000017791	ENSTNIP00000007619
ENSORLP00000017143	ENSTNIP00000021784
ENSORLP00000021145	ENSTNIP00000004680
ENSORLP00000008785	ENSTNIP00000015973
ENSORLP00000007138	ENSTNIP00000016686
ENSORLP00000018856	ENSTNIP00000011705
ENSORLP00000009341	ENSTNIP00000020880
ENSORLP00000017731	ENSTNIP00000012137
ENSORLP00000012492	ENSTNIP00000010039
ENSORLP00000017295	ENSTNIP00000014838
ENSORLP00000018717	ENSTNIP00000008820
ENSORLP00000000066	ENSTNIP00000008396
ENSORLP00000021992	ENSTNIP00000000792
ENSORLP00000025218	ENSTNIP00000008379
ENSORLP00000008866	ENSTNIP00000018957
ENSORLP00000017626	ENSTNIP00000007763
ENSORLP00000014565	ENSTNIP00000008722
ENSORLP00000006759	ENSTNIP00000008358
ENSORLP00000025729	ENSTNIP00000014147
ENSORLP00000005729	ENSTNIP00000010359
ENSORLP00000012482	ENSTNIP00000008632
ENSORLP00000002412	ENSTNIP00000020797
ENSORLP00000009206	ENSTNIP00000021607
ENSORLP00000018330	ENSTNIP00000013218
ENSORLP00000004496	ENSTNIP00000005168
ENSORLP00000019291	ENSTNIP00000007937
ENSORLP00000013271	ENSTNIP00000009745
ENSORLP00000021637	ENSTNIP00000021901
ENSORLP00000020408	ENSTNIP00000005030
ENSORLP00000003507	ENSTNIP00000000519
ENSORLP00000006999	ENSTNIP00000016344
ENSORLP00000000021	ENSTNIP00000007409
ENSORLP00000024414	ENSTNIP00000007411
ENSORLP00000008172	ENSTNIP00000010350
ENSORLP00000004513	ENSTNIP00000016541
ENSORLP00000013692	ENSTNIP00000013738
ENSORLP00000009656	ENSTNIP00000011534
ENSORLP00000021869	ENSTNIP00000011342
ENSORLP00000014469	ENSTNIP00000017089
ENSORLP00000018016	ENSTNIP00000001011
ENSORLP00000012930	ENSTNIP00000016192
ENSORLP00000008312	ENSTNIP00000012920
ENSORLP00000008961	ENSTNIP00000010960
ENSORLP00000017821	ENSTNIP00000015479
ENSORLP00000013168	ENSTNIP00000021694
ENSORLP00000001416	ENSTNIP00000012466
ENSORLP00000012939	ENSTNIP00000013706
ENSORLP00000017737	ENSTNIP00000003675
ENSORLP00000019423	ENSTNIP00000009880
ENSORLP00000020681	ENSTNIP00000014616
ENSORLP00000006151	ENSTNIP00000012075
ENSORLP00000025859	ENSTNIP00000014484
ENSORLP00000005248	ENSTNIP00000013263
ENSORLP00000004876	ENSTNIP00000000183
ENSORLP00000014054	ENSTNIP00000020252
ENSORLP00000022363	ENSTNIP00000021824
ENSORLP00000004641	ENSTNIP00000012356
ENSORLP00000002629	ENSTNIP00000000614
ENSORLP00000002599	ENSTNIP00000000899
ENSORLP00000021273	ENSTNIP00000013864
ENSORLP00000015607	ENSTNIP00000012985
ENSORLP00000019886	ENSTNIP00000019521
ENSORLP00000006871	ENSTNIP00000012291
ENSORLP00000004566	ENSTNIP00000009200
ENSORLP00000010246	ENSTNIP00000014074
ENSORLP00000021852	ENSTNIP00000013114
ENSORLP00000022179	ENSTNIP00000006533
ENSORLP00000001782	ENSTNIP00000020231
ENSORLP00000007632	ENSTNIP00000022278
ENSORLP00000011520	ENSTNIP00000000685
ENSORLP00000024682	ENSTNIP00000014470
ENSORLP00000010316	ENSTNIP00000012693
ENSORLP00000004921	ENSTNIP00000010309
ENSORLP00000004280	ENSTNIP00000006594
ENSORLP00000004675	ENSTNIP00000008880
ENSORLP00000010294	ENSTNIP00000012632
ENSORLP00000000164	ENSTNIP00000009057
ENSORLP00000016986	ENSTNIP00000008231
ENSORLP00000022915	ENSTNIP00000013324
ENSORLP00000004540	ENSTNIP00000019800
ENSORLP00000005267	ENSTNIP00000009419
ENSORLP00000005688	ENSTNIP00000010652
ENSORLP00000020738	ENSTNIP00000005023
ENSORLP00000007856	ENSTNIP00000011455
ENSORLP00000008587	ENSTNIP00000021191
ENSORLP00000010564	ENSTNIP00000018854
ENSORLP00000003353	ENSTNIP00000007211
ENSORLP00000005052	ENSTNIP00000013254
ENSORLP00000019054	ENSTNIP00000001322
ENSORLP00000013436	ENSTNIP00000020830
ENSORLP00000001001	ENSTNIP00000004395
ENSORLP00000008017	ENSTNIP00000011463
ENSORLP00000004564	ENSTNIP00000009237
ENSORLP00000007011	ENSTNIP00000012115
ENSORLP00000015625	ENSTNIP00000010777
ENSORLP00000009965	ENSTNIP00000011007
ENSORLP00000023677	ENSTNIP00000017768
ENSORLP00000021957	ENSTNIP00000011774
ENSORLP00000017785	ENSTNIP00000012135
ENSORLP00000020451	ENSTNIP00000019432
ENSORLP00000010774	ENSTNIP00000012189
ENSORLP00000006734	ENSTNIP00000016706
ENSORLP00000001557	ENSTNIP00000008071
ENSORLP00000006663	ENSTNIP00000007279
ENSORLP00000014945	ENSTNIP00000019490
ENSORLP00000018222	ENSTNIP00000011769
ENSORLP00000019005	ENSTNIP00000020459
ENSORLP00000011128	ENSTNIP00000005763
ENSORLP00000020231	ENSTNIP00000015431
ENSORLP00000002709	ENSTNIP00000006486
ENSORLP00000007806	ENSTNIP00000003636
ENSORLP00000003611	ENSTNIP00000019063
ENSORLP00000007174	ENSTNIP00000012107
ENSORLP00000006301	ENSTNIP00000012311
ENSORLP00000011176	ENSTNIP00000005185
ENSORLP00000020975	ENSTNIP00000008974
ENSORLP00000009440	ENSTNIP00000010599
ENSORLP00000009974	ENSTNIP00000011214
ENSORLP00000015490	ENSTNIP00000014303
ENSORLP00000006708	ENSTNIP00000010358
ENSORLP00000003468	ENSTNIP00000016356
ENSORLP00000011240	ENSTNIP00000022533
ENSORLP00000000722	ENSTNIP00000018806
ENSORLP00000002932	ENSTNIP00000019232
ENSORLP00000021741	ENSTNIP00000020005
ENSORLP00000008471	ENSTNIP00000010558
ENSORLP00000006965	ENSTNIP00000022304
ENSORLP00000018323	ENSTNIP00000015465
ENSORLP00000002237	ENSTNIP00000004930
ENSORLP00000025416	ENSTNIP00000013923
ENSORLP00000006484	ENSTNIP00000016694
ENSORLP00000000270	ENSTNIP00000018705
ENSORLP00000024131	ENSTNIP00000008184
ENSORLP00000009223	ENSTNIP00000012229
ENSORLP00000025023	ENSTNIP00000005492
ENSORLP00000018314	ENSTNIP00000002023
ENSORLP00000009412	ENSTNIP00000014276
ENSORLP00000012323	ENSTNIP00000019663
ENSORLP00000004122	ENSTNIP00000007627
ENSORLP00000010024	ENSTNIP00000012206
ENSORLP00000008618	ENSTNIP00000018949
ENSORLP00000000863	ENSTNIP00000016185
ENSORLP00000007823	ENSTNIP00000012270
ENSORLP00000017067	ENSTNIP00000000364
ENSORLP00000012037	ENSTNIP00000012699
ENSORLP00000000914	ENSTNIP00000013807
ENSORLP00000011042	ENSTNIP00000017354
ENSORLP00000021445	ENSTNIP00000013880
ENSORLP00000024579	ENSTNIP00000022523
ENSORLP00000015980	ENSTNIP00000004637
ENSORLP00000009450	ENSTNIP00000018125
ENSORLP00000011271	ENSTNIP00000022534
ENSORLP00000003401	ENSTNIP00000016354
ENSORLP00000002770	ENSTNIP00000019242
ENSORLP00000010807	ENSTNIP00000019621
ENSORLP00000025185	ENSTNIP00000007354
ENSORLP00000013327	ENSTNIP00000022020
ENSORLP00000010621	ENSTNIP00000021134
ENSORLP00000013044	ENSTNIP00000022029
ENSORLP00000005007	ENSTNIP00000019772
ENSORLP00000003891	ENSTNIP00000017101
ENSORLP00000014304	ENSTNIP00000000327
ENSORLP00000018170	ENSTNIP00000002678
ENSORLP00000010639	ENSTNIP00000011947
ENSORLP00000014110	ENSTNIP00000016221
ENSORLP00000010027	ENSTNIP00000018870
ENSORLP00000011297	ENSTNIP00000012167
ENSORLP00000011188	ENSTNIP00000012171
ENSORLP00000006737	ENSTNIP00000021313
ENSORLP00000011905	ENSTNIP00000021292
ENSORLP00000011637	ENSTNIP00000022601
ENSORLP00000002335	ENSTNIP00000016492
ENSORLP00000024394	ENSTNIP00000013797
ENSORLP00000020145	ENSTNIP00000016224
ENSORLP00000016561	ENSTNIP00000000508
ENSORLP00000023374	ENSTNIP00000006407
ENSORLP00000006475	ENSTNIP00000021756
ENSORLP00000012333	ENSTNIP00000021042
ENSORLP00000016749	ENSTNIP00000009114
ENSORLP00000006198	ENSTNIP00000016715
ENSORLP00000019715	ENSTNIP00000017370
ENSORLP00000011531	ENSTNIP00000006147
ENSORLP00000017500	ENSTNIP00000009175
ENSORLP00000002591	ENSTNIP00000011300
ENSORLP00000015894	ENSTNIP00000012043
ENSORLP00000010068	ENSTNIP00000021584
ENSORLP00000002009	ENSTNIP00000017612
ENSORLP00000009417	ENSTNIP00000018130
ENSORLP00000016952	ENSTNIP00000016080
ENSORLP00000023385	ENSTNIP00000006494
ENSORLP00000008372	ENSTNIP00000012254
ENSORLP00000001612	ENSTNIP00000005671
ENSORLP00000000163	ENSTNIP00000006014
ENSORLP00000017340	ENSTNIP00000014505
ENSORLP00000009093	ENSTNIP00000021611
ENSORLP00000010772	ENSTNIP00000022484
ENSORLP00000001853	ENSTNIP00000020235
ENSORLP00000003995	ENSTNIP00000016372
ENSORLP00000018217	ENSTNIP00000020419
ENSORLP00000014411	ENSTNIP00000015199
ENSORLP00000017277	ENSTNIP00000019484
ENSORLP00000020438	ENSTNIP00000020533
ENSORLP00000021101	ENSTNIP00000014047
ENSORLP00000023103	ENSTNIP00000007775
ENSORLP00000022027	ENSTNIP00000011321
ENSORLP00000023114	ENSTNIP00000009269
ENSORLP00000017452	ENSTNIP00000003658
ENSORLP00000011680	ENSTNIP00000006471
ENSORLP00000019765	ENSTNIP00000011655
ENSORLP00000003465	ENSTNIP00000019907
ENSORLP00000024731	ENSTNIP00000003120
ENSORLP00000018370	ENSTNIP00000014876
ENSORLP00000018373	ENSTNIP00000001974
ENSORLP00000018590	ENSTNIP00000000877
ENSORLP00000006711	ENSTNIP00000020157
ENSORLP00000014524	ENSTNIP00000009041
ENSORLP00000020247	ENSTNIP00000006507
ENSORLP00000007885	ENSTNIP00000015139
ENSORLP00000020864	ENSTNIP00000018293
ENSORLP00000004555	ENSTNIP00000002901
ENSORLP00000006523	ENSTNIP00000008744
ENSORLP00000005657	ENSTNIP00000007906
ENSORLP00000020732	ENSTNIP00000014604
ENSORLP00000009649	ENSTNIP00000014708
ENSORLP00000006980	ENSTNIP00000009852
ENSORLP00000004137	ENSTNIP00000016305
ENSORLP00000004181	ENSTNIP00000012363
ENSORLP00000003038	ENSTNIP00000016468
ENSORLP00000011372	ENSTNIP00000018482
ENSORLP00000001267	ENSTNIP00000018839
ENSORLP00000013686	ENSTNIP00000018022
ENSORLP00000008550	ENSTNIP00000003414
ENSORLP00000002044	ENSTNIP00000021381
ENSORLP00000005565	ENSTNIP00000012340
ENSORLP00000007970	ENSTNIP00000021215
ENSORLP00000004565	ENSTNIP00000019798
ENSORLP00000009183	ENSTNIP00000009629
ENSORLP00000014257	ENSTNIP00000019720
ENSORLP00000023713	ENSTNIP00000021185
ENSORLP00000013231	ENSTNIP00000015082
ENSORLP00000022598	ENSTNIP00000015342
ENSORLP00000021817	ENSTNIP00000019460
ENSORLP00000011346	ENSTNIP00000017328
ENSORLP00000002985	ENSTNIP00000006499
ENSORLP00000003460	ENSTNIP00000016456
ENSORLP00000025096	ENSTNIP00000012776
ENSORLP00000014879	ENSTNIP00000015576
ENSORLP00000001856	ENSTNIP00000019966
ENSORLP00000010334	ENSTNIP00000022712
ENSORLP00000008104	ENSTNIP00000019164
ENSORLP00000021835	ENSTNIP00000020016
ENSORLP00000012399	ENSTNIP00000019668
ENSORLP00000019704	ENSTNIP00000007454
ENSORLP00000019670	ENSTNIP00000002540
ENSORLP00000020314	ENSTNIP00000020521
ENSORLP00000013218	ENSTNIP00000019691
ENSORLP00000004132	ENSTNIP00000016432
ENSORLP00000014382	ENSTNIP00000009440
ENSORLP00000003631	ENSTNIP00000005114
ENSORLP00000007852	ENSTNIP00000013038
ENSORLP00000013202	ENSTNIP00000015755
ENSORLP00000009552	ENSTNIP00000002318
ENSORLP00000015398	ENSTNIP00000007795
ENSORLP00000000965	ENSTNIP00000012490
ENSORLP00000003311	ENSTNIP00000019055
ENSORLP00000019015	ENSTNIP00000020458
ENSORLP00000022461	ENSTNIP00000016940
ENSORLP00000016115	ENSTNIP00000016646
ENSORLP00000021333	ENSTNIP00000019851
ENSORLP00000025310	ENSTNIP00000021715
ENSORLP00000023165	ENSTNIP00000006768
ENSORLP00000010409	ENSTNIP00000009130
ENSORLP00000005543	ENSTNIP00000019118
ENSORLP00000007925	ENSTNIP00000012267
ENSORLP00000017583	ENSTNIP00000021227
ENSORLP00000025538	ENSTNIP00000008556
ENSORLP00000007284	ENSTNIP00000009841
ENSORLP00000016402	ENSTNIP00000022996
ENSORLP00000023489	ENSTNIP00000000202
ENSORLP00000009609	ENSTNIP00000015801
ENSORLP00000022074	ENSTNIP00000008346
ENSORLP00000017954	ENSTNIP00000014029
ENSORLP00000019100	ENSTNIP00000005312
ENSORLP00000011144	ENSTNIP00000015691
ENSORLP00000021055	ENSTNIP00000009900
ENSORLP00000001547	ENSTNIP00000017637
ENSORLP00000019417	ENSTNIP00000014372
ENSORLP00000021160	ENSTNIP00000018430
ENSORLP00000012729	ENSTNIP00000017392
ENSORLP00000003217	ENSTNIP00000005413
ENSORLP00000006104	ENSTNIP00000001394
ENSORLP00000005971	ENSTNIP00000010286
ENSORLP00000003621	ENSTNIP00000016451
ENSORLP00000010955	ENSTNIP00000017352
ENSORLP00000011491	ENSTNIP00000008554
ENSORLP00000012967	ENSTNIP00000012790
ENSORLP00000007322	ENSTNIP00000012873
ENSORLP00000009372	ENSTNIP00000004955
ENSORLP00000024378	ENSTNIP00000009595
ENSORLP00000010257	ENSTNIP00000012201
ENSORLP00000001530	ENSTNIP00000021325
ENSORLP00000025810	ENSTNIP00000005511
ENSORLP00000015703	ENSTNIP00000005909
ENSORLP00000009244	ENSTNIP00000006062
ENSORLP00000009107	ENSTNIP00000015989
ENSORLP00000025488	ENSTNIP00000007560
ENSORLP00000020699	ENSTNIP00000008363
ENSORLP00000024562	ENSTNIP00000008607
ENSORLP00000019888	ENSTNIP00000000156
ENSORLP00000015665	ENSTNIP00000020400
ENSORLP00000009333	ENSTNIP00000018135
ENSORLP00000008721	ENSTNIP00000012242
ENSORLP00000021748	ENSTNIP00000020006
ENSORLP00000012899	ENSTNIP00000015741
ENSORLP00000000243	ENSTNIP00000005802
ENSORLP00000007772	ENSTNIP00000009303
ENSORLP00000018575	ENSTNIP00000004870
ENSORLP00000012385	ENSTNIP00000017295
ENSORLP00000014417	ENSTNIP00000015122
ENSORLP00000009601	ENSTNIP00000021596
ENSORLP00000001118	ENSTNIP00000012482
ENSORLP00000012583	ENSTNIP00000021109
ENSORLP00000020563	ENSTNIP00000006797
ENSORLP00000020928	ENSTNIP00000014284
ENSORLP00000006835	ENSTNIP00000005875
ENSORLP00000015864	ENSTNIP00000008133
ENSORLP00000003033	ENSTNIP00000012409
ENSORLP00000007893	ENSTNIP00000008046
ENSORLP00000016033	ENSTNIP00000020630
ENSORLP00000024377	ENSTNIP00000007414
ENSORLP00000000898	ENSTNIP00000007926
ENSORLP00000014683	ENSTNIP00000008415
ENSORLP00000017213	ENSTNIP00000014521
ENSORLP00000015468	ENSTNIP00000014301
ENSORLP00000009799	ENSTNIP00000011218
ENSORLP00000025299	ENSTNIP00000006514
ENSORLP00000014882	ENSTNIP00000019737
ENSORLP00000020238	ENSTNIP00000020515
ENSORLP00000001501	ENSTNIP00000008539
ENSORLP00000015477	ENSTNIP00000004530
ENSORLP00000022678	ENSTNIP00000010370
ENSORLP00000012846	ENSTNIP00000006686
ENSORLP00000009432	ENSTNIP00000000371
ENSORLP00000007803	ENSTNIP00000013482
ENSORLP00000014240	ENSTNIP00000015932
ENSORLP00000004904	ENSTNIP00000013613
ENSORLP00000009808	ENSTNIP00000021874
ENSORLP00000017634	ENSTNIP00000010454
ENSORLP00000019418	ENSTNIP00000018367
ENSORLP00000001086	ENSTNIP00000016174
ENSORLP00000004303	ENSTNIP00000012367
ENSORLP00000007384	ENSTNIP00000012870
ENSORLP00000017121	ENSTNIP00000009177
ENSORLP00000017418	ENSTNIP00000010387
ENSORLP00000003986	ENSTNIP00000008174
ENSORLP00000009530	ENSTNIP00000015796
ENSORLP00000013351	ENSTNIP00000003922
ENSORLP00000016835	ENSTNIP00000014442
ENSORLP00000009479	ENSTNIP00000003755
ENSORLP00000011859	ENSTNIP00000004993
ENSORLP00000002989	ENSTNIP00000019236
ENSORLP00000022453	ENSTNIP00000015364
ENSORLP00000016375	ENSTNIP00000010833
