ENSGACP00000024945	ENSLOCP00000011371
ENSGACP00000016789	ENSLOCP00000003397
ENSGACP00000011379	ENSLOCP00000006644
ENSGACP00000027076	ENSLOCP00000006644
ENSGACP00000025668	ENSLOCP00000019678
ENSGACP00000018592	ENSLOCP00000017341
ENSGACP00000012659	ENSLOCP00000019838
ENSGACP00000005718	ENSLOCP00000019585
ENSGACP00000012588	ENSLOCP00000010989
ENSGACP00000000982	ENSLOCP00000013662
ENSGACP00000015555	ENSLOCP00000020899
ENSGACP00000003618	ENSLOCP00000011612
ENSGACP00000020341	ENSLOCP00000011612
ENSGACP00000017899	ENSLOCP00000020922
ENSGACP00000000852	ENSLOCP00000020922
ENSGACP00000021104	ENSLOCP00000005209
ENSGACP00000004378	ENSLOCP00000005209
ENSGACP00000024392	ENSLOCP00000009599
ENSGACP00000005402	ENSLOCP00000016256
ENSGACP00000014294	ENSLOCP00000016256
ENSGACP00000003475	ENSLOCP00000000914
ENSGACP00000018898	ENSLOCP00000017294
ENSGACP00000013756	ENSLOCP00000014961
ENSGACP00000007473	ENSLOCP00000014961
ENSGACP00000009706	ENSLOCP00000010633
ENSGACP00000010518	ENSLOCP00000005407
ENSGACP00000012849	ENSLOCP00000015306
ENSGACP00000006054	ENSLOCP00000015306
ENSGACP00000015080	ENSLOCP00000009702
ENSGACP00000019283	ENSLOCP00000016373
ENSGACP00000016304	ENSLOCP00000012691
ENSGACP00000003338	ENSLOCP00000010609
ENSGACP00000007229	ENSLOCP00000010609
ENSGACP00000015607	ENSLOCP00000002636
ENSGACP00000003347	ENSLOCP00000010593
ENSGACP00000026957	ENSLOCP00000016616
ENSGACP00000016727	ENSLOCP00000005265
ENSGACP00000017642	ENSLOCP00000003858
ENSGACP00000026757	ENSLOCP00000003858
ENSGACP00000018233	ENSLOCP00000012502
ENSGACP00000003076	ENSLOCP00000006272
ENSGACP00000001916	ENSLOCP00000012488
ENSGACP00000019162	ENSLOCP00000008606
ENSGACP00000021302	ENSLOCP00000008606
ENSGACP00000008904	ENSLOCP00000011222
ENSGACP00000020102	ENSLOCP00000013598
ENSGACP00000005172	ENSLOCP00000015313
ENSGACP00000012130	ENSLOCP00000005211
ENSGACP00000026772	ENSLOCP00000004175
ENSGACP00000018521	ENSLOCP00000004899
ENSGACP00000000329	ENSLOCP00000004899
ENSGACP00000024465	ENSLOCP00000017866
ENSGACP00000004459	ENSLOCP00000012852
ENSGACP00000010893	ENSLOCP00000012545
ENSGACP00000016861	ENSLOCP00000020669
ENSGACP00000015529	ENSLOCP00000000848
ENSGACP00000009913	ENSLOCP00000002113
ENSGACP00000009922	ENSLOCP00000002113
ENSGACP00000013300	ENSLOCP00000018492
ENSGACP00000015006	ENSLOCP00000003227
ENSGACP00000026873	ENSLOCP00000017980
ENSGACP00000003711	ENSLOCP00000010454
ENSGACP00000003468	ENSLOCP00000000950
ENSGACP00000008642	ENSLOCP00000003960
ENSGACP00000022802	ENSLOCP00000006542
ENSGACP00000022217	ENSLOCP00000010374
ENSGACP00000020104	ENSLOCP00000008874
ENSGACP00000011757	ENSLOCP00000006926
ENSGACP00000022128	ENSLOCP00000016317
ENSGACP00000013576	ENSLOCP00000005330
ENSGACP00000024241	ENSLOCP00000015654
ENSGACP00000009705	ENSLOCP00000015654
ENSGACP00000002238	ENSLOCP00000002084
ENSGACP00000014367	ENSLOCP00000022052
ENSGACP00000004053	ENSLOCP00000021786
ENSGACP00000000467	ENSLOCP00000021628
ENSGACP00000013195	ENSLOCP00000021739
ENSGACP00000015586	ENSLOCP00000012180
ENSGACP00000017651	ENSLOCP00000021227
ENSGACP00000006256	ENSLOCP00000012451
ENSGACP00000002204	ENSLOCP00000009029
ENSGACP00000003243	ENSLOCP00000014573
ENSGACP00000016726	ENSLOCP00000012099
ENSGACP00000017170	ENSLOCP00000009487
ENSGACP00000006661	ENSLOCP00000009487
ENSGACP00000013006	ENSLOCP00000018043
ENSGACP00000026013	ENSLOCP00000019692
ENSGACP00000015734	ENSLOCP00000010857
ENSGACP00000019268	ENSLOCP00000013777
ENSGACP00000020367	ENSLOCP00000010446
ENSGACP00000003404	ENSLOCP00000002103
ENSGACP00000023926	ENSLOCP00000011923
ENSGACP00000010352	ENSLOCP00000002763
ENSGACP00000017857	ENSLOCP00000009545
ENSGACP00000012430	ENSLOCP00000020425
ENSGACP00000010372	ENSLOCP00000003958
ENSGACP00000018348	ENSLOCP00000003958
ENSGACP00000008640	ENSLOCP00000013858
ENSGACP00000004323	ENSLOCP00000008106
ENSGACP00000003604	ENSLOCP00000004399
ENSGACP00000010656	ENSLOCP00000012787
ENSGACP00000012380	ENSLOCP00000012442
ENSGACP00000006493	ENSLOCP00000015061
ENSGACP00000003295	ENSLOCP00000015034
ENSGACP00000006465	ENSLOCP00000015034
ENSGACP00000017213	ENSLOCP00000020582
ENSGACP00000018351	ENSLOCP00000009371
ENSGACP00000009412	ENSLOCP00000011436
ENSGACP00000019707	ENSLOCP00000006413
ENSGACP00000010755	ENSLOCP00000000343
ENSGACP00000014058	ENSLOCP00000010053
ENSGACP00000019776	ENSLOCP00000010503
ENSGACP00000003866	ENSLOCP00000010503
ENSGACP00000022795	ENSLOCP00000011027
ENSGACP00000003454	ENSLOCP00000010720
ENSGACP00000012526	ENSLOCP00000010346
ENSGACP00000005539	ENSLOCP00000006262
ENSGACP00000013294	ENSLOCP00000008202
ENSGACP00000016408	ENSLOCP00000017505
ENSGACP00000004715	ENSLOCP00000019975
ENSGACP00000014556	ENSLOCP00000015750
ENSGACP00000006343	ENSLOCP00000014240
ENSGACP00000018537	ENSLOCP00000000681
ENSGACP00000009592	ENSLOCP00000008170
ENSGACP00000011885	ENSLOCP00000004788
ENSGACP00000021292	ENSLOCP00000019075
ENSGACP00000026833	ENSLOCP00000006171
ENSGACP00000017916	ENSLOCP00000006171
ENSGACP00000005391	ENSLOCP00000004935
ENSGACP00000005131	ENSLOCP00000004891
ENSGACP00000012604	ENSLOCP00000018585
ENSGACP00000013668	ENSLOCP00000010094
ENSGACP00000015929	ENSLOCP00000010094
ENSGACP00000016373	ENSLOCP00000000059
ENSGACP00000001434	ENSLOCP00000016918
ENSGACP00000026809	ENSLOCP00000001485
ENSGACP00000008317	ENSLOCP00000015680
ENSGACP00000005460	ENSLOCP00000012967
ENSGACP00000012412	ENSLOCP00000020418
ENSGACP00000003541	ENSLOCP00000005958
ENSGACP00000014269	ENSLOCP00000020228
ENSGACP00000003993	ENSLOCP00000004460
ENSGACP00000021844	ENSLOCP00000012200
ENSGACP00000021221	ENSLOCP00000015835
ENSGACP00000026606	ENSLOCP00000014736
ENSGACP00000024915	ENSLOCP00000019693
ENSGACP00000005537	ENSLOCP00000002760
ENSGACP00000024116	ENSLOCP00000016821
ENSGACP00000014052	ENSLOCP00000018937
ENSGACP00000025413	ENSLOCP00000018937
ENSGACP00000018175	ENSLOCP00000015725
ENSGACP00000008364	ENSLOCP00000015725
ENSGACP00000026658	ENSLOCP00000006025
ENSGACP00000021207	ENSLOCP00000011155
ENSGACP00000005247	ENSLOCP00000009384
ENSGACP00000002728	ENSLOCP00000015045
ENSGACP00000016313	ENSLOCP00000017475
ENSGACP00000009797	ENSLOCP00000018518
ENSGACP00000019213	ENSLOCP00000011132
ENSGACP00000006109	ENSLOCP00000015291
ENSGACP00000021990	ENSLOCP00000005437
ENSGACP00000021995	ENSLOCP00000005423
ENSGACP00000012762	ENSLOCP00000021255
ENSGACP00000007558	ENSLOCP00000006277
ENSGACP00000020269	ENSLOCP00000021743
ENSGACP00000014115	ENSLOCP00000022059
ENSGACP00000013155	ENSLOCP00000009514
ENSGACP00000009134	ENSLOCP00000020831
ENSGACP00000009636	ENSLOCP00000018484
ENSGACP00000002443	ENSLOCP00000013859
ENSGACP00000013063	ENSLOCP00000013859
ENSGACP00000009953	ENSLOCP00000009968
ENSGACP00000017004	ENSLOCP00000011731
ENSGACP00000007536	ENSLOCP00000005375
ENSGACP00000019652	ENSLOCP00000011227
ENSGACP00000024655	ENSLOCP00000018553
ENSGACP00000019157	ENSLOCP00000013380
ENSGACP00000013889	ENSLOCP00000009845
ENSGACP00000025574	ENSLOCP00000016386
ENSGACP00000005036	ENSLOCP00000006274
ENSGACP00000004754	ENSLOCP00000008527
ENSGACP00000017211	ENSLOCP00000007888
ENSGACP00000014008	ENSLOCP00000012904
ENSGACP00000005169	ENSLOCP00000019026
ENSGACP00000018263	ENSLOCP00000009915
ENSGACP00000015401	ENSLOCP00000010390
ENSGACP00000027192	ENSLOCP00000010390
ENSGACP00000021567	ENSLOCP00000014156
ENSGACP00000015209	ENSLOCP00000009987
ENSGACP00000018097	ENSLOCP00000002252
ENSGACP00000010916	ENSLOCP00000013577
ENSGACP00000026214	ENSLOCP00000018656
ENSGACP00000004339	ENSLOCP00000021863
ENSGACP00000014321	ENSLOCP00000021863
ENSGACP00000001487	ENSLOCP00000016891
ENSGACP00000005721	ENSLOCP00000005951
ENSGACP00000025233	ENSLOCP00000018877
ENSGACP00000020716	ENSLOCP00000004589
ENSGACP00000024858	ENSLOCP00000018862
ENSGACP00000015446	ENSLOCP00000018862
ENSGACP00000005990	ENSLOCP00000012789
ENSGACP00000015014	ENSLOCP00000000634
ENSGACP00000023291	ENSLOCP00000000634
ENSGACP00000015221	ENSLOCP00000010121
ENSGACP00000010829	ENSLOCP00000008266
ENSGACP00000006160	ENSLOCP00000017041
ENSGACP00000014908	ENSLOCP00000002556
ENSGACP00000010583	ENSLOCP00000015908
ENSGACP00000018228	ENSLOCP00000015908
ENSGACP00000023181	ENSLOCP00000015523
ENSGACP00000011516	ENSLOCP00000006254
ENSGACP00000003061	ENSLOCP00000006254
ENSGACP00000017864	ENSLOCP00000010458
ENSGACP00000022443	ENSLOCP00000018459
ENSGACP00000016076	ENSLOCP00000020751
ENSGACP00000016724	ENSLOCP00000013482
ENSGACP00000010307	ENSLOCP00000013482
ENSGACP00000009112	ENSLOCP00000006625
ENSGACP00000012807	ENSLOCP00000021251
ENSGACP00000004571	ENSLOCP00000012044
ENSGACP00000004743	ENSLOCP00000012044
ENSGACP00000019280	ENSLOCP00000021849
ENSGACP00000025250	ENSLOCP00000022398
ENSGACP00000008809	ENSLOCP00000022398
ENSGACP00000024293	ENSLOCP00000022071
ENSGACP00000020461	ENSLOCP00000021733
ENSGACP00000011687	ENSLOCP00000004479
ENSGACP00000017738	ENSLOCP00000019328
ENSGACP00000009460	ENSLOCP00000019328
ENSGACP00000026604	ENSLOCP00000006115
ENSGACP00000002626	ENSLOCP00000009756
ENSGACP00000024895	ENSLOCP00000012163
ENSGACP00000013803	ENSLOCP00000012163
ENSGACP00000016386	ENSLOCP00000016963
ENSGACP00000025657	ENSLOCP00000016963
ENSGACP00000011976	ENSLOCP00000004100
ENSGACP00000020822	ENSLOCP00000004993
ENSGACP00000008339	ENSLOCP00000004682
ENSGACP00000005976	ENSLOCP00000018262
ENSGACP00000016603	ENSLOCP00000014400
ENSGACP00000005166	ENSLOCP00000014400
ENSGACP00000000962	ENSLOCP00000021055
ENSGACP00000010819	ENSLOCP00000008293
ENSGACP00000015789	ENSLOCP00000011704
ENSGACP00000008007	ENSLOCP00000011704
ENSGACP00000020684	ENSLOCP00000004254
ENSGACP00000023006	ENSLOCP00000017422
ENSGACP00000014974	ENSLOCP00000006460
ENSGACP00000024113	ENSLOCP00000016832
ENSGACP00000019953	ENSLOCP00000001078
ENSGACP00000011113	ENSLOCP00000001078
ENSGACP00000016384	ENSLOCP00000020525
ENSGACP00000020125	ENSLOCP00000014010
ENSGACP00000026307	ENSLOCP00000013989
ENSGACP00000024581	ENSLOCP00000013989
ENSGACP00000017454	ENSLOCP00000005572
ENSGACP00000017010	ENSLOCP00000006501
ENSGACP00000014262	ENSLOCP00000000100
ENSGACP00000022767	ENSLOCP00000018528
ENSGACP00000018547	ENSLOCP00000007934
ENSGACP00000004914	ENSLOCP00000007934
ENSGACP00000015813	ENSLOCP00000005941
ENSGACP00000010658	ENSLOCP00000017323
ENSGACP00000018972	ENSLOCP00000007424
ENSGACP00000011339	ENSLOCP00000009850
ENSGACP00000020862	ENSLOCP00000016827
ENSGACP00000021289	ENSLOCP00000013737
ENSGACP00000008614	ENSLOCP00000013737
ENSGACP00000026015	ENSLOCP00000019959
ENSGACP00000019861	ENSLOCP00000007327
ENSGACP00000005961	ENSLOCP00000000977
ENSGACP00000010618	ENSLOCP00000006647
ENSGACP00000006773	ENSLOCP00000009267
ENSGACP00000016878	ENSLOCP00000020492
ENSGACP00000008527	ENSLOCP00000001053
ENSGACP00000007228	ENSLOCP00000010180
ENSGACP00000003396	ENSLOCP00000009719
ENSGACP00000015716	ENSLOCP00000006299
ENSGACP00000026739	ENSLOCP00000003588
ENSGACP00000003555	ENSLOCP00000020070
ENSGACP00000017105	ENSLOCP00000015133
ENSGACP00000007820	ENSLOCP00000015133
ENSGACP00000021854	ENSLOCP00000012253
ENSGACP00000016803	ENSLOCP00000002902
ENSGACP00000004174	ENSLOCP00000002902
ENSGACP00000001241	ENSLOCP00000012457
ENSGACP00000014749	ENSLOCP00000007111
ENSGACP00000012264	ENSLOCP00000014599
ENSGACP00000006031	ENSLOCP00000013778
ENSGACP00000002787	ENSLOCP00000007893
ENSGACP00000022646	ENSLOCP00000010433
ENSGACP00000024633	ENSLOCP00000010433
ENSGACP00000006311	ENSLOCP00000009059
ENSGACP00000008592	ENSLOCP00000014169
ENSGACP00000000400	ENSLOCP00000001636
ENSGACP00000000746	ENSLOCP00000008666
ENSGACP00000002113	ENSLOCP00000008666
ENSGACP00000010323	ENSLOCP00000005885
ENSGACP00000008505	ENSLOCP00000007323
ENSGACP00000013119	ENSLOCP00000004118
ENSGACP00000003304	ENSLOCP00000009926
ENSGACP00000027613	ENSLOCP00000012539
ENSGACP00000010934	ENSLOCP00000013607
ENSGACP00000006026	ENSLOCP00000019682
ENSGACP00000022350	ENSLOCP00000001556
ENSGACP00000024058	ENSLOCP00000001752
ENSGACP00000020004	ENSLOCP00000002257
ENSGACP00000024367	ENSLOCP00000011161
ENSGACP00000014284	ENSLOCP00000018490
ENSGACP00000020471	ENSLOCP00000018490
ENSGACP00000023727	ENSLOCP00000015818
ENSGACP00000021231	ENSLOCP00000015811
ENSGACP00000024594	ENSLOCP00000017183
ENSGACP00000027531	ENSLOCP00000015281
ENSGACP00000020688	ENSLOCP00000004276
ENSGACP00000025426	ENSLOCP00000018589
ENSGACP00000002423	ENSLOCP00000014015
ENSGACP00000022615	ENSLOCP00000015930
ENSGACP00000012767	ENSLOCP00000014371
ENSGACP00000009376	ENSLOCP00000014371
ENSGACP00000008475	ENSLOCP00000007290
ENSGACP00000008276	ENSLOCP00000007290
ENSGACP00000026831	ENSLOCP00000006045
ENSGACP00000012212	ENSLOCP00000005340
ENSGACP00000005239	ENSLOCP00000010110
ENSGACP00000004618	ENSLOCP00000010110
ENSGACP00000013164	ENSLOCP00000004252
ENSGACP00000019940	ENSLOCP00000004252
ENSGACP00000007172	ENSLOCP00000008646
ENSGACP00000027477	ENSLOCP00000008646
ENSGACP00000023350	ENSLOCP00000007898
ENSGACP00000010505	ENSLOCP00000003875
ENSGACP00000026339	ENSLOCP00000019248
ENSGACP00000008038	ENSLOCP00000019547
ENSGACP00000008639	ENSLOCP00000005529
ENSGACP00000023684	ENSLOCP00000007283
ENSGACP00000015657	ENSLOCP00000020317
ENSGACP00000003339	ENSLOCP00000014229
ENSGACP00000022478	ENSLOCP00000014229
ENSGACP00000014348	ENSLOCP00000017646
ENSGACP00000021754	ENSLOCP00000017646
ENSGACP00000012105	ENSLOCP00000005059
ENSGACP00000020908	ENSLOCP00000013631
ENSGACP00000027214	ENSLOCP00000011180
ENSGACP00000017568	ENSLOCP00000014109
ENSGACP00000006650	ENSLOCP00000014109
ENSGACP00000003809	ENSLOCP00000010087
ENSGACP00000015239	ENSLOCP00000010087
ENSGACP00000007118	ENSLOCP00000016431
ENSGACP00000020257	ENSLOCP00000010637
ENSGACP00000013524	ENSLOCP00000020971
ENSGACP00000020232	ENSLOCP00000012066
ENSGACP00000010617	ENSLOCP00000008359
ENSGACP00000011260	ENSLOCP00000015892
ENSGACP00000022085	ENSLOCP00000008997
ENSGACP00000008634	ENSLOCP00000010622
ENSGACP00000011827	ENSLOCP00000010622
ENSGACP00000022944	ENSLOCP00000018800
ENSGACP00000024763	ENSLOCP00000014777
ENSGACP00000003044	ENSLOCP00000016209
ENSGACP00000008622	ENSLOCP00000020860
ENSGACP00000018130	ENSLOCP00000010303
ENSGACP00000014730	ENSLOCP00000011466
ENSGACP00000024342	ENSLOCP00000014621
ENSGACP00000011364	ENSLOCP00000014293
ENSGACP00000003189	ENSLOCP00000020640
ENSGACP00000004761	ENSLOCP00000005879
ENSGACP00000020450	ENSLOCP00000005986
ENSGACP00000010890	ENSLOCP00000020927
ENSGACP00000027516	ENSLOCP00000015234
ENSGACP00000002225	ENSLOCP00000002112
ENSGACP00000008771	ENSLOCP00000010879
ENSGACP00000014198	ENSLOCP00000001740
ENSGACP00000026222	ENSLOCP00000018634
ENSGACP00000004303	ENSLOCP00000012241
ENSGACP00000027173	ENSLOCP00000010017
ENSGACP00000021361	ENSLOCP00000015991
ENSGACP00000017699	ENSLOCP00000014681
ENSGACP00000018624	ENSLOCP00000014681
ENSGACP00000023094	ENSLOCP00000018861
ENSGACP00000012443	ENSLOCP00000014150
ENSGACP00000012201	ENSLOCP00000012783
ENSGACP00000008407	ENSLOCP00000011940
ENSGACP00000022252	ENSLOCP00000016125
ENSGACP00000014089	ENSLOCP00000004748
ENSGACP00000015293	ENSLOCP00000007440
ENSGACP00000019071	ENSLOCP00000016168
ENSGACP00000014497	ENSLOCP00000016168
ENSGACP00000018543	ENSLOCP00000007956
ENSGACP00000004907	ENSLOCP00000007956
ENSGACP00000018651	ENSLOCP00000002452
ENSGACP00000000240	ENSLOCP00000002452
ENSGACP00000015379	ENSLOCP00000008041
ENSGACP00000009200	ENSLOCP00000006113
ENSGACP00000015190	ENSLOCP00000019992
ENSGACP00000027384	ENSLOCP00000018966
ENSGACP00000025853	ENSLOCP00000001224
ENSGACP00000007944	ENSLOCP00000014816
ENSGACP00000025498	ENSLOCP00000014816
ENSGACP00000009851	ENSLOCP00000001845
ENSGACP00000003515	ENSLOCP00000009268
ENSGACP00000026414	ENSLOCP00000019298
ENSGACP00000002611	ENSLOCP00000003688
ENSGACP00000003459	ENSLOCP00000009165
ENSGACP00000017261	ENSLOCP00000005915
ENSGACP00000020046	ENSLOCP00000005915
ENSGACP00000000656	ENSLOCP00000010595
ENSGACP00000015652	ENSLOCP00000018781
ENSGACP00000003289	ENSLOCP00000002837
ENSGACP00000010514	ENSLOCP00000021175
ENSGACP00000001694	ENSLOCP00000019080
ENSGACP00000018137	ENSLOCP00000007169
ENSGACP00000014361	ENSLOCP00000012455
ENSGACP00000007546	ENSLOCP00000021235
ENSGACP00000011098	ENSLOCP00000021235
ENSGACP00000007760	ENSLOCP00000008971
ENSGACP00000018998	ENSLOCP00000018561
ENSGACP00000004958	ENSLOCP00000014404
ENSGACP00000024153	ENSLOCP00000014404
ENSGACP00000022135	ENSLOCP00000018770
ENSGACP00000023255	ENSLOCP00000002726
ENSGACP00000000404	ENSLOCP00000002726
ENSGACP00000002650	ENSLOCP00000014873
ENSGACP00000020818	ENSLOCP00000004966
ENSGACP00000019027	ENSLOCP00000015057
ENSGACP00000022754	ENSLOCP00000018714
ENSGACP00000024447	ENSLOCP00000007032
ENSGACP00000009251	ENSLOCP00000007854
ENSGACP00000007751	ENSLOCP00000008940
ENSGACP00000014354	ENSLOCP00000005551
ENSGACP00000011681	ENSLOCP00000004684
ENSGACP00000014527	ENSLOCP00000018434
ENSGACP00000023874	ENSLOCP00000012335
ENSGACP00000012779	ENSLOCP00000018281
ENSGACP00000012346	ENSLOCP00000011752
ENSGACP00000023592	ENSLOCP00000011752
ENSGACP00000026076	ENSLOCP00000019223
ENSGACP00000015832	ENSLOCP00000004998
ENSGACP00000022356	ENSLOCP00000017115
ENSGACP00000008583	ENSLOCP00000005361
ENSGACP00000003986	ENSLOCP00000006027
ENSGACP00000022730	ENSLOCP00000003114
ENSGACP00000002484	ENSLOCP00000018830
ENSGACP00000010172	ENSLOCP00000004627
ENSGACP00000010116	ENSLOCP00000010923
ENSGACP00000026688	ENSLOCP00000005520
ENSGACP00000016253	ENSLOCP00000001114
ENSGACP00000017360	ENSLOCP00000010592
ENSGACP00000014973	ENSLOCP00000008174
ENSGACP00000021488	ENSLOCP00000020595
ENSGACP00000022878	ENSLOCP00000002263
ENSGACP00000006092	ENSLOCP00000013093
ENSGACP00000005753	ENSLOCP00000011983
ENSGACP00000007460	ENSLOCP00000008225
ENSGACP00000010402	ENSLOCP00000015316
ENSGACP00000007937	ENSLOCP00000015316
ENSGACP00000016298	ENSLOCP00000017683
ENSGACP00000021824	ENSLOCP00000004171
ENSGACP00000009805	ENSLOCP00000010929
ENSGACP00000025041	ENSLOCP00000019648
ENSGACP00000001338	ENSLOCP00000014348
ENSGACP00000008241	ENSLOCP00000012032
ENSGACP00000008053	ENSLOCP00000014214
ENSGACP00000010154	ENSLOCP00000010852
ENSGACP00000025010	ENSLOCP00000010852
ENSGACP00000007253	ENSLOCP00000019003
ENSGACP00000011215	ENSLOCP00000019003
ENSGACP00000000507	ENSLOCP00000015096
ENSGACP00000001207	ENSLOCP00000011976
ENSGACP00000027406	ENSLOCP00000012932
ENSGACP00000019811	ENSLOCP00000005431
ENSGACP00000025702	ENSLOCP00000017027
ENSGACP00000007047	ENSLOCP00000017027
ENSGACP00000011186	ENSLOCP00000003849
ENSGACP00000011205	ENSLOCP00000007540
ENSGACP00000007112	ENSLOCP00000007540
ENSGACP00000013043	ENSLOCP00000004094
ENSGACP00000020075	ENSLOCP00000004094
ENSGACP00000003970	ENSLOCP00000008960
ENSGACP00000011705	ENSLOCP00000009360
ENSGACP00000016244	ENSLOCP00000012643
ENSGACP00000019927	ENSLOCP00000004412
ENSGACP00000012531	ENSLOCP00000010099
ENSGACP00000008002	ENSLOCP00000001250
ENSGACP00000021398	ENSLOCP00000015959
ENSGACP00000025891	ENSLOCP00000016923
ENSGACP00000022404	ENSLOCP00000016923
ENSGACP00000010488	ENSLOCP00000011328
ENSGACP00000019218	ENSLOCP00000002632
ENSGACP00000002208	ENSLOCP00000002166
ENSGACP00000008182	ENSLOCP00000015657
ENSGACP00000004461	ENSLOCP00000013838
ENSGACP00000027227	ENSLOCP00000008768
ENSGACP00000010902	ENSLOCP00000007638
ENSGACP00000027579	ENSLOCP00000007638
ENSGACP00000018242	ENSLOCP00000009950
ENSGACP00000024444	ENSLOCP00000012050
ENSGACP00000006992	ENSLOCP00000016416
ENSGACP00000017777	ENSLOCP00000018182
ENSGACP00000007042	ENSLOCP00000020431
ENSGACP00000023096	ENSLOCP00000012426
ENSGACP00000017849	ENSLOCP00000000108
ENSGACP00000004744	ENSLOCP00000002015
ENSGACP00000024531	ENSLOCP00000000768
ENSGACP00000024213	ENSLOCP00000006276
ENSGACP00000005436	ENSLOCP00000014123
ENSGACP00000005523	ENSLOCP00000007912
ENSGACP00000004786	ENSLOCP00000006687
ENSGACP00000004665	ENSLOCP00000015780
ENSGACP00000012359	ENSLOCP00000015780
ENSGACP00000005267	ENSLOCP00000013241
ENSGACP00000022482	ENSLOCP00000013241
ENSGACP00000006820	ENSLOCP00000021096
ENSGACP00000004866	ENSLOCP00000008237
ENSGACP00000022843	ENSLOCP00000001985
ENSGACP00000015765	ENSLOCP00000006574
ENSGACP00000013908	ENSLOCP00000006574
ENSGACP00000016262	ENSLOCP00000020690
ENSGACP00000005495	ENSLOCP00000011495
ENSGACP00000025402	ENSLOCP00000019900
ENSGACP00000025562	ENSLOCP00000018507
ENSGACP00000023106	ENSLOCP00000002958
ENSGACP00000015383	ENSLOCP00000004269
ENSGACP00000005688	ENSLOCP00000013303
ENSGACP00000005969	ENSLOCP00000001019
ENSGACP00000015669	ENSLOCP00000006119
ENSGACP00000022498	ENSLOCP00000006119
ENSGACP00000000041	ENSLOCP00000016756
ENSGACP00000007710	ENSLOCP00000021331
ENSGACP00000019846	ENSLOCP00000015964
ENSGACP00000013065	ENSLOCP00000007243
ENSGACP00000010262	ENSLOCP00000013267
ENSGACP00000016246	ENSLOCP00000000991
ENSGACP00000009211	ENSLOCP00000014231
ENSGACP00000000701	ENSLOCP00000004947
ENSGACP00000015350	ENSLOCP00000004947
ENSGACP00000008396	ENSLOCP00000007634
ENSGACP00000008247	ENSLOCP00000007634
ENSGACP00000008146	ENSLOCP00000012213
ENSGACP00000020839	ENSLOCP00000005179
ENSGACP00000017208	ENSLOCP00000012268
ENSGACP00000020840	ENSLOCP00000015687
ENSGACP00000017945	ENSLOCP00000020635
ENSGACP00000008455	ENSLOCP00000015810
ENSGACP00000015278	ENSLOCP00000006945
ENSGACP00000026061	ENSLOCP00000019481
ENSGACP00000016154	ENSLOCP00000008487
ENSGACP00000011373	ENSLOCP00000017573
ENSGACP00000004014	ENSLOCP00000017573
ENSGACP00000008740	ENSLOCP00000006624
ENSGACP00000011108	ENSLOCP00000014350
ENSGACP00000009554	ENSLOCP00000014350
ENSGACP00000000340	ENSLOCP00000004954
ENSGACP00000007344	ENSLOCP00000007129
ENSGACP00000018300	ENSLOCP00000000308
ENSGACP00000022950	ENSLOCP00000003407
ENSGACP00000016062	ENSLOCP00000006836
ENSGACP00000027285	ENSLOCP00000006836
ENSGACP00000013597	ENSLOCP00000006947
ENSGACP00000015835	ENSLOCP00000006947
ENSGACP00000001019	ENSLOCP00000017891
ENSGACP00000017938	ENSLOCP00000021362
ENSGACP00000021777	ENSLOCP00000016791
ENSGACP00000012241	ENSLOCP00000001002
ENSGACP00000012319	ENSLOCP00000002270
ENSGACP00000018944	ENSLOCP00000015885
ENSGACP00000022991	ENSLOCP00000014630
ENSGACP00000015300	ENSLOCP00000021196
ENSGACP00000012407	ENSLOCP00000014246
ENSGACP00000013232	ENSLOCP00000001521
ENSGACP00000013007	ENSLOCP00000009499
ENSGACP00000020070	ENSLOCP00000012532
ENSGACP00000014248	ENSLOCP00000009310
ENSGACP00000004746	ENSLOCP00000009310
ENSGACP00000002197	ENSLOCP00000013614
ENSGACP00000009765	ENSLOCP00000018513
ENSGACP00000001494	ENSLOCP00000009513
ENSGACP00000013952	ENSLOCP00000009888
ENSGACP00000018900	ENSLOCP00000002669
