ENSP00000262384	ENSACAP00000005936
ENSP00000360261	ENSACAP00000004338
ENSP00000380779	ENSACAP00000001889
ENSP00000377547	ENSACAP00000003138
ENSP00000316335	ENSACAP00000022796
ENSP00000225893	ENSACAP00000006377
ENSP00000280665	ENSACAP00000005435
ENSP00000475920	ENSACAP00000010838
ENSP00000365693	ENSACAP00000023195
ENSP00000347324	ENSACAP00000003388
ENSP00000248306	ENSACAP00000014435
ENSP00000357199	ENSACAP00000015163
ENSP00000474090	ENSACAP00000007387
ENSP00000434724	ENSACAP00000001420
ENSP00000455068	ENSACAP00000001689
ENSP00000315731	ENSACAP00000017280
ENSP00000338573	ENSACAP00000018461
ENSP00000425963	ENSACAP00000001058
ENSP00000347834	ENSACAP00000000530
ENSP00000363478	ENSACAP00000013420
ENSP00000307305	ENSACAP00000001101
ENSP00000296595	ENSACAP00000000511
ENSP00000215885	ENSACAP00000009979
ENSP00000301039	ENSACAP00000013433
ENSP00000290881	ENSACAP00000000998
ENSP00000197268	ENSACAP00000010416
ENSP00000367570	ENSACAP00000013756
ENSP00000260130	ENSACAP00000005323
ENSP00000422338	ENSACAP00000010278
ENSP00000454380	ENSACAP00000001662
ENSP00000382670	ENSACAP00000006953
ENSP00000367214	ENSACAP00000013569
ENSP00000317904	ENSACAP00000004728
ENSP00000220822	ENSACAP00000012877
ENSP00000464893	ENSACAP00000007203
ENSP00000378015	ENSACAP00000015360
ENSP00000417498	ENSACAP00000018889
ENSP00000257910	ENSACAP00000013060
ENSP00000398632	ENSACAP00000004222
ENSP00000256178	ENSACAP00000008591
ENSP00000272902	ENSACAP00000010137
ENSP00000369257	ENSACAP00000016177
ENSP00000382895	ENSACAP00000003174
ENSP00000319974	ENSACAP00000006400
ENSP00000458663	ENSACAP00000010591
ENSP00000262477	ENSACAP00000015167
ENSP00000284694	ENSACAP00000006990
ENSP00000264448	ENSACAP00000009312
ENSP00000362562	ENSACAP00000023206
ENSP00000355167	ENSACAP00000008501
ENSP00000318650	ENSACAP00000003598
ENSP00000387091	ENSACAP00000010629
ENSP00000288167	ENSACAP00000011473
ENSP00000320936	ENSACAP00000020564
ENSP00000380318	ENSACAP00000015898
ENSP00000385828	ENSACAP00000015906
ENSP00000336894	ENSACAP00000000155
ENSP00000300131	ENSACAP00000009461
ENSP00000371133	ENSACAP00000011279
ENSP00000330433	ENSACAP00000000185
ENSP00000335158	ENSACAP00000014786
ENSP00000458791	ENSACAP00000001469
ENSP00000393795	ENSACAP00000006589
ENSP00000409933	ENSACAP00000004164
ENSP00000369604	ENSACAP00000010632
ENSP00000272907	ENSACAP00000003736
ENSP00000300179	ENSACAP00000021587
ENSP00000238561	ENSACAP00000017047
ENSP00000207549	ENSACAP00000007306
ENSP00000302936	ENSACAP00000008579
ENSP00000352329	ENSACAP00000013203
ENSP00000264498	ENSACAP00000011657
ENSP00000243346	ENSACAP00000003556
ENSP00000395590	ENSACAP00000013276
ENSP00000406084	ENSACAP00000000161
ENSP00000409789	ENSACAP00000014214
ENSP00000295571	ENSACAP00000014958
ENSP00000344125	ENSACAP00000003001
ENSP00000310565	ENSACAP00000012191
ENSP00000332151	ENSACAP00000013538
ENSP00000354891	ENSACAP00000001124
ENSP00000300056	ENSACAP00000011733
ENSP00000455607	ENSACAP00000011397
ENSP00000348632	ENSACAP00000008064
ENSP00000381698	ENSACAP00000007131
ENSP00000294168	ENSACAP00000003398
ENSP00000255082	ENSACAP00000008347
ENSP00000263080	ENSACAP00000021550
ENSP00000420682	ENSACAP00000009729
ENSP00000262844	ENSACAP00000012686
ENSP00000272647	ENSACAP00000005120
ENSP00000385158	ENSACAP00000005428
ENSP00000286544	ENSACAP00000015870
ENSP00000342840	ENSACAP00000009710
ENSP00000314518	ENSACAP00000013376
ENSP00000369853	ENSACAP00000003158
ENSP00000338885	ENSACAP00000015375
ENSP00000371661	ENSACAP00000001948
ENSP00000360138	ENSACAP00000012183
ENSP00000307214	ENSACAP00000000122
ENSP00000382021	ENSACAP00000001899
ENSP00000310110	ENSACAP00000003639
ENSP00000364502	ENSACAP00000000357
ENSP00000248958	ENSACAP00000001591
ENSP00000247020	ENSACAP00000013599
ENSP00000358251	ENSACAP00000009177
ENSP00000289921	ENSACAP00000000585
ENSP00000308339	ENSACAP00000012526
ENSP00000423881	ENSACAP00000001185
ENSP00000252136	ENSACAP00000007850
ENSP00000261488	ENSACAP00000002115
ENSP00000337146	ENSACAP00000008546
ENSP00000356524	ENSACAP00000004887
ENSP00000359680	ENSACAP00000002818
ENSP00000230990	ENSACAP00000021820
ENSP00000345728	ENSACAP00000008362
ENSP00000336524	ENSACAP00000009381
ENSP00000300128	ENSACAP00000009419
ENSP00000386292	ENSACAP00000000762
ENSP00000393316	ENSACAP00000003838
ENSP00000246024	ENSACAP00000002962
ENSP00000378877	ENSACAP00000012229
ENSP00000448228	ENSACAP00000002586
ENSP00000351503	ENSACAP00000015800
ENSP00000227065	ENSACAP00000001614
ENSP00000363400	ENSACAP00000017536
ENSP00000371307	ENSACAP00000013046
ENSP00000332983	ENSACAP00000003859
ENSP00000418734	ENSACAP00000005394
ENSP00000454268	ENSACAP00000001378
ENSP00000216479	ENSACAP00000016978
ENSP00000167106	ENSACAP00000016831
ENSP00000355932	ENSACAP00000006123
ENSP00000434412	ENSACAP00000002176
ENSP00000263921	ENSACAP00000010304
ENSP00000362601	ENSACAP00000000993
ENSP00000355374	ENSACAP00000010290
ENSP00000396445	ENSACAP00000010230
ENSP00000371923	ENSACAP00000018459
ENSP00000323879	ENSACAP00000002799
ENSP00000335091	ENSACAP00000006593
ENSP00000284116	ENSACAP00000013390
ENSP00000394510	ENSACAP00000018769
ENSP00000382241	ENSACAP00000002585
ENSP00000361681	ENSACAP00000014035
ENSP00000234831	ENSACAP00000013875
ENSP00000470879	ENSACAP00000000347
ENSP00000259803	ENSACAP00000008370
ENSP00000368805	ENSACAP00000008505
ENSP00000398930	ENSACAP00000013483
ENSP00000262018	ENSACAP00000018707
ENSP00000248248	ENSACAP00000005922
ENSP00000296473	ENSACAP00000008288
ENSP00000229758	ENSACAP00000005498
ENSP00000403293	ENSACAP00000021056
ENSP00000408058	ENSACAP00000012746
ENSP00000245787	ENSACAP00000001681
ENSP00000361596	ENSACAP00000013792
ENSP00000321856	ENSACAP00000008446
ENSP00000383938	ENSACAP00000008871
ENSP00000238618	ENSACAP00000016566
ENSP00000378161	ENSACAP00000012068
ENSP00000269209	ENSACAP00000017603
ENSP00000364126	ENSACAP00000010994
ENSP00000331965	ENSACAP00000014492
ENSP00000417235	ENSACAP00000007787
ENSP00000363193	ENSACAP00000015175
ENSP00000463334	ENSACAP00000006331
ENSP00000372459	ENSACAP00000017729
ENSP00000343140	ENSACAP00000009563
ENSP00000386840	ENSACAP00000000306
ENSP00000262487	ENSACAP00000001004
ENSP00000341490	ENSACAP00000016982
ENSP00000358105	ENSACAP00000007907
ENSP00000355621	ENSACAP00000002175
ENSP00000451131	ENSACAP00000001082
ENSP00000205636	ENSACAP00000014387
ENSP00000290913	ENSACAP00000007368
ENSP00000475005	ENSACAP00000008074
ENSP00000386710	ENSACAP00000012906
ENSP00000269499	ENSACAP00000011593
ENSP00000438115	ENSACAP00000005921
ENSP00000351631	ENSACAP00000021789
ENSP00000242285	ENSACAP00000023443
ENSP00000309415	ENSACAP00000006174
ENSP00000362704	ENSACAP00000004461
ENSP00000332716	ENSACAP00000016522
ENSP00000256759	ENSACAP00000015302
ENSP00000308535	ENSACAP00000022693
ENSP00000284031	ENSACAP00000012922
ENSP00000364945	ENSACAP00000017058
ENSP00000439128	ENSACAP00000021699
ENSP00000391524	ENSACAP00000007272
ENSP00000311401	ENSACAP00000002946
ENSP00000327323	ENSACAP00000008268
ENSP00000434887	ENSACAP00000008339
ENSP00000403910	ENSACAP00000003590
ENSP00000243344	ENSACAP00000002727
ENSP00000398211	ENSACAP00000009539
ENSP00000308369	ENSACAP00000003385
ENSP00000293760	ENSACAP00000015854
ENSP00000246081	ENSACAP00000000545
ENSP00000476448	ENSACAP00000013430
ENSP00000244769	ENSACAP00000003810
ENSP00000415822	ENSACAP00000019818
ENSP00000390637	ENSACAP00000012788
ENSP00000313933	ENSACAP00000000611
ENSP00000338034	ENSACAP00000020841
ENSP00000313079	ENSACAP00000002275
ENSP00000262962	ENSACAP00000000390
ENSP00000465776	ENSACAP00000009002
ENSP00000427421	ENSACAP00000001304
ENSP00000361254	ENSACAP00000022295
ENSP00000275461	ENSACAP00000011552
ENSP00000365687	ENSACAP00000008520
ENSP00000072644	ENSACAP00000008778
ENSP00000466055	ENSACAP00000015063
ENSP00000358902	ENSACAP00000022595
ENSP00000314173	ENSACAP00000008254
ENSP00000364515	ENSACAP00000014776
ENSP00000341031	ENSACAP00000002842
ENSP00000230321	ENSACAP00000002547
ENSP00000257724	ENSACAP00000006552
ENSP00000265872	ENSACAP00000009894
ENSP00000310670	ENSACAP00000020843
ENSP00000361602	ENSACAP00000008322
ENSP00000332325	ENSACAP00000018025
ENSP00000423014	ENSACAP00000005948
ENSP00000358622	ENSACAP00000012347
ENSP00000368022	ENSACAP00000001260
ENSP00000408598	ENSACAP00000013024
ENSP00000395535	ENSACAP00000012271
ENSP00000361446	ENSACAP00000007911
ENSP00000314949	ENSACAP00000014487
ENSP00000300591	ENSACAP00000012338
ENSP00000365588	ENSACAP00000022359
ENSP00000244221	ENSACAP00000023318
ENSP00000378275	ENSACAP00000016030
ENSP00000418693	ENSACAP00000001465
ENSP00000358739	ENSACAP00000017008
ENSP00000391826	ENSACAP00000009504
ENSP00000255613	ENSACAP00000019798
ENSP00000299299	ENSACAP00000008656
ENSP00000421544	ENSACAP00000001312
ENSP00000302543	ENSACAP00000002073
ENSP00000356280	ENSACAP00000003600
ENSP00000298999	ENSACAP00000003141
ENSP00000265806	ENSACAP00000021223
ENSP00000287675	ENSACAP00000008945
ENSP00000360104	ENSACAP00000008782
ENSP00000268797	ENSACAP00000001252
ENSP00000368589	ENSACAP00000004190
ENSP00000284274	ENSACAP00000000265
ENSP00000274217	ENSACAP00000005497
ENSP00000323435	ENSACAP00000006626
ENSP00000261369	ENSACAP00000003331
ENSP00000264433	ENSACAP00000016186
ENSP00000421985	ENSACAP00000012005
ENSP00000472998	ENSACAP00000013057
ENSP00000403310	ENSACAP00000015140
ENSP00000358414	ENSACAP00000009718
ENSP00000345826	ENSACAP00000016091
ENSP00000354753	ENSACAP00000012943
ENSP00000363031	ENSACAP00000018945
ENSP00000439594	ENSACAP00000010303
ENSP00000318406	ENSACAP00000014496
ENSP00000367459	ENSACAP00000002496
ENSP00000440847	ENSACAP00000015528
ENSP00000472286	ENSACAP00000018264
ENSP00000264059	ENSACAP00000006319
ENSP00000337332	ENSACAP00000010465
ENSP00000329466	ENSACAP00000010282
ENSP00000307741	ENSACAP00000021931
ENSP00000363787	ENSACAP00000008766
ENSP00000371318	ENSACAP00000020693
ENSP00000297459	ENSACAP00000010208
ENSP00000222547	ENSACAP00000013048
ENSP00000372210	ENSACAP00000017260
ENSP00000365243	ENSACAP00000011198
ENSP00000306324	ENSACAP00000007398
ENSP00000387077	ENSACAP00000003438
ENSP00000334463	ENSACAP00000003453
ENSP00000282226	ENSACAP00000010298
ENSP00000416799	ENSACAP00000015383
ENSP00000289805	ENSACAP00000021528
ENSP00000386895	ENSACAP00000004186
ENSP00000280057	ENSACAP00000011686
ENSP00000267339	ENSACAP00000006060
ENSP00000335147	ENSACAP00000022795
ENSP00000365883	ENSACAP00000022963
ENSP00000268533	ENSACAP00000002276
ENSP00000432799	ENSACAP00000007516
ENSP00000419395	ENSACAP00000023165
ENSP00000304930	ENSACAP00000012552
ENSP00000301691	ENSACAP00000004670
ENSP00000370718	ENSACAP00000005866
ENSP00000264852	ENSACAP00000006580
ENSP00000314023	ENSACAP00000001335
ENSP00000271375	ENSACAP00000010521
ENSP00000354590	ENSACAP00000021928
ENSP00000421853	ENSACAP00000018226
ENSP00000266987	ENSACAP00000021478
ENSP00000318176	ENSACAP00000016965
ENSP00000364476	ENSACAP00000009183
ENSP00000444196	ENSACAP00000014446
ENSP00000006101	ENSACAP00000019613
ENSP00000372112	ENSACAP00000006038
ENSP00000253457	ENSACAP00000005396
ENSP00000264596	ENSACAP00000018472
ENSP00000324248	ENSACAP00000005172
ENSP00000217305	ENSACAP00000011237
ENSP00000356985	ENSACAP00000017183
ENSP00000470082	ENSACAP00000021730
ENSP00000376440	ENSACAP00000001797
ENSP00000311360	ENSACAP00000007932
ENSP00000261168	ENSACAP00000010257
ENSP00000347433	ENSACAP00000003662
ENSP00000360191	ENSACAP00000014507
ENSP00000472249	ENSACAP00000008756
ENSP00000350757	ENSACAP00000016321
ENSP00000374029	ENSACAP00000010560
ENSP00000426613	ENSACAP00000012736
ENSP00000338706	ENSACAP00000019214
ENSP00000242728	ENSACAP00000000427
ENSP00000256495	ENSACAP00000012353
ENSP00000216214	ENSACAP00000014726
ENSP00000433343	ENSACAP00000000105
ENSP00000356584	ENSACAP00000001045
ENSP00000476687	ENSACAP00000023121
ENSP00000273258	ENSACAP00000015104
ENSP00000365570	ENSACAP00000016292
ENSP00000360112	ENSACAP00000019124
ENSP00000356919	ENSACAP00000001286
ENSP00000364349	ENSACAP00000010371
ENSP00000255087	ENSACAP00000020104
ENSP00000336775	ENSACAP00000023064
ENSP00000421405	ENSACAP00000002695
ENSP00000216039	ENSACAP00000007945
ENSP00000468956	ENSACAP00000011790
ENSP00000326630	ENSACAP00000021011
ENSP00000384179	ENSACAP00000009671
ENSP00000430690	ENSACAP00000020753
ENSP00000258436	ENSACAP00000007127
ENSP00000361048	ENSACAP00000021438
ENSP00000321026	ENSACAP00000011060
ENSP00000386499	ENSACAP00000000453
ENSP00000269394	ENSACAP00000017259
ENSP00000304250	ENSACAP00000005106
ENSP00000357904	ENSACAP00000014432
ENSP00000267838	ENSACAP00000001369
ENSP00000383421	ENSACAP00000000441
ENSP00000315203	ENSACAP00000007532
ENSP00000359540	ENSACAP00000009280
ENSP00000351008	ENSACAP00000005308
ENSP00000376686	ENSACAP00000004449
ENSP00000315387	ENSACAP00000010603
ENSP00000320081	ENSACAP00000009528
ENSP00000358400	ENSACAP00000014132
ENSP00000264192	ENSACAP00000007608
ENSP00000293662	ENSACAP00000016557
ENSP00000318770	ENSACAP00000019552
ENSP00000391409	ENSACAP00000007141
ENSP00000325954	ENSACAP00000014360
ENSP00000283141	ENSACAP00000022213
ENSP00000352782	ENSACAP00000016766
ENSP00000406909	ENSACAP00000005951
ENSP00000250173	ENSACAP00000010814
ENSP00000269025	ENSACAP00000006728
ENSP00000358884	ENSACAP00000022490
ENSP00000380037	ENSACAP00000016500
ENSP00000267426	ENSACAP00000020679
ENSP00000257604	ENSACAP00000009331
ENSP00000311496	ENSACAP00000013099
ENSP00000259050	ENSACAP00000012572
ENSP00000407301	ENSACAP00000002997
ENSP00000377396	ENSACAP00000016337
ENSP00000349805	ENSACAP00000020209
ENSP00000329735	ENSACAP00000022549
ENSP00000361926	ENSACAP00000005516
ENSP00000244625	ENSACAP00000000618
ENSP00000218340	ENSACAP00000011842
ENSP00000248643	ENSACAP00000015492
ENSP00000447651	ENSACAP00000015007
ENSP00000298317	ENSACAP00000000186
ENSP00000373331	ENSACAP00000009636
ENSP00000322991	ENSACAP00000016925
ENSP00000443459	ENSACAP00000017099
ENSP00000291577	ENSACAP00000017595
ENSP00000359819	ENSACAP00000012563
ENSP00000269919	ENSACAP00000005739
ENSP00000368199	ENSACAP00000007909
ENSP00000331915	ENSACAP00000021159
ENSP00000315626	ENSACAP00000014808
ENSP00000356906	ENSACAP00000007771
ENSP00000443432	ENSACAP00000009296
ENSP00000282032	ENSACAP00000001943
ENSP00000355559	ENSACAP00000001580
ENSP00000357218	ENSACAP00000020903
ENSP00000426964	ENSACAP00000012879
ENSP00000283632	ENSACAP00000011327
ENSP00000420875	ENSACAP00000006528
ENSP00000237014	ENSACAP00000017580
ENSP00000330289	ENSACAP00000015608
ENSP00000085068	ENSACAP00000015381
ENSP00000173527	ENSACAP00000001497
ENSP00000344749	ENSACAP00000013640
ENSP00000217971	ENSACAP00000012633
ENSP00000328070	ENSACAP00000009765
ENSP00000343890	ENSACAP00000013691
ENSP00000323663	ENSACAP00000012318
ENSP00000265728	ENSACAP00000015824
ENSP00000358765	ENSACAP00000020781
ENSP00000297109	ENSACAP00000004042
ENSP00000296504	ENSACAP00000005356
ENSP00000417063	ENSACAP00000022920
ENSP00000360913	ENSACAP00000005537
ENSP00000283357	ENSACAP00000012934
ENSP00000419088	ENSACAP00000006439
ENSP00000357545	ENSACAP00000013884
ENSP00000354204	ENSACAP00000014419
ENSP00000378431	ENSACAP00000013149
ENSP00000354571	ENSACAP00000014099
ENSP00000363943	ENSACAP00000009235
ENSP00000344215	ENSACAP00000003969
ENSP00000263735	ENSACAP00000013637
ENSP00000360269	ENSACAP00000006885
ENSP00000392025	ENSACAP00000014104
ENSP00000343435	ENSACAP00000003844
ENSP00000419502	ENSACAP00000004693
ENSP00000233242	ENSACAP00000010611
ENSP00000368144	ENSACAP00000005046
ENSP00000384848	ENSACAP00000020940
ENSP00000332062	ENSACAP00000014095
ENSP00000321038	ENSACAP00000016834
ENSP00000280734	ENSACAP00000000064
ENSP00000293892	ENSACAP00000008741
ENSP00000372313	ENSACAP00000008719
ENSP00000364840	ENSACAP00000017028
ENSP00000441641	ENSACAP00000011149
ENSP00000331845	ENSACAP00000002703
ENSP00000264265	ENSACAP00000006766
ENSP00000342411	ENSACAP00000020446
ENSP00000376565	ENSACAP00000002915
ENSP00000466971	ENSACAP00000016896
ENSP00000420065	ENSACAP00000011663
ENSP00000273596	ENSACAP00000011674
ENSP00000449428	ENSACAP00000002873
ENSP00000303908	ENSACAP00000006554
ENSP00000380283	ENSACAP00000005534
ENSP00000380281	ENSACAP00000005539
ENSP00000385790	ENSACAP00000004901
ENSP00000371728	ENSACAP00000021014
ENSP00000367752	ENSACAP00000002823
ENSP00000221922	ENSACAP00000018700
ENSP00000453969	ENSACAP00000021917
ENSP00000354461	ENSACAP00000019476
ENSP00000312753	ENSACAP00000003820
ENSP00000362255	ENSACAP00000023456
ENSP00000328973	ENSACAP00000015610
ENSP00000261499	ENSACAP00000008287
ENSP00000243578	ENSACAP00000003691
ENSP00000354722	ENSACAP00000012417
ENSP00000280987	ENSACAP00000019507
ENSP00000414451	ENSACAP00000002338
ENSP00000269373	ENSACAP00000017116
ENSP00000300784	ENSACAP00000017217
ENSP00000317439	ENSACAP00000010783
ENSP00000403400	ENSACAP00000006707
ENSP00000355760	ENSACAP00000008321
ENSP00000324890	ENSACAP00000004357
ENSP00000369545	ENSACAP00000021222
ENSP00000334650	ENSACAP00000010000
ENSP00000468927	ENSACAP00000013003
ENSP00000407154	ENSACAP00000016677
ENSP00000355995	ENSACAP00000005742
ENSP00000296674	ENSACAP00000010909
ENSP00000357409	ENSACAP00000015716
ENSP00000295542	ENSACAP00000010639
ENSP00000353377	ENSACAP00000020580
ENSP00000258214	ENSACAP00000015038
ENSP00000466298	ENSACAP00000003695
ENSP00000258301	ENSACAP00000004761
ENSP00000432456	ENSACAP00000010734
ENSP00000252597	ENSACAP00000019519
ENSP00000280295	ENSACAP00000022723
ENSP00000257905	ENSACAP00000023124
ENSP00000352097	ENSACAP00000017807
ENSP00000373413	ENSACAP00000001144
ENSP00000307093	ENSACAP00000012150
ENSP00000314608	ENSACAP00000016815
ENSP00000319279	ENSACAP00000019315
ENSP00000410186	ENSACAP00000006153
ENSP00000238936	ENSACAP00000003884
ENSP00000268459	ENSACAP00000014081
ENSP00000317691	ENSACAP00000016843
ENSP00000371693	ENSACAP00000002986
ENSP00000402929	ENSACAP00000013536
ENSP00000335004	ENSACAP00000000449
ENSP00000318429	ENSACAP00000016065
ENSP00000258991	ENSACAP00000016544
ENSP00000417052	ENSACAP00000016381
ENSP00000352455	ENSACAP00000017162
ENSP00000376952	ENSACAP00000005133
ENSP00000359707	ENSACAP00000021819
ENSP00000271331	ENSACAP00000012580
ENSP00000295619	ENSACAP00000013651
ENSP00000310205	ENSACAP00000009651
ENSP00000289528	ENSACAP00000012758
ENSP00000331411	ENSACAP00000005734
ENSP00000222275	ENSACAP00000016305
ENSP00000299237	ENSACAP00000020527
ENSP00000297689	ENSACAP00000000802
ENSP00000354884	ENSACAP00000010912
ENSP00000355979	ENSACAP00000001331
ENSP00000333915	ENSACAP00000004568
ENSP00000172229	ENSACAP00000004743
ENSP00000331298	ENSACAP00000008032
ENSP00000297354	ENSACAP00000014175
ENSP00000304422	ENSACAP00000006720
ENSP00000296468	ENSACAP00000011285
ENSP00000162749	ENSACAP00000011266
ENSP00000286788	ENSACAP00000001856
ENSP00000353048	ENSACAP00000009738
ENSP00000371308	ENSACAP00000001606
ENSP00000440638	ENSACAP00000017466
ENSP00000476563	ENSACAP00000014868
ENSP00000302578	ENSACAP00000010161
ENSP00000295092	ENSACAP00000000351
ENSP00000301740	ENSACAP00000006792
ENSP00000325298	ENSACAP00000000431
ENSP00000244763	ENSACAP00000000579
ENSP00000455434	ENSACAP00000018492
ENSP00000355969	ENSACAP00000016077
ENSP00000367196	ENSACAP00000008883
ENSP00000302924	ENSACAP00000022282
ENSP00000261796	ENSACAP00000015372
ENSP00000284674	ENSACAP00000017225
ENSP00000380855	ENSACAP00000022348
ENSP00000046087	ENSACAP00000008049
ENSP00000335384	ENSACAP00000003189
ENSP00000282516	ENSACAP00000009210
ENSP00000357442	ENSACAP00000015512
ENSP00000331065	ENSACAP00000010429
ENSP00000330442	ENSACAP00000018042
ENSP00000442304	ENSACAP00000006411
ENSP00000329137	ENSACAP00000005121
ENSP00000422188	ENSACAP00000008356
ENSP00000454012	ENSACAP00000021172
ENSP00000441024	ENSACAP00000012768
ENSP00000464932	ENSACAP00000008432
ENSP00000387100	ENSACAP00000012659
ENSP00000379054	ENSACAP00000007559
ENSP00000339764	ENSACAP00000009917
ENSP00000347379	ENSACAP00000019379
ENSP00000296327	ENSACAP00000006876
ENSP00000305613	ENSACAP00000001731
ENSP00000219334	ENSACAP00000009908
ENSP00000361272	ENSACAP00000004803
ENSP00000361278	ENSACAP00000004800
ENSP00000329803	ENSACAP00000006213
ENSP00000437289	ENSACAP00000004465
ENSP00000264935	ENSACAP00000022201
ENSP00000354850	ENSACAP00000011761
ENSP00000321627	ENSACAP00000008900
ENSP00000429726	ENSACAP00000008151
ENSP00000373674	ENSACAP00000004363
ENSP00000315476	ENSACAP00000003910
ENSP00000358703	ENSACAP00000021824
ENSP00000199448	ENSACAP00000017390
ENSP00000390423	ENSACAP00000004604
ENSP00000282611	ENSACAP00000001282
ENSP00000429896	ENSACAP00000022011
ENSP00000359292	ENSACAP00000003866
ENSP00000335247	ENSACAP00000013692
ENSP00000337358	ENSACAP00000011984
ENSP00000417748	ENSACAP00000013400
ENSP00000469029	ENSACAP00000003369
ENSP00000366173	ENSACAP00000020110
ENSP00000309376	ENSACAP00000006076
ENSP00000312631	ENSACAP00000020952
ENSP00000262878	ENSACAP00000006927
ENSP00000411672	ENSACAP00000018646
ENSP00000318032	ENSACAP00000016459
ENSP00000264246	ENSACAP00000020167
ENSP00000379282	ENSACAP00000017146
ENSP00000355492	ENSACAP00000004331
ENSP00000323516	ENSACAP00000011150
ENSP00000273398	ENSACAP00000006669
