ENSTGUP00000008915	ENSMGAP00000004951
ENSTGUP00000002869	ENSMGAP00000006241
ENSTGUP00000008044	ENSMGAP00000003880
ENSTGUP00000013112	ENSMGAP00000002807
ENSTGUP00000004865	ENSMGAP00000003012
ENSTGUP00000012135	ENSMGAP00000013145
ENSTGUP00000013514	ENSMGAP00000017542
ENSTGUP00000005737	ENSMGAP00000002398
ENSTGUP00000006792	ENSMGAP00000009519
ENSTGUP00000003226	ENSMGAP00000016992
ENSTGUP00000001741	ENSMGAP00000010175
ENSTGUP00000000487	ENSMGAP00000001507
ENSTGUP00000008717	ENSMGAP00000009505
ENSTGUP00000009763	ENSMGAP00000017676
ENSTGUP00000007900	ENSMGAP00000017494
ENSTGUP00000003843	ENSMGAP00000001524
ENSTGUP00000003529	ENSMGAP00000007884
ENSTGUP00000009799	ENSMGAP00000015728
ENSTGUP00000000088	ENSMGAP00000009783
ENSTGUP00000012960	ENSMGAP00000015822
ENSTGUP00000011281	ENSMGAP00000013962
ENSTGUP00000013028	ENSMGAP00000016071
ENSTGUP00000002391	ENSMGAP00000002733
ENSTGUP00000004534	ENSMGAP00000005462
ENSTGUP00000001630	ENSMGAP00000005017
ENSTGUP00000002791	ENSMGAP00000019365
ENSTGUP00000013342	ENSMGAP00000014305
ENSTGUP00000008010	ENSMGAP00000004476
ENSTGUP00000002972	ENSMGAP00000004278
ENSTGUP00000013086	ENSMGAP00000014642
ENSTGUP00000007996	ENSMGAP00000003638
ENSTGUP00000006818	ENSMGAP00000009690
ENSTGUP00000013215	ENSMGAP00000014714
ENSTGUP00000010443	ENSMGAP00000013521
ENSTGUP00000000266	ENSMGAP00000002968
ENSTGUP00000013436	ENSMGAP00000014398
ENSTGUP00000010529	ENSMGAP00000012526
ENSTGUP00000006145	ENSMGAP00000000842
ENSTGUP00000011270	ENSMGAP00000018356
ENSTGUP00000000711	ENSMGAP00000004909
ENSTGUP00000001102	ENSMGAP00000003258
ENSTGUP00000007734	ENSMGAP00000011412
ENSTGUP00000016187	ENSMGAP00000001872
ENSTGUP00000003065	ENSMGAP00000006776
ENSTGUP00000006090	ENSMGAP00000009811
ENSTGUP00000013608	ENSMGAP00000014485
ENSTGUP00000013772	ENSMGAP00000015108
ENSTGUP00000004483	ENSMGAP00000005558
ENSTGUP00000003220	ENSMGAP00000018563
ENSTGUP00000010236	ENSMGAP00000010659
ENSTGUP00000007541	ENSMGAP00000012166
ENSTGUP00000001468	ENSMGAP00000005303
ENSTGUP00000006541	ENSMGAP00000000725
ENSTGUP00000003729	ENSMGAP00000010084
ENSTGUP00000003437	ENSMGAP00000011681
ENSTGUP00000008618	ENSMGAP00000010365
ENSTGUP00000012420	ENSMGAP00000014200
ENSTGUP00000011902	ENSMGAP00000016021
ENSTGUP00000008221	ENSMGAP00000007424
ENSTGUP00000004147	ENSMGAP00000000056
ENSTGUP00000002194	ENSMGAP00000008457
ENSTGUP00000016005	ENSMGAP00000000001
ENSTGUP00000003244	ENSMGAP00000011337
ENSTGUP00000005412	ENSMGAP00000003364
ENSTGUP00000001486	ENSMGAP00000014313
ENSTGUP00000004818	ENSMGAP00000008423
ENSTGUP00000000758	ENSMGAP00000008282
ENSTGUP00000006240	ENSMGAP00000005252
ENSTGUP00000004904	ENSMGAP00000000513
ENSTGUP00000009279	ENSMGAP00000009774
ENSTGUP00000004666	ENSMGAP00000000021
ENSTGUP00000013702	ENSMGAP00000014925
ENSTGUP00000011555	ENSMGAP00000011078
ENSTGUP00000006411	ENSMGAP00000011701
ENSTGUP00000013934	ENSMGAP00000015303
ENSTGUP00000012282	ENSMGAP00000014123
ENSTGUP00000001389	ENSMGAP00000001581
ENSTGUP00000007487	ENSMGAP00000007103
ENSTGUP00000004437	ENSMGAP00000014664
ENSTGUP00000000368	ENSMGAP00000001193
ENSTGUP00000007817	ENSMGAP00000007506
ENSTGUP00000014244	ENSMGAP00000002205
ENSTGUP00000002980	ENSMGAP00000011098
ENSTGUP00000011045	ENSMGAP00000011565
ENSTGUP00000015393	ENSMGAP00000002688
ENSTGUP00000006772	ENSMGAP00000007435
ENSTGUP00000013966	ENSMGAP00000016203
ENSTGUP00000002095	ENSMGAP00000010966
ENSTGUP00000007561	ENSMGAP00000007360
ENSTGUP00000008518	ENSMGAP00000009330
ENSTGUP00000009108	ENSMGAP00000015759
ENSTGUP00000012231	ENSMGAP00000014092
ENSTGUP00000009948	ENSMGAP00000013248
ENSTGUP00000004935	ENSMGAP00000001086
ENSTGUP00000012375	ENSMGAP00000014569
ENSTGUP00000006434	ENSMGAP00000015473
ENSTGUP00000003644	ENSMGAP00000003176
ENSTGUP00000006590	ENSMGAP00000004941
ENSTGUP00000006157	ENSMGAP00000006899
ENSTGUP00000013457	ENSMGAP00000014446
ENSTGUP00000017579	ENSMGAP00000001213
ENSTGUP00000009304	ENSMGAP00000008249
ENSTGUP00000001853	ENSMGAP00000011446
ENSTGUP00000000289	ENSMGAP00000003136
ENSTGUP00000000791	ENSMGAP00000017273
ENSTGUP00000009771	ENSMGAP00000011932
ENSTGUP00000006246	ENSMGAP00000006222
ENSTGUP00000014392	ENSMGAP00000003707
ENSTGUP00000007085	ENSMGAP00000010961
ENSTGUP00000006699	ENSMGAP00000004742
ENSTGUP00000003782	ENSMGAP00000009998
ENSTGUP00000010546	ENSMGAP00000013047
ENSTGUP00000000262	ENSMGAP00000002993
ENSTGUP00000013302	ENSMGAP00000014226
ENSTGUP00000007926	ENSMGAP00000007597
ENSTGUP00000005611	ENSMGAP00000009423
ENSTGUP00000012471	ENSMGAP00000014238
ENSTGUP00000012193	ENSMGAP00000012519
ENSTGUP00000006840	ENSMGAP00000017811
ENSTGUP00000007621	ENSMGAP00000008817
ENSTGUP00000001488	ENSMGAP00000005667
ENSTGUP00000010549	ENSMGAP00000010884
ENSTGUP00000007268	ENSMGAP00000005943
ENSTGUP00000003672	ENSMGAP00000018999
ENSTGUP00000006600	ENSMGAP00000006559
ENSTGUP00000013744	ENSMGAP00000015051
ENSTGUP00000006060	ENSMGAP00000001257
ENSTGUP00000012100	ENSMGAP00000012326
ENSTGUP00000010793	ENSMGAP00000010174
ENSTGUP00000005225	ENSMGAP00000019637
ENSTGUP00000009159	ENSMGAP00000008434
ENSTGUP00000006770	ENSMGAP00000004664
ENSTGUP00000000801	ENSMGAP00000006104
ENSTGUP00000005109	ENSMGAP00000007219
ENSTGUP00000007557	ENSMGAP00000004340
ENSTGUP00000011246	ENSMGAP00000011242
ENSTGUP00000013994	ENSMGAP00000015245
ENSTGUP00000016190	ENSMGAP00000015244
ENSTGUP00000007582	ENSMGAP00000007372
ENSTGUP00000008162	ENSMGAP00000017970
ENSTGUP00000000859	ENSMGAP00000000377
ENSTGUP00000007081	ENSMGAP00000002050
ENSTGUP00000010209	ENSMGAP00000012738
ENSTGUP00000012695	ENSMGAP00000014380
ENSTGUP00000017436	ENSMGAP00000004932
ENSTGUP00000006332	ENSMGAP00000006374
ENSTGUP00000002771	ENSMGAP00000003448
ENSTGUP00000009941	ENSMGAP00000009073
ENSTGUP00000011314	ENSMGAP00000011626
ENSTGUP00000003820	ENSMGAP00000003637
ENSTGUP00000010088	ENSMGAP00000009284
ENSTGUP00000003167	ENSMGAP00000001012
ENSTGUP00000012232	ENSMGAP00000014599
ENSTGUP00000011014	ENSMGAP00000011535
ENSTGUP00000005272	ENSMGAP00000004171
ENSTGUP00000004554	ENSMGAP00000005442
ENSTGUP00000004262	ENSMGAP00000011563
ENSTGUP00000006161	ENSMGAP00000001237
ENSTGUP00000009083	ENSMGAP00000016771
ENSTGUP00000012240	ENSMGAP00000014099
ENSTGUP00000001070	ENSMGAP00000000065
ENSTGUP00000008011	ENSMGAP00000006340
ENSTGUP00000004475	ENSMGAP00000004717
ENSTGUP00000007149	ENSMGAP00000009819
ENSTGUP00000012940	ENSMGAP00000013552
ENSTGUP00000009637	ENSMGAP00000009194
ENSTGUP00000012799	ENSMGAP00000014439
ENSTGUP00000000452	ENSMGAP00000018770
ENSTGUP00000012676	ENSMGAP00000016843
ENSTGUP00000002775	ENSMGAP00000000639
ENSTGUP00000004863	ENSMGAP00000000530
ENSTGUP00000001832	ENSMGAP00000004961
ENSTGUP00000003592	ENSMGAP00000001141
ENSTGUP00000009246	ENSMGAP00000011630
ENSTGUP00000013369	ENSMGAP00000014787
ENSTGUP00000001836	ENSMGAP00000019304
ENSTGUP00000005019	ENSMGAP00000000310
ENSTGUP00000017770	ENSMGAP00000000468
ENSTGUP00000017712	ENSMGAP00000008256
ENSTGUP00000009992	ENSMGAP00000008262
ENSTGUP00000000022	ENSMGAP00000003924
ENSTGUP00000013729	ENSMGAP00000017413
ENSTGUP00000003420	ENSMGAP00000011479
ENSTGUP00000018056	ENSMGAP00000002944
ENSTGUP00000009309	ENSMGAP00000013016
ENSTGUP00000000731	ENSMGAP00000005773
ENSTGUP00000014597	ENSMGAP00000000359
ENSTGUP00000007958	ENSMGAP00000005668
ENSTGUP00000010689	ENSMGAP00000010397
ENSTGUP00000007108	ENSMGAP00000018838
ENSTGUP00000012628	ENSMGAP00000013089
ENSTGUP00000012805	ENSMGAP00000013288
ENSTGUP00000013328	ENSMGAP00000014772
ENSTGUP00000005975	ENSMGAP00000017107
ENSTGUP00000012751	ENSMGAP00000014347
ENSTGUP00000004567	ENSMGAP00000004929
ENSTGUP00000007496	ENSMGAP00000002256
ENSTGUP00000000365	ENSMGAP00000001202
ENSTGUP00000000278	ENSMGAP00000001929
ENSTGUP00000003565	ENSMGAP00000002021
ENSTGUP00000000431	ENSMGAP00000003861
ENSTGUP00000010844	ENSMGAP00000013728
ENSTGUP00000010003	ENSMGAP00000016552
ENSTGUP00000012229	ENSMGAP00000016796
ENSTGUP00000005640	ENSMGAP00000012009
ENSTGUP00000001007	ENSMGAP00000000244
ENSTGUP00000007284	ENSMGAP00000016285
ENSTGUP00000002944	ENSMGAP00000016881
ENSTGUP00000012616	ENSMGAP00000013493
ENSTGUP00000002388	ENSMGAP00000004105
ENSTGUP00000012814	ENSMGAP00000015867
ENSTGUP00000017587	ENSMGAP00000001596
ENSTGUP00000011544	ENSMGAP00000011960
ENSTGUP00000009694	ENSMGAP00000012445
ENSTGUP00000011515	ENSMGAP00000013692
ENSTGUP00000005930	ENSMGAP00000000224
ENSTGUP00000006164	ENSMGAP00000016515
ENSTGUP00000008181	ENSMGAP00000011182
ENSTGUP00000010025	ENSMGAP00000017701
ENSTGUP00000004085	ENSMGAP00000001955
ENSTGUP00000001770	ENSMGAP00000018342
ENSTGUP00000013791	ENSMGAP00000015134
ENSTGUP00000001477	ENSMGAP00000004450
ENSTGUP00000001613	ENSMGAP00000001609
ENSTGUP00000011895	ENSMGAP00000019543
ENSTGUP00000017654	ENSMGAP00000019210
ENSTGUP00000004725	ENSMGAP00000000809
ENSTGUP00000003867	ENSMGAP00000000352
ENSTGUP00000002313	ENSMGAP00000003830
ENSTGUP00000007036	ENSMGAP00000002165
ENSTGUP00000003817	ENSMGAP00000017968
ENSTGUP00000003855	ENSMGAP00000002038
ENSTGUP00000004784	ENSMGAP00000001469
ENSTGUP00000000488	ENSMGAP00000005453
ENSTGUP00000013696	ENSMGAP00000015023
ENSTGUP00000017424	ENSMGAP00000004958
ENSTGUP00000002395	ENSMGAP00000000420
ENSTGUP00000007982	ENSMGAP00000006931
ENSTGUP00000005343	ENSMGAP00000005210
ENSTGUP00000010511	ENSMGAP00000010130
ENSTGUP00000012236	ENSMGAP00000014095
ENSTGUP00000012737	ENSMGAP00000015879
ENSTGUP00000008544	ENSMGAP00000018970
ENSTGUP00000003833	ENSMGAP00000011886
ENSTGUP00000000546	ENSMGAP00000018328
ENSTGUP00000000548	ENSMGAP00000015372
ENSTGUP00000005603	ENSMGAP00000001127
ENSTGUP00000013067	ENSMGAP00000016085
ENSTGUP00000011004	ENSMGAP00000010109
ENSTGUP00000009386	ENSMGAP00000010852
ENSTGUP00000018038	ENSMGAP00000009530
ENSTGUP00000011184	ENSMGAP00000006313
ENSTGUP00000000896	ENSMGAP00000003865
ENSTGUP00000002357	ENSMGAP00000013991
ENSTGUP00000009085	ENSMGAP00000010118
ENSTGUP00000011001	ENSMGAP00000013263
ENSTGUP00000007213	ENSMGAP00000015509
ENSTGUP00000008503	ENSMGAP00000005854
ENSTGUP00000007913	ENSMGAP00000003969
ENSTGUP00000000964	ENSMGAP00000002238
ENSTGUP00000008474	ENSMGAP00000011013
ENSTGUP00000006094	ENSMGAP00000009929
ENSTGUP00000007200	ENSMGAP00000011015
ENSTGUP00000000135	ENSMGAP00000009664
ENSTGUP00000008718	ENSMGAP00000012734
ENSTGUP00000004105	ENSMGAP00000000035
ENSTGUP00000005795	ENSMGAP00000000438
ENSTGUP00000012994	ENSMGAP00000014164
ENSTGUP00000003733	ENSMGAP00000005553
ENSTGUP00000007182	ENSMGAP00000003675
ENSTGUP00000010070	ENSMGAP00000013305
ENSTGUP00000017613	ENSMGAP00000000474
ENSTGUP00000002889	ENSMGAP00000010986
ENSTGUP00000012062	ENSMGAP00000012492
ENSTGUP00000006580	ENSMGAP00000004920
ENSTGUP00000009327	ENSMGAP00000009493
ENSTGUP00000002340	ENSMGAP00000003748
ENSTGUP00000009997	ENSMGAP00000019791
ENSTGUP00000008613	ENSMGAP00000008313
ENSTGUP00000012946	ENSMGAP00000014195
ENSTGUP00000007025	ENSMGAP00000005691
ENSTGUP00000006789	ENSMGAP00000010700
ENSTGUP00000008080	ENSMGAP00000011595
ENSTGUP00000012560	ENSMGAP00000013605
ENSTGUP00000008097	ENSMGAP00000006451
ENSTGUP00000006269	ENSMGAP00000002480
ENSTGUP00000013340	ENSMGAP00000016163
ENSTGUP00000007801	ENSMGAP00000003213
ENSTGUP00000005953	ENSMGAP00000000258
ENSTGUP00000012501	ENSMGAP00000014537
ENSTGUP00000017740	ENSMGAP00000001115
ENSTGUP00000001273	ENSMGAP00000008298
ENSTGUP00000012923	ENSMGAP00000015834
ENSTGUP00000000543	ENSMGAP00000015385
ENSTGUP00000001154	ENSMGAP00000001527
ENSTGUP00000000681	ENSMGAP00000008399
ENSTGUP00000005634	ENSMGAP00000012613
ENSTGUP00000005667	ENSMGAP00000001946
ENSTGUP00000002981	ENSMGAP00000009817
ENSTGUP00000004399	ENSMGAP00000009161
ENSTGUP00000009717	ENSMGAP00000012461
ENSTGUP00000012520	ENSMGAP00000015924
ENSTGUP00000003058	ENSMGAP00000002914
ENSTGUP00000007120	ENSMGAP00000007143
ENSTGUP00000011486	ENSMGAP00000011532
ENSTGUP00000007882	ENSMGAP00000006162
ENSTGUP00000003706	ENSMGAP00000010113
ENSTGUP00000008727	ENSMGAP00000012739
ENSTGUP00000000125	ENSMGAP00000009764
ENSTGUP00000012480	ENSMGAP00000014477
ENSTGUP00000011926	ENSMGAP00000012110
ENSTGUP00000005483	ENSMGAP00000003833
ENSTGUP00000008556	ENSMGAP00000004602
ENSTGUP00000001514	ENSMGAP00000008870
ENSTGUP00000009880	ENSMGAP00000008027
ENSTGUP00000007871	ENSMGAP00000003464
ENSTGUP00000002647	ENSMGAP00000010515
ENSTGUP00000010402	ENSMGAP00000010715
ENSTGUP00000010558	ENSMGAP00000010386
ENSTGUP00000012217	ENSMGAP00000012571
ENSTGUP00000015753	ENSMGAP00000014051
ENSTGUP00000015077	ENSMGAP00000018985
ENSTGUP00000017685	ENSMGAP00000000129
ENSTGUP00000010863	ENSMGAP00000009886
ENSTGUP00000004506	ENSMGAP00000007022
ENSTGUP00000017956	ENSMGAP00000016560
ENSTGUP00000012089	ENSMGAP00000016294
ENSTGUP00000010922	ENSMGAP00000016776
ENSTGUP00000015712	ENSMGAP00000014065
ENSTGUP00000005384	ENSMGAP00000003377
ENSTGUP00000012892	ENSMGAP00000014217
ENSTGUP00000011018	ENSMGAP00000013301
ENSTGUP00000011174	ENSMGAP00000006245
ENSTGUP00000000177	ENSMGAP00000000802
ENSTGUP00000003806	ENSMGAP00000002873
ENSTGUP00000010080	ENSMGAP00000012199
ENSTGUP00000005952	ENSMGAP00000004912
ENSTGUP00000010554	ENSMGAP00000013041
ENSTGUP00000009590	ENSMGAP00000016557
ENSTGUP00000015027	ENSMGAP00000014878
ENSTGUP00000006378	ENSMGAP00000002078
ENSTGUP00000013725	ENSMGAP00000014998
ENSTGUP00000008376	ENSMGAP00000019103
ENSTGUP00000012716	ENSMGAP00000013622
ENSTGUP00000008522	ENSMGAP00000004526
ENSTGUP00000003671	ENSMGAP00000001580
ENSTGUP00000000159	ENSMGAP00000016398
ENSTGUP00000002080	ENSMGAP00000010977
ENSTGUP00000006035	ENSMGAP00000001564
ENSTGUP00000013190	ENSMGAP00000014110
ENSTGUP00000007612	ENSMGAP00000006335
ENSTGUP00000006369	ENSMGAP00000013473
ENSTGUP00000013982	ENSMGAP00000009382
ENSTGUP00000010016	ENSMGAP00000009665
ENSTGUP00000003962	ENSMGAP00000017054
ENSTGUP00000017662	ENSMGAP00000002393
ENSTGUP00000005793	ENSMGAP00000006676
ENSTGUP00000008350	ENSMGAP00000008573
ENSTGUP00000005333	ENSMGAP00000004247
ENSTGUP00000013802	ENSMGAP00000015152
ENSTGUP00000005929	ENSMGAP00000000655
ENSTGUP00000006685	ENSMGAP00000006648
ENSTGUP00000009018	ENSMGAP00000009614
ENSTGUP00000000703	ENSMGAP00000008381
ENSTGUP00000005673	ENSMGAP00000015430
ENSTGUP00000000001	ENSMGAP00000003036
ENSTGUP00000009933	ENSMGAP00000013225
ENSTGUP00000010142	ENSMGAP00000010302
ENSTGUP00000000634	ENSMGAP00000016218
ENSTGUP00000006413	ENSMGAP00000006405
ENSTGUP00000003556	ENSMGAP00000007824
ENSTGUP00000009602	ENSMGAP00000015732
ENSTGUP00000008932	ENSMGAP00000000385
ENSTGUP00000006408	ENSMGAP00000007685
ENSTGUP00000017686	ENSMGAP00000002046
ENSTGUP00000009864	ENSMGAP00000013177
ENSTGUP00000009664	ENSMGAP00000012992
ENSTGUP00000006964	ENSMGAP00000009576
ENSTGUP00000012724	ENSMGAP00000015884
ENSTGUP00000005457	ENSMGAP00000001263
ENSTGUP00000004183	ENSMGAP00000001467
ENSTGUP00000009928	ENSMGAP00000010079
ENSTGUP00000006644	ENSMGAP00000000558
ENSTGUP00000001600	ENSMGAP00000007235
ENSTGUP00000001683	ENSMGAP00000000577
ENSTGUP00000007118	ENSMGAP00000001948
ENSTGUP00000011183	ENSMGAP00000006336
ENSTGUP00000017569	ENSMGAP00000001021
ENSTGUP00000003342	ENSMGAP00000001373
ENSTGUP00000003306	ENSMGAP00000000218
ENSTGUP00000006211	ENSMGAP00000007541
ENSTGUP00000012364	ENSMGAP00000012776
ENSTGUP00000010789	ENSMGAP00000007335
ENSTGUP00000013623	ENSMGAP00000015125
ENSTGUP00000017534	ENSMGAP00000004198
ENSTGUP00000005039	ENSMGAP00000005608
ENSTGUP00000003905	ENSMGAP00000009574
ENSTGUP00000010028	ENSMGAP00000012639
ENSTGUP00000008340	ENSMGAP00000008569
ENSTGUP00000012692	ENSMGAP00000013593
ENSTGUP00000006874	ENSMGAP00000001083
ENSTGUP00000012626	ENSMGAP00000013508
ENSTGUP00000003104	ENSMGAP00000010012
ENSTGUP00000013881	ENSMGAP00000016229
ENSTGUP00000008031	ENSMGAP00000012456
ENSTGUP00000005873	ENSMGAP00000019568
ENSTGUP00000007050	ENSMGAP00000000173
ENSTGUP00000004133	ENSMGAP00000002425
ENSTGUP00000003148	ENSMGAP00000010038
ENSTGUP00000013707	ENSMGAP00000015014
ENSTGUP00000006555	ENSMGAP00000000700
ENSTGUP00000007720	ENSMGAP00000007319
ENSTGUP00000005105	ENSMGAP00000000815
ENSTGUP00000007373	ENSMGAP00000002862
ENSTGUP00000001088	ENSMGAP00000004859
ENSTGUP00000013251	ENSMGAP00000014734
ENSTGUP00000005919	ENSMGAP00000003255
ENSTGUP00000001611	ENSMGAP00000009235
ENSTGUP00000005174	ENSMGAP00000002313
ENSTGUP00000011528	ENSMGAP00000013424
ENSTGUP00000012409	ENSMGAP00000012851
ENSTGUP00000004555	ENSMGAP00000004862
ENSTGUP00000008761	ENSMGAP00000006815
ENSTGUP00000011927	ENSMGAP00000018023
ENSTGUP00000000704	ENSMGAP00000004743
ENSTGUP00000006310	ENSMGAP00000008474
ENSTGUP00000009017	ENSMGAP00000008660
ENSTGUP00000012573	ENSMGAP00000013426
ENSTGUP00000007442	ENSMGAP00000002063
ENSTGUP00000011099	ENSMGAP00000011023
ENSTGUP00000014760	ENSMGAP00000016443
ENSTGUP00000008906	ENSMGAP00000009755
ENSTGUP00000000031	ENSMGAP00000018120
ENSTGUP00000002539	ENSMGAP00000006050
ENSTGUP00000012693	ENSMGAP00000013594
ENSTGUP00000010227	ENSMGAP00000012761
ENSTGUP00000010095	ENSMGAP00000006414
ENSTGUP00000001803	ENSMGAP00000005662
ENSTGUP00000005988	ENSMGAP00000012799
ENSTGUP00000002084	ENSMGAP00000004695
ENSTGUP00000007852	ENSMGAP00000007438
ENSTGUP00000013708	ENSMGAP00000014923
ENSTGUP00000010124	ENSMGAP00000008377
ENSTGUP00000000975	ENSMGAP00000017408
ENSTGUP00000013191	ENSMGAP00000016115
ENSTGUP00000014670	ENSMGAP00000019089
ENSTGUP00000001745	ENSMGAP00000000273
ENSTGUP00000000118	ENSMGAP00000007155
ENSTGUP00000000551	ENSMGAP00000004219
ENSTGUP00000011248	ENSMGAP00000013681
ENSTGUP00000012096	ENSMGAP00000014410
ENSTGUP00000006622	ENSMGAP00000009172
ENSTGUP00000016548	ENSMGAP00000002219
ENSTGUP00000007555	ENSMGAP00000006540
ENSTGUP00000011197	ENSMGAP00000013912
ENSTGUP00000001195	ENSMGAP00000016952
ENSTGUP00000007568	ENSMGAP00000017577
ENSTGUP00000006777	ENSMGAP00000010694
ENSTGUP00000001849	ENSMGAP00000005953
ENSTGUP00000005164	ENSMGAP00000000453
ENSTGUP00000011772	ENSMGAP00000013139
ENSTGUP00000006150	ENSMGAP00000002683
ENSTGUP00000001662	ENSMGAP00000018660
ENSTGUP00000003473	ENSMGAP00000010358
ENSTGUP00000002689	ENSMGAP00000001346
ENSTGUP00000008836	ENSMGAP00000012784
ENSTGUP00000011836	ENSMGAP00000016544
ENSTGUP00000000957	ENSMGAP00000009687
ENSTGUP00000001666	ENSMGAP00000003456
ENSTGUP00000012300	ENSMGAP00000014137
ENSTGUP00000010020	ENSMGAP00000008747
ENSTGUP00000004918	ENSMGAP00000004744
ENSTGUP00000006320	ENSMGAP00000000390
ENSTGUP00000002716	ENSMGAP00000016784
ENSTGUP00000009629	ENSMGAP00000011838
ENSTGUP00000007429	ENSMGAP00000017337
ENSTGUP00000005587	ENSMGAP00000003031
ENSTGUP00000003022	ENSMGAP00000006446
ENSTGUP00000002847	ENSMGAP00000001253
ENSTGUP00000006075	ENSMGAP00000017595
ENSTGUP00000000751	ENSMGAP00000001648
ENSTGUP00000017711	ENSMGAP00000006134
ENSTGUP00000005459	ENSMGAP00000009245
ENSTGUP00000008225	ENSMGAP00000016674
ENSTGUP00000002320	ENSMGAP00000004667
ENSTGUP00000010808	ENSMGAP00000010634
ENSTGUP00000001838	ENSMGAP00000004736
ENSTGUP00000006781	ENSMGAP00000009498
ENSTGUP00000011378	ENSMGAP00000011421
ENSTGUP00000001621	ENSMGAP00000019102
ENSTGUP00000000698	ENSMGAP00000004741
ENSTGUP00000014964	ENSMGAP00000000754
ENSTGUP00000013992	ENSMGAP00000015354
ENSTGUP00000012914	ENSMGAP00000014519
ENSTGUP00000009276	ENSMGAP00000007123
ENSTGUP00000009618	ENSMGAP00000008129
ENSTGUP00000011633	ENSMGAP00000013786
ENSTGUP00000010243	ENSMGAP00000009510
ENSTGUP00000001293	ENSMGAP00000008396
ENSTGUP00000001656	ENSMGAP00000002699
ENSTGUP00000009869	ENSMGAP00000009976
ENSTGUP00000017564	ENSMGAP00000000806
ENSTGUP00000004314	ENSMGAP00000004370
ENSTGUP00000000554	ENSMGAP00000004179
ENSTGUP00000012234	ENSMGAP00000012612
ENSTGUP00000004896	ENSMGAP00000008781
ENSTGUP00000010342	ENSMGAP00000012441
ENSTGUP00000007650	ENSMGAP00000005780
ENSTGUP00000007657	ENSMGAP00000005798
ENSTGUP00000004764	ENSMGAP00000000824
ENSTGUP00000008114	ENSMGAP00000005240
ENSTGUP00000005868	ENSMGAP00000001506
ENSTGUP00000001359	ENSMGAP00000018859
ENSTGUP00000002355	ENSMGAP00000019315
ENSTGUP00000017522	ENSMGAP00000004396
ENSTGUP00000008497	ENSMGAP00000018646
ENSTGUP00000009775	ENSMGAP00000008846
ENSTGUP00000009766	ENSMGAP00000009163
ENSTGUP00000012112	ENSMGAP00000013993
ENSTGUP00000001759	ENSMGAP00000003844
ENSTGUP00000006714	ENSMGAP00000001896
ENSTGUP00000006403	ENSMGAP00000003122
ENSTGUP00000001117	ENSMGAP00000004302
ENSTGUP00000007456	ENSMGAP00000001384
ENSTGUP00000004978	ENSMGAP00000000378
ENSTGUP00000004985	ENSMGAP00000000372
ENSTGUP00000001012	ENSMGAP00000002578
ENSTGUP00000005397	ENSMGAP00000002385
ENSTGUP00000003787	ENSMGAP00000011685
ENSTGUP00000012605	ENSMGAP00000013077
ENSTGUP00000001564	ENSMGAP00000009192
ENSTGUP00000007094	ENSMGAP00000002290
ENSTGUP00000004235	ENSMGAP00000007595
ENSTGUP00000000200	ENSMGAP00000016381
ENSTGUP00000012030	ENSMGAP00000012481
ENSTGUP00000012339	ENSMGAP00000013394
ENSTGUP00000012342	ENSMGAP00000013395
ENSTGUP00000009002	ENSMGAP00000010598
ENSTGUP00000012463	ENSMGAP00000015932
ENSTGUP00000009116	ENSMGAP00000015757
ENSTGUP00000009476	ENSMGAP00000006671
ENSTGUP00000004982	ENSMGAP00000001774
ENSTGUP00000002619	ENSMGAP00000018773
ENSTGUP00000003029	ENSMGAP00000001893
ENSTGUP00000003485	ENSMGAP00000011077
ENSTGUP00000011069	ENSMGAP00000015617
ENSTGUP00000011051	ENSMGAP00000015621
ENSTGUP00000013756	ENSMGAP00000015072
ENSTGUP00000000175	ENSMGAP00000003003
ENSTGUP00000002068	ENSMGAP00000000059
ENSTGUP00000000030	ENSMGAP00000000280
ENSTGUP00000012187	ENSMGAP00000014621
ENSTGUP00000000165	ENSMGAP00000002925
ENSTGUP00000006951	ENSMGAP00000016503
ENSTGUP00000014313	ENSMGAP00000009123
ENSTGUP00000004220	ENSMGAP00000018725
ENSTGUP00000006632	ENSMGAP00000006779
ENSTGUP00000013688	ENSMGAP00000015028
ENSTGUP00000005811	ENSMGAP00000000481
ENSTGUP00000013872	ENSMGAP00000003685
ENSTGUP00000011453	ENSMGAP00000011494
ENSTGUP00000016081	ENSMGAP00000013803
ENSTGUP00000006563	ENSMGAP00000004880
ENSTGUP00000014106	ENSMGAP00000012556
ENSTGUP00000010067	ENSMGAP00000009278
ENSTGUP00000008422	ENSMGAP00000009155
ENSTGUP00000013481	ENSMGAP00000014469
ENSTGUP00000000858	ENSMGAP00000006492
ENSTGUP00000001984	ENSMGAP00000011125
ENSTGUP00000013403	ENSMGAP00000016184
ENSTGUP00000000846	ENSMGAP00000000120
ENSTGUP00000017661	ENSMGAP00000016286
ENSTGUP00000010091	ENSMGAP00000009758
ENSTGUP00000010290	ENSMGAP00000012382
ENSTGUP00000017350	ENSMGAP00000005101
ENSTGUP00000002879	ENSMGAP00000008092
ENSTGUP00000007803	ENSMGAP00000005999
ENSTGUP00000010687	ENSMGAP00000013065
ENSTGUP00000010868	ENSMGAP00000004263
ENSTGUP00000007930	ENSMGAP00000007748
ENSTGUP00000012555	ENSMGAP00000013028
ENSTGUP00000009442	ENSMGAP00000007935
ENSTGUP00000010119	ENSMGAP00000015704
