ENSACAP00000005936	ENSCAFP00000014731
ENSACAP00000006400	ENSCAFP00000014515
ENSACAP00000010591	ENSCAFP00000007261
ENSACAP00000015167	ENSCAFP00000022927
ENSACAP00000006990	ENSCAFP00000019162
ENSACAP00000009312	ENSCAFP00000012977
ENSACAP00000023206	ENSCAFP00000015308
ENSACAP00000008501	ENSCAFP00000017772
ENSACAP00000003598	ENSCAFP00000022982
ENSACAP00000010629	ENSCAFP00000019198
ENSACAP00000011473	ENSCAFP00000012142
ENSACAP00000020564	ENSCAFP00000023689
ENSACAP00000015898	ENSCAFP00000002183
ENSACAP00000015906	ENSCAFP00000002185
ENSACAP00000000155	ENSCAFP00000013960
ENSACAP00000009461	ENSCAFP00000000235
ENSACAP00000011279	ENSCAFP00000026696
ENSACAP00000000185	ENSCAFP00000015439
ENSACAP00000014786	ENSCAFP00000006786
ENSACAP00000001469	ENSCAFP00000026632
ENSACAP00000006589	ENSCAFP00000019341
ENSACAP00000004164	ENSCAFP00000039100
ENSACAP00000003736	ENSCAFP00000015183
ENSACAP00000021587	ENSCAFP00000021218
ENSACAP00000017047	ENSCAFP00000025397
ENSACAP00000007306	ENSCAFP00000007361
ENSACAP00000008579	ENSCAFP00000029670
ENSACAP00000013203	ENSCAFP00000036529
ENSACAP00000011657	ENSCAFP00000005923
ENSACAP00000017174	ENSCAFP00000036341
ENSACAP00000003556	ENSCAFP00000008441
ENSACAP00000013276	ENSCAFP00000034705
ENSACAP00000000161	ENSCAFP00000026655
ENSACAP00000014214	ENSCAFP00000008652
ENSACAP00000014958	ENSCAFP00000009819
ENSACAP00000003001	ENSCAFP00000043129
ENSACAP00000012191	ENSCAFP00000030802
ENSACAP00000013538	ENSCAFP00000001264
ENSACAP00000001124	ENSCAFP00000020360
ENSACAP00000018694	ENSCAFP00000037803
ENSACAP00000011733	ENSCAFP00000041462
ENSACAP00000011397	ENSCAFP00000024512
ENSACAP00000008064	ENSCAFP00000010292
ENSACAP00000007131	ENSCAFP00000002217
ENSACAP00000003398	ENSCAFP00000022995
ENSACAP00000021550	ENSCAFP00000028544
ENSACAP00000012686	ENSCAFP00000026739
ENSACAP00000005120	ENSCAFP00000006397
ENSACAP00000005428	ENSCAFP00000004583
ENSACAP00000015870	ENSCAFP00000024836
ENSACAP00000009710	ENSCAFP00000041437
ENSACAP00000013376	ENSCAFP00000012148
ENSACAP00000003158	ENSCAFP00000015019
ENSACAP00000015375	ENSCAFP00000018102
ENSACAP00000001948	ENSCAFP00000024519
ENSACAP00000012183	ENSCAFP00000034642
ENSACAP00000000122	ENSCAFP00000017722
ENSACAP00000003639	ENSCAFP00000027270
ENSACAP00000000357	ENSCAFP00000038482
ENSACAP00000001591	ENSCAFP00000022567
ENSACAP00000013599	ENSCAFP00000042499
ENSACAP00000009177	ENSCAFP00000017136
ENSACAP00000000585	ENSCAFP00000014268
ENSACAP00000012526	ENSCAFP00000020839
ENSACAP00000001185	ENSCAFP00000024328
ENSACAP00000003229	ENSCAFP00000001099
ENSACAP00000007850	ENSCAFP00000020906
ENSACAP00000002115	ENSCAFP00000006926
ENSACAP00000008546	ENSCAFP00000027707
ENSACAP00000002818	ENSCAFP00000013539
ENSACAP00000021820	ENSCAFP00000008586
ENSACAP00000008362	ENSCAFP00000039150
ENSACAP00000009381	ENSCAFP00000010085
ENSACAP00000009419	ENSCAFP00000000231
ENSACAP00000000762	ENSCAFP00000013956
ENSACAP00000003838	ENSCAFP00000021563
ENSACAP00000012229	ENSCAFP00000033975
ENSACAP00000002586	ENSCAFP00000012610
ENSACAP00000015800	ENSCAFP00000016264
ENSACAP00000001614	ENSCAFP00000033840
ENSACAP00000004188	ENSCAFP00000021587
ENSACAP00000017536	ENSCAFP00000030718
ENSACAP00000013046	ENSCAFP00000003052
ENSACAP00000003859	ENSCAFP00000001406
ENSACAP00000005394	ENSCAFP00000027892
ENSACAP00000001378	ENSCAFP00000001035
ENSACAP00000016978	ENSCAFP00000025356
ENSACAP00000016831	ENSCAFP00000025251
ENSACAP00000006123	ENSCAFP00000018234
ENSACAP00000002176	ENSCAFP00000008031
ENSACAP00000010304	ENSCAFP00000003020
ENSACAP00000000993	ENSCAFP00000041720
ENSACAP00000010290	ENSCAFP00000029592
ENSACAP00000010230	ENSCAFP00000038497
ENSACAP00000018459	ENSCAFP00000011953
ENSACAP00000006593	ENSCAFP00000029779
ENSACAP00000013390	ENSCAFP00000025945
ENSACAP00000018769	ENSCAFP00000005375
ENSACAP00000002585	ENSCAFP00000010854
ENSACAP00000014035	ENSCAFP00000026288
ENSACAP00000013875	ENSCAFP00000028125
ENSACAP00000000347	ENSCAFP00000021656
ENSACAP00000008370	ENSCAFP00000003304
ENSACAP00000008505	ENSCAFP00000014321
ENSACAP00000014536	ENSCAFP00000024452
ENSACAP00000013483	ENSCAFP00000038434
ENSACAP00000018707	ENSCAFP00000025044
ENSACAP00000005922	ENSCAFP00000029695
ENSACAP00000008288	ENSCAFP00000016132
ENSACAP00000005498	ENSCAFP00000000768
ENSACAP00000021056	ENSCAFP00000000767
ENSACAP00000012746	ENSCAFP00000022134
ENSACAP00000001681	ENSCAFP00000039217
ENSACAP00000019996	ENSCAFP00000023804
ENSACAP00000013792	ENSCAFP00000014363
ENSACAP00000008446	ENSCAFP00000031906
ENSACAP00000008871	ENSCAFP00000038242
ENSACAP00000016566	ENSCAFP00000042232
ENSACAP00000012068	ENSCAFP00000030450
ENSACAP00000017603	ENSCAFP00000026599
ENSACAP00000010994	ENSCAFP00000038517
ENSACAP00000014492	ENSCAFP00000040165
ENSACAP00000007787	ENSCAFP00000012501
ENSACAP00000015175	ENSCAFP00000024992
ENSACAP00000017729	ENSCAFP00000028142
ENSACAP00000009563	ENSCAFP00000039211
ENSACAP00000000306	ENSCAFP00000017171
ENSACAP00000001004	ENSCAFP00000008373
ENSACAP00000007907	ENSCAFP00000017334
ENSACAP00000002175	ENSCAFP00000017582
ENSACAP00000001082	ENSCAFP00000034789
ENSACAP00000014387	ENSCAFP00000008046
ENSACAP00000007368	ENSCAFP00000005819
ENSACAP00000012906	ENSCAFP00000022223
ENSACAP00000011593	ENSCAFP00000000110
ENSACAP00000005921	ENSCAFP00000021696
ENSACAP00000021789	ENSCAFP00000006105
ENSACAP00000022646	ENSCAFP00000000293
ENSACAP00000023443	ENSCAFP00000003331
ENSACAP00000006174	ENSCAFP00000024544
ENSACAP00000004461	ENSCAFP00000015758
ENSACAP00000016522	ENSCAFP00000000395
ENSACAP00000015302	ENSCAFP00000027182
ENSACAP00000022693	ENSCAFP00000014153
ENSACAP00000012922	ENSCAFP00000040838
ENSACAP00000017058	ENSCAFP00000000872
ENSACAP00000021699	ENSCAFP00000040072
ENSACAP00000007272	ENSCAFP00000000889
ENSACAP00000002946	ENSCAFP00000011488
ENSACAP00000008268	ENSCAFP00000011010
ENSACAP00000008339	ENSCAFP00000006336
ENSACAP00000003590	ENSCAFP00000007430
ENSACAP00000009539	ENSCAFP00000007574
ENSACAP00000003385	ENSCAFP00000032013
ENSACAP00000015854	ENSCAFP00000001699
ENSACAP00000000545	ENSCAFP00000039726
ENSACAP00000013430	ENSCAFP00000001049
ENSACAP00000003810	ENSCAFP00000014621
ENSACAP00000019818	ENSCAFP00000032624
ENSACAP00000012788	ENSCAFP00000033649
ENSACAP00000000611	ENSCAFP00000002509
ENSACAP00000020841	ENSCAFP00000000192
ENSACAP00000002275	ENSCAFP00000037302
ENSACAP00000000390	ENSCAFP00000028199
ENSACAP00000009002	ENSCAFP00000024461
ENSACAP00000001304	ENSCAFP00000038188
ENSACAP00000022295	ENSCAFP00000023333
ENSACAP00000011552	ENSCAFP00000003654
ENSACAP00000008520	ENSCAFP00000006259
ENSACAP00000008778	ENSCAFP00000033491
ENSACAP00000015063	ENSCAFP00000025973
ENSACAP00000022595	ENSCAFP00000019355
ENSACAP00000008254	ENSCAFP00000001195
ENSACAP00000014776	ENSCAFP00000006785
ENSACAP00000002842	ENSCAFP00000020515
ENSACAP00000002547	ENSCAFP00000002321
ENSACAP00000006552	ENSCAFP00000005046
ENSACAP00000009894	ENSCAFP00000020295
ENSACAP00000020843	ENSCAFP00000013677
ENSACAP00000008322	ENSCAFP00000022724
ENSACAP00000018025	ENSCAFP00000009330
ENSACAP00000005948	ENSCAFP00000039204
ENSACAP00000012347	ENSCAFP00000028998
ENSACAP00000001260	ENSCAFP00000007113
ENSACAP00000012271	ENSCAFP00000028750
ENSACAP00000007911	ENSCAFP00000022912
ENSACAP00000014487	ENSCAFP00000024364
ENSACAP00000012338	ENSCAFP00000039029
ENSACAP00000022359	ENSCAFP00000000644
ENSACAP00000023318	ENSCAFP00000013373
ENSACAP00000016030	ENSCAFP00000042473
ENSACAP00000001465	ENSCAFP00000012628
ENSACAP00000017008	ENSCAFP00000037753
ENSACAP00000009504	ENSCAFP00000042294
ENSACAP00000019798	ENSCAFP00000003774
ENSACAP00000008656	ENSCAFP00000020792
ENSACAP00000001312	ENSCAFP00000001497
ENSACAP00000002073	ENSCAFP00000008549
ENSACAP00000003141	ENSCAFP00000013683
ENSACAP00000021223	ENSCAFP00000013538
ENSACAP00000008945	ENSCAFP00000007506
ENSACAP00000008782	ENSCAFP00000040573
ENSACAP00000001252	ENSCAFP00000030178
ENSACAP00000004190	ENSCAFP00000014444
ENSACAP00000000265	ENSCAFP00000013201
ENSACAP00000005497	ENSCAFP00000013205
ENSACAP00000006626	ENSCAFP00000025097
ENSACAP00000003331	ENSCAFP00000042413
ENSACAP00000016186	ENSCAFP00000012778
ENSACAP00000012005	ENSCAFP00000001082
ENSACAP00000013057	ENSCAFP00000005531
ENSACAP00000015140	ENSCAFP00000011111
ENSACAP00000009718	ENSCAFP00000014843
ENSACAP00000016091	ENSCAFP00000042496
ENSACAP00000012943	ENSCAFP00000036967
ENSACAP00000018945	ENSCAFP00000017659
ENSACAP00000010303	ENSCAFP00000001512
ENSACAP00000014496	ENSCAFP00000005305
ENSACAP00000002496	ENSCAFP00000040164
ENSACAP00000015528	ENSCAFP00000028286
ENSACAP00000008600	ENSCAFP00000042175
ENSACAP00000018264	ENSCAFP00000021313
ENSACAP00000006319	ENSCAFP00000037370
ENSACAP00000010465	ENSCAFP00000028217
ENSACAP00000010282	ENSCAFP00000008821
ENSACAP00000006608	ENSCAFP00000012904
ENSACAP00000021931	ENSCAFP00000008049
ENSACAP00000008766	ENSCAFP00000001328
ENSACAP00000020693	ENSCAFP00000010178
ENSACAP00000010208	ENSCAFP00000001023
ENSACAP00000017260	ENSCAFP00000009625
ENSACAP00000011198	ENSCAFP00000010476
ENSACAP00000003438	ENSCAFP00000038938
ENSACAP00000003453	ENSCAFP00000038537
ENSACAP00000014279	ENSCAFP00000028060
ENSACAP00000015383	ENSCAFP00000016873
ENSACAP00000021528	ENSCAFP00000029348
ENSACAP00000004186	ENSCAFP00000014986
ENSACAP00000011686	ENSCAFP00000006366
ENSACAP00000006060	ENSCAFP00000009161
ENSACAP00000022795	ENSCAFP00000011226
ENSACAP00000022963	ENSCAFP00000041605
ENSACAP00000002276	ENSCAFP00000029685
ENSACAP00000007516	ENSCAFP00000015071
ENSACAP00000023165	ENSCAFP00000007019
ENSACAP00000012552	ENSCAFP00000003528
ENSACAP00000004670	ENSCAFP00000042377
ENSACAP00000005866	ENSCAFP00000022542
ENSACAP00000006580	ENSCAFP00000015721
ENSACAP00000001335	ENSCAFP00000019474
ENSACAP00000010521	ENSCAFP00000022547
ENSACAP00000018226	ENSCAFP00000027607
ENSACAP00000021478	ENSCAFP00000010247
ENSACAP00000016965	ENSCAFP00000020409
ENSACAP00000009183	ENSCAFP00000023969
ENSACAP00000014446	ENSCAFP00000001159
ENSACAP00000006997	ENSCAFP00000009826
ENSACAP00000019613	ENSCAFP00000024744
ENSACAP00000005396	ENSCAFP00000029508
ENSACAP00000018472	ENSCAFP00000041964
ENSACAP00000001795	ENSCAFP00000011772
ENSACAP00000005172	ENSCAFP00000010492
ENSACAP00000011237	ENSCAFP00000010070
ENSACAP00000017183	ENSCAFP00000018754
ENSACAP00000021730	ENSCAFP00000007294
ENSACAP00000001797	ENSCAFP00000012476
ENSACAP00000007932	ENSCAFP00000017083
ENSACAP00000010257	ENSCAFP00000019333
ENSACAP00000003662	ENSCAFP00000027642
ENSACAP00000014507	ENSCAFP00000036413
ENSACAP00000008756	ENSCAFP00000039355
ENSACAP00000016321	ENSCAFP00000037078
ENSACAP00000010560	ENSCAFP00000026519
ENSACAP00000012736	ENSCAFP00000006180
ENSACAP00000011394	ENSCAFP00000000981
ENSACAP00000019214	ENSCAFP00000034095
ENSACAP00000000427	ENSCAFP00000040944
ENSACAP00000012353	ENSCAFP00000008387
ENSACAP00000014726	ENSCAFP00000001206
ENSACAP00000000105	ENSCAFP00000015408
ENSACAP00000001045	ENSCAFP00000043042
ENSACAP00000023121	ENSCAFP00000018650
ENSACAP00000015104	ENSCAFP00000009784
ENSACAP00000016292	ENSCAFP00000023205
ENSACAP00000019124	ENSCAFP00000032072
ENSACAP00000001286	ENSCAFP00000019250
ENSACAP00000010371	ENSCAFP00000001088
ENSACAP00000020104	ENSCAFP00000015851
ENSACAP00000023064	ENSCAFP00000015980
ENSACAP00000002695	ENSCAFP00000014715
ENSACAP00000022776	ENSCAFP00000038619
ENSACAP00000011790	ENSCAFP00000004402
ENSACAP00000021011	ENSCAFP00000038518
ENSACAP00000009671	ENSCAFP00000000961
ENSACAP00000020753	ENSCAFP00000032737
ENSACAP00000007127	ENSCAFP00000031744
ENSACAP00000021438	ENSCAFP00000006363
ENSACAP00000011060	ENSCAFP00000039823
ENSACAP00000000453	ENSCAFP00000029097
ENSACAP00000017259	ENSCAFP00000019304
ENSACAP00000005106	ENSCAFP00000022073
ENSACAP00000014432	ENSCAFP00000018393
ENSACAP00000001369	ENSCAFP00000022821
ENSACAP00000022041	ENSCAFP00000040893
ENSACAP00000011359	ENSCAFP00000019913
ENSACAP00000000441	ENSCAFP00000042651
ENSACAP00000007532	ENSCAFP00000040455
ENSACAP00000009280	ENSCAFP00000022690
ENSACAP00000004449	ENSCAFP00000004169
ENSACAP00000010603	ENSCAFP00000023999
ENSACAP00000009528	ENSCAFP00000035855
ENSACAP00000017600	ENSCAFP00000042738
ENSACAP00000007608	ENSCAFP00000013609
ENSACAP00000016557	ENSCAFP00000034919
ENSACAP00000019552	ENSCAFP00000007308
ENSACAP00000007141	ENSCAFP00000038433
ENSACAP00000014360	ENSCAFP00000005942
ENSACAP00000003892	ENSCAFP00000018136
ENSACAP00000022213	ENSCAFP00000014329
ENSACAP00000016766	ENSCAFP00000034647
ENSACAP00000005951	ENSCAFP00000024879
ENSACAP00000010814	ENSCAFP00000041400
ENSACAP00000006728	ENSCAFP00000042601
ENSACAP00000006851	ENSCAFP00000015565
ENSACAP00000022490	ENSCAFP00000029363
ENSACAP00000016500	ENSCAFP00000013805
ENSACAP00000020679	ENSCAFP00000017521
ENSACAP00000009331	ENSCAFP00000012975
ENSACAP00000013099	ENSCAFP00000035551
ENSACAP00000012572	ENSCAFP00000013918
ENSACAP00000002997	ENSCAFP00000008019
ENSACAP00000016337	ENSCAFP00000037402
ENSACAP00000022549	ENSCAFP00000037042
ENSACAP00000005516	ENSCAFP00000002525
ENSACAP00000000618	ENSCAFP00000002507
ENSACAP00000011842	ENSCAFP00000021814
ENSACAP00000015492	ENSCAFP00000002805
ENSACAP00000015007	ENSCAFP00000002622
ENSACAP00000000186	ENSCAFP00000030997
ENSACAP00000009636	ENSCAFP00000037504
ENSACAP00000016925	ENSCAFP00000005811
ENSACAP00000017099	ENSCAFP00000016896
ENSACAP00000012563	ENSCAFP00000027863
ENSACAP00000005739	ENSCAFP00000021949
ENSACAP00000007909	ENSCAFP00000032840
ENSACAP00000021159	ENSCAFP00000028229
ENSACAP00000014808	ENSCAFP00000010375
ENSACAP00000007771	ENSCAFP00000019286
ENSACAP00000009296	ENSCAFP00000008583
ENSACAP00000001943	ENSCAFP00000038762
ENSACAP00000017160	ENSCAFP00000020456
ENSACAP00000001580	ENSCAFP00000016601
ENSACAP00000020903	ENSCAFP00000024694
ENSACAP00000012879	ENSCAFP00000020988
ENSACAP00000015085	ENSCAFP00000000109
ENSACAP00000011327	ENSCAFP00000031272
ENSACAP00000006528	ENSCAFP00000000341
ENSACAP00000017580	ENSCAFP00000026675
ENSACAP00000015608	ENSCAFP00000020438
ENSACAP00000008759	ENSCAFP00000012218
ENSACAP00000015381	ENSCAFP00000003753
ENSACAP00000001497	ENSCAFP00000001028
ENSACAP00000013640	ENSCAFP00000005681
ENSACAP00000012633	ENSCAFP00000027139
ENSACAP00000009765	ENSCAFP00000023332
ENSACAP00000013691	ENSCAFP00000037956
ENSACAP00000012318	ENSCAFP00000032753
ENSACAP00000020781	ENSCAFP00000004256
ENSACAP00000004042	ENSCAFP00000026019
ENSACAP00000005356	ENSCAFP00000011613
ENSACAP00000022920	ENSCAFP00000003050
ENSACAP00000005537	ENSCAFP00000005868
ENSACAP00000012934	ENSCAFP00000011758
ENSACAP00000006439	ENSCAFP00000017500
ENSACAP00000013884	ENSCAFP00000001294
ENSACAP00000014419	ENSCAFP00000041953
ENSACAP00000013149	ENSCAFP00000014536
ENSACAP00000014099	ENSCAFP00000037011
ENSACAP00000009235	ENSCAFP00000011243
ENSACAP00000003969	ENSCAFP00000013869
ENSACAP00000013637	ENSCAFP00000003865
ENSACAP00000014104	ENSCAFP00000014406
ENSACAP00000003844	ENSCAFP00000008876
ENSACAP00000004693	ENSCAFP00000026610
ENSACAP00000010611	ENSCAFP00000005806
ENSACAP00000005046	ENSCAFP00000010170
ENSACAP00000020940	ENSCAFP00000001243
ENSACAP00000014095	ENSCAFP00000014437
ENSACAP00000016834	ENSCAFP00000003795
ENSACAP00000000064	ENSCAFP00000040078
ENSACAP00000008741	ENSCAFP00000029011
ENSACAP00000008719	ENSCAFP00000030874
ENSACAP00000017028	ENSCAFP00000000892
ENSACAP00000011149	ENSCAFP00000024469
ENSACAP00000002703	ENSCAFP00000019504
ENSACAP00000006766	ENSCAFP00000013379
ENSACAP00000002915	ENSCAFP00000007076
ENSACAP00000016896	ENSCAFP00000021073
ENSACAP00000011663	ENSCAFP00000014638
ENSACAP00000011674	ENSCAFP00000014635
ENSACAP00000002873	ENSCAFP00000014190
ENSACAP00000006554	ENSCAFP00000014482
ENSACAP00000005534	ENSCAFP00000017317
ENSACAP00000005539	ENSCAFP00000017323
ENSACAP00000004901	ENSCAFP00000031466
ENSACAP00000021014	ENSCAFP00000037808
ENSACAP00000002823	ENSCAFP00000041797
ENSACAP00000021917	ENSCAFP00000013341
ENSACAP00000019476	ENSCAFP00000031993
ENSACAP00000003820	ENSCAFP00000039052
ENSACAP00000023456	ENSCAFP00000002289
ENSACAP00000015610	ENSCAFP00000001302
ENSACAP00000008287	ENSCAFP00000026899
ENSACAP00000003691	ENSCAFP00000039173
ENSACAP00000019507	ENSCAFP00000019652
ENSACAP00000002338	ENSCAFP00000019898
ENSACAP00000017116	ENSCAFP00000019194
ENSACAP00000017217	ENSCAFP00000036132
ENSACAP00000010783	ENSCAFP00000007573
ENSACAP00000007479	ENSCAFP00000000169
ENSACAP00000006707	ENSCAFP00000023426
ENSACAP00000008321	ENSCAFP00000001234
ENSACAP00000004357	ENSCAFP00000018952
ENSACAP00000021222	ENSCAFP00000000088
ENSACAP00000010000	ENSCAFP00000017537
ENSACAP00000013003	ENSCAFP00000028171
ENSACAP00000016677	ENSCAFP00000027724
ENSACAP00000005742	ENSCAFP00000017557
ENSACAP00000015716	ENSCAFP00000025217
ENSACAP00000010639	ENSCAFP00000025205
ENSACAP00000020580	ENSCAFP00000000053
ENSACAP00000015038	ENSCAFP00000012796
ENSACAP00000003695	ENSCAFP00000025111
ENSACAP00000010734	ENSCAFP00000043132
ENSACAP00000019519	ENSCAFP00000022769
ENSACAP00000022723	ENSCAFP00000020990
ENSACAP00000023124	ENSCAFP00000041039
ENSACAP00000017807	ENSCAFP00000021183
ENSACAP00000006024	ENSCAFP00000039677
ENSACAP00000011616	ENSCAFP00000014091
ENSACAP00000019768	ENSCAFP00000035944
ENSACAP00000012150	ENSCAFP00000042014
ENSACAP00000017088	ENSCAFP00000041556
ENSACAP00000016815	ENSCAFP00000041425
ENSACAP00000019315	ENSCAFP00000000146
ENSACAP00000006153	ENSCAFP00000005720
ENSACAP00000003884	ENSCAFP00000014978
ENSACAP00000012438	ENSCAFP00000026151
ENSACAP00000014081	ENSCAFP00000014468
ENSACAP00000010159	ENSCAFP00000038257
ENSACAP00000002986	ENSCAFP00000010604
ENSACAP00000000449	ENSCAFP00000038255
ENSACAP00000001094	ENSCAFP00000012510
ENSACAP00000016065	ENSCAFP00000005992
ENSACAP00000016544	ENSCAFP00000040341
ENSACAP00000017162	ENSCAFP00000020470
ENSACAP00000005133	ENSCAFP00000025077
ENSACAP00000012580	ENSCAFP00000029286
ENSACAP00000009651	ENSCAFP00000010407
ENSACAP00000012758	ENSCAFP00000022247
ENSACAP00000005734	ENSCAFP00000010618
ENSACAP00000016305	ENSCAFP00000010272
ENSACAP00000020527	ENSCAFP00000012563
ENSACAP00000000802	ENSCAFP00000003162
ENSACAP00000010912	ENSCAFP00000031108
ENSACAP00000004508	ENSCAFP00000011919
ENSACAP00000001331	ENSCAFP00000036610
ENSACAP00000004568	ENSCAFP00000013224
ENSACAP00000000091	ENSCAFP00000019750
ENSACAP00000004743	ENSCAFP00000024894
ENSACAP00000014175	ENSCAFP00000035786
ENSACAP00000006720	ENSCAFP00000028566
ENSACAP00000019980	ENSCAFP00000038192
ENSACAP00000011285	ENSCAFP00000005754
ENSACAP00000011266	ENSCAFP00000022401
ENSACAP00000001856	ENSCAFP00000012804
ENSACAP00000009738	ENSCAFP00000007378
ENSACAP00000001606	ENSCAFP00000010981
ENSACAP00000017466	ENSCAFP00000023829
ENSACAP00000014868	ENSCAFP00000009837
ENSACAP00000010161	ENSCAFP00000001518
ENSACAP00000000351	ENSCAFP00000005435
ENSACAP00000006792	ENSCAFP00000028579
ENSACAP00000000431	ENSCAFP00000019939
ENSACAP00000000579	ENSCAFP00000014018
ENSACAP00000003132	ENSCAFP00000042206
ENSACAP00000018492	ENSCAFP00000037151
ENSACAP00000016077	ENSCAFP00000037851
ENSACAP00000022282	ENSCAFP00000041547
ENSACAP00000015372	ENSCAFP00000037047
ENSACAP00000017225	ENSCAFP00000018689
ENSACAP00000022348	ENSCAFP00000003108
ENSACAP00000003956	ENSCAFP00000029980
ENSACAP00000008049	ENSCAFP00000004987
ENSACAP00000009210	ENSCAFP00000040036
ENSACAP00000015512	ENSCAFP00000025271
ENSACAP00000010429	ENSCAFP00000008757
ENSACAP00000018042	ENSCAFP00000007814
ENSACAP00000006411	ENSCAFP00000018257
ENSACAP00000005121	ENSCAFP00000028523
ENSACAP00000008356	ENSCAFP00000027749
ENSACAP00000021172	ENSCAFP00000041696
ENSACAP00000012768	ENSCAFP00000002800
ENSACAP00000008432	ENSCAFP00000007703
ENSACAP00000012659	ENSCAFP00000028806
ENSACAP00000007559	ENSCAFP00000023857
ENSACAP00000009917	ENSCAFP00000013038
ENSACAP00000019379	ENSCAFP00000011546
ENSACAP00000006876	ENSCAFP00000019082
ENSACAP00000001731	ENSCAFP00000024636
ENSACAP00000020475	ENSCAFP00000039786
ENSACAP00000009908	ENSCAFP00000030123
ENSACAP00000012496	ENSCAFP00000041550
ENSACAP00000004803	ENSCAFP00000023322
ENSACAP00000004800	ENSCAFP00000023317
ENSACAP00000006213	ENSCAFP00000033343
ENSACAP00000004465	ENSCAFP00000039682
ENSACAP00000022201	ENSCAFP00000016025
ENSACAP00000011761	ENSCAFP00000014639
ENSACAP00000008900	ENSCAFP00000037862
ENSACAP00000008151	ENSCAFP00000005559
ENSACAP00000004363	ENSCAFP00000027255
ENSACAP00000003910	ENSCAFP00000002193
ENSACAP00000021824	ENSCAFP00000039889
ENSACAP00000017390	ENSCAFP00000041729
ENSACAP00000004604	ENSCAFP00000018588
ENSACAP00000001282	ENSCAFP00000001498
ENSACAP00000022011	ENSCAFP00000003462
ENSACAP00000003866	ENSCAFP00000014285
ENSACAP00000013692	ENSCAFP00000008458
ENSACAP00000011984	ENSCAFP00000023694
ENSACAP00000013400	ENSCAFP00000031006
ENSACAP00000003369	ENSCAFP00000032795
ENSACAP00000007964	ENSCAFP00000001974
ENSACAP00000020110	ENSCAFP00000038877
ENSACAP00000006076	ENSCAFP00000036753
ENSACAP00000020952	ENSCAFP00000007872
ENSACAP00000006927	ENSCAFP00000012710
ENSACAP00000018646	ENSCAFP00000006777
ENSACAP00000016459	ENSCAFP00000039135
ENSACAP00000020167	ENSCAFP00000016197
ENSACAP00000017146	ENSCAFP00000000853
ENSACAP00000004331	ENSCAFP00000023250
ENSACAP00000011150	ENSCAFP00000035506
ENSACAP00000006669	ENSCAFP00000015785
ENSACAP00000005781	ENSCAFP00000035712
ENSACAP00000011969	ENSCAFP00000009189
ENSACAP00000014813	ENSCAFP00000010381
ENSACAP00000012578	ENSCAFP00000030368
ENSACAP00000006543	ENSCAFP00000028505
ENSACAP00000009865	ENSCAFP00000038970
ENSACAP00000022943	ENSCAFP00000037688
ENSACAP00000020789	ENSCAFP00000020595
ENSACAP00000008487	ENSCAFP00000024078
ENSACAP00000002197	ENSCAFP00000017501
ENSACAP00000003054	ENSCAFP00000014346
ENSACAP00000006979	ENSCAFP00000011199
ENSACAP00000014263	ENSCAFP00000033716
ENSACAP00000007542	ENSCAFP00000011060
ENSACAP00000013815	ENSCAFP00000013195
ENSACAP00000021068	ENSCAFP00000006748
ENSACAP00000004365	ENSCAFP00000023263
ENSACAP00000018928	ENSCAFP00000003914
ENSACAP00000005209	ENSCAFP00000028967
ENSACAP00000000564	ENSCAFP00000003246
ENSACAP00000012198	ENSCAFP00000001096
ENSACAP00000011361	ENSCAFP00000021379
ENSACAP00000013856	ENSCAFP00000015079
ENSACAP00000010178	ENSCAFP00000004207
ENSACAP00000010432	ENSCAFP00000008755
ENSACAP00000016635	ENSCAFP00000010704
ENSACAP00000006512	ENSCAFP00000014477
ENSACAP00000002123	ENSCAFP00000017084
ENSACAP00000005626	ENSCAFP00000029519
ENSACAP00000005822	ENSCAFP00000018199
ENSACAP00000017137	ENSCAFP00000025565
ENSACAP00000003551	ENSCAFP00000041515
ENSACAP00000009971	ENSCAFP00000037634
ENSACAP00000008482	ENSCAFP00000007858
