ENSORLP00000011382	ENSDARP00000122973
ENSORLP00000012729	ENSDARP00000073819
ENSORLP00000006104	ENSDARP00000113712
ENSORLP00000005971	ENSDARP00000112959
ENSORLP00000003621	ENSDARP00000107276
ENSORLP00000001918	ENSDARP00000015775
ENSORLP00000010955	ENSDARP00000002126
ENSORLP00000011491	ENSDARP00000096983
ENSORLP00000012967	ENSDARP00000077752
ENSORLP00000007322	ENSDARP00000050944
ENSORLP00000009372	ENSDARP00000128287
ENSORLP00000024378	ENSDARP00000041334
ENSORLP00000010257	ENSDARP00000004845
ENSORLP00000001530	ENSDARP00000116319
ENSORLP00000025810	ENSDARP00000097627
ENSORLP00000001674	ENSDARP00000081436
ENSORLP00000015703	ENSDARP00000045209
ENSORLP00000009244	ENSDARP00000102352
ENSORLP00000009107	ENSDARP00000091530
ENSORLP00000025488	ENSDARP00000096244
ENSORLP00000020699	ENSDARP00000116785
ENSORLP00000024562	ENSDARP00000067425
ENSORLP00000019888	ENSDARP00000090213
ENSORLP00000015665	ENSDARP00000052445
ENSORLP00000009333	ENSDARP00000062402
ENSORLP00000008721	ENSDARP00000036199
ENSORLP00000021748	ENSDARP00000013020
ENSORLP00000012899	ENSDARP00000128713
ENSORLP00000015220	ENSDARP00000053277
ENSORLP00000011573	ENSDARP00000063399
ENSORLP00000014417	ENSDARP00000084075
ENSORLP00000009601	ENSDARP00000052659
ENSORLP00000001118	ENSDARP00000111313
ENSORLP00000012583	ENSDARP00000086466
ENSORLP00000020563	ENSDARP00000022543
ENSORLP00000020928	ENSDARP00000086332
ENSORLP00000006835	ENSDARP00000007187
ENSORLP00000015864	ENSDARP00000110858
ENSORLP00000025839	ENSDARP00000109662
ENSORLP00000003033	ENSDARP00000107156
ENSORLP00000007893	ENSDARP00000005448
ENSORLP00000016033	ENSDARP00000018261
ENSORLP00000024377	ENSDARP00000052513
ENSORLP00000007300	ENSDARP00000071861
ENSORLP00000000898	ENSDARP00000009564
ENSORLP00000014683	ENSDARP00000110297
ENSORLP00000017213	ENSDARP00000032834
ENSORLP00000009799	ENSDARP00000111213
ENSORLP00000025299	ENSDARP00000059027
ENSORLP00000014882	ENSDARP00000118039
ENSORLP00000020238	ENSDARP00000107134
ENSORLP00000001501	ENSDARP00000008834
ENSORLP00000013562	ENSDARP00000124692
ENSORLP00000015477	ENSDARP00000092575
ENSORLP00000022678	ENSDARP00000094476
ENSORLP00000007803	ENSDARP00000078028
ENSORLP00000014240	ENSDARP00000039659
ENSORLP00000004904	ENSDARP00000109820
ENSORLP00000009808	ENSDARP00000071196
ENSORLP00000017634	ENSDARP00000070807
ENSORLP00000019418	ENSDARP00000050823
ENSORLP00000001086	ENSDARP00000118571
ENSORLP00000017121	ENSDARP00000003894
ENSORLP00000017418	ENSDARP00000076726
ENSORLP00000003986	ENSDARP00000060548
ENSORLP00000009530	ENSDARP00000101029
ENSORLP00000013351	ENSDARP00000042969
ENSORLP00000016835	ENSDARP00000055608
ENSORLP00000009479	ENSDARP00000089057
ENSORLP00000019091	ENSDARP00000098375
ENSORLP00000011859	ENSDARP00000029873
ENSORLP00000022453	ENSDARP00000127309
ENSORLP00000025154	ENSDARP00000072365
ENSORLP00000016375	ENSDARP00000103413
ENSORLP00000015411	ENSDARP00000013898
ENSORLP00000001146	ENSDARP00000069465
ENSORLP00000013196	ENSDARP00000090241
ENSORLP00000004024	ENSDARP00000053446
ENSORLP00000009116	ENSDARP00000088236
ENSORLP00000018646	ENSDARP00000048536
ENSORLP00000003113	ENSDARP00000115253
ENSORLP00000015975	ENSDARP00000072921
ENSORLP00000000817	ENSDARP00000107420
ENSORLP00000011681	ENSDARP00000068663
ENSORLP00000016554	ENSDARP00000109861
ENSORLP00000016634	ENSDARP00000116123
ENSORLP00000007838	ENSDARP00000035368
ENSORLP00000019614	ENSDARP00000122972
ENSORLP00000001774	ENSDARP00000067056
ENSORLP00000008919	ENSDARP00000118624
ENSORLP00000017470	ENSDARP00000126180
ENSORLP00000020388	ENSDARP00000108319
ENSORLP00000021011	ENSDARP00000112616
ENSORLP00000013209	ENSDARP00000027364
ENSORLP00000023072	ENSDARP00000122326
ENSORLP00000023909	ENSDARP00000029912
ENSORLP00000010688	ENSDARP00000106007
ENSORLP00000024466	ENSDARP00000091027
ENSORLP00000001226	ENSDARP00000026717
ENSORLP00000003511	ENSDARP00000106906
ENSORLP00000025701	ENSDARP00000106821
ENSORLP00000008170	ENSDARP00000086000
ENSORLP00000009461	ENSDARP00000107010
ENSORLP00000018395	ENSDARP00000038172
ENSORLP00000002602	ENSDARP00000113555
ENSORLP00000011832	ENSDARP00000087097
ENSORLP00000021847	ENSDARP00000004795
ENSORLP00000022475	ENSDARP00000111413
ENSORLP00000017705	ENSDARP00000102377
ENSORLP00000007159	ENSDARP00000106976
ENSORLP00000019240	ENSDARP00000070715
ENSORLP00000010373	ENSDARP00000105255
ENSORLP00000010757	ENSDARP00000003412
ENSORLP00000000105	ENSDARP00000051972
ENSORLP00000017767	ENSDARP00000089829
ENSORLP00000016763	ENSDARP00000118543
ENSORLP00000010292	ENSDARP00000073408
ENSORLP00000021853	ENSDARP00000011017
ENSORLP00000017982	ENSDARP00000077375
ENSORLP00000025868	ENSDARP00000112151
ENSORLP00000000966	ENSDARP00000127080
ENSORLP00000008735	ENSDARP00000084267
ENSORLP00000024841	ENSDARP00000116763
ENSORLP00000008120	ENSDARP00000070145
ENSORLP00000018623	ENSDARP00000114486
ENSORLP00000012443	ENSDARP00000022349
ENSORLP00000012998	ENSDARP00000061327
ENSORLP00000009765	ENSDARP00000013733
ENSORLP00000012086	ENSDARP00000068688
ENSORLP00000017393	ENSDARP00000028126
ENSORLP00000007596	ENSDARP00000122169
ENSORLP00000014420	ENSDARP00000067740
ENSORLP00000017902	ENSDARP00000019987
ENSORLP00000003575	ENSDARP00000118006
ENSORLP00000014272	ENSDARP00000108433
ENSORLP00000010404	ENSDARP00000093456
ENSORLP00000024007	ENSDARP00000041992
ENSORLP00000016282	ENSDARP00000060000
ENSORLP00000001911	ENSDARP00000072773
ENSORLP00000001023	ENSDARP00000069193
ENSORLP00000019349	ENSDARP00000061140
ENSORLP00000005699	ENSDARP00000119133
ENSORLP00000017992	ENSDARP00000094674
ENSORLP00000005136	ENSDARP00000109341
ENSORLP00000004318	ENSDARP00000027051
ENSORLP00000017338	ENSDARP00000121867
ENSORLP00000004336	ENSDARP00000070990
ENSORLP00000009666	ENSDARP00000097573
ENSORLP00000014345	ENSDARP00000076084
ENSORLP00000018515	ENSDARP00000104170
ENSORLP00000002881	ENSDARP00000107522
ENSORLP00000000416	ENSDARP00000119406
ENSORLP00000006751	ENSDARP00000110744
ENSORLP00000022504	ENSDARP00000124273
ENSORLP00000005058	ENSDARP00000098845
ENSORLP00000001846	ENSDARP00000026087
ENSORLP00000005172	ENSDARP00000106087
ENSORLP00000018779	ENSDARP00000019686
ENSORLP00000020985	ENSDARP00000096054
ENSORLP00000020396	ENSDARP00000121551
ENSORLP00000001365	ENSDARP00000128338
ENSORLP00000004582	ENSDARP00000100662
ENSORLP00000015040	ENSDARP00000101762
ENSORLP00000022695	ENSDARP00000109497
ENSORLP00000016191	ENSDARP00000059207
ENSORLP00000001554	ENSDARP00000123502
ENSORLP00000010108	ENSDARP00000097719
ENSORLP00000015581	ENSDARP00000107108
ENSORLP00000017231	ENSDARP00000081874
ENSORLP00000006415	ENSDARP00000086003
ENSORLP00000004550	ENSDARP00000078196
ENSORLP00000024538	ENSDARP00000114578
ENSORLP00000022428	ENSDARP00000104216
ENSORLP00000003048	ENSDARP00000123831
ENSORLP00000005538	ENSDARP00000055710
ENSORLP00000015328	ENSDARP00000083819
ENSORLP00000007762	ENSDARP00000086048
ENSORLP00000006826	ENSDARP00000076500
ENSORLP00000019480	ENSDARP00000120692
ENSORLP00000015557	ENSDARP00000009538
ENSORLP00000002952	ENSDARP00000122644
ENSORLP00000007393	ENSDARP00000063831
ENSORLP00000003020	ENSDARP00000101592
ENSORLP00000018305	ENSDARP00000100802
ENSORLP00000025624	ENSDARP00000104835
ENSORLP00000007161	ENSDARP00000058937
ENSORLP00000017363	ENSDARP00000102730
ENSORLP00000001910	ENSDARP00000105328
ENSORLP00000004887	ENSDARP00000012269
ENSORLP00000024527	ENSDARP00000102518
ENSORLP00000011425	ENSDARP00000106339
ENSORLP00000002040	ENSDARP00000120218
ENSORLP00000007936	ENSDARP00000101048
ENSORLP00000011542	ENSDARP00000120885
ENSORLP00000011783	ENSDARP00000122576
ENSORLP00000003893	ENSDARP00000084356
ENSORLP00000008367	ENSDARP00000110479
ENSORLP00000010520	ENSDARP00000069701
ENSORLP00000012293	ENSDARP00000106512
ENSORLP00000011123	ENSDARP00000101519
ENSORLP00000018754	ENSDARP00000108006
ENSORLP00000005570	ENSDARP00000065659
ENSORLP00000021032	ENSDARP00000120123
ENSORLP00000003425	ENSDARP00000064602
ENSORLP00000016732	ENSDARP00000088426
ENSORLP00000018827	ENSDARP00000031692
ENSORLP00000014990	ENSDARP00000079522
ENSORLP00000015100	ENSDARP00000075148
ENSORLP00000020045	ENSDARP00000058734
ENSORLP00000011197	ENSDARP00000052804
ENSORLP00000017326	ENSDARP00000049372
ENSORLP00000021377	ENSDARP00000128168
ENSORLP00000007581	ENSDARP00000078446
ENSORLP00000017993	ENSDARP00000105392
ENSORLP00000022544	ENSDARP00000108648
ENSORLP00000011252	ENSDARP00000002156
ENSORLP00000013392	ENSDARP00000007855
ENSORLP00000018495	ENSDARP00000034489
ENSORLP00000004635	ENSDARP00000105757
ENSORLP00000021455	ENSDARP00000006893
ENSORLP00000012421	ENSDARP00000101241
ENSORLP00000015417	ENSDARP00000075651
ENSORLP00000021703	ENSDARP00000057644
ENSORLP00000020829	ENSDARP00000102457
ENSORLP00000001872	ENSDARP00000106566
ENSORLP00000018068	ENSDARP00000129150
ENSORLP00000024912	ENSDARP00000111075
ENSORLP00000024955	ENSDARP00000114812
ENSORLP00000001753	ENSDARP00000064613
ENSORLP00000011237	ENSDARP00000073605
ENSORLP00000019183	ENSDARP00000123826
ENSORLP00000011710	ENSDARP00000015815
ENSORLP00000009806	ENSDARP00000037150
ENSORLP00000006978	ENSDARP00000060929
ENSORLP00000003792	ENSDARP00000086671
ENSORLP00000010824	ENSDARP00000114322
ENSORLP00000020566	ENSDARP00000116823
ENSORLP00000021879	ENSDARP00000127741
ENSORLP00000001313	ENSDARP00000081481
ENSORLP00000018990	ENSDARP00000068459
ENSORLP00000015893	ENSDARP00000025374
ENSORLP00000018849	ENSDARP00000101352
ENSORLP00000003070	ENSDARP00000065364
ENSORLP00000006979	ENSDARP00000058691
ENSORLP00000013011	ENSDARP00000110971
ENSORLP00000012707	ENSDARP00000072577
ENSORLP00000022247	ENSDARP00000110504
ENSORLP00000022385	ENSDARP00000089759
ENSORLP00000025046	ENSDARP00000124874
ENSORLP00000014748	ENSDARP00000040668
ENSORLP00000007692	ENSDARP00000069088
ENSORLP00000022687	ENSDARP00000054593
ENSORLP00000007241	ENSDARP00000095078
ENSORLP00000010925	ENSDARP00000053493
ENSORLP00000017464	ENSDARP00000099245
ENSORLP00000009520	ENSDARP00000007488
ENSORLP00000000170	ENSDARP00000063028
ENSORLP00000014178	ENSDARP00000079481
ENSORLP00000019772	ENSDARP00000050220
ENSORLP00000019896	ENSDARP00000004741
ENSORLP00000000152	ENSDARP00000075985
ENSORLP00000019131	ENSDARP00000019647
ENSORLP00000007013	ENSDARP00000083707
ENSORLP00000014858	ENSDARP00000105335
ENSORLP00000005938	ENSDARP00000087114
ENSORLP00000008443	ENSDARP00000113970
ENSORLP00000000254	ENSDARP00000016602
ENSORLP00000016661	ENSDARP00000111366
ENSORLP00000013348	ENSDARP00000094716
ENSORLP00000020011	ENSDARP00000128020
ENSORLP00000021517	ENSDARP00000059403
ENSORLP00000009104	ENSDARP00000045900
ENSORLP00000001953	ENSDARP00000009453
ENSORLP00000013453	ENSDARP00000109656
ENSORLP00000007372	ENSDARP00000083361
ENSORLP00000002922	ENSDARP00000099454
ENSORLP00000015672	ENSDARP00000111645
ENSORLP00000015700	ENSDARP00000084606
ENSORLP00000015027	ENSDARP00000126166
ENSORLP00000021366	ENSDARP00000016362
ENSORLP00000005851	ENSDARP00000052619
ENSORLP00000021809	ENSDARP00000108040
ENSORLP00000013674	ENSDARP00000104299
ENSORLP00000000828	ENSDARP00000078292
ENSORLP00000006884	ENSDARP00000128305
ENSORLP00000007359	ENSDARP00000115967
ENSORLP00000005738	ENSDARP00000119593
ENSORLP00000017547	ENSDARP00000066893
ENSORLP00000004243	ENSDARP00000002228
ENSORLP00000008980	ENSDARP00000012146
ENSORLP00000015904	ENSDARP00000122154
ENSORLP00000018601	ENSDARP00000067261
ENSORLP00000020932	ENSDARP00000053472
ENSORLP00000010344	ENSDARP00000094590
ENSORLP00000006755	ENSDARP00000021989
ENSORLP00000017228	ENSDARP00000065562
ENSORLP00000009248	ENSDARP00000041804
ENSORLP00000009143	ENSDARP00000068919
ENSORLP00000020068	ENSDARP00000109517
ENSORLP00000017702	ENSDARP00000005405
ENSORLP00000004594	ENSDARP00000093036
ENSORLP00000001819	ENSDARP00000005740
ENSORLP00000021940	ENSDARP00000120219
ENSORLP00000011504	ENSDARP00000127401
ENSORLP00000012598	ENSDARP00000072863
ENSORLP00000000974	ENSDARP00000007148
ENSORLP00000015006	ENSDARP00000103735
ENSORLP00000000536	ENSDARP00000023708
ENSORLP00000005477	ENSDARP00000092693
ENSORLP00000011012	ENSDARP00000109207
ENSORLP00000000085	ENSDARP00000077265
ENSORLP00000014383	ENSDARP00000080599
ENSORLP00000010209	ENSDARP00000096423
ENSORLP00000018500	ENSDARP00000084079
ENSORLP00000012407	ENSDARP00000023828
ENSORLP00000003039	ENSDARP00000016087
ENSORLP00000016029	ENSDARP00000111927
ENSORLP00000014047	ENSDARP00000060425
ENSORLP00000001969	ENSDARP00000070246
ENSORLP00000016058	ENSDARP00000002983
ENSORLP00000014325	ENSDARP00000043944
ENSORLP00000009858	ENSDARP00000113431
ENSORLP00000020552	ENSDARP00000047081
ENSORLP00000023295	ENSDARP00000115842
ENSORLP00000006392	ENSDARP00000128296
ENSORLP00000013499	ENSDARP00000115626
ENSORLP00000025077	ENSDARP00000110167
ENSORLP00000016272	ENSDARP00000126974
ENSORLP00000000474	ENSDARP00000108156
ENSORLP00000013184	ENSDARP00000120882
ENSORLP00000020120	ENSDARP00000090549
ENSORLP00000020771	ENSDARP00000103343
ENSORLP00000018266	ENSDARP00000065090
ENSORLP00000003588	ENSDARP00000091977
ENSORLP00000017653	ENSDARP00000107329
ENSORLP00000004960	ENSDARP00000118806
ENSORLP00000006908	ENSDARP00000015994
ENSORLP00000016612	ENSDARP00000072328
ENSORLP00000008901	ENSDARP00000113238
ENSORLP00000015426	ENSDARP00000006153
ENSORLP00000018964	ENSDARP00000103673
ENSORLP00000015055	ENSDARP00000103396
ENSORLP00000007220	ENSDARP00000112494
ENSORLP00000021861	ENSDARP00000128125
ENSORLP00000014235	ENSDARP00000104514
ENSORLP00000019722	ENSDARP00000058887
ENSORLP00000013190	ENSDARP00000053866
ENSORLP00000021154	ENSDARP00000094646
ENSORLP00000006624	ENSDARP00000127679
ENSORLP00000007999	ENSDARP00000122575
ENSORLP00000002517	ENSDARP00000127994
ENSORLP00000000175	ENSDARP00000063037
ENSORLP00000005838	ENSDARP00000061616
ENSORLP00000002234	ENSDARP00000095483
ENSORLP00000017886	ENSDARP00000122047
ENSORLP00000016905	ENSDARP00000083758
ENSORLP00000011584	ENSDARP00000094402
ENSORLP00000017307	ENSDARP00000004158
ENSORLP00000010766	ENSDARP00000086481
ENSORLP00000012072	ENSDARP00000126403
ENSORLP00000011031	ENSDARP00000120545
ENSORLP00000009939	ENSDARP00000085538
ENSORLP00000020033	ENSDARP00000122586
ENSORLP00000013514	ENSDARP00000108933
ENSORLP00000016994	ENSDARP00000117381
ENSORLP00000006317	ENSDARP00000129396
ENSORLP00000022763	ENSDARP00000038553
ENSORLP00000007561	ENSDARP00000008825
ENSORLP00000001852	ENSDARP00000062835
ENSORLP00000025834	ENSDARP00000103887
ENSORLP00000024778	ENSDARP00000066987
ENSORLP00000001289	ENSDARP00000088082
ENSORLP00000024734	ENSDARP00000079617
ENSORLP00000021912	ENSDARP00000122610
ENSORLP00000009936	ENSDARP00000111137
ENSORLP00000009268	ENSDARP00000121787
ENSORLP00000002435	ENSDARP00000129279
ENSORLP00000014335	ENSDARP00000113353
ENSORLP00000010010	ENSDARP00000047734
ENSORLP00000005189	ENSDARP00000111957
ENSORLP00000015738	ENSDARP00000098812
ENSORLP00000022510	ENSDARP00000126967
ENSORLP00000012694	ENSDARP00000087581
ENSORLP00000013720	ENSDARP00000091193
ENSORLP00000010448	ENSDARP00000080259
ENSORLP00000009764	ENSDARP00000070836
ENSORLP00000007586	ENSDARP00000047443
ENSORLP00000021621	ENSDARP00000128247
ENSORLP00000009263	ENSDARP00000078154
ENSORLP00000014805	ENSDARP00000100182
ENSORLP00000009712	ENSDARP00000042900
ENSORLP00000013746	ENSDARP00000068606
ENSORLP00000011548	ENSDARP00000106901
ENSORLP00000008627	ENSDARP00000063286
ENSORLP00000013093	ENSDARP00000006365
ENSORLP00000001891	ENSDARP00000110366
ENSORLP00000010570	ENSDARP00000090237
ENSORLP00000013156	ENSDARP00000038848
ENSORLP00000015711	ENSDARP00000035759
ENSORLP00000009429	ENSDARP00000113686
ENSORLP00000009781	ENSDARP00000117254
ENSORLP00000003832	ENSDARP00000072402
ENSORLP00000021624	ENSDARP00000113867
ENSORLP00000003816	ENSDARP00000029000
ENSORLP00000016397	ENSDARP00000112213
ENSORLP00000022054	ENSDARP00000078566
ENSORLP00000006478	ENSDARP00000086780
ENSORLP00000018975	ENSDARP00000046383
ENSORLP00000008570	ENSDARP00000112957
ENSORLP00000017834	ENSDARP00000127845
ENSORLP00000005134	ENSDARP00000027094
ENSORLP00000000047	ENSDARP00000021126
ENSORLP00000023112	ENSDARP00000073614
ENSORLP00000002196	ENSDARP00000101371
ENSORLP00000007175	ENSDARP00000054976
ENSORLP00000001125	ENSDARP00000109882
ENSORLP00000019060	ENSDARP00000083040
ENSORLP00000011153	ENSDARP00000004160
ENSORLP00000004272	ENSDARP00000089754
ENSORLP00000016431	ENSDARP00000052081
ENSORLP00000006404	ENSDARP00000106085
ENSORLP00000019962	ENSDARP00000023547
ENSORLP00000018202	ENSDARP00000074783
ENSORLP00000008223	ENSDARP00000101044
ENSORLP00000020850	ENSDARP00000068262
ENSORLP00000004115	ENSDARP00000040421
ENSORLP00000024844	ENSDARP00000089702
ENSORLP00000018631	ENSDARP00000065921
ENSORLP00000004808	ENSDARP00000083512
ENSORLP00000002263	ENSDARP00000107103
ENSORLP00000016608	ENSDARP00000102579
ENSORLP00000022751	ENSDARP00000032736
ENSORLP00000022466	ENSDARP00000102339
ENSORLP00000020831	ENSDARP00000114200
ENSORLP00000017946	ENSDARP00000037780
ENSORLP00000004597	ENSDARP00000052941
ENSORLP00000005472	ENSDARP00000034195
ENSORLP00000002447	ENSDARP00000069642
ENSORLP00000021582	ENSDARP00000104458
ENSORLP00000011813	ENSDARP00000117618
ENSORLP00000014550	ENSDARP00000080969
ENSORLP00000022715	ENSDARP00000058792
ENSORLP00000022292	ENSDARP00000102087
ENSORLP00000023927	ENSDARP00000026082
ENSORLP00000003789	ENSDARP00000029765
ENSORLP00000014355	ENSDARP00000049195
ENSORLP00000014978	ENSDARP00000094523
ENSORLP00000012316	ENSDARP00000103293
ENSORLP00000011741	ENSDARP00000023337
ENSORLP00000025606	ENSDARP00000028016
ENSORLP00000006476	ENSDARP00000016439
ENSORLP00000024504	ENSDARP00000066779
ENSORLP00000022500	ENSDARP00000002102
ENSORLP00000005506	ENSDARP00000093582
ENSORLP00000014080	ENSDARP00000123911
ENSORLP00000004846	ENSDARP00000098438
ENSORLP00000017898	ENSDARP00000102772
ENSORLP00000004880	ENSDARP00000056961
ENSORLP00000003443	ENSDARP00000091983
ENSORLP00000016878	ENSDARP00000120895
ENSORLP00000025790	ENSDARP00000027619
ENSORLP00000013059	ENSDARP00000104993
ENSORLP00000008160	ENSDARP00000101391
ENSORLP00000003906	ENSDARP00000084765
ENSORLP00000013904	ENSDARP00000022538
ENSORLP00000014508	ENSDARP00000048382
ENSORLP00000006806	ENSDARP00000024393
ENSORLP00000022160	ENSDARP00000128260
ENSORLP00000015494	ENSDARP00000067373
ENSORLP00000011303	ENSDARP00000095307
ENSORLP00000007268	ENSDARP00000108736
ENSORLP00000014709	ENSDARP00000042412
ENSORLP00000004267	ENSDARP00000124135
ENSORLP00000021292	ENSDARP00000105380
ENSORLP00000015112	ENSDARP00000023737
ENSORLP00000024516	ENSDARP00000108100
ENSORLP00000013213	ENSDARP00000070453
ENSORLP00000023040	ENSDARP00000011743
ENSORLP00000022021	ENSDARP00000086649
ENSORLP00000021173	ENSDARP00000121188
ENSORLP00000006881	ENSDARP00000068235
ENSORLP00000008283	ENSDARP00000062982
ENSORLP00000004780	ENSDARP00000095647
ENSORLP00000020848	ENSDARP00000067585
ENSORLP00000021956	ENSDARP00000120741
ENSORLP00000017117	ENSDARP00000106030
ENSORLP00000016041	ENSDARP00000029462
ENSORLP00000010628	ENSDARP00000026447
ENSORLP00000025525	ENSDARP00000123163
ENSORLP00000025777	ENSDARP00000067081
ENSORLP00000008558	ENSDARP00000068697
ENSORLP00000021442	ENSDARP00000120515
ENSORLP00000002463	ENSDARP00000113435
ENSORLP00000005285	ENSDARP00000038299
ENSORLP00000016082	ENSDARP00000076820
ENSORLP00000004723	ENSDARP00000029846
ENSORLP00000013428	ENSDARP00000092179
ENSORLP00000002683	ENSDARP00000122125
ENSORLP00000013334	ENSDARP00000053793
ENSORLP00000025486	ENSDARP00000008404
ENSORLP00000011419	ENSDARP00000014390
ENSORLP00000010777	ENSDARP00000126938
ENSORLP00000021258	ENSDARP00000044269
ENSORLP00000015887	ENSDARP00000005474
ENSORLP00000022116	ENSDARP00000103830
ENSORLP00000023094	ENSDARP00000028687
ENSORLP00000016292	ENSDARP00000082698
ENSORLP00000010398	ENSDARP00000124202
ENSORLP00000016933	ENSDARP00000106560
ENSORLP00000010029	ENSDARP00000110217
ENSORLP00000011043	ENSDARP00000068116
ENSORLP00000002759	ENSDARP00000089311
ENSORLP00000015590	ENSDARP00000037635
ENSORLP00000009011	ENSDARP00000123022
ENSORLP00000000820	ENSDARP00000102069
ENSORLP00000011368	ENSDARP00000105651
ENSORLP00000017899	ENSDARP00000035484
ENSORLP00000024930	ENSDARP00000060887
ENSORLP00000006593	ENSDARP00000066711
ENSORLP00000010485	ENSDARP00000046780
ENSORLP00000002250	ENSDARP00000099944
ENSORLP00000009209	ENSDARP00000074475
ENSORLP00000014494	ENSDARP00000112443
ENSORLP00000005222	ENSDARP00000113812
ENSORLP00000022667	ENSDARP00000116493
ENSORLP00000005008	ENSDARP00000119209
ENSORLP00000010381	ENSDARP00000011265
ENSORLP00000025604	ENSDARP00000005280
ENSORLP00000024382	ENSDARP00000025309
ENSORLP00000007379	ENSDARP00000092394
ENSORLP00000009427	ENSDARP00000101156
ENSORLP00000017314	ENSDARP00000103751
ENSORLP00000005615	ENSDARP00000089134
ENSORLP00000019542	ENSDARP00000072909
ENSORLP00000016619	ENSDARP00000073432
ENSORLP00000019855	ENSDARP00000108995
ENSORLP00000009317	ENSDARP00000097521
ENSORLP00000008248	ENSDARP00000019426
ENSORLP00000019477	ENSDARP00000051552
ENSORLP00000000225	ENSDARP00000068656
ENSORLP00000002636	ENSDARP00000107606
ENSORLP00000025752	ENSDARP00000099052
ENSORLP00000007712	ENSDARP00000066721
ENSORLP00000006962	ENSDARP00000113118
ENSORLP00000024966	ENSDARP00000109399
ENSORLP00000024827	ENSDARP00000070540
ENSORLP00000008213	ENSDARP00000118500
ENSORLP00000007850	ENSDARP00000117162
ENSORLP00000011232	ENSDARP00000096044
ENSORLP00000006383	ENSDARP00000122460
ENSORLP00000004699	ENSDARP00000119539
