ENSLOCP00000009128	ENSMGAP00000004951
ENSLOCP00000015459	ENSMGAP00000011194
ENSLOCP00000002823	ENSMGAP00000009291
ENSLOCP00000006544	ENSMGAP00000005121
ENSLOCP00000012898	ENSMGAP00000013446
ENSLOCP00000019862	ENSMGAP00000013262
ENSLOCP00000006182	ENSMGAP00000008847
ENSLOCP00000002442	ENSMGAP00000005520
ENSLOCP00000020530	ENSMGAP00000014867
ENSLOCP00000010784	ENSMGAP00000012031
ENSLOCP00000013973	ENSMGAP00000003280
ENSLOCP00000019796	ENSMGAP00000004774
ENSLOCP00000012749	ENSMGAP00000008749
ENSLOCP00000008504	ENSMGAP00000014074
ENSLOCP00000016594	ENSMGAP00000003974
ENSLOCP00000008191	ENSMGAP00000015397
ENSLOCP00000015604	ENSMGAP00000013512
ENSLOCP00000020934	ENSMGAP00000014438
ENSLOCP00000013910	ENSMGAP00000004388
ENSLOCP00000018701	ENSMGAP00000003405
ENSLOCP00000007422	ENSMGAP00000003320
ENSLOCP00000012435	ENSMGAP00000015502
ENSLOCP00000011796	ENSMGAP00000013043
ENSLOCP00000019924	ENSMGAP00000010763
ENSLOCP00000009634	ENSMGAP00000010737
ENSLOCP00000014268	ENSMGAP00000011423
ENSLOCP00000021866	ENSMGAP00000003939
ENSLOCP00000012347	ENSMGAP00000012630
ENSLOCP00000005440	ENSMGAP00000006984
ENSLOCP00000016362	ENSMGAP00000003694
ENSLOCP00000019950	ENSMGAP00000010938
ENSLOCP00000014779	ENSMGAP00000002535
ENSLOCP00000002814	ENSMGAP00000016665
ENSLOCP00000010860	ENSMGAP00000002045
ENSLOCP00000014826	ENSMGAP00000012102
ENSLOCP00000001082	ENSMGAP00000010357
ENSLOCP00000004997	ENSMGAP00000000936
ENSLOCP00000011619	ENSMGAP00000012988
ENSLOCP00000019879	ENSMGAP00000001324
ENSLOCP00000004194	ENSMGAP00000011005
ENSLOCP00000014442	ENSMGAP00000018006
ENSLOCP00000012027	ENSMGAP00000003572
ENSLOCP00000011123	ENSMGAP00000006952
ENSLOCP00000017508	ENSMGAP00000011105
ENSLOCP00000019669	ENSMGAP00000006076
ENSLOCP00000019574	ENSMGAP00000012473
ENSLOCP00000016870	ENSMGAP00000007317
ENSLOCP00000016253	ENSMGAP00000008652
ENSLOCP00000021087	ENSMGAP00000014538
ENSLOCP00000000870	ENSMGAP00000009831
ENSLOCP00000006644	ENSMGAP00000005696
ENSLOCP00000019678	ENSMGAP00000006319
ENSLOCP00000014490	ENSMGAP00000007419
ENSLOCP00000019838	ENSMGAP00000007280
ENSLOCP00000010989	ENSMGAP00000013357
ENSLOCP00000011612	ENSMGAP00000015206
ENSLOCP00000016256	ENSMGAP00000002044
ENSLOCP00000000914	ENSMGAP00000005591
ENSLOCP00000017294	ENSMGAP00000012297
ENSLOCP00000018307	ENSMGAP00000005463
ENSLOCP00000014961	ENSMGAP00000013005
ENSLOCP00000015306	ENSMGAP00000007129
ENSLOCP00000009702	ENSMGAP00000018271
ENSLOCP00000011845	ENSMGAP00000013059
ENSLOCP00000016373	ENSMGAP00000000896
ENSLOCP00000012691	ENSMGAP00000008514
ENSLOCP00000002636	ENSMGAP00000000489
ENSLOCP00000003858	ENSMGAP00000013456
ENSLOCP00000012502	ENSMGAP00000008472
ENSLOCP00000015089	ENSMGAP00000019046
ENSLOCP00000008606	ENSMGAP00000012577
ENSLOCP00000011222	ENSMGAP00000009756
ENSLOCP00000015313	ENSMGAP00000004981
ENSLOCP00000004899	ENSMGAP00000004702
ENSLOCP00000012852	ENSMGAP00000009050
ENSLOCP00000020669	ENSMGAP00000004914
ENSLOCP00000000848	ENSMGAP00000013618
ENSLOCP00000002113	ENSMGAP00000005684
ENSLOCP00000005603	ENSMGAP00000008297
ENSLOCP00000018492	ENSMGAP00000013729
ENSLOCP00000003227	ENSMGAP00000009571
ENSLOCP00000017980	ENSMGAP00000005595
ENSLOCP00000021518	ENSMGAP00000000408
ENSLOCP00000000950	ENSMGAP00000005483
ENSLOCP00000003960	ENSMGAP00000017941
ENSLOCP00000006542	ENSMGAP00000011270
ENSLOCP00000018626	ENSMGAP00000014534
ENSLOCP00000010374	ENSMGAP00000004122
ENSLOCP00000010533	ENSMGAP00000016219
ENSLOCP00000013905	ENSMGAP00000010509
ENSLOCP00000012905	ENSMGAP00000007718
ENSLOCP00000006926	ENSMGAP00000002666
ENSLOCP00000016317	ENSMGAP00000007023
ENSLOCP00000005330	ENSMGAP00000000090
ENSLOCP00000003724	ENSMGAP00000018225
ENSLOCP00000015654	ENSMGAP00000010333
ENSLOCP00000010968	ENSMGAP00000010501
ENSLOCP00000002084	ENSMGAP00000011872
ENSLOCP00000021628	ENSMGAP00000016999
ENSLOCP00000001549	ENSMGAP00000009726
ENSLOCP00000012180	ENSMGAP00000009990
ENSLOCP00000021227	ENSMGAP00000010990
ENSLOCP00000012451	ENSMGAP00000002550
ENSLOCP00000009029	ENSMGAP00000006691
ENSLOCP00000014573	ENSMGAP00000007315
ENSLOCP00000012099	ENSMGAP00000003641
ENSLOCP00000009487	ENSMGAP00000010551
ENSLOCP00000019692	ENSMGAP00000006130
ENSLOCP00000010857	ENSMGAP00000005537
ENSLOCP00000013777	ENSMGAP00000013038
ENSLOCP00000010446	ENSMGAP00000007829
ENSLOCP00000011923	ENSMGAP00000000006
ENSLOCP00000002763	ENSMGAP00000001343
ENSLOCP00000009545	ENSMGAP00000000112
ENSLOCP00000020425	ENSMGAP00000014302
ENSLOCP00000003958	ENSMGAP00000009761
ENSLOCP00000008106	ENSMGAP00000008234
ENSLOCP00000004399	ENSMGAP00000012081
ENSLOCP00000012442	ENSMGAP00000009621
ENSLOCP00000002495	ENSMGAP00000009113
ENSLOCP00000012157	ENSMGAP00000012984
ENSLOCP00000020582	ENSMGAP00000014823
ENSLOCP00000011436	ENSMGAP00000019167
ENSLOCP00000008053	ENSMGAP00000019081
ENSLOCP00000006413	ENSMGAP00000011499
ENSLOCP00000000343	ENSMGAP00000009494
ENSLOCP00000010503	ENSMGAP00000015662
ENSLOCP00000011027	ENSMGAP00000003143
ENSLOCP00000010720	ENSMGAP00000006196
ENSLOCP00000010346	ENSMGAP00000000855
ENSLOCP00000008202	ENSMGAP00000000538
ENSLOCP00000017505	ENSMGAP00000012414
ENSLOCP00000000681	ENSMGAP00000000608
ENSLOCP00000004788	ENSMGAP00000002496
ENSLOCP00000006171	ENSMGAP00000007818
ENSLOCP00000004935	ENSMGAP00000018062
ENSLOCP00000004854	ENSMGAP00000008322
ENSLOCP00000010094	ENSMGAP00000012084
ENSLOCP00000020418	ENSMGAP00000014299
ENSLOCP00000012200	ENSMGAP00000007992
ENSLOCP00000020111	ENSMGAP00000004972
ENSLOCP00000014736	ENSMGAP00000011099
ENSLOCP00000019693	ENSMGAP00000006124
ENSLOCP00000002760	ENSMGAP00000019712
ENSLOCP00000004653	ENSMGAP00000007459
ENSLOCP00000016821	ENSMGAP00000005944
ENSLOCP00000018937	ENSMGAP00000012045
ENSLOCP00000011155	ENSMGAP00000004015
ENSLOCP00000009384	ENSMGAP00000013653
ENSLOCP00000017475	ENSMGAP00000012545
ENSLOCP00000018518	ENSMGAP00000003511
ENSLOCP00000011132	ENSMGAP00000012107
ENSLOCP00000005437	ENSMGAP00000003912
ENSLOCP00000021255	ENSMGAP00000014854
ENSLOCP00000006277	ENSMGAP00000019734
ENSLOCP00000009514	ENSMGAP00000004137
ENSLOCP00000020831	ENSMGAP00000013476
ENSLOCP00000018484	ENSMGAP00000000885
ENSLOCP00000017578	ENSMGAP00000004321
ENSLOCP00000013859	ENSMGAP00000015855
ENSLOCP00000009968	ENSMGAP00000005996
ENSLOCP00000011731	ENSMGAP00000013076
ENSLOCP00000005375	ENSMGAP00000003941
ENSLOCP00000011227	ENSMGAP00000015922
ENSLOCP00000004819	ENSMGAP00000007278
ENSLOCP00000007888	ENSMGAP00000011388
ENSLOCP00000012904	ENSMGAP00000013448
ENSLOCP00000010390	ENSMGAP00000015961
ENSLOCP00000014156	ENSMGAP00000008266
ENSLOCP00000010003	ENSMGAP00000015989
ENSLOCP00000015978	ENSMGAP00000012867
ENSLOCP00000002252	ENSMGAP00000002214
ENSLOCP00000013577	ENSMGAP00000015060
ENSLOCP00000018656	ENSMGAP00000012149
ENSLOCP00000005951	ENSMGAP00000008682
ENSLOCP00000008194	ENSMGAP00000018065
ENSLOCP00000000626	ENSMGAP00000018547
ENSLOCP00000018877	ENSMGAP00000014470
ENSLOCP00000004589	ENSMGAP00000005915
ENSLOCP00000018862	ENSMGAP00000014461
ENSLOCP00000000634	ENSMGAP00000009531
ENSLOCP00000017245	ENSMGAP00000012208
ENSLOCP00000008266	ENSMGAP00000016072
ENSLOCP00000002556	ENSMGAP00000002541
ENSLOCP00000020566	ENSMGAP00000011942
ENSLOCP00000015908	ENSMGAP00000014198
ENSLOCP00000015523	ENSMGAP00000006064
ENSLOCP00000006254	ENSMGAP00000005271
ENSLOCP00000010458	ENSMGAP00000004791
ENSLOCP00000020751	ENSMGAP00000007268
ENSLOCP00000013482	ENSMGAP00000013297
ENSLOCP00000006625	ENSMGAP00000015896
ENSLOCP00000021251	ENSMGAP00000014852
ENSLOCP00000012044	ENSMGAP00000012743
ENSLOCP00000021127	ENSMGAP00000000317
ENSLOCP00000006115	ENSMGAP00000000076
ENSLOCP00000009756	ENSMGAP00000007962
ENSLOCP00000016270	ENSMGAP00000008674
ENSLOCP00000016963	ENSMGAP00000017264
ENSLOCP00000004100	ENSMGAP00000010049
ENSLOCP00000004993	ENSMGAP00000017943
ENSLOCP00000004682	ENSMGAP00000007370
ENSLOCP00000018262	ENSMGAP00000018707
ENSLOCP00000014400	ENSMGAP00000011814
ENSLOCP00000021055	ENSMGAP00000001627
ENSLOCP00000008293	ENSMGAP00000016073
ENSLOCP00000011704	ENSMGAP00000001880
ENSLOCP00000004254	ENSMGAP00000006290
ENSLOCP00000017422	ENSMGAP00000011160
ENSLOCP00000006460	ENSMGAP00000004559
ENSLOCP00000016832	ENSMGAP00000005979
ENSLOCP00000001078	ENSMGAP00000012835
ENSLOCP00000011342	ENSMGAP00000013274
ENSLOCP00000006501	ENSMGAP00000006052
ENSLOCP00000001358	ENSMGAP00000010156
ENSLOCP00000000100	ENSMGAP00000005418
ENSLOCP00000007934	ENSMGAP00000015131
ENSLOCP00000005941	ENSMGAP00000006201
ENSLOCP00000007424	ENSMGAP00000008601
ENSLOCP00000009850	ENSMGAP00000001389
ENSLOCP00000008916	ENSMGAP00000004675
ENSLOCP00000016827	ENSMGAP00000005189
ENSLOCP00000013737	ENSMGAP00000000847
ENSLOCP00000019959	ENSMGAP00000010993
ENSLOCP00000007327	ENSMGAP00000000338
ENSLOCP00000000977	ENSMGAP00000002135
ENSLOCP00000006647	ENSMGAP00000005010
ENSLOCP00000009267	ENSMGAP00000006893
ENSLOCP00000020492	ENSMGAP00000019132
ENSLOCP00000001053	ENSMGAP00000006592
ENSLOCP00000010180	ENSMGAP00000011300
ENSLOCP00000009719	ENSMGAP00000010754
ENSLOCP00000006299	ENSMGAP00000004315
ENSLOCP00000004799	ENSMGAP00000001784
ENSLOCP00000004344	ENSMGAP00000010185
ENSLOCP00000020070	ENSMGAP00000002264
ENSLOCP00000012253	ENSMGAP00000009623
ENSLOCP00000017553	ENSMGAP00000017642
ENSLOCP00000002902	ENSMGAP00000012636
ENSLOCP00000009504	ENSMGAP00000002791
ENSLOCP00000009544	ENSMGAP00000015490
ENSLOCP00000020052	ENSMGAP00000013581
ENSLOCP00000012457	ENSMGAP00000013518
ENSLOCP00000007111	ENSMGAP00000008222
ENSLOCP00000014599	ENSMGAP00000011082
ENSLOCP00000014764	ENSMGAP00000012640
ENSLOCP00000007893	ENSMGAP00000005335
ENSLOCP00000010433	ENSMGAP00000004049
ENSLOCP00000009059	ENSMGAP00000010198
ENSLOCP00000014169	ENSMGAP00000010775
ENSLOCP00000001636	ENSMGAP00000013373
ENSLOCP00000008666	ENSMGAP00000006254
ENSLOCP00000000552	ENSMGAP00000005754
ENSLOCP00000005885	ENSMGAP00000004838
ENSLOCP00000009926	ENSMGAP00000012170
ENSLOCP00000013607	ENSMGAP00000015059
ENSLOCP00000002257	ENSMGAP00000004268
ENSLOCP00000011161	ENSMGAP00000003361
ENSLOCP00000018490	ENSMGAP00000000645
ENSLOCP00000015818	ENSMGAP00000009390
ENSLOCP00000017183	ENSMGAP00000012140
ENSLOCP00000004276	ENSMGAP00000006287
ENSLOCP00000014015	ENSMGAP00000015837
ENSLOCP00000015930	ENSMGAP00000012823
ENSLOCP00000014371	ENSMGAP00000010183
ENSLOCP00000006045	ENSMGAP00000008193
ENSLOCP00000005340	ENSMGAP00000006083
ENSLOCP00000010110	ENSMGAP00000019665
ENSLOCP00000004252	ENSMGAP00000003248
ENSLOCP00000007898	ENSMGAP00000007828
ENSLOCP00000003875	ENSMGAP00000019388
ENSLOCP00000019248	ENSMGAP00000008130
ENSLOCP00000019547	ENSMGAP00000014884
ENSLOCP00000007283	ENSMGAP00000011236
ENSLOCP00000020317	ENSMGAP00000007880
ENSLOCP00000014229	ENSMGAP00000012311
ENSLOCP00000005909	ENSMGAP00000002780
ENSLOCP00000017646	ENSMGAP00000004445
ENSLOCP00000005059	ENSMGAP00000009183
ENSLOCP00000011180	ENSMGAP00000015368
ENSLOCP00000014109	ENSMGAP00000009602
ENSLOCP00000010087	ENSMGAP00000008299
ENSLOCP00000016431	ENSMGAP00000011956
ENSLOCP00000012066	ENSMGAP00000015738
ENSLOCP00000012840	ENSMGAP00000015289
ENSLOCP00000008359	ENSMGAP00000011579
ENSLOCP00000015892	ENSMGAP00000018762
ENSLOCP00000008997	ENSMGAP00000004876
ENSLOCP00000010622	ENSMGAP00000018248
ENSLOCP00000018800	ENSMGAP00000001528
ENSLOCP00000014777	ENSMGAP00000011191
ENSLOCP00000020860	ENSMGAP00000017385
ENSLOCP00000010303	ENSMGAP00000015661
ENSLOCP00000011466	ENSMGAP00000011439
ENSLOCP00000020640	ENSMGAP00000008500
ENSLOCP00000005879	ENSMGAP00000012801
ENSLOCP00000020927	ENSMGAP00000014448
ENSLOCP00000015234	ENSMGAP00000001922
ENSLOCP00000002112	ENSMGAP00000018732
ENSLOCP00000010879	ENSMGAP00000002091
ENSLOCP00000001740	ENSMGAP00000007890
ENSLOCP00000018634	ENSMGAP00000012179
ENSLOCP00000010017	ENSMGAP00000015984
ENSLOCP00000015991	ENSMGAP00000018335
ENSLOCP00000014681	ENSMGAP00000017426
ENSLOCP00000018861	ENSMGAP00000009803
ENSLOCP00000014150	ENSMGAP00000000082
ENSLOCP00000012783	ENSMGAP00000008390
ENSLOCP00000016125	ENSMGAP00000007434
ENSLOCP00000004748	ENSMGAP00000000993
ENSLOCP00000007440	ENSMGAP00000008586
ENSLOCP00000016168	ENSMGAP00000002872
ENSLOCP00000007956	ENSMGAP00000015130
ENSLOCP00000008041	ENSMGAP00000004188
ENSLOCP00000006113	ENSMGAP00000001746
ENSLOCP00000019992	ENSMGAP00000013768
ENSLOCP00000018966	ENSMGAP00000002413
ENSLOCP00000001224	ENSMGAP00000010158
ENSLOCP00000003585	ENSMGAP00000008124
ENSLOCP00000001845	ENSMGAP00000000715
ENSLOCP00000009268	ENSMGAP00000001639
ENSLOCP00000019298	ENSMGAP00000011226
ENSLOCP00000003688	ENSMGAP00000000208
ENSLOCP00000009165	ENSMGAP00000004964
ENSLOCP00000018781	ENSMGAP00000013563
ENSLOCP00000002837	ENSMGAP00000002031
ENSLOCP00000019080	ENSMGAP00000013434
ENSLOCP00000007169	ENSMGAP00000015871
ENSLOCP00000012455	ENSMGAP00000018540
ENSLOCP00000021235	ENSMGAP00000010288
ENSLOCP00000018561	ENSMGAP00000002854
ENSLOCP00000007335	ENSMGAP00000008498
ENSLOCP00000014404	ENSMGAP00000010748
ENSLOCP00000014873	ENSMGAP00000008419
ENSLOCP00000004966	ENSMGAP00000008839
ENSLOCP00000015057	ENSMGAP00000008574
ENSLOCP00000007032	ENSMGAP00000004347
ENSLOCP00000007854	ENSMGAP00000011378
ENSLOCP00000017511	ENSMGAP00000003293
ENSLOCP00000008940	ENSMGAP00000005317
ENSLOCP00000005551	ENSMGAP00000000977
ENSLOCP00000004684	ENSMGAP00000007153
ENSLOCP00000012335	ENSMGAP00000007659
ENSLOCP00000004144	ENSMGAP00000007302
ENSLOCP00000018281	ENSMGAP00000010337
ENSLOCP00000011752	ENSMGAP00000012694
ENSLOCP00000012924	ENSMGAP00000006426
ENSLOCP00000004998	ENSMGAP00000010194
ENSLOCP00000017115	ENSMGAP00000012019
ENSLOCP00000005361	ENSMGAP00000003385
ENSLOCP00000006027	ENSMGAP00000006469
ENSLOCP00000018830	ENSMGAP00000006590
ENSLOCP00000004627	ENSMGAP00000000243
ENSLOCP00000005520	ENSMGAP00000015428
ENSLOCP00000010592	ENSMGAP00000014013
ENSLOCP00000013093	ENSMGAP00000004666
ENSLOCP00000015337	ENSMGAP00000005665
ENSLOCP00000011983	ENSMGAP00000014127
ENSLOCP00000008225	ENSMGAP00000007458
ENSLOCP00000015316	ENSMGAP00000012422
ENSLOCP00000020262	ENSMGAP00000009098
ENSLOCP00000012748	ENSMGAP00000015717
ENSLOCP00000004171	ENSMGAP00000012798
ENSLOCP00000010929	ENSMGAP00000002131
ENSLOCP00000019648	ENSMGAP00000002340
ENSLOCP00000014348	ENSMGAP00000001826
ENSLOCP00000012032	ENSMGAP00000007905
ENSLOCP00000010852	ENSMGAP00000010018
ENSLOCP00000019003	ENSMGAP00000001811
ENSLOCP00000011976	ENSMGAP00000010560
ENSLOCP00000019385	ENSMGAP00000007751
ENSLOCP00000012932	ENSMGAP00000009580
ENSLOCP00000005431	ENSMGAP00000015819
ENSLOCP00000017027	ENSMGAP00000008366
ENSLOCP00000003849	ENSMGAP00000019274
ENSLOCP00000007540	ENSMGAP00000002721
ENSLOCP00000004094	ENSMGAP00000009353
ENSLOCP00000009360	ENSMGAP00000005932
ENSLOCP00000004412	ENSMGAP00000005330
ENSLOCP00000010099	ENSMGAP00000010498
ENSLOCP00000001250	ENSMGAP00000001133
ENSLOCP00000015959	ENSMGAP00000012845
ENSLOCP00000016923	ENSMGAP00000006398
ENSLOCP00000011328	ENSMGAP00000004019
ENSLOCP00000002632	ENSMGAP00000012568
ENSLOCP00000002166	ENSMGAP00000011830
ENSLOCP00000015657	ENSMGAP00000002568
ENSLOCP00000008768	ENSMGAP00000016147
ENSLOCP00000018395	ENSMGAP00000009190
ENSLOCP00000014850	ENSMGAP00000001545
ENSLOCP00000009950	ENSMGAP00000015639
ENSLOCP00000012426	ENSMGAP00000001783
ENSLOCP00000000108	ENSMGAP00000006988
ENSLOCP00000002015	ENSMGAP00000007001
ENSLOCP00000004155	ENSMGAP00000001204
ENSLOCP00000006276	ENSMGAP00000008441
ENSLOCP00000018681	ENSMGAP00000013800
ENSLOCP00000007912	ENSMGAP00000001042
ENSLOCP00000006687	ENSMGAP00000017580
ENSLOCP00000015780	ENSMGAP00000005130
ENSLOCP00000013241	ENSMGAP00000007505
ENSLOCP00000008237	ENSMGAP00000015396
ENSLOCP00000001985	ENSMGAP00000010414
ENSLOCP00000006574	ENSMGAP00000005651
ENSLOCP00000011495	ENSMGAP00000013231
ENSLOCP00000019900	ENSMGAP00000006717
ENSLOCP00000018507	ENSMGAP00000013671
ENSLOCP00000002958	ENSMGAP00000001380
ENSLOCP00000016756	ENSMGAP00000007546
ENSLOCP00000021331	ENSMGAP00000014094
ENSLOCP00000015964	ENSMGAP00000007814
ENSLOCP00000013267	ENSMGAP00000013959
ENSLOCP00000014231	ENSMGAP00000010896
ENSLOCP00000004947	ENSMGAP00000004497
ENSLOCP00000007634	ENSMGAP00000018144
ENSLOCP00000012213	ENSMGAP00000009048
ENSLOCP00000012268	ENSMGAP00000004661
ENSLOCP00000015687	ENSMGAP00000007535
ENSLOCP00000006139	ENSMGAP00000006738
ENSLOCP00000020635	ENSMGAP00000002484
ENSLOCP00000015810	ENSMGAP00000003415
ENSLOCP00000014425	ENSMGAP00000001559
ENSLOCP00000014835	ENSMGAP00000014587
ENSLOCP00000008487	ENSMGAP00000003633
ENSLOCP00000016548	ENSMGAP00000006114
ENSLOCP00000006624	ENSMGAP00000009237
ENSLOCP00000006979	ENSMGAP00000002447
ENSLOCP00000007565	ENSMGAP00000009782
ENSLOCP00000014350	ENSMGAP00000018129
ENSLOCP00000004954	ENSMGAP00000017646
ENSLOCP00000007129	ENSMGAP00000001147
ENSLOCP00000000308	ENSMGAP00000001591
ENSLOCP00000006836	ENSMGAP00000016098
ENSLOCP00000021362	ENSMGAP00000013726
ENSLOCP00000016791	ENSMGAP00000007138
ENSLOCP00000001002	ENSMGAP00000015047
ENSLOCP00000002270	ENSMGAP00000015472
ENSLOCP00000015885	ENSMGAP00000007995
ENSLOCP00000021196	ENSMGAP00000014206
ENSLOCP00000014246	ENSMGAP00000014081
ENSLOCP00000001521	ENSMGAP00000010048
ENSLOCP00000009499	ENSMGAP00000014943
ENSLOCP00000009310	ENSMGAP00000011536
ENSLOCP00000001213	ENSMGAP00000007253
ENSLOCP00000010759	ENSMGAP00000003548
ENSLOCP00000013614	ENSMGAP00000009104
ENSLOCP00000018513	ENSMGAP00000003477
ENSLOCP00000009513	ENSMGAP00000004839
ENSLOCP00000009888	ENSMGAP00000014740
ENSLOCP00000002669	ENSMGAP00000001927
ENSLOCP00000019186	ENSMGAP00000010253
ENSLOCP00000015274	ENSMGAP00000012723
ENSLOCP00000012952	ENSMGAP00000009557
ENSLOCP00000012788	ENSMGAP00000013738
ENSLOCP00000018404	ENSMGAP00000001390
ENSLOCP00000001944	ENSMGAP00000010441
ENSLOCP00000014421	ENSMGAP00000003623
ENSLOCP00000012105	ENSMGAP00000015734
ENSLOCP00000009728	ENSMGAP00000006207
ENSLOCP00000009809	ENSMGAP00000012235
ENSLOCP00000002610	ENSMGAP00000000158
ENSLOCP00000013159	ENSMGAP00000009079
ENSLOCP00000019058	ENSMGAP00000006680
ENSLOCP00000016828	ENSMGAP00000008050
ENSLOCP00000014917	ENSMGAP00000008324
ENSLOCP00000020339	ENSMGAP00000002782
ENSLOCP00000005943	ENSMGAP00000004763
ENSLOCP00000002387	ENSMGAP00000000430
ENSLOCP00000005622	ENSMGAP00000003910
ENSLOCP00000012204	ENSMGAP00000009948
ENSLOCP00000001590	ENSMGAP00000009732
ENSLOCP00000019605	ENSMGAP00000011702
ENSLOCP00000012656	ENSMGAP00000004659
ENSLOCP00000019196	ENSMGAP00000009143
ENSLOCP00000003503	ENSMGAP00000009684
ENSLOCP00000014971	ENSMGAP00000007310
ENSLOCP00000005274	ENSMGAP00000002202
ENSLOCP00000006549	ENSMGAP00000005584
ENSLOCP00000001719	ENSMGAP00000000397
ENSLOCP00000007090	ENSMGAP00000004169
ENSLOCP00000006382	ENSMGAP00000008982
ENSLOCP00000008176	ENSMGAP00000016070
ENSLOCP00000021327	ENSMGAP00000014101
ENSLOCP00000002228	ENSMGAP00000015471
ENSLOCP00000017008	ENSMGAP00000009373
ENSLOCP00000005914	ENSMGAP00000007160
ENSLOCP00000002701	ENSMGAP00000002850
ENSLOCP00000020943	ENSMGAP00000014426
ENSLOCP00000002198	ENSMGAP00000010298
ENSLOCP00000021319	ENSMGAP00000014842
ENSLOCP00000013861	ENSMGAP00000011766
ENSLOCP00000007931	ENSMGAP00000008776
ENSLOCP00000014300	ENSMGAP00000012745
ENSLOCP00000019721	ENSMGAP00000005987
ENSLOCP00000013244	ENSMGAP00000004980
ENSLOCP00000011883	ENSMGAP00000013085
ENSLOCP00000009272	ENSMGAP00000018933
ENSLOCP00000003723	ENSMGAP00000003613
ENSLOCP00000010669	ENSMGAP00000003735
ENSLOCP00000002853	ENSMGAP00000004658
ENSLOCP00000018892	ENSMGAP00000014332
ENSLOCP00000007692	ENSMGAP00000012379
ENSLOCP00000016042	ENSMGAP00000006419
ENSLOCP00000003929	ENSMGAP00000000694
ENSLOCP00000008419	ENSMGAP00000009832
ENSLOCP00000014869	ENSMGAP00000008278
ENSLOCP00000011066	ENSMGAP00000009874
ENSLOCP00000005484	ENSMGAP00000005867
ENSLOCP00000009793	ENSMGAP00000006121
ENSLOCP00000015869	ENSMGAP00000013033
ENSLOCP00000009596	ENSMGAP00000000117
ENSLOCP00000001731	ENSMGAP00000015666
ENSLOCP00000007349	ENSMGAP00000011267
ENSLOCP00000015590	ENSMGAP00000007109
ENSLOCP00000003059	ENSMGAP00000017796
ENSLOCP00000009192	ENSMGAP00000009914
ENSLOCP00000020650	ENSMGAP00000005051
ENSLOCP00000006725	ENSMGAP00000005950
ENSLOCP00000008499	ENSMGAP00000013774
ENSLOCP00000018482	ENSMGAP00000000708
ENSLOCP00000014132	ENSMGAP00000013823
ENSLOCP00000007143	ENSMGAP00000011285
ENSLOCP00000021961	ENSMGAP00000007125
ENSLOCP00000004454	ENSMGAP00000010052
ENSLOCP00000016227	ENSMGAP00000013124
ENSLOCP00000003938	ENSMGAP00000000157
ENSLOCP00000022010	ENSMGAP00000009380
ENSLOCP00000007808	ENSMGAP00000001269
ENSLOCP00000016904	ENSMGAP00000005137
ENSLOCP00000019530	ENSMGAP00000008563
ENSLOCP00000007773	ENSMGAP00000011322
ENSLOCP00000018026	ENSMGAP00000000178
ENSLOCP00000013169	ENSMGAP00000016058
ENSLOCP00000019083	ENSMGAP00000019441
ENSLOCP00000021907	ENSMGAP00000016573
ENSLOCP00000021589	ENSMGAP00000018054
ENSLOCP00000021977	ENSMGAP00000016872
ENSLOCP00000012920	ENSMGAP00000015301
ENSLOCP00000006086	ENSMGAP00000006407
ENSLOCP00000001652	ENSMGAP00000011715
ENSLOCP00000005371	ENSMGAP00000003559
ENSLOCP00000015053	ENSMGAP00000008590
ENSLOCP00000015211	ENSMGAP00000005076
ENSLOCP00000011068	ENSMGAP00000019403
ENSLOCP00000020143	ENSMGAP00000010796
ENSLOCP00000006236	ENSMGAP00000005438
ENSLOCP00000014461	ENSMGAP00000003509
ENSLOCP00000022377	ENSMGAP00000016638
ENSLOCP00000004806	ENSMGAP00000005073
ENSLOCP00000004401	ENSMGAP00000009884
ENSLOCP00000002881	ENSMGAP00000009491
ENSLOCP00000007589	ENSMGAP00000011663
ENSLOCP00000001928	ENSMGAP00000005522
ENSLOCP00000011963	ENSMGAP00000006380
ENSLOCP00000013197	ENSMGAP00000013561
ENSLOCP00000007530	ENSMGAP00000018199
ENSLOCP00000007513	ENSMGAP00000001068
ENSLOCP00000015592	ENSMGAP00000005855
ENSLOCP00000001527	ENSMGAP00000008810
ENSLOCP00000004522	ENSMGAP00000018743
ENSLOCP00000018341	ENSMGAP00000004506
ENSLOCP00000004038	ENSMGAP00000015521
ENSLOCP00000010836	ENSMGAP00000016474
ENSLOCP00000019050	ENSMGAP00000012791
ENSLOCP00000019723	ENSMGAP00000004240
ENSLOCP00000017455	ENSMGAP00000012560
ENSLOCP00000001332	ENSMGAP00000011742
ENSLOCP00000004427	ENSMGAP00000012077
ENSLOCP00000003701	ENSMGAP00000004579
ENSLOCP00000003085	ENSMGAP00000004924
ENSLOCP00000020699	ENSMGAP00000014879
ENSLOCP00000010306	ENSMGAP00000000523
ENSLOCP00000020252	ENSMGAP00000016767
ENSLOCP00000018100	ENSMGAP00000016754
ENSLOCP00000009547	ENSMGAP00000001836
ENSLOCP00000002820	ENSMGAP00000009629
ENSLOCP00000016807	ENSMGAP00000007181
ENSLOCP00000009438	ENSMGAP00000015569
ENSLOCP00000016400	ENSMGAP00000006318
ENSLOCP00000019023	ENSMGAP00000013613
ENSLOCP00000002724	ENSMGAP00000001361
ENSLOCP00000018080	ENSMGAP00000003008
ENSLOCP00000013695	ENSMGAP00000019584
