ENSTNIP00000006282	ENSDARP00000122973
ENSTNIP00000017768	ENSDARP00000116967
ENSTNIP00000011774	ENSDARP00000092492
ENSTNIP00000012135	ENSDARP00000101528
ENSTNIP00000019432	ENSDARP00000063705
ENSTNIP00000000742	ENSDARP00000021079
ENSTNIP00000012189	ENSDARP00000102179
ENSTNIP00000016706	ENSDARP00000097638
ENSTNIP00000008071	ENSDARP00000086706
ENSTNIP00000019490	ENSDARP00000078621
ENSTNIP00000011769	ENSDARP00000097933
ENSTNIP00000020459	ENSDARP00000129249
ENSTNIP00000005763	ENSDARP00000114850
ENSTNIP00000015431	ENSDARP00000108114
ENSTNIP00000006486	ENSDARP00000092263
ENSTNIP00000003509	ENSDARP00000121602
ENSTNIP00000019063	ENSDARP00000101503
ENSTNIP00000012311	ENSDARP00000100887
ENSTNIP00000005185	ENSDARP00000079072
ENSTNIP00000008974	ENSDARP00000093546
ENSTNIP00000010599	ENSDARP00000123929
ENSTNIP00000014303	ENSDARP00000070091
ENSTNIP00000016356	ENSDARP00000095479
ENSTNIP00000018806	ENSDARP00000108229
ENSTNIP00000019232	ENSDARP00000051863
ENSTNIP00000020005	ENSDARP00000108267
ENSTNIP00000010558	ENSDARP00000082680
ENSTNIP00000015465	ENSDARP00000074083
ENSTNIP00000004930	ENSDARP00000099964
ENSTNIP00000013923	ENSDARP00000032669
ENSTNIP00000016694	ENSDARP00000005687
ENSTNIP00000005307	ENSDARP00000037286
ENSTNIP00000018705	ENSDARP00000121234
ENSTNIP00000012229	ENSDARP00000010440
ENSTNIP00000005492	ENSDARP00000011791
ENSTNIP00000005614	ENSDARP00000030180
ENSTNIP00000002023	ENSDARP00000012821
ENSTNIP00000014276	ENSDARP00000027752
ENSTNIP00000019663	ENSDARP00000103646
ENSTNIP00000012206	ENSDARP00000099540
ENSTNIP00000018949	ENSDARP00000083072
ENSTNIP00000016185	ENSDARP00000061429
ENSTNIP00000012270	ENSDARP00000069881
ENSTNIP00000014916	ENSDARP00000097458
ENSTNIP00000000364	ENSDARP00000111289
ENSTNIP00000012699	ENSDARP00000005747
ENSTNIP00000013807	ENSDARP00000118187
ENSTNIP00000017354	ENSDARP00000115887
ENSTNIP00000013880	ENSDARP00000024635
ENSTNIP00000022523	ENSDARP00000049616
ENSTNIP00000004637	ENSDARP00000006711
ENSTNIP00000018125	ENSDARP00000072494
ENSTNIP00000022534	ENSDARP00000125949
ENSTNIP00000016354	ENSDARP00000100862
ENSTNIP00000019242	ENSDARP00000117284
ENSTNIP00000021134	ENSDARP00000055992
ENSTNIP00000022029	ENSDARP00000095859
ENSTNIP00000012164	ENSDARP00000102888
ENSTNIP00000019772	ENSDARP00000089682
ENSTNIP00000017101	ENSDARP00000100847
ENSTNIP00000000327	ENSDARP00000062134
ENSTNIP00000002678	ENSDARP00000048830
ENSTNIP00000011947	ENSDARP00000106726
ENSTNIP00000012167	ENSDARP00000068329
ENSTNIP00000012171	ENSDARP00000070819
ENSTNIP00000021313	ENSDARP00000057173
ENSTNIP00000021292	ENSDARP00000025370
ENSTNIP00000022601	ENSDARP00000008006
ENSTNIP00000016492	ENSDARP00000104171
ENSTNIP00000013797	ENSDARP00000123985
ENSTNIP00000016224	ENSDARP00000044431
ENSTNIP00000000508	ENSDARP00000086097
ENSTNIP00000006407	ENSDARP00000127427
ENSTNIP00000021756	ENSDARP00000072683
ENSTNIP00000021042	ENSDARP00000008722
ENSTNIP00000017370	ENSDARP00000112199
ENSTNIP00000006147	ENSDARP00000109946
ENSTNIP00000011300	ENSDARP00000086456
ENSTNIP00000012043	ENSDARP00000052429
ENSTNIP00000021584	ENSDARP00000026303
ENSTNIP00000017612	ENSDARP00000099955
ENSTNIP00000018130	ENSDARP00000082248
ENSTNIP00000016080	ENSDARP00000109901
ENSTNIP00000006494	ENSDARP00000018086
ENSTNIP00000005671	ENSDARP00000052702
ENSTNIP00000006014	ENSDARP00000110108
ENSTNIP00000014505	ENSDARP00000092459
ENSTNIP00000021611	ENSDARP00000114832
ENSTNIP00000022484	ENSDARP00000070420
ENSTNIP00000020235	ENSDARP00000059880
ENSTNIP00000016372	ENSDARP00000122743
ENSTNIP00000015199	ENSDARP00000064129
ENSTNIP00000019484	ENSDARP00000062524
ENSTNIP00000020533	ENSDARP00000128367
ENSTNIP00000014047	ENSDARP00000108798
ENSTNIP00000007775	ENSDARP00000008048
ENSTNIP00000011321	ENSDARP00000096160
ENSTNIP00000009269	ENSDARP00000107901
ENSTNIP00000003658	ENSDARP00000065948
ENSTNIP00000006471	ENSDARP00000122700
ENSTNIP00000011655	ENSDARP00000009334
ENSTNIP00000000877	ENSDARP00000094435
ENSTNIP00000009041	ENSDARP00000099008
ENSTNIP00000006507	ENSDARP00000120160
ENSTNIP00000015139	ENSDARP00000098172
ENSTNIP00000018293	ENSDARP00000056276
ENSTNIP00000008744	ENSDARP00000060656
ENSTNIP00000007906	ENSDARP00000030883
ENSTNIP00000014604	ENSDARP00000062506
ENSTNIP00000017379	ENSDARP00000099005
ENSTNIP00000014708	ENSDARP00000117135
ENSTNIP00000009852	ENSDARP00000069022
ENSTNIP00000016468	ENSDARP00000119835
ENSTNIP00000018839	ENSDARP00000011948
ENSTNIP00000018022	ENSDARP00000114416
ENSTNIP00000003414	ENSDARP00000099345
ENSTNIP00000021381	ENSDARP00000124755
ENSTNIP00000012340	ENSDARP00000102893
ENSTNIP00000021215	ENSDARP00000053680
ENSTNIP00000019798	ENSDARP00000087268
ENSTNIP00000012770	ENSDARP00000113081
ENSTNIP00000009629	ENSDARP00000097886
ENSTNIP00000021185	ENSDARP00000119733
ENSTNIP00000015342	ENSDARP00000114128
ENSTNIP00000019460	ENSDARP00000102840
ENSTNIP00000017328	ENSDARP00000101819
ENSTNIP00000006499	ENSDARP00000109333
ENSTNIP00000016456	ENSDARP00000108339
ENSTNIP00000012776	ENSDARP00000081531
ENSTNIP00000015576	ENSDARP00000055133
ENSTNIP00000019966	ENSDARP00000002900
ENSTNIP00000022712	ENSDARP00000102483
ENSTNIP00000019164	ENSDARP00000104600
ENSTNIP00000020016	ENSDARP00000026028
ENSTNIP00000019668	ENSDARP00000105104
ENSTNIP00000019218	ENSDARP00000120873
ENSTNIP00000001156	ENSDARP00000111230
ENSTNIP00000020521	ENSDARP00000129039
ENSTNIP00000019691	ENSDARP00000123302
ENSTNIP00000016432	ENSDARP00000050270
ENSTNIP00000015755	ENSDARP00000044496
ENSTNIP00000002318	ENSDARP00000019361
ENSTNIP00000007795	ENSDARP00000117568
ENSTNIP00000012490	ENSDARP00000074403
ENSTNIP00000019055	ENSDARP00000040498
ENSTNIP00000004711	ENSDARP00000098310
ENSTNIP00000016940	ENSDARP00000087316
ENSTNIP00000016646	ENSDARP00000117266
ENSTNIP00000019851	ENSDARP00000063157
ENSTNIP00000006768	ENSDARP00000108625
ENSTNIP00000009130	ENSDARP00000021469
ENSTNIP00000012267	ENSDARP00000101657
ENSTNIP00000008556	ENSDARP00000075309
ENSTNIP00000009841	ENSDARP00000044986
ENSTNIP00000015469	ENSDARP00000078852
ENSTNIP00000022996	ENSDARP00000061273
ENSTNIP00000000202	ENSDARP00000106181
ENSTNIP00000015801	ENSDARP00000008451
ENSTNIP00000008346	ENSDARP00000113818
ENSTNIP00000014029	ENSDARP00000010471
ENSTNIP00000005312	ENSDARP00000095438
ENSTNIP00000015691	ENSDARP00000022588
ENSTNIP00000014372	ENSDARP00000003167
ENSTNIP00000018430	ENSDARP00000026957
ENSTNIP00000017392	ENSDARP00000073819
ENSTNIP00000001394	ENSDARP00000113712
ENSTNIP00000010286	ENSDARP00000112959
ENSTNIP00000012784	ENSDARP00000069502
ENSTNIP00000016451	ENSDARP00000107276
ENSTNIP00000017352	ENSDARP00000002126
ENSTNIP00000008554	ENSDARP00000096983
ENSTNIP00000012790	ENSDARP00000077752
ENSTNIP00000012873	ENSDARP00000050944
ENSTNIP00000004955	ENSDARP00000128287
ENSTNIP00000009595	ENSDARP00000041334
ENSTNIP00000012201	ENSDARP00000004845
ENSTNIP00000021325	ENSDARP00000116319
ENSTNIP00000005511	ENSDARP00000097627
ENSTNIP00000005909	ENSDARP00000045209
ENSTNIP00000006062	ENSDARP00000102352
ENSTNIP00000015989	ENSDARP00000091530
ENSTNIP00000007560	ENSDARP00000096244
ENSTNIP00000008363	ENSDARP00000116785
ENSTNIP00000008607	ENSDARP00000067425
ENSTNIP00000000156	ENSDARP00000090213
ENSTNIP00000012611	ENSDARP00000061048
ENSTNIP00000020400	ENSDARP00000052445
ENSTNIP00000018135	ENSDARP00000062402
ENSTNIP00000012242	ENSDARP00000036199
ENSTNIP00000020006	ENSDARP00000013020
ENSTNIP00000015741	ENSDARP00000128713
ENSTNIP00000015122	ENSDARP00000084075
ENSTNIP00000003367	ENSDARP00000127292
ENSTNIP00000021596	ENSDARP00000052659
ENSTNIP00000012482	ENSDARP00000111313
ENSTNIP00000007512	ENSDARP00000110077
ENSTNIP00000021109	ENSDARP00000086466
ENSTNIP00000006797	ENSDARP00000022543
ENSTNIP00000014284	ENSDARP00000086332
ENSTNIP00000005875	ENSDARP00000007187
ENSTNIP00000008133	ENSDARP00000110858
ENSTNIP00000012409	ENSDARP00000107156
ENSTNIP00000008046	ENSDARP00000005448
ENSTNIP00000020630	ENSDARP00000018261
ENSTNIP00000007414	ENSDARP00000052513
ENSTNIP00000017501	ENSDARP00000103031
ENSTNIP00000022341	ENSDARP00000122466
ENSTNIP00000017534	ENSDARP00000025098
ENSTNIP00000007926	ENSDARP00000009564
ENSTNIP00000008415	ENSDARP00000110297
ENSTNIP00000014521	ENSDARP00000032834
ENSTNIP00000011218	ENSDARP00000111213
ENSTNIP00000006514	ENSDARP00000059027
ENSTNIP00000019737	ENSDARP00000118039
ENSTNIP00000020515	ENSDARP00000107134
ENSTNIP00000008539	ENSDARP00000008834
ENSTNIP00000004530	ENSDARP00000092575
ENSTNIP00000010370	ENSDARP00000094476
ENSTNIP00000013482	ENSDARP00000078028
ENSTNIP00000015932	ENSDARP00000039659
ENSTNIP00000013613	ENSDARP00000109820
ENSTNIP00000021874	ENSDARP00000071196
ENSTNIP00000010454	ENSDARP00000070807
ENSTNIP00000018367	ENSDARP00000050823
ENSTNIP00000016174	ENSDARP00000118571
ENSTNIP00000006148	ENSDARP00000053324
ENSTNIP00000009177	ENSDARP00000003894
ENSTNIP00000010387	ENSDARP00000076726
ENSTNIP00000008174	ENSDARP00000060548
ENSTNIP00000015796	ENSDARP00000101029
ENSTNIP00000003922	ENSDARP00000042969
ENSTNIP00000014442	ENSDARP00000055608
ENSTNIP00000003755	ENSDARP00000089057
ENSTNIP00000004993	ENSDARP00000029873
ENSTNIP00000015364	ENSDARP00000127309
ENSTNIP00000010833	ENSDARP00000103413
ENSTNIP00000014589	ENSDARP00000013898
ENSTNIP00000018681	ENSDARP00000069465
ENSTNIP00000021696	ENSDARP00000090241
ENSTNIP00000004842	ENSDARP00000053446
ENSTNIP00000001195	ENSDARP00000088236
ENSTNIP00000015243	ENSDARP00000048536
ENSTNIP00000014175	ENSDARP00000029568
ENSTNIP00000020947	ENSDARP00000072921
ENSTNIP00000020800	ENSDARP00000107420
ENSTNIP00000004057	ENSDARP00000068663
ENSTNIP00000017876	ENSDARP00000116123
ENSTNIP00000000457	ENSDARP00000035368
ENSTNIP00000017360	ENSDARP00000122972
ENSTNIP00000013292	ENSDARP00000067056
ENSTNIP00000018960	ENSDARP00000118624
ENSTNIP00000016762	ENSDARP00000126180
ENSTNIP00000005461	ENSDARP00000027364
ENSTNIP00000013491	ENSDARP00000122326
ENSTNIP00000017199	ENSDARP00000029912
ENSTNIP00000018737	ENSDARP00000106007
ENSTNIP00000021971	ENSDARP00000091027
ENSTNIP00000018683	ENSDARP00000026717
ENSTNIP00000019211	ENSDARP00000106906
ENSTNIP00000014460	ENSDARP00000106821
ENSTNIP00000012258	ENSDARP00000086000
ENSTNIP00000011899	ENSDARP00000107010
ENSTNIP00000014419	ENSDARP00000038172
ENSTNIP00000017967	ENSDARP00000113555
ENSTNIP00000014917	ENSDARP00000087097
ENSTNIP00000011345	ENSDARP00000004795
ENSTNIP00000002617	ENSDARP00000111413
ENSTNIP00000016062	ENSDARP00000102377
ENSTNIP00000022150	ENSDARP00000106976
ENSTNIP00000007345	ENSDARP00000070715
ENSTNIP00000012694	ENSDARP00000105255
ENSTNIP00000022900	ENSDARP00000003412
ENSTNIP00000015099	ENSDARP00000090550
ENSTNIP00000014088	ENSDARP00000125927
ENSTNIP00000007620	ENSDARP00000060560
ENSTNIP00000020363	ENSDARP00000118543
ENSTNIP00000012689	ENSDARP00000073408
ENSTNIP00000009255	ENSDARP00000011017
ENSTNIP00000013727	ENSDARP00000077375
ENSTNIP00000007335	ENSDARP00000127080
ENSTNIP00000017755	ENSDARP00000116763
ENSTNIP00000019162	ENSDARP00000070145
ENSTNIP00000013960	ENSDARP00000114486
ENSTNIP00000007899	ENSDARP00000022349
ENSTNIP00000021064	ENSDARP00000061327
ENSTNIP00000008829	ENSDARP00000013733
ENSTNIP00000013839	ENSDARP00000041465
ENSTNIP00000014904	ENSDARP00000068688
ENSTNIP00000022978	ENSDARP00000028126
ENSTNIP00000021356	ENSDARP00000122169
ENSTNIP00000010930	ENSDARP00000067740
ENSTNIP00000016757	ENSDARP00000019987
ENSTNIP00000019210	ENSDARP00000118006
ENSTNIP00000019721	ENSDARP00000108433
ENSTNIP00000010245	ENSDARP00000093456
ENSTNIP00000023085	ENSDARP00000032177
ENSTNIP00000002512	ENSDARP00000072773
ENSTNIP00000007036	ENSDARP00000069193
ENSTNIP00000012528	ENSDARP00000119133
ENSTNIP00000010316	ENSDARP00000109341
ENSTNIP00000010112	ENSDARP00000121867
ENSTNIP00000009317	ENSDARP00000100226
ENSTNIP00000022480	ENSDARP00000097573
ENSTNIP00000012869	ENSDARP00000108853
ENSTNIP00000019505	ENSDARP00000076084
ENSTNIP00000001389	ENSDARP00000107522
ENSTNIP00000018648	ENSDARP00000119406
ENSTNIP00000014014	ENSDARP00000129342
ENSTNIP00000007830	ENSDARP00000124273
ENSTNIP00000016884	ENSDARP00000086969
ENSTNIP00000016933	ENSDARP00000107701
ENSTNIP00000013255	ENSDARP00000098845
ENSTNIP00000014507	ENSDARP00000019686
ENSTNIP00000004440	ENSDARP00000096054
ENSTNIP00000018317	ENSDARP00000121551
ENSTNIP00000017891	ENSDARP00000100662
ENSTNIP00000017071	ENSDARP00000101762
ENSTNIP00000013632	ENSDARP00000109497
ENSTNIP00000013135	ENSDARP00000059207
ENSTNIP00000019048	ENSDARP00000123502
ENSTNIP00000022450	ENSDARP00000097719
ENSTNIP00000014306	ENSDARP00000107108
ENSTNIP00000010331	ENSDARP00000122327
ENSTNIP00000016767	ENSDARP00000081874
ENSTNIP00000009766	ENSDARP00000086003
ENSTNIP00000016449	ENSDARP00000078196
ENSTNIP00000014142	ENSDARP00000114578
ENSTNIP00000016944	ENSDARP00000104216
ENSTNIP00000019387	ENSDARP00000123831
ENSTNIP00000010863	ENSDARP00000083819
ENSTNIP00000012686	ENSDARP00000043219
ENSTNIP00000007981	ENSDARP00000076500
ENSTNIP00000010442	ENSDARP00000120692
ENSTNIP00000014305	ENSDARP00000009538
ENSTNIP00000022723	ENSDARP00000122644
ENSTNIP00000011608	ENSDARP00000063831
ENSTNIP00000009679	ENSDARP00000104835
ENSTNIP00000022299	ENSDARP00000058937
ENSTNIP00000015202	ENSDARP00000102730
ENSTNIP00000017621	ENSDARP00000105328
ENSTNIP00000010308	ENSDARP00000012269
ENSTNIP00000007403	ENSDARP00000102518
ENSTNIP00000022410	ENSDARP00000106339
ENSTNIP00000017611	ENSDARP00000120218
ENSTNIP00000013486	ENSDARP00000101048
ENSTNIP00000013059	ENSDARP00000120885
ENSTNIP00000001640	ENSDARP00000122576
ENSTNIP00000005458	ENSDARP00000084356
ENSTNIP00000011844	ENSDARP00000110479
ENSTNIP00000003561	ENSDARP00000069701
ENSTNIP00000021119	ENSDARP00000106512
ENSTNIP00000021541	ENSDARP00000101519
ENSTNIP00000014506	ENSDARP00000108006
ENSTNIP00000012533	ENSDARP00000065659
ENSTNIP00000019398	ENSDARP00000120123
ENSTNIP00000018833	ENSDARP00000068994
ENSTNIP00000019015	ENSDARP00000064602
ENSTNIP00000016089	ENSDARP00000088426
ENSTNIP00000014297	ENSDARP00000079522
ENSTNIP00000010068	ENSDARP00000058734
ENSTNIP00000012170	ENSDARP00000052804
ENSTNIP00000015201	ENSDARP00000049372
ENSTNIP00000006138	ENSDARP00000128168
ENSTNIP00000014889	ENSDARP00000105392
ENSTNIP00000013596	ENSDARP00000002156
ENSTNIP00000007330	ENSDARP00000007855
ENSTNIP00000014884	ENSDARP00000034489
ENSTNIP00000012357	ENSDARP00000105757
ENSTNIP00000020614	ENSDARP00000006893
ENSTNIP00000010859	ENSDARP00000075651
ENSTNIP00000018571	ENSDARP00000057644
ENSTNIP00000008784	ENSDARP00000102457
ENSTNIP00000012446	ENSDARP00000106566
ENSTNIP00000005235	ENSDARP00000129150
ENSTNIP00000021991	ENSDARP00000111075
ENSTNIP00000008233	ENSDARP00000114812
ENSTNIP00000016912	ENSDARP00000073605
ENSTNIP00000007348	ENSDARP00000123826
ENSTNIP00000008827	ENSDARP00000037150
ENSTNIP00000021908	ENSDARP00000060929
ENSTNIP00000012016	ENSDARP00000086671
ENSTNIP00000018467	ENSDARP00000114322
ENSTNIP00000002688	ENSDARP00000116823
ENSTNIP00000020024	ENSDARP00000127741
ENSTNIP00000014234	ENSDARP00000081481
ENSTNIP00000016157	ENSDARP00000068459
ENSTNIP00000005654	ENSDARP00000025374
ENSTNIP00000017401	ENSDARP00000101352
ENSTNIP00000019229	ENSDARP00000065364
ENSTNIP00000021742	ENSDARP00000058691
ENSTNIP00000018825	ENSDARP00000043316
ENSTNIP00000017393	ENSDARP00000072577
ENSTNIP00000015173	ENSDARP00000110504
ENSTNIP00000021826	ENSDARP00000089759
ENSTNIP00000014510	ENSDARP00000124874
ENSTNIP00000013473	ENSDARP00000069088
ENSTNIP00000005686	ENSDARP00000110731
ENSTNIP00000007721	ENSDARP00000054593
ENSTNIP00000016013	ENSDARP00000069196
ENSTNIP00000007924	ENSDARP00000100961
ENSTNIP00000018618	ENSDARP00000095078
ENSTNIP00000021145	ENSDARP00000053493
ENSTNIP00000014824	ENSDARP00000099245
ENSTNIP00000012669	ENSDARP00000007488
ENSTNIP00000020300	ENSDARP00000063028
ENSTNIP00000020855	ENSDARP00000079481
ENSTNIP00000014358	ENSDARP00000050220
ENSTNIP00000011645	ENSDARP00000004741
ENSTNIP00000009056	ENSDARP00000075985
ENSTNIP00000009275	ENSDARP00000011930
ENSTNIP00000012734	ENSDARP00000125711
ENSTNIP00000005263	ENSDARP00000019647
ENSTNIP00000018608	ENSDARP00000083707
ENSTNIP00000010665	ENSDARP00000087114
ENSTNIP00000013052	ENSDARP00000113970
ENSTNIP00000009828	ENSDARP00000016602
ENSTNIP00000005349	ENSDARP00000111366
ENSTNIP00000003773	ENSDARP00000094716
ENSTNIP00000014595	ENSDARP00000128020
ENSTNIP00000007093	ENSDARP00000059403
ENSTNIP00000021477	ENSDARP00000045900
ENSTNIP00000021376	ENSDARP00000009453
ENSTNIP00000022158	ENSDARP00000083361
ENSTNIP00000017715	ENSDARP00000099454
ENSTNIP00000006484	ENSDARP00000111645
ENSTNIP00000016658	ENSDARP00000109430
ENSTNIP00000020090	ENSDARP00000126166
ENSTNIP00000018547	ENSDARP00000016362
ENSTNIP00000020909	ENSDARP00000052619
ENSTNIP00000000131	ENSDARP00000126906
ENSTNIP00000014090	ENSDARP00000108040
ENSTNIP00000002180	ENSDARP00000104299
ENSTNIP00000006633	ENSDARP00000078292
ENSTNIP00000007304	ENSDARP00000128305
ENSTNIP00000012871	ENSDARP00000115967
ENSTNIP00000002823	ENSDARP00000006784
ENSTNIP00000019318	ENSDARP00000119593
ENSTNIP00000010391	ENSDARP00000066893
ENSTNIP00000004365	ENSDARP00000002228
ENSTNIP00000010962	ENSDARP00000012146
ENSTNIP00000010028	ENSDARP00000122154
ENSTNIP00000013962	ENSDARP00000067261
ENSTNIP00000019589	ENSDARP00000053472
ENSTNIP00000011603	ENSDARP00000021989
ENSTNIP00000015784	ENSDARP00000041804
ENSTNIP00000013336	ENSDARP00000068919
ENSTNIP00000017095	ENSDARP00000021463
ENSTNIP00000010067	ENSDARP00000109517
ENSTNIP00000010127	ENSDARP00000005405
ENSTNIP00000017892	ENSDARP00000093036
ENSTNIP00000021370	ENSDARP00000005740
ENSTNIP00000017606	ENSDARP00000104110
ENSTNIP00000011786	ENSDARP00000054395
ENSTNIP00000020033	ENSDARP00000120219
ENSTNIP00000003611	ENSDARP00000127401
ENSTNIP00000003535	ENSDARP00000007148
ENSTNIP00000019326	ENSDARP00000092693
ENSTNIP00000005532	ENSDARP00000077265
ENSTNIP00000020861	ENSDARP00000080599
ENSTNIP00000002092	ENSDARP00000080965
ENSTNIP00000000177	ENSDARP00000096423
ENSTNIP00000013770	ENSDARP00000084079
ENSTNIP00000008635	ENSDARP00000023828
ENSTNIP00000009098	ENSDARP00000111927
ENSTNIP00000021378	ENSDARP00000070246
ENSTNIP00000010043	ENSDARP00000002983
ENSTNIP00000014579	ENSDARP00000043944
ENSTNIP00000015405	ENSDARP00000047081
ENSTNIP00000014466	ENSDARP00000115842
ENSTNIP00000021762	ENSDARP00000128296
ENSTNIP00000013721	ENSDARP00000115626
ENSTNIP00000020678	ENSDARP00000110167
ENSTNIP00000013139	ENSDARP00000126974
ENSTNIP00000016558	ENSDARP00000108156
ENSTNIP00000004848	ENSDARP00000090549
ENSTNIP00000004019	ENSDARP00000127635
ENSTNIP00000017580	ENSDARP00000065090
ENSTNIP00000019209	ENSDARP00000091977
ENSTNIP00000009824	ENSDARP00000118806
ENSTNIP00000011437	ENSDARP00000015994
ENSTNIP00000006109	ENSDARP00000072328
ENSTNIP00000012053	ENSDARP00000006153
ENSTNIP00000006795	ENSDARP00000103673
ENSTNIP00000014535	ENSDARP00000103396
ENSTNIP00000017032	ENSDARP00000052085
ENSTNIP00000020021	ENSDARP00000128125
ENSTNIP00000020859	ENSDARP00000104514
ENSTNIP00000008921	ENSDARP00000058887
ENSTNIP00000009748	ENSDARP00000053866
ENSTNIP00000020589	ENSDARP00000094646
ENSTNIP00000020153	ENSDARP00000127679
ENSTNIP00000021212	ENSDARP00000122575
ENSTNIP00000021213	ENSDARP00000126575
ENSTNIP00000020299	ENSDARP00000063037
ENSTNIP00000009885	ENSDARP00000098853
ENSTNIP00000013543	ENSDARP00000061616
ENSTNIP00000011296	ENSDARP00000095483
ENSTNIP00000014886	ENSDARP00000122047
ENSTNIP00000014440	ENSDARP00000083758
ENSTNIP00000011104	ENSDARP00000094402
ENSTNIP00000014831	ENSDARP00000004158
ENSTNIP00000021138	ENSDARP00000086481
ENSTNIP00000021034	ENSDARP00000126403
ENSTNIP00000006823	ENSDARP00000120545
ENSTNIP00000005829	ENSDARP00000085538
ENSTNIP00000001710	ENSDARP00000108367
ENSTNIP00000014122	ENSDARP00000128046
ENSTNIP00000000181	ENSDARP00000122586
ENSTNIP00000006349	ENSDARP00000108933
ENSTNIP00000017035	ENSDARP00000117381
ENSTNIP00000012261	ENSDARP00000067628
ENSTNIP00000002859	ENSDARP00000129396
ENSTNIP00000014467	ENSDARP00000127533
ENSTNIP00000005403	ENSDARP00000038553
ENSTNIP00000015075	ENSDARP00000126404
ENSTNIP00000011799	ENSDARP00000008825
ENSTNIP00000021373	ENSDARP00000062835
ENSTNIP00000016043	ENSDARP00000103887
ENSTNIP00000008849	ENSDARP00000066987
ENSTNIP00000006479	ENSDARP00000088082
ENSTNIP00000009490	ENSDARP00000079617
ENSTNIP00000006478	ENSDARP00000101080
ENSTNIP00000009432	ENSDARP00000003663
ENSTNIP00000013906	ENSDARP00000122610
ENSTNIP00000011919	ENSDARP00000111137
ENSTNIP00000001544	ENSDARP00000121787
ENSTNIP00000009205	ENSDARP00000129279
ENSTNIP00000011372	ENSDARP00000113353
ENSTNIP00000014062	ENSDARP00000047734
ENSTNIP00000009240	ENSDARP00000111957
ENSTNIP00000016664	ENSDARP00000098812
ENSTNIP00000007832	ENSDARP00000126967
ENSTNIP00000016800	ENSDARP00000087581
ENSTNIP00000022072	ENSDARP00000113065
ENSTNIP00000007672	ENSDARP00000091193
ENSTNIP00000022436	ENSDARP00000080259
ENSTNIP00000021155	ENSDARP00000103393
ENSTNIP00000015809	ENSDARP00000070836
ENSTNIP00000017872	ENSDARP00000047443
ENSTNIP00000004415	ENSDARP00000128247
ENSTNIP00000010976	ENSDARP00000078154
ENSTNIP00000007223	ENSDARP00000100182
ENSTNIP00000014712	ENSDARP00000042900
ENSTNIP00000012795	ENSDARP00000068606
ENSTNIP00000015700	ENSDARP00000106901
ENSTNIP00000013360	ENSDARP00000063286
ENSTNIP00000013709	ENSDARP00000006365
ENSTNIP00000012787	ENSDARP00000038848
ENSTNIP00000011420	ENSDARP00000035759
ENSTNIP00000014699	ENSDARP00000113686
ENSTNIP00000009496	ENSDARP00000099119
ENSTNIP00000015890	ENSDARP00000072402
ENSTNIP00000007194	ENSDARP00000113867
ENSTNIP00000003861	ENSDARP00000029000
ENSTNIP00000016413	ENSDARP00000112213
ENSTNIP00000005127	ENSDARP00000086780
ENSTNIP00000019873	ENSDARP00000046383
ENSTNIP00000011487	ENSDARP00000112957
ENSTNIP00000022588	ENSDARP00000127845
ENSTNIP00000009415	ENSDARP00000027094
ENSTNIP00000007801	ENSDARP00000021126
ENSTNIP00000017188	ENSDARP00000073614
ENSTNIP00000011785	ENSDARP00000054976
ENSTNIP00000015504	ENSDARP00000083040
ENSTNIP00000022530	ENSDARP00000004160
ENSTNIP00000004480	ENSDARP00000089754
ENSTNIP00000020143	ENSDARP00000106085
ENSTNIP00000012599	ENSDARP00000023547
ENSTNIP00000008601	ENSDARP00000074783
ENSTNIP00000002294	ENSDARP00000101044
ENSTNIP00000019814	ENSDARP00000040421
ENSTNIP00000014468	ENSDARP00000089702
ENSTNIP00000013774	ENSDARP00000065921
ENSTNIP00000013607	ENSDARP00000083512
ENSTNIP00000008953	ENSDARP00000107103
ENSTNIP00000015365	ENSDARP00000102339
ENSTNIP00000020564	ENSDARP00000114200
ENSTNIP00000012623	ENSDARP00000127404
ENSTNIP00000006713	ENSDARP00000052941
