ENSMGAP00000004951	ENSP00000262384
ENSMGAP00000007278	ENSP00000401112
ENSMGAP00000011388	ENSP00000399518
ENSMGAP00000013448	ENSP00000286639
ENSMGAP00000015961	ENSP00000369071
ENSMGAP00000008266	ENSP00000416330
ENSMGAP00000015989	ENSP00000369473
ENSMGAP00000012867	ENSP00000261435
ENSMGAP00000011582	ENSP00000449535
ENSMGAP00000015060	ENSP00000308179
ENSMGAP00000012149	ENSP00000448165
ENSMGAP00000013246	ENSP00000249014
ENSMGAP00000014470	ENSP00000346442
ENSMGAP00000005915	ENSP00000412130
ENSMGAP00000014461	ENSP00000384491
ENSMGAP00000009531	ENSP00000380713
ENSMGAP00000012208	ENSP00000432695
ENSMGAP00000016072	ENSP00000415885
ENSMGAP00000009247	ENSP00000411471
ENSMGAP00000002541	ENSP00000445001
ENSMGAP00000006064	ENSP00000343885
ENSMGAP00000004791	ENSP00000307746
ENSMGAP00000000560	ENSP00000316527
ENSMGAP00000013297	ENSP00000335246
ENSMGAP00000012063	ENSP00000360266
ENSMGAP00000000317	ENSP00000410768
ENSMGAP00000013599	ENSP00000378710
ENSMGAP00000000076	ENSP00000278919
ENSMGAP00000008674	ENSP00000370607
ENSMGAP00000017264	ENSP00000351132
ENSMGAP00000010049	ENSP00000321971
ENSMGAP00000017943	ENSP00000268482
ENSMGAP00000018707	ENSP00000384792
ENSMGAP00000011814	ENSP00000393099
ENSMGAP00000016073	ENSP00000282251
ENSMGAP00000001880	ENSP00000406885
ENSMGAP00000006290	ENSP00000433126
ENSMGAP00000011160	ENSP00000327650
ENSMGAP00000005979	ENSP00000253577
ENSMGAP00000012835	ENSP00000265316
ENSMGAP00000013274	ENSP00000287394
ENSMGAP00000008997	ENSP00000347444
ENSMGAP00000003017	ENSP00000387361
ENSMGAP00000006052	ENSP00000235329
ENSMGAP00000010156	ENSP00000420617
ENSMGAP00000011227	ENSP00000357040
ENSMGAP00000015131	ENSP00000347672
ENSMGAP00000006488	ENSP00000347464
ENSMGAP00000005917	ENSP00000378338
ENSMGAP00000006201	ENSP00000387471
ENSMGAP00000001389	ENSP00000419765
ENSMGAP00000005189	ENSP00000453872
ENSMGAP00000000847	ENSP00000269439
ENSMGAP00000010993	ENSP00000247843
ENSMGAP00000000338	ENSP00000306983
ENSMGAP00000006893	ENSP00000365388
ENSMGAP00000010754	ENSP00000335060
ENSMGAP00000010185	ENSP00000216144
ENSMGAP00000002264	ENSP00000295304
ENSMGAP00000009623	ENSP00000428054
ENSMGAP00000017642	ENSP00000452796
ENSMGAP00000012636	ENSP00000379390
ENSMGAP00000015490	ENSP00000367841
ENSMGAP00000012640	ENSP00000422037
ENSMGAP00000005335	ENSP00000265978
ENSMGAP00000004049	ENSP00000413196
ENSMGAP00000010775	ENSP00000383986
ENSMGAP00000013373	ENSP00000258484
ENSMGAP00000006254	ENSP00000263062
ENSMGAP00000005754	ENSP00000315070
ENSMGAP00000004838	ENSP00000318868
ENSMGAP00000009379	ENSP00000379182
ENSMGAP00000015059	ENSP00000358451
ENSMGAP00000009301	ENSP00000229328
ENSMGAP00000004268	ENSP00000254101
ENSMGAP00000003361	ENSP00000265087
ENSMGAP00000000645	ENSP00000290271
ENSMGAP00000009390	ENSP00000313432
ENSMGAP00000005612	ENSP00000430493
ENSMGAP00000014114	ENSP00000256079
ENSMGAP00000008193	ENSP00000344789
ENSMGAP00000006083	ENSP00000341044
ENSMGAP00000003248	ENSP00000361795
ENSMGAP00000004524	ENSP00000300574
ENSMGAP00000007828	ENSP00000346300
ENSMGAP00000008130	ENSP00000272091
ENSMGAP00000014884	ENSP00000264705
ENSMGAP00000011236	ENSP00000262105
ENSMGAP00000007880	ENSP00000368174
ENSMGAP00000004445	ENSP00000331897
ENSMGAP00000015368	ENSP00000286835
ENSMGAP00000009602	ENSP00000336587
ENSMGAP00000008299	ENSP00000268383
ENSMGAP00000011956	ENSP00000326534
ENSMGAP00000015289	ENSP00000420200
ENSMGAP00000011579	ENSP00000396704
ENSMGAP00000018762	ENSP00000411532
ENSMGAP00000004876	ENSP00000396995
ENSMGAP00000001528	ENSP00000360147
ENSMGAP00000011191	ENSP00000421566
ENSMGAP00000015661	ENSP00000186436
ENSMGAP00000000657	ENSP00000386787
ENSMGAP00000011439	ENSP00000379457
ENSMGAP00000004523	ENSP00000261942
ENSMGAP00000008500	ENSP00000316476
ENSMGAP00000012801	ENSP00000392217
ENSMGAP00000002876	ENSP00000375857
ENSMGAP00000001922	ENSP00000231572
ENSMGAP00000007890	ENSP00000217372
ENSMGAP00000012179	ENSP00000279907
ENSMGAP00000015984	ENSP00000313851
ENSMGAP00000018335	ENSP00000303427
ENSMGAP00000017426	ENSP00000379680
ENSMGAP00000009803	ENSP00000218516
ENSMGAP00000000082	ENSP00000468424
ENSMGAP00000008390	ENSP00000367407
ENSMGAP00000000993	ENSP00000168977
ENSMGAP00000008586	ENSP00000299866
ENSMGAP00000015130	ENSP00000261448
ENSMGAP00000006258	ENSP00000357057
ENSMGAP00000004188	ENSP00000354251
ENSMGAP00000001746	ENSP00000293373
ENSMGAP00000002413	ENSP00000254029
ENSMGAP00000010158	ENSP00000379894
ENSMGAP00000012618	ENSP00000418648
ENSMGAP00000008124	ENSP00000354612
ENSMGAP00000000715	ENSP00000356438
ENSMGAP00000011226	ENSP00000244571
ENSMGAP00000000208	ENSP00000353826
ENSMGAP00000003835	ENSP00000353463
ENSMGAP00000013563	ENSP00000376583
ENSMGAP00000002031	ENSP00000325941
ENSMGAP00000018540	ENSP00000394700
ENSMGAP00000010288	ENSP00000389039
ENSMGAP00000008839	ENSP00000308430
ENSMGAP00000004347	ENSP00000361731
ENSMGAP00000011378	ENSP00000402935
ENSMGAP00000000977	ENSP00000312587
ENSMGAP00000007153	ENSP00000263960
ENSMGAP00000000026	ENSP00000349860
ENSMGAP00000007659	ENSP00000253778
ENSMGAP00000007302	ENSP00000313854
ENSMGAP00000010337	ENSP00000336994
ENSMGAP00000010194	ENSP00000286733
ENSMGAP00000012019	ENSP00000371152
ENSMGAP00000003385	ENSP00000308976
ENSMGAP00000006469	ENSP00000341819
ENSMGAP00000006590	ENSP00000347626
ENSMGAP00000000243	ENSP00000319664
ENSMGAP00000014013	ENSP00000327436
ENSMGAP00000010274	ENSP00000464162
ENSMGAP00000014830	ENSP00000370896
ENSMGAP00000005665	ENSP00000336721
ENSMGAP00000014127	ENSP00000352510
ENSMGAP00000012422	ENSP00000344424
ENSMGAP00000015717	ENSP00000264047
ENSMGAP00000002131	ENSP00000404676
ENSMGAP00000002340	ENSP00000249344
ENSMGAP00000001826	ENSP00000358810
ENSMGAP00000010838	ENSP00000403396
ENSMGAP00000010018	ENSP00000359634
ENSMGAP00000003556	ENSP00000343000
ENSMGAP00000007751	ENSP00000423933
ENSMGAP00000009580	ENSP00000253814
ENSMGAP00000008366	ENSP00000312837
ENSMGAP00000019274	ENSP00000262305
ENSMGAP00000002721	ENSP00000368341
ENSMGAP00000009353	ENSP00000348538
ENSMGAP00000008727	ENSP00000222511
ENSMGAP00000005330	ENSP00000359859
ENSMGAP00000010498	ENSP00000280800
ENSMGAP00000012544	ENSP00000240617
ENSMGAP00000006398	ENSP00000311257
ENSMGAP00000004019	ENSP00000298596
ENSMGAP00000012568	ENSP00000273668
ENSMGAP00000009190	ENSP00000362935
ENSMGAP00000001545	ENSP00000399259
ENSMGAP00000016231	ENSP00000386722
ENSMGAP00000015639	ENSP00000324549
ENSMGAP00000011967	ENSP00000374484
ENSMGAP00000007001	ENSP00000266068
ENSMGAP00000001204	ENSP00000294409
ENSMGAP00000008441	ENSP00000259457
ENSMGAP00000005146	ENSP00000286692
ENSMGAP00000013800	ENSP00000258534
ENSMGAP00000017580	ENSP00000254663
ENSMGAP00000005130	ENSP00000323927
ENSMGAP00000007505	ENSP00000366460
ENSMGAP00000014525	ENSP00000195654
ENSMGAP00000015396	ENSP00000382104
ENSMGAP00000010414	ENSP00000256925
ENSMGAP00000005651	ENSP00000279101
ENSMGAP00000013231	ENSP00000306881
ENSMGAP00000005318	ENSP00000415436
ENSMGAP00000008860	ENSP00000384198
ENSMGAP00000004044	ENSP00000326170
ENSMGAP00000007546	ENSP00000265056
ENSMGAP00000007814	ENSP00000335651
ENSMGAP00000010896	ENSP00000371420
ENSMGAP00000004497	ENSP00000402758
ENSMGAP00000009048	ENSP00000404700
ENSMGAP00000009227	ENSP00000457991
ENSMGAP00000004661	ENSP00000262719
ENSMGAP00000006738	ENSP00000272771
ENSMGAP00000002484	ENSP00000302530
ENSMGAP00000003415	ENSP00000287598
ENSMGAP00000001559	ENSP00000364976
ENSMGAP00000014587	ENSP00000379042
ENSMGAP00000003633	ENSP00000366620
ENSMGAP00000006114	ENSP00000379619
ENSMGAP00000006463	ENSP00000400252
ENSMGAP00000002447	ENSP00000362092
ENSMGAP00000014433	ENSP00000358423
ENSMGAP00000001147	ENSP00000367498
ENSMGAP00000001591	ENSP00000356669
ENSMGAP00000008182	ENSP00000362774
ENSMGAP00000011449	ENSP00000419465
ENSMGAP00000013726	ENSP00000315680
ENSMGAP00000015047	ENSP00000360107
ENSMGAP00000015472	ENSP00000404232
ENSMGAP00000007995	ENSP00000307041
ENSMGAP00000014206	ENSP00000357928
ENSMGAP00000010048	ENSP00000263966
ENSMGAP00000014943	ENSP00000229268
ENSMGAP00000009104	ENSP00000309477
ENSMGAP00000001927	ENSP00000356634
ENSMGAP00000010253	ENSP00000438468
ENSMGAP00000012723	ENSP00000295448
ENSMGAP00000013738	ENSP00000370031
ENSMGAP00000001390	ENSP00000268057
ENSMGAP00000010441	ENSP00000341874
ENSMGAP00000003623	ENSP00000369162
ENSMGAP00000012235	ENSP00000357835
ENSMGAP00000000158	ENSP00000298251
ENSMGAP00000009079	ENSP00000377980
ENSMGAP00000006680	ENSP00000312379
ENSMGAP00000012257	ENSP00000298492
ENSMGAP00000002782	ENSP00000366225
ENSMGAP00000007132	ENSP00000365529
ENSMGAP00000004763	ENSP00000321636
ENSMGAP00000000430	ENSP00000381773
ENSMGAP00000001536	ENSP00000262419
ENSMGAP00000003910	ENSP00000281772
ENSMGAP00000008405	ENSP00000367453
ENSMGAP00000009948	ENSP00000419494
ENSMGAP00000011702	ENSP00000233099
ENSMGAP00000004659	ENSP00000350734
ENSMGAP00000001654	ENSP00000262198
ENSMGAP00000009684	ENSP00000379346
ENSMGAP00000007310	ENSP00000415203
ENSMGAP00000002202	ENSP00000367880
ENSMGAP00000005584	ENSP00000226218
ENSMGAP00000000397	ENSP00000399679
ENSMGAP00000008982	ENSP00000359600
ENSMGAP00000016070	ENSP00000436785
ENSMGAP00000014101	ENSP00000353557
ENSMGAP00000007160	ENSP00000265245
ENSMGAP00000014426	ENSP00000451261
ENSMGAP00000010298	ENSP00000269214
ENSMGAP00000012745	ENSP00000216259
ENSMGAP00000005987	ENSP00000400958
ENSMGAP00000004980	ENSP00000358617
ENSMGAP00000013085	ENSP00000345206
ENSMGAP00000018933	ENSP00000341243
ENSMGAP00000013974	ENSP00000456594
ENSMGAP00000003735	ENSP00000314396
ENSMGAP00000012379	ENSP00000266395
ENSMGAP00000006419	ENSP00000328412
ENSMGAP00000000694	ENSP00000300051
ENSMGAP00000009832	ENSP00000264167
ENSMGAP00000008278	ENSP00000384262
ENSMGAP00000005867	ENSP00000228476
ENSMGAP00000014202	ENSP00000357920
ENSMGAP00000006121	ENSP00000273480
ENSMGAP00000000117	ENSP00000271732
ENSMGAP00000003000	ENSP00000339207
ENSMGAP00000007109	ENSP00000389948
ENSMGAP00000009914	ENSP00000264779
ENSMGAP00000001539	ENSP00000428765
ENSMGAP00000019494	ENSP00000357900
ENSMGAP00000011285	ENSP00000353739
ENSMGAP00000013124	ENSP00000264864
ENSMGAP00000000157	ENSP00000360687
ENSMGAP00000009380	ENSP00000297146
ENSMGAP00000005137	ENSP00000335261
ENSMGAP00000008563	ENSP00000223023
ENSMGAP00000012046	ENSP00000233202
ENSMGAP00000016058	ENSP00000260270
ENSMGAP00000016573	ENSP00000280258
ENSMGAP00000016872	ENSP00000440870
ENSMGAP00000015301	ENSP00000263780
ENSMGAP00000006407	ENSP00000258198
ENSMGAP00000011715	ENSP00000273130
ENSMGAP00000008590	ENSP00000262065
ENSMGAP00000005438	ENSP00000251588
ENSMGAP00000003509	ENSP00000309899
ENSMGAP00000016638	ENSP00000361721
ENSMGAP00000005073	ENSP00000313811
ENSMGAP00000013433	ENSP00000216117
ENSMGAP00000009491	ENSP00000459214
ENSMGAP00000011663	ENSP00000360623
ENSMGAP00000005522	ENSP00000304292
ENSMGAP00000006380	ENSP00000340836
ENSMGAP00000005602	ENSP00000361345
ENSMGAP00000013561	ENSP00000261534
ENSMGAP00000018199	ENSP00000361302
ENSMGAP00000005855	ENSP00000265174
ENSMGAP00000016474	ENSP00000349393
ENSMGAP00000012560	ENSP00000216446
ENSMGAP00000011742	ENSP00000390849
ENSMGAP00000004924	ENSP00000476668
ENSMGAP00000005680	ENSP00000397644
ENSMGAP00000000523	ENSP00000290524
ENSMGAP00000001836	ENSP00000398076
ENSMGAP00000007181	ENSP00000280193
ENSMGAP00000015569	ENSP00000297904
ENSMGAP00000006318	ENSP00000288266
ENSMGAP00000001361	ENSP00000376523
ENSMGAP00000003008	ENSP00000452746
ENSMGAP00000019584	ENSP00000387261
ENSMGAP00000003359	ENSP00000365725
ENSMGAP00000014546	ENSP00000336693
ENSMGAP00000013342	ENSP00000040738
ENSMGAP00000011835	ENSP00000344829
ENSMGAP00000009411	ENSP00000012049
ENSMGAP00000008199	ENSP00000386414
ENSMGAP00000006251	ENSP00000362109
ENSMGAP00000002497	ENSP00000309092
ENSMGAP00000011791	ENSP00000350949
ENSMGAP00000007325	ENSP00000453129
ENSMGAP00000004641	ENSP00000465930
ENSMGAP00000017508	ENSP00000367276
ENSMGAP00000005231	ENSP00000278174
ENSMGAP00000002061	ENSP00000362836
ENSMGAP00000005940	ENSP00000355747
ENSMGAP00000012263	ENSP00000326366
ENSMGAP00000009116	ENSP00000398089
ENSMGAP00000008912	ENSP00000460825
ENSMGAP00000003054	ENSP00000291495
ENSMGAP00000009892	ENSP00000261883
ENSMGAP00000012675	ENSP00000352463
ENSMGAP00000004311	ENSP00000323074
ENSMGAP00000005713	ENSP00000358541
ENSMGAP00000005898	ENSP00000355741
ENSMGAP00000005980	ENSP00000296657
ENSMGAP00000008473	ENSP00000301190
ENSMGAP00000014541	ENSP00000371472
ENSMGAP00000014265	ENSP00000330382
ENSMGAP00000001241	ENSP00000346508
ENSMGAP00000008401	ENSP00000373610
ENSMGAP00000014224	ENSP00000230122
ENSMGAP00000002634	ENSP00000475670
ENSMGAP00000003531	ENSP00000473983
ENSMGAP00000001759	ENSP00000340691
ENSMGAP00000001391	ENSP00000454646
ENSMGAP00000000179	ENSP00000299709
ENSMGAP00000008692	ENSP00000345361
ENSMGAP00000007509	ENSP00000359370
ENSMGAP00000001281	ENSP00000363329
ENSMGAP00000002641	ENSP00000259392
ENSMGAP00000011875	ENSP00000273986
ENSMGAP00000004020	ENSP00000269391
ENSMGAP00000009458	ENSP00000262370
ENSMGAP00000001291	ENSP00000456348
ENSMGAP00000003478	ENSP00000281631
ENSMGAP00000002830	ENSP00000236850
ENSMGAP00000002809	ENSP00000350425
ENSMGAP00000002406	ENSP00000308258
ENSMGAP00000012727	ENSP00000430548
ENSMGAP00000013639	ENSP00000350509
ENSMGAP00000007021	ENSP00000436455
ENSMGAP00000002120	ENSP00000386862
ENSMGAP00000011817	ENSP00000383185
ENSMGAP00000012503	ENSP00000330278
ENSMGAP00000010519	ENSP00000282406
ENSMGAP00000011505	ENSP00000361522
ENSMGAP00000014083	ENSP00000411124
ENSMGAP00000013571	ENSP00000216468
ENSMGAP00000006817	ENSP00000203407
ENSMGAP00000002289	ENSP00000355720
ENSMGAP00000003880	ENSP00000394085
ENSMGAP00000002807	ENSP00000328835
ENSMGAP00000017542	ENSP00000281047
ENSMGAP00000002398	ENSP00000362987
ENSMGAP00000009519	ENSP00000359699
ENSMGAP00000016992	ENSP00000317039
ENSMGAP00000015438	ENSP00000317327
ENSMGAP00000009505	ENSP00000360437
ENSMGAP00000017676	ENSP00000323635
ENSMGAP00000001524	ENSP00000379441
ENSMGAP00000007884	ENSP00000276201
ENSMGAP00000009248	ENSP00000435897
ENSMGAP00000009783	ENSP00000265271
ENSMGAP00000015822	ENSP00000267229
ENSMGAP00000016071	ENSP00000265840
ENSMGAP00000002733	ENSP00000326342
ENSMGAP00000005462	ENSP00000362123
ENSMGAP00000005017	ENSP00000261441
ENSMGAP00000019365	ENSP00000334040
ENSMGAP00000014305	ENSP00000247225
ENSMGAP00000004476	ENSP00000315137
ENSMGAP00000005813	ENSP00000290291
ENSMGAP00000003638	ENSP00000279146
ENSMGAP00000004608	ENSP00000278836
ENSMGAP00000011021	ENSP00000440626
ENSMGAP00000014398	ENSP00000342518
ENSMGAP00000012526	ENSP00000355577
ENSMGAP00000000969	ENSP00000268097
ENSMGAP00000000842	ENSP00000261416
ENSMGAP00000004909	ENSP00000326604
ENSMGAP00000008245	ENSP00000267102
ENSMGAP00000003258	ENSP00000348888
ENSMGAP00000011412	ENSP00000323246
ENSMGAP00000001872	ENSP00000434199
ENSMGAP00000009811	ENSP00000415899
ENSMGAP00000014485	ENSP00000298288
ENSMGAP00000015108	ENSP00000295628
ENSMGAP00000006814	ENSP00000379568
ENSMGAP00000005558	ENSP00000349874
ENSMGAP00000018563	ENSP00000368414
ENSMGAP00000012166	ENSP00000424544
ENSMGAP00000005303	ENSP00000356256
ENSMGAP00000000725	ENSP00000262144
ENSMGAP00000010084	ENSP00000293883
ENSMGAP00000011681	ENSP00000296411
ENSMGAP00000010365	ENSP00000315152
ENSMGAP00000014200	ENSP00000357907
ENSMGAP00000007424	ENSP00000243253
ENSMGAP00000004511	ENSP00000298428
ENSMGAP00000000056	ENSP00000419879
ENSMGAP00000008457	ENSP00000295887
ENSMGAP00000003364	ENSP00000362894
ENSMGAP00000014313	ENSP00000234677
ENSMGAP00000008282	ENSP00000369346
ENSMGAP00000015326	ENSP00000299295
ENSMGAP00000000513	ENSP00000354669
ENSMGAP00000000021	ENSP00000358120
ENSMGAP00000011078	ENSP00000376568
ENSMGAP00000002249	ENSP00000285848
ENSMGAP00000010473	ENSP00000295890
ENSMGAP00000013072	ENSP00000387128
ENSMGAP00000000581	ENSP00000339958
ENSMGAP00000015303	ENSP00000381436
ENSMGAP00000014123	ENSP00000320957
ENSMGAP00000001581	ENSP00000356299
ENSMGAP00000006383	ENSP00000433361
ENSMGAP00000012048	ENSP00000348565
ENSMGAP00000007103	ENSP00000312017
ENSMGAP00000001193	ENSP00000252674
ENSMGAP00000007506	ENSP00000310841
ENSMGAP00000002205	ENSP00000338171
ENSMGAP00000011098	ENSP00000005587
ENSMGAP00000002688	ENSP00000370503
ENSMGAP00000010966	ENSP00000274008
ENSMGAP00000007360	ENSP00000305494
ENSMGAP00000009330	ENSP00000319814
ENSMGAP00000008896	ENSP00000319788
ENSMGAP00000004326	ENSP00000337773
ENSMGAP00000015759	ENSP00000257347
ENSMGAP00000014092	ENSP00000342604
ENSMGAP00000013248	ENSP00000265018
ENSMGAP00000001086	ENSP00000350833
ENSMGAP00000015473	ENSP00000367309
ENSMGAP00000015475	ENSP00000340684
ENSMGAP00000003176	ENSP00000373594
ENSMGAP00000004941	ENSP00000349181
ENSMGAP00000006899	ENSP00000367038
ENSMGAP00000014446	ENSP00000378725
ENSMGAP00000008249	ENSP00000263026
ENSMGAP00000011446	ENSP00000398048
ENSMGAP00000003136	ENSP00000423660
ENSMGAP00000007665	ENSP00000414856
ENSMGAP00000017273	ENSP00000231061
ENSMGAP00000011932	ENSP00000360366
ENSMGAP00000003707	ENSP00000374014
ENSMGAP00000007975	ENSP00000317000
ENSMGAP00000010961	ENSP00000391774
ENSMGAP00000004742	ENSP00000345412
ENSMGAP00000002753	ENSP00000339449
ENSMGAP00000009998	ENSP00000293879
ENSMGAP00000003266	ENSP00000387654
ENSMGAP00000002993	ENSP00000274569
ENSMGAP00000014226	ENSP00000337226
ENSMGAP00000016851	ENSP00000326933
ENSMGAP00000008171	ENSP00000441000
ENSMGAP00000007597	ENSP00000304670
ENSMGAP00000010360	ENSP00000257575
ENSMGAP00000009423	ENSP00000384477
ENSMGAP00000014238	ENSP00000383936
ENSMGAP00000012519	ENSP00000285419
ENSMGAP00000005255	ENSP00000324810
ENSMGAP00000008817	ENSP00000354772
ENSMGAP00000005667	ENSP00000369141
ENSMGAP00000005943	ENSP00000398181
ENSMGAP00000008600	ENSP00000212355
ENSMGAP00000019279	ENSP00000384610
ENSMGAP00000006559	ENSP00000368066
ENSMGAP00000015051	ENSP00000316339
ENSMGAP00000019637	ENSP00000313050
ENSMGAP00000008434	ENSP00000297056
ENSMGAP00000007219	ENSP00000276893
ENSMGAP00000004340	ENSP00000348069
ENSMGAP00000012698	ENSP00000354476
ENSMGAP00000015245	ENSP00000420298
ENSMGAP00000009984	ENSP00000361557
ENSMGAP00000017970	ENSP00000401264
ENSMGAP00000017254	ENSP00000249396
ENSMGAP00000002050	ENSP00000372191
ENSMGAP00000012738	ENSP00000302485
ENSMGAP00000010783	ENSP00000442318
ENSMGAP00000004932	ENSP00000420270
ENSMGAP00000003448	ENSP00000409279
ENSMGAP00000011626	ENSP00000298746
ENSMGAP00000009284	ENSP00000409256
ENSMGAP00000002181	ENSP00000332148
ENSMGAP00000005479	ENSP00000470652
ENSMGAP00000007531	ENSP00000226021
ENSMGAP00000014599	ENSP00000324403
ENSMGAP00000005442	ENSP00000362144
ENSMGAP00000011563	ENSP00000378145
ENSMGAP00000016771	ENSP00000295324
ENSMGAP00000000065	ENSP00000252992
ENSMGAP00000006340	ENSP00000274192
ENSMGAP00000004717	ENSP00000351138
ENSMGAP00000009819	ENSP00000359827
ENSMGAP00000000899	ENSP00000262866
ENSMGAP00000013552	ENSP00000394049
ENSMGAP00000009194	ENSP00000380690
ENSMGAP00000014439	ENSP00000257787
ENSMGAP00000007286	ENSP00000453854
ENSMGAP00000018770	ENSP00000364965
ENSMGAP00000017028	ENSP00000368758
ENSMGAP00000016843	ENSP00000229955
ENSMGAP00000000639	ENSP00000252338
ENSMGAP00000004961	ENSP00000340176
ENSMGAP00000011630	ENSP00000360642
ENSMGAP00000006167	ENSP00000261844
ENSMGAP00000019304	ENSP00000367823
ENSMGAP00000000468	ENSP00000354991
ENSMGAP00000008256	ENSP00000359333
ENSMGAP00000007527	ENSP00000360757
ENSMGAP00000017413	ENSP00000349364
ENSMGAP00000011479	ENSP00000393785
ENSMGAP00000002944	ENSP00000303580
ENSMGAP00000013016	ENSP00000351740
ENSMGAP00000005773	ENSP00000341597
ENSMGAP00000005668	ENSP00000252998
ENSMGAP00000018838	ENSP00000371297
ENSMGAP00000013089	ENSP00000407118
ENSMGAP00000008198	ENSP00000374049
ENSMGAP00000013288	ENSP00000428205
ENSMGAP00000014772	ENSP00000276326
ENSMGAP00000017189	ENSP00000476603
ENSMGAP00000017107	ENSP00000363433
ENSMGAP00000014347	ENSP00000379512
ENSMGAP00000005248	ENSP00000262301
ENSMGAP00000002256	ENSP00000185150
ENSMGAP00000001202	ENSP00000301452
ENSMGAP00000001929	ENSP00000232974
ENSMGAP00000013728	ENSP00000324587
ENSMGAP00000016552	ENSP00000309548
ENSMGAP00000016796	ENSP00000379503
ENSMGAP00000012009	ENSP00000258399
ENSMGAP00000000244	ENSP00000254227
ENSMGAP00000016285	ENSP00000368253
ENSMGAP00000016881	ENSP00000355902
ENSMGAP00000004105	ENSP00000362122
ENSMGAP00000015867	ENSP00000367198
ENSMGAP00000011960	ENSP00000381302
ENSMGAP00000012445	ENSP00000350698
ENSMGAP00000013692	ENSP00000354053
ENSMGAP00000000224	ENSP00000385730
ENSMGAP00000016515	ENSP00000337512
ENSMGAP00000001955	ENSP00000378464
ENSMGAP00000018342	ENSP00000392452
ENSMGAP00000015134	ENSP00000326063
ENSMGAP00000001609	ENSP00000366582
ENSMGAP00000019543	ENSP00000429763
ENSMGAP00000014812	ENSP00000266556
ENSMGAP00000009910	ENSP00000404833
ENSMGAP00000019210	ENSP00000356574
ENSMGAP00000002719	ENSP00000351536
ENSMGAP00000000352	ENSP00000356476
ENSMGAP00000015492	ENSP00000367879
ENSMGAP00000016939	ENSP00000384794
ENSMGAP00000002165	ENSP00000236709
ENSMGAP00000018164	ENSP00000410964
ENSMGAP00000001469	ENSP00000276461
ENSMGAP00000005453	ENSP00000187762
ENSMGAP00000007083	ENSP00000274382
ENSMGAP00000015023	ENSP00000284486
ENSMGAP00000004577	ENSP00000362684
ENSMGAP00000000420	ENSP00000386935
ENSMGAP00000004428	ENSP00000302413
ENSMGAP00000005210	ENSP00000371278
ENSMGAP00000014942	ENSP00000315130
ENSMGAP00000010130	ENSP00000383449
ENSMGAP00000014095	ENSP00000229595
ENSMGAP00000015879	ENSP00000025301
ENSMGAP00000018970	ENSP00000375909
ENSMGAP00000018328	ENSP00000270139
ENSMGAP00000001127	ENSP00000422464
ENSMGAP00000016085	ENSP00000376865
ENSMGAP00000010852	ENSP00000308772
ENSMGAP00000009530	ENSP00000320076
ENSMGAP00000006313	ENSP00000376141
ENSMGAP00000013991	ENSP00000320924
ENSMGAP00000010118	ENSP00000376330
ENSMGAP00000013263	ENSP00000356426
ENSMGAP00000015509	ENSP00000368215
ENSMGAP00000005854	ENSP00000387282
ENSMGAP00000003969	ENSP00000303222
ENSMGAP00000011013	ENSP00000361060
ENSMGAP00000009929	ENSP00000378313
ENSMGAP00000009664	ENSP00000274496
ENSMGAP00000012734	ENSP00000332772
ENSMGAP00000000033	ENSP00000367172
ENSMGAP00000000035	ENSP00000329292
ENSMGAP00000014164	ENSP00000307552
ENSMGAP00000003675	ENSP00000219345
ENSMGAP00000013305	ENSP00000226279
ENSMGAP00000013318	ENSP00000265016
