ENSP00000262384	ENSLOCP00000009128
ENSP00000377547	ENSLOCP00000011508
ENSP00000316335	ENSLOCP00000014338
ENSP00000225893	ENSLOCP00000007178
ENSP00000280665	ENSLOCP00000020541
ENSP00000475920	ENSLOCP00000017381
ENSP00000365693	ENSLOCP00000014580
ENSP00000347324	ENSLOCP00000019898
ENSP00000248306	ENSLOCP00000020156
ENSP00000357199	ENSLOCP00000009804
ENSP00000474090	ENSLOCP00000007139
ENSP00000330032	ENSLOCP00000012523
ENSP00000434724	ENSLOCP00000007177
ENSP00000455068	ENSLOCP00000003703
ENSP00000315731	ENSLOCP00000017224
ENSP00000338573	ENSLOCP00000018106
ENSP00000397679	ENSLOCP00000008758
ENSP00000425963	ENSLOCP00000013170
ENSP00000347834	ENSLOCP00000007410
ENSP00000363478	ENSLOCP00000003175
ENSP00000307305	ENSLOCP00000006378
ENSP00000296595	ENSLOCP00000002169
ENSP00000162044	ENSLOCP00000005802
ENSP00000215885	ENSLOCP00000009251
ENSP00000301039	ENSLOCP00000006973
ENSP00000290881	ENSLOCP00000003841
ENSP00000367570	ENSLOCP00000011249
ENSP00000354013	ENSLOCP00000007246
ENSP00000260130	ENSLOCP00000006319
ENSP00000422338	ENSLOCP00000016755
ENSP00000454380	ENSLOCP00000003719
ENSP00000382670	ENSLOCP00000015300
ENSP00000367214	ENSLOCP00000012833
ENSP00000220822	ENSLOCP00000004311
ENSP00000464893	ENSLOCP00000014236
ENSP00000378015	ENSLOCP00000013019
ENSP00000417498	ENSLOCP00000020133
ENSP00000257910	ENSLOCP00000004729
ENSP00000398632	ENSLOCP00000001560
ENSP00000256178	ENSLOCP00000004550
ENSP00000272902	ENSLOCP00000013572
ENSP00000341938	ENSLOCP00000005014
ENSP00000369257	ENSLOCP00000008679
ENSP00000382895	ENSLOCP00000000267
ENSP00000319974	ENSLOCP00000006220
ENSP00000443411	ENSLOCP00000000906
ENSP00000262477	ENSLOCP00000002800
ENSP00000284694	ENSLOCP00000009451
ENSP00000264448	ENSLOCP00000002119
ENSP00000362562	ENSLOCP00000002291
ENSP00000442400	ENSLOCP00000019748
ENSP00000355167	ENSLOCP00000009562
ENSP00000300177	ENSLOCP00000015510
ENSP00000318650	ENSLOCP00000021472
ENSP00000387091	ENSLOCP00000008263
ENSP00000288167	ENSLOCP00000017440
ENSP00000320936	ENSLOCP00000019878
ENSP00000336894	ENSLOCP00000012165
ENSP00000300131	ENSLOCP00000005267
ENSP00000328269	ENSLOCP00000007426
ENSP00000371133	ENSLOCP00000017550
ENSP00000360222	ENSLOCP00000012150
ENSP00000330433	ENSLOCP00000017966
ENSP00000458791	ENSLOCP00000003476
ENSP00000393795	ENSLOCP00000005874
ENSP00000409933	ENSLOCP00000015295
ENSP00000369604	ENSLOCP00000019746
ENSP00000272907	ENSLOCP00000011652
ENSP00000300179	ENSLOCP00000016683
ENSP00000238561	ENSLOCP00000010738
ENSP00000207549	ENSLOCP00000014264
ENSP00000302936	ENSLOCP00000000635
ENSP00000352329	ENSLOCP00000012917
ENSP00000264498	ENSLOCP00000003316
ENSP00000444433	ENSLOCP00000022006
ENSP00000243346	ENSLOCP00000001837
ENSP00000395590	ENSLOCP00000015066
ENSP00000406084	ENSLOCP00000014124
ENSP00000409789	ENSLOCP00000009472
ENSP00000295571	ENSLOCP00000012398
ENSP00000344125	ENSLOCP00000022423
ENSP00000310565	ENSLOCP00000022260
ENSP00000332151	ENSLOCP00000020975
ENSP00000354891	ENSLOCP00000011082
ENSP00000300056	ENSLOCP00000017691
ENSP00000455607	ENSLOCP00000003946
ENSP00000348632	ENSLOCP00000008042
ENSP00000381698	ENSLOCP00000010858
ENSP00000294168	ENSLOCP00000002511
ENSP00000263080	ENSLOCP00000004324
ENSP00000420682	ENSLOCP00000003712
ENSP00000262844	ENSLOCP00000017029
ENSP00000385158	ENSLOCP00000019823
ENSP00000286544	ENSLOCP00000013511
ENSP00000342840	ENSLOCP00000017720
ENSP00000314518	ENSLOCP00000002064
ENSP00000369853	ENSLOCP00000005536
ENSP00000338885	ENSLOCP00000004500
ENSP00000360138	ENSLOCP00000015778
ENSP00000307214	ENSLOCP00000004918
ENSP00000382021	ENSLOCP00000006488
ENSP00000364502	ENSLOCP00000012149
ENSP00000248958	ENSLOCP00000002428
ENSP00000247020	ENSLOCP00000006924
ENSP00000289921	ENSLOCP00000018934
ENSP00000325827	ENSLOCP00000004111
ENSP00000308339	ENSLOCP00000005403
ENSP00000252136	ENSLOCP00000002961
ENSP00000362027	ENSLOCP00000006425
ENSP00000261488	ENSLOCP00000006848
ENSP00000337146	ENSLOCP00000018908
ENSP00000356524	ENSLOCP00000012556
ENSP00000359680	ENSLOCP00000015792
ENSP00000230990	ENSLOCP00000015423
ENSP00000345728	ENSLOCP00000017113
ENSP00000300128	ENSLOCP00000005252
ENSP00000386292	ENSLOCP00000012141
ENSP00000393316	ENSLOCP00000014721
ENSP00000246024	ENSLOCP00000020303
ENSP00000448228	ENSLOCP00000005063
ENSP00000227065	ENSLOCP00000017050
ENSP00000361338	ENSLOCP00000007596
ENSP00000262966	ENSLOCP00000007994
ENSP00000418734	ENSLOCP00000010813
ENSP00000454268	ENSLOCP00000010075
ENSP00000216479	ENSLOCP00000016184
ENSP00000167106	ENSLOCP00000013031
ENSP00000355932	ENSLOCP00000001042
ENSP00000434412	ENSLOCP00000001112
ENSP00000263921	ENSLOCP00000017421
ENSP00000362601	ENSLOCP00000018732
ENSP00000396445	ENSLOCP00000012603
ENSP00000301391	ENSLOCP00000003086
ENSP00000220676	ENSLOCP00000006766
ENSP00000323879	ENSLOCP00000002195
ENSP00000335091	ENSLOCP00000003940
ENSP00000284116	ENSLOCP00000001382
ENSP00000382241	ENSLOCP00000005345
ENSP00000234831	ENSLOCP00000003793
ENSP00000259803	ENSLOCP00000020869
ENSP00000368805	ENSLOCP00000016189
ENSP00000398930	ENSLOCP00000013377
ENSP00000262018	ENSLOCP00000016063
ENSP00000248248	ENSLOCP00000017853
ENSP00000296473	ENSLOCP00000013349
ENSP00000229758	ENSLOCP00000019081
ENSP00000403293	ENSLOCP00000011884
ENSP00000361564	ENSLOCP00000002607
ENSP00000408058	ENSLOCP00000002159
ENSP00000245787	ENSLOCP00000003751
ENSP00000361596	ENSLOCP00000008218
ENSP00000321856	ENSLOCP00000022365
ENSP00000383938	ENSLOCP00000019761
ENSP00000269209	ENSLOCP00000000609
ENSP00000384593	ENSLOCP00000020155
ENSP00000364126	ENSLOCP00000017811
ENSP00000331965	ENSLOCP00000005396
ENSP00000363193	ENSLOCP00000018939
ENSP00000463334	ENSLOCP00000016418
ENSP00000343140	ENSLOCP00000012041
ENSP00000386840	ENSLOCP00000010064
ENSP00000262487	ENSLOCP00000019671
ENSP00000341490	ENSLOCP00000010686
ENSP00000261879	ENSLOCP00000018332
ENSP00000358105	ENSLOCP00000008058
ENSP00000355621	ENSLOCP00000019397
ENSP00000451131	ENSLOCP00000011456
ENSP00000205636	ENSLOCP00000001628
ENSP00000262570	ENSLOCP00000019247
ENSP00000475005	ENSLOCP00000011303
ENSP00000386710	ENSLOCP00000011590
ENSP00000438115	ENSLOCP00000009575
ENSP00000010299	ENSLOCP00000005654
ENSP00000351631	ENSLOCP00000009217
ENSP00000338777	ENSLOCP00000017817
ENSP00000242285	ENSLOCP00000013706
ENSP00000309415	ENSLOCP00000014633
ENSP00000362704	ENSLOCP00000002801
ENSP00000332716	ENSLOCP00000019436
ENSP00000256759	ENSLOCP00000008399
ENSP00000166139	ENSLOCP00000006190
ENSP00000308535	ENSLOCP00000014859
ENSP00000284031	ENSLOCP00000006517
ENSP00000364945	ENSLOCP00000000833
ENSP00000391524	ENSLOCP00000020750
ENSP00000311401	ENSLOCP00000016347
ENSP00000327323	ENSLOCP00000001336
ENSP00000434887	ENSLOCP00000022222
ENSP00000403910	ENSLOCP00000017585
ENSP00000308369	ENSLOCP00000019903
ENSP00000293760	ENSLOCP00000015538
ENSP00000246081	ENSLOCP00000019698
ENSP00000244769	ENSLOCP00000003417
ENSP00000415822	ENSLOCP00000005240
ENSP00000313933	ENSLOCP00000020354
ENSP00000338034	ENSLOCP00000005881
ENSP00000363298	ENSLOCP00000001051
ENSP00000313079	ENSLOCP00000004857
ENSP00000465776	ENSLOCP00000007637
ENSP00000320508	ENSLOCP00000005774
ENSP00000427421	ENSLOCP00000010027
ENSP00000394405	ENSLOCP00000004949
ENSP00000275461	ENSLOCP00000022452
ENSP00000365687	ENSLOCP00000003770
ENSP00000072644	ENSLOCP00000003678
ENSP00000466055	ENSLOCP00000007318
ENSP00000358902	ENSLOCP00000005837
ENSP00000314173	ENSLOCP00000003790
ENSP00000311344	ENSLOCP00000001530
ENSP00000262776	ENSLOCP00000015628
ENSP00000364515	ENSLOCP00000016074
ENSP00000341031	ENSLOCP00000006241
ENSP00000230321	ENSLOCP00000014945
ENSP00000257724	ENSLOCP00000019625
ENSP00000265872	ENSLOCP00000011365
ENSP00000310670	ENSLOCP00000019268
ENSP00000361602	ENSLOCP00000005655
ENSP00000332325	ENSLOCP00000018875
ENSP00000358622	ENSLOCP00000017560
ENSP00000368022	ENSLOCP00000019349
ENSP00000408598	ENSLOCP00000005627
ENSP00000395535	ENSLOCP00000018131
ENSP00000295400	ENSLOCP00000019283
ENSP00000379092	ENSLOCP00000014849
ENSP00000361446	ENSLOCP00000005959
ENSP00000314949	ENSLOCP00000017105
ENSP00000300591	ENSLOCP00000013764
ENSP00000378275	ENSLOCP00000014208
ENSP00000418693	ENSLOCP00000010990
ENSP00000358739	ENSLOCP00000021109
ENSP00000391826	ENSLOCP00000002094
ENSP00000299299	ENSLOCP00000014149
ENSP00000302543	ENSLOCP00000015520
ENSP00000378248	ENSLOCP00000015502
ENSP00000356280	ENSLOCP00000022158
ENSP00000319231	ENSLOCP00000021424
ENSP00000298999	ENSLOCP00000010893
ENSP00000265806	ENSLOCP00000019007
ENSP00000287675	ENSLOCP00000012144
ENSP00000428281	ENSLOCP00000003135
ENSP00000360104	ENSLOCP00000008325
ENSP00000268797	ENSLOCP00000008206
ENSP00000368589	ENSLOCP00000012987
ENSP00000284274	ENSLOCP00000013883
ENSP00000323435	ENSLOCP00000018470
ENSP00000261369	ENSLOCP00000010573
ENSP00000264433	ENSLOCP00000009775
ENSP00000421985	ENSLOCP00000012631
ENSP00000403310	ENSLOCP00000022255
ENSP00000354753	ENSLOCP00000011691
ENSP00000363031	ENSLOCP00000003610
ENSP00000439594	ENSLOCP00000021381
ENSP00000318406	ENSLOCP00000000411
ENSP00000440847	ENSLOCP00000018252
ENSP00000365147	ENSLOCP00000002891
ENSP00000329466	ENSLOCP00000015476
ENSP00000307741	ENSLOCP00000001595
ENSP00000371318	ENSLOCP00000009005
ENSP00000297459	ENSLOCP00000022425
ENSP00000222547	ENSLOCP00000013262
ENSP00000372210	ENSLOCP00000002803
ENSP00000365243	ENSLOCP00000007358
ENSP00000306324	ENSLOCP00000009011
ENSP00000387077	ENSLOCP00000001753
ENSP00000334463	ENSLOCP00000001768
ENSP00000282226	ENSLOCP00000006263
ENSP00000416799	ENSLOCP00000005637
ENSP00000289805	ENSLOCP00000003515
ENSP00000386895	ENSLOCP00000004750
ENSP00000280057	ENSLOCP00000012610
ENSP00000267339	ENSLOCP00000011064
ENSP00000365883	ENSLOCP00000009663
ENSP00000432799	ENSLOCP00000016537
ENSP00000419395	ENSLOCP00000020666
ENSP00000304930	ENSLOCP00000013874
ENSP00000301691	ENSLOCP00000014914
ENSP00000370639	ENSLOCP00000012561
ENSP00000370718	ENSLOCP00000003116
ENSP00000264852	ENSLOCP00000003450
ENSP00000314023	ENSLOCP00000002187
ENSP00000271375	ENSLOCP00000012979
ENSP00000354590	ENSLOCP00000020414
ENSP00000341483	ENSLOCP00000003837
ENSP00000421853	ENSLOCP00000015667
ENSP00000266987	ENSLOCP00000006913
ENSP00000318176	ENSLOCP00000008255
ENSP00000444196	ENSLOCP00000020475
ENSP00000006101	ENSLOCP00000016524
ENSP00000372112	ENSLOCP00000006123
ENSP00000253457	ENSLOCP00000001054
ENSP00000403210	ENSLOCP00000001352
ENSP00000346127	ENSLOCP00000007515
ENSP00000324248	ENSLOCP00000006434
ENSP00000217305	ENSLOCP00000002114
ENSP00000356985	ENSLOCP00000019114
ENSP00000470082	ENSLOCP00000005517
ENSP00000376440	ENSLOCP00000008851
ENSP00000311360	ENSLOCP00000010081
ENSP00000360191	ENSLOCP00000008475
ENSP00000472249	ENSLOCP00000017971
ENSP00000350757	ENSLOCP00000014492
ENSP00000374029	ENSLOCP00000014500
ENSP00000426613	ENSLOCP00000011981
ENSP00000299367	ENSLOCP00000000254
ENSP00000281030	ENSLOCP00000022302
ENSP00000242728	ENSLOCP00000018859
ENSP00000256495	ENSLOCP00000013450
ENSP00000433343	ENSLOCP00000003251
ENSP00000273258	ENSLOCP00000012364
ENSP00000360112	ENSLOCP00000008182
ENSP00000356919	ENSLOCP00000001461
ENSP00000357206	ENSLOCP00000009920
ENSP00000336775	ENSLOCP00000017759
ENSP00000421405	ENSLOCP00000016673
ENSP00000216039	ENSLOCP00000014181
ENSP00000384183	ENSLOCP00000004153
ENSP00000326630	ENSLOCP00000002908
ENSP00000369948	ENSLOCP00000001919
ENSP00000258436	ENSLOCP00000010550
ENSP00000361048	ENSLOCP00000006868
ENSP00000321026	ENSLOCP00000016336
ENSP00000386499	ENSLOCP00000003685
ENSP00000269394	ENSLOCP00000017268
ENSP00000318486	ENSLOCP00000022072
ENSP00000304250	ENSLOCP00000021930
ENSP00000358320	ENSLOCP00000009949
ENSP00000382058	ENSLOCP00000002081
ENSP00000357904	ENSLOCP00000009455
ENSP00000267838	ENSLOCP00000016430
ENSP00000383421	ENSLOCP00000011784
ENSP00000315203	ENSLOCP00000001762
ENSP00000359540	ENSLOCP00000011888
ENSP00000351008	ENSLOCP00000001813
ENSP00000376686	ENSLOCP00000020026
ENSP00000376246	ENSLOCP00000011418
ENSP00000315387	ENSLOCP00000016956
ENSP00000320081	ENSLOCP00000009452
ENSP00000293662	ENSLOCP00000005398
ENSP00000391409	ENSLOCP00000013260
ENSP00000325954	ENSLOCP00000019500
ENSP00000283141	ENSLOCP00000016185
ENSP00000352782	ENSLOCP00000021933
ENSP00000406909	ENSLOCP00000021614
ENSP00000269025	ENSLOCP00000016921
ENSP00000358884	ENSLOCP00000015183
ENSP00000380037	ENSLOCP00000002310
ENSP00000257604	ENSLOCP00000010369
ENSP00000354822	ENSLOCP00000008203
ENSP00000259050	ENSLOCP00000007314
ENSP00000407301	ENSLOCP00000001220
ENSP00000377396	ENSLOCP00000009890
ENSP00000349805	ENSLOCP00000022164
ENSP00000262932	ENSLOCP00000017283
ENSP00000361926	ENSLOCP00000017590
ENSP00000244625	ENSLOCP00000021470
ENSP00000218340	ENSLOCP00000009856
ENSP00000248643	ENSLOCP00000022449
ENSP00000447651	ENSLOCP00000022000
ENSP00000298317	ENSLOCP00000003681
ENSP00000356505	ENSLOCP00000002303
ENSP00000342848	ENSLOCP00000002164
ENSP00000443459	ENSLOCP00000018884
ENSP00000291577	ENSLOCP00000007660
ENSP00000359819	ENSLOCP00000018573
ENSP00000269919	ENSLOCP00000002369
ENSP00000368199	ENSLOCP00000017764
ENSP00000331915	ENSLOCP00000005466
ENSP00000315626	ENSLOCP00000007254
ENSP00000353998	ENSLOCP00000003593
ENSP00000360181	ENSLOCP00000017939
ENSP00000356906	ENSLOCP00000004736
ENSP00000443432	ENSLOCP00000018498
ENSP00000282032	ENSLOCP00000007676
ENSP00000414330	ENSLOCP00000001787
ENSP00000368496	ENSLOCP00000022183
ENSP00000355559	ENSLOCP00000019572
ENSP00000357218	ENSLOCP00000010722
ENSP00000426964	ENSLOCP00000005954
ENSP00000283632	ENSLOCP00000013228
ENSP00000420875	ENSLOCP00000014938
ENSP00000237014	ENSLOCP00000008111
ENSP00000330289	ENSLOCP00000016166
ENSP00000006275	ENSLOCP00000017960
ENSP00000173527	ENSLOCP00000010120
ENSP00000345470	ENSLOCP00000019378
ENSP00000344749	ENSLOCP00000016905
ENSP00000408342	ENSLOCP00000001847
ENSP00000217971	ENSLOCP00000017123
ENSP00000328070	ENSLOCP00000016694
ENSP00000343890	ENSLOCP00000002516
ENSP00000203664	ENSLOCP00000016027
ENSP00000323663	ENSLOCP00000014106
ENSP00000265728	ENSLOCP00000012678
ENSP00000474988	ENSLOCP00000022032
ENSP00000358765	ENSLOCP00000021976
ENSP00000297109	ENSLOCP00000015311
ENSP00000356518	ENSLOCP00000002494
ENSP00000417063	ENSLOCP00000015622
ENSP00000360913	ENSLOCP00000011355
ENSP00000215904	ENSLOCP00000009145
ENSP00000283357	ENSLOCP00000001766
ENSP00000357545	ENSLOCP00000021165
ENSP00000354571	ENSLOCP00000009583
ENSP00000340979	ENSLOCP00000010288
ENSP00000363943	ENSLOCP00000005325
ENSP00000344215	ENSLOCP00000007688
ENSP00000392025	ENSLOCP00000008861
ENSP00000419502	ENSLOCP00000008663
ENSP00000320520	ENSLOCP00000006043
ENSP00000368144	ENSLOCP00000001241
ENSP00000384848	ENSLOCP00000020938
ENSP00000332062	ENSLOCP00000008870
ENSP00000418593	ENSLOCP00000003811
ENSP00000280734	ENSLOCP00000002232
ENSP00000364840	ENSLOCP00000018082
ENSP00000342411	ENSLOCP00000008092
ENSP00000376565	ENSLOCP00000011453
ENSP00000466971	ENSLOCP00000014810
ENSP00000273596	ENSLOCP00000017538
ENSP00000449428	ENSLOCP00000001907
ENSP00000303908	ENSLOCP00000021401
ENSP00000380283	ENSLOCP00000022200
ENSP00000380281	ENSLOCP00000022201
ENSP00000385790	ENSLOCP00000009425
ENSP00000367752	ENSLOCP00000010871
ENSP00000221922	ENSLOCP00000017696
ENSP00000453969	ENSLOCP00000015856
ENSP00000261499	ENSLOCP00000007168
ENSP00000243578	ENSLOCP00000017448
ENSP00000280987	ENSLOCP00000011211
ENSP00000414451	ENSLOCP00000020269
ENSP00000317439	ENSLOCP00000015385
ENSP00000355760	ENSLOCP00000019977
ENSP00000303939	ENSLOCP00000012717
ENSP00000324890	ENSLOCP00000012710
ENSP00000369545	ENSLOCP00000005459
ENSP00000334650	ENSLOCP00000011793
ENSP00000407154	ENSLOCP00000006567
ENSP00000328251	ENSLOCP00000006118
ENSP00000357409	ENSLOCP00000007047
ENSP00000295542	ENSLOCP00000009539
ENSP00000258301	ENSLOCP00000012195
ENSP00000432456	ENSLOCP00000022046
ENSP00000252597	ENSLOCP00000003429
ENSP00000280295	ENSLOCP00000007952
ENSP00000257905	ENSLOCP00000006022
ENSP00000369907	ENSLOCP00000014273
ENSP00000352097	ENSLOCP00000021490
ENSP00000317614	ENSLOCP00000012120
ENSP00000251312	ENSLOCP00000003814
ENSP00000379294	ENSLOCP00000001899
ENSP00000373413	ENSLOCP00000021659
ENSP00000450980	ENSLOCP00000010807
ENSP00000314608	ENSLOCP00000015572
ENSP00000319279	ENSLOCP00000014620
ENSP00000410186	ENSLOCP00000021203
ENSP00000238936	ENSLOCP00000015580
ENSP00000296849	ENSLOCP00000009881
ENSP00000268459	ENSLOCP00000008885
ENSP00000317691	ENSLOCP00000018638
ENSP00000371693	ENSLOCP00000001905
ENSP00000402929	ENSLOCP00000018059
ENSP00000476820	ENSLOCP00000012448
ENSP00000318429	ENSLOCP00000004800
ENSP00000258991	ENSLOCP00000016884
ENSP00000417052	ENSLOCP00000017665
ENSP00000364685	ENSLOCP00000009466
ENSP00000376952	ENSLOCP00000013620
ENSP00000457353	ENSLOCP00000002649
ENSP00000359707	ENSLOCP00000010157
ENSP00000271331	ENSLOCP00000014403
ENSP00000295619	ENSLOCP00000012218
ENSP00000337501	ENSLOCP00000020450
ENSP00000310205	ENSLOCP00000004119
ENSP00000331411	ENSLOCP00000020433
ENSP00000229554	ENSLOCP00000017518
ENSP00000222275	ENSLOCP00000005765
ENSP00000348673	ENSLOCP00000015011
ENSP00000297689	ENSLOCP00000009976
ENSP00000354884	ENSLOCP00000020179
ENSP00000355979	ENSLOCP00000021233
ENSP00000172229	ENSLOCP00000014336
ENSP00000331298	ENSLOCP00000013792
ENSP00000297354	ENSLOCP00000004495
ENSP00000331242	ENSLOCP00000003687
ENSP00000296468	ENSLOCP00000013104
ENSP00000264080	ENSLOCP00000008614
ENSP00000361483	ENSLOCP00000002502
ENSP00000367013	ENSLOCP00000005145
ENSP00000162749	ENSLOCP00000008316
ENSP00000286788	ENSLOCP00000011026
ENSP00000440638	ENSLOCP00000000423
ENSP00000302578	ENSLOCP00000022443
ENSP00000295092	ENSLOCP00000022103
ENSP00000325298	ENSLOCP00000003391
ENSP00000244763	ENSLOCP00000014406
ENSP00000455434	ENSLOCP00000012211
ENSP00000355969	ENSLOCP00000020194
ENSP00000367196	ENSLOCP00000006392
ENSP00000302924	ENSLOCP00000013368
ENSP00000261796	ENSLOCP00000011214
ENSP00000371927	ENSLOCP00000012648
ENSP00000284674	ENSLOCP00000009896
ENSP00000420384	ENSLOCP00000020765
ENSP00000357442	ENSLOCP00000008529
ENSP00000302327	ENSLOCP00000016615
ENSP00000331065	ENSLOCP00000017140
ENSP00000349041	ENSLOCP00000021443
ENSP00000442304	ENSLOCP00000011069
ENSP00000329137	ENSLOCP00000002722
ENSP00000377690	ENSLOCP00000017756
ENSP00000422188	ENSLOCP00000015477
ENSP00000454012	ENSLOCP00000017389
ENSP00000387100	ENSLOCP00000000769
ENSP00000339764	ENSLOCP00000008740
ENSP00000305613	ENSLOCP00000011751
ENSP00000219334	ENSLOCP00000004102
ENSP00000309830	ENSLOCP00000015804
ENSP00000329803	ENSLOCP00000017350
ENSP00000437289	ENSLOCP00000009943
ENSP00000264935	ENSLOCP00000009774
ENSP00000354850	ENSLOCP00000015637
ENSP00000321627	ENSLOCP00000015069
ENSP00000373726	ENSLOCP00000013045
ENSP00000429726	ENSLOCP00000007506
ENSP00000350050	ENSLOCP00000021674
ENSP00000395244	ENSLOCP00000022008
ENSP00000398597	ENSLOCP00000021702
ENSP00000315476	ENSLOCP00000010809
ENSP00000276173	ENSLOCP00000018413
ENSP00000358703	ENSLOCP00000020455
ENSP00000199448	ENSLOCP00000014055
ENSP00000390423	ENSLOCP00000006686
ENSP00000282611	ENSLOCP00000012430
ENSP00000429896	ENSLOCP00000019202
ENSP00000359292	ENSLOCP00000015570
ENSP00000337358	ENSLOCP00000021110
ENSP00000417748	ENSLOCP00000009748
ENSP00000363139	ENSLOCP00000005629
ENSP00000262878	ENSLOCP00000005251
ENSP00000411672	ENSLOCP00000010946
ENSP00000318032	ENSLOCP00000021617
ENSP00000314946	ENSLOCP00000021931
ENSP00000355492	ENSLOCP00000018955
ENSP00000323516	ENSLOCP00000014525
ENSP00000238156	ENSLOCP00000007231
ENSP00000329499	ENSLOCP00000015181
ENSP00000308149	ENSLOCP00000005100
ENSP00000352976	ENSLOCP00000015331
ENSP00000355614	ENSLOCP00000019404
ENSP00000378935	ENSLOCP00000001646
ENSP00000363624	ENSLOCP00000014019
ENSP00000400839	ENSLOCP00000021510
ENSP00000351345	ENSLOCP00000007036
ENSP00000384604	ENSLOCP00000021314
ENSP00000298738	ENSLOCP00000006494
ENSP00000306528	ENSLOCP00000018962
ENSP00000288976	ENSLOCP00000017326
ENSP00000360764	ENSLOCP00000004331
ENSP00000264198	ENSLOCP00000002386
ENSP00000381109	ENSLOCP00000016746
ENSP00000340454	ENSLOCP00000015655
ENSP00000221973	ENSLOCP00000006457
ENSP00000457780	ENSLOCP00000006193
ENSP00000458707	ENSLOCP00000017144
ENSP00000260118	ENSLOCP00000005979
ENSP00000377275	ENSLOCP00000019039
ENSP00000271620	ENSLOCP00000009314
ENSP00000365530	ENSLOCP00000015041
ENSP00000354920	ENSLOCP00000012782
ENSP00000420465	ENSLOCP00000014165
ENSP00000295980	ENSLOCP00000017872
ENSP00000374633	ENSLOCP00000019758
ENSP00000349732	ENSLOCP00000017574
ENSP00000360522	ENSLOCP00000007019
ENSP00000376103	ENSLOCP00000021699
ENSP00000439378	ENSLOCP00000016633
ENSP00000357838	ENSLOCP00000009836
ENSP00000435777	ENSLOCP00000003514
ENSP00000410833	ENSLOCP00000010935
ENSP00000311436	ENSLOCP00000003768
ENSP00000355802	ENSLOCP00000019580
ENSP00000351642	ENSLOCP00000003547
ENSP00000318128	ENSLOCP00000010182
ENSP00000467727	ENSLOCP00000004499
ENSP00000286621	ENSLOCP00000001313
ENSP00000053867	ENSLOCP00000000630
ENSP00000363463	ENSLOCP00000003122
ENSP00000369014	ENSLOCP00000011970
ENSP00000286234	ENSLOCP00000011202
ENSP00000387006	ENSLOCP00000007800
ENSP00000381231	ENSLOCP00000001396
ENSP00000339017	ENSLOCP00000007483
ENSP00000417901	ENSLOCP00000017419
ENSP00000328773	ENSLOCP00000021616
ENSP00000356448	ENSLOCP00000001742
ENSP00000394178	ENSLOCP00000010574
ENSP00000257770	ENSLOCP00000020912
ENSP00000419454	ENSLOCP00000021436
ENSP00000312250	ENSLOCP00000018409
ENSP00000254900	ENSLOCP00000011758
ENSP00000331397	ENSLOCP00000022181
ENSP00000298767	ENSLOCP00000010145
ENSP00000302676	ENSLOCP00000022007
ENSP00000245046	ENSLOCP00000013147
ENSP00000351777	ENSLOCP00000007960
ENSP00000300651	ENSLOCP00000015717
ENSP00000268043	ENSLOCP00000005016
ENSP00000364295	ENSLOCP00000009136
ENSP00000239374	ENSLOCP00000020105
ENSP00000400821	ENSLOCP00000015149
ENSP00000382237	ENSLOCP00000008149
ENSP00000299952	ENSLOCP00000012250
ENSP00000338703	ENSLOCP00000019789
ENSP00000280756	ENSLOCP00000018786
ENSP00000346139	ENSLOCP00000008061
ENSP00000280154	ENSLOCP00000015147
ENSP00000205061	ENSLOCP00000001756
ENSP00000356562	ENSLOCP00000012029
ENSP00000264018	ENSLOCP00000000862
ENSP00000410041	ENSLOCP00000014446
ENSP00000317905	ENSLOCP00000016866
