ENSP00000262384	ENSGACP00000003450
ENSP00000377409	ENSGACP00000011133
ENSP00000424565	ENSGACP00000024334
ENSP00000271636	ENSGACP00000016044
ENSP00000271636	ENSGACP00000005908
ENSP00000357073	ENSGACP00000024014
ENSP00000299259	ENSGACP00000022179
ENSP00000368523	ENSGACP00000002739
ENSP00000338532	ENSGACP00000003395
ENSP00000338532	ENSGACP00000012786
ENSP00000350036	ENSGACP00000012792
ENSP00000315630	ENSGACP00000012881
ENSP00000315630	ENSGACP00000020693
ENSP00000319831	ENSGACP00000011027
ENSP00000262518	ENSGACP00000005299
ENSP00000251810	ENSGACP00000004699
ENSP00000409906	ENSGACP00000025819
ENSP00000378408	ENSGACP00000003311
ENSP00000378408	ENSGACP00000022809
ENSP00000356433	ENSGACP00000015331
ENSP00000361895	ENSGACP00000008835
ENSP00000361895	ENSGACP00000011245
ENSP00000385527	ENSGACP00000016371
ENSP00000363533	ENSGACP00000019977
ENSP00000322775	ENSGACP00000025479
ENSP00000418428	ENSGACP00000023059
ENSP00000254624	ENSGACP00000020865
ENSP00000340465	ENSGACP00000006184
ENSP00000272542	ENSGACP00000022746
ENSP00000272542	ENSGACP00000015810
ENSP00000254963	ENSGACP00000026246
ENSP00000428579	ENSGACP00000004180
ENSP00000364486	ENSGACP00000019224
ENSP00000422626	ENSGACP00000025940
ENSP00000293230	ENSGACP00000025488
ENSP00000293230	ENSGACP00000016822
ENSP00000456566	ENSGACP00000015817
ENSP00000369513	ENSGACP00000005127
ENSP00000369513	ENSGACP00000013360
ENSP00000403984	ENSGACP00000011958
ENSP00000376457	ENSGACP00000002686
ENSP00000297578	ENSGACP00000006503
ENSP00000390722	ENSGACP00000018843
ENSP00000426022	ENSGACP00000004457
ENSP00000238714	ENSGACP00000003569
ENSP00000378400	ENSGACP00000000780
ENSP00000378400	ENSGACP00000014130
ENSP00000259006	ENSGACP00000012921
ENSP00000381968	ENSGACP00000005963
ENSP00000302625	ENSGACP00000024457
ENSP00000302625	ENSGACP00000015460
ENSP00000298910	ENSGACP00000012659
ENSP00000307265	ENSGACP00000026638
ENSP00000402527	ENSGACP00000015555
ENSP00000377655	ENSGACP00000003618
ENSP00000377655	ENSGACP00000020341
ENSP00000416040	ENSGACP00000017899
ENSP00000416040	ENSGACP00000000852
ENSP00000315295	ENSGACP00000021104
ENSP00000315295	ENSGACP00000004378
ENSP00000230256	ENSGACP00000008899
ENSP00000333982	ENSGACP00000005402
ENSP00000333982	ENSGACP00000014294
ENSP00000324302	ENSGACP00000013756
ENSP00000324302	ENSGACP00000007473
ENSP00000262139	ENSGACP00000012849
ENSP00000262139	ENSGACP00000006054
ENSP00000300737	ENSGACP00000015080
ENSP00000344831	ENSGACP00000016304
ENSP00000217254	ENSGACP00000015607
ENSP00000263088	ENSGACP00000026957
ENSP00000267064	ENSGACP00000000897
ENSP00000365569	ENSGACP00000002462
ENSP00000365569	ENSGACP00000012868
ENSP00000378368	ENSGACP00000017642
ENSP00000378368	ENSGACP00000026757
ENSP00000364398	ENSGACP00000008904
ENSP00000084798	ENSGACP00000000619
ENSP00000350012	ENSGACP00000018521
ENSP00000350012	ENSGACP00000000329
ENSP00000377991	ENSGACP00000004459
ENSP00000181796	ENSGACP00000016861
ENSP00000002165	ENSGACP00000015529
ENSP00000363603	ENSGACP00000009913
ENSP00000363603	ENSGACP00000009922
ENSP00000246957	ENSGACP00000015006
ENSP00000329117	ENSGACP00000026873
ENSP00000426528	ENSGACP00000003151
ENSP00000394863	ENSGACP00000003468
ENSP00000395083	ENSGACP00000022217
ENSP00000420477	ENSGACP00000011757
ENSP00000316950	ENSGACP00000022128
ENSP00000401089	ENSGACP00000014367
ENSP00000314103	ENSGACP00000004053
ENSP00000339802	ENSGACP00000000467
ENSP00000287152	ENSGACP00000017651
ENSP00000333942	ENSGACP00000006256
ENSP00000298032	ENSGACP00000003243
ENSP00000313869	ENSGACP00000016726
ENSP00000234160	ENSGACP00000017170
ENSP00000234160	ENSGACP00000006661
ENSP00000268661	ENSGACP00000015734
ENSP00000363308	ENSGACP00000010352
ENSP00000344401	ENSGACP00000012430
ENSP00000355045	ENSGACP00000008640
ENSP00000419325	ENSGACP00000012380
ENSP00000272238	ENSGACP00000017213
ENSP00000262644	ENSGACP00000019707
ENSP00000446828	ENSGACP00000010755
ENSP00000074304	ENSGACP00000019776
ENSP00000074304	ENSGACP00000003866
ENSP00000425487	ENSGACP00000022795
ENSP00000406490	ENSGACP00000003454
ENSP00000355110	ENSGACP00000016408
ENSP00000379773	ENSGACP00000018537
ENSP00000387362	ENSGACP00000011885
ENSP00000325548	ENSGACP00000005391
ENSP00000412886	ENSGACP00000001434
ENSP00000358106	ENSGACP00000012412
ENSP00000403802	ENSGACP00000021221
ENSP00000285871	ENSGACP00000024915
ENSP00000445677	ENSGACP00000005537
ENSP00000055682	ENSGACP00000024116
ENSP00000362480	ENSGACP00000021207
ENSP00000376792	ENSGACP00000002728
ENSP00000450731	ENSGACP00000016313
ENSP00000328677	ENSGACP00000020269
ENSP00000261722	ENSGACP00000009636
ENSP00000304994	ENSGACP00000002443
ENSP00000304994	ENSGACP00000013063
ENSP00000382269	ENSGACP00000017004
ENSP00000258418	ENSGACP00000007536
ENSP00000293805	ENSGACP00000025574
ENSP00000399518	ENSGACP00000017211
ENSP00000286639	ENSGACP00000014008
ENSP00000283645	ENSGACP00000018263
ENSP00000369071	ENSGACP00000015401
ENSP00000369071	ENSGACP00000027192
ENSP00000416330	ENSGACP00000021567
ENSP00000308179	ENSGACP00000010916
ENSP00000448165	ENSGACP00000026214
ENSP00000301200	ENSGACP00000014224
ENSP00000338258	ENSGACP00000004339
ENSP00000338258	ENSGACP00000014321
ENSP00000346442	ENSGACP00000025233
ENSP00000412130	ENSGACP00000020716
ENSP00000384491	ENSGACP00000024858
ENSP00000384491	ENSGACP00000015446
ENSP00000380713	ENSGACP00000015014
ENSP00000380713	ENSGACP00000023291
ENSP00000415885	ENSGACP00000010829
ENSP00000445001	ENSGACP00000014908
ENSP00000343885	ENSGACP00000023181
ENSP00000307746	ENSGACP00000017864
ENSP00000335246	ENSGACP00000016724
ENSP00000335246	ENSGACP00000010307
ENSP00000303315	ENSGACP00000025250
ENSP00000303315	ENSGACP00000008809
ENSP00000252818	ENSGACP00000020461
ENSP00000368547	ENSGACP00000017738
ENSP00000368547	ENSGACP00000009460
ENSP00000278919	ENSGACP00000026604
ENSP00000351132	ENSGACP00000016386
ENSP00000351132	ENSGACP00000025657
ENSP00000321971	ENSGACP00000011976
ENSP00000268482	ENSGACP00000020822
ENSP00000384792	ENSGACP00000005976
ENSP00000393099	ENSGACP00000016603
ENSP00000393099	ENSGACP00000005166
ENSP00000282251	ENSGACP00000010819
ENSP00000406885	ENSGACP00000015789
ENSP00000406885	ENSGACP00000008007
ENSP00000433126	ENSGACP00000020684
ENSP00000327650	ENSGACP00000023006
ENSP00000253577	ENSGACP00000024113
ENSP00000265316	ENSGACP00000019953
ENSP00000265316	ENSGACP00000011113
ENSP00000238789	ENSGACP00000016384
ENSP00000235329	ENSGACP00000017010
ENSP00000357040	ENSGACP00000023429
ENSP00000357040	ENSGACP00000025094
ENSP00000347672	ENSGACP00000018547
ENSP00000347672	ENSGACP00000004914
ENSP00000387471	ENSGACP00000015813
ENSP00000419765	ENSGACP00000011339
ENSP00000453872	ENSGACP00000020862
ENSP00000269439	ENSGACP00000021289
ENSP00000269439	ENSGACP00000008614
ENSP00000247843	ENSGACP00000026015
ENSP00000306983	ENSGACP00000019861
ENSP00000365388	ENSGACP00000006773
ENSP00000335060	ENSGACP00000003396
ENSP00000295304	ENSGACP00000003555
ENSP00000398105	ENSGACP00000017105
ENSP00000398105	ENSGACP00000007820
ENSP00000428054	ENSGACP00000021854
ENSP00000379390	ENSGACP00000016803
ENSP00000379390	ENSGACP00000004174
ENSP00000265978	ENSGACP00000002787
ENSP00000413196	ENSGACP00000022646
ENSP00000413196	ENSGACP00000024633
ENSP00000383986	ENSGACP00000008592
ENSP00000258484	ENSGACP00000000400
ENSP00000263062	ENSGACP00000000746
ENSP00000263062	ENSGACP00000002113
ENSP00000318868	ENSGACP00000010323
ENSP00000333667	ENSGACP00000008505
ENSP00000358451	ENSGACP00000010934
ENSP00000217246	ENSGACP00000006026
ENSP00000254101	ENSGACP00000020004
ENSP00000265087	ENSGACP00000024367
ENSP00000290271	ENSGACP00000014284
ENSP00000290271	ENSGACP00000020471
ENSP00000313432	ENSGACP00000023727
ENSP00000377411	ENSGACP00000008475
ENSP00000377411	ENSGACP00000008276
ENSP00000344789	ENSGACP00000026831
ENSP00000341044	ENSGACP00000012212
ENSP00000361795	ENSGACP00000013164
ENSP00000361795	ENSGACP00000019940
ENSP00000346300	ENSGACP00000023350
ENSP00000272091	ENSGACP00000026339
ENSP00000264705	ENSGACP00000008038
ENSP00000262105	ENSGACP00000023684
ENSP00000368174	ENSGACP00000015657
ENSP00000331897	ENSGACP00000014348
ENSP00000331897	ENSGACP00000021754
ENSP00000286835	ENSGACP00000027214
ENSP00000336587	ENSGACP00000017568
ENSP00000336587	ENSGACP00000006650
ENSP00000268383	ENSGACP00000003809
ENSP00000268383	ENSGACP00000015239
ENSP00000326534	ENSGACP00000007118
ENSP00000377027	ENSGACP00000020257
ENSP00000396704	ENSGACP00000010617
ENSP00000411532	ENSGACP00000011260
ENSP00000396995	ENSGACP00000022085
ENSP00000360147	ENSGACP00000022944
ENSP00000421566	ENSGACP00000024763
ENSP00000186436	ENSGACP00000018130
ENSP00000379457	ENSGACP00000014730
ENSP00000307126	ENSGACP00000011364
ENSP00000316476	ENSGACP00000003189
ENSP00000392217	ENSGACP00000004761
ENSP00000231572	ENSGACP00000027516
ENSP00000217372	ENSGACP00000014198
ENSP00000279907	ENSGACP00000026222
ENSP00000313851	ENSGACP00000027173
ENSP00000303427	ENSGACP00000021361
ENSP00000379680	ENSGACP00000017699
ENSP00000379680	ENSGACP00000018624
ENSP00000218516	ENSGACP00000023094
ENSP00000468424	ENSGACP00000012443
ENSP00000367407	ENSGACP00000012201
ENSP00000354387	ENSGACP00000008407
ENSP00000168977	ENSGACP00000014089
ENSP00000299866	ENSGACP00000015293
ENSP00000261448	ENSGACP00000018543
ENSP00000261448	ENSGACP00000004907
ENSP00000357057	ENSGACP00000018651
ENSP00000357057	ENSGACP00000000240
ENSP00000354251	ENSGACP00000015379
ENSP00000293373	ENSGACP00000009200
ENSP00000254029	ENSGACP00000027384
ENSP00000379894	ENSGACP00000025853
ENSP00000356438	ENSGACP00000009851
ENSP00000244571	ENSGACP00000026414
ENSP00000353826	ENSGACP00000002611
ENSP00000376583	ENSGACP00000015652
ENSP00000325941	ENSGACP00000003289
ENSP00000394700	ENSGACP00000014361
ENSP00000389039	ENSGACP00000007546
ENSP00000389039	ENSGACP00000011098
ENSP00000233615	ENSGACP00000023255
ENSP00000233615	ENSGACP00000000404
ENSP00000308430	ENSGACP00000020818
ENSP00000338030	ENSGACP00000022754
ENSP00000361731	ENSGACP00000024447
ENSP00000402935	ENSGACP00000009251
ENSP00000312587	ENSGACP00000014354
ENSP00000263960	ENSGACP00000011681
ENSP00000253778	ENSGACP00000023874
ENSP00000336994	ENSGACP00000012779
ENSP00000286733	ENSGACP00000015832
ENSP00000371152	ENSGACP00000022356
ENSP00000308976	ENSGACP00000008583
ENSP00000341819	ENSGACP00000003986
ENSP00000347626	ENSGACP00000002484
ENSP00000319664	ENSGACP00000010172
ENSP00000305958	ENSGACP00000026788
ENSP00000327436	ENSGACP00000017360
ENSP00000382163	ENSGACP00000014973
ENSP00000352510	ENSGACP00000005753
ENSP00000344424	ENSGACP00000010402
ENSP00000344424	ENSGACP00000007937
ENSP00000404676	ENSGACP00000009805
ENSP00000249344	ENSGACP00000025041
ENSP00000358810	ENSGACP00000001338
ENSP00000359634	ENSGACP00000010154
ENSP00000359634	ENSGACP00000025010
ENSP00000253814	ENSGACP00000027406
ENSP00000312837	ENSGACP00000025702
ENSP00000312837	ENSGACP00000007047
ENSP00000262305	ENSGACP00000011186
ENSP00000368341	ENSGACP00000011205
ENSP00000368341	ENSGACP00000007112
ENSP00000348538	ENSGACP00000013043
ENSP00000348538	ENSGACP00000020075
ENSP00000359859	ENSGACP00000019927
ENSP00000280800	ENSGACP00000012531
ENSP00000240617	ENSGACP00000009958
ENSP00000240617	ENSGACP00000006119
ENSP00000311257	ENSGACP00000025891
ENSP00000311257	ENSGACP00000022404
ENSP00000298596	ENSGACP00000010488
ENSP00000273668	ENSGACP00000019218
ENSP00000225171	ENSGACP00000004461
ENSP00000324549	ENSGACP00000018242
ENSP00000283206	ENSGACP00000007042
ENSP00000266068	ENSGACP00000004744
ENSP00000351314	ENSGACP00000024531
ENSP00000259457	ENSGACP00000024213
ENSP00000254663	ENSGACP00000004786
ENSP00000323927	ENSGACP00000004665
ENSP00000323927	ENSGACP00000012359
ENSP00000366460	ENSGACP00000005267
ENSP00000366460	ENSGACP00000022482
ENSP00000382104	ENSGACP00000004866
ENSP00000256925	ENSGACP00000022843
ENSP00000279101	ENSGACP00000015765
ENSP00000279101	ENSGACP00000013908
ENSP00000306881	ENSGACP00000005495
ENSP00000376258	ENSGACP00000015669
ENSP00000376258	ENSGACP00000022498
ENSP00000265056	ENSGACP00000000041
ENSP00000335651	ENSGACP00000019846
ENSP00000376458	ENSGACP00000016246
ENSP00000371420	ENSGACP00000009211
ENSP00000402758	ENSGACP00000000701
ENSP00000402758	ENSGACP00000015350
ENSP00000404700	ENSGACP00000008146
ENSP00000262719	ENSGACP00000017208
ENSP00000302530	ENSGACP00000017945
ENSP00000287598	ENSGACP00000008455
ENSP00000366620	ENSGACP00000016154
ENSP00000377192	ENSGACP00000011373
ENSP00000377192	ENSGACP00000004014
ENSP00000358423	ENSGACP00000017248
ENSP00000367498	ENSGACP00000007344
ENSP00000356669	ENSGACP00000018300
ENSP00000254730	ENSGACP00000001019
ENSP00000322439	ENSGACP00000017152
ENSP00000315680	ENSGACP00000017938
ENSP00000360107	ENSGACP00000012241
ENSP00000404232	ENSGACP00000012319
ENSP00000307041	ENSGACP00000018944
ENSP00000370047	ENSGACP00000022991
ENSP00000357928	ENSGACP00000015300
ENSP00000263966	ENSGACP00000013232
ENSP00000229268	ENSGACP00000013007
ENSP00000309477	ENSGACP00000002197
ENSP00000356634	ENSGACP00000018900
ENSP00000438468	ENSGACP00000014452
ENSP00000405423	ENSGACP00000016947
ENSP00000405423	ENSGACP00000004442
ENSP00000295448	ENSGACP00000002535
ENSP00000370031	ENSGACP00000010178
ENSP00000268057	ENSGACP00000022485
ENSP00000341874	ENSGACP00000001147
ENSP00000369162	ENSGACP00000003274
ENSP00000357835	ENSGACP00000003376
ENSP00000298251	ENSGACP00000012022
ENSP00000298251	ENSGACP00000027449
ENSP00000377980	ENSGACP00000008352
ENSP00000312379	ENSGACP00000026393
ENSP00000263354	ENSGACP00000017204
ENSP00000366225	ENSGACP00000016428
ENSP00000366225	ENSGACP00000015627
ENSP00000321636	ENSGACP00000010270
ENSP00000381773	ENSGACP00000005014
ENSP00000419494	ENSGACP00000015619
ENSP00000233099	ENSGACP00000005798
ENSP00000350734	ENSGACP00000008079
ENSP00000379346	ENSGACP00000005602
ENSP00000379346	ENSGACP00000013466
ENSP00000415203	ENSGACP00000024715
ENSP00000367880	ENSGACP00000024064
ENSP00000226218	ENSGACP00000011340
ENSP00000226218	ENSGACP00000027074
ENSP00000399679	ENSGACP00000019616
ENSP00000359600	ENSGACP00000022755
ENSP00000436785	ENSGACP00000017602
ENSP00000436785	ENSGACP00000027483
ENSP00000353557	ENSGACP00000005275
ENSP00000325677	ENSGACP00000011602
ENSP00000265245	ENSGACP00000012303
ENSP00000269214	ENSGACP00000005748
ENSP00000216259	ENSGACP00000009992
ENSP00000400958	ENSGACP00000025980
ENSP00000358617	ENSGACP00000006223
ENSP00000341243	ENSGACP00000000032
ENSP00000281961	ENSGACP00000026435
ENSP00000314396	ENSGACP00000022731
ENSP00000328412	ENSGACP00000019038
ENSP00000300051	ENSGACP00000003059
ENSP00000384262	ENSGACP00000001535
ENSP00000228476	ENSGACP00000011722
ENSP00000357920	ENSGACP00000015386
ENSP00000273480	ENSGACP00000010071
ENSP00000263383	ENSGACP00000008635
ENSP00000389948	ENSGACP00000011679
ENSP00000371517	ENSGACP00000021509
ENSP00000307854	ENSGACP00000017499
ENSP00000353739	ENSGACP00000023706
ENSP00000264864	ENSGACP00000024297
ENSP00000303149	ENSGACP00000015632
ENSP00000331600	ENSGACP00000016887
ENSP00000331600	ENSGACP00000016150
ENSP00000297146	ENSGACP00000025008
ENSP00000335261	ENSGACP00000026816
ENSP00000365891	ENSGACP00000016207
ENSP00000260270	ENSGACP00000018747
ENSP00000280258	ENSGACP00000019962
ENSP00000440870	ENSGACP00000006758
ENSP00000440870	ENSGACP00000017584
ENSP00000263780	ENSGACP00000008873
ENSP00000258198	ENSGACP00000020331
ENSP00000273130	ENSGACP00000007927
ENSP00000262065	ENSGACP00000019042
ENSP00000251588	ENSGACP00000015671
ENSP00000309899	ENSGACP00000006969
ENSP00000361721	ENSGACP00000018438
ENSP00000361721	ENSGACP00000010355
ENSP00000313811	ENSGACP00000021056
ENSP00000216117	ENSGACP00000025739
ENSP00000216117	ENSGACP00000008966
ENSP00000459214	ENSGACP00000014925
ENSP00000360623	ENSGACP00000007193
ENSP00000340836	ENSGACP00000008402
ENSP00000261534	ENSGACP00000007728
ENSP00000361302	ENSGACP00000014243
ENSP00000265174	ENSGACP00000023115
ENSP00000349393	ENSGACP00000018659
ENSP00000216446	ENSGACP00000016237
ENSP00000390849	ENSGACP00000005022
ENSP00000390849	ENSGACP00000010979
ENSP00000414558	ENSGACP00000019055
ENSP00000476668	ENSGACP00000009829
ENSP00000476668	ENSGACP00000011996
ENSP00000326244	ENSGACP00000026044
ENSP00000398076	ENSGACP00000003328
ENSP00000280193	ENSGACP00000021634
ENSP00000297904	ENSGACP00000019947
ENSP00000288266	ENSGACP00000005045
ENSP00000376523	ENSGACP00000012042
ENSP00000452746	ENSGACP00000013866
ENSP00000452746	ENSGACP00000021669
ENSP00000387261	ENSGACP00000021427
ENSP00000365725	ENSGACP00000016087
ENSP00000336693	ENSGACP00000015708
ENSP00000336693	ENSGACP00000004037
ENSP00000344829	ENSGACP00000009221
ENSP00000012049	ENSGACP00000012839
ENSP00000362109	ENSGACP00000001953
ENSP00000309092	ENSGACP00000005150
ENSP00000453129	ENSGACP00000008267
ENSP00000465930	ENSGACP00000020159
ENSP00000278174	ENSGACP00000020733
ENSP00000355747	ENSGACP00000026286
ENSP00000326366	ENSGACP00000007055
ENSP00000398089	ENSGACP00000020845
ENSP00000460825	ENSGACP00000026628
ENSP00000291495	ENSGACP00000017238
ENSP00000261883	ENSGACP00000020508
ENSP00000358541	ENSGACP00000006028
ENSP00000355741	ENSGACP00000017388
ENSP00000355741	ENSGACP00000015496
ENSP00000301190	ENSGACP00000011886
ENSP00000301190	ENSGACP00000000927
ENSP00000371472	ENSGACP00000015704
ENSP00000278886	ENSGACP00000016116
ENSP00000359698	ENSGACP00000009541
ENSP00000359698	ENSGACP00000006485
ENSP00000330382	ENSGACP00000010992
ENSP00000330382	ENSGACP00000001561
ENSP00000346508	ENSGACP00000015079
ENSP00000230122	ENSGACP00000015393
ENSP00000392812	ENSGACP00000025604
ENSP00000392812	ENSGACP00000009090
ENSP00000475670	ENSGACP00000009075
ENSP00000362314	ENSGACP00000011524
ENSP00000308472	ENSGACP00000024460
ENSP00000454646	ENSGACP00000020979
ENSP00000299709	ENSGACP00000004066
ENSP00000299709	ENSGACP00000020958
ENSP00000359370	ENSGACP00000003156
ENSP00000363329	ENSGACP00000020414
ENSP00000259392	ENSGACP00000023906
ENSP00000273986	ENSGACP00000023688
ENSP00000442954	ENSGACP00000004331
ENSP00000269391	ENSGACP00000004064
ENSP00000262370	ENSGACP00000018440
ENSP00000236850	ENSGACP00000008005
ENSP00000308258	ENSGACP00000004646
ENSP00000430548	ENSGACP00000007139
ENSP00000430548	ENSGACP00000011276
ENSP00000300404	ENSGACP00000006778
ENSP00000436455	ENSGACP00000020611
ENSP00000436455	ENSGACP00000008999
ENSP00000386862	ENSGACP00000020600
ENSP00000386862	ENSGACP00000010779
ENSP00000383185	ENSGACP00000010674
ENSP00000330278	ENSGACP00000014915
ENSP00000361522	ENSGACP00000016212
ENSP00000411124	ENSGACP00000012397
ENSP00000411124	ENSGACP00000011052
ENSP00000216468	ENSGACP00000010272
ENSP00000203407	ENSGACP00000012781
ENSP00000355720	ENSGACP00000023025
ENSP00000394085	ENSGACP00000019814
ENSP00000294119	ENSGACP00000023261
ENSP00000415491	ENSGACP00000014746
ENSP00000222219	ENSGACP00000017337
ENSP00000359699	ENSGACP00000012758
ENSP00000275732	ENSGACP00000026322
ENSP00000317039	ENSGACP00000010103
ENSP00000360437	ENSGACP00000008463
ENSP00000323635	ENSGACP00000004892
ENSP00000379441	ENSGACP00000020827
ENSP00000379441	ENSGACP00000013116
ENSP00000276201	ENSGACP00000023042
ENSP00000435897	ENSGACP00000007468
ENSP00000267229	ENSGACP00000020118
ENSP00000326342	ENSGACP00000022839
ENSP00000362123	ENSGACP00000023999
ENSP00000362123	ENSGACP00000006906
ENSP00000261441	ENSGACP00000014591
ENSP00000247225	ENSGACP00000014365
ENSP00000279146	ENSGACP00000023864
ENSP00000370521	ENSGACP00000011527
ENSP00000278836	ENSGACP00000007174
ENSP00000329548	ENSGACP00000027081
ENSP00000342518	ENSGACP00000010419
ENSP00000268097	ENSGACP00000006288
ENSP00000261416	ENSGACP00000020965
ENSP00000326604	ENSGACP00000005135
ENSP00000267102	ENSGACP00000011988
ENSP00000323246	ENSGACP00000025735
ENSP00000434199	ENSGACP00000022563
ENSP00000298288	ENSGACP00000011654
ENSP00000295628	ENSGACP00000004775
ENSP00000379568	ENSGACP00000006742
ENSP00000379568	ENSGACP00000021660
ENSP00000405969	ENSGACP00000020173
ENSP00000230792	ENSGACP00000019432
ENSP00000349874	ENSGACP00000013649
ENSP00000368414	ENSGACP00000011573
ENSP00000368414	ENSGACP00000013263
ENSP00000373364	ENSGACP00000010182
ENSP00000424544	ENSGACP00000024557
ENSP00000356256	ENSGACP00000008224
ENSP00000379999	ENSGACP00000016035
ENSP00000262144	ENSGACP00000023182
ENSP00000293883	ENSGACP00000011902
ENSP00000296411	ENSGACP00000007290
ENSP00000315152	ENSGACP00000020339
ENSP00000357907	ENSGACP00000008759
ENSP00000243253	ENSGACP00000012898
ENSP00000243253	ENSGACP00000001075
ENSP00000295887	ENSGACP00000018910
ENSP00000314792	ENSGACP00000019047
ENSP00000362894	ENSGACP00000014033
ENSP00000272430	ENSGACP00000013988
ENSP00000272430	ENSGACP00000020915
ENSP00000234677	ENSGACP00000005358
ENSP00000369346	ENSGACP00000013833
ENSP00000364765	ENSGACP00000027296
ENSP00000364765	ENSGACP00000012118
ENSP00000299295	ENSGACP00000001512
ENSP00000354669	ENSGACP00000013129
ENSP00000358120	ENSGACP00000004171
ENSP00000358120	ENSGACP00000013176
ENSP00000376568	ENSGACP00000012193
ENSP00000285848	ENSGACP00000025397
ENSP00000295890	ENSGACP00000021408
ENSP00000339958	ENSGACP00000005277
ENSP00000381436	ENSGACP00000008843
ENSP00000320957	ENSGACP00000007733
