ENSMODP00000016222	ENSACAP00000005936
ENSMODP00000015604	ENSACAP00000006726
ENSMODP00000011669	ENSACAP00000005377
ENSMODP00000019119	ENSACAP00000000834
ENSMODP00000020139	ENSACAP00000001826
ENSMODP00000008939	ENSACAP00000014555
ENSMODP00000009626	ENSACAP00000007295
ENSMODP00000040054	ENSACAP00000013781
ENSMODP00000034739	ENSACAP00000009670
ENSMODP00000036319	ENSACAP00000014617
ENSMODP00000026099	ENSACAP00000005662
ENSMODP00000003485	ENSACAP00000001130
ENSMODP00000038777	ENSACAP00000003511
ENSMODP00000008148	ENSACAP00000013266
ENSMODP00000010794	ENSACAP00000001699
ENSMODP00000003715	ENSACAP00000004264
ENSMODP00000033792	ENSACAP00000008628
ENSMODP00000036836	ENSACAP00000007801
ENSMODP00000014706	ENSACAP00000021808
ENSMODP00000018803	ENSACAP00000014120
ENSMODP00000012835	ENSACAP00000007740
ENSMODP00000000465	ENSACAP00000006972
ENSMODP00000003698	ENSACAP00000016534
ENSMODP00000024837	ENSACAP00000002390
ENSMODP00000021883	ENSACAP00000010776
ENSMODP00000040973	ENSACAP00000022706
ENSMODP00000019368	ENSACAP00000001303
ENSMODP00000021834	ENSACAP00000009992
ENSMODP00000017683	ENSACAP00000009089
ENSMODP00000027221	ENSACAP00000007187
ENSMODP00000006197	ENSACAP00000000771
ENSMODP00000003613	ENSACAP00000008559
ENSMODP00000009134	ENSACAP00000002421
ENSMODP00000039809	ENSACAP00000011305
ENSMODP00000016245	ENSACAP00000006351
ENSMODP00000020806	ENSACAP00000015016
ENSMODP00000010689	ENSACAP00000000394
ENSMODP00000022022	ENSACAP00000012625
ENSMODP00000019472	ENSACAP00000014010
ENSMODP00000014303	ENSACAP00000012270
ENSMODP00000013024	ENSACAP00000015644
ENSMODP00000013281	ENSACAP00000003633
ENSMODP00000014194	ENSACAP00000002897
ENSMODP00000010382	ENSACAP00000005958
ENSMODP00000019614	ENSACAP00000014038
ENSMODP00000038590	ENSACAP00000006905
ENSMODP00000038735	ENSACAP00000014476
ENSMODP00000004059	ENSACAP00000008343
ENSMODP00000002989	ENSACAP00000021584
ENSMODP00000013800	ENSACAP00000004797
ENSMODP00000007728	ENSACAP00000014985
ENSMODP00000010700	ENSACAP00000021208
ENSMODP00000036187	ENSACAP00000015271
ENSMODP00000005784	ENSACAP00000001313
ENSMODP00000002285	ENSACAP00000011939
ENSMODP00000012896	ENSACAP00000009813
ENSMODP00000009077	ENSACAP00000014714
ENSMODP00000023469	ENSACAP00000004984
ENSMODP00000008898	ENSACAP00000013989
ENSMODP00000028298	ENSACAP00000002705
ENSMODP00000010623	ENSACAP00000003671
ENSMODP00000003443	ENSACAP00000008728
ENSMODP00000007711	ENSACAP00000013544
ENSMODP00000003988	ENSACAP00000010595
ENSMODP00000033736	ENSACAP00000008603
ENSMODP00000008495	ENSACAP00000008498
ENSMODP00000001958	ENSACAP00000011221
ENSMODP00000019088	ENSACAP00000007484
ENSMODP00000024115	ENSACAP00000012840
ENSMODP00000014403	ENSACAP00000014061
ENSMODP00000019677	ENSACAP00000007874
ENSMODP00000023645	ENSACAP00000001610
ENSMODP00000007526	ENSACAP00000016515
ENSMODP00000019693	ENSACAP00000011976
ENSMODP00000024421	ENSACAP00000003663
ENSMODP00000013239	ENSACAP00000008302
ENSMODP00000020733	ENSACAP00000003605
ENSMODP00000041143	ENSACAP00000000238
ENSMODP00000005233	ENSACAP00000023131
ENSMODP00000036512	ENSACAP00000020321
ENSMODP00000000653	ENSACAP00000015635
ENSMODP00000025781	ENSACAP00000008158
ENSMODP00000020512	ENSACAP00000005466
ENSMODP00000030653	ENSACAP00000021120
ENSMODP00000000058	ENSACAP00000004202
ENSMODP00000038592	ENSACAP00000004119
ENSMODP00000034327	ENSACAP00000005399
ENSMODP00000027813	ENSACAP00000020325
ENSMODP00000017902	ENSACAP00000012671
ENSMODP00000010154	ENSACAP00000013935
ENSMODP00000031647	ENSACAP00000006844
ENSMODP00000002186	ENSACAP00000005625
ENSMODP00000019949	ENSACAP00000002144
ENSMODP00000025818	ENSACAP00000006199
ENSMODP00000013150	ENSACAP00000006986
ENSMODP00000023586	ENSACAP00000023044
ENSMODP00000014018	ENSACAP00000001745
ENSMODP00000003230	ENSACAP00000014953
ENSMODP00000001222	ENSACAP00000011441
ENSMODP00000011860	ENSACAP00000012188
ENSMODP00000014946	ENSACAP00000016025
ENSMODP00000026304	ENSACAP00000000389
ENSMODP00000000516	ENSACAP00000006266
ENSMODP00000005267	ENSACAP00000000174
ENSMODP00000026016	ENSACAP00000006367
ENSMODP00000003096	ENSACAP00000016741
ENSMODP00000011573	ENSACAP00000004945
ENSMODP00000004567	ENSACAP00000022630
ENSMODP00000018702	ENSACAP00000007619
ENSMODP00000032392	ENSACAP00000010258
ENSMODP00000023069	ENSACAP00000004941
ENSMODP00000026060	ENSACAP00000021582
ENSMODP00000011246	ENSACAP00000003220
ENSMODP00000012137	ENSACAP00000015068
ENSMODP00000006087	ENSACAP00000003281
ENSMODP00000004607	ENSACAP00000016742
ENSMODP00000005584	ENSACAP00000006114
ENSMODP00000014624	ENSACAP00000022735
ENSMODP00000015737	ENSACAP00000010793
ENSMODP00000014892	ENSACAP00000009743
ENSMODP00000010284	ENSACAP00000012118
ENSMODP00000003111	ENSACAP00000015134
ENSMODP00000024726	ENSACAP00000004353
ENSMODP00000016244	ENSACAP00000014823
ENSMODP00000022008	ENSACAP00000002321
ENSMODP00000004111	ENSACAP00000000926
ENSMODP00000015911	ENSACAP00000012513
ENSMODP00000015745	ENSACAP00000001507
ENSMODP00000014527	ENSACAP00000012573
ENSMODP00000036106	ENSACAP00000007481
ENSMODP00000015144	ENSACAP00000001840
ENSMODP00000027290	ENSACAP00000009444
ENSMODP00000038223	ENSACAP00000009318
ENSMODP00000017642	ENSACAP00000011855
ENSMODP00000014099	ENSACAP00000003937
ENSMODP00000010081	ENSACAP00000010146
ENSMODP00000018711	ENSACAP00000008650
ENSMODP00000004189	ENSACAP00000009733
ENSMODP00000017208	ENSACAP00000011069
ENSMODP00000002066	ENSACAP00000007552
ENSMODP00000015228	ENSACAP00000011232
ENSMODP00000016329	ENSACAP00000005505
ENSMODP00000005909	ENSACAP00000001859
ENSMODP00000001856	ENSACAP00000004790
ENSMODP00000019473	ENSACAP00000012804
ENSMODP00000024677	ENSACAP00000000558
ENSMODP00000000229	ENSACAP00000004620
ENSMODP00000022376	ENSACAP00000010625
ENSMODP00000003661	ENSACAP00000010362
ENSMODP00000013282	ENSACAP00000011539
ENSMODP00000009461	ENSACAP00000002648
ENSMODP00000025681	ENSACAP00000006871
ENSMODP00000000430	ENSACAP00000020058
ENSMODP00000015894	ENSACAP00000014589
ENSMODP00000011351	ENSACAP00000012352
ENSMODP00000000259	ENSACAP00000012898
ENSMODP00000013844	ENSACAP00000008609
ENSMODP00000024193	ENSACAP00000011007
ENSMODP00000004505	ENSACAP00000012705
ENSMODP00000021491	ENSACAP00000014219
ENSMODP00000025471	ENSACAP00000023366
ENSMODP00000008365	ENSACAP00000015090
ENSMODP00000025900	ENSACAP00000002003
ENSMODP00000003676	ENSACAP00000011997
ENSMODP00000014923	ENSACAP00000010943
ENSMODP00000023361	ENSACAP00000008308
ENSMODP00000013060	ENSACAP00000003527
ENSMODP00000032878	ENSACAP00000020460
ENSMODP00000021565	ENSACAP00000011633
ENSMODP00000026876	ENSACAP00000002009
ENSMODP00000020676	ENSACAP00000005906
ENSMODP00000001024	ENSACAP00000010958
ENSMODP00000024355	ENSACAP00000011137
ENSMODP00000017604	ENSACAP00000008289
ENSMODP00000037857	ENSACAP00000008130
ENSMODP00000022333	ENSACAP00000011163
ENSMODP00000014993	ENSACAP00000002610
ENSMODP00000010134	ENSACAP00000015518
ENSMODP00000000845	ENSACAP00000015259
ENSMODP00000004517	ENSACAP00000003507
ENSMODP00000000977	ENSACAP00000016219
ENSMODP00000018202	ENSACAP00000017030
ENSMODP00000015113	ENSACAP00000001118
ENSMODP00000002007	ENSACAP00000009786
ENSMODP00000000863	ENSACAP00000011378
ENSMODP00000023102	ENSACAP00000007539
ENSMODP00000009959	ENSACAP00000003156
ENSMODP00000011979	ENSACAP00000008292
ENSMODP00000011210	ENSACAP00000001827
ENSMODP00000018458	ENSACAP00000016702
ENSMODP00000006507	ENSACAP00000016827
ENSMODP00000023003	ENSACAP00000015998
ENSMODP00000010492	ENSACAP00000014347
ENSMODP00000010520	ENSACAP00000018216
ENSMODP00000026445	ENSACAP00000016339
ENSMODP00000003895	ENSACAP00000019207
ENSMODP00000027982	ENSACAP00000000384
ENSMODP00000018423	ENSACAP00000016810
ENSMODP00000017131	ENSACAP00000013885
ENSMODP00000017770	ENSACAP00000019328
ENSMODP00000019144	ENSACAP00000006969
ENSMODP00000021153	ENSACAP00000016299
ENSMODP00000013940	ENSACAP00000000462
ENSMODP00000007563	ENSACAP00000001105
ENSMODP00000001653	ENSACAP00000012704
ENSMODP00000014199	ENSACAP00000014253
ENSMODP00000034152	ENSACAP00000020149
ENSMODP00000008539	ENSACAP00000002725
ENSMODP00000016922	ENSACAP00000016370
ENSMODP00000022723	ENSACAP00000004216
ENSMODP00000011195	ENSACAP00000003891
ENSMODP00000005764	ENSACAP00000012760
ENSMODP00000008235	ENSACAP00000015740
ENSMODP00000018378	ENSACAP00000013319
ENSMODP00000002359	ENSACAP00000003577
ENSMODP00000003077	ENSACAP00000009450
ENSMODP00000022926	ENSACAP00000009630
ENSMODP00000004256	ENSACAP00000004764
ENSMODP00000008301	ENSACAP00000013147
ENSMODP00000007429	ENSACAP00000016572
ENSMODP00000005036	ENSACAP00000015782
ENSMODP00000022822	ENSACAP00000009255
ENSMODP00000021919	ENSACAP00000015931
ENSMODP00000009497	ENSACAP00000008622
ENSMODP00000027578	ENSACAP00000008812
ENSMODP00000032663	ENSACAP00000007670
ENSMODP00000022265	ENSACAP00000015567
ENSMODP00000023749	ENSACAP00000000644
ENSMODP00000002489	ENSACAP00000003881
ENSMODP00000031775	ENSACAP00000012805
ENSMODP00000019274	ENSACAP00000006531
ENSMODP00000003535	ENSACAP00000002538
ENSMODP00000029463	ENSACAP00000009560
ENSMODP00000025273	ENSACAP00000009767
ENSMODP00000013317	ENSACAP00000010645
ENSMODP00000029072	ENSACAP00000010727
ENSMODP00000027872	ENSACAP00000007576
ENSMODP00000035690	ENSACAP00000005093
ENSMODP00000036918	ENSACAP00000019705
ENSMODP00000002203	ENSACAP00000014002
ENSMODP00000020060	ENSACAP00000019747
ENSMODP00000037904	ENSACAP00000003116
ENSMODP00000006579	ENSACAP00000009511
ENSMODP00000004330	ENSACAP00000016906
ENSMODP00000015075	ENSACAP00000019965
ENSMODP00000029168	ENSACAP00000015920
ENSMODP00000010875	ENSACAP00000008389
ENSMODP00000039747	ENSACAP00000018712
ENSMODP00000002637	ENSACAP00000008929
ENSMODP00000003164	ENSACAP00000012441
ENSMODP00000003163	ENSACAP00000011621
ENSMODP00000005208	ENSACAP00000006438
ENSMODP00000007362	ENSACAP00000002827
ENSMODP00000034784	ENSACAP00000007726
ENSMODP00000008943	ENSACAP00000014288
ENSMODP00000023080	ENSACAP00000002903
ENSMODP00000001898	ENSACAP00000014893
ENSMODP00000012405	ENSACAP00000013212
ENSMODP00000014004	ENSACAP00000004430
ENSMODP00000024348	ENSACAP00000009699
ENSMODP00000002087	ENSACAP00000009530
ENSMODP00000025806	ENSACAP00000006263
ENSMODP00000001801	ENSACAP00000000833
ENSMODP00000027977	ENSACAP00000006002
ENSMODP00000024552	ENSACAP00000007888
ENSMODP00000026349	ENSACAP00000003129
ENSMODP00000029475	ENSACAP00000013941
ENSMODP00000013831	ENSACAP00000003769
ENSMODP00000035324	ENSACAP00000009686
ENSMODP00000035661	ENSACAP00000016126
ENSMODP00000018584	ENSACAP00000001868
ENSMODP00000005387	ENSACAP00000006055
ENSMODP00000013861	ENSACAP00000014354
ENSMODP00000023225	ENSACAP00000013744
ENSMODP00000003718	ENSACAP00000009003
ENSMODP00000038771	ENSACAP00000009104
ENSMODP00000001179	ENSACAP00000012207
ENSMODP00000009892	ENSACAP00000000870
ENSMODP00000009428	ENSACAP00000012822
ENSMODP00000002423	ENSACAP00000002032
ENSMODP00000025791	ENSACAP00000006597
ENSMODP00000036765	ENSACAP00000007935
ENSMODP00000023655	ENSACAP00000009888
ENSMODP00000007718	ENSACAP00000002628
ENSMODP00000020607	ENSACAP00000002424
ENSMODP00000032577	ENSACAP00000016191
ENSMODP00000007807	ENSACAP00000001419
ENSMODP00000025733	ENSACAP00000020102
ENSMODP00000016424	ENSACAP00000013168
ENSMODP00000028140	ENSACAP00000001702
ENSMODP00000002234	ENSACAP00000009896
ENSMODP00000026025	ENSACAP00000006274
ENSMODP00000014793	ENSACAP00000009537
ENSMODP00000001849	ENSACAP00000010804
ENSMODP00000007432	ENSACAP00000014748
ENSMODP00000035405	ENSACAP00000012116
ENSMODP00000011681	ENSACAP00000016488
ENSMODP00000006897	ENSACAP00000002373
ENSMODP00000020299	ENSACAP00000016345
ENSMODP00000004207	ENSACAP00000014760
ENSMODP00000022803	ENSACAP00000006251
ENSMODP00000021099	ENSACAP00000007232
ENSMODP00000019526	ENSACAP00000010698
ENSMODP00000006309	ENSACAP00000006010
ENSMODP00000015449	ENSACAP00000003513
ENSMODP00000025896	ENSACAP00000019511
ENSMODP00000023979	ENSACAP00000008706
ENSMODP00000022680	ENSACAP00000007600
ENSMODP00000041200	ENSACAP00000014445
ENSMODP00000006614	ENSACAP00000015890
ENSMODP00000012555	ENSACAP00000008949
ENSMODP00000023942	ENSACAP00000016294
ENSMODP00000002997	ENSACAP00000015711
ENSMODP00000003908	ENSACAP00000006026
ENSMODP00000007604	ENSACAP00000016433
ENSMODP00000014203	ENSACAP00000007681
ENSMODP00000018603	ENSACAP00000001913
ENSMODP00000015216	ENSACAP00000006872
ENSMODP00000012770	ENSACAP00000014115
ENSMODP00000006812	ENSACAP00000013960
ENSMODP00000008992	ENSACAP00000014703
ENSMODP00000009951	ENSACAP00000009049
ENSMODP00000017240	ENSACAP00000002104
ENSMODP00000020205	ENSACAP00000011280
ENSMODP00000007415	ENSACAP00000008780
ENSMODP00000023048	ENSACAP00000004701
ENSMODP00000018949	ENSACAP00000014242
ENSMODP00000023644	ENSACAP00000013171
ENSMODP00000000313	ENSACAP00000009785
ENSMODP00000038056	ENSACAP00000004036
ENSMODP00000026365	ENSACAP00000017616
ENSMODP00000020658	ENSACAP00000014501
ENSMODP00000016065	ENSACAP00000013328
ENSMODP00000003695	ENSACAP00000006210
ENSMODP00000007308	ENSACAP00000016670
ENSMODP00000021014	ENSACAP00000006884
ENSMODP00000010133	ENSACAP00000001593
ENSMODP00000022003	ENSACAP00000004794
ENSMODP00000027261	ENSACAP00000023112
ENSMODP00000024394	ENSACAP00000018270
ENSMODP00000035867	ENSACAP00000010003
ENSMODP00000003745	ENSACAP00000005795
ENSMODP00000019968	ENSACAP00000009383
ENSMODP00000007986	ENSACAP00000023380
ENSMODP00000032484	ENSACAP00000008204
ENSMODP00000013254	ENSACAP00000001768
ENSMODP00000028732	ENSACAP00000009088
ENSMODP00000007050	ENSACAP00000014784
ENSMODP00000014310	ENSACAP00000004138
ENSMODP00000026404	ENSACAP00000015799
ENSMODP00000035642	ENSACAP00000006850
ENSMODP00000033565	ENSACAP00000013176
ENSMODP00000007024	ENSACAP00000010496
ENSMODP00000011608	ENSACAP00000023416
ENSMODP00000031794	ENSACAP00000012565
ENSMODP00000025336	ENSACAP00000010913
ENSMODP00000037250	ENSACAP00000011523
ENSMODP00000000734	ENSACAP00000002596
ENSMODP00000008947	ENSACAP00000004192
ENSMODP00000029400	ENSACAP00000019525
ENSMODP00000014410	ENSACAP00000002816
ENSMODP00000026648	ENSACAP00000016197
ENSMODP00000001866	ENSACAP00000006412
ENSMODP00000016305	ENSACAP00000005207
ENSMODP00000015325	ENSACAP00000020714
ENSMODP00000032997	ENSACAP00000007406
ENSMODP00000005373	ENSACAP00000016850
ENSMODP00000012453	ENSACAP00000012345
ENSMODP00000024082	ENSACAP00000007046
ENSMODP00000010327	ENSACAP00000001516
ENSMODP00000016316	ENSACAP00000002723
ENSMODP00000005251	ENSACAP00000001511
ENSMODP00000025457	ENSACAP00000017490
ENSMODP00000029895	ENSACAP00000017076
ENSMODP00000035555	ENSACAP00000007324
ENSMODP00000003665	ENSACAP00000003068
ENSMODP00000024033	ENSACAP00000011972
ENSMODP00000021492	ENSACAP00000006508
ENSMODP00000015118	ENSACAP00000011850
ENSMODP00000023144	ENSACAP00000008041
ENSMODP00000010539	ENSACAP00000021070
ENSMODP00000026904	ENSACAP00000007691
ENSMODP00000002250	ENSACAP00000009811
ENSMODP00000033727	ENSACAP00000014645
ENSMODP00000023058	ENSACAP00000004885
ENSMODP00000002395	ENSACAP00000011610
ENSMODP00000017233	ENSACAP00000016735
ENSMODP00000012251	ENSACAP00000003077
ENSMODP00000026661	ENSACAP00000008695
ENSMODP00000005403	ENSACAP00000021459
ENSMODP00000009982	ENSACAP00000017300
ENSMODP00000022000	ENSACAP00000004864
ENSMODP00000013670	ENSACAP00000003959
ENSMODP00000002276	ENSACAP00000001117
ENSMODP00000032254	ENSACAP00000013055
ENSMODP00000010377	ENSACAP00000022231
ENSMODP00000014469	ENSACAP00000017038
ENSMODP00000012897	ENSACAP00000022117
ENSMODP00000013417	ENSACAP00000000339
ENSMODP00000019645	ENSACAP00000008739
ENSMODP00000017766	ENSACAP00000010151
ENSMODP00000019794	ENSACAP00000016956
ENSMODP00000024100	ENSACAP00000007849
ENSMODP00000007871	ENSACAP00000003099
ENSMODP00000015263	ENSACAP00000001433
ENSMODP00000032062	ENSACAP00000001780
ENSMODP00000037686	ENSACAP00000012668
ENSMODP00000017625	ENSACAP00000015571
ENSMODP00000006460	ENSACAP00000011171
ENSMODP00000014014	ENSACAP00000014637
ENSMODP00000015809	ENSACAP00000014806
ENSMODP00000017679	ENSACAP00000016153
ENSMODP00000026491	ENSACAP00000004612
ENSMODP00000014342	ENSACAP00000012627
ENSMODP00000021108	ENSACAP00000000831
ENSMODP00000021539	ENSACAP00000007912
ENSMODP00000002721	ENSACAP00000015990
ENSMODP00000040188	ENSACAP00000012640
ENSMODP00000008938	ENSACAP00000002898
ENSMODP00000010630	ENSACAP00000003213
ENSMODP00000023229	ENSACAP00000004703
ENSMODP00000018643	ENSACAP00000010483
ENSMODP00000021995	ENSACAP00000004923
ENSMODP00000008518	ENSACAP00000015804
ENSMODP00000001294	ENSACAP00000015743
ENSMODP00000023176	ENSACAP00000010034
ENSMODP00000001929	ENSACAP00000012505
ENSMODP00000024778	ENSACAP00000009008
ENSMODP00000003337	ENSACAP00000004760
ENSMODP00000001085	ENSACAP00000008234
ENSMODP00000014378	ENSACAP00000012144
ENSMODP00000034465	ENSACAP00000003254
ENSMODP00000004815	ENSACAP00000014563
ENSMODP00000016430	ENSACAP00000002098
ENSMODP00000017590	ENSACAP00000005338
ENSMODP00000010230	ENSACAP00000007654
ENSMODP00000011219	ENSACAP00000008569
ENSMODP00000016810	ENSACAP00000009356
ENSMODP00000040859	ENSACAP00000016239
ENSMODP00000000006	ENSACAP00000000516
ENSMODP00000020104	ENSACAP00000008715
ENSMODP00000009154	ENSACAP00000006895
ENSMODP00000005041	ENSACAP00000011818
ENSMODP00000023452	ENSACAP00000019695
ENSMODP00000022487	ENSACAP00000003851
ENSMODP00000017794	ENSACAP00000017489
ENSMODP00000019397	ENSACAP00000009052
ENSMODP00000009295	ENSACAP00000003912
ENSMODP00000004026	ENSACAP00000014924
ENSMODP00000007775	ENSACAP00000013508
ENSMODP00000016182	ENSACAP00000007572
ENSMODP00000016896	ENSACAP00000006574
ENSMODP00000003818	ENSACAP00000001538
ENSMODP00000011174	ENSACAP00000006375
ENSMODP00000005436	ENSACAP00000001450
ENSMODP00000008613	ENSACAP00000002936
ENSMODP00000001421	ENSACAP00000012399
ENSMODP00000000364	ENSACAP00000002724
ENSMODP00000014430	ENSACAP00000004073
ENSMODP00000010163	ENSACAP00000013064
ENSMODP00000011003	ENSACAP00000001716
ENSMODP00000008985	ENSACAP00000004983
ENSMODP00000003199	ENSACAP00000015014
ENSMODP00000035609	ENSACAP00000005365
ENSMODP00000003449	ENSACAP00000012790
ENSMODP00000016874	ENSACAP00000007056
ENSMODP00000019531	ENSACAP00000021362
ENSMODP00000017699	ENSACAP00000015081
ENSMODP00000015494	ENSACAP00000003611
ENSMODP00000035135	ENSACAP00000003534
ENSMODP00000010273	ENSACAP00000017086
ENSMODP00000008139	ENSACAP00000004286
ENSMODP00000017092	ENSACAP00000011566
ENSMODP00000010433	ENSACAP00000009193
ENSMODP00000022483	ENSACAP00000003794
ENSMODP00000000884	ENSACAP00000015314
ENSMODP00000018210	ENSACAP00000003594
ENSMODP00000001385	ENSACAP00000013955
ENSMODP00000012659	ENSACAP00000002436
ENSMODP00000018054	ENSACAP00000012536
ENSMODP00000014979	ENSACAP00000002630
ENSMODP00000008311	ENSACAP00000005107
ENSMODP00000031899	ENSACAP00000011178
ENSMODP00000006693	ENSACAP00000000916
ENSMODP00000013352	ENSACAP00000009568
ENSMODP00000001570	ENSACAP00000012571
ENSMODP00000021295	ENSACAP00000000820
ENSMODP00000008194	ENSACAP00000008863
ENSMODP00000014119	ENSACAP00000003222
ENSMODP00000039675	ENSACAP00000000482
ENSMODP00000010148	ENSACAP00000005139
ENSMODP00000024631	ENSACAP00000007503
ENSMODP00000002419	ENSACAP00000011960
ENSMODP00000000199	ENSACAP00000000470
ENSMODP00000026529	ENSACAP00000005555
ENSMODP00000021945	ENSACAP00000014864
ENSMODP00000013322	ENSACAP00000002592
ENSMODP00000039872	ENSACAP00000015657
ENSMODP00000036358	ENSACAP00000017305
ENSMODP00000015474	ENSACAP00000009695
ENSMODP00000018464	ENSACAP00000007834
ENSMODP00000003716	ENSACAP00000006198
ENSMODP00000007304	ENSACAP00000016673
ENSMODP00000000633	ENSACAP00000012147
ENSMODP00000012703	ENSACAP00000017361
ENSMODP00000032141	ENSACAP00000001028
ENSMODP00000011897	ENSACAP00000004404
ENSMODP00000025628	ENSACAP00000014252
ENSMODP00000019559	ENSACAP00000014345
ENSMODP00000006461	ENSACAP00000008105
ENSMODP00000009538	ENSACAP00000012965
ENSMODP00000032300	ENSACAP00000014319
ENSMODP00000000659	ENSACAP00000015538
ENSMODP00000017932	ENSACAP00000019515
ENSMODP00000031814	ENSACAP00000017052
ENSMODP00000010247	ENSACAP00000008585
ENSMODP00000020656	ENSACAP00000000360
ENSMODP00000013792	ENSACAP00000014718
ENSMODP00000023814	ENSACAP00000008644
ENSMODP00000004084	ENSACAP00000008784
ENSMODP00000018379	ENSACAP00000001878
ENSMODP00000007806	ENSACAP00000013826
ENSMODP00000007967	ENSACAP00000011602
ENSMODP00000025812	ENSACAP00000008404
ENSMODP00000015249	ENSACAP00000001535
ENSMODP00000001307	ENSACAP00000003048
ENSMODP00000034840	ENSACAP00000006981
ENSMODP00000008132	ENSACAP00000015999
ENSMODP00000012268	ENSACAP00000014250
ENSMODP00000008484	ENSACAP00000015714
ENSMODP00000004058	ENSACAP00000006894
ENSMODP00000004210	ENSACAP00000018263
ENSMODP00000023165	ENSACAP00000008282
ENSMODP00000001056	ENSACAP00000011924
ENSMODP00000019212	ENSACAP00000001647
ENSMODP00000004980	ENSACAP00000000692
ENSMODP00000029171	ENSACAP00000005169
ENSMODP00000003145	ENSACAP00000016772
ENSMODP00000025925	ENSACAP00000012442
ENSMODP00000028833	ENSACAP00000022966
ENSMODP00000020887	ENSACAP00000000962
ENSMODP00000003098	ENSACAP00000008054
ENSMODP00000018083	ENSACAP00000012266
ENSMODP00000017708	ENSACAP00000002528
ENSMODP00000013245	ENSACAP00000015774
ENSMODP00000018360	ENSACAP00000010797
ENSMODP00000003293	ENSACAP00000007745
ENSMODP00000009692	ENSACAP00000009351
ENSMODP00000024327	ENSACAP00000004071
ENSMODP00000015299	ENSACAP00000001213
ENSMODP00000014967	ENSACAP00000001218
