ENSTGUP00000008915	ENSCAFP00000014731
ENSTGUP00000006308	ENSCAFP00000022880
ENSTGUP00000007530	ENSCAFP00000021956
ENSTGUP00000008588	ENSCAFP00000007327
ENSTGUP00000012406	ENSCAFP00000008831
ENSTGUP00000016266	ENSCAFP00000012023
ENSTGUP00000000944	ENSCAFP00000002002
ENSTGUP00000004463	ENSCAFP00000023632
ENSTGUP00000008529	ENSCAFP00000029977
ENSTGUP00000009165	ENSCAFP00000022793
ENSTGUP00000009374	ENSCAFP00000025244
ENSTGUP00000009969	ENSCAFP00000001391
ENSTGUP00000007562	ENSCAFP00000041985
ENSTGUP00000000992	ENSCAFP00000040507
ENSTGUP00000004484	ENSCAFP00000023606
ENSTGUP00000007792	ENSCAFP00000014708
ENSTGUP00000003378	ENSCAFP00000010892
ENSTGUP00000013544	ENSCAFP00000041305
ENSTGUP00000009935	ENSCAFP00000013497
ENSTGUP00000010592	ENSCAFP00000001945
ENSTGUP00000008778	ENSCAFP00000037879
ENSTGUP00000009216	ENSCAFP00000026125
ENSTGUP00000012464	ENSCAFP00000005701
ENSTGUP00000005305	ENSCAFP00000025622
ENSTGUP00000016109	ENSCAFP00000025610
ENSTGUP00000004783	ENSCAFP00000019854
ENSTGUP00000004857	ENSCAFP00000009244
ENSTGUP00000004718	ENSCAFP00000020710
ENSTGUP00000006133	ENSCAFP00000012318
ENSTGUP00000006992	ENSCAFP00000029589
ENSTGUP00000003995	ENSCAFP00000019669
ENSTGUP00000007470	ENSCAFP00000036468
ENSTGUP00000007891	ENSCAFP00000014239
ENSTGUP00000002712	ENSCAFP00000004778
ENSTGUP00000003164	ENSCAFP00000038976
ENSTGUP00000003814	ENSCAFP00000015869
ENSTGUP00000008255	ENSCAFP00000007536
ENSTGUP00000004495	ENSCAFP00000035841
ENSTGUP00000002438	ENSCAFP00000027291
ENSTGUP00000006933	ENSCAFP00000009751
ENSTGUP00000012327	ENSCAFP00000013929
ENSTGUP00000011321	ENSCAFP00000000419
ENSTGUP00000003192	ENSCAFP00000017685
ENSTGUP00000002722	ENSCAFP00000003667
ENSTGUP00000011857	ENSCAFP00000024167
ENSTGUP00000003761	ENSCAFP00000003633
ENSTGUP00000009391	ENSCAFP00000034065
ENSTGUP00000013151	ENSCAFP00000026449
ENSTGUP00000012664	ENSCAFP00000025322
ENSTGUP00000007861	ENSCAFP00000018204
ENSTGUP00000002869	ENSCAFP00000006194
ENSTGUP00000008044	ENSCAFP00000007665
ENSTGUP00000013514	ENSCAFP00000005584
ENSTGUP00000005737	ENSCAFP00000018265
ENSTGUP00000017427	ENSCAFP00000013917
ENSTGUP00000006792	ENSCAFP00000030126
ENSTGUP00000003226	ENSCAFP00000001985
ENSTGUP00000008717	ENSCAFP00000036764
ENSTGUP00000009763	ENSCAFP00000000256
ENSTGUP00000007900	ENSCAFP00000019385
ENSTGUP00000003843	ENSCAFP00000013312
ENSTGUP00000003529	ENSCAFP00000027209
ENSTGUP00000009799	ENSCAFP00000009736
ENSTGUP00000000088	ENSCAFP00000009666
ENSTGUP00000012960	ENSCAFP00000007856
ENSTGUP00000017582	ENSCAFP00000009453
ENSTGUP00000013028	ENSCAFP00000021646
ENSTGUP00000002391	ENSCAFP00000040611
ENSTGUP00000004534	ENSCAFP00000039510
ENSTGUP00000001630	ENSCAFP00000013585
ENSTGUP00000002791	ENSCAFP00000006414
ENSTGUP00000013342	ENSCAFP00000038099
ENSTGUP00000008010	ENSCAFP00000032157
ENSTGUP00000007996	ENSCAFP00000016931
ENSTGUP00000001232	ENSCAFP00000019305
ENSTGUP00000009520	ENSCAFP00000039838
ENSTGUP00000013436	ENSCAFP00000022474
ENSTGUP00000010529	ENSCAFP00000016970
ENSTGUP00000000711	ENSCAFP00000007666
ENSTGUP00000001102	ENSCAFP00000016904
ENSTGUP00000007734	ENSCAFP00000008550
ENSTGUP00000016187	ENSCAFP00000013888
ENSTGUP00000006090	ENSCAFP00000014286
ENSTGUP00000013608	ENSCAFP00000020889
ENSTGUP00000013772	ENSCAFP00000016423
ENSTGUP00000000976	ENSCAFP00000011099
ENSTGUP00000004483	ENSCAFP00000021539
ENSTGUP00000003220	ENSCAFP00000005826
ENSTGUP00000003123	ENSCAFP00000001937
ENSTGUP00000007541	ENSCAFP00000010164
ENSTGUP00000001468	ENSCAFP00000015634
ENSTGUP00000018104	ENSCAFP00000018261
ENSTGUP00000006541	ENSCAFP00000029791
ENSTGUP00000003729	ENSCAFP00000029025
ENSTGUP00000003437	ENSCAFP00000015153
ENSTGUP00000008618	ENSCAFP00000019026
ENSTGUP00000012420	ENSCAFP00000031804
ENSTGUP00000008221	ENSCAFP00000006087
ENSTGUP00000004147	ENSCAFP00000009018
ENSTGUP00000002194	ENSCAFP00000009022
ENSTGUP00000010838	ENSCAFP00000033145
ENSTGUP00000005412	ENSCAFP00000019185
ENSTGUP00000001486	ENSCAFP00000029393
ENSTGUP00000000758	ENSCAFP00000011713
ENSTGUP00000000353	ENSCAFP00000037075
ENSTGUP00000004904	ENSCAFP00000018166
ENSTGUP00000004666	ENSCAFP00000017280
ENSTGUP00000011555	ENSCAFP00000013102
ENSTGUP00000013934	ENSCAFP00000043137
ENSTGUP00000012282	ENSCAFP00000032192
ENSTGUP00000007487	ENSCAFP00000028226
ENSTGUP00000000368	ENSCAFP00000027570
ENSTGUP00000007817	ENSCAFP00000039424
ENSTGUP00000014244	ENSCAFP00000024759
ENSTGUP00000015393	ENSCAFP00000004675
ENSTGUP00000002095	ENSCAFP00000005918
ENSTGUP00000007561	ENSCAFP00000020241
ENSTGUP00000008518	ENSCAFP00000017759
ENSTGUP00000009108	ENSCAFP00000009138
ENSTGUP00000012231	ENSCAFP00000001349
ENSTGUP00000009948	ENSCAFP00000022219
ENSTGUP00000004935	ENSCAFP00000011189
ENSTGUP00000006434	ENSCAFP00000021330
ENSTGUP00000003644	ENSCAFP00000026813
ENSTGUP00000006590	ENSCAFP00000012494
ENSTGUP00000006157	ENSCAFP00000034278
ENSTGUP00000013457	ENSCAFP00000022380
ENSTGUP00000009304	ENSCAFP00000026149
ENSTGUP00000001853	ENSCAFP00000017153
ENSTGUP00000000289	ENSCAFP00000027089
ENSTGUP00000000791	ENSCAFP00000026348
ENSTGUP00000009771	ENSCAFP00000028085
ENSTGUP00000014392	ENSCAFP00000021142
ENSTGUP00000006699	ENSCAFP00000023810
ENSTGUP00000003782	ENSCAFP00000029076
ENSTGUP00000000262	ENSCAFP00000027029
ENSTGUP00000013302	ENSCAFP00000042195
ENSTGUP00000005611	ENSCAFP00000004929
ENSTGUP00000012471	ENSCAFP00000005648
ENSTGUP00000012193	ENSCAFP00000013269
ENSTGUP00000001488	ENSCAFP00000002638
ENSTGUP00000007268	ENSCAFP00000016410
ENSTGUP00000006600	ENSCAFP00000008826
ENSTGUP00000013744	ENSCAFP00000014757
ENSTGUP00000012100	ENSCAFP00000012882
ENSTGUP00000005225	ENSCAFP00000030689
ENSTGUP00000009159	ENSCAFP00000023124
ENSTGUP00000000801	ENSCAFP00000027947
ENSTGUP00000007557	ENSCAFP00000037612
ENSTGUP00000013994	ENSCAFP00000015384
ENSTGUP00000016190	ENSCAFP00000039114
ENSTGUP00000008162	ENSCAFP00000018385
ENSTGUP00000007081	ENSCAFP00000009649
ENSTGUP00000010209	ENSCAFP00000001486
ENSTGUP00000017436	ENSCAFP00000019303
ENSTGUP00000002771	ENSCAFP00000011312
ENSTGUP00000011314	ENSCAFP00000017180
ENSTGUP00000010088	ENSCAFP00000014036
ENSTGUP00000011517	ENSCAFP00000008155
ENSTGUP00000003167	ENSCAFP00000012254
ENSTGUP00000012232	ENSCAFP00000001230
ENSTGUP00000004554	ENSCAFP00000021410
ENSTGUP00000009083	ENSCAFP00000031244
ENSTGUP00000001070	ENSCAFP00000041190
ENSTGUP00000008705	ENSCAFP00000037968
ENSTGUP00000008011	ENSCAFP00000033377
ENSTGUP00000004475	ENSCAFP00000029641
ENSTGUP00000007149	ENSCAFP00000030205
ENSTGUP00000012940	ENSCAFP00000001590
ENSTGUP00000009637	ENSCAFP00000014891
ENSTGUP00000012799	ENSCAFP00000004585
ENSTGUP00000007367	ENSCAFP00000040186
ENSTGUP00000014245	ENSCAFP00000000431
ENSTGUP00000012676	ENSCAFP00000005127
ENSTGUP00000002775	ENSCAFP00000024616
ENSTGUP00000001832	ENSCAFP00000009734
ENSTGUP00000009246	ENSCAFP00000005592
ENSTGUP00000001836	ENSCAFP00000002963
ENSTGUP00000017770	ENSCAFP00000000148
ENSTGUP00000017712	ENSCAFP00000029875
ENSTGUP00000013729	ENSCAFP00000022198
ENSTGUP00000003420	ENSCAFP00000008636
ENSTGUP00000018056	ENSCAFP00000039620
ENSTGUP00000009309	ENSCAFP00000023830
ENSTGUP00000000731	ENSCAFP00000026042
ENSTGUP00000007958	ENSCAFP00000018676
ENSTGUP00000007108	ENSCAFP00000010168
ENSTGUP00000012628	ENSCAFP00000001050
ENSTGUP00000012805	ENSCAFP00000034565
ENSTGUP00000013328	ENSCAFP00000014977
ENSTGUP00000005975	ENSCAFP00000023719
ENSTGUP00000012751	ENSCAFP00000018590
ENSTGUP00000007496	ENSCAFP00000004006
ENSTGUP00000000365	ENSCAFP00000027591
ENSTGUP00000000278	ENSCAFP00000025553
ENSTGUP00000003565	ENSCAFP00000024880
ENSTGUP00000010844	ENSCAFP00000021885
ENSTGUP00000010003	ENSCAFP00000030250
ENSTGUP00000012229	ENSCAFP00000013432
ENSTGUP00000005640	ENSCAFP00000021805
ENSTGUP00000001007	ENSCAFP00000018058
ENSTGUP00000007284	ENSCAFP00000020117
ENSTGUP00000002944	ENSCAFP00000015874
ENSTGUP00000002388	ENSCAFP00000025800
ENSTGUP00000012814	ENSCAFP00000007213
ENSTGUP00000011544	ENSCAFP00000018134
ENSTGUP00000009694	ENSCAFP00000019496
ENSTGUP00000011515	ENSCAFP00000011085
ENSTGUP00000005930	ENSCAFP00000013157
ENSTGUP00000006164	ENSCAFP00000032879
ENSTGUP00000017762	ENSCAFP00000000134
ENSTGUP00000004085	ENSCAFP00000026516
ENSTGUP00000001770	ENSCAFP00000002818
ENSTGUP00000004014	ENSCAFP00000026552
ENSTGUP00000013791	ENSCAFP00000016089
ENSTGUP00000001613	ENSCAFP00000030665
ENSTGUP00000011895	ENSCAFP00000019339
ENSTGUP00000017654	ENSCAFP00000018728
ENSTGUP00000003867	ENSCAFP00000019929
ENSTGUP00000007036	ENSCAFP00000036671
ENSTGUP00000004784	ENSCAFP00000009309
ENSTGUP00000000488	ENSCAFP00000040181
ENSTGUP00000006513	ENSCAFP00000034403
ENSTGUP00000013696	ENSCAFP00000011791
ENSTGUP00000017424	ENSCAFP00000019348
ENSTGUP00000007982	ENSCAFP00000017305
ENSTGUP00000005343	ENSCAFP00000003060
ENSTGUP00000010511	ENSCAFP00000027095
ENSTGUP00000012737	ENSCAFP00000006962
ENSTGUP00000008544	ENSCAFP00000015490
ENSTGUP00000005603	ENSCAFP00000012624
ENSTGUP00000013067	ENSCAFP00000042105
ENSTGUP00000009386	ENSCAFP00000026277
ENSTGUP00000018038	ENSCAFP00000006930
ENSTGUP00000011184	ENSCAFP00000013945
ENSTGUP00000002357	ENSCAFP00000023769
ENSTGUP00000009085	ENSCAFP00000019560
ENSTGUP00000011001	ENSCAFP00000000532
ENSTGUP00000007213	ENSCAFP00000020263
ENSTGUP00000008503	ENSCAFP00000015383
ENSTGUP00000008474	ENSCAFP00000006400
ENSTGUP00000006094	ENSCAFP00000023417
ENSTGUP00000007200	ENSCAFP00000000636
ENSTGUP00000000135	ENSCAFP00000009484
ENSTGUP00000008718	ENSCAFP00000002676
ENSTGUP00000004105	ENSCAFP00000030578
ENSTGUP00000013873	ENSCAFP00000008361
ENSTGUP00000012994	ENSCAFP00000023217
ENSTGUP00000007182	ENSCAFP00000030134
ENSTGUP00000005707	ENSCAFP00000030152
ENSTGUP00000010070	ENSCAFP00000042321
ENSTGUP00000002889	ENSCAFP00000004135
ENSTGUP00000012062	ENSCAFP00000012364
ENSTGUP00000006580	ENSCAFP00000012488
ENSTGUP00000002340	ENSCAFP00000013943
ENSTGUP00000009997	ENSCAFP00000015433
ENSTGUP00000008613	ENSCAFP00000026810
ENSTGUP00000012946	ENSCAFP00000023554
ENSTGUP00000007025	ENSCAFP00000012668
ENSTGUP00000006789	ENSCAFP00000039680
ENSTGUP00000008080	ENSCAFP00000008858
ENSTGUP00000013340	ENSCAFP00000006860
ENSTGUP00000007801	ENSCAFP00000019317
ENSTGUP00000017740	ENSCAFP00000013541
ENSTGUP00000001273	ENSCAFP00000042812
ENSTGUP00000012923	ENSCAFP00000007558
ENSTGUP00000001154	ENSCAFP00000018978
ENSTGUP00000004592	ENSCAFP00000042680
ENSTGUP00000000681	ENSCAFP00000012268
ENSTGUP00000011041	ENSCAFP00000019117
ENSTGUP00000005667	ENSCAFP00000030226
ENSTGUP00000004399	ENSCAFP00000029132
ENSTGUP00000009717	ENSCAFP00000019454
ENSTGUP00000012520	ENSCAFP00000032492
ENSTGUP00000007882	ENSCAFP00000014831
ENSTGUP00000008727	ENSCAFP00000034396
ENSTGUP00000000125	ENSCAFP00000031561
ENSTGUP00000011926	ENSCAFP00000012037
ENSTGUP00000008556	ENSCAFP00000007347
ENSTGUP00000001514	ENSCAFP00000002886
ENSTGUP00000007871	ENSCAFP00000019165
ENSTGUP00000010402	ENSCAFP00000010256
ENSTGUP00000010558	ENSCAFP00000008923
ENSTGUP00000005296	ENSCAFP00000014919
ENSTGUP00000014718	ENSCAFP00000025487
ENSTGUP00000015753	ENSCAFP00000012977
ENSTGUP00000015077	ENSCAFP00000007274
ENSTGUP00000017685	ENSCAFP00000017772
ENSTGUP00000010863	ENSCAFP00000018347
ENSTGUP00000012089	ENSCAFP00000012067
ENSTGUP00000010922	ENSCAFP00000022982
ENSTGUP00000005384	ENSCAFP00000019198
ENSTGUP00000012892	ENSCAFP00000023689
ENSTGUP00000011018	ENSCAFP00000002183
ENSTGUP00000011174	ENSCAFP00000013960
ENSTGUP00000003806	ENSCAFP00000026696
ENSTGUP00000010080	ENSCAFP00000027791
ENSTGUP00000005952	ENSCAFP00000015439
ENSTGUP00000009590	ENSCAFP00000026632
ENSTGUP00000008376	ENSCAFP00000015183
ENSTGUP00000012716	ENSCAFP00000025397
ENSTGUP00000008522	ENSCAFP00000007361
ENSTGUP00000000159	ENSCAFP00000036529
ENSTGUP00000002080	ENSCAFP00000005923
ENSTGUP00000006035	ENSCAFP00000036341
ENSTGUP00000013190	ENSCAFP00000026655
ENSTGUP00000013982	ENSCAFP00000008652
ENSTGUP00000010016	ENSCAFP00000009819
ENSTGUP00000003962	ENSCAFP00000043129
ENSTGUP00000012305	ENSCAFP00000001264
ENSTGUP00000017662	ENSCAFP00000020360
ENSTGUP00000005793	ENSCAFP00000037803
ENSTGUP00000004553	ENSCAFP00000016712
ENSTGUP00000008350	ENSCAFP00000041462
ENSTGUP00000005333	ENSCAFP00000014940
ENSTGUP00000016352	ENSCAFP00000022995
ENSTGUP00000005929	ENSCAFP00000006397
ENSTGUP00000006685	ENSCAFP00000004583
ENSTGUP00000009018	ENSCAFP00000041437
ENSTGUP00000000703	ENSCAFP00000012148
ENSTGUP00000005673	ENSCAFP00000015019
ENSTGUP00000000001	ENSCAFP00000018102
ENSTGUP00000009933	ENSCAFP00000024519
ENSTGUP00000010142	ENSCAFP00000034642
ENSTGUP00000000634	ENSCAFP00000017722
ENSTGUP00000003556	ENSCAFP00000027270
ENSTGUP00000009602	ENSCAFP00000038482
ENSTGUP00000008932	ENSCAFP00000022567
ENSTGUP00000006260	ENSCAFP00000042499
ENSTGUP00000017686	ENSCAFP00000020839
ENSTGUP00000009864	ENSCAFP00000024328
ENSTGUP00000009664	ENSCAFP00000001099
ENSTGUP00000006964	ENSCAFP00000033993
ENSTGUP00000012724	ENSCAFP00000006926
ENSTGUP00000005457	ENSCAFP00000027707
ENSTGUP00000009928	ENSCAFP00000013539
ENSTGUP00000001683	ENSCAFP00000008586
ENSTGUP00000007118	ENSCAFP00000010085
ENSTGUP00000011183	ENSCAFP00000013956
ENSTGUP00000013531	ENSCAFP00000021563
ENSTGUP00000003323	ENSCAFP00000033975
ENSTGUP00000010789	ENSCAFP00000016264
ENSTGUP00000007117	ENSCAFP00000033840
ENSTGUP00000017534	ENSCAFP00000003052
ENSTGUP00000005039	ENSCAFP00000029492
ENSTGUP00000010028	ENSCAFP00000001406
ENSTGUP00000018077	ENSCAFP00000001035
ENSTGUP00000012692	ENSCAFP00000025356
ENSTGUP00000012626	ENSCAFP00000025251
ENSTGUP00000003104	ENSCAFP00000018234
ENSTGUP00000013881	ENSCAFP00000008031
ENSTGUP00000008031	ENSCAFP00000003020
ENSTGUP00000005873	ENSCAFP00000041720
ENSTGUP00000007050	ENSCAFP00000029592
ENSTGUP00000004133	ENSCAFP00000022433
ENSTGUP00000013707	ENSCAFP00000011953
ENSTGUP00000011377	ENSCAFP00000010380
ENSTGUP00000006555	ENSCAFP00000029779
ENSTGUP00000007720	ENSCAFP00000025945
ENSTGUP00000005105	ENSCAFP00000010854
ENSTGUP00000005846	ENSCAFP00000039568
ENSTGUP00000001088	ENSCAFP00000021656
ENSTGUP00000013251	ENSCAFP00000003304
ENSTGUP00000005919	ENSCAFP00000014321
ENSTGUP00000001611	ENSCAFP00000038434
ENSTGUP00000005174	ENSCAFP00000016132
ENSTGUP00000011528	ENSCAFP00000000768
ENSTGUP00000012409	ENSCAFP00000000767
ENSTGUP00000004555	ENSCAFP00000029610
ENSTGUP00000017577	ENSCAFP00000022134
ENSTGUP00000011927	ENSCAFP00000039217
ENSTGUP00000006310	ENSCAFP00000014363
ENSTGUP00000009017	ENSCAFP00000031906
ENSTGUP00000012573	ENSCAFP00000042232
ENSTGUP00000007442	ENSCAFP00000030450
ENSTGUP00000011099	ENSCAFP00000026599
ENSTGUP00000005865	ENSCAFP00000040165
ENSTGUP00000006350	ENSCAFP00000037244
ENSTGUP00000000031	ENSCAFP00000028142
ENSTGUP00000002539	ENSCAFP00000008373
ENSTGUP00000010227	ENSCAFP00000017582
ENSTGUP00000003800	ENSCAFP00000008046
ENSTGUP00000005988	ENSCAFP00000022223
ENSTGUP00000002084	ENSCAFP00000000110
ENSTGUP00000013708	ENSCAFP00000021696
ENSTGUP00000000975	ENSCAFP00000017727
ENSTGUP00000013191	ENSCAFP00000006105
ENSTGUP00000014670	ENSCAFP00000037111
ENSTGUP00000000118	ENSCAFP00000003331
ENSTGUP00000000551	ENSCAFP00000024544
ENSTGUP00000001434	ENSCAFP00000015758
ENSTGUP00000011248	ENSCAFP00000000395
ENSTGUP00000002505	ENSCAFP00000027182
ENSTGUP00000006622	ENSCAFP00000040838
ENSTGUP00000016548	ENSCAFP00000000889
ENSTGUP00000007555	ENSCAFP00000011488
ENSTGUP00000011197	ENSCAFP00000011010
ENSTGUP00000001195	ENSCAFP00000006336
ENSTGUP00000006777	ENSCAFP00000032013
ENSTGUP00000001849	ENSCAFP00000001699
ENSTGUP00000011772	ENSCAFP00000001049
ENSTGUP00000006150	ENSCAFP00000014621
ENSTGUP00000003473	ENSCAFP00000002509
ENSTGUP00000002689	ENSCAFP00000004808
ENSTGUP00000011836	ENSCAFP00000037302
ENSTGUP00000000957	ENSCAFP00000028199
ENSTGUP00000010020	ENSCAFP00000019138
ENSTGUP00000000407	ENSCAFP00000038188
ENSTGUP00000006320	ENSCAFP00000023333
ENSTGUP00000002716	ENSCAFP00000003654
ENSTGUP00000001215	ENSCAFP00000006259
ENSTGUP00000009629	ENSCAFP00000033491
ENSTGUP00000007429	ENSCAFP00000019355
ENSTGUP00000012703	ENSCAFP00000001195
ENSTGUP00000003022	ENSCAFP00000006785
ENSTGUP00000002847	ENSCAFP00000028809
ENSTGUP00000000751	ENSCAFP00000017271
ENSTGUP00000017711	ENSCAFP00000002321
ENSTGUP00000005459	ENSCAFP00000005046
ENSTGUP00000006739	ENSCAFP00000022724
ENSTGUP00000008210	ENSCAFP00000039204
ENSTGUP00000002320	ENSCAFP00000007113
ENSTGUP00000001838	ENSCAFP00000013250
ENSTGUP00000001621	ENSCAFP00000039029
ENSTGUP00000014964	ENSCAFP00000042473
ENSTGUP00000013992	ENSCAFP00000012628
ENSTGUP00000012914	ENSCAFP00000037753
ENSTGUP00000009618	ENSCAFP00000042294
ENSTGUP00000001293	ENSCAFP00000001497
ENSTGUP00000001656	ENSCAFP00000008549
ENSTGUP00000003886	ENSCAFP00000036749
ENSTGUP00000009869	ENSCAFP00000013683
ENSTGUP00000017564	ENSCAFP00000013538
ENSTGUP00000000554	ENSCAFP00000007506
ENSTGUP00000004896	ENSCAFP00000009772
ENSTGUP00000010342	ENSCAFP00000040573
ENSTGUP00000005197	ENSCAFP00000030178
ENSTGUP00000006036	ENSCAFP00000014444
ENSTGUP00000007650	ENSCAFP00000013201
ENSTGUP00000007657	ENSCAFP00000013205
ENSTGUP00000004764	ENSCAFP00000025097
ENSTGUP00000001155	ENSCAFP00000042413
ENSTGUP00000005868	ENSCAFP00000012778
ENSTGUP00000001359	ENSCAFP00000001082
ENSTGUP00000017154	ENSCAFP00000005531
ENSTGUP00000017522	ENSCAFP00000014843
ENSTGUP00000008497	ENSCAFP00000042496
ENSTGUP00000009775	ENSCAFP00000036967
ENSTGUP00000012112	ENSCAFP00000001512
ENSTGUP00000001759	ENSCAFP00000005305
ENSTGUP00000006714	ENSCAFP00000040164
ENSTGUP00000005625	ENSCAFP00000028286
ENSTGUP00000001117	ENSCAFP00000021313
ENSTGUP00000007456	ENSCAFP00000037370
ENSTGUP00000001012	ENSCAFP00000028217
ENSTGUP00000005397	ENSCAFP00000012904
ENSTGUP00000003787	ENSCAFP00000008049
ENSTGUP00000012605	ENSCAFP00000001023
ENSTGUP00000007094	ENSCAFP00000009625
ENSTGUP00000012339	ENSCAFP00000038938
ENSTGUP00000012342	ENSCAFP00000038537
ENSTGUP00000009002	ENSCAFP00000016873
ENSTGUP00000012463	ENSCAFP00000006366
ENSTGUP00000009116	ENSCAFP00000009161
ENSTGUP00000007015	ENSCAFP00000011226
ENSTGUP00000007921	ENSCAFP00000041605
ENSTGUP00000009476	ENSCAFP00000029685
ENSTGUP00000004982	ENSCAFP00000015071
ENSTGUP00000002619	ENSCAFP00000003528
ENSTGUP00000003029	ENSCAFP00000042377
ENSTGUP00000011069	ENSCAFP00000033721
ENSTGUP00000011051	ENSCAFP00000022542
ENSTGUP00000013756	ENSCAFP00000015721
ENSTGUP00000000175	ENSCAFP00000019474
ENSTGUP00000013833	ENSCAFP00000022547
ENSTGUP00000000030	ENSCAFP00000027650
ENSTGUP00000002088	ENSCAFP00000027607
ENSTGUP00000017323	ENSCAFP00000010247
ENSTGUP00000012187	ENSCAFP00000001159
ENSTGUP00000000165	ENSCAFP00000019498
ENSTGUP00000004220	ENSCAFP00000029508
ENSTGUP00000013688	ENSCAFP00000011772
ENSTGUP00000013872	ENSCAFP00000008359
ENSTGUP00000011453	ENSCAFP00000010492
ENSTGUP00000016081	ENSCAFP00000018754
ENSTGUP00000006563	ENSCAFP00000012476
ENSTGUP00000010067	ENSCAFP00000027642
ENSTGUP00000008422	ENSCAFP00000036413
ENSTGUP00000013481	ENSCAFP00000037078
ENSTGUP00000000858	ENSCAFP00000026519
ENSTGUP00000001984	ENSCAFP00000006180
ENSTGUP00000012596	ENSCAFP00000040944
ENSTGUP00000010626	ENSCAFP00000008387
ENSTGUP00000000846	ENSCAFP00000015408
ENSTGUP00000017661	ENSCAFP00000043042
ENSTGUP00000017660	ENSCAFP00000018650
ENSTGUP00000010091	ENSCAFP00000009784
ENSTGUP00000010290	ENSCAFP00000032072
ENSTGUP00000017350	ENSCAFP00000019250
ENSTGUP00000017043	ENSCAFP00000042042
ENSTGUP00000007803	ENSCAFP00000014715
ENSTGUP00000010868	ENSCAFP00000018417
ENSTGUP00000007930	ENSCAFP00000038518
ENSTGUP00000012555	ENSCAFP00000000961
ENSTGUP00000010119	ENSCAFP00000031744
ENSTGUP00000008477	ENSCAFP00000006363
ENSTGUP00000004831	ENSCAFP00000039823
ENSTGUP00000003535	ENSCAFP00000029097
ENSTGUP00000007850	ENSCAFP00000019304
ENSTGUP00000007115	ENSCAFP00000022821
ENSTGUP00000010487	ENSCAFP00000040893
ENSTGUP00000000119	ENSCAFP00000019913
ENSTGUP00000010256	ENSCAFP00000040455
ENSTGUP00000013906	ENSCAFP00000022690
ENSTGUP00000012956	ENSCAFP00000004169
ENSTGUP00000009532	ENSCAFP00000020755
ENSTGUP00000009023	ENSCAFP00000035855
ENSTGUP00000006234	ENSCAFP00000042738
ENSTGUP00000017143	ENSCAFP00000013609
ENSTGUP00000013419	ENSCAFP00000007308
ENSTGUP00000003112	ENSCAFP00000005942
ENSTGUP00000017912	ENSCAFP00000018136
ENSTGUP00000005923	ENSCAFP00000014329
ENSTGUP00000008086	ENSCAFP00000034647
ENSTGUP00000012924	ENSCAFP00000041400
ENSTGUP00000004823	ENSCAFP00000015565
ENSTGUP00000005470	ENSCAFP00000013805
ENSTGUP00000012622	ENSCAFP00000013918
ENSTGUP00000003974	ENSCAFP00000008019
ENSTGUP00000005715	ENSCAFP00000037402
ENSTGUP00000005375	ENSCAFP00000037042
ENSTGUP00000005376	ENSCAFP00000002525
ENSTGUP00000010940	ENSCAFP00000021814
ENSTGUP00000000793	ENSCAFP00000030997
ENSTGUP00000009006	ENSCAFP00000037504
ENSTGUP00000004030	ENSCAFP00000019642
ENSTGUP00000012104	ENSCAFP00000016896
ENSTGUP00000001053	ENSCAFP00000021949
ENSTGUP00000008889	ENSCAFP00000032840
ENSTGUP00000007136	ENSCAFP00000028229
ENSTGUP00000005237	ENSCAFP00000010375
ENSTGUP00000003903	ENSCAFP00000041409
ENSTGUP00000005298	ENSCAFP00000008583
ENSTGUP00000004921	ENSCAFP00000038762
ENSTGUP00000017825	ENSCAFP00000000281
ENSTGUP00000013503	ENSCAFP00000020456
ENSTGUP00000004186	ENSCAFP00000028525
ENSTGUP00000010607	ENSCAFP00000016601
ENSTGUP00000003734	ENSCAFP00000024694
ENSTGUP00000011172	ENSCAFP00000031272
ENSTGUP00000012403	ENSCAFP00000020438
ENSTGUP00000006232	ENSCAFP00000012218
ENSTGUP00000000370	ENSCAFP00000001028
ENSTGUP00000008470	ENSCAFP00000005681
ENSTGUP00000000105	ENSCAFP00000027349
ENSTGUP00000003410	ENSCAFP00000027139
ENSTGUP00000003283	ENSCAFP00000037956
ENSTGUP00000002119	ENSCAFP00000032753
ENSTGUP00000013856	ENSCAFP00000033342
ENSTGUP00000012931	ENSCAFP00000004256
ENSTGUP00000000721	ENSCAFP00000026019
ENSTGUP00000006440	ENSCAFP00000011613
ENSTGUP00000012288	ENSCAFP00000001294
ENSTGUP00000003177	ENSCAFP00000014536
ENSTGUP00000013987	ENSCAFP00000037011
ENSTGUP00000012308	ENSCAFP00000013869
ENSTGUP00000005649	ENSCAFP00000003865
ENSTGUP00000007768	ENSCAFP00000014406
ENSTGUP00000005544	ENSCAFP00000026610
ENSTGUP00000010403	ENSCAFP00000020419
ENSTGUP00000013563	ENSCAFP00000005806
ENSTGUP00000010453	ENSCAFP00000010170
ENSTGUP00000007773	ENSCAFP00000014437
ENSTGUP00000006329	ENSCAFP00000014337
ENSTGUP00000009248	ENSCAFP00000040078
ENSTGUP00000011552	ENSCAFP00000013379
ENSTGUP00000017391	ENSCAFP00000007076
ENSTGUP00000006556	ENSCAFP00000014638
ENSTGUP00000006547	ENSCAFP00000014635
ENSTGUP00000006123	ENSCAFP00000014190
ENSTGUP00000006273	ENSCAFP00000014482
ENSTGUP00000008597	ENSCAFP00000017317
ENSTGUP00000008594	ENSCAFP00000017323
