ENSMGAP00000004951	ENSCAFP00000014731
ENSMGAP00000019637	ENSCAFP00000030689
ENSMGAP00000008434	ENSCAFP00000023124
ENSMGAP00000006104	ENSCAFP00000027947
ENSMGAP00000004340	ENSCAFP00000037612
ENSMGAP00000012698	ENSCAFP00000001434
ENSMGAP00000015245	ENSCAFP00000015384
ENSMGAP00000015244	ENSCAFP00000039114
ENSMGAP00000009984	ENSCAFP00000032766
ENSMGAP00000017970	ENSCAFP00000018385
ENSMGAP00000017254	ENSCAFP00000008416
ENSMGAP00000002050	ENSCAFP00000009649
ENSMGAP00000012738	ENSCAFP00000001486
ENSMGAP00000002745	ENSCAFP00000004834
ENSMGAP00000010783	ENSCAFP00000000584
ENSMGAP00000004932	ENSCAFP00000019303
ENSMGAP00000003448	ENSCAFP00000011312
ENSMGAP00000011626	ENSCAFP00000017180
ENSMGAP00000009284	ENSCAFP00000014036
ENSMGAP00000002181	ENSCAFP00000011133
ENSMGAP00000001012	ENSCAFP00000012254
ENSMGAP00000005479	ENSCAFP00000023005
ENSMGAP00000007531	ENSCAFP00000016742
ENSMGAP00000014599	ENSCAFP00000001230
ENSMGAP00000005442	ENSCAFP00000021410
ENSMGAP00000016771	ENSCAFP00000031244
ENSMGAP00000000065	ENSCAFP00000041190
ENSMGAP00000006340	ENSCAFP00000033377
ENSMGAP00000004717	ENSCAFP00000029641
ENSMGAP00000009819	ENSCAFP00000030205
ENSMGAP00000000899	ENSCAFP00000012577
ENSMGAP00000013552	ENSCAFP00000001590
ENSMGAP00000009194	ENSCAFP00000014891
ENSMGAP00000014439	ENSCAFP00000004585
ENSMGAP00000007286	ENSCAFP00000021848
ENSMGAP00000017028	ENSCAFP00000000879
ENSMGAP00000016843	ENSCAFP00000005127
ENSMGAP00000000639	ENSCAFP00000024616
ENSMGAP00000004961	ENSCAFP00000009734
ENSMGAP00000007081	ENSCAFP00000040151
ENSMGAP00000011630	ENSCAFP00000005592
ENSMGAP00000006167	ENSCAFP00000023331
ENSMGAP00000019304	ENSCAFP00000002963
ENSMGAP00000000468	ENSCAFP00000000148
ENSMGAP00000008256	ENSCAFP00000029875
ENSMGAP00000007527	ENSCAFP00000028939
ENSMGAP00000017413	ENSCAFP00000022198
ENSMGAP00000011479	ENSCAFP00000008636
ENSMGAP00000002944	ENSCAFP00000039620
ENSMGAP00000013016	ENSCAFP00000023830
ENSMGAP00000005773	ENSCAFP00000026042
ENSMGAP00000005668	ENSCAFP00000018676
ENSMGAP00000018838	ENSCAFP00000010168
ENSMGAP00000013089	ENSCAFP00000001050
ENSMGAP00000008198	ENSCAFP00000026181
ENSMGAP00000013288	ENSCAFP00000034565
ENSMGAP00000014772	ENSCAFP00000014977
ENSMGAP00000017189	ENSCAFP00000014495
ENSMGAP00000017107	ENSCAFP00000023719
ENSMGAP00000014347	ENSCAFP00000018590
ENSMGAP00000005248	ENSCAFP00000028992
ENSMGAP00000002256	ENSCAFP00000004006
ENSMGAP00000001202	ENSCAFP00000027591
ENSMGAP00000001929	ENSCAFP00000025553
ENSMGAP00000002021	ENSCAFP00000024880
ENSMGAP00000013728	ENSCAFP00000021885
ENSMGAP00000016552	ENSCAFP00000030250
ENSMGAP00000016796	ENSCAFP00000013432
ENSMGAP00000012009	ENSCAFP00000021805
ENSMGAP00000000244	ENSCAFP00000018058
ENSMGAP00000016285	ENSCAFP00000020117
ENSMGAP00000016881	ENSCAFP00000015874
ENSMGAP00000004105	ENSCAFP00000025800
ENSMGAP00000015867	ENSCAFP00000007213
ENSMGAP00000011960	ENSCAFP00000018134
ENSMGAP00000012445	ENSCAFP00000019496
ENSMGAP00000013692	ENSCAFP00000011085
ENSMGAP00000000224	ENSCAFP00000013157
ENSMGAP00000016515	ENSCAFP00000032879
ENSMGAP00000001955	ENSCAFP00000026516
ENSMGAP00000018342	ENSCAFP00000002818
ENSMGAP00000015134	ENSCAFP00000016089
ENSMGAP00000001609	ENSCAFP00000030665
ENSMGAP00000019543	ENSCAFP00000019339
ENSMGAP00000014812	ENSCAFP00000022321
ENSMGAP00000009910	ENSCAFP00000001381
ENSMGAP00000019210	ENSCAFP00000018728
ENSMGAP00000002719	ENSCAFP00000029167
ENSMGAP00000000352	ENSCAFP00000019929
ENSMGAP00000015492	ENSCAFP00000039412
ENSMGAP00000016939	ENSCAFP00000001354
ENSMGAP00000002165	ENSCAFP00000036671
ENSMGAP00000018164	ENSCAFP00000014077
ENSMGAP00000001469	ENSCAFP00000009309
ENSMGAP00000005453	ENSCAFP00000040181
ENSMGAP00000007083	ENSCAFP00000011484
ENSMGAP00000015023	ENSCAFP00000011791
ENSMGAP00000004577	ENSCAFP00000015672
ENSMGAP00000003425	ENSCAFP00000036681
ENSMGAP00000004958	ENSCAFP00000019348
ENSMGAP00000004428	ENSCAFP00000015840
ENSMGAP00000006931	ENSCAFP00000017305
ENSMGAP00000005210	ENSCAFP00000003060
ENSMGAP00000014942	ENSCAFP00000012350
ENSMGAP00000010130	ENSCAFP00000027095
ENSMGAP00000015879	ENSCAFP00000006962
ENSMGAP00000018970	ENSCAFP00000015490
ENSMGAP00000001127	ENSCAFP00000012624
ENSMGAP00000016085	ENSCAFP00000042105
ENSMGAP00000010852	ENSCAFP00000026277
ENSMGAP00000009530	ENSCAFP00000006930
ENSMGAP00000006313	ENSCAFP00000013945
ENSMGAP00000013991	ENSCAFP00000023769
ENSMGAP00000010118	ENSCAFP00000019560
ENSMGAP00000013263	ENSCAFP00000000532
ENSMGAP00000015509	ENSCAFP00000020263
ENSMGAP00000005854	ENSCAFP00000015383
ENSMGAP00000011013	ENSCAFP00000006400
ENSMGAP00000009929	ENSCAFP00000023417
ENSMGAP00000011015	ENSCAFP00000000636
ENSMGAP00000009664	ENSCAFP00000009484
ENSMGAP00000012734	ENSCAFP00000002676
ENSMGAP00000000033	ENSCAFP00000004854
ENSMGAP00000000035	ENSCAFP00000030578
ENSMGAP00000014164	ENSCAFP00000023217
ENSMGAP00000003675	ENSCAFP00000030134
ENSMGAP00000013305	ENSCAFP00000042321
ENSMGAP00000013318	ENSCAFP00000022572
ENSMGAP00000010986	ENSCAFP00000004135
ENSMGAP00000012492	ENSCAFP00000012364
ENSMGAP00000004920	ENSCAFP00000012488
ENSMGAP00000003748	ENSCAFP00000013943
ENSMGAP00000019791	ENSCAFP00000015433
ENSMGAP00000008313	ENSCAFP00000026810
ENSMGAP00000014195	ENSCAFP00000023554
ENSMGAP00000005691	ENSCAFP00000012668
ENSMGAP00000010700	ENSCAFP00000039680
ENSMGAP00000011595	ENSCAFP00000008858
ENSMGAP00000014978	ENSCAFP00000024626
ENSMGAP00000016163	ENSCAFP00000006860
ENSMGAP00000010099	ENSCAFP00000037977
ENSMGAP00000003213	ENSCAFP00000019317
ENSMGAP00000006567	ENSCAFP00000013228
ENSMGAP00000001115	ENSCAFP00000013541
ENSMGAP00000008298	ENSCAFP00000042812
ENSMGAP00000015834	ENSCAFP00000007558
ENSMGAP00000001527	ENSCAFP00000018978
ENSMGAP00000008399	ENSCAFP00000012268
ENSMGAP00000004227	ENSCAFP00000021206
ENSMGAP00000005332	ENSCAFP00000027701
ENSMGAP00000001946	ENSCAFP00000030226
ENSMGAP00000009161	ENSCAFP00000029132
ENSMGAP00000012461	ENSCAFP00000019454
ENSMGAP00000015924	ENSCAFP00000032492
ENSMGAP00000006162	ENSCAFP00000014831
ENSMGAP00000012739	ENSCAFP00000034396
ENSMGAP00000009764	ENSCAFP00000031561
ENSMGAP00000012110	ENSCAFP00000012037
ENSMGAP00000004602	ENSCAFP00000007347
ENSMGAP00000008870	ENSCAFP00000002886
ENSMGAP00000007387	ENSCAFP00000020517
ENSMGAP00000003464	ENSCAFP00000019165
ENSMGAP00000010715	ENSCAFP00000010256
ENSMGAP00000005930	ENSCAFP00000011250
ENSMGAP00000010386	ENSCAFP00000008923
ENSMGAP00000018923	ENSCAFP00000041439
ENSMGAP00000015219	ENSCAFP00000014515
ENSMGAP00000018549	ENSCAFP00000022927
ENSMGAP00000012322	ENSCAFP00000019162
ENSMGAP00000014051	ENSCAFP00000012977
ENSMGAP00000018985	ENSCAFP00000007274
ENSMGAP00000000129	ENSCAFP00000017772
ENSMGAP00000009886	ENSCAFP00000018347
ENSMGAP00000016294	ENSCAFP00000012067
ENSMGAP00000016776	ENSCAFP00000022982
ENSMGAP00000003377	ENSCAFP00000019198
ENSMGAP00000014217	ENSCAFP00000023689
ENSMGAP00000013301	ENSCAFP00000002183
ENSMGAP00000018024	ENSCAFP00000002185
ENSMGAP00000006245	ENSCAFP00000013960
ENSMGAP00000002873	ENSCAFP00000026696
ENSMGAP00000012199	ENSCAFP00000027791
ENSMGAP00000004912	ENSCAFP00000015439
ENSMGAP00000006443	ENSCAFP00000006786
ENSMGAP00000016557	ENSCAFP00000026632
ENSMGAP00000017550	ENSCAFP00000039100
ENSMGAP00000019103	ENSCAFP00000015183
ENSMGAP00000013622	ENSCAFP00000025397
ENSMGAP00000004526	ENSCAFP00000007361
ENSMGAP00000006752	ENSCAFP00000029670
ENSMGAP00000016398	ENSCAFP00000036529
ENSMGAP00000010977	ENSCAFP00000005923
ENSMGAP00000001564	ENSCAFP00000036341
ENSMGAP00000013411	ENSCAFP00000008441
ENSMGAP00000004095	ENSCAFP00000034705
ENSMGAP00000014110	ENSCAFP00000026655
ENSMGAP00000009382	ENSCAFP00000008652
ENSMGAP00000009665	ENSCAFP00000009819
ENSMGAP00000017054	ENSCAFP00000043129
ENSMGAP00000016386	ENSCAFP00000030802
ENSMGAP00000002393	ENSCAFP00000020360
ENSMGAP00000006676	ENSCAFP00000037803
ENSMGAP00000008573	ENSCAFP00000041462
ENSMGAP00000004247	ENSCAFP00000014940
ENSMGAP00000006803	ENSCAFP00000028544
ENSMGAP00000006539	ENSCAFP00000026739
ENSMGAP00000000655	ENSCAFP00000006397
ENSMGAP00000006648	ENSCAFP00000004583
ENSMGAP00000013283	ENSCAFP00000024836
ENSMGAP00000009614	ENSCAFP00000041437
ENSMGAP00000008381	ENSCAFP00000012148
ENSMGAP00000015430	ENSCAFP00000015019
ENSMGAP00000003036	ENSCAFP00000018102
ENSMGAP00000013225	ENSCAFP00000024519
ENSMGAP00000010302	ENSCAFP00000034642
ENSMGAP00000016218	ENSCAFP00000017722
ENSMGAP00000007824	ENSCAFP00000027270
ENSMGAP00000015732	ENSCAFP00000038482
ENSMGAP00000000385	ENSCAFP00000022567
ENSMGAP00000011619	ENSCAFP00000017136
ENSMGAP00000002046	ENSCAFP00000020839
ENSMGAP00000013177	ENSCAFP00000024328
ENSMGAP00000012992	ENSCAFP00000001099
ENSMGAP00000000988	ENSCAFP00000020906
ENSMGAP00000009576	ENSCAFP00000033993
ENSMGAP00000015884	ENSCAFP00000006926
ENSMGAP00000001263	ENSCAFP00000027707
ENSMGAP00000010079	ENSCAFP00000013539
ENSMGAP00000000577	ENSCAFP00000008586
ENSMGAP00000006173	ENSCAFP00000039150
ENSMGAP00000001948	ENSCAFP00000010085
ENSMGAP00000001330	ENSCAFP00000000231
ENSMGAP00000006336	ENSCAFP00000013956
ENSMGAP00000001318	ENSCAFP00000035834
ENSMGAP00000010375	ENSCAFP00000012610
ENSMGAP00000007335	ENSCAFP00000016264
ENSMGAP00000000757	ENSCAFP00000021587
ENSMGAP00000002374	ENSCAFP00000030718
ENSMGAP00000004198	ENSCAFP00000003052
ENSMGAP00000005608	ENSCAFP00000029492
ENSMGAP00000012639	ENSCAFP00000001406
ENSMGAP00000012058	ENSCAFP00000027892
ENSMGAP00000013593	ENSCAFP00000025356
ENSMGAP00000013508	ENSCAFP00000025251
ENSMGAP00000010012	ENSCAFP00000018234
ENSMGAP00000016229	ENSCAFP00000008031
ENSMGAP00000012456	ENSCAFP00000003020
ENSMGAP00000019568	ENSCAFP00000041720
ENSMGAP00000000173	ENSCAFP00000029592
ENSMGAP00000012450	ENSCAFP00000038497
ENSMGAP00000002425	ENSCAFP00000022433
ENSMGAP00000015014	ENSCAFP00000011953
ENSMGAP00000000700	ENSCAFP00000029779
ENSMGAP00000007319	ENSCAFP00000025945
ENSMGAP00000000815	ENSCAFP00000010854
ENSMGAP00000011860	ENSCAFP00000028125
ENSMGAP00000004859	ENSCAFP00000021656
ENSMGAP00000014734	ENSCAFP00000003304
ENSMGAP00000003255	ENSCAFP00000014321
ENSMGAP00000009235	ENSCAFP00000038434
ENSMGAP00000002313	ENSCAFP00000016132
ENSMGAP00000013424	ENSCAFP00000000768
ENSMGAP00000012851	ENSCAFP00000000767
ENSMGAP00000004862	ENSCAFP00000029610
ENSMGAP00000018023	ENSCAFP00000039217
ENSMGAP00000008474	ENSCAFP00000014363
ENSMGAP00000008660	ENSCAFP00000031906
ENSMGAP00000007965	ENSCAFP00000038242
ENSMGAP00000013426	ENSCAFP00000042232
ENSMGAP00000002063	ENSCAFP00000030450
ENSMGAP00000011023	ENSCAFP00000026599
ENSMGAP00000014905	ENSCAFP00000006312
ENSMGAP00000011369	ENSCAFP00000012501
ENSMGAP00000008931	ENSCAFP00000024992
ENSMGAP00000018120	ENSCAFP00000028142
ENSMGAP00000003586	ENSCAFP00000039211
ENSMGAP00000006050	ENSCAFP00000008373
ENSMGAP00000000067	ENSCAFP00000017334
ENSMGAP00000012761	ENSCAFP00000017582
ENSMGAP00000013208	ENSCAFP00000034789
ENSMGAP00000007598	ENSCAFP00000005819
ENSMGAP00000012799	ENSCAFP00000022223
ENSMGAP00000004695	ENSCAFP00000000110
ENSMGAP00000014923	ENSCAFP00000021696
ENSMGAP00000017408	ENSCAFP00000017727
ENSMGAP00000016115	ENSCAFP00000006105
ENSMGAP00000019089	ENSCAFP00000037111
ENSMGAP00000007155	ENSCAFP00000003331
ENSMGAP00000004219	ENSCAFP00000024544
ENSMGAP00000013681	ENSCAFP00000000395
ENSMGAP00000003067	ENSCAFP00000030968
ENSMGAP00000009172	ENSCAFP00000040838
ENSMGAP00000002219	ENSCAFP00000000889
ENSMGAP00000006540	ENSCAFP00000011488
ENSMGAP00000013912	ENSCAFP00000011010
ENSMGAP00000016952	ENSCAFP00000006336
ENSMGAP00000010694	ENSCAFP00000032013
ENSMGAP00000005953	ENSCAFP00000001699
ENSMGAP00000006148	ENSCAFP00000039726
ENSMGAP00000013139	ENSCAFP00000001049
ENSMGAP00000002683	ENSCAFP00000014621
ENSMGAP00000009513	ENSCAFP00000033649
ENSMGAP00000010358	ENSCAFP00000002509
ENSMGAP00000001346	ENSCAFP00000004808
ENSMGAP00000016544	ENSCAFP00000037302
ENSMGAP00000009687	ENSCAFP00000028199
ENSMGAP00000008747	ENSCAFP00000019138
ENSMGAP00000000390	ENSCAFP00000023333
ENSMGAP00000016784	ENSCAFP00000003654
ENSMGAP00000011838	ENSCAFP00000033491
ENSMGAP00000017337	ENSCAFP00000019355
ENSMGAP00000006446	ENSCAFP00000006785
ENSMGAP00000001253	ENSCAFP00000028809
ENSMGAP00000001648	ENSCAFP00000017271
ENSMGAP00000006134	ENSCAFP00000002321
ENSMGAP00000009245	ENSCAFP00000005046
ENSMGAP00000004008	ENSCAFP00000020295
ENSMGAP00000004667	ENSCAFP00000007113
ENSMGAP00000007937	ENSCAFP00000005001
ENSMGAP00000004736	ENSCAFP00000013250
ENSMGAP00000019102	ENSCAFP00000039029
ENSMGAP00000000754	ENSCAFP00000042473
ENSMGAP00000015354	ENSCAFP00000012628
ENSMGAP00000014519	ENSCAFP00000037753
ENSMGAP00000008129	ENSCAFP00000042294
ENSMGAP00000005037	ENSCAFP00000020792
ENSMGAP00000008396	ENSCAFP00000001497
ENSMGAP00000002699	ENSCAFP00000008549
ENSMGAP00000009976	ENSCAFP00000013683
ENSMGAP00000000806	ENSCAFP00000013538
ENSMGAP00000004179	ENSCAFP00000007506
ENSMGAP00000008781	ENSCAFP00000009772
ENSMGAP00000012441	ENSCAFP00000040573
ENSMGAP00000005780	ENSCAFP00000013201
ENSMGAP00000005798	ENSCAFP00000013205
ENSMGAP00000000824	ENSCAFP00000025097
ENSMGAP00000001506	ENSCAFP00000012778
ENSMGAP00000018859	ENSCAFP00000001082
ENSMGAP00000002921	ENSCAFP00000011111
ENSMGAP00000004396	ENSCAFP00000014843
ENSMGAP00000018646	ENSCAFP00000042496
ENSMGAP00000008846	ENSCAFP00000036967
ENSMGAP00000000522	ENSCAFP00000017659
ENSMGAP00000013993	ENSCAFP00000001512
ENSMGAP00000003844	ENSCAFP00000005305
ENSMGAP00000001896	ENSCAFP00000040164
ENSMGAP00000004302	ENSCAFP00000021313
ENSMGAP00000001384	ENSCAFP00000037370
ENSMGAP00000002578	ENSCAFP00000028217
ENSMGAP00000002385	ENSCAFP00000012904
ENSMGAP00000011685	ENSCAFP00000008049
ENSMGAP00000013077	ENSCAFP00000001023
ENSMGAP00000002290	ENSCAFP00000009625
ENSMGAP00000013394	ENSCAFP00000038938
ENSMGAP00000013395	ENSCAFP00000038537
ENSMGAP00000010598	ENSCAFP00000016873
ENSMGAP00000008346	ENSCAFP00000029348
ENSMGAP00000004871	ENSCAFP00000014986
ENSMGAP00000015932	ENSCAFP00000006366
ENSMGAP00000015757	ENSCAFP00000009161
ENSMGAP00000006671	ENSCAFP00000029685
ENSMGAP00000001774	ENSCAFP00000015071
ENSMGAP00000018773	ENSCAFP00000003528
ENSMGAP00000001893	ENSCAFP00000042377
ENSMGAP00000015617	ENSCAFP00000033721
ENSMGAP00000015621	ENSCAFP00000022542
ENSMGAP00000015072	ENSCAFP00000015721
ENSMGAP00000003003	ENSCAFP00000019474
ENSMGAP00000000280	ENSCAFP00000027650
ENSMGAP00000014621	ENSCAFP00000001159
ENSMGAP00000002925	ENSCAFP00000019498
ENSMGAP00000018725	ENSCAFP00000029508
ENSMGAP00000015028	ENSCAFP00000011772
ENSMGAP00000003685	ENSCAFP00000008359
ENSMGAP00000011494	ENSCAFP00000010492
ENSMGAP00000007048	ENSCAFP00000010070
ENSMGAP00000013803	ENSCAFP00000018754
ENSMGAP00000004880	ENSCAFP00000012476
ENSMGAP00000018254	ENSCAFP00000017083
ENSMGAP00000009278	ENSCAFP00000027642
ENSMGAP00000009155	ENSCAFP00000036413
ENSMGAP00000014469	ENSCAFP00000037078
ENSMGAP00000006492	ENSCAFP00000026519
ENSMGAP00000011125	ENSCAFP00000006180
ENSMGAP00000000120	ENSCAFP00000015408
ENSMGAP00000016286	ENSCAFP00000043042
ENSMGAP00000009758	ENSCAFP00000009784
ENSMGAP00000012382	ENSCAFP00000032072
ENSMGAP00000005101	ENSCAFP00000019250
ENSMGAP00000009672	ENSCAFP00000015851
ENSMGAP00000019731	ENSCAFP00000015980
ENSMGAP00000005999	ENSCAFP00000014715
ENSMGAP00000004263	ENSCAFP00000018417
ENSMGAP00000007497	ENSCAFP00000018407
ENSMGAP00000007748	ENSCAFP00000038518
ENSMGAP00000013028	ENSCAFP00000000961
ENSMGAP00000015704	ENSCAFP00000031744
ENSMGAP00000011026	ENSCAFP00000006363
ENSMGAP00000016985	ENSCAFP00000039823
ENSMGAP00000010510	ENSCAFP00000029097
ENSMGAP00000003344	ENSCAFP00000019304
ENSMGAP00000008378	ENSCAFP00000040743
ENSMGAP00000006522	ENSCAFP00000022821
ENSMGAP00000002663	ENSCAFP00000019913
ENSMGAP00000015690	ENSCAFP00000040455
ENSMGAP00000015275	ENSCAFP00000022690
ENSMGAP00000017406	ENSCAFP00000020755
ENSMGAP00000006598	ENSCAFP00000035855
ENSMGAP00000015466	ENSCAFP00000042738
ENSMGAP00000013645	ENSCAFP00000013609
ENSMGAP00000016194	ENSCAFP00000007308
ENSMGAP00000002923	ENSCAFP00000038433
ENSMGAP00000006852	ENSCAFP00000005942
ENSMGAP00000003232	ENSCAFP00000014329
ENSMGAP00000016848	ENSCAFP00000034647
ENSMGAP00000002029	ENSCAFP00000024879
ENSMGAP00000013535	ENSCAFP00000041400
ENSMGAP00000008180	ENSCAFP00000042601
ENSMGAP00000018670	ENSCAFP00000013805
ENSMGAP00000008923	ENSCAFP00000013918
ENSMGAP00000011793	ENSCAFP00000008019
ENSMGAP00000001238	ENSCAFP00000037402
ENSMGAP00000015634	ENSCAFP00000021814
ENSMGAP00000016903	ENSCAFP00000002622
ENSMGAP00000000226	ENSCAFP00000030997
ENSMGAP00000001018	ENSCAFP00000019642
ENSMGAP00000000756	ENSCAFP00000028742
ENSMGAP00000014413	ENSCAFP00000016896
ENSMGAP00000003049	ENSCAFP00000027863
ENSMGAP00000005009	ENSCAFP00000021949
ENSMGAP00000009439	ENSCAFP00000032840
ENSMGAP00000007114	ENSCAFP00000028229
ENSMGAP00000002690	ENSCAFP00000010375
ENSMGAP00000004258	ENSCAFP00000014954
ENSMGAP00000007295	ENSCAFP00000041409
ENSMGAP00000015227	ENSCAFP00000019286
ENSMGAP00000001877	ENSCAFP00000008583
ENSMGAP00000001100	ENSCAFP00000038762
ENSMGAP00000009187	ENSCAFP00000000281
ENSMGAP00000019269	ENSCAFP00000028525
ENSMGAP00000012470	ENSCAFP00000016601
ENSMGAP00000007978	ENSCAFP00000020988
ENSMGAP00000013887	ENSCAFP00000031272
ENSMGAP00000013239	ENSCAFP00000020438
ENSMGAP00000019421	ENSCAFP00000012218
ENSMGAP00000003659	ENSCAFP00000016018
ENSMGAP00000003874	ENSCAFP00000001028
ENSMGAP00000007763	ENSCAFP00000005681
ENSMGAP00000007714	ENSCAFP00000027349
ENSMGAP00000007969	ENSCAFP00000027139
ENSMGAP00000002676	ENSCAFP00000037956
ENSMGAP00000010891	ENSCAFP00000032753
ENSMGAP00000014531	ENSCAFP00000004256
ENSMGAP00000006921	ENSCAFP00000011613
ENSMGAP00000011310	ENSCAFP00000005868
ENSMGAP00000019342	ENSCAFP00000036903
ENSMGAP00000017645	ENSCAFP00000011758
ENSMGAP00000014807	ENSCAFP00000017500
ENSMGAP00000014125	ENSCAFP00000001294
ENSMGAP00000005413	ENSCAFP00000014536
ENSMGAP00000015792	ENSCAFP00000037011
ENSMGAP00000012703	ENSCAFP00000013869
ENSMGAP00000005097	ENSCAFP00000003865
ENSMGAP00000004598	ENSCAFP00000014406
ENSMGAP00000008061	ENSCAFP00000020419
ENSMGAP00000010779	ENSCAFP00000010170
ENSMGAP00000014591	ENSCAFP00000001243
ENSMGAP00000004603	ENSCAFP00000014437
ENSMGAP00000008332	ENSCAFP00000014337
ENSMGAP00000007648	ENSCAFP00000040078
ENSMGAP00000005381	ENSCAFP00000029011
ENSMGAP00000005404	ENSCAFP00000030874
ENSMGAP00000000920	ENSCAFP00000007076
ENSMGAP00000003631	ENSCAFP00000014635
ENSMGAP00000009841	ENSCAFP00000014190
ENSMGAP00000003047	ENSCAFP00000014482
ENSMGAP00000001701	ENSCAFP00000017317
ENSMGAP00000001769	ENSCAFP00000017323
ENSMGAP00000010496	ENSCAFP00000031466
ENSMGAP00000007147	ENSCAFP00000037808
ENSMGAP00000002055	ENSCAFP00000041797
ENSMGAP00000018003	ENSCAFP00000013341
ENSMGAP00000016655	ENSCAFP00000039052
ENSMGAP00000010540	ENSCAFP00000002289
ENSMGAP00000014553	ENSCAFP00000001302
ENSMGAP00000013152	ENSCAFP00000019652
ENSMGAP00000003374	ENSCAFP00000019194
ENSMGAP00000003366	ENSCAFP00000036132
ENSMGAP00000005949	ENSCAFP00000023426
ENSMGAP00000012895	ENSCAFP00000001234
ENSMGAP00000017296	ENSCAFP00000018967
ENSMGAP00000018939	ENSCAFP00000018952
ENSMGAP00000011749	ENSCAFP00000017537
ENSMGAP00000010701	ENSCAFP00000004064
ENSMGAP00000000564	ENSCAFP00000027724
ENSMGAP00000015269	ENSCAFP00000033942
ENSMGAP00000019383	ENSCAFP00000024766
ENSMGAP00000008624	ENSCAFP00000000053
ENSMGAP00000006202	ENSCAFP00000008493
ENSMGAP00000006725	ENSCAFP00000043132
ENSMGAP00000009348	ENSCAFP00000020990
ENSMGAP00000005581	ENSCAFP00000002312
ENSMGAP00000010898	ENSCAFP00000021183
ENSMGAP00000013368	ENSCAFP00000022764
ENSMGAP00000009497	ENSCAFP00000039677
ENSMGAP00000008037	ENSCAFP00000026330
ENSMGAP00000018409	ENSCAFP00000014091
ENSMGAP00000016225	ENSCAFP00000042014
ENSMGAP00000013643	ENSCAFP00000041556
ENSMGAP00000002802	ENSCAFP00000041425
ENSMGAP00000000494	ENSCAFP00000000146
ENSMGAP00000010645	ENSCAFP00000014978
ENSMGAP00000008311	ENSCAFP00000026151
ENSMGAP00000004556	ENSCAFP00000014468
ENSMGAP00000014327	ENSCAFP00000038257
ENSMGAP00000016030	ENSCAFP00000010604
ENSMGAP00000007247	ENSCAFP00000038255
ENSMGAP00000004978	ENSCAFP00000012510
ENSMGAP00000007972	ENSCAFP00000040341
ENSMGAP00000014750	ENSCAFP00000020470
ENSMGAP00000009420	ENSCAFP00000025077
ENSMGAP00000001920	ENSCAFP00000029286
ENSMGAP00000006371	ENSCAFP00000010407
ENSMGAP00000001775	ENSCAFP00000017331
ENSMGAP00000012842	ENSCAFP00000022247
ENSMGAP00000002667	ENSCAFP00000010618
ENSMGAP00000012948	ENSCAFP00000040077
ENSMGAP00000017000	ENSCAFP00000003162
ENSMGAP00000011627	ENSCAFP00000031108
ENSMGAP00000016724	ENSCAFP00000011919
ENSMGAP00000010257	ENSCAFP00000036610
ENSMGAP00000009460	ENSCAFP00000013224
ENSMGAP00000001689	ENSCAFP00000024894
ENSMGAP00000012029	ENSCAFP00000035786
ENSMGAP00000007354	ENSCAFP00000017657
ENSMGAP00000004591	ENSCAFP00000005754
ENSMGAP00000005166	ENSCAFP00000029563
ENSMGAP00000015080	ENSCAFP00000022401
ENSMGAP00000015356	ENSCAFP00000012804
ENSMGAP00000013511	ENSCAFP00000012351
ENSMGAP00000016050	ENSCAFP00000010981
ENSMGAP00000004746	ENSCAFP00000023829
ENSMGAP00000003526	ENSCAFP00000009837
ENSMGAP00000016813	ENSCAFP00000001518
ENSMGAP00000003429	ENSCAFP00000019939
ENSMGAP00000019074	ENSCAFP00000014018
ENSMGAP00000000247	ENSCAFP00000042206
ENSMGAP00000010169	ENSCAFP00000037851
ENSMGAP00000016551	ENSCAFP00000041547
ENSMGAP00000002973	ENSCAFP00000037047
ENSMGAP00000012176	ENSCAFP00000018689
ENSMGAP00000005220	ENSCAFP00000003108
ENSMGAP00000005228	ENSCAFP00000003106
ENSMGAP00000006477	ENSCAFP00000004987
ENSMGAP00000007014	ENSCAFP00000006409
ENSMGAP00000005897	ENSCAFP00000023436
ENSMGAP00000013835	ENSCAFP00000024938
ENSMGAP00000018071	ENSCAFP00000008757
ENSMGAP00000010863	ENSCAFP00000007814
ENSMGAP00000019318	ENSCAFP00000040919
ENSMGAP00000002869	ENSCAFP00000028523
ENSMGAP00000001461	ENSCAFP00000002800
ENSMGAP00000019048	ENSCAFP00000007703
ENSMGAP00000001615	ENSCAFP00000028806
ENSMGAP00000017521	ENSCAFP00000023857
ENSMGAP00000007842	ENSCAFP00000019082
ENSMGAP00000004607	ENSCAFP00000024580
ENSMGAP00000019240	ENSCAFP00000024636
ENSMGAP00000003650	ENSCAFP00000030123
ENSMGAP00000015991	ENSCAFP00000039682
ENSMGAP00000010442	ENSCAFP00000014639
ENSMGAP00000008548	ENSCAFP00000037862
ENSMGAP00000004225	ENSCAFP00000027255
ENSMGAP00000005118	ENSCAFP00000036423
ENSMGAP00000014505	ENSCAFP00000039889
ENSMGAP00000012553	ENSCAFP00000041729
ENSMGAP00000010627	ENSCAFP00000014285
ENSMGAP00000014219	ENSCAFP00000023694
ENSMGAP00000007684	ENSCAFP00000031006
ENSMGAP00000013102	ENSCAFP00000001974
ENSMGAP00000014229	ENSCAFP00000036753
ENSMGAP00000007097	ENSCAFP00000019702
ENSMGAP00000000414	ENSCAFP00000012710
