ENSLOCP00000009128	ENSGALP00000006197
ENSLOCP00000012783	ENSGALP00000014278
ENSLOCP00000011940	ENSGALP00000032179
ENSLOCP00000016125	ENSGALP00000009194
ENSLOCP00000004748	ENSGALP00000042202
ENSLOCP00000007440	ENSGALP00000011668
ENSLOCP00000016168	ENSGALP00000002039
ENSLOCP00000007956	ENSGALP00000036165
ENSLOCP00000008041	ENSGALP00000004335
ENSLOCP00000006113	ENSGALP00000040974
ENSLOCP00000019992	ENSGALP00000022567
ENSLOCP00000018966	ENSGALP00000031757
ENSLOCP00000001224	ENSGALP00000041413
ENSLOCP00000003585	ENSGALP00000034260
ENSLOCP00000001845	ENSGALP00000040835
ENSLOCP00000009268	ENSGALP00000003043
ENSLOCP00000019298	ENSGALP00000016505
ENSLOCP00000003688	ENSGALP00000000670
ENSLOCP00000009165	ENSGALP00000006273
ENSLOCP00000018781	ENSGALP00000020604
ENSLOCP00000002837	ENSGALP00000006648
ENSLOCP00000019080	ENSGALP00000022101
ENSLOCP00000007169	ENSGALP00000027347
ENSLOCP00000012455	ENSGALP00000019323
ENSLOCP00000021235	ENSGALP00000016050
ENSLOCP00000018561	ENSGALP00000006735
ENSLOCP00000007335	ENSGALP00000010221
ENSLOCP00000014404	ENSGALP00000042802
ENSLOCP00000014873	ENSGALP00000022250
ENSLOCP00000004966	ENSGALP00000000933
ENSLOCP00000015057	ENSGALP00000004887
ENSLOCP00000007854	ENSGALP00000018335
ENSLOCP00000008940	ENSGALP00000003968
ENSLOCP00000004684	ENSGALP00000013042
ENSLOCP00000012335	ENSGALP00000022312
ENSLOCP00000004144	ENSGALP00000021513
ENSLOCP00000011752	ENSGALP00000018421
ENSLOCP00000012924	ENSGALP00000023793
ENSLOCP00000004998	ENSGALP00000037111
ENSLOCP00000017115	ENSGALP00000041373
ENSLOCP00000005361	ENSGALP00000039153
ENSLOCP00000006027	ENSGALP00000021328
ENSLOCP00000018830	ENSGALP00000022856
ENSLOCP00000004627	ENSGALP00000001315
ENSLOCP00000002173	ENSGALP00000041427
ENSLOCP00000005520	ENSGALP00000025970
ENSLOCP00000008174	ENSGALP00000025766
ENSLOCP00000013093	ENSGALP00000016578
ENSLOCP00000015337	ENSGALP00000006364
ENSLOCP00000011983	ENSGALP00000018530
ENSLOCP00000008225	ENSGALP00000010114
ENSLOCP00000015316	ENSGALP00000015334
ENSLOCP00000020262	ENSGALP00000015282
ENSLOCP00000012748	ENSGALP00000027076
ENSLOCP00000004171	ENSGALP00000018552
ENSLOCP00000010929	ENSGALP00000013334
ENSLOCP00000019648	ENSGALP00000042365
ENSLOCP00000014348	ENSGALP00000043243
ENSLOCP00000012032	ENSGALP00000032826
ENSLOCP00000010852	ENSGALP00000042234
ENSLOCP00000019003	ENSGALP00000005501
ENSLOCP00000011976	ENSGALP00000013659
ENSLOCP00000019385	ENSGALP00000014829
ENSLOCP00000005431	ENSGALP00000027279
ENSLOCP00000017027	ENSGALP00000005100
ENSLOCP00000003849	ENSGALP00000004190
ENSLOCP00000007540	ENSGALP00000042563
ENSLOCP00000004094	ENSGALP00000042182
ENSLOCP00000009360	ENSGALP00000003384
ENSLOCP00000004412	ENSGALP00000008280
ENSLOCP00000010099	ENSGALP00000013527
ENSLOCP00000001250	ENSGALP00000001307
ENSLOCP00000015959	ENSGALP00000023031
ENSLOCP00000016923	ENSGALP00000017299
ENSLOCP00000011328	ENSGALP00000006542
ENSLOCP00000002632	ENSGALP00000032339
ENSLOCP00000002166	ENSGALP00000018789
ENSLOCP00000015657	ENSGALP00000039621
ENSLOCP00000013838	ENSGALP00000004363
ENSLOCP00000008768	ENSGALP00000041804
ENSLOCP00000018395	ENSGALP00000008805
ENSLOCP00000014850	ENSGALP00000040448
ENSLOCP00000009950	ENSGALP00000026957
ENSLOCP00000012426	ENSGALP00000024184
ENSLOCP00000000108	ENSGALP00000008450
ENSLOCP00000002015	ENSGALP00000042139
ENSLOCP00000004155	ENSGALP00000001447
ENSLOCP00000006276	ENSGALP00000001655
ENSLOCP00000018681	ENSGALP00000020794
ENSLOCP00000006687	ENSGALP00000041050
ENSLOCP00000015780	ENSGALP00000039342
ENSLOCP00000013241	ENSGALP00000012907
ENSLOCP00000008237	ENSGALP00000025787
ENSLOCP00000001985	ENSGALP00000024140
ENSLOCP00000006574	ENSGALP00000008556
ENSLOCP00000011495	ENSGALP00000016481
ENSLOCP00000019900	ENSGALP00000014280
ENSLOCP00000018507	ENSGALP00000020733
ENSLOCP00000002958	ENSGALP00000039553
ENSLOCP00000016756	ENSGALP00000009709
ENSLOCP00000021331	ENSGALP00000023968
ENSLOCP00000015964	ENSGALP00000009632
ENSLOCP00000007243	ENSGALP00000042049
ENSLOCP00000013267	ENSGALP00000018041
ENSLOCP00000014231	ENSGALP00000017800
ENSLOCP00000004947	ENSGALP00000023540
ENSLOCP00000007634	ENSGALP00000022404
ENSLOCP00000012213	ENSGALP00000022405
ENSLOCP00000012268	ENSGALP00000036383
ENSLOCP00000015687	ENSGALP00000021551
ENSLOCP00000006139	ENSGALP00000012565
ENSLOCP00000020635	ENSGALP00000013385
ENSLOCP00000015810	ENSGALP00000039721
ENSLOCP00000014835	ENSGALP00000020229
ENSLOCP00000008487	ENSGALP00000003917
ENSLOCP00000016548	ENSGALP00000007225
ENSLOCP00000006624	ENSGALP00000014139
ENSLOCP00000006979	ENSGALP00000002254
ENSLOCP00000007565	ENSGALP00000037968
ENSLOCP00000014350	ENSGALP00000041860
ENSLOCP00000004954	ENSGALP00000008398
ENSLOCP00000007129	ENSGALP00000001446
ENSLOCP00000000308	ENSGALP00000007286
ENSLOCP00000006836	ENSGALP00000027721
ENSLOCP00000021362	ENSGALP00000022459
ENSLOCP00000016791	ENSGALP00000017565
ENSLOCP00000001002	ENSGALP00000026855
ENSLOCP00000002270	ENSGALP00000026102
ENSLOCP00000015885	ENSGALP00000009716
ENSLOCP00000014630	ENSGALP00000024317
ENSLOCP00000021196	ENSGALP00000024253
ENSLOCP00000014246	ENSGALP00000043393
ENSLOCP00000001521	ENSGALP00000014471
ENSLOCP00000009499	ENSGALP00000023395
ENSLOCP00000009310	ENSGALP00000016983
ENSLOCP00000001213	ENSGALP00000008688
ENSLOCP00000010759	ENSGALP00000016232
ENSLOCP00000013614	ENSGALP00000003381
ENSLOCP00000018513	ENSGALP00000038943
ENSLOCP00000009513	ENSGALP00000005931
ENSLOCP00000009888	ENSGALP00000023114
ENSLOCP00000002669	ENSGALP00000007134
ENSLOCP00000019186	ENSGALP00000016047
ENSLOCP00000011820	ENSGALP00000008480
ENSLOCP00000015274	ENSGALP00000022938
ENSLOCP00000012788	ENSGALP00000017328
ENSLOCP00000018404	ENSGALP00000002771
ENSLOCP00000001944	ENSGALP00000024151
ENSLOCP00000014421	ENSGALP00000020848
ENSLOCP00000012105	ENSGALP00000027109
ENSLOCP00000009728	ENSGALP00000041213
ENSLOCP00000009809	ENSGALP00000040803
ENSLOCP00000015260	ENSGALP00000041826
ENSLOCP00000002610	ENSGALP00000000573
ENSLOCP00000013159	ENSGALP00000037338
ENSLOCP00000019058	ENSGALP00000013244
ENSLOCP00000016828	ENSGALP00000010604
ENSLOCP00000014917	ENSGALP00000018259
ENSLOCP00000020339	ENSGALP00000013516
ENSLOCP00000005943	ENSGALP00000008036
ENSLOCP00000002387	ENSGALP00000002248
ENSLOCP00000005622	ENSGALP00000004513
ENSLOCP00000012204	ENSGALP00000042794
ENSLOCP00000001590	ENSGALP00000015510
ENSLOCP00000019605	ENSGALP00000017181
ENSLOCP00000012656	ENSGALP00000039408
ENSLOCP00000019196	ENSGALP00000015265
ENSLOCP00000003503	ENSGALP00000012954
ENSLOCP00000014971	ENSGALP00000024724
ENSLOCP00000005274	ENSGALP00000003142
ENSLOCP00000006549	ENSGALP00000005668
ENSLOCP00000001719	ENSGALP00000008204
ENSLOCP00000007090	ENSGALP00000007591
ENSLOCP00000006382	ENSGALP00000038046
ENSLOCP00000008176	ENSGALP00000027674
ENSLOCP00000021327	ENSGALP00000041009
ENSLOCP00000002228	ENSGALP00000043419
ENSLOCP00000017008	ENSGALP00000042606
ENSLOCP00000005914	ENSGALP00000039544
ENSLOCP00000002701	ENSGALP00000002860
ENSLOCP00000020943	ENSGALP00000025396
ENSLOCP00000002198	ENSGALP00000024046
ENSLOCP00000021319	ENSGALP00000026521
ENSLOCP00000013861	ENSGALP00000028277
ENSLOCP00000007931	ENSGALP00000029360
ENSLOCP00000014300	ENSGALP00000019456
ENSLOCP00000019721	ENSGALP00000038897
ENSLOCP00000013244	ENSGALP00000002853
ENSLOCP00000011883	ENSGALP00000023161
ENSLOCP00000009272	ENSGALP00000006289
ENSLOCP00000003723	ENSGALP00000001157
ENSLOCP00000010669	ENSGALP00000016259
ENSLOCP00000002853	ENSGALP00000005271
ENSLOCP00000018892	ENSGALP00000021343
ENSLOCP00000007692	ENSGALP00000043463
ENSLOCP00000016042	ENSGALP00000007177
ENSLOCP00000003929	ENSGALP00000039149
ENSLOCP00000008419	ENSGALP00000015016
ENSLOCP00000014869	ENSGALP00000018245
ENSLOCP00000011066	ENSGALP00000012123
ENSLOCP00000009793	ENSGALP00000033343
ENSLOCP00000015869	ENSGALP00000000666
ENSLOCP00000002738	ENSGALP00000035573
ENSLOCP00000009596	ENSGALP00000023549
ENSLOCP00000001731	ENSGALP00000027003
ENSLOCP00000007349	ENSGALP00000018260
ENSLOCP00000003422	ENSGALP00000041633
ENSLOCP00000015590	ENSGALP00000005776
ENSLOCP00000003059	ENSGALP00000019881
ENSLOCP00000009192	ENSGALP00000023701
ENSLOCP00000007130	ENSGALP00000016692
ENSLOCP00000020650	ENSGALP00000030117
ENSLOCP00000006725	ENSGALP00000043200
ENSLOCP00000008499	ENSGALP00000043101
ENSLOCP00000015156	ENSGALP00000038409
ENSLOCP00000018482	ENSGALP00000000517
ENSLOCP00000010994	ENSGALP00000012074
ENSLOCP00000014132	ENSGALP00000020802
ENSLOCP00000006283	ENSGALP00000009480
ENSLOCP00000007143	ENSGALP00000024559
ENSLOCP00000004454	ENSGALP00000009910
ENSLOCP00000016227	ENSGALP00000023196
ENSLOCP00000003938	ENSGALP00000014659
ENSLOCP00000022346	ENSGALP00000042485
ENSLOCP00000022010	ENSGALP00000015353
ENSLOCP00000007808	ENSGALP00000021676
ENSLOCP00000016904	ENSGALP00000012029
ENSLOCP00000019530	ENSGALP00000014285
ENSLOCP00000007773	ENSGALP00000043108
ENSLOCP00000018026	ENSGALP00000007465
ENSLOCP00000013169	ENSGALP00000040794
ENSLOCP00000019083	ENSGALP00000040805
ENSLOCP00000021907	ENSGALP00000027822
ENSLOCP00000021589	ENSGALP00000009215
ENSLOCP00000021977	ENSGALP00000025504
ENSLOCP00000012920	ENSGALP00000024944
ENSLOCP00000001652	ENSGALP00000018705
ENSLOCP00000005371	ENSGALP00000007203
ENSLOCP00000015053	ENSGALP00000004856
ENSLOCP00000015211	ENSGALP00000004453
ENSLOCP00000011068	ENSGALP00000017354
ENSLOCP00000020143	ENSGALP00000016255
ENSLOCP00000006236	ENSGALP00000008600
ENSLOCP00000014461	ENSGALP00000002430
ENSLOCP00000022377	ENSGALP00000000958
ENSLOCP00000022213	ENSGALP00000022385
ENSLOCP00000004806	ENSGALP00000006575
ENSLOCP00000004401	ENSGALP00000014582
ENSLOCP00000002881	ENSGALP00000012344
ENSLOCP00000016700	ENSGALP00000042839
ENSLOCP00000007589	ENSGALP00000017266
ENSLOCP00000001928	ENSGALP00000007432
ENSLOCP00000011963	ENSGALP00000028084
ENSLOCP00000012490	ENSGALP00000004794
ENSLOCP00000013197	ENSGALP00000016954
ENSLOCP00000007530	ENSGALP00000005954
ENSLOCP00000007513	ENSGALP00000005834
ENSLOCP00000015592	ENSGALP00000017139
ENSLOCP00000001527	ENSGALP00000000930
ENSLOCP00000004522	ENSGALP00000030246
ENSLOCP00000018341	ENSGALP00000011291
ENSLOCP00000004038	ENSGALP00000026316
ENSLOCP00000010836	ENSGALP00000027179
ENSLOCP00000019050	ENSGALP00000018188
ENSLOCP00000019723	ENSGALP00000014229
ENSLOCP00000017455	ENSGALP00000015553
ENSLOCP00000001332	ENSGALP00000030511
ENSLOCP00000004427	ENSGALP00000025177
ENSLOCP00000003701	ENSGALP00000007531
ENSLOCP00000003085	ENSGALP00000005640
ENSLOCP00000020699	ENSGALP00000026581
ENSLOCP00000010306	ENSGALP00000001224
ENSLOCP00000020252	ENSGALP00000016515
ENSLOCP00000018100	ENSGALP00000014042
ENSLOCP00000009547	ENSGALP00000020629
ENSLOCP00000002820	ENSGALP00000012834
ENSLOCP00000016807	ENSGALP00000017608
ENSLOCP00000009438	ENSGALP00000026669
ENSLOCP00000016400	ENSGALP00000008851
ENSLOCP00000011639	ENSGALP00000024695
ENSLOCP00000002724	ENSGALP00000010476
ENSLOCP00000018080	ENSGALP00000004390
ENSLOCP00000013695	ENSGALP00000038786
ENSLOCP00000020724	ENSGALP00000013877
ENSLOCP00000014686	ENSGALP00000031809
ENSLOCP00000012079	ENSGALP00000042774
ENSLOCP00000011153	ENSGALP00000004573
ENSLOCP00000018267	ENSGALP00000028262
ENSLOCP00000003869	ENSGALP00000025921
ENSLOCP00000007205	ENSGALP00000038610
ENSLOCP00000019961	ENSGALP00000016181
ENSLOCP00000015639	ENSGALP00000005451
ENSLOCP00000016477	ENSGALP00000003934
ENSLOCP00000016224	ENSGALP00000000715
ENSLOCP00000014092	ENSGALP00000003627
ENSLOCP00000010771	ENSGALP00000027457
ENSLOCP00000004752	ENSGALP00000041722
ENSLOCP00000014167	ENSGALP00000000699
ENSLOCP00000019637	ENSGALP00000014749
ENSLOCP00000016468	ENSGALP00000031992
ENSLOCP00000005467	ENSGALP00000011273
ENSLOCP00000001123	ENSGALP00000039734
ENSLOCP00000020886	ENSGALP00000031000
ENSLOCP00000014387	ENSGALP00000036443
ENSLOCP00000005220	ENSGALP00000001189
ENSLOCP00000006905	ENSGALP00000009448
ENSLOCP00000005709	ENSGALP00000007729
ENSLOCP00000005978	ENSGALP00000042713
ENSLOCP00000016982	ENSGALP00000011886
ENSLOCP00000018719	ENSGALP00000022765
ENSLOCP00000012758	ENSGALP00000039233
ENSLOCP00000020742	ENSGALP00000014761
ENSLOCP00000014658	ENSGALP00000020163
ENSLOCP00000011394	ENSGALP00000004434
ENSLOCP00000004574	ENSGALP00000041160
ENSLOCP00000014057	ENSGALP00000037083
ENSLOCP00000001783	ENSGALP00000033634
ENSLOCP00000010155	ENSGALP00000011435
ENSLOCP00000021205	ENSGALP00000024534
ENSLOCP00000009857	ENSGALP00000023933
ENSLOCP00000016321	ENSGALP00000001859
ENSLOCP00000019805	ENSGALP00000005068
ENSLOCP00000007744	ENSGALP00000003630
ENSLOCP00000008002	ENSGALP00000005223
ENSLOCP00000006094	ENSGALP00000001494
ENSLOCP00000006486	ENSGALP00000039343
ENSLOCP00000000562	ENSGALP00000014356
ENSLOCP00000007753	ENSGALP00000004256
ENSLOCP00000014814	ENSGALP00000043162
ENSLOCP00000013784	ENSGALP00000003123
ENSLOCP00000009257	ENSGALP00000012301
ENSLOCP00000008198	ENSGALP00000023963
ENSLOCP00000007525	ENSGALP00000011510
ENSLOCP00000000926	ENSGALP00000006841
ENSLOCP00000009999	ENSGALP00000025730
ENSLOCP00000009656	ENSGALP00000042840
ENSLOCP00000000747	ENSGALP00000022339
ENSLOCP00000003469	ENSGALP00000038782
ENSLOCP00000012797	ENSGALP00000006573
ENSLOCP00000014037	ENSGALP00000017646
ENSLOCP00000017229	ENSGALP00000015460
ENSLOCP00000020657	ENSGALP00000016897
ENSLOCP00000014235	ENSGALP00000018304
ENSLOCP00000019440	ENSGALP00000015027
ENSLOCP00000017924	ENSGALP00000009286
ENSLOCP00000019681	ENSGALP00000013458
ENSLOCP00000011278	ENSGALP00000008687
ENSLOCP00000013846	ENSGALP00000002781
ENSLOCP00000010219	ENSGALP00000025965
ENSLOCP00000001875	ENSGALP00000019994
ENSLOCP00000021981	ENSGALP00000026522
ENSLOCP00000007905	ENSGALP00000002830
ENSLOCP00000010112	ENSGALP00000014314
ENSLOCP00000022069	ENSGALP00000020535
ENSLOCP00000005587	ENSGALP00000035723
ENSLOCP00000013674	ENSGALP00000017401
ENSLOCP00000001815	ENSGALP00000010588
ENSLOCP00000007752	ENSGALP00000038150
ENSLOCP00000011683	ENSGALP00000022477
ENSLOCP00000007128	ENSGALP00000023880
ENSLOCP00000018751	ENSGALP00000038283
ENSLOCP00000003142	ENSGALP00000027096
ENSLOCP00000008535	ENSGALP00000038200
ENSLOCP00000005468	ENSGALP00000027280
ENSLOCP00000002884	ENSGALP00000043106
ENSLOCP00000018630	ENSGALP00000002502
ENSLOCP00000008197	ENSGALP00000027678
ENSLOCP00000011139	ENSGALP00000015972
ENSLOCP00000010416	ENSGALP00000006895
ENSLOCP00000015079	ENSGALP00000019868
ENSLOCP00000013514	ENSGALP00000002875
ENSLOCP00000019709	ENSGALP00000013540
ENSLOCP00000004972	ENSGALP00000008413
ENSLOCP00000021153	ENSGALP00000025660
ENSLOCP00000008334	ENSGALP00000021515
ENSLOCP00000018845	ENSGALP00000008015
ENSLOCP00000000440	ENSGALP00000005745
ENSLOCP00000019990	ENSGALP00000016285
ENSLOCP00000020908	ENSGALP00000026228
ENSLOCP00000005544	ENSGALP00000006894
ENSLOCP00000012464	ENSGALP00000025020
ENSLOCP00000011471	ENSGALP00000004204
ENSLOCP00000013668	ENSGALP00000019730
ENSLOCP00000018433	ENSGALP00000002995
ENSLOCP00000013521	ENSGALP00000024040
ENSLOCP00000008865	ENSGALP00000038570
ENSLOCP00000015352	ENSGALP00000010317
ENSLOCP00000009361	ENSGALP00000042678
ENSLOCP00000020082	ENSGALP00000016680
ENSLOCP00000005801	ENSGALP00000006396
ENSLOCP00000019062	ENSGALP00000013183
ENSLOCP00000001831	ENSGALP00000015589
ENSLOCP00000014005	ENSGALP00000019946
ENSLOCP00000008478	ENSGALP00000024103
ENSLOCP00000009209	ENSGALP00000012144
ENSLOCP00000011152	ENSGALP00000024599
ENSLOCP00000010382	ENSGALP00000006864
ENSLOCP00000017951	ENSGALP00000043125
ENSLOCP00000019467	ENSGALP00000012985
ENSLOCP00000016958	ENSGALP00000013350
ENSLOCP00000002811	ENSGALP00000020548
ENSLOCP00000017220	ENSGALP00000022195
ENSLOCP00000016878	ENSGALP00000012744
ENSLOCP00000012330	ENSGALP00000000122
ENSLOCP00000001634	ENSGALP00000004419
ENSLOCP00000004159	ENSGALP00000003853
ENSLOCP00000015024	ENSGALP00000040704
ENSLOCP00000009246	ENSGALP00000015471
ENSLOCP00000021010	ENSGALP00000024224
ENSLOCP00000004929	ENSGALP00000027576
ENSLOCP00000017782	ENSGALP00000009577
ENSLOCP00000019338	ENSGALP00000022602
ENSLOCP00000008570	ENSGALP00000018293
ENSLOCP00000007796	ENSGALP00000043122
ENSLOCP00000008246	ENSGALP00000004706
ENSLOCP00000015462	ENSGALP00000042163
ENSLOCP00000017483	ENSGALP00000042859
ENSLOCP00000018960	ENSGALP00000014894
ENSLOCP00000001703	ENSGALP00000023597
ENSLOCP00000011730	ENSGALP00000025303
ENSLOCP00000010228	ENSGALP00000042814
ENSLOCP00000017374	ENSGALP00000011716
ENSLOCP00000010437	ENSGALP00000043014
ENSLOCP00000008970	ENSGALP00000023316
ENSLOCP00000004549	ENSGALP00000038304
ENSLOCP00000014020	ENSGALP00000018970
ENSLOCP00000013001	ENSGALP00000002269
ENSLOCP00000012933	ENSGALP00000024945
ENSLOCP00000021178	ENSGALP00000024013
ENSLOCP00000014266	ENSGALP00000000303
ENSLOCP00000004104	ENSGALP00000009490
ENSLOCP00000020844	ENSGALP00000012949
ENSLOCP00000014263	ENSGALP00000019110
ENSLOCP00000008288	ENSGALP00000007691
ENSLOCP00000001136	ENSGALP00000002419
ENSLOCP00000016556	ENSGALP00000042543
ENSLOCP00000014498	ENSGALP00000017977
ENSLOCP00000018055	ENSGALP00000013720
ENSLOCP00000019483	ENSGALP00000008992
ENSLOCP00000005768	ENSGALP00000001227
ENSLOCP00000003252	ENSGALP00000019284
ENSLOCP00000008641	ENSGALP00000041760
ENSLOCP00000003285	ENSGALP00000037960
ENSLOCP00000001995	ENSGALP00000010361
ENSLOCP00000011032	ENSGALP00000027164
ENSLOCP00000021332	ENSGALP00000023964
ENSLOCP00000003863	ENSGALP00000023327
ENSLOCP00000005642	ENSGALP00000042288
ENSLOCP00000018126	ENSGALP00000004648
ENSLOCP00000008902	ENSGALP00000007248
ENSLOCP00000019307	ENSGALP00000015257
ENSLOCP00000013788	ENSGALP00000004048
ENSLOCP00000010038	ENSGALP00000011298
ENSLOCP00000007947	ENSGALP00000019699
ENSLOCP00000005214	ENSGALP00000006035
ENSLOCP00000016680	ENSGALP00000017757
ENSLOCP00000014340	ENSGALP00000006639
ENSLOCP00000006455	ENSGALP00000025129
ENSLOCP00000003926	ENSGALP00000017519
ENSLOCP00000017102	ENSGALP00000012878
ENSLOCP00000005604	ENSGALP00000043079
ENSLOCP00000015903	ENSGALP00000009688
ENSLOCP00000002251	ENSGALP00000022401
ENSLOCP00000019956	ENSGALP00000016173
ENSLOCP00000016374	ENSGALP00000001912
ENSLOCP00000004051	ENSGALP00000042007
ENSLOCP00000013640	ENSGALP00000037099
ENSLOCP00000019278	ENSGALP00000022465
ENSLOCP00000011225	ENSGALP00000004189
ENSLOCP00000021821	ENSGALP00000036643
ENSLOCP00000016208	ENSGALP00000036644
ENSLOCP00000021466	ENSGALP00000041497
ENSLOCP00000004527	ENSGALP00000008344
ENSLOCP00000004183	ENSGALP00000013360
ENSLOCP00000019615	ENSGALP00000015363
ENSLOCP00000009235	ENSGALP00000027750
ENSLOCP00000020518	ENSGALP00000024620
ENSLOCP00000012479	ENSGALP00000042422
ENSLOCP00000001722	ENSGALP00000027006
ENSLOCP00000008249	ENSGALP00000029145
ENSLOCP00000001442	ENSGALP00000001400
ENSLOCP00000014197	ENSGALP00000003019
ENSLOCP00000005378	ENSGALP00000007984
ENSLOCP00000005863	ENSGALP00000032713
ENSLOCP00000004509	ENSGALP00000039107
ENSLOCP00000002371	ENSGALP00000039467
ENSLOCP00000020305	ENSGALP00000014358
ENSLOCP00000013496	ENSGALP00000023770
ENSLOCP00000012655	ENSGALP00000025533
ENSLOCP00000004942	ENSGALP00000003749
ENSLOCP00000001517	ENSGALP00000021696
ENSLOCP00000000111	ENSGALP00000006565
ENSLOCP00000010673	ENSGALP00000043197
ENSLOCP00000014623	ENSGALP00000019416
ENSLOCP00000001246	ENSGALP00000029784
ENSLOCP00000014252	ENSGALP00000008882
ENSLOCP00000009700	ENSGALP00000008278
ENSLOCP00000018417	ENSGALP00000007706
ENSLOCP00000017602	ENSGALP00000041842
ENSLOCP00000002849	ENSGALP00000006674
ENSLOCP00000007907	ENSGALP00000042232
ENSLOCP00000014288	ENSGALP00000000063
ENSLOCP00000003945	ENSGALP00000034454
ENSLOCP00000019925	ENSGALP00000016080
ENSLOCP00000016671	ENSGALP00000013701
ENSLOCP00000008689	ENSGALP00000004303
ENSLOCP00000017598	ENSGALP00000012946
ENSLOCP00000010831	ENSGALP00000016184
ENSLOCP00000015986	ENSGALP00000014785
ENSLOCP00000000984	ENSGALP00000007858
ENSLOCP00000015426	ENSGALP00000042291
ENSLOCP00000007469	ENSGALP00000040398
ENSLOCP00000001801	ENSGALP00000006008
ENSLOCP00000007499	ENSGALP00000002092
ENSLOCP00000020423	ENSGALP00000022952
ENSLOCP00000006781	ENSGALP00000013674
ENSLOCP00000004999	ENSGALP00000003850
ENSLOCP00000010452	ENSGALP00000006935
ENSLOCP00000015102	ENSGALP00000019885
ENSLOCP00000007884	ENSGALP00000003703
ENSLOCP00000020469	ENSGALP00000037202
ENSLOCP00000021330	ENSGALP00000023977
ENSLOCP00000004755	ENSGALP00000000749
ENSLOCP00000019642	ENSGALP00000017269
ENSLOCP00000010646	ENSGALP00000021293
ENSLOCP00000005019	ENSGALP00000007138
ENSLOCP00000004422	ENSGALP00000014540
ENSLOCP00000005015	ENSGALP00000040714
ENSLOCP00000008866	ENSGALP00000026128
ENSLOCP00000001865	ENSGALP00000011826
ENSLOCP00000020932	ENSGALP00000025418
ENSLOCP00000016239	ENSGALP00000033638
ENSLOCP00000014439	ENSGALP00000017372
ENSLOCP00000010270	ENSGALP00000040640
ENSLOCP00000021737	ENSGALP00000000451
ENSLOCP00000020972	ENSGALP00000025057
ENSLOCP00000018112	ENSGALP00000039893
ENSLOCP00000016261	ENSGALP00000016725
ENSLOCP00000010834	ENSGALP00000042281
ENSLOCP00000006081	ENSGALP00000000916
ENSLOCP00000004665	ENSGALP00000017256
ENSLOCP00000021279	ENSGALP00000026392
ENSLOCP00000016529	ENSGALP00000007252
ENSLOCP00000005320	ENSGALP00000003215
ENSLOCP00000014593	ENSGALP00000004564
ENSLOCP00000004389	ENSGALP00000003836
ENSLOCP00000000910	ENSGALP00000012443
ENSLOCP00000008370	ENSGALP00000023279
ENSLOCP00000008201	ENSGALP00000018396
ENSLOCP00000015521	ENSGALP00000041419
ENSLOCP00000016081	ENSGALP00000022066
ENSLOCP00000015290	ENSGALP00000006461
ENSLOCP00000018065	ENSGALP00000003877
ENSLOCP00000007114	ENSGALP00000008562
ENSLOCP00000002008	ENSGALP00000024123
ENSLOCP00000007216	ENSGALP00000041187
ENSLOCP00000003475	ENSGALP00000025902
ENSLOCP00000010263	ENSGALP00000026994
ENSLOCP00000009979	ENSGALP00000011256
ENSLOCP00000012226	ENSGALP00000026354
ENSLOCP00000021307	ENSGALP00000026340
ENSLOCP00000022414	ENSGALP00000042699
ENSLOCP00000011147	ENSGALP00000041432
ENSLOCP00000019892	ENSGALP00000021353
ENSLOCP00000004787	ENSGALP00000043320
ENSLOCP00000002092	ENSGALP00000008454
ENSLOCP00000020065	ENSGALP00000013270
ENSLOCP00000013634	ENSGALP00000024282
ENSLOCP00000001152	ENSGALP00000002414
ENSLOCP00000011791	ENSGALP00000008464
ENSLOCP00000014071	ENSGALP00000001953
ENSLOCP00000021696	ENSGALP00000008250
ENSLOCP00000022444	ENSGALP00000025645
ENSLOCP00000010864	ENSGALP00000037410
ENSLOCP00000011386	ENSGALP00000040848
ENSLOCP00000019783	ENSGALP00000015663
ENSLOCP00000013008	ENSGALP00000016831
ENSLOCP00000018886	ENSGALP00000011015
ENSLOCP00000006400	ENSGALP00000027337
