ENSP00000262384	ENSGALP00000006197
ENSP00000229583	ENSGALP00000042840
ENSP00000350509	ENSGALP00000022339
ENSP00000436455	ENSGALP00000038782
ENSP00000386862	ENSGALP00000006573
ENSP00000383185	ENSGALP00000017646
ENSP00000330278	ENSGALP00000015460
ENSP00000282406	ENSGALP00000016155
ENSP00000361522	ENSGALP00000016897
ENSP00000411124	ENSGALP00000018304
ENSP00000216468	ENSGALP00000036883
ENSP00000203407	ENSGALP00000009286
ENSP00000355720	ENSGALP00000008687
ENSP00000394085	ENSGALP00000002781
ENSP00000328835	ENSGALP00000025965
ENSP00000281047	ENSGALP00000026522
ENSP00000362987	ENSGALP00000002830
ENSP00000359699	ENSGALP00000014314
ENSP00000317039	ENSGALP00000020535
ENSP00000317327	ENSGALP00000035917
ENSP00000360437	ENSGALP00000038150
ENSP00000323635	ENSGALP00000022477
ENSP00000379441	ENSGALP00000023880
ENSP00000276201	ENSGALP00000038283
ENSP00000435897	ENSGALP00000038200
ENSP00000265271	ENSGALP00000012140
ENSP00000267229	ENSGALP00000027280
ENSP00000256257	ENSGALP00000002502
ENSP00000265840	ENSGALP00000027678
ENSP00000326342	ENSGALP00000015972
ENSP00000362123	ENSGALP00000006895
ENSP00000261441	ENSGALP00000002875
ENSP00000334040	ENSGALP00000013540
ENSP00000315137	ENSGALP00000008413
ENSP00000290291	ENSGALP00000038915
ENSP00000279146	ENSGALP00000021515
ENSP00000278836	ENSGALP00000005745
ENSP00000440626	ENSGALP00000016285
ENSP00000363614	ENSGALP00000006445
ENSP00000342518	ENSGALP00000019730
ENSP00000355577	ENSGALP00000017896
ENSP00000268097	ENSGALP00000002995
ENSP00000261416	ENSGALP00000024040
ENSP00000326604	ENSGALP00000010317
ENSP00000267102	ENSGALP00000042678
ENSP00000348888	ENSGALP00000001351
ENSP00000323246	ENSGALP00000016680
ENSP00000434199	ENSGALP00000006396
ENSP00000415899	ENSGALP00000015589
ENSP00000298288	ENSGALP00000019946
ENSP00000295628	ENSGALP00000024103
ENSP00000379568	ENSGALP00000012144
ENSP00000230792	ENSGALP00000024599
ENSP00000349874	ENSGALP00000006864
ENSP00000368414	ENSGALP00000012985
ENSP00000373364	ENSGALP00000020548
ENSP00000424544	ENSGALP00000022195
ENSP00000356256	ENSGALP00000000122
ENSP00000262144	ENSGALP00000004419
ENSP00000293883	ENSGALP00000003853
ENSP00000296411	ENSGALP00000040704
ENSP00000315152	ENSGALP00000015471
ENSP00000357907	ENSGALP00000024224
ENSP00000243253	ENSGALP00000009577
ENSP00000298428	ENSGALP00000022602
ENSP00000419879	ENSGALP00000000220
ENSP00000295887	ENSGALP00000018293
ENSP00000362894	ENSGALP00000004706
ENSP00000234677	ENSGALP00000042163
ENSP00000369346	ENSGALP00000023597
ENSP00000299295	ENSGALP00000025303
ENSP00000354669	ENSGALP00000042814
ENSP00000358120	ENSGALP00000043014
ENSP00000376568	ENSGALP00000038304
ENSP00000295890	ENSGALP00000018970
ENSP00000387128	ENSGALP00000019857
ENSP00000339958	ENSGALP00000002269
ENSP00000381436	ENSGALP00000024945
ENSP00000320957	ENSGALP00000024013
ENSP00000356299	ENSGALP00000000303
ENSP00000433361	ENSGALP00000009490
ENSP00000244051	ENSGALP00000012949
ENSP00000348565	ENSGALP00000019110
ENSP00000312017	ENSGALP00000007691
ENSP00000252674	ENSGALP00000002419
ENSP00000338171	ENSGALP00000042543
ENSP00000005587	ENSGALP00000017977
ENSP00000370503	ENSGALP00000008992
ENSP00000274008	ENSGALP00000019284
ENSP00000305494	ENSGALP00000009098
ENSP00000319814	ENSGALP00000041760
ENSP00000319788	ENSGALP00000037960
ENSP00000337773	ENSGALP00000043073
ENSP00000257347	ENSGALP00000027164
ENSP00000342604	ENSGALP00000023964
ENSP00000265018	ENSGALP00000023327
ENSP00000350833	ENSGALP00000042288
ENSP00000367309	ENSGALP00000035883
ENSP00000340684	ENSGALP00000026110
ENSP00000373594	ENSGALP00000004648
ENSP00000349181	ENSGALP00000007248
ENSP00000367038	ENSGALP00000015257
ENSP00000378725	ENSGALP00000004048
ENSP00000263026	ENSGALP00000011298
ENSP00000398048	ENSGALP00000019699
ENSP00000423660	ENSGALP00000041365
ENSP00000414856	ENSGALP00000017757
ENSP00000231061	ENSGALP00000006639
ENSP00000360366	ENSGALP00000017519
ENSP00000374014	ENSGALP00000043079
ENSP00000317000	ENSGALP00000009688
ENSP00000356967	ENSGALP00000022401
ENSP00000391774	ENSGALP00000016173
ENSP00000345412	ENSGALP00000021677
ENSP00000339449	ENSGALP00000001912
ENSP00000293879	ENSGALP00000042007
ENSP00000387654	ENSGALP00000022465
ENSP00000274569	ENSGALP00000004189
ENSP00000337226	ENSGALP00000036643
ENSP00000326933	ENSGALP00000041497
ENSP00000304670	ENSGALP00000008344
ENSP00000257575	ENSGALP00000013360
ENSP00000384477	ENSGALP00000015363
ENSP00000383936	ENSGALP00000024620
ENSP00000285419	ENSGALP00000042422
ENSP00000324810	ENSGALP00000029145
ENSP00000354772	ENSGALP00000001400
ENSP00000369141	ENSGALP00000003019
ENSP00000398181	ENSGALP00000007984
ENSP00000212355	ENSGALP00000032713
ENSP00000384610	ENSGALP00000039467
ENSP00000368066	ENSGALP00000014358
ENSP00000316339	ENSGALP00000023770
ENSP00000313050	ENSGALP00000003749
ENSP00000297056	ENSGALP00000011520
ENSP00000276893	ENSGALP00000024227
ENSP00000348069	ENSGALP00000043197
ENSP00000354476	ENSGALP00000019416
ENSP00000420298	ENSGALP00000024791
ENSP00000361557	ENSGALP00000007706
ENSP00000401264	ENSGALP00000026650
ENSP00000249396	ENSGALP00000041842
ENSP00000372191	ENSGALP00000006674
ENSP00000302485	ENSGALP00000000063
ENSP00000442318	ENSGALP00000016080
ENSP00000420270	ENSGALP00000004303
ENSP00000409279	ENSGALP00000016184
ENSP00000298746	ENSGALP00000014785
ENSP00000409256	ENSGALP00000032053
ENSP00000332148	ENSGALP00000040398
ENSP00000470652	ENSGALP00000006008
ENSP00000367931	ENSGALP00000002092
ENSP00000324403	ENSGALP00000022952
ENSP00000362144	ENSGALP00000006935
ENSP00000378145	ENSGALP00000019885
ENSP00000295324	ENSGALP00000037202
ENSP00000252992	ENSGALP00000000749
ENSP00000274192	ENSGALP00000021293
ENSP00000351138	ENSGALP00000007138
ENSP00000359827	ENSGALP00000014540
ENSP00000262866	ENSGALP00000040714
ENSP00000394049	ENSGALP00000026128
ENSP00000380690	ENSGALP00000011826
ENSP00000257787	ENSGALP00000025418
ENSP00000453854	ENSGALP00000033638
ENSP00000364965	ENSGALP00000017372
ENSP00000368758	ENSGALP00000040640
ENSP00000313226	ENSGALP00000000451
ENSP00000229955	ENSGALP00000025057
ENSP00000252338	ENSGALP00000039893
ENSP00000340176	ENSGALP00000016725
ENSP00000360642	ENSGALP00000017256
ENSP00000261844	ENSGALP00000007252
ENSP00000367823	ENSGALP00000003215
ENSP00000354991	ENSGALP00000004564
ENSP00000359333	ENSGALP00000009503
ENSP00000360757	ENSGALP00000003836
ENSP00000349364	ENSGALP00000023279
ENSP00000393785	ENSGALP00000018396
ENSP00000303580	ENSGALP00000041419
ENSP00000351740	ENSGALP00000022066
ENSP00000341597	ENSGALP00000006461
ENSP00000252998	ENSGALP00000008562
ENSP00000371297	ENSGALP00000041187
ENSP00000407118	ENSGALP00000025902
ENSP00000417955	ENSGALP00000026994
ENSP00000374049	ENSGALP00000011256
ENSP00000428205	ENSGALP00000026354
ENSP00000276326	ENSGALP00000026340
ENSP00000305839	ENSGALP00000042699
ENSP00000476603	ENSGALP00000041432
ENSP00000363433	ENSGALP00000003179
ENSP00000379512	ENSGALP00000021353
ENSP00000262301	ENSGALP00000008454
ENSP00000185150	ENSGALP00000013270
ENSP00000342609	ENSGALP00000024282
ENSP00000301452	ENSGALP00000002414
ENSP00000232974	ENSGALP00000008464
ENSP00000324587	ENSGALP00000025218
ENSP00000309548	ENSGALP00000008250
ENSP00000379503	ENSGALP00000025645
ENSP00000258399	ENSGALP00000037410
ENSP00000254227	ENSGALP00000001299
ENSP00000368253	ENSGALP00000040848
ENSP00000355902	ENSGALP00000015663
ENSP00000362122	ENSGALP00000011015
ENSP00000367198	ENSGALP00000027337
ENSP00000381302	ENSGALP00000042193
ENSP00000350698	ENSGALP00000019220
ENSP00000354053	ENSGALP00000020736
ENSP00000385730	ENSGALP00000002505
ENSP00000337512	ENSGALP00000039292
ENSP00000299721	ENSGALP00000004443
ENSP00000378464	ENSGALP00000041734
ENSP00000392452	ENSGALP00000009336
ENSP00000326063	ENSGALP00000024260
ENSP00000366582	ENSGALP00000042727
ENSP00000429763	ENSGALP00000037819
ENSP00000266556	ENSGALP00000023262
ENSP00000404833	ENSGALP00000000202
ENSP00000356574	ENSGALP00000006256
ENSP00000351536	ENSGALP00000034213
ENSP00000356476	ENSGALP00000041514
ENSP00000367879	ENSGALP00000026173
ENSP00000384794	ENSGALP00000022822
ENSP00000236709	ENSGALP00000010639
ENSP00000410964	ENSGALP00000005232
ENSP00000276461	ENSGALP00000004879
ENSP00000187762	ENSGALP00000005984
ENSP00000363824	ENSGALP00000041099
ENSP00000274382	ENSGALP00000024632
ENSP00000284486	ENSGALP00000026830
ENSP00000362684	ENSGALP00000005221
ENSP00000386935	ENSGALP00000033549
ENSP00000302413	ENSGALP00000004078
ENSP00000371278	ENSGALP00000023285
ENSP00000383449	ENSGALP00000023992
ENSP00000229595	ENSGALP00000036573
ENSP00000025301	ENSGALP00000035714
ENSP00000375909	ENSGALP00000041098
ENSP00000270139	ENSGALP00000025644
ENSP00000422464	ENSGALP00000015259
ENSP00000376865	ENSGALP00000029435
ENSP00000308772	ENSGALP00000003841
ENSP00000320076	ENSGALP00000012601
ENSP00000376141	ENSGALP00000003574
ENSP00000320924	ENSGALP00000006257
ENSP00000376330	ENSGALP00000037871
ENSP00000356426	ENSGALP00000020155
ENSP00000368215	ENSGALP00000026205
ENSP00000387282	ENSGALP00000004815
ENSP00000303222	ENSGALP00000008279
ENSP00000361060	ENSGALP00000016835
ENSP00000378313	ENSGALP00000011643
ENSP00000274496	ENSGALP00000011962
ENSP00000332772	ENSGALP00000022955
ENSP00000367172	ENSGALP00000000162
ENSP00000329292	ENSGALP00000000167
ENSP00000348852	ENSGALP00000027942
ENSP00000307552	ENSGALP00000021172
ENSP00000219345	ENSGALP00000001115
ENSP00000264005	ENSGALP00000043323
ENSP00000226279	ENSGALP00000023374
ENSP00000265016	ENSGALP00000023375
ENSP00000384364	ENSGALP00000017870
ENSP00000360261	ENSGALP00000017106
ENSP00000377547	ENSGALP00000002208
ENSP00000316335	ENSGALP00000020860
ENSP00000257555	ENSGALP00000037563
ENSP00000225893	ENSGALP00000008820
ENSP00000280665	ENSGALP00000021215
ENSP00000475920	ENSGALP00000008524
ENSP00000347324	ENSGALP00000041731
ENSP00000248306	ENSGALP00000017822
ENSP00000357199	ENSGALP00000000803
ENSP00000474090	ENSGALP00000020473
ENSP00000330032	ENSGALP00000030366
ENSP00000434724	ENSGALP00000027835
ENSP00000455068	ENSGALP00000042185
ENSP00000315731	ENSGALP00000041582
ENSP00000397679	ENSGALP00000010255
ENSP00000425963	ENSGALP00000010216
ENSP00000296595	ENSGALP00000017699
ENSP00000162044	ENSGALP00000042168
ENSP00000301039	ENSGALP00000042832
ENSP00000290881	ENSGALP00000002734
ENSP00000197268	ENSGALP00000019233
ENSP00000367570	ENSGALP00000029501
ENSP00000260130	ENSGALP00000024853
ENSP00000422338	ENSGALP00000021261
ENSP00000454380	ENSGALP00000033830
ENSP00000382670	ENSGALP00000036676
ENSP00000367214	ENSGALP00000039028
ENSP00000220822	ENSGALP00000025198
ENSP00000464893	ENSGALP00000003564
ENSP00000378015	ENSGALP00000015274
ENSP00000398632	ENSGALP00000012731
ENSP00000256178	ENSGALP00000009036
ENSP00000272902	ENSGALP00000013469
ENSP00000341938	ENSGALP00000003878
ENSP00000369257	ENSGALP00000038922
ENSP00000319974	ENSGALP00000024731
ENSP00000262477	ENSGALP00000039547
ENSP00000264448	ENSGALP00000041877
ENSP00000442400	ENSGALP00000026588
ENSP00000355167	ENSGALP00000023568
ENSP00000336984	ENSGALP00000013025
ENSP00000300177	ENSGALP00000037126
ENSP00000318650	ENSGALP00000017499
ENSP00000387091	ENSGALP00000041354
ENSP00000320936	ENSGALP00000036704
ENSP00000380318	ENSGALP00000021737
ENSP00000385828	ENSGALP00000020374
ENSP00000336894	ENSGALP00000003513
ENSP00000328269	ENSGALP00000041227
ENSP00000360222	ENSGALP00000032325
ENSP00000330433	ENSGALP00000006409
ENSP00000335158	ENSGALP00000035337
ENSP00000458791	ENSGALP00000042731
ENSP00000409933	ENSGALP00000043231
ENSP00000369604	ENSGALP00000026785
ENSP00000272907	ENSGALP00000007951
ENSP00000238561	ENSGALP00000017088
ENSP00000207549	ENSGALP00000003491
ENSP00000302936	ENSGALP00000008663
ENSP00000352329	ENSGALP00000011866
ENSP00000264498	ENSGALP00000031519
ENSP00000243346	ENSGALP00000020363
ENSP00000395590	ENSGALP00000004461
ENSP00000406084	ENSGALP00000018516
ENSP00000443292	ENSGALP00000008253
ENSP00000295571	ENSGALP00000021829
ENSP00000344125	ENSGALP00000018758
ENSP00000310565	ENSGALP00000036143
ENSP00000332151	ENSGALP00000024084
ENSP00000354891	ENSGALP00000033078
ENSP00000300056	ENSGALP00000010544
ENSP00000381698	ENSGALP00000041443
ENSP00000294168	ENSGALP00000042589
ENSP00000263080	ENSGALP00000007427
ENSP00000420682	ENSGALP00000024354
ENSP00000262844	ENSGALP00000013092
ENSP00000272647	ENSGALP00000041612
ENSP00000385158	ENSGALP00000014303
ENSP00000286544	ENSGALP00000016556
ENSP00000342840	ENSGALP00000011470
ENSP00000314518	ENSGALP00000042525
ENSP00000369853	ENSGALP00000025974
ENSP00000338885	ENSGALP00000000352
ENSP00000371661	ENSGALP00000028143
ENSP00000360138	ENSGALP00000012341
ENSP00000307214	ENSGALP00000027959
ENSP00000382021	ENSGALP00000033071
ENSP00000310110	ENSGALP00000013996
ENSP00000364502	ENSGALP00000027104
ENSP00000248958	ENSGALP00000002182
ENSP00000247020	ENSGALP00000005973
ENSP00000358251	ENSGALP00000014763
ENSP00000289921	ENSGALP00000040904
ENSP00000308339	ENSGALP00000007034
ENSP00000423881	ENSGALP00000023228
ENSP00000252136	ENSGALP00000003261
ENSP00000261488	ENSGALP00000027367
ENSP00000337146	ENSGALP00000006475
ENSP00000356524	ENSGALP00000007334
ENSP00000359680	ENSGALP00000009883
ENSP00000230990	ENSGALP00000001399
ENSP00000345728	ENSGALP00000012813
ENSP00000336524	ENSGALP00000010701
ENSP00000300128	ENSGALP00000000663
ENSP00000386292	ENSGALP00000003553
ENSP00000393316	ENSGALP00000031806
ENSP00000246024	ENSGALP00000040938
ENSP00000427975	ENSGALP00000003415
ENSP00000448228	ENSGALP00000040891
ENSP00000351503	ENSGALP00000013226
ENSP00000227065	ENSGALP00000021955
ENSP00000363400	ENSGALP00000034470
ENSP00000371307	ENSGALP00000004784
ENSP00000361338	ENSGALP00000005994
ENSP00000332983	ENSGALP00000019405
ENSP00000262966	ENSGALP00000042278
ENSP00000418734	ENSGALP00000037248
ENSP00000454268	ENSGALP00000041862
ENSP00000216479	ENSGALP00000017014
ENSP00000167106	ENSGALP00000016873
ENSP00000355932	ENSGALP00000031298
ENSP00000434412	ENSGALP00000018265
ENSP00000263921	ENSGALP00000022538
ENSP00000362601	ENSGALP00000012395
ENSP00000355374	ENSGALP00000005253
ENSP00000396445	ENSGALP00000025595
ENSP00000301391	ENSGALP00000002240
ENSP00000371923	ENSGALP00000040738
ENSP00000323879	ENSGALP00000041274
ENSP00000284116	ENSGALP00000008167
ENSP00000382241	ENSGALP00000019606
ENSP00000234831	ENSGALP00000017463
ENSP00000470879	ENSGALP00000034392
ENSP00000259803	ENSGALP00000026273
ENSP00000368805	ENSGALP00000020805
ENSP00000398930	ENSGALP00000015724
ENSP00000262018	ENSGALP00000041569
ENSP00000296473	ENSGALP00000004599
ENSP00000229758	ENSGALP00000022099
ENSP00000403293	ENSGALP00000000484
ENSP00000361564	ENSGALP00000028252
ENSP00000408058	ENSGALP00000005266
ENSP00000245787	ENSGALP00000042579
ENSP00000361596	ENSGALP00000011074
ENSP00000321856	ENSGALP00000042626
ENSP00000383938	ENSGALP00000013913
ENSP00000238618	ENSGALP00000036932
ENSP00000378161	ENSGALP00000041720
ENSP00000269209	ENSGALP00000024451
ENSP00000384593	ENSGALP00000036001
ENSP00000331965	ENSGALP00000034327
ENSP00000292090	ENSGALP00000006318
ENSP00000417235	ENSGALP00000016876
ENSP00000363193	ENSGALP00000009011
ENSP00000357000	ENSGALP00000000056
ENSP00000463334	ENSGALP00000042277
ENSP00000372459	ENSGALP00000038862
ENSP00000343140	ENSGALP00000009684
ENSP00000262487	ENSGALP00000014704
ENSP00000341490	ENSGALP00000017021
ENSP00000358105	ENSGALP00000040925
ENSP00000355621	ENSGALP00000018164
ENSP00000451131	ENSGALP00000016465
ENSP00000205636	ENSGALP00000018704
ENSP00000386710	ENSGALP00000019015
ENSP00000269499	ENSGALP00000020989
ENSP00000438115	ENSGALP00000023315
ENSP00000010299	ENSGALP00000022731
ENSP00000351631	ENSGALP00000027754
ENSP00000338777	ENSGALP00000032933
ENSP00000242285	ENSGALP00000024691
ENSP00000309415	ENSGALP00000005281
ENSP00000362704	ENSGALP00000005118
ENSP00000332716	ENSGALP00000022409
ENSP00000256759	ENSGALP00000023997
ENSP00000166139	ENSGALP00000040326
ENSP00000284031	ENSGALP00000014092
ENSP00000391524	ENSGALP00000022327
ENSP00000311401	ENSGALP00000009062
ENSP00000327323	ENSGALP00000025641
ENSP00000434887	ENSGALP00000012431
ENSP00000243344	ENSGALP00000037652
ENSP00000308369	ENSGALP00000016035
ENSP00000293760	ENSGALP00000004517
ENSP00000246081	ENSGALP00000014195
ENSP00000476448	ENSGALP00000018968
ENSP00000244769	ENSGALP00000020719
ENSP00000415822	ENSGALP00000041984
ENSP00000313933	ENSGALP00000016100
ENSP00000363298	ENSGALP00000014377
ENSP00000313079	ENSGALP00000041529
ENSP00000262962	ENSGALP00000043264
ENSP00000320508	ENSGALP00000011262
ENSP00000427421	ENSGALP00000042996
ENSP00000361254	ENSGALP00000003802
ENSP00000275461	ENSGALP00000017639
ENSP00000365687	ENSGALP00000041335
ENSP00000072644	ENSGALP00000017456
ENSP00000358902	ENSGALP00000009651
ENSP00000314173	ENSGALP00000025917
ENSP00000364515	ENSGALP00000037686
ENSP00000362936	ENSGALP00000001992
ENSP00000230321	ENSGALP00000005329
ENSP00000257724	ENSGALP00000043223
ENSP00000265872	ENSGALP00000006523
ENSP00000361602	ENSGALP00000007985
ENSP00000368022	ENSGALP00000022287
ENSP00000408598	ENSGALP00000010081
ENSP00000295400	ENSGALP00000039726
ENSP00000379092	ENSGALP00000041051
ENSP00000361446	ENSGALP00000007915
ENSP00000300591	ENSGALP00000002753
ENSP00000378275	ENSGALP00000003912
ENSP00000418693	ENSGALP00000025441
ENSP00000358739	ENSGALP00000025509
ENSP00000391826	ENSGALP00000010570
ENSP00000299299	ENSGALP00000043457
ENSP00000421544	ENSGALP00000010278
ENSP00000302543	ENSGALP00000001296
ENSP00000356280	ENSGALP00000030813
ENSP00000319231	ENSGALP00000010391
ENSP00000298999	ENSGALP00000038755
ENSP00000265806	ENSGALP00000000551
ENSP00000287675	ENSGALP00000009922
ENSP00000428281	ENSGALP00000040600
ENSP00000360104	ENSGALP00000017973
ENSP00000268797	ENSGALP00000039601
ENSP00000368589	ENSGALP00000020749
ENSP00000284274	ENSGALP00000021120
ENSP00000274217	ENSGALP00000021119
ENSP00000323435	ENSGALP00000003450
ENSP00000261369	ENSGALP00000029137
ENSP00000264433	ENSGALP00000015402
ENSP00000421985	ENSGALP00000010596
ENSP00000403310	ENSGALP00000005248
ENSP00000358414	ENSGALP00000004672
ENSP00000345826	ENSGALP00000012329
ENSP00000354753	ENSGALP00000022476
ENSP00000363031	ENSGALP00000001041
ENSP00000439594	ENSGALP00000023882
ENSP00000318406	ENSGALP00000040054
ENSP00000367459	ENSGALP00000020635
ENSP00000440847	ENSGALP00000012090
ENSP00000472286	ENSGALP00000004808
ENSP00000264059	ENSGALP00000033741
ENSP00000365147	ENSGALP00000022236
ENSP00000337332	ENSGALP00000001888
ENSP00000329466	ENSGALP00000030803
ENSP00000307741	ENSGALP00000018698
ENSP00000297459	ENSGALP00000025894
ENSP00000222547	ENSGALP00000040603
ENSP00000372210	ENSGALP00000006622
ENSP00000306324	ENSGALP00000037767
ENSP00000387077	ENSGALP00000041679
ENSP00000334463	ENSGALP00000020352
ENSP00000416799	ENSGALP00000013007
ENSP00000289805	ENSGALP00000041200
ENSP00000386895	ENSGALP00000040008
ENSP00000280057	ENSGALP00000027434
ENSP00000267339	ENSGALP00000027169
ENSP00000365883	ENSGALP00000041884
ENSP00000268533	ENSGALP00000008603
ENSP00000432799	ENSGALP00000003715
ENSP00000304930	ENSGALP00000041999
ENSP00000301691	ENSGALP00000016122
ENSP00000370639	ENSGALP00000026872
ENSP00000370718	ENSGALP00000026877
ENSP00000264852	ENSGALP00000023869
ENSP00000314023	ENSGALP00000019390
ENSP00000271375	ENSGALP00000029808
ENSP00000354590	ENSGALP00000031188
ENSP00000341483	ENSGALP00000000805
ENSP00000421853	ENSGALP00000033703
ENSP00000444196	ENSGALP00000022970
ENSP00000435289	ENSGALP00000042949
ENSP00000372112	ENSGALP00000039767
ENSP00000253457	ENSGALP00000009212
ENSP00000346127	ENSGALP00000027940
ENSP00000324248	ENSGALP00000024825
ENSP00000217305	ENSGALP00000043194
ENSP00000356985	ENSGALP00000012256
ENSP00000376440	ENSGALP00000007217
ENSP00000311360	ENSGALP00000040965
ENSP00000347433	ENSGALP00000001313
ENSP00000360191	ENSGALP00000012183
ENSP00000350757	ENSGALP00000019907
ENSP00000374029	ENSGALP00000007152
ENSP00000426613	ENSGALP00000019480
ENSP00000299367	ENSGALP00000041475
ENSP00000256495	ENSGALP00000013509
ENSP00000433343	ENSGALP00000001598
ENSP00000356584	ENSGALP00000006386
ENSP00000476687	ENSGALP00000040975
ENSP00000273258	ENSGALP00000028073
ENSP00000360112	ENSGALP00000017943
ENSP00000356919	ENSGALP00000039319
ENSP00000255087	ENSGALP00000040610
ENSP00000357206	ENSGALP00000032001
ENSP00000336775	ENSGALP00000033263
ENSP00000421405	ENSGALP00000021208
ENSP00000216039	ENSGALP00000019930
ENSP00000384183	ENSGALP00000012918
ENSP00000326630	ENSGALP00000009830
ENSP00000384179	ENSGALP00000025861
ENSP00000258436	ENSGALP00000027060
ENSP00000361048	ENSGALP00000028011
ENSP00000386499	ENSGALP00000003097
ENSP00000269394	ENSGALP00000002306
ENSP00000304250	ENSGALP00000041126
ENSP00000382058	ENSGALP00000023565
ENSP00000267838	ENSGALP00000029299
ENSP00000366876	ENSGALP00000041130
ENSP00000315203	ENSGALP00000042444
ENSP00000359540	ENSGALP00000043319
ENSP00000351008	ENSGALP00000025931
ENSP00000376686	ENSGALP00000025547
ENSP00000376246	ENSGALP00000011671
ENSP00000320081	ENSGALP00000003691
ENSP00000358400	ENSGALP00000025327
ENSP00000264192	ENSGALP00000020462
ENSP00000318770	ENSGALP00000002455
ENSP00000391409	ENSGALP00000040892
