ENSACAP00000008923	ENSLOCP00000011371
ENSACAP00000009118	ENSLOCP00000004339
ENSACAP00000011307	ENSLOCP00000020497
ENSACAP00000006436	ENSLOCP00000014960
ENSACAP00000012168	ENSLOCP00000015643
ENSACAP00000015471	ENSLOCP00000014998
ENSACAP00000000888	ENSLOCP00000015207
ENSACAP00000012185	ENSLOCP00000005807
ENSACAP00000012615	ENSLOCP00000010073
ENSACAP00000009555	ENSLOCP00000012052
ENSACAP00000007245	ENSLOCP00000020767
ENSACAP00000002510	ENSLOCP00000000241
ENSACAP00000005650	ENSLOCP00000005569
ENSACAP00000016709	ENSLOCP00000006931
ENSACAP00000009617	ENSLOCP00000016940
ENSACAP00000000216	ENSLOCP00000004122
ENSACAP00000004979	ENSLOCP00000013106
ENSACAP00000017570	ENSLOCP00000003292
ENSACAP00000002810	ENSLOCP00000014958
ENSACAP00000009527	ENSLOCP00000000860
ENSACAP00000006148	ENSLOCP00000013152
ENSACAP00000006936	ENSLOCP00000014354
ENSACAP00000011765	ENSLOCP00000010164
ENSACAP00000003840	ENSLOCP00000020424
ENSACAP00000018770	ENSLOCP00000020421
ENSACAP00000003461	ENSLOCP00000002420
ENSACAP00000002744	ENSLOCP00000005318
ENSACAP00000004695	ENSLOCP00000016463
ENSACAP00000015864	ENSLOCP00000004424
ENSACAP00000001941	ENSLOCP00000007699
ENSACAP00000000871	ENSLOCP00000002383
ENSACAP00000022759	ENSLOCP00000011792
ENSACAP00000006059	ENSLOCP00000020626
ENSACAP00000016512	ENSLOCP00000013081
ENSACAP00000008612	ENSLOCP00000001770
ENSACAP00000016686	ENSLOCP00000001618
ENSACAP00000014672	ENSLOCP00000015819
ENSACAP00000013916	ENSLOCP00000019314
ENSACAP00000002455	ENSLOCP00000011573
ENSACAP00000022801	ENSLOCP00000014528
ENSACAP00000015692	ENSLOCP00000009872
ENSACAP00000016160	ENSLOCP00000008186
ENSACAP00000014198	ENSLOCP00000011934
ENSACAP00000006271	ENSLOCP00000013419
ENSACAP00000016363	ENSLOCP00000009379
ENSACAP00000006169	ENSLOCP00000020108
ENSACAP00000015507	ENSLOCP00000015862
ENSACAP00000015501	ENSLOCP00000021818
ENSACAP00000020502	ENSLOCP00000015552
ENSACAP00000005692	ENSLOCP00000015923
ENSACAP00000010210	ENSLOCP00000010565
ENSACAP00000014635	ENSLOCP00000009497
ENSACAP00000017193	ENSLOCP00000013091
ENSACAP00000010434	ENSLOCP00000005554
ENSACAP00000009252	ENSLOCP00000011271
ENSACAP00000014879	ENSLOCP00000002816
ENSACAP00000002257	ENSLOCP00000019477
ENSACAP00000006874	ENSLOCP00000014813
ENSACAP00000001113	ENSLOCP00000021323
ENSACAP00000019326	ENSLOCP00000017501
ENSACAP00000015764	ENSLOCP00000016719
ENSACAP00000000798	ENSLOCP00000008876
ENSACAP00000004802	ENSLOCP00000015220
ENSACAP00000006919	ENSLOCP00000016869
ENSACAP00000013769	ENSLOCP00000018337
ENSACAP00000019982	ENSLOCP00000003950
ENSACAP00000009901	ENSLOCP00000003264
ENSACAP00000006145	ENSLOCP00000014233
ENSACAP00000001211	ENSLOCP00000016414
ENSACAP00000007739	ENSLOCP00000005207
ENSACAP00000002737	ENSLOCP00000019485
ENSACAP00000013478	ENSLOCP00000018355
ENSACAP00000002501	ENSLOCP00000011604
ENSACAP00000005143	ENSLOCP00000019542
ENSACAP00000013418	ENSLOCP00000017370
ENSACAP00000001620	ENSLOCP00000012383
ENSACAP00000009831	ENSLOCP00000011024
ENSACAP00000015647	ENSLOCP00000015082
ENSACAP00000009278	ENSLOCP00000020631
ENSACAP00000014514	ENSLOCP00000012752
ENSACAP00000000904	ENSLOCP00000018453
ENSACAP00000013079	ENSLOCP00000014962
ENSACAP00000013196	ENSLOCP00000013744
ENSACAP00000013233	ENSLOCP00000006186
ENSACAP00000003793	ENSLOCP00000003568
ENSACAP00000001316	ENSLOCP00000010167
ENSACAP00000001212	ENSLOCP00000008269
ENSACAP00000013465	ENSLOCP00000010608
ENSACAP00000001499	ENSLOCP00000020803
ENSACAP00000014756	ENSLOCP00000016788
ENSACAP00000019366	ENSLOCP00000011837
ENSACAP00000008395	ENSLOCP00000006978
ENSACAP00000017608	ENSLOCP00000007484
ENSACAP00000019628	ENSLOCP00000020145
ENSACAP00000020265	ENSLOCP00000018910
ENSACAP00000004692	ENSLOCP00000004867
ENSACAP00000015553	ENSLOCP00000018911
ENSACAP00000003165	ENSLOCP00000021624
ENSACAP00000005802	ENSLOCP00000022433
ENSACAP00000008185	ENSLOCP00000021940
ENSACAP00000015924	ENSLOCP00000014047
ENSACAP00000002165	ENSLOCP00000012875
ENSACAP00000013302	ENSLOCP00000006876
ENSACAP00000003323	ENSLOCP00000015779
ENSACAP00000000674	ENSLOCP00000010676
ENSACAP00000012628	ENSLOCP00000010174
ENSACAP00000011998	ENSLOCP00000018213
ENSACAP00000002589	ENSLOCP00000019065
ENSACAP00000020093	ENSLOCP00000006976
ENSACAP00000016244	ENSLOCP00000012508
ENSACAP00000004774	ENSLOCP00000010377
ENSACAP00000007234	ENSLOCP00000011482
ENSACAP00000021840	ENSLOCP00000005428
ENSACAP00000017417	ENSLOCP00000004862
ENSACAP00000010430	ENSLOCP00000021044
ENSACAP00000017666	ENSLOCP00000012581
ENSACAP00000010135	ENSLOCP00000020013
ENSACAP00000001091	ENSLOCP00000004667
ENSACAP00000016173	ENSLOCP00000005522
ENSACAP00000016763	ENSLOCP00000014034
ENSACAP00000019726	ENSLOCP00000018640
ENSACAP00000010403	ENSLOCP00000012138
ENSACAP00000014882	ENSLOCP00000016811
ENSACAP00000010563	ENSLOCP00000010474
ENSACAP00000014332	ENSLOCP00000015335
ENSACAP00000021742	ENSLOCP00000005814
ENSACAP00000002267	ENSLOCP00000020649
ENSACAP00000005726	ENSLOCP00000016145
ENSACAP00000005746	ENSLOCP00000016137
ENSACAP00000010701	ENSLOCP00000012162
ENSACAP00000001208	ENSLOCP00000010586
ENSACAP00000016198	ENSLOCP00000012795
ENSACAP00000011995	ENSLOCP00000016360
ENSACAP00000002281	ENSLOCP00000020278
ENSACAP00000014763	ENSLOCP00000000547
ENSACAP00000002450	ENSLOCP00000011159
ENSACAP00000000349	ENSLOCP00000022163
ENSACAP00000003163	ENSLOCP00000016009
ENSACAP00000015178	ENSLOCP00000005204
ENSACAP00000014047	ENSLOCP00000010705
ENSACAP00000003699	ENSLOCP00000015659
ENSACAP00000007292	ENSLOCP00000009315
ENSACAP00000007632	ENSLOCP00000002237
ENSACAP00000010974	ENSLOCP00000003786
ENSACAP00000012095	ENSLOCP00000020236
ENSACAP00000008985	ENSLOCP00000017093
ENSACAP00000002027	ENSLOCP00000014818
ENSACAP00000007902	ENSLOCP00000004602
ENSACAP00000012375	ENSLOCP00000013926
ENSACAP00000017777	ENSLOCP00000018898
ENSACAP00000021860	ENSLOCP00000013135
ENSACAP00000022563	ENSLOCP00000014036
ENSACAP00000001792	ENSLOCP00000010373
ENSACAP00000001830	ENSLOCP00000022406
ENSACAP00000008142	ENSLOCP00000007316
ENSACAP00000011364	ENSLOCP00000020528
ENSACAP00000004481	ENSLOCP00000016122
ENSACAP00000001041	ENSLOCP00000009973
ENSACAP00000020739	ENSLOCP00000017111
ENSACAP00000000748	ENSLOCP00000012181
ENSACAP00000000756	ENSLOCP00000012208
ENSACAP00000002905	ENSLOCP00000010477
ENSACAP00000003027	ENSLOCP00000002791
ENSACAP00000004545	ENSLOCP00000004994
ENSACAP00000006726	ENSLOCP00000016919
ENSACAP00000005377	ENSLOCP00000008909
ENSACAP00000001826	ENSLOCP00000007857
ENSACAP00000003753	ENSLOCP00000017166
ENSACAP00000014617	ENSLOCP00000021121
ENSACAP00000005662	ENSLOCP00000011633
ENSACAP00000007622	ENSLOCP00000002223
ENSACAP00000016377	ENSLOCP00000012848
ENSACAP00000001130	ENSLOCP00000011533
ENSACAP00000000261	ENSLOCP00000016894
ENSACAP00000003511	ENSLOCP00000006153
ENSACAP00000013266	ENSLOCP00000003336
ENSACAP00000001699	ENSLOCP00000019658
ENSACAP00000008628	ENSLOCP00000017941
ENSACAP00000006286	ENSLOCP00000018053
ENSACAP00000014120	ENSLOCP00000015247
ENSACAP00000015650	ENSLOCP00000005233
ENSACAP00000007740	ENSLOCP00000016382
ENSACAP00000006972	ENSLOCP00000006129
ENSACAP00000016534	ENSLOCP00000018693
ENSACAP00000002390	ENSLOCP00000021996
ENSACAP00000010776	ENSLOCP00000017893
ENSACAP00000001303	ENSLOCP00000003925
ENSACAP00000009992	ENSLOCP00000020003
ENSACAP00000010395	ENSLOCP00000012494
ENSACAP00000000771	ENSLOCP00000007973
ENSACAP00000008559	ENSLOCP00000000964
ENSACAP00000002421	ENSLOCP00000002111
ENSACAP00000011305	ENSLOCP00000002065
ENSACAP00000006351	ENSLOCP00000003094
ENSACAP00000015016	ENSLOCP00000007713
ENSACAP00000000394	ENSLOCP00000011947
ENSACAP00000014010	ENSLOCP00000007570
ENSACAP00000003633	ENSLOCP00000008144
ENSACAP00000005958	ENSLOCP00000006050
ENSACAP00000006905	ENSLOCP00000014596
ENSACAP00000008343	ENSLOCP00000009675
ENSACAP00000021584	ENSLOCP00000010701
ENSACAP00000004797	ENSLOCP00000014717
ENSACAP00000014985	ENSLOCP00000014805
ENSACAP00000021208	ENSLOCP00000019235
ENSACAP00000001313	ENSLOCP00000002247
ENSACAP00000011939	ENSLOCP00000006330
ENSACAP00000009813	ENSLOCP00000015099
ENSACAP00000016248	ENSLOCP00000004740
ENSACAP00000004984	ENSLOCP00000000971
ENSACAP00000013989	ENSLOCP00000002667
ENSACAP00000012750	ENSLOCP00000017035
ENSACAP00000002705	ENSLOCP00000010777
ENSACAP00000012035	ENSLOCP00000004156
ENSACAP00000003671	ENSLOCP00000017509
ENSACAP00000008728	ENSLOCP00000008672
ENSACAP00000013544	ENSLOCP00000014637
ENSACAP00000011221	ENSLOCP00000003974
ENSACAP00000007484	ENSLOCP00000003192
ENSACAP00000012840	ENSLOCP00000005842
ENSACAP00000011261	ENSLOCP00000010431
ENSACAP00000007874	ENSLOCP00000019187
ENSACAP00000001610	ENSLOCP00000019712
ENSACAP00000008302	ENSLOCP00000009692
ENSACAP00000003605	ENSLOCP00000004005
ENSACAP00000000238	ENSLOCP00000004319
ENSACAP00000023131	ENSLOCP00000003733
ENSACAP00000020321	ENSLOCP00000022190
ENSACAP00000015635	ENSLOCP00000013853
ENSACAP00000008158	ENSLOCP00000015595
ENSACAP00000005466	ENSLOCP00000007661
ENSACAP00000008333	ENSLOCP00000018864
ENSACAP00000020325	ENSLOCP00000006712
ENSACAP00000012671	ENSLOCP00000004595
ENSACAP00000004955	ENSLOCP00000004426
ENSACAP00000005625	ENSLOCP00000009481
ENSACAP00000002144	ENSLOCP00000006630
ENSACAP00000006199	ENSLOCP00000017373
ENSACAP00000004767	ENSLOCP00000009913
ENSACAP00000010203	ENSLOCP00000015494
ENSACAP00000001745	ENSLOCP00000010356
ENSACAP00000014953	ENSLOCP00000015734
ENSACAP00000011441	ENSLOCP00000005624
ENSACAP00000012188	ENSLOCP00000018818
ENSACAP00000008971	ENSLOCP00000008856
ENSACAP00000013336	ENSLOCP00000015033
ENSACAP00000015473	ENSLOCP00000015160
ENSACAP00000006367	ENSLOCP00000004560
ENSACAP00000016741	ENSLOCP00000012139
ENSACAP00000004945	ENSLOCP00000000260
ENSACAP00000010258	ENSLOCP00000005416
ENSACAP00000004941	ENSLOCP00000020891
ENSACAP00000021582	ENSLOCP00000018731
ENSACAP00000003220	ENSLOCP00000005112
ENSACAP00000015068	ENSLOCP00000013645
ENSACAP00000003281	ENSLOCP00000013819
ENSACAP00000016742	ENSLOCP00000005500
ENSACAP00000006114	ENSLOCP00000001132
ENSACAP00000022735	ENSLOCP00000019160
ENSACAP00000010793	ENSLOCP00000017378
ENSACAP00000009743	ENSLOCP00000019287
ENSACAP00000012118	ENSLOCP00000010481
ENSACAP00000004353	ENSLOCP00000002668
ENSACAP00000014823	ENSLOCP00000004201
ENSACAP00000002321	ENSLOCP00000002372
ENSACAP00000000926	ENSLOCP00000020356
ENSACAP00000010204	ENSLOCP00000013839
ENSACAP00000001507	ENSLOCP00000017369
ENSACAP00000007481	ENSLOCP00000004112
ENSACAP00000001840	ENSLOCP00000006169
ENSACAP00000011855	ENSLOCP00000019331
ENSACAP00000003937	ENSLOCP00000002441
ENSACAP00000008650	ENSLOCP00000008414
ENSACAP00000009733	ENSLOCP00000015182
ENSACAP00000011069	ENSLOCP00000001194
ENSACAP00000011232	ENSLOCP00000006399
ENSACAP00000005505	ENSLOCP00000021365
ENSACAP00000013364	ENSLOCP00000018167
ENSACAP00000001859	ENSLOCP00000019624
ENSACAP00000004790	ENSLOCP00000015482
ENSACAP00000012804	ENSLOCP00000018720
ENSACAP00000000558	ENSLOCP00000001574
ENSACAP00000013313	ENSLOCP00000003274
ENSACAP00000010362	ENSLOCP00000017121
ENSACAP00000011539	ENSLOCP00000014836
ENSACAP00000002648	ENSLOCP00000007573
ENSACAP00000006871	ENSLOCP00000011782
ENSACAP00000020058	ENSLOCP00000004222
ENSACAP00000014589	ENSLOCP00000006741
ENSACAP00000012352	ENSLOCP00000000407
ENSACAP00000012898	ENSLOCP00000001235
ENSACAP00000008609	ENSLOCP00000004039
ENSACAP00000007186	ENSLOCP00000012668
ENSACAP00000011007	ENSLOCP00000015806
ENSACAP00000023366	ENSLOCP00000015722
ENSACAP00000007565	ENSLOCP00000020046
ENSACAP00000002003	ENSLOCP00000014029
ENSACAP00000010943	ENSLOCP00000014295
ENSACAP00000000005	ENSLOCP00000001253
ENSACAP00000008308	ENSLOCP00000014093
ENSACAP00000003527	ENSLOCP00000007936
ENSACAP00000014621	ENSLOCP00000006929
ENSACAP00000020460	ENSLOCP00000015921
ENSACAP00000011633	ENSLOCP00000008108
ENSACAP00000015945	ENSLOCP00000004523
ENSACAP00000002009	ENSLOCP00000007652
ENSACAP00000005906	ENSLOCP00000007521
ENSACAP00000010958	ENSLOCP00000003813
ENSACAP00000004014	ENSLOCP00000008947
ENSACAP00000008289	ENSLOCP00000004431
ENSACAP00000010219	ENSLOCP00000021294
ENSACAP00000011163	ENSLOCP00000021003
ENSACAP00000002610	ENSLOCP00000016817
ENSACAP00000015518	ENSLOCP00000002127
ENSACAP00000003507	ENSLOCP00000011581
ENSACAP00000016219	ENSLOCP00000012547
ENSACAP00000017030	ENSLOCP00000008156
ENSACAP00000001118	ENSLOCP00000006016
ENSACAP00000009786	ENSLOCP00000013955
ENSACAP00000011378	ENSLOCP00000011641
ENSACAP00000007539	ENSLOCP00000009163
ENSACAP00000003156	ENSLOCP00000011517
ENSACAP00000008292	ENSLOCP00000001355
ENSACAP00000005218	ENSLOCP00000006843
ENSACAP00000001827	ENSLOCP00000006188
ENSACAP00000017289	ENSLOCP00000017237
ENSACAP00000016702	ENSLOCP00000015531
ENSACAP00000016827	ENSLOCP00000005811
ENSACAP00000015998	ENSLOCP00000011843
ENSACAP00000014347	ENSLOCP00000016727
ENSACAP00000016339	ENSLOCP00000005907
ENSACAP00000005755	ENSLOCP00000012178
ENSACAP00000019207	ENSLOCP00000002246
ENSACAP00000000384	ENSLOCP00000003035
ENSACAP00000019328	ENSLOCP00000007707
ENSACAP00000006969	ENSLOCP00000005099
ENSACAP00000016299	ENSLOCP00000020647
ENSACAP00000000462	ENSLOCP00000007715
ENSACAP00000012704	ENSLOCP00000005782
ENSACAP00000016816	ENSLOCP00000014049
ENSACAP00000023388	ENSLOCP00000018180
ENSACAP00000002725	ENSLOCP00000006126
ENSACAP00000022317	ENSLOCP00000006146
ENSACAP00000016370	ENSLOCP00000015421
ENSACAP00000004216	ENSLOCP00000020624
ENSACAP00000003891	ENSLOCP00000017704
ENSACAP00000005708	ENSLOCP00000020440
ENSACAP00000012760	ENSLOCP00000016509
ENSACAP00000015740	ENSLOCP00000016706
ENSACAP00000013319	ENSLOCP00000019154
ENSACAP00000003577	ENSLOCP00000018922
ENSACAP00000009450	ENSLOCP00000016260
ENSACAP00000014366	ENSLOCP00000002585
ENSACAP00000009630	ENSLOCP00000003353
ENSACAP00000015712	ENSLOCP00000006080
ENSACAP00000004764	ENSLOCP00000010284
ENSACAP00000013147	ENSLOCP00000016632
ENSACAP00000016572	ENSLOCP00000012817
ENSACAP00000015782	ENSLOCP00000006140
ENSACAP00000009255	ENSLOCP00000020594
ENSACAP00000015931	ENSLOCP00000004160
ENSACAP00000008622	ENSLOCP00000009919
ENSACAP00000008812	ENSLOCP00000018894
ENSACAP00000010903	ENSLOCP00000004594
ENSACAP00000012138	ENSLOCP00000008014
ENSACAP00000007670	ENSLOCP00000014090
ENSACAP00000015567	ENSLOCP00000015934
ENSACAP00000000644	ENSLOCP00000020360
ENSACAP00000005757	ENSLOCP00000001245
ENSACAP00000011890	ENSLOCP00000007341
ENSACAP00000003881	ENSLOCP00000019889
ENSACAP00000012805	ENSLOCP00000010628
ENSACAP00000006531	ENSLOCP00000019559
ENSACAP00000009560	ENSLOCP00000009739
ENSACAP00000001624	ENSLOCP00000020263
ENSACAP00000010727	ENSLOCP00000022045
ENSACAP00000005093	ENSLOCP00000014589
ENSACAP00000019705	ENSLOCP00000022208
ENSACAP00000019747	ENSLOCP00000018792
ENSACAP00000003116	ENSLOCP00000021647
ENSACAP00000009511	ENSLOCP00000008443
ENSACAP00000019965	ENSLOCP00000002344
ENSACAP00000015920	ENSLOCP00000004481
ENSACAP00000006370	ENSLOCP00000018568
ENSACAP00000008389	ENSLOCP00000003991
ENSACAP00000005760	ENSLOCP00000004294
ENSACAP00000012441	ENSLOCP00000011709
ENSACAP00000002827	ENSLOCP00000015119
ENSACAP00000007726	ENSLOCP00000001842
ENSACAP00000014288	ENSLOCP00000004650
ENSACAP00000002903	ENSLOCP00000019267
ENSACAP00000014893	ENSLOCP00000018799
ENSACAP00000013212	ENSLOCP00000002316
ENSACAP00000004430	ENSLOCP00000001573
ENSACAP00000009699	ENSLOCP00000017648
ENSACAP00000006263	ENSLOCP00000017342
ENSACAP00000015526	ENSLOCP00000018333
ENSACAP00000000833	ENSLOCP00000007256
ENSACAP00000006002	ENSLOCP00000019841
ENSACAP00000007888	ENSLOCP00000009130
ENSACAP00000013713	ENSLOCP00000013409
ENSACAP00000003129	ENSLOCP00000010922
ENSACAP00000013941	ENSLOCP00000021986
ENSACAP00000003769	ENSLOCP00000022381
ENSACAP00000009686	ENSLOCP00000003569
ENSACAP00000016126	ENSLOCP00000009087
ENSACAP00000001868	ENSLOCP00000006938
ENSACAP00000006055	ENSLOCP00000017641
ENSACAP00000013744	ENSLOCP00000005068
ENSACAP00000009003	ENSLOCP00000008452
ENSACAP00000009104	ENSLOCP00000013044
ENSACAP00000020292	ENSLOCP00000015673
ENSACAP00000012207	ENSLOCP00000003661
ENSACAP00000000870	ENSLOCP00000001071
ENSACAP00000012822	ENSLOCP00000018003
ENSACAP00000000372	ENSLOCP00000011614
ENSACAP00000006597	ENSLOCP00000014778
ENSACAP00000009888	ENSLOCP00000019352
ENSACAP00000019046	ENSLOCP00000008843
ENSACAP00000006188	ENSLOCP00000001247
ENSACAP00000007099	ENSLOCP00000014594
ENSACAP00000002424	ENSLOCP00000002337
ENSACAP00000006922	ENSLOCP00000021242
ENSACAP00000009245	ENSLOCP00000002665
ENSACAP00000002825	ENSLOCP00000014138
ENSACAP00000016191	ENSLOCP00000013318
ENSACAP00000003681	ENSLOCP00000017516
ENSACAP00000001419	ENSLOCP00000020772
ENSACAP00000020102	ENSLOCP00000015916
ENSACAP00000002294	ENSLOCP00000014043
ENSACAP00000001702	ENSLOCP00000007074
ENSACAP00000009896	ENSLOCP00000011015
ENSACAP00000010804	ENSLOCP00000012212
ENSACAP00000014748	ENSLOCP00000013302
ENSACAP00000016488	ENSLOCP00000016912
ENSACAP00000002373	ENSLOCP00000015187
ENSACAP00000016345	ENSLOCP00000004721
ENSACAP00000014760	ENSLOCP00000003401
ENSACAP00000021036	ENSLOCP00000005417
ENSACAP00000006251	ENSLOCP00000006584
ENSACAP00000007232	ENSLOCP00000019910
ENSACAP00000010698	ENSLOCP00000018729
ENSACAP00000006010	ENSLOCP00000014602
ENSACAP00000014292	ENSLOCP00000016711
ENSACAP00000003513	ENSLOCP00000004831
ENSACAP00000019511	ENSLOCP00000014076
ENSACAP00000009675	ENSLOCP00000014326
ENSACAP00000007600	ENSLOCP00000009406
ENSACAP00000008949	ENSLOCP00000019829
ENSACAP00000015046	ENSLOCP00000012471
ENSACAP00000015711	ENSLOCP00000016229
ENSACAP00000006026	ENSLOCP00000020630
ENSACAP00000003801	ENSLOCP00000000690
ENSACAP00000001913	ENSLOCP00000006869
ENSACAP00000006872	ENSLOCP00000011708
ENSACAP00000014115	ENSLOCP00000009780
ENSACAP00000014703	ENSLOCP00000021118
ENSACAP00000009049	ENSLOCP00000004368
ENSACAP00000002104	ENSLOCP00000014279
ENSACAP00000011280	ENSLOCP00000003997
ENSACAP00000008780	ENSLOCP00000012067
ENSACAP00000000118	ENSLOCP00000020810
ENSACAP00000000146	ENSLOCP00000003323
ENSACAP00000013171	ENSLOCP00000015459
ENSACAP00000017616	ENSLOCP00000002191
ENSACAP00000003659	ENSLOCP00000002823
ENSACAP00000013328	ENSLOCP00000006544
ENSACAP00000016670	ENSLOCP00000012898
ENSACAP00000006884	ENSLOCP00000019862
ENSACAP00000001593	ENSLOCP00000006182
ENSACAP00000004794	ENSLOCP00000002442
ENSACAP00000023112	ENSLOCP00000020530
ENSACAP00000018270	ENSLOCP00000007298
ENSACAP00000010003	ENSLOCP00000013973
ENSACAP00000005795	ENSLOCP00000019796
ENSACAP00000009383	ENSLOCP00000012749
ENSACAP00000023380	ENSLOCP00000008504
ENSACAP00000008204	ENSLOCP00000016594
ENSACAP00000016438	ENSLOCP00000007993
ENSACAP00000014532	ENSLOCP00000020934
ENSACAP00000009088	ENSLOCP00000013910
ENSACAP00000014784	ENSLOCP00000007422
ENSACAP00000004138	ENSLOCP00000001510
ENSACAP00000015799	ENSLOCP00000012435
ENSACAP00000006850	ENSLOCP00000011796
ENSACAP00000003701	ENSLOCP00000019924
ENSACAP00000016761	ENSLOCP00000009634
ENSACAP00000010496	ENSLOCP00000014268
ENSACAP00000020833	ENSLOCP00000009546
ENSACAP00000023416	ENSLOCP00000021866
ENSACAP00000022532	ENSLOCP00000012347
ENSACAP00000007541	ENSLOCP00000005440
ENSACAP00000010913	ENSLOCP00000016362
ENSACAP00000011523	ENSLOCP00000011583
ENSACAP00000004192	ENSLOCP00000019950
ENSACAP00000019525	ENSLOCP00000002814
ENSACAP00000002816	ENSLOCP00000010860
ENSACAP00000016197	ENSLOCP00000001082
ENSACAP00000006412	ENSLOCP00000004997
ENSACAP00000009246	ENSLOCP00000011619
ENSACAP00000005207	ENSLOCP00000014119
ENSACAP00000020714	ENSLOCP00000016078
ENSACAP00000013355	ENSLOCP00000010495
ENSACAP00000016850	ENSLOCP00000004194
ENSACAP00000012345	ENSLOCP00000014442
ENSACAP00000007046	ENSLOCP00000011123
ENSACAP00000005026	ENSLOCP00000017508
ENSACAP00000001516	ENSLOCP00000019574
ENSACAP00000001511	ENSLOCP00000016870
ENSACAP00000011451	ENSLOCP00000016253
ENSACAP00000017076	ENSLOCP00000021087
ENSACAP00000007324	ENSLOCP00000000870
ENSACAP00000011972	ENSLOCP00000006644
ENSACAP00000006508	ENSLOCP00000019678
ENSACAP00000008886	ENSLOCP00000014490
ENSACAP00000008041	ENSLOCP00000019838
ENSACAP00000021070	ENSLOCP00000019585
ENSACAP00000009811	ENSLOCP00000010989
ENSACAP00000014645	ENSLOCP00000013662
ENSACAP00000004885	ENSLOCP00000020899
ENSACAP00000011610	ENSLOCP00000011612
ENSACAP00000016735	ENSLOCP00000020922
ENSACAP00000003077	ENSLOCP00000005209
ENSACAP00000017300	ENSLOCP00000016256
ENSACAP00000004864	ENSLOCP00000000914
ENSACAP00000009097	ENSLOCP00000017294
ENSACAP00000001117	ENSLOCP00000014961
ENSACAP00000013055	ENSLOCP00000015306
ENSACAP00000022231	ENSLOCP00000009702
ENSACAP00000014544	ENSLOCP00000011845
ENSACAP00000017038	ENSLOCP00000016373
ENSACAP00000022117	ENSLOCP00000012691
ENSACAP00000016551	ENSLOCP00000010609
ENSACAP00000010930	ENSLOCP00000002636
ENSACAP00000000339	ENSLOCP00000010593
ENSACAP00000007849	ENSLOCP00000003858
ENSACAP00000004723	ENSLOCP00000012502
ENSACAP00000003099	ENSLOCP00000015089
ENSACAP00000012668	ENSLOCP00000011222
ENSACAP00000011171	ENSLOCP00000015313
ENSACAP00000004612	ENSLOCP00000004899
ENSACAP00000011147	ENSLOCP00000012852
ENSACAP00000000831	ENSLOCP00000020669
ENSACAP00000007912	ENSLOCP00000000848
ENSACAP00000005186	ENSLOCP00000002113
ENSACAP00000015990	ENSLOCP00000018492
ENSACAP00000012640	ENSLOCP00000003227
ENSACAP00000002898	ENSLOCP00000017980
ENSACAP00000004703	ENSLOCP00000021518
ENSACAP00000010483	ENSLOCP00000010454
ENSACAP00000004923	ENSLOCP00000000950
ENSACAP00000015804	ENSLOCP00000018626
ENSACAP00000015743	ENSLOCP00000010374
ENSACAP00000010034	ENSLOCP00000010533
ENSACAP00000012505	ENSLOCP00000013905
ENSACAP00000016681	ENSLOCP00000012905
ENSACAP00000004385	ENSLOCP00000006926
ENSACAP00000008036	ENSLOCP00000019077
ENSACAP00000004760	ENSLOCP00000016317
ENSACAP00000008234	ENSLOCP00000003724
ENSACAP00000012144	ENSLOCP00000015654
ENSACAP00000003254	ENSLOCP00000010968
ENSACAP00000002621	ENSLOCP00000002084
ENSACAP00000016146	ENSLOCP00000001549
ENSACAP00000014563	ENSLOCP00000012180
ENSACAP00000002098	ENSLOCP00000021227
ENSACAP00000005338	ENSLOCP00000012451
ENSACAP00000007654	ENSLOCP00000009029
ENSACAP00000008569	ENSLOCP00000014573
ENSACAP00000009356	ENSLOCP00000012099
ENSACAP00000016239	ENSLOCP00000009487
ENSACAP00000000516	ENSLOCP00000019692
ENSACAP00000008715	ENSLOCP00000010857
ENSACAP00000007597	ENSLOCP00000013777
ENSACAP00000006828	ENSLOCP00000010446
ENSACAP00000011818	ENSLOCP00000011923
ENSACAP00000019695	ENSLOCP00000009545
ENSACAP00000003851	ENSLOCP00000020425
ENSACAP00000017489	ENSLOCP00000003958
