ENSGALP00000006197	ENSMGAP00000004951
ENSGALP00000013090	ENSMGAP00000006532
ENSGALP00000041768	ENSMGAP00000010021
ENSGALP00000034056	ENSMGAP00000017031
ENSGALP00000026457	ENSMGAP00000015542
ENSGALP00000003263	ENSMGAP00000008279
ENSGALP00000025413	ENSMGAP00000012242
ENSGALP00000001729	ENSMGAP00000001847
ENSGALP00000003447	ENSMGAP00000001321
ENSGALP00000038853	ENSMGAP00000010758
ENSGALP00000008869	ENSMGAP00000006797
ENSGALP00000015166	ENSMGAP00000009096
ENSGALP00000016723	ENSMGAP00000011352
ENSGALP00000042015	ENSMGAP00000013417
ENSGALP00000011629	ENSMGAP00000018132
ENSGALP00000003451	ENSMGAP00000005790
ENSGALP00000000940	ENSMGAP00000000277
ENSGALP00000016161	ENSMGAP00000010039
ENSGALP00000006684	ENSMGAP00000016473
ENSGALP00000020319	ENSMGAP00000016891
ENSGALP00000041711	ENSMGAP00000005859
ENSGALP00000040929	ENSMGAP00000006450
ENSGALP00000033072	ENSMGAP00000007809
ENSGALP00000010780	ENSMGAP00000007801
ENSGALP00000033070	ENSMGAP00000007857
ENSGALP00000010763	ENSMGAP00000007759
ENSGALP00000042172	ENSMGAP00000010378
ENSGALP00000031018	ENSMGAP00000014583
ENSGALP00000011217	ENSMGAP00000008656
ENSGALP00000038259	ENSMGAP00000008395
ENSGALP00000007927	ENSMGAP00000009792
ENSGALP00000008290	ENSMGAP00000007524
ENSGALP00000004979	ENSMGAP00000003840
ENSGALP00000018537	ENSMGAP00000011959
ENSGALP00000009605	ENSMGAP00000005571
ENSGALP00000007879	ENSMGAP00000000996
ENSGALP00000002726	ENSMGAP00000001408
ENSGALP00000022788	ENSMGAP00000012578
ENSGALP00000003704	ENSMGAP00000000544
ENSGALP00000040427	ENSMGAP00000001535
ENSGALP00000011804	ENSMGAP00000005207
ENSGALP00000025936	ENSMGAP00000013762
ENSGALP00000037676	ENSMGAP00000006491
ENSGALP00000033359	ENSMGAP00000003657
ENSGALP00000040875	ENSMGAP00000000773
ENSGALP00000018379	ENSMGAP00000011821
ENSGALP00000004532	ENSMGAP00000004047
ENSGALP00000014140	ENSMGAP00000011280
ENSGALP00000003898	ENSMGAP00000000784
ENSGALP00000023239	ENSMGAP00000014803
ENSGALP00000023241	ENSMGAP00000014805
ENSGALP00000026712	ENSMGAP00000014935
ENSGALP00000037101	ENSMGAP00000012979
ENSGALP00000038829	ENSMGAP00000005686
ENSGALP00000014459	ENSMGAP00000009715
ENSGALP00000043100	ENSMGAP00000006722
ENSGALP00000015927	ENSMGAP00000002548
ENSGALP00000041581	ENSMGAP00000015999
ENSGALP00000009556	ENSMGAP00000007487
ENSGALP00000033663	ENSMGAP00000007341
ENSGALP00000006226	ENSMGAP00000016529
ENSGALP00000042636	ENSMGAP00000018087
ENSGALP00000025582	ENSMGAP00000014581
ENSGALP00000024586	ENSMGAP00000015192
ENSGALP00000012387	ENSMGAP00000005757
ENSGALP00000038691	ENSMGAP00000018032
ENSGALP00000009094	ENSMGAP00000006902
ENSGALP00000024153	ENSMGAP00000015128
ENSGALP00000027507	ENSMGAP00000015976
ENSGALP00000001366	ENSMGAP00000001164
ENSGALP00000020879	ENSMGAP00000003930
ENSGALP00000008498	ENSMGAP00000005656
ENSGALP00000041609	ENSMGAP00000011304
ENSGALP00000041290	ENSMGAP00000018091
ENSGALP00000011103	ENSMGAP00000009409
ENSGALP00000005497	ENSMGAP00000000995
ENSGALP00000011162	ENSMGAP00000006295
ENSGALP00000001249	ENSMGAP00000008990
ENSGALP00000004710	ENSMGAP00000006651
ENSGALP00000006084	ENSMGAP00000018705
ENSGALP00000026511	ENSMGAP00000019034
ENSGALP00000030147	ENSMGAP00000013403
ENSGALP00000021066	ENSMGAP00000014090
ENSGALP00000008419	ENSMGAP00000005605
ENSGALP00000002837	ENSMGAP00000003181
ENSGALP00000006734	ENSMGAP00000004139
ENSGALP00000010855	ENSMGAP00000009002
ENSGALP00000019363	ENSMGAP00000012207
ENSGALP00000021566	ENSMGAP00000006713
ENSGALP00000041067	ENSMGAP00000009835
ENSGALP00000020275	ENSMGAP00000013202
ENSGALP00000005081	ENSMGAP00000013233
ENSGALP00000018434	ENSMGAP00000011591
ENSGALP00000004327	ENSMGAP00000005011
ENSGALP00000041694	ENSMGAP00000000575
ENSGALP00000006973	ENSMGAP00000004387
ENSGALP00000006701	ENSMGAP00000005830
ENSGALP00000022452	ENSMGAP00000013718
ENSGALP00000022453	ENSMGAP00000013719
ENSGALP00000014793	ENSMGAP00000012080
ENSGALP00000014636	ENSMGAP00000006293
ENSGALP00000003899	ENSMGAP00000000410
ENSGALP00000024750	ENSMGAP00000007326
ENSGALP00000004113	ENSMGAP00000004464
ENSGALP00000001464	ENSMGAP00000008763
ENSGALP00000019007	ENSMGAP00000012535
ENSGALP00000019543	ENSMGAP00000012454
ENSGALP00000042948	ENSMGAP00000009108
ENSGALP00000029993	ENSMGAP00000012386
ENSGALP00000013738	ENSMGAP00000005297
ENSGALP00000042776	ENSMGAP00000001567
ENSGALP00000029389	ENSMGAP00000017383
ENSGALP00000023120	ENSMGAP00000013039
ENSGALP00000036276	ENSMGAP00000006635
ENSGALP00000041901	ENSMGAP00000006620
ENSGALP00000010969	ENSMGAP00000003435
ENSGALP00000000319	ENSMGAP00000008996
ENSGALP00000033490	ENSMGAP00000008227
ENSGALP00000039878	ENSMGAP00000013812
ENSGALP00000016579	ENSMGAP00000011257
ENSGALP00000009697	ENSMGAP00000002618
ENSGALP00000031763	ENSMGAP00000002168
ENSGALP00000042767	ENSMGAP00000010352
ENSGALP00000043221	ENSMGAP00000001349
ENSGALP00000018480	ENSMGAP00000008686
ENSGALP00000012705	ENSMGAP00000010578
ENSGALP00000015455	ENSMGAP00000009545
ENSGALP00000020042	ENSMGAP00000013108
ENSGALP00000014460	ENSMGAP00000009396
ENSGALP00000008128	ENSMGAP00000005233
ENSGALP00000021990	ENSMGAP00000013830
ENSGALP00000008211	ENSMGAP00000005176
ENSGALP00000024358	ENSMGAP00000010764
ENSGALP00000012170	ENSMGAP00000009111
ENSGALP00000028055	ENSMGAP00000013255
ENSGALP00000042162	ENSMGAP00000007709
ENSGALP00000001302	ENSMGAP00000003389
ENSGALP00000010942	ENSMGAP00000007872
ENSGALP00000024210	ENSMGAP00000014186
ENSGALP00000012547	ENSMGAP00000005922
ENSGALP00000016193	ENSMGAP00000010607
ENSGALP00000002007	ENSMGAP00000002307
ENSGALP00000008535	ENSMGAP00000007157
ENSGALP00000012332	ENSMGAP00000009480
ENSGALP00000005086	ENSMGAP00000000685
ENSGALP00000022030	ENSMGAP00000009329
ENSGALP00000009853	ENSMGAP00000008713
ENSGALP00000024283	ENSMGAP00000005552
ENSGALP00000018342	ENSMGAP00000012609
ENSGALP00000001845	ENSMGAP00000001626
ENSGALP00000002196	ENSMGAP00000002577
ENSGALP00000025639	ENSMGAP00000013904
ENSGALP00000006574	ENSMGAP00000005699
ENSGALP00000027249	ENSMGAP00000015798
ENSGALP00000005453	ENSMGAP00000003045
ENSGALP00000007113	ENSMGAP00000000651
ENSGALP00000001190	ENSMGAP00000016259
ENSGALP00000032932	ENSMGAP00000002908
ENSGALP00000033782	ENSMGAP00000005588
ENSGALP00000001372	ENSMGAP00000000746
ENSGALP00000012199	ENSMGAP00000006375
ENSGALP00000042472	ENSMGAP00000018853
ENSGALP00000031379	ENSMGAP00000013936
ENSGALP00000039157	ENSMGAP00000002889
ENSGALP00000011124	ENSMGAP00000008524
ENSGALP00000042908	ENSMGAP00000014309
ENSGALP00000010650	ENSMGAP00000005135
ENSGALP00000005274	ENSMGAP00000004646
ENSGALP00000011024	ENSMGAP00000008024
ENSGALP00000007498	ENSMGAP00000004009
ENSGALP00000042829	ENSMGAP00000013727
ENSGALP00000019303	ENSMGAP00000012160
ENSGALP00000038432	ENSMGAP00000006425
ENSGALP00000043153	ENSMGAP00000014659
ENSGALP00000036494	ENSMGAP00000014660
ENSGALP00000005551	ENSMGAP00000003172
ENSGALP00000018276	ENSMGAP00000008389
ENSGALP00000013443	ENSMGAP00000002728
ENSGALP00000025278	ENSMGAP00000008877
ENSGALP00000031994	ENSMGAP00000012201
ENSGALP00000021182	ENSMGAP00000014172
ENSGALP00000016380	ENSMGAP00000010272
ENSGALP00000022392	ENSMGAP00000002495
ENSGALP00000007680	ENSMGAP00000005644
ENSGALP00000017444	ENSMGAP00000013819
ENSGALP00000018695	ENSMGAP00000011682
ENSGALP00000019678	ENSMGAP00000012864
ENSGALP00000028211	ENSMGAP00000010963
ENSGALP00000012194	ENSMGAP00000010250
ENSGALP00000013593	ENSMGAP00000010535
ENSGALP00000039332	ENSMGAP00000002452
ENSGALP00000022308	ENSMGAP00000013612
ENSGALP00000025328	ENSMGAP00000012153
ENSGALP00000016751	ENSMGAP00000013431
ENSGALP00000034108	ENSMGAP00000001167
ENSGALP00000043371	ENSMGAP00000010265
ENSGALP00000042002	ENSMGAP00000014682
ENSGALP00000003014	ENSMGAP00000007764
ENSGALP00000006366	ENSMGAP00000001370
ENSGALP00000039047	ENSMGAP00000005102
ENSGALP00000012503	ENSMGAP00000009730
ENSGALP00000042519	ENSMGAP00000011673
ENSGALP00000001456	ENSMGAP00000010466
ENSGALP00000014944	ENSMGAP00000012135
ENSGALP00000016098	ENSMGAP00000010346
ENSGALP00000013391	ENSMGAP00000010413
ENSGALP00000008391	ENSMGAP00000007655
ENSGALP00000042526	ENSMGAP00000000646
ENSGALP00000004185	ENSMGAP00000006286
ENSGALP00000021030	ENSMGAP00000018371
ENSGALP00000039539	ENSMGAP00000001440
ENSGALP00000018146	ENSMGAP00000014014
ENSGALP00000014492	ENSMGAP00000008734
ENSGALP00000015506	ENSMGAP00000015262
ENSGALP00000043143	ENSMGAP00000003005
ENSGALP00000009207	ENSMGAP00000007591
ENSGALP00000042292	ENSMGAP00000016277
ENSGALP00000041128	ENSMGAP00000014383
ENSGALP00000000981	ENSMGAP00000002627
ENSGALP00000024202	ENSMGAP00000014184
ENSGALP00000005425	ENSMGAP00000003845
ENSGALP00000009956	ENSMGAP00000008267
ENSGALP00000007884	ENSMGAP00000018068
ENSGALP00000008218	ENSMGAP00000005195
ENSGALP00000008592	ENSMGAP00000006708
ENSGALP00000009829	ENSMGAP00000002958
ENSGALP00000012455	ENSMGAP00000007166
ENSGALP00000014651	ENSMGAP00000009962
ENSGALP00000017556	ENSMGAP00000013863
ENSGALP00000023475	ENSMGAP00000001448
ENSGALP00000024389	ENSMGAP00000005832
ENSGALP00000010498	ENSMGAP00000008537
ENSGALP00000026861	ENSMGAP00000019114
ENSGALP00000026862	ENSMGAP00000017617
ENSGALP00000043267	ENSMGAP00000008025
ENSGALP00000010777	ENSMGAP00000005409
ENSGALP00000009937	ENSMGAP00000011017
ENSGALP00000013991	ENSMGAP00000009632
ENSGALP00000041043	ENSMGAP00000003035
ENSGALP00000020594	ENSMGAP00000013539
ENSGALP00000018936	ENSMGAP00000010610
ENSGALP00000028049	ENSMGAP00000010409
ENSGALP00000019402	ENSMGAP00000012272
ENSGALP00000024155	ENSMGAP00000004894
ENSGALP00000022807	ENSMGAP00000012594
ENSGALP00000040953	ENSMGAP00000005296
ENSGALP00000027290	ENSMGAP00000015825
ENSGALP00000000309	ENSMGAP00000000143
ENSGALP00000017040	ENSMGAP00000012440
ENSGALP00000037229	ENSMGAP00000009900
ENSGALP00000021944	ENSMGAP00000002515
ENSGALP00000003577	ENSMGAP00000016812
ENSGALP00000040299	ENSMGAP00000001899
ENSGALP00000042741	ENSMGAP00000009698
ENSGALP00000038659	ENSMGAP00000010377
ENSGALP00000040713	ENSMGAP00000015880
ENSGALP00000011699	ENSMGAP00000017632
ENSGALP00000008458	ENSMGAP00000004402
ENSGALP00000023610	ENSMGAP00000014983
ENSGALP00000003960	ENSMGAP00000003732
ENSGALP00000020568	ENSMGAP00000001563
ENSGALP00000006909	ENSMGAP00000017375
ENSGALP00000038609	ENSMGAP00000002265
ENSGALP00000000297	ENSMGAP00000000121
ENSGALP00000041684	ENSMGAP00000013300
ENSGALP00000028292	ENSMGAP00000012349
ENSGALP00000016970	ENSMGAP00000011135
ENSGALP00000042500	ENSMGAP00000018013
ENSGALP00000022844	ENSMGAP00000012658
ENSGALP00000019783	ENSMGAP00000011544
ENSGALP00000029967	ENSMGAP00000013070
ENSGALP00000016774	ENSMGAP00000011380
ENSGALP00000032433	ENSMGAP00000010555
ENSGALP00000002822	ENSMGAP00000010609
ENSGALP00000043234	ENSMGAP00000011129
ENSGALP00000006041	ENSMGAP00000005383
ENSGALP00000026524	ENSMGAP00000014844
ENSGALP00000016615	ENSMGAP00000013350
ENSGALP00000042035	ENSMGAP00000007004
ENSGALP00000023016	ENSMGAP00000012808
ENSGALP00000027304	ENSMGAP00000015836
ENSGALP00000028022	ENSMGAP00000014059
ENSGALP00000027893	ENSMGAP00000014675
ENSGALP00000039164	ENSMGAP00000019554
ENSGALP00000003885	ENSMGAP00000001114
ENSGALP00000026298	ENSMGAP00000013369
ENSGALP00000017672	ENSMGAP00000007381
ENSGALP00000000025	ENSMGAP00000000022
ENSGALP00000024159	ENSMGAP00000013393
ENSGALP00000041037	ENSMGAP00000003432
ENSGALP00000040818	ENSMGAP00000006574
ENSGALP00000005493	ENSMGAP00000008010
ENSGALP00000010636	ENSMGAP00000005256
ENSGALP00000007220	ENSMGAP00000004193
ENSGALP00000000716	ENSMGAP00000008520
ENSGALP00000024440	ENSMGAP00000015167
ENSGALP00000022437	ENSMGAP00000009012
ENSGALP00000022640	ENSMGAP00000014811
ENSGALP00000020039	ENSMGAP00000013199
ENSGALP00000007593	ENSMGAP00000004613
ENSGALP00000005187	ENSMGAP00000004474
ENSGALP00000006826	ENSMGAP00000005562
ENSGALP00000001352	ENSMGAP00000000701
ENSGALP00000022203	ENSMGAP00000008292
ENSGALP00000018557	ENSMGAP00000008750
ENSGALP00000006604	ENSMGAP00000005976
ENSGALP00000017667	ENSMGAP00000007347
ENSGALP00000023615	ENSMGAP00000014985
ENSGALP00000014497	ENSMGAP00000010044
ENSGALP00000025837	ENSMGAP00000015415
ENSGALP00000011539	ENSMGAP00000004689
ENSGALP00000002203	ENSMGAP00000000950
ENSGALP00000035402	ENSMGAP00000002114
ENSGALP00000015683	ENSMGAP00000002024
ENSGALP00000023673	ENSMGAP00000003746
ENSGALP00000000549	ENSMGAP00000007299
ENSGALP00000015910	ENSMGAP00000009952
ENSGALP00000036955	ENSMGAP00000013398
ENSGALP00000030672	ENSMGAP00000001988
ENSGALP00000027365	ENSMGAP00000015883
ENSGALP00000015801	ENSMGAP00000012239
ENSGALP00000036368	ENSMGAP00000013809
ENSGALP00000014145	ENSMGAP00000006816
ENSGALP00000022963	ENSMGAP00000014620
ENSGALP00000009219	ENSMGAP00000006161
ENSGALP00000004108	ENSMGAP00000005594
ENSGALP00000003675	ENSMGAP00000001465
ENSGALP00000025808	ENSMGAP00000012937
ENSGALP00000026474	ENSMGAP00000014819
ENSGALP00000036121	ENSMGAP00000015204
ENSGALP00000025572	ENSMGAP00000017583
ENSGALP00000018671	ENSMGAP00000011671
ENSGALP00000001483	ENSMGAP00000000089
ENSGALP00000019532	ENSMGAP00000011194
ENSGALP00000003481	ENSMGAP00000003877
ENSGALP00000007662	ENSMGAP00000006702
ENSGALP00000012193	ENSMGAP00000009276
ENSGALP00000028374	ENSMGAP00000009291
ENSGALP00000006600	ENSMGAP00000005121
ENSGALP00000043167	ENSMGAP00000010032
ENSGALP00000016784	ENSMGAP00000013446
ENSGALP00000020141	ENSMGAP00000013262
ENSGALP00000042738	ENSMGAP00000008847
ENSGALP00000006158	ENSMGAP00000005520
ENSGALP00000026564	ENSMGAP00000014867
ENSGALP00000032354	ENSMGAP00000012031
ENSGALP00000006023	ENSMGAP00000003280
ENSGALP00000014374	ENSMGAP00000004774
ENSGALP00000013910	ENSMGAP00000008749
ENSGALP00000025892	ENSMGAP00000014076
ENSGALP00000010925	ENSMGAP00000014074
ENSGALP00000003004	ENSMGAP00000003974
ENSGALP00000035959	ENSMGAP00000015397
ENSGALP00000026183	ENSMGAP00000013512
ENSGALP00000026747	ENSMGAP00000014962
ENSGALP00000000018	ENSMGAP00000019224
ENSGALP00000032653	ENSMGAP00000009487
ENSGALP00000025411	ENSMGAP00000014438
ENSGALP00000031600	ENSMGAP00000004388
ENSGALP00000022289	ENSMGAP00000003405
ENSGALP00000008118	ENSMGAP00000003320
ENSGALP00000015031	ENSMGAP00000011721
ENSGALP00000042354	ENSMGAP00000012591
ENSGALP00000041681	ENSMGAP00000018927
ENSGALP00000041592	ENSMGAP00000013711
ENSGALP00000042026	ENSMGAP00000015502
ENSGALP00000023121	ENSMGAP00000013043
ENSGALP00000010397	ENSMGAP00000007960
ENSGALP00000016069	ENSMGAP00000010763
ENSGALP00000020563	ENSMGAP00000006586
ENSGALP00000015735	ENSMGAP00000010737
ENSGALP00000019653	ENSMGAP00000011423
ENSGALP00000019321	ENSMGAP00000012597
ENSGALP00000020457	ENSMGAP00000013412
ENSGALP00000038356	ENSMGAP00000003939
ENSGALP00000025667	ENSMGAP00000012630
ENSGALP00000029073	ENSMGAP00000006984
ENSGALP00000014341	ENSMGAP00000008653
ENSGALP00000025131	ENSMGAP00000003694
ENSGALP00000019042	ENSMGAP00000013175
ENSGALP00000024658	ENSMGAP00000015203
ENSGALP00000010150	ENSMGAP00000004678
ENSGALP00000019832	ENSMGAP00000013067
ENSGALP00000016144	ENSMGAP00000010938
ENSGALP00000000906	ENSMGAP00000002535
ENSGALP00000005116	ENSMGAP00000016665
ENSGALP00000036541	ENSMGAP00000002045
ENSGALP00000019134	ENSMGAP00000012102
ENSGALP00000014900	ENSMGAP00000010357
ENSGALP00000002312	ENSMGAP00000000936
ENSGALP00000026146	ENSMGAP00000013542
ENSGALP00000025846	ENSMGAP00000012988
ENSGALP00000012736	ENSMGAP00000001324
ENSGALP00000012584	ENSMGAP00000007262
ENSGALP00000015788	ENSMGAP00000001919
ENSGALP00000017765	ENSMGAP00000011075
ENSGALP00000009946	ENSMGAP00000011005
ENSGALP00000039699	ENSMGAP00000018006
ENSGALP00000024592	ENSMGAP00000006952
ENSGALP00000013649	ENSMGAP00000011105
ENSGALP00000042073	ENSMGAP00000013607
ENSGALP00000014693	ENSMGAP00000006076
ENSGALP00000022566	ENSMGAP00000012473
ENSGALP00000029054	ENSMGAP00000001771
ENSGALP00000006394	ENSMGAP00000007317
ENSGALP00000039265	ENSMGAP00000001084
ENSGALP00000008338	ENSMGAP00000004938
ENSGALP00000016207	ENSMGAP00000003540
ENSGALP00000011491	ENSMGAP00000008652
ENSGALP00000025531	ENSMGAP00000014538
ENSGALP00000032512	ENSMGAP00000009831
ENSGALP00000040735	ENSMGAP00000008799
ENSGALP00000005783	ENSMGAP00000005696
ENSGALP00000013413	ENSMGAP00000006319
ENSGALP00000012838	ENSMGAP00000007419
ENSGALP00000011551	ENSMGAP00000009710
ENSGALP00000011585	ENSMGAP00000007280
ENSGALP00000016899	ENSMGAP00000019689
ENSGALP00000026303	ENSMGAP00000013357
ENSGALP00000025577	ENSMGAP00000014577
ENSGALP00000036118	ENSMGAP00000015206
ENSGALP00000018482	ENSMGAP00000013509
ENSGALP00000005384	ENSMGAP00000003769
ENSGALP00000010488	ENSMGAP00000007099
ENSGALP00000001751	ENSMGAP00000002044
ENSGALP00000006218	ENSMGAP00000005591
ENSGALP00000020731	ENSMGAP00000002776
ENSGALP00000022336	ENSMGAP00000012297
ENSGALP00000038759	ENSMGAP00000005463
ENSGALP00000015991	ENSMGAP00000013005
ENSGALP00000033517	ENSMGAP00000000296
ENSGALP00000007240	ENSMGAP00000003602
ENSGALP00000006690	ENSMGAP00000007129
ENSGALP00000027982	ENSMGAP00000018271
ENSGALP00000023141	ENSMGAP00000013059
ENSGALP00000039598	ENSMGAP00000000896
ENSGALP00000030590	ENSMGAP00000008514
ENSGALP00000009982	ENSMGAP00000000489
ENSGALP00000015041	ENSMGAP00000010491
ENSGALP00000008082	ENSMGAP00000000910
ENSGALP00000038884	ENSMGAP00000013456
ENSGALP00000013788	ENSMGAP00000008472
ENSGALP00000010894	ENSMGAP00000019046
ENSGALP00000007043	ENSMGAP00000005289
ENSGALP00000040832	ENSMGAP00000008562
ENSGALP00000018295	ENSMGAP00000012577
ENSGALP00000020585	ENSMGAP00000009756
ENSGALP00000037894	ENSMGAP00000004981
ENSGALP00000022432	ENSMGAP00000006282
ENSGALP00000007118	ENSMGAP00000006449
ENSGALP00000026816	ENSMGAP00000015011
ENSGALP00000008346	ENSMGAP00000004702
ENSGALP00000013111	ENSMGAP00000006613
ENSGALP00000011549	ENSMGAP00000009050
ENSGALP00000042363	ENSMGAP00000004914
ENSGALP00000022328	ENSMGAP00000013618
ENSGALP00000006529	ENSMGAP00000005684
ENSGALP00000009511	ENSMGAP00000008297
ENSGALP00000020744	ENSMGAP00000013729
ENSGALP00000012445	ENSMGAP00000009571
ENSGALP00000038731	ENSMGAP00000005595
ENSGALP00000043401	ENSMGAP00000016026
ENSGALP00000043289	ENSMGAP00000000408
ENSGALP00000006259	ENSMGAP00000005483
ENSGALP00000009552	ENSMGAP00000017941
ENSGALP00000013410	ENSMGAP00000011270
ENSGALP00000022839	ENSMGAP00000014534
ENSGALP00000016414	ENSMGAP00000004122
ENSGALP00000035598	ENSMGAP00000016219
ENSGALP00000017553	ENSMGAP00000010509
ENSGALP00000032837	ENSMGAP00000007718
ENSGALP00000038278	ENSMGAP00000002666
ENSGALP00000000187	ENSMGAP00000000016
ENSGALP00000007834	ENSMGAP00000007023
ENSGALP00000000509	ENSMGAP00000000090
ENSGALP00000036514	ENSMGAP00000018225
ENSGALP00000012348	ENSMGAP00000010333
ENSGALP00000003137	ENSMGAP00000010501
ENSGALP00000018823	ENSMGAP00000011872
ENSGALP00000025075	ENSMGAP00000016999
ENSGALP00000015499	ENSMGAP00000009726
ENSGALP00000012646	ENSMGAP00000009990
ENSGALP00000016333	ENSMGAP00000010990
ENSGALP00000008837	ENSMGAP00000002550
ENSGALP00000011983	ENSMGAP00000006691
ENSGALP00000012748	ENSMGAP00000007315
ENSGALP00000009699	ENSMGAP00000003641
ENSGALP00000015596	ENSMGAP00000010551
ENSGALP00000041366	ENSMGAP00000006130
ENSGALP00000008744	ENSMGAP00000005537
ENSGALP00000029968	ENSMGAP00000013038
ENSGALP00000012069	ENSMGAP00000007829
ENSGALP00000026277	ENSMGAP00000015515
ENSGALP00000000170	ENSMGAP00000000006
ENSGALP00000014375	ENSMGAP00000001343
ENSGALP00000038292	ENSMGAP00000006175
ENSGALP00000042251	ENSMGAP00000000112
ENSGALP00000040862	ENSMGAP00000014302
ENSGALP00000000528	ENSMGAP00000009761
ENSGALP00000014621	ENSMGAP00000005169
ENSGALP00000042469	ENSMGAP00000008234
ENSGALP00000030243	ENSMGAP00000012081
ENSGALP00000027401	ENSMGAP00000015912
ENSGALP00000012380	ENSMGAP00000009621
ENSGALP00000040662	ENSMGAP00000012231
ENSGALP00000022380	ENSMGAP00000009113
ENSGALP00000025836	ENSMGAP00000012984
ENSGALP00000026483	ENSMGAP00000014823
ENSGALP00000003908	ENSMGAP00000001268
ENSGALP00000002063	ENSMGAP00000002475
ENSGALP00000024137	ENSMGAP00000019167
ENSGALP00000017926	ENSMGAP00000019081
ENSGALP00000024827	ENSMGAP00000011499
ENSGALP00000037772	ENSMGAP00000009494
ENSGALP00000000583	ENSMGAP00000006678
ENSGALP00000026998	ENSMGAP00000015662
ENSGALP00000016043	ENSMGAP00000003143
ENSGALP00000003693	ENSMGAP00000006196
ENSGALP00000005417	ENSMGAP00000000855
ENSGALP00000040466	ENSMGAP00000000538
ENSGALP00000015318	ENSMGAP00000012414
ENSGALP00000018247	ENSMGAP00000012877
ENSGALP00000042781	ENSMGAP00000005384
ENSGALP00000007247	ENSMGAP00000017532
ENSGALP00000019488	ENSMGAP00000012888
ENSGALP00000004959	ENSMGAP00000000608
ENSGALP00000004166	ENSMGAP00000004023
ENSGALP00000011182	ENSMGAP00000002496
ENSGALP00000026595	ENSMGAP00000014887
ENSGALP00000008491	ENSMGAP00000007818
ENSGALP00000022235	ENSMGAP00000018062
ENSGALP00000022230	ENSMGAP00000008322
ENSGALP00000005291	ENSMGAP00000002454
ENSGALP00000015502	ENSMGAP00000012084
ENSGALP00000000860	ENSMGAP00000000441
ENSGALP00000017386	ENSMGAP00000012000
ENSGALP00000018960	ENSMGAP00000014209
ENSGALP00000024803	ENSMGAP00000014299
ENSGALP00000040816	ENSMGAP00000010630
ENSGALP00000025005	ENSMGAP00000007992
ENSGALP00000014526	ENSMGAP00000004972
ENSGALP00000013696	ENSMGAP00000011099
ENSGALP00000001981	ENSMGAP00000019712
ENSGALP00000008236	ENSMGAP00000007459
ENSGALP00000024199	ENSMGAP00000014183
ENSGALP00000012561	ENSMGAP00000005944
ENSGALP00000017440	ENSMGAP00000012045
ENSGALP00000018995	ENSMGAP00000014215
ENSGALP00000002310	ENSMGAP00000001087
ENSGALP00000006624	ENSMGAP00000004015
ENSGALP00000026015	ENSMGAP00000013653
ENSGALP00000015493	ENSMGAP00000012545
ENSGALP00000043388	ENSMGAP00000003511
ENSGALP00000018640	ENSMGAP00000012107
ENSGALP00000039995	ENSMGAP00000003912
ENSGALP00000007466	ENSMGAP00000003938
ENSGALP00000026539	ENSMGAP00000014854
ENSGALP00000000832	ENSMGAP00000019734
ENSGALP00000032234	ENSMGAP00000004137
ENSGALP00000022157	ENSMGAP00000013476
ENSGALP00000003331	ENSMGAP00000000885
ENSGALP00000011141	ENSMGAP00000004321
ENSGALP00000027322	ENSMGAP00000015855
ENSGALP00000004614	ENSMGAP00000005996
ENSGALP00000016152	ENSMGAP00000013076
ENSGALP00000041816	ENSMGAP00000003941
ENSGALP00000027417	ENSMGAP00000015922
ENSGALP00000007164	ENSMGAP00000003547
ENSGALP00000011884	ENSMGAP00000007761
ENSGALP00000043071	ENSMGAP00000007278
ENSGALP00000041108	ENSMGAP00000011388
ENSGALP00000016785	ENSMGAP00000013448
ENSGALP00000014085	ENSMGAP00000008194
ENSGALP00000026956	ENSMGAP00000015638
ENSGALP00000035686	ENSMGAP00000015961
ENSGALP00000010201	ENSMGAP00000008266
ENSGALP00000027523	ENSMGAP00000015989
ENSGALP00000023052	ENSMGAP00000012867
ENSGALP00000037606	ENSMGAP00000011582
