ENSTNIP00000004863	ENSGALP00000006197
ENSTNIP00000014065	ENSGALP00000012380
ENSTNIP00000020746	ENSGALP00000024137
ENSTNIP00000013671	ENSGALP00000037772
ENSTNIP00000018653	ENSGALP00000041243
ENSTNIP00000013533	ENSGALP00000026998
ENSTNIP00000016880	ENSGALP00000026998
ENSTNIP00000018790	ENSGALP00000003693
ENSTNIP00000015856	ENSGALP00000005417
ENSTNIP00000016982	ENSGALP00000027247
ENSTNIP00000003954	ENSGALP00000040466
ENSTNIP00000007328	ENSGALP00000015318
ENSTNIP00000021773	ENSGALP00000004959
ENSTNIP00000022482	ENSGALP00000011182
ENSTNIP00000013687	ENSGALP00000008491
ENSTNIP00000017409	ENSGALP00000008491
ENSTNIP00000020682	ENSGALP00000022235
ENSTNIP00000020137	ENSGALP00000015502
ENSTNIP00000005466	ENSGALP00000015502
ENSTNIP00000020124	ENSGALP00000017386
ENSTNIP00000020348	ENSGALP00000011342
ENSTNIP00000022573	ENSGALP00000025005
ENSTNIP00000007766	ENSGALP00000013696
ENSTNIP00000018461	ENSGALP00000001981
ENSTNIP00000001435	ENSGALP00000012561
ENSTNIP00000015041	ENSGALP00000017440
ENSTNIP00000016797	ENSGALP00000006624
ENSTNIP00000012051	ENSGALP00000026015
ENSTNIP00000013210	ENSGALP00000014415
ENSTNIP00000021846	ENSGALP00000015493
ENSTNIP00000011288	ENSGALP00000043388
ENSTNIP00000011146	ENSGALP00000018640
ENSTNIP00000023043	ENSGALP00000039995
ENSTNIP00000005688	ENSGALP00000026539
ENSTNIP00000020106	ENSGALP00000000832
ENSTNIP00000018532	ENSGALP00000001940
ENSTNIP00000018405	ENSGALP00000001940
ENSTNIP00000003000	ENSGALP00000005762
ENSTNIP00000018484	ENSGALP00000032234
ENSTNIP00000019999	ENSGALP00000022157
ENSTNIP00000011283	ENSGALP00000003331
ENSTNIP00000018033	ENSGALP00000027322
ENSTNIP00000020162	ENSGALP00000027322
ENSTNIP00000007475	ENSGALP00000004614
ENSTNIP00000005157	ENSGALP00000016152
ENSTNIP00000017341	ENSGALP00000041816
ENSTNIP00000017539	ENSGALP00000027417
ENSTNIP00000016938	ENSGALP00000029838
ENSTNIP00000014614	ENSGALP00000041108
ENSTNIP00000019445	ENSGALP00000016785
ENSTNIP00000019363	ENSGALP00000035686
ENSTNIP00000002158	ENSGALP00000035686
ENSTNIP00000005740	ENSGALP00000010201
ENSTNIP00000007847	ENSGALP00000023052
ENSTNIP00000019053	ENSGALP00000004568
ENSTNIP00000007980	ENSGALP00000023833
ENSTNIP00000013938	ENSGALP00000037437
ENSTNIP00000017469	ENSGALP00000037704
ENSTNIP00000004383	ENSGALP00000040227
ENSTNIP00000009723	ENSGALP00000022657
ENSTNIP00000012233	ENSGALP00000009023
ENSTNIP00000015117	ENSGALP00000022696
ENSTNIP00000014328	ENSGALP00000011120
ENSTNIP00000005886	ENSGALP00000011120
ENSTNIP00000015385	ENSGALP00000002583
ENSTNIP00000020512	ENSGALP00000018883
ENSTNIP00000021200	ENSGALP00000017202
ENSTNIP00000011481	ENSGALP00000007055
ENSTNIP00000008279	ENSGALP00000007055
ENSTNIP00000007086	ENSGALP00000008018
ENSTNIP00000016359	ENSGALP00000013932
ENSTNIP00000013662	ENSGALP00000016566
ENSTNIP00000020527	ENSGALP00000016566
ENSTNIP00000007077	ENSGALP00000042618
ENSTNIP00000005689	ENSGALP00000026537
ENSTNIP00000016284	ENSGALP00000041648
ENSTNIP00000021790	ENSGALP00000017221
ENSTNIP00000012527	ENSGALP00000017221
ENSTNIP00000007132	ENSGALP00000016953
ENSTNIP00000011587	ENSGALP00000009263
ENSTNIP00000005876	ENSGALP00000005362
ENSTNIP00000005813	ENSGALP00000005362
ENSTNIP00000015797	ENSGALP00000003923
ENSTNIP00000004088	ENSGALP00000037931
ENSTNIP00000007150	ENSGALP00000008220
ENSTNIP00000005195	ENSGALP00000014129
ENSTNIP00000021902	ENSGALP00000005129
ENSTNIP00000005770	ENSGALP00000027682
ENSTNIP00000001356	ENSGALP00000010742
ENSTNIP00000019570	ENSGALP00000010742
ENSTNIP00000012238	ENSGALP00000009322
ENSTNIP00000022739	ENSGALP00000001108
ENSTNIP00000011809	ENSGALP00000012615
ENSTNIP00000017553	ENSGALP00000037478
ENSTNIP00000018723	ENSGALP00000037478
ENSTNIP00000013637	ENSGALP00000026558
ENSTNIP00000006991	ENSGALP00000007187
ENSTNIP00000018575	ENSGALP00000005972
ENSTNIP00000007243	ENSGALP00000039941
ENSTNIP00000013237	ENSGALP00000024186
ENSTNIP00000016950	ENSGALP00000024186
ENSTNIP00000012733	ENSGALP00000008227
ENSTNIP00000005343	ENSGALP00000013268
ENSTNIP00000014559	ENSGALP00000011700
ENSTNIP00000021580	ENSGALP00000020415
ENSTNIP00000012203	ENSGALP00000006621
ENSTNIP00000009231	ENSGALP00000002707
ENSTNIP00000019794	ENSGALP00000002707
ENSTNIP00000003221	ENSGALP00000041034
ENSTNIP00000018345	ENSGALP00000040443
ENSTNIP00000014172	ENSGALP00000001997
ENSTNIP00000009994	ENSGALP00000042034
ENSTNIP00000016642	ENSGALP00000012210
ENSTNIP00000011768	ENSGALP00000036474
ENSTNIP00000022316	ENSGALP00000021359
ENSTNIP00000019604	ENSGALP00000017999
ENSTNIP00000016261	ENSGALP00000017999
ENSTNIP00000022623	ENSGALP00000037663
ENSTNIP00000013898	ENSGALP00000042685
ENSTNIP00000020574	ENSGALP00000042685
ENSTNIP00000021910	ENSGALP00000029342
ENSTNIP00000011297	ENSGALP00000004348
ENSTNIP00000007827	ENSGALP00000019816
ENSTNIP00000020725	ENSGALP00000019816
ENSTNIP00000003952	ENSGALP00000001850
ENSTNIP00000015235	ENSGALP00000031152
ENSTNIP00000019320	ENSGALP00000008736
ENSTNIP00000000174	ENSGALP00000013682
ENSTNIP00000002695	ENSGALP00000016394
ENSTNIP00000014186	ENSGALP00000016394
ENSTNIP00000020066	ENSGALP00000017586
ENSTNIP00000005473	ENSGALP00000037084
ENSTNIP00000016616	ENSGALP00000011596
ENSTNIP00000010794	ENSGALP00000011596
ENSTNIP00000011576	ENSGALP00000011428
ENSTNIP00000009019	ENSGALP00000008079
ENSTNIP00000022616	ENSGALP00000015741
ENSTNIP00000007979	ENSGALP00000023837
ENSTNIP00000018364	ENSGALP00000002564
ENSTNIP00000020208	ENSGALP00000040201
ENSTNIP00000019233	ENSGALP00000040201
ENSTNIP00000022659	ENSGALP00000000495
ENSTNIP00000016595	ENSGALP00000000495
ENSTNIP00000017228	ENSGALP00000008696
ENSTNIP00000012237	ENSGALP00000009312
ENSTNIP00000006922	ENSGALP00000023022
ENSTNIP00000017989	ENSGALP00000041318
ENSTNIP00000022113	ENSGALP00000041318
ENSTNIP00000013684	ENSGALP00000034072
ENSTNIP00000003189	ENSGALP00000008073
ENSTNIP00000014618	ENSGALP00000030426
ENSTNIP00000009891	ENSGALP00000006237
ENSTNIP00000003443	ENSGALP00000006237
ENSTNIP00000008901	ENSGALP00000010305
ENSTNIP00000012688	ENSGALP00000002338
ENSTNIP00000009220	ENSGALP00000015045
ENSTNIP00000008118	ENSGALP00000026615
ENSTNIP00000011346	ENSGALP00000021034
ENSTNIP00000012739	ENSGALP00000014959
ENSTNIP00000010977	ENSGALP00000036782
ENSTNIP00000004646	ENSGALP00000036782
ENSTNIP00000013522	ENSGALP00000041152
ENSTNIP00000000701	ENSGALP00000041152
ENSTNIP00000022441	ENSGALP00000035366
ENSTNIP00000014311	ENSGALP00000035366
ENSTNIP00000014508	ENSGALP00000014317
ENSTNIP00000010292	ENSGALP00000024167
ENSTNIP00000012837	ENSGALP00000025508
ENSTNIP00000014543	ENSGALP00000042044
ENSTNIP00000014462	ENSGALP00000042044
ENSTNIP00000008276	ENSGALP00000041646
ENSTNIP00000021142	ENSGALP00000041646
ENSTNIP00000013437	ENSGALP00000014608
ENSTNIP00000001417	ENSGALP00000027115
ENSTNIP00000021338	ENSGALP00000018410
ENSTNIP00000003411	ENSGALP00000039270
ENSTNIP00000007124	ENSGALP00000006115
ENSTNIP00000006341	ENSGALP00000021290
ENSTNIP00000001548	ENSGALP00000021290
ENSTNIP00000008754	ENSGALP00000042060
ENSTNIP00000005390	ENSGALP00000013870
ENSTNIP00000003213	ENSGALP00000030997
ENSTNIP00000016784	ENSGALP00000035804
ENSTNIP00000018557	ENSGALP00000017131
ENSTNIP00000016083	ENSGALP00000020011
ENSTNIP00000019504	ENSGALP00000025439
ENSTNIP00000010434	ENSGALP00000002862
ENSTNIP00000015966	ENSGALP00000018816
ENSTNIP00000012495	ENSGALP00000020659
ENSTNIP00000010149	ENSGALP00000010883
ENSTNIP00000014370	ENSGALP00000018826
ENSTNIP00000007845	ENSGALP00000023059
ENSTNIP00000001893	ENSGALP00000019396
ENSTNIP00000018828	ENSGALP00000007923
ENSTNIP00000017999	ENSGALP00000001254
ENSTNIP00000021529	ENSGALP00000014278
ENSTNIP00000003941	ENSGALP00000032179
ENSTNIP00000001210	ENSGALP00000009194
ENSTNIP00000018580	ENSGALP00000042202
ENSTNIP00000001288	ENSGALP00000042202
ENSTNIP00000014827	ENSGALP00000002039
ENSTNIP00000012671	ENSGALP00000002039
ENSTNIP00000013238	ENSGALP00000036165
ENSTNIP00000016949	ENSGALP00000036165
ENSTNIP00000012750	ENSGALP00000004335
ENSTNIP00000017865	ENSGALP00000040974
ENSTNIP00000002793	ENSGALP00000031757
ENSTNIP00000011068	ENSGALP00000041413
ENSTNIP00000021290	ENSGALP00000040835
ENSTNIP00000006625	ENSGALP00000003043
ENSTNIP00000005952	ENSGALP00000000670
ENSTNIP00000006571	ENSGALP00000006273
ENSTNIP00000015100	ENSGALP00000020604
ENSTNIP00000017190	ENSGALP00000006648
ENSTNIP00000010257	ENSGALP00000022101
ENSTNIP00000020284	ENSGALP00000027347
ENSTNIP00000015343	ENSGALP00000019323
ENSTNIP00000011750	ENSGALP00000016050
ENSTNIP00000015198	ENSGALP00000016050
ENSTNIP00000013581	ENSGALP00000043300
ENSTNIP00000018418	ENSGALP00000006735
ENSTNIP00000007918	ENSGALP00000042802
ENSTNIP00000015055	ENSGALP00000042802
ENSTNIP00000008519	ENSGALP00000022250
ENSTNIP00000012214	ENSGALP00000000933
ENSTNIP00000004577	ENSGALP00000004887
ENSTNIP00000003731	ENSGALP00000018335
ENSTNIP00000017723	ENSGALP00000006954
ENSTNIP00000015304	ENSGALP00000003968
ENSTNIP00000013413	ENSGALP00000022312
ENSTNIP00000013403	ENSGALP00000018421
ENSTNIP00000011354	ENSGALP00000018421
ENSTNIP00000016458	ENSGALP00000023793
ENSTNIP00000010142	ENSGALP00000037111
ENSTNIP00000009931	ENSGALP00000041373
ENSTNIP00000019536	ENSGALP00000039153
ENSTNIP00000016564	ENSGALP00000022856
ENSTNIP00000008337	ENSGALP00000001315
ENSTNIP00000012798	ENSGALP00000042479
ENSTNIP00000012765	ENSGALP00000025766
ENSTNIP00000015367	ENSGALP00000016578
ENSTNIP00000019198	ENSGALP00000006364
ENSTNIP00000005136	ENSGALP00000018530
ENSTNIP00000019486	ENSGALP00000015334
ENSTNIP00000020581	ENSGALP00000015334
ENSTNIP00000005777	ENSGALP00000013334
ENSTNIP00000017668	ENSGALP00000043243
ENSTNIP00000019558	ENSGALP00000032826
ENSTNIP00000011530	ENSGALP00000042234
ENSTNIP00000017656	ENSGALP00000013659
ENSTNIP00000012706	ENSGALP00000014829
ENSTNIP00000005818	ENSGALP00000005100
ENSTNIP00000016995	ENSGALP00000005100
ENSTNIP00000015789	ENSGALP00000004190
ENSTNIP00000021586	ENSGALP00000042563
ENSTNIP00000012041	ENSGALP00000042563
ENSTNIP00000009894	ENSGALP00000042182
ENSTNIP00000015571	ENSGALP00000042182
ENSTNIP00000012977	ENSGALP00000003384
ENSTNIP00000015583	ENSGALP00000008280
ENSTNIP00000018989	ENSGALP00000013527
ENSTNIP00000005759	ENSGALP00000019276
ENSTNIP00000014978	ENSGALP00000001307
ENSTNIP00000003198	ENSGALP00000023031
ENSTNIP00000008560	ENSGALP00000017299
ENSTNIP00000009935	ENSGALP00000017299
ENSTNIP00000018780	ENSGALP00000032339
ENSTNIP00000015968	ENSGALP00000018789
ENSTNIP00000020598	ENSGALP00000039621
ENSTNIP00000016077	ENSGALP00000004363
ENSTNIP00000012845	ENSGALP00000041804
ENSTNIP00000006273	ENSGALP00000008805
ENSTNIP00000004984	ENSGALP00000026957
ENSTNIP00000016197	ENSGALP00000024184
ENSTNIP00000007378	ENSGALP00000008450
ENSTNIP00000005079	ENSGALP00000042139
ENSTNIP00000022897	ENSGALP00000001655
ENSTNIP00000002117	ENSGALP00000020794
ENSTNIP00000009948	ENSGALP00000041050
ENSTNIP00000003269	ENSGALP00000039342
ENSTNIP00000005586	ENSGALP00000039342
ENSTNIP00000008570	ENSGALP00000012907
ENSTNIP00000008341	ENSGALP00000012907
ENSTNIP00000016947	ENSGALP00000025787
ENSTNIP00000015451	ENSGALP00000008556
ENSTNIP00000007550	ENSGALP00000008556
ENSTNIP00000005140	ENSGALP00000016481
ENSTNIP00000015038	ENSGALP00000014280
ENSTNIP00000008101	ENSGALP00000020733
ENSTNIP00000006028	ENSGALP00000039553
ENSTNIP00000020635	ENSGALP00000009709
ENSTNIP00000010058	ENSGALP00000023968
ENSTNIP00000001178	ENSGALP00000009632
ENSTNIP00000018479	ENSGALP00000042049
ENSTNIP00000020905	ENSGALP00000017800
ENSTNIP00000021415	ENSGALP00000023540
ENSTNIP00000003291	ENSGALP00000023540
ENSTNIP00000009847	ENSGALP00000022404
ENSTNIP00000014969	ENSGALP00000022404
ENSTNIP00000022298	ENSGALP00000022405
ENSTNIP00000009467	ENSGALP00000036383
ENSTNIP00000023035	ENSGALP00000021551
ENSTNIP00000009292	ENSGALP00000021551
ENSTNIP00000005386	ENSGALP00000013385
ENSTNIP00000011120	ENSGALP00000042542
ENSTNIP00000005007	ENSGALP00000041860
ENSTNIP00000003759	ENSGALP00000041860
ENSTNIP00000017325	ENSGALP00000008398
ENSTNIP00000013853	ENSGALP00000001446
ENSTNIP00000018328	ENSGALP00000007286
ENSTNIP00000022234	ENSGALP00000027721
ENSTNIP00000012882	ENSGALP00000027721
ENSTNIP00000004729	ENSGALP00000017565
ENSTNIP00000015265	ENSGALP00000026855
ENSTNIP00000005990	ENSGALP00000009716
ENSTNIP00000015212	ENSGALP00000024253
ENSTNIP00000020418	ENSGALP00000043393
ENSTNIP00000001136	ENSGALP00000014471
ENSTNIP00000022638	ENSGALP00000016983
ENSTNIP00000015729	ENSGALP00000016983
ENSTNIP00000021318	ENSGALP00000008688
ENSTNIP00000007967	ENSGALP00000003381
ENSTNIP00000011286	ENSGALP00000038943
ENSTNIP00000017689	ENSGALP00000005931
ENSTNIP00000010942	ENSGALP00000023114
ENSTNIP00000007068	ENSGALP00000023114
ENSTNIP00000020764	ENSGALP00000007134
ENSTNIP00000010262	ENSGALP00000016047
ENSTNIP00000010745	ENSGALP00000008480
ENSTNIP00000000260	ENSGALP00000008480
ENSTNIP00000008740	ENSGALP00000022938
ENSTNIP00000012450	ENSGALP00000002771
ENSTNIP00000004229	ENSGALP00000024151
ENSTNIP00000005650	ENSGALP00000020848
ENSTNIP00000016894	ENSGALP00000027109
ENSTNIP00000022620	ENSGALP00000040803
ENSTNIP00000007363	ENSGALP00000041826
ENSTNIP00000010602	ENSGALP00000000573
ENSTNIP00000010436	ENSGALP00000000573
ENSTNIP00000020922	ENSGALP00000037338
ENSTNIP00000014334	ENSGALP00000013244
ENSTNIP00000005729	ENSGALP00000010604
ENSTNIP00000008382	ENSGALP00000018259
ENSTNIP00000013641	ENSGALP00000013516
ENSTNIP00000002891	ENSGALP00000013516
ENSTNIP00000010161	ENSGALP00000042794
ENSTNIP00000019077	ENSGALP00000015510
ENSTNIP00000021679	ENSGALP00000015510
ENSTNIP00000019758	ENSGALP00000017181
ENSTNIP00000005156	ENSGALP00000016191
ENSTNIP00000009834	ENSGALP00000039408
ENSTNIP00000002560	ENSGALP00000015265
ENSTNIP00000006394	ENSGALP00000012954
ENSTNIP00000010121	ENSGALP00000012954
ENSTNIP00000005180	ENSGALP00000003142
ENSTNIP00000008259	ENSGALP00000005668
ENSTNIP00000001179	ENSGALP00000005668
ENSTNIP00000021287	ENSGALP00000008204
ENSTNIP00000017889	ENSGALP00000038046
ENSTNIP00000004986	ENSGALP00000027674
ENSTNIP00000006309	ENSGALP00000027674
ENSTNIP00000017566	ENSGALP00000043419
ENSTNIP00000018642	ENSGALP00000039544
ENSTNIP00000010839	ENSGALP00000042468
ENSTNIP00000005132	ENSGALP00000002860
ENSTNIP00000020266	ENSGALP00000024046
ENSTNIP00000005494	ENSGALP00000005724
ENSTNIP00000015239	ENSGALP00000026521
ENSTNIP00000005766	ENSGALP00000028277
ENSTNIP00000007619	ENSGALP00000019456
ENSTNIP00000021784	ENSGALP00000038897
ENSTNIP00000004680	ENSGALP00000002853
ENSTNIP00000015973	ENSGALP00000023161
ENSTNIP00000007897	ENSGALP00000006289
ENSTNIP00000011705	ENSGALP00000001157
ENSTNIP00000020880	ENSGALP00000016259
ENSTNIP00000012137	ENSGALP00000005271
ENSTNIP00000010039	ENSGALP00000021343
ENSTNIP00000014838	ENSGALP00000007177
ENSTNIP00000008379	ENSGALP00000018245
ENSTNIP00000005317	ENSGALP00000012123
ENSTNIP00000022514	ENSGALP00000024242
ENSTNIP00000007763	ENSGALP00000019539
ENSTNIP00000008722	ENSGALP00000033343
ENSTNIP00000008358	ENSGALP00000000666
ENSTNIP00000014147	ENSGALP00000035573
ENSTNIP00000021607	ENSGALP00000018260
ENSTNIP00000013218	ENSGALP00000041633
ENSTNIP00000005168	ENSGALP00000005776
ENSTNIP00000007937	ENSGALP00000019881
ENSTNIP00000009745	ENSGALP00000016692
ENSTNIP00000021901	ENSGALP00000030117
ENSTNIP00000005030	ENSGALP00000043200
ENSTNIP00000015372	ENSGALP00000043101
ENSTNIP00000010350	ENSGALP00000038409
ENSTNIP00000013738	ENSGALP00000000517
ENSTNIP00000005241	ENSGALP00000020802
ENSTNIP00000011342	ENSGALP00000024559
ENSTNIP00000017089	ENSGALP00000009910
ENSTNIP00000001011	ENSGALP00000023196
ENSTNIP00000021694	ENSGALP00000015353
ENSTNIP00000012466	ENSGALP00000021676
ENSTNIP00000013706	ENSGALP00000012029
ENSTNIP00000014616	ENSGALP00000043108
ENSTNIP00000012075	ENSGALP00000043108
ENSTNIP00000013263	ENSGALP00000040794
ENSTNIP00000000183	ENSGALP00000040805
ENSTNIP00000012356	ENSGALP00000027822
ENSTNIP00000000614	ENSGALP00000009215
ENSTNIP00000000899	ENSGALP00000025504
ENSTNIP00000013864	ENSGALP00000025504
ENSTNIP00000019521	ENSGALP00000024944
ENSTNIP00000009200	ENSGALP00000018705
ENSTNIP00000006601	ENSGALP00000007203
ENSTNIP00000013114	ENSGALP00000004453
ENSTNIP00000006533	ENSGALP00000017354
ENSTNIP00000020231	ENSGALP00000016255
ENSTNIP00000000685	ENSGALP00000008600
ENSTNIP00000014470	ENSGALP00000002430
ENSTNIP00000012693	ENSGALP00000000958
ENSTNIP00000010309	ENSGALP00000006575
ENSTNIP00000006594	ENSGALP00000014582
ENSTNIP00000008880	ENSGALP00000036970
ENSTNIP00000012632	ENSGALP00000012344
ENSTNIP00000009057	ENSGALP00000042839
ENSTNIP00000008231	ENSGALP00000017266
ENSTNIP00000013324	ENSGALP00000007432
ENSTNIP00000019800	ENSGALP00000028084
ENSTNIP00000009419	ENSGALP00000004794
ENSTNIP00000010652	ENSGALP00000004794
ENSTNIP00000005023	ENSGALP00000005954
ENSTNIP00000011455	ENSGALP00000005834
ENSTNIP00000021191	ENSGALP00000017139
ENSTNIP00000018854	ENSGALP00000011291
ENSTNIP00000007211	ENSGALP00000026316
ENSTNIP00000013254	ENSGALP00000027179
ENSTNIP00000020830	ENSGALP00000018188
ENSTNIP00000004395	ENSGALP00000028895
ENSTNIP00000011463	ENSGALP00000014229
ENSTNIP00000009237	ENSGALP00000030511
ENSTNIP00000012115	ENSGALP00000030511
ENSTNIP00000011007	ENSGALP00000025177
ENSTNIP00000017768	ENSGALP00000007531
ENSTNIP00000011774	ENSGALP00000005640
ENSTNIP00000012135	ENSGALP00000005640
ENSTNIP00000019432	ENSGALP00000026581
ENSTNIP00000000742	ENSGALP00000026581
ENSTNIP00000008071	ENSGALP00000001224
ENSTNIP00000019490	ENSGALP00000016515
ENSTNIP00000011769	ENSGALP00000016515
ENSTNIP00000020459	ENSGALP00000014042
ENSTNIP00000005763	ENSGALP00000020629
ENSTNIP00000002095	ENSGALP00000020629
ENSTNIP00000015431	ENSGALP00000012834
ENSTNIP00000006486	ENSGALP00000017608
ENSTNIP00000003509	ENSGALP00000026669
ENSTNIP00000012311	ENSGALP00000024695
ENSTNIP00000010599	ENSGALP00000010476
ENSTNIP00000011214	ENSGALP00000004390
ENSTNIP00000014303	ENSGALP00000004390
ENSTNIP00000010358	ENSGALP00000038786
ENSTNIP00000016356	ENSGALP00000013877
ENSTNIP00000022533	ENSGALP00000031809
ENSTNIP00000018806	ENSGALP00000042774
ENSTNIP00000019232	ENSGALP00000004573
ENSTNIP00000020005	ENSGALP00000017254
ENSTNIP00000010558	ENSGALP00000028262
ENSTNIP00000022304	ENSGALP00000025921
ENSTNIP00000015465	ENSGALP00000038610
ENSTNIP00000004930	ENSGALP00000005451
ENSTNIP00000016694	ENSGALP00000000715
ENSTNIP00000005307	ENSGALP00000003627
ENSTNIP00000012229	ENSGALP00000041722
ENSTNIP00000005492	ENSGALP00000014749
ENSTNIP00000005614	ENSGALP00000031992
ENSTNIP00000002023	ENSGALP00000011273
ENSTNIP00000014276	ENSGALP00000039734
ENSTNIP00000019663	ENSGALP00000031000
ENSTNIP00000007627	ENSGALP00000036443
ENSTNIP00000012206	ENSGALP00000001189
ENSTNIP00000018949	ENSGALP00000007729
ENSTNIP00000016185	ENSGALP00000042713
ENSTNIP00000012270	ENSGALP00000011886
ENSTNIP00000012699	ENSGALP00000022765
ENSTNIP00000013807	ENSGALP00000039233
ENSTNIP00000013880	ENSGALP00000014761
ENSTNIP00000022523	ENSGALP00000014761
ENSTNIP00000022534	ENSGALP00000020163
ENSTNIP00000019242	ENSGALP00000004434
ENSTNIP00000019621	ENSGALP00000041160
ENSTNIP00000007354	ENSGALP00000041160
ENSTNIP00000022020	ENSGALP00000037083
ENSTNIP00000021134	ENSGALP00000033634
ENSTNIP00000022029	ENSGALP00000033634
ENSTNIP00000022515	ENSGALP00000024534
ENSTNIP00000019772	ENSGALP00000023933
ENSTNIP00000012167	ENSGALP00000003630
ENSTNIP00000012171	ENSGALP00000005223
ENSTNIP00000022601	ENSGALP00000039343
ENSTNIP00000013797	ENSGALP00000014356
ENSTNIP00000006407	ENSGALP00000003123
ENSTNIP00000021756	ENSGALP00000012301
ENSTNIP00000017370	ENSGALP00000011510
ENSTNIP00000011300	ENSGALP00000006841
ENSTNIP00000012043	ENSGALP00000025730
ENSTNIP00000021584	ENSGALP00000025730
ENSTNIP00000016080	ENSGALP00000042840
ENSTNIP00000006494	ENSGALP00000022339
ENSTNIP00000012254	ENSGALP00000038782
ENSTNIP00000005671	ENSGALP00000038782
ENSTNIP00000006014	ENSGALP00000006573
ENSTNIP00000014505	ENSGALP00000006573
ENSTNIP00000021611	ENSGALP00000017646
ENSTNIP00000022484	ENSGALP00000015460
ENSTNIP00000016372	ENSGALP00000016897
ENSTNIP00000020419	ENSGALP00000018304
ENSTNIP00000015199	ENSGALP00000018304
ENSTNIP00000020533	ENSGALP00000036883
ENSTNIP00000014047	ENSGALP00000009286
ENSTNIP00000007775	ENSGALP00000013458
ENSTNIP00000011321	ENSGALP00000008687
ENSTNIP00000009269	ENSGALP00000002781
ENSTNIP00000003120	ENSGALP00000019994
ENSTNIP00000000877	ENSGALP00000026522
ENSTNIP00000015139	ENSGALP00000014314
ENSTNIP00000008744	ENSGALP00000020535
ENSTNIP00000007906	ENSGALP00000035723
ENSTNIP00000014604	ENSGALP00000017401
ENSTNIP00000017379	ENSGALP00000010588
ENSTNIP00000014708	ENSGALP00000010588
ENSTNIP00000009852	ENSGALP00000038150
ENSTNIP00000016305	ENSGALP00000022477
ENSTNIP00000016468	ENSGALP00000023880
ENSTNIP00000018482	ENSGALP00000023880
ENSTNIP00000018839	ENSGALP00000038283
ENSTNIP00000018022	ENSGALP00000027096
ENSTNIP00000003414	ENSGALP00000038200
ENSTNIP00000012340	ENSGALP00000027280
ENSTNIP00000021215	ENSGALP00000043106
ENSTNIP00000009629	ENSGALP00000015972
ENSTNIP00000019720	ENSGALP00000006895
ENSTNIP00000021185	ENSGALP00000019868
ENSTNIP00000017328	ENSGALP00000008413
ENSTNIP00000016456	ENSGALP00000023776
ENSTNIP00000012776	ENSGALP00000025660
ENSTNIP00000019966	ENSGALP00000008015
ENSTNIP00000019164	ENSGALP00000005745
ENSTNIP00000005437	ENSGALP00000016285
ENSTNIP00000019668	ENSGALP00000026228
ENSTNIP00000020521	ENSGALP00000019730
ENSTNIP00000016432	ENSGALP00000024040
ENSTNIP00000015755	ENSGALP00000010317
ENSTNIP00000002318	ENSGALP00000042678
ENSTNIP00000007795	ENSGALP00000016680
ENSTNIP00000012490	ENSGALP00000006396
ENSTNIP00000019055	ENSGALP00000013183
ENSTNIP00000020458	ENSGALP00000019946
ENSTNIP00000004711	ENSGALP00000024103
ENSTNIP00000016940	ENSGALP00000024103
ENSTNIP00000016646	ENSGALP00000012144
ENSTNIP00000019851	ENSGALP00000024599
ENSTNIP00000021715	ENSGALP00000006864
ENSTNIP00000006768	ENSGALP00000043125
ENSTNIP00000009130	ENSGALP00000012985
ENSTNIP00000019118	ENSGALP00000012985
ENSTNIP00000012267	ENSGALP00000013350
ENSTNIP00000021227	ENSGALP00000022195
ENSTNIP00000008556	ENSGALP00000012744
ENSTNIP00000009841	ENSGALP00000000122
ENSTNIP00000000202	ENSGALP00000004419
ENSTNIP00000015801	ENSGALP00000003853
ENSTNIP00000008346	ENSGALP00000040704
ENSTNIP00000014029	ENSGALP00000015471
ENSTNIP00000005312	ENSGALP00000024224
ENSTNIP00000015691	ENSGALP00000027576
ENSTNIP00000009900	ENSGALP00000009577
ENSTNIP00000017637	ENSGALP00000009577
ENSTNIP00000018430	ENSGALP00000018293
ENSTNIP00000001394	ENSGALP00000043122
