ENSMODP00000016222	ENSCAFP00000014731
ENSMODP00000011573	ENSCAFP00000009849
ENSMODP00000004567	ENSCAFP00000000503
ENSMODP00000018702	ENSCAFP00000038271
ENSMODP00000032392	ENSCAFP00000023013
ENSMODP00000023069	ENSCAFP00000003965
ENSMODP00000002709	ENSCAFP00000013591
ENSMODP00000026060	ENSCAFP00000025318
ENSMODP00000011246	ENSCAFP00000010063
ENSMODP00000012137	ENSCAFP00000026906
ENSMODP00000006087	ENSCAFP00000014374
ENSMODP00000036312	ENSCAFP00000011781
ENSMODP00000004607	ENSCAFP00000029391
ENSMODP00000005584	ENSCAFP00000016960
ENSMODP00000015737	ENSCAFP00000012705
ENSMODP00000014892	ENSCAFP00000004913
ENSMODP00000010295	ENSCAFP00000018456
ENSMODP00000008223	ENSCAFP00000011097
ENSMODP00000038023	ENSCAFP00000005711
ENSMODP00000010284	ENSCAFP00000022728
ENSMODP00000003111	ENSCAFP00000008530
ENSMODP00000024726	ENSCAFP00000029861
ENSMODP00000016244	ENSCAFP00000029276
ENSMODP00000004111	ENSCAFP00000005546
ENSMODP00000015911	ENSCAFP00000015632
ENSMODP00000015745	ENSCAFP00000003325
ENSMODP00000036106	ENSCAFP00000024627
ENSMODP00000017011	ENSCAFP00000020205
ENSMODP00000015144	ENSCAFP00000012095
ENSMODP00000015404	ENSCAFP00000011575
ENSMODP00000007582	ENSCAFP00000001221
ENSMODP00000000460	ENSCAFP00000003543
ENSMODP00000017642	ENSCAFP00000004325
ENSMODP00000014099	ENSCAFP00000020709
ENSMODP00000010081	ENSCAFP00000029682
ENSMODP00000018711	ENSCAFP00000008477
ENSMODP00000004189	ENSCAFP00000009039
ENSMODP00000017208	ENSCAFP00000019299
ENSMODP00000016329	ENSCAFP00000042783
ENSMODP00000021749	ENSCAFP00000000373
ENSMODP00000021753	ENSCAFP00000000368
ENSMODP00000022300	ENSCAFP00000016365
ENSMODP00000001856	ENSCAFP00000023298
ENSMODP00000019473	ENSCAFP00000011509
ENSMODP00000024677	ENSCAFP00000029939
ENSMODP00000000229	ENSCAFP00000007108
ENSMODP00000003100	ENSCAFP00000006796
ENSMODP00000020789	ENSCAFP00000022628
ENSMODP00000022376	ENSCAFP00000018985
ENSMODP00000013282	ENSCAFP00000009284
ENSMODP00000009461	ENSCAFP00000008375
ENSMODP00000025681	ENSCAFP00000023960
ENSMODP00000000430	ENSCAFP00000042838
ENSMODP00000015894	ENSCAFP00000011305
ENSMODP00000011351	ENSCAFP00000005143
ENSMODP00000013844	ENSCAFP00000000215
ENSMODP00000024193	ENSCAFP00000020342
ENSMODP00000025471	ENSCAFP00000027655
ENSMODP00000001640	ENSCAFP00000027658
ENSMODP00000014421	ENSCAFP00000030717
ENSMODP00000006195	ENSCAFP00000026935
ENSMODP00000005359	ENSCAFP00000008981
ENSMODP00000025900	ENSCAFP00000003380
ENSMODP00000003676	ENSCAFP00000037731
ENSMODP00000014923	ENSCAFP00000039731
ENSMODP00000023361	ENSCAFP00000002050
ENSMODP00000013060	ENSCAFP00000020984
ENSMODP00000032878	ENSCAFP00000004659
ENSMODP00000021565	ENSCAFP00000025596
ENSMODP00000020676	ENSCAFP00000017898
ENSMODP00000022333	ENSCAFP00000005836
ENSMODP00000014993	ENSCAFP00000025324
ENSMODP00000010134	ENSCAFP00000022829
ENSMODP00000004517	ENSCAFP00000029676
ENSMODP00000000977	ENSCAFP00000003396
ENSMODP00000018202	ENSCAFP00000023700
ENSMODP00000018212	ENSCAFP00000023645
ENSMODP00000015113	ENSCAFP00000029952
ENSMODP00000032563	ENSCAFP00000040217
ENSMODP00000023102	ENSCAFP00000010760
ENSMODP00000009959	ENSCAFP00000031910
ENSMODP00000011210	ENSCAFP00000008195
ENSMODP00000018458	ENSCAFP00000023160
ENSMODP00000006507	ENSCAFP00000007837
ENSMODP00000023003	ENSCAFP00000040289
ENSMODP00000010520	ENSCAFP00000023995
ENSMODP00000026445	ENSCAFP00000000194
ENSMODP00000014615	ENSCAFP00000013987
ENSMODP00000019565	ENSCAFP00000042559
ENSMODP00000003895	ENSCAFP00000022024
ENSMODP00000018962	ENSCAFP00000009201
ENSMODP00000018423	ENSCAFP00000023291
ENSMODP00000017131	ENSCAFP00000014432
ENSMODP00000019144	ENSCAFP00000004493
ENSMODP00000013940	ENSCAFP00000024527
ENSMODP00000001653	ENSCAFP00000022180
ENSMODP00000014239	ENSCAFP00000001858
ENSMODP00000010890	ENSCAFP00000018012
ENSMODP00000034152	ENSCAFP00000017066
ENSMODP00000008539	ENSCAFP00000030283
ENSMODP00000016922	ENSCAFP00000037897
ENSMODP00000022723	ENSCAFP00000019502
ENSMODP00000008201	ENSCAFP00000010632
ENSMODP00000008235	ENSCAFP00000024814
ENSMODP00000035487	ENSCAFP00000023361
ENSMODP00000018378	ENSCAFP00000002231
ENSMODP00000003077	ENSCAFP00000025919
ENSMODP00000008301	ENSCAFP00000012288
ENSMODP00000007429	ENSCAFP00000025063
ENSMODP00000021277	ENSCAFP00000024956
ENSMODP00000005036	ENSCAFP00000015731
ENSMODP00000022822	ENSCAFP00000022622
ENSMODP00000021919	ENSCAFP00000029108
ENSMODP00000027578	ENSCAFP00000027660
ENSMODP00000032663	ENSCAFP00000020765
ENSMODP00000023749	ENSCAFP00000002506
ENSMODP00000009666	ENSCAFP00000023214
ENSMODP00000026543	ENSCAFP00000011639
ENSMODP00000011314	ENSCAFP00000019367
ENSMODP00000002489	ENSCAFP00000004330
ENSMODP00000019274	ENSCAFP00000005288
ENSMODP00000029463	ENSCAFP00000018873
ENSMODP00000025273	ENSCAFP00000015184
ENSMODP00000015016	ENSCAFP00000041914
ENSMODP00000013317	ENSCAFP00000014205
ENSMODP00000029072	ENSCAFP00000030590
ENSMODP00000027872	ENSCAFP00000016570
ENSMODP00000035690	ENSCAFP00000034237
ENSMODP00000036918	ENSCAFP00000031761
ENSMODP00000002203	ENSCAFP00000014887
ENSMODP00000014683	ENSCAFP00000008573
ENSMODP00000004330	ENSCAFP00000029357
ENSMODP00000010875	ENSCAFP00000006330
ENSMODP00000003164	ENSCAFP00000002637
ENSMODP00000023476	ENSCAFP00000037538
ENSMODP00000023473	ENSCAFP00000003184
ENSMODP00000005208	ENSCAFP00000029450
ENSMODP00000034784	ENSCAFP00000019983
ENSMODP00000023080	ENSCAFP00000007804
ENSMODP00000012405	ENSCAFP00000010389
ENSMODP00000018353	ENSCAFP00000023403
ENSMODP00000014004	ENSCAFP00000007783
ENSMODP00000024348	ENSCAFP00000017723
ENSMODP00000002087	ENSCAFP00000011808
ENSMODP00000025806	ENSCAFP00000002876
ENSMODP00000024552	ENSCAFP00000033658
ENSMODP00000020630	ENSCAFP00000003109
ENSMODP00000020633	ENSCAFP00000003105
ENSMODP00000004701	ENSCAFP00000003099
ENSMODP00000014136	ENSCAFP00000033873
ENSMODP00000033097	ENSCAFP00000023974
ENSMODP00000026349	ENSCAFP00000034617
ENSMODP00000009948	ENSCAFP00000012019
ENSMODP00000029475	ENSCAFP00000001575
ENSMODP00000013831	ENSCAFP00000017148
ENSMODP00000035661	ENSCAFP00000022642
ENSMODP00000018584	ENSCAFP00000006955
ENSMODP00000003718	ENSCAFP00000033509
ENSMODP00000038771	ENSCAFP00000003680
ENSMODP00000009943	ENSCAFP00000010351
ENSMODP00000001179	ENSCAFP00000022493
ENSMODP00000009892	ENSCAFP00000023012
ENSMODP00000009428	ENSCAFP00000038177
ENSMODP00000008877	ENSCAFP00000034787
ENSMODP00000002423	ENSCAFP00000006320
ENSMODP00000025791	ENSCAFP00000002806
ENSMODP00000036977	ENSCAFP00000016859
ENSMODP00000023655	ENSCAFP00000002822
ENSMODP00000007718	ENSCAFP00000038283
ENSMODP00000007612	ENSCAFP00000028259
ENSMODP00000020607	ENSCAFP00000004570
ENSMODP00000026144	ENSCAFP00000005616
ENSMODP00000007805	ENSCAFP00000025953
ENSMODP00000032577	ENSCAFP00000024888
ENSMODP00000007807	ENSCAFP00000006402
ENSMODP00000025733	ENSCAFP00000002607
ENSMODP00000001318	ENSCAFP00000007545
ENSMODP00000010987	ENSCAFP00000012214
ENSMODP00000028140	ENSCAFP00000037226
ENSMODP00000002234	ENSCAFP00000001484
ENSMODP00000026025	ENSCAFP00000013011
ENSMODP00000014793	ENSCAFP00000004903
ENSMODP00000001849	ENSCAFP00000023059
ENSMODP00000007432	ENSCAFP00000036009
ENSMODP00000035405	ENSCAFP00000026025
ENSMODP00000011681	ENSCAFP00000017341
ENSMODP00000006897	ENSCAFP00000008483
ENSMODP00000020299	ENSCAFP00000015830
ENSMODP00000004207	ENSCAFP00000029335
ENSMODP00000026766	ENSCAFP00000027805
ENSMODP00000022803	ENSCAFP00000016912
ENSMODP00000021099	ENSCAFP00000000458
ENSMODP00000019526	ENSCAFP00000011357
ENSMODP00000002100	ENSCAFP00000023410
ENSMODP00000006309	ENSCAFP00000024505
ENSMODP00000023555	ENSCAFP00000018714
ENSMODP00000015449	ENSCAFP00000000034
ENSMODP00000026625	ENSCAFP00000016897
ENSMODP00000006614	ENSCAFP00000014433
ENSMODP00000012555	ENSCAFP00000017426
ENSMODP00000024321	ENSCAFP00000010181
ENSMODP00000023942	ENSCAFP00000027158
ENSMODP00000002997	ENSCAFP00000021903
ENSMODP00000003908	ENSCAFP00000018326
ENSMODP00000007604	ENSCAFP00000024995
ENSMODP00000014203	ENSCAFP00000020773
ENSMODP00000018603	ENSCAFP00000006944
ENSMODP00000012770	ENSCAFP00000018761
ENSMODP00000005310	ENSCAFP00000022131
ENSMODP00000031512	ENSCAFP00000009873
ENSMODP00000006812	ENSCAFP00000008136
ENSMODP00000011914	ENSCAFP00000019570
ENSMODP00000008992	ENSCAFP00000001188
ENSMODP00000009951	ENSCAFP00000011038
ENSMODP00000017240	ENSCAFP00000001876
ENSMODP00000031933	ENSCAFP00000009610
ENSMODP00000020205	ENSCAFP00000024485
ENSMODP00000007415	ENSCAFP00000000854
ENSMODP00000037268	ENSCAFP00000014040
ENSMODP00000023048	ENSCAFP00000004093
ENSMODP00000018949	ENSCAFP00000008096
ENSMODP00000005046	ENSCAFP00000015961
ENSMODP00000023644	ENSCAFP00000018338
ENSMODP00000000313	ENSCAFP00000031371
ENSMODP00000038056	ENSCAFP00000000248
ENSMODP00000002509	ENSCAFP00000022779
ENSMODP00000013734	ENSCAFP00000002409
ENSMODP00000001983	ENSCAFP00000022948
ENSMODP00000024460	ENSCAFP00000005234
ENSMODP00000007308	ENSCAFP00000025087
ENSMODP00000010133	ENSCAFP00000038734
ENSMODP00000022003	ENSCAFP00000004495
ENSMODP00000027261	ENSCAFP00000005874
ENSMODP00000035867	ENSCAFP00000027482
ENSMODP00000003745	ENSCAFP00000031562
ENSMODP00000019968	ENSCAFP00000033833
ENSMODP00000023949	ENSCAFP00000013212
ENSMODP00000032484	ENSCAFP00000007595
ENSMODP00000019783	ENSCAFP00000006149
ENSMODP00000013254	ENSCAFP00000012927
ENSMODP00000028732	ENSCAFP00000008202
ENSMODP00000017371	ENSCAFP00000010724
ENSMODP00000014310	ENSCAFP00000009308
ENSMODP00000011868	ENSCAFP00000017486
ENSMODP00000021737	ENSCAFP00000038836
ENSMODP00000018697	ENSCAFP00000022970
ENSMODP00000003429	ENSCAFP00000039590
ENSMODP00000007024	ENSCAFP00000017237
ENSMODP00000011608	ENSCAFP00000007616
ENSMODP00000020092	ENSCAFP00000028784
ENSMODP00000011047	ENSCAFP00000028961
ENSMODP00000025336	ENSCAFP00000034469
ENSMODP00000008947	ENSCAFP00000000608
ENSMODP00000028873	ENSCAFP00000004871
ENSMODP00000029400	ENSCAFP00000030881
ENSMODP00000014410	ENSCAFP00000015063
ENSMODP00000026648	ENSCAFP00000022777
ENSMODP00000016305	ENSCAFP00000001614
ENSMODP00000015325	ENSCAFP00000024872
ENSMODP00000002629	ENSCAFP00000004417
ENSMODP00000011097	ENSCAFP00000006292
ENSMODP00000032997	ENSCAFP00000024450
ENSMODP00000005373	ENSCAFP00000012106
ENSMODP00000012453	ENSCAFP00000019039
ENSMODP00000033174	ENSCAFP00000039339
ENSMODP00000006518	ENSCAFP00000025377
ENSMODP00000006171	ENSCAFP00000008376
ENSMODP00000010327	ENSCAFP00000016621
ENSMODP00000016316	ENSCAFP00000017451
ENSMODP00000005251	ENSCAFP00000016564
ENSMODP00000020797	ENSCAFP00000029128
ENSMODP00000025457	ENSCAFP00000023980
ENSMODP00000000629	ENSCAFP00000011467
ENSMODP00000035555	ENSCAFP00000017309
ENSMODP00000003665	ENSCAFP00000015309
ENSMODP00000023144	ENSCAFP00000014627
ENSMODP00000026904	ENSCAFP00000032307
ENSMODP00000023058	ENSCAFP00000003969
ENSMODP00000002395	ENSCAFP00000014090
ENSMODP00000017233	ENSCAFP00000006102
ENSMODP00000012251	ENSCAFP00000010692
ENSMODP00000026661	ENSCAFP00000016495
ENSMODP00000009982	ENSCAFP00000042548
ENSMODP00000025877	ENSCAFP00000003183
ENSMODP00000002276	ENSCAFP00000036476
ENSMODP00000015196	ENSCAFP00000020751
ENSMODP00000002361	ENSCAFP00000023684
ENSMODP00000032254	ENSCAFP00000016288
ENSMODP00000010377	ENSCAFP00000008827
ENSMODP00000012897	ENSCAFP00000002690
ENSMODP00000019645	ENSCAFP00000039362
ENSMODP00000006850	ENSCAFP00000023309
ENSMODP00000017766	ENSCAFP00000019375
ENSMODP00000019794	ENSCAFP00000000650
ENSMODP00000024100	ENSCAFP00000027777
ENSMODP00000007871	ENSCAFP00000008252
ENSMODP00000037686	ENSCAFP00000001717
ENSMODP00000015705	ENSCAFP00000036841
ENSMODP00000017625	ENSCAFP00000005855
ENSMODP00000014014	ENSCAFP00000026698
ENSMODP00000015809	ENSCAFP00000010374
ENSMODP00000011067	ENSCAFP00000011972
ENSMODP00000017679	ENSCAFP00000041758
ENSMODP00000026491	ENSCAFP00000042393
ENSMODP00000014342	ENSCAFP00000026704
ENSMODP00000021108	ENSCAFP00000007031
ENSMODP00000021539	ENSCAFP00000000430
ENSMODP00000040188	ENSCAFP00000028421
ENSMODP00000008938	ENSCAFP00000024342
ENSMODP00000010630	ENSCAFP00000039926
ENSMODP00000023229	ENSCAFP00000006243
ENSMODP00000021995	ENSCAFP00000034569
ENSMODP00000008518	ENSCAFP00000001348
ENSMODP00000001294	ENSCAFP00000012048
ENSMODP00000023176	ENSCAFP00000009675
ENSMODP00000001929	ENSCAFP00000003526
ENSMODP00000003337	ENSCAFP00000020680
ENSMODP00000034465	ENSCAFP00000029102
ENSMODP00000024245	ENSCAFP00000037992
ENSMODP00000023379	ENSCAFP00000016745
ENSMODP00000036852	ENSCAFP00000041185
ENSMODP00000016430	ENSCAFP00000002258
ENSMODP00000017590	ENSCAFP00000019698
ENSMODP00000011219	ENSCAFP00000006250
ENSMODP00000016810	ENSCAFP00000007572
ENSMODP00000040859	ENSCAFP00000018596
ENSMODP00000022985	ENSCAFP00000019102
ENSMODP00000009154	ENSCAFP00000019864
ENSMODP00000022487	ENSCAFP00000005361
ENSMODP00000019397	ENSCAFP00000007861
ENSMODP00000009295	ENSCAFP00000020635
ENSMODP00000004026	ENSCAFP00000009920
ENSMODP00000007775	ENSCAFP00000041757
ENSMODP00000035234	ENSCAFP00000027751
ENSMODP00000016182	ENSCAFP00000016641
ENSMODP00000016896	ENSCAFP00000012941
ENSMODP00000011174	ENSCAFP00000010505
ENSMODP00000005436	ENSCAFP00000016088
ENSMODP00000008613	ENSCAFP00000003255
ENSMODP00000001421	ENSCAFP00000003402
ENSMODP00000000364	ENSCAFP00000005396
ENSMODP00000014430	ENSCAFP00000013832
ENSMODP00000010163	ENSCAFP00000022924
ENSMODP00000008985	ENSCAFP00000024414
ENSMODP00000003199	ENSCAFP00000008571
ENSMODP00000035609	ENSCAFP00000027849
ENSMODP00000016874	ENSCAFP00000033703
ENSMODP00000019531	ENSCAFP00000007353
ENSMODP00000015494	ENSCAFP00000000037
ENSMODP00000035135	ENSCAFP00000000036
ENSMODP00000006433	ENSCAFP00000023054
ENSMODP00000017092	ENSCAFP00000027097
ENSMODP00000013265	ENSCAFP00000002847
ENSMODP00000010433	ENSCAFP00000017731
ENSMODP00000022483	ENSCAFP00000005460
ENSMODP00000000884	ENSCAFP00000032218
ENSMODP00000014438	ENSCAFP00000025166
ENSMODP00000001385	ENSCAFP00000003895
ENSMODP00000012659	ENSCAFP00000021810
ENSMODP00000018054	ENSCAFP00000026045
ENSMODP00000014979	ENSCAFP00000025340
ENSMODP00000031899	ENSCAFP00000027149
ENSMODP00000006693	ENSCAFP00000040692
ENSMODP00000013352	ENSCAFP00000020377
ENSMODP00000012720	ENSCAFP00000036127
ENSMODP00000012509	ENSCAFP00000038268
ENSMODP00000012262	ENSCAFP00000005724
ENSMODP00000008194	ENSCAFP00000029193
ENSMODP00000000199	ENSCAFP00000007405
ENSMODP00000021945	ENSCAFP00000019037
ENSMODP00000013322	ENSCAFP00000015811
ENSMODP00000039872	ENSCAFP00000005823
ENSMODP00000036358	ENSCAFP00000023710
ENSMODP00000030918	ENSCAFP00000023501
ENSMODP00000022711	ENSCAFP00000034412
ENSMODP00000018464	ENSCAFP00000008750
ENSMODP00000003716	ENSCAFP00000036121
ENSMODP00000007304	ENSCAFP00000025088
ENSMODP00000000633	ENSCAFP00000014083
ENSMODP00000012703	ENSCAFP00000009139
ENSMODP00000032141	ENSCAFP00000001531
ENSMODP00000011897	ENSCAFP00000009553
ENSMODP00000025628	ENSCAFP00000008704
ENSMODP00000006461	ENSCAFP00000014618
ENSMODP00000032300	ENSCAFP00000006737
ENSMODP00000000659	ENSCAFP00000036924
ENSMODP00000017932	ENSCAFP00000038071
ENSMODP00000015101	ENSCAFP00000040530
ENSMODP00000021803	ENSCAFP00000016834
ENSMODP00000010247	ENSCAFP00000011285
ENSMODP00000020656	ENSCAFP00000016767
ENSMODP00000013792	ENSCAFP00000009769
ENSMODP00000023814	ENSCAFP00000010088
ENSMODP00000018402	ENSCAFP00000021685
ENSMODP00000004084	ENSCAFP00000018279
ENSMODP00000019912	ENSCAFP00000000577
ENSMODP00000007806	ENSCAFP00000028463
ENSMODP00000039713	ENSCAFP00000027067
ENSMODP00000025812	ENSCAFP00000016012
ENSMODP00000001307	ENSCAFP00000000807
ENSMODP00000034840	ENSCAFP00000025175
ENSMODP00000008132	ENSCAFP00000034922
ENSMODP00000004058	ENSCAFP00000027875
ENSMODP00000004210	ENSCAFP00000031140
ENSMODP00000023165	ENSCAFP00000003784
ENSMODP00000001056	ENSCAFP00000001671
ENSMODP00000019212	ENSCAFP00000008843
ENSMODP00000025925	ENSCAFP00000041161
ENSMODP00000028833	ENSCAFP00000027254
ENSMODP00000020887	ENSCAFP00000029062
ENSMODP00000003098	ENSCAFP00000030010
ENSMODP00000017708	ENSCAFP00000009932
ENSMODP00000018360	ENSCAFP00000021703
ENSMODP00000003293	ENSCAFP00000019492
ENSMODP00000009692	ENSCAFP00000010741
ENSMODP00000024327	ENSCAFP00000017865
ENSMODP00000015299	ENSCAFP00000011731
ENSMODP00000014967	ENSCAFP00000025362
ENSMODP00000019124	ENSCAFP00000022311
ENSMODP00000019116	ENSCAFP00000005846
ENSMODP00000002476	ENSCAFP00000001411
ENSMODP00000040424	ENSCAFP00000011150
ENSMODP00000026631	ENSCAFP00000016667
ENSMODP00000018748	ENSCAFP00000022963
ENSMODP00000037361	ENSCAFP00000026624
ENSMODP00000011825	ENSCAFP00000018506
ENSMODP00000006014	ENSCAFP00000030553
ENSMODP00000005375	ENSCAFP00000015836
ENSMODP00000008345	ENSCAFP00000030245
ENSMODP00000000954	ENSCAFP00000015985
ENSMODP00000034544	ENSCAFP00000024438
ENSMODP00000003978	ENSCAFP00000026008
ENSMODP00000025485	ENSCAFP00000000622
ENSMODP00000016813	ENSCAFP00000017553
ENSMODP00000017322	ENSCAFP00000017689
ENSMODP00000010609	ENSCAFP00000006434
ENSMODP00000037730	ENSCAFP00000006895
ENSMODP00000008298	ENSCAFP00000018165
ENSMODP00000001947	ENSCAFP00000003988
ENSMODP00000000223	ENSCAFP00000013862
ENSMODP00000023815	ENSCAFP00000037401
ENSMODP00000015164	ENSCAFP00000037536
ENSMODP00000026456	ENSCAFP00000004759
ENSMODP00000026391	ENSCAFP00000020551
ENSMODP00000013573	ENSCAFP00000015586
ENSMODP00000013676	ENSCAFP00000015576
ENSMODP00000004911	ENSCAFP00000002702
ENSMODP00000025793	ENSCAFP00000002814
ENSMODP00000023195	ENSCAFP00000009571
ENSMODP00000001214	ENSCAFP00000039973
ENSMODP00000001552	ENSCAFP00000004011
ENSMODP00000004219	ENSCAFP00000008325
ENSMODP00000009442	ENSCAFP00000006083
ENSMODP00000017113	ENSCAFP00000026966
ENSMODP00000020548	ENSCAFP00000017740
ENSMODP00000006423	ENSCAFP00000014553
ENSMODP00000019073	ENSCAFP00000014700
ENSMODP00000028969	ENSCAFP00000015988
ENSMODP00000007617	ENSCAFP00000038967
ENSMODP00000020948	ENSCAFP00000013392
ENSMODP00000003476	ENSCAFP00000003445
ENSMODP00000010707	ENSCAFP00000025982
ENSMODP00000009743	ENSCAFP00000010873
ENSMODP00000015766	ENSCAFP00000015868
ENSMODP00000001183	ENSCAFP00000034757
ENSMODP00000003965	ENSCAFP00000026669
ENSMODP00000011057	ENSCAFP00000016357
ENSMODP00000020221	ENSCAFP00000014234
ENSMODP00000012751	ENSCAFP00000028257
ENSMODP00000021994	ENSCAFP00000022395
ENSMODP00000007388	ENSCAFP00000023750
ENSMODP00000019587	ENSCAFP00000007145
ENSMODP00000004733	ENSCAFP00000008927
ENSMODP00000024347	ENSCAFP00000017751
ENSMODP00000002110	ENSCAFP00000011990
ENSMODP00000008536	ENSCAFP00000025384
ENSMODP00000026309	ENSCAFP00000013024
ENSMODP00000008834	ENSCAFP00000042693
ENSMODP00000009642	ENSCAFP00000026155
ENSMODP00000033400	ENSCAFP00000033030
ENSMODP00000003030	ENSCAFP00000003101
ENSMODP00000004716	ENSCAFP00000041674
ENSMODP00000022695	ENSCAFP00000016206
ENSMODP00000018703	ENSCAFP00000008556
ENSMODP00000016461	ENSCAFP00000023713
ENSMODP00000016288	ENSCAFP00000042345
ENSMODP00000002501	ENSCAFP00000015164
ENSMODP00000016538	ENSCAFP00000027593
ENSMODP00000013377	ENSCAFP00000015726
ENSMODP00000001273	ENSCAFP00000003436
ENSMODP00000036351	ENSCAFP00000012262
ENSMODP00000001492	ENSCAFP00000005825
ENSMODP00000006374	ENSCAFP00000024535
ENSMODP00000006319	ENSCAFP00000024106
ENSMODP00000016670	ENSCAFP00000032837
ENSMODP00000011412	ENSCAFP00000004714
ENSMODP00000000202	ENSCAFP00000011003
ENSMODP00000017384	ENSCAFP00000001770
ENSMODP00000025717	ENSCAFP00000023472
ENSMODP00000008741	ENSCAFP00000001401
ENSMODP00000014062	ENSCAFP00000020455
ENSMODP00000012628	ENSCAFP00000020457
ENSMODP00000002397	ENSCAFP00000002471
ENSMODP00000006372	ENSCAFP00000027959
ENSMODP00000006048	ENSCAFP00000014348
ENSMODP00000012053	ENSCAFP00000018363
ENSMODP00000013229	ENSCAFP00000021253
ENSMODP00000024247	ENSCAFP00000009656
ENSMODP00000021808	ENSCAFP00000000339
ENSMODP00000014118	ENSCAFP00000027022
ENSMODP00000007532	ENSCAFP00000028242
ENSMODP00000014688	ENSCAFP00000038440
ENSMODP00000023615	ENSCAFP00000002926
ENSMODP00000001578	ENSCAFP00000027714
ENSMODP00000008912	ENSCAFP00000021062
ENSMODP00000021635	ENSCAFP00000036697
ENSMODP00000001994	ENSCAFP00000002632
ENSMODP00000010552	ENSCAFP00000000769
ENSMODP00000010923	ENSCAFP00000039622
ENSMODP00000003162	ENSCAFP00000017701
ENSMODP00000040427	ENSCAFP00000011683
ENSMODP00000020683	ENSCAFP00000023076
ENSMODP00000006116	ENSCAFP00000012479
ENSMODP00000010328	ENSCAFP00000031227
ENSMODP00000008003	ENSCAFP00000037498
ENSMODP00000032537	ENSCAFP00000008761
ENSMODP00000014406	ENSCAFP00000014002
ENSMODP00000014778	ENSCAFP00000004897
ENSMODP00000004882	ENSCAFP00000000662
ENSMODP00000001181	ENSCAFP00000015800
ENSMODP00000026081	ENSCAFP00000006879
ENSMODP00000023755	ENSCAFP00000010673
ENSMODP00000019511	ENSCAFP00000037149
ENSMODP00000011628	ENSCAFP00000004982
ENSMODP00000017992	ENSCAFP00000018051
ENSMODP00000041264	ENSCAFP00000014929
ENSMODP00000016232	ENSCAFP00000026294
ENSMODP00000026318	ENSCAFP00000036223
ENSMODP00000035476	ENSCAFP00000038665
ENSMODP00000010779	ENSCAFP00000026016
ENSMODP00000008153	ENSCAFP00000013475
ENSMODP00000014201	ENSCAFP00000024385
ENSMODP00000003217	ENSCAFP00000003044
ENSMODP00000019604	ENSCAFP00000000308
ENSMODP00000018332	ENSCAFP00000002188
ENSMODP00000002197	ENSCAFP00000029301
ENSMODP00000038725	ENSCAFP00000041956
ENSMODP00000035551	ENSCAFP00000016830
ENSMODP00000002572	ENSCAFP00000016837
ENSMODP00000038489	ENSCAFP00000016844
ENSMODP00000011381	ENSCAFP00000009689
ENSMODP00000013016	ENSCAFP00000009369
ENSMODP00000036400	ENSCAFP00000007860
ENSMODP00000023985	ENSCAFP00000027341
ENSMODP00000020813	ENSCAFP00000029106
ENSMODP00000013647	ENSCAFP00000014633
ENSMODP00000020553	ENSCAFP00000040132
ENSMODP00000012490	ENSCAFP00000012855
ENSMODP00000016104	ENSCAFP00000016378
ENSMODP00000020843	ENSCAFP00000018521
ENSMODP00000018507	ENSCAFP00000005555
ENSMODP00000018506	ENSCAFP00000007137
ENSMODP00000004266	ENSCAFP00000013346
ENSMODP00000022691	ENSCAFP00000019292
ENSMODP00000035741	ENSCAFP00000023384
ENSMODP00000005305	ENSCAFP00000011551
ENSMODP00000013463	ENSCAFP00000020299
ENSMODP00000021522	ENSCAFP00000019610
ENSMODP00000003922	ENSCAFP00000006373
ENSMODP00000005499	ENSCAFP00000025152
ENSMODP00000013266	ENSCAFP00000009302
ENSMODP00000000669	ENSCAFP00000014294
ENSMODP00000031325	ENSCAFP00000025820
ENSMODP00000028606	ENSCAFP00000031545
ENSMODP00000004346	ENSCAFP00000029652
ENSMODP00000021171	ENSCAFP00000019166
ENSMODP00000006698	ENSCAFP00000030153
ENSMODP00000001887	ENSCAFP00000036541
ENSMODP00000019858	ENSCAFP00000018228
