ENSMODP00000016222	ENSP00000262384
ENSMODP00000021342	ENSP00000362894
ENSMODP00000006135	ENSP00000272430
ENSMODP00000002618	ENSP00000234677
ENSMODP00000025117	ENSP00000369346
ENSMODP00000018110	ENSP00000364765
ENSMODP00000026254	ENSP00000299295
ENSMODP00000023480	ENSP00000354669
ENSMODP00000023406	ENSP00000358120
ENSMODP00000034907	ENSP00000376568
ENSMODP00000006597	ENSP00000285848
ENSMODP00000023897	ENSP00000295890
ENSMODP00000036220	ENSP00000387128
ENSMODP00000018833	ENSP00000295641
ENSMODP00000014306	ENSP00000339958
ENSMODP00000021123	ENSP00000381436
ENSMODP00000022201	ENSP00000320957
ENSMODP00000000210	ENSP00000356299
ENSMODP00000009359	ENSP00000433361
ENSMODP00000029122	ENSP00000244051
ENSMODP00000014606	ENSP00000348565
ENSMODP00000019594	ENSP00000369863
ENSMODP00000012584	ENSP00000312017
ENSMODP00000002307	ENSP00000252674
ENSMODP00000005563	ENSP00000310841
ENSMODP00000015481	ENSP00000338171
ENSMODP00000000625	ENSP00000005587
ENSMODP00000007503	ENSP00000330572
ENSMODP00000013288	ENSP00000370503
ENSMODP00000024295	ENSP00000262659
ENSMODP00000023574	ENSP00000274008
ENSMODP00000021989	ENSP00000305494
ENSMODP00000004399	ENSP00000216780
ENSMODP00000020614	ENSP00000319814
ENSMODP00000003283	ENSP00000319788
ENSMODP00000036998	ENSP00000257347
ENSMODP00000022170	ENSP00000342604
ENSMODP00000000960	ENSP00000265018
ENSMODP00000011932	ENSP00000350833
ENSMODP00000026371	ENSP00000367309
ENSMODP00000026372	ENSP00000340684
ENSMODP00000014958	ENSP00000373594
ENSMODP00000014429	ENSP00000349181
ENSMODP00000006724	ENSP00000367038
ENSMODP00000032468	ENSP00000378725
ENSMODP00000014070	ENSP00000234396
ENSMODP00000009601	ENSP00000263026
ENSMODP00000007104	ENSP00000398048
ENSMODP00000007039	ENSP00000423660
ENSMODP00000011253	ENSP00000231061
ENSMODP00000036988	ENSP00000360366
ENSMODP00000031628	ENSP00000374014
ENSMODP00000024178	ENSP00000317000
ENSMODP00000006292	ENSP00000356967
ENSMODP00000008836	ENSP00000391774
ENSMODP00000033409	ENSP00000345412
ENSMODP00000010392	ENSP00000339449
ENSMODP00000034452	ENSP00000293879
ENSMODP00000014407	ENSP00000387654
ENSMODP00000007184	ENSP00000274569
ENSMODP00000018393	ENSP00000337226
ENSMODP00000028493	ENSP00000326933
ENSMODP00000019773	ENSP00000441000
ENSMODP00000017872	ENSP00000304670
ENSMODP00000019229	ENSP00000257575
ENSMODP00000019861	ENSP00000384477
ENSMODP00000015247	ENSP00000398971
ENSMODP00000022431	ENSP00000383936
ENSMODP00000034365	ENSP00000381102
ENSMODP00000009381	ENSP00000285419
ENSMODP00000027702	ENSP00000454836
ENSMODP00000008927	ENSP00000262715
ENSMODP00000005485	ENSP00000324810
ENSMODP00000024698	ENSP00000354772
ENSMODP00000004116	ENSP00000369141
ENSMODP00000024146	ENSP00000398181
ENSMODP00000015037	ENSP00000212355
ENSMODP00000021410	ENSP00000384610
ENSMODP00000018839	ENSP00000407509
ENSMODP00000004954	ENSP00000368066
ENSMODP00000008192	ENSP00000313050
ENSMODP00000009798	ENSP00000297056
ENSMODP00000019033	ENSP00000276893
ENSMODP00000002224	ENSP00000287490
ENSMODP00000037870	ENSP00000348069
ENSMODP00000020735	ENSP00000354476
ENSMODP00000040843	ENSP00000420298
ENSMODP00000025864	ENSP00000320509
ENSMODP00000002817	ENSP00000361557
ENSMODP00000040824	ENSP00000401264
ENSMODP00000038370	ENSP00000249396
ENSMODP00000026476	ENSP00000372191
ENSMODP00000020681	ENSP00000302485
ENSMODP00000011148	ENSP00000442318
ENSMODP00000039962	ENSP00000378260
ENSMODP00000000578	ENSP00000409279
ENSMODP00000026769	ENSP00000269143
ENSMODP00000012096	ENSP00000298746
ENSMODP00000018755	ENSP00000409256
ENSMODP00000011540	ENSP00000257312
ENSMODP00000023138	ENSP00000332148
ENSMODP00000034177	ENSP00000352956
ENSMODP00000039384	ENSP00000470652
ENSMODP00000008413	ENSP00000367931
ENSMODP00000004973	ENSP00000226021
ENSMODP00000013495	ENSP00000324403
ENSMODP00000000094	ENSP00000362144
ENSMODP00000007365	ENSP00000378145
ENSMODP00000013274	ENSP00000387124
ENSMODP00000032915	ENSP00000442534
ENSMODP00000010376	ENSP00000295324
ENSMODP00000017734	ENSP00000252992
ENSMODP00000038729	ENSP00000274192
ENSMODP00000008272	ENSP00000351138
ENSMODP00000027526	ENSP00000359827
ENSMODP00000001664	ENSP00000262866
ENSMODP00000001390	ENSP00000394049
ENSMODP00000020566	ENSP00000459043
ENSMODP00000019026	ENSP00000380690
ENSMODP00000022818	ENSP00000257787
ENSMODP00000029490	ENSP00000392678
ENSMODP00000003053	ENSP00000453854
ENSMODP00000016712	ENSP00000364965
ENSMODP00000033985	ENSP00000406145
ENSMODP00000032414	ENSP00000378548
ENSMODP00000029702	ENSP00000229955
ENSMODP00000037224	ENSP00000258456
ENSMODP00000005719	ENSP00000252338
ENSMODP00000023718	ENSP00000340176
ENSMODP00000010183	ENSP00000380820
ENSMODP00000000880	ENSP00000360642
ENSMODP00000014978	ENSP00000313601
ENSMODP00000002215	ENSP00000261844
ENSMODP00000009587	ENSP00000367823
ENSMODP00000035429	ENSP00000258888
ENSMODP00000025565	ENSP00000354991
ENSMODP00000014550	ENSP00000359333
ENSMODP00000021955	ENSP00000360757
ENSMODP00000022528	ENSP00000349364
ENSMODP00000018607	ENSP00000393785
ENSMODP00000018465	ENSP00000303580
ENSMODP00000025688	ENSP00000351740
ENSMODP00000010983	ENSP00000341597
ENSMODP00000016859	ENSP00000317224
ENSMODP00000020925	ENSP00000252998
ENSMODP00000024384	ENSP00000371297
ENSMODP00000005847	ENSP00000407118
ENSMODP00000001212	ENSP00000417955
ENSMODP00000009541	ENSP00000374049
ENSMODP00000002404	ENSP00000428205
ENSMODP00000017805	ENSP00000276326
ENSMODP00000006282	ENSP00000305839
ENSMODP00000003272	ENSP00000363433
ENSMODP00000022312	ENSP00000379512
ENSMODP00000007264	ENSP00000424381
ENSMODP00000026677	ENSP00000318165
ENSMODP00000001995	ENSP00000185150
ENSMODP00000005019	ENSP00000342609
ENSMODP00000002341	ENSP00000301452
ENSMODP00000016991	ENSP00000232974
ENSMODP00000004812	ENSP00000324587
ENSMODP00000008404	ENSP00000309548
ENSMODP00000009178	ENSP00000379503
ENSMODP00000019250	ENSP00000258399
ENSMODP00000018027	ENSP00000254227
ENSMODP00000008775	ENSP00000368253
ENSMODP00000005172	ENSP00000355902
ENSMODP00000006945	ENSP00000261530
ENSMODP00000011207	ENSP00000362122
ENSMODP00000018430	ENSP00000367198
ENSMODP00000010753	ENSP00000381302
ENSMODP00000022722	ENSP00000350698
ENSMODP00000002667	ENSP00000354053
ENSMODP00000014036	ENSP00000385730
ENSMODP00000017826	ENSP00000337512
ENSMODP00000025552	ENSP00000299721
ENSMODP00000011603	ENSP00000378464
ENSMODP00000010010	ENSP00000392452
ENSMODP00000011517	ENSP00000350260
ENSMODP00000022685	ENSP00000326063
ENSMODP00000008763	ENSP00000366582
ENSMODP00000015333	ENSP00000429763
ENSMODP00000031464	ENSP00000404833
ENSMODP00000036307	ENSP00000356574
ENSMODP00000021898	ENSP00000351536
ENSMODP00000009252	ENSP00000356476
ENSMODP00000014724	ENSP00000362047
ENSMODP00000026395	ENSP00000367879
ENSMODP00000023140	ENSP00000236709
ENSMODP00000039309	ENSP00000410964
ENSMODP00000013636	ENSP00000276461
ENSMODP00000018691	ENSP00000187762
ENSMODP00000018296	ENSP00000363824
ENSMODP00000023378	ENSP00000358314
ENSMODP00000019404	ENSP00000274382
ENSMODP00000014981	ENSP00000284486
ENSMODP00000021797	ENSP00000362684
ENSMODP00000028763	ENSP00000302413
ENSMODP00000019207	ENSP00000371278
ENSMODP00000029013	ENSP00000315130
ENSMODP00000026837	ENSP00000383449
ENSMODP00000015155	ENSP00000263382
ENSMODP00000022173	ENSP00000229595
ENSMODP00000018577	ENSP00000025301
ENSMODP00000026521	ENSP00000375909
ENSMODP00000026343	ENSP00000270139
ENSMODP00000002111	ENSP00000422464
ENSMODP00000001127	ENSP00000376865
ENSMODP00000039544	ENSP00000397552
ENSMODP00000005668	ENSP00000160382
ENSMODP00000008976	ENSP00000308772
ENSMODP00000008722	ENSP00000320076
ENSMODP00000014498	ENSP00000376141
ENSMODP00000010208	ENSP00000330051
ENSMODP00000016399	ENSP00000320924
ENSMODP00000021009	ENSP00000356426
ENSMODP00000026410	ENSP00000368215
ENSMODP00000026514	ENSP00000387282
ENSMODP00000031074	ENSP00000300176
ENSMODP00000024852	ENSP00000303222
ENSMODP00000002564	ENSP00000361060
ENSMODP00000004004	ENSP00000404718
ENSMODP00000001614	ENSP00000327533
ENSMODP00000001624	ENSP00000386923
ENSMODP00000012894	ENSP00000274496
ENSMODP00000025753	ENSP00000332772
ENSMODP00000014709	ENSP00000367172
ENSMODP00000014702	ENSP00000329292
ENSMODP00000032580	ENSP00000348852
ENSMODP00000022947	ENSP00000307552
ENSMODP00000006325	ENSP00000219345
ENSMODP00000006677	ENSP00000264005
ENSMODP00000001201	ENSP00000226279
ENSMODP00000001210	ENSP00000265016
ENSMODP00000000894	ENSP00000384364
ENSMODP00000006127	ENSP00000360261
ENSMODP00000014449	ENSP00000380779
ENSMODP00000009944	ENSP00000377547
ENSMODP00000012319	ENSP00000316335
ENSMODP00000003604	ENSP00000257555
ENSMODP00000023850	ENSP00000225893
ENSMODP00000022972	ENSP00000280665
ENSMODP00000015712	ENSP00000475920
ENSMODP00000011155	ENSP00000365693
ENSMODP00000039767	ENSP00000347324
ENSMODP00000025634	ENSP00000248306
ENSMODP00000020965	ENSP00000357199
ENSMODP00000005482	ENSP00000474090
ENSMODP00000011764	ENSP00000330032
ENSMODP00000005490	ENSP00000434724
ENSMODP00000020919	ENSP00000455068
ENSMODP00000009207	ENSP00000315731
ENSMODP00000014090	ENSP00000395772
ENSMODP00000020003	ENSP00000338573
ENSMODP00000012163	ENSP00000397679
ENSMODP00000001380	ENSP00000347834
ENSMODP00000017456	ENSP00000363478
ENSMODP00000000033	ENSP00000307305
ENSMODP00000025301	ENSP00000296595
ENSMODP00000005024	ENSP00000162044
ENSMODP00000012004	ENSP00000215885
ENSMODP00000007682	ENSP00000290881
ENSMODP00000022714	ENSP00000197268
ENSMODP00000039985	ENSP00000367570
ENSMODP00000024387	ENSP00000354013
ENSMODP00000010979	ENSP00000260130
ENSMODP00000002853	ENSP00000422338
ENSMODP00000020947	ENSP00000454380
ENSMODP00000035782	ENSP00000382670
ENSMODP00000031492	ENSP00000367214
ENSMODP00000022193	ENSP00000261195
ENSMODP00000017181	ENSP00000317904
ENSMODP00000008601	ENSP00000220822
ENSMODP00000009543	ENSP00000464893
ENSMODP00000013369	ENSP00000378015
ENSMODP00000022966	ENSP00000417498
ENSMODP00000034289	ENSP00000398632
ENSMODP00000010202	ENSP00000256178
ENSMODP00000005471	ENSP00000272902
ENSMODP00000018311	ENSP00000341938
ENSMODP00000016496	ENSP00000369257
ENSMODP00000034287	ENSP00000382895
ENSMODP00000002141	ENSP00000319974
ENSMODP00000041283	ENSP00000458663
ENSMODP00000005709	ENSP00000443411
ENSMODP00000020794	ENSP00000262477
ENSMODP00000019399	ENSP00000350934
ENSMODP00000013228	ENSP00000284694
ENSMODP00000021164	ENSP00000264448
ENSMODP00000021696	ENSP00000362562
ENSMODP00000019493	ENSP00000442400
ENSMODP00000023456	ENSP00000355167
ENSMODP00000011514	ENSP00000336984
ENSMODP00000033697	ENSP00000300177
ENSMODP00000035001	ENSP00000318650
ENSMODP00000021344	ENSP00000387091
ENSMODP00000015668	ENSP00000288167
ENSMODP00000022990	ENSP00000320936
ENSMODP00000000860	ENSP00000380318
ENSMODP00000000864	ENSP00000385828
ENSMODP00000014529	ENSP00000336894
ENSMODP00000024211	ENSP00000300131
ENSMODP00000008532	ENSP00000328269
ENSMODP00000015169	ENSP00000371133
ENSMODP00000002999	ENSP00000360222
ENSMODP00000014988	ENSP00000330433
ENSMODP00000017127	ENSP00000379057
ENSMODP00000008231	ENSP00000458791
ENSMODP00000021266	ENSP00000393795
ENSMODP00000010949	ENSP00000409933
ENSMODP00000010820	ENSP00000369604
ENSMODP00000026504	ENSP00000272907
ENSMODP00000005557	ENSP00000300179
ENSMODP00000006445	ENSP00000238561
ENSMODP00000013431	ENSP00000310547
ENSMODP00000020245	ENSP00000324510
ENSMODP00000009572	ENSP00000207549
ENSMODP00000010128	ENSP00000302936
ENSMODP00000040221	ENSP00000352329
ENSMODP00000023577	ENSP00000264498
ENSMODP00000004393	ENSP00000243346
ENSMODP00000018913	ENSP00000395590
ENSMODP00000016650	ENSP00000406084
ENSMODP00000005522	ENSP00000443292
ENSMODP00000010023	ENSP00000409789
ENSMODP00000004223	ENSP00000295571
ENSMODP00000019050	ENSP00000344125
ENSMODP00000026743	ENSP00000310565
ENSMODP00000022244	ENSP00000332151
ENSMODP00000007668	ENSP00000354891
ENSMODP00000023375	ENSP00000358312
ENSMODP00000032755	ENSP00000369292
ENSMODP00000001982	ENSP00000455607
ENSMODP00000024343	ENSP00000348632
ENSMODP00000013146	ENSP00000381698
ENSMODP00000009956	ENSP00000294168
ENSMODP00000027150	ENSP00000263080
ENSMODP00000022657	ENSP00000420682
ENSMODP00000014353	ENSP00000262844
ENSMODP00000023254	ENSP00000272647
ENSMODP00000003458	ENSP00000385158
ENSMODP00000008189	ENSP00000286544
ENSMODP00000015908	ENSP00000342840
ENSMODP00000025293	ENSP00000314518
ENSMODP00000026213	ENSP00000369853
ENSMODP00000016608	ENSP00000338885
ENSMODP00000000906	ENSP00000371661
ENSMODP00000005590	ENSP00000360138
ENSMODP00000020377	ENSP00000382021
ENSMODP00000038173	ENSP00000310110
ENSMODP00000038941	ENSP00000364502
ENSMODP00000022069	ENSP00000248958
ENSMODP00000024077	ENSP00000247020
ENSMODP00000012144	ENSP00000358251
ENSMODP00000028708	ENSP00000289921
ENSMODP00000029369	ENSP00000325827
ENSMODP00000036386	ENSP00000308339
ENSMODP00000000765	ENSP00000423881
ENSMODP00000012937	ENSP00000252136
ENSMODP00000018618	ENSP00000261488
ENSMODP00000019244	ENSP00000337146
ENSMODP00000008548	ENSP00000356524
ENSMODP00000004873	ENSP00000359680
ENSMODP00000014655	ENSP00000230990
ENSMODP00000004937	ENSP00000345728
ENSMODP00000023084	ENSP00000336524
ENSMODP00000024210	ENSP00000300128
ENSMODP00000014509	ENSP00000386292
ENSMODP00000016514	ENSP00000393316
ENSMODP00000004964	ENSP00000246024
ENSMODP00000012173	ENSP00000252512
ENSMODP00000008358	ENSP00000427975
ENSMODP00000018622	ENSP00000378877
ENSMODP00000005192	ENSP00000448228
ENSMODP00000006008	ENSP00000227065
ENSMODP00000017545	ENSP00000363400
ENSMODP00000023564	ENSP00000274793
ENSMODP00000027774	ENSP00000371307
ENSMODP00000015533	ENSP00000361338
ENSMODP00000024622	ENSP00000274353
ENSMODP00000024623	ENSP00000255192
ENSMODP00000008752	ENSP00000332983
ENSMODP00000001081	ENSP00000262966
ENSMODP00000004086	ENSP00000418734
ENSMODP00000024243	ENSP00000307461
ENSMODP00000016594	ENSP00000454268
ENSMODP00000006636	ENSP00000216479
ENSMODP00000006886	ENSP00000167106
ENSMODP00000003780	ENSP00000355932
ENSMODP00000008433	ENSP00000434412
ENSMODP00000025855	ENSP00000263921
ENSMODP00000006213	ENSP00000355374
ENSMODP00000025743	ENSP00000301391
ENSMODP00000028679	ENSP00000371923
ENSMODP00000036259	ENSP00000220676
ENSMODP00000019092	ENSP00000323879
ENSMODP00000018235	ENSP00000284116
ENSMODP00000019562	ENSP00000384363
ENSMODP00000017028	ENSP00000394510
ENSMODP00000034373	ENSP00000382241
ENSMODP00000031436	ENSP00000361681
ENSMODP00000026694	ENSP00000234831
ENSMODP00000004339	ENSP00000470879
ENSMODP00000023451	ENSP00000259803
ENSMODP00000012994	ENSP00000368805
ENSMODP00000027345	ENSP00000398930
ENSMODP00000015000	ENSP00000262018
ENSMODP00000013230	ENSP00000248248
ENSMODP00000015430	ENSP00000296473
ENSMODP00000010569	ENSP00000229758
ENSMODP00000007843	ENSP00000403293
ENSMODP00000008366	ENSP00000361564
ENSMODP00000004351	ENSP00000408058
ENSMODP00000000543	ENSP00000245787
ENSMODP00000017115	ENSP00000361596
ENSMODP00000006608	ENSP00000321856
ENSMODP00000019694	ENSP00000383938
ENSMODP00000007444	ENSP00000238618
ENSMODP00000013559	ENSP00000269209
ENSMODP00000019736	ENSP00000384593
ENSMODP00000006584	ENSP00000364126
ENSMODP00000013141	ENSP00000331965
ENSMODP00000024087	ENSP00000292090
ENSMODP00000026599	ENSP00000417235
ENSMODP00000006301	ENSP00000363193
ENSMODP00000017308	ENSP00000222305
ENSMODP00000009057	ENSP00000463334
ENSMODP00000004237	ENSP00000372459
ENSMODP00000015311	ENSP00000343140
ENSMODP00000009361	ENSP00000386840
ENSMODP00000006177	ENSP00000262487
ENSMODP00000006536	ENSP00000341490
ENSMODP00000023418	ENSP00000358105
ENSMODP00000011640	ENSP00000355621
ENSMODP00000015058	ENSP00000451131
ENSMODP00000018985	ENSP00000205636
ENSMODP00000008533	ENSP00000333833
ENSMODP00000018021	ENSP00000262570
ENSMODP00000039033	ENSP00000290913
ENSMODP00000004795	ENSP00000475005
ENSMODP00000019110	ENSP00000386710
ENSMODP00000006278	ENSP00000269499
ENSMODP00000005536	ENSP00000268616
ENSMODP00000022577	ENSP00000438115
ENSMODP00000032072	ENSP00000010299
ENSMODP00000033979	ENSP00000351631
ENSMODP00000024353	ENSP00000338777
ENSMODP00000014176	ENSP00000425634
ENSMODP00000014149	ENSP00000230771
ENSMODP00000003171	ENSP00000242285
ENSMODP00000006390	ENSP00000309415
ENSMODP00000021818	ENSP00000362704
ENSMODP00000029371	ENSP00000332716
ENSMODP00000024281	ENSP00000256759
ENSMODP00000007989	ENSP00000166139
ENSMODP00000001789	ENSP00000308535
ENSMODP00000000348	ENSP00000284031
ENSMODP00000019040	ENSP00000364945
ENSMODP00000006727	ENSP00000439128
ENSMODP00000007118	ENSP00000391524
ENSMODP00000000241	ENSP00000311401
ENSMODP00000011995	ENSP00000327323
ENSMODP00000033093	ENSP00000434887
ENSMODP00000008068	ENSP00000243344
ENSMODP00000016848	ENSP00000398211
ENSMODP00000017489	ENSP00000293760
ENSMODP00000006663	ENSP00000246081
ENSMODP00000006050	ENSP00000387911
ENSMODP00000009208	ENSP00000476448
ENSMODP00000013564	ENSP00000244769
ENSMODP00000023747	ENSP00000313933
ENSMODP00000026444	ENSP00000338034
ENSMODP00000005423	ENSP00000363298
ENSMODP00000010727	ENSP00000313079
ENSMODP00000000997	ENSP00000262962
ENSMODP00000014863	ENSP00000465776
ENSMODP00000012024	ENSP00000320508
ENSMODP00000023993	ENSP00000427421
ENSMODP00000001884	ENSP00000361254
ENSMODP00000010238	ENSP00000394405
ENSMODP00000001698	ENSP00000275461
ENSMODP00000011152	ENSP00000365687
ENSMODP00000026689	ENSP00000072644
ENSMODP00000038440	ENSP00000466055
ENSMODP00000021268	ENSP00000358902
ENSMODP00000005008	ENSP00000314173
ENSMODP00000018090	ENSP00000311344
ENSMODP00000008427	ENSP00000364515
ENSMODP00000018818	ENSP00000341031
ENSMODP00000013678	ENSP00000362936
ENSMODP00000039236	ENSP00000259983
ENSMODP00000016170	ENSP00000230321
ENSMODP00000019782	ENSP00000257724
ENSMODP00000021672	ENSP00000265872
ENSMODP00000028687	ENSP00000310670
ENSMODP00000001084	ENSP00000361602
ENSMODP00000013642	ENSP00000332325
ENSMODP00000025821	ENSP00000370882
ENSMODP00000038320	ENSP00000423014
ENSMODP00000011449	ENSP00000358622
ENSMODP00000021019	ENSP00000368022
ENSMODP00000004743	ENSP00000408598
ENSMODP00000014588	ENSP00000395535
ENSMODP00000014471	ENSP00000295400
ENSMODP00000000535	ENSP00000359688
ENSMODP00000001232	ENSP00000361446
ENSMODP00000008691	ENSP00000314949
ENSMODP00000004011	ENSP00000300591
ENSMODP00000019805	ENSP00000365588
ENSMODP00000013996	ENSP00000244221
ENSMODP00000014908	ENSP00000378275
ENSMODP00000026260	ENSP00000418693
ENSMODP00000022924	ENSP00000358739
ENSMODP00000010913	ENSP00000299299
ENSMODP00000017939	ENSP00000421544
ENSMODP00000014746	ENSP00000302543
ENSMODP00000025836	ENSP00000378248
ENSMODP00000035887	ENSP00000356280
ENSMODP00000025589	ENSP00000266671
ENSMODP00000004587	ENSP00000298999
ENSMODP00000020979	ENSP00000265806
ENSMODP00000016702	ENSP00000287675
ENSMODP00000009161	ENSP00000027335
ENSMODP00000008392	ENSP00000299752
ENSMODP00000023727	ENSP00000428281
ENSMODP00000001403	ENSP00000360104
ENSMODP00000007021	ENSP00000268797
ENSMODP00000013308	ENSP00000368589
ENSMODP00000003578	ENSP00000284274
ENSMODP00000003566	ENSP00000274217
ENSMODP00000013568	ENSP00000323435
ENSMODP00000016794	ENSP00000261369
ENSMODP00000002502	ENSP00000264433
ENSMODP00000017643	ENSP00000421985
ENSMODP00000029701	ENSP00000472998
ENSMODP00000015618	ENSP00000403310
ENSMODP00000040002	ENSP00000358414
ENSMODP00000020623	ENSP00000345826
ENSMODP00000026754	ENSP00000354753
ENSMODP00000022028	ENSP00000439594
ENSMODP00000029550	ENSP00000318406
ENSMODP00000014576	ENSP00000367459
ENSMODP00000001737	ENSP00000302579
ENSMODP00000039814	ENSP00000440847
ENSMODP00000004912	ENSP00000472286
ENSMODP00000022032	ENSP00000267803
ENSMODP00000022035	ENSP00000319705
ENSMODP00000000983	ENSP00000337332
ENSMODP00000003748	ENSP00000329466
ENSMODP00000018973	ENSP00000307741
ENSMODP00000017718	ENSP00000363787
ENSMODP00000024379	ENSP00000371318
ENSMODP00000006077	ENSP00000297459
ENSMODP00000014664	ENSP00000222547
ENSMODP00000026477	ENSP00000372210
ENSMODP00000024315	ENSP00000365243
ENSMODP00000004319	ENSP00000387077
ENSMODP00000004340	ENSP00000334463
ENSMODP00000024236	ENSP00000282226
ENSMODP00000020381	ENSP00000416799
ENSMODP00000004275	ENSP00000289805
ENSMODP00000026500	ENSP00000386895
ENSMODP00000013448	ENSP00000280057
ENSMODP00000005555	ENSP00000267339
ENSMODP00000005793	ENSP00000335147
ENSMODP00000026665	ENSP00000365883
ENSMODP00000010056	ENSP00000268533
ENSMODP00000021109	ENSP00000419395
ENSMODP00000001963	ENSP00000304930
ENSMODP00000018983	ENSP00000301691
ENSMODP00000002109	ENSP00000377796
ENSMODP00000037748	ENSP00000370639
ENSMODP00000000099	ENSP00000370718
ENSMODP00000022639	ENSP00000264852
ENSMODP00000017205	ENSP00000314023
ENSMODP00000039259	ENSP00000271375
ENSMODP00000038520	ENSP00000354590
ENSMODP00000001661	ENSP00000341483
ENSMODP00000025456	ENSP00000421853
ENSMODP00000012297	ENSP00000318176
ENSMODP00000026117	ENSP00000364476
ENSMODP00000009000	ENSP00000444196
ENSMODP00000032930	ENSP00000006101
ENSMODP00000017210	ENSP00000435289
ENSMODP00000020117	ENSP00000372112
ENSMODP00000004263	ENSP00000403210
ENSMODP00000004671	ENSP00000264596
ENSMODP00000032584	ENSP00000346127
