ENSORLP00000011382	ENSGACP00000024945
ENSORLP00000011214	ENSGACP00000015474
ENSORLP00000007453	ENSGACP00000023180
ENSORLP00000017104	ENSGACP00000013240
ENSORLP00000015086	ENSGACP00000020064
ENSORLP00000019038	ENSGACP00000002785
ENSORLP00000003933	ENSGACP00000006076
ENSORLP00000015587	ENSGACP00000006810
ENSORLP00000003164	ENSGACP00000016173
ENSORLP00000003250	ENSGACP00000027085
ENSORLP00000003274	ENSGACP00000027086
ENSORLP00000017831	ENSGACP00000015410
ENSORLP00000014343	ENSGACP00000006793
ENSORLP00000011596	ENSGACP00000022667
ENSORLP00000007965	ENSGACP00000011133
ENSORLP00000011780	ENSGACP00000003212
ENSORLP00000008660	ENSGACP00000011073
ENSORLP00000009075	ENSGACP00000024334
ENSORLP00000006705	ENSGACP00000008095
ENSORLP00000018884	ENSGACP00000000804
ENSORLP00000010569	ENSGACP00000020894
ENSORLP00000012135	ENSGACP00000016044
ENSORLP00000000561	ENSGACP00000005908
ENSORLP00000025388	ENSGACP00000021537
ENSORLP00000025683	ENSGACP00000007396
ENSORLP00000014306	ENSGACP00000022257
ENSORLP00000008809	ENSGACP00000022910
ENSORLP00000009032	ENSGACP00000002073
ENSORLP00000015318	ENSGACP00000024014
ENSORLP00000006853	ENSGACP00000021460
ENSORLP00000023518	ENSGACP00000006751
ENSORLP00000002921	ENSGACP00000022179
ENSORLP00000018739	ENSGACP00000013387
ENSORLP00000002487	ENSGACP00000018928
ENSORLP00000006789	ENSGACP00000026098
ENSORLP00000020766	ENSGACP00000009993
ENSORLP00000022035	ENSGACP00000023008
ENSORLP00000014656	ENSGACP00000008063
ENSORLP00000013095	ENSGACP00000002739
ENSORLP00000012127	ENSGACP00000003395
ENSORLP00000007060	ENSGACP00000012786
ENSORLP00000009230	ENSGACP00000011743
ENSORLP00000001239	ENSGACP00000012792
ENSORLP00000001350	ENSGACP00000012881
ENSORLP00000008946	ENSGACP00000020693
ENSORLP00000008348	ENSGACP00000011027
ENSORLP00000019579	ENSGACP00000026240
ENSORLP00000017432	ENSGACP00000016312
ENSORLP00000015638	ENSGACP00000005299
ENSORLP00000016486	ENSGACP00000004699
ENSORLP00000018751	ENSGACP00000011985
ENSORLP00000021639	ENSGACP00000015515
ENSORLP00000005367	ENSGACP00000004952
ENSORLP00000002849	ENSGACP00000004107
ENSORLP00000005898	ENSGACP00000025819
ENSORLP00000003337	ENSGACP00000014539
ENSORLP00000013147	ENSGACP00000003754
ENSORLP00000004343	ENSGACP00000008245
ENSORLP00000003607	ENSGACP00000022110
ENSORLP00000006127	ENSGACP00000019875
ENSORLP00000016899	ENSGACP00000012288
ENSORLP00000004718	ENSGACP00000026313
ENSORLP00000012866	ENSGACP00000026854
ENSORLP00000008466	ENSGACP00000007400
ENSORLP00000004487	ENSGACP00000008143
ENSORLP00000005154	ENSGACP00000022009
ENSORLP00000009160	ENSGACP00000003311
ENSORLP00000022172	ENSGACP00000022809
ENSORLP00000021620	ENSGACP00000023564
ENSORLP00000016421	ENSGACP00000018886
ENSORLP00000024805	ENSGACP00000015872
ENSORLP00000020677	ENSGACP00000010094
ENSORLP00000021888	ENSGACP00000013906
ENSORLP00000017636	ENSGACP00000015331
ENSORLP00000006113	ENSGACP00000020739
ENSORLP00000002792	ENSGACP00000005829
ENSORLP00000021519	ENSGACP00000008835
ENSORLP00000007351	ENSGACP00000011245
ENSORLP00000012642	ENSGACP00000016371
ENSORLP00000012375	ENSGACP00000021541
ENSORLP00000003668	ENSGACP00000020925
ENSORLP00000003632	ENSGACP00000025915
ENSORLP00000003135	ENSGACP00000001268
ENSORLP00000006645	ENSGACP00000019977
ENSORLP00000025028	ENSGACP00000005883
ENSORLP00000006513	ENSGACP00000018423
ENSORLP00000000928	ENSGACP00000025479
ENSORLP00000009697	ENSGACP00000011834
ENSORLP00000000559	ENSGACP00000015024
ENSORLP00000008163	ENSGACP00000020865
ENSORLP00000016977	ENSGACP00000013328
ENSORLP00000023414	ENSGACP00000002476
ENSORLP00000002277	ENSGACP00000006184
ENSORLP00000011949	ENSGACP00000022746
ENSORLP00000016514	ENSGACP00000015810
ENSORLP00000019537	ENSGACP00000019994
ENSORLP00000014238	ENSGACP00000008501
ENSORLP00000022220	ENSGACP00000019549
ENSORLP00000007349	ENSGACP00000026246
ENSORLP00000001447	ENSGACP00000019311
ENSORLP00000005998	ENSGACP00000013992
ENSORLP00000008865	ENSGACP00000027379
ENSORLP00000007028	ENSGACP00000013341
ENSORLP00000004489	ENSGACP00000004180
ENSORLP00000012064	ENSGACP00000004588
ENSORLP00000012637	ENSGACP00000003550
ENSORLP00000003746	ENSGACP00000020930
ENSORLP00000025765	ENSGACP00000019224
ENSORLP00000021533	ENSGACP00000006772
ENSORLP00000006276	ENSGACP00000025940
ENSORLP00000000821	ENSGACP00000025488
ENSORLP00000015610	ENSGACP00000016822
ENSORLP00000011634	ENSGACP00000015817
ENSORLP00000011194	ENSGACP00000012051
ENSORLP00000019284	ENSGACP00000014341
ENSORLP00000020349	ENSGACP00000015042
ENSORLP00000025007	ENSGACP00000000258
ENSORLP00000021801	ENSGACP00000005127
ENSORLP00000010969	ENSGACP00000013360
ENSORLP00000016640	ENSGACP00000011876
ENSORLP00000014728	ENSGACP00000003631
ENSORLP00000002445	ENSGACP00000019657
ENSORLP00000021473	ENSGACP00000001415
ENSORLP00000019926	ENSGACP00000000440
ENSORLP00000018152	ENSGACP00000012480
ENSORLP00000000052	ENSGACP00000002686
ENSORLP00000017308	ENSGACP00000013318
ENSORLP00000023681	ENSGACP00000000643
ENSORLP00000002906	ENSGACP00000006503
ENSORLP00000010950	ENSGACP00000015303
ENSORLP00000016319	ENSGACP00000018843
ENSORLP00000005234	ENSGACP00000008273
ENSORLP00000001961	ENSGACP00000003569
ENSORLP00000012954	ENSGACP00000005041
ENSORLP00000005675	ENSGACP00000018753
ENSORLP00000017652	ENSGACP00000005784
ENSORLP00000019189	ENSGACP00000000780
ENSORLP00000020842	ENSGACP00000014130
ENSORLP00000001955	ENSGACP00000009438
ENSORLP00000013275	ENSGACP00000007132
ENSORLP00000022090	ENSGACP00000007157
ENSORLP00000015150	ENSGACP00000005963
ENSORLP00000012459	ENSGACP00000006676
ENSORLP00000018490	ENSGACP00000027471
ENSORLP00000002420	ENSGACP00000024457
ENSORLP00000011156	ENSGACP00000015460
ENSORLP00000006039	ENSGACP00000018548
ENSORLP00000012345	ENSGACP00000025791
ENSORLP00000001737	ENSGACP00000022712
ENSORLP00000020796	ENSGACP00000026497
ENSORLP00000009279	ENSGACP00000022745
ENSORLP00000024298	ENSGACP00000005204
ENSORLP00000025612	ENSGACP00000006900
ENSORLP00000000447	ENSGACP00000003056
ENSORLP00000018467	ENSGACP00000016789
ENSORLP00000011274	ENSGACP00000011438
ENSORLP00000010184	ENSGACP00000011379
ENSORLP00000003209	ENSGACP00000027076
ENSORLP00000023087	ENSGACP00000025668
ENSORLP00000010272	ENSGACP00000003327
ENSORLP00000024242	ENSGACP00000018592
ENSORLP00000024772	ENSGACP00000012659
ENSORLP00000001761	ENSGACP00000016682
ENSORLP00000012737	ENSGACP00000005254
ENSORLP00000020121	ENSGACP00000017899
ENSORLP00000012167	ENSGACP00000021104
ENSORLP00000015366	ENSGACP00000004378
ENSORLP00000013687	ENSGACP00000024392
ENSORLP00000000973	ENSGACP00000019750
ENSORLP00000016991	ENSGACP00000025341
ENSORLP00000015754	ENSGACP00000005402
ENSORLP00000009169	ENSGACP00000014294
ENSORLP00000012181	ENSGACP00000003475
ENSORLP00000015779	ENSGACP00000007106
ENSORLP00000000787	ENSGACP00000018898
ENSORLP00000019275	ENSGACP00000007473
ENSORLP00000002580	ENSGACP00000017940
ENSORLP00000017063	ENSGACP00000010518
ENSORLP00000004778	ENSGACP00000012849
ENSORLP00000021717	ENSGACP00000006054
ENSORLP00000005059	ENSGACP00000015080
ENSORLP00000008759	ENSGACP00000025509
ENSORLP00000001855	ENSGACP00000019283
ENSORLP00000011718	ENSGACP00000016304
ENSORLP00000010078	ENSGACP00000003338
ENSORLP00000025655	ENSGACP00000007229
ENSORLP00000018886	ENSGACP00000015607
ENSORLP00000010070	ENSGACP00000003347
ENSORLP00000003484	ENSGACP00000016732
ENSORLP00000014666	ENSGACP00000014504
ENSORLP00000010066	ENSGACP00000026957
ENSORLP00000019895	ENSGACP00000016727
ENSORLP00000004684	ENSGACP00000008001
ENSORLP00000024901	ENSGACP00000000897
ENSORLP00000008720	ENSGACP00000002462
ENSORLP00000016266	ENSGACP00000012868
ENSORLP00000002427	ENSGACP00000017642
ENSORLP00000014301	ENSGACP00000026757
ENSORLP00000003875	ENSGACP00000018233
ENSORLP00000007775	ENSGACP00000023093
ENSORLP00000006281	ENSGACP00000002353
ENSORLP00000011456	ENSGACP00000003076
ENSORLP00000008519	ENSGACP00000011380
ENSORLP00000001135	ENSGACP00000001916
ENSORLP00000018848	ENSGACP00000019162
ENSORLP00000013523	ENSGACP00000021302
ENSORLP00000004905	ENSGACP00000008904
ENSORLP00000013264	ENSGACP00000005172
ENSORLP00000009358	ENSGACP00000012130
ENSORLP00000015017	ENSGACP00000026772
ENSORLP00000019921	ENSGACP00000018521
ENSORLP00000011555	ENSGACP00000000329
ENSORLP00000010086	ENSGACP00000024465
ENSORLP00000012290	ENSGACP00000004459
ENSORLP00000008257	ENSGACP00000010893
ENSORLP00000011732	ENSGACP00000016861
ENSORLP00000011087	ENSGACP00000015529
ENSORLP00000016546	ENSGACP00000009913
ENSORLP00000006401	ENSGACP00000020677
ENSORLP00000005467	ENSGACP00000013300
ENSORLP00000010499	ENSGACP00000015006
ENSORLP00000011983	ENSGACP00000026873
ENSORLP00000008683	ENSGACP00000003151
ENSORLP00000002712	ENSGACP00000003711
ENSORLP00000012140	ENSGACP00000003468
ENSORLP00000001409	ENSGACP00000008642
ENSORLP00000024393	ENSGACP00000022802
ENSORLP00000019476	ENSGACP00000026234
ENSORLP00000010531	ENSGACP00000022217
ENSORLP00000005296	ENSGACP00000027201
ENSORLP00000004312	ENSGACP00000015461
ENSORLP00000000149	ENSGACP00000020646
ENSORLP00000022866	ENSGACP00000010041
ENSORLP00000015323	ENSGACP00000020104
ENSORLP00000010678	ENSGACP00000011757
ENSORLP00000002440	ENSGACP00000017309
ENSORLP00000003410	ENSGACP00000022128
ENSORLP00000006803	ENSGACP00000013576
ENSORLP00000024942	ENSGACP00000021973
ENSORLP00000015489	ENSGACP00000024241
ENSORLP00000010541	ENSGACP00000009705
ENSORLP00000019455	ENSGACP00000002238
ENSORLP00000010248	ENSGACP00000014367
ENSORLP00000000830	ENSGACP00000000467
ENSORLP00000016350	ENSGACP00000024938
ENSORLP00000004061	ENSGACP00000005404
ENSORLP00000013800	ENSGACP00000015586
ENSORLP00000022255	ENSGACP00000017651
ENSORLP00000000250	ENSGACP00000003243
ENSORLP00000011562	ENSGACP00000017170
ENSORLP00000021607	ENSGACP00000006661
ENSORLP00000008203	ENSGACP00000013006
ENSORLP00000024175	ENSGACP00000026013
ENSORLP00000001822	ENSGACP00000019268
ENSORLP00000017814	ENSGACP00000020367
ENSORLP00000009409	ENSGACP00000003404
ENSORLP00000008158	ENSGACP00000027338
ENSORLP00000006651	ENSGACP00000023926
ENSORLP00000007097	ENSGACP00000010352
ENSORLP00000016141	ENSGACP00000021813
ENSORLP00000019726	ENSGACP00000017857
ENSORLP00000016149	ENSGACP00000012430
ENSORLP00000018011	ENSGACP00000018348
ENSORLP00000021436	ENSGACP00000008640
ENSORLP00000011701	ENSGACP00000004323
ENSORLP00000009913	ENSGACP00000003604
ENSORLP00000017625	ENSGACP00000010656
ENSORLP00000010034	ENSGACP00000012380
ENSORLP00000015866	ENSGACP00000006493
ENSORLP00000010312	ENSGACP00000003295
ENSORLP00000015841	ENSGACP00000006465
ENSORLP00000003878	ENSGACP00000006091
ENSORLP00000019403	ENSGACP00000018351
ENSORLP00000005660	ENSGACP00000009412
ENSORLP00000012871	ENSGACP00000009348
ENSORLP00000016670	ENSGACP00000019707
ENSORLP00000014211	ENSGACP00000010755
ENSORLP00000005902	ENSGACP00000014058
ENSORLP00000000036	ENSGACP00000019776
ENSORLP00000015505	ENSGACP00000003866
ENSORLP00000018914	ENSGACP00000003454
ENSORLP00000004339	ENSGACP00000012526
ENSORLP00000022148	ENSGACP00000005539
ENSORLP00000017247	ENSGACP00000013294
ENSORLP00000012521	ENSGACP00000016408
ENSORLP00000016917	ENSGACP00000004715
ENSORLP00000009597	ENSGACP00000014556
ENSORLP00000003202	ENSGACP00000006343
ENSORLP00000006128	ENSGACP00000018537
ENSORLP00000006635	ENSGACP00000009592
ENSORLP00000009655	ENSGACP00000011885
ENSORLP00000013369	ENSGACP00000021292
ENSORLP00000012568	ENSGACP00000026833
ENSORLP00000023883	ENSGACP00000005391
ENSORLP00000004614	ENSGACP00000005131
ENSORLP00000010300	ENSGACP00000012604
ENSORLP00000006240	ENSGACP00000013668
ENSORLP00000017411	ENSGACP00000016373
ENSORLP00000020456	ENSGACP00000010494
ENSORLP00000006117	ENSGACP00000013887
ENSORLP00000013285	ENSGACP00000026809
ENSORLP00000021266	ENSGACP00000008317
ENSORLP00000016213	ENSGACP00000012412
ENSORLP00000012632	ENSGACP00000003541
ENSORLP00000005596	ENSGACP00000014269
ENSORLP00000007072	ENSGACP00000021844
ENSORLP00000013864	ENSGACP00000007230
ENSORLP00000012819	ENSGACP00000003589
ENSORLP00000006449	ENSGACP00000021221
ENSORLP00000023247	ENSGACP00000026606
ENSORLP00000002883	ENSGACP00000005537
ENSORLP00000016578	ENSGACP00000008975
ENSORLP00000018995	ENSGACP00000008573
ENSORLP00000007696	ENSGACP00000024116
ENSORLP00000005952	ENSGACP00000014052
ENSORLP00000016477	ENSGACP00000025413
ENSORLP00000022661	ENSGACP00000018175
ENSORLP00000021327	ENSGACP00000008364
ENSORLP00000006560	ENSGACP00000014106
ENSORLP00000012805	ENSGACP00000021207
ENSORLP00000023946	ENSGACP00000005247
ENSORLP00000010542	ENSGACP00000002728
ENSORLP00000012415	ENSGACP00000016313
ENSORLP00000002371	ENSGACP00000009797
ENSORLP00000023440	ENSGACP00000019213
ENSORLP00000021708	ENSGACP00000006109
ENSORLP00000011411	ENSGACP00000021990
ENSORLP00000011371	ENSGACP00000021995
ENSORLP00000015797	ENSGACP00000012762
ENSORLP00000014384	ENSGACP00000007558
ENSORLP00000018505	ENSGACP00000020269
ENSORLP00000009588	ENSGACP00000014115
ENSORLP00000011442	ENSGACP00000013155
ENSORLP00000021673	ENSGACP00000009134
ENSORLP00000002530	ENSGACP00000009636
ENSORLP00000014055	ENSGACP00000002443
ENSORLP00000006836	ENSGACP00000013063
ENSORLP00000014712	ENSGACP00000009953
ENSORLP00000019305	ENSGACP00000007536
ENSORLP00000007110	ENSGACP00000019652
ENSORLP00000012376	ENSGACP00000024655
ENSORLP00000001713	ENSGACP00000019157
ENSORLP00000014716	ENSGACP00000013889
ENSORLP00000011337	ENSGACP00000022003
ENSORLP00000008358	ENSGACP00000025574
ENSORLP00000019520	ENSGACP00000005036
ENSORLP00000005736	ENSGACP00000021090
ENSORLP00000008912	ENSGACP00000002578
ENSORLP00000016709	ENSGACP00000012455
ENSORLP00000022469	ENSGACP00000004754
ENSORLP00000005990	ENSGACP00000009223
ENSORLP00000020641	ENSGACP00000017211
ENSORLP00000011359	ENSGACP00000014008
ENSORLP00000020051	ENSGACP00000018263
ENSORLP00000004465	ENSGACP00000015401
ENSORLP00000025383	ENSGACP00000021567
ENSORLP00000007147	ENSGACP00000021364
ENSORLP00000020340	ENSGACP00000026429
ENSORLP00000001788	ENSGACP00000018097
ENSORLP00000010395	ENSGACP00000010916
ENSORLP00000019346	ENSGACP00000026214
ENSORLP00000014145	ENSGACP00000014224
ENSORLP00000013909	ENSGACP00000004339
ENSORLP00000009242	ENSGACP00000014321
ENSORLP00000018014	ENSGACP00000009865
ENSORLP00000003440	ENSGACP00000001487
ENSORLP00000006178	ENSGACP00000020705
ENSORLP00000018203	ENSGACP00000025256
ENSORLP00000009089	ENSGACP00000020716
ENSORLP00000016982	ENSGACP00000024858
ENSORLP00000014294	ENSGACP00000015446
ENSORLP00000000815	ENSGACP00000005990
ENSORLP00000000067	ENSGACP00000023291
ENSORLP00000004760	ENSGACP00000015221
ENSORLP00000013082	ENSGACP00000010829
ENSORLP00000024567	ENSGACP00000006160
ENSORLP00000013309	ENSGACP00000001821
ENSORLP00000019971	ENSGACP00000014908
ENSORLP00000020168	ENSGACP00000006166
ENSORLP00000014156	ENSGACP00000021425
ENSORLP00000020166	ENSGACP00000010583
ENSORLP00000019684	ENSGACP00000018228
ENSORLP00000008240	ENSGACP00000023181
ENSORLP00000008496	ENSGACP00000011516
ENSORLP00000011429	ENSGACP00000003061
ENSORLP00000021365	ENSGACP00000017864
ENSORLP00000002108	ENSGACP00000022443
ENSORLP00000023485	ENSGACP00000010624
ENSORLP00000003738	ENSGACP00000016076
ENSORLP00000011789	ENSGACP00000016724
ENSORLP00000020393	ENSGACP00000010307
ENSORLP00000019400	ENSGACP00000009112
ENSORLP00000015729	ENSGACP00000012807
ENSORLP00000003623	ENSGACP00000004571
ENSORLP00000016528	ENSGACP00000004743
ENSORLP00000012661	ENSGACP00000021469
ENSORLP00000018223	ENSGACP00000019280
ENSORLP00000018212	ENSGACP00000025250
ENSORLP00000019447	ENSGACP00000008809
ENSORLP00000023474	ENSGACP00000024293
ENSORLP00000016845	ENSGACP00000011687
ENSORLP00000021060	ENSGACP00000017738
ENSORLP00000005711	ENSGACP00000009460
ENSORLP00000023232	ENSGACP00000026604
ENSORLP00000018633	ENSGACP00000024895
ENSORLP00000008800	ENSGACP00000013803
ENSORLP00000012669	ENSGACP00000016386
ENSORLP00000004309	ENSGACP00000025657
ENSORLP00000009573	ENSGACP00000011976
ENSORLP00000009837	ENSGACP00000020822
ENSORLP00000017794	ENSGACP00000008339
ENSORLP00000025736	ENSGACP00000005976
ENSORLP00000011952	ENSGACP00000016603
ENSORLP00000012676	ENSGACP00000005166
ENSORLP00000021628	ENSGACP00000000962
ENSORLP00000013144	ENSGACP00000010819
ENSORLP00000020648	ENSGACP00000008007
ENSORLP00000008851	ENSGACP00000020684
ENSORLP00000015092	ENSGACP00000014974
ENSORLP00000007694	ENSGACP00000024113
ENSORLP00000006724	ENSGACP00000019953
ENSORLP00000012589	ENSGACP00000016384
ENSORLP00000007829	ENSGACP00000007517
ENSORLP00000004759	ENSGACP00000026307
ENSORLP00000001974	ENSGACP00000020617
ENSORLP00000001116	ENSGACP00000017454
ENSORLP00000007377	ENSGACP00000013052
ENSORLP00000009002	ENSGACP00000002099
ENSORLP00000021750	ENSGACP00000014262
ENSORLP00000001807	ENSGACP00000022767
ENSORLP00000004680	ENSGACP00000018547
ENSORLP00000022379	ENSGACP00000004914
ENSORLP00000010135	ENSGACP00000022340
ENSORLP00000009168	ENSGACP00000012014
ENSORLP00000023893	ENSGACP00000010658
ENSORLP00000025318	ENSGACP00000018972
ENSORLP00000010152	ENSGACP00000011339
ENSORLP00000010205	ENSGACP00000020862
ENSORLP00000006339	ENSGACP00000021289
ENSORLP00000004664	ENSGACP00000008614
ENSORLP00000017403	ENSGACP00000026015
ENSORLP00000019778	ENSGACP00000019861
ENSORLP00000024445	ENSGACP00000005961
ENSORLP00000020660	ENSGACP00000010618
ENSORLP00000016218	ENSGACP00000006773
ENSORLP00000023579	ENSGACP00000016878
ENSORLP00000006666	ENSGACP00000008527
ENSORLP00000021179	ENSGACP00000007228
ENSORLP00000012142	ENSGACP00000003396
ENSORLP00000016285	ENSGACP00000015716
ENSORLP00000013971	ENSGACP00000026739
ENSORLP00000001692	ENSGACP00000016771
ENSORLP00000003785	ENSGACP00000027119
ENSORLP00000001046	ENSGACP00000018578
ENSORLP00000010213	ENSGACP00000022382
ENSORLP00000012691	ENSGACP00000003555
ENSORLP00000022572	ENSGACP00000017105
ENSORLP00000006959	ENSGACP00000021854
ENSORLP00000020952	ENSGACP00000016803
ENSORLP00000002979	ENSGACP00000004174
ENSORLP00000011242	ENSGACP00000004420
ENSORLP00000002055	ENSGACP00000020516
ENSORLP00000013389	ENSGACP00000001241
ENSORLP00000005639	ENSGACP00000014749
ENSORLP00000012909	ENSGACP00000002787
ENSORLP00000009665	ENSGACP00000022646
ENSORLP00000003879	ENSGACP00000024633
ENSORLP00000021846	ENSGACP00000006311
ENSORLP00000004928	ENSGACP00000008592
ENSORLP00000017290	ENSGACP00000000400
ENSORLP00000002425	ENSGACP00000002113
ENSORLP00000017275	ENSGACP00000010323
ENSORLP00000006970	ENSGACP00000008505
ENSORLP00000016859	ENSGACP00000013119
ENSORLP00000011991	ENSGACP00000003304
ENSORLP00000001170	ENSGACP00000027613
ENSORLP00000010462	ENSGACP00000010934
ENSORLP00000015088	ENSGACP00000006026
ENSORLP00000018432	ENSGACP00000016747
ENSORLP00000022999	ENSGACP00000024058
ENSORLP00000019470	ENSGACP00000020004
ENSORLP00000009199	ENSGACP00000024367
ENSORLP00000013724	ENSGACP00000014284
ENSORLP00000000399	ENSGACP00000020471
ENSORLP00000022746	ENSGACP00000011255
ENSORLP00000005646	ENSGACP00000023727
ENSORLP00000006519	ENSGACP00000021231
ENSORLP00000019506	ENSGACP00000027531
ENSORLP00000008906	ENSGACP00000020688
ENSORLP00000015709	ENSGACP00000025426
ENSORLP00000014213	ENSGACP00000002423
ENSORLP00000009827	ENSGACP00000022615
ENSORLP00000003132	ENSGACP00000012767
ENSORLP00000006977	ENSGACP00000008475
ENSORLP00000004744	ENSGACP00000008276
ENSORLP00000012551	ENSGACP00000026831
ENSORLP00000009716	ENSGACP00000012212
ENSORLP00000004644	ENSGACP00000005239
ENSORLP00000016943	ENSGACP00000013164
ENSORLP00000014724	ENSGACP00000019940
ENSORLP00000012262	ENSGACP00000007172
ENSORLP00000013914	ENSGACP00000023350
ENSORLP00000010268	ENSGACP00000010505
ENSORLP00000024482	ENSGACP00000026339
ENSORLP00000010926	ENSGACP00000008038
ENSORLP00000020044	ENSGACP00000008639
ENSORLP00000021842	ENSGACP00000023684
ENSORLP00000001749	ENSGACP00000015657
ENSORLP00000009282	ENSGACP00000003339
ENSORLP00000022421	ENSGACP00000022478
ENSORLP00000010322	ENSGACP00000014348
ENSORLP00000015781	ENSGACP00000021754
ENSORLP00000024665	ENSGACP00000012105
ENSORLP00000003966	ENSGACP00000020908
ENSORLP00000014744	ENSGACP00000025093
ENSORLP00000012986	ENSGACP00000016459
ENSORLP00000021709	ENSGACP00000009170
ENSORLP00000005492	ENSGACP00000027214
ENSORLP00000004250	ENSGACP00000015507
ENSORLP00000015403	ENSGACP00000017568
ENSORLP00000025709	ENSGACP00000006650
ENSORLP00000010818	ENSGACP00000015239
ENSORLP00000022674	ENSGACP00000007118
ENSORLP00000005773	ENSGACP00000020257
ENSORLP00000005909	ENSGACP00000020232
ENSORLP00000007659	ENSGACP00000009959
ENSORLP00000010828	ENSGACP00000010617
ENSORLP00000005530	ENSGACP00000011260
ENSORLP00000017537	ENSGACP00000022085
ENSORLP00000006541	ENSGACP00000008634
ENSORLP00000001539	ENSGACP00000022944
ENSORLP00000018965	ENSGACP00000024763
ENSORLP00000008341	ENSGACP00000003044
ENSORLP00000019717	ENSGACP00000018130
ENSORLP00000010652	ENSGACP00000022190
ENSORLP00000021443	ENSGACP00000014730
ENSORLP00000009138	ENSGACP00000024342
ENSORLP00000019566	ENSGACP00000011364
ENSORLP00000024312	ENSGACP00000003189
ENSORLP00000010311	ENSGACP00000002133
ENSORLP00000014323	ENSGACP00000010890
ENSORLP00000013094	ENSGACP00000001918
ENSORLP00000020017	ENSGACP00000017703
ENSORLP00000007169	ENSGACP00000011181
ENSORLP00000019437	ENSGACP00000002225
ENSORLP00000006275	ENSGACP00000008771
ENSORLP00000014447	ENSGACP00000014198
ENSORLP00000019458	ENSGACP00000026222
ENSORLP00000016513	ENSGACP00000004303
ENSORLP00000004547	ENSGACP00000027173
ENSORLP00000021111	ENSGACP00000017699
