ENSCAFP00000014731	ENSLOCP00000009128
ENSCAFP00000021410	ENSLOCP00000010452
ENSCAFP00000008083	ENSLOCP00000000998
ENSCAFP00000031244	ENSLOCP00000020469
ENSCAFP00000041190	ENSLOCP00000004755
ENSCAFP00000037968	ENSLOCP00000019642
ENSCAFP00000033377	ENSLOCP00000010646
ENSCAFP00000029641	ENSLOCP00000005019
ENSCAFP00000030205	ENSLOCP00000004422
ENSCAFP00000012577	ENSLOCP00000005015
ENSCAFP00000001590	ENSLOCP00000008866
ENSCAFP00000028519	ENSLOCP00000002212
ENSCAFP00000014891	ENSLOCP00000001865
ENSCAFP00000004585	ENSLOCP00000020932
ENSCAFP00000004752	ENSLOCP00000006887
ENSCAFP00000021848	ENSLOCP00000016239
ENSCAFP00000000879	ENSLOCP00000010270
ENSCAFP00000000431	ENSLOCP00000021737
ENSCAFP00000005127	ENSLOCP00000020972
ENSCAFP00000040315	ENSLOCP00000021900
ENSCAFP00000024616	ENSLOCP00000018112
ENSCAFP00000009734	ENSLOCP00000016261
ENSCAFP00000020626	ENSLOCP00000006875
ENSCAFP00000040151	ENSLOCP00000006081
ENSCAFP00000005592	ENSLOCP00000004665
ENSCAFP00000023331	ENSLOCP00000016529
ENSCAFP00000002963	ENSLOCP00000005320
ENSCAFP00000000148	ENSLOCP00000014593
ENSCAFP00000028939	ENSLOCP00000004389
ENSCAFP00000022198	ENSLOCP00000008370
ENSCAFP00000008636	ENSLOCP00000008201
ENSCAFP00000039620	ENSLOCP00000015521
ENSCAFP00000023830	ENSLOCP00000016081
ENSCAFP00000026042	ENSLOCP00000015290
ENSCAFP00000008327	ENSLOCP00000017978
ENSCAFP00000018676	ENSLOCP00000007114
ENSCAFP00000010168	ENSLOCP00000007216
ENSCAFP00000001050	ENSLOCP00000003475
ENSCAFP00000003426	ENSLOCP00000010263
ENSCAFP00000026181	ENSLOCP00000009979
ENSCAFP00000034565	ENSLOCP00000012226
ENSCAFP00000014977	ENSLOCP00000021307
ENSCAFP00000032288	ENSLOCP00000022414
ENSCAFP00000014495	ENSLOCP00000011147
ENSCAFP00000018590	ENSLOCP00000019892
ENSCAFP00000028992	ENSLOCP00000002092
ENSCAFP00000000811	ENSLOCP00000020794
ENSCAFP00000000376	ENSLOCP00000009140
ENSCAFP00000004006	ENSLOCP00000020065
ENSCAFP00000036634	ENSLOCP00000013634
ENSCAFP00000027591	ENSLOCP00000001152
ENSCAFP00000025553	ENSLOCP00000011791
ENSCAFP00000024880	ENSLOCP00000014071
ENSCAFP00000030250	ENSLOCP00000021696
ENSCAFP00000013432	ENSLOCP00000022444
ENSCAFP00000021805	ENSLOCP00000010864
ENSCAFP00000020117	ENSLOCP00000011386
ENSCAFP00000015874	ENSLOCP00000019783
ENSCAFP00000025800	ENSLOCP00000018886
ENSCAFP00000007213	ENSLOCP00000006400
ENSCAFP00000011085	ENSLOCP00000018500
ENSCAFP00000013157	ENSLOCP00000012909
ENSCAFP00000032879	ENSLOCP00000021700
ENSCAFP00000000134	ENSLOCP00000014659
ENSCAFP00000026516	ENSLOCP00000017992
ENSCAFP00000002818	ENSLOCP00000005671
ENSCAFP00000026552	ENSLOCP00000018643
ENSCAFP00000016089	ENSLOCP00000011775
ENSCAFP00000030665	ENSLOCP00000011905
ENSCAFP00000019339	ENSLOCP00000009440
ENSCAFP00000022321	ENSLOCP00000008276
ENSCAFP00000018728	ENSLOCP00000011287
ENSCAFP00000029167	ENSLOCP00000004608
ENSCAFP00000019929	ENSLOCP00000002063
ENSCAFP00000039412	ENSLOCP00000009512
ENSCAFP00000014077	ENSLOCP00000005283
ENSCAFP00000009309	ENSLOCP00000018876
ENSCAFP00000040181	ENSLOCP00000001777
ENSCAFP00000034403	ENSLOCP00000012222
ENSCAFP00000016741	ENSLOCP00000011083
ENSCAFP00000011484	ENSLOCP00000007805
ENSCAFP00000011791	ENSLOCP00000019478
ENSCAFP00000015672	ENSLOCP00000002930
ENSCAFP00000036681	ENSLOCP00000015026
ENSCAFP00000019348	ENSLOCP00000008676
ENSCAFP00000015840	ENSLOCP00000006364
ENSCAFP00000017305	ENSLOCP00000010513
ENSCAFP00000003060	ENSLOCP00000013822
ENSCAFP00000027095	ENSLOCP00000013475
ENSCAFP00000006962	ENSLOCP00000006980
ENSCAFP00000012624	ENSLOCP00000009975
ENSCAFP00000042105	ENSLOCP00000008493
ENSCAFP00000021112	ENSLOCP00000016657
ENSCAFP00000026277	ENSLOCP00000009855
ENSCAFP00000006930	ENSLOCP00000016152
ENSCAFP00000013945	ENSLOCP00000012121
ENSCAFP00000025602	ENSLOCP00000016314
ENSCAFP00000019560	ENSLOCP00000008829
ENSCAFP00000000532	ENSLOCP00000021012
ENSCAFP00000020263	ENSLOCP00000012559
ENSCAFP00000015383	ENSLOCP00000011803
ENSCAFP00000021184	ENSLOCP00000016417
ENSCAFP00000006400	ENSLOCP00000006892
ENSCAFP00000023417	ENSLOCP00000008476
ENSCAFP00000000636	ENSLOCP00000019981
ENSCAFP00000009484	ENSLOCP00000012870
ENSCAFP00000002676	ENSLOCP00000015282
ENSCAFP00000008361	ENSLOCP00000007551
ENSCAFP00000023217	ENSLOCP00000020939
ENSCAFP00000012488	ENSLOCP00000008887
ENSCAFP00000013943	ENSLOCP00000014338
ENSCAFP00000026810	ENSLOCP00000007178
ENSCAFP00000023554	ENSLOCP00000020541
ENSCAFP00000012668	ENSLOCP00000017381
ENSCAFP00000041623	ENSLOCP00000014580
ENSCAFP00000039680	ENSLOCP00000019898
ENSCAFP00000008858	ENSLOCP00000020156
ENSCAFP00000024626	ENSLOCP00000009804
ENSCAFP00000006860	ENSLOCP00000007177
ENSCAFP00000037977	ENSLOCP00000003703
ENSCAFP00000019317	ENSLOCP00000017224
ENSCAFP00000013541	ENSLOCP00000008758
ENSCAFP00000042812	ENSLOCP00000013170
ENSCAFP00000007558	ENSLOCP00000007410
ENSCAFP00000018978	ENSLOCP00000003175
ENSCAFP00000042680	ENSLOCP00000006378
ENSCAFP00000012268	ENSLOCP00000002169
ENSCAFP00000021206	ENSLOCP00000005802
ENSCAFP00000019117	ENSLOCP00000009251
ENSCAFP00000027701	ENSLOCP00000006973
ENSCAFP00000030226	ENSLOCP00000003841
ENSCAFP00000029132	ENSLOCP00000009600
ENSCAFP00000032492	ENSLOCP00000011249
ENSCAFP00000010162	ENSLOCP00000007246
ENSCAFP00000014831	ENSLOCP00000016755
ENSCAFP00000034396	ENSLOCP00000015300
ENSCAFP00000031561	ENSLOCP00000012833
ENSCAFP00000012037	ENSLOCP00000004311
ENSCAFP00000007347	ENSLOCP00000014236
ENSCAFP00000002886	ENSLOCP00000013019
ENSCAFP00000020517	ENSLOCP00000003651
ENSCAFP00000018973	ENSLOCP00000020133
ENSCAFP00000019165	ENSLOCP00000015019
ENSCAFP00000000398	ENSLOCP00000004729
ENSCAFP00000010256	ENSLOCP00000001560
ENSCAFP00000011250	ENSLOCP00000004550
ENSCAFP00000008923	ENSLOCP00000013572
ENSCAFP00000014919	ENSLOCP00000005014
ENSCAFP00000041439	ENSLOCP00000008679
ENSCAFP00000008241	ENSLOCP00000000267
ENSCAFP00000014515	ENSLOCP00000006220
ENSCAFP00000029527	ENSLOCP00000000906
ENSCAFP00000022927	ENSLOCP00000002800
ENSCAFP00000019162	ENSLOCP00000009451
ENSCAFP00000012977	ENSLOCP00000002119
ENSCAFP00000015308	ENSLOCP00000002291
ENSCAFP00000007274	ENSLOCP00000019748
ENSCAFP00000017772	ENSLOCP00000009562
ENSCAFP00000012067	ENSLOCP00000015510
ENSCAFP00000022982	ENSLOCP00000021472
ENSCAFP00000019198	ENSLOCP00000008263
ENSCAFP00000012142	ENSLOCP00000017440
ENSCAFP00000023689	ENSLOCP00000019878
ENSCAFP00000013960	ENSLOCP00000012165
ENSCAFP00000000235	ENSLOCP00000005267
ENSCAFP00000026696	ENSLOCP00000017550
ENSCAFP00000027791	ENSLOCP00000012150
ENSCAFP00000015439	ENSLOCP00000017966
ENSCAFP00000026632	ENSLOCP00000003476
ENSCAFP00000019341	ENSLOCP00000005874
ENSCAFP00000039100	ENSLOCP00000015295
ENSCAFP00000015183	ENSLOCP00000011652
ENSCAFP00000021218	ENSLOCP00000016683
ENSCAFP00000025397	ENSLOCP00000010738
ENSCAFP00000007361	ENSLOCP00000014264
ENSCAFP00000029670	ENSLOCP00000000635
ENSCAFP00000036529	ENSLOCP00000012917
ENSCAFP00000005923	ENSLOCP00000003316
ENSCAFP00000000798	ENSLOCP00000022006
ENSCAFP00000036341	ENSLOCP00000014896
ENSCAFP00000008441	ENSLOCP00000001837
ENSCAFP00000034705	ENSLOCP00000015066
ENSCAFP00000026655	ENSLOCP00000014124
ENSCAFP00000008652	ENSLOCP00000009472
ENSCAFP00000009819	ENSLOCP00000012398
ENSCAFP00000043129	ENSLOCP00000022423
ENSCAFP00000030802	ENSLOCP00000022260
ENSCAFP00000001264	ENSLOCP00000020975
ENSCAFP00000020360	ENSLOCP00000011082
ENSCAFP00000037803	ENSLOCP00000003130
ENSCAFP00000041462	ENSLOCP00000017691
ENSCAFP00000014940	ENSLOCP00000005056
ENSCAFP00000024512	ENSLOCP00000003946
ENSCAFP00000010292	ENSLOCP00000008042
ENSCAFP00000002217	ENSLOCP00000010858
ENSCAFP00000022995	ENSLOCP00000002511
ENSCAFP00000028544	ENSLOCP00000004324
ENSCAFP00000026739	ENSLOCP00000017029
ENSCAFP00000004583	ENSLOCP00000019823
ENSCAFP00000024836	ENSLOCP00000013511
ENSCAFP00000041437	ENSLOCP00000017720
ENSCAFP00000012148	ENSLOCP00000002064
ENSCAFP00000015019	ENSLOCP00000005536
ENSCAFP00000018102	ENSLOCP00000004500
ENSCAFP00000034642	ENSLOCP00000015778
ENSCAFP00000017722	ENSLOCP00000004918
ENSCAFP00000038482	ENSLOCP00000012149
ENSCAFP00000022567	ENSLOCP00000002428
ENSCAFP00000042499	ENSLOCP00000006924
ENSCAFP00000014268	ENSLOCP00000018934
ENSCAFP00000029089	ENSLOCP00000004111
ENSCAFP00000020839	ENSLOCP00000005403
ENSCAFP00000020906	ENSLOCP00000002961
ENSCAFP00000033993	ENSLOCP00000006425
ENSCAFP00000006926	ENSLOCP00000006848
ENSCAFP00000027707	ENSLOCP00000018908
ENSCAFP00000013539	ENSLOCP00000015792
ENSCAFP00000008586	ENSLOCP00000015423
ENSCAFP00000039150	ENSLOCP00000017113
ENSCAFP00000000231	ENSLOCP00000005252
ENSCAFP00000013956	ENSLOCP00000012141
ENSCAFP00000021563	ENSLOCP00000014721
ENSCAFP00000012610	ENSLOCP00000005063
ENSCAFP00000033840	ENSLOCP00000017050
ENSCAFP00000021587	ENSLOCP00000010309
ENSCAFP00000029492	ENSLOCP00000007596
ENSCAFP00000028168	ENSLOCP00000007994
ENSCAFP00000027892	ENSLOCP00000010813
ENSCAFP00000001035	ENSLOCP00000010075
ENSCAFP00000025356	ENSLOCP00000016184
ENSCAFP00000025251	ENSLOCP00000013031
ENSCAFP00000018234	ENSLOCP00000001042
ENSCAFP00000008031	ENSLOCP00000001112
ENSCAFP00000003020	ENSLOCP00000017421
ENSCAFP00000041720	ENSLOCP00000018732
ENSCAFP00000038497	ENSLOCP00000012603
ENSCAFP00000022433	ENSLOCP00000003086
ENSCAFP00000010380	ENSLOCP00000006766
ENSCAFP00000029779	ENSLOCP00000003940
ENSCAFP00000025945	ENSLOCP00000001382
ENSCAFP00000010854	ENSLOCP00000005345
ENSCAFP00000028125	ENSLOCP00000003793
ENSCAFP00000003304	ENSLOCP00000020869
ENSCAFP00000014321	ENSLOCP00000016189
ENSCAFP00000038434	ENSLOCP00000013377
ENSCAFP00000025044	ENSLOCP00000016063
ENSCAFP00000029695	ENSLOCP00000017853
ENSCAFP00000016132	ENSLOCP00000013349
ENSCAFP00000000768	ENSLOCP00000019081
ENSCAFP00000000767	ENSLOCP00000011884
ENSCAFP00000029610	ENSLOCP00000002607
ENSCAFP00000022134	ENSLOCP00000002159
ENSCAFP00000039217	ENSLOCP00000003751
ENSCAFP00000014363	ENSLOCP00000008218
ENSCAFP00000031906	ENSLOCP00000022365
ENSCAFP00000038242	ENSLOCP00000019761
ENSCAFP00000026599	ENSLOCP00000000609
ENSCAFP00000006312	ENSLOCP00000020155
ENSCAFP00000038517	ENSLOCP00000017811
ENSCAFP00000040165	ENSLOCP00000005396
ENSCAFP00000024992	ENSLOCP00000018939
ENSCAFP00000039211	ENSLOCP00000012041
ENSCAFP00000017171	ENSLOCP00000010064
ENSCAFP00000008373	ENSLOCP00000019671
ENSCAFP00000037055	ENSLOCP00000018332
ENSCAFP00000017334	ENSLOCP00000008058
ENSCAFP00000017582	ENSLOCP00000019397
ENSCAFP00000034789	ENSLOCP00000011456
ENSCAFP00000008046	ENSLOCP00000001628
ENSCAFP00000001881	ENSLOCP00000019247
ENSCAFP00000022223	ENSLOCP00000011590
ENSCAFP00000021696	ENSLOCP00000009575
ENSCAFP00000017727	ENSLOCP00000005654
ENSCAFP00000006105	ENSLOCP00000009217
ENSCAFP00000037111	ENSLOCP00000017817
ENSCAFP00000003331	ENSLOCP00000013706
ENSCAFP00000024544	ENSLOCP00000014633
ENSCAFP00000015758	ENSLOCP00000002801
ENSCAFP00000000395	ENSLOCP00000019436
ENSCAFP00000027182	ENSLOCP00000008399
ENSCAFP00000030968	ENSLOCP00000006190
ENSCAFP00000014153	ENSLOCP00000014859
ENSCAFP00000040838	ENSLOCP00000006517
ENSCAFP00000000872	ENSLOCP00000000833
ENSCAFP00000000889	ENSLOCP00000020750
ENSCAFP00000011488	ENSLOCP00000016347
ENSCAFP00000011010	ENSLOCP00000001336
ENSCAFP00000006336	ENSLOCP00000022222
ENSCAFP00000007430	ENSLOCP00000017585
ENSCAFP00000032013	ENSLOCP00000019903
ENSCAFP00000001699	ENSLOCP00000015538
ENSCAFP00000039726	ENSLOCP00000019698
ENSCAFP00000014621	ENSLOCP00000003417
ENSCAFP00000032624	ENSLOCP00000005240
ENSCAFP00000002509	ENSLOCP00000020354
ENSCAFP00000000192	ENSLOCP00000005881
ENSCAFP00000004808	ENSLOCP00000001051
ENSCAFP00000037302	ENSLOCP00000004857
ENSCAFP00000024461	ENSLOCP00000007637
ENSCAFP00000019138	ENSLOCP00000005774
ENSCAFP00000038188	ENSLOCP00000010027
ENSCAFP00000028713	ENSLOCP00000004949
ENSCAFP00000003654	ENSLOCP00000022452
ENSCAFP00000006259	ENSLOCP00000003770
ENSCAFP00000033491	ENSLOCP00000003678
ENSCAFP00000025973	ENSLOCP00000007318
ENSCAFP00000019355	ENSLOCP00000005837
ENSCAFP00000001195	ENSLOCP00000003790
ENSCAFP00000020926	ENSLOCP00000001530
ENSCAFP00000008272	ENSLOCP00000015628
ENSCAFP00000006785	ENSLOCP00000016074
ENSCAFP00000028809	ENSLOCP00000006411
ENSCAFP00000020515	ENSLOCP00000006241
ENSCAFP00000002321	ENSLOCP00000014945
ENSCAFP00000005046	ENSLOCP00000019625
ENSCAFP00000020295	ENSLOCP00000011365
ENSCAFP00000013677	ENSLOCP00000019268
ENSCAFP00000022724	ENSLOCP00000005655
ENSCAFP00000009330	ENSLOCP00000018875
ENSCAFP00000028998	ENSLOCP00000017560
ENSCAFP00000007113	ENSLOCP00000019349
ENSCAFP00000028750	ENSLOCP00000018131
ENSCAFP00000005001	ENSLOCP00000019283
ENSCAFP00000013250	ENSLOCP00000014849
ENSCAFP00000022912	ENSLOCP00000005959
ENSCAFP00000024364	ENSLOCP00000017105
ENSCAFP00000039029	ENSLOCP00000013764
ENSCAFP00000042473	ENSLOCP00000014208
ENSCAFP00000012628	ENSLOCP00000010990
ENSCAFP00000037753	ENSLOCP00000021109
ENSCAFP00000042294	ENSLOCP00000002094
ENSCAFP00000020792	ENSLOCP00000014149
ENSCAFP00000008549	ENSLOCP00000015520
ENSCAFP00000036749	ENSLOCP00000015502
ENSCAFP00000013683	ENSLOCP00000010893
ENSCAFP00000013538	ENSLOCP00000019007
ENSCAFP00000007506	ENSLOCP00000012144
ENSCAFP00000009772	ENSLOCP00000003135
ENSCAFP00000040573	ENSLOCP00000008325
ENSCAFP00000030178	ENSLOCP00000008206
ENSCAFP00000014444	ENSLOCP00000012987
ENSCAFP00000013201	ENSLOCP00000013883
ENSCAFP00000025097	ENSLOCP00000018470
ENSCAFP00000042413	ENSLOCP00000010573
ENSCAFP00000026792	ENSLOCP00000007677
ENSCAFP00000012778	ENSLOCP00000009775
ENSCAFP00000001082	ENSLOCP00000012631
ENSCAFP00000011111	ENSLOCP00000022255
ENSCAFP00000036967	ENSLOCP00000011691
ENSCAFP00000017659	ENSLOCP00000003610
ENSCAFP00000001512	ENSLOCP00000021381
ENSCAFP00000005305	ENSLOCP00000000411
ENSCAFP00000028286	ENSLOCP00000018252
ENSCAFP00000024009	ENSLOCP00000002891
ENSCAFP00000008821	ENSLOCP00000015476
ENSCAFP00000012904	ENSLOCP00000009341
ENSCAFP00000008049	ENSLOCP00000001595
ENSCAFP00000010178	ENSLOCP00000009005
ENSCAFP00000001023	ENSLOCP00000022425
ENSCAFP00000009625	ENSLOCP00000002803
ENSCAFP00000010476	ENSLOCP00000007358
ENSCAFP00000038938	ENSLOCP00000001753
ENSCAFP00000038537	ENSLOCP00000001768
ENSCAFP00000028060	ENSLOCP00000003936
ENSCAFP00000016873	ENSLOCP00000005637
ENSCAFP00000029348	ENSLOCP00000003515
ENSCAFP00000014986	ENSLOCP00000004750
ENSCAFP00000006366	ENSLOCP00000012610
ENSCAFP00000009161	ENSLOCP00000011064
ENSCAFP00000041605	ENSLOCP00000009663
ENSCAFP00000015071	ENSLOCP00000016537
ENSCAFP00000007019	ENSLOCP00000020666
ENSCAFP00000003528	ENSLOCP00000013874
ENSCAFP00000042377	ENSLOCP00000014914
ENSCAFP00000033721	ENSLOCP00000012561
ENSCAFP00000022542	ENSLOCP00000003116
ENSCAFP00000015721	ENSLOCP00000003450
ENSCAFP00000019474	ENSLOCP00000002187
ENSCAFP00000022547	ENSLOCP00000012979
ENSCAFP00000027650	ENSLOCP00000003837
ENSCAFP00000027607	ENSLOCP00000015667
ENSCAFP00000010247	ENSLOCP00000006913
ENSCAFP00000020409	ENSLOCP00000008255
ENSCAFP00000001159	ENSLOCP00000020475
ENSCAFP00000024744	ENSLOCP00000016524
ENSCAFP00000029508	ENSLOCP00000001054
ENSCAFP00000017600	ENSLOCP00000001352
ENSCAFP00000008359	ENSLOCP00000007515
ENSCAFP00000010492	ENSLOCP00000006434
ENSCAFP00000010070	ENSLOCP00000002114
ENSCAFP00000018754	ENSLOCP00000019114
ENSCAFP00000007294	ENSLOCP00000005517
ENSCAFP00000012476	ENSLOCP00000008851
ENSCAFP00000017083	ENSLOCP00000010081
ENSCAFP00000036413	ENSLOCP00000008475
ENSCAFP00000039355	ENSLOCP00000017971
ENSCAFP00000037078	ENSLOCP00000014492
ENSCAFP00000026519	ENSLOCP00000014500
ENSCAFP00000006180	ENSLOCP00000011981
ENSCAFP00000007232	ENSLOCP00000022302
ENSCAFP00000040944	ENSLOCP00000018859
ENSCAFP00000008387	ENSLOCP00000013450
ENSCAFP00000015408	ENSLOCP00000003251
ENSCAFP00000009784	ENSLOCP00000012364
ENSCAFP00000032072	ENSLOCP00000008182
ENSCAFP00000019250	ENSLOCP00000001461
ENSCAFP00000042042	ENSLOCP00000009920
ENSCAFP00000015980	ENSLOCP00000017759
ENSCAFP00000014715	ENSLOCP00000016673
ENSCAFP00000038619	ENSLOCP00000006633
ENSCAFP00000018407	ENSLOCP00000004153
ENSCAFP00000038518	ENSLOCP00000002908
ENSCAFP00000015044	ENSLOCP00000001919
ENSCAFP00000031744	ENSLOCP00000010550
ENSCAFP00000006363	ENSLOCP00000006868
ENSCAFP00000039823	ENSLOCP00000016336
ENSCAFP00000029097	ENSLOCP00000003685
ENSCAFP00000019304	ENSLOCP00000017268
ENSCAFP00000027143	ENSLOCP00000022072
ENSCAFP00000022073	ENSLOCP00000021930
ENSCAFP00000042801	ENSLOCP00000009949
ENSCAFP00000040743	ENSLOCP00000002081
ENSCAFP00000018393	ENSLOCP00000009455
ENSCAFP00000022821	ENSLOCP00000016430
ENSCAFP00000040893	ENSLOCP00000010131
ENSCAFP00000019913	ENSLOCP00000002841
ENSCAFP00000042651	ENSLOCP00000011784
ENSCAFP00000040455	ENSLOCP00000001762
ENSCAFP00000022690	ENSLOCP00000011888
ENSCAFP00000004169	ENSLOCP00000020026
ENSCAFP00000020755	ENSLOCP00000011418
ENSCAFP00000023999	ENSLOCP00000016956
ENSCAFP00000035855	ENSLOCP00000009452
ENSCAFP00000042738	ENSLOCP00000002069
ENSCAFP00000034919	ENSLOCP00000005398
ENSCAFP00000038433	ENSLOCP00000013260
ENSCAFP00000005942	ENSLOCP00000019500
ENSCAFP00000018136	ENSLOCP00000003930
ENSCAFP00000014329	ENSLOCP00000016185
ENSCAFP00000034647	ENSLOCP00000021933
ENSCAFP00000024879	ENSLOCP00000021614
ENSCAFP00000042601	ENSLOCP00000016921
ENSCAFP00000015565	ENSLOCP00000017536
ENSCAFP00000029363	ENSLOCP00000015183
ENSCAFP00000013805	ENSLOCP00000002310
ENSCAFP00000012975	ENSLOCP00000010369
ENSCAFP00000043109	ENSLOCP00000008203
ENSCAFP00000013918	ENSLOCP00000007314
ENSCAFP00000008019	ENSLOCP00000001220
ENSCAFP00000037402	ENSLOCP00000009890
ENSCAFP00000021518	ENSLOCP00000017283
ENSCAFP00000002525	ENSLOCP00000017590
ENSCAFP00000002507	ENSLOCP00000021470
ENSCAFP00000021814	ENSLOCP00000009856
ENSCAFP00000002805	ENSLOCP00000022449
ENSCAFP00000002622	ENSLOCP00000022000
ENSCAFP00000030997	ENSLOCP00000003681
ENSCAFP00000019642	ENSLOCP00000002303
ENSCAFP00000028742	ENSLOCP00000002164
ENSCAFP00000016896	ENSLOCP00000018884
ENSCAFP00000027863	ENSLOCP00000018573
ENSCAFP00000021949	ENSLOCP00000002369
ENSCAFP00000032840	ENSLOCP00000017764
ENSCAFP00000028229	ENSLOCP00000005466
ENSCAFP00000010375	ENSLOCP00000007254
ENSCAFP00000024701	ENSLOCP00000000057
ENSCAFP00000014954	ENSLOCP00000003593
ENSCAFP00000041409	ENSLOCP00000017939
ENSCAFP00000019286	ENSLOCP00000004736
ENSCAFP00000008583	ENSLOCP00000018498
ENSCAFP00000038762	ENSLOCP00000007676
ENSCAFP00000003727	ENSLOCP00000001787
ENSCAFP00000028525	ENSLOCP00000022183
ENSCAFP00000016601	ENSLOCP00000019572
ENSCAFP00000024694	ENSLOCP00000010722
ENSCAFP00000020988	ENSLOCP00000005954
ENSCAFP00000000109	ENSLOCP00000005039
ENSCAFP00000031272	ENSLOCP00000013228
ENSCAFP00000000341	ENSLOCP00000014938
ENSCAFP00000026675	ENSLOCP00000008111
ENSCAFP00000020438	ENSLOCP00000016166
ENSCAFP00000041640	ENSLOCP00000017960
ENSCAFP00000012218	ENSLOCP00000006505
ENSCAFP00000001028	ENSLOCP00000010120
ENSCAFP00000031226	ENSLOCP00000019378
ENSCAFP00000005681	ENSLOCP00000016905
ENSCAFP00000027349	ENSLOCP00000001847
ENSCAFP00000027139	ENSLOCP00000017123
ENSCAFP00000023332	ENSLOCP00000016694
ENSCAFP00000037956	ENSLOCP00000002516
ENSCAFP00000025979	ENSLOCP00000016027
ENSCAFP00000032753	ENSLOCP00000014106
ENSCAFP00000033342	ENSLOCP00000022032
ENSCAFP00000004256	ENSLOCP00000021976
ENSCAFP00000026019	ENSLOCP00000015311
ENSCAFP00000019488	ENSLOCP00000002494
ENSCAFP00000003050	ENSLOCP00000015622
ENSCAFP00000005868	ENSLOCP00000011355
ENSCAFP00000036903	ENSLOCP00000009145
ENSCAFP00000011758	ENSLOCP00000001766
ENSCAFP00000001294	ENSLOCP00000021165
ENSCAFP00000037011	ENSLOCP00000009583
ENSCAFP00000036592	ENSLOCP00000010288
ENSCAFP00000011243	ENSLOCP00000005325
ENSCAFP00000013869	ENSLOCP00000007688
ENSCAFP00000014406	ENSLOCP00000008861
ENSCAFP00000026610	ENSLOCP00000008663
ENSCAFP00000020419	ENSLOCP00000006043
ENSCAFP00000010170	ENSLOCP00000001241
ENSCAFP00000001243	ENSLOCP00000020938
ENSCAFP00000014437	ENSLOCP00000008870
ENSCAFP00000014337	ENSLOCP00000003811
ENSCAFP00000040078	ENSLOCP00000002232
ENSCAFP00000000892	ENSLOCP00000018082
ENSCAFP00000007076	ENSLOCP00000011453
ENSCAFP00000021073	ENSLOCP00000014810
ENSCAFP00000014635	ENSLOCP00000017538
ENSCAFP00000014190	ENSLOCP00000001907
ENSCAFP00000014482	ENSLOCP00000021401
ENSCAFP00000017317	ENSLOCP00000022200
ENSCAFP00000017323	ENSLOCP00000022201
ENSCAFP00000031466	ENSLOCP00000009425
ENSCAFP00000041797	ENSLOCP00000010871
ENSCAFP00000013341	ENSLOCP00000015856
ENSCAFP00000026899	ENSLOCP00000007168
ENSCAFP00000039173	ENSLOCP00000017448
ENSCAFP00000019652	ENSLOCP00000011211
ENSCAFP00000019898	ENSLOCP00000020269
ENSCAFP00000007573	ENSLOCP00000015385
ENSCAFP00000000169	ENSLOCP00000005597
ENSCAFP00000001234	ENSLOCP00000019977
ENSCAFP00000018967	ENSLOCP00000012717
ENSCAFP00000018952	ENSLOCP00000012710
ENSCAFP00000000088	ENSLOCP00000005459
ENSCAFP00000017537	ENSLOCP00000011793
ENSCAFP00000027724	ENSLOCP00000006567
ENSCAFP00000033942	ENSLOCP00000006118
ENSCAFP00000024766	ENSLOCP00000019323
ENSCAFP00000025217	ENSLOCP00000007047
ENSCAFP00000025205	ENSLOCP00000009539
ENSCAFP00000043132	ENSLOCP00000022046
ENSCAFP00000022769	ENSLOCP00000003429
ENSCAFP00000020990	ENSLOCP00000007952
ENSCAFP00000041039	ENSLOCP00000006022
ENSCAFP00000002312	ENSLOCP00000014273
ENSCAFP00000021183	ENSLOCP00000021490
ENSCAFP00000022764	ENSLOCP00000012120
ENSCAFP00000039677	ENSLOCP00000022336
ENSCAFP00000026330	ENSLOCP00000003814
ENSCAFP00000033657	ENSLOCP00000001899
ENSCAFP00000014091	ENSLOCP00000011629
ENSCAFP00000035944	ENSLOCP00000007363
ENSCAFP00000041425	ENSLOCP00000015572
ENSCAFP00000000146	ENSLOCP00000014620
ENSCAFP00000005720	ENSLOCP00000021203
ENSCAFP00000014978	ENSLOCP00000015580
ENSCAFP00000026151	ENSLOCP00000010101
ENSCAFP00000015933	ENSLOCP00000009881
ENSCAFP00000014468	ENSLOCP00000008885
ENSCAFP00000038257	ENSLOCP00000021116
ENSCAFP00000010604	ENSLOCP00000001905
ENSCAFP00000033042	ENSLOCP00000012448
ENSCAFP00000012510	ENSLOCP00000008957
ENSCAFP00000005992	ENSLOCP00000004800
ENSCAFP00000040341	ENSLOCP00000016884
ENSCAFP00000023324	ENSLOCP00000009466
ENSCAFP00000025077	ENSLOCP00000013620
ENSCAFP00000029286	ENSLOCP00000014403
ENSCAFP00000023008	ENSLOCP00000020450
ENSCAFP00000010407	ENSLOCP00000004119
ENSCAFP00000010618	ENSLOCP00000020433
ENSCAFP00000010272	ENSLOCP00000005765
ENSCAFP00000040077	ENSLOCP00000015011
ENSCAFP00000003162	ENSLOCP00000009976
ENSCAFP00000031108	ENSLOCP00000020179
ENSCAFP00000011919	ENSLOCP00000021426
ENSCAFP00000036610	ENSLOCP00000021233
ENSCAFP00000019750	ENSLOCP00000006777
ENSCAFP00000024894	ENSLOCP00000014336
ENSCAFP00000035786	ENSLOCP00000004495
ENSCAFP00000017657	ENSLOCP00000003687
ENSCAFP00000005754	ENSLOCP00000013104
ENSCAFP00000027477	ENSLOCP00000008614
