ENSACAP00000005936	ENSMUSP00000034074
ENSACAP00000008596	ENSMUSP00000102904
ENSACAP00000016180	ENSMUSP00000013755
ENSACAP00000005217	ENSMUSP00000041563
ENSACAP00000017512	ENSMUSP00000060143
ENSACAP00000010891	ENSMUSP00000105491
ENSACAP00000005176	ENSMUSP00000062734
ENSACAP00000017549	ENSMUSP00000099609
ENSACAP00000018806	ENSMUSP00000096241
ENSACAP00000014804	ENSMUSP00000005188
ENSACAP00000002297	ENSMUSP00000083490
ENSACAP00000017341	ENSMUSP00000038562
ENSACAP00000008128	ENSMUSP00000015877
ENSACAP00000002149	ENSMUSP00000079722
ENSACAP00000012342	ENSMUSP00000108083
ENSACAP00000016482	ENSMUSP00000003183
ENSACAP00000012510	ENSMUSP00000031359
ENSACAP00000011524	ENSMUSP00000071191
ENSACAP00000000852	ENSMUSP00000094515
ENSACAP00000004382	ENSMUSP00000047571
ENSACAP00000006891	ENSMUSP00000069872
ENSACAP00000014377	ENSMUSP00000053086
ENSACAP00000009139	ENSMUSP00000125912
ENSACAP00000008519	ENSMUSP00000138379
ENSACAP00000005675	ENSMUSP00000111032
ENSACAP00000008374	ENSMUSP00000138400
ENSACAP00000002150	ENSMUSP00000041902
ENSACAP00000008993	ENSMUSP00000039955
ENSACAP00000000191	ENSMUSP00000011262
ENSACAP00000013977	ENSMUSP00000126405
ENSACAP00000002235	ENSMUSP00000124354
ENSACAP00000006815	ENSMUSP00000043713
ENSACAP00000011903	ENSMUSP00000061546
ENSACAP00000001548	ENSMUSP00000087049
ENSACAP00000008438	ENSMUSP00000096203
ENSACAP00000013706	ENSMUSP00000127751
ENSACAP00000000303	ENSMUSP00000022881
ENSACAP00000021843	ENSMUSP00000095300
ENSACAP00000009292	ENSMUSP00000022164
ENSACAP00000001938	ENSMUSP00000113881
ENSACAP00000015281	ENSMUSP00000023737
ENSACAP00000005052	ENSMUSP00000128056
ENSACAP00000010850	ENSMUSP00000002708
ENSACAP00000012211	ENSMUSP00000055267
ENSACAP00000022419	ENSMUSP00000058152
ENSACAP00000010008	ENSMUSP00000035083
ENSACAP00000017201	ENSMUSP00000017544
ENSACAP00000006228	ENSMUSP00000048148
ENSACAP00000016135	ENSMUSP00000073004
ENSACAP00000006009	ENSMUSP00000028814
ENSACAP00000004951	ENSMUSP00000112717
ENSACAP00000022172	ENSMUSP00000025050
ENSACAP00000013197	ENSMUSP00000102034
ENSACAP00000014541	ENSMUSP00000095174
ENSACAP00000009708	ENSMUSP00000053176
ENSACAP00000015560	ENSMUSP00000073541
ENSACAP00000005592	ENSMUSP00000005003
ENSACAP00000010705	ENSMUSP00000025713
ENSACAP00000009378	ENSMUSP00000042803
ENSACAP00000012963	ENSMUSP00000041581
ENSACAP00000000272	ENSMUSP00000118729
ENSACAP00000006742	ENSMUSP00000024701
ENSACAP00000009118	ENSMUSP00000033326
ENSACAP00000011307	ENSMUSP00000038754
ENSACAP00000012168	ENSMUSP00000107530
ENSACAP00000015471	ENSMUSP00000074771
ENSACAP00000000888	ENSMUSP00000117040
ENSACAP00000012185	ENSMUSP00000052144
ENSACAP00000012615	ENSMUSP00000117533
ENSACAP00000014118	ENSMUSP00000109630
ENSACAP00000016832	ENSMUSP00000066736
ENSACAP00000007245	ENSMUSP00000086167
ENSACAP00000009591	ENSMUSP00000033218
ENSACAP00000020140	ENSMUSP00000028232
ENSACAP00000002510	ENSMUSP00000073402
ENSACAP00000016709	ENSMUSP00000054546
ENSACAP00000004979	ENSMUSP00000060394
ENSACAP00000017570	ENSMUSP00000030606
ENSACAP00000015739	ENSMUSP00000064886
ENSACAP00000002810	ENSMUSP00000033927
ENSACAP00000014459	ENSMUSP00000042796
ENSACAP00000006148	ENSMUSP00000076844
ENSACAP00000011765	ENSMUSP00000129811
ENSACAP00000003840	ENSMUSP00000093382
ENSACAP00000018770	ENSMUSP00000019994
ENSACAP00000003461	ENSMUSP00000023494
ENSACAP00000004695	ENSMUSP00000021271
ENSACAP00000022759	ENSMUSP00000027687
ENSACAP00000003421	ENSMUSP00000025702
ENSACAP00000016512	ENSMUSP00000019379
ENSACAP00000008612	ENSMUSP00000037447
ENSACAP00000016686	ENSMUSP00000078384
ENSACAP00000014672	ENSMUSP00000037821
ENSACAP00000013916	ENSMUSP00000105657
ENSACAP00000010380	ENSMUSP00000085022
ENSACAP00000022801	ENSMUSP00000137895
ENSACAP00000016160	ENSMUSP00000073591
ENSACAP00000014198	ENSMUSP00000092380
ENSACAP00000006271	ENSMUSP00000059138
ENSACAP00000016363	ENSMUSP00000028403
ENSACAP00000017472	ENSMUSP00000130680
ENSACAP00000006169	ENSMUSP00000097656
ENSACAP00000015507	ENSMUSP00000135853
ENSACAP00000014635	ENSMUSP00000064516
ENSACAP00000017193	ENSMUSP00000052146
ENSACAP00000010434	ENSMUSP00000109612
ENSACAP00000009252	ENSMUSP00000022993
ENSACAP00000014879	ENSMUSP00000117052
ENSACAP00000010627	ENSMUSP00000130969
ENSACAP00000006874	ENSMUSP00000120015
ENSACAP00000001113	ENSMUSP00000077103
ENSACAP00000015764	ENSMUSP00000105923
ENSACAP00000006919	ENSMUSP00000056121
ENSACAP00000013769	ENSMUSP00000109036
ENSACAP00000009901	ENSMUSP00000126338
ENSACAP00000006145	ENSMUSP00000107677
ENSACAP00000006854	ENSMUSP00000113281
ENSACAP00000013478	ENSMUSP00000078966
ENSACAP00000002501	ENSMUSP00000041874
ENSACAP00000022057	ENSMUSP00000038478
ENSACAP00000003660	ENSMUSP00000025786
ENSACAP00000001620	ENSMUSP00000098096
ENSACAP00000002341	ENSMUSP00000131477
ENSACAP00000009278	ENSMUSP00000108126
ENSACAP00000014514	ENSMUSP00000022704
ENSACAP00000000904	ENSMUSP00000033591
ENSACAP00000002532	ENSMUSP00000027425
ENSACAP00000013079	ENSMUSP00000097971
ENSACAP00000013196	ENSMUSP00000031556
ENSACAP00000013233	ENSMUSP00000069764
ENSACAP00000004293	ENSMUSP00000041538
ENSACAP00000003793	ENSMUSP00000052619
ENSACAP00000001316	ENSMUSP00000069182
ENSACAP00000001212	ENSMUSP00000090886
ENSACAP00000011668	ENSMUSP00000026241
ENSACAP00000019366	ENSMUSP00000020507
ENSACAP00000006320	ENSMUSP00000025196
ENSACAP00000001855	ENSMUSP00000132140
ENSACAP00000001848	ENSMUSP00000022803
ENSACAP00000008395	ENSMUSP00000105413
ENSACAP00000017608	ENSMUSP00000095260
ENSACAP00000019628	ENSMUSP00000117384
ENSACAP00000020265	ENSMUSP00000023072
ENSACAP00000015553	ENSMUSP00000131443
ENSACAP00000005802	ENSMUSP00000059463
ENSACAP00000008185	ENSMUSP00000059570
ENSACAP00000015924	ENSMUSP00000059210
ENSACAP00000013302	ENSMUSP00000136866
ENSACAP00000003323	ENSMUSP00000106441
ENSACAP00000018036	ENSMUSP00000096204
ENSACAP00000000674	ENSMUSP00000070906
ENSACAP00000008076	ENSMUSP00000010974
ENSACAP00000016039	ENSMUSP00000002855
ENSACAP00000002589	ENSMUSP00000054420
ENSACAP00000020093	ENSMUSP00000050014
ENSACAP00000021792	ENSMUSP00000037238
ENSACAP00000015149	ENSMUSP00000031347
ENSACAP00000016244	ENSMUSP00000021828
ENSACAP00000004774	ENSMUSP00000127094
ENSACAP00000015689	ENSMUSP00000021204
ENSACAP00000007234	ENSMUSP00000095534
ENSACAP00000015680	ENSMUSP00000083561
ENSACAP00000010430	ENSMUSP00000020174
ENSACAP00000017666	ENSMUSP00000002298
ENSACAP00000006515	ENSMUSP00000117908
ENSACAP00000010135	ENSMUSP00000053178
ENSACAP00000001091	ENSMUSP00000027062
ENSACAP00000016173	ENSMUSP00000138827
ENSACAP00000016763	ENSMUSP00000033136
ENSACAP00000019726	ENSMUSP00000044725
ENSACAP00000014882	ENSMUSP00000049112
ENSACAP00000010563	ENSMUSP00000136621
ENSACAP00000014332	ENSMUSP00000037586
ENSACAP00000002267	ENSMUSP00000069209
ENSACAP00000005726	ENSMUSP00000062109
ENSACAP00000005746	ENSMUSP00000019006
ENSACAP00000010701	ENSMUSP00000109734
ENSACAP00000001208	ENSMUSP00000062702
ENSACAP00000016198	ENSMUSP00000110751
ENSACAP00000011995	ENSMUSP00000038486
ENSACAP00000013746	ENSMUSP00000082501
ENSACAP00000014763	ENSMUSP00000101648
ENSACAP00000019407	ENSMUSP00000035486
ENSACAP00000002450	ENSMUSP00000023707
ENSACAP00000000349	ENSMUSP00000098768
ENSACAP00000003163	ENSMUSP00000053056
ENSACAP00000015178	ENSMUSP00000026409
ENSACAP00000014047	ENSMUSP00000027266
ENSACAP00000003699	ENSMUSP00000035549
ENSACAP00000007292	ENSMUSP00000056245
ENSACAP00000010974	ENSMUSP00000058204
ENSACAP00000012095	ENSMUSP00000100922
ENSACAP00000008985	ENSMUSP00000021822
ENSACAP00000002027	ENSMUSP00000120568
ENSACAP00000007902	ENSMUSP00000030296
ENSACAP00000012322	ENSMUSP00000049212
ENSACAP00000017777	ENSMUSP00000063977
ENSACAP00000021860	ENSMUSP00000057116
ENSACAP00000022563	ENSMUSP00000083549
ENSACAP00000001830	ENSMUSP00000054053
ENSACAP00000008142	ENSMUSP00000086542
ENSACAP00000005211	ENSMUSP00000029907
ENSACAP00000004481	ENSMUSP00000077995
ENSACAP00000001041	ENSMUSP00000005364
ENSACAP00000020739	ENSMUSP00000005334
ENSACAP00000000748	ENSMUSP00000033828
ENSACAP00000006726	ENSMUSP00000021249
ENSACAP00000005377	ENSMUSP00000088320
ENSACAP00000000834	ENSMUSP00000019268
ENSACAP00000001826	ENSMUSP00000123201
ENSACAP00000014555	ENSMUSP00000104296
ENSACAP00000013781	ENSMUSP00000026601
ENSACAP00000009670	ENSMUSP00000037702
ENSACAP00000014617	ENSMUSP00000137650
ENSACAP00000005662	ENSMUSP00000061221
ENSACAP00000016377	ENSMUSP00000028105
ENSACAP00000001130	ENSMUSP00000093878
ENSACAP00000013266	ENSMUSP00000041242
ENSACAP00000001699	ENSMUSP00000064422
ENSACAP00000004264	ENSMUSP00000001497
ENSACAP00000014120	ENSMUSP00000122072
ENSACAP00000015650	ENSMUSP00000095253
ENSACAP00000007740	ENSMUSP00000047518
ENSACAP00000016534	ENSMUSP00000004473
ENSACAP00000021975	ENSMUSP00000035539
ENSACAP00000002390	ENSMUSP00000002180
ENSACAP00000022706	ENSMUSP00000122507
ENSACAP00000001303	ENSMUSP00000060907
ENSACAP00000009992	ENSMUSP00000020153
ENSACAP00000009089	ENSMUSP00000091374
ENSACAP00000007187	ENSMUSP00000052717
ENSACAP00000000771	ENSMUSP00000095966
ENSACAP00000008559	ENSMUSP00000000895
ENSACAP00000002421	ENSMUSP00000115822
ENSACAP00000011305	ENSMUSP00000028135
ENSACAP00000006351	ENSMUSP00000009358
ENSACAP00000015016	ENSMUSP00000025010
ENSACAP00000000394	ENSMUSP00000051151
ENSACAP00000012625	ENSMUSP00000127909
ENSACAP00000014010	ENSMUSP00000106978
ENSACAP00000012270	ENSMUSP00000120649
ENSACAP00000015644	ENSMUSP00000130571
ENSACAP00000003633	ENSMUSP00000041941
ENSACAP00000005958	ENSMUSP00000077273
ENSACAP00000014038	ENSMUSP00000049848
ENSACAP00000022252	ENSMUSP00000109907
ENSACAP00000006905	ENSMUSP00000043074
ENSACAP00000014476	ENSMUSP00000023826
ENSACAP00000008343	ENSMUSP00000006380
ENSACAP00000021584	ENSMUSP00000060194
ENSACAP00000004797	ENSMUSP00000107439
ENSACAP00000014985	ENSMUSP00000051481
ENSACAP00000021208	ENSMUSP00000055437
ENSACAP00000015271	ENSMUSP00000105312
ENSACAP00000011939	ENSMUSP00000119774
ENSACAP00000009813	ENSMUSP00000025936
ENSACAP00000004984	ENSMUSP00000047992
ENSACAP00000013989	ENSMUSP00000032977
ENSACAP00000012750	ENSMUSP00000108499
ENSACAP00000003671	ENSMUSP00000071292
ENSACAP00000013544	ENSMUSP00000029049
ENSACAP00000008498	ENSMUSP00000124027
ENSACAP00000011221	ENSMUSP00000043682
ENSACAP00000007484	ENSMUSP00000063879
ENSACAP00000016515	ENSMUSP00000004913
ENSACAP00000022690	ENSMUSP00000027643
ENSACAP00000008302	ENSMUSP00000021796
ENSACAP00000003605	ENSMUSP00000029030
ENSACAP00000000238	ENSMUSP00000030384
ENSACAP00000023131	ENSMUSP00000102718
ENSACAP00000020321	ENSMUSP00000053869
ENSACAP00000015635	ENSMUSP00000085960
ENSACAP00000008158	ENSMUSP00000029665
ENSACAP00000005466	ENSMUSP00000025803
ENSACAP00000021120	ENSMUSP00000086342
ENSACAP00000004202	ENSMUSP00000105379
ENSACAP00000004119	ENSMUSP00000028983
ENSACAP00000005399	ENSMUSP00000018521
ENSACAP00000012671	ENSMUSP00000020821
ENSACAP00000013935	ENSMUSP00000048285
ENSACAP00000006844	ENSMUSP00000055427
ENSACAP00000005625	ENSMUSP00000105248
ENSACAP00000006199	ENSMUSP00000098687
ENSACAP00000006986	ENSMUSP00000136914
ENSACAP00000023044	ENSMUSP00000029787
ENSACAP00000014953	ENSMUSP00000026445
ENSACAP00000011441	ENSMUSP00000031565
ENSACAP00000016025	ENSMUSP00000125761
ENSACAP00000006266	ENSMUSP00000027639
ENSACAP00000000174	ENSMUSP00000034612
ENSACAP00000006367	ENSMUSP00000037328
ENSACAP00000004945	ENSMUSP00000071130
ENSACAP00000022630	ENSMUSP00000099833
ENSACAP00000007619	ENSMUSP00000130827
ENSACAP00000010258	ENSMUSP00000037476
ENSACAP00000021582	ENSMUSP00000033689
ENSACAP00000003220	ENSMUSP00000031650
ENSACAP00000015068	ENSMUSP00000025521
ENSACAP00000003281	ENSMUSP00000059212
ENSACAP00000004056	ENSMUSP00000074878
ENSACAP00000006114	ENSMUSP00000049676
ENSACAP00000010793	ENSMUSP00000022529
ENSACAP00000009743	ENSMUSP00000001185
ENSACAP00000012118	ENSMUSP00000048238
ENSACAP00000016312	ENSMUSP00000112592
ENSACAP00000015134	ENSMUSP00000067181
ENSACAP00000004353	ENSMUSP00000028129
ENSACAP00000014823	ENSMUSP00000049103
ENSACAP00000000926	ENSMUSP00000065613
ENSACAP00000012513	ENSMUSP00000084039
ENSACAP00000001507	ENSMUSP00000039394
ENSACAP00000007481	ENSMUSP00000050279
ENSACAP00000001840	ENSMUSP00000113097
ENSACAP00000009444	ENSMUSP00000039699
ENSACAP00000009509	ENSMUSP00000128276
ENSACAP00000009318	ENSMUSP00000026590
ENSACAP00000011855	ENSMUSP00000004587
ENSACAP00000003937	ENSMUSP00000026890
ENSACAP00000010146	ENSMUSP00000009018
ENSACAP00000008650	ENSMUSP00000022311
ENSACAP00000009733	ENSMUSP00000052872
ENSACAP00000011069	ENSMUSP00000031692
ENSACAP00000005505	ENSMUSP00000099605
ENSACAP00000001859	ENSMUSP00000028727
ENSACAP00000004790	ENSMUSP00000044288
ENSACAP00000012804	ENSMUSP00000087118
ENSACAP00000000558	ENSMUSP00000099864
ENSACAP00000004620	ENSMUSP00000042266
ENSACAP00000010625	ENSMUSP00000032344
ENSACAP00000011539	ENSMUSP00000135556
ENSACAP00000002648	ENSMUSP00000008462
ENSACAP00000006871	ENSMUSP00000118125
ENSACAP00000020058	ENSMUSP00000041361
ENSACAP00000014589	ENSMUSP00000044002
ENSACAP00000012352	ENSMUSP00000105272
ENSACAP00000008609	ENSMUSP00000110609
ENSACAP00000007186	ENSMUSP00000025236
ENSACAP00000011007	ENSMUSP00000074872
ENSACAP00000023366	ENSMUSP00000035663
ENSACAP00000002003	ENSMUSP00000128318
ENSACAP00000011997	ENSMUSP00000036974
ENSACAP00000010943	ENSMUSP00000107579
ENSACAP00000008308	ENSMUSP00000134672
ENSACAP00000003527	ENSMUSP00000107415
ENSACAP00000014621	ENSMUSP00000047284
ENSACAP00000020460	ENSMUSP00000045332
ENSACAP00000011633	ENSMUSP00000029548
ENSACAP00000015945	ENSMUSP00000038610
ENSACAP00000005906	ENSMUSP00000042808
ENSACAP00000011163	ENSMUSP00000090227
ENSACAP00000002610	ENSMUSP00000037629
ENSACAP00000015518	ENSMUSP00000130194
ENSACAP00000015259	ENSMUSP00000024944
ENSACAP00000003507	ENSMUSP00000029570
ENSACAP00000016219	ENSMUSP00000118180
ENSACAP00000017030	ENSMUSP00000002699
ENSACAP00000001118	ENSMUSP00000031227
ENSACAP00000009786	ENSMUSP00000022148
ENSACAP00000007539	ENSMUSP00000035116
ENSACAP00000003156	ENSMUSP00000020672
ENSACAP00000001827	ENSMUSP00000022734
ENSACAP00000016702	ENSMUSP00000014339
ENSACAP00000016827	ENSMUSP00000133205
ENSACAP00000015998	ENSMUSP00000110817
ENSACAP00000018216	ENSMUSP00000034720
ENSACAP00000016339	ENSMUSP00000047376
ENSACAP00000019207	ENSMUSP00000037929
ENSACAP00000016810	ENSMUSP00000103012
ENSACAP00000013885	ENSMUSP00000017904
ENSACAP00000006969	ENSMUSP00000131462
ENSACAP00000000462	ENSMUSP00000099510
ENSACAP00000012704	ENSMUSP00000069243
ENSACAP00000020149	ENSMUSP00000036138
ENSACAP00000002725	ENSMUSP00000034343
ENSACAP00000016370	ENSMUSP00000023829
ENSACAP00000004216	ENSMUSP00000065832
ENSACAP00000015740	ENSMUSP00000115704
ENSACAP00000013319	ENSMUSP00000012679
ENSACAP00000009450	ENSMUSP00000129654
ENSACAP00000016797	ENSMUSP00000023760
ENSACAP00000015712	ENSMUSP00000061308
ENSACAP00000013147	ENSMUSP00000054734
ENSACAP00000016572	ENSMUSP00000051664
ENSACAP00000015782	ENSMUSP00000033389
ENSACAP00000022854	ENSMUSP00000033099
ENSACAP00000009255	ENSMUSP00000000186
ENSACAP00000015931	ENSMUSP00000075762
ENSACAP00000008812	ENSMUSP00000041104
ENSACAP00000007670	ENSMUSP00000021306
ENSACAP00000000644	ENSMUSP00000024773
ENSACAP00000005757	ENSMUSP00000028892
ENSACAP00000003881	ENSMUSP00000090941
ENSACAP00000006531	ENSMUSP00000018122
ENSACAP00000009560	ENSMUSP00000105620
ENSACAP00000009767	ENSMUSP00000025585
ENSACAP00000001624	ENSMUSP00000059913
ENSACAP00000010727	ENSMUSP00000102267
ENSACAP00000007576	ENSMUSP00000082137
ENSACAP00000005093	ENSMUSP00000093697
ENSACAP00000021288	ENSMUSP00000106016
ENSACAP00000019705	ENSMUSP00000136409
ENSACAP00000014002	ENSMUSP00000116282
ENSACAP00000019747	ENSMUSP00000136957
ENSACAP00000015920	ENSMUSP00000055036
ENSACAP00000005760	ENSMUSP00000045351
ENSACAP00000012441	ENSMUSP00000025659
ENSACAP00000011621	ENSMUSP00000069228
ENSACAP00000006438	ENSMUSP00000056008
ENSACAP00000002827	ENSMUSP00000089437
ENSACAP00000007726	ENSMUSP00000023583
ENSACAP00000007661	ENSMUSP00000023587
ENSACAP00000002903	ENSMUSP00000052056
ENSACAP00000013212	ENSMUSP00000075566
ENSACAP00000004430	ENSMUSP00000007130
ENSACAP00000009699	ENSMUSP00000050577
ENSACAP00000009530	ENSMUSP00000060040
ENSACAP00000006263	ENSMUSP00000115871
ENSACAP00000006002	ENSMUSP00000022634
ENSACAP00000007888	ENSMUSP00000101718
ENSACAP00000003129	ENSMUSP00000113835
ENSACAP00000013941	ENSMUSP00000064080
ENSACAP00000003769	ENSMUSP00000092253
ENSACAP00000009686	ENSMUSP00000137246
ENSACAP00000016126	ENSMUSP00000040271
ENSACAP00000001868	ENSMUSP00000022592
ENSACAP00000009003	ENSMUSP00000101311
ENSACAP00000009104	ENSMUSP00000099981
ENSACAP00000010265	ENSMUSP00000101049
ENSACAP00000012207	ENSMUSP00000073751
ENSACAP00000000870	ENSMUSP00000094513
ENSACAP00000012822	ENSMUSP00000008088
ENSACAP00000002032	ENSMUSP00000041543
ENSACAP00000006597	ENSMUSP00000005352
ENSACAP00000009888	ENSMUSP00000024748
ENSACAP00000019046	ENSMUSP00000043111
ENSACAP00000002424	ENSMUSP00000069422
ENSACAP00000016191	ENSMUSP00000093206
ENSACAP00000003681	ENSMUSP00000078407
ENSACAP00000001419	ENSMUSP00000105560
ENSACAP00000020102	ENSMUSP00000098723
ENSACAP00000001702	ENSMUSP00000050211
ENSACAP00000009896	ENSMUSP00000079239
ENSACAP00000006274	ENSMUSP00000037970
ENSACAP00000009537	ENSMUSP00000086948
ENSACAP00000010804	ENSMUSP00000031009
ENSACAP00000014748	ENSMUSP00000020537
ENSACAP00000012116	ENSMUSP00000033153
ENSACAP00000016488	ENSMUSP00000001059
ENSACAP00000002373	ENSMUSP00000106266
ENSACAP00000016345	ENSMUSP00000104889
ENSACAP00000014760	ENSMUSP00000010298
ENSACAP00000006251	ENSMUSP00000075266
ENSACAP00000007232	ENSMUSP00000117687
ENSACAP00000010698	ENSMUSP00000066805
ENSACAP00000006010	ENSMUSP00000043596
ENSACAP00000003513	ENSMUSP00000118361
ENSACAP00000015890	ENSMUSP00000117017
ENSACAP00000008949	ENSMUSP00000106866
ENSACAP00000016294	ENSMUSP00000017572
ENSACAP00000015711	ENSMUSP00000028635
ENSACAP00000006026	ENSMUSP00000135703
ENSACAP00000016433	ENSMUSP00000135881
ENSACAP00000012447	ENSMUSP00000134848
ENSACAP00000007681	ENSMUSP00000021302
ENSACAP00000001913	ENSMUSP00000022590
ENSACAP00000014115	ENSMUSP00000095608
ENSACAP00000013960	ENSMUSP00000044026
ENSACAP00000014703	ENSMUSP00000023068
ENSACAP00000009049	ENSMUSP00000033325
ENSACAP00000002104	ENSMUSP00000002327
ENSACAP00000008780	ENSMUSP00000022901
ENSACAP00000000118	ENSMUSP00000020980
ENSACAP00000004701	ENSMUSP00000108876
ENSACAP00000014242	ENSMUSP00000035010
ENSACAP00000013171	ENSMUSP00000087857
ENSACAP00000009785	ENSMUSP00000036214
ENSACAP00000004036	ENSMUSP00000137871
ENSACAP00000016670	ENSMUSP00000059724
ENSACAP00000006884	ENSMUSP00000052017
ENSACAP00000001593	ENSMUSP00000043066
ENSACAP00000004794	ENSMUSP00000030408
ENSACAP00000023112	ENSMUSP00000045315
ENSACAP00000010003	ENSMUSP00000079689
ENSACAP00000005795	ENSMUSP00000099938
ENSACAP00000009383	ENSMUSP00000109728
ENSACAP00000008204	ENSMUSP00000099317
ENSACAP00000016438	ENSMUSP00000059575
ENSACAP00000001768	ENSMUSP00000032071
ENSACAP00000009088	ENSMUSP00000065935
ENSACAP00000005552	ENSMUSP00000131904
ENSACAP00000004138	ENSMUSP00000096950
ENSACAP00000013044	ENSMUSP00000090564
ENSACAP00000016761	ENSMUSP00000130313
ENSACAP00000016314	ENSMUSP00000125995
ENSACAP00000023416	ENSMUSP00000021166
ENSACAP00000010913	ENSMUSP00000105168
ENSACAP00000019525	ENSMUSP00000135913
ENSACAP00000002816	ENSMUSP00000063650
ENSACAP00000009246	ENSMUSP00000022908
ENSACAP00000005207	ENSMUSP00000023040
ENSACAP00000020714	ENSMUSP00000047586
ENSACAP00000007406	ENSMUSP00000103222
ENSACAP00000016850	ENSMUSP00000073371
ENSACAP00000012345	ENSMUSP00000045357
ENSACAP00000001516	ENSMUSP00000047880
ENSACAP00000002723	ENSMUSP00000067882
ENSACAP00000001511	ENSMUSP00000051331
ENSACAP00000017490	ENSMUSP00000025649
ENSACAP00000007324	ENSMUSP00000029259
ENSACAP00000003068	ENSMUSP00000055475
ENSACAP00000008041	ENSMUSP00000052584
ENSACAP00000007691	ENSMUSP00000061234
ENSACAP00000004885	ENSMUSP00000047220
ENSACAP00000011610	ENSMUSP00000086779
ENSACAP00000016735	ENSMUSP00000130121
ENSACAP00000003077	ENSMUSP00000106756
ENSACAP00000008695	ENSMUSP00000124272
ENSACAP00000017300	ENSMUSP00000018880
ENSACAP00000001117	ENSMUSP00000112551
ENSACAP00000013055	ENSMUSP00000099349
ENSACAP00000022231	ENSMUSP00000033289
ENSACAP00000014544	ENSMUSP00000113174
ENSACAP00000022117	ENSMUSP00000067611
ENSACAP00000010930	ENSMUSP00000072961
ENSACAP00000008739	ENSMUSP00000113810
ENSACAP00000010151	ENSMUSP00000086094
ENSACAP00000010133	ENSMUSP00000100868
ENSACAP00000016956	ENSMUSP00000001569
ENSACAP00000007849	ENSMUSP00000072136
ENSACAP00000004723	ENSMUSP00000113494
ENSACAP00000003099	ENSMUSP00000062174
ENSACAP00000012668	ENSMUSP00000021929
ENSACAP00000015571	ENSMUSP00000003360
ENSACAP00000008398	ENSMUSP00000073652
ENSACAP00000014637	ENSMUSP00000018645
ENSACAP00000014806	ENSMUSP00000083250
ENSACAP00000016153	ENSMUSP00000137577
ENSACAP00000004612	ENSMUSP00000045291
ENSACAP00000012627	ENSMUSP00000033634
ENSACAP00000011147	ENSMUSP00000114015
ENSACAP00000000831	ENSMUSP00000027965
ENSACAP00000007912	ENSMUSP00000113499
ENSACAP00000005186	ENSMUSP00000030434
ENSACAP00000012640	ENSMUSP00000006137
ENSACAP00000002898	ENSMUSP00000109502
ENSACAP00000003213	ENSMUSP00000022561
ENSACAP00000004703	ENSMUSP00000054748
ENSACAP00000004923	ENSMUSP00000030412
ENSACAP00000015804	ENSMUSP00000064893
ENSACAP00000015743	ENSMUSP00000122964
ENSACAP00000010034	ENSMUSP00000120387
ENSACAP00000012505	ENSMUSP00000020856
ENSACAP00000009008	ENSMUSP00000089680
ENSACAP00000004385	ENSMUSP00000049490
ENSACAP00000003254	ENSMUSP00000039528
ENSACAP00000002098	ENSMUSP00000124674
ENSACAP00000005338	ENSMUSP00000057896
ENSACAP00000008569	ENSMUSP00000110287
ENSACAP00000009356	ENSMUSP00000035099
ENSACAP00000016239	ENSMUSP00000028509
ENSACAP00000008715	ENSMUSP00000129325
ENSACAP00000006895	ENSMUSP00000044280
ENSACAP00000011818	ENSMUSP00000020640
ENSACAP00000003851	ENSMUSP00000078361
ENSACAP00000009052	ENSMUSP00000094886
ENSACAP00000003912	ENSMUSP00000070382
ENSACAP00000014924	ENSMUSP00000078774
ENSACAP00000013508	ENSMUSP00000068174
ENSACAP00000009142	ENSMUSP00000022904
ENSACAP00000012728	ENSMUSP00000020884
ENSACAP00000007572	ENSMUSP00000124548
ENSACAP00000006375	ENSMUSP00000082013
ENSACAP00000001450	ENSMUSP00000027916
ENSACAP00000002936	ENSMUSP00000030192
ENSACAP00000012399	ENSMUSP00000027287
ENSACAP00000002724	ENSMUSP00000044466
ENSACAP00000004073	ENSMUSP00000027267
ENSACAP00000013064	ENSMUSP00000119875
ENSACAP00000004983	ENSMUSP00000105976
