ENSACAP00000008923	ENSORLP00000011382
ENSACAP00000012724	ENSORLP00000005365
ENSACAP00000005316	ENSORLP00000014954
ENSACAP00000016125	ENSORLP00000016976
ENSACAP00000003014	ENSORLP00000017720
ENSACAP00000000948	ENSORLP00000002627
ENSACAP00000002835	ENSORLP00000025331
ENSACAP00000005183	ENSORLP00000024062
ENSACAP00000013553	ENSORLP00000004632
ENSACAP00000001746	ENSORLP00000005521
ENSACAP00000003954	ENSORLP00000002270
ENSACAP00000015240	ENSORLP00000002338
ENSACAP00000015240	ENSORLP00000014491
ENSACAP00000007951	ENSORLP00000022087
ENSACAP00000011929	ENSORLP00000015110
ENSACAP00000011921	ENSORLP00000009853
ENSACAP00000020027	ENSORLP00000006295
ENSACAP00000007901	ENSORLP00000008450
ENSACAP00000007901	ENSORLP00000009818
ENSACAP00000012384	ENSORLP00000011817
ENSACAP00000014734	ENSORLP00000012854
ENSACAP00000016355	ENSORLP00000011247
ENSACAP00000006385	ENSORLP00000001650
ENSACAP00000016285	ENSORLP00000008229
ENSACAP00000014509	ENSORLP00000006333
ENSACAP00000014509	ENSORLP00000011186
ENSACAP00000019794	ENSORLP00000022262
ENSACAP00000012305	ENSORLP00000014172
ENSACAP00000014928	ENSORLP00000019753
ENSACAP00000010637	ENSORLP00000008629
ENSACAP00000010637	ENSORLP00000011484
ENSACAP00000002362	ENSORLP00000020315
ENSACAP00000013799	ENSORLP00000019444
ENSACAP00000016188	ENSORLP00000013988
ENSACAP00000017492	ENSORLP00000012561
ENSACAP00000017699	ENSORLP00000012372
ENSACAP00000014025	ENSORLP00000013987
ENSACAP00000000522	ENSORLP00000007979
ENSACAP00000007778	ENSORLP00000001762
ENSACAP00000017645	ENSORLP00000006883
ENSACAP00000016784	ENSORLP00000008632
ENSACAP00000008491	ENSORLP00000004669
ENSACAP00000008491	ENSORLP00000002783
ENSACAP00000007551	ENSORLP00000019742
ENSACAP00000001347	ENSORLP00000011470
ENSACAP00000001347	ENSORLP00000008530
ENSACAP00000008888	ENSORLP00000010005
ENSACAP00000002117	ENSORLP00000016138
ENSACAP00000003788	ENSORLP00000004021
ENSACAP00000001985	ENSORLP00000022152
ENSACAP00000011135	ENSORLP00000013616
ENSACAP00000007159	ENSORLP00000014792
ENSACAP00000001526	ENSORLP00000019845
ENSACAP00000004118	ENSORLP00000001421
ENSACAP00000002773	ENSORLP00000021683
ENSACAP00000005772	ENSORLP00000007321
ENSACAP00000006167	ENSORLP00000011224
ENSACAP00000007864	ENSORLP00000017850
ENSACAP00000011654	ENSORLP00000002357
ENSACAP00000002298	ENSORLP00000006748
ENSACAP00000004142	ENSORLP00000002587
ENSACAP00000004142	ENSORLP00000021247
ENSACAP00000002377	ENSORLP00000005051
ENSACAP00000007519	ENSORLP00000003765
ENSACAP00000013541	ENSORLP00000025014
ENSACAP00000013541	ENSORLP00000023046
ENSACAP00000017452	ENSORLP00000004584
ENSACAP00000003087	ENSORLP00000023370
ENSACAP00000015783	ENSORLP00000005779
ENSACAP00000015410	ENSORLP00000019283
ENSACAP00000013178	ENSORLP00000001843
ENSACAP00000011045	ENSORLP00000000380
ENSACAP00000013082	ENSORLP00000004424
ENSACAP00000002258	ENSORLP00000000404
ENSACAP00000009224	ENSORLP00000010156
ENSACAP00000009443	ENSORLP00000019350
ENSACAP00000009443	ENSORLP00000020369
ENSACAP00000008337	ENSORLP00000006817
ENSACAP00000008417	ENSORLP00000013108
ENSACAP00000003130	ENSORLP00000011033
ENSACAP00000016581	ENSORLP00000010839
ENSACAP00000005432	ENSORLP00000018382
ENSACAP00000005432	ENSORLP00000012218
ENSACAP00000010650	ENSORLP00000017958
ENSACAP00000001158	ENSORLP00000005996
ENSACAP00000000209	ENSORLP00000014275
ENSACAP00000003194	ENSORLP00000012341
ENSACAP00000010613	ENSORLP00000001385
ENSACAP00000006239	ENSORLP00000002042
ENSACAP00000006239	ENSORLP00000009399
ENSACAP00000016553	ENSORLP00000008971
ENSACAP00000011885	ENSORLP00000012770
ENSACAP00000004440	ENSORLP00000011639
ENSACAP00000003925	ENSORLP00000014777
ENSACAP00000007816	ENSORLP00000011409
ENSACAP00000002059	ENSORLP00000022729
ENSACAP00000003245	ENSORLP00000009205
ENSACAP00000012378	ENSORLP00000002583
ENSACAP00000007447	ENSORLP00000023345
ENSACAP00000016432	ENSORLP00000001363
ENSACAP00000011300	ENSORLP00000007496
ENSACAP00000007531	ENSORLP00000014865
ENSACAP00000013439	ENSORLP00000005624
ENSACAP00000002204	ENSORLP00000025492
ENSACAP00000015211	ENSORLP00000013878
ENSACAP00000005636	ENSORLP00000001089
ENSACAP00000009010	ENSORLP00000001552
ENSACAP00000006942	ENSORLP00000017675
ENSACAP00000008310	ENSORLP00000006205
ENSACAP00000009760	ENSORLP00000004588
ENSACAP00000002567	ENSORLP00000006352
ENSACAP00000008835	ENSORLP00000010309
ENSACAP00000013445	ENSORLP00000005146
ENSACAP00000010829	ENSORLP00000012308
ENSACAP00000006519	ENSORLP00000011744
ENSACAP00000016514	ENSORLP00000014035
ENSACAP00000008611	ENSORLP00000012196
ENSACAP00000000162	ENSORLP00000015982
ENSACAP00000015230	ENSORLP00000024929
ENSACAP00000009629	ENSORLP00000009862
ENSACAP00000009629	ENSORLP00000006891
ENSACAP00000009581	ENSORLP00000012978
ENSACAP00000009581	ENSORLP00000002873
ENSACAP00000007974	ENSORLP00000003557
ENSACAP00000010810	ENSORLP00000024828
ENSACAP00000002186	ENSORLP00000007985
ENSACAP00000001328	ENSORLP00000021646
ENSACAP00000020222	ENSORLP00000006008
ENSACAP00000005197	ENSORLP00000004020
ENSACAP00000005197	ENSORLP00000025678
ENSACAP00000012024	ENSORLP00000019393
ENSACAP00000012024	ENSORLP00000020263
ENSACAP00000021444	ENSORLP00000020160
ENSACAP00000005217	ENSORLP00000017369
ENSACAP00000017512	ENSORLP00000018703
ENSACAP00000010891	ENSORLP00000003121
ENSACAP00000005176	ENSORLP00000010358
ENSACAP00000016507	ENSORLP00000010790
ENSACAP00000017549	ENSORLP00000018379
ENSACAP00000011048	ENSORLP00000002199
ENSACAP00000014804	ENSORLP00000008025
ENSACAP00000002297	ENSORLP00000004446
ENSACAP00000008128	ENSORLP00000024471
ENSACAP00000011289	ENSORLP00000021169
ENSACAP00000016482	ENSORLP00000001596
ENSACAP00000012510	ENSORLP00000008097
ENSACAP00000012510	ENSORLP00000000429
ENSACAP00000011524	ENSORLP00000004449
ENSACAP00000003758	ENSORLP00000001227
ENSACAP00000004382	ENSORLP00000020164
ENSACAP00000006891	ENSORLP00000010222
ENSACAP00000014377	ENSORLP00000005776
ENSACAP00000013022	ENSORLP00000008205
ENSACAP00000005675	ENSORLP00000010859
ENSACAP00000002150	ENSORLP00000018205
ENSACAP00000002150	ENSORLP00000009540
ENSACAP00000008993	ENSORLP00000017078
ENSACAP00000000191	ENSORLP00000023811
ENSACAP00000013977	ENSORLP00000017035
ENSACAP00000002235	ENSORLP00000020445
ENSACAP00000022773	ENSORLP00000001149
ENSACAP00000001548	ENSORLP00000019236
ENSACAP00000008438	ENSORLP00000008154
ENSACAP00000013492	ENSORLP00000005571
ENSACAP00000000303	ENSORLP00000007869
ENSACAP00000021843	ENSORLP00000006661
ENSACAP00000009292	ENSORLP00000004078
ENSACAP00000001938	ENSORLP00000020199
ENSACAP00000015281	ENSORLP00000009519
ENSACAP00000010008	ENSORLP00000018408
ENSACAP00000017201	ENSORLP00000004345
ENSACAP00000017201	ENSORLP00000010374
ENSACAP00000006228	ENSORLP00000004805
ENSACAP00000016135	ENSORLP00000001377
ENSACAP00000012172	ENSORLP00000007120
ENSACAP00000019753	ENSORLP00000014043
ENSACAP00000013378	ENSORLP00000019446
ENSACAP00000006009	ENSORLP00000003554
ENSACAP00000007084	ENSORLP00000004075
ENSACAP00000007084	ENSORLP00000010125
ENSACAP00000004951	ENSORLP00000005894
ENSACAP00000012308	ENSORLP00000016965
ENSACAP00000013197	ENSORLP00000005907
ENSACAP00000015560	ENSORLP00000019315
ENSACAP00000005592	ENSORLP00000024717
ENSACAP00000010705	ENSORLP00000013410
ENSACAP00000009378	ENSORLP00000020586
ENSACAP00000000272	ENSORLP00000007969
ENSACAP00000009118	ENSORLP00000001371
ENSACAP00000011307	ENSORLP00000019923
ENSACAP00000012168	ENSORLP00000010561
ENSACAP00000012168	ENSORLP00000015469
ENSACAP00000015471	ENSORLP00000014010
ENSACAP00000012185	ENSORLP00000019596
ENSACAP00000009555	ENSORLP00000012400
ENSACAP00000009555	ENSORLP00000014703
ENSACAP00000007245	ENSORLP00000011560
ENSACAP00000007245	ENSORLP00000015154
ENSACAP00000009591	ENSORLP00000012214
ENSACAP00000002510	ENSORLP00000020274
ENSACAP00000005650	ENSORLP00000006459
ENSACAP00000016709	ENSORLP00000018488
ENSACAP00000009617	ENSORLP00000004180
ENSACAP00000000216	ENSORLP00000009583
ENSACAP00000004979	ENSORLP00000025629
ENSACAP00000017570	ENSORLP00000018144
ENSACAP00000015739	ENSORLP00000007535
ENSACAP00000015739	ENSORLP00000014285
ENSACAP00000002810	ENSORLP00000020878
ENSACAP00000009527	ENSORLP00000012263
ENSACAP00000006148	ENSORLP00000007208
ENSACAP00000006936	ENSORLP00000022644
ENSACAP00000011765	ENSORLP00000019787
ENSACAP00000003840	ENSORLP00000024448
ENSACAP00000018770	ENSORLP00000024453
ENSACAP00000003461	ENSORLP00000010822
ENSACAP00000002744	ENSORLP00000020793
ENSACAP00000002744	ENSORLP00000019352
ENSACAP00000004695	ENSORLP00000008703
ENSACAP00000015864	ENSORLP00000014795
ENSACAP00000001941	ENSORLP00000021237
ENSACAP00000000871	ENSORLP00000017699
ENSACAP00000022759	ENSORLP00000010606
ENSACAP00000003421	ENSORLP00000006785
ENSACAP00000006059	ENSORLP00000018783
ENSACAP00000016512	ENSORLP00000020810
ENSACAP00000008612	ENSORLP00000005808
ENSACAP00000008612	ENSORLP00000012156
ENSACAP00000016686	ENSORLP00000014236
ENSACAP00000014672	ENSORLP00000013816
ENSACAP00000014672	ENSORLP00000009296
ENSACAP00000013916	ENSORLP00000014946
ENSACAP00000002455	ENSORLP00000012931
ENSACAP00000022801	ENSORLP00000016954
ENSACAP00000015692	ENSORLP00000014526
ENSACAP00000015692	ENSORLP00000007479
ENSACAP00000014198	ENSORLP00000020360
ENSACAP00000014198	ENSORLP00000005426
ENSACAP00000006271	ENSORLP00000006343
ENSACAP00000016363	ENSORLP00000021641
ENSACAP00000006169	ENSORLP00000018138
ENSACAP00000015507	ENSORLP00000019690
ENSACAP00000015501	ENSORLP00000019696
ENSACAP00000020502	ENSORLP00000007661
ENSACAP00000020502	ENSORLP00000012128
ENSACAP00000014635	ENSORLP00000011226
ENSACAP00000017193	ENSORLP00000024597
ENSACAP00000010434	ENSORLP00000002994
ENSACAP00000009252	ENSORLP00000025687
ENSACAP00000014879	ENSORLP00000015770
ENSACAP00000010627	ENSORLP00000011728
ENSACAP00000006874	ENSORLP00000004907
ENSACAP00000015764	ENSORLP00000014019
ENSACAP00000015764	ENSORLP00000015646
ENSACAP00000000798	ENSORLP00000004667
ENSACAP00000013769	ENSORLP00000007841
ENSACAP00000019982	ENSORLP00000008284
ENSACAP00000009901	ENSORLP00000019964
ENSACAP00000006145	ENSORLP00000006671
ENSACAP00000006145	ENSORLP00000003490
ENSACAP00000001211	ENSORLP00000007009
ENSACAP00000007739	ENSORLP00000010019
ENSACAP00000002737	ENSORLP00000015895
ENSACAP00000002501	ENSORLP00000022633
ENSACAP00000013418	ENSORLP00000011716
ENSACAP00000009831	ENSORLP00000003820
ENSACAP00000015647	ENSORLP00000016280
ENSACAP00000002341	ENSORLP00000009679
ENSACAP00000014514	ENSORLP00000010356
ENSACAP00000000904	ENSORLP00000012995
ENSACAP00000013079	ENSORLP00000023550
ENSACAP00000013233	ENSORLP00000001882
ENSACAP00000001316	ENSORLP00000016444
ENSACAP00000001212	ENSORLP00000023337
ENSACAP00000013465	ENSORLP00000005061
ENSACAP00000001499	ENSORLP00000019187
ENSACAP00000001499	ENSORLP00000022679
ENSACAP00000014756	ENSORLP00000010320
ENSACAP00000014756	ENSORLP00000006688
ENSACAP00000019366	ENSORLP00000005305
ENSACAP00000001855	ENSORLP00000020385
ENSACAP00000008395	ENSORLP00000024974
ENSACAP00000020265	ENSORLP00000003387
ENSACAP00000004692	ENSORLP00000023999
ENSACAP00000005802	ENSORLP00000010863
ENSACAP00000008185	ENSORLP00000000069
ENSACAP00000008185	ENSORLP00000018084
ENSACAP00000013302	ENSORLP00000003379
ENSACAP00000000674	ENSORLP00000017949
ENSACAP00000008076	ENSORLP00000018328
ENSACAP00000002589	ENSORLP00000013259
ENSACAP00000020093	ENSORLP00000001922
ENSACAP00000016244	ENSORLP00000006918
ENSACAP00000007234	ENSORLP00000021449
ENSACAP00000015680	ENSORLP00000004798
ENSACAP00000017417	ENSORLP00000010130
ENSACAP00000010430	ENSORLP00000022618
ENSACAP00000010135	ENSORLP00000020645
ENSACAP00000001091	ENSORLP00000010073
ENSACAP00000016763	ENSORLP00000017319
ENSACAP00000019726	ENSORLP00000015833
ENSACAP00000014882	ENSORLP00000010249
ENSACAP00000010563	ENSORLP00000011378
ENSACAP00000021742	ENSORLP00000017386
ENSACAP00000002267	ENSORLP00000002021
ENSACAP00000010701	ENSORLP00000010413
ENSACAP00000001208	ENSORLP00000000115
ENSACAP00000016198	ENSORLP00000011519
ENSACAP00000011995	ENSORLP00000017738
ENSACAP00000019407	ENSORLP00000010084
ENSACAP00000002450	ENSORLP00000005499
ENSACAP00000000349	ENSORLP00000024188
ENSACAP00000015178	ENSORLP00000019051
ENSACAP00000014047	ENSORLP00000018921
ENSACAP00000003699	ENSORLP00000010438
ENSACAP00000007292	ENSORLP00000012428
ENSACAP00000010974	ENSORLP00000009922
ENSACAP00000012095	ENSORLP00000019196
ENSACAP00000008985	ENSORLP00000024687
ENSACAP00000007902	ENSORLP00000004490
ENSACAP00000017777	ENSORLP00000018660
ENSACAP00000001792	ENSORLP00000015598
ENSACAP00000001792	ENSORLP00000022216
ENSACAP00000008142	ENSORLP00000003107
ENSACAP00000011364	ENSORLP00000012600
ENSACAP00000004481	ENSORLP00000014199
ENSACAP00000001041	ENSORLP00000021351
ENSACAP00000020739	ENSORLP00000008096
ENSACAP00000000748	ENSORLP00000005987
ENSACAP00000000756	ENSORLP00000006077
ENSACAP00000002905	ENSORLP00000009623
ENSACAP00000003027	ENSORLP00000018630
ENSACAP00000004545	ENSORLP00000007932
ENSACAP00000006726	ENSORLP00000003518
ENSACAP00000005377	ENSORLP00000021884
ENSACAP00000001826	ENSORLP00000006699
ENSACAP00000003753	ENSORLP00000008263
ENSACAP00000014617	ENSORLP00000013811
ENSACAP00000016377	ENSORLP00000010489
ENSACAP00000000261	ENSORLP00000007939
ENSACAP00000013266	ENSORLP00000016253
ENSACAP00000001699	ENSORLP00000022988
ENSACAP00000001699	ENSORLP00000020264
ENSACAP00000004264	ENSORLP00000009320
ENSACAP00000008628	ENSORLP00000021076
ENSACAP00000001360	ENSORLP00000006552
ENSACAP00000006286	ENSORLP00000010096
ENSACAP00000014120	ENSORLP00000005336
ENSACAP00000007740	ENSORLP00000007549
ENSACAP00000006972	ENSORLP00000017973
ENSACAP00000016534	ENSORLP00000019755
ENSACAP00000021975	ENSORLP00000007126
ENSACAP00000002390	ENSORLP00000019754
ENSACAP00000010776	ENSORLP00000002059
ENSACAP00000001303	ENSORLP00000009437
ENSACAP00000009992	ENSORLP00000020730
ENSACAP00000007187	ENSORLP00000020784
ENSACAP00000010395	ENSORLP00000016013
ENSACAP00000008559	ENSORLP00000005949
ENSACAP00000002421	ENSORLP00000016890
ENSACAP00000011305	ENSORLP00000022125
ENSACAP00000011305	ENSORLP00000017549
ENSACAP00000006351	ENSORLP00000021246
ENSACAP00000015016	ENSORLP00000012224
ENSACAP00000000394	ENSORLP00000008101
ENSACAP00000014010	ENSORLP00000017211
ENSACAP00000014010	ENSORLP00000013572
ENSACAP00000005958	ENSORLP00000004032
ENSACAP00000006905	ENSORLP00000009052
ENSACAP00000007006	ENSORLP00000015153
ENSACAP00000007006	ENSORLP00000007719
ENSACAP00000021584	ENSORLP00000011883
ENSACAP00000004797	ENSORLP00000002871
ENSACAP00000004797	ENSORLP00000007584
ENSACAP00000014985	ENSORLP00000008216
ENSACAP00000001313	ENSORLP00000009194
ENSACAP00000011939	ENSORLP00000006833
ENSACAP00000011939	ENSORLP00000006764
ENSACAP00000009813	ENSORLP00000014650
ENSACAP00000016248	ENSORLP00000015117
ENSACAP00000004984	ENSORLP00000016255
ENSACAP00000013989	ENSORLP00000008757
ENSACAP00000002705	ENSORLP00000011912
ENSACAP00000012035	ENSORLP00000008262
ENSACAP00000012035	ENSORLP00000003223
ENSACAP00000003671	ENSORLP00000002679
ENSACAP00000008728	ENSORLP00000016085
ENSACAP00000008728	ENSORLP00000004439
ENSACAP00000013544	ENSORLP00000013553
ENSACAP00000007484	ENSORLP00000018778
ENSACAP00000012840	ENSORLP00000012357
ENSACAP00000007874	ENSORLP00000024331
ENSACAP00000001610	ENSORLP00000021121
ENSACAP00000008302	ENSORLP00000011633
ENSACAP00000003605	ENSORLP00000011814
ENSACAP00000020321	ENSORLP00000012193
ENSACAP00000020321	ENSORLP00000005850
ENSACAP00000008158	ENSORLP00000008524
ENSACAP00000005466	ENSORLP00000007971
ENSACAP00000008333	ENSORLP00000001035
ENSACAP00000012671	ENSORLP00000015867
ENSACAP00000004955	ENSORLP00000009639
ENSACAP00000004955	ENSORLP00000025040
ENSACAP00000002144	ENSORLP00000001327
ENSACAP00000006199	ENSORLP00000000301
ENSACAP00000004767	ENSORLP00000004896
ENSACAP00000004767	ENSORLP00000004443
ENSACAP00000001745	ENSORLP00000015626
ENSACAP00000014953	ENSORLP00000009648
ENSACAP00000014953	ENSORLP00000004552
ENSACAP00000011441	ENSORLP00000017138
ENSACAP00000012188	ENSORLP00000014183
ENSACAP00000008971	ENSORLP00000015313
ENSACAP00000013336	ENSORLP00000005093
ENSACAP00000006367	ENSORLP00000004472
ENSACAP00000016741	ENSORLP00000008756
ENSACAP00000004945	ENSORLP00000004240
ENSACAP00000010258	ENSORLP00000015829
ENSACAP00000004941	ENSORLP00000021660
ENSACAP00000021582	ENSORLP00000002441
ENSACAP00000016742	ENSORLP00000007201
ENSACAP00000006114	ENSORLP00000007687
ENSACAP00000022735	ENSORLP00000010898
ENSACAP00000010793	ENSORLP00000003041
ENSACAP00000009743	ENSORLP00000011839
ENSACAP00000012118	ENSORLP00000012004
ENSACAP00000016312	ENSORLP00000014045
ENSACAP00000004353	ENSORLP00000021309
ENSACAP00000014823	ENSORLP00000016155
ENSACAP00000002321	ENSORLP00000007265
ENSACAP00000000926	ENSORLP00000019983
ENSACAP00000001507	ENSORLP00000014044
ENSACAP00000001507	ENSORLP00000002939
ENSACAP00000012573	ENSORLP00000017597
ENSACAP00000001840	ENSORLP00000016228
ENSACAP00000009318	ENSORLP00000007554
ENSACAP00000011855	ENSORLP00000022025
ENSACAP00000003937	ENSORLP00000002778
ENSACAP00000003937	ENSORLP00000005721
ENSACAP00000010146	ENSORLP00000009414
ENSACAP00000008650	ENSORLP00000010856
ENSACAP00000021710	ENSORLP00000004541
ENSACAP00000009733	ENSORLP00000016949
ENSACAP00000013364	ENSORLP00000000648
ENSACAP00000004790	ENSORLP00000009255
ENSACAP00000004790	ENSORLP00000016105
ENSACAP00000012804	ENSORLP00000007913
ENSACAP00000012804	ENSORLP00000011580
ENSACAP00000000558	ENSORLP00000016589
ENSACAP00000013313	ENSORLP00000014738
ENSACAP00000002648	ENSORLP00000012918
ENSACAP00000006871	ENSORLP00000008716
ENSACAP00000020058	ENSORLP00000008854
ENSACAP00000020058	ENSORLP00000017267
ENSACAP00000012352	ENSORLP00000024782
ENSACAP00000012898	ENSORLP00000001099
ENSACAP00000012898	ENSORLP00000020741
ENSACAP00000023366	ENSORLP00000024385
ENSACAP00000000005	ENSORLP00000004202
ENSACAP00000000005	ENSORLP00000012753
ENSACAP00000008308	ENSORLP00000013079
ENSACAP00000003527	ENSORLP00000013238
ENSACAP00000014621	ENSORLP00000006554
ENSACAP00000015945	ENSORLP00000014852
ENSACAP00000015945	ENSORLP00000016972
ENSACAP00000002009	ENSORLP00000003815
ENSACAP00000005906	ENSORLP00000018436
ENSACAP00000010958	ENSORLP00000009950
ENSACAP00000004014	ENSORLP00000008490
ENSACAP00000011163	ENSORLP00000019008
ENSACAP00000002610	ENSORLP00000003649
ENSACAP00000015518	ENSORLP00000006767
ENSACAP00000016219	ENSORLP00000024583
ENSACAP00000016219	ENSORLP00000019090
ENSACAP00000009786	ENSORLP00000002037
ENSACAP00000011378	ENSORLP00000015102
ENSACAP00000007539	ENSORLP00000014887
ENSACAP00000003156	ENSORLP00000015807
ENSACAP00000008292	ENSORLP00000004752
ENSACAP00000005218	ENSORLP00000018544
ENSACAP00000001827	ENSORLP00000022167
ENSACAP00000017289	ENSORLP00000008970
ENSACAP00000016702	ENSORLP00000004716
ENSACAP00000016702	ENSORLP00000017458
ENSACAP00000016827	ENSORLP00000018971
ENSACAP00000015998	ENSORLP00000007333
ENSACAP00000014347	ENSORLP00000010496
ENSACAP00000016339	ENSORLP00000015644
ENSACAP00000019207	ENSORLP00000010480
ENSACAP00000000384	ENSORLP00000007663
ENSACAP00000006969	ENSORLP00000009387
ENSACAP00000016299	ENSORLP00000011793
ENSACAP00000016299	ENSORLP00000020754
ENSACAP00000012704	ENSORLP00000017236
ENSACAP00000016816	ENSORLP00000017391
ENSACAP00000023388	ENSORLP00000018246
ENSACAP00000002725	ENSORLP00000006905
ENSACAP00000016370	ENSORLP00000000343
ENSACAP00000021191	ENSORLP00000013814
ENSACAP00000005708	ENSORLP00000014024
ENSACAP00000015740	ENSORLP00000014042
ENSACAP00000013319	ENSORLP00000024969
ENSACAP00000003577	ENSORLP00000005488
ENSACAP00000009450	ENSORLP00000016411
ENSACAP00000009630	ENSORLP00000002413
ENSACAP00000004764	ENSORLP00000010255
ENSACAP00000013147	ENSORLP00000008538
ENSACAP00000015782	ENSORLP00000000352
ENSACAP00000009255	ENSORLP00000019815
ENSACAP00000015931	ENSORLP00000000673
ENSACAP00000008622	ENSORLP00000004493
ENSACAP00000008622	ENSORLP00000010882
ENSACAP00000008812	ENSORLP00000012070
ENSACAP00000010903	ENSORLP00000009976
ENSACAP00000007670	ENSORLP00000003876
ENSACAP00000015567	ENSORLP00000020126
ENSACAP00000000644	ENSORLP00000004175
ENSACAP00000000644	ENSORLP00000023475
ENSACAP00000005757	ENSORLP00000010582
ENSACAP00000011890	ENSORLP00000006867
ENSACAP00000003881	ENSORLP00000016525
ENSACAP00000012805	ENSORLP00000013154
ENSACAP00000009560	ENSORLP00000008268
ENSACAP00000010645	ENSORLP00000011565
ENSACAP00000010645	ENSORLP00000008592
ENSACAP00000010727	ENSORLP00000000538
ENSACAP00000005093	ENSORLP00000007799
ENSACAP00000011183	ENSORLP00000019004
ENSACAP00000009511	ENSORLP00000016818
ENSACAP00000016906	ENSORLP00000007232
ENSACAP00000019965	ENSORLP00000017739
ENSACAP00000006370	ENSORLP00000012441
ENSACAP00000008389	ENSORLP00000020910
ENSACAP00000008389	ENSORLP00000016386
ENSACAP00000005760	ENSORLP00000004125
ENSACAP00000012441	ENSORLP00000015408
ENSACAP00000012441	ENSORLP00000017086
ENSACAP00000002827	ENSORLP00000007642
ENSACAP00000007726	ENSORLP00000011437
ENSACAP00000014288	ENSORLP00000010069
ENSACAP00000002903	ENSORLP00000015096
ENSACAP00000013212	ENSORLP00000000077
ENSACAP00000004430	ENSORLP00000007357
ENSACAP00000009699	ENSORLP00000010332
ENSACAP00000009699	ENSORLP00000015793
ENSACAP00000006263	ENSORLP00000000319
ENSACAP00000015526	ENSORLP00000007830
ENSACAP00000006002	ENSORLP00000015175
ENSACAP00000006002	ENSORLP00000015347
ENSACAP00000007888	ENSORLP00000007433
ENSACAP00000003129	ENSORLP00000006101
