ENSGACP00000003450	ENSGALP00000006197
ENSGACP00000012397	ENSGALP00000018304
ENSGACP00000011052	ENSGALP00000018304
ENSGACP00000010272	ENSGALP00000036883
ENSGACP00000012781	ENSGALP00000009286
ENSGACP00000025693	ENSGALP00000013458
ENSGACP00000023025	ENSGALP00000008687
ENSGACP00000019814	ENSGALP00000002781
ENSGACP00000001992	ENSGALP00000019994
ENSGACP00000012758	ENSGALP00000014314
ENSGACP00000010103	ENSGALP00000020535
ENSGACP00000020132	ENSGALP00000035723
ENSGACP00000017029	ENSGALP00000017401
ENSGACP00000006825	ENSGALP00000010588
ENSGACP00000026998	ENSGALP00000010588
ENSGACP00000008463	ENSGALP00000038150
ENSGACP00000004892	ENSGALP00000022477
ENSGACP00000020827	ENSGALP00000023880
ENSGACP00000013116	ENSGALP00000023880
ENSGACP00000023042	ENSGALP00000038283
ENSGACP00000002562	ENSGALP00000027096
ENSGACP00000007468	ENSGALP00000038200
ENSGACP00000020118	ENSGALP00000027280
ENSGACP00000023292	ENSGALP00000043106
ENSGACP00000022839	ENSGALP00000015972
ENSGACP00000023999	ENSGALP00000006895
ENSGACP00000006906	ENSGALP00000006895
ENSGACP00000023046	ENSGALP00000019868
ENSGACP00000014591	ENSGALP00000002875
ENSGACP00000020961	ENSGALP00000023776
ENSGACP00000005220	ENSGALP00000025660
ENSGACP00000023864	ENSGALP00000021515
ENSGACP00000022852	ENSGALP00000008015
ENSGACP00000007174	ENSGALP00000005745
ENSGACP00000008320	ENSGALP00000026228
ENSGACP00000011508	ENSGALP00000006894
ENSGACP00000001239	ENSGALP00000025020
ENSGACP00000010419	ENSGALP00000019730
ENSGACP00000006288	ENSGALP00000002995
ENSGACP00000020965	ENSGALP00000024040
ENSGACP00000005135	ENSGALP00000010317
ENSGACP00000011988	ENSGALP00000042678
ENSGACP00000025735	ENSGALP00000016680
ENSGACP00000022563	ENSGALP00000006396
ENSGACP00000005039	ENSGALP00000013183
ENSGACP00000011654	ENSGALP00000019946
ENSGACP00000004775	ENSGALP00000024103
ENSGACP00000006742	ENSGALP00000012144
ENSGACP00000021660	ENSGALP00000012144
ENSGACP00000019432	ENSGALP00000024599
ENSGACP00000013649	ENSGALP00000006864
ENSGACP00000000357	ENSGALP00000043125
ENSGACP00000011573	ENSGALP00000012985
ENSGACP00000013263	ENSGALP00000012985
ENSGACP00000020531	ENSGALP00000013350
ENSGACP00000010182	ENSGALP00000020548
ENSGACP00000024557	ENSGALP00000022195
ENSGACP00000025869	ENSGALP00000012744
ENSGACP00000008224	ENSGALP00000000122
ENSGACP00000023182	ENSGALP00000004419
ENSGACP00000011902	ENSGALP00000003853
ENSGACP00000007290	ENSGALP00000040704
ENSGACP00000020339	ENSGALP00000015471
ENSGACP00000008759	ENSGALP00000024224
ENSGACP00000004137	ENSGALP00000027576
ENSGACP00000012898	ENSGALP00000009577
ENSGACP00000001075	ENSGALP00000009577
ENSGACP00000018910	ENSGALP00000018293
ENSGACP00000009272	ENSGALP00000043122
ENSGACP00000014033	ENSGALP00000004706
ENSGACP00000005358	ENSGALP00000042163
ENSGACP00000007688	ENSGALP00000042859
ENSGACP00000024778	ENSGALP00000014894
ENSGACP00000013833	ENSGALP00000023597
ENSGACP00000001512	ENSGALP00000025303
ENSGACP00000013129	ENSGALP00000042814
ENSGACP00000019119	ENSGALP00000011716
ENSGACP00000004171	ENSGALP00000043014
ENSGACP00000013176	ENSGALP00000043014
ENSGACP00000013279	ENSGALP00000023316
ENSGACP00000012193	ENSGALP00000038304
ENSGACP00000021408	ENSGALP00000018970
ENSGACP00000005277	ENSGALP00000002269
ENSGACP00000008843	ENSGALP00000024945
ENSGACP00000007733	ENSGALP00000024013
ENSGACP00000011792	ENSGALP00000000303
ENSGACP00000020664	ENSGALP00000009490
ENSGACP00000009233	ENSGALP00000012949
ENSGACP00000005010	ENSGALP00000019110
ENSGACP00000007075	ENSGALP00000007691
ENSGACP00000010108	ENSGALP00000002419
ENSGACP00000005163	ENSGALP00000042543
ENSGACP00000011001	ENSGALP00000017977
ENSGACP00000022600	ENSGALP00000013720
ENSGACP00000018603	ENSGALP00000013720
ENSGACP00000014397	ENSGALP00000008992
ENSGACP00000013791	ENSGALP00000001227
ENSGACP00000022092	ENSGALP00000019284
ENSGACP00000004885	ENSGALP00000041760
ENSGACP00000023129	ENSGALP00000037960
ENSGACP00000022826	ENSGALP00000010361
ENSGACP00000020177	ENSGALP00000027164
ENSGACP00000008947	ENSGALP00000023964
ENSGACP00000019036	ENSGALP00000023964
ENSGACP00000022550	ENSGALP00000042288
ENSGACP00000021659	ENSGALP00000004648
ENSGACP00000014036	ENSGALP00000004648
ENSGACP00000001300	ENSGALP00000007248
ENSGACP00000006254	ENSGALP00000015257
ENSGACP00000010516	ENSGALP00000004048
ENSGACP00000003864	ENSGALP00000011298
ENSGACP00000002856	ENSGALP00000006035
ENSGACP00000023644	ENSGALP00000017757
ENSGACP00000022248	ENSGALP00000006639
ENSGACP00000027495	ENSGALP00000012878
ENSGACP00000020021	ENSGALP00000043079
ENSGACP00000017422	ENSGALP00000043079
ENSGACP00000019873	ENSGALP00000009688
ENSGACP00000027299	ENSGALP00000022401
ENSGACP00000026020	ENSGALP00000016173
ENSGACP00000020575	ENSGALP00000021677
ENSGACP00000025618	ENSGALP00000001912
ENSGACP00000011995	ENSGALP00000042007
ENSGACP00000026215	ENSGALP00000037099
ENSGACP00000010811	ENSGALP00000037099
ENSGACP00000022733	ENSGALP00000022465
ENSGACP00000027057	ENSGALP00000004189
ENSGACP00000006149	ENSGALP00000036643
ENSGACP00000006153	ENSGALP00000036644
ENSGACP00000005187	ENSGALP00000041497
ENSGACP00000026701	ENSGALP00000008344
ENSGACP00000018628	ENSGALP00000013360
ENSGACP00000025015	ENSGALP00000015363
ENSGACP00000012300	ENSGALP00000027750
ENSGACP00000011738	ENSGALP00000024620
ENSGACP00000006038	ENSGALP00000042422
ENSGACP00000024815	ENSGALP00000029145
ENSGACP00000024237	ENSGALP00000001400
ENSGACP00000015889	ENSGALP00000001400
ENSGACP00000023635	ENSGALP00000003019
ENSGACP00000011793	ENSGALP00000007984
ENSGACP00000005710	ENSGALP00000032713
ENSGACP00000021916	ENSGALP00000039107
ENSGACP00000004784	ENSGALP00000039467
ENSGACP00000023151	ENSGALP00000039467
ENSGACP00000006554	ENSGALP00000014358
ENSGACP00000021141	ENSGALP00000025533
ENSGACP00000011721	ENSGALP00000003749
ENSGACP00000027099	ENSGALP00000003749
ENSGACP00000020579	ENSGALP00000021696
ENSGACP00000011559	ENSGALP00000006565
ENSGACP00000015966	ENSGALP00000043197
ENSGACP00000004215	ENSGALP00000008882
ENSGACP00000002664	ENSGALP00000008278
ENSGACP00000027556	ENSGALP00000007706
ENSGACP00000007590	ENSGALP00000041842
ENSGACP00000020749	ENSGALP00000006674
ENSGACP00000007750	ENSGALP00000042232
ENSGACP00000018344	ENSGALP00000034454
ENSGACP00000010385	ENSGALP00000034454
ENSGACP00000000914	ENSGALP00000016080
ENSGACP00000000021	ENSGALP00000013701
ENSGACP00000004623	ENSGALP00000004303
ENSGACP00000020288	ENSGALP00000014785
ENSGACP00000001911	ENSGALP00000007858
ENSGACP00000007138	ENSGALP00000032053
ENSGACP00000011196	ENSGALP00000006008
ENSGACP00000007187	ENSGALP00000002092
ENSGACP00000000735	ENSGALP00000022952
ENSGACP00000010464	ENSGALP00000013674
ENSGACP00000027101	ENSGALP00000003850
ENSGACP00000006872	ENSGALP00000006935
ENSGACP00000023066	ENSGALP00000019885
ENSGACP00000000461	ENSGALP00000019885
ENSGACP00000004040	ENSGALP00000003703
ENSGACP00000003912	ENSGALP00000037202
ENSGACP00000009481	ENSGALP00000000749
ENSGACP00000011845	ENSGALP00000021293
ENSGACP00000021135	ENSGALP00000007138
ENSGACP00000021866	ENSGALP00000014540
ENSGACP00000007876	ENSGALP00000026128
ENSGACP00000010930	ENSGALP00000025418
ENSGACP00000012124	ENSGALP00000025418
ENSGACP00000022163	ENSGALP00000033638
ENSGACP00000018180	ENSGALP00000017372
ENSGACP00000013630	ENSGALP00000000451
ENSGACP00000008175	ENSGALP00000025057
ENSGACP00000025740	ENSGALP00000016725
ENSGACP00000003379	ENSGALP00000042281
ENSGACP00000021911	ENSGALP00000017256
ENSGACP00000015779	ENSGALP00000026392
ENSGACP00000021818	ENSGALP00000007252
ENSGACP00000018056	ENSGALP00000003215
ENSGACP00000021003	ENSGALP00000003836
ENSGACP00000016236	ENSGALP00000012443
ENSGACP00000002180	ENSGALP00000006036
ENSGACP00000013483	ENSGALP00000023279
ENSGACP00000024752	ENSGALP00000023279
ENSGACP00000010534	ENSGALP00000018396
ENSGACP00000011568	ENSGALP00000041419
ENSGACP00000021290	ENSGALP00000022066
ENSGACP00000027530	ENSGALP00000006461
ENSGACP00000021700	ENSGALP00000003877
ENSGACP00000004791	ENSGALP00000008562
ENSGACP00000002746	ENSGALP00000024123
ENSGACP00000005839	ENSGALP00000041187
ENSGACP00000015953	ENSGALP00000041187
ENSGACP00000006973	ENSGALP00000025902
ENSGACP00000008152	ENSGALP00000026354
ENSGACP00000015103	ENSGALP00000026340
ENSGACP00000025469	ENSGALP00000021353
ENSGACP00000021045	ENSGALP00000043320
ENSGACP00000007415	ENSGALP00000008454
ENSGACP00000007486	ENSGALP00000013270
ENSGACP00000023599	ENSGALP00000024282
ENSGACP00000010117	ENSGALP00000002414
ENSGACP00000004413	ENSGALP00000008464
ENSGACP00000012088	ENSGALP00000001953
ENSGACP00000016580	ENSGALP00000008250
ENSGACP00000012015	ENSGALP00000025645
ENSGACP00000003354	ENSGALP00000037410
ENSGACP00000017751	ENSGALP00000015663
ENSGACP00000010005	ENSGALP00000016831
ENSGACP00000023075	ENSGALP00000011015
ENSGACP00000017011	ENSGALP00000027337
ENSGACP00000007428	ENSGALP00000005162
ENSGACP00000009427	ENSGALP00000019220
ENSGACP00000021603	ENSGALP00000005391
ENSGACP00000025596	ENSGALP00000020736
ENSGACP00000000395	ENSGALP00000002505
ENSGACP00000020960	ENSGALP00000039292
ENSGACP00000015062	ENSGALP00000016480
ENSGACP00000021718	ENSGALP00000004443
ENSGACP00000019344	ENSGALP00000041734
ENSGACP00000011494	ENSGALP00000009336
ENSGACP00000014110	ENSGALP00000009336
ENSGACP00000019960	ENSGALP00000024260
ENSGACP00000008674	ENSGALP00000005193
ENSGACP00000026842	ENSGALP00000042727
ENSGACP00000003472	ENSGALP00000037819
ENSGACP00000012673	ENSGALP00000037819
ENSGACP00000013433	ENSGALP00000023262
ENSGACP00000014368	ENSGALP00000006256
ENSGACP00000010581	ENSGALP00000003373
ENSGACP00000006693	ENSGALP00000041514
ENSGACP00000022873	ENSGALP00000010708
ENSGACP00000004429	ENSGALP00000026173
ENSGACP00000008924	ENSGALP00000005232
ENSGACP00000017558	ENSGALP00000004879
ENSGACP00000011301	ENSGALP00000005984
ENSGACP00000021853	ENSGALP00000041099
ENSGACP00000012864	ENSGALP00000024632
ENSGACP00000014403	ENSGALP00000026830
ENSGACP00000009580	ENSGALP00000005221
ENSGACP00000019059	ENSGALP00000004290
ENSGACP00000024383	ENSGALP00000033549
ENSGACP00000017829	ENSGALP00000004078
ENSGACP00000023068	ENSGALP00000023285
ENSGACP00000023099	ENSGALP00000007945
ENSGACP00000005394	ENSGALP00000023992
ENSGACP00000022546	ENSGALP00000023992
ENSGACP00000012132	ENSGALP00000035714
ENSGACP00000023683	ENSGALP00000020101
ENSGACP00000003390	ENSGALP00000020101
ENSGACP00000001843	ENSGALP00000025643
ENSGACP00000021858	ENSGALP00000015259
ENSGACP00000010752	ENSGALP00000029435
ENSGACP00000013190	ENSGALP00000038778
ENSGACP00000019095	ENSGALP00000012601
ENSGACP00000014516	ENSGALP00000012601
ENSGACP00000020592	ENSGALP00000003574
ENSGACP00000021426	ENSGALP00000015790
ENSGACP00000026283	ENSGALP00000021250
ENSGACP00000018104	ENSGALP00000021250
ENSGACP00000026139	ENSGALP00000006257
ENSGACP00000015809	ENSGALP00000037871
ENSGACP00000008777	ENSGALP00000020155
ENSGACP00000013349	ENSGALP00000026205
ENSGACP00000009789	ENSGALP00000004815
ENSGACP00000020780	ENSGALP00000004815
ENSGACP00000019067	ENSGALP00000008279
ENSGACP00000004726	ENSGALP00000000242
ENSGACP00000006926	ENSGALP00000016835
ENSGACP00000007414	ENSGALP00000011643
ENSGACP00000001386	ENSGALP00000016168
ENSGACP00000006518	ENSGALP00000004437
ENSGACP00000027399	ENSGALP00000011962
ENSGACP00000026619	ENSGALP00000022955
ENSGACP00000002732	ENSGALP00000003400
ENSGACP00000010837	ENSGALP00000027942
ENSGACP00000002075	ENSGALP00000042424
ENSGACP00000004258	ENSGALP00000001115
ENSGACP00000004245	ENSGALP00000043323
ENSGACP00000006420	ENSGALP00000034390
ENSGACP00000009855	ENSGALP00000017106
ENSGACP00000003835	ENSGALP00000011254
ENSGACP00000023970	ENSGALP00000002208
ENSGACP00000027298	ENSGALP00000012923
ENSGACP00000014691	ENSGALP00000008820
ENSGACP00000026024	ENSGALP00000021215
ENSGACP00000007935	ENSGALP00000008524
ENSGACP00000025474	ENSGALP00000041731
ENSGACP00000026121	ENSGALP00000017822
ENSGACP00000007664	ENSGALP00000020473
ENSGACP00000011473	ENSGALP00000030366
ENSGACP00000002545	ENSGALP00000020705
ENSGACP00000027635	ENSGALP00000027835
ENSGACP00000011124	ENSGALP00000042185
ENSGACP00000014121	ENSGALP00000041582
ENSGACP00000024985	ENSGALP00000041582
ENSGACP00000000906	ENSGALP00000010255
ENSGACP00000024003	ENSGALP00000010216
ENSGACP00000013560	ENSGALP00000017699
ENSGACP00000017311	ENSGALP00000042168
ENSGACP00000014841	ENSGALP00000042832
ENSGACP00000010728	ENSGALP00000019756
ENSGACP00000020772	ENSGALP00000002734
ENSGACP00000021450	ENSGALP00000015736
ENSGACP00000006484	ENSGALP00000043275
ENSGACP00000009574	ENSGALP00000019233
ENSGACP00000003751	ENSGALP00000029501
ENSGACP00000024645	ENSGALP00000009819
ENSGACP00000019155	ENSGALP00000021261
ENSGACP00000016974	ENSGALP00000033830
ENSGACP00000023188	ENSGALP00000036676
ENSGACP00000027397	ENSGALP00000039028
ENSGACP00000003590	ENSGALP00000025198
ENSGACP00000015225	ENSGALP00000006851
ENSGACP00000006736	ENSGALP00000003564
ENSGACP00000018479	ENSGALP00000010400
ENSGACP00000005498	ENSGALP00000015274
ENSGACP00000020076	ENSGALP00000002372
ENSGACP00000017622	ENSGALP00000042370
ENSGACP00000015118	ENSGALP00000012731
ENSGACP00000012464	ENSGALP00000009036
ENSGACP00000000838	ENSGALP00000013469
ENSGACP00000027102	ENSGALP00000003878
ENSGACP00000026571	ENSGALP00000024731
ENSGACP00000006717	ENSGALP00000025628
ENSGACP00000027574	ENSGALP00000039547
ENSGACP00000006531	ENSGALP00000041877
ENSGACP00000021446	ENSGALP00000026588
ENSGACP00000017850	ENSGALP00000023568
ENSGACP00000008074	ENSGALP00000037126
ENSGACP00000013345	ENSGALP00000017499
ENSGACP00000023275	ENSGALP00000025874
ENSGACP00000014744	ENSGALP00000041354
ENSGACP00000020588	ENSGALP00000003513
ENSGACP00000016897	ENSGALP00000041227
ENSGACP00000004139	ENSGALP00000032325
ENSGACP00000019308	ENSGALP00000006409
ENSGACP00000021937	ENSGALP00000008000
ENSGACP00000015207	ENSGALP00000042731
ENSGACP00000025199	ENSGALP00000015721
ENSGACP00000027529	ENSGALP00000043231
ENSGACP00000006225	ENSGALP00000026785
ENSGACP00000001781	ENSGALP00000007951
ENSGACP00000018403	ENSGALP00000007951
ENSGACP00000026603	ENSGALP00000017088
ENSGACP00000006763	ENSGALP00000003491
ENSGACP00000000015	ENSGALP00000002960
ENSGACP00000022078	ENSGALP00000031519
ENSGACP00000019093	ENSGALP00000021792
ENSGACP00000001841	ENSGALP00000020363
ENSGACP00000019347	ENSGALP00000004461
ENSGACP00000014054	ENSGALP00000018516
ENSGACP00000012431	ENSGALP00000021829
ENSGACP00000004978	ENSGALP00000018758
ENSGACP00000006430	ENSGALP00000036143
ENSGACP00000008162	ENSGALP00000024084
ENSGACP00000010509	ENSGALP00000033078
ENSGACP00000013143	ENSGALP00000033078
ENSGACP00000023001	ENSGALP00000042926
ENSGACP00000014253	ENSGALP00000010544
ENSGACP00000011828	ENSGALP00000003907
ENSGACP00000023565	ENSGALP00000041443
ENSGACP00000003330	ENSGALP00000041443
ENSGACP00000001026	ENSGALP00000042589
ENSGACP00000026780	ENSGALP00000007427
ENSGACP00000004267	ENSGALP00000024354
ENSGACP00000026811	ENSGALP00000013092
ENSGACP00000026074	ENSGALP00000014303
ENSGACP00000017497	ENSGALP00000011470
ENSGACP00000013967	ENSGALP00000042525
ENSGACP00000026687	ENSGALP00000025974
ENSGACP00000026985	ENSGALP00000000352
ENSGACP00000021375	ENSGALP00000028143
ENSGACP00000009917	ENSGALP00000012341
ENSGACP00000012000	ENSGALP00000027959
ENSGACP00000012066	ENSGALP00000033071
ENSGACP00000020203	ENSGALP00000027104
ENSGACP00000004986	ENSGALP00000002182
ENSGACP00000027121	ENSGALP00000005973
ENSGACP00000014201	ENSGALP00000040904
ENSGACP00000017145	ENSGALP00000003261
ENSGACP00000000342	ENSGALP00000027367
ENSGACP00000016413	ENSGALP00000007334
ENSGACP00000003052	ENSGALP00000020769
ENSGACP00000000629	ENSGALP00000004506
ENSGACP00000024270	ENSGALP00000001399
ENSGACP00000024000	ENSGALP00000012813
ENSGACP00000014222	ENSGALP00000000663
ENSGACP00000015881	ENSGALP00000031806
ENSGACP00000020985	ENSGALP00000038231
ENSGACP00000014186	ENSGALP00000040891
ENSGACP00000013557	ENSGALP00000004237
ENSGACP00000006453	ENSGALP00000026919
ENSGACP00000021881	ENSGALP00000005994
ENSGACP00000001528	ENSGALP00000005994
ENSGACP00000008015	ENSGALP00000007182
ENSGACP00000020823	ENSGALP00000007182
ENSGACP00000006782	ENSGALP00000003470
ENSGACP00000009540	ENSGALP00000019405
ENSGACP00000016203	ENSGALP00000042278
ENSGACP00000001973	ENSGALP00000037248
ENSGACP00000024248	ENSGALP00000041862
ENSGACP00000006146	ENSGALP00000017014
ENSGACP00000009925	ENSGALP00000016873
ENSGACP00000015925	ENSGALP00000031298
ENSGACP00000008469	ENSGALP00000018265
ENSGACP00000026622	ENSGALP00000018265
ENSGACP00000021047	ENSGALP00000022538
ENSGACP00000022601	ENSGALP00000012395
ENSGACP00000016228	ENSGALP00000025595
ENSGACP00000006851	ENSGALP00000015952
ENSGACP00000018720	ENSGALP00000041274
ENSGACP00000010190	ENSGALP00000008167
ENSGACP00000021120	ENSGALP00000019606
ENSGACP00000022198	ENSGALP00000017463
ENSGACP00000001498	ENSGALP00000020805
ENSGACP00000008801	ENSGALP00000015724
ENSGACP00000004393	ENSGALP00000041569
ENSGACP00000015935	ENSGALP00000004599
ENSGACP00000001691	ENSGALP00000022099
ENSGACP00000004635	ENSGALP00000000484
ENSGACP00000024502	ENSGALP00000028252
ENSGACP00000006733	ENSGALP00000005266
ENSGACP00000001956	ENSGALP00000042579
ENSGACP00000012170	ENSGALP00000011074
ENSGACP00000002049	ENSGALP00000042626
ENSGACP00000025122	ENSGALP00000013913
ENSGACP00000002560	ENSGALP00000024451
ENSGACP00000009892	ENSGALP00000036001
ENSGACP00000023116	ENSGALP00000009011
ENSGACP00000016214	ENSGALP00000042277
ENSGACP00000016735	ENSGALP00000009684
ENSGACP00000005972	ENSGALP00000014704
ENSGACP00000007144	ENSGALP00000017021
ENSGACP00000009083	ENSGALP00000018164
ENSGACP00000001172	ENSGALP00000018704
ENSGACP00000020334	ENSGALP00000008421
ENSGACP00000013371	ENSGALP00000019015
ENSGACP00000012961	ENSGALP00000023315
ENSGACP00000026934	ENSGALP00000027754
ENSGACP00000019471	ENSGALP00000032933
ENSGACP00000024600	ENSGALP00000024691
ENSGACP00000024258	ENSGALP00000005281
ENSGACP00000008649	ENSGALP00000005118
ENSGACP00000018932	ENSGALP00000022409
ENSGACP00000006082	ENSGALP00000023997
ENSGACP00000017186	ENSGALP00000040326
ENSGACP00000008894	ENSGALP00000014092
ENSGACP00000000894	ENSGALP00000022327
ENSGACP00000005013	ENSGALP00000009062
ENSGACP00000024452	ENSGALP00000025641
ENSGACP00000007022	ENSGALP00000012431
ENSGACP00000015658	ENSGALP00000020053
ENSGACP00000025477	ENSGALP00000016035
ENSGACP00000011930	ENSGALP00000014195
ENSGACP00000025780	ENSGALP00000004877
ENSGACP00000004544	ENSGALP00000020719
ENSGACP00000011549	ENSGALP00000020719
ENSGACP00000017215	ENSGALP00000042593
ENSGACP00000022093	ENSGALP00000014377
ENSGACP00000004168	ENSGALP00000041529
ENSGACP00000012928	ENSGALP00000043264
ENSGACP00000009586	ENSGALP00000003580
ENSGACP00000022426	ENSGALP00000011262
ENSGACP00000008492	ENSGALP00000017639
ENSGACP00000019497	ENSGALP00000041335
ENSGACP00000022176	ENSGALP00000017456
ENSGACP00000015940	ENSGALP00000009651
ENSGACP00000020620	ENSGALP00000005383
ENSGACP00000014450	ENSGALP00000037686
ENSGACP00000019053	ENSGALP00000037686
ENSGACP00000008724	ENSGALP00000041786
ENSGACP00000019717	ENSGALP00000020739
ENSGACP00000010483	ENSGALP00000006523
ENSGACP00000011754	ENSGALP00000007985
ENSGACP00000002911	ENSGALP00000007985
ENSGACP00000025326	ENSGALP00000022287
ENSGACP00000020349	ENSGALP00000010081
ENSGACP00000002558	ENSGALP00000032601
ENSGACP00000003001	ENSGALP00000007915
ENSGACP00000021287	ENSGALP00000002753
ENSGACP00000008645	ENSGALP00000002753
ENSGACP00000019033	ENSGALP00000010227
ENSGACP00000021555	ENSGALP00000003912
ENSGACP00000015620	ENSGALP00000025441
ENSGACP00000012133	ENSGALP00000011325
ENSGACP00000014712	ENSGALP00000010570
ENSGACP00000026475	ENSGALP00000020787
ENSGACP00000023105	ENSGALP00000022853
ENSGACP00000004272	ENSGALP00000043457
ENSGACP00000027320	ENSGALP00000001296
ENSGACP00000012826	ENSGALP00000030813
ENSGACP00000011173	ENSGALP00000000551
ENSGACP00000012024	ENSGALP00000025655
ENSGACP00000022107	ENSGALP00000040600
ENSGACP00000021417	ENSGALP00000017973
ENSGACP00000020955	ENSGALP00000039601
ENSGACP00000001327	ENSGALP00000020749
ENSGACP00000005855	ENSGALP00000021120
ENSGACP00000009600	ENSGALP00000003450
ENSGACP00000022703	ENSGALP00000029137
ENSGACP00000027606	ENSGALP00000010596
ENSGACP00000027289	ENSGALP00000005248
ENSGACP00000024563	ENSGALP00000023936
ENSGACP00000004890	ENSGALP00000012329
ENSGACP00000004887	ENSGALP00000022476
ENSGACP00000011305	ENSGALP00000011717
ENSGACP00000018391	ENSGALP00000001041
ENSGACP00000003486	ENSGALP00000040054
ENSGACP00000002268	ENSGALP00000041023
ENSGACP00000024171	ENSGALP00000012090
ENSGACP00000021720	ENSGALP00000042213
ENSGACP00000017116	ENSGALP00000022236
ENSGACP00000020196	ENSGALP00000001888
ENSGACP00000025164	ENSGALP00000030803
ENSGACP00000018371	ENSGALP00000002114
ENSGACP00000019278	ENSGALP00000007694
ENSGACP00000007012	ENSGALP00000025894
ENSGACP00000008261	ENSGALP00000040603
ENSGACP00000011820	ENSGALP00000006622
ENSGACP00000021065	ENSGALP00000009217
ENSGACP00000003688	ENSGALP00000037767
ENSGACP00000019673	ENSGALP00000020352
ENSGACP00000000584	ENSGALP00000041200
ENSGACP00000010217	ENSGALP00000040008
ENSGACP00000000312	ENSGALP00000027434
ENSGACP00000020222	ENSGALP00000027169
ENSGACP00000004540	ENSGALP00000027169
ENSGACP00000007880	ENSGALP00000041884
ENSGACP00000016158	ENSGALP00000008603
ENSGACP00000002064	ENSGALP00000003715
ENSGACP00000004877	ENSGALP00000016122
ENSGACP00000008761	ENSGALP00000026872
ENSGACP00000002589	ENSGALP00000026877
ENSGACP00000008076	ENSGALP00000019390
ENSGACP00000007009	ENSGALP00000031188
ENSGACP00000022229	ENSGALP00000000805
