ENSTNIP00000006282	ENSLOCP00000011371
ENSTNIP00000017442	ENSLOCP00000015518
ENSTNIP00000022414	ENSLOCP00000020865
ENSTNIP00000017410	ENSLOCP00000006073
ENSTNIP00000007050	ENSLOCP00000007277
ENSTNIP00000018385	ENSLOCP00000007277
ENSTNIP00000003643	ENSLOCP00000004874
ENSTNIP00000001755	ENSLOCP00000006504
ENSTNIP00000020446	ENSLOCP00000020779
ENSTNIP00000019740	ENSLOCP00000019337
ENSTNIP00000006897	ENSLOCP00000014801
ENSTNIP00000011335	ENSLOCP00000011392
ENSTNIP00000004387	ENSLOCP00000013444
ENSTNIP00000001669	ENSLOCP00000004245
ENSTNIP00000015959	ENSLOCP00000009818
ENSTNIP00000013296	ENSLOCP00000017533
ENSTNIP00000007114	ENSLOCP00000004780
ENSTNIP00000012910	ENSLOCP00000004780
ENSTNIP00000014701	ENSLOCP00000004372
ENSTNIP00000007683	ENSLOCP00000006935
ENSTNIP00000020271	ENSLOCP00000013856
ENSTNIP00000012104	ENSLOCP00000002410
ENSTNIP00000020620	ENSLOCP00000002410
ENSTNIP00000002787	ENSLOCP00000020353
ENSTNIP00000008770	ENSLOCP00000001422
ENSTNIP00000012138	ENSLOCP00000002766
ENSTNIP00000005993	ENSLOCP00000008981
ENSTNIP00000009664	ENSLOCP00000021105
ENSTNIP00000006695	ENSLOCP00000011756
ENSTNIP00000003167	ENSLOCP00000015837
ENSTNIP00000016076	ENSLOCP00000013852
ENSTNIP00000013752	ENSLOCP00000016630
ENSTNIP00000020661	ENSLOCP00000016613
ENSTNIP00000017902	ENSLOCP00000003133
ENSTNIP00000002423	ENSLOCP00000021077
ENSTNIP00000013867	ENSLOCP00000021077
ENSTNIP00000013857	ENSLOCP00000006720
ENSTNIP00000021194	ENSLOCP00000015574
ENSTNIP00000001448	ENSLOCP00000018411
ENSTNIP00000011953	ENSLOCP00000018411
ENSTNIP00000008425	ENSLOCP00000011855
ENSTNIP00000013460	ENSLOCP00000011356
ENSTNIP00000018814	ENSLOCP00000011356
ENSTNIP00000020493	ENSLOCP00000008556
ENSTNIP00000019728	ENSLOCP00000010714
ENSTNIP00000003318	ENSLOCP00000018581
ENSTNIP00000000718	ENSLOCP00000018581
ENSTNIP00000002633	ENSLOCP00000019054
ENSTNIP00000022452	ENSLOCP00000018060
ENSTNIP00000010333	ENSLOCP00000014636
ENSTNIP00000020715	ENSLOCP00000008964
ENSTNIP00000021510	ENSLOCP00000008964
ENSTNIP00000022391	ENSLOCP00000020918
ENSTNIP00000020436	ENSLOCP00000020918
ENSTNIP00000020425	ENSLOCP00000005197
ENSTNIP00000015244	ENSLOCP00000020514
ENSTNIP00000019929	ENSLOCP00000018363
ENSTNIP00000012168	ENSLOCP00000007825
ENSTNIP00000002073	ENSLOCP00000014420
ENSTNIP00000006837	ENSLOCP00000017138
ENSTNIP00000012855	ENSLOCP00000010866
ENSTNIP00000022221	ENSLOCP00000010866
ENSTNIP00000016198	ENSLOCP00000013813
ENSTNIP00000021273	ENSLOCP00000008268
ENSTNIP00000004296	ENSLOCP00000006833
ENSTNIP00000004741	ENSLOCP00000013780
ENSTNIP00000013423	ENSLOCP00000011952
ENSTNIP00000007250	ENSLOCP00000003536
ENSTNIP00000006211	ENSLOCP00000002462
ENSTNIP00000012819	ENSLOCP00000010352
ENSTNIP00000014907	ENSLOCP00000010399
ENSTNIP00000000028	ENSLOCP00000010399
ENSTNIP00000015862	ENSLOCP00000010461
ENSTNIP00000002486	ENSLOCP00000005755
ENSTNIP00000015152	ENSLOCP00000005728
ENSTNIP00000015162	ENSLOCP00000004103
ENSTNIP00000017314	ENSLOCP00000010685
ENSTNIP00000022639	ENSLOCP00000009607
ENSTNIP00000016758	ENSLOCP00000006063
ENSTNIP00000000667	ENSLOCP00000004934
ENSTNIP00000020865	ENSLOCP00000010961
ENSTNIP00000022233	ENSLOCP00000006952
ENSTNIP00000003647	ENSLOCP00000017973
ENSTNIP00000018937	ENSLOCP00000009824
ENSTNIP00000010460	ENSLOCP00000002054
ENSTNIP00000009285	ENSLOCP00000012553
ENSTNIP00000002548	ENSLOCP00000011680
ENSTNIP00000010418	ENSLOCP00000013557
ENSTNIP00000006616	ENSLOCP00000006774
ENSTNIP00000020339	ENSLOCP00000006774
ENSTNIP00000013612	ENSLOCP00000003895
ENSTNIP00000018499	ENSLOCP00000002415
ENSTNIP00000022180	ENSLOCP00000018234
ENSTNIP00000020603	ENSLOCP00000015732
ENSTNIP00000007131	ENSLOCP00000003184
ENSTNIP00000003332	ENSLOCP00000013157
ENSTNIP00000016890	ENSLOCP00000013157
ENSTNIP00000014709	ENSLOCP00000000744
ENSTNIP00000019275	ENSLOCP00000005891
ENSTNIP00000005979	ENSLOCP00000021346
ENSTNIP00000012850	ENSLOCP00000011692
ENSTNIP00000007505	ENSLOCP00000008192
ENSTNIP00000010820	ENSLOCP00000014152
ENSTNIP00000006660	ENSLOCP00000008444
ENSTNIP00000009571	ENSLOCP00000009493
ENSTNIP00000023038	ENSLOCP00000002091
ENSTNIP00000003918	ENSLOCP00000013821
ENSTNIP00000014800	ENSLOCP00000005208
ENSTNIP00000006559	ENSLOCP00000017479
ENSTNIP00000017528	ENSLOCP00000011166
ENSTNIP00000020343	ENSLOCP00000008158
ENSTNIP00000016983	ENSLOCP00000006282
ENSTNIP00000016247	ENSLOCP00000006282
ENSTNIP00000016993	ENSLOCP00000016647
ENSTNIP00000020906	ENSLOCP00000014265
ENSTNIP00000019571	ENSLOCP00000011694
ENSTNIP00000007430	ENSLOCP00000007972
ENSTNIP00000019942	ENSLOCP00000018707
ENSTNIP00000002825	ENSLOCP00000018582
ENSTNIP00000018784	ENSLOCP00000012659
ENSTNIP00000006403	ENSLOCP00000002490
ENSTNIP00000019417	ENSLOCP00000020010
ENSTNIP00000007118	ENSLOCP00000010775
ENSTNIP00000005985	ENSLOCP00000015827
ENSTNIP00000014217	ENSLOCP00000015109
ENSTNIP00000005118	ENSLOCP00000008065
ENSTNIP00000007581	ENSLOCP00000017737
ENSTNIP00000019145	ENSLOCP00000019206
ENSTNIP00000019146	ENSLOCP00000019204
ENSTNIP00000017652	ENSLOCP00000013046
ENSTNIP00000018469	ENSLOCP00000007720
ENSTNIP00000013549	ENSLOCP00000006589
ENSTNIP00000003780	ENSLOCP00000013469
ENSTNIP00000015330	ENSLOCP00000015453
ENSTNIP00000014263	ENSLOCP00000015453
ENSTNIP00000010263	ENSLOCP00000015435
ENSTNIP00000009161	ENSLOCP00000015435
ENSTNIP00000007379	ENSLOCP00000000119
ENSTNIP00000022527	ENSLOCP00000021274
ENSTNIP00000001203	ENSLOCP00000011203
ENSTNIP00000001432	ENSLOCP00000003171
ENSTNIP00000006933	ENSLOCP00000004832
ENSTNIP00000015720	ENSLOCP00000011980
ENSTNIP00000021293	ENSLOCP00000000996
ENSTNIP00000004061	ENSLOCP00000008415
ENSTNIP00000020129	ENSLOCP00000021455
ENSTNIP00000011775	ENSLOCP00000022376
ENSTNIP00000021038	ENSLOCP00000022463
ENSTNIP00000015672	ENSLOCP00000021918
ENSTNIP00000017988	ENSLOCP00000014382
ENSTNIP00000006366	ENSLOCP00000016275
ENSTNIP00000019488	ENSLOCP00000020250
ENSTNIP00000014075	ENSLOCP00000012653
ENSTNIP00000006945	ENSLOCP00000015177
ENSTNIP00000020306	ENSLOCP00000001476
ENSTNIP00000008510	ENSLOCP00000001476
ENSTNIP00000001503	ENSLOCP00000008760
ENSTNIP00000010784	ENSLOCP00000008760
ENSTNIP00000012212	ENSLOCP00000005030
ENSTNIP00000010947	ENSLOCP00000016610
ENSTNIP00000006331	ENSLOCP00000016439
ENSTNIP00000014899	ENSLOCP00000016439
ENSTNIP00000003764	ENSLOCP00000014508
ENSTNIP00000006763	ENSLOCP00000014508
ENSTNIP00000011077	ENSLOCP00000004843
ENSTNIP00000013673	ENSLOCP00000020210
ENSTNIP00000021228	ENSLOCP00000017226
ENSTNIP00000008588	ENSLOCP00000018024
ENSTNIP00000011113	ENSLOCP00000010567
ENSTNIP00000012574	ENSLOCP00000010567
ENSTNIP00000006643	ENSLOCP00000019881
ENSTNIP00000018526	ENSLOCP00000007611
ENSTNIP00000020738	ENSLOCP00000009177
ENSTNIP00000009381	ENSLOCP00000008548
ENSTNIP00000010021	ENSLOCP00000010811
ENSTNIP00000001425	ENSLOCP00000002572
ENSTNIP00000022690	ENSLOCP00000004796
ENSTNIP00000021706	ENSLOCP00000021114
ENSTNIP00000008065	ENSLOCP00000011045
ENSTNIP00000022249	ENSLOCP00000008320
ENSTNIP00000019079	ENSLOCP00000001519
ENSTNIP00000021681	ENSLOCP00000001519
ENSTNIP00000010157	ENSLOCP00000012127
ENSTNIP00000015475	ENSLOCP00000018204
ENSTNIP00000006079	ENSLOCP00000018204
ENSTNIP00000000950	ENSLOCP00000013976
ENSTNIP00000001672	ENSLOCP00000004285
ENSTNIP00000005451	ENSLOCP00000004285
ENSTNIP00000021736	ENSLOCP00000008847
ENSTNIP00000011094	ENSLOCP00000008847
ENSTNIP00000015292	ENSLOCP00000011624
ENSTNIP00000022388	ENSLOCP00000015645
ENSTNIP00000007037	ENSLOCP00000020466
ENSTNIP00000011590	ENSLOCP00000012680
ENSTNIP00000006206	ENSLOCP00000022322
ENSTNIP00000012654	ENSLOCP00000021861
ENSTNIP00000017059	ENSLOCP00000021861
ENSTNIP00000008091	ENSLOCP00000022195
ENSTNIP00000020516	ENSLOCP00000013769
ENSTNIP00000013268	ENSLOCP00000001896
ENSTNIP00000002221	ENSLOCP00000007225
ENSTNIP00000018765	ENSLOCP00000013022
ENSTNIP00000006808	ENSLOCP00000017251
ENSTNIP00000020184	ENSLOCP00000012008
ENSTNIP00000006459	ENSLOCP00000012989
ENSTNIP00000014489	ENSLOCP00000003166
ENSTNIP00000017463	ENSLOCP00000016220
ENSTNIP00000005102	ENSLOCP00000007447
ENSTNIP00000009918	ENSLOCP00000010214
ENSTNIP00000022378	ENSLOCP00000020386
ENSTNIP00000004621	ENSLOCP00000004230
ENSTNIP00000015158	ENSLOCP00000003508
ENSTNIP00000018069	ENSLOCP00000017652
ENSTNIP00000020971	ENSLOCP00000015394
ENSTNIP00000017781	ENSLOCP00000013279
ENSTNIP00000002537	ENSLOCP00000007774
ENSTNIP00000020118	ENSLOCP00000008601
ENSTNIP00000010098	ENSLOCP00000003200
ENSTNIP00000004253	ENSLOCP00000007566
ENSTNIP00000004043	ENSLOCP00000008944
ENSTNIP00000019782	ENSLOCP00000011246
ENSTNIP00000020772	ENSLOCP00000008536
ENSTNIP00000001685	ENSLOCP00000021363
ENSTNIP00000006847	ENSLOCP00000000301
ENSTNIP00000019481	ENSLOCP00000019452
ENSTNIP00000021847	ENSLOCP00000017482
ENSTNIP00000006166	ENSLOCP00000020542
ENSTNIP00000015394	ENSLOCP00000002244
ENSTNIP00000010488	ENSLOCP00000018397
ENSTNIP00000019973	ENSLOCP00000018826
ENSTNIP00000006178	ENSLOCP00000005772
ENSTNIP00000007381	ENSLOCP00000000144
ENSTNIP00000018603	ENSLOCP00000011196
ENSTNIP00000010404	ENSLOCP00000019239
ENSTNIP00000021051	ENSLOCP00000016664
ENSTNIP00000000642	ENSLOCP00000006291
ENSTNIP00000000173	ENSLOCP00000006291
ENSTNIP00000003224	ENSLOCP00000004055
ENSTNIP00000010303	ENSLOCP00000013687
ENSTNIP00000007375	ENSLOCP00000000942
ENSTNIP00000020325	ENSLOCP00000000942
ENSTNIP00000020014	ENSLOCP00000002058
ENSTNIP00000000681	ENSLOCP00000013578
ENSTNIP00000019395	ENSLOCP00000019728
ENSTNIP00000018224	ENSLOCP00000008230
ENSTNIP00000006221	ENSLOCP00000002359
ENSTNIP00000021732	ENSLOCP00000008558
ENSTNIP00000005489	ENSLOCP00000019554
ENSTNIP00000020879	ENSLOCP00000010699
ENSTNIP00000007115	ENSLOCP00000001548
ENSTNIP00000020262	ENSLOCP00000006866
ENSTNIP00000014275	ENSLOCP00000001179
ENSTNIP00000014630	ENSLOCP00000019606
ENSTNIP00000019345	ENSLOCP00000009629
ENSTNIP00000009558	ENSLOCP00000017772
ENSTNIP00000009134	ENSLOCP00000009259
ENSTNIP00000012377	ENSLOCP00000009259
ENSTNIP00000019485	ENSLOCP00000019431
ENSTNIP00000016357	ENSLOCP00000020736
ENSTNIP00000006110	ENSLOCP00000002463
ENSTNIP00000012897	ENSLOCP00000002463
ENSTNIP00000022532	ENSLOCP00000014702
ENSTNIP00000006690	ENSLOCP00000006246
ENSTNIP00000003139	ENSLOCP00000011812
ENSTNIP00000012382	ENSLOCP00000011812
ENSTNIP00000001379	ENSLOCP00000011790
ENSTNIP00000016902	ENSLOCP00000011790
ENSTNIP00000018374	ENSLOCP00000006110
ENSTNIP00000011384	ENSLOCP00000003233
ENSTNIP00000008005	ENSLOCP00000008410
ENSTNIP00000020462	ENSLOCP00000018147
ENSTNIP00000013881	ENSLOCP00000020745
ENSTNIP00000010547	ENSLOCP00000018048
ENSTNIP00000014764	ENSLOCP00000018048
ENSTNIP00000013540	ENSLOCP00000007300
ENSTNIP00000018387	ENSLOCP00000007300
ENSTNIP00000020313	ENSLOCP00000009766
ENSTNIP00000013573	ENSLOCP00000009751
ENSTNIP00000008446	ENSLOCP00000004751
ENSTNIP00000007807	ENSLOCP00000009694
ENSTNIP00000005283	ENSLOCP00000011693
ENSTNIP00000014935	ENSLOCP00000006441
ENSTNIP00000009663	ENSLOCP00000021112
ENSTNIP00000020889	ENSLOCP00000006019
ENSTNIP00000020872	ENSLOCP00000010780
ENSTNIP00000020323	ENSLOCP00000000863
ENSTNIP00000009771	ENSLOCP00000005421
ENSTNIP00000019775	ENSLOCP00000009921
ENSTNIP00000020051	ENSLOCP00000009414
ENSTNIP00000014674	ENSLOCP00000013907
ENSTNIP00000015967	ENSLOCP00000002148
ENSTNIP00000017429	ENSLOCP00000014983
ENSTNIP00000008047	ENSLOCP00000001181
ENSTNIP00000016274	ENSLOCP00000012466
ENSTNIP00000021320	ENSLOCP00000013666
ENSTNIP00000008389	ENSLOCP00000017902
ENSTNIP00000011408	ENSLOCP00000002975
ENSTNIP00000020845	ENSLOCP00000000855
ENSTNIP00000006538	ENSLOCP00000007365
ENSTNIP00000002820	ENSLOCP00000015217
ENSTNIP00000019632	ENSLOCP00000004990
ENSTNIP00000002584	ENSLOCP00000017165
ENSTNIP00000007693	ENSLOCP00000011269
ENSTNIP00000011095	ENSLOCP00000008810
ENSTNIP00000015291	ENSLOCP00000011596
ENSTNIP00000000882	ENSLOCP00000012872
ENSTNIP00000007382	ENSLOCP00000000179
ENSTNIP00000005421	ENSLOCP00000019104
ENSTNIP00000009803	ENSLOCP00000010577
ENSTNIP00000009105	ENSLOCP00000002368
ENSTNIP00000013239	ENSLOCP00000007989
ENSTNIP00000013035	ENSLOCP00000017063
ENSTNIP00000016776	ENSLOCP00000006202
ENSTNIP00000014938	ENSLOCP00000006343
ENSTNIP00000019472	ENSLOCP00000020616
ENSTNIP00000011293	ENSLOCP00000017547
ENSTNIP00000019030	ENSLOCP00000008470
ENSTNIP00000016205	ENSLOCP00000008470
ENSTNIP00000005160	ENSLOCP00000011838
ENSTNIP00000022492	ENSLOCP00000020139
ENSTNIP00000022331	ENSLOCP00000020139
ENSTNIP00000003297	ENSLOCP00000006834
ENSTNIP00000007742	ENSLOCP00000015134
ENSTNIP00000005833	ENSLOCP00000015669
ENSTNIP00000012312	ENSLOCP00000021906
ENSTNIP00000016929	ENSLOCP00000021902
ENSTNIP00000013253	ENSLOCP00000021902
ENSTNIP00000004014	ENSLOCP00000021584
ENSTNIP00000019473	ENSLOCP00000020755
ENSTNIP00000016190	ENSLOCP00000003154
ENSTNIP00000018478	ENSLOCP00000007260
ENSTNIP00000002291	ENSLOCP00000008474
ENSTNIP00000019383	ENSLOCP00000001184
ENSTNIP00000021639	ENSLOCP00000004747
ENSTNIP00000002645	ENSLOCP00000013192
ENSTNIP00000016917	ENSLOCP00000013192
ENSTNIP00000003722	ENSLOCP00000015949
ENSTNIP00000015112	ENSLOCP00000018813
ENSTNIP00000020486	ENSLOCP00000012321
ENSTNIP00000010569	ENSLOCP00000018323
ENSTNIP00000014763	ENSLOCP00000018323
ENSTNIP00000003645	ENSLOCP00000020266
ENSTNIP00000020468	ENSLOCP00000018171
ENSTNIP00000020890	ENSLOCP00000006041
ENSTNIP00000000460	ENSLOCP00000020476
ENSTNIP00000015274	ENSLOCP00000020476
ENSTNIP00000006096	ENSLOCP00000005884
ENSTNIP00000013682	ENSLOCP00000005884
ENSTNIP00000016583	ENSLOCP00000010448
ENSTNIP00000000949	ENSLOCP00000001931
ENSTNIP00000019969	ENSLOCP00000018835
ENSTNIP00000020276	ENSLOCP00000011060
ENSTNIP00000022108	ENSLOCP00000014771
ENSTNIP00000021429	ENSLOCP00000006432
ENSTNIP00000017803	ENSLOCP00000017528
ENSTNIP00000017726	ENSLOCP00000017528
ENSTNIP00000001246	ENSLOCP00000015038
ENSTNIP00000015619	ENSLOCP00000021103
ENSTNIP00000001783	ENSLOCP00000013956
ENSTNIP00000007031	ENSLOCP00000004138
ENSTNIP00000011484	ENSLOCP00000006321
ENSTNIP00000012262	ENSLOCP00000016881
ENSTNIP00000008833	ENSLOCP00000002997
ENSTNIP00000020940	ENSLOCP00000005568
ENSTNIP00000012181	ENSLOCP00000008368
ENSTNIP00000020632	ENSLOCP00000008994
ENSTNIP00000007526	ENSLOCP00000016841
ENSTNIP00000013259	ENSLOCP00000013144
ENSTNIP00000008980	ENSLOCP00000001512
ENSTNIP00000006531	ENSLOCP00000011198
ENSTNIP00000018019	ENSLOCP00000002924
ENSTNIP00000009446	ENSLOCP00000009131
ENSTNIP00000012588	ENSLOCP00000011088
ENSTNIP00000018692	ENSLOCP00000003848
ENSTNIP00000000439	ENSLOCP00000016334
ENSTNIP00000022632	ENSLOCP00000012716
ENSTNIP00000016095	ENSLOCP00000012369
ENSTNIP00000006413	ENSLOCP00000009103
ENSTNIP00000007624	ENSLOCP00000013263
ENSTNIP00000006274	ENSLOCP00000018390
ENSTNIP00000021395	ENSLOCP00000018390
ENSTNIP00000019265	ENSLOCP00000006356
ENSTNIP00000009667	ENSLOCP00000021100
ENSTNIP00000003016	ENSLOCP00000021100
ENSTNIP00000020927	ENSLOCP00000007328
ENSTNIP00000000613	ENSLOCP00000015240
ENSTNIP00000018184	ENSLOCP00000022043
ENSTNIP00000013837	ENSLOCP00000009591
ENSTNIP00000017694	ENSLOCP00000009591
ENSTNIP00000018521	ENSLOCP00000006920
ENSTNIP00000007566	ENSLOCP00000012962
ENSTNIP00000020867	ENSLOCP00000010940
ENSTNIP00000001514	ENSLOCP00000021883
ENSTNIP00000016045	ENSLOCP00000022279
ENSTNIP00000018651	ENSLOCP00000014705
ENSTNIP00000004927	ENSLOCP00000017905
ENSTNIP00000009799	ENSLOCP00000007851
ENSTNIP00000012169	ENSLOCP00000007851
ENSTNIP00000012751	ENSLOCP00000018965
ENSTNIP00000021450	ENSLOCP00000013015
ENSTNIP00000023067	ENSLOCP00000017950
ENSTNIP00000001958	ENSLOCP00000017961
ENSTNIP00000003406	ENSLOCP00000002373
ENSTNIP00000020238	ENSLOCP00000020311
ENSTNIP00000004746	ENSLOCP00000017209
ENSTNIP00000021578	ENSLOCP00000009784
ENSTNIP00000018314	ENSLOCP00000006336
ENSTNIP00000019803	ENSLOCP00000010734
ENSTNIP00000009752	ENSLOCP00000007446
ENSTNIP00000021786	ENSLOCP00000015745
ENSTNIP00000009068	ENSLOCP00000005005
ENSTNIP00000015686	ENSLOCP00000005005
ENSTNIP00000006577	ENSLOCP00000016898
ENSTNIP00000015673	ENSLOCP00000005932
ENSTNIP00000015460	ENSLOCP00000006044
ENSTNIP00000006584	ENSLOCP00000006044
ENSTNIP00000020401	ENSLOCP00000006463
ENSTNIP00000020215	ENSLOCP00000008852
ENSTNIP00000005448	ENSLOCP00000015221
ENSTNIP00000005517	ENSLOCP00000018408
ENSTNIP00000007063	ENSLOCP00000001545
ENSTNIP00000009579	ENSLOCP00000020313
ENSTNIP00000020370	ENSLOCP00000014953
ENSTNIP00000017131	ENSLOCP00000008114
ENSTNIP00000000683	ENSLOCP00000018251
ENSTNIP00000001917	ENSLOCP00000021601
ENSTNIP00000021328	ENSLOCP00000013585
ENSTNIP00000017610	ENSLOCP00000009123
ENSTNIP00000018131	ENSLOCP00000009123
ENSTNIP00000013344	ENSLOCP00000017192
ENSTNIP00000018785	ENSLOCP00000012682
ENSTNIP00000017319	ENSLOCP00000004815
ENSTNIP00000007786	ENSLOCP00000016310
ENSTNIP00000006390	ENSLOCP00000000652
ENSTNIP00000011382	ENSLOCP00000003129
ENSTNIP00000016365	ENSLOCP00000020696
ENSTNIP00000008107	ENSLOCP00000010645
ENSTNIP00000007855	ENSLOCP00000017896
ENSTNIP00000020869	ENSLOCP00000010889
ENSTNIP00000006683	ENSLOCP00000001938
ENSTNIP00000018690	ENSLOCP00000003922
ENSTNIP00000018905	ENSLOCP00000006418
ENSTNIP00000004994	ENSLOCP00000003333
ENSTNIP00000014639	ENSLOCP00000015333
ENSTNIP00000007558	ENSLOCP00000014052
ENSTNIP00000004053	ENSLOCP00000018771
ENSTNIP00000005280	ENSLOCP00000020453
ENSTNIP00000008753	ENSLOCP00000018806
ENSTNIP00000003867	ENSLOCP00000019871
ENSTNIP00000022513	ENSLOCP00000019871
ENSTNIP00000007728	ENSLOCP00000019224
ENSTNIP00000010249	ENSLOCP00000019221
ENSTNIP00000012501	ENSLOCP00000011104
ENSTNIP00000002076	ENSLOCP00000016558
ENSTNIP00000020981	ENSLOCP00000013610
ENSTNIP00000012308	ENSLOCP00000013610
ENSTNIP00000009416	ENSLOCP00000012543
ENSTNIP00000018773	ENSLOCP00000002932
ENSTNIP00000015709	ENSLOCP00000011753
ENSTNIP00000018032	ENSLOCP00000021879
ENSTNIP00000001586	ENSLOCP00000005432
ENSTNIP00000001452	ENSLOCP00000005463
ENSTNIP00000008448	ENSLOCP00000016193
ENSTNIP00000019658	ENSLOCP00000020862
ENSTNIP00000020389	ENSLOCP00000014113
ENSTNIP00000000320	ENSLOCP00000005057
ENSTNIP00000004024	ENSLOCP00000007678
ENSTNIP00000017932	ENSLOCP00000003755
ENSTNIP00000011915	ENSLOCP00000015571
ENSTNIP00000018880	ENSLOCP00000015571
ENSTNIP00000008243	ENSLOCP00000005103
ENSTNIP00000011166	ENSLOCP00000005103
ENSTNIP00000004424	ENSLOCP00000000597
ENSTNIP00000010105	ENSLOCP00000004681
ENSTNIP00000002686	ENSLOCP00000021057
ENSTNIP00000015907	ENSLOCP00000014485
ENSTNIP00000018013	ENSLOCP00000001482
ENSTNIP00000008309	ENSLOCP00000016020
ENSTNIP00000018177	ENSLOCP00000013166
ENSTNIP00000015657	ENSLOCP00000020655
ENSTNIP00000022081	ENSLOCP00000014833
ENSTNIP00000003875	ENSLOCP00000004777
ENSTNIP00000022264	ENSLOCP00000004777
ENSTNIP00000007390	ENSLOCP00000006939
ENSTNIP00000011204	ENSLOCP00000006939
ENSTNIP00000015428	ENSLOCP00000002879
ENSTNIP00000021490	ENSLOCP00000008181
ENSTNIP00000020699	ENSLOCP00000008181
ENSTNIP00000019436	ENSLOCP00000020684
ENSTNIP00000002065	ENSLOCP00000007334
ENSTNIP00000019411	ENSLOCP00000019984
ENSTNIP00000015670	ENSLOCP00000005838
ENSTNIP00000020429	ENSLOCP00000005124
ENSTNIP00000022178	ENSLOCP00000017874
ENSTNIP00000010537	ENSLOCP00000001726
ENSTNIP00000000543	ENSLOCP00000009554
ENSTNIP00000019149	ENSLOCP00000019198
ENSTNIP00000005197	ENSLOCP00000008850
ENSTNIP00000005984	ENSLOCP00000006523
ENSTNIP00000015159	ENSLOCP00000003468
ENSTNIP00000007231	ENSLOCP00000003468
ENSTNIP00000022198	ENSLOCP00000018258
ENSTNIP00000010347	ENSLOCP00000004774
ENSTNIP00000018657	ENSLOCP00000004774
ENSTNIP00000002445	ENSLOCP00000009118
ENSTNIP00000022207	ENSLOCP00000017535
ENSTNIP00000001014	ENSLOCP00000001131
ENSTNIP00000004635	ENSLOCP00000020571
ENSTNIP00000003539	ENSLOCP00000014362
ENSTNIP00000001829	ENSLOCP00000008855
ENSTNIP00000011836	ENSLOCP00000018152
ENSTNIP00000011758	ENSLOCP00000000631
ENSTNIP00000017777	ENSLOCP00000013202
ENSTNIP00000017784	ENSLOCP00000013364
ENSTNIP00000012368	ENSLOCP00000009010
ENSTNIP00000011141	ENSLOCP00000001339
ENSTNIP00000013181	ENSLOCP00000003995
ENSTNIP00000010607	ENSLOCP00000003995
ENSTNIP00000006048	ENSLOCP00000005167
ENSTNIP00000022797	ENSLOCP00000005167
ENSTNIP00000011432	ENSLOCP00000006245
ENSTNIP00000011448	ENSLOCP00000006446
ENSTNIP00000008995	ENSLOCP00000009089
ENSTNIP00000011195	ENSLOCP00000019079
ENSTNIP00000006560	ENSLOCP00000017468
ENSTNIP00000019186	ENSLOCP00000012505
ENSTNIP00000018836	ENSLOCP00000018743
ENSTNIP00000011519	ENSLOCP00000011399
ENSTNIP00000019883	ENSLOCP00000019811
ENSTNIP00000021201	ENSLOCP00000015512
ENSTNIP00000014818	ENSLOCP00000014893
ENSTNIP00000002005	ENSLOCP00000016278
ENSTNIP00000014641	ENSLOCP00000015308
ENSTNIP00000010821	ENSLOCP00000015550
ENSTNIP00000017551	ENSLOCP00000013487
ENSTNIP00000014003	ENSLOCP00000001622
ENSTNIP00000012703	ENSLOCP00000017447
ENSTNIP00000016430	ENSLOCP00000013579
ENSTNIP00000016177	ENSLOCP00000005712
ENSTNIP00000022373	ENSLOCP00000019628
ENSTNIP00000017857	ENSLOCP00000017011
ENSTNIP00000018121	ENSLOCP00000009345
ENSTNIP00000015753	ENSLOCP00000015368
ENSTNIP00000015422	ENSLOCP00000008383
ENSTNIP00000011794	ENSLOCP00000013037
ENSTNIP00000021365	ENSLOCP00000013037
ENSTNIP00000005705	ENSLOCP00000004529
ENSTNIP00000017519	ENSLOCP00000012584
ENSTNIP00000019525	ENSLOCP00000012584
ENSTNIP00000020430	ENSLOCP00000005733
ENSTNIP00000014666	ENSLOCP00000015735
ENSTNIP00000006522	ENSLOCP00000015735
ENSTNIP00000009856	ENSLOCP00000007251
ENSTNIP00000014965	ENSLOCP00000007251
ENSTNIP00000007733	ENSLOCP00000019178
ENSTNIP00000016829	ENSLOCP00000002097
ENSTNIP00000005137	ENSLOCP00000012002
ENSTNIP00000005975	ENSLOCP00000009430
ENSTNIP00000019815	ENSLOCP00000019240
ENSTNIP00000002616	ENSLOCP00000003075
ENSTNIP00000013165	ENSLOCP00000012605
ENSTNIP00000020991	ENSLOCP00000012605
ENSTNIP00000010660	ENSLOCP00000009710
ENSTNIP00000021650	ENSLOCP00000018807
ENSTNIP00000015111	ENSLOCP00000018807
ENSTNIP00000004702	ENSLOCP00000012168
ENSTNIP00000014264	ENSLOCP00000015446
ENSTNIP00000015331	ENSLOCP00000015446
ENSTNIP00000010264	ENSLOCP00000015442
ENSTNIP00000013025	ENSLOCP00000006037
ENSTNIP00000001342	ENSLOCP00000021925
ENSTNIP00000019565	ENSLOCP00000011795
ENSTNIP00000005476	ENSLOCP00000004674
ENSTNIP00000021407	ENSLOCP00000004674
ENSTNIP00000010823	ENSLOCP00000015564
ENSTNIP00000003650	ENSLOCP00000021575
ENSTNIP00000016862	ENSLOCP00000002581
ENSTNIP00000016740	ENSLOCP00000004339
ENSTNIP00000011643	ENSLOCP00000020497
ENSTNIP00000010200	ENSLOCP00000013424
ENSTNIP00000006092	ENSLOCP00000018687
ENSTNIP00000019616	ENSLOCP00000015643
ENSTNIP00000015498	ENSLOCP00000005807
