ENSTGUP00000008915	ENSACAP00000005936
ENSTGUP00000005210	ENSACAP00000015743
ENSTGUP00000015146	ENSACAP00000010034
ENSTGUP00000010730	ENSACAP00000016681
ENSTGUP00000015959	ENSACAP00000009008
ENSTGUP00000007365	ENSACAP00000004760
ENSTGUP00000010018	ENSACAP00000008234
ENSTGUP00000010165	ENSACAP00000012144
ENSTGUP00000015824	ENSACAP00000003254
ENSTGUP00000005973	ENSACAP00000016146
ENSTGUP00000002563	ENSACAP00000002098
ENSTGUP00000000164	ENSACAP00000005338
ENSTGUP00000001135	ENSACAP00000007654
ENSTGUP00000001226	ENSACAP00000008569
ENSTGUP00000000468	ENSACAP00000009356
ENSTGUP00000008386	ENSACAP00000016239
ENSTGUP00000006904	ENSACAP00000008715
ENSTGUP00000010585	ENSACAP00000007597
ENSTGUP00000009782	ENSACAP00000006828
ENSTGUP00000007384	ENSACAP00000006895
ENSTGUP00000012590	ENSACAP00000003851
ENSTGUP00000001060	ENSACAP00000017489
ENSTGUP00000009964	ENSACAP00000014924
ENSTGUP00000012502	ENSACAP00000009142
ENSTGUP00000013443	ENSACAP00000012728
ENSTGUP00000005462	ENSACAP00000007572
ENSTGUP00000005377	ENSACAP00000006574
ENSTGUP00000005820	ENSACAP00000001538
ENSTGUP00000010253	ENSACAP00000008107
ENSTGUP00000011456	ENSACAP00000006375
ENSTGUP00000000404	ENSACAP00000001340
ENSTGUP00000001881	ENSACAP00000002936
ENSTGUP00000010555	ENSACAP00000012399
ENSTGUP00000002453	ENSACAP00000002724
ENSTGUP00000011211	ENSACAP00000004073
ENSTGUP00000009059	ENSACAP00000013064
ENSTGUP00000005887	ENSACAP00000005048
ENSTGUP00000011765	ENSACAP00000004983
ENSTGUP00000007909	ENSACAP00000014365
ENSTGUP00000010280	ENSACAP00000004809
ENSTGUP00000005091	ENSACAP00000005365
ENSTGUP00000000099	ENSACAP00000007056
ENSTGUP00000015134	ENSACAP00000021362
ENSTGUP00000008127	ENSACAP00000015081
ENSTGUP00000009439	ENSACAP00000003611
ENSTGUP00000005276	ENSACAP00000008801
ENSTGUP00000002644	ENSACAP00000005015
ENSTGUP00000008532	ENSACAP00000004286
ENSTGUP00000013285	ENSACAP00000011566
ENSTGUP00000012580	ENSACAP00000003794
ENSTGUP00000003947	ENSACAP00000015314
ENSTGUP00000006568	ENSACAP00000003594
ENSTGUP00000005776	ENSACAP00000013955
ENSTGUP00000010772	ENSACAP00000005102
ENSTGUP00000002822	ENSACAP00000006193
ENSTGUP00000009125	ENSACAP00000002436
ENSTGUP00000012386	ENSACAP00000011298
ENSTGUP00000005974	ENSACAP00000002630
ENSTGUP00000008436	ENSACAP00000005107
ENSTGUP00000013291	ENSACAP00000011178
ENSTGUP00000000665	ENSACAP00000000916
ENSTGUP00000004008	ENSACAP00000009568
ENSTGUP00000013032	ENSACAP00000000190
ENSTGUP00000003418	ENSACAP00000005864
ENSTGUP00000007843	ENSACAP00000012571
ENSTGUP00000013548	ENSACAP00000010404
ENSTGUP00000000824	ENSACAP00000000820
ENSTGUP00000000608	ENSACAP00000008863
ENSTGUP00000002834	ENSACAP00000008315
ENSTGUP00000011478	ENSACAP00000005139
ENSTGUP00000002501	ENSACAP00000013576
ENSTGUP00000012858	ENSACAP00000000470
ENSTGUP00000008612	ENSACAP00000005555
ENSTGUP00000005573	ENSACAP00000002592
ENSTGUP00000007980	ENSACAP00000017305
ENSTGUP00000009713	ENSACAP00000006553
ENSTGUP00000013775	ENSACAP00000003624
ENSTGUP00000010818	ENSACAP00000009695
ENSTGUP00000003302	ENSACAP00000007834
ENSTGUP00000003141	ENSACAP00000006198
ENSTGUP00000012583	ENSACAP00000016673
ENSTGUP00000004102	ENSACAP00000002107
ENSTGUP00000012306	ENSACAP00000017361
ENSTGUP00000008981	ENSACAP00000011509
ENSTGUP00000007998	ENSACAP00000014252
ENSTGUP00000013749	ENSACAP00000008105
ENSTGUP00000016119	ENSACAP00000014319
ENSTGUP00000010914	ENSACAP00000015538
ENSTGUP00000014828	ENSACAP00000009828
ENSTGUP00000006357	ENSACAP00000001529
ENSTGUP00000008216	ENSACAP00000008585
ENSTGUP00000012597	ENSACAP00000000360
ENSTGUP00000010168	ENSACAP00000014718
ENSTGUP00000007592	ENSACAP00000008644
ENSTGUP00000010481	ENSACAP00000008784
ENSTGUP00000013410	ENSACAP00000001878
ENSTGUP00000008630	ENSACAP00000011602
ENSTGUP00000013275	ENSACAP00000010883
ENSTGUP00000003915	ENSACAP00000008404
ENSTGUP00000004705	ENSACAP00000001535
ENSTGUP00000001133	ENSACAP00000003048
ENSTGUP00000004839	ENSACAP00000006981
ENSTGUP00000012468	ENSACAP00000015999
ENSTGUP00000012696	ENSACAP00000006414
ENSTGUP00000013539	ENSACAP00000014250
ENSTGUP00000012351	ENSACAP00000015714
ENSTGUP00000009991	ENSACAP00000006894
ENSTGUP00000000241	ENSACAP00000021890
ENSTGUP00000013101	ENSACAP00000008282
ENSTGUP00000012991	ENSACAP00000011924
ENSTGUP00000008910	ENSACAP00000001647
ENSTGUP00000000754	ENSACAP00000000692
ENSTGUP00000006013	ENSACAP00000005169
ENSTGUP00000003006	ENSACAP00000012442
ENSTGUP00000005048	ENSACAP00000022966
ENSTGUP00000003749	ENSACAP00000000962
ENSTGUP00000008499	ENSACAP00000008054
ENSTGUP00000007757	ENSACAP00000012266
ENSTGUP00000011284	ENSACAP00000019258
ENSTGUP00000014305	ENSACAP00000010797
ENSTGUP00000007154	ENSACAP00000007745
ENSTGUP00000008479	ENSACAP00000009351
ENSTGUP00000006400	ENSACAP00000001213
ENSTGUP00000006009	ENSACAP00000001218
ENSTGUP00000005938	ENSACAP00000012844
ENSTGUP00000001541	ENSACAP00000000897
ENSTGUP00000014365	ENSACAP00000006275
ENSTGUP00000011056	ENSACAP00000004729
ENSTGUP00000000486	ENSACAP00000001787
ENSTGUP00000003881	ENSACAP00000020215
ENSTGUP00000004526	ENSACAP00000011832
ENSTGUP00000013788	ENSACAP00000003070
ENSTGUP00000006560	ENSACAP00000012465
ENSTGUP00000009981	ENSACAP00000000975
ENSTGUP00000010135	ENSACAP00000013708
ENSTGUP00000004956	ENSACAP00000014464
ENSTGUP00000012258	ENSACAP00000015044
ENSTGUP00000006978	ENSACAP00000009199
ENSTGUP00000008752	ENSACAP00000014066
ENSTGUP00000001625	ENSACAP00000012356
ENSTGUP00000005713	ENSACAP00000004632
ENSTGUP00000004026	ENSACAP00000000589
ENSTGUP00000003969	ENSACAP00000011789
ENSTGUP00000012536	ENSACAP00000005641
ENSTGUP00000008228	ENSACAP00000008350
ENSTGUP00000007502	ENSACAP00000012289
ENSTGUP00000011115	ENSACAP00000003416
ENSTGUP00000005060	ENSACAP00000002859
ENSTGUP00000003789	ENSACAP00000011290
ENSTGUP00000005552	ENSACAP00000007296
ENSTGUP00000005227	ENSACAP00000019649
ENSTGUP00000006971	ENSACAP00000014590
ENSTGUP00000011399	ENSACAP00000004687
ENSTGUP00000010436	ENSACAP00000001959
ENSTGUP00000010761	ENSACAP00000005091
ENSTGUP00000007275	ENSACAP00000002533
ENSTGUP00000008431	ENSACAP00000006499
ENSTGUP00000000598	ENSACAP00000011170
ENSTGUP00000005125	ENSACAP00000002836
ENSTGUP00000008945	ENSACAP00000006194
ENSTGUP00000002774	ENSACAP00000013874
ENSTGUP00000012309	ENSACAP00000003300
ENSTGUP00000000932	ENSACAP00000001019
ENSTGUP00000007312	ENSACAP00000008951
ENSTGUP00000016200	ENSACAP00000006204
ENSTGUP00000011734	ENSACAP00000017224
ENSTGUP00000001331	ENSACAP00000002616
ENSTGUP00000009543	ENSACAP00000003321
ENSTGUP00000017528	ENSACAP00000012971
ENSTGUP00000000328	ENSACAP00000022645
ENSTGUP00000004675	ENSACAP00000011753
ENSTGUP00000006855	ENSACAP00000001203
ENSTGUP00000007406	ENSACAP00000011696
ENSTGUP00000007471	ENSACAP00000006124
ENSTGUP00000000713	ENSACAP00000003923
ENSTGUP00000008467	ENSACAP00000009310
ENSTGUP00000011802	ENSACAP00000012797
ENSTGUP00000012905	ENSACAP00000002037
ENSTGUP00000008927	ENSACAP00000011795
ENSTGUP00000006214	ENSACAP00000003702
ENSTGUP00000005143	ENSACAP00000011866
ENSTGUP00000005582	ENSACAP00000008212
ENSTGUP00000001525	ENSACAP00000016838
ENSTGUP00000004323	ENSACAP00000005887
ENSTGUP00000014953	ENSACAP00000000002
ENSTGUP00000011827	ENSACAP00000010356
ENSTGUP00000011243	ENSACAP00000012052
ENSTGUP00000016641	ENSACAP00000009659
ENSTGUP00000009972	ENSACAP00000009704
ENSTGUP00000005916	ENSACAP00000009496
ENSTGUP00000015734	ENSACAP00000003622
ENSTGUP00000011508	ENSACAP00000005280
ENSTGUP00000009055	ENSACAP00000005892
ENSTGUP00000009249	ENSACAP00000012422
ENSTGUP00000011402	ENSACAP00000015031
ENSTGUP00000007766	ENSACAP00000021646
ENSTGUP00000013920	ENSACAP00000013472
ENSTGUP00000002410	ENSACAP00000002284
ENSTGUP00000008835	ENSACAP00000013741
ENSTGUP00000008008	ENSACAP00000000555
ENSTGUP00000010891	ENSACAP00000006283
ENSTGUP00000005883	ENSACAP00000017887
ENSTGUP00000013269	ENSACAP00000008856
ENSTGUP00000010574	ENSACAP00000012162
ENSTGUP00000005318	ENSACAP00000015624
ENSTGUP00000008905	ENSACAP00000007218
ENSTGUP00000000544	ENSACAP00000006125
ENSTGUP00000013126	ENSACAP00000013152
ENSTGUP00000004143	ENSACAP00000005332
ENSTGUP00000003941	ENSACAP00000015727
ENSTGUP00000012819	ENSACAP00000014809
ENSTGUP00000001551	ENSACAP00000004891
ENSTGUP00000004097	ENSACAP00000002691
ENSTGUP00000006530	ENSACAP00000002923
ENSTGUP00000006528	ENSACAP00000004359
ENSTGUP00000009133	ENSACAP00000012549
ENSTGUP00000012155	ENSACAP00000004366
ENSTGUP00000010022	ENSACAP00000003855
ENSTGUP00000006757	ENSACAP00000008412
ENSTGUP00000002107	ENSACAP00000007299
ENSTGUP00000001407	ENSACAP00000016166
ENSTGUP00000000781	ENSACAP00000005235
ENSTGUP00000005219	ENSACAP00000017346
ENSTGUP00000013787	ENSACAP00000003186
ENSTGUP00000011843	ENSACAP00000009650
ENSTGUP00000003252	ENSACAP00000004870
ENSTGUP00000003656	ENSACAP00000006246
ENSTGUP00000009878	ENSACAP00000003334
ENSTGUP00000007069	ENSACAP00000012179
ENSTGUP00000003584	ENSACAP00000001254
ENSTGUP00000005889	ENSACAP00000002938
ENSTGUP00000008149	ENSACAP00000014385
ENSTGUP00000008955	ENSACAP00000014119
ENSTGUP00000015900	ENSACAP00000008646
ENSTGUP00000007086	ENSACAP00000017246
ENSTGUP00000011527	ENSACAP00000005476
ENSTGUP00000012793	ENSACAP00000000865
ENSTGUP00000013360	ENSACAP00000015897
ENSTGUP00000003325	ENSACAP00000001326
ENSTGUP00000004273	ENSACAP00000008082
ENSTGUP00000004251	ENSACAP00000001747
ENSTGUP00000016791	ENSACAP00000000645
ENSTGUP00000010536	ENSACAP00000004187
ENSTGUP00000009448	ENSACAP00000003665
ENSTGUP00000008344	ENSACAP00000003413
ENSTGUP00000004310	ENSACAP00000000010
ENSTGUP00000003288	ENSACAP00000007759
ENSTGUP00000006451	ENSACAP00000012153
ENSTGUP00000004237	ENSACAP00000008181
ENSTGUP00000008710	ENSACAP00000001137
ENSTGUP00000010621	ENSACAP00000013529
ENSTGUP00000001987	ENSACAP00000017375
ENSTGUP00000008050	ENSACAP00000006069
ENSTGUP00000002976	ENSACAP00000015156
ENSTGUP00000008141	ENSACAP00000008013
ENSTGUP00000003561	ENSACAP00000001940
ENSTGUP00000001004	ENSACAP00000016461
ENSTGUP00000000556	ENSACAP00000017393
ENSTGUP00000004875	ENSACAP00000018401
ENSTGUP00000013472	ENSACAP00000000284
ENSTGUP00000000720	ENSACAP00000004020
ENSTGUP00000009160	ENSACAP00000000058
ENSTGUP00000011784	ENSACAP00000005018
ENSTGUP00000002725	ENSACAP00000002394
ENSTGUP00000009998	ENSACAP00000002357
ENSTGUP00000013223	ENSACAP00000014166
ENSTGUP00000010790	ENSACAP00000010900
ENSTGUP00000001378	ENSACAP00000007829
ENSTGUP00000001934	ENSACAP00000014046
ENSTGUP00000000877	ENSACAP00000012228
ENSTGUP00000010670	ENSACAP00000001798
ENSTGUP00000005335	ENSACAP00000000534
ENSTGUP00000010769	ENSACAP00000014692
ENSTGUP00000013163	ENSACAP00000000494
ENSTGUP00000012963	ENSACAP00000022307
ENSTGUP00000009882	ENSACAP00000009211
ENSTGUP00000003875	ENSACAP00000002607
ENSTGUP00000006146	ENSACAP00000003860
ENSTGUP00000008548	ENSACAP00000015952
ENSTGUP00000004593	ENSACAP00000006084
ENSTGUP00000001474	ENSACAP00000015584
ENSTGUP00000008060	ENSACAP00000015801
ENSTGUP00000009340	ENSACAP00000004835
ENSTGUP00000009789	ENSACAP00000010234
ENSTGUP00000003207	ENSACAP00000000181
ENSTGUP00000003914	ENSACAP00000009714
ENSTGUP00000004539	ENSACAP00000004718
ENSTGUP00000006861	ENSACAP00000003233
ENSTGUP00000003577	ENSACAP00000010407
ENSTGUP00000013260	ENSACAP00000014176
ENSTGUP00000015415	ENSACAP00000011489
ENSTGUP00000013879	ENSACAP00000002047
ENSTGUP00000010875	ENSACAP00000012403
ENSTGUP00000000662	ENSACAP00000003576
ENSTGUP00000005295	ENSACAP00000003555
ENSTGUP00000005340	ENSACAP00000003287
ENSTGUP00000007199	ENSACAP00000011411
ENSTGUP00000000745	ENSACAP00000010724
ENSTGUP00000007356	ENSACAP00000019544
ENSTGUP00000001443	ENSACAP00000021955
ENSTGUP00000011649	ENSACAP00000016300
ENSTGUP00000003137	ENSACAP00000006267
ENSTGUP00000007451	ENSACAP00000006359
ENSTGUP00000016353	ENSACAP00000003760
ENSTGUP00000001263	ENSACAP00000009165
ENSTGUP00000012927	ENSACAP00000017037
ENSTGUP00000004933	ENSACAP00000012348
ENSTGUP00000010709	ENSACAP00000000148
ENSTGUP00000002348	ENSACAP00000000979
ENSTGUP00000012396	ENSACAP00000015554
ENSTGUP00000005995	ENSACAP00000007177
ENSTGUP00000011501	ENSACAP00000015767
ENSTGUP00000017024	ENSACAP00000008602
ENSTGUP00000010202	ENSACAP00000003992
ENSTGUP00000006160	ENSACAP00000001754
ENSTGUP00000008281	ENSACAP00000007325
ENSTGUP00000012235	ENSACAP00000017419
ENSTGUP00000003772	ENSACAP00000016396
ENSTGUP00000003872	ENSACAP00000005360
ENSTGUP00000008269	ENSACAP00000000983
ENSTGUP00000002089	ENSACAP00000011740
ENSTGUP00000008900	ENSACAP00000001736
ENSTGUP00000011043	ENSACAP00000006604
ENSTGUP00000007573	ENSACAP00000012897
ENSTGUP00000000454	ENSACAP00000016301
ENSTGUP00000003853	ENSACAP00000008955
ENSTGUP00000006651	ENSACAP00000012856
ENSTGUP00000003020	ENSACAP00000014712
ENSTGUP00000001496	ENSACAP00000016743
ENSTGUP00000012773	ENSACAP00000014257
ENSTGUP00000009464	ENSACAP00000016971
ENSTGUP00000008069	ENSACAP00000004827
ENSTGUP00000002817	ENSACAP00000008097
ENSTGUP00000011767	ENSACAP00000007374
ENSTGUP00000011125	ENSACAP00000017610
ENSTGUP00000008145	ENSACAP00000007026
ENSTGUP00000011210	ENSACAP00000016643
ENSTGUP00000006584	ENSACAP00000005709
ENSTGUP00000013671	ENSACAP00000005011
ENSTGUP00000007979	ENSACAP00000013419
ENSTGUP00000004611	ENSACAP00000017473
ENSTGUP00000013148	ENSACAP00000013270
ENSTGUP00000010966	ENSACAP00000004324
ENSTGUP00000011085	ENSACAP00000018600
ENSTGUP00000011816	ENSACAP00000020815
ENSTGUP00000005571	ENSACAP00000003873
ENSTGUP00000001559	ENSACAP00000001847
ENSTGUP00000013532	ENSACAP00000011018
ENSTGUP00000017694	ENSACAP00000014400
ENSTGUP00000003385	ENSACAP00000017680
ENSTGUP00000000270	ENSACAP00000006621
ENSTGUP00000008698	ENSACAP00000006888
ENSTGUP00000000171	ENSACAP00000013163
ENSTGUP00000006694	ENSACAP00000002433
ENSTGUP00000012801	ENSACAP00000012603
ENSTGUP00000010734	ENSACAP00000000166
ENSTGUP00000002412	ENSACAP00000000761
ENSTGUP00000009580	ENSACAP00000000469
ENSTGUP00000008724	ENSACAP00000004980
ENSTGUP00000011795	ENSACAP00000017296
ENSTGUP00000000767	ENSACAP00000000418
ENSTGUP00000003023	ENSACAP00000006960
ENSTGUP00000008766	ENSACAP00000010240
ENSTGUP00000011806	ENSACAP00000014189
ENSTGUP00000002215	ENSACAP00000010789
ENSTGUP00000007716	ENSACAP00000014850
ENSTGUP00000001194	ENSACAP00000008332
ENSTGUP00000017421	ENSACAP00000007243
ENSTGUP00000007369	ENSACAP00000009102
ENSTGUP00000008929	ENSACAP00000001569
ENSTGUP00000001970	ENSACAP00000017077
ENSTGUP00000011735	ENSACAP00000020480
ENSTGUP00000001409	ENSACAP00000016100
ENSTGUP00000011912	ENSACAP00000009293
ENSTGUP00000010244	ENSACAP00000014504
ENSTGUP00000005986	ENSACAP00000003103
ENSTGUP00000009033	ENSACAP00000008168
ENSTGUP00000012244	ENSACAP00000014966
ENSTGUP00000017824	ENSACAP00000017657
ENSTGUP00000005216	ENSACAP00000008012
ENSTGUP00000006871	ENSACAP00000001256
ENSTGUP00000000154	ENSACAP00000001679
ENSTGUP00000001828	ENSACAP00000011459
ENSTGUP00000006113	ENSACAP00000011754
ENSTGUP00000003717	ENSACAP00000001743
ENSTGUP00000013011	ENSACAP00000006141
ENSTGUP00000012246	ENSACAP00000014093
ENSTGUP00000006304	ENSACAP00000017619
ENSTGUP00000007130	ENSACAP00000000488
ENSTGUP00000009359	ENSACAP00000022182
ENSTGUP00000004202	ENSACAP00000016734
ENSTGUP00000012778	ENSACAP00000014339
ENSTGUP00000010627	ENSACAP00000007732
ENSTGUP00000006807	ENSACAP00000019151
ENSTGUP00000013512	ENSACAP00000001496
ENSTGUP00000011931	ENSACAP00000010292
ENSTGUP00000003619	ENSACAP00000012277
ENSTGUP00000004792	ENSACAP00000006680
ENSTGUP00000010206	ENSACAP00000004532
ENSTGUP00000009542	ENSACAP00000014342
ENSTGUP00000005159	ENSACAP00000012194
ENSTGUP00000010739	ENSACAP00000002318
ENSTGUP00000007160	ENSACAP00000010028
ENSTGUP00000001453	ENSACAP00000004442
ENSTGUP00000012759	ENSACAP00000014144
ENSTGUP00000009485	ENSACAP00000017920
ENSTGUP00000016157	ENSACAP00000014818
ENSTGUP00000009767	ENSACAP00000003405
ENSTGUP00000007227	ENSACAP00000015127
ENSTGUP00000012428	ENSACAP00000010709
ENSTGUP00000010350	ENSACAP00000005082
ENSTGUP00000008670	ENSACAP00000005003
ENSTGUP00000009413	ENSACAP00000007021
ENSTGUP00000013855	ENSACAP00000003768
ENSTGUP00000001961	ENSACAP00000007638
ENSTGUP00000007663	ENSACAP00000008920
ENSTGUP00000003143	ENSACAP00000002328
ENSTGUP00000014220	ENSACAP00000016856
ENSTGUP00000005438	ENSACAP00000009176
ENSTGUP00000002678	ENSACAP00000014352
ENSTGUP00000002441	ENSACAP00000001423
ENSTGUP00000010905	ENSACAP00000007883
ENSTGUP00000001900	ENSACAP00000017316
ENSTGUP00000004680	ENSACAP00000011778
ENSTGUP00000009695	ENSACAP00000003588
ENSTGUP00000007593	ENSACAP00000006092
ENSTGUP00000011277	ENSACAP00000017683
ENSTGUP00000009906	ENSACAP00000002926
ENSTGUP00000009698	ENSACAP00000013311
ENSTGUP00000005935	ENSACAP00000004648
ENSTGUP00000005565	ENSACAP00000015407
ENSTGUP00000004444	ENSACAP00000022831
ENSTGUP00000005512	ENSACAP00000001836
ENSTGUP00000010846	ENSACAP00000009197
ENSTGUP00000002905	ENSACAP00000003540
ENSTGUP00000011608	ENSACAP00000001250
ENSTGUP00000011533	ENSACAP00000005491
ENSTGUP00000010475	ENSACAP00000008538
ENSTGUP00000013304	ENSACAP00000002622
ENSTGUP00000012906	ENSACAP00000004152
ENSTGUP00000013933	ENSACAP00000013422
ENSTGUP00000010090	ENSACAP00000002683
ENSTGUP00000003852	ENSACAP00000014490
ENSTGUP00000007963	ENSACAP00000010085
ENSTGUP00000009783	ENSACAP00000017156
ENSTGUP00000003803	ENSACAP00000009883
ENSTGUP00000012877	ENSACAP00000009950
ENSTGUP00000002696	ENSACAP00000004354
ENSTGUP00000007017	ENSACAP00000005681
ENSTGUP00000011276	ENSACAP00000020344
ENSTGUP00000011179	ENSACAP00000016382
ENSTGUP00000002360	ENSACAP00000002402
ENSTGUP00000009383	ENSACAP00000007329
ENSTGUP00000000778	ENSACAP00000005301
ENSTGUP00000017535	ENSACAP00000013133
ENSTGUP00000005036	ENSACAP00000015203
ENSTGUP00000005119	ENSACAP00000010439
ENSTGUP00000005187	ENSACAP00000014959
ENSTGUP00000004074	ENSACAP00000008149
ENSTGUP00000008338	ENSACAP00000003403
ENSTGUP00000011865	ENSACAP00000014215
ENSTGUP00000002549	ENSACAP00000013804
ENSTGUP00000011124	ENSACAP00000014275
ENSTGUP00000010144	ENSACAP00000002456
ENSTGUP00000009919	ENSACAP00000019932
ENSTGUP00000011892	ENSACAP00000005841
ENSTGUP00000003935	ENSACAP00000014720
ENSTGUP00000011909	ENSACAP00000012767
ENSTGUP00000009082	ENSACAP00000015664
ENSTGUP00000001380	ENSACAP00000003449
ENSTGUP00000006523	ENSACAP00000008319
ENSTGUP00000008196	ENSACAP00000014428
ENSTGUP00000011227	ENSACAP00000017859
ENSTGUP00000006798	ENSACAP00000000804
ENSTGUP00000006624	ENSACAP00000005834
ENSTGUP00000008337	ENSACAP00000012204
ENSTGUP00000007428	ENSACAP00000005582
ENSTGUP00000014027	ENSACAP00000011634
ENSTGUP00000003766	ENSACAP00000011420
ENSTGUP00000001634	ENSACAP00000012585
ENSTGUP00000005149	ENSACAP00000013995
ENSTGUP00000010151	ENSACAP00000001989
ENSTGUP00000000331	ENSACAP00000014837
ENSTGUP00000008794	ENSACAP00000001021
ENSTGUP00000016917	ENSACAP00000003581
ENSTGUP00000012686	ENSACAP00000010827
ENSTGUP00000007091	ENSACAP00000020602
ENSTGUP00000007105	ENSACAP00000018008
ENSTGUP00000017720	ENSACAP00000002785
ENSTGUP00000005419	ENSACAP00000007382
ENSTGUP00000007530	ENSACAP00000015704
ENSTGUP00000008588	ENSACAP00000007121
ENSTGUP00000012406	ENSACAP00000016538
ENSTGUP00000016266	ENSACAP00000004355
ENSTGUP00000000944	ENSACAP00000016317
ENSTGUP00000004463	ENSACAP00000006363
ENSTGUP00000000107	ENSACAP00000008999
ENSTGUP00000013946	ENSACAP00000010331
ENSTGUP00000001246	ENSACAP00000005019
ENSTGUP00000002380	ENSACAP00000020642
ENSTGUP00000008529	ENSACAP00000007821
ENSTGUP00000007092	ENSACAP00000002769
ENSTGUP00000009374	ENSACAP00000004371
ENSTGUP00000009969	ENSACAP00000003543
ENSTGUP00000007562	ENSACAP00000001362
ENSTGUP00000000992	ENSACAP00000003215
ENSTGUP00000004484	ENSACAP00000006463
ENSTGUP00000007792	ENSACAP00000021213
ENSTGUP00000003378	ENSACAP00000016641
ENSTGUP00000013544	ENSACAP00000002597
ENSTGUP00000000291	ENSACAP00000015135
ENSTGUP00000009935	ENSACAP00000002675
ENSTGUP00000010592	ENSACAP00000023083
ENSTGUP00000008778	ENSACAP00000000392
ENSTGUP00000009216	ENSACAP00000012581
ENSTGUP00000012464	ENSACAP00000006142
ENSTGUP00000002342	ENSACAP00000010514
ENSTGUP00000005305	ENSACAP00000017428
ENSTGUP00000016109	ENSACAP00000017414
ENSTGUP00000004783	ENSACAP00000001584
ENSTGUP00000006243	ENSACAP00000010860
ENSTGUP00000004857	ENSACAP00000021940
ENSTGUP00000004718	ENSACAP00000008211
ENSTGUP00000006133	ENSACAP00000000720
ENSTGUP00000006992	ENSACAP00000012602
ENSTGUP00000007470	ENSACAP00000008394
ENSTGUP00000002712	ENSACAP00000014934
ENSTGUP00000005290	ENSACAP00000004232
ENSTGUP00000000882	ENSACAP00000017389
ENSTGUP00000008255	ENSACAP00000008024
ENSTGUP00000004270	ENSACAP00000004734
ENSTGUP00000007336	ENSACAP00000005732
ENSTGUP00000004495	ENSACAP00000006154
ENSTGUP00000002438	ENSACAP00000004446
ENSTGUP00000006933	ENSACAP00000013342
ENSTGUP00000012327	ENSACAP00000004160
ENSTGUP00000005969	ENSACAP00000008361
ENSTGUP00000011321	ENSACAP00000008002
ENSTGUP00000003192	ENSACAP00000009877
ENSTGUP00000002722	ENSACAP00000011531
ENSTGUP00000011857	ENSACAP00000005563
ENSTGUP00000003761	ENSACAP00000014891
ENSTGUP00000009391	ENSACAP00000009442
ENSTGUP00000013151	ENSACAP00000013297
ENSTGUP00000004343	ENSACAP00000005962
ENSTGUP00000012664	ENSACAP00000016931
ENSTGUP00000007861	ENSACAP00000000857
ENSTGUP00000002869	ENSACAP00000006389
ENSTGUP00000008044	ENSACAP00000008327
ENSTGUP00000013112	ENSACAP00000001430
ENSTGUP00000004865	ENSACAP00000010888
ENSTGUP00000012135	ENSACAP00000001560
ENSTGUP00000013514	ENSACAP00000001493
ENSTGUP00000005737	ENSACAP00000001771
ENSTGUP00000017427	ENSACAP00000010384
ENSTGUP00000006792	ENSACAP00000005666
ENSTGUP00000003226	ENSACAP00000001366
ENSTGUP00000001741	ENSACAP00000012995
ENSTGUP00000000487	ENSACAP00000004850
ENSTGUP00000008717	ENSACAP00000015681
ENSTGUP00000009763	ENSACAP00000012928
ENSTGUP00000007900	ENSACAP00000004624
ENSTGUP00000003843	ENSACAP00000016484
ENSTGUP00000003529	ENSACAP00000003570
ENSTGUP00000009799	ENSACAP00000001524
ENSTGUP00000000088	ENSACAP00000013948
ENSTGUP00000012960	ENSACAP00000015878
ENSTGUP00000017582	ENSACAP00000000772
ENSTGUP00000013028	ENSACAP00000022256
ENSTGUP00000004534	ENSACAP00000022059
ENSTGUP00000004285	ENSACAP00000012666
ENSTGUP00000001630	ENSACAP00000000145
ENSTGUP00000002791	ENSACAP00000006116
ENSTGUP00000013342	ENSACAP00000015747
ENSTGUP00000008010	ENSACAP00000004845
ENSTGUP00000002972	ENSACAP00000015730
ENSTGUP00000013086	ENSACAP00000008387
ENSTGUP00000007996	ENSACAP00000009544
ENSTGUP00000006818	ENSACAP00000008019
