ENSCAFP00000014731	ENSORLP00000017023
ENSCAFP00000030268	ENSORLP00000006871
ENSCAFP00000008041	ENSORLP00000004566
ENSCAFP00000038931	ENSORLP00000001173
ENSCAFP00000008908	ENSORLP00000021852
ENSCAFP00000029012	ENSORLP00000011520
ENSCAFP00000037203	ENSORLP00000017812
ENSCAFP00000037203	ENSORLP00000010316
ENSCAFP00000025268	ENSORLP00000012016
ENSCAFP00000029601	ENSORLP00000004921
ENSCAFP00000002482	ENSORLP00000004675
ENSCAFP00000002482	ENSORLP00000013105
ENSCAFP00000028330	ENSORLP00000010294
ENSCAFP00000028330	ENSORLP00000018940
ENSCAFP00000005581	ENSORLP00000016986
ENSCAFP00000011192	ENSORLP00000022915
ENSCAFP00000040567	ENSORLP00000004540
ENSCAFP00000029482	ENSORLP00000020738
ENSCAFP00000016469	ENSORLP00000008587
ENSCAFP00000040317	ENSORLP00000003090
ENSCAFP00000040317	ENSORLP00000003353
ENSCAFP00000009027	ENSORLP00000005052
ENSCAFP00000040911	ENSORLP00000013436
ENSCAFP00000024134	ENSORLP00000012210
ENSCAFP00000006650	ENSORLP00000004564
ENSCAFP00000006650	ENSORLP00000007011
ENSCAFP00000016409	ENSORLP00000015625
ENSCAFP00000015343	ENSORLP00000021957
ENSCAFP00000015343	ENSORLP00000017785
ENSCAFP00000018636	ENSORLP00000001557
ENSCAFP00000018844	ENSORLP00000006663
ENSCAFP00000000013	ENSORLP00000011128
ENSCAFP00000012363	ENSORLP00000002709
ENSCAFP00000011780	ENSORLP00000021749
ENSCAFP00000016959	ENSORLP00000009440
ENSCAFP00000026707	ENSORLP00000009974
ENSCAFP00000026707	ENSORLP00000015490
ENSCAFP00000026041	ENSORLP00000006708
ENSCAFP00000006539	ENSORLP00000003468
ENSCAFP00000021503	ENSORLP00000011240
ENSCAFP00000021503	ENSORLP00000017953
ENSCAFP00000022679	ENSORLP00000000722
ENSCAFP00000009234	ENSORLP00000021741
ENSCAFP00000006555	ENSORLP00000008471
ENSCAFP00000001178	ENSORLP00000006965
ENSCAFP00000010173	ENSORLP00000018323
ENSCAFP00000042718	ENSORLP00000002237
ENSCAFP00000032143	ENSORLP00000021821
ENSCAFP00000021956	ENSORLP00000006484
ENSCAFP00000012023	ENSORLP00000009223
ENSCAFP00000023632	ENSORLP00000025023
ENSCAFP00000029977	ENSORLP00000010024
ENSCAFP00000022793	ENSORLP00000000646
ENSCAFP00000020958	ENSORLP00000000863
ENSCAFP00000025244	ENSORLP00000007823
ENSCAFP00000038728	ENSORLP00000012037
ENSCAFP00000040507	ENSORLP00000000914
ENSCAFP00000023606	ENSORLP00000021445
ENSCAFP00000023606	ENSORLP00000024579
ENSCAFP00000010892	ENSORLP00000009450
ENSCAFP00000041305	ENSORLP00000011271
ENSCAFP00000013497	ENSORLP00000010807
ENSCAFP00000013497	ENSORLP00000025185
ENSCAFP00000001945	ENSORLP00000016816
ENSCAFP00000001945	ENSORLP00000013327
ENSCAFP00000037879	ENSORLP00000010621
ENSCAFP00000037879	ENSORLP00000013044
ENSCAFP00000025622	ENSORLP00000003891
ENSCAFP00000025622	ENSORLP00000019168
ENSCAFP00000025610	ENSORLP00000003864
ENSCAFP00000012318	ENSORLP00000011297
ENSCAFP00000029589	ENSORLP00000016171
ENSCAFP00000029589	ENSORLP00000011188
ENSCAFP00000014239	ENSORLP00000011637
ENSCAFP00000004778	ENSORLP00000024394
ENSCAFP00000015869	ENSORLP00000007675
ENSCAFP00000028862	ENSORLP00000016561
ENSCAFP00000007536	ENSORLP00000023374
ENSCAFP00000007809	ENSORLP00000004822
ENSCAFP00000019630	ENSORLP00000019715
ENSCAFP00000009751	ENSORLP00000002591
ENSCAFP00000013929	ENSORLP00000015894
ENSCAFP00000013929	ENSORLP00000010068
ENSCAFP00000000419	ENSORLP00000023385
ENSCAFP00000034200	ENSORLP00000008372
ENSCAFP00000034200	ENSORLP00000001612
ENSCAFP00000017685	ENSORLP00000000163
ENSCAFP00000017685	ENSORLP00000017340
ENSCAFP00000003667	ENSORLP00000009093
ENSCAFP00000024167	ENSORLP00000010772
ENSCAFP00000034065	ENSORLP00000003995
ENSCAFP00000026449	ENSORLP00000018217
ENSCAFP00000026449	ENSORLP00000014411
ENSCAFP00000025322	ENSORLP00000020438
ENSCAFP00000018204	ENSORLP00000021101
ENSCAFP00000006194	ENSORLP00000023103
ENSCAFP00000001694	ENSORLP00000022027
ENSCAFP00000007665	ENSORLP00000023114
ENSCAFP00000037281	ENSORLP00000003465
ENSCAFP00000005584	ENSORLP00000018590
ENSCAFP00000013917	ENSORLP00000014524
ENSCAFP00000025210	ENSORLP00000020247
ENSCAFP00000030126	ENSORLP00000007885
ENSCAFP00000021015	ENSORLP00000004555
ENSCAFP00000001985	ENSORLP00000006523
ENSCAFP00000018418	ENSORLP00000003837
ENSCAFP00000036764	ENSORLP00000006980
ENSCAFP00000000256	ENSORLP00000004137
ENSCAFP00000013312	ENSORLP00000003038
ENSCAFP00000013312	ENSORLP00000011372
ENSCAFP00000027209	ENSORLP00000001267
ENSCAFP00000009736	ENSORLP00000013686
ENSCAFP00000017813	ENSORLP00000008550
ENSCAFP00000007856	ENSORLP00000005565
ENSCAFP00000021646	ENSORLP00000018666
ENSCAFP00000040611	ENSORLP00000009183
ENSCAFP00000039510	ENSORLP00000002064
ENSCAFP00000039510	ENSORLP00000014257
ENSCAFP00000038099	ENSORLP00000022598
ENSCAFP00000032157	ENSORLP00000011346
ENSCAFP00000016931	ENSORLP00000007418
ENSCAFP00000022785	ENSORLP00000010334
ENSCAFP00000023668	ENSORLP00000008104
ENSCAFP00000039838	ENSORLP00000011257
ENSCAFP00000022474	ENSORLP00000020314
ENSCAFP00000026129	ENSORLP00000008994
ENSCAFP00000023771	ENSORLP00000007852
ENSCAFP00000007666	ENSORLP00000013202
ENSCAFP00000012757	ENSORLP00000009552
ENSCAFP00000008550	ENSORLP00000015398
ENSCAFP00000013888	ENSORLP00000000965
ENSCAFP00000020889	ENSORLP00000019015
ENSCAFP00000016423	ENSORLP00000022461
ENSCAFP00000006507	ENSORLP00000016115
ENSCAFP00000006507	ENSORLP00000011978
ENSCAFP00000020473	ENSORLP00000023243
ENSCAFP00000011099	ENSORLP00000021333
ENSCAFP00000021539	ENSORLP00000025310
ENSCAFP00000005826	ENSORLP00000010409
ENSCAFP00000005826	ENSORLP00000005543
ENSCAFP00000001937	ENSORLP00000006765
ENSCAFP00000010164	ENSORLP00000017583
ENSCAFP00000015634	ENSORLP00000007284
ENSCAFP00000029791	ENSORLP00000023489
ENSCAFP00000029025	ENSORLP00000009609
ENSCAFP00000015153	ENSORLP00000022074
ENSCAFP00000019026	ENSORLP00000017954
ENSCAFP00000031804	ENSORLP00000019100
ENSCAFP00000006087	ENSORLP00000021055
ENSCAFP00000006087	ENSORLP00000001547
ENSCAFP00000009022	ENSORLP00000021160
ENSCAFP00000019185	ENSORLP00000005971
ENSCAFP00000012548	ENSORLP00000003621
ENSCAFP00000029393	ENSORLP00000001918
ENSCAFP00000008401	ENSORLP00000010955
ENSCAFP00000011713	ENSORLP00000012967
ENSCAFP00000037075	ENSORLP00000007322
ENSCAFP00000037075	ENSORLP00000009372
ENSCAFP00000012224	ENSORLP00000024378
ENSCAFP00000018166	ENSORLP00000001530
ENSCAFP00000017280	ENSORLP00000025810
ENSCAFP00000017280	ENSORLP00000001674
ENSCAFP00000013102	ENSORLP00000009244
ENSCAFP00000016422	ENSORLP00000009107
ENSCAFP00000004390	ENSORLP00000025488
ENSCAFP00000013833	ENSORLP00000024562
ENSCAFP00000043137	ENSORLP00000019888
ENSCAFP00000010305	ENSORLP00000008721
ENSCAFP00000017036	ENSORLP00000021748
ENSCAFP00000009594	ENSORLP00000012899
ENSCAFP00000028226	ENSORLP00000018575
ENSCAFP00000028226	ENSORLP00000012385
ENSCAFP00000027570	ENSORLP00000011573
ENSCAFP00000039424	ENSORLP00000014417
ENSCAFP00000000806	ENSORLP00000012583
ENSCAFP00000004675	ENSORLP00000020563
ENSCAFP00000005918	ENSORLP00000025839
ENSCAFP00000017488	ENSORLP00000007893
ENSCAFP00000017759	ENSORLP00000016033
ENSCAFP00000022219	ENSORLP00000007300
ENSCAFP00000011189	ENSORLP00000000898
ENSCAFP00000026813	ENSORLP00000015468
ENSCAFP00000026813	ENSORLP00000009799
ENSCAFP00000012494	ENSORLP00000025299
ENSCAFP00000034278	ENSORLP00000014882
ENSCAFP00000022380	ENSORLP00000020238
ENSCAFP00000026149	ENSORLP00000013562
ENSCAFP00000017153	ENSORLP00000015477
ENSCAFP00000018202	ENSORLP00000022678
ENSCAFP00000014022	ENSORLP00000007803
ENSCAFP00000026348	ENSORLP00000014240
ENSCAFP00000021142	ENSORLP00000019418
ENSCAFP00000021142	ENSORLP00000001086
ENSCAFP00000019451	ENSORLP00000004303
ENSCAFP00000019014	ENSORLP00000007384
ENSCAFP00000006902	ENSORLP00000017121
ENSCAFP00000023810	ENSORLP00000008155
ENSCAFP00000025696	ENSORLP00000003986
ENSCAFP00000029076	ENSORLP00000009530
ENSCAFP00000004978	ENSORLP00000011859
ENSCAFP00000027029	ENSORLP00000002989
ENSCAFP00000042195	ENSORLP00000022453
ENSCAFP00000030626	ENSORLP00000025154
ENSCAFP00000000685	ENSORLP00000013333
ENSCAFP00000013656	ENSORLP00000001146
ENSCAFP00000004929	ENSORLP00000013196
ENSCAFP00000005648	ENSORLP00000018646
ENSCAFP00000008075	ENSORLP00000003113
ENSCAFP00000013269	ENSORLP00000015975
ENSCAFP00000028736	ENSORLP00000011681
ENSCAFP00000008059	ENSORLP00000003839
ENSCAFP00000022592	ENSORLP00000018842
ENSCAFP00000002638	ENSORLP00000007838
ENSCAFP00000016410	ENSORLP00000008919
ENSCAFP00000029923	ENSORLP00000017470
ENSCAFP00000028715	ENSORLP00000021011
ENSCAFP00000028715	ENSORLP00000013209
ENSCAFP00000026996	ENSORLP00000023072
ENSCAFP00000008826	ENSORLP00000023909
ENSCAFP00000014757	ENSORLP00000010688
ENSCAFP00000030689	ENSORLP00000009801
ENSCAFP00000030689	ENSORLP00000003511
ENSCAFP00000027947	ENSORLP00000008427
ENSCAFP00000024845	ENSORLP00000002602
ENSCAFP00000037612	ENSORLP00000011832
ENSCAFP00000032766	ENSORLP00000019240
ENSCAFP00000008416	ENSORLP00000010757
ENSCAFP00000009649	ENSORLP00000000105
ENSCAFP00000004834	ENSORLP00000018035
ENSCAFP00000004834	ENSORLP00000010292
ENSCAFP00000000584	ENSORLP00000021853
ENSCAFP00000019303	ENSORLP00000017982
ENSCAFP00000003724	ENSORLP00000014464
ENSCAFP00000011312	ENSORLP00000003603
ENSCAFP00000014036	ENSORLP00000008120
ENSCAFP00000012254	ENSORLP00000012443
ENSCAFP00000012254	ENSORLP00000012998
ENSCAFP00000023005	ENSORLP00000009765
ENSCAFP00000016742	ENSORLP00000012086
ENSCAFP00000016742	ENSORLP00000017393
ENSCAFP00000003952	ENSORLP00000007596
ENSCAFP00000003952	ENSORLP00000014420
ENSCAFP00000021410	ENSORLP00000014272
ENSCAFP00000008083	ENSORLP00000010404
ENSCAFP00000031244	ENSORLP00000001023
ENSCAFP00000041190	ENSORLP00000005699
ENSCAFP00000033377	ENSORLP00000017992
ENSCAFP00000029641	ENSORLP00000005136
ENSCAFP00000030205	ENSORLP00000004318
ENSCAFP00000012577	ENSORLP00000017338
ENSCAFP00000001590	ENSORLP00000004336
ENSCAFP00000004585	ENSORLP00000014345
ENSCAFP00000004585	ENSORLP00000018494
ENSCAFP00000004752	ENSORLP00000018515
ENSCAFP00000021848	ENSORLP00000002881
ENSCAFP00000000431	ENSORLP00000006751
ENSCAFP00000005127	ENSORLP00000022504
ENSCAFP00000009734	ENSORLP00000005172
ENSCAFP00000020626	ENSORLP00000020985
ENSCAFP00000040151	ENSORLP00000005339
ENSCAFP00000005592	ENSORLP00000004582
ENSCAFP00000023331	ENSORLP00000016191
ENSCAFP00000002963	ENSORLP00000001554
ENSCAFP00000028939	ENSORLP00000004550
ENSCAFP00000022198	ENSORLP00000015328
ENSCAFP00000022198	ENSORLP00000007762
ENSCAFP00000039620	ENSORLP00000004731
ENSCAFP00000023830	ENSORLP00000006826
ENSCAFP00000026042	ENSORLP00000019480
ENSCAFP00000008327	ENSORLP00000006351
ENSCAFP00000018676	ENSORLP00000002952
ENSCAFP00000010168	ENSORLP00000003020
ENSCAFP00000010168	ENSORLP00000018305
ENSCAFP00000001050	ENSORLP00000025624
ENSCAFP00000034565	ENSORLP00000007161
ENSCAFP00000014977	ENSORLP00000017363
ENSCAFP00000018590	ENSORLP00000013794
ENSCAFP00000028992	ENSORLP00000024527
ENSCAFP00000000811	ENSORLP00000011425
ENSCAFP00000000376	ENSORLP00000002040
ENSCAFP00000004006	ENSORLP00000013614
ENSCAFP00000036634	ENSORLP00000007936
ENSCAFP00000027591	ENSORLP00000011542
ENSCAFP00000025553	ENSORLP00000011783
ENSCAFP00000024880	ENSORLP00000003893
ENSCAFP00000030250	ENSORLP00000012293
ENSCAFP00000013432	ENSORLP00000011123
ENSCAFP00000021805	ENSORLP00000018754
ENSCAFP00000015874	ENSORLP00000021032
ENSCAFP00000007213	ENSORLP00000013938
ENSCAFP00000019496	ENSORLP00000018827
ENSCAFP00000011085	ENSORLP00000015100
ENSCAFP00000013157	ENSORLP00000020045
ENSCAFP00000032879	ENSORLP00000011197
ENSCAFP00000000134	ENSORLP00000007581
ENSCAFP00000026516	ENSORLP00000017993
ENSCAFP00000002818	ENSORLP00000011252
ENSCAFP00000002818	ENSORLP00000013392
ENSCAFP00000026552	ENSORLP00000018495
ENSCAFP00000016089	ENSORLP00000004635
ENSCAFP00000019339	ENSORLP00000012421
ENSCAFP00000019339	ENSORLP00000007244
ENSCAFP00000022321	ENSORLP00000015417
ENSCAFP00000001381	ENSORLP00000008566
ENSCAFP00000018728	ENSORLP00000021703
ENSCAFP00000029167	ENSORLP00000020829
ENSCAFP00000019929	ENSORLP00000024955
ENSCAFP00000039412	ENSORLP00000011237
ENSCAFP00000014077	ENSORLP00000011710
ENSCAFP00000009309	ENSORLP00000019471
ENSCAFP00000040181	ENSORLP00000009806
ENSCAFP00000034403	ENSORLP00000006978
ENSCAFP00000016741	ENSORLP00000003792
ENSCAFP00000011484	ENSORLP00000010824
ENSCAFP00000011791	ENSORLP00000020566
ENSCAFP00000015672	ENSORLP00000021879
ENSCAFP00000019348	ENSORLP00000018990
ENSCAFP00000015840	ENSORLP00000018849
ENSCAFP00000003060	ENSORLP00000013011
ENSCAFP00000027095	ENSORLP00000013838
ENSCAFP00000027095	ENSORLP00000022385
ENSCAFP00000006962	ENSORLP00000025046
ENSCAFP00000026277	ENSORLP00000010925
ENSCAFP00000006930	ENSORLP00000017464
ENSCAFP00000006930	ENSORLP00000009520
ENSCAFP00000013945	ENSORLP00000000170
ENSCAFP00000023769	ENSORLP00000000152
ENSCAFP00000000532	ENSORLP00000019131
ENSCAFP00000020263	ENSORLP00000007013
ENSCAFP00000015383	ENSORLP00000014858
ENSCAFP00000015383	ENSORLP00000005938
ENSCAFP00000021184	ENSORLP00000008443
ENSCAFP00000006400	ENSORLP00000016661
ENSCAFP00000019057	ENSORLP00000013348
ENSCAFP00000019057	ENSORLP00000020011
ENSCAFP00000023417	ENSORLP00000007704
ENSCAFP00000000636	ENSORLP00000021517
ENSCAFP00000009484	ENSORLP00000001953
ENSCAFP00000002676	ENSORLP00000013453
ENSCAFP00000008361	ENSORLP00000013010
ENSCAFP00000030134	ENSORLP00000015672
ENSCAFP00000030152	ENSORLP00000015700
ENSCAFP00000012364	ENSORLP00000007562
ENSCAFP00000012488	ENSORLP00000013674
ENSCAFP00000026810	ENSORLP00000005738
ENSCAFP00000023554	ENSORLP00000017547
ENSCAFP00000012668	ENSORLP00000004243
ENSCAFP00000041623	ENSORLP00000008980
ENSCAFP00000039680	ENSORLP00000015904
ENSCAFP00000008858	ENSORLP00000018601
ENSCAFP00000024626	ENSORLP00000019582
ENSCAFP00000006860	ENSORLP00000017228
ENSCAFP00000037977	ENSORLP00000009248
ENSCAFP00000019317	ENSORLP00000009143
ENSCAFP00000007558	ENSORLP00000005756
ENSCAFP00000007558	ENSORLP00000014286
ENSCAFP00000018978	ENSORLP00000021940
ENSCAFP00000042680	ENSORLP00000011504
ENSCAFP00000042680	ENSORLP00000008534
ENSCAFP00000012268	ENSORLP00000012598
ENSCAFP00000021206	ENSORLP00000000974
ENSCAFP00000019117	ENSORLP00000015006
ENSCAFP00000019117	ENSORLP00000000536
ENSCAFP00000027701	ENSORLP00000005477
ENSCAFP00000030226	ENSORLP00000000085
ENSCAFP00000029132	ENSORLP00000010209
ENSCAFP00000019454	ENSORLP00000018500
ENSCAFP00000010162	ENSORLP00000003039
ENSCAFP00000014831	ENSORLP00000016029
ENSCAFP00000034396	ENSORLP00000000806
ENSCAFP00000031561	ENSORLP00000001969
ENSCAFP00000005745	ENSORLP00000014325
ENSCAFP00000012037	ENSORLP00000009858
ENSCAFP00000007347	ENSORLP00000023295
ENSCAFP00000020042	ENSORLP00000013499
ENSCAFP00000002886	ENSORLP00000025077
ENSCAFP00000019165	ENSORLP00000016272
ENSCAFP00000000398	ENSORLP00000020771
ENSCAFP00000008923	ENSORLP00000018266
ENSCAFP00000014919	ENSORLP00000003588
ENSCAFP00000041439	ENSORLP00000017653
ENSCAFP00000008241	ENSORLP00000004960
ENSCAFP00000014515	ENSORLP00000006908
ENSCAFP00000022927	ENSORLP00000018964
ENSCAFP00000025487	ENSORLP00000015055
ENSCAFP00000019162	ENSORLP00000007220
ENSCAFP00000015308	ENSORLP00000021861
ENSCAFP00000007274	ENSORLP00000014235
ENSCAFP00000017772	ENSORLP00000019722
ENSCAFP00000012067	ENSORLP00000021154
ENSCAFP00000012067	ENSORLP00000022374
ENSCAFP00000022982	ENSORLP00000006624
ENSCAFP00000019198	ENSORLP00000002517
ENSCAFP00000023689	ENSORLP00000015955
ENSCAFP00000013960	ENSORLP00000000175
ENSCAFP00000026696	ENSORLP00000002234
ENSCAFP00000015439	ENSORLP00000017886
ENSCAFP00000026632	ENSORLP00000010766
ENSCAFP00000019341	ENSORLP00000012072
ENSCAFP00000015183	ENSORLP00000020033
ENSCAFP00000021218	ENSORLP00000023897
ENSCAFP00000025397	ENSORLP00000013514
ENSCAFP00000005923	ENSORLP00000025834
ENSCAFP00000000798	ENSORLP00000024778
ENSCAFP00000036341	ENSORLP00000001289
ENSCAFP00000008441	ENSORLP00000024734
ENSCAFP00000026655	ENSORLP00000015968
ENSCAFP00000008652	ENSORLP00000014012
ENSCAFP00000009819	ENSORLP00000010010
ENSCAFP00000043129	ENSORLP00000005189
ENSCAFP00000030802	ENSORLP00000015738
ENSCAFP00000001264	ENSORLP00000022510
ENSCAFP00000020360	ENSORLP00000010900
ENSCAFP00000037803	ENSORLP00000021228
ENSCAFP00000041462	ENSORLP00000010448
ENSCAFP00000014940	ENSORLP00000009743
ENSCAFP00000024512	ENSORLP00000009764
ENSCAFP00000010292	ENSORLP00000007586
ENSCAFP00000002217	ENSORLP00000021621
ENSCAFP00000002217	ENSORLP00000009263
ENSCAFP00000022995	ENSORLP00000014805
ENSCAFP00000028544	ENSORLP00000013746
ENSCAFP00000026739	ENSORLP00000013093
ENSCAFP00000004583	ENSORLP00000001891
ENSCAFP00000041437	ENSORLP00000010570
ENSCAFP00000012148	ENSORLP00000013156
ENSCAFP00000015019	ENSORLP00000015711
ENSCAFP00000018102	ENSORLP00000009429
ENSCAFP00000024519	ENSORLP00000007248
ENSCAFP00000034642	ENSORLP00000009781
ENSCAFP00000038482	ENSORLP00000005963
ENSCAFP00000022567	ENSORLP00000021624
ENSCAFP00000042499	ENSORLP00000003816
ENSCAFP00000014268	ENSORLP00000022054
ENSCAFP00000029089	ENSORLP00000006478
ENSCAFP00000020906	ENSORLP00000018975
ENSCAFP00000033993	ENSORLP00000008570
ENSCAFP00000006926	ENSORLP00000017834
ENSCAFP00000013539	ENSORLP00000000047
ENSCAFP00000008586	ENSORLP00000008768
ENSCAFP00000039150	ENSORLP00000007175
ENSCAFP00000000231	ENSORLP00000019060
ENSCAFP00000021563	ENSORLP00000011153
ENSCAFP00000012610	ENSORLP00000018977
ENSCAFP00000021587	ENSORLP00000006404
ENSCAFP00000029492	ENSORLP00000008223
ENSCAFP00000029492	ENSORLP00000020850
ENSCAFP00000001406	ENSORLP00000018631
ENSCAFP00000028168	ENSORLP00000004808
ENSCAFP00000027892	ENSORLP00000002263
ENSCAFP00000001035	ENSORLP00000016608
ENSCAFP00000025356	ENSORLP00000022751
ENSCAFP00000025356	ENSORLP00000022466
ENSCAFP00000025251	ENSORLP00000020831
ENSCAFP00000008031	ENSORLP00000017946
ENSCAFP00000003020	ENSORLP00000005472
ENSCAFP00000041720	ENSORLP00000002447
ENSCAFP00000038497	ENSORLP00000011813
ENSCAFP00000022433	ENSORLP00000014550
ENSCAFP00000010380	ENSORLP00000022292
ENSCAFP00000029779	ENSORLP00000023927
ENSCAFP00000025945	ENSORLP00000014355
ENSCAFP00000025186	ENSORLP00000014978
ENSCAFP00000005375	ENSORLP00000021623
ENSCAFP00000005375	ENSORLP00000008440
ENSCAFP00000010854	ENSORLP00000012316
ENSCAFP00000026288	ENSORLP00000007819
ENSCAFP00000028125	ENSORLP00000025606
ENSCAFP00000014321	ENSORLP00000024504
ENSCAFP00000038434	ENSORLP00000005506
ENSCAFP00000025044	ENSORLP00000014080
ENSCAFP00000029695	ENSORLP00000004846
ENSCAFP00000016132	ENSORLP00000017898
ENSCAFP00000000768	ENSORLP00000004880
ENSCAFP00000000767	ENSORLP00000003443
ENSCAFP00000022134	ENSORLP00000016878
ENSCAFP00000039217	ENSORLP00000025790
ENSCAFP00000014363	ENSORLP00000003906
ENSCAFP00000038242	ENSORLP00000014508
ENSCAFP00000042232	ENSORLP00000020623
ENSCAFP00000026599	ENSORLP00000006806
ENSCAFP00000006312	ENSORLP00000022160
ENSCAFP00000038517	ENSORLP00000017618
ENSCAFP00000039211	ENSORLP00000014709
ENSCAFP00000017171	ENSORLP00000004267
ENSCAFP00000017171	ENSORLP00000021292
ENSCAFP00000008373	ENSORLP00000015112
ENSCAFP00000037055	ENSORLP00000023040
ENSCAFP00000017582	ENSORLP00000022021
ENSCAFP00000008046	ENSORLP00000021173
ENSCAFP00000005819	ENSORLP00000020848
ENSCAFP00000022223	ENSORLP00000017117
ENSCAFP00000021696	ENSORLP00000016041
ENSCAFP00000006105	ENSORLP00000010628
ENSCAFP00000003331	ENSORLP00000025777
ENSCAFP00000024544	ENSORLP00000008558
ENSCAFP00000015758	ENSORLP00000021442
ENSCAFP00000000395	ENSORLP00000002463
ENSCAFP00000027182	ENSORLP00000002355
ENSCAFP00000030968	ENSORLP00000005285
ENSCAFP00000040838	ENSORLP00000013428
ENSCAFP00000000872	ENSORLP00000002683
ENSCAFP00000000889	ENSORLP00000025486
ENSCAFP00000011488	ENSORLP00000021719
ENSCAFP00000006336	ENSORLP00000016348
ENSCAFP00000007430	ENSORLP00000010777
ENSCAFP00000032013	ENSORLP00000015887
ENSCAFP00000039726	ENSORLP00000008133
ENSCAFP00000014621	ENSORLP00000016292
ENSCAFP00000014621	ENSORLP00000010398
ENSCAFP00000032624	ENSORLP00000010029
ENSCAFP00000000192	ENSORLP00000015590
ENSCAFP00000004808	ENSORLP00000009011
ENSCAFP00000037302	ENSORLP00000011368
ENSCAFP00000028199	ENSORLP00000017899
ENSCAFP00000024461	ENSORLP00000024930
ENSCAFP00000019138	ENSORLP00000010485
ENSCAFP00000028713	ENSORLP00000005222
ENSCAFP00000003654	ENSORLP00000005008
ENSCAFP00000006259	ENSORLP00000010381
ENSCAFP00000033491	ENSORLP00000025604
ENSCAFP00000025973	ENSORLP00000024382
ENSCAFP00000020926	ENSORLP00000009339
ENSCAFP00000008272	ENSORLP00000009727
ENSCAFP00000006785	ENSORLP00000009427
ENSCAFP00000006785	ENSORLP00000017314
ENSCAFP00000028809	ENSORLP00000005615
ENSCAFP00000020515	ENSORLP00000019542
ENSCAFP00000002321	ENSORLP00000019855
ENSCAFP00000020295	ENSORLP00000009317
ENSCAFP00000022724	ENSORLP00000008248
ENSCAFP00000022724	ENSORLP00000010871
ENSCAFP00000009330	ENSORLP00000003173
ENSCAFP00000009330	ENSORLP00000019477
ENSCAFP00000039204	ENSORLP00000000225
ENSCAFP00000028998	ENSORLP00000002636
ENSCAFP00000007113	ENSORLP00000025752
ENSCAFP00000028750	ENSORLP00000024966
ENSCAFP00000005001	ENSORLP00000024827
ENSCAFP00000013250	ENSORLP00000008213
ENSCAFP00000022912	ENSORLP00000011232
ENSCAFP00000039029	ENSORLP00000006383
ENSCAFP00000039029	ENSORLP00000004699
ENSCAFP00000042473	ENSORLP00000025440
ENSCAFP00000012628	ENSORLP00000004095
ENSCAFP00000042294	ENSORLP00000023621
ENSCAFP00000003774	ENSORLP00000002486
ENSCAFP00000020792	ENSORLP00000017582
ENSCAFP00000001497	ENSORLP00000001055
ENSCAFP00000008549	ENSORLP00000007679
ENSCAFP00000036749	ENSORLP00000008128
ENSCAFP00000013683	ENSORLP00000014339
ENSCAFP00000013538	ENSORLP00000021040
ENSCAFP00000040573	ENSORLP00000012928
ENSCAFP00000030178	ENSORLP00000011163
ENSCAFP00000014444	ENSORLP00000005461
ENSCAFP00000013201	ENSORLP00000014651
ENSCAFP00000025097	ENSORLP00000002146
ENSCAFP00000042413	ENSORLP00000011758
ENSCAFP00000026792	ENSORLP00000021255
ENSCAFP00000005531	ENSORLP00000021468
ENSCAFP00000011111	ENSORLP00000007132
ENSCAFP00000042496	ENSORLP00000016026
ENSCAFP00000036967	ENSORLP00000004130
ENSCAFP00000017659	ENSORLP00000024388
ENSCAFP00000005305	ENSORLP00000012204
ENSCAFP00000028286	ENSORLP00000008030
ENSCAFP00000024009	ENSORLP00000022875
ENSCAFP00000028217	ENSORLP00000018781
ENSCAFP00000008821	ENSORLP00000015218
ENSCAFP00000001328	ENSORLP00000001392
ENSCAFP00000010178	ENSORLP00000021840
ENSCAFP00000001023	ENSORLP00000025631
ENSCAFP00000001023	ENSORLP00000009998
ENSCAFP00000009625	ENSORLP00000024179
ENSCAFP00000010476	ENSORLP00000002256
ENSCAFP00000038537	ENSORLP00000005307
ENSCAFP00000016873	ENSORLP00000011927
ENSCAFP00000029348	ENSORLP00000019188
