ENSDARP00000122973	ENSACAP00000008923
ENSDARP00000115463	ENSACAP00000019326
ENSDARP00000128560	ENSACAP00000015764
ENSDARP00000116549	ENSACAP00000015764
ENSDARP00000082575	ENSACAP00000000798
ENSDARP00000113286	ENSACAP00000004802
ENSDARP00000097432	ENSACAP00000013769
ENSDARP00000098459	ENSACAP00000019982
ENSDARP00000124535	ENSACAP00000019982
ENSDARP00000071856	ENSACAP00000009901
ENSDARP00000120960	ENSACAP00000006145
ENSDARP00000128940	ENSACAP00000006145
ENSDARP00000099128	ENSACAP00000001211
ENSDARP00000125083	ENSACAP00000007739
ENSDARP00000056926	ENSACAP00000002737
ENSDARP00000005048	ENSACAP00000002737
ENSDARP00000126905	ENSACAP00000013478
ENSDARP00000124991	ENSACAP00000002501
ENSDARP00000065420	ENSACAP00000005143
ENSDARP00000107559	ENSACAP00000013418
ENSDARP00000034301	ENSACAP00000001620
ENSDARP00000056644	ENSACAP00000001620
ENSDARP00000022759	ENSACAP00000009831
ENSDARP00000078703	ENSACAP00000015647
ENSDARP00000074306	ENSACAP00000002341
ENSDARP00000128597	ENSACAP00000009278
ENSDARP00000092244	ENSACAP00000014514
ENSDARP00000114403	ENSACAP00000013079
ENSDARP00000052139	ENSACAP00000013196
ENSDARP00000008287	ENSACAP00000003793
ENSDARP00000052392	ENSACAP00000001316
ENSDARP00000124147	ENSACAP00000001316
ENSDARP00000091677	ENSACAP00000001212
ENSDARP00000081856	ENSACAP00000013465
ENSDARP00000063436	ENSACAP00000001499
ENSDARP00000127197	ENSACAP00000001499
ENSDARP00000090413	ENSACAP00000014756
ENSDARP00000016064	ENSACAP00000014756
ENSDARP00000064544	ENSACAP00000019366
ENSDARP00000106596	ENSACAP00000019366
ENSDARP00000095608	ENSACAP00000006320
ENSDARP00000100342	ENSACAP00000001855
ENSDARP00000089043	ENSACAP00000001855
ENSDARP00000099755	ENSACAP00000001848
ENSDARP00000042943	ENSACAP00000008395
ENSDARP00000100263	ENSACAP00000019628
ENSDARP00000012119	ENSACAP00000020265
ENSDARP00000094844	ENSACAP00000004692
ENSDARP00000088293	ENSACAP00000015553
ENSDARP00000126719	ENSACAP00000003165
ENSDARP00000102231	ENSACAP00000003165
ENSDARP00000086615	ENSACAP00000005802
ENSDARP00000120615	ENSACAP00000008185
ENSDARP00000102289	ENSACAP00000015924
ENSDARP00000102079	ENSACAP00000002165
ENSDARP00000102172	ENSACAP00000000674
ENSDARP00000065880	ENSACAP00000011998
ENSDARP00000049327	ENSACAP00000002589
ENSDARP00000108755	ENSACAP00000020093
ENSDARP00000097554	ENSACAP00000021792
ENSDARP00000023608	ENSACAP00000016244
ENSDARP00000117529	ENSACAP00000007234
ENSDARP00000125910	ENSACAP00000015680
ENSDARP00000041577	ENSACAP00000017417
ENSDARP00000124627	ENSACAP00000017417
ENSDARP00000127159	ENSACAP00000010430
ENSDARP00000098839	ENSACAP00000017666
ENSDARP00000053538	ENSACAP00000010135
ENSDARP00000066697	ENSACAP00000001091
ENSDARP00000110569	ENSACAP00000016173
ENSDARP00000057688	ENSACAP00000016763
ENSDARP00000063395	ENSACAP00000019726
ENSDARP00000111840	ENSACAP00000010403
ENSDARP00000110737	ENSACAP00000014882
ENSDARP00000122329	ENSACAP00000014332
ENSDARP00000081363	ENSACAP00000021742
ENSDARP00000058889	ENSACAP00000002267
ENSDARP00000111654	ENSACAP00000005726
ENSDARP00000034453	ENSACAP00000010701
ENSDARP00000125629	ENSACAP00000001208
ENSDARP00000097987	ENSACAP00000016198
ENSDARP00000098927	ENSACAP00000011995
ENSDARP00000098040	ENSACAP00000011995
ENSDARP00000126216	ENSACAP00000013746
ENSDARP00000125045	ENSACAP00000002281
ENSDARP00000125217	ENSACAP00000014763
ENSDARP00000120216	ENSACAP00000019407
ENSDARP00000064375	ENSACAP00000002450
ENSDARP00000093532	ENSACAP00000000349
ENSDARP00000032009	ENSACAP00000003163
ENSDARP00000120650	ENSACAP00000015178
ENSDARP00000021751	ENSACAP00000014047
ENSDARP00000111633	ENSACAP00000007292
ENSDARP00000124407	ENSACAP00000007632
ENSDARP00000093865	ENSACAP00000010974
ENSDARP00000092235	ENSACAP00000012095
ENSDARP00000048890	ENSACAP00000008985
ENSDARP00000064800	ENSACAP00000008985
ENSDARP00000018034	ENSACAP00000002027
ENSDARP00000056898	ENSACAP00000007902
ENSDARP00000094251	ENSACAP00000012375
ENSDARP00000092177	ENSACAP00000021860
ENSDARP00000073041	ENSACAP00000022563
ENSDARP00000065372	ENSACAP00000001356
ENSDARP00000029821	ENSACAP00000001792
ENSDARP00000012018	ENSACAP00000001792
ENSDARP00000109540	ENSACAP00000011364
ENSDARP00000027964	ENSACAP00000004481
ENSDARP00000020485	ENSACAP00000020739
ENSDARP00000018668	ENSACAP00000000748
ENSDARP00000089398	ENSACAP00000000756
ENSDARP00000051762	ENSACAP00000002905
ENSDARP00000074268	ENSACAP00000003027
ENSDARP00000105518	ENSACAP00000004545
ENSDARP00000063856	ENSACAP00000006726
ENSDARP00000014414	ENSACAP00000005377
ENSDARP00000094302	ENSACAP00000001826
ENSDARP00000127252	ENSACAP00000003753
ENSDARP00000105052	ENSACAP00000014617
ENSDARP00000099151	ENSACAP00000005662
ENSDARP00000092798	ENSACAP00000007622
ENSDARP00000059034	ENSACAP00000016377
ENSDARP00000069890	ENSACAP00000000261
ENSDARP00000082792	ENSACAP00000003511
ENSDARP00000082791	ENSACAP00000013266
ENSDARP00000116662	ENSACAP00000001699
ENSDARP00000114051	ENSACAP00000001699
ENSDARP00000009075	ENSACAP00000004264
ENSDARP00000077561	ENSACAP00000008628
ENSDARP00000080650	ENSACAP00000006286
ENSDARP00000055236	ENSACAP00000014120
ENSDARP00000060320	ENSACAP00000015650
ENSDARP00000027699	ENSACAP00000016534
ENSDARP00000098095	ENSACAP00000021975
ENSDARP00000076355	ENSACAP00000010776
ENSDARP00000073232	ENSACAP00000001303
ENSDARP00000118572	ENSACAP00000009992
ENSDARP00000009683	ENSACAP00000007187
ENSDARP00000097799	ENSACAP00000010395
ENSDARP00000117814	ENSACAP00000000771
ENSDARP00000127670	ENSACAP00000008559
ENSDARP00000090464	ENSACAP00000002421
ENSDARP00000061631	ENSACAP00000002421
ENSDARP00000092973	ENSACAP00000011305
ENSDARP00000039105	ENSACAP00000006351
ENSDARP00000041848	ENSACAP00000015016
ENSDARP00000074848	ENSACAP00000000394
ENSDARP00000116378	ENSACAP00000014010
ENSDARP00000036330	ENSACAP00000003633
ENSDARP00000061012	ENSACAP00000006905
ENSDARP00000054292	ENSACAP00000008343
ENSDARP00000094525	ENSACAP00000007006
ENSDARP00000095378	ENSACAP00000007006
ENSDARP00000100748	ENSACAP00000021584
ENSDARP00000091853	ENSACAP00000004797
ENSDARP00000066100	ENSACAP00000014985
ENSDARP00000100383	ENSACAP00000001313
ENSDARP00000124521	ENSACAP00000011939
ENSDARP00000086992	ENSACAP00000011939
ENSDARP00000066577	ENSACAP00000009813
ENSDARP00000026457	ENSACAP00000016248
ENSDARP00000043937	ENSACAP00000004984
ENSDARP00000100035	ENSACAP00000013989
ENSDARP00000045109	ENSACAP00000002705
ENSDARP00000024338	ENSACAP00000012035
ENSDARP00000110363	ENSACAP00000012035
ENSDARP00000059346	ENSACAP00000003671
ENSDARP00000017897	ENSACAP00000008728
ENSDARP00000023938	ENSACAP00000008728
ENSDARP00000014221	ENSACAP00000013544
ENSDARP00000127394	ENSACAP00000011221
ENSDARP00000075507	ENSACAP00000007484
ENSDARP00000128019	ENSACAP00000012840
ENSDARP00000118849	ENSACAP00000012840
ENSDARP00000060242	ENSACAP00000007874
ENSDARP00000110575	ENSACAP00000001610
ENSDARP00000120079	ENSACAP00000001610
ENSDARP00000127609	ENSACAP00000016515
ENSDARP00000104659	ENSACAP00000016515
ENSDARP00000095917	ENSACAP00000008302
ENSDARP00000095299	ENSACAP00000003605
ENSDARP00000115695	ENSACAP00000003605
ENSDARP00000103641	ENSACAP00000020321
ENSDARP00000103370	ENSACAP00000020321
ENSDARP00000098754	ENSACAP00000008158
ENSDARP00000066476	ENSACAP00000005466
ENSDARP00000017197	ENSACAP00000005466
ENSDARP00000075363	ENSACAP00000008333
ENSDARP00000016160	ENSACAP00000004955
ENSDARP00000057822	ENSACAP00000004955
ENSDARP00000065237	ENSACAP00000002144
ENSDARP00000115658	ENSACAP00000006199
ENSDARP00000128455	ENSACAP00000004767
ENSDARP00000115151	ENSACAP00000004767
ENSDARP00000011713	ENSACAP00000001745
ENSDARP00000077372	ENSACAP00000014953
ENSDARP00000098380	ENSACAP00000014953
ENSDARP00000077647	ENSACAP00000011441
ENSDARP00000106435	ENSACAP00000012188
ENSDARP00000054236	ENSACAP00000008971
ENSDARP00000128587	ENSACAP00000013336
ENSDARP00000108206	ENSACAP00000015473
ENSDARP00000076803	ENSACAP00000006266
ENSDARP00000004582	ENSACAP00000006367
ENSDARP00000002204	ENSACAP00000016741
ENSDARP00000071476	ENSACAP00000004945
ENSDARP00000070742	ENSACAP00000010258
ENSDARP00000063943	ENSACAP00000004941
ENSDARP00000111935	ENSACAP00000004941
ENSDARP00000052708	ENSACAP00000021582
ENSDARP00000076430	ENSACAP00000015068
ENSDARP00000122707	ENSACAP00000003281
ENSDARP00000017569	ENSACAP00000022735
ENSDARP00000045887	ENSACAP00000010793
ENSDARP00000098121	ENSACAP00000012118
ENSDARP00000116726	ENSACAP00000016312
ENSDARP00000007492	ENSACAP00000004353
ENSDARP00000076098	ENSACAP00000014823
ENSDARP00000052123	ENSACAP00000002321
ENSDARP00000093261	ENSACAP00000010204
ENSDARP00000102654	ENSACAP00000001507
ENSDARP00000128388	ENSACAP00000001507
ENSDARP00000014113	ENSACAP00000012573
ENSDARP00000016951	ENSACAP00000001840
ENSDARP00000098493	ENSACAP00000011855
ENSDARP00000046343	ENSACAP00000003937
ENSDARP00000098343	ENSACAP00000003937
ENSDARP00000078553	ENSACAP00000010146
ENSDARP00000107945	ENSACAP00000008650
ENSDARP00000114813	ENSACAP00000011232
ENSDARP00000060029	ENSACAP00000013364
ENSDARP00000057868	ENSACAP00000004790
ENSDARP00000053962	ENSACAP00000012804
ENSDARP00000105782	ENSACAP00000012804
ENSDARP00000102755	ENSACAP00000000558
ENSDARP00000079535	ENSACAP00000000558
ENSDARP00000039870	ENSACAP00000013313
ENSDARP00000064310	ENSACAP00000010362
ENSDARP00000063558	ENSACAP00000011539
ENSDARP00000092468	ENSACAP00000002648
ENSDARP00000089381	ENSACAP00000006871
ENSDARP00000083251	ENSACAP00000020058
ENSDARP00000087713	ENSACAP00000020058
ENSDARP00000107760	ENSACAP00000014589
ENSDARP00000108200	ENSACAP00000012352
ENSDARP00000035566	ENSACAP00000012352
ENSDARP00000064156	ENSACAP00000012898
ENSDARP00000055676	ENSACAP00000007186
ENSDARP00000103526	ENSACAP00000011007
ENSDARP00000113301	ENSACAP00000023366
ENSDARP00000075799	ENSACAP00000007565
ENSDARP00000012597	ENSACAP00000002003
ENSDARP00000100874	ENSACAP00000000005
ENSDARP00000125120	ENSACAP00000008308
ENSDARP00000124900	ENSACAP00000003527
ENSDARP00000069820	ENSACAP00000014621
ENSDARP00000111773	ENSACAP00000020460
ENSDARP00000053361	ENSACAP00000015945
ENSDARP00000103064	ENSACAP00000015945
ENSDARP00000057038	ENSACAP00000002009
ENSDARP00000019981	ENSACAP00000005906
ENSDARP00000083458	ENSACAP00000010958
ENSDARP00000006001	ENSACAP00000004014
ENSDARP00000024748	ENSACAP00000004014
ENSDARP00000095532	ENSACAP00000011163
ENSDARP00000106117	ENSACAP00000002610
ENSDARP00000053796	ENSACAP00000015518
ENSDARP00000105716	ENSACAP00000003507
ENSDARP00000050351	ENSACAP00000016219
ENSDARP00000076364	ENSACAP00000016219
ENSDARP00000039571	ENSACAP00000001118
ENSDARP00000023819	ENSACAP00000009786
ENSDARP00000071058	ENSACAP00000011378
ENSDARP00000090113	ENSACAP00000007539
ENSDARP00000065447	ENSACAP00000003156
ENSDARP00000003282	ENSACAP00000008292
ENSDARP00000056094	ENSACAP00000005218
ENSDARP00000060245	ENSACAP00000001827
ENSDARP00000007090	ENSACAP00000017289
ENSDARP00000059477	ENSACAP00000016827
ENSDARP00000096527	ENSACAP00000015998
ENSDARP00000101751	ENSACAP00000014347
ENSDARP00000103340	ENSACAP00000018216
ENSDARP00000122270	ENSACAP00000016339
ENSDARP00000115549	ENSACAP00000016339
ENSDARP00000073314	ENSACAP00000019207
ENSDARP00000069096	ENSACAP00000000384
ENSDARP00000073441	ENSACAP00000006969
ENSDARP00000025192	ENSACAP00000016299
ENSDARP00000105458	ENSACAP00000000462
ENSDARP00000007713	ENSACAP00000012704
ENSDARP00000082038	ENSACAP00000016816
ENSDARP00000053202	ENSACAP00000023388
ENSDARP00000016900	ENSACAP00000002725
ENSDARP00000117888	ENSACAP00000016370
ENSDARP00000109243	ENSACAP00000021191
ENSDARP00000097865	ENSACAP00000003891
ENSDARP00000103811	ENSACAP00000005708
ENSDARP00000094760	ENSACAP00000015740
ENSDARP00000067160	ENSACAP00000013319
ENSDARP00000089700	ENSACAP00000003577
ENSDARP00000061842	ENSACAP00000009450
ENSDARP00000123149	ENSACAP00000014366
ENSDARP00000113739	ENSACAP00000009630
ENSDARP00000077125	ENSACAP00000015712
ENSDARP00000118062	ENSACAP00000004764
ENSDARP00000034439	ENSACAP00000013147
ENSDARP00000129857	ENSACAP00000016572
ENSDARP00000076455	ENSACAP00000015782
ENSDARP00000094287	ENSACAP00000022854
ENSDARP00000067387	ENSACAP00000009255
ENSDARP00000094505	ENSACAP00000015931
ENSDARP00000005930	ENSACAP00000008622
ENSDARP00000015132	ENSACAP00000008622
ENSDARP00000120028	ENSACAP00000008812
ENSDARP00000085557	ENSACAP00000010903
ENSDARP00000051080	ENSACAP00000012138
ENSDARP00000028033	ENSACAP00000007670
ENSDARP00000003339	ENSACAP00000015567
ENSDARP00000002686	ENSACAP00000015567
ENSDARP00000011326	ENSACAP00000000644
ENSDARP00000055414	ENSACAP00000000644
ENSDARP00000124593	ENSACAP00000005757
ENSDARP00000051678	ENSACAP00000011890
ENSDARP00000116404	ENSACAP00000003881
ENSDARP00000112758	ENSACAP00000003881
ENSDARP00000097929	ENSACAP00000012805
ENSDARP00000095769	ENSACAP00000012805
ENSDARP00000126389	ENSACAP00000006531
ENSDARP00000053000	ENSACAP00000009560
ENSDARP00000050005	ENSACAP00000010645
ENSDARP00000044008	ENSACAP00000010645
ENSDARP00000098402	ENSACAP00000010727
ENSDARP00000009775	ENSACAP00000005093
ENSDARP00000071393	ENSACAP00000019705
ENSDARP00000101496	ENSACAP00000011183
ENSDARP00000120695	ENSACAP00000003116
ENSDARP00000098728	ENSACAP00000009511
ENSDARP00000089201	ENSACAP00000016906
ENSDARP00000021199	ENSACAP00000019965
ENSDARP00000104913	ENSACAP00000019965
ENSDARP00000033806	ENSACAP00000015920
ENSDARP00000111738	ENSACAP00000006370
ENSDARP00000008181	ENSACAP00000008389
ENSDARP00000101177	ENSACAP00000008389
ENSDARP00000039104	ENSACAP00000005760
ENSDARP00000117816	ENSACAP00000012441
ENSDARP00000022273	ENSACAP00000012441
ENSDARP00000083939	ENSACAP00000002827
ENSDARP00000091498	ENSACAP00000007726
ENSDARP00000029899	ENSACAP00000002903
ENSDARP00000086682	ENSACAP00000014893
ENSDARP00000083546	ENSACAP00000013212
ENSDARP00000077824	ENSACAP00000013212
ENSDARP00000032935	ENSACAP00000004430
ENSDARP00000024217	ENSACAP00000009699
ENSDARP00000010177	ENSACAP00000009699
ENSDARP00000108359	ENSACAP00000006263
ENSDARP00000032457	ENSACAP00000015526
ENSDARP00000036535	ENSACAP00000006002
ENSDARP00000038022	ENSACAP00000006002
ENSDARP00000117263	ENSACAP00000007888
ENSDARP00000108413	ENSACAP00000007888
ENSDARP00000084529	ENSACAP00000003129
ENSDARP00000126735	ENSACAP00000013941
ENSDARP00000125833	ENSACAP00000003769
ENSDARP00000110357	ENSACAP00000009686
ENSDARP00000105934	ENSACAP00000009686
ENSDARP00000074299	ENSACAP00000016126
ENSDARP00000089126	ENSACAP00000001868
ENSDARP00000004962	ENSACAP00000013744
ENSDARP00000045613	ENSACAP00000013744
ENSDARP00000058406	ENSACAP00000009003
ENSDARP00000122740	ENSACAP00000009104
ENSDARP00000087948	ENSACAP00000009104
ENSDARP00000092407	ENSACAP00000020292
ENSDARP00000096190	ENSACAP00000012207
ENSDARP00000045367	ENSACAP00000012207
ENSDARP00000016595	ENSACAP00000000870
ENSDARP00000089728	ENSACAP00000012822
ENSDARP00000071507	ENSACAP00000000372
ENSDARP00000037509	ENSACAP00000000372
ENSDARP00000095598	ENSACAP00000009888
ENSDARP00000074434	ENSACAP00000019046
ENSDARP00000055237	ENSACAP00000006188
ENSDARP00000003030	ENSACAP00000007099
ENSDARP00000094606	ENSACAP00000002424
ENSDARP00000107097	ENSACAP00000002424
ENSDARP00000039965	ENSACAP00000006922
ENSDARP00000115075	ENSACAP00000006922
ENSDARP00000110319	ENSACAP00000009245
ENSDARP00000041411	ENSACAP00000002825
ENSDARP00000127179	ENSACAP00000016191
ENSDARP00000089791	ENSACAP00000003681
ENSDARP00000102952	ENSACAP00000001419
ENSDARP00000102678	ENSACAP00000020102
ENSDARP00000098825	ENSACAP00000020102
ENSDARP00000027005	ENSACAP00000002294
ENSDARP00000115656	ENSACAP00000002294
ENSDARP00000106001	ENSACAP00000001702
ENSDARP00000061469	ENSACAP00000001702
ENSDARP00000070219	ENSACAP00000014748
ENSDARP00000075798	ENSACAP00000012116
ENSDARP00000096546	ENSACAP00000002373
ENSDARP00000040234	ENSACAP00000016345
ENSDARP00000105974	ENSACAP00000016345
ENSDARP00000031129	ENSACAP00000014760
ENSDARP00000066085	ENSACAP00000021036
ENSDARP00000110897	ENSACAP00000007232
ENSDARP00000122408	ENSACAP00000010698
ENSDARP00000088025	ENSACAP00000010698
ENSDARP00000104580	ENSACAP00000014292
ENSDARP00000124312	ENSACAP00000003513
ENSDARP00000004965	ENSACAP00000019511
ENSDARP00000121211	ENSACAP00000009675
ENSDARP00000112065	ENSACAP00000007600
ENSDARP00000018103	ENSACAP00000008949
ENSDARP00000101911	ENSACAP00000008949
ENSDARP00000024380	ENSACAP00000015046
ENSDARP00000012359	ENSACAP00000015711
ENSDARP00000071943	ENSACAP00000006026
ENSDARP00000065238	ENSACAP00000003801
ENSDARP00000055871	ENSACAP00000001913
ENSDARP00000066362	ENSACAP00000006872
ENSDARP00000020465	ENSACAP00000014115
ENSDARP00000105407	ENSACAP00000014703
ENSDARP00000090877	ENSACAP00000009049
ENSDARP00000074350	ENSACAP00000009049
ENSDARP00000025016	ENSACAP00000002104
ENSDARP00000065376	ENSACAP00000002104
ENSDARP00000127209	ENSACAP00000011280
ENSDARP00000050749	ENSACAP00000008780
ENSDARP00000070408	ENSACAP00000000146
ENSDARP00000100689	ENSACAP00000013171
ENSDARP00000110581	ENSACAP00000004036
ENSDARP00000104098	ENSACAP00000013328
ENSDARP00000058706	ENSACAP00000016670
ENSDARP00000025170	ENSACAP00000006884
ENSDARP00000083760	ENSACAP00000001593
ENSDARP00000083554	ENSACAP00000001593
ENSDARP00000046114	ENSACAP00000004794
ENSDARP00000047460	ENSACAP00000004794
ENSDARP00000123567	ENSACAP00000023112
ENSDARP00000110150	ENSACAP00000018270
ENSDARP00000104265	ENSACAP00000018270
ENSDARP00000023121	ENSACAP00000005795
ENSDARP00000116491	ENSACAP00000009383
ENSDARP00000112410	ENSACAP00000023380
ENSDARP00000005265	ENSACAP00000016438
ENSDARP00000040679	ENSACAP00000014532
ENSDARP00000124436	ENSACAP00000009088
ENSDARP00000119611	ENSACAP00000014784
ENSDARP00000114641	ENSACAP00000014784
ENSDARP00000108671	ENSACAP00000004138
ENSDARP00000104833	ENSACAP00000015799
ENSDARP00000104388	ENSACAP00000006850
ENSDARP00000006095	ENSACAP00000003701
ENSDARP00000107474	ENSACAP00000000256
ENSDARP00000041626	ENSACAP00000016761
ENSDARP00000013520	ENSACAP00000010496
ENSDARP00000120315	ENSACAP00000016314
ENSDARP00000055793	ENSACAP00000023416
ENSDARP00000120710	ENSACAP00000022532
ENSDARP00000053471	ENSACAP00000007541
ENSDARP00000112413	ENSACAP00000010913
ENSDARP00000123191	ENSACAP00000010913
ENSDARP00000083976	ENSACAP00000011523
ENSDARP00000110596	ENSACAP00000011523
ENSDARP00000108555	ENSACAP00000004192
ENSDARP00000070307	ENSACAP00000019525
ENSDARP00000076266	ENSACAP00000016197
ENSDARP00000018050	ENSACAP00000006412
ENSDARP00000112091	ENSACAP00000006412
ENSDARP00000032745	ENSACAP00000009246
ENSDARP00000104898	ENSACAP00000009246
ENSDARP00000082671	ENSACAP00000005207
ENSDARP00000127076	ENSACAP00000020714
ENSDARP00000117694	ENSACAP00000020714
ENSDARP00000053857	ENSACAP00000013355
ENSDARP00000098005	ENSACAP00000016850
ENSDARP00000110778	ENSACAP00000016850
ENSDARP00000103348	ENSACAP00000012345
ENSDARP00000097491	ENSACAP00000007046
ENSDARP00000097715	ENSACAP00000005026
ENSDARP00000065584	ENSACAP00000001516
ENSDARP00000003845	ENSACAP00000001511
ENSDARP00000002122	ENSACAP00000011451
ENSDARP00000070658	ENSACAP00000007324
ENSDARP00000041706	ENSACAP00000011972
ENSDARP00000065142	ENSACAP00000011972
ENSDARP00000094239	ENSACAP00000006508
ENSDARP00000073973	ENSACAP00000008886
ENSDARP00000018692	ENSACAP00000008041
ENSDARP00000023325	ENSACAP00000021070
ENSDARP00000026919	ENSACAP00000007691
ENSDARP00000053616	ENSACAP00000009811
ENSDARP00000094655	ENSACAP00000014645
ENSDARP00000110461	ENSACAP00000004885
ENSDARP00000128862	ENSACAP00000004885
ENSDARP00000083972	ENSACAP00000011610
ENSDARP00000081302	ENSACAP00000011610
ENSDARP00000086954	ENSACAP00000016735
ENSDARP00000118005	ENSACAP00000016735
ENSDARP00000084830	ENSACAP00000003077
ENSDARP00000055241	ENSACAP00000021459
ENSDARP00000003032	ENSACAP00000017300
ENSDARP00000055681	ENSACAP00000017300
ENSDARP00000020578	ENSACAP00000004864
ENSDARP00000067534	ENSACAP00000003959
ENSDARP00000093842	ENSACAP00000009097
ENSDARP00000108775	ENSACAP00000001117
ENSDARP00000075137	ENSACAP00000001117
ENSDARP00000054352	ENSACAP00000013055
ENSDARP00000059532	ENSACAP00000013055
ENSDARP00000080300	ENSACAP00000022231
ENSDARP00000012749	ENSACAP00000014544
ENSDARP00000099365	ENSACAP00000014544
ENSDARP00000005911	ENSACAP00000017038
ENSDARP00000011600	ENSACAP00000022117
ENSDARP00000084897	ENSACAP00000016551
ENSDARP00000006845	ENSACAP00000016551
ENSDARP00000062715	ENSACAP00000010930
ENSDARP00000099015	ENSACAP00000010133
ENSDARP00000000514	ENSACAP00000016956
ENSDARP00000094800	ENSACAP00000016956
ENSDARP00000092565	ENSACAP00000007849
ENSDARP00000011656	ENSACAP00000007849
ENSDARP00000004327	ENSACAP00000004723
ENSDARP00000114888	ENSACAP00000003099
ENSDARP00000007173	ENSACAP00000012668
ENSDARP00000055263	ENSACAP00000015571
ENSDARP00000111196	ENSACAP00000011171
ENSDARP00000069454	ENSACAP00000004612
ENSDARP00000126873	ENSACAP00000004612
ENSDARP00000106182	ENSACAP00000011147
ENSDARP00000029876	ENSACAP00000000831
ENSDARP00000064699	ENSACAP00000007912
ENSDARP00000013441	ENSACAP00000015990
ENSDARP00000099285	ENSACAP00000002898
ENSDARP00000102405	ENSACAP00000003213
ENSDARP00000129625	ENSACAP00000004703
ENSDARP00000095194	ENSACAP00000010483
ENSDARP00000058490	ENSACAP00000004923
ENSDARP00000128680	ENSACAP00000015804
ENSDARP00000106936	ENSACAP00000015743
ENSDARP00000123337	ENSACAP00000012505
ENSDARP00000002262	ENSACAP00000016681
ENSDARP00000022789	ENSACAP00000016681
ENSDARP00000010986	ENSACAP00000004385
ENSDARP00000119262	ENSACAP00000008036
ENSDARP00000076941	ENSACAP00000004760
