ENSMGAP00000004951	ENSTNIP00000004863
ENSMGAP00000014083	ENSTNIP00000015199
ENSMGAP00000013571	ENSTNIP00000020533
ENSMGAP00000006817	ENSTNIP00000014047
ENSMGAP00000006241	ENSTNIP00000007775
ENSMGAP00000002289	ENSTNIP00000011321
ENSMGAP00000003880	ENSTNIP00000009269
ENSMGAP00000013145	ENSTNIP00000003120
ENSMGAP00000017542	ENSTNIP00000000877
ENSMGAP00000009519	ENSTNIP00000015139
ENSMGAP00000016992	ENSTNIP00000008744
ENSMGAP00000015860	ENSTNIP00000007906
ENSMGAP00000010175	ENSTNIP00000014604
ENSMGAP00000001507	ENSTNIP00000017379
ENSMGAP00000001507	ENSTNIP00000014708
ENSMGAP00000009505	ENSTNIP00000009852
ENSMGAP00000017676	ENSTNIP00000016305
ENSMGAP00000001524	ENSTNIP00000016468
ENSMGAP00000001524	ENSTNIP00000018482
ENSMGAP00000007884	ENSTNIP00000018839
ENSMGAP00000015728	ENSTNIP00000018022
ENSMGAP00000009248	ENSTNIP00000003414
ENSMGAP00000015822	ENSTNIP00000012340
ENSMGAP00000013962	ENSTNIP00000021215
ENSMGAP00000002733	ENSTNIP00000009629
ENSMGAP00000005462	ENSTNIP00000019720
ENSMGAP00000014305	ENSTNIP00000015342
ENSMGAP00000004476	ENSTNIP00000017328
ENSMGAP00000004278	ENSTNIP00000016456
ENSMGAP00000014642	ENSTNIP00000012776
ENSMGAP00000009690	ENSTNIP00000019966
ENSMGAP00000004608	ENSTNIP00000019164
ENSMGAP00000011021	ENSTNIP00000005437
ENSMGAP00000014714	ENSTNIP00000019668
ENSMGAP00000014398	ENSTNIP00000020521
ENSMGAP00000000842	ENSTNIP00000016432
ENSMGAP00000004909	ENSTNIP00000015755
ENSMGAP00000008245	ENSTNIP00000002318
ENSMGAP00000011412	ENSTNIP00000007795
ENSMGAP00000001872	ENSTNIP00000012490
ENSMGAP00000006776	ENSTNIP00000019055
ENSMGAP00000014485	ENSTNIP00000020458
ENSMGAP00000015108	ENSTNIP00000004711
ENSMGAP00000015108	ENSTNIP00000016940
ENSMGAP00000006814	ENSTNIP00000016646
ENSMGAP00000005558	ENSTNIP00000021715
ENSMGAP00000018563	ENSTNIP00000009130
ENSMGAP00000018563	ENSTNIP00000019118
ENSMGAP00000010659	ENSTNIP00000012267
ENSMGAP00000012166	ENSTNIP00000021227
ENSMGAP00000006118	ENSTNIP00000008556
ENSMGAP00000005303	ENSTNIP00000009841
ENSMGAP00000000725	ENSTNIP00000000202
ENSMGAP00000010084	ENSTNIP00000015801
ENSMGAP00000011681	ENSTNIP00000008346
ENSMGAP00000010365	ENSTNIP00000014029
ENSMGAP00000014200	ENSTNIP00000005312
ENSMGAP00000016021	ENSTNIP00000015691
ENSMGAP00000007424	ENSTNIP00000009900
ENSMGAP00000007424	ENSTNIP00000017637
ENSMGAP00000008457	ENSTNIP00000018430
ENSMGAP00000011337	ENSTNIP00000001394
ENSMGAP00000003364	ENSTNIP00000010286
ENSMGAP00000007768	ENSTNIP00000017352
ENSMGAP00000008423	ENSTNIP00000008554
ENSMGAP00000008282	ENSTNIP00000012790
ENSMGAP00000015326	ENSTNIP00000009595
ENSMGAP00000000513	ENSTNIP00000021325
ENSMGAP00000000021	ENSTNIP00000005511
ENSMGAP00000014925	ENSTNIP00000005909
ENSMGAP00000011078	ENSTNIP00000006062
ENSMGAP00000002249	ENSTNIP00000015989
ENSMGAP00000010473	ENSTNIP00000007560
ENSMGAP00000000581	ENSTNIP00000008607
ENSMGAP00000015303	ENSTNIP00000000156
ENSMGAP00000014123	ENSTNIP00000012611
ENSMGAP00000001581	ENSTNIP00000018135
ENSMGAP00000006383	ENSTNIP00000012242
ENSMGAP00000012048	ENSTNIP00000015741
ENSMGAP00000007103	ENSTNIP00000004870
ENSMGAP00000007103	ENSTNIP00000017295
ENSMGAP00000007506	ENSTNIP00000015122
ENSMGAP00000002205	ENSTNIP00000003367
ENSMGAP00000011098	ENSTNIP00000021596
ENSMGAP00000011565	ENSTNIP00000012482
ENSMGAP00000011565	ENSTNIP00000007512
ENSMGAP00000002688	ENSTNIP00000006797
ENSMGAP00000016203	ENSTNIP00000005875
ENSMGAP00000009330	ENSTNIP00000020630
ENSMGAP00000007886	ENSTNIP00000007414
ENSMGAP00000015759	ENSTNIP00000017501
ENSMGAP00000014092	ENSTNIP00000022341
ENSMGAP00000014092	ENSTNIP00000017534
ENSMGAP00000001086	ENSTNIP00000007926
ENSMGAP00000003176	ENSTNIP00000014301
ENSMGAP00000003176	ENSTNIP00000011218
ENSMGAP00000004941	ENSTNIP00000006514
ENSMGAP00000006899	ENSTNIP00000019737
ENSMGAP00000014446	ENSTNIP00000020515
ENSMGAP00000011446	ENSTNIP00000004530
ENSMGAP00000007117	ENSTNIP00000009260
ENSMGAP00000002917	ENSTNIP00000010370
ENSMGAP00000007665	ENSTNIP00000013482
ENSMGAP00000017273	ENSTNIP00000015932
ENSMGAP00000006222	ENSTNIP00000004292
ENSMGAP00000006222	ENSTNIP00000010454
ENSMGAP00000003707	ENSTNIP00000018367
ENSMGAP00000003707	ENSTNIP00000016174
ENSMGAP00000007975	ENSTNIP00000012367
ENSMGAP00000010961	ENSTNIP00000010387
ENSMGAP00000002753	ENSTNIP00000008174
ENSMGAP00000009998	ENSTNIP00000015796
ENSMGAP00000013047	ENSTNIP00000003922
ENSMGAP00000013047	ENSTNIP00000014442
ENSMGAP00000003266	ENSTNIP00000004993
ENSMGAP00000002993	ENSTNIP00000019236
ENSMGAP00000014226	ENSTNIP00000015364
ENSMGAP00000008171	ENSTNIP00000003635
ENSMGAP00000007597	ENSTNIP00000014589
ENSMGAP00000010360	ENSTNIP00000018681
ENSMGAP00000009423	ENSTNIP00000021696
ENSMGAP00000016114	ENSTNIP00000001195
ENSMGAP00000014238	ENSTNIP00000015243
ENSMGAP00000012519	ENSTNIP00000020947
ENSMGAP00000008817	ENSTNIP00000017876
ENSMGAP00000005667	ENSTNIP00000000457
ENSMGAP00000005943	ENSTNIP00000018960
ENSMGAP00000008600	ENSTNIP00000016762
ENSMGAP00000019279	ENSTNIP00000005461
ENSMGAP00000006559	ENSTNIP00000017199
ENSMGAP00000015051	ENSTNIP00000018737
ENSMGAP00000001257	ENSTNIP00000021971
ENSMGAP00000010174	ENSTNIP00000018683
ENSMGAP00000019637	ENSTNIP00000022476
ENSMGAP00000019637	ENSTNIP00000019211
ENSMGAP00000004664	ENSTNIP00000012258
ENSMGAP00000006104	ENSTNIP00000012968
ENSMGAP00000004340	ENSTNIP00000014917
ENSMGAP00000015244	ENSTNIP00000000948
ENSMGAP00000007372	ENSTNIP00000016062
ENSMGAP00000006411	ENSTNIP00000022150
ENSMGAP00000009984	ENSTNIP00000007345
ENSMGAP00000017254	ENSTNIP00000022900
ENSMGAP00000002745	ENSTNIP00000012689
ENSMGAP00000010783	ENSTNIP00000009255
ENSMGAP00000004932	ENSTNIP00000013727
ENSMGAP00000003448	ENSTNIP00000007282
ENSMGAP00000003637	ENSTNIP00000017755
ENSMGAP00000009284	ENSTNIP00000019162
ENSMGAP00000001012	ENSTNIP00000007899
ENSMGAP00000001012	ENSTNIP00000021064
ENSMGAP00000005479	ENSTNIP00000008829
ENSMGAP00000007531	ENSTNIP00000014904
ENSMGAP00000007531	ENSTNIP00000022978
ENSMGAP00000014599	ENSTNIP00000006501
ENSMGAP00000011535	ENSTNIP00000016757
ENSMGAP00000004171	ENSTNIP00000019210
ENSMGAP00000005442	ENSTNIP00000019721
ENSMGAP00000011563	ENSTNIP00000000786
ENSMGAP00000016771	ENSTNIP00000007036
ENSMGAP00000000065	ENSTNIP00000012528
ENSMGAP00000004717	ENSTNIP00000010316
ENSMGAP00000000899	ENSTNIP00000010112
ENSMGAP00000011450	ENSTNIP00000005084
ENSMGAP00000014439	ENSTNIP00000019505
ENSMGAP00000014439	ENSTNIP00000020435
ENSMGAP00000007286	ENSTNIP00000001389
ENSMGAP00000018770	ENSTNIP00000018648
ENSMGAP00000016843	ENSTNIP00000007830
ENSMGAP00000001141	ENSTNIP00000014507
ENSMGAP00000005333	ENSTNIP00000018317
ENSMGAP00000007081	ENSTNIP00000014947
ENSMGAP00000011630	ENSTNIP00000017891
ENSMGAP00000014787	ENSTNIP00000013632
ENSMGAP00000006167	ENSTNIP00000013135
ENSMGAP00000019304	ENSTNIP00000019048
ENSMGAP00000000468	ENSTNIP00000010331
ENSMGAP00000007527	ENSTNIP00000016449
ENSMGAP00000003924	ENSTNIP00000019387
ENSMGAP00000017413	ENSTNIP00000010863
ENSMGAP00000011479	ENSTNIP00000012686
ENSMGAP00000002944	ENSTNIP00000014285
ENSMGAP00000013016	ENSTNIP00000007981
ENSMGAP00000005773	ENSTNIP00000010442
ENSMGAP00000000359	ENSTNIP00000014305
ENSMGAP00000005668	ENSTNIP00000022723
ENSMGAP00000010397	ENSTNIP00000011608
ENSMGAP00000013089	ENSTNIP00000009679
ENSMGAP00000013288	ENSTNIP00000022299
ENSMGAP00000014772	ENSTNIP00000015202
ENSMGAP00000004929	ENSTNIP00000010308
ENSMGAP00000005248	ENSTNIP00000007403
ENSMGAP00000002256	ENSTNIP00000019698
ENSMGAP00000001202	ENSTNIP00000013059
ENSMGAP00000001929	ENSTNIP00000001640
ENSMGAP00000002021	ENSTNIP00000005458
ENSMGAP00000003861	ENSTNIP00000011844
ENSMGAP00000016552	ENSTNIP00000021119
ENSMGAP00000016796	ENSTNIP00000021541
ENSMGAP00000012009	ENSTNIP00000014506
ENSMGAP00000016881	ENSTNIP00000019398
ENSMGAP00000013493	ENSTNIP00000000662
ENSMGAP00000004105	ENSTNIP00000018833
ENSMGAP00000001596	ENSTNIP00000019015
ENSMGAP00000003823	ENSTNIP00000014297
ENSMGAP00000000224	ENSTNIP00000010068
ENSMGAP00000016515	ENSTNIP00000012170
ENSMGAP00000011182	ENSTNIP00000015201
ENSMGAP00000001955	ENSTNIP00000014889
ENSMGAP00000018342	ENSTNIP00000013596
ENSMGAP00000018342	ENSTNIP00000007330
ENSMGAP00000015134	ENSTNIP00000012357
ENSMGAP00000004450	ENSTNIP00000020614
ENSMGAP00000019543	ENSTNIP00000016329
ENSMGAP00000014812	ENSTNIP00000010859
ENSMGAP00000019210	ENSTNIP00000018571
ENSMGAP00000002719	ENSTNIP00000008784
ENSMGAP00000000809	ENSTNIP00000005235
ENSMGAP00000000352	ENSTNIP00000008233
ENSMGAP00000015492	ENSTNIP00000016912
ENSMGAP00000001469	ENSTNIP00000014376
ENSMGAP00000005453	ENSTNIP00000008827
ENSMGAP00000007083	ENSTNIP00000018467
ENSMGAP00000015023	ENSTNIP00000002688
ENSMGAP00000004577	ENSTNIP00000020024
ENSMGAP00000004958	ENSTNIP00000016157
ENSMGAP00000000420	ENSTNIP00000005654
ENSMGAP00000004428	ENSTNIP00000017401
ENSMGAP00000010130	ENSTNIP00000021826
ENSMGAP00000015879	ENSTNIP00000014510
ENSMGAP00000011886	ENSTNIP00000013473
ENSMGAP00000011886	ENSTNIP00000005686
ENSMGAP00000015372	ENSTNIP00000004315
ENSMGAP00000001127	ENSTNIP00000016013
ENSMGAP00000016085	ENSTNIP00000007924
ENSMGAP00000010109	ENSTNIP00000018618
ENSMGAP00000010852	ENSTNIP00000021145
ENSMGAP00000009530	ENSTNIP00000014824
ENSMGAP00000009530	ENSTNIP00000012669
ENSMGAP00000006313	ENSTNIP00000020300
ENSMGAP00000003865	ENSTNIP00000020855
ENSMGAP00000014239	ENSTNIP00000014358
ENSMGAP00000014239	ENSTNIP00000011645
ENSMGAP00000013991	ENSTNIP00000009056
ENSMGAP00000013991	ENSTNIP00000009275
ENSMGAP00000010118	ENSTNIP00000012734
ENSMGAP00000013263	ENSTNIP00000005263
ENSMGAP00000015509	ENSTNIP00000018608
ENSMGAP00000005854	ENSTNIP00000010665
ENSMGAP00000003969	ENSTNIP00000009828
ENSMGAP00000011013	ENSTNIP00000005349
ENSMGAP00000009929	ENSTNIP00000019176
ENSMGAP00000011015	ENSTNIP00000007093
ENSMGAP00000018740	ENSTNIP00000021477
ENSMGAP00000009664	ENSTNIP00000021376
ENSMGAP00000000438	ENSTNIP00000022158
ENSMGAP00000005553	ENSTNIP00000017715
ENSMGAP00000003675	ENSTNIP00000006484
ENSMGAP00000000474	ENSTNIP00000020090
ENSMGAP00000012492	ENSTNIP00000002613
ENSMGAP00000004920	ENSTNIP00000002180
ENSMGAP00000009493	ENSTNIP00000006633
ENSMGAP00000002569	ENSTNIP00000007304
ENSMGAP00000008313	ENSTNIP00000019318
ENSMGAP00000014195	ENSTNIP00000010391
ENSMGAP00000005691	ENSTNIP00000004365
ENSMGAP00000010700	ENSTNIP00000010028
ENSMGAP00000011595	ENSTNIP00000013962
ENSMGAP00000014978	ENSTNIP00000015958
ENSMGAP00000013605	ENSTNIP00000019589
ENSMGAP00000002480	ENSTNIP00000011603
ENSMGAP00000010099	ENSTNIP00000015784
ENSMGAP00000003213	ENSTNIP00000013336
ENSMGAP00000003213	ENSTNIP00000017095
ENSMGAP00000001115	ENSTNIP00000017606
ENSMGAP00000008298	ENSTNIP00000011786
ENSMGAP00000015834	ENSTNIP00000012329
ENSMGAP00000001527	ENSTNIP00000020033
ENSMGAP00000004227	ENSTNIP00000003535
ENSMGAP00000005332	ENSTNIP00000019326
ENSMGAP00000001946	ENSTNIP00000005532
ENSMGAP00000009817	ENSTNIP00000020861
ENSMGAP00000009161	ENSTNIP00000000177
ENSMGAP00000012461	ENSTNIP00000013770
ENSMGAP00000002914	ENSTNIP00000008635
ENSMGAP00000006162	ENSTNIP00000009098
ENSMGAP00000012739	ENSTNIP00000018811
ENSMGAP00000009764	ENSTNIP00000021378
ENSMGAP00000003833	ENSTNIP00000015405
ENSMGAP00000004602	ENSTNIP00000014466
ENSMGAP00000007017	ENSTNIP00000021762
ENSMGAP00000008870	ENSTNIP00000020678
ENSMGAP00000003464	ENSTNIP00000013139
ENSMGAP00000010515	ENSTNIP00000004848
ENSMGAP00000010715	ENSTNIP00000004019
ENSMGAP00000010386	ENSTNIP00000017580
ENSMGAP00000015219	ENSTNIP00000011437
ENSMGAP00000012571	ENSTNIP00000012053
ENSMGAP00000018549	ENSTNIP00000006795
ENSMGAP00000018985	ENSTNIP00000020859
ENSMGAP00000000129	ENSTNIP00000008921
ENSMGAP00000016294	ENSTNIP00000020589
ENSMGAP00000016776	ENSTNIP00000020153
ENSMGAP00000014065	ENSTNIP00000021212
ENSMGAP00000014065	ENSTNIP00000021213
ENSMGAP00000006245	ENSTNIP00000020299
ENSMGAP00000000802	ENSTNIP00000013543
ENSMGAP00000002873	ENSTNIP00000011296
ENSMGAP00000004912	ENSTNIP00000014886
ENSMGAP00000004705	ENSTNIP00000011104
ENSMGAP00000016557	ENSTNIP00000021138
ENSMGAP00000014878	ENSTNIP00000006823
ENSMGAP00000002078	ENSTNIP00000005829
ENSMGAP00000019103	ENSTNIP00000014122
ENSMGAP00000019103	ENSTNIP00000000181
ENSMGAP00000013622	ENSTNIP00000006349
ENSMGAP00000004526	ENSTNIP00000014467
ENSMGAP00000001580	ENSTNIP00000005403
ENSMGAP00000006752	ENSTNIP00000015075
ENSMGAP00000010977	ENSTNIP00000016043
ENSMGAP00000001564	ENSTNIP00000006479
ENSMGAP00000013411	ENSTNIP00000009490
ENSMGAP00000004095	ENSTNIP00000006478
ENSMGAP00000014110	ENSTNIP00000020390
ENSMGAP00000013473	ENSTNIP00000009205
ENSMGAP00000013473	ENSTNIP00000011372
ENSMGAP00000009665	ENSTNIP00000014062
ENSMGAP00000017054	ENSTNIP00000009240
ENSMGAP00000016386	ENSTNIP00000016664
ENSMGAP00000002393	ENSTNIP00000013069
ENSMGAP00000006676	ENSTNIP00000022072
ENSMGAP00000008573	ENSTNIP00000022436
ENSMGAP00000004247	ENSTNIP00000004493
ENSMGAP00000006803	ENSTNIP00000012795
ENSMGAP00000015152	ENSTNIP00000015700
ENSMGAP00000006539	ENSTNIP00000013709
ENSMGAP00000008381	ENSTNIP00000012787
ENSMGAP00000015430	ENSTNIP00000011420
ENSMGAP00000003036	ENSTNIP00000014699
ENSMGAP00000013225	ENSTNIP00000007285
ENSMGAP00000016218	ENSTNIP00000009496
ENSMGAP00000006405	ENSTNIP00000015890
ENSMGAP00000015732	ENSTNIP00000012322
ENSMGAP00000000385	ENSTNIP00000007194
ENSMGAP00000000988	ENSTNIP00000019873
ENSMGAP00000009576	ENSTNIP00000011487
ENSMGAP00000015884	ENSTNIP00000022588
ENSMGAP00000001467	ENSTNIP00000009415
ENSMGAP00000010079	ENSTNIP00000007801
ENSMGAP00000000558	ENSTNIP00000017188
ENSMGAP00000000577	ENSTNIP00000011853
ENSMGAP00000006173	ENSTNIP00000011785
ENSMGAP00000001330	ENSTNIP00000015504
ENSMGAP00000007541	ENSTNIP00000004480
ENSMGAP00000010375	ENSTNIP00000015507
ENSMGAP00000000757	ENSTNIP00000020143
ENSMGAP00000015125	ENSTNIP00000012599
ENSMGAP00000005608	ENSTNIP00000002294
ENSMGAP00000009574	ENSTNIP00000019814
ENSMGAP00000009574	ENSTNIP00000022668
ENSMGAP00000004469	ENSTNIP00000014468
ENSMGAP00000012639	ENSTNIP00000013774
ENSMGAP00000012058	ENSTNIP00000008953
ENSMGAP00000013593	ENSTNIP00000015365
ENSMGAP00000013508	ENSTNIP00000020564
ENSMGAP00000010012	ENSTNIP00000012623
ENSMGAP00000012450	ENSTNIP00000021518
ENSMGAP00000002425	ENSTNIP00000011381
ENSMGAP00000010038	ENSTNIP00000013444
ENSMGAP00000007319	ENSTNIP00000006457
ENSMGAP00000000815	ENSTNIP00000016811
ENSMGAP00000011860	ENSTNIP00000017927
ENSMGAP00000003255	ENSTNIP00000007708
ENSMGAP00000015762	ENSTNIP00000016931
ENSMGAP00000002313	ENSTNIP00000010137
ENSMGAP00000013424	ENSTNIP00000010256
ENSMGAP00000012851	ENSTNIP00000016294
ENSMGAP00000004862	ENSTNIP00000010012
ENSMGAP00000006815	ENSTNIP00000016747
ENSMGAP00000018023	ENSTNIP00000008713
ENSMGAP00000008474	ENSTNIP00000015878
ENSMGAP00000007965	ENSTNIP00000009560
ENSMGAP00000013426	ENSTNIP00000020542
ENSMGAP00000011023	ENSTNIP00000011606
ENSMGAP00000014905	ENSTNIP00000016280
ENSMGAP00000016443	ENSTNIP00000008494
ENSMGAP00000008931	ENSTNIP00000018822
ENSMGAP00000009755	ENSTNIP00000014901
ENSMGAP00000003586	ENSTNIP00000010740
ENSMGAP00000006050	ENSTNIP00000019747
ENSMGAP00000013594	ENSTNIP00000012578
ENSMGAP00000012761	ENSTNIP00000022353
ENSMGAP00000006414	ENSTNIP00000012290
ENSMGAP00000007598	ENSTNIP00000007023
ENSMGAP00000012799	ENSTNIP00000001493
ENSMGAP00000014923	ENSTNIP00000010842
ENSMGAP00000016115	ENSTNIP00000014743
ENSMGAP00000019089	ENSTNIP00000014879
ENSMGAP00000007155	ENSTNIP00000021236
ENSMGAP00000004219	ENSTNIP00000011848
ENSMGAP00000013681	ENSTNIP00000013170
ENSMGAP00000003067	ENSTNIP00000013561
ENSMGAP00000014410	ENSTNIP00000010044
ENSMGAP00000009172	ENSTNIP00000021253
ENSMGAP00000002219	ENSTNIP00000003951
ENSMGAP00000016952	ENSTNIP00000016641
ENSMGAP00000014517	ENSTNIP00000022540
ENSMGAP00000000453	ENSTNIP00000011082
ENSMGAP00000002683	ENSTNIP00000007754
ENSMGAP00000002683	ENSTNIP00000021567
ENSMGAP00000019055	ENSTNIP00000003172
ENSMGAP00000010358	ENSTNIP00000002897
ENSMGAP00000001346	ENSTNIP00000011880
ENSMGAP00000016544	ENSTNIP00000001405
ENSMGAP00000009687	ENSTNIP00000020326
ENSMGAP00000003456	ENSTNIP00000012076
ENSMGAP00000008747	ENSTNIP00000011936
ENSMGAP00000016784	ENSTNIP00000020929
ENSMGAP00000017337	ENSTNIP00000015462
ENSMGAP00000003031	ENSTNIP00000002703
ENSMGAP00000006446	ENSTNIP00000012675
ENSMGAP00000006446	ENSTNIP00000014830
ENSMGAP00000001253	ENSTNIP00000014936
ENSMGAP00000017595	ENSTNIP00000003059
ENSMGAP00000006134	ENSTNIP00000010086
ENSMGAP00000004008	ENSTNIP00000011515
ENSMGAP00000004667	ENSTNIP00000009695
ENSMGAP00000007788	ENSTNIP00000012286
ENSMGAP00000010634	ENSTNIP00000021088
ENSMGAP00000007937	ENSTNIP00000003933
ENSMGAP00000004736	ENSTNIP00000010352
ENSMGAP00000019102	ENSTNIP00000009229
ENSMGAP00000019102	ENSTNIP00000019792
ENSMGAP00000015354	ENSTNIP00000022217
ENSMGAP00000007123	ENSTNIP00000018636
ENSMGAP00000008129	ENSTNIP00000013373
ENSMGAP00000013786	ENSTNIP00000015636
ENSMGAP00000009510	ENSTNIP00000006027
ENSMGAP00000008396	ENSTNIP00000019194
ENSMGAP00000009976	ENSTNIP00000007099
ENSMGAP00000004370	ENSTNIP00000005031
ENSMGAP00000008781	ENSTNIP00000016053
ENSMGAP00000012441	ENSTNIP00000010674
ENSMGAP00000005780	ENSTNIP00000020269
ENSMGAP00000000824	ENSTNIP00000011282
ENSMGAP00000018859	ENSTNIP00000019178
ENSMGAP00000002921	ENSTNIP00000012878
ENSMGAP00000019315	ENSTNIP00000007768
ENSMGAP00000008846	ENSTNIP00000003445
ENSMGAP00000009163	ENSTNIP00000013936
ENSMGAP00000003844	ENSTNIP00000007238
ENSMGAP00000015827	ENSTNIP00000001315
ENSMGAP00000003122	ENSTNIP00000007866
ENSMGAP00000002578	ENSTNIP00000018393
ENSMGAP00000002385	ENSTNIP00000011679
ENSMGAP00000000831	ENSTNIP00000021314
ENSMGAP00000013077	ENSTNIP00000009683
ENSMGAP00000013077	ENSTNIP00000006864
ENSMGAP00000009192	ENSTNIP00000020918
ENSMGAP00000007595	ENSTNIP00000004066
ENSMGAP00000016381	ENSTNIP00000010474
ENSMGAP00000012481	ENSTNIP00000020222
ENSMGAP00000013395	ENSTNIP00000013265
ENSMGAP00000010598	ENSTNIP00000021026
ENSMGAP00000008346	ENSTNIP00000003453
ENSMGAP00000015932	ENSTNIP00000001844
ENSMGAP00000015757	ENSTNIP00000003344
ENSMGAP00000015757	ENSTNIP00000016922
ENSMGAP00000006671	ENSTNIP00000003500
ENSMGAP00000001774	ENSTNIP00000007940
ENSMGAP00000001893	ENSTNIP00000017424
ENSMGAP00000015617	ENSTNIP00000019527
ENSMGAP00000015621	ENSTNIP00000000978
ENSMGAP00000003003	ENSTNIP00000017371
ENSMGAP00000000280	ENSTNIP00000017933
ENSMGAP00000014621	ENSTNIP00000002324
ENSMGAP00000009123	ENSTNIP00000018434
ENSMGAP00000018725	ENSTNIP00000012147
ENSMGAP00000000481	ENSTNIP00000020778
ENSMGAP00000003685	ENSTNIP00000000132
ENSMGAP00000011494	ENSTNIP00000021304
ENSMGAP00000013803	ENSTNIP00000005037
ENSMGAP00000004880	ENSTNIP00000014396
ENSMGAP00000018254	ENSTNIP00000016116
ENSMGAP00000009155	ENSTNIP00000021435
ENSMGAP00000014469	ENSTNIP00000007949
ENSMGAP00000006492	ENSTNIP00000011858
ENSMGAP00000000120	ENSTNIP00000013219
ENSMGAP00000009758	ENSTNIP00000010167
ENSMGAP00000009758	ENSTNIP00000015530
ENSMGAP00000012382	ENSTNIP00000021271
ENSMGAP00000005101	ENSTNIP00000013597
ENSMGAP00000008092	ENSTNIP00000016491
ENSMGAP00000019731	ENSTNIP00000022428
ENSMGAP00000013065	ENSTNIP00000015926
ENSMGAP00000007497	ENSTNIP00000018682
ENSMGAP00000007748	ENSTNIP00000007508
ENSMGAP00000015704	ENSTNIP00000016882
ENSMGAP00000016985	ENSTNIP00000014258
ENSMGAP00000016166	ENSTNIP00000013416
ENSMGAP00000010510	ENSTNIP00000015782
ENSMGAP00000008378	ENSTNIP00000012786
ENSMGAP00000013375	ENSTNIP00000006054
ENSMGAP00000006522	ENSTNIP00000003997
ENSMGAP00000000678	ENSTNIP00000006217
ENSMGAP00000002663	ENSTNIP00000009548
ENSMGAP00000015275	ENSTNIP00000009368
ENSMGAP00000017406	ENSTNIP00000014159
ENSMGAP00000006598	ENSTNIP00000015737
ENSMGAP00000016848	ENSTNIP00000013032
ENSMGAP00000002029	ENSTNIP00000008106
ENSMGAP00000002029	ENSTNIP00000013144
ENSMGAP00000018742	ENSTNIP00000019965
ENSMGAP00000018670	ENSTNIP00000015406
ENSMGAP00000008923	ENSTNIP00000012345
ENSMGAP00000011793	ENSTNIP00000009241
ENSMGAP00000001238	ENSTNIP00000016016
ENSMGAP00000004427	ENSTNIP00000009838
ENSMGAP00000009630	ENSTNIP00000003429
ENSMGAP00000015634	ENSTNIP00000013571
ENSMGAP00000000226	ENSTNIP00000017704
ENSMGAP00000001018	ENSTNIP00000011605
ENSMGAP00000014413	ENSTNIP00000009724
ENSMGAP00000015832	ENSTNIP00000018042
ENSMGAP00000003049	ENSTNIP00000008633
ENSMGAP00000005009	ENSTNIP00000013089
ENSMGAP00000005009	ENSTNIP00000014010
ENSMGAP00000002690	ENSTNIP00000006232
ENSMGAP00000004258	ENSTNIP00000011400
ENSMGAP00000010902	ENSTNIP00000015131
ENSMGAP00000007295	ENSTNIP00000018856
ENSMGAP00000015227	ENSTNIP00000008043
ENSMGAP00000001877	ENSTNIP00000013740
ENSMGAP00000001100	ENSTNIP00000001886
ENSMGAP00000019269	ENSTNIP00000001395
ENSMGAP00000007978	ENSTNIP00000016184
ENSMGAP00000011730	ENSTNIP00000019545
ENSMGAP00000011730	ENSTNIP00000020290
ENSMGAP00000008647	ENSTNIP00000000192
ENSMGAP00000013239	ENSTNIP00000007497
ENSMGAP00000019421	ENSTNIP00000006916
ENSMGAP00000007714	ENSTNIP00000002742
ENSMGAP00000007969	ENSTNIP00000010452
ENSMGAP00000004673	ENSTNIP00000015368
ENSMGAP00000019666	ENSTNIP00000012820
ENSMGAP00000002676	ENSTNIP00000015386
ENSMGAP00000008530	ENSTNIP00000000114
ENSMGAP00000005215	ENSTNIP00000007934
ENSMGAP00000011310	ENSTNIP00000018551
ENSMGAP00000006185	ENSTNIP00000015883
ENSMGAP00000019342	ENSTNIP00000019812
ENSMGAP00000001878	ENSTNIP00000003557
ENSMGAP00000015792	ENSTNIP00000014735
ENSMGAP00000012524	ENSTNIP00000012055
ENSMGAP00000013742	ENSTNIP00000006952
ENSMGAP00000008061	ENSTNIP00000014425
ENSMGAP00000008061	ENSTNIP00000011942
ENSMGAP00000010779	ENSTNIP00000005232
ENSMGAP00000014591	ENSTNIP00000009326
ENSMGAP00000014591	ENSTNIP00000015080
ENSMGAP00000008332	ENSTNIP00000006641
ENSMGAP00000007648	ENSTNIP00000013366
ENSMGAP00000011786	ENSTNIP00000009952
ENSMGAP00000000920	ENSTNIP00000005653
ENSMGAP00000003631	ENSTNIP00000017729
ENSMGAP00000003047	ENSTNIP00000017702
ENSMGAP00000001701	ENSTNIP00000021764
ENSMGAP00000001769	ENSTNIP00000021763
ENSMGAP00000011482	ENSTNIP00000016755
ENSMGAP00000014022	ENSTNIP00000014341
ENSMGAP00000002055	ENSTNIP00000010018
ENSMGAP00000018003	ENSTNIP00000020607
ENSMGAP00000013152	ENSTNIP00000006532
ENSMGAP00000013152	ENSTNIP00000012591
ENSMGAP00000007187	ENSTNIP00000014481
ENSMGAP00000012895	ENSTNIP00000016084
ENSMGAP00000007756	ENSTNIP00000017692
ENSMGAP00000019383	ENSTNIP00000015196
ENSMGAP00000002935	ENSTNIP00000005262
ENSMGAP00000006798	ENSTNIP00000012218
ENSMGAP00000006725	ENSTNIP00000003844
ENSMGAP00000006725	ENSTNIP00000003679
ENSMGAP00000010898	ENSTNIP00000010530
