ENSTGUP00000008915	ENSGACP00000003450
ENSTGUP00000012351	ENSGACP00000004743
ENSTGUP00000000241	ENSGACP00000024293
ENSTGUP00000008910	ENSGACP00000017738
ENSTGUP00000008910	ENSGACP00000009460
ENSTGUP00000000754	ENSGACP00000026604
ENSTGUP00000006013	ENSGACP00000002626
ENSTGUP00000005048	ENSGACP00000016386
ENSTGUP00000005048	ENSGACP00000025657
ENSTGUP00000003749	ENSGACP00000011976
ENSTGUP00000008499	ENSGACP00000020822
ENSTGUP00000007757	ENSGACP00000008339
ENSTGUP00000011284	ENSGACP00000016603
ENSTGUP00000011284	ENSGACP00000005166
ENSTGUP00000014305	ENSGACP00000010819
ENSTGUP00000007154	ENSGACP00000015789
ENSTGUP00000007154	ENSGACP00000008007
ENSTGUP00000008479	ENSGACP00000020684
ENSTGUP00000006400	ENSGACP00000014974
ENSTGUP00000006009	ENSGACP00000024113
ENSTGUP00000005938	ENSGACP00000019953
ENSTGUP00000005938	ENSGACP00000011113
ENSTGUP00000000486	ENSGACP00000014262
ENSTGUP00000004526	ENSGACP00000023429
ENSTGUP00000004526	ENSGACP00000025094
ENSTGUP00000013788	ENSGACP00000018547
ENSTGUP00000013788	ENSGACP00000004914
ENSTGUP00000009981	ENSGACP00000015813
ENSTGUP00000010135	ENSGACP00000010658
ENSTGUP00000004956	ENSGACP00000018972
ENSTGUP00000006978	ENSGACP00000011339
ENSTGUP00000006175	ENSGACP00000020862
ENSTGUP00000001625	ENSGACP00000021289
ENSTGUP00000001625	ENSGACP00000008614
ENSTGUP00000005713	ENSGACP00000019861
ENSTGUP00000004026	ENSGACP00000005961
ENSTGUP00000003969	ENSGACP00000010618
ENSTGUP00000001169	ENSGACP00000006773
ENSTGUP00000012536	ENSGACP00000016878
ENSTGUP00000008228	ENSGACP00000008527
ENSTGUP00000007229	ENSGACP00000007228
ENSTGUP00000008121	ENSGACP00000003396
ENSTGUP00000007502	ENSGACP00000003555
ENSTGUP00000011115	ENSGACP00000017105
ENSTGUP00000011115	ENSGACP00000007820
ENSTGUP00000005060	ENSGACP00000021854
ENSTGUP00000005552	ENSGACP00000016803
ENSTGUP00000005552	ENSGACP00000004174
ENSTGUP00000010436	ENSGACP00000001241
ENSTGUP00000010761	ENSGACP00000012264
ENSTGUP00000000598	ENSGACP00000002787
ENSTGUP00000005125	ENSGACP00000022646
ENSTGUP00000005125	ENSGACP00000024633
ENSTGUP00000008945	ENSGACP00000006311
ENSTGUP00000002774	ENSGACP00000008592
ENSTGUP00000012309	ENSGACP00000000400
ENSTGUP00000007312	ENSGACP00000010323
ENSTGUP00000016200	ENSGACP00000008505
ENSTGUP00000011734	ENSGACP00000003304
ENSTGUP00000017528	ENSGACP00000020004
ENSTGUP00000000328	ENSGACP00000024367
ENSTGUP00000004675	ENSGACP00000014284
ENSTGUP00000004675	ENSGACP00000020471
ENSTGUP00000007406	ENSGACP00000023727
ENSTGUP00000007471	ENSGACP00000024594
ENSTGUP00000008467	ENSGACP00000020688
ENSTGUP00000012905	ENSGACP00000002423
ENSTGUP00000008927	ENSGACP00000022615
ENSTGUP00000008480	ENSGACP00000026831
ENSTGUP00000006214	ENSGACP00000005239
ENSTGUP00000006214	ENSGACP00000004618
ENSTGUP00000005143	ENSGACP00000013164
ENSTGUP00000005143	ENSGACP00000019940
ENSTGUP00000001525	ENSGACP00000010505
ENSTGUP00000004323	ENSGACP00000026339
ENSTGUP00000014953	ENSGACP00000008038
ENSTGUP00000011243	ENSGACP00000023684
ENSTGUP00000016641	ENSGACP00000014348
ENSTGUP00000016641	ENSGACP00000021754
ENSTGUP00000009972	ENSGACP00000012105
ENSTGUP00000005916	ENSGACP00000020908
ENSTGUP00000009055	ENSGACP00000017568
ENSTGUP00000009055	ENSGACP00000006650
ENSTGUP00000009249	ENSGACP00000003809
ENSTGUP00000009249	ENSGACP00000015239
ENSTGUP00000011402	ENSGACP00000007118
ENSTGUP00000002410	ENSGACP00000011260
ENSTGUP00000008835	ENSGACP00000022085
ENSTGUP00000008008	ENSGACP00000008634
ENSTGUP00000008008	ENSGACP00000011827
ENSTGUP00000010891	ENSGACP00000024763
ENSTGUP00000013269	ENSGACP00000008622
ENSTGUP00000010574	ENSGACP00000018130
ENSTGUP00000008905	ENSGACP00000014730
ENSTGUP00000004143	ENSGACP00000003189
ENSTGUP00000012819	ENSGACP00000010890
ENSTGUP00000001551	ENSGACP00000027516
ENSTGUP00000004097	ENSGACP00000002225
ENSTGUP00000006530	ENSGACP00000008771
ENSTGUP00000006528	ENSGACP00000014198
ENSTGUP00000009133	ENSGACP00000026222
ENSTGUP00000012155	ENSGACP00000027173
ENSTGUP00000010022	ENSGACP00000017699
ENSTGUP00000010022	ENSGACP00000018624
ENSTGUP00000006757	ENSGACP00000023094
ENSTGUP00000002107	ENSGACP00000012443
ENSTGUP00000001407	ENSGACP00000012201
ENSTGUP00000000781	ENSGACP00000008407
ENSTGUP00000007638	ENSGACP00000022252
ENSTGUP00000001037	ENSGACP00000014089
ENSTGUP00000004969	ENSGACP00000015293
ENSTGUP00000005219	ENSGACP00000019071
ENSTGUP00000005219	ENSGACP00000014497
ENSTGUP00000013787	ENSGACP00000018543
ENSTGUP00000013787	ENSGACP00000004907
ENSTGUP00000015315	ENSGACP00000009200
ENSTGUP00000011843	ENSGACP00000015190
ENSTGUP00000003252	ENSGACP00000027384
ENSTGUP00000003656	ENSGACP00000025853
ENSTGUP00000003584	ENSGACP00000009851
ENSTGUP00000005889	ENSGACP00000003515
ENSTGUP00000008149	ENSGACP00000026414
ENSTGUP00000008955	ENSGACP00000003459
ENSTGUP00000007086	ENSGACP00000003289
ENSTGUP00000011527	ENSGACP00000001694
ENSTGUP00000012793	ENSGACP00000018137
ENSTGUP00000013360	ENSGACP00000014361
ENSTGUP00000003325	ENSGACP00000007546
ENSTGUP00000003325	ENSGACP00000011098
ENSTGUP00000004273	ENSGACP00000007760
ENSTGUP00000004251	ENSGACP00000018998
ENSTGUP00000010536	ENSGACP00000004958
ENSTGUP00000010536	ENSGACP00000024153
ENSTGUP00000009448	ENSGACP00000002650
ENSTGUP00000008344	ENSGACP00000020818
ENSTGUP00000004310	ENSGACP00000024447
ENSTGUP00000003288	ENSGACP00000009251
ENSTGUP00000006451	ENSGACP00000002041
ENSTGUP00000004237	ENSGACP00000007751
ENSTGUP00000010621	ENSGACP00000012346
ENSTGUP00000010621	ENSGACP00000023592
ENSTGUP00000002976	ENSGACP00000008583
ENSTGUP00000008141	ENSGACP00000003986
ENSTGUP00000003561	ENSGACP00000002484
ENSTGUP00000001004	ENSGACP00000010172
ENSTGUP00000005639	ENSGACP00000026688
ENSTGUP00000013089	ENSGACP00000017360
ENSTGUP00000004875	ENSGACP00000014973
ENSTGUP00000009160	ENSGACP00000007460
ENSTGUP00000011784	ENSGACP00000010402
ENSTGUP00000011784	ENSGACP00000007937
ENSTGUP00000010790	ENSGACP00000021824
ENSTGUP00000001378	ENSGACP00000009805
ENSTGUP00000001934	ENSGACP00000025041
ENSTGUP00000000877	ENSGACP00000001338
ENSTGUP00000010670	ENSGACP00000008241
ENSTGUP00000005335	ENSGACP00000007253
ENSTGUP00000005335	ENSGACP00000011215
ENSTGUP00000010769	ENSGACP00000001207
ENSTGUP00000000166	ENSGACP00000027406
ENSTGUP00000012963	ENSGACP00000019811
ENSTGUP00000009882	ENSGACP00000025702
ENSTGUP00000009882	ENSGACP00000007047
ENSTGUP00000003875	ENSGACP00000011186
ENSTGUP00000006146	ENSGACP00000011205
ENSTGUP00000006146	ENSGACP00000007112
ENSTGUP00000008548	ENSGACP00000013043
ENSTGUP00000008548	ENSGACP00000020075
ENSTGUP00000004593	ENSGACP00000011705
ENSTGUP00000008060	ENSGACP00000019927
ENSTGUP00000009340	ENSGACP00000012531
ENSTGUP00000009789	ENSGACP00000009958
ENSTGUP00000009789	ENSGACP00000006119
ENSTGUP00000003207	ENSGACP00000008002
ENSTGUP00000003914	ENSGACP00000010488
ENSTGUP00000004539	ENSGACP00000019218
ENSTGUP00000006861	ENSGACP00000008182
ENSTGUP00000003577	ENSGACP00000004461
ENSTGUP00000013260	ENSGACP00000027227
ENSTGUP00000010875	ENSGACP00000018242
ENSTGUP00000005295	ENSGACP00000023096
ENSTGUP00000005340	ENSGACP00000017849
ENSTGUP00000007199	ENSGACP00000004744
ENSTGUP00000007356	ENSGACP00000024213
ENSTGUP00000003137	ENSGACP00000005523
ENSTGUP00000007451	ENSGACP00000004786
ENSTGUP00000016353	ENSGACP00000004665
ENSTGUP00000016353	ENSGACP00000012359
ENSTGUP00000001263	ENSGACP00000005267
ENSTGUP00000001263	ENSGACP00000022482
ENSTGUP00000004933	ENSGACP00000004866
ENSTGUP00000010709	ENSGACP00000022843
ENSTGUP00000017093	ENSGACP00000017410
ENSTGUP00000012396	ENSGACP00000005495
ENSTGUP00000005995	ENSGACP00000025402
ENSTGUP00000011501	ENSGACP00000025562
ENSTGUP00000002679	ENSGACP00000023106
ENSTGUP00000008281	ENSGACP00000000041
ENSTGUP00000012235	ENSGACP00000007710
ENSTGUP00000003774	ENSGACP00000020837
ENSTGUP00000003772	ENSGACP00000013065
ENSTGUP00000003872	ENSGACP00000000701
ENSTGUP00000003872	ENSGACP00000015350
ENSTGUP00000008269	ENSGACP00000008396
ENSTGUP00000008269	ENSGACP00000008247
ENSTGUP00000009925	ENSGACP00000008146
ENSTGUP00000002089	ENSGACP00000017208
ENSTGUP00000008900	ENSGACP00000020840
ENSTGUP00000007573	ENSGACP00000017945
ENSTGUP00000003853	ENSGACP00000016154
ENSTGUP00000006651	ENSGACP00000008740
ENSTGUP00000012773	ENSGACP00000017248
ENSTGUP00000008069	ENSGACP00000000340
ENSTGUP00000002817	ENSGACP00000007344
ENSTGUP00000011210	ENSGACP00000017938
ENSTGUP00000006584	ENSGACP00000021777
ENSTGUP00000013671	ENSGACP00000012241
ENSTGUP00000007979	ENSGACP00000018944
ENSTGUP00000004611	ENSGACP00000022991
ENSTGUP00000012430	ENSGACP00000015300
ENSTGUP00000013148	ENSGACP00000012407
ENSTGUP00000010966	ENSGACP00000013232
ENSTGUP00000011816	ENSGACP00000014248
ENSTGUP00000011816	ENSGACP00000004746
ENSTGUP00000001559	ENSGACP00000002197
ENSTGUP00000003517	ENSGACP00000009765
ENSTGUP00000013532	ENSGACP00000013952
ENSTGUP00000017694	ENSGACP00000018900
ENSTGUP00000003313	ENSGACP00000014452
ENSTGUP00000000270	ENSGACP00000016947
ENSTGUP00000000270	ENSGACP00000004442
ENSTGUP00000008698	ENSGACP00000002535
ENSTGUP00000000171	ENSGACP00000024061
ENSTGUP00000012801	ENSGACP00000010178
ENSTGUP00000010734	ENSGACP00000001147
ENSTGUP00000002412	ENSGACP00000003274
ENSTGUP00000009580	ENSGACP00000004070
ENSTGUP00000011795	ENSGACP00000003376
ENSTGUP00000000767	ENSGACP00000012022
ENSTGUP00000000767	ENSGACP00000027449
ENSTGUP00000003023	ENSGACP00000026393
ENSTGUP00000008766	ENSGACP00000015026
ENSTGUP00000002215	ENSGACP00000001542
ENSTGUP00000007716	ENSGACP00000016428
ENSTGUP00000007716	ENSGACP00000015627
ENSTGUP00000007369	ENSGACP00000010270
ENSTGUP00000008929	ENSGACP00000005014
ENSTGUP00000010244	ENSGACP00000015619
ENSTGUP00000005986	ENSGACP00000005396
ENSTGUP00000005986	ENSGACP00000024936
ENSTGUP00000009033	ENSGACP00000005798
ENSTGUP00000017824	ENSGACP00000008079
ENSTGUP00000005216	ENSGACP00000012005
ENSTGUP00000008921	ENSGACP00000005602
ENSTGUP00000008921	ENSGACP00000013466
ENSTGUP00000000154	ENSGACP00000024715
ENSTGUP00000001828	ENSGACP00000024064
ENSTGUP00000006113	ENSGACP00000011340
ENSTGUP00000006113	ENSGACP00000027074
ENSTGUP00000003717	ENSGACP00000019616
ENSTGUP00000013011	ENSGACP00000017602
ENSTGUP00000013011	ENSGACP00000027483
ENSTGUP00000012246	ENSGACP00000005275
ENSTGUP00000006304	ENSGACP00000019872
ENSTGUP00000009359	ENSGACP00000012303
ENSTGUP00000004202	ENSGACP00000010467
ENSTGUP00000010627	ENSGACP00000005748
ENSTGUP00000006807	ENSGACP00000002941
ENSTGUP00000013512	ENSGACP00000011702
ENSTGUP00000003619	ENSGACP00000001128
ENSTGUP00000004792	ENSGACP00000021753
ENSTGUP00000010206	ENSGACP00000009992
ENSTGUP00000005159	ENSGACP00000000032
ENSTGUP00000010739	ENSGACP00000020496
ENSTGUP00000007160	ENSGACP00000002913
ENSTGUP00000001453	ENSGACP00000012059
ENSTGUP00000012759	ENSGACP00000001458
ENSTGUP00000016157	ENSGACP00000019038
ENSTGUP00000016255	ENSGACP00000005881
ENSTGUP00000009767	ENSGACP00000009978
ENSTGUP00000007227	ENSGACP00000011722
ENSTGUP00000012428	ENSGACP00000015386
ENSTGUP00000010350	ENSGACP00000010155
ENSTGUP00000008670	ENSGACP00000010071
ENSTGUP00000009413	ENSGACP00000021269
ENSTGUP00000003143	ENSGACP00000010719
ENSTGUP00000014220	ENSGACP00000011679
ENSTGUP00000005438	ENSGACP00000002240
ENSTGUP00000005275	ENSGACP00000014056
ENSTGUP00000010905	ENSGACP00000005998
ENSTGUP00000002006	ENSGACP00000021509
ENSTGUP00000004680	ENSGACP00000014256
ENSTGUP00000007593	ENSGACP00000017499
ENSTGUP00000011277	ENSGACP00000023706
ENSTGUP00000009906	ENSGACP00000025021
ENSTGUP00000009698	ENSGACP00000024297
ENSTGUP00000010239	ENSGACP00000015632
ENSTGUP00000005935	ENSGACP00000022666
ENSTGUP00000005565	ENSGACP00000026816
ENSTGUP00000011608	ENSGACP00000018747
ENSTGUP00000011533	ENSGACP00000001687
ENSTGUP00000013304	ENSGACP00000019962
ENSTGUP00000012906	ENSGACP00000006758
ENSTGUP00000012906	ENSGACP00000017584
ENSTGUP00000013933	ENSGACP00000008873
ENSTGUP00000010090	ENSGACP00000020331
ENSTGUP00000003852	ENSGACP00000007927
ENSTGUP00000007963	ENSGACP00000021998
ENSTGUP00000007963	ENSGACP00000010535
ENSTGUP00000009783	ENSGACP00000019042
ENSTGUP00000003803	ENSGACP00000005655
ENSTGUP00000012877	ENSGACP00000016656
ENSTGUP00000002696	ENSGACP00000003408
ENSTGUP00000007017	ENSGACP00000015671
ENSTGUP00000000860	ENSGACP00000018438
ENSTGUP00000000860	ENSGACP00000010355
ENSTGUP00000011179	ENSGACP00000025739
ENSTGUP00000011179	ENSGACP00000008966
ENSTGUP00000004224	ENSGACP00000014925
ENSTGUP00000002360	ENSGACP00000001331
ENSTGUP00000000778	ENSGACP00000008402
ENSTGUP00000017535	ENSGACP00000016510
ENSTGUP00000017535	ENSGACP00000021103
ENSTGUP00000005119	ENSGACP00000014243
ENSTGUP00000005187	ENSGACP00000012173
ENSTGUP00000004074	ENSGACP00000023115
ENSTGUP00000008338	ENSGACP00000021525
ENSTGUP00000011865	ENSGACP00000003648
ENSTGUP00000002549	ENSGACP00000024508
ENSTGUP00000007500	ENSGACP00000023352
ENSTGUP00000007500	ENSGACP00000016827
ENSTGUP00000011124	ENSGACP00000018659
ENSTGUP00000010144	ENSGACP00000021301
ENSTGUP00000009919	ENSGACP00000010775
ENSTGUP00000011892	ENSGACP00000016237
ENSTGUP00000003935	ENSGACP00000005022
ENSTGUP00000003935	ENSGACP00000010979
ENSTGUP00000011909	ENSGACP00000003611
ENSTGUP00000009082	ENSGACP00000001761
ENSTGUP00000001380	ENSGACP00000009829
ENSTGUP00000001380	ENSGACP00000011996
ENSTGUP00000015039	ENSGACP00000014286
ENSTGUP00000008196	ENSGACP00000017845
ENSTGUP00000008196	ENSGACP00000016867
ENSTGUP00000011227	ENSGACP00000011636
ENSTGUP00000006798	ENSGACP00000003328
ENSTGUP00000008866	ENSGACP00000014704
ENSTGUP00000006624	ENSGACP00000021634
ENSTGUP00000008337	ENSGACP00000019947
ENSTGUP00000007428	ENSGACP00000005045
ENSTGUP00000003766	ENSGACP00000013866
ENSTGUP00000003766	ENSGACP00000021669
ENSTGUP00000001634	ENSGACP00000021427
ENSTGUP00000005149	ENSGACP00000016087
ENSTGUP00000000331	ENSGACP00000027054
ENSTGUP00000008794	ENSGACP00000009221
ENSTGUP00000016917	ENSGACP00000012839
ENSTGUP00000012686	ENSGACP00000003907
ENSTGUP00000012686	ENSGACP00000008313
ENSTGUP00000007105	ENSGACP00000010074
ENSTGUP00000017720	ENSGACP00000001953
ENSTGUP00000005419	ENSGACP00000005150
ENSTGUP00000007530	ENSGACP00000008267
ENSTGUP00000008588	ENSGACP00000020159
ENSTGUP00000016266	ENSGACP00000020733
ENSTGUP00000004463	ENSGACP00000026286
ENSTGUP00000000107	ENSGACP00000027459
ENSTGUP00000001246	ENSGACP00000002713
ENSTGUP00000002380	ENSGACP00000000675
ENSTGUP00000008529	ENSGACP00000020845
ENSTGUP00000009165	ENSGACP00000026628
ENSTGUP00000007092	ENSGACP00000011578
ENSTGUP00000009374	ENSGACP00000020508
ENSTGUP00000000992	ENSGACP00000006028
ENSTGUP00000004484	ENSGACP00000017388
ENSTGUP00000004484	ENSGACP00000015496
ENSTGUP00000003378	ENSGACP00000011886
ENSTGUP00000003378	ENSGACP00000000927
ENSTGUP00000013544	ENSGACP00000015704
ENSTGUP00000000291	ENSGACP00000027047
ENSTGUP00000009935	ENSGACP00000009541
ENSTGUP00000009935	ENSGACP00000006485
ENSTGUP00000010592	ENSGACP00000010992
ENSTGUP00000010592	ENSGACP00000001561
ENSTGUP00000008778	ENSGACP00000015079
ENSTGUP00000012464	ENSGACP00000015393
ENSTGUP00000002342	ENSGACP00000009051
ENSTGUP00000005305	ENSGACP00000025604
ENSTGUP00000005305	ENSGACP00000009090
ENSTGUP00000016109	ENSGACP00000009075
ENSTGUP00000004718	ENSGACP00000011524
ENSTGUP00000006133	ENSGACP00000020979
ENSTGUP00000006992	ENSGACP00000004066
ENSTGUP00000006992	ENSGACP00000020958
ENSTGUP00000007891	ENSGACP00000003156
ENSTGUP00000002712	ENSGACP00000020414
ENSTGUP00000003164	ENSGACP00000023906
ENSTGUP00000003814	ENSGACP00000023688
ENSTGUP00000008255	ENSGACP00000004064
ENSTGUP00000004270	ENSGACP00000018440
ENSTGUP00000006933	ENSGACP00000004646
ENSTGUP00000012327	ENSGACP00000007139
ENSTGUP00000012327	ENSGACP00000011276
ENSTGUP00000003192	ENSGACP00000020600
ENSTGUP00000003192	ENSGACP00000010779
ENSTGUP00000002722	ENSGACP00000010674
ENSTGUP00000011857	ENSGACP00000014915
ENSTGUP00000009391	ENSGACP00000016212
ENSTGUP00000013151	ENSGACP00000012397
ENSTGUP00000013151	ENSGACP00000011052
ENSTGUP00000012664	ENSGACP00000010272
ENSTGUP00000007861	ENSGACP00000012781
ENSTGUP00000002869	ENSGACP00000025693
ENSTGUP00000008044	ENSGACP00000019814
ENSTGUP00000012135	ENSGACP00000001992
ENSTGUP00000017427	ENSGACP00000014746
ENSTGUP00000006792	ENSGACP00000012758
ENSTGUP00000003226	ENSGACP00000010103
ENSTGUP00000001741	ENSGACP00000017029
ENSTGUP00000000487	ENSGACP00000006825
ENSTGUP00000000487	ENSGACP00000026998
ENSTGUP00000008717	ENSGACP00000008463
ENSTGUP00000009763	ENSGACP00000004892
ENSTGUP00000003843	ENSGACP00000020827
ENSTGUP00000003843	ENSGACP00000013116
ENSTGUP00000003529	ENSGACP00000023042
ENSTGUP00000009799	ENSGACP00000002562
ENSTGUP00000012960	ENSGACP00000020118
ENSTGUP00000011281	ENSGACP00000023292
ENSTGUP00000002391	ENSGACP00000022839
ENSTGUP00000004534	ENSGACP00000023999
ENSTGUP00000004534	ENSGACP00000006906
ENSTGUP00000004285	ENSGACP00000023046
ENSTGUP00000001630	ENSGACP00000014591
ENSTGUP00000013342	ENSGACP00000014365
ENSTGUP00000002972	ENSGACP00000020961
ENSTGUP00000013086	ENSGACP00000005220
ENSTGUP00000007996	ENSGACP00000023864
ENSTGUP00000006818	ENSGACP00000022852
ENSTGUP00000013215	ENSGACP00000008320
ENSTGUP00000006803	ENSGACP00000011508
ENSTGUP00000010443	ENSGACP00000001239
ENSTGUP00000013436	ENSGACP00000010419
ENSTGUP00000006145	ENSGACP00000020965
ENSTGUP00000000711	ENSGACP00000005135
ENSTGUP00000007734	ENSGACP00000025735
ENSTGUP00000016187	ENSGACP00000022563
ENSTGUP00000003065	ENSGACP00000005039
ENSTGUP00000013608	ENSGACP00000011654
ENSTGUP00000013772	ENSGACP00000004775
ENSTGUP00000000976	ENSGACP00000019432
ENSTGUP00000004483	ENSGACP00000013649
ENSTGUP00000003220	ENSGACP00000011573
ENSTGUP00000003220	ENSGACP00000013263
ENSTGUP00000010236	ENSGACP00000020531
ENSTGUP00000003123	ENSGACP00000010182
ENSTGUP00000007541	ENSGACP00000024557
ENSTGUP00000001468	ENSGACP00000008224
ENSTGUP00000006541	ENSGACP00000023182
ENSTGUP00000003729	ENSGACP00000011902
ENSTGUP00000003437	ENSGACP00000007290
ENSTGUP00000008618	ENSGACP00000020339
ENSTGUP00000012420	ENSGACP00000008759
ENSTGUP00000011902	ENSGACP00000004137
ENSTGUP00000008221	ENSGACP00000012898
ENSTGUP00000008221	ENSGACP00000001075
ENSTGUP00000002194	ENSGACP00000018910
ENSTGUP00000010838	ENSGACP00000019047
ENSTGUP00000003244	ENSGACP00000009272
ENSTGUP00000005412	ENSGACP00000014033
ENSTGUP00000001486	ENSGACP00000005358
ENSTGUP00000004818	ENSGACP00000024778
ENSTGUP00000000758	ENSGACP00000013833
ENSTGUP00000000353	ENSGACP00000027296
ENSTGUP00000000353	ENSGACP00000012118
ENSTGUP00000004904	ENSGACP00000013129
ENSTGUP00000009279	ENSGACP00000019119
ENSTGUP00000004666	ENSGACP00000004171
ENSTGUP00000004666	ENSGACP00000013176
ENSTGUP00000013702	ENSGACP00000013279
ENSTGUP00000011555	ENSGACP00000012193
ENSTGUP00000013934	ENSGACP00000008843
ENSTGUP00000012282	ENSGACP00000007733
ENSTGUP00000001389	ENSGACP00000011792
ENSTGUP00000007487	ENSGACP00000007075
ENSTGUP00000000368	ENSGACP00000010108
ENSTGUP00000007817	ENSGACP00000015374
ENSTGUP00000014244	ENSGACP00000005163
ENSTGUP00000002980	ENSGACP00000011001
ENSTGUP00000011045	ENSGACP00000022600
ENSTGUP00000011045	ENSGACP00000018603
ENSTGUP00000015393	ENSGACP00000014397
ENSTGUP00000013966	ENSGACP00000013791
ENSTGUP00000002095	ENSGACP00000022092
ENSTGUP00000008518	ENSGACP00000004885
ENSTGUP00000009108	ENSGACP00000020177
ENSTGUP00000012231	ENSGACP00000008947
ENSTGUP00000012231	ENSGACP00000019036
ENSTGUP00000004935	ENSGACP00000022550
ENSTGUP00000003644	ENSGACP00000021659
ENSTGUP00000003644	ENSGACP00000014036
ENSTGUP00000006590	ENSGACP00000001300
ENSTGUP00000006157	ENSGACP00000006254
ENSTGUP00000013457	ENSGACP00000010516
ENSTGUP00000009304	ENSGACP00000003864
ENSTGUP00000000791	ENSGACP00000022248
ENSTGUP00000006246	ENSGACP00000027495
ENSTGUP00000014392	ENSGACP00000020021
ENSTGUP00000014392	ENSGACP00000017422
ENSTGUP00000007085	ENSGACP00000026020
ENSTGUP00000006699	ENSGACP00000020575
ENSTGUP00000003782	ENSGACP00000011995
ENSTGUP00000010546	ENSGACP00000026215
ENSTGUP00000010546	ENSGACP00000010811
ENSTGUP00000000262	ENSGACP00000027057
ENSTGUP00000013302	ENSGACP00000006149
ENSTGUP00000007926	ENSGACP00000026701
ENSTGUP00000005611	ENSGACP00000025015
ENSTGUP00000014455	ENSGACP00000007684
ENSTGUP00000012471	ENSGACP00000011738
ENSTGUP00000012193	ENSGACP00000006038
ENSTGUP00000007621	ENSGACP00000024237
ENSTGUP00000007621	ENSGACP00000015889
ENSTGUP00000001488	ENSGACP00000023635
ENSTGUP00000007268	ENSGACP00000011793
ENSTGUP00000003672	ENSGACP00000021916
ENSTGUP00000006600	ENSGACP00000006554
ENSTGUP00000006060	ENSGACP00000022962
ENSTGUP00000012100	ENSGACP00000021141
ENSTGUP00000010793	ENSGACP00000018679
ENSTGUP00000005225	ENSGACP00000011721
ENSTGUP00000005225	ENSGACP00000027099
ENSTGUP00000006770	ENSGACP00000020579
ENSTGUP00000000801	ENSGACP00000011559
ENSTGUP00000007557	ENSGACP00000015966
ENSTGUP00000007582	ENSGACP00000004215
ENSTGUP00000007081	ENSGACP00000020749
ENSTGUP00000004797	ENSGACP00000007750
ENSTGUP00000017436	ENSGACP00000004623
ENSTGUP00000011314	ENSGACP00000020288
ENSTGUP00000003820	ENSGACP00000001911
ENSTGUP00000010088	ENSGACP00000007138
ENSTGUP00000003167	ENSGACP00000004422
ENSTGUP00000003167	ENSGACP00000003666
ENSTGUP00000012232	ENSGACP00000000735
ENSTGUP00000011014	ENSGACP00000010464
ENSTGUP00000005272	ENSGACP00000027101
ENSTGUP00000004554	ENSGACP00000006872
ENSTGUP00000004262	ENSGACP00000023066
ENSTGUP00000004262	ENSGACP00000000461
ENSTGUP00000006161	ENSGACP00000004040
ENSTGUP00000009083	ENSGACP00000003912
ENSTGUP00000001070	ENSGACP00000009481
ENSTGUP00000008011	ENSGACP00000011845
ENSTGUP00000004475	ENSGACP00000021135
ENSTGUP00000007149	ENSGACP00000021866
ENSTGUP00000012940	ENSGACP00000007876
ENSTGUP00000012799	ENSGACP00000010930
ENSTGUP00000012799	ENSGACP00000012124
ENSTGUP00000000452	ENSGACP00000018180
ENSTGUP00000007367	ENSGACP00000022131
ENSTGUP00000014245	ENSGACP00000013630
ENSTGUP00000012676	ENSGACP00000008175
ENSTGUP00000001832	ENSGACP00000025740
ENSTGUP00000003592	ENSGACP00000003379
ENSTGUP00000009246	ENSGACP00000021911
ENSTGUP00000013369	ENSGACP00000015779
ENSTGUP00000001836	ENSGACP00000018056
ENSTGUP00000000022	ENSGACP00000016236
ENSTGUP00000017036	ENSGACP00000002180
ENSTGUP00000013729	ENSGACP00000013483
ENSTGUP00000013729	ENSGACP00000024752
ENSTGUP00000003420	ENSGACP00000010534
ENSTGUP00000018056	ENSGACP00000011568
ENSTGUP00000009309	ENSGACP00000021290
ENSTGUP00000000731	ENSGACP00000027530
ENSTGUP00000014597	ENSGACP00000021700
ENSTGUP00000007958	ENSGACP00000004791
ENSTGUP00000010689	ENSGACP00000002746
