ENSDARP00000074624	ENSMODP00000016222
ENSDARP00000129098	ENSMODP00000005870
ENSDARP00000100797	ENSMODP00000017355
ENSDARP00000101276	ENSMODP00000017355
ENSDARP00000100359	ENSMODP00000002716
ENSDARP00000095271	ENSMODP00000003265
ENSDARP00000129640	ENSMODP00000040727
ENSDARP00000113433	ENSMODP00000012517
ENSDARP00000002041	ENSMODP00000023937
ENSDARP00000085784	ENSMODP00000026540
ENSDARP00000061734	ENSMODP00000017421
ENSDARP00000061712	ENSMODP00000017421
ENSDARP00000098708	ENSMODP00000023652
ENSDARP00000113396	ENSMODP00000023652
ENSDARP00000112197	ENSMODP00000011928
ENSDARP00000101967	ENSMODP00000009129
ENSDARP00000015055	ENSMODP00000035176
ENSDARP00000042161	ENSMODP00000012657
ENSDARP00000073397	ENSMODP00000035948
ENSDARP00000081369	ENSMODP00000035948
ENSDARP00000072702	ENSMODP00000026679
ENSDARP00000112667	ENSMODP00000004216
ENSDARP00000098162	ENSMODP00000036511
ENSDARP00000100899	ENSMODP00000034567
ENSDARP00000109848	ENSMODP00000017019
ENSDARP00000040382	ENSMODP00000005420
ENSDARP00000107880	ENSMODP00000014333
ENSDARP00000073535	ENSMODP00000012383
ENSDARP00000088481	ENSMODP00000000664
ENSDARP00000103050	ENSMODP00000008004
ENSDARP00000092287	ENSMODP00000007138
ENSDARP00000066960	ENSMODP00000007138
ENSDARP00000074070	ENSMODP00000032264
ENSDARP00000122980	ENSMODP00000005300
ENSDARP00000074509	ENSMODP00000017656
ENSDARP00000109280	ENSMODP00000006119
ENSDARP00000123618	ENSMODP00000022074
ENSDARP00000093819	ENSMODP00000023936
ENSDARP00000106338	ENSMODP00000020893
ENSDARP00000109831	ENSMODP00000026325
ENSDARP00000017482	ENSMODP00000026325
ENSDARP00000050201	ENSMODP00000016382
ENSDARP00000058611	ENSMODP00000023575
ENSDARP00000069025	ENSMODP00000005885
ENSDARP00000066385	ENSMODP00000005885
ENSDARP00000065670	ENSMODP00000023743
ENSDARP00000100145	ENSMODP00000009840
ENSDARP00000080960	ENSMODP00000025789
ENSDARP00000080968	ENSMODP00000001116
ENSDARP00000075860	ENSMODP00000022486
ENSDARP00000075872	ENSMODP00000022485
ENSDARP00000092923	ENSMODP00000022700
ENSDARP00000124374	ENSMODP00000013356
ENSDARP00000007258	ENSMODP00000009651
ENSDARP00000091241	ENSMODP00000009651
ENSDARP00000005954	ENSMODP00000026870
ENSDARP00000058159	ENSMODP00000016973
ENSDARP00000107045	ENSMODP00000000779
ENSDARP00000015938	ENSMODP00000032836
ENSDARP00000100510	ENSMODP00000007554
ENSDARP00000077546	ENSMODP00000000167
ENSDARP00000108518	ENSMODP00000000167
ENSDARP00000117502	ENSMODP00000030329
ENSDARP00000019488	ENSMODP00000008314
ENSDARP00000018866	ENSMODP00000008314
ENSDARP00000018231	ENSMODP00000006785
ENSDARP00000123712	ENSMODP00000040912
ENSDARP00000109939	ENSMODP00000035664
ENSDARP00000054407	ENSMODP00000019345
ENSDARP00000123760	ENSMODP00000005525
ENSDARP00000123811	ENSMODP00000005525
ENSDARP00000055658	ENSMODP00000012633
ENSDARP00000093650	ENSMODP00000010861
ENSDARP00000062147	ENSMODP00000011787
ENSDARP00000021226	ENSMODP00000032320
ENSDARP00000109319	ENSMODP00000031602
ENSDARP00000108874	ENSMODP00000031602
ENSDARP00000108451	ENSMODP00000002024
ENSDARP00000024699	ENSMODP00000021591
ENSDARP00000114912	ENSMODP00000011185
ENSDARP00000018694	ENSMODP00000019716
ENSDARP00000036613	ENSMODP00000002650
ENSDARP00000062174	ENSMODP00000020770
ENSDARP00000043250	ENSMODP00000024764
ENSDARP00000054182	ENSMODP00000008321
ENSDARP00000071038	ENSMODP00000008321
ENSDARP00000066603	ENSMODP00000018098
ENSDARP00000111755	ENSMODP00000023766
ENSDARP00000115463	ENSMODP00000010925
ENSDARP00000128560	ENSMODP00000008252
ENSDARP00000116549	ENSMODP00000008252
ENSDARP00000082575	ENSMODP00000021769
ENSDARP00000097432	ENSMODP00000017934
ENSDARP00000098459	ENSMODP00000009326
ENSDARP00000124535	ENSMODP00000009326
ENSDARP00000071856	ENSMODP00000022913
ENSDARP00000120960	ENSMODP00000016067
ENSDARP00000128940	ENSMODP00000016067
ENSDARP00000099128	ENSMODP00000002590
ENSDARP00000125083	ENSMODP00000002934
ENSDARP00000056926	ENSMODP00000010989
ENSDARP00000005048	ENSMODP00000010989
ENSDARP00000126905	ENSMODP00000009910
ENSDARP00000124991	ENSMODP00000021979
ENSDARP00000079776	ENSMODP00000007973
ENSDARP00000034301	ENSMODP00000011432
ENSDARP00000056644	ENSMODP00000011432
ENSDARP00000022759	ENSMODP00000023398
ENSDARP00000078703	ENSMODP00000001384
ENSDARP00000074306	ENSMODP00000016487
ENSDARP00000128597	ENSMODP00000019259
ENSDARP00000092244	ENSMODP00000013997
ENSDARP00000114403	ENSMODP00000033556
ENSDARP00000052139	ENSMODP00000017726
ENSDARP00000052392	ENSMODP00000014936
ENSDARP00000124147	ENSMODP00000014936
ENSDARP00000091677	ENSMODP00000007058
ENSDARP00000090413	ENSMODP00000010872
ENSDARP00000016064	ENSMODP00000010872
ENSDARP00000074736	ENSMODP00000001517
ENSDARP00000033747	ENSMODP00000012088
ENSDARP00000064544	ENSMODP00000008043
ENSDARP00000106596	ENSMODP00000008043
ENSDARP00000095608	ENSMODP00000017955
ENSDARP00000100342	ENSMODP00000034162
ENSDARP00000089043	ENSMODP00000034162
ENSDARP00000099755	ENSMODP00000006356
ENSDARP00000042943	ENSMODP00000024271
ENSDARP00000100263	ENSMODP00000019752
ENSDARP00000094844	ENSMODP00000010678
ENSDARP00000088293	ENSMODP00000007589
ENSDARP00000126719	ENSMODP00000033092
ENSDARP00000102231	ENSMODP00000033092
ENSDARP00000086615	ENSMODP00000032479
ENSDARP00000102289	ENSMODP00000030977
ENSDARP00000102079	ENSMODP00000000150
ENSDARP00000102172	ENSMODP00000039215
ENSDARP00000065880	ENSMODP00000026123
ENSDARP00000049327	ENSMODP00000040478
ENSDARP00000108755	ENSMODP00000015628
ENSDARP00000097554	ENSMODP00000013013
ENSDARP00000023608	ENSMODP00000016735
ENSDARP00000117529	ENSMODP00000001431
ENSDARP00000125910	ENSMODP00000007209
ENSDARP00000041577	ENSMODP00000013400
ENSDARP00000124627	ENSMODP00000013400
ENSDARP00000127159	ENSMODP00000021893
ENSDARP00000053538	ENSMODP00000021853
ENSDARP00000066697	ENSMODP00000008954
ENSDARP00000109774	ENSMODP00000019606
ENSDARP00000110569	ENSMODP00000036380
ENSDARP00000057688	ENSMODP00000010909
ENSDARP00000111840	ENSMODP00000031856
ENSDARP00000122329	ENSMODP00000000748
ENSDARP00000057295	ENSMODP00000017542
ENSDARP00000058889	ENSMODP00000019904
ENSDARP00000111654	ENSMODP00000008751
ENSDARP00000034453	ENSMODP00000038341
ENSDARP00000125629	ENSMODP00000013357
ENSDARP00000097987	ENSMODP00000012606
ENSDARP00000098927	ENSMODP00000014422
ENSDARP00000098040	ENSMODP00000014422
ENSDARP00000126216	ENSMODP00000029758
ENSDARP00000125217	ENSMODP00000013694
ENSDARP00000120216	ENSMODP00000010048
ENSDARP00000064375	ENSMODP00000026310
ENSDARP00000093532	ENSMODP00000000562
ENSDARP00000032009	ENSMODP00000016163
ENSDARP00000111633	ENSMODP00000008565
ENSDARP00000124407	ENSMODP00000026597
ENSDARP00000093865	ENSMODP00000001031
ENSDARP00000092235	ENSMODP00000012103
ENSDARP00000048890	ENSMODP00000039126
ENSDARP00000064800	ENSMODP00000039126
ENSDARP00000018034	ENSMODP00000001327
ENSDARP00000056898	ENSMODP00000038058
ENSDARP00000094251	ENSMODP00000001883
ENSDARP00000092177	ENSMODP00000014952
ENSDARP00000073041	ENSMODP00000003915
ENSDARP00000029821	ENSMODP00000040550
ENSDARP00000012018	ENSMODP00000040550
ENSDARP00000109540	ENSMODP00000002593
ENSDARP00000027964	ENSMODP00000032786
ENSDARP00000020485	ENSMODP00000038514
ENSDARP00000018668	ENSMODP00000004449
ENSDARP00000089398	ENSMODP00000021186
ENSDARP00000051762	ENSMODP00000001156
ENSDARP00000074268	ENSMODP00000003896
ENSDARP00000053753	ENSMODP00000002664
ENSDARP00000063856	ENSMODP00000015604
ENSDARP00000014414	ENSMODP00000011669
ENSDARP00000094302	ENSMODP00000020139
ENSDARP00000056004	ENSMODP00000002860
ENSDARP00000105052	ENSMODP00000036319
ENSDARP00000099151	ENSMODP00000026099
ENSDARP00000082792	ENSMODP00000038777
ENSDARP00000082791	ENSMODP00000008148
ENSDARP00000116662	ENSMODP00000010794
ENSDARP00000114051	ENSMODP00000010794
ENSDARP00000009075	ENSMODP00000003715
ENSDARP00000081635	ENSMODP00000026771
ENSDARP00000077561	ENSMODP00000033792
ENSDARP00000055236	ENSMODP00000018803
ENSDARP00000027699	ENSMODP00000003698
ENSDARP00000076355	ENSMODP00000021883
ENSDARP00000073232	ENSMODP00000019368
ENSDARP00000118572	ENSMODP00000021834
ENSDARP00000109076	ENSMODP00000039446
ENSDARP00000129217	ENSMODP00000039446
ENSDARP00000009683	ENSMODP00000027221
ENSDARP00000117814	ENSMODP00000006197
ENSDARP00000127670	ENSMODP00000003613
ENSDARP00000090464	ENSMODP00000009134
ENSDARP00000061631	ENSMODP00000009134
ENSDARP00000092973	ENSMODP00000039809
ENSDARP00000039105	ENSMODP00000016245
ENSDARP00000041848	ENSMODP00000020806
ENSDARP00000074848	ENSMODP00000010689
ENSDARP00000116378	ENSMODP00000019472
ENSDARP00000036330	ENSMODP00000013281
ENSDARP00000077501	ENSMODP00000013353
ENSDARP00000061012	ENSMODP00000038590
ENSDARP00000054292	ENSMODP00000004059
ENSDARP00000100748	ENSMODP00000002989
ENSDARP00000091853	ENSMODP00000013800
ENSDARP00000066100	ENSMODP00000007728
ENSDARP00000100383	ENSMODP00000005784
ENSDARP00000124521	ENSMODP00000002285
ENSDARP00000086992	ENSMODP00000002285
ENSDARP00000066577	ENSMODP00000012896
ENSDARP00000043937	ENSMODP00000023469
ENSDARP00000100035	ENSMODP00000008898
ENSDARP00000045109	ENSMODP00000028298
ENSDARP00000059346	ENSMODP00000010623
ENSDARP00000017897	ENSMODP00000003443
ENSDARP00000023938	ENSMODP00000003443
ENSDARP00000014221	ENSMODP00000007711
ENSDARP00000127394	ENSMODP00000001958
ENSDARP00000075507	ENSMODP00000019088
ENSDARP00000128019	ENSMODP00000024115
ENSDARP00000118849	ENSMODP00000024115
ENSDARP00000060242	ENSMODP00000019677
ENSDARP00000109240	ENSMODP00000012780
ENSDARP00000114926	ENSMODP00000012780
ENSDARP00000110575	ENSMODP00000023645
ENSDARP00000120079	ENSMODP00000023645
ENSDARP00000127609	ENSMODP00000007526
ENSDARP00000104659	ENSMODP00000007526
ENSDARP00000095917	ENSMODP00000013239
ENSDARP00000095299	ENSMODP00000020733
ENSDARP00000115695	ENSMODP00000020733
ENSDARP00000103641	ENSMODP00000036512
ENSDARP00000103370	ENSMODP00000036512
ENSDARP00000098754	ENSMODP00000025781
ENSDARP00000066476	ENSMODP00000020512
ENSDARP00000017197	ENSMODP00000020512
ENSDARP00000129407	ENSMODP00000012094
ENSDARP00000093124	ENSMODP00000039704
ENSDARP00000065237	ENSMODP00000019949
ENSDARP00000115658	ENSMODP00000025818
ENSDARP00000011713	ENSMODP00000014018
ENSDARP00000077372	ENSMODP00000003230
ENSDARP00000098380	ENSMODP00000003230
ENSDARP00000077647	ENSMODP00000001222
ENSDARP00000106435	ENSMODP00000011860
ENSDARP00000126688	ENSMODP00000029017
ENSDARP00000076803	ENSMODP00000000516
ENSDARP00000004582	ENSMODP00000026016
ENSDARP00000002204	ENSMODP00000003096
ENSDARP00000069534	ENSMODP00000008514
ENSDARP00000114342	ENSMODP00000038318
ENSDARP00000071476	ENSMODP00000011573
ENSDARP00000070742	ENSMODP00000032392
ENSDARP00000063943	ENSMODP00000023069
ENSDARP00000111935	ENSMODP00000023069
ENSDARP00000007727	ENSMODP00000002709
ENSDARP00000052708	ENSMODP00000026060
ENSDARP00000076430	ENSMODP00000012137
ENSDARP00000122707	ENSMODP00000006087
ENSDARP00000071872	ENSMODP00000033193
ENSDARP00000107396	ENSMODP00000017185
ENSDARP00000017569	ENSMODP00000014624
ENSDARP00000045887	ENSMODP00000015737
ENSDARP00000097932	ENSMODP00000008223
ENSDARP00000084540	ENSMODP00000038023
ENSDARP00000021653	ENSMODP00000038023
ENSDARP00000098121	ENSMODP00000010284
ENSDARP00000007492	ENSMODP00000024726
ENSDARP00000076098	ENSMODP00000016244
ENSDARP00000052123	ENSMODP00000022008
ENSDARP00000102654	ENSMODP00000015745
ENSDARP00000128388	ENSMODP00000015745
ENSDARP00000014113	ENSMODP00000014527
ENSDARP00000121457	ENSMODP00000017011
ENSDARP00000016951	ENSMODP00000015144
ENSDARP00000113086	ENSMODP00000007582
ENSDARP00000098493	ENSMODP00000017642
ENSDARP00000046343	ENSMODP00000014099
ENSDARP00000098343	ENSMODP00000014099
ENSDARP00000078553	ENSMODP00000010081
ENSDARP00000107945	ENSMODP00000018711
ENSDARP00000114813	ENSMODP00000015228
ENSDARP00000057618	ENSMODP00000021749
ENSDARP00000043625	ENSMODP00000021753
ENSDARP00000057868	ENSMODP00000001856
ENSDARP00000053962	ENSMODP00000019473
ENSDARP00000105782	ENSMODP00000019473
ENSDARP00000112905	ENSMODP00000007979
ENSDARP00000013482	ENSMODP00000007979
ENSDARP00000102755	ENSMODP00000024677
ENSDARP00000079535	ENSMODP00000024677
ENSDARP00000015397	ENSMODP00000020789
ENSDARP00000064310	ENSMODP00000003661
ENSDARP00000063558	ENSMODP00000013282
ENSDARP00000092468	ENSMODP00000009461
ENSDARP00000089381	ENSMODP00000025681
ENSDARP00000067938	ENSMODP00000007498
ENSDARP00000083251	ENSMODP00000000430
ENSDARP00000087713	ENSMODP00000000430
ENSDARP00000107760	ENSMODP00000015894
ENSDARP00000108200	ENSMODP00000011351
ENSDARP00000035566	ENSMODP00000011351
ENSDARP00000064156	ENSMODP00000000259
ENSDARP00000103526	ENSMODP00000024193
ENSDARP00000113301	ENSMODP00000025471
ENSDARP00000057612	ENSMODP00000006195
ENSDARP00000012597	ENSMODP00000025900
ENSDARP00000125120	ENSMODP00000023361
ENSDARP00000124900	ENSMODP00000013060
ENSDARP00000111773	ENSMODP00000032878
ENSDARP00000057038	ENSMODP00000026876
ENSDARP00000019981	ENSMODP00000020676
ENSDARP00000083458	ENSMODP00000001024
ENSDARP00000095532	ENSMODP00000022333
ENSDARP00000106117	ENSMODP00000014993
ENSDARP00000053796	ENSMODP00000010134
ENSDARP00000027246	ENSMODP00000008162
ENSDARP00000105716	ENSMODP00000004517
ENSDARP00000050351	ENSMODP00000000977
ENSDARP00000076364	ENSMODP00000000977
ENSDARP00000068911	ENSMODP00000008208
ENSDARP00000039571	ENSMODP00000015113
ENSDARP00000023819	ENSMODP00000002007
ENSDARP00000071058	ENSMODP00000000863
ENSDARP00000090113	ENSMODP00000023102
ENSDARP00000065447	ENSMODP00000009959
ENSDARP00000003282	ENSMODP00000011979
ENSDARP00000060245	ENSMODP00000011210
ENSDARP00000059477	ENSMODP00000006507
ENSDARP00000096527	ENSMODP00000023003
ENSDARP00000101751	ENSMODP00000010492
ENSDARP00000103340	ENSMODP00000010520
ENSDARP00000122270	ENSMODP00000026445
ENSDARP00000115549	ENSMODP00000026445
ENSDARP00000114374	ENSMODP00000019565
ENSDARP00000073314	ENSMODP00000003895
ENSDARP00000026766	ENSMODP00000018962
ENSDARP00000069096	ENSMODP00000027982
ENSDARP00000073441	ENSMODP00000019144
ENSDARP00000025192	ENSMODP00000021153
ENSDARP00000105458	ENSMODP00000013940
ENSDARP00000007713	ENSMODP00000001653
ENSDARP00000105060	ENSMODP00000014239
ENSDARP00000016900	ENSMODP00000008539
ENSDARP00000117888	ENSMODP00000016922
ENSDARP00000097865	ENSMODP00000011195
ENSDARP00000094760	ENSMODP00000008235
ENSDARP00000067160	ENSMODP00000018378
ENSDARP00000091899	ENSMODP00000003774
ENSDARP00000089700	ENSMODP00000002359
ENSDARP00000061842	ENSMODP00000003077
ENSDARP00000113739	ENSMODP00000022926
ENSDARP00000118062	ENSMODP00000004256
ENSDARP00000034439	ENSMODP00000008301
ENSDARP00000129857	ENSMODP00000007429
ENSDARP00000076455	ENSMODP00000005036
ENSDARP00000067387	ENSMODP00000022822
ENSDARP00000094505	ENSMODP00000021919
ENSDARP00000005930	ENSMODP00000009497
ENSDARP00000015132	ENSMODP00000009497
ENSDARP00000120028	ENSMODP00000027578
ENSDARP00000028033	ENSMODP00000032663
ENSDARP00000003339	ENSMODP00000022265
ENSDARP00000002686	ENSMODP00000022265
ENSDARP00000011326	ENSMODP00000023749
ENSDARP00000055414	ENSMODP00000023749
ENSDARP00000096234	ENSMODP00000009666
ENSDARP00000017853	ENSMODP00000009666
ENSDARP00000119911	ENSMODP00000034466
ENSDARP00000126727	ENSMODP00000034466
ENSDARP00000118959	ENSMODP00000011314
ENSDARP00000116404	ENSMODP00000002489
ENSDARP00000112758	ENSMODP00000002489
ENSDARP00000097929	ENSMODP00000031775
ENSDARP00000095769	ENSMODP00000031775
ENSDARP00000126389	ENSMODP00000019274
ENSDARP00000053000	ENSMODP00000029463
ENSDARP00000050005	ENSMODP00000013317
ENSDARP00000044008	ENSMODP00000013317
ENSDARP00000098402	ENSMODP00000029072
ENSDARP00000009775	ENSMODP00000035690
ENSDARP00000071393	ENSMODP00000036918
ENSDARP00000120695	ENSMODP00000037904
ENSDARP00000098728	ENSMODP00000006579
ENSDARP00000089201	ENSMODP00000004330
ENSDARP00000021199	ENSMODP00000015075
ENSDARP00000104913	ENSMODP00000015075
ENSDARP00000033806	ENSMODP00000029168
ENSDARP00000008181	ENSMODP00000010875
ENSDARP00000101177	ENSMODP00000010875
ENSDARP00000031504	ENSMODP00000032263
ENSDARP00000117816	ENSMODP00000003164
ENSDARP00000022273	ENSMODP00000003164
ENSDARP00000083939	ENSMODP00000007362
ENSDARP00000091498	ENSMODP00000034784
ENSDARP00000029899	ENSMODP00000023080
ENSDARP00000086682	ENSMODP00000001898
ENSDARP00000083546	ENSMODP00000012405
ENSDARP00000077824	ENSMODP00000012405
ENSDARP00000032935	ENSMODP00000014004
ENSDARP00000024217	ENSMODP00000024348
ENSDARP00000010177	ENSMODP00000024348
ENSDARP00000108359	ENSMODP00000025806
ENSDARP00000036535	ENSMODP00000027977
ENSDARP00000038022	ENSMODP00000027977
ENSDARP00000117263	ENSMODP00000024552
ENSDARP00000108413	ENSMODP00000024552
ENSDARP00000084529	ENSMODP00000026349
ENSDARP00000110163	ENSMODP00000009948
ENSDARP00000126735	ENSMODP00000029475
ENSDARP00000125833	ENSMODP00000013831
ENSDARP00000110357	ENSMODP00000035324
ENSDARP00000105934	ENSMODP00000035324
ENSDARP00000074299	ENSMODP00000035661
ENSDARP00000089126	ENSMODP00000018584
ENSDARP00000004962	ENSMODP00000023225
ENSDARP00000045613	ENSMODP00000023225
ENSDARP00000058406	ENSMODP00000003718
ENSDARP00000122740	ENSMODP00000038771
ENSDARP00000087948	ENSMODP00000038771
ENSDARP00000096190	ENSMODP00000001179
ENSDARP00000045367	ENSMODP00000001179
ENSDARP00000016595	ENSMODP00000009892
ENSDARP00000089728	ENSMODP00000009428
ENSDARP00000116371	ENSMODP00000008877
ENSDARP00000053576	ENSMODP00000036977
ENSDARP00000095598	ENSMODP00000023655
ENSDARP00000094606	ENSMODP00000020607
ENSDARP00000107097	ENSMODP00000020607
ENSDARP00000127179	ENSMODP00000032577
ENSDARP00000102952	ENSMODP00000007807
ENSDARP00000102678	ENSMODP00000025733
ENSDARP00000098825	ENSMODP00000025733
ENSDARP00000121945	ENSMODP00000010987
ENSDARP00000106001	ENSMODP00000028140
ENSDARP00000061469	ENSMODP00000028140
ENSDARP00000052271	ENSMODP00000013145
ENSDARP00000070219	ENSMODP00000007432
ENSDARP00000075798	ENSMODP00000035405
ENSDARP00000096546	ENSMODP00000006897
ENSDARP00000040234	ENSMODP00000020299
ENSDARP00000105974	ENSMODP00000020299
ENSDARP00000031129	ENSMODP00000004207
ENSDARP00000072529	ENSMODP00000026766
ENSDARP00000110897	ENSMODP00000021099
ENSDARP00000122408	ENSMODP00000019526
ENSDARP00000088025	ENSMODP00000019526
ENSDARP00000072463	ENSMODP00000023555
ENSDARP00000102223	ENSMODP00000023555
ENSDARP00000124312	ENSMODP00000015449
ENSDARP00000004965	ENSMODP00000025896
ENSDARP00000112065	ENSMODP00000022680
ENSDARP00000018103	ENSMODP00000012555
ENSDARP00000101911	ENSMODP00000012555
ENSDARP00000012359	ENSMODP00000002997
ENSDARP00000071943	ENSMODP00000003908
ENSDARP00000055871	ENSMODP00000018603
ENSDARP00000066362	ENSMODP00000015216
ENSDARP00000020465	ENSMODP00000012770
ENSDARP00000099960	ENSMODP00000031512
ENSDARP00000105407	ENSMODP00000008992
ENSDARP00000090877	ENSMODP00000009951
ENSDARP00000074350	ENSMODP00000009951
ENSDARP00000025016	ENSMODP00000017240
ENSDARP00000065376	ENSMODP00000017240
ENSDARP00000127209	ENSMODP00000020205
ENSDARP00000050749	ENSMODP00000007415
ENSDARP00000100689	ENSMODP00000023644
ENSDARP00000110581	ENSMODP00000038056
ENSDARP00000121415	ENSMODP00000013734
ENSDARP00000104098	ENSMODP00000016065
ENSDARP00000110409	ENSMODP00000024460
ENSDARP00000058706	ENSMODP00000007308
ENSDARP00000025170	ENSMODP00000021014
ENSDARP00000083760	ENSMODP00000010133
ENSDARP00000083554	ENSMODP00000010133
ENSDARP00000046114	ENSMODP00000022003
ENSDARP00000047460	ENSMODP00000022003
ENSDARP00000123567	ENSMODP00000027261
ENSDARP00000110150	ENSMODP00000024394
ENSDARP00000104265	ENSMODP00000024394
ENSDARP00000078341	ENSMODP00000037034
ENSDARP00000115966	ENSMODP00000037034
ENSDARP00000023121	ENSMODP00000003745
ENSDARP00000116491	ENSMODP00000019968
ENSDARP00000112410	ENSMODP00000007986
ENSDARP00000076823	ENSMODP00000040491
ENSDARP00000124436	ENSMODP00000028732
ENSDARP00000039968	ENSMODP00000017371
ENSDARP00000005218	ENSMODP00000017371
ENSDARP00000119611	ENSMODP00000007050
ENSDARP00000114641	ENSMODP00000007050
ENSDARP00000108671	ENSMODP00000014310
ENSDARP00000106960	ENSMODP00000011868
ENSDARP00000087449	ENSMODP00000021737
ENSDARP00000104833	ENSMODP00000026404
ENSDARP00000104388	ENSMODP00000035642
ENSDARP00000019407	ENSMODP00000003429
ENSDARP00000013520	ENSMODP00000007024
ENSDARP00000055793	ENSMODP00000011608
ENSDARP00000098392	ENSMODP00000020092
ENSDARP00000112413	ENSMODP00000025336
ENSDARP00000123191	ENSMODP00000025336
ENSDARP00000083976	ENSMODP00000037250
ENSDARP00000110596	ENSMODP00000037250
ENSDARP00000108555	ENSMODP00000008947
ENSDARP00000074651	ENSMODP00000001964
ENSDARP00000070307	ENSMODP00000029400
ENSDARP00000076266	ENSMODP00000026648
ENSDARP00000018050	ENSMODP00000001866
ENSDARP00000112091	ENSMODP00000001866
ENSDARP00000082671	ENSMODP00000016305
ENSDARP00000127076	ENSMODP00000015325
ENSDARP00000117694	ENSMODP00000015325
ENSDARP00000015948	ENSMODP00000002629
ENSDARP00000098005	ENSMODP00000005373
ENSDARP00000110778	ENSMODP00000005373
ENSDARP00000103348	ENSMODP00000012453
ENSDARP00000097491	ENSMODP00000024082
ENSDARP00000047551	ENSMODP00000006171
ENSDARP00000065584	ENSMODP00000010327
ENSDARP00000003845	ENSMODP00000005251
ENSDARP00000070658	ENSMODP00000035555
ENSDARP00000041706	ENSMODP00000024033
ENSDARP00000065142	ENSMODP00000024033
ENSDARP00000094239	ENSMODP00000021492
ENSDARP00000018692	ENSMODP00000023144
ENSDARP00000023325	ENSMODP00000010539
ENSDARP00000011663	ENSMODP00000010545
ENSDARP00000026919	ENSMODP00000026904
ENSDARP00000053616	ENSMODP00000002250
