ENSTNIP00000006282	ENSGACP00000024945
ENSTNIP00000007988	ENSGACP00000006091
ENSTNIP00000012032	ENSGACP00000006845
ENSTNIP00000011676	ENSGACP00000018351
ENSTNIP00000001720	ENSGACP00000004559
ENSTNIP00000020746	ENSGACP00000009412
ENSTNIP00000021269	ENSGACP00000009348
ENSTNIP00000013671	ENSGACP00000010755
ENSTNIP00000010284	ENSGACP00000014058
ENSTNIP00000013533	ENSGACP00000019776
ENSTNIP00000016880	ENSGACP00000003866
ENSTNIP00000018790	ENSGACP00000003454
ENSTNIP00000015856	ENSGACP00000012526
ENSTNIP00000016982	ENSGACP00000005539
ENSTNIP00000003954	ENSGACP00000013294
ENSTNIP00000007328	ENSGACP00000016408
ENSTNIP00000016085	ENSGACP00000004715
ENSTNIP00000021773	ENSGACP00000018537
ENSTNIP00000018226	ENSGACP00000009592
ENSTNIP00000022482	ENSGACP00000011885
ENSTNIP00000006581	ENSGACP00000021292
ENSTNIP00000013687	ENSGACP00000026833
ENSTNIP00000017409	ENSGACP00000017916
ENSTNIP00000020682	ENSGACP00000005391
ENSTNIP00000018994	ENSGACP00000012604
ENSTNIP00000020137	ENSGACP00000013668
ENSTNIP00000005466	ENSGACP00000015929
ENSTNIP00000015515	ENSGACP00000016373
ENSTNIP00000003916	ENSGACP00000010494
ENSTNIP00000020124	ENSGACP00000013887
ENSTNIP00000013711	ENSGACP00000026809
ENSTNIP00000020600	ENSGACP00000008317
ENSTNIP00000020680	ENSGACP00000005460
ENSTNIP00000020888	ENSGACP00000003541
ENSTNIP00000010275	ENSGACP00000014269
ENSTNIP00000022573	ENSGACP00000021844
ENSTNIP00000019707	ENSGACP00000007230
ENSTNIP00000006195	ENSGACP00000003589
ENSTNIP00000020967	ENSGACP00000021221
ENSTNIP00000007766	ENSGACP00000026606
ENSTNIP00000021669	ENSGACP00000024915
ENSTNIP00000018461	ENSGACP00000005537
ENSTNIP00000014685	ENSGACP00000008975
ENSTNIP00000001435	ENSGACP00000024116
ENSTNIP00000015041	ENSGACP00000025413
ENSTNIP00000007456	ENSGACP00000018175
ENSTNIP00000020602	ENSGACP00000008364
ENSTNIP00000003550	ENSGACP00000026658
ENSTNIP00000019274	ENSGACP00000014106
ENSTNIP00000016797	ENSGACP00000021207
ENSTNIP00000012051	ENSGACP00000005247
ENSTNIP00000013210	ENSGACP00000002728
ENSTNIP00000021846	ENSGACP00000016313
ENSTNIP00000011288	ENSGACP00000009797
ENSTNIP00000011146	ENSGACP00000019213
ENSTNIP00000008686	ENSGACP00000006109
ENSTNIP00000023043	ENSGACP00000021990
ENSTNIP00000023044	ENSGACP00000021995
ENSTNIP00000005688	ENSGACP00000012762
ENSTNIP00000020106	ENSGACP00000007558
ENSTNIP00000018405	ENSGACP00000020269
ENSTNIP00000003000	ENSGACP00000014115
ENSTNIP00000018484	ENSGACP00000013155
ENSTNIP00000019999	ENSGACP00000009134
ENSTNIP00000011283	ENSGACP00000009636
ENSTNIP00000018033	ENSGACP00000002443
ENSTNIP00000020162	ENSGACP00000013063
ENSTNIP00000007475	ENSGACP00000009953
ENSTNIP00000005157	ENSGACP00000017004
ENSTNIP00000017341	ENSGACP00000007536
ENSTNIP00000017539	ENSGACP00000019652
ENSTNIP00000003183	ENSGACP00000019157
ENSTNIP00000010945	ENSGACP00000013889
ENSTNIP00000005111	ENSGACP00000025574
ENSTNIP00000016773	ENSGACP00000005036
ENSTNIP00000010654	ENSGACP00000021090
ENSTNIP00000009788	ENSGACP00000002578
ENSTNIP00000006107	ENSGACP00000012455
ENSTNIP00000016938	ENSGACP00000004754
ENSTNIP00000007950	ENSGACP00000011934
ENSTNIP00000017487	ENSGACP00000019041
ENSTNIP00000020901	ENSGACP00000009223
ENSTNIP00000014614	ENSGACP00000017211
ENSTNIP00000019445	ENSGACP00000014008
ENSTNIP00000019062	ENSGACP00000005169
ENSTNIP00000003965	ENSGACP00000018263
ENSTNIP00000019363	ENSGACP00000015401
ENSTNIP00000002158	ENSGACP00000027192
ENSTNIP00000005740	ENSGACP00000021567
ENSTNIP00000023034	ENSGACP00000026429
ENSTNIP00000019053	ENSGACP00000018097
ENSTNIP00000007980	ENSGACP00000010916
ENSTNIP00000013938	ENSGACP00000026214
ENSTNIP00000010915	ENSGACP00000014224
ENSTNIP00000017469	ENSGACP00000004339
ENSTNIP00000004198	ENSGACP00000001487
ENSTNIP00000009759	ENSGACP00000020705
ENSTNIP00000015019	ENSGACP00000025256
ENSTNIP00000009723	ENSGACP00000025233
ENSTNIP00000015117	ENSGACP00000015446
ENSTNIP00000013809	ENSGACP00000005990
ENSTNIP00000014328	ENSGACP00000015014
ENSTNIP00000005886	ENSGACP00000023291
ENSTNIP00000019356	ENSGACP00000015221
ENSTNIP00000014144	ENSGACP00000006160
ENSTNIP00000020451	ENSGACP00000011800
ENSTNIP00000005055	ENSGACP00000001892
ENSTNIP00000015385	ENSGACP00000014908
ENSTNIP00000012607	ENSGACP00000006166
ENSTNIP00000020853	ENSGACP00000021425
ENSTNIP00000020512	ENSGACP00000010583
ENSTNIP00000021200	ENSGACP00000023181
ENSTNIP00000011481	ENSGACP00000011516
ENSTNIP00000008279	ENSGACP00000003061
ENSTNIP00000007086	ENSGACP00000017864
ENSTNIP00000012455	ENSGACP00000022443
ENSTNIP00000005230	ENSGACP00000010624
ENSTNIP00000016359	ENSGACP00000016076
ENSTNIP00000013662	ENSGACP00000016724
ENSTNIP00000020527	ENSGACP00000010307
ENSTNIP00000007077	ENSGACP00000009112
ENSTNIP00000005689	ENSGACP00000012807
ENSTNIP00000016284	ENSGACP00000004571
ENSTNIP00000015017	ENSGACP00000025250
ENSTNIP00000017028	ENSGACP00000011687
ENSTNIP00000021790	ENSGACP00000017738
ENSTNIP00000012527	ENSGACP00000009460
ENSTNIP00000007132	ENSGACP00000026604
ENSTNIP00000011587	ENSGACP00000002626
ENSTNIP00000017099	ENSGACP00000024895
ENSTNIP00000013353	ENSGACP00000013803
ENSTNIP00000005876	ENSGACP00000016386
ENSTNIP00000005813	ENSGACP00000025657
ENSTNIP00000015797	ENSGACP00000011976
ENSTNIP00000004088	ENSGACP00000020822
ENSTNIP00000007150	ENSGACP00000008339
ENSTNIP00000005195	ENSGACP00000005166
ENSTNIP00000021902	ENSGACP00000000962
ENSTNIP00000005770	ENSGACP00000010819
ENSTNIP00000001356	ENSGACP00000015789
ENSTNIP00000019570	ENSGACP00000008007
ENSTNIP00000012238	ENSGACP00000020684
ENSTNIP00000022739	ENSGACP00000023006
ENSTNIP00000011809	ENSGACP00000024113
ENSTNIP00000017553	ENSGACP00000019953
ENSTNIP00000018723	ENSGACP00000011113
ENSTNIP00000013637	ENSGACP00000016384
ENSTNIP00000022274	ENSGACP00000007517
ENSTNIP00000005733	ENSGACP00000020125
ENSTNIP00000021232	ENSGACP00000024581
ENSTNIP00000006991	ENSGACP00000017010
ENSTNIP00000018620	ENSGACP00000013052
ENSTNIP00000018575	ENSGACP00000014262
ENSTNIP00000003399	ENSGACP00000009850
ENSTNIP00000007105	ENSGACP00000022767
ENSTNIP00000007243	ENSGACP00000023429
ENSTNIP00000013237	ENSGACP00000018547
ENSTNIP00000016950	ENSGACP00000004914
ENSTNIP00000011921	ENSGACP00000022340
ENSTNIP00000018968	ENSGACP00000012014
ENSTNIP00000012733	ENSGACP00000015813
ENSTNIP00000005343	ENSGACP00000010658
ENSTNIP00000014559	ENSGACP00000018972
ENSTNIP00000021580	ENSGACP00000011339
ENSTNIP00000010618	ENSGACP00000022076
ENSTNIP00000012203	ENSGACP00000020862
ENSTNIP00000009231	ENSGACP00000021289
ENSTNIP00000019794	ENSGACP00000008614
ENSTNIP00000003221	ENSGACP00000026015
ENSTNIP00000018345	ENSGACP00000019861
ENSTNIP00000014172	ENSGACP00000005961
ENSTNIP00000009994	ENSGACP00000010618
ENSTNIP00000016642	ENSGACP00000006773
ENSTNIP00000011768	ENSGACP00000016878
ENSTNIP00000022316	ENSGACP00000008527
ENSTNIP00000019604	ENSGACP00000007228
ENSTNIP00000022623	ENSGACP00000003396
ENSTNIP00000011396	ENSGACP00000026739
ENSTNIP00000022188	ENSGACP00000016771
ENSTNIP00000019247	ENSGACP00000027119
ENSTNIP00000018676	ENSGACP00000018578
ENSTNIP00000011926	ENSGACP00000022382
ENSTNIP00000013898	ENSGACP00000017105
ENSTNIP00000020574	ENSGACP00000007820
ENSTNIP00000021910	ENSGACP00000021854
ENSTNIP00000007827	ENSGACP00000016803
ENSTNIP00000020725	ENSGACP00000004174
ENSTNIP00000016911	ENSGACP00000004420
ENSTNIP00000019320	ENSGACP00000014749
ENSTNIP00000000174	ENSGACP00000012264
ENSTNIP00000001910	ENSGACP00000000394
ENSTNIP00000002695	ENSGACP00000022646
ENSTNIP00000014186	ENSGACP00000024633
ENSTNIP00000020066	ENSGACP00000006311
ENSTNIP00000005473	ENSGACP00000008592
ENSTNIP00000016616	ENSGACP00000000746
ENSTNIP00000010794	ENSGACP00000002113
ENSTNIP00000009019	ENSGACP00000010323
ENSTNIP00000009854	ENSGACP00000008505
ENSTNIP00000009893	ENSGACP00000013119
ENSTNIP00000022616	ENSGACP00000003304
ENSTNIP00000019183	ENSGACP00000027613
ENSTNIP00000007979	ENSGACP00000010934
ENSTNIP00000019914	ENSGACP00000022350
ENSTNIP00000014417	ENSGACP00000016747
ENSTNIP00000013288	ENSGACP00000024058
ENSTNIP00000018364	ENSGACP00000020004
ENSTNIP00000020208	ENSGACP00000024367
ENSTNIP00000022659	ENSGACP00000014284
ENSTNIP00000016595	ENSGACP00000020471
ENSTNIP00000017228	ENSGACP00000023727
ENSTNIP00000020970	ENSGACP00000021231
ENSTNIP00000010441	ENSGACP00000027531
ENSTNIP00000012237	ENSGACP00000020688
ENSTNIP00000010026	ENSGACP00000025426
ENSTNIP00000006922	ENSGACP00000022615
ENSTNIP00000017989	ENSGACP00000012767
ENSTNIP00000022113	ENSGACP00000009376
ENSTNIP00000009853	ENSGACP00000008475
ENSTNIP00000013684	ENSGACP00000026831
ENSTNIP00000003189	ENSGACP00000012212
ENSTNIP00000014618	ENSGACP00000005239
ENSTNIP00000009891	ENSGACP00000013164
ENSTNIP00000003443	ENSGACP00000019940
ENSTNIP00000017304	ENSGACP00000007172
ENSTNIP00000004869	ENSGACP00000027477
ENSTNIP00000008901	ENSGACP00000023350
ENSTNIP00000012688	ENSGACP00000010505
ENSTNIP00000009220	ENSGACP00000026339
ENSTNIP00000008118	ENSGACP00000008038
ENSTNIP00000011346	ENSGACP00000023684
ENSTNIP00000012739	ENSGACP00000015657
ENSTNIP00000010977	ENSGACP00000003339
ENSTNIP00000004646	ENSGACP00000022478
ENSTNIP00000022441	ENSGACP00000014348
ENSTNIP00000014311	ENSGACP00000021754
ENSTNIP00000014508	ENSGACP00000012105
ENSTNIP00000010292	ENSGACP00000020908
ENSTNIP00000017078	ENSGACP00000025093
ENSTNIP00000005879	ENSGACP00000016459
ENSTNIP00000020002	ENSGACP00000009170
ENSTNIP00000012837	ENSGACP00000027214
ENSTNIP00000019372	ENSGACP00000015507
ENSTNIP00000014543	ENSGACP00000017568
ENSTNIP00000014462	ENSGACP00000006650
ENSTNIP00000008276	ENSGACP00000003809
ENSTNIP00000021142	ENSGACP00000015239
ENSTNIP00000013437	ENSGACP00000007118
ENSTNIP00000012328	ENSGACP00000020257
ENSTNIP00000001417	ENSGACP00000020232
ENSTNIP00000021338	ENSGACP00000010617
ENSTNIP00000003411	ENSGACP00000011260
ENSTNIP00000007124	ENSGACP00000022085
ENSTNIP00000006341	ENSGACP00000008634
ENSTNIP00000001548	ENSGACP00000011827
ENSTNIP00000008754	ENSGACP00000022944
ENSTNIP00000005390	ENSGACP00000024763
ENSTNIP00000008449	ENSGACP00000003044
ENSTNIP00000003213	ENSGACP00000008622
ENSTNIP00000016784	ENSGACP00000018130
ENSTNIP00000008136	ENSGACP00000022190
ENSTNIP00000018557	ENSGACP00000014730
ENSTNIP00000008316	ENSGACP00000024342
ENSTNIP00000020471	ENSGACP00000011364
ENSTNIP00000016083	ENSGACP00000004761
ENSTNIP00000021004	ENSGACP00000002133
ENSTNIP00000019504	ENSGACP00000010890
ENSTNIP00000010434	ENSGACP00000027516
ENSTNIP00000014596	ENSGACP00000017703
ENSTNIP00000012109	ENSGACP00000011181
ENSTNIP00000015966	ENSGACP00000002225
ENSTNIP00000012495	ENSGACP00000008771
ENSTNIP00000010149	ENSGACP00000014198
ENSTNIP00000014370	ENSGACP00000026222
ENSTNIP00000015548	ENSGACP00000004303
ENSTNIP00000007845	ENSGACP00000021361
ENSTNIP00000001893	ENSGACP00000017699
ENSTNIP00000018828	ENSGACP00000023094
ENSTNIP00000017999	ENSGACP00000012443
ENSTNIP00000022101	ENSGACP00000009063
ENSTNIP00000021529	ENSGACP00000012201
ENSTNIP00000003941	ENSGACP00000008407
ENSTNIP00000001210	ENSGACP00000022252
ENSTNIP00000018580	ENSGACP00000014089
ENSTNIP00000014827	ENSGACP00000019071
ENSTNIP00000012671	ENSGACP00000014497
ENSTNIP00000013238	ENSGACP00000018543
ENSTNIP00000016949	ENSGACP00000004907
ENSTNIP00000010750	ENSGACP00000018651
ENSTNIP00000010220	ENSGACP00000000240
ENSTNIP00000012750	ENSGACP00000015379
ENSTNIP00000017865	ENSGACP00000009200
ENSTNIP00000002793	ENSGACP00000027384
ENSTNIP00000011068	ENSGACP00000025853
ENSTNIP00000007522	ENSGACP00000007944
ENSTNIP00000020665	ENSGACP00000025498
ENSTNIP00000009226	ENSGACP00000021267
ENSTNIP00000021290	ENSGACP00000009851
ENSTNIP00000006625	ENSGACP00000003515
ENSTNIP00000005952	ENSGACP00000002611
ENSTNIP00000006571	ENSGACP00000003459
ENSTNIP00000016183	ENSGACP00000017261
ENSTNIP00000018371	ENSGACP00000020046
ENSTNIP00000004766	ENSGACP00000000656
ENSTNIP00000015100	ENSGACP00000015652
ENSTNIP00000017190	ENSGACP00000003289
ENSTNIP00000018249	ENSGACP00000010514
ENSTNIP00000010257	ENSGACP00000001694
ENSTNIP00000020284	ENSGACP00000018137
ENSTNIP00000015343	ENSGACP00000014361
ENSTNIP00000011750	ENSGACP00000007546
ENSTNIP00000015198	ENSGACP00000011098
ENSTNIP00000015303	ENSGACP00000007760
ENSTNIP00000013581	ENSGACP00000011753
ENSTNIP00000018418	ENSGACP00000018998
ENSTNIP00000007918	ENSGACP00000004958
ENSTNIP00000015055	ENSGACP00000024153
ENSTNIP00000011887	ENSGACP00000022135
ENSTNIP00000021209	ENSGACP00000023255
ENSTNIP00000008519	ENSGACP00000002650
ENSTNIP00000012214	ENSGACP00000020818
ENSTNIP00000004577	ENSGACP00000019027
ENSTNIP00000011980	ENSGACP00000022754
ENSTNIP00000005607	ENSGACP00000024447
ENSTNIP00000003731	ENSGACP00000009251
ENSTNIP00000017723	ENSGACP00000002041
ENSTNIP00000015304	ENSGACP00000007751
ENSTNIP00000014652	ENSGACP00000011273
ENSTNIP00000015490	ENSGACP00000014354
ENSTNIP00000005566	ENSGACP00000014527
ENSTNIP00000013413	ENSGACP00000023874
ENSTNIP00000012050	ENSGACP00000005234
ENSTNIP00000012513	ENSGACP00000009317
ENSTNIP00000010562	ENSGACP00000012779
ENSTNIP00000013403	ENSGACP00000012346
ENSTNIP00000011354	ENSGACP00000023592
ENSTNIP00000018016	ENSGACP00000026076
ENSTNIP00000010142	ENSGACP00000015832
ENSTNIP00000009931	ENSGACP00000022356
ENSTNIP00000019536	ENSGACP00000008583
ENSTNIP00000007325	ENSGACP00000022730
ENSTNIP00000016564	ENSGACP00000002484
ENSTNIP00000008337	ENSGACP00000010172
ENSTNIP00000012798	ENSGACP00000026788
ENSTNIP00000013454	ENSGACP00000006521
ENSTNIP00000002957	ENSGACP00000010116
ENSTNIP00000019385	ENSGACP00000016253
ENSTNIP00000011114	ENSGACP00000017360
ENSTNIP00000012765	ENSGACP00000014973
ENSTNIP00000008159	ENSGACP00000021488
ENSTNIP00000011307	ENSGACP00000022878
ENSTNIP00000015367	ENSGACP00000006092
ENSTNIP00000005136	ENSGACP00000005753
ENSTNIP00000019486	ENSGACP00000010402
ENSTNIP00000020581	ENSGACP00000007937
ENSTNIP00000009588	ENSGACP00000016298
ENSTNIP00000007028	ENSGACP00000009017
ENSTNIP00000012301	ENSGACP00000020280
ENSTNIP00000012753	ENSGACP00000015161
ENSTNIP00000007251	ENSGACP00000024446
ENSTNIP00000021654	ENSGACP00000024877
ENSTNIP00000005777	ENSGACP00000009805
ENSTNIP00000017668	ENSGACP00000001338
ENSTNIP00000019558	ENSGACP00000008241
ENSTNIP00000005094	ENSGACP00000008053
ENSTNIP00000011530	ENSGACP00000010154
ENSTNIP00000001019	ENSGACP00000000507
ENSTNIP00000017656	ENSGACP00000001207
ENSTNIP00000021371	ENSGACP00000027406
ENSTNIP00000005818	ENSGACP00000025702
ENSTNIP00000016995	ENSGACP00000007047
ENSTNIP00000015789	ENSGACP00000011186
ENSTNIP00000021586	ENSGACP00000011205
ENSTNIP00000012041	ENSGACP00000007112
ENSTNIP00000009894	ENSGACP00000013043
ENSTNIP00000015571	ENSGACP00000020075
ENSTNIP00000022860	ENSGACP00000003970
ENSTNIP00000012977	ENSGACP00000011705
ENSTNIP00000021519	ENSGACP00000016244
ENSTNIP00000015583	ENSGACP00000019927
ENSTNIP00000006517	ENSGACP00000025944
ENSTNIP00000006644	ENSGACP00000024425
ENSTNIP00000018989	ENSGACP00000012531
ENSTNIP00000005759	ENSGACP00000009958
ENSTNIP00000014978	ENSGACP00000008002
ENSTNIP00000008560	ENSGACP00000025891
ENSTNIP00000009935	ENSGACP00000022404
ENSTNIP00000018780	ENSGACP00000019218
ENSTNIP00000015968	ENSGACP00000002208
ENSTNIP00000020598	ENSGACP00000008182
ENSTNIP00000016077	ENSGACP00000004461
ENSTNIP00000012845	ENSGACP00000027227
ENSTNIP00000013196	ENSGACP00000010902
ENSTNIP00000006314	ENSGACP00000027579
ENSTNIP00000004984	ENSGACP00000018242
ENSTNIP00000005811	ENSGACP00000024444
ENSTNIP00000013438	ENSGACP00000006992
ENSTNIP00000019715	ENSGACP00000007042
ENSTNIP00000016197	ENSGACP00000023096
ENSTNIP00000007378	ENSGACP00000017849
ENSTNIP00000005079	ENSGACP00000004744
ENSTNIP00000006433	ENSGACP00000010331
ENSTNIP00000006304	ENSGACP00000024531
ENSTNIP00000022897	ENSGACP00000024213
ENSTNIP00000004781	ENSGACP00000005436
ENSTNIP00000006546	ENSGACP00000005523
ENSTNIP00000009948	ENSGACP00000004786
ENSTNIP00000003269	ENSGACP00000004665
ENSTNIP00000005586	ENSGACP00000012359
ENSTNIP00000008570	ENSGACP00000005267
ENSTNIP00000008341	ENSGACP00000022482
ENSTNIP00000009670	ENSGACP00000006820
ENSTNIP00000016947	ENSGACP00000004866
ENSTNIP00000015451	ENSGACP00000015765
ENSTNIP00000007550	ENSGACP00000013908
ENSTNIP00000009286	ENSGACP00000017410
ENSTNIP00000021105	ENSGACP00000016262
ENSTNIP00000005140	ENSGACP00000005495
ENSTNIP00000015038	ENSGACP00000025402
ENSTNIP00000008101	ENSGACP00000025562
ENSTNIP00000006028	ENSGACP00000023106
ENSTNIP00000007084	ENSGACP00000015383
ENSTNIP00000016991	ENSGACP00000005688
ENSTNIP00000017720	ENSGACP00000015669
ENSTNIP00000020635	ENSGACP00000000041
ENSTNIP00000010058	ENSGACP00000007710
ENSTNIP00000001178	ENSGACP00000019846
ENSTNIP00000018479	ENSGACP00000013065
ENSTNIP00000019916	ENSGACP00000022408
ENSTNIP00000003579	ENSGACP00000016246
ENSTNIP00000020905	ENSGACP00000009211
ENSTNIP00000021415	ENSGACP00000000701
ENSTNIP00000003291	ENSGACP00000015350
ENSTNIP00000009847	ENSGACP00000008396
ENSTNIP00000014969	ENSGACP00000008247
ENSTNIP00000022298	ENSGACP00000008146
ENSTNIP00000012208	ENSGACP00000020839
ENSTNIP00000009467	ENSGACP00000017208
ENSTNIP00000008984	ENSGACP00000006345
ENSTNIP00000023035	ENSGACP00000020840
ENSTNIP00000011732	ENSGACP00000003013
ENSTNIP00000005386	ENSGACP00000017945
ENSTNIP00000007398	ENSGACP00000026061
ENSTNIP00000018149	ENSGACP00000011373
ENSTNIP00000005406	ENSGACP00000013747
ENSTNIP00000007235	ENSGACP00000003452
ENSTNIP00000011120	ENSGACP00000017248
ENSTNIP00000005007	ENSGACP00000011108
ENSTNIP00000003759	ENSGACP00000009554
ENSTNIP00000017325	ENSGACP00000000340
ENSTNIP00000013853	ENSGACP00000007344
ENSTNIP00000018328	ENSGACP00000018300
ENSTNIP00000007607	ENSGACP00000022950
ENSTNIP00000022234	ENSGACP00000016062
ENSTNIP00000012882	ENSGACP00000027285
ENSTNIP00000004776	ENSGACP00000013597
ENSTNIP00000015455	ENSGACP00000015835
ENSTNIP00000005807	ENSGACP00000001019
ENSTNIP00000014576	ENSGACP00000017152
ENSTNIP00000004729	ENSGACP00000021777
ENSTNIP00000015265	ENSGACP00000012241
ENSTNIP00000005990	ENSGACP00000018944
ENSTNIP00000015212	ENSGACP00000015300
ENSTNIP00000020418	ENSGACP00000012407
ENSTNIP00000001136	ENSGACP00000013232
ENSTNIP00000017516	ENSGACP00000020070
ENSTNIP00000022638	ENSGACP00000014248
ENSTNIP00000015729	ENSGACP00000004746
ENSTNIP00000007967	ENSGACP00000002197
ENSTNIP00000011286	ENSGACP00000009765
ENSTNIP00000017689	ENSGACP00000001494
ENSTNIP00000010942	ENSGACP00000013952
ENSTNIP00000020764	ENSGACP00000018900
ENSTNIP00000021921	ENSGACP00000021932
ENSTNIP00000010262	ENSGACP00000014452
ENSTNIP00000010745	ENSGACP00000016947
ENSTNIP00000000260	ENSGACP00000004442
ENSTNIP00000008740	ENSGACP00000002535
ENSTNIP00000011797	ENSGACP00000024061
ENSTNIP00000022130	ENSGACP00000009883
ENSTNIP00000012450	ENSGACP00000022485
ENSTNIP00000004229	ENSGACP00000001147
ENSTNIP00000005650	ENSGACP00000003274
ENSTNIP00000016894	ENSGACP00000004070
ENSTNIP00000022620	ENSGACP00000003376
ENSTNIP00000007363	ENSGACP00000023559
ENSTNIP00000010602	ENSGACP00000012022
ENSTNIP00000010436	ENSGACP00000027449
ENSTNIP00000020922	ENSGACP00000008352
ENSTNIP00000014334	ENSGACP00000026393
ENSTNIP00000005729	ENSGACP00000015026
ENSTNIP00000016334	ENSGACP00000012760
ENSTNIP00000008382	ENSGACP00000001542
ENSTNIP00000019376	ENSGACP00000017204
ENSTNIP00000013641	ENSGACP00000016428
ENSTNIP00000002891	ENSGACP00000015627
ENSTNIP00000016640	ENSGACP00000007008
ENSTNIP00000010710	ENSGACP00000021697
ENSTNIP00000010161	ENSGACP00000015619
ENSTNIP00000019077	ENSGACP00000005396
ENSTNIP00000021679	ENSGACP00000024936
ENSTNIP00000019758	ENSGACP00000005798
ENSTNIP00000009834	ENSGACP00000008079
ENSTNIP00000002560	ENSGACP00000012005
ENSTNIP00000012034	ENSGACP00000006867
ENSTNIP00000006394	ENSGACP00000005602
ENSTNIP00000010121	ENSGACP00000013466
ENSTNIP00000005180	ENSGACP00000024064
ENSTNIP00000008259	ENSGACP00000011340
ENSTNIP00000001179	ENSGACP00000027074
ENSTNIP00000017889	ENSGACP00000022755
ENSTNIP00000004986	ENSGACP00000017602
ENSTNIP00000006309	ENSGACP00000027483
ENSTNIP00000017566	ENSGACP00000019872
ENSTNIP00000003847	ENSGACP00000011602
ENSTNIP00000004334	ENSGACP00000023753
ENSTNIP00000018642	ENSGACP00000012303
ENSTNIP00000010839	ENSGACP00000012894
ENSTNIP00000005132	ENSGACP00000010467
ENSTNIP00000022960	ENSGACP00000016124
ENSTNIP00000020266	ENSGACP00000005748
ENSTNIP00000022362	ENSGACP00000009213
ENSTNIP00000005494	ENSGACP00000002941
ENSTNIP00000010666	ENSGACP00000020776
ENSTNIP00000015239	ENSGACP00000011702
ENSTNIP00000019422	ENSGACP00000014458
ENSTNIP00000005766	ENSGACP00000001128
ENSTNIP00000018703	ENSGACP00000019299
ENSTNIP00000007619	ENSGACP00000009992
ENSTNIP00000021784	ENSGACP00000025980
ENSTNIP00000004680	ENSGACP00000006223
ENSTNIP00000007897	ENSGACP00000000032
ENSTNIP00000010034	ENSGACP00000025420
ENSTNIP00000016686	ENSGACP00000007861
ENSTNIP00000005488	ENSGACP00000026435
ENSTNIP00000011705	ENSGACP00000002913
ENSTNIP00000020880	ENSGACP00000022731
ENSTNIP00000012137	ENSGACP00000012059
ENSTNIP00000010039	ENSGACP00000001458
ENSTNIP00000014838	ENSGACP00000019038
ENSTNIP00000008820	ENSGACP00000009483
ENSTNIP00000000792	ENSGACP00000005881
ENSTNIP00000008379	ENSGACP00000001535
ENSTNIP00000005317	ENSGACP00000009978
ENSTNIP00000018957	ENSGACP00000011722
ENSTNIP00000022514	ENSGACP00000015386
ENSTNIP00000007763	ENSGACP00000010155
ENSTNIP00000008722	ENSGACP00000010071
ENSTNIP00000008358	ENSGACP00000021269
ENSTNIP00000010359	ENSGACP00000021422
ENSTNIP00000008632	ENSGACP00000024628
ENSTNIP00000020797	ENSGACP00000018906
ENSTNIP00000021607	ENSGACP00000010719
ENSTNIP00000013218	ENSGACP00000008635
ENSTNIP00000000182	ENSGACP00000008272
ENSTNIP00000005168	ENSGACP00000011679
ENSTNIP00000007937	ENSGACP00000002240
ENSTNIP00000009745	ENSGACP00000021329
ENSTNIP00000005030	ENSGACP00000014056
ENSTNIP00000015372	ENSGACP00000005998
ENSTNIP00000000519	ENSGACP00000007462
ENSTNIP00000016344	ENSGACP00000012835
ENSTNIP00000010350	ENSGACP00000021509
ENSTNIP00000016541	ENSGACP00000023900
ENSTNIP00000013738	ENSGACP00000014256
ENSTNIP00000011534	ENSGACP00000010053
ENSTNIP00000011342	ENSGACP00000023706
ENSTNIP00000017089	ENSGACP00000025021
ENSTNIP00000001011	ENSGACP00000024297
ENSTNIP00000016192	ENSGACP00000023019
ENSTNIP00000012920	ENSGACP00000027347
ENSTNIP00000010960	ENSGACP00000003227
ENSTNIP00000015479	ENSGACP00000016150
ENSTNIP00000021694	ENSGACP00000025008
ENSTNIP00000012466	ENSGACP00000022666
ENSTNIP00000013706	ENSGACP00000026816
ENSTNIP00000021660	ENSGACP00000024885
ENSTNIP00000003675	ENSGACP00000016207
ENSTNIP00000009880	ENSGACP00000000617
