ENSGACP00000003450	ENSMUSP00000034074
ENSGACP00000000754	ENSMUSP00000041581
ENSGACP00000009564	ENSMUSP00000024701
ENSGACP00000012896	ENSMUSP00000033326
ENSGACP00000018088	ENSMUSP00000038754
ENSGACP00000021688	ENSMUSP00000004943
ENSGACP00000017445	ENSMUSP00000004508
ENSGACP00000009690	ENSMUSP00000107530
ENSGACP00000024244	ENSMUSP00000107530
ENSGACP00000014476	ENSMUSP00000052144
ENSGACP00000017021	ENSMUSP00000086167
ENSGACP00000025619	ENSMUSP00000086167
ENSGACP00000025783	ENSMUSP00000033218
ENSGACP00000017361	ENSMUSP00000073402
ENSGACP00000018062	ENSMUSP00000054546
ENSGACP00000020130	ENSMUSP00000060394
ENSGACP00000012509	ENSMUSP00000030606
ENSGACP00000018471	ENSMUSP00000132646
ENSGACP00000014129	ENSMUSP00000064886
ENSGACP00000026513	ENSMUSP00000033927
ENSGACP00000018165	ENSMUSP00000129811
ENSGACP00000018510	ENSMUSP00000093382
ENSGACP00000018515	ENSMUSP00000019994
ENSGACP00000001839	ENSMUSP00000023494
ENSGACP00000025523	ENSMUSP00000021271
ENSGACP00000012970	ENSMUSP00000027687
ENSGACP00000026097	ENSMUSP00000025702
ENSGACP00000009954	ENSMUSP00000019379
ENSGACP00000018668	ENSMUSP00000037447
ENSGACP00000021805	ENSMUSP00000037447
ENSGACP00000014181	ENSMUSP00000078384
ENSGACP00000004299	ENSMUSP00000037821
ENSGACP00000014369	ENSMUSP00000037821
ENSGACP00000006237	ENSMUSP00000105657
ENSGACP00000002260	ENSMUSP00000092380
ENSGACP00000021060	ENSMUSP00000092380
ENSGACP00000023831	ENSMUSP00000059138
ENSGACP00000006965	ENSMUSP00000019734
ENSGACP00000011463	ENSMUSP00000097656
ENSGACP00000018198	ENSMUSP00000135853
ENSGACP00000004301	ENSMUSP00000113147
ENSGACP00000001254	ENSMUSP00000052146
ENSGACP00000019479	ENSMUSP00000109612
ENSGACP00000007449	ENSMUSP00000022993
ENSGACP00000024316	ENSMUSP00000117052
ENSGACP00000019498	ENSMUSP00000009236
ENSGACP00000024755	ENSMUSP00000130969
ENSGACP00000018636	ENSMUSP00000120015
ENSGACP00000014813	ENSMUSP00000105923
ENSGACP00000012940	ENSMUSP00000105923
ENSGACP00000024145	ENSMUSP00000109036
ENSGACP00000009087	ENSMUSP00000107677
ENSGACP00000012574	ENSMUSP00000107677
ENSGACP00000024440	ENSMUSP00000046441
ENSGACP00000001938	ENSMUSP00000098096
ENSGACP00000006224	ENSMUSP00000098096
ENSGACP00000011863	ENSMUSP00000131477
ENSGACP00000010599	ENSMUSP00000022704
ENSGACP00000024535	ENSMUSP00000033591
ENSGACP00000004863	ENSMUSP00000097971
ENSGACP00000000649	ENSMUSP00000031556
ENSGACP00000005287	ENSMUSP00000069764
ENSGACP00000004652	ENSMUSP00000069182
ENSGACP00000004483	ENSMUSP00000022697
ENSGACP00000023677	ENSMUSP00000020507
ENSGACP00000002254	ENSMUSP00000132140
ENSGACP00000018806	ENSMUSP00000022803
ENSGACP00000016946	ENSMUSP00000105413
ENSGACP00000015043	ENSMUSP00000117384
ENSGACP00000005110	ENSMUSP00000023072
ENSGACP00000005117	ENSMUSP00000131443
ENSGACP00000010662	ENSMUSP00000059463
ENSGACP00000019727	ENSMUSP00000059570
ENSGACP00000002940	ENSMUSP00000059570
ENSGACP00000022320	ENSMUSP00000059210
ENSGACP00000016051	ENSMUSP00000136866
ENSGACP00000011864	ENSMUSP00000070906
ENSGACP00000009673	ENSMUSP00000010974
ENSGACP00000021277	ENSMUSP00000054420
ENSGACP00000020609	ENSMUSP00000050014
ENSGACP00000011319	ENSMUSP00000037238
ENSGACP00000021496	ENSMUSP00000021828
ENSGACP00000014713	ENSMUSP00000095534
ENSGACP00000025761	ENSMUSP00000083561
ENSGACP00000017272	ENSMUSP00000020174
ENSGACP00000007140	ENSMUSP00000002298
ENSGACP00000014491	ENSMUSP00000053178
ENSGACP00000003668	ENSMUSP00000027062
ENSGACP00000005501	ENSMUSP00000006818
ENSGACP00000003808	ENSMUSP00000138827
ENSGACP00000004396	ENSMUSP00000033136
ENSGACP00000015549	ENSMUSP00000044725
ENSGACP00000020864	ENSMUSP00000049112
ENSGACP00000004308	ENSMUSP00000136621
ENSGACP00000010443	ENSMUSP00000037586
ENSGACP00000022735	ENSMUSP00000058183
ENSGACP00000020470	ENSMUSP00000069209
ENSGACP00000019099	ENSMUSP00000019006
ENSGACP00000012078	ENSMUSP00000109734
ENSGACP00000019681	ENSMUSP00000062702
ENSGACP00000012185	ENSMUSP00000110751
ENSGACP00000005671	ENSMUSP00000038486
ENSGACP00000015027	ENSMUSP00000101648
ENSGACP00000025152	ENSMUSP00000035486
ENSGACP00000027215	ENSMUSP00000023707
ENSGACP00000023573	ENSMUSP00000098768
ENSGACP00000004951	ENSMUSP00000053056
ENSGACP00000014216	ENSMUSP00000026409
ENSGACP00000003458	ENSMUSP00000027266
ENSGACP00000007960	ENSMUSP00000035549
ENSGACP00000003479	ENSMUSP00000056245
ENSGACP00000022496	ENSMUSP00000058204
ENSGACP00000026186	ENSMUSP00000100922
ENSGACP00000005348	ENSMUSP00000021822
ENSGACP00000021898	ENSMUSP00000030296
ENSGACP00000016916	ENSMUSP00000063977
ENSGACP00000010976	ENSMUSP00000083549
ENSGACP00000005711	ENSMUSP00000086542
ENSGACP00000004496	ENSMUSP00000077995
ENSGACP00000025594	ENSMUSP00000005334
ENSGACP00000020198	ENSMUSP00000033828
ENSGACP00000023991	ENSMUSP00000021249
ENSGACP00000006246	ENSMUSP00000088320
ENSGACP00000013276	ENSMUSP00000123201
ENSGACP00000026483	ENSMUSP00000020243
ENSGACP00000013384	ENSMUSP00000061221
ENSGACP00000011576	ENSMUSP00000028105
ENSGACP00000000058	ENSMUSP00000093878
ENSGACP00000015768	ENSMUSP00000039261
ENSGACP00000004506	ENSMUSP00000041242
ENSGACP00000005880	ENSMUSP00000064422
ENSGACP00000025356	ENSMUSP00000001497
ENSGACP00000011240	ENSMUSP00000122072
ENSGACP00000002795	ENSMUSP00000047518
ENSGACP00000026277	ENSMUSP00000004473
ENSGACP00000007866	ENSMUSP00000035539
ENSGACP00000011227	ENSMUSP00000060907
ENSGACP00000014608	ENSMUSP00000020153
ENSGACP00000010159	ENSMUSP00000103786
ENSGACP00000015554	ENSMUSP00000052717
ENSGACP00000004049	ENSMUSP00000095966
ENSGACP00000008028	ENSMUSP00000000895
ENSGACP00000009057	ENSMUSP00000000895
ENSGACP00000019425	ENSMUSP00000115822
ENSGACP00000006710	ENSMUSP00000115822
ENSGACP00000023901	ENSMUSP00000028135
ENSGACP00000021583	ENSMUSP00000025010
ENSGACP00000013045	ENSMUSP00000051151
ENSGACP00000016188	ENSMUSP00000106978
ENSGACP00000023247	ENSMUSP00000106978
ENSGACP00000016650	ENSMUSP00000031291
ENSGACP00000021837	ENSMUSP00000109907
ENSGACP00000024331	ENSMUSP00000043074
ENSGACP00000007029	ENSMUSP00000006380
ENSGACP00000021533	ENSMUSP00000107439
ENSGACP00000012372	ENSMUSP00000107439
ENSGACP00000024214	ENSMUSP00000051481
ENSGACP00000026558	ENSMUSP00000119774
ENSGACP00000013855	ENSMUSP00000119774
ENSGACP00000004675	ENSMUSP00000025936
ENSGACP00000012315	ENSMUSP00000047992
ENSGACP00000027370	ENSMUSP00000032977
ENSGACP00000017196	ENSMUSP00000071292
ENSGACP00000005284	ENSMUSP00000029049
ENSGACP00000005283	ENSMUSP00000043682
ENSGACP00000017040	ENSMUSP00000063879
ENSGACP00000022453	ENSMUSP00000025914
ENSGACP00000010404	ENSMUSP00000004913
ENSGACP00000001265	ENSMUSP00000102718
ENSGACP00000021790	ENSMUSP00000053869
ENSGACP00000023120	ENSMUSP00000029665
ENSGACP00000012072	ENSMUSP00000025803
ENSGACP00000015623	ENSMUSP00000034881
ENSGACP00000001925	ENSMUSP00000050684
ENSGACP00000009306	ENSMUSP00000020821
ENSGACP00000016710	ENSMUSP00000137400
ENSGACP00000014562	ENSMUSP00000026445
ENSGACP00000012791	ENSMUSP00000026445
ENSGACP00000010469	ENSMUSP00000031565
ENSGACP00000014777	ENSMUSP00000081132
ENSGACP00000013467	ENSMUSP00000037004
ENSGACP00000021892	ENSMUSP00000037328
ENSGACP00000011635	ENSMUSP00000049236
ENSGACP00000027165	ENSMUSP00000071130
ENSGACP00000012853	ENSMUSP00000037476
ENSGACP00000003655	ENSMUSP00000023434
ENSGACP00000022605	ENSMUSP00000033689
ENSGACP00000002804	ENSMUSP00000049676
ENSGACP00000002082	ENSMUSP00000022529
ENSGACP00000022721	ENSMUSP00000001185
ENSGACP00000003871	ENSMUSP00000121358
ENSGACP00000004729	ENSMUSP00000068328
ENSGACP00000013134	ENSMUSP00000068328
ENSGACP00000016053	ENSMUSP00000048238
ENSGACP00000019416	ENSMUSP00000028129
ENSGACP00000018866	ENSMUSP00000049103
ENSGACP00000006296	ENSMUSP00000065613
ENSGACP00000000094	ENSMUSP00000039394
ENSGACP00000002078	ENSMUSP00000039394
ENSGACP00000027458	ENSMUSP00000037137
ENSGACP00000015698	ENSMUSP00000113097
ENSGACP00000007562	ENSMUSP00000026590
ENSGACP00000007913	ENSMUSP00000089237
ENSGACP00000004036	ENSMUSP00000026890
ENSGACP00000009450	ENSMUSP00000026890
ENSGACP00000020765	ENSMUSP00000009018
ENSGACP00000010655	ENSMUSP00000022311
ENSGACP00000002882	ENSMUSP00000052872
ENSGACP00000013745	ENSMUSP00000042642
ENSGACP00000017432	ENSMUSP00000020185
ENSGACP00000014668	ENSMUSP00000112138
ENSGACP00000010580	ENSMUSP00000044288
ENSGACP00000005565	ENSMUSP00000044288
ENSGACP00000011109	ENSMUSP00000087118
ENSGACP00000022664	ENSMUSP00000087118
ENSGACP00000015861	ENSMUSP00000099864
ENSGACP00000010877	ENSMUSP00000008462
ENSGACP00000025518	ENSMUSP00000118125
ENSGACP00000010597	ENSMUSP00000041361
ENSGACP00000010030	ENSMUSP00000041361
ENSGACP00000018698	ENSMUSP00000044002
ENSGACP00000001112	ENSMUSP00000105272
ENSGACP00000016481	ENSMUSP00000074872
ENSGACP00000017818	ENSMUSP00000035663
ENSGACP00000027380	ENSMUSP00000033646
ENSGACP00000021416	ENSMUSP00000128318
ENSGACP00000026245	ENSMUSP00000134672
ENSGACP00000002687	ENSMUSP00000107415
ENSGACP00000008820	ENSMUSP00000047284
ENSGACP00000019908	ENSMUSP00000038610
ENSGACP00000013177	ENSMUSP00000038610
ENSGACP00000000634	ENSMUSP00000042808
ENSGACP00000008597	ENSMUSP00000090227
ENSGACP00000023345	ENSMUSP00000037629
ENSGACP00000026093	ENSMUSP00000130194
ENSGACP00000001393	ENSMUSP00000118180
ENSGACP00000024160	ENSMUSP00000118180
ENSGACP00000006446	ENSMUSP00000022148
ENSGACP00000014404	ENSMUSP00000035116
ENSGACP00000018947	ENSMUSP00000020672
ENSGACP00000005504	ENSMUSP00000022734
ENSGACP00000011616	ENSMUSP00000014339
ENSGACP00000008220	ENSMUSP00000014339
ENSGACP00000027573	ENSMUSP00000133205
ENSGACP00000002720	ENSMUSP00000110817
ENSGACP00000004065	ENSMUSP00000047376
ENSGACP00000007718	ENSMUSP00000047376
ENSGACP00000008121	ENSMUSP00000115292
ENSGACP00000010818	ENSMUSP00000037929
ENSGACP00000011838	ENSMUSP00000031472
ENSGACP00000010328	ENSMUSP00000069243
ENSGACP00000020336	ENSMUSP00000034343
ENSGACP00000001358	ENSMUSP00000023829
ENSGACP00000004917	ENSMUSP00000065832
ENSGACP00000005923	ENSMUSP00000108508
ENSGACP00000014802	ENSMUSP00000115704
ENSGACP00000000923	ENSMUSP00000012679
ENSGACP00000012187	ENSMUSP00000129654
ENSGACP00000019165	ENSMUSP00000061308
ENSGACP00000003109	ENSMUSP00000054734
ENSGACP00000018732	ENSMUSP00000033389
ENSGACP00000010703	ENSMUSP00000033099
ENSGACP00000026296	ENSMUSP00000000186
ENSGACP00000018431	ENSMUSP00000075762
ENSGACP00000026857	ENSMUSP00000041104
ENSGACP00000012188	ENSMUSP00000021306
ENSGACP00000016299	ENSMUSP00000024773
ENSGACP00000004211	ENSMUSP00000024773
ENSGACP00000022339	ENSMUSP00000093961
ENSGACP00000026795	ENSMUSP00000093961
ENSGACP00000026700	ENSMUSP00000044268
ENSGACP00000012012	ENSMUSP00000028892
ENSGACP00000022536	ENSMUSP00000137537
ENSGACP00000017779	ENSMUSP00000090941
ENSGACP00000025405	ENSMUSP00000090941
ENSGACP00000011443	ENSMUSP00000018122
ENSGACP00000011296	ENSMUSP00000105620
ENSGACP00000010350	ENSMUSP00000102267
ENSGACP00000001314	ENSMUSP00000102267
ENSGACP00000012243	ENSMUSP00000093697
ENSGACP00000021835	ENSMUSP00000045351
ENSGACP00000015204	ENSMUSP00000025659
ENSGACP00000023797	ENSMUSP00000025659
ENSGACP00000023169	ENSMUSP00000089437
ENSGACP00000021233	ENSMUSP00000023583
ENSGACP00000025589	ENSMUSP00000052056
ENSGACP00000014881	ENSMUSP00000075566
ENSGACP00000007992	ENSMUSP00000007130
ENSGACP00000014323	ENSMUSP00000050577
ENSGACP00000021759	ENSMUSP00000050577
ENSGACP00000018695	ENSMUSP00000115871
ENSGACP00000015037	ENSMUSP00000022634
ENSGACP00000024002	ENSMUSP00000022634
ENSGACP00000012570	ENSMUSP00000101718
ENSGACP00000027247	ENSMUSP00000113835
ENSGACP00000021404	ENSMUSP00000035644
ENSGACP00000017347	ENSMUSP00000064080
ENSGACP00000001472	ENSMUSP00000137246
ENSGACP00000022016	ENSMUSP00000137246
ENSGACP00000010024	ENSMUSP00000101311
ENSGACP00000019110	ENSMUSP00000099981
ENSGACP00000000737	ENSMUSP00000099981
ENSGACP00000021984	ENSMUSP00000073751
ENSGACP00000022508	ENSMUSP00000073751
ENSGACP00000023290	ENSMUSP00000094513
ENSGACP00000012908	ENSMUSP00000008088
ENSGACP00000016048	ENSMUSP00000048590
ENSGACP00000000469	ENSMUSP00000077074
ENSGACP00000026065	ENSMUSP00000024748
ENSGACP00000011907	ENSMUSP00000024748
ENSGACP00000016579	ENSMUSP00000043111
ENSGACP00000008874	ENSMUSP00000069422
ENSGACP00000012223	ENSMUSP00000069422
ENSGACP00000007775	ENSMUSP00000093206
ENSGACP00000017080	ENSMUSP00000093206
ENSGACP00000017165	ENSMUSP00000078407
ENSGACP00000022032	ENSMUSP00000098723
ENSGACP00000022620	ENSMUSP00000098723
ENSGACP00000003238	ENSMUSP00000033018
ENSGACP00000018828	ENSMUSP00000050211
ENSGACP00000017695	ENSMUSP00000050211
ENSGACP00000008818	ENSMUSP00000079239
ENSGACP00000012656	ENSMUSP00000079239
ENSGACP00000011083	ENSMUSP00000031009
ENSGACP00000027389	ENSMUSP00000020537
ENSGACP00000022089	ENSMUSP00000033153
ENSGACP00000023180	ENSMUSP00000106266
ENSGACP00000013240	ENSMUSP00000104889
ENSGACP00000020064	ENSMUSP00000104889
ENSGACP00000002785	ENSMUSP00000010298
ENSGACP00000006076	ENSMUSP00000049336
ENSGACP00000006810	ENSMUSP00000049336
ENSGACP00000015311	ENSMUSP00000117687
ENSGACP00000022667	ENSMUSP00000066805
ENSGACP00000011133	ENSMUSP00000066805
ENSGACP00000024334	ENSMUSP00000043596
ENSGACP00000016044	ENSMUSP00000102894
ENSGACP00000005908	ENSMUSP00000102894
ENSGACP00000024014	ENSMUSP00000106866
ENSGACP00000022179	ENSMUSP00000028635
ENSGACP00000002739	ENSMUSP00000022590
ENSGACP00000003395	ENSMUSP00000095608
ENSGACP00000012786	ENSMUSP00000095608
ENSGACP00000012792	ENSMUSP00000023068
ENSGACP00000012881	ENSMUSP00000033325
ENSGACP00000020693	ENSMUSP00000033325
ENSGACP00000011027	ENSMUSP00000002327
ENSGACP00000004699	ENSMUSP00000022901
ENSGACP00000025819	ENSMUSP00000087857
ENSGACP00000003311	ENSMUSP00000023203
ENSGACP00000022809	ENSMUSP00000023203
ENSGACP00000015331	ENSMUSP00000052017
ENSGACP00000020739	ENSMUSP00000043066
ENSGACP00000005829	ENSMUSP00000043066
ENSGACP00000008835	ENSMUSP00000030408
ENSGACP00000011245	ENSMUSP00000030408
ENSGACP00000016371	ENSMUSP00000045315
ENSGACP00000025915	ENSMUSP00000099938
ENSGACP00000001268	ENSMUSP00000099938
ENSGACP00000019977	ENSMUSP00000109728
ENSGACP00000025479	ENSMUSP00000099317
ENSGACP00000023059	ENSMUSP00000059575
ENSGACP00000020865	ENSMUSP00000015146
ENSGACP00000006184	ENSMUSP00000065935
ENSGACP00000022746	ENSMUSP00000028880
ENSGACP00000015810	ENSMUSP00000028880
ENSGACP00000026246	ENSMUSP00000096950
ENSGACP00000013992	ENSMUSP00000019998
ENSGACP00000004180	ENSMUSP00000124804
ENSGACP00000019224	ENSMUSP00000021907
ENSGACP00000006772	ENSMUSP00000130313
ENSGACP00000025488	ENSMUSP00000021166
ENSGACP00000016822	ENSMUSP00000021166
ENSGACP00000015817	ENSMUSP00000008626
ENSGACP00000005127	ENSMUSP00000105168
ENSGACP00000013360	ENSMUSP00000105168
ENSGACP00000011958	ENSMUSP00000020963
ENSGACP00000006503	ENSMUSP00000022908
ENSGACP00000018843	ENSMUSP00000023040
ENSGACP00000004457	ENSMUSP00000047586
ENSGACP00000003569	ENSMUSP00000020513
ENSGACP00000000780	ENSMUSP00000073371
ENSGACP00000014130	ENSMUSP00000073371
ENSGACP00000012921	ENSMUSP00000045357
ENSGACP00000005963	ENSMUSP00000048313
ENSGACP00000024457	ENSMUSP00000051331
ENSGACP00000015460	ENSMUSP00000051331
ENSGACP00000012659	ENSMUSP00000052584
ENSGACP00000026638	ENSMUSP00000061234
ENSGACP00000015555	ENSMUSP00000047220
ENSGACP00000003618	ENSMUSP00000086779
ENSGACP00000020341	ENSMUSP00000086779
ENSGACP00000017899	ENSMUSP00000130121
ENSGACP00000000852	ENSMUSP00000130121
ENSGACP00000021104	ENSMUSP00000106756
ENSGACP00000004378	ENSMUSP00000106756
ENSGACP00000005402	ENSMUSP00000018880
ENSGACP00000014294	ENSMUSP00000018880
ENSGACP00000013756	ENSMUSP00000112551
ENSGACP00000007473	ENSMUSP00000112551
ENSGACP00000012849	ENSMUSP00000099349
ENSGACP00000006054	ENSMUSP00000099349
ENSGACP00000015080	ENSMUSP00000033289
ENSGACP00000016304	ENSMUSP00000067611
ENSGACP00000015607	ENSMUSP00000072961
ENSGACP00000026957	ENSMUSP00000018429
ENSGACP00000000897	ENSMUSP00000100868
ENSGACP00000002462	ENSMUSP00000001569
ENSGACP00000012868	ENSMUSP00000001569
ENSGACP00000017642	ENSMUSP00000072136
ENSGACP00000026757	ENSMUSP00000072136
ENSGACP00000018233	ENSMUSP00000113494
ENSGACP00000008904	ENSMUSP00000021929
ENSGACP00000000619	ENSMUSP00000003360
ENSGACP00000018521	ENSMUSP00000045291
ENSGACP00000000329	ENSMUSP00000045291
ENSGACP00000004459	ENSMUSP00000114015
ENSGACP00000016861	ENSMUSP00000027965
ENSGACP00000015529	ENSMUSP00000113499
ENSGACP00000009913	ENSMUSP00000030434
ENSGACP00000009922	ENSMUSP00000030434
ENSGACP00000015006	ENSMUSP00000006137
ENSGACP00000026873	ENSMUSP00000109502
ENSGACP00000003151	ENSMUSP00000022561
ENSGACP00000003468	ENSMUSP00000030412
ENSGACP00000022217	ENSMUSP00000122964
ENSGACP00000011757	ENSMUSP00000049490
ENSGACP00000014367	ENSMUSP00000056787
ENSGACP00000004053	ENSMUSP00000102707
ENSGACP00000000467	ENSMUSP00000054330
ENSGACP00000017651	ENSMUSP00000124674
ENSGACP00000006256	ENSMUSP00000057896
ENSGACP00000003243	ENSMUSP00000110287
ENSGACP00000016726	ENSMUSP00000035099
ENSGACP00000017170	ENSMUSP00000028509
ENSGACP00000006661	ENSMUSP00000028509
ENSGACP00000015734	ENSMUSP00000129325
ENSGACP00000023926	ENSMUSP00000020640
ENSGACP00000010352	ENSMUSP00000112719
ENSGACP00000012430	ENSMUSP00000078361
ENSGACP00000008640	ENSMUSP00000070382
ENSGACP00000012380	ENSMUSP00000078774
ENSGACP00000017213	ENSMUSP00000020884
ENSGACP00000019707	ENSMUSP00000082013
ENSGACP00000010755	ENSMUSP00000027916
ENSGACP00000019776	ENSMUSP00000027287
ENSGACP00000003866	ENSMUSP00000027287
ENSGACP00000022795	ENSMUSP00000044466
ENSGACP00000003454	ENSMUSP00000027267
ENSGACP00000012526	ENSMUSP00000119875
ENSGACP00000016408	ENSMUSP00000105976
ENSGACP00000018537	ENSMUSP00000041308
ENSGACP00000011885	ENSMUSP00000113346
ENSGACP00000005391	ENSMUSP00000128696
ENSGACP00000001434	ENSMUSP00000043792
ENSGACP00000012412	ENSMUSP00000097444
ENSGACP00000021221	ENSMUSP00000058233
ENSGACP00000024915	ENSMUSP00000110900
ENSGACP00000024116	ENSMUSP00000085187
ENSGACP00000021207	ENSMUSP00000090130
ENSGACP00000002728	ENSMUSP00000093644
ENSGACP00000016313	ENSMUSP00000057462
ENSGACP00000020269	ENSMUSP00000059433
ENSGACP00000009636	ENSMUSP00000080739
ENSGACP00000002443	ENSMUSP00000071464
ENSGACP00000013063	ENSMUSP00000071464
ENSGACP00000017004	ENSMUSP00000046766
ENSGACP00000007536	ENSMUSP00000108987
ENSGACP00000013889	ENSMUSP00000062429
ENSGACP00000025574	ENSMUSP00000000326
ENSGACP00000002578	ENSMUSP00000071654
ENSGACP00000012455	ENSMUSP00000071654
ENSGACP00000017211	ENSMUSP00000116006
ENSGACP00000014008	ENSMUSP00000040706
ENSGACP00000018263	ENSMUSP00000032627
ENSGACP00000015401	ENSMUSP00000072773
ENSGACP00000027192	ENSMUSP00000072773
ENSGACP00000021567	ENSMUSP00000037719
ENSGACP00000015209	ENSMUSP00000113895
ENSGACP00000018097	ENSMUSP00000031445
ENSGACP00000010916	ENSMUSP00000060613
ENSGACP00000026214	ENSMUSP00000020157
ENSGACP00000014224	ENSMUSP00000092508
ENSGACP00000004339	ENSMUSP00000102227
ENSGACP00000014321	ENSMUSP00000102227
ENSGACP00000025233	ENSMUSP00000032396
ENSGACP00000020716	ENSMUSP00000114578
ENSGACP00000024858	ENSMUSP00000107333
ENSGACP00000015446	ENSMUSP00000107333
ENSGACP00000015014	ENSMUSP00000038444
ENSGACP00000023291	ENSMUSP00000038444
ENSGACP00000010829	ENSMUSP00000061511
ENSGACP00000014908	ENSMUSP00000030901
ENSGACP00000023181	ENSMUSP00000029644
ENSGACP00000017864	ENSMUSP00000068192
ENSGACP00000016724	ENSMUSP00000071939
ENSGACP00000010307	ENSMUSP00000071939
ENSGACP00000025250	ENSMUSP00000064680
ENSGACP00000008809	ENSMUSP00000064680
ENSGACP00000020461	ENSMUSP00000092901
ENSGACP00000017738	ENSMUSP00000068987
ENSGACP00000009460	ENSMUSP00000068987
ENSGACP00000026604	ENSMUSP00000034630
ENSGACP00000016386	ENSMUSP00000057669
ENSGACP00000025657	ENSMUSP00000057669
ENSGACP00000020822	ENSMUSP00000047865
ENSGACP00000005976	ENSMUSP00000103825
ENSGACP00000016603	ENSMUSP00000068516
ENSGACP00000005166	ENSMUSP00000068516
ENSGACP00000010819	ENSMUSP00000027027
ENSGACP00000015789	ENSMUSP00000023562
ENSGACP00000008007	ENSMUSP00000023562
ENSGACP00000020684	ENSMUSP00000091641
ENSGACP00000023006	ENSMUSP00000032749
ENSGACP00000014974	ENSMUSP00000031388
ENSGACP00000024113	ENSMUSP00000033695
ENSGACP00000019953	ENSMUSP00000027396
ENSGACP00000011113	ENSMUSP00000027396
ENSGACP00000016384	ENSMUSP00000047445
ENSGACP00000017010	ENSMUSP00000030884
ENSGACP00000014262	ENSMUSP00000004494
ENSGACP00000023429	ENSMUSP00000106894
ENSGACP00000025094	ENSMUSP00000106894
ENSGACP00000018547	ENSMUSP00000125043
ENSGACP00000004914	ENSMUSP00000125043
ENSGACP00000015813	ENSMUSP00000132725
ENSGACP00000011339	ENSMUSP00000096982
ENSGACP00000020862	ENSMUSP00000034739
ENSGACP00000021289	ENSMUSP00000026494
ENSGACP00000008614	ENSMUSP00000026494
ENSGACP00000026015	ENSMUSP00000020382
ENSGACP00000019861	ENSMUSP00000111222
ENSGACP00000006773	ENSMUSP00000055689
ENSGACP00000003396	ENSMUSP00000062327
ENSGACP00000003555	ENSMUSP00000098942
ENSGACP00000017105	ENSMUSP00000028780
ENSGACP00000007820	ENSMUSP00000028780
ENSGACP00000021854	ENSMUSP00000106118
ENSGACP00000016803	ENSMUSP00000008573
ENSGACP00000004174	ENSMUSP00000008573
ENSGACP00000002787	ENSMUSP00000137163
ENSGACP00000022646	ENSMUSP00000113235
ENSGACP00000024633	ENSMUSP00000113235
ENSGACP00000006311	ENSMUSP00000099752
ENSGACP00000008592	ENSMUSP00000021592
ENSGACP00000000400	ENSMUSP00000089758
ENSGACP00000000746	ENSMUSP00000028100
ENSGACP00000002113	ENSMUSP00000028100
ENSGACP00000010323	ENSMUSP00000018744
ENSGACP00000008505	ENSMUSP00000026470
ENSGACP00000027613	ENSMUSP00000104700
ENSGACP00000010934	ENSMUSP00000029459
ENSGACP00000006026	ENSMUSP00000105691
ENSGACP00000020004	ENSMUSP00000036410
ENSGACP00000024367	ENSMUSP00000020546
ENSGACP00000014284	ENSMUSP00000014957
ENSGACP00000020471	ENSMUSP00000014957
ENSGACP00000023727	ENSMUSP00000047218
ENSGACP00000020688	ENSMUSP00000081782
ENSGACP00000008475	ENSMUSP00000042185
ENSGACP00000008276	ENSMUSP00000042185
ENSGACP00000026831	ENSMUSP00000099490
ENSGACP00000012212	ENSMUSP00000099642
ENSGACP00000013164	ENSMUSP00000104973
ENSGACP00000019940	ENSMUSP00000104973
ENSGACP00000023350	ENSMUSP00000006293
ENSGACP00000010505	ENSMUSP00000030734
ENSGACP00000026339	ENSMUSP00000037890
ENSGACP00000008038	ENSMUSP00000013773
ENSGACP00000023684	ENSMUSP00000023353
ENSGACP00000015657	ENSMUSP00000066842
ENSGACP00000014348	ENSMUSP00000103007
ENSGACP00000021754	ENSMUSP00000103007
ENSGACP00000027214	ENSMUSP00000044472
ENSGACP00000017568	ENSMUSP00000052096
ENSGACP00000006650	ENSMUSP00000052096
ENSGACP00000003809	ENSMUSP00000033169
ENSGACP00000015239	ENSMUSP00000033169
ENSGACP00000007118	ENSMUSP00000099559
