ENSP00000371994	ENSMUSP00000129557
ENSP00000376458	ENSMUSP00000113977
ENSP00000371420	ENSMUSP00000031840
ENSP00000402758	ENSMUSP00000051869
ENSP00000404700	ENSMUSP00000025411
ENSP00000457991	ENSMUSP00000136166
ENSP00000262719	ENSMUSP00000056530
ENSP00000377725	ENSMUSP00000082814
ENSP00000338860	ENSMUSP00000050797
ENSP00000272771	ENSMUSP00000080533
ENSP00000302530	ENSMUSP00000028858
ENSP00000287598	ENSMUSP00000037126
ENSP00000364976	ENSMUSP00000075250
ENSP00000311083	ENSMUSP00000029679
ENSP00000346635	ENSMUSP00000071864
ENSP00000379042	ENSMUSP00000022378
ENSP00000366620	ENSMUSP00000030830
ENSP00000379619	ENSMUSP00000057320
ENSP00000294664	ENSMUSP00000124475
ENSP00000400252	ENSMUSP00000065787
ENSP00000362092	ENSMUSP00000030399
ENSP00000358423	ENSMUSP00000095792
ENSP00000386647	ENSMUSP00000097566
ENSP00000339587	ENSMUSP00000031845
ENSP00000367498	ENSMUSP00000030894
ENSP00000356669	ENSMUSP00000124871
ENSP00000362774	ENSMUSP00000097721
ENSP00000419465	ENSMUSP00000113040
ENSP00000352704	ENSMUSP00000036571
ENSP00000261592	ENSMUSP00000080150
ENSP00000254730	ENSMUSP00000131207
ENSP00000315680	ENSMUSP00000020182
ENSP00000280190	ENSMUSP00000117710
ENSP00000360107	ENSMUSP00000042343
ENSP00000404232	ENSMUSP00000026014
ENSP00000307041	ENSMUSP00000026096
ENSP00000370047	ENSMUSP00000135375
ENSP00000357928	ENSMUSP00000044305
ENSP00000334148	ENSMUSP00000035553
ENSP00000263966	ENSMUSP00000072155
ENSP00000229268	ENSMUSP00000041299
ENSP00000340736	ENSMUSP00000136035
ENSP00000309477	ENSMUSP00000100038
ENSP00000258886	ENSMUSP00000034843
ENSP00000356634	ENSMUSP00000124022
ENSP00000330658	ENSMUSP00000081545
ENSP00000438468	ENSMUSP00000046686
ENSP00000405423	ENSMUSP00000035110
ENSP00000295448	ENSMUSP00000031117
ENSP00000423674	ENSMUSP00000069081
ENSP00000366843	ENSMUSP00000056715
ENSP00000370031	ENSMUSP00000078148
ENSP00000268057	ENSMUSP00000026265
ENSP00000341874	ENSMUSP00000025270
ENSP00000369162	ENSMUSP00000021866
ENSP00000420616	ENSMUSP00000128260
ENSP00000357835	ENSMUSP00000033241
ENSP00000298251	ENSMUSP00000054105
ENSP00000377980	ENSMUSP00000058882
ENSP00000312379	ENSMUSP00000110781
ENSP00000385852	ENSMUSP00000047398
ENSP00000298492	ENSMUSP00000081541
ENSP00000369857	ENSMUSP00000055895
ENSP00000263354	ENSMUSP00000006181
ENSP00000366225	ENSMUSP00000028926
ENSP00000365529	ENSMUSP00000049708
ENSP00000345060	ENSMUSP00000091474
ENSP00000321636	ENSMUSP00000002891
ENSP00000381773	ENSMUSP00000023465
ENSP00000262419	ENSMUSP00000102590
ENSP00000281772	ENSMUSP00000063843
ENSP00000367453	ENSMUSP00000110741
ENSP00000419494	ENSMUSP00000098677
ENSP00000401859	ENSMUSP00000079179
ENSP00000233099	ENSMUSP00000094882
ENSP00000371903	ENSMUSP00000043115
ENSP00000350734	ENSMUSP00000058455
ENSP00000265437	ENSMUSP00000057326
ENSP00000262198	ENSMUSP00000068560
ENSP00000379346	ENSMUSP00000085316
ENSP00000415203	ENSMUSP00000031189
ENSP00000367880	ENSMUSP00000095713
ENSP00000226218	ENSMUSP00000017488
ENSP00000399679	ENSMUSP00000128943
ENSP00000403453	ENSMUSP00000109388
ENSP00000359600	ENSMUSP00000096140
ENSP00000436785	ENSMUSP00000046528
ENSP00000353557	ENSMUSP00000101113
ENSP00000325677	ENSMUSP00000033088
ENSP00000373772	ENSMUSP00000128546
ENSP00000265245	ENSMUSP00000112860
ENSP00000365806	ENSMUSP00000084450
ENSP00000383719	ENSMUSP00000024056
ENSP00000451261	ENSMUSP00000118333
ENSP00000269214	ENSMUSP00000025142
ENSP00000306999	ENSMUSP00000022613
ENSP00000370653	ENSMUSP00000132098
ENSP00000308405	ENSMUSP00000105359
ENSP00000216259	ENSMUSP00000023112
ENSP00000400958	ENSMUSP00000114087
ENSP00000358617	ENSMUSP00000066607
ENSP00000345206	ENSMUSP00000040694
ENSP00000341243	ENSMUSP00000017151
ENSP00000281961	ENSMUSP00000025092
ENSP00000343103	ENSMUSP00000071521
ENSP00000314396	ENSMUSP00000050181
ENSP00000266395	ENSMUSP00000119246
ENSP00000328412	ENSMUSP00000026452
ENSP00000300051	ENSMUSP00000068086
ENSP00000264167	ENSMUSP00000041967
ENSP00000384262	ENSMUSP00000044072
ENSP00000359583	ENSMUSP00000097026
ENSP00000228476	ENSMUSP00000107911
ENSP00000357920	ENSMUSP00000019977
ENSP00000371393	ENSMUSP00000084582
ENSP00000298198	ENSMUSP00000081998
ENSP00000265070	ENSMUSP00000057375
ENSP00000271732	ENSMUSP00000134799
ENSP00000339207	ENSMUSP00000069112
ENSP00000359820	ENSMUSP00000110484
ENSP00000377807	ENSMUSP00000097152
ENSP00000423366	ENSMUSP00000127212
ENSP00000323811	ENSMUSP00000022437
ENSP00000263383	ENSMUSP00000101023
ENSP00000389948	ENSMUSP00000090360
ENSP00000242210	ENSMUSP00000031793
ENSP00000264779	ENSMUSP00000048240
ENSP00000347224	ENSMUSP00000030460
ENSP00000333920	ENSMUSP00000097809
ENSP00000428765	ENSMUSP00000078160
ENSP00000357900	ENSMUSP00000037168
ENSP00000371517	ENSMUSP00000066915
ENSP00000312054	ENSMUSP00000070759
ENSP00000429200	ENSMUSP00000039990
ENSP00000359526	ENSMUSP00000036913
ENSP00000307854	ENSMUSP00000029116
ENSP00000353739	ENSMUSP00000059261
ENSP00000264864	ENSMUSP00000031081
ENSP00000360687	ENSMUSP00000015234
ENSP00000303149	ENSMUSP00000098680
ENSP00000331600	ENSMUSP00000065533
ENSP00000297146	ENSMUSP00000053837
ENSP00000263182	ENSMUSP00000046302
ENSP00000335261	ENSMUSP00000111624
ENSP00000223023	ENSMUSP00000031695
ENSP00000365891	ENSMUSP00000033505
ENSP00000378364	ENSMUSP00000023774
ENSP00000233202	ENSMUSP00000027368
ENSP00000295049	ENSMUSP00000027121
ENSP00000260270	ENSMUSP00000034552
ENSP00000377311	ENSMUSP00000010348
ENSP00000462647	ENSMUSP00000067057
ENSP00000280258	ENSMUSP00000045191
ENSP00000440870	ENSMUSP00000137445
ENSP00000469240	ENSMUSP00000005711
ENSP00000263780	ENSMUSP00000004965
ENSP00000258198	ENSMUSP00000045480
ENSP00000273130	ENSMUSP00000035366
ENSP00000384690	ENSMUSP00000039357
ENSP00000262065	ENSMUSP00000004050
ENSP00000336127	ENSMUSP00000052107
ENSP00000316699	ENSMUSP00000040771
ENSP00000251588	ENSMUSP00000002350
ENSP00000309899	ENSMUSP00000099304
ENSP00000361721	ENSMUSP00000092408
ENSP00000356623	ENSMUSP00000038405
ENSP00000401764	ENSMUSP00000098890
ENSP00000313811	ENSMUSP00000099913
ENSP00000359829	ENSMUSP00000113265
ENSP00000216117	ENSMUSP00000005548
ENSP00000459214	ENSMUSP00000004172
ENSP00000209728	ENSMUSP00000091469
ENSP00000360623	ENSMUSP00000099805
ENSP00000304292	ENSMUSP00000041751
ENSP00000340836	ENSMUSP00000025631
ENSP00000339681	ENSMUSP00000131620
ENSP00000361345	ENSMUSP00000052826
ENSP00000261534	ENSMUSP00000035260
ENSP00000361302	ENSMUSP00000038722
ENSP00000265174	ENSMUSP00000029666
ENSP00000474453	ENSMUSP00000118759
ENSP00000349393	ENSMUSP00000093130
ENSP00000367787	ENSMUSP00000133805
ENSP00000234313	ENSMUSP00000099945
ENSP00000216446	ENSMUSP00000021544
ENSP00000390849	ENSMUSP00000122274
ENSP00000414558	ENSMUSP00000044134
ENSP00000476668	ENSMUSP00000099660
ENSP00000264703	ENSMUSP00000127404
ENSP00000397644	ENSMUSP00000127192
ENSP00000290524	ENSMUSP00000117963
ENSP00000326244	ENSMUSP00000076321
ENSP00000393161	ENSMUSP00000136337
ENSP00000398076	ENSMUSP00000089394
ENSP00000280193	ENSMUSP00000033919
ENSP00000297904	ENSMUSP00000033751
ENSP00000288266	ENSMUSP00000042875
ENSP00000446917	ENSMUSP00000020500
ENSP00000269601	ENSMUSP00000115320
ENSP00000396915	ENSMUSP00000096148
ENSP00000376523	ENSMUSP00000110606
ENSP00000452746	ENSMUSP00000055823
ENSP00000387261	ENSMUSP00000110389
ENSP00000365725	ENSMUSP00000053558
ENSP00000336693	ENSMUSP00000134568
ENSP00000040738	ENSMUSP00000058618
ENSP00000344829	ENSMUSP00000038732
ENSP00000012049	ENSMUSP00000032566
ENSP00000386414	ENSMUSP00000094174
ENSP00000299293	ENSMUSP00000020381
ENSP00000362109	ENSMUSP00000108921
ENSP00000309092	ENSMUSP00000107914
ENSP00000350949	ENSMUSP00000109214
ENSP00000453129	ENSMUSP00000028636
ENSP00000465930	ENSMUSP00000021114
ENSP00000367276	ENSMUSP00000039518
ENSP00000278174	ENSMUSP00000048530
ENSP00000362836	ENSMUSP00000112957
ENSP00000355747	ENSMUSP00000106735
ENSP00000326366	ENSMUSP00000098786
ENSP00000003302	ENSMUSP00000047467
ENSP00000285679	ENSMUSP00000023580
ENSP00000395574	ENSMUSP00000030427
ENSP00000369270	ENSMUSP00000115599
ENSP00000398089	ENSMUSP00000034163
ENSP00000460825	ENSMUSP00000104150
ENSP00000331933	ENSMUSP00000092021
ENSP00000291495	ENSMUSP00000061544
ENSP00000261883	ENSMUSP00000036631
ENSP00000323074	ENSMUSP00000070896
ENSP00000358541	ENSMUSP00000029447
ENSP00000315118	ENSMUSP00000104015
ENSP00000355741	ENSMUSP00000027766
ENSP00000296657	ENSMUSP00000118984
ENSP00000301190	ENSMUSP00000067028
ENSP00000371472	ENSMUSP00000082422
ENSP00000278886	ENSMUSP00000105522
ENSP00000377381	ENSMUSP00000056765
ENSP00000359698	ENSMUSP00000026170
ENSP00000330382	ENSMUSP00000000500
ENSP00000346508	ENSMUSP00000075463
ENSP00000401513	ENSMUSP00000039378
ENSP00000373610	ENSMUSP00000044177
ENSP00000230122	ENSMUSP00000079592
ENSP00000421246	ENSMUSP00000136019
ENSP00000392812	ENSMUSP00000021283
ENSP00000475670	ENSMUSP00000052522
ENSP00000473983	ENSMUSP00000045252
ENSP00000404991	ENSMUSP00000068551
ENSP00000340691	ENSMUSP00000033880
ENSP00000362314	ENSMUSP00000020288
ENSP00000308472	ENSMUSP00000039298
ENSP00000454646	ENSMUSP00000037023
ENSP00000299709	ENSMUSP00000038438
ENSP00000345361	ENSMUSP00000088516
ENSP00000359370	ENSMUSP00000064900
ENSP00000378721	ENSMUSP00000092157
ENSP00000363329	ENSMUSP00000081574
ENSP00000259392	ENSMUSP00000081578
ENSP00000273986	ENSMUSP00000029815
ENSP00000413133	ENSMUSP00000078337
ENSP00000442954	ENSMUSP00000020349
ENSP00000269391	ENSMUSP00000097776
ENSP00000262370	ENSMUSP00000023159
ENSP00000328426	ENSMUSP00000093774
ENSP00000417509	ENSMUSP00000022450
ENSP00000456348	ENSMUSP00000026267
ENSP00000281631	ENSMUSP00000022239
ENSP00000236850	ENSMUSP00000034588
ENSP00000350425	ENSMUSP00000034585
ENSP00000308258	ENSMUSP00000026568
ENSP00000430548	ENSMUSP00000021990
ENSP00000341562	ENSMUSP00000006914
ENSP00000300404	ENSMUSP00000037239
ENSP00000229583	ENSMUSP00000071899
ENSP00000350509	ENSMUSP00000019942
ENSP00000436455	ENSMUSP00000032895
ENSP00000385923	ENSMUSP00000033096
ENSP00000386862	ENSMUSP00000067581
ENSP00000383185	ENSMUSP00000042955
ENSP00000330278	ENSMUSP00000049460
ENSP00000282406	ENSMUSP00000039628
ENSP00000361522	ENSMUSP00000130710
ENSP00000411124	ENSMUSP00000072899
ENSP00000216468	ENSMUSP00000043742
ENSP00000203407	ENSMUSP00000026743
ENSP00000355720	ENSMUSP00000104407
ENSP00000394085	ENSMUSP00000047570
ENSP00000328835	ENSMUSP00000000958
ENSP00000354522	ENSMUSP00000105094
ENSP00000294119	ENSMUSP00000093974
ENSP00000272638	ENSMUSP00000027592
ENSP00000342392	ENSMUSP00000103017
ENSP00000281047	ENSMUSP00000055001
ENSP00000362987	ENSMUSP00000045807
ENSP00000415491	ENSMUSP00000003561
ENSP00000222219	ENSMUSP00000003910
ENSP00000359699	ENSMUSP00000029836
ENSP00000275732	ENSMUSP00000031727
ENSP00000440190	ENSMUSP00000129019
ENSP00000385570	ENSMUSP00000040062
ENSP00000284273	ENSMUSP00000043865
ENSP00000317327	ENSMUSP00000045890
ENSP00000360437	ENSMUSP00000028995
ENSP00000323635	ENSMUSP00000045927
ENSP00000379441	ENSMUSP00000070339
ENSP00000276201	ENSMUSP00000075614
ENSP00000265271	ENSMUSP00000089540
ENSP00000267229	ENSMUSP00000097901
ENSP00000388550	ENSMUSP00000058630
ENSP00000256257	ENSMUSP00000040478
ENSP00000265840	ENSMUSP00000046191
ENSP00000326342	ENSMUSP00000137044
ENSP00000362123	ENSMUSP00000009790
ENSP00000299977	ENSMUSP00000064819
ENSP00000391101	ENSMUSP00000139132
ENSP00000261441	ENSMUSP00000069246
ENSP00000334040	ENSMUSP00000039482
ENSP00000247225	ENSMUSP00000021450
ENSP00000315137	ENSMUSP00000036656
ENSP00000304467	ENSMUSP00000005057
ENSP00000370372	ENSMUSP00000104938
ENSP00000359464	ENSMUSP00000027343
ENSP00000290291	ENSMUSP00000029087
ENSP00000279146	ENSMUSP00000113807
ENSP00000370521	ENSMUSP00000036279
ENSP00000278836	ENSMUSP00000085329
ENSP00000440626	ENSMUSP00000037477
ENSP00000363614	ENSMUSP00000030432
ENSP00000381654	ENSMUSP00000008052
ENSP00000456226	ENSMUSP00000124520
ENSP00000329548	ENSMUSP00000061634
ENSP00000403130	ENSMUSP00000107628
ENSP00000329558	ENSMUSP00000053440
ENSP00000342518	ENSMUSP00000073972
ENSP00000355577	ENSMUSP00000104390
ENSP00000268097	ENSMUSP00000026262
ENSP00000261416	ENSMUSP00000022169
ENSP00000326604	ENSMUSP00000058405
ENSP00000267102	ENSMUSP00000023736
ENSP00000316491	ENSMUSP00000108096
ENSP00000356058	ENSMUSP00000048303
ENSP00000348888	ENSMUSP00000027675
ENSP00000323246	ENSMUSP00000073453
ENSP00000434199	ENSMUSP00000056778
ENSP00000348722	ENSMUSP00000123129
ENSP00000415899	ENSMUSP00000044075
ENSP00000298288	ENSMUSP00000106251
ENSP00000295628	ENSMUSP00000077779
ENSP00000379568	ENSMUSP00000110175
ENSP00000405969	ENSMUSP00000024492
ENSP00000230792	ENSMUSP00000025065
ENSP00000349874	ENSMUSP00000022343
ENSP00000392330	ENSMUSP00000002091
ENSP00000368414	ENSMUSP00000020979
ENSP00000373364	ENSMUSP00000093410
ENSP00000424544	ENSMUSP00000126080
ENSP00000354649	ENSMUSP00000120994
ENSP00000356256	ENSMUSP00000079883
ENSP00000379999	ENSMUSP00000033498
ENSP00000435096	ENSMUSP00000079180
ENSP00000262144	ENSMUSP00000043671
ENSP00000293883	ENSMUSP00000026833
ENSP00000296411	ENSMUSP00000029804
ENSP00000315152	ENSMUSP00000048190
ENSP00000357907	ENSMUSP00000040936
ENSP00000243253	ENSMUSP00000032168
ENSP00000298428	ENSMUSP00000100046
ENSP00000419879	ENSMUSP00000099470
ENSP00000295887	ENSMUSP00000031273
ENSP00000472474	ENSMUSP00000113726
ENSP00000314792	ENSMUSP00000084868
ENSP00000250863	ENSMUSP00000010736
ENSP00000362894	ENSMUSP00000101077
ENSP00000272430	ENSMUSP00000065571
ENSP00000234677	ENSMUSP00000099685
ENSP00000369346	ENSMUSP00000113274
ENSP00000364765	ENSMUSP00000096379
ENSP00000299295	ENSMUSP00000023568
ENSP00000452885	ENSMUSP00000037035
ENSP00000354669	ENSMUSP00000102805
ENSP00000358120	ENSMUSP00000015889
ENSP00000376568	ENSMUSP00000058596
ENSP00000285848	ENSMUSP00000000985
ENSP00000295890	ENSMUSP00000113353
ENSP00000337998	ENSMUSP00000023747
ENSP00000387128	ENSMUSP00000108202
ENSP00000295641	ENSMUSP00000027414
ENSP00000339958	ENSMUSP00000022469
ENSP00000381436	ENSMUSP00000131500
ENSP00000320957	ENSMUSP00000124091
ENSP00000356299	ENSMUSP00000128185
ENSP00000433361	ENSMUSP00000033333
ENSP00000244051	ENSMUSP00000096670
ENSP00000348565	ENSMUSP00000035166
ENSP00000369863	ENSMUSP00000078392
ENSP00000312017	ENSMUSP00000091553
ENSP00000369695	ENSMUSP00000077232
ENSP00000252674	ENSMUSP00000025053
ENSP00000310841	ENSMUSP00000057573
ENSP00000338171	ENSMUSP00000099443
ENSP00000005587	ENSMUSP00000077342
ENSP00000241014	ENSMUSP00000050773
ENSP00000330572	ENSMUSP00000023291
ENSP00000370503	ENSMUSP00000000388
ENSP00000262659	ENSMUSP00000105425
ENSP00000274008	ENSMUSP00000103747
ENSP00000216780	ENSMUSP00000038555
ENSP00000319814	ENSMUSP00000029017
ENSP00000319788	ENSMUSP00000003947
ENSP00000337773	ENSMUSP00000021843
ENSP00000369897	ENSMUSP00000010899
ENSP00000257347	ENSMUSP00000046453
ENSP00000342604	ENSMUSP00000020003
ENSP00000265018	ENSMUSP00000016023
ENSP00000350833	ENSMUSP00000106692
ENSP00000367309	ENSMUSP00000040550
ENSP00000340684	ENSMUSP00000026013
ENSP00000373594	ENSMUSP00000034862
ENSP00000349181	ENSMUSP00000098312
ENSP00000367038	ENSMUSP00000016072
ENSP00000378725	ENSMUSP00000022391
ENSP00000276390	ENSMUSP00000006435
ENSP00000234396	ENSMUSP00000006431
ENSP00000263026	ENSMUSP00000046595
ENSP00000398048	ENSMUSP00000029662
ENSP00000253023	ENSMUSP00000005714
ENSP00000245105	ENSMUSP00000070610
ENSP00000423660	ENSMUSP00000055094
ENSP00000414856	ENSMUSP00000031249
ENSP00000231061	ENSMUSP00000018737
ENSP00000360366	ENSMUSP00000099823
ENSP00000305995	ENSMUSP00000033585
ENSP00000374014	ENSMUSP00000046114
ENSP00000317000	ENSMUSP00000038017
ENSP00000356967	ENSMUSP00000005817
ENSP00000391774	ENSMUSP00000068408
ENSP00000345412	ENSMUSP00000038958
ENSP00000339449	ENSMUSP00000021287
ENSP00000293879	ENSMUSP00000078426
ENSP00000336790	ENSMUSP00000105234
ENSP00000396954	ENSMUSP00000047771
ENSP00000387654	ENSMUSP00000032065
ENSP00000274569	ENSMUSP00000025472
ENSP00000337226	ENSMUSP00000058901
ENSP00000326933	ENSMUSP00000090981
ENSP00000364815	ENSMUSP00000084572
ENSP00000441000	ENSMUSP00000047917
ENSP00000304670	ENSMUSP00000020827
ENSP00000257575	ENSMUSP00000112903
ENSP00000384477	ENSMUSP00000001672
ENSP00000398971	ENSMUSP00000010192
ENSP00000317902	ENSMUSP00000034398
ENSP00000383936	ENSMUSP00000019951
ENSP00000381102	ENSMUSP00000124782
ENSP00000285419	ENSMUSP00000029875
ENSP00000257287	ENSMUSP00000112602
ENSP00000377123	ENSMUSP00000048859
ENSP00000454836	ENSMUSP00000120911
ENSP00000262715	ENSMUSP00000006444
ENSP00000324810	ENSMUSP00000034272
ENSP00000354772	ENSMUSP00000048901
ENSP00000369141	ENSMUSP00000124264
ENSP00000323511	ENSMUSP00000003044
ENSP00000302232	ENSMUSP00000038721
ENSP00000398181	ENSMUSP00000056043
ENSP00000212355	ENSMUSP00000031224
ENSP00000457962	ENSMUSP00000106621
ENSP00000362299	ENSMUSP00000009705
ENSP00000384610	ENSMUSP00000044078
ENSP00000407509	ENSMUSP00000106699
ENSP00000368066	ENSMUSP00000028704
ENSP00000316339	ENSMUSP00000029464
ENSP00000290949	ENSMUSP00000013304
ENSP00000313050	ENSMUSP00000083211
ENSP00000297056	ENSMUSP00000043088
ENSP00000257215	ENSMUSP00000046358
ENSP00000276893	ENSMUSP00000025739
ENSP00000273173	ENSMUSP00000091289
ENSP00000287490	ENSMUSP00000033049
ENSP00000348069	ENSMUSP00000020846
ENSP00000354476	ENSMUSP00000023100
ENSP00000420298	ENSMUSP00000130518
ENSP00000320509	ENSMUSP00000035484
ENSP00000339826	ENSMUSP00000052777
ENSP00000361557	ENSMUSP00000108631
ENSP00000401264	ENSMUSP00000033727
ENSP00000249396	ENSMUSP00000072732
ENSP00000372191	ENSMUSP00000026559
ENSP00000302485	ENSMUSP00000044441
ENSP00000351669	ENSMUSP00000038671
ENSP00000442318	ENSMUSP00000020315
ENSP00000387641	ENSMUSP00000075377
ENSP00000420270	ENSMUSP00000027979
ENSP00000307863	ENSMUSP00000005041
ENSP00000409279	ENSMUSP00000133939
ENSP00000269143	ENSMUSP00000025408
ENSP00000298746	ENSMUSP00000026073
ENSP00000361982	ENSMUSP00000041848
ENSP00000409256	ENSMUSP00000055899
ENSP00000409382	ENSMUSP00000071494
ENSP00000332148	ENSMUSP00000108506
ENSP00000253363	ENSMUSP00000105216
ENSP00000470652	ENSMUSP00000115754
ENSP00000367931	ENSMUSP00000101233
ENSP00000226021	ENSMUSP00000021065
ENSP00000252729	ENSMUSP00000138622
ENSP00000324403	ENSMUSP00000125355
ENSP00000362144	ENSMUSP00000020312
ENSP00000378145	ENSMUSP00000029624
ENSP00000442534	ENSMUSP00000059883
ENSP00000295324	ENSMUSP00000067217
ENSP00000357474	ENSMUSP00000093356
ENSP00000252992	ENSMUSP00000039889
ENSP00000274192	ENSMUSP00000089097
ENSP00000351138	ENSMUSP00000097787
ENSP00000359827	ENSMUSP00000072836
ENSP00000262866	ENSMUSP00000029164
ENSP00000394049	ENSMUSP00000131865
ENSP00000459043	ENSMUSP00000053808
ENSP00000380690	ENSMUSP00000053547
ENSP00000257787	ENSMUSP00000081322
ENSP00000392678	ENSMUSP00000099696
ENSP00000453854	ENSMUSP00000055772
ENSP00000364965	ENSMUSP00000045740
ENSP00000368758	ENSMUSP00000089507
ENSP00000406145	ENSMUSP00000097051
ENSP00000313226	ENSMUSP00000057115
ENSP00000378548	ENSMUSP00000058762
ENSP00000229955	ENSMUSP00000039312
ENSP00000258456	ENSMUSP00000135986
ENSP00000365080	ENSMUSP00000106596
ENSP00000252338	ENSMUSP00000094090
ENSP00000300069	ENSMUSP00000057600
ENSP00000340176	ENSMUSP00000033995
ENSP00000380820	ENSMUSP00000125960
ENSP00000381824	ENSMUSP00000109161
ENSP00000339115	ENSMUSP00000086294
ENSP00000360642	ENSMUSP00000030320
ENSP00000313601	ENSMUSP00000046449
ENSP00000261844	ENSMUSP00000080442
ENSP00000367823	ENSMUSP00000103592
ENSP00000258888	ENSMUSP00000102971
ENSP00000354991	ENSMUSP00000048752
ENSP00000359333	ENSMUSP00000031198
ENSP00000360757	ENSMUSP00000073860
ENSP00000234739	ENSMUSP00000046152
ENSP00000335320	ENSMUSP00000074516
ENSP00000455952	ENSMUSP00000136776
ENSP00000349364	ENSMUSP00000056373
ENSP00000393785	ENSMUSP00000121496
ENSP00000303580	ENSMUSP00000017981
ENSP00000351740	ENSMUSP00000031080
ENSP00000341597	ENSMUSP00000104478
ENSP00000375919	ENSMUSP00000022386
ENSP00000317224	ENSMUSP00000040486
ENSP00000252998	ENSMUSP00000047237
ENSP00000382628	ENSMUSP00000046255
ENSP00000371297	ENSMUSP00000105501
ENSP00000407118	ENSMUSP00000087511
ENSP00000374049	ENSMUSP00000033180
ENSP00000428205	ENSMUSP00000022986
ENSP00000276326	ENSMUSP00000039544
ENSP00000305839	ENSMUSP00000115539
ENSP00000476603	ENSMUSP00000051805
ENSP00000363433	ENSMUSP00000093718
ENSP00000379512	ENSMUSP00000008684
ENSP00000342385	ENSMUSP00000099916
ENSP00000262301	ENSMUSP00000112340
ENSP00000424381	ENSMUSP00000023283
ENSP00000412724	ENSMUSP00000031879
ENSP00000419235	ENSMUSP00000036379
ENSP00000318165	ENSMUSP00000128914
ENSP00000185150	ENSMUSP00000072929
ENSP00000342609	ENSMUSP00000040048
ENSP00000301452	ENSMUSP00000062037
ENSP00000232974	ENSMUSP00000091286
ENSP00000422131	ENSMUSP00000021957
ENSP00000324587	ENSMUSP00000138082
ENSP00000309548	ENSMUSP00000092821
ENSP00000379503	ENSMUSP00000103934
ENSP00000258399	ENSMUSP00000035445
ENSP00000254181	ENSMUSP00000062349
ENSP00000423390	ENSMUSP00000110519
ENSP00000254227	ENSMUSP00000039175
ENSP00000368253	ENSMUSP00000026036
ENSP00000355902	ENSMUSP00000065009
ENSP00000261530	ENSMUSP00000065858
ENSP00000362122	ENSMUSP00000033602
ENSP00000367198	ENSMUSP00000022603
ENSP00000381302	ENSMUSP00000091557
ENSP00000350698	ENSMUSP00000032326
ENSP00000354053	ENSMUSP00000020485
ENSP00000385730	ENSMUSP00000022476
ENSP00000337512	ENSMUSP00000060558
ENSP00000413234	ENSMUSP00000003038
ENSP00000299721	ENSMUSP00000025397
ENSP00000378464	ENSMUSP00000046748
ENSP00000392452	ENSMUSP00000103687
ENSP00000350260	ENSMUSP00000109838
ENSP00000326063	ENSMUSP00000002924
ENSP00000338165	ENSMUSP00000099648
ENSP00000366582	ENSMUSP00000129183
ENSP00000429763	ENSMUSP00000129222
ENSP00000266556	ENSMUSP00000047105
ENSP00000404833	ENSMUSP00000025161
ENSP00000356574	ENSMUSP00000035658
ENSP00000351536	ENSMUSP00000037128
ENSP00000356476	ENSMUSP00000068309
ENSP00000362047	ENSMUSP00000033611
ENSP00000367879	ENSMUSP00000015486
ENSP00000384794	ENSMUSP00000129719
ENSP00000236709	ENSMUSP00000045629
ENSP00000397566	ENSMUSP00000098217
ENSP00000322542	ENSMUSP00000049625
ENSP00000410964	ENSMUSP00000071618
ENSP00000276461	ENSMUSP00000033873
ENSP00000187762	ENSMUSP00000034244
ENSP00000363824	ENSMUSP00000030127
ENSP00000358314	ENSMUSP00000057623
ENSP00000274382	ENSMUSP00000111239
ENSP00000284486	ENSMUSP00000113962
