ENSGACP00000003450	ENSMODP00000016222
ENSGACP00000011721	ENSMODP00000008192
ENSGACP00000027099	ENSMODP00000008192
ENSGACP00000011559	ENSMODP00000001321
ENSGACP00000017951	ENSMODP00000002224
ENSGACP00000015966	ENSMODP00000037870
ENSGACP00000026018	ENSMODP00000025864
ENSGACP00000002664	ENSMODP00000003584
ENSGACP00000027556	ENSMODP00000002817
ENSGACP00000007590	ENSMODP00000038370
ENSGACP00000020749	ENSMODP00000026476
ENSGACP00000018344	ENSMODP00000041225
ENSGACP00000010385	ENSMODP00000041225
ENSGACP00000000914	ENSMODP00000011148
ENSGACP00000000021	ENSMODP00000007912
ENSGACP00000011241	ENSMODP00000004065
ENSGACP00000020288	ENSMODP00000012096
ENSGACP00000001911	ENSMODP00000007344
ENSGACP00000007138	ENSMODP00000018755
ENSGACP00000004422	ENSMODP00000001901
ENSGACP00000003666	ENSMODP00000001901
ENSGACP00000011196	ENSMODP00000039384
ENSGACP00000007187	ENSMODP00000008413
ENSGACP00000016161	ENSMODP00000004973
ENSGACP00000024493	ENSMODP00000004973
ENSGACP00000000735	ENSMODP00000013495
ENSGACP00000010464	ENSMODP00000034189
ENSGACP00000006872	ENSMODP00000000094
ENSGACP00000023066	ENSMODP00000007365
ENSGACP00000000461	ENSMODP00000007365
ENSGACP00000003912	ENSMODP00000010376
ENSGACP00000009481	ENSMODP00000017734
ENSGACP00000011845	ENSMODP00000038729
ENSGACP00000021135	ENSMODP00000008272
ENSGACP00000021866	ENSMODP00000027526
ENSGACP00000007876	ENSMODP00000001390
ENSGACP00000027303	ENSMODP00000020566
ENSGACP00000010930	ENSMODP00000022818
ENSGACP00000012124	ENSMODP00000022818
ENSGACP00000018057	ENSMODP00000029490
ENSGACP00000022163	ENSMODP00000003053
ENSGACP00000018180	ENSMODP00000016712
ENSGACP00000022131	ENSMODP00000033985
ENSGACP00000002588	ENSMODP00000032414
ENSGACP00000008175	ENSMODP00000029702
ENSGACP00000003921	ENSMODP00000037224
ENSGACP00000025740	ENSMODP00000023718
ENSGACP00000018125	ENSMODP00000019870
ENSGACP00000004802	ENSMODP00000019870
ENSGACP00000021911	ENSMODP00000000880
ENSGACP00000021818	ENSMODP00000002215
ENSGACP00000018056	ENSMODP00000009587
ENSGACP00000021003	ENSMODP00000021955
ENSGACP00000016236	ENSMODP00000016708
ENSGACP00000002180	ENSMODP00000016584
ENSGACP00000013483	ENSMODP00000022528
ENSGACP00000024752	ENSMODP00000022528
ENSGACP00000010534	ENSMODP00000018607
ENSGACP00000011568	ENSMODP00000018465
ENSGACP00000021290	ENSMODP00000025688
ENSGACP00000027530	ENSMODP00000010983
ENSGACP00000014310	ENSMODP00000016859
ENSGACP00000021700	ENSMODP00000024162
ENSGACP00000004791	ENSMODP00000020925
ENSGACP00000005839	ENSMODP00000024384
ENSGACP00000015953	ENSMODP00000024384
ENSGACP00000006973	ENSMODP00000005847
ENSGACP00000008152	ENSMODP00000002404
ENSGACP00000015103	ENSMODP00000017805
ENSGACP00000025469	ENSMODP00000022312
ENSGACP00000021045	ENSMODP00000008391
ENSGACP00000017091	ENSMODP00000007264
ENSGACP00000000920	ENSMODP00000026677
ENSGACP00000007486	ENSMODP00000001995
ENSGACP00000023599	ENSMODP00000005019
ENSGACP00000010117	ENSMODP00000002341
ENSGACP00000004413	ENSMODP00000016991
ENSGACP00000012088	ENSMODP00000015292
ENSGACP00000016580	ENSMODP00000008404
ENSGACP00000012015	ENSMODP00000009178
ENSGACP00000003354	ENSMODP00000019250
ENSGACP00000017751	ENSMODP00000005172
ENSGACP00000023075	ENSMODP00000011207
ENSGACP00000017011	ENSMODP00000018430
ENSGACP00000007428	ENSMODP00000013411
ENSGACP00000009427	ENSMODP00000022722
ENSGACP00000021603	ENSMODP00000006539
ENSGACP00000025596	ENSMODP00000002667
ENSGACP00000000395	ENSMODP00000014036
ENSGACP00000020960	ENSMODP00000017826
ENSGACP00000021718	ENSMODP00000025552
ENSGACP00000019344	ENSMODP00000011603
ENSGACP00000011494	ENSMODP00000010010
ENSGACP00000014110	ENSMODP00000010010
ENSGACP00000019960	ENSMODP00000022685
ENSGACP00000008674	ENSMODP00000021890
ENSGACP00000026842	ENSMODP00000008763
ENSGACP00000003472	ENSMODP00000015333
ENSGACP00000012673	ENSMODP00000015333
ENSGACP00000007095	ENSMODP00000028685
ENSGACP00000014368	ENSMODP00000036307
ENSGACP00000000292	ENSMODP00000014541
ENSGACP00000006693	ENSMODP00000009252
ENSGACP00000004429	ENSMODP00000026395
ENSGACP00000008924	ENSMODP00000039309
ENSGACP00000017558	ENSMODP00000013636
ENSGACP00000011301	ENSMODP00000018691
ENSGACP00000021853	ENSMODP00000018296
ENSGACP00000005005	ENSMODP00000023378
ENSGACP00000012864	ENSMODP00000019404
ENSGACP00000014403	ENSMODP00000014981
ENSGACP00000009580	ENSMODP00000021797
ENSGACP00000019059	ENSMODP00000001290
ENSGACP00000017829	ENSMODP00000028763
ENSGACP00000018206	ENSMODP00000007066
ENSGACP00000023068	ENSMODP00000019207
ENSGACP00000000050	ENSMODP00000017990
ENSGACP00000005394	ENSMODP00000026837
ENSGACP00000022546	ENSMODP00000026837
ENSGACP00000013828	ENSMODP00000015155
ENSGACP00000024912	ENSMODP00000015155
ENSGACP00000012132	ENSMODP00000018577
ENSGACP00000001843	ENSMODP00000026344
ENSGACP00000021858	ENSMODP00000002111
ENSGACP00000010752	ENSMODP00000001127
ENSGACP00000019095	ENSMODP00000008722
ENSGACP00000014516	ENSMODP00000008722
ENSGACP00000020592	ENSMODP00000014498
ENSGACP00000009068	ENSMODP00000010208
ENSGACP00000021426	ENSMODP00000006402
ENSGACP00000026139	ENSMODP00000016399
ENSGACP00000008777	ENSMODP00000021009
ENSGACP00000013349	ENSMODP00000026410
ENSGACP00000009789	ENSMODP00000026514
ENSGACP00000020780	ENSMODP00000026514
ENSGACP00000019067	ENSMODP00000024852
ENSGACP00000004726	ENSMODP00000016861
ENSGACP00000006926	ENSMODP00000002564
ENSGACP00000001901	ENSMODP00000004004
ENSGACP00000001386	ENSMODP00000025494
ENSGACP00000027399	ENSMODP00000012894
ENSGACP00000026619	ENSMODP00000025753
ENSGACP00000002732	ENSMODP00000023235
ENSGACP00000010837	ENSMODP00000032580
ENSGACP00000002075	ENSMODP00000011007
ENSGACP00000004258	ENSMODP00000006325
ENSGACP00000004245	ENSMODP00000006677
ENSGACP00000006420	ENSMODP00000021933
ENSGACP00000014851	ENSMODP00000014120
ENSGACP00000013144	ENSMODP00000014844
ENSGACP00000009855	ENSMODP00000006127
ENSGACP00000001290	ENSMODP00000014449
ENSGACP00000003835	ENSMODP00000005993
ENSGACP00000023970	ENSMODP00000009944
ENSGACP00000014691	ENSMODP00000023850
ENSGACP00000026024	ENSMODP00000022972
ENSGACP00000007935	ENSMODP00000015712
ENSGACP00000003236	ENSMODP00000011155
ENSGACP00000025474	ENSMODP00000039767
ENSGACP00000026121	ENSMODP00000025634
ENSGACP00000007664	ENSMODP00000005482
ENSGACP00000011473	ENSMODP00000011764
ENSGACP00000002545	ENSMODP00000013358
ENSGACP00000027635	ENSMODP00000005490
ENSGACP00000011124	ENSMODP00000020919
ENSGACP00000014121	ENSMODP00000009207
ENSGACP00000024985	ENSMODP00000009207
ENSGACP00000013654	ENSMODP00000020003
ENSGACP00000000906	ENSMODP00000012163
ENSGACP00000002335	ENSMODP00000001380
ENSGACP00000009764	ENSMODP00000017456
ENSGACP00000003105	ENSMODP00000000033
ENSGACP00000011350	ENSMODP00000000033
ENSGACP00000026032	ENSMODP00000025875
ENSGACP00000013560	ENSMODP00000025301
ENSGACP00000017311	ENSMODP00000005024
ENSGACP00000014930	ENSMODP00000012004
ENSGACP00000020526	ENSMODP00000012004
ENSGACP00000020772	ENSMODP00000007682
ENSGACP00000021450	ENSMODP00000004109
ENSGACP00000006484	ENSMODP00000009695
ENSGACP00000011382	ENSMODP00000020780
ENSGACP00000009574	ENSMODP00000022714
ENSGACP00000003751	ENSMODP00000039985
ENSGACP00000024645	ENSMODP00000019059
ENSGACP00000005830	ENSMODP00000024387
ENSGACP00000019155	ENSMODP00000002853
ENSGACP00000016974	ENSMODP00000020947
ENSGACP00000023188	ENSMODP00000035782
ENSGACP00000027397	ENSMODP00000031492
ENSGACP00000017096	ENSMODP00000017181
ENSGACP00000003590	ENSMODP00000008601
ENSGACP00000006736	ENSMODP00000009543
ENSGACP00000026797	ENSMODP00000012218
ENSGACP00000005498	ENSMODP00000013369
ENSGACP00000003423	ENSMODP00000022966
ENSGACP00000020076	ENSMODP00000009032
ENSGACP00000017622	ENSMODP00000001892
ENSGACP00000015118	ENSMODP00000034289
ENSGACP00000012464	ENSMODP00000010202
ENSGACP00000000838	ENSMODP00000005471
ENSGACP00000027102	ENSMODP00000018311
ENSGACP00000026288	ENSMODP00000034287
ENSGACP00000026571	ENSMODP00000002141
ENSGACP00000027574	ENSMODP00000020794
ENSGACP00000017371	ENSMODP00000019399
ENSGACP00000012681	ENSMODP00000013228
ENSGACP00000006531	ENSMODP00000021164
ENSGACP00000012196	ENSMODP00000021696
ENSGACP00000009549	ENSMODP00000021696
ENSGACP00000021446	ENSMODP00000019493
ENSGACP00000017850	ENSMODP00000023456
ENSGACP00000019752	ENSMODP00000028905
ENSGACP00000008074	ENSMODP00000033697
ENSGACP00000013345	ENSMODP00000035001
ENSGACP00000023275	ENSMODP00000021166
ENSGACP00000014744	ENSMODP00000021344
ENSGACP00000007869	ENSMODP00000015668
ENSGACP00000020588	ENSMODP00000014529
ENSGACP00000000575	ENSMODP00000024211
ENSGACP00000016897	ENSMODP00000008532
ENSGACP00000004550	ENSMODP00000015169
ENSGACP00000004139	ENSMODP00000002999
ENSGACP00000019308	ENSMODP00000014988
ENSGACP00000015207	ENSMODP00000008231
ENSGACP00000001771	ENSMODP00000021266
ENSGACP00000027529	ENSMODP00000010949
ENSGACP00000006225	ENSMODP00000010820
ENSGACP00000001781	ENSMODP00000026504
ENSGACP00000018403	ENSMODP00000026504
ENSGACP00000026951	ENSMODP00000005557
ENSGACP00000026603	ENSMODP00000006445
ENSGACP00000006763	ENSMODP00000009572
ENSGACP00000000015	ENSMODP00000003275
ENSGACP00000022078	ENSMODP00000023577
ENSGACP00000001841	ENSMODP00000004393
ENSGACP00000019347	ENSMODP00000018913
ENSGACP00000014054	ENSMODP00000016650
ENSGACP00000017654	ENSMODP00000024091
ENSGACP00000026760	ENSMODP00000024091
ENSGACP00000010380	ENSMODP00000010023
ENSGACP00000012431	ENSMODP00000004223
ENSGACP00000004978	ENSMODP00000019050
ENSGACP00000006430	ENSMODP00000026743
ENSGACP00000008162	ENSMODP00000022244
ENSGACP00000010509	ENSMODP00000007668
ENSGACP00000013143	ENSMODP00000007668
ENSGACP00000023001	ENSMODP00000016254
ENSGACP00000011828	ENSMODP00000008526
ENSGACP00000011671	ENSMODP00000001982
ENSGACP00000008018	ENSMODP00000024343
ENSGACP00000023565	ENSMODP00000013146
ENSGACP00000003330	ENSMODP00000013146
ENSGACP00000001026	ENSMODP00000009956
ENSGACP00000027007	ENSMODP00000005279
ENSGACP00000026780	ENSMODP00000027150
ENSGACP00000004267	ENSMODP00000022657
ENSGACP00000013665	ENSMODP00000007360
ENSGACP00000026811	ENSMODP00000014353
ENSGACP00000026074	ENSMODP00000003458
ENSGACP00000017497	ENSMODP00000015908
ENSGACP00000013967	ENSMODP00000025293
ENSGACP00000026687	ENSMODP00000026213
ENSGACP00000026985	ENSMODP00000016608
ENSGACP00000021375	ENSMODP00000000906
ENSGACP00000009917	ENSMODP00000005590
ENSGACP00000012066	ENSMODP00000020377
ENSGACP00000020203	ENSMODP00000038941
ENSGACP00000004986	ENSMODP00000022069
ENSGACP00000027121	ENSMODP00000024077
ENSGACP00000014201	ENSMODP00000028708
ENSGACP00000021223	ENSMODP00000029369
ENSGACP00000017145	ENSMODP00000012937
ENSGACP00000000342	ENSMODP00000018618
ENSGACP00000016413	ENSMODP00000008548
ENSGACP00000003052	ENSMODP00000034892
ENSGACP00000000629	ENSMODP00000002640
ENSGACP00000024270	ENSMODP00000014655
ENSGACP00000024000	ENSMODP00000004937
ENSGACP00000014222	ENSMODP00000024210
ENSGACP00000015881	ENSMODP00000016514
ENSGACP00000020985	ENSMODP00000021952
ENSGACP00000014186	ENSMODP00000005192
ENSGACP00000013557	ENSMODP00000000185
ENSGACP00000021881	ENSMODP00000015533
ENSGACP00000001528	ENSMODP00000015533
ENSGACP00000009540	ENSMODP00000008752
ENSGACP00000016203	ENSMODP00000001081
ENSGACP00000001973	ENSMODP00000004086
ENSGACP00000024248	ENSMODP00000016594
ENSGACP00000006146	ENSMODP00000006636
ENSGACP00000009925	ENSMODP00000006886
ENSGACP00000015925	ENSMODP00000003780
ENSGACP00000008469	ENSMODP00000008433
ENSGACP00000026622	ENSMODP00000008433
ENSGACP00000021047	ENSMODP00000025855
ENSGACP00000006851	ENSMODP00000003622
ENSGACP00000005744	ENSMODP00000036259
ENSGACP00000022650	ENSMODP00000036259
ENSGACP00000018720	ENSMODP00000019092
ENSGACP00000010190	ENSMODP00000018235
ENSGACP00000017320	ENSMODP00000019562
ENSGACP00000006384	ENSMODP00000017028
ENSGACP00000010551	ENSMODP00000017028
ENSGACP00000021120	ENSMODP00000034373
ENSGACP00000022198	ENSMODP00000026694
ENSGACP00000001498	ENSMODP00000012994
ENSGACP00000004690	ENSMODP00000006237
ENSGACP00000008801	ENSMODP00000027345
ENSGACP00000004393	ENSMODP00000015000
ENSGACP00000001617	ENSMODP00000013230
ENSGACP00000015935	ENSMODP00000015430
ENSGACP00000001691	ENSMODP00000010569
ENSGACP00000004635	ENSMODP00000007843
ENSGACP00000024502	ENSMODP00000008366
ENSGACP00000006733	ENSMODP00000004351
ENSGACP00000001956	ENSMODP00000000543
ENSGACP00000012170	ENSMODP00000017115
ENSGACP00000002049	ENSMODP00000006608
ENSGACP00000025122	ENSMODP00000019694
ENSGACP00000002560	ENSMODP00000013559
ENSGACP00000009892	ENSMODP00000019736
ENSGACP00000016267	ENSMODP00000006584
ENSGACP00000025769	ENSMODP00000008838
ENSGACP00000023116	ENSMODP00000006301
ENSGACP00000016214	ENSMODP00000009057
ENSGACP00000016735	ENSMODP00000015311
ENSGACP00000018393	ENSMODP00000009361
ENSGACP00000007099	ENSMODP00000009361
ENSGACP00000005972	ENSMODP00000006177
ENSGACP00000007144	ENSMODP00000006536
ENSGACP00000009083	ENSMODP00000011640
ENSGACP00000001172	ENSMODP00000018985
ENSGACP00000010838	ENSMODP00000039033
ENSGACP00000023758	ENSMODP00000004795
ENSGACP00000013371	ENSMODP00000019110
ENSGACP00000012961	ENSMODP00000022577
ENSGACP00000026934	ENSMODP00000033979
ENSGACP00000019471	ENSMODP00000024353
ENSGACP00000024600	ENSMODP00000003171
ENSGACP00000024258	ENSMODP00000006390
ENSGACP00000008649	ENSMODP00000021818
ENSGACP00000018932	ENSMODP00000029371
ENSGACP00000006082	ENSMODP00000024281
ENSGACP00000017186	ENSMODP00000007989
ENSGACP00000005727	ENSMODP00000022194
ENSGACP00000008894	ENSMODP00000000348
ENSGACP00000003768	ENSMODP00000019040
ENSGACP00000000894	ENSMODP00000007118
ENSGACP00000005013	ENSMODP00000000241
ENSGACP00000024452	ENSMODP00000011995
ENSGACP00000007022	ENSMODP00000033093
ENSGACP00000015658	ENSMODP00000041029
ENSGACP00000011930	ENSMODP00000006663
ENSGACP00000004544	ENSMODP00000013564
ENSGACP00000011549	ENSMODP00000013564
ENSGACP00000004050	ENSMODP00000026444
ENSGACP00000022093	ENSMODP00000005423
ENSGACP00000004168	ENSMODP00000010727
ENSGACP00000012928	ENSMODP00000000997
ENSGACP00000026195	ENSMODP00000014863
ENSGACP00000009586	ENSMODP00000041176
ENSGACP00000022426	ENSMODP00000012024
ENSGACP00000009979	ENSMODP00000010238
ENSGACP00000002887	ENSMODP00000028478
ENSGACP00000008492	ENSMODP00000001698
ENSGACP00000019497	ENSMODP00000011152
ENSGACP00000022176	ENSMODP00000026689
ENSGACP00000000633	ENSMODP00000038440
ENSGACP00000015940	ENSMODP00000021268
ENSGACP00000020620	ENSMODP00000015586
ENSGACP00000023865	ENSMODP00000026670
ENSGACP00000012177	ENSMODP00000018090
ENSGACP00000014450	ENSMODP00000008427
ENSGACP00000019053	ENSMODP00000008427
ENSGACP00000008724	ENSMODP00000038875
ENSGACP00000005057	ENSMODP00000018818
ENSGACP00000010483	ENSMODP00000021672
ENSGACP00000011754	ENSMODP00000001084
ENSGACP00000002911	ENSMODP00000001084
ENSGACP00000020850	ENSMODP00000013642
ENSGACP00000017559	ENSMODP00000013642
ENSGACP00000017418	ENSMODP00000011449
ENSGACP00000025326	ENSMODP00000021019
ENSGACP00000020349	ENSMODP00000004743
ENSGACP00000001024	ENSMODP00000014588
ENSGACP00000003001	ENSMODP00000001232
ENSGACP00000021287	ENSMODP00000004011
ENSGACP00000008645	ENSMODP00000004011
ENSGACP00000019033	ENSMODP00000006065
ENSGACP00000021555	ENSMODP00000014908
ENSGACP00000015620	ENSMODP00000026260
ENSGACP00000023105	ENSMODP00000026655
ENSGACP00000004272	ENSMODP00000010913
ENSGACP00000027320	ENSMODP00000014746
ENSGACP00000023190	ENSMODP00000025836
ENSGACP00000012826	ENSMODP00000035887
ENSGACP00000025720	ENSMODP00000025589
ENSGACP00000011173	ENSMODP00000020979
ENSGACP00000014080	ENSMODP00000008012
ENSGACP00000022107	ENSMODP00000023727
ENSGACP00000021417	ENSMODP00000001403
ENSGACP00000020955	ENSMODP00000007021
ENSGACP00000001327	ENSMODP00000013308
ENSGACP00000005855	ENSMODP00000003578
ENSGACP00000009600	ENSMODP00000013568
ENSGACP00000022703	ENSMODP00000016794
ENSGACP00000017488	ENSMODP00000026874
ENSGACP00000027606	ENSMODP00000017643
ENSGACP00000000580	ENSMODP00000029701
ENSGACP00000027289	ENSMODP00000015618
ENSGACP00000024563	ENSMODP00000025369
ENSGACP00000004890	ENSMODP00000020623
ENSGACP00000004887	ENSMODP00000026754
ENSGACP00000011305	ENSMODP00000018997
ENSGACP00000003486	ENSMODP00000029550
ENSGACP00000024171	ENSMODP00000039814
ENSGACP00000021720	ENSMODP00000025268
ENSGACP00000020196	ENSMODP00000000983
ENSGACP00000025164	ENSMODP00000003748
ENSGACP00000018371	ENSMODP00000016903
ENSGACP00000013018	ENSMODP00000017718
ENSGACP00000019278	ENSMODP00000009209
ENSGACP00000007012	ENSMODP00000006077
ENSGACP00000008261	ENSMODP00000014664
ENSGACP00000011820	ENSMODP00000026477
ENSGACP00000005663	ENSMODP00000024315
ENSGACP00000021065	ENSMODP00000005661
ENSGACP00000019673	ENSMODP00000004340
ENSGACP00000004878	ENSMODP00000024236
ENSGACP00000000584	ENSMODP00000004275
ENSGACP00000010217	ENSMODP00000026500
ENSGACP00000000312	ENSMODP00000013448
ENSGACP00000020222	ENSMODP00000005555
ENSGACP00000004540	ENSMODP00000005555
ENSGACP00000007880	ENSMODP00000026665
ENSGACP00000016158	ENSMODP00000010056
ENSGACP00000025501	ENSMODP00000021109
ENSGACP00000004877	ENSMODP00000018983
ENSGACP00000008761	ENSMODP00000037748
ENSGACP00000002589	ENSMODP00000000099
ENSGACP00000008076	ENSMODP00000017205
ENSGACP00000007009	ENSMODP00000038520
ENSGACP00000022229	ENSMODP00000001661
ENSGACP00000005815	ENSMODP00000012297
ENSGACP00000011667	ENSMODP00000026117
ENSGACP00000018129	ENSMODP00000009000
ENSGACP00000007519	ENSMODP00000032930
ENSGACP00000012381	ENSMODP00000024142
ENSGACP00000015714	ENSMODP00000020117
ENSGACP00000002223	ENSMODP00000004263
ENSGACP00000027470	ENSMODP00000032584
ENSGACP00000019452	ENSMODP00000011187
ENSGACP00000004736	ENSMODP00000017446
ENSGACP00000012503	ENSMODP00000015935
ENSGACP00000017797	ENSMODP00000014472
ENSGACP00000023498	ENSMODP00000009534
ENSGACP00000018979	ENSMODP00000006516
ENSGACP00000007356	ENSMODP00000020660
ENSGACP00000015578	ENSMODP00000014579
ENSGACP00000024295	ENSMODP00000011635
ENSGACP00000015877	ENSMODP00000032758
ENSGACP00000002216	ENSMODP00000037597
ENSGACP00000015451	ENSMODP00000020661
ENSGACP00000015819	ENSMODP00000005572
ENSGACP00000000850	ENSMODP00000005572
ENSGACP00000008653	ENSMODP00000005613
ENSGACP00000015739	ENSMODP00000004203
ENSGACP00000004507	ENSMODP00000004203
ENSGACP00000009448	ENSMODP00000001487
ENSGACP00000015480	ENSMODP00000001169
ENSGACP00000012871	ENSMODP00000018655
ENSGACP00000002651	ENSMODP00000004336
ENSGACP00000006418	ENSMODP00000012032
ENSGACP00000018655	ENSMODP00000011550
ENSGACP00000003346	ENSMODP00000005250
ENSGACP00000022527	ENSMODP00000038993
ENSGACP00000003881	ENSMODP00000002968
ENSGACP00000025775	ENSMODP00000018813
ENSGACP00000011103	ENSMODP00000020828
ENSGACP00000014100	ENSMODP00000009165
ENSGACP00000004988	ENSMODP00000028842
ENSGACP00000008606	ENSMODP00000028842
ENSGACP00000013974	ENSMODP00000025291
ENSGACP00000019879	ENSMODP00000004184
ENSGACP00000017923	ENSMODP00000023508
ENSGACP00000019768	ENSMODP00000002447
ENSGACP00000010520	ENSMODP00000007352
ENSGACP00000008776	ENSMODP00000017405
ENSGACP00000003832	ENSMODP00000002152
ENSGACP00000020393	ENSMODP00000040461
ENSGACP00000014410	ENSMODP00000022974
ENSGACP00000005813	ENSMODP00000018899
ENSGACP00000026342	ENSMODP00000008586
ENSGACP00000004897	ENSMODP00000026553
ENSGACP00000014300	ENSMODP00000017813
ENSGACP00000018896	ENSMODP00000035628
ENSGACP00000012091	ENSMODP00000015295
ENSGACP00000008421	ENSMODP00000015295
ENSGACP00000002038	ENSMODP00000015127
ENSGACP00000015287	ENSMODP00000002424
ENSGACP00000015213	ENSMODP00000020274
ENSGACP00000019718	ENSMODP00000004323
ENSGACP00000002845	ENSMODP00000004323
ENSGACP00000011032	ENSMODP00000003568
ENSGACP00000020033	ENSMODP00000006188
ENSGACP00000004977	ENSMODP00000019055
ENSGACP00000021886	ENSMODP00000002372
ENSGACP00000008135	ENSMODP00000029041
ENSGACP00000025530	ENSMODP00000005288
ENSGACP00000024512	ENSMODP00000023741
ENSGACP00000024690	ENSMODP00000008852
ENSGACP00000004214	ENSMODP00000023695
ENSGACP00000018275	ENSMODP00000000538
ENSGACP00000002166	ENSMODP00000005577
ENSGACP00000002555	ENSMODP00000008906
ENSGACP00000004329	ENSMODP00000029272
ENSGACP00000010139	ENSMODP00000017562
ENSGACP00000011346	ENSMODP00000017457
ENSGACP00000025227	ENSMODP00000022060
ENSGACP00000002352	ENSMODP00000001360
ENSGACP00000010761	ENSMODP00000004226
ENSGACP00000020459	ENSMODP00000004226
ENSGACP00000011076	ENSMODP00000010027
ENSGACP00000016342	ENSMODP00000015761
ENSGACP00000010336	ENSMODP00000002211
ENSGACP00000026746	ENSMODP00000008083
ENSGACP00000024506	ENSMODP00000018671
ENSGACP00000017033	ENSMODP00000001216
ENSGACP00000022671	ENSMODP00000011908
ENSGACP00000015958	ENSMODP00000022799
ENSGACP00000018042	ENSMODP00000016276
ENSGACP00000000615	ENSMODP00000015807
ENSGACP00000010231	ENSMODP00000020545
ENSGACP00000005639	ENSMODP00000010296
ENSGACP00000003254	ENSMODP00000020995
ENSGACP00000017246	ENSMODP00000031619
ENSGACP00000021033	ENSMODP00000004016
ENSGACP00000011246	ENSMODP00000004016
ENSGACP00000011025	ENSMODP00000026075
ENSGACP00000024734	ENSMODP00000009248
ENSGACP00000027497	ENSMODP00000012742
ENSGACP00000006073	ENSMODP00000015413
ENSGACP00000027190	ENSMODP00000012630
ENSGACP00000026954	ENSMODP00000006878
ENSGACP00000000414	ENSMODP00000006878
ENSGACP00000014911	ENSMODP00000007811
ENSGACP00000010718	ENSMODP00000002824
ENSGACP00000016274	ENSMODP00000032818
ENSGACP00000027139	ENSMODP00000008719
ENSGACP00000006832	ENSMODP00000029875
