ENSP00000262384	ENSTNIP00000004863
ENSP00000301190	ENSTNIP00000018125
ENSP00000371472	ENSTNIP00000022534
ENSP00000278886	ENSTNIP00000016354
ENSP00000359698	ENSTNIP00000019621
ENSP00000359698	ENSTNIP00000007354
ENSP00000330382	ENSTNIP00000022020
ENSP00000346508	ENSTNIP00000021134
ENSP00000346508	ENSTNIP00000022029
ENSP00000230122	ENSTNIP00000022515
ENSP00000392812	ENSTNIP00000017101
ENSP00000308472	ENSTNIP00000018870
ENSP00000454646	ENSTNIP00000012167
ENSP00000299709	ENSTNIP00000012171
ENSP00000359370	ENSTNIP00000022601
ENSP00000363329	ENSTNIP00000013797
ENSP00000442954	ENSTNIP00000000508
ENSP00000269391	ENSTNIP00000006407
ENSP00000262370	ENSTNIP00000021756
ENSP00000236850	ENSTNIP00000017370
ENSP00000308258	ENSTNIP00000011300
ENSP00000430548	ENSTNIP00000012043
ENSP00000430548	ENSTNIP00000021584
ENSP00000229583	ENSTNIP00000016080
ENSP00000350509	ENSTNIP00000006494
ENSP00000436455	ENSTNIP00000012254
ENSP00000436455	ENSTNIP00000005671
ENSP00000386862	ENSTNIP00000006014
ENSP00000386862	ENSTNIP00000014505
ENSP00000383185	ENSTNIP00000021611
ENSP00000330278	ENSTNIP00000022484
ENSP00000361522	ENSTNIP00000016372
ENSP00000411124	ENSTNIP00000020419
ENSP00000411124	ENSTNIP00000015199
ENSP00000216468	ENSTNIP00000020533
ENSP00000203407	ENSTNIP00000014047
ENSP00000355720	ENSTNIP00000011321
ENSP00000394085	ENSTNIP00000009269
ENSP00000294119	ENSTNIP00000019907
ENSP00000281047	ENSTNIP00000000877
ENSP00000415491	ENSTNIP00000009041
ENSP00000222219	ENSTNIP00000006507
ENSP00000359699	ENSTNIP00000015139
ENSP00000275732	ENSTNIP00000002901
ENSP00000317039	ENSTNIP00000008744
ENSP00000360437	ENSTNIP00000009852
ENSP00000323635	ENSTNIP00000016305
ENSP00000379441	ENSTNIP00000016468
ENSP00000379441	ENSTNIP00000018482
ENSP00000276201	ENSTNIP00000018839
ENSP00000435897	ENSTNIP00000003414
ENSP00000267229	ENSTNIP00000012340
ENSP00000326342	ENSTNIP00000009629
ENSP00000362123	ENSTNIP00000019720
ENSP00000247225	ENSTNIP00000015342
ENSP00000315137	ENSTNIP00000017328
ENSP00000370521	ENSTNIP00000022712
ENSP00000278836	ENSTNIP00000019164
ENSP00000440626	ENSTNIP00000005437
ENSP00000329548	ENSTNIP00000019218
ENSP00000342518	ENSTNIP00000020521
ENSP00000261416	ENSTNIP00000016432
ENSP00000326604	ENSTNIP00000015755
ENSP00000267102	ENSTNIP00000002318
ENSP00000323246	ENSTNIP00000007795
ENSP00000434199	ENSTNIP00000012490
ENSP00000298288	ENSTNIP00000020458
ENSP00000295628	ENSTNIP00000004711
ENSP00000295628	ENSTNIP00000016940
ENSP00000379568	ENSTNIP00000016646
ENSP00000230792	ENSTNIP00000019851
ENSP00000349874	ENSTNIP00000021715
ENSP00000368414	ENSTNIP00000009130
ENSP00000368414	ENSTNIP00000019118
ENSP00000424544	ENSTNIP00000021227
ENSP00000356256	ENSTNIP00000009841
ENSP00000379999	ENSTNIP00000015469
ENSP00000262144	ENSTNIP00000000202
ENSP00000293883	ENSTNIP00000015801
ENSP00000296411	ENSTNIP00000008346
ENSP00000315152	ENSTNIP00000014029
ENSP00000357907	ENSTNIP00000005312
ENSP00000243253	ENSTNIP00000009900
ENSP00000243253	ENSTNIP00000017637
ENSP00000295887	ENSTNIP00000018430
ENSP00000362894	ENSTNIP00000010286
ENSP00000272430	ENSTNIP00000012784
ENSP00000272430	ENSTNIP00000016451
ENSP00000369346	ENSTNIP00000012790
ENSP00000364765	ENSTNIP00000012873
ENSP00000364765	ENSTNIP00000004955
ENSP00000299295	ENSTNIP00000009595
ENSP00000354669	ENSTNIP00000021325
ENSP00000358120	ENSTNIP00000005511
ENSP00000376568	ENSTNIP00000006062
ENSP00000285848	ENSTNIP00000015989
ENSP00000295890	ENSTNIP00000007560
ENSP00000339958	ENSTNIP00000008607
ENSP00000381436	ENSTNIP00000000156
ENSP00000320957	ENSTNIP00000012611
ENSP00000356299	ENSTNIP00000018135
ENSP00000433361	ENSTNIP00000012242
ENSP00000244051	ENSTNIP00000020006
ENSP00000348565	ENSTNIP00000015741
ENSP00000369863	ENSTNIP00000005802
ENSP00000369863	ENSTNIP00000009303
ENSP00000312017	ENSTNIP00000004870
ENSP00000312017	ENSTNIP00000017295
ENSP00000310841	ENSTNIP00000015122
ENSP00000338171	ENSTNIP00000003367
ENSP00000005587	ENSTNIP00000021596
ENSP00000330572	ENSTNIP00000021109
ENSP00000370503	ENSTNIP00000006797
ENSP00000216780	ENSTNIP00000008046
ENSP00000319814	ENSTNIP00000020630
ENSP00000257347	ENSTNIP00000017501
ENSP00000342604	ENSTNIP00000022341
ENSP00000342604	ENSTNIP00000017534
ENSP00000350833	ENSTNIP00000007926
ENSP00000373594	ENSTNIP00000014301
ENSP00000373594	ENSTNIP00000011218
ENSP00000349181	ENSTNIP00000006514
ENSP00000367038	ENSTNIP00000019737
ENSP00000378725	ENSTNIP00000020515
ENSP00000398048	ENSTNIP00000004530
ENSP00000414856	ENSTNIP00000013482
ENSP00000231061	ENSTNIP00000015932
ENSP00000374014	ENSTNIP00000018367
ENSP00000374014	ENSTNIP00000016174
ENSP00000317000	ENSTNIP00000012367
ENSP00000356967	ENSTNIP00000012870
ENSP00000391774	ENSTNIP00000010387
ENSP00000339449	ENSTNIP00000008174
ENSP00000293879	ENSTNIP00000015796
ENSP00000387654	ENSTNIP00000004993
ENSP00000274569	ENSTNIP00000019236
ENSP00000337226	ENSTNIP00000015364
ENSP00000441000	ENSTNIP00000003635
ENSP00000304670	ENSTNIP00000014589
ENSP00000257575	ENSTNIP00000018681
ENSP00000384477	ENSTNIP00000021696
ENSP00000398971	ENSTNIP00000004842
ENSP00000383936	ENSTNIP00000015243
ENSP00000381102	ENSTNIP00000014175
ENSP00000285419	ENSTNIP00000020947
ENSP00000454836	ENSTNIP00000004057
ENSP00000262715	ENSTNIP00000001102
ENSP00000354772	ENSTNIP00000017876
ENSP00000369141	ENSTNIP00000000457
ENSP00000398181	ENSTNIP00000018960
ENSP00000212355	ENSTNIP00000016762
ENSP00000384610	ENSTNIP00000005461
ENSP00000407509	ENSTNIP00000013491
ENSP00000368066	ENSTNIP00000017199
ENSP00000316339	ENSTNIP00000018737
ENSP00000313050	ENSTNIP00000022476
ENSP00000313050	ENSTNIP00000019211
ENSP00000287490	ENSTNIP00000017967
ENSP00000348069	ENSTNIP00000014917
ENSP00000361557	ENSTNIP00000007345
ENSP00000249396	ENSTNIP00000022900
ENSP00000442318	ENSTNIP00000009255
ENSP00000420270	ENSTNIP00000013727
ENSP00000307863	ENSTNIP00000010931
ENSP00000409279	ENSTNIP00000007282
ENSP00000409256	ENSTNIP00000019162
ENSP00000470652	ENSTNIP00000008829
ENSP00000367931	ENSTNIP00000013839
ENSP00000226021	ENSTNIP00000014904
ENSP00000226021	ENSTNIP00000022978
ENSP00000252729	ENSTNIP00000021356
ENSP00000252729	ENSTNIP00000010930
ENSP00000324403	ENSTNIP00000006501
ENSP00000362144	ENSTNIP00000019721
ENSP00000378145	ENSTNIP00000000786
ENSP00000354532	ENSTNIP00000010245
ENSP00000295324	ENSTNIP00000007036
ENSP00000252992	ENSTNIP00000012528
ENSP00000351138	ENSTNIP00000010316
ENSP00000262866	ENSTNIP00000010112
ENSP00000459043	ENSTNIP00000012869
ENSP00000257787	ENSTNIP00000019505
ENSP00000257787	ENSTNIP00000020435
ENSP00000453854	ENSTNIP00000001389
ENSP00000364965	ENSTNIP00000018648
ENSP00000406145	ENSTNIP00000012400
ENSP00000313226	ENSTNIP00000014014
ENSP00000378548	ENSTNIP00000011116
ENSP00000229955	ENSTNIP00000007830
ENSP00000258456	ENSTNIP00000016884
ENSP00000381824	ENSTNIP00000004440
ENSP00000360642	ENSTNIP00000017891
ENSP00000261844	ENSTNIP00000013135
ENSP00000367823	ENSTNIP00000019048
ENSP00000354991	ENSTNIP00000010331
ENSP00000360757	ENSTNIP00000016449
ENSP00000349364	ENSTNIP00000010863
ENSP00000393785	ENSTNIP00000012686
ENSP00000303580	ENSTNIP00000014285
ENSP00000351740	ENSTNIP00000007981
ENSP00000341597	ENSTNIP00000010442
ENSP00000317224	ENSTNIP00000019285
ENSP00000252998	ENSTNIP00000022723
ENSP00000407118	ENSTNIP00000009679
ENSP00000428205	ENSTNIP00000022299
ENSP00000276326	ENSTNIP00000015202
ENSP00000262301	ENSTNIP00000007403
ENSP00000424381	ENSTNIP00000022410
ENSP00000318165	ENSTNIP00000017611
ENSP00000185150	ENSTNIP00000019698
ENSP00000342609	ENSTNIP00000013486
ENSP00000301452	ENSTNIP00000013059
ENSP00000232974	ENSTNIP00000001640
ENSP00000309548	ENSTNIP00000021119
ENSP00000379503	ENSTNIP00000021541
ENSP00000258399	ENSTNIP00000014506
ENSP00000355902	ENSTNIP00000019398
ENSP00000362122	ENSTNIP00000018833
ENSP00000385730	ENSTNIP00000010068
ENSP00000337512	ENSTNIP00000012170
ENSP00000378464	ENSTNIP00000014889
ENSP00000392452	ENSTNIP00000013596
ENSP00000392452	ENSTNIP00000007330
ENSP00000350260	ENSTNIP00000014884
ENSP00000326063	ENSTNIP00000012357
ENSP00000429763	ENSTNIP00000016329
ENSP00000266556	ENSTNIP00000010859
ENSP00000356574	ENSTNIP00000018571
ENSP00000351536	ENSTNIP00000008784
ENSP00000356476	ENSTNIP00000008233
ENSP00000367879	ENSTNIP00000016912
ENSP00000276461	ENSTNIP00000014376
ENSP00000187762	ENSTNIP00000008827
ENSP00000363824	ENSTNIP00000021908
ENSP00000358314	ENSTNIP00000012016
ENSP00000274382	ENSTNIP00000018467
ENSP00000284486	ENSTNIP00000002688
ENSP00000362684	ENSTNIP00000020024
ENSP00000386935	ENSTNIP00000005654
ENSP00000302413	ENSTNIP00000017401
ENSP00000383449	ENSTNIP00000021826
ENSP00000263382	ENSTNIP00000013349
ENSP00000263382	ENSTNIP00000017049
ENSP00000025301	ENSTNIP00000014510
ENSP00000422464	ENSTNIP00000016013
ENSP00000376865	ENSTNIP00000007924
ENSP00000308772	ENSTNIP00000021145
ENSP00000320076	ENSTNIP00000014824
ENSP00000320076	ENSTNIP00000012669
ENSP00000376141	ENSTNIP00000020300
ENSP00000320924	ENSTNIP00000009056
ENSP00000320924	ENSTNIP00000009275
ENSP00000376330	ENSTNIP00000012734
ENSP00000356426	ENSTNIP00000005263
ENSP00000368215	ENSTNIP00000018608
ENSP00000387282	ENSTNIP00000010665
ENSP00000300176	ENSTNIP00000013052
ENSP00000303222	ENSTNIP00000009828
ENSP00000361060	ENSTNIP00000005349
ENSP00000404718	ENSTNIP00000003773
ENSP00000404718	ENSTNIP00000014595
ENSP00000378313	ENSTNIP00000019176
ENSP00000274496	ENSTNIP00000021376
ENSP00000219345	ENSTNIP00000006484
ENSP00000360261	ENSTNIP00000002613
ENSP00000380779	ENSTNIP00000002180
ENSP00000377547	ENSTNIP00000007304
ENSP00000225893	ENSTNIP00000019318
ENSP00000280665	ENSTNIP00000010391
ENSP00000475920	ENSTNIP00000004365
ENSP00000365693	ENSTNIP00000010962
ENSP00000347324	ENSTNIP00000010028
ENSP00000248306	ENSTNIP00000013962
ENSP00000357199	ENSTNIP00000015958
ENSP00000474090	ENSTNIP00000019589
ENSP00000455068	ENSTNIP00000015784
ENSP00000315731	ENSTNIP00000013336
ENSP00000315731	ENSTNIP00000017095
ENSP00000338573	ENSTNIP00000010127
ENSP00000397679	ENSTNIP00000017606
ENSP00000425963	ENSTNIP00000011786
ENSP00000347834	ENSTNIP00000012329
ENSP00000363478	ENSTNIP00000020033
ENSP00000307305	ENSTNIP00000003611
ENSP00000307305	ENSTNIP00000011485
ENSP00000162044	ENSTNIP00000003535
ENSP00000301039	ENSTNIP00000019326
ENSP00000290881	ENSTNIP00000005532
ENSP00000197268	ENSTNIP00000013770
ENSP00000422338	ENSTNIP00000009098
ENSP00000382670	ENSTNIP00000018811
ENSP00000367214	ENSTNIP00000021378
ENSP00000317904	ENSTNIP00000014579
ENSP00000464893	ENSTNIP00000014466
ENSP00000378015	ENSTNIP00000020678
ENSP00000398632	ENSTNIP00000004019
ENSP00000272902	ENSTNIP00000017580
ENSP00000341938	ENSTNIP00000019209
ENSP00000382895	ENSTNIP00000009824
ENSP00000319974	ENSTNIP00000011437
ENSP00000262477	ENSTNIP00000006795
ENSP00000350934	ENSTNIP00000014535
ENSP00000362562	ENSTNIP00000017032
ENSP00000362562	ENSTNIP00000020021
ENSP00000442400	ENSTNIP00000020859
ENSP00000355167	ENSTNIP00000008921
ENSP00000300177	ENSTNIP00000020589
ENSP00000318650	ENSTNIP00000020153
ENSP00000336894	ENSTNIP00000020299
ENSP00000300131	ENSTNIP00000009885
ENSP00000328269	ENSTNIP00000013543
ENSP00000371133	ENSTNIP00000011296
ENSP00000330433	ENSTNIP00000014886
ENSP00000458791	ENSTNIP00000021138
ENSP00000393795	ENSTNIP00000021034
ENSP00000272907	ENSTNIP00000014122
ENSP00000272907	ENSTNIP00000000181
ENSP00000300179	ENSTNIP00000014730
ENSP00000238561	ENSTNIP00000006349
ENSP00000207549	ENSTNIP00000014467
ENSP00000302936	ENSTNIP00000015075
ENSP00000264498	ENSTNIP00000016043
ENSP00000444433	ENSTNIP00000008849
ENSP00000243346	ENSTNIP00000009490
ENSP00000395590	ENSTNIP00000006478
ENSP00000406084	ENSTNIP00000020390
ENSP00000295571	ENSTNIP00000014062
ENSP00000344125	ENSTNIP00000009240
ENSP00000310565	ENSTNIP00000016664
ENSP00000332151	ENSTNIP00000007832
ENSP00000354891	ENSTNIP00000013069
ENSP00000358312	ENSTNIP00000007669
ENSP00000300056	ENSTNIP00000022436
ENSP00000455607	ENSTNIP00000015809
ENSP00000348632	ENSTNIP00000017872
ENSP00000381698	ENSTNIP00000004415
ENSP00000381698	ENSTNIP00000010976
ENSP00000294168	ENSTNIP00000007223
ENSP00000263080	ENSTNIP00000012795
ENSP00000420682	ENSTNIP00000015700
ENSP00000262844	ENSTNIP00000013709
ENSP00000314518	ENSTNIP00000012787
ENSP00000369853	ENSTNIP00000011420
ENSP00000338885	ENSTNIP00000014699
ENSP00000371661	ENSTNIP00000007285
ENSP00000307214	ENSTNIP00000009496
ENSP00000382021	ENSTNIP00000015890
ENSP00000364502	ENSTNIP00000012322
ENSP00000248958	ENSTNIP00000007194
ENSP00000247020	ENSTNIP00000003861
ENSP00000325827	ENSTNIP00000005127
ENSP00000252136	ENSTNIP00000019873
ENSP00000362027	ENSTNIP00000011487
ENSP00000261488	ENSTNIP00000022588
ENSP00000356524	ENSTNIP00000009415
ENSP00000359680	ENSTNIP00000007801
ENSP00000230990	ENSTNIP00000011853
ENSP00000345728	ENSTNIP00000011785
ENSP00000300128	ENSTNIP00000015504
ENSP00000393316	ENSTNIP00000022530
ENSP00000448228	ENSTNIP00000015507
ENSP00000361338	ENSTNIP00000002294
ENSP00000332983	ENSTNIP00000013774
ENSP00000262966	ENSTNIP00000013607
ENSP00000418734	ENSTNIP00000008953
ENSP00000216479	ENSTNIP00000015365
ENSP00000167106	ENSTNIP00000020564
ENSP00000355932	ENSTNIP00000012623
ENSP00000396445	ENSTNIP00000021518
ENSP00000301391	ENSTNIP00000011381
ENSP00000220676	ENSTNIP00000020265
ENSP00000220676	ENSTNIP00000021812
ENSP00000323879	ENSTNIP00000015957
ENSP00000284116	ENSTNIP00000006457
ENSP00000384363	ENSTNIP00000014532
ENSP00000394510	ENSTNIP00000018247
ENSP00000382241	ENSTNIP00000016811
ENSP00000361681	ENSTNIP00000011818
ENSP00000234831	ENSTNIP00000017927
ENSP00000368805	ENSTNIP00000007708
ENSP00000262018	ENSTNIP00000017460
ENSP00000248248	ENSTNIP00000017810
ENSP00000296473	ENSTNIP00000010137
ENSP00000229758	ENSTNIP00000010256
ENSP00000403293	ENSTNIP00000016294
ENSP00000361564	ENSTNIP00000010012
ENSP00000408058	ENSTNIP00000008235
ENSP00000245787	ENSTNIP00000008713
ENSP00000361596	ENSTNIP00000015878
ENSP00000383938	ENSTNIP00000009560
ENSP00000238618	ENSTNIP00000020542
ENSP00000269209	ENSTNIP00000011606
ENSP00000384593	ENSTNIP00000016280
ENSP00000364126	ENSTNIP00000006325
ENSP00000363193	ENSTNIP00000018822
ENSP00000463334	ENSTNIP00000014901
ENSP00000343140	ENSTNIP00000010740
ENSP00000386840	ENSTNIP00000016257
ENSP00000262487	ENSTNIP00000019747
ENSP00000341490	ENSTNIP00000012578
ENSP00000261879	ENSTNIP00000021978
ENSP00000355621	ENSTNIP00000022353
ENSP00000205636	ENSTNIP00000008512
ENSP00000290913	ENSTNIP00000007023
ENSP00000475005	ENSTNIP00000011330
ENSP00000386710	ENSTNIP00000001493
ENSP00000438115	ENSTNIP00000010842
ENSP00000351631	ENSTNIP00000014743
ENSP00000338777	ENSTNIP00000014879
ENSP00000242285	ENSTNIP00000021236
ENSP00000309415	ENSTNIP00000011848
ENSP00000362704	ENSTNIP00000020612
ENSP00000332716	ENSTNIP00000013170
ENSP00000256759	ENSTNIP00000019026
ENSP00000166139	ENSTNIP00000013561
ENSP00000284031	ENSTNIP00000021253
ENSP00000364945	ENSTNIP00000008126
ENSP00000391524	ENSTNIP00000003951
ENSP00000434887	ENSTNIP00000016641
ENSP00000403910	ENSTNIP00000017344
ENSP00000244769	ENSTNIP00000007754
ENSP00000244769	ENSTNIP00000021567
ENSP00000313933	ENSTNIP00000002897
ENSP00000338034	ENSTNIP00000015561
ENSP00000363298	ENSTNIP00000011880
ENSP00000313079	ENSTNIP00000001405
ENSP00000262962	ENSTNIP00000020326
ENSP00000465776	ENSTNIP00000009067
ENSP00000320508	ENSTNIP00000011936
ENSP00000394405	ENSTNIP00000017829
ENSP00000275461	ENSTNIP00000020929
ENSP00000466055	ENSTNIP00000006017
ENSP00000358902	ENSTNIP00000015462
ENSP00000311344	ENSTNIP00000006060
ENSP00000262776	ENSTNIP00000012661
ENSP00000364515	ENSTNIP00000012675
ENSP00000364515	ENSTNIP00000014830
ENSP00000341031	ENSTNIP00000016775
ENSP00000230321	ENSTNIP00000010086
ENSP00000265872	ENSTNIP00000011515
ENSP00000361602	ENSTNIP00000011471
ENSP00000361602	ENSTNIP00000016144
ENSP00000332325	ENSTNIP00000016463
ENSP00000332325	ENSTNIP00000014377
ENSP00000423014	ENSTNIP00000002667
ENSP00000368022	ENSTNIP00000009695
ENSP00000408598	ENSTNIP00000012286
ENSP00000395535	ENSTNIP00000001935
ENSP00000295400	ENSTNIP00000003933
ENSP00000379092	ENSTNIP00000010352
ENSP00000361446	ENSTNIP00000016133
ENSP00000314949	ENSTNIP00000013034
ENSP00000300591	ENSTNIP00000009229
ENSP00000300591	ENSTNIP00000019792
ENSP00000418693	ENSTNIP00000022217
ENSP00000391826	ENSTNIP00000013373
ENSP00000255613	ENSTNIP00000017961
ENSP00000421544	ENSTNIP00000019194
ENSP00000378248	ENSTNIP00000021202
ENSP00000319231	ENSTNIP00000003949
ENSP00000298999	ENSTNIP00000007099
ENSP00000428281	ENSTNIP00000016053
ENSP00000360104	ENSTNIP00000010674
ENSP00000368589	ENSTNIP00000011619
ENSP00000284274	ENSTNIP00000020269
ENSP00000323435	ENSTNIP00000011282
ENSP00000261369	ENSTNIP00000011974
ENSP00000421985	ENSTNIP00000019178
ENSP00000403310	ENSTNIP00000012878
ENSP00000354753	ENSTNIP00000003445
ENSP00000318406	ENSTNIP00000007238
ENSP00000440847	ENSTNIP00000011827
ENSP00000365147	ENSTNIP00000005039
ENSP00000337332	ENSTNIP00000018393
ENSP00000329466	ENSTNIP00000017062
ENSP00000297459	ENSTNIP00000009683
ENSP00000297459	ENSTNIP00000006864
ENSP00000222547	ENSTNIP00000020918
ENSP00000306324	ENSTNIP00000020222
ENSP00000334463	ENSTNIP00000013265
ENSP00000282226	ENSTNIP00000007199
ENSP00000416799	ENSTNIP00000021026
ENSP00000289805	ENSTNIP00000003453
ENSP00000280057	ENSTNIP00000001844
ENSP00000267339	ENSTNIP00000003344
ENSP00000267339	ENSTNIP00000016922
ENSP00000365883	ENSTNIP00000017364
ENSP00000268533	ENSTNIP00000003500
ENSP00000432799	ENSTNIP00000007940
ENSP00000301691	ENSTNIP00000017424
ENSP00000370639	ENSTNIP00000019527
ENSP00000370718	ENSTNIP00000000978
ENSP00000314023	ENSTNIP00000017371
ENSP00000354590	ENSTNIP00000019717
ENSP00000341483	ENSTNIP00000017933
ENSP00000266987	ENSTNIP00000009866
ENSP00000318176	ENSTNIP00000020085
ENSP00000364476	ENSTNIP00000001101
ENSP00000444196	ENSTNIP00000002324
ENSP00000006101	ENSTNIP00000022884
ENSP00000253457	ENSTNIP00000012147
ENSP00000403210	ENSTNIP00000011549
ENSP00000346127	ENSTNIP00000000132
ENSP00000324248	ENSTNIP00000021304
ENSP00000356985	ENSTNIP00000005037
ENSP00000470082	ENSTNIP00000010827
ENSP00000376440	ENSTNIP00000014396
ENSP00000311360	ENSTNIP00000016116
ENSP00000360191	ENSTNIP00000021435
ENSP00000350757	ENSTNIP00000007949
ENSP00000374029	ENSTNIP00000011858
ENSP00000281030	ENSTNIP00000001992
ENSP00000242728	ENSTNIP00000015116
ENSP00000256495	ENSTNIP00000010143
ENSP00000256495	ENSTNIP00000017578
ENSP00000433343	ENSTNIP00000013219
ENSP00000273258	ENSTNIP00000010167
ENSP00000273258	ENSTNIP00000015530
ENSP00000365570	ENSTNIP00000005722
ENSP00000360112	ENSTNIP00000021271
ENSP00000356919	ENSTNIP00000013597
ENSP00000364349	ENSTNIP00000005528
ENSP00000357206	ENSTNIP00000015964
ENSP00000336775	ENSTNIP00000022428
ENSP00000216039	ENSTNIP00000015926
ENSP00000384183	ENSTNIP00000018682
ENSP00000326630	ENSTNIP00000007508
ENSP00000258436	ENSTNIP00000016882
ENSP00000321026	ENSTNIP00000014258
ENSP00000386499	ENSTNIP00000015782
ENSP00000318486	ENSTNIP00000006752
ENSP00000318486	ENSTNIP00000014096
ENSP00000358320	ENSTNIP00000005504
ENSP00000382058	ENSTNIP00000012786
ENSP00000357904	ENSTNIP00000008915
ENSP00000267838	ENSTNIP00000003997
ENSP00000366876	ENSTNIP00000006217
ENSP00000359540	ENSTNIP00000009368
ENSP00000376246	ENSTNIP00000014159
ENSP00000315387	ENSTNIP00000007334
ENSP00000320081	ENSTNIP00000015737
ENSP00000293662	ENSTNIP00000015486
ENSP00000352782	ENSTNIP00000013032
ENSP00000406909	ENSTNIP00000008106
ENSP00000406909	ENSTNIP00000013144
ENSP00000358884	ENSTNIP00000001325
ENSP00000380037	ENSTNIP00000015406
ENSP00000267426	ENSTNIP00000007145
ENSP00000267426	ENSTNIP00000008048
ENSP00000259050	ENSTNIP00000012345
ENSP00000407301	ENSTNIP00000009241
ENSP00000377396	ENSTNIP00000016016
ENSP00000349805	ENSTNIP00000009838
ENSP00000262932	ENSTNIP00000017996
ENSP00000361926	ENSTNIP00000014182
ENSP00000244625	ENSTNIP00000016659
ENSP00000218340	ENSTNIP00000013571
ENSP00000298317	ENSTNIP00000017704
ENSP00000356505	ENSTNIP00000011605
ENSP00000301175	ENSTNIP00000018269
ENSP00000322991	ENSTNIP00000006477
ENSP00000443459	ENSTNIP00000009724
ENSP00000359819	ENSTNIP00000008633
ENSP00000269919	ENSTNIP00000013089
ENSP00000269919	ENSTNIP00000014010
ENSP00000315626	ENSTNIP00000006232
ENSP00000353998	ENSTNIP00000011400
ENSP00000360181	ENSTNIP00000018856
ENSP00000356906	ENSTNIP00000008043
ENSP00000443432	ENSTNIP00000013740
ENSP00000282032	ENSTNIP00000001886
ENSP00000414330	ENSTNIP00000009959
ENSP00000368496	ENSTNIP00000001395
ENSP00000426964	ENSTNIP00000016184
ENSP00000420875	ENSTNIP00000011854
ENSP00000237014	ENSTNIP00000013381
ENSP00000330289	ENSTNIP00000007497
ENSP00000006275	ENSTNIP00000007853
ENSP00000085068	ENSTNIP00000010937
ENSP00000408342	ENSTNIP00000002742
ENSP00000217971	ENSTNIP00000010452
ENSP00000328070	ENSTNIP00000014727
ENSP00000343890	ENSTNIP00000015386
ENSP00000203664	ENSTNIP00000000728
ENSP00000265728	ENSTNIP00000000114
ENSP00000297109	ENSTNIP00000010445
ENSP00000360913	ENSTNIP00000018551
ENSP00000215904	ENSTNIP00000019812
ENSP00000354571	ENSTNIP00000014735
ENSP00000419502	ENSTNIP00000017302
ENSP00000320520	ENSTNIP00000014425
ENSP00000320520	ENSTNIP00000011942
ENSP00000368144	ENSTNIP00000005232
ENSP00000384848	ENSTNIP00000009326
ENSP00000384848	ENSTNIP00000015080
ENSP00000418593	ENSTNIP00000006641
ENSP00000321038	ENSTNIP00000014578
ENSP00000280734	ENSTNIP00000013366
ENSP00000376565	ENSTNIP00000005653
ENSP00000466971	ENSTNIP00000006898
ENSP00000420065	ENSTNIP00000017800
ENSP00000273596	ENSTNIP00000017729
ENSP00000303908	ENSTNIP00000017702
ENSP00000380283	ENSTNIP00000021764
ENSP00000380281	ENSTNIP00000021763
ENSP00000367752	ENSTNIP00000010018
ENSP00000221922	ENSTNIP00000009590
ENSP00000453969	ENSTNIP00000020607
ENSP00000243578	ENSTNIP00000017860
ENSP00000280987	ENSTNIP00000006532
ENSP00000280987	ENSTNIP00000012591
ENSP00000355760	ENSTNIP00000016084
ENSP00000468927	ENSTNIP00000016164
ENSP00000468927	ENSTNIP00000018399
ENSP00000357409	ENSTNIP00000003931
ENSP00000295542	ENSTNIP00000008934
ENSP00000258301	ENSTNIP00000005262
ENSP00000432456	ENSTNIP00000003844
ENSP00000432456	ENSTNIP00000003679
ENSP00000257905	ENSTNIP00000017863
ENSP00000352097	ENSTNIP00000010530
ENSP00000251312	ENSTNIP00000011404
