ENSMGAP00000004951	ENSACAP00000005936
ENSMGAP00000017264	ENSACAP00000022966
ENSMGAP00000010049	ENSACAP00000000962
ENSMGAP00000017943	ENSACAP00000008054
ENSMGAP00000007370	ENSACAP00000012266
ENSMGAP00000018707	ENSACAP00000002528
ENSMGAP00000011814	ENSACAP00000019258
ENSMGAP00000001627	ENSACAP00000015774
ENSMGAP00000016073	ENSACAP00000010797
ENSMGAP00000001880	ENSACAP00000007745
ENSMGAP00000006290	ENSACAP00000009351
ENSMGAP00000011160	ENSACAP00000004071
ENSMGAP00000004559	ENSACAP00000001213
ENSMGAP00000005979	ENSACAP00000001218
ENSMGAP00000012835	ENSACAP00000012844
ENSMGAP00000013274	ENSACAP00000022731
ENSMGAP00000002929	ENSACAP00000007335
ENSMGAP00000008997	ENSACAP00000000897
ENSMGAP00000006052	ENSACAP00000007819
ENSMGAP00000010156	ENSACAP00000004729
ENSMGAP00000005418	ENSACAP00000001787
ENSMGAP00000011227	ENSACAP00000011832
ENSMGAP00000015131	ENSACAP00000003070
ENSMGAP00000005917	ENSACAP00000012465
ENSMGAP00000006201	ENSACAP00000000975
ENSMGAP00000008601	ENSACAP00000014464
ENSMGAP00000017456	ENSACAP00000015044
ENSMGAP00000001389	ENSACAP00000009199
ENSMGAP00000004675	ENSACAP00000014066
ENSMGAP00000000847	ENSACAP00000012356
ENSMGAP00000010993	ENSACAP00000004328
ENSMGAP00000000338	ENSACAP00000004632
ENSMGAP00000002135	ENSACAP00000000589
ENSMGAP00000005010	ENSACAP00000011789
ENSMGAP00000019132	ENSACAP00000005641
ENSMGAP00000006592	ENSACAP00000008350
ENSMGAP00000004315	ENSACAP00000011079
ENSMGAP00000001784	ENSACAP00000000443
ENSMGAP00000002264	ENSACAP00000012289
ENSMGAP00000009623	ENSACAP00000002859
ENSMGAP00000017642	ENSACAP00000011290
ENSMGAP00000012636	ENSACAP00000007296
ENSMGAP00000002791	ENSACAP00000019649
ENSMGAP00000015490	ENSACAP00000014590
ENSMGAP00000013581	ENSACAP00000004687
ENSMGAP00000013518	ENSACAP00000001959
ENSMGAP00000008222	ENSACAP00000014196
ENSMGAP00000011082	ENSACAP00000005091
ENSMGAP00000009728	ENSACAP00000002533
ENSMGAP00000012640	ENSACAP00000006499
ENSMGAP00000005335	ENSACAP00000011170
ENSMGAP00000004049	ENSACAP00000002836
ENSMGAP00000010198	ENSACAP00000006194
ENSMGAP00000010775	ENSACAP00000013874
ENSMGAP00000013373	ENSACAP00000003300
ENSMGAP00000006254	ENSACAP00000006902
ENSMGAP00000005754	ENSACAP00000001019
ENSMGAP00000004838	ENSACAP00000008951
ENSMGAP00000009379	ENSACAP00000015947
ENSMGAP00000012170	ENSACAP00000017224
ENSMGAP00000015059	ENSACAP00000008174
ENSMGAP00000009301	ENSACAP00000003321
ENSMGAP00000004268	ENSACAP00000012971
ENSMGAP00000003361	ENSACAP00000022645
ENSMGAP00000000645	ENSACAP00000011753
ENSMGAP00000001675	ENSACAP00000001203
ENSMGAP00000009390	ENSACAP00000011696
ENSMGAP00000012140	ENSACAP00000006124
ENSMGAP00000005612	ENSACAP00000003923
ENSMGAP00000006287	ENSACAP00000009310
ENSMGAP00000014114	ENSACAP00000012797
ENSMGAP00000015837	ENSACAP00000002037
ENSMGAP00000012823	ENSACAP00000011795
ENSMGAP00000006083	ENSACAP00000009205
ENSMGAP00000019665	ENSACAP00000003702
ENSMGAP00000003248	ENSACAP00000011866
ENSMGAP00000004524	ENSACAP00000008212
ENSMGAP00000019388	ENSACAP00000016838
ENSMGAP00000008130	ENSACAP00000005887
ENSMGAP00000014884	ENSACAP00000000002
ENSMGAP00000003745	ENSACAP00000010356
ENSMGAP00000011236	ENSACAP00000012052
ENSMGAP00000007880	ENSACAP00000000722
ENSMGAP00000012311	ENSACAP00000004387
ENSMGAP00000002780	ENSACAP00000004417
ENSMGAP00000004445	ENSACAP00000009659
ENSMGAP00000009183	ENSACAP00000009704
ENSMGAP00000013461	ENSACAP00000005280
ENSMGAP00000015368	ENSACAP00000002626
ENSMGAP00000009602	ENSACAP00000005892
ENSMGAP00000008299	ENSACAP00000012422
ENSMGAP00000011956	ENSACAP00000015031
ENSMGAP00000015738	ENSACAP00000000274
ENSMGAP00000017769	ENSACAP00000021646
ENSMGAP00000015289	ENSACAP00000013472
ENSMGAP00000011579	ENSACAP00000009044
ENSMGAP00000018762	ENSACAP00000002284
ENSMGAP00000004876	ENSACAP00000013741
ENSMGAP00000018248	ENSACAP00000000555
ENSMGAP00000001528	ENSACAP00000009086
ENSMGAP00000011191	ENSACAP00000006283
ENSMGAP00000017385	ENSACAP00000008856
ENSMGAP00000015661	ENSACAP00000012162
ENSMGAP00000000657	ENSACAP00000015624
ENSMGAP00000011439	ENSACAP00000007218
ENSMGAP00000004523	ENSACAP00000006125
ENSMGAP00000014056	ENSACAP00000013152
ENSMGAP00000008500	ENSACAP00000005332
ENSMGAP00000012801	ENSACAP00000009829
ENSMGAP00000002876	ENSACAP00000015727
ENSMGAP00000014448	ENSACAP00000014809
ENSMGAP00000001922	ENSACAP00000004891
ENSMGAP00000018732	ENSACAP00000002691
ENSMGAP00000002091	ENSACAP00000002923
ENSMGAP00000007890	ENSACAP00000004359
ENSMGAP00000012179	ENSACAP00000012549
ENSMGAP00000015984	ENSACAP00000004366
ENSMGAP00000018335	ENSACAP00000011462
ENSMGAP00000017426	ENSACAP00000003855
ENSMGAP00000009803	ENSACAP00000008412
ENSMGAP00000000082	ENSACAP00000007299
ENSMGAP00000008390	ENSACAP00000016166
ENSMGAP00000002872	ENSACAP00000017346
ENSMGAP00000015130	ENSACAP00000003186
ENSMGAP00000006258	ENSACAP00000015569
ENSMGAP00000004188	ENSACAP00000002950
ENSMGAP00000013768	ENSACAP00000009650
ENSMGAP00000002413	ENSACAP00000004870
ENSMGAP00000010158	ENSACAP00000006246
ENSMGAP00000012618	ENSACAP00000003334
ENSMGAP00000008124	ENSACAP00000012179
ENSMGAP00000000715	ENSACAP00000001254
ENSMGAP00000001639	ENSACAP00000002938
ENSMGAP00000011226	ENSACAP00000014385
ENSMGAP00000004964	ENSACAP00000014119
ENSMGAP00000013563	ENSACAP00000015055
ENSMGAP00000002031	ENSACAP00000017246
ENSMGAP00000013434	ENSACAP00000005476
ENSMGAP00000015871	ENSACAP00000000865
ENSMGAP00000018540	ENSACAP00000015897
ENSMGAP00000010288	ENSACAP00000001326
ENSMGAP00000005380	ENSACAP00000012683
ENSMGAP00000002854	ENSACAP00000001747
ENSMGAP00000008498	ENSACAP00000000645
ENSMGAP00000010748	ENSACAP00000004187
ENSMGAP00000008419	ENSACAP00000003665
ENSMGAP00000008839	ENSACAP00000003413
ENSMGAP00000008574	ENSACAP00000002539
ENSMGAP00000004347	ENSACAP00000000010
ENSMGAP00000011378	ENSACAP00000007759
ENSMGAP00000018273	ENSACAP00000012153
ENSMGAP00000005317	ENSACAP00000008181
ENSMGAP00000000977	ENSACAP00000007381
ENSMGAP00000007153	ENSACAP00000009393
ENSMGAP00000007659	ENSACAP00000016390
ENSMGAP00000007302	ENSACAP00000001137
ENSMGAP00000010337	ENSACAP00000003943
ENSMGAP00000012694	ENSACAP00000013529
ENSMGAP00000003004	ENSACAP00000017375
ENSMGAP00000007274	ENSACAP00000006069
ENSMGAP00000010194	ENSACAP00000012515
ENSMGAP00000012019	ENSACAP00000006714
ENSMGAP00000003385	ENSACAP00000015156
ENSMGAP00000006469	ENSACAP00000008013
ENSMGAP00000006590	ENSACAP00000001940
ENSMGAP00000000243	ENSACAP00000016461
ENSMGAP00000000519	ENSACAP00000017393
ENSMGAP00000010274	ENSACAP00000007806
ENSMGAP00000014830	ENSACAP00000000284
ENSMGAP00000004666	ENSACAP00000011166
ENSMGAP00000005665	ENSACAP00000004020
ENSMGAP00000014127	ENSACAP00000000169
ENSMGAP00000007458	ENSACAP00000000058
ENSMGAP00000012422	ENSACAP00000005018
ENSMGAP00000009098	ENSACAP00000002394
ENSMGAP00000015717	ENSACAP00000002357
ENSMGAP00000016130	ENSACAP00000014166
ENSMGAP00000012798	ENSACAP00000010900
ENSMGAP00000002131	ENSACAP00000007829
ENSMGAP00000002340	ENSACAP00000014046
ENSMGAP00000001826	ENSACAP00000012228
ENSMGAP00000007905	ENSACAP00000001798
ENSMGAP00000010018	ENSACAP00000021747
ENSMGAP00000001811	ENSACAP00000000534
ENSMGAP00000010560	ENSACAP00000014692
ENSMGAP00000007751	ENSACAP00000000494
ENSMGAP00000015819	ENSACAP00000022307
ENSMGAP00000008366	ENSACAP00000009211
ENSMGAP00000019274	ENSACAP00000002607
ENSMGAP00000002721	ENSACAP00000003860
ENSMGAP00000009353	ENSACAP00000015952
ENSMGAP00000005932	ENSACAP00000006084
ENSMGAP00000008727	ENSACAP00000015584
ENSMGAP00000005330	ENSACAP00000015801
ENSMGAP00000010498	ENSACAP00000004835
ENSMGAP00000012544	ENSACAP00000010234
ENSMGAP00000001133	ENSACAP00000000181
ENSMGAP00000012845	ENSACAP00000011645
ENSMGAP00000006398	ENSACAP00000002916
ENSMGAP00000004019	ENSACAP00000009714
ENSMGAP00000012568	ENSACAP00000004718
ENSMGAP00000011830	ENSACAP00000002774
ENSMGAP00000002568	ENSACAP00000003233
ENSMGAP00000016147	ENSACAP00000014176
ENSMGAP00000001545	ENSACAP00000011489
ENSMGAP00000016231	ENSACAP00000002047
ENSMGAP00000015639	ENSACAP00000012403
ENSMGAP00000005089	ENSACAP00000003576
ENSMGAP00000011967	ENSACAP00000015056
ENSMGAP00000001783	ENSACAP00000003555
ENSMGAP00000006988	ENSACAP00000003287
ENSMGAP00000007001	ENSACAP00000011411
ENSMGAP00000001204	ENSACAP00000010724
ENSMGAP00000008441	ENSACAP00000019544
ENSMGAP00000005146	ENSACAP00000021955
ENSMGAP00000013800	ENSACAP00000016300
ENSMGAP00000001042	ENSACAP00000006267
ENSMGAP00000017580	ENSACAP00000006359
ENSMGAP00000005130	ENSACAP00000003760
ENSMGAP00000007505	ENSACAP00000009165
ENSMGAP00000014525	ENSACAP00000017037
ENSMGAP00000015396	ENSACAP00000012348
ENSMGAP00000010414	ENSACAP00000000148
ENSMGAP00000005651	ENSACAP00000019201
ENSMGAP00000013231	ENSACAP00000015554
ENSMGAP00000006717	ENSACAP00000007177
ENSMGAP00000013671	ENSACAP00000015767
ENSMGAP00000005318	ENSACAP00000008602
ENSMGAP00000008860	ENSACAP00000003992
ENSMGAP00000004073	ENSACAP00000001754
ENSMGAP00000007546	ENSACAP00000007325
ENSMGAP00000014094	ENSACAP00000017419
ENSMGAP00000007814	ENSACAP00000021412
ENSMGAP00000013959	ENSACAP00000013170
ENSMGAP00000000275	ENSACAP00000000163
ENSMGAP00000010896	ENSACAP00000013453
ENSMGAP00000004497	ENSACAP00000005360
ENSMGAP00000018144	ENSACAP00000000983
ENSMGAP00000004661	ENSACAP00000011740
ENSMGAP00000007535	ENSACAP00000001736
ENSMGAP00000006738	ENSACAP00000006604
ENSMGAP00000002484	ENSACAP00000012897
ENSMGAP00000003415	ENSACAP00000014201
ENSMGAP00000001559	ENSACAP00000016301
ENSMGAP00000003633	ENSACAP00000008955
ENSMGAP00000006114	ENSACAP00000011876
ENSMGAP00000009237	ENSACAP00000012856
ENSMGAP00000006463	ENSACAP00000014712
ENSMGAP00000002447	ENSACAP00000016743
ENSMGAP00000014433	ENSACAP00000014257
ENSMGAP00000009782	ENSACAP00000016971
ENSMGAP00000018129	ENSACAP00000013049
ENSMGAP00000017646	ENSACAP00000004827
ENSMGAP00000001147	ENSACAP00000008097
ENSMGAP00000001591	ENSACAP00000015064
ENSMGAP00000008182	ENSACAP00000011947
ENSMGAP00000016098	ENSACAP00000012509
ENSMGAP00000011449	ENSACAP00000007374
ENSMGAP00000008012	ENSACAP00000008385
ENSMGAP00000011067	ENSACAP00000017610
ENSMGAP00000007336	ENSACAP00000007026
ENSMGAP00000013726	ENSACAP00000016643
ENSMGAP00000007138	ENSACAP00000005709
ENSMGAP00000015047	ENSACAP00000005011
ENSMGAP00000015472	ENSACAP00000017625
ENSMGAP00000007995	ENSACAP00000013419
ENSMGAP00000014081	ENSACAP00000013270
ENSMGAP00000010048	ENSACAP00000004324
ENSMGAP00000014943	ENSACAP00000005647
ENSMGAP00000015612	ENSACAP00000018600
ENSMGAP00000011536	ENSACAP00000020815
ENSMGAP00000007253	ENSACAP00000003873
ENSMGAP00000009104	ENSACAP00000001847
ENSMGAP00000004839	ENSACAP00000016252
ENSMGAP00000014740	ENSACAP00000011018
ENSMGAP00000001927	ENSACAP00000014400
ENSMGAP00000002823	ENSACAP00000017680
ENSMGAP00000012723	ENSACAP00000006888
ENSMGAP00000009557	ENSACAP00000013163
ENSMGAP00000005201	ENSACAP00000002433
ENSMGAP00000013738	ENSACAP00000012603
ENSMGAP00000001390	ENSACAP00000006722
ENSMGAP00000010441	ENSACAP00000000166
ENSMGAP00000003623	ENSACAP00000000761
ENSMGAP00000015734	ENSACAP00000000469
ENSMGAP00000006207	ENSACAP00000004980
ENSMGAP00000012235	ENSACAP00000017296
ENSMGAP00000000158	ENSACAP00000000418
ENSMGAP00000009079	ENSACAP00000012675
ENSMGAP00000006680	ENSACAP00000006960
ENSMGAP00000008050	ENSACAP00000010240
ENSMGAP00000012257	ENSACAP00000014189
ENSMGAP00000008324	ENSACAP00000010789
ENSMGAP00000002782	ENSACAP00000014850
ENSMGAP00000007132	ENSACAP00000008332
ENSMGAP00000004763	ENSACAP00000009102
ENSMGAP00000000430	ENSACAP00000001569
ENSMGAP00000001536	ENSACAP00000017077
ENSMGAP00000003910	ENSACAP00000020480
ENSMGAP00000008405	ENSACAP00000016100
ENSMGAP00000012967	ENSACAP00000009293
ENSMGAP00000009948	ENSACAP00000014504
ENSMGAP00000009732	ENSACAP00000003103
ENSMGAP00000011702	ENSACAP00000008168
ENSMGAP00000013088	ENSACAP00000014966
ENSMGAP00000004659	ENSACAP00000017657
ENSMGAP00000009143	ENSACAP00000008012
ENSMGAP00000001654	ENSACAP00000001256
ENSMGAP00000007310	ENSACAP00000001679
ENSMGAP00000002202	ENSACAP00000011459
ENSMGAP00000005584	ENSACAP00000011754
ENSMGAP00000000397	ENSACAP00000001743
ENSMGAP00000008982	ENSACAP00000021079
ENSMGAP00000016070	ENSACAP00000006141
ENSMGAP00000014101	ENSACAP00000014093
ENSMGAP00000015471	ENSACAP00000017619
ENSMGAP00000009373	ENSACAP00000000488
ENSMGAP00000007160	ENSACAP00000022182
ENSMGAP00000002850	ENSACAP00000016734
ENSMGAP00000014426	ENSACAP00000014339
ENSMGAP00000010298	ENSACAP00000007732
ENSMGAP00000014938	ENSACAP00000010878
ENSMGAP00000016722	ENSACAP00000019151
ENSMGAP00000014842	ENSACAP00000001496
ENSMGAP00000013855	ENSACAP00000010292
ENSMGAP00000011766	ENSACAP00000012277
ENSMGAP00000008776	ENSACAP00000006680
ENSMGAP00000012745	ENSACAP00000004532
ENSMGAP00000005987	ENSACAP00000006098
ENSMGAP00000004980	ENSACAP00000000151
ENSMGAP00000013085	ENSACAP00000014342
ENSMGAP00000018933	ENSACAP00000012194
ENSMGAP00000013974	ENSACAP00000011103
ENSMGAP00000011084	ENSACAP00000002318
ENSMGAP00000003613	ENSACAP00000010028
ENSMGAP00000003735	ENSACAP00000003726
ENSMGAP00000004658	ENSACAP00000004442
ENSMGAP00000014332	ENSACAP00000014144
ENSMGAP00000012379	ENSACAP00000017920
ENSMGAP00000006419	ENSACAP00000014818
ENSMGAP00000000694	ENSACAP00000006606
ENSMGAP00000009832	ENSACAP00000011951
ENSMGAP00000008278	ENSACAP00000010620
ENSMGAP00000009874	ENSACAP00000003405
ENSMGAP00000005867	ENSACAP00000015127
ENSMGAP00000014202	ENSACAP00000010709
ENSMGAP00000012927	ENSACAP00000005082
ENSMGAP00000006121	ENSACAP00000005003
ENSMGAP00000013033	ENSACAP00000007021
ENSMGAP00000002451	ENSACAP00000007638
ENSMGAP00000000117	ENSACAP00000008493
ENSMGAP00000003000	ENSACAP00000012584
ENSMGAP00000012250	ENSACAP00000008920
ENSMGAP00000011267	ENSACAP00000002328
ENSMGAP00000007109	ENSACAP00000016856
ENSMGAP00000017796	ENSACAP00000009176
ENSMGAP00000009914	ENSACAP00000014352
ENSMGAP00000005051	ENSACAP00000001423
ENSMGAP00000013774	ENSACAP00000007883
ENSMGAP00000001539	ENSACAP00000017725
ENSMGAP00000012896	ENSACAP00000017316
ENSMGAP00000000708	ENSACAP00000011778
ENSMGAP00000011285	ENSACAP00000017683
ENSMGAP00000007125	ENSACAP00000023281
ENSMGAP00000010052	ENSACAP00000002926
ENSMGAP00000013124	ENSACAP00000013311
ENSMGAP00000000157	ENSACAP00000018124
ENSMGAP00000009380	ENSACAP00000006845
ENSMGAP00000001269	ENSACAP00000004648
ENSMGAP00000005137	ENSACAP00000015407
ENSMGAP00000008563	ENSACAP00000022831
ENSMGAP00000012046	ENSACAP00000001836
ENSMGAP00000011322	ENSACAP00000007648
ENSMGAP00000000178	ENSACAP00000003540
ENSMGAP00000016058	ENSACAP00000001250
ENSMGAP00000019441	ENSACAP00000005491
ENSMGAP00000016573	ENSACAP00000002622
ENSMGAP00000016872	ENSACAP00000004152
ENSMGAP00000015301	ENSACAP00000013422
ENSMGAP00000006407	ENSACAP00000002683
ENSMGAP00000011715	ENSACAP00000014490
ENSMGAP00000003559	ENSACAP00000010085
ENSMGAP00000008590	ENSACAP00000017156
ENSMGAP00000005076	ENSACAP00000009883
ENSMGAP00000019403	ENSACAP00000009950
ENSMGAP00000010796	ENSACAP00000004354
ENSMGAP00000005438	ENSACAP00000005681
ENSMGAP00000003509	ENSACAP00000022012
ENSMGAP00000005073	ENSACAP00000009257
ENSMGAP00000009884	ENSACAP00000006091
ENSMGAP00000013433	ENSACAP00000016382
ENSMGAP00000011663	ENSACAP00000008065
ENSMGAP00000005522	ENSACAP00000007329
ENSMGAP00000006380	ENSACAP00000005301
ENSMGAP00000005602	ENSACAP00000015203
ENSMGAP00000013561	ENSACAP00000016915
ENSMGAP00000018199	ENSACAP00000010439
ENSMGAP00000001068	ENSACAP00000014959
ENSMGAP00000005855	ENSACAP00000008149
ENSMGAP00000008810	ENSACAP00000003403
ENSMGAP00000018743	ENSACAP00000014215
ENSMGAP00000004506	ENSACAP00000013804
ENSMGAP00000016474	ENSACAP00000014275
ENSMGAP00000012791	ENSACAP00000002456
ENSMGAP00000006143	ENSACAP00000019932
ENSMGAP00000004240	ENSACAP00000000879
ENSMGAP00000012560	ENSACAP00000005841
ENSMGAP00000011742	ENSACAP00000014720
ENSMGAP00000012077	ENSACAP00000012767
ENSMGAP00000004579	ENSACAP00000015664
ENSMGAP00000004924	ENSACAP00000003449
ENSMGAP00000005680	ENSACAP00000008319
ENSMGAP00000000523	ENSACAP00000022587
ENSMGAP00000016767	ENSACAP00000014428
ENSMGAP00000016754	ENSACAP00000017859
ENSMGAP00000001836	ENSACAP00000000804
ENSMGAP00000007181	ENSACAP00000005834
ENSMGAP00000015569	ENSACAP00000012204
ENSMGAP00000006318	ENSACAP00000005582
ENSMGAP00000013613	ENSACAP00000015408
ENSMGAP00000001361	ENSACAP00000004672
ENSMGAP00000003008	ENSACAP00000011420
ENSMGAP00000019584	ENSACAP00000012585
ENSMGAP00000003359	ENSACAP00000013995
ENSMGAP00000013342	ENSACAP00000001989
ENSMGAP00000003370	ENSACAP00000014837
ENSMGAP00000011835	ENSACAP00000001021
ENSMGAP00000009411	ENSACAP00000003581
ENSMGAP00000013148	ENSACAP00000010827
ENSMGAP00000008199	ENSACAP00000020602
ENSMGAP00000011002	ENSACAP00000018008
ENSMGAP00000006251	ENSACAP00000002785
ENSMGAP00000002497	ENSACAP00000007382
ENSMGAP00000007325	ENSACAP00000015704
ENSMGAP00000004641	ENSACAP00000007121
ENSMGAP00000017508	ENSACAP00000016538
ENSMGAP00000005231	ENSACAP00000004355
ENSMGAP00000002061	ENSACAP00000016317
ENSMGAP00000005940	ENSACAP00000006363
ENSMGAP00000012263	ENSACAP00000015950
ENSMGAP00000019311	ENSACAP00000008999
ENSMGAP00000015323	ENSACAP00000010331
ENSMGAP00000005544	ENSACAP00000005019
ENSMGAP00000003665	ENSACAP00000020642
ENSMGAP00000009116	ENSACAP00000007821
ENSMGAP00000018283	ENSACAP00000002769
ENSMGAP00000003054	ENSACAP00000012889
ENSMGAP00000009892	ENSACAP00000004371
ENSMGAP00000012675	ENSACAP00000003543
ENSMGAP00000004311	ENSACAP00000001362
ENSMGAP00000014491	ENSACAP00000011999
ENSMGAP00000005713	ENSACAP00000003215
ENSMGAP00000005898	ENSACAP00000006463
ENSMGAP00000005980	ENSACAP00000021213
ENSMGAP00000008473	ENSACAP00000016641
ENSMGAP00000014541	ENSACAP00000002597
ENSMGAP00000014265	ENSACAP00000023083
ENSMGAP00000001241	ENSACAP00000000392
ENSMGAP00000008401	ENSACAP00000012581
ENSMGAP00000014224	ENSACAP00000006142
ENSMGAP00000003329	ENSACAP00000010514
ENSMGAP00000002634	ENSACAP00000017414
ENSMGAP00000003531	ENSACAP00000001584
ENSMGAP00000004189	ENSACAP00000010860
ENSMGAP00000001759	ENSACAP00000021940
ENSMGAP00000001391	ENSACAP00000000720
ENSMGAP00000000179	ENSACAP00000012602
ENSMGAP00000008692	ENSACAP00000008394
ENSMGAP00000001281	ENSACAP00000014934
ENSMGAP00000000863	ENSACAP00000004232
ENSMGAP00000004768	ENSACAP00000017389
ENSMGAP00000004020	ENSACAP00000008024
ENSMGAP00000009458	ENSACAP00000004734
ENSMGAP00000003126	ENSACAP00000003052
ENSMGAP00000001291	ENSACAP00000006154
ENSMGAP00000003478	ENSACAP00000004446
ENSMGAP00000002809	ENSACAP00000001607
ENSMGAP00000002406	ENSACAP00000013342
ENSMGAP00000012727	ENSACAP00000004160
ENSMGAP00000013639	ENSACAP00000008002
ENSMGAP00000007021	ENSACAP00000000045
ENSMGAP00000002120	ENSACAP00000009877
ENSMGAP00000011817	ENSACAP00000011531
ENSMGAP00000012503	ENSACAP00000005563
ENSMGAP00000010519	ENSACAP00000014891
ENSMGAP00000011505	ENSACAP00000009442
ENSMGAP00000014083	ENSACAP00000013297
ENSMGAP00000008101	ENSACAP00000005962
ENSMGAP00000013571	ENSACAP00000016931
ENSMGAP00000006817	ENSACAP00000000857
ENSMGAP00000006241	ENSACAP00000006389
ENSMGAP00000002289	ENSACAP00000005071
ENSMGAP00000003880	ENSACAP00000008327
ENSMGAP00000002807	ENSACAP00000001430
ENSMGAP00000003012	ENSACAP00000010888
ENSMGAP00000013145	ENSACAP00000001560
ENSMGAP00000017542	ENSACAP00000001493
ENSMGAP00000002398	ENSACAP00000001771
ENSMGAP00000009519	ENSACAP00000005666
ENSMGAP00000001366	ENSACAP00000006276
ENSMGAP00000016992	ENSACAP00000001366
ENSMGAP00000015860	ENSACAP00000004832
ENSMGAP00000010175	ENSACAP00000012995
ENSMGAP00000001507	ENSACAP00000004850
ENSMGAP00000015438	ENSACAP00000002904
ENSMGAP00000009505	ENSACAP00000015681
ENSMGAP00000017676	ENSACAP00000012928
ENSMGAP00000017494	ENSACAP00000004624
ENSMGAP00000001524	ENSACAP00000016484
ENSMGAP00000007884	ENSACAP00000003570
ENSMGAP00000015728	ENSACAP00000001524
ENSMGAP00000009364	ENSACAP00000003596
ENSMGAP00000009248	ENSACAP00000014329
ENSMGAP00000009783	ENSACAP00000013948
ENSMGAP00000015822	ENSACAP00000015878
ENSMGAP00000016071	ENSACAP00000022256
ENSMGAP00000005462	ENSACAP00000022059
ENSMGAP00000005017	ENSACAP00000000145
ENSMGAP00000019365	ENSACAP00000006116
ENSMGAP00000014305	ENSACAP00000015747
ENSMGAP00000004476	ENSACAP00000004845
ENSMGAP00000004278	ENSACAP00000015730
ENSMGAP00000014642	ENSACAP00000008387
ENSMGAP00000005813	ENSACAP00000005078
ENSMGAP00000003638	ENSACAP00000009544
ENSMGAP00000009690	ENSACAP00000008019
ENSMGAP00000004608	ENSACAP00000017415
ENSMGAP00000011021	ENSACAP00000020785
ENSMGAP00000014714	ENSACAP00000016546
ENSMGAP00000013521	ENSACAP00000001957
ENSMGAP00000002968	ENSACAP00000015334
ENSMGAP00000014398	ENSACAP00000000675
ENSMGAP00000012526	ENSACAP00000001025
ENSMGAP00000000969	ENSACAP00000006578
ENSMGAP00000000842	ENSACAP00000009080
ENSMGAP00000018356	ENSACAP00000015817
ENSMGAP00000004909	ENSACAP00000010956
ENSMGAP00000008245	ENSACAP00000015364
ENSMGAP00000003258	ENSACAP00000007802
ENSMGAP00000011412	ENSACAP00000005300
ENSMGAP00000001872	ENSACAP00000015481
ENSMGAP00000006776	ENSACAP00000014277
ENSMGAP00000009811	ENSACAP00000002949
ENSMGAP00000014485	ENSACAP00000000989
ENSMGAP00000015108	ENSACAP00000011276
ENSMGAP00000006814	ENSACAP00000007929
ENSMGAP00000005558	ENSACAP00000000448
ENSMGAP00000018563	ENSACAP00000014912
ENSMGAP00000010659	ENSACAP00000013389
ENSMGAP00000012166	ENSACAP00000023176
ENSMGAP00000006118	ENSACAP00000008436
ENSMGAP00000005303	ENSACAP00000004882
ENSMGAP00000000725	ENSACAP00000023219
ENSMGAP00000010084	ENSACAP00000011559
ENSMGAP00000011681	ENSACAP00000014015
ENSMGAP00000010365	ENSACAP00000015900
ENSMGAP00000014200	ENSACAP00000010844
ENSMGAP00000016021	ENSACAP00000002961
ENSMGAP00000007424	ENSACAP00000007146
ENSMGAP00000008457	ENSACAP00000011151
ENSMGAP00000011337	ENSACAP00000007660
ENSMGAP00000003364	ENSACAP00000010690
ENSMGAP00000014313	ENSACAP00000010180
ENSMGAP00000007768	ENSACAP00000022772
ENSMGAP00000008423	ENSACAP00000010541
ENSMGAP00000008282	ENSACAP00000012834
ENSMGAP00000015326	ENSACAP00000014583
ENSMGAP00000005252	ENSACAP00000014833
ENSMGAP00000000513	ENSACAP00000005751
ENSMGAP00000009774	ENSACAP00000007501
ENSMGAP00000000021	ENSACAP00000017325
ENSMGAP00000014925	ENSACAP00000005862
ENSMGAP00000011078	ENSACAP00000022148
ENSMGAP00000002249	ENSACAP00000000914
ENSMGAP00000010473	ENSACAP00000010905
ENSMGAP00000013072	ENSACAP00000000471
ENSMGAP00000011701	ENSACAP00000014087
ENSMGAP00000000581	ENSACAP00000006820
ENSMGAP00000015303	ENSACAP00000013402
