ENSDARP00000074624	ENSMUSP00000034074
ENSDARP00000110970	ENSMUSP00000005218
ENSDARP00000065090	ENSMUSP00000032191
ENSDARP00000091977	ENSMUSP00000126036
ENSDARP00000107329	ENSMUSP00000042702
ENSDARP00000118806	ENSMUSP00000107230
ENSDARP00000015994	ENSMUSP00000119238
ENSDARP00000103673	ENSMUSP00000075619
ENSDARP00000103396	ENSMUSP00000102015
ENSDARP00000112494	ENSMUSP00000134479
ENSDARP00000098408	ENSMUSP00000071904
ENSDARP00000052085	ENSMUSP00000101679
ENSDARP00000128125	ENSMUSP00000101679
ENSDARP00000104514	ENSMUSP00000060414
ENSDARP00000058887	ENSMUSP00000088303
ENSDARP00000094646	ENSMUSP00000097170
ENSDARP00000127679	ENSMUSP00000049640
ENSDARP00000008325	ENSMUSP00000049640
ENSDARP00000127994	ENSMUSP00000067197
ENSDARP00000125421	ENSMUSP00000016110
ENSDARP00000108976	ENSMUSP00000002976
ENSDARP00000063037	ENSMUSP00000066696
ENSDARP00000059627	ENSMUSP00000066696
ENSDARP00000098853	ENSMUSP00000026469
ENSDARP00000061616	ENSMUSP00000020454
ENSDARP00000095483	ENSMUSP00000034879
ENSDARP00000100423	ENSMUSP00000099855
ENSDARP00000122047	ENSMUSP00000064967
ENSDARP00000086481	ENSMUSP00000081700
ENSDARP00000126403	ENSMUSP00000104417
ENSDARP00000128046	ENSMUSP00000065468
ENSDARP00000122586	ENSMUSP00000065468
ENSDARP00000108933	ENSMUSP00000127254
ENSDARP00000127533	ENSMUSP00000074549
ENSDARP00000126404	ENSMUSP00000077301
ENSDARP00000103887	ENSMUSP00000122227
ENSDARP00000066987	ENSMUSP00000131943
ENSDARP00000088082	ENSMUSP00000090673
ENSDARP00000079617	ENSMUSP00000028314
ENSDARP00000101080	ENSMUSP00000010502
ENSDARP00000047734	ENSMUSP00000061610
ENSDARP00000111957	ENSMUSP00000095868
ENSDARP00000098812	ENSMUSP00000043570
ENSDARP00000082121	ENSMUSP00000043570
ENSDARP00000126967	ENSMUSP00000040074
ENSDARP00000113065	ENSMUSP00000127556
ENSDARP00000080259	ENSMUSP00000032761
ENSDARP00000070836	ENSMUSP00000113533
ENSDARP00000047443	ENSMUSP00000105473
ENSDARP00000128247	ENSMUSP00000023211
ENSDARP00000078154	ENSMUSP00000023211
ENSDARP00000100182	ENSMUSP00000135193
ENSDARP00000068606	ENSMUSP00000139318
ENSDARP00000106901	ENSMUSP00000023387
ENSDARP00000006365	ENSMUSP00000036085
ENSDARP00000110366	ENSMUSP00000105184
ENSDARP00000111624	ENSMUSP00000021659
ENSDARP00000090237	ENSMUSP00000136151
ENSDARP00000038848	ENSMUSP00000038275
ENSDARP00000035759	ENSMUSP00000127368
ENSDARP00000113686	ENSMUSP00000065233
ENSDARP00000117254	ENSMUSP00000067603
ENSDARP00000099119	ENSMUSP00000106302
ENSDARP00000072402	ENSMUSP00000033025
ENSDARP00000113867	ENSMUSP00000023453
ENSDARP00000029000	ENSMUSP00000002133
ENSDARP00000078566	ENSMUSP00000022690
ENSDARP00000086780	ENSMUSP00000088796
ENSDARP00000125790	ENSMUSP00000083300
ENSDARP00000046383	ENSMUSP00000111304
ENSDARP00000112957	ENSMUSP00000108878
ENSDARP00000127845	ENSMUSP00000022589
ENSDARP00000079099	ENSMUSP00000110564
ENSDARP00000027094	ENSMUSP00000037454
ENSDARP00000021126	ENSMUSP00000080414
ENSDARP00000073614	ENSMUSP00000034431
ENSDARP00000054976	ENSMUSP00000058840
ENSDARP00000083040	ENSMUSP00000045988
ENSDARP00000091038	ENSMUSP00000129351
ENSDARP00000004160	ENSMUSP00000021471
ENSDARP00000070533	ENSMUSP00000045154
ENSDARP00000098160	ENSMUSP00000091245
ENSDARP00000106085	ENSMUSP00000087985
ENSDARP00000101044	ENSMUSP00000054337
ENSDARP00000068262	ENSMUSP00000054337
ENSDARP00000065921	ENSMUSP00000023089
ENSDARP00000083512	ENSMUSP00000119745
ENSDARP00000107103	ENSMUSP00000075269
ENSDARP00000102579	ENSMUSP00000125952
ENSDARP00000032736	ENSMUSP00000021425
ENSDARP00000102339	ENSMUSP00000021425
ENSDARP00000114200	ENSMUSP00000021681
ENSDARP00000127404	ENSMUSP00000036768
ENSDARP00000037780	ENSMUSP00000126390
ENSDARP00000099727	ENSMUSP00000126390
ENSDARP00000034195	ENSMUSP00000074903
ENSDARP00000069642	ENSMUSP00000112246
ENSDARP00000117618	ENSMUSP00000047473
ENSDARP00000080969	ENSMUSP00000078623
ENSDARP00000105907	ENSMUSP00000027032
ENSDARP00000102087	ENSMUSP00000027032
ENSDARP00000099393	ENSMUSP00000078795
ENSDARP00000026082	ENSMUSP00000133309
ENSDARP00000049195	ENSMUSP00000020804
ENSDARP00000094523	ENSMUSP00000032944
ENSDARP00000041081	ENSMUSP00000032944
ENSDARP00000103293	ENSMUSP00000114062
ENSDARP00000028016	ENSMUSP00000030361
ENSDARP00000066779	ENSMUSP00000021791
ENSDARP00000093582	ENSMUSP00000111240
ENSDARP00000123911	ENSMUSP00000099451
ENSDARP00000098438	ENSMUSP00000045089
ENSDARP00000051755	ENSMUSP00000045089
ENSDARP00000102772	ENSMUSP00000035202
ENSDARP00000056961	ENSMUSP00000019907
ENSDARP00000091983	ENSMUSP00000054125
ENSDARP00000033698	ENSMUSP00000035303
ENSDARP00000120895	ENSMUSP00000124211
ENSDARP00000027619	ENSMUSP00000003818
ENSDARP00000084765	ENSMUSP00000041806
ENSDARP00000048382	ENSMUSP00000024042
ENSDARP00000024393	ENSMUSP00000048914
ENSDARP00000128260	ENSMUSP00000054208
ENSDARP00000099595	ENSMUSP00000042958
ENSDARP00000124576	ENSMUSP00000085260
ENSDARP00000042412	ENSMUSP00000107262
ENSDARP00000124135	ENSMUSP00000028410
ENSDARP00000105380	ENSMUSP00000028410
ENSDARP00000023737	ENSMUSP00000096910
ENSDARP00000108100	ENSMUSP00000117108
ENSDARP00000070453	ENSMUSP00000117108
ENSDARP00000086649	ENSMUSP00000038484
ENSDARP00000121188	ENSMUSP00000035007
ENSDARP00000067585	ENSMUSP00000032172
ENSDARP00000116560	ENSMUSP00000032172
ENSDARP00000120741	ENSMUSP00000051864
ENSDARP00000106030	ENSMUSP00000047449
ENSDARP00000029462	ENSMUSP00000108058
ENSDARP00000026447	ENSMUSP00000062642
ENSDARP00000058338	ENSMUSP00000075082
ENSDARP00000067081	ENSMUSP00000103483
ENSDARP00000068697	ENSMUSP00000089198
ENSDARP00000120515	ENSMUSP00000030586
ENSDARP00000113435	ENSMUSP00000079671
ENSDARP00000038299	ENSMUSP00000020575
ENSDARP00000092179	ENSMUSP00000029845
ENSDARP00000122125	ENSMUSP00000007255
ENSDARP00000008404	ENSMUSP00000077978
ENSDARP00000110316	ENSMUSP00000124423
ENSDARP00000126938	ENSMUSP00000083115
ENSDARP00000105374	ENSMUSP00000035100
ENSDARP00000005474	ENSMUSP00000113103
ENSDARP00000082698	ENSMUSP00000137439
ENSDARP00000124202	ENSMUSP00000137439
ENSDARP00000110217	ENSMUSP00000090850
ENSDARP00000007564	ENSMUSP00000044833
ENSDARP00000037635	ENSMUSP00000054731
ENSDARP00000123022	ENSMUSP00000030088
ENSDARP00000105651	ENSMUSP00000059391
ENSDARP00000035484	ENSMUSP00000084082
ENSDARP00000060887	ENSMUSP00000096177
ENSDARP00000046780	ENSMUSP00000067053
ENSDARP00000123282	ENSMUSP00000070725
ENSDARP00000109079	ENSMUSP00000052986
ENSDARP00000113812	ENSMUSP00000030935
ENSDARP00000119209	ENSMUSP00000058994
ENSDARP00000011265	ENSMUSP00000028068
ENSDARP00000005280	ENSMUSP00000075113
ENSDARP00000025309	ENSMUSP00000034700
ENSDARP00000117076	ENSMUSP00000060499
ENSDARP00000118413	ENSMUSP00000060499
ENSDARP00000101156	ENSMUSP00000000206
ENSDARP00000103751	ENSMUSP00000000206
ENSDARP00000072909	ENSMUSP00000052585
ENSDARP00000108995	ENSMUSP00000069915
ENSDARP00000097521	ENSMUSP00000020268
ENSDARP00000070191	ENSMUSP00000036924
ENSDARP00000019426	ENSMUSP00000046641
ENSDARP00000051552	ENSMUSP00000128757
ENSDARP00000068656	ENSMUSP00000084445
ENSDARP00000107606	ENSMUSP00000004330
ENSDARP00000099052	ENSMUSP00000110648
ENSDARP00000113118	ENSMUSP00000090747
ENSDARP00000109399	ENSMUSP00000033770
ENSDARP00000070540	ENSMUSP00000032066
ENSDARP00000118500	ENSMUSP00000112765
ENSDARP00000096044	ENSMUSP00000026322
ENSDARP00000071962	ENSMUSP00000071200
ENSDARP00000122460	ENSMUSP00000094294
ENSDARP00000119539	ENSMUSP00000094294
ENSDARP00000106038	ENSMUSP00000080949
ENSDARP00000122998	ENSMUSP00000049168
ENSDARP00000047568	ENSMUSP00000114076
ENSDARP00000016954	ENSMUSP00000114076
ENSDARP00000106837	ENSMUSP00000104223
ENSDARP00000046049	ENSMUSP00000020298
ENSDARP00000112750	ENSMUSP00000054307
ENSDARP00000101796	ENSMUSP00000138000
ENSDARP00000055086	ENSMUSP00000040614
ENSDARP00000058050	ENSMUSP00000132815
ENSDARP00000062929	ENSMUSP00000010904
ENSDARP00000109067	ENSMUSP00000026188
ENSDARP00000108170	ENSMUSP00000113898
ENSDARP00000109577	ENSMUSP00000033910
ENSDARP00000103077	ENSMUSP00000030254
ENSDARP00000081305	ENSMUSP00000013294
ENSDARP00000081875	ENSMUSP00000062662
ENSDARP00000115397	ENSMUSP00000057893
ENSDARP00000113277	ENSMUSP00000057893
ENSDARP00000069682	ENSMUSP00000044389
ENSDARP00000070045	ENSMUSP00000131423
ENSDARP00000006445	ENSMUSP00000042590
ENSDARP00000100755	ENSMUSP00000075497
ENSDARP00000090222	ENSMUSP00000049026
ENSDARP00000055278	ENSMUSP00000074160
ENSDARP00000121903	ENSMUSP00000136944
ENSDARP00000057462	ENSMUSP00000039950
ENSDARP00000071690	ENSMUSP00000068471
ENSDARP00000094458	ENSMUSP00000068471
ENSDARP00000076379	ENSMUSP00000036945
ENSDARP00000012705	ENSMUSP00000060129
ENSDARP00000117936	ENSMUSP00000099667
ENSDARP00000097342	ENSMUSP00000126066
ENSDARP00000108177	ENSMUSP00000044502
ENSDARP00000109504	ENSMUSP00000048971
ENSDARP00000080120	ENSMUSP00000079093
ENSDARP00000085527	ENSMUSP00000034227
ENSDARP00000124453	ENSMUSP00000043706
ENSDARP00000129061	ENSMUSP00000060017
ENSDARP00000106744	ENSMUSP00000070748
ENSDARP00000107139	ENSMUSP00000070748
ENSDARP00000010900	ENSMUSP00000044877
ENSDARP00000120037	ENSMUSP00000026557
ENSDARP00000095260	ENSMUSP00000105446
ENSDARP00000083977	ENSMUSP00000130888
ENSDARP00000116435	ENSMUSP00000028103
ENSDARP00000013064	ENSMUSP00000061578
ENSDARP00000013712	ENSMUSP00000045024
ENSDARP00000075469	ENSMUSP00000047860
ENSDARP00000086690	ENSMUSP00000057095
ENSDARP00000098464	ENSMUSP00000130306
ENSDARP00000109776	ENSMUSP00000052208
ENSDARP00000104311	ENSMUSP00000047681
ENSDARP00000053925	ENSMUSP00000033905
ENSDARP00000093338	ENSMUSP00000033905
ENSDARP00000094013	ENSMUSP00000056828
ENSDARP00000129549	ENSMUSP00000025802
ENSDARP00000093998	ENSMUSP00000073213
ENSDARP00000086515	ENSMUSP00000124562
ENSDARP00000100729	ENSMUSP00000046297
ENSDARP00000090565	ENSMUSP00000040230
ENSDARP00000081642	ENSMUSP00000001534
ENSDARP00000104053	ENSMUSP00000137135
ENSDARP00000067582	ENSMUSP00000044290
ENSDARP00000123447	ENSMUSP00000002445
ENSDARP00000090946	ENSMUSP00000002445
ENSDARP00000094231	ENSMUSP00000023813
ENSDARP00000115290	ENSMUSP00000002808
ENSDARP00000072603	ENSMUSP00000026288
ENSDARP00000109190	ENSMUSP00000023067
ENSDARP00000023681	ENSMUSP00000018816
ENSDARP00000042367	ENSMUSP00000055827
ENSDARP00000013605	ENSMUSP00000034277
ENSDARP00000041393	ENSMUSP00000022828
ENSDARP00000122756	ENSMUSP00000066822
ENSDARP00000052331	ENSMUSP00000066822
ENSDARP00000042866	ENSMUSP00000106931
ENSDARP00000121853	ENSMUSP00000036177
ENSDARP00000054419	ENSMUSP00000025740
ENSDARP00000038400	ENSMUSP00000107448
ENSDARP00000099057	ENSMUSP00000099792
ENSDARP00000105626	ENSMUSP00000042988
ENSDARP00000060149	ENSMUSP00000111186
ENSDARP00000061105	ENSMUSP00000032386
ENSDARP00000023917	ENSMUSP00000032194
ENSDARP00000100382	ENSMUSP00000113537
ENSDARP00000098330	ENSMUSP00000041503
ENSDARP00000015357	ENSMUSP00000041503
ENSDARP00000040803	ENSMUSP00000033489
ENSDARP00000100010	ENSMUSP00000043142
ENSDARP00000009333	ENSMUSP00000027974
ENSDARP00000092846	ENSMUSP00000138415
ENSDARP00000129462	ENSMUSP00000025840
ENSDARP00000112046	ENSMUSP00000088493
ENSDARP00000084512	ENSMUSP00000073855
ENSDARP00000075677	ENSMUSP00000106038
ENSDARP00000074792	ENSMUSP00000048415
ENSDARP00000060948	ENSMUSP00000058037
ENSDARP00000120263	ENSMUSP00000101537
ENSDARP00000103276	ENSMUSP00000035727
ENSDARP00000112328	ENSMUSP00000030469
ENSDARP00000105601	ENSMUSP00000125106
ENSDARP00000058642	ENSMUSP00000089951
ENSDARP00000129165	ENSMUSP00000099514
ENSDARP00000055261	ENSMUSP00000099514
ENSDARP00000010083	ENSMUSP00000089544
ENSDARP00000032941	ENSMUSP00000035289
ENSDARP00000111919	ENSMUSP00000034702
ENSDARP00000100310	ENSMUSP00000062590
ENSDARP00000007431	ENSMUSP00000126374
ENSDARP00000111729	ENSMUSP00000109891
ENSDARP00000116391	ENSMUSP00000052871
ENSDARP00000086934	ENSMUSP00000107060
ENSDARP00000115551	ENSMUSP00000034791
ENSDARP00000103242	ENSMUSP00000097600
ENSDARP00000110868	ENSMUSP00000132164
ENSDARP00000118138	ENSMUSP00000108651
ENSDARP00000015923	ENSMUSP00000108651
ENSDARP00000094120	ENSMUSP00000000543
ENSDARP00000099728	ENSMUSP00000115127
ENSDARP00000090597	ENSMUSP00000136471
ENSDARP00000055833	ENSMUSP00000057858
ENSDARP00000064771	ENSMUSP00000044093
ENSDARP00000072107	ENSMUSP00000102266
ENSDARP00000041832	ENSMUSP00000105045
ENSDARP00000073429	ENSMUSP00000022826
ENSDARP00000099529	ENSMUSP00000047475
ENSDARP00000090658	ENSMUSP00000123011
ENSDARP00000102764	ENSMUSP00000040221
ENSDARP00000097599	ENSMUSP00000114093
ENSDARP00000072654	ENSMUSP00000106559
ENSDARP00000040115	ENSMUSP00000050309
ENSDARP00000128095	ENSMUSP00000048696
ENSDARP00000120363	ENSMUSP00000033372
ENSDARP00000097841	ENSMUSP00000062762
ENSDARP00000011603	ENSMUSP00000034543
ENSDARP00000024621	ENSMUSP00000027754
ENSDARP00000072931	ENSMUSP00000037423
ENSDARP00000118592	ENSMUSP00000062214
ENSDARP00000071587	ENSMUSP00000033098
ENSDARP00000067004	ENSMUSP00000032402
ENSDARP00000120266	ENSMUSP00000001242
ENSDARP00000031983	ENSMUSP00000023836
ENSDARP00000071365	ENSMUSP00000070778
ENSDARP00000115856	ENSMUSP00000032770
ENSDARP00000121913	ENSMUSP00000021207
ENSDARP00000038678	ENSMUSP00000048230
ENSDARP00000064087	ENSMUSP00000073601
ENSDARP00000102265	ENSMUSP00000005839
ENSDARP00000056360	ENSMUSP00000113979
ENSDARP00000002005	ENSMUSP00000028536
ENSDARP00000007712	ENSMUSP00000058996
ENSDARP00000113947	ENSMUSP00000030436
ENSDARP00000076945	ENSMUSP00000057521
ENSDARP00000067823	ENSMUSP00000097336
ENSDARP00000076185	ENSMUSP00000029708
ENSDARP00000082703	ENSMUSP00000118931
ENSDARP00000105253	ENSMUSP00000001081
ENSDARP00000054083	ENSMUSP00000074783
ENSDARP00000006381	ENSMUSP00000021380
ENSDARP00000043491	ENSMUSP00000002112
ENSDARP00000110335	ENSMUSP00000025503
ENSDARP00000096399	ENSMUSP00000057065
ENSDARP00000070803	ENSMUSP00000073061
ENSDARP00000122387	ENSMUSP00000049732
ENSDARP00000123838	ENSMUSP00000049732
ENSDARP00000068896	ENSMUSP00000030950
ENSDARP00000065642	ENSMUSP00000132906
ENSDARP00000071275	ENSMUSP00000137154
ENSDARP00000054076	ENSMUSP00000006559
ENSDARP00000028875	ENSMUSP00000020826
ENSDARP00000014739	ENSMUSP00000025872
ENSDARP00000114482	ENSMUSP00000036964
ENSDARP00000055881	ENSMUSP00000086796
ENSDARP00000079215	ENSMUSP00000094396
ENSDARP00000109756	ENSMUSP00000037627
ENSDARP00000038892	ENSMUSP00000029865
ENSDARP00000078684	ENSMUSP00000096119
ENSDARP00000100990	ENSMUSP00000062489
ENSDARP00000102864	ENSMUSP00000053085
ENSDARP00000111990	ENSMUSP00000053085
ENSDARP00000046354	ENSMUSP00000130152
ENSDARP00000090128	ENSMUSP00000066396
ENSDARP00000127957	ENSMUSP00000034087
ENSDARP00000085573	ENSMUSP00000054137
ENSDARP00000118503	ENSMUSP00000060237
ENSDARP00000064645	ENSMUSP00000010451
ENSDARP00000082098	ENSMUSP00000007245
ENSDARP00000109509	ENSMUSP00000033095
ENSDARP00000091658	ENSMUSP00000056940
ENSDARP00000081339	ENSMUSP00000056940
ENSDARP00000056641	ENSMUSP00000110685
ENSDARP00000073431	ENSMUSP00000116327
ENSDARP00000037812	ENSMUSP00000038755
ENSDARP00000109466	ENSMUSP00000126916
ENSDARP00000094821	ENSMUSP00000024047
ENSDARP00000113473	ENSMUSP00000098083
ENSDARP00000070486	ENSMUSP00000080370
ENSDARP00000099971	ENSMUSP00000031594
ENSDARP00000125643	ENSMUSP00000078260
ENSDARP00000093751	ENSMUSP00000055048
ENSDARP00000109950	ENSMUSP00000114088
ENSDARP00000104588	ENSMUSP00000051853
ENSDARP00000108593	ENSMUSP00000099717
ENSDARP00000007567	ENSMUSP00000104040
ENSDARP00000009432	ENSMUSP00000113956
ENSDARP00000056064	ENSMUSP00000026446
ENSDARP00000078756	ENSMUSP00000051638
ENSDARP00000115721	ENSMUSP00000027164
ENSDARP00000105492	ENSMUSP00000128634
ENSDARP00000074098	ENSMUSP00000065713
ENSDARP00000091289	ENSMUSP00000038130
ENSDARP00000056253	ENSMUSP00000038130
ENSDARP00000025350	ENSMUSP00000125297
ENSDARP00000088500	ENSMUSP00000057984
ENSDARP00000124288	ENSMUSP00000065502
ENSDARP00000062726	ENSMUSP00000027743
ENSDARP00000114759	ENSMUSP00000055557
ENSDARP00000109086	ENSMUSP00000045668
ENSDARP00000056845	ENSMUSP00000088265
ENSDARP00000127984	ENSMUSP00000131241
ENSDARP00000108445	ENSMUSP00000137381
ENSDARP00000127211	ENSMUSP00000055956
ENSDARP00000120613	ENSMUSP00000043467
ENSDARP00000069087	ENSMUSP00000133140
ENSDARP00000082474	ENSMUSP00000056156
ENSDARP00000120358	ENSMUSP00000081013
ENSDARP00000066367	ENSMUSP00000054963
ENSDARP00000099992	ENSMUSP00000048376
ENSDARP00000118427	ENSMUSP00000134177
ENSDARP00000012104	ENSMUSP00000084189
ENSDARP00000068618	ENSMUSP00000033166
ENSDARP00000018883	ENSMUSP00000022051
ENSDARP00000052378	ENSMUSP00000034086
ENSDARP00000096676	ENSMUSP00000132771
ENSDARP00000109099	ENSMUSP00000029915
ENSDARP00000061350	ENSMUSP00000106865
ENSDARP00000107884	ENSMUSP00000092494
ENSDARP00000110222	ENSMUSP00000042772
ENSDARP00000107338	ENSMUSP00000041985
ENSDARP00000007796	ENSMUSP00000033509
ENSDARP00000113494	ENSMUSP00000022494
ENSDARP00000123341	ENSMUSP00000122863
ENSDARP00000076906	ENSMUSP00000071868
ENSDARP00000123940	ENSMUSP00000036361
ENSDARP00000111132	ENSMUSP00000113936
ENSDARP00000086071	ENSMUSP00000119608
ENSDARP00000103772	ENSMUSP00000060617
ENSDARP00000108683	ENSMUSP00000032152
ENSDARP00000100294	ENSMUSP00000113317
ENSDARP00000105559	ENSMUSP00000105953
ENSDARP00000088110	ENSMUSP00000131647
ENSDARP00000037144	ENSMUSP00000006476
ENSDARP00000104272	ENSMUSP00000053397
ENSDARP00000084659	ENSMUSP00000053397
ENSDARP00000119920	ENSMUSP00000065363
ENSDARP00000098425	ENSMUSP00000054767
ENSDARP00000102326	ENSMUSP00000138103
ENSDARP00000111763	ENSMUSP00000116176
ENSDARP00000002813	ENSMUSP00000035069
ENSDARP00000112207	ENSMUSP00000000122
ENSDARP00000098337	ENSMUSP00000093993
ENSDARP00000085117	ENSMUSP00000020662
ENSDARP00000050073	ENSMUSP00000026859
ENSDARP00000126958	ENSMUSP00000005975
ENSDARP00000088809	ENSMUSP00000056739
ENSDARP00000110027	ENSMUSP00000047823
ENSDARP00000003468	ENSMUSP00000026704
ENSDARP00000117414	ENSMUSP00000065949
ENSDARP00000111752	ENSMUSP00000025569
ENSDARP00000058942	ENSMUSP00000098200
ENSDARP00000043038	ENSMUSP00000098200
ENSDARP00000020319	ENSMUSP00000020926
ENSDARP00000108188	ENSMUSP00000021864
ENSDARP00000107435	ENSMUSP00000130014
ENSDARP00000108184	ENSMUSP00000050188
ENSDARP00000024304	ENSMUSP00000030202
ENSDARP00000012590	ENSMUSP00000086921
ENSDARP00000097890	ENSMUSP00000041664
ENSDARP00000112277	ENSMUSP00000086606
ENSDARP00000117585	ENSMUSP00000103036
ENSDARP00000066096	ENSMUSP00000044368
ENSDARP00000100284	ENSMUSP00000088447
ENSDARP00000072327	ENSMUSP00000084073
ENSDARP00000094804	ENSMUSP00000024338
ENSDARP00000084533	ENSMUSP00000032774
ENSDARP00000129820	ENSMUSP00000128815
ENSDARP00000111125	ENSMUSP00000128815
ENSDARP00000120659	ENSMUSP00000109975
ENSDARP00000107353	ENSMUSP00000108583
ENSDARP00000010183	ENSMUSP00000065284
ENSDARP00000116151	ENSMUSP00000065284
ENSDARP00000078449	ENSMUSP00000038502
ENSDARP00000119685	ENSMUSP00000038502
ENSDARP00000104571	ENSMUSP00000134687
ENSDARP00000094636	ENSMUSP00000069255
ENSDARP00000074525	ENSMUSP00000119603
ENSDARP00000022641	ENSMUSP00000073221
ENSDARP00000046598	ENSMUSP00000114116
ENSDARP00000075142	ENSMUSP00000037788
ENSDARP00000099461	ENSMUSP00000026243
ENSDARP00000111422	ENSMUSP00000050940
ENSDARP00000122894	ENSMUSP00000098778
ENSDARP00000094407	ENSMUSP00000055369
ENSDARP00000066787	ENSMUSP00000002885
ENSDARP00000058064	ENSMUSP00000093758
ENSDARP00000128006	ENSMUSP00000032927
ENSDARP00000043581	ENSMUSP00000074775
ENSDARP00000129420	ENSMUSP00000099542
ENSDARP00000055392	ENSMUSP00000035281
ENSDARP00000103355	ENSMUSP00000053567
ENSDARP00000002468	ENSMUSP00000019962
ENSDARP00000126071	ENSMUSP00000101530
ENSDARP00000044125	ENSMUSP00000061046
ENSDARP00000076503	ENSMUSP00000044110
ENSDARP00000073775	ENSMUSP00000053993
ENSDARP00000033402	ENSMUSP00000097667
ENSDARP00000069903	ENSMUSP00000097667
ENSDARP00000066289	ENSMUSP00000046920
ENSDARP00000113130	ENSMUSP00000038075
ENSDARP00000110941	ENSMUSP00000098429
ENSDARP00000108550	ENSMUSP00000098429
ENSDARP00000101515	ENSMUSP00000058156
ENSDARP00000098834	ENSMUSP00000025027
ENSDARP00000120564	ENSMUSP00000108691
ENSDARP00000066838	ENSMUSP00000099646
ENSDARP00000118119	ENSMUSP00000099646
ENSDARP00000124157	ENSMUSP00000137420
ENSDARP00000111041	ENSMUSP00000070037
ENSDARP00000129102	ENSMUSP00000070037
ENSDARP00000077888	ENSMUSP00000036299
ENSDARP00000033545	ENSMUSP00000027783
ENSDARP00000082610	ENSMUSP00000047374
ENSDARP00000122255	ENSMUSP00000047374
ENSDARP00000107476	ENSMUSP00000128741
ENSDARP00000077716	ENSMUSP00000039604
ENSDARP00000101190	ENSMUSP00000096173
ENSDARP00000124893	ENSMUSP00000004732
ENSDARP00000095312	ENSMUSP00000004732
ENSDARP00000081636	ENSMUSP00000026828
ENSDARP00000092790	ENSMUSP00000034913
ENSDARP00000105739	ENSMUSP00000095843
ENSDARP00000122063	ENSMUSP00000045239
ENSDARP00000111961	ENSMUSP00000080531
ENSDARP00000097509	ENSMUSP00000015855
ENSDARP00000103678	ENSMUSP00000116191
ENSDARP00000026819	ENSMUSP00000028017
ENSDARP00000081081	ENSMUSP00000062005
ENSDARP00000094181	ENSMUSP00000087405
ENSDARP00000117009	ENSMUSP00000116199
ENSDARP00000022552	ENSMUSP00000081474
ENSDARP00000099156	ENSMUSP00000025951
ENSDARP00000076250	ENSMUSP00000130271
ENSDARP00000059996	ENSMUSP00000052328
ENSDARP00000120242	ENSMUSP00000021339
ENSDARP00000009420	ENSMUSP00000029125
ENSDARP00000125055	ENSMUSP00000081544
ENSDARP00000125495	ENSMUSP00000132603
ENSDARP00000125088	ENSMUSP00000132603
ENSDARP00000046856	ENSMUSP00000051973
ENSDARP00000062897	ENSMUSP00000047551
ENSDARP00000114298	ENSMUSP00000071840
ENSDARP00000120484	ENSMUSP00000083101
ENSDARP00000096463	ENSMUSP00000046340
ENSDARP00000113859	ENSMUSP00000046340
ENSDARP00000055674	ENSMUSP00000099360
ENSDARP00000085965	ENSMUSP00000051297
ENSDARP00000123498	ENSMUSP00000094167
ENSDARP00000069904	ENSMUSP00000106180
ENSDARP00000073585	ENSMUSP00000069962
ENSDARP00000082385	ENSMUSP00000106018
ENSDARP00000053002	ENSMUSP00000057339
ENSDARP00000104367	ENSMUSP00000029344
ENSDARP00000019846	ENSMUSP00000117616
ENSDARP00000059091	ENSMUSP00000110413
ENSDARP00000110535	ENSMUSP00000110413
ENSDARP00000095510	ENSMUSP00000034992
ENSDARP00000090494	ENSMUSP00000042816
ENSDARP00000122528	ENSMUSP00000026266
ENSDARP00000072865	ENSMUSP00000003876
ENSDARP00000111047	ENSMUSP00000003876
ENSDARP00000093655	ENSMUSP00000100649
ENSDARP00000124609	ENSMUSP00000040232
ENSDARP00000064816	ENSMUSP00000040232
ENSDARP00000066732	ENSMUSP00000056125
ENSDARP00000107735	ENSMUSP00000056125
ENSDARP00000060649	ENSMUSP00000021669
ENSDARP00000106382	ENSMUSP00000032425
ENSDARP00000012048	ENSMUSP00000030164
