ENSMGAP00000004951	ENSMUSP00000034074
ENSMGAP00000012723	ENSMUSP00000031117
ENSMGAP00000013738	ENSMUSP00000078148
ENSMGAP00000001390	ENSMUSP00000026265
ENSMGAP00000010441	ENSMUSP00000025270
ENSMGAP00000003623	ENSMUSP00000021866
ENSMGAP00000012235	ENSMUSP00000033241
ENSMGAP00000000158	ENSMUSP00000054105
ENSMGAP00000009079	ENSMUSP00000058882
ENSMGAP00000006680	ENSMUSP00000110781
ENSMGAP00000012257	ENSMUSP00000081541
ENSMGAP00000002782	ENSMUSP00000028926
ENSMGAP00000007132	ENSMUSP00000049708
ENSMGAP00000004763	ENSMUSP00000002891
ENSMGAP00000000430	ENSMUSP00000023465
ENSMGAP00000001536	ENSMUSP00000102590
ENSMGAP00000003910	ENSMUSP00000063843
ENSMGAP00000008405	ENSMUSP00000110741
ENSMGAP00000012967	ENSMUSP00000114705
ENSMGAP00000009948	ENSMUSP00000098677
ENSMGAP00000011702	ENSMUSP00000094882
ENSMGAP00000004659	ENSMUSP00000058455
ENSMGAP00000001654	ENSMUSP00000068560
ENSMGAP00000009684	ENSMUSP00000085316
ENSMGAP00000007310	ENSMUSP00000031189
ENSMGAP00000002202	ENSMUSP00000095713
ENSMGAP00000005584	ENSMUSP00000017488
ENSMGAP00000000397	ENSMUSP00000128943
ENSMGAP00000008982	ENSMUSP00000096140
ENSMGAP00000016070	ENSMUSP00000046528
ENSMGAP00000014101	ENSMUSP00000101113
ENSMGAP00000007160	ENSMUSP00000112860
ENSMGAP00000014426	ENSMUSP00000118333
ENSMGAP00000010298	ENSMUSP00000025142
ENSMGAP00000016722	ENSMUSP00000117246
ENSMGAP00000012745	ENSMUSP00000023112
ENSMGAP00000005987	ENSMUSP00000114087
ENSMGAP00000004980	ENSMUSP00000066607
ENSMGAP00000013085	ENSMUSP00000040694
ENSMGAP00000018933	ENSMUSP00000017151
ENSMGAP00000003735	ENSMUSP00000050181
ENSMGAP00000012379	ENSMUSP00000119246
ENSMGAP00000006419	ENSMUSP00000026452
ENSMGAP00000000694	ENSMUSP00000068086
ENSMGAP00000009832	ENSMUSP00000041967
ENSMGAP00000008278	ENSMUSP00000044072
ENSMGAP00000005867	ENSMUSP00000107911
ENSMGAP00000014202	ENSMUSP00000019977
ENSMGAP00000000117	ENSMUSP00000134799
ENSMGAP00000003000	ENSMUSP00000069112
ENSMGAP00000007109	ENSMUSP00000090360
ENSMGAP00000009914	ENSMUSP00000048240
ENSMGAP00000001539	ENSMUSP00000078160
ENSMGAP00000019494	ENSMUSP00000037168
ENSMGAP00000011285	ENSMUSP00000059261
ENSMGAP00000013124	ENSMUSP00000031081
ENSMGAP00000000157	ENSMUSP00000015234
ENSMGAP00000009380	ENSMUSP00000053837
ENSMGAP00000005137	ENSMUSP00000111624
ENSMGAP00000008563	ENSMUSP00000031695
ENSMGAP00000012046	ENSMUSP00000027368
ENSMGAP00000016058	ENSMUSP00000034552
ENSMGAP00000016573	ENSMUSP00000045191
ENSMGAP00000016872	ENSMUSP00000137445
ENSMGAP00000015301	ENSMUSP00000004965
ENSMGAP00000006407	ENSMUSP00000045480
ENSMGAP00000011715	ENSMUSP00000035366
ENSMGAP00000008590	ENSMUSP00000004050
ENSMGAP00000005076	ENSMUSP00000133855
ENSMGAP00000005438	ENSMUSP00000002350
ENSMGAP00000003509	ENSMUSP00000099304
ENSMGAP00000016638	ENSMUSP00000092408
ENSMGAP00000005073	ENSMUSP00000099913
ENSMGAP00000013433	ENSMUSP00000005548
ENSMGAP00000009491	ENSMUSP00000004172
ENSMGAP00000011663	ENSMUSP00000099805
ENSMGAP00000005522	ENSMUSP00000041751
ENSMGAP00000006380	ENSMUSP00000025631
ENSMGAP00000005602	ENSMUSP00000052826
ENSMGAP00000013561	ENSMUSP00000035260
ENSMGAP00000018199	ENSMUSP00000038722
ENSMGAP00000005855	ENSMUSP00000029666
ENSMGAP00000016474	ENSMUSP00000093130
ENSMGAP00000012791	ENSMUSP00000052523
ENSMGAP00000006143	ENSMUSP00000002710
ENSMGAP00000012560	ENSMUSP00000021544
ENSMGAP00000011742	ENSMUSP00000122274
ENSMGAP00000004579	ENSMUSP00000104861
ENSMGAP00000004924	ENSMUSP00000099660
ENSMGAP00000005680	ENSMUSP00000127192
ENSMGAP00000000523	ENSMUSP00000117963
ENSMGAP00000001836	ENSMUSP00000089394
ENSMGAP00000007181	ENSMUSP00000033919
ENSMGAP00000015569	ENSMUSP00000033751
ENSMGAP00000006318	ENSMUSP00000042875
ENSMGAP00000001361	ENSMUSP00000110606
ENSMGAP00000003008	ENSMUSP00000055823
ENSMGAP00000019584	ENSMUSP00000110389
ENSMGAP00000003359	ENSMUSP00000053558
ENSMGAP00000014546	ENSMUSP00000134568
ENSMGAP00000013342	ENSMUSP00000058618
ENSMGAP00000011835	ENSMUSP00000038732
ENSMGAP00000009411	ENSMUSP00000032566
ENSMGAP00000013148	ENSMUSP00000022927
ENSMGAP00000008199	ENSMUSP00000094174
ENSMGAP00000006251	ENSMUSP00000108921
ENSMGAP00000002497	ENSMUSP00000107914
ENSMGAP00000011791	ENSMUSP00000109214
ENSMGAP00000007325	ENSMUSP00000028636
ENSMGAP00000004641	ENSMUSP00000021114
ENSMGAP00000017508	ENSMUSP00000039518
ENSMGAP00000005231	ENSMUSP00000048530
ENSMGAP00000002061	ENSMUSP00000112957
ENSMGAP00000005940	ENSMUSP00000106735
ENSMGAP00000012263	ENSMUSP00000098786
ENSMGAP00000009116	ENSMUSP00000034163
ENSMGAP00000008912	ENSMUSP00000104150
ENSMGAP00000003054	ENSMUSP00000061544
ENSMGAP00000009892	ENSMUSP00000036631
ENSMGAP00000004311	ENSMUSP00000070896
ENSMGAP00000014491	ENSMUSP00000107292
ENSMGAP00000005713	ENSMUSP00000029447
ENSMGAP00000005898	ENSMUSP00000027766
ENSMGAP00000005980	ENSMUSP00000118984
ENSMGAP00000008473	ENSMUSP00000067028
ENSMGAP00000014541	ENSMUSP00000082422
ENSMGAP00000014265	ENSMUSP00000000500
ENSMGAP00000001241	ENSMUSP00000075463
ENSMGAP00000008401	ENSMUSP00000044177
ENSMGAP00000014224	ENSMUSP00000079592
ENSMGAP00000002634	ENSMUSP00000052522
ENSMGAP00000003531	ENSMUSP00000045252
ENSMGAP00000001759	ENSMUSP00000033880
ENSMGAP00000001391	ENSMUSP00000037023
ENSMGAP00000000179	ENSMUSP00000038438
ENSMGAP00000008692	ENSMUSP00000088516
ENSMGAP00000007509	ENSMUSP00000064900
ENSMGAP00000001281	ENSMUSP00000081574
ENSMGAP00000002641	ENSMUSP00000081578
ENSMGAP00000000863	ENSMUSP00000043559
ENSMGAP00000011875	ENSMUSP00000029815
ENSMGAP00000004020	ENSMUSP00000097776
ENSMGAP00000009458	ENSMUSP00000023159
ENSMGAP00000001291	ENSMUSP00000026267
ENSMGAP00000003478	ENSMUSP00000022239
ENSMGAP00000002830	ENSMUSP00000034588
ENSMGAP00000002809	ENSMUSP00000034585
ENSMGAP00000002406	ENSMUSP00000026568
ENSMGAP00000012727	ENSMUSP00000021990
ENSMGAP00000013639	ENSMUSP00000019942
ENSMGAP00000007021	ENSMUSP00000032895
ENSMGAP00000002120	ENSMUSP00000067581
ENSMGAP00000011817	ENSMUSP00000042955
ENSMGAP00000012503	ENSMUSP00000049460
ENSMGAP00000010519	ENSMUSP00000039628
ENSMGAP00000011505	ENSMUSP00000130710
ENSMGAP00000014083	ENSMUSP00000072899
ENSMGAP00000013571	ENSMUSP00000043742
ENSMGAP00000006817	ENSMUSP00000026743
ENSMGAP00000006241	ENSMUSP00000030882
ENSMGAP00000002289	ENSMUSP00000104407
ENSMGAP00000003880	ENSMUSP00000047570
ENSMGAP00000002807	ENSMUSP00000000958
ENSMGAP00000017542	ENSMUSP00000055001
ENSMGAP00000002398	ENSMUSP00000045807
ENSMGAP00000009519	ENSMUSP00000029836
ENSMGAP00000015438	ENSMUSP00000045890
ENSMGAP00000009505	ENSMUSP00000028995
ENSMGAP00000017676	ENSMUSP00000045927
ENSMGAP00000001524	ENSMUSP00000070339
ENSMGAP00000007884	ENSMUSP00000075614
ENSMGAP00000015728	ENSMUSP00000037354
ENSMGAP00000009783	ENSMUSP00000089540
ENSMGAP00000015822	ENSMUSP00000097901
ENSMGAP00000016071	ENSMUSP00000046191
ENSMGAP00000002733	ENSMUSP00000137044
ENSMGAP00000005462	ENSMUSP00000009790
ENSMGAP00000005017	ENSMUSP00000069246
ENSMGAP00000019365	ENSMUSP00000039482
ENSMGAP00000014305	ENSMUSP00000021450
ENSMGAP00000004476	ENSMUSP00000036656
ENSMGAP00000005813	ENSMUSP00000029087
ENSMGAP00000003638	ENSMUSP00000113807
ENSMGAP00000004608	ENSMUSP00000085329
ENSMGAP00000011021	ENSMUSP00000037477
ENSMGAP00000014398	ENSMUSP00000073972
ENSMGAP00000012526	ENSMUSP00000104390
ENSMGAP00000000969	ENSMUSP00000026262
ENSMGAP00000000842	ENSMUSP00000022169
ENSMGAP00000004909	ENSMUSP00000058405
ENSMGAP00000008245	ENSMUSP00000023736
ENSMGAP00000003258	ENSMUSP00000027675
ENSMGAP00000011412	ENSMUSP00000073453
ENSMGAP00000001872	ENSMUSP00000056778
ENSMGAP00000009811	ENSMUSP00000044075
ENSMGAP00000014485	ENSMUSP00000106251
ENSMGAP00000015108	ENSMUSP00000077779
ENSMGAP00000006814	ENSMUSP00000110175
ENSMGAP00000005558	ENSMUSP00000022343
ENSMGAP00000018563	ENSMUSP00000020979
ENSMGAP00000012166	ENSMUSP00000126080
ENSMGAP00000005303	ENSMUSP00000079883
ENSMGAP00000000725	ENSMUSP00000043671
ENSMGAP00000010084	ENSMUSP00000026833
ENSMGAP00000011681	ENSMUSP00000029804
ENSMGAP00000010365	ENSMUSP00000048190
ENSMGAP00000014200	ENSMUSP00000040936
ENSMGAP00000016021	ENSMUSP00000031640
ENSMGAP00000007424	ENSMUSP00000032168
ENSMGAP00000004511	ENSMUSP00000100046
ENSMGAP00000000056	ENSMUSP00000099470
ENSMGAP00000008457	ENSMUSP00000031273
ENSMGAP00000003364	ENSMUSP00000101077
ENSMGAP00000014313	ENSMUSP00000099685
ENSMGAP00000007768	ENSMUSP00000092216
ENSMGAP00000008282	ENSMUSP00000113274
ENSMGAP00000015326	ENSMUSP00000023568
ENSMGAP00000000513	ENSMUSP00000102805
ENSMGAP00000000021	ENSMUSP00000015889
ENSMGAP00000011078	ENSMUSP00000058596
ENSMGAP00000002249	ENSMUSP00000000985
ENSMGAP00000010473	ENSMUSP00000113353
ENSMGAP00000013072	ENSMUSP00000108202
ENSMGAP00000000581	ENSMUSP00000022469
ENSMGAP00000015303	ENSMUSP00000131500
ENSMGAP00000014123	ENSMUSP00000124091
ENSMGAP00000001581	ENSMUSP00000128185
ENSMGAP00000006383	ENSMUSP00000033333
ENSMGAP00000012048	ENSMUSP00000035166
ENSMGAP00000007103	ENSMUSP00000091553
ENSMGAP00000001193	ENSMUSP00000025053
ENSMGAP00000007506	ENSMUSP00000057573
ENSMGAP00000002205	ENSMUSP00000099443
ENSMGAP00000011098	ENSMUSP00000077342
ENSMGAP00000002688	ENSMUSP00000000388
ENSMGAP00000010966	ENSMUSP00000103747
ENSMGAP00000009330	ENSMUSP00000029017
ENSMGAP00000008896	ENSMUSP00000003947
ENSMGAP00000004326	ENSMUSP00000021843
ENSMGAP00000015759	ENSMUSP00000046453
ENSMGAP00000014092	ENSMUSP00000020003
ENSMGAP00000013248	ENSMUSP00000016023
ENSMGAP00000001086	ENSMUSP00000106692
ENSMGAP00000015473	ENSMUSP00000040550
ENSMGAP00000015475	ENSMUSP00000026013
ENSMGAP00000003176	ENSMUSP00000034862
ENSMGAP00000004941	ENSMUSP00000098312
ENSMGAP00000006899	ENSMUSP00000016072
ENSMGAP00000014446	ENSMUSP00000022391
ENSMGAP00000008249	ENSMUSP00000046595
ENSMGAP00000011446	ENSMUSP00000029662
ENSMGAP00000003136	ENSMUSP00000055094
ENSMGAP00000007665	ENSMUSP00000031249
ENSMGAP00000017273	ENSMUSP00000018737
ENSMGAP00000011932	ENSMUSP00000099823
ENSMGAP00000003707	ENSMUSP00000046114
ENSMGAP00000007975	ENSMUSP00000038017
ENSMGAP00000010961	ENSMUSP00000068408
ENSMGAP00000004742	ENSMUSP00000038958
ENSMGAP00000002753	ENSMUSP00000021287
ENSMGAP00000009998	ENSMUSP00000078426
ENSMGAP00000003266	ENSMUSP00000032065
ENSMGAP00000002993	ENSMUSP00000025472
ENSMGAP00000014226	ENSMUSP00000058901
ENSMGAP00000016851	ENSMUSP00000090981
ENSMGAP00000008171	ENSMUSP00000047917
ENSMGAP00000007597	ENSMUSP00000020827
ENSMGAP00000010360	ENSMUSP00000112903
ENSMGAP00000009423	ENSMUSP00000001672
ENSMGAP00000014238	ENSMUSP00000019951
ENSMGAP00000012519	ENSMUSP00000029875
ENSMGAP00000005255	ENSMUSP00000034272
ENSMGAP00000008817	ENSMUSP00000048901
ENSMGAP00000005667	ENSMUSP00000124264
ENSMGAP00000010884	ENSMUSP00000138281
ENSMGAP00000005943	ENSMUSP00000056043
ENSMGAP00000008600	ENSMUSP00000031224
ENSMGAP00000019279	ENSMUSP00000044078
ENSMGAP00000006559	ENSMUSP00000028704
ENSMGAP00000015051	ENSMUSP00000029464
ENSMGAP00000019637	ENSMUSP00000083211
ENSMGAP00000008434	ENSMUSP00000043088
ENSMGAP00000006104	ENSMUSP00000001258
ENSMGAP00000007219	ENSMUSP00000025739
ENSMGAP00000004340	ENSMUSP00000020846
ENSMGAP00000012698	ENSMUSP00000023100
ENSMGAP00000015245	ENSMUSP00000130518
ENSMGAP00000015244	ENSMUSP00000110233
ENSMGAP00000009984	ENSMUSP00000108631
ENSMGAP00000017970	ENSMUSP00000033727
ENSMGAP00000017254	ENSMUSP00000072732
ENSMGAP00000002050	ENSMUSP00000026559
ENSMGAP00000012738	ENSMUSP00000044441
ENSMGAP00000002745	ENSMUSP00000066000
ENSMGAP00000010783	ENSMUSP00000020315
ENSMGAP00000004932	ENSMUSP00000027979
ENSMGAP00000003448	ENSMUSP00000133939
ENSMGAP00000011626	ENSMUSP00000026073
ENSMGAP00000009284	ENSMUSP00000055899
ENSMGAP00000002181	ENSMUSP00000108506
ENSMGAP00000005479	ENSMUSP00000115754
ENSMGAP00000007531	ENSMUSP00000021065
ENSMGAP00000014599	ENSMUSP00000125355
ENSMGAP00000005442	ENSMUSP00000020312
ENSMGAP00000011563	ENSMUSP00000029624
ENSMGAP00000016771	ENSMUSP00000067217
ENSMGAP00000000065	ENSMUSP00000039889
ENSMGAP00000006340	ENSMUSP00000089097
ENSMGAP00000004717	ENSMUSP00000097787
ENSMGAP00000009819	ENSMUSP00000072836
ENSMGAP00000000899	ENSMUSP00000029164
ENSMGAP00000013552	ENSMUSP00000131865
ENSMGAP00000009194	ENSMUSP00000053547
ENSMGAP00000014439	ENSMUSP00000081322
ENSMGAP00000007286	ENSMUSP00000055772
ENSMGAP00000018770	ENSMUSP00000045740
ENSMGAP00000017028	ENSMUSP00000089507
ENSMGAP00000016843	ENSMUSP00000039312
ENSMGAP00000000639	ENSMUSP00000094090
ENSMGAP00000004961	ENSMUSP00000033995
ENSMGAP00000007081	ENSMUSP00000030785
ENSMGAP00000011630	ENSMUSP00000030320
ENSMGAP00000006167	ENSMUSP00000080442
ENSMGAP00000019304	ENSMUSP00000103592
ENSMGAP00000000468	ENSMUSP00000048752
ENSMGAP00000008256	ENSMUSP00000031198
ENSMGAP00000007527	ENSMUSP00000073860
ENSMGAP00000017413	ENSMUSP00000056373
ENSMGAP00000011479	ENSMUSP00000121496
ENSMGAP00000002944	ENSMUSP00000017981
ENSMGAP00000013016	ENSMUSP00000031080
ENSMGAP00000005773	ENSMUSP00000104478
ENSMGAP00000005668	ENSMUSP00000047237
ENSMGAP00000018838	ENSMUSP00000105501
ENSMGAP00000013089	ENSMUSP00000087511
ENSMGAP00000008198	ENSMUSP00000033180
ENSMGAP00000013288	ENSMUSP00000022986
ENSMGAP00000014772	ENSMUSP00000039544
ENSMGAP00000017189	ENSMUSP00000051805
ENSMGAP00000017107	ENSMUSP00000093718
ENSMGAP00000014347	ENSMUSP00000008684
ENSMGAP00000005248	ENSMUSP00000112340
ENSMGAP00000002256	ENSMUSP00000072929
ENSMGAP00000001202	ENSMUSP00000062037
ENSMGAP00000001929	ENSMUSP00000091286
ENSMGAP00000002021	ENSMUSP00000103345
ENSMGAP00000013728	ENSMUSP00000138082
ENSMGAP00000016552	ENSMUSP00000092821
ENSMGAP00000016796	ENSMUSP00000103934
ENSMGAP00000012009	ENSMUSP00000035445
ENSMGAP00000000244	ENSMUSP00000039175
ENSMGAP00000016285	ENSMUSP00000026036
ENSMGAP00000016881	ENSMUSP00000065009
ENSMGAP00000004105	ENSMUSP00000033602
ENSMGAP00000015867	ENSMUSP00000022603
ENSMGAP00000011960	ENSMUSP00000091557
ENSMGAP00000012445	ENSMUSP00000032326
ENSMGAP00000013692	ENSMUSP00000020485
ENSMGAP00000000224	ENSMUSP00000022476
ENSMGAP00000016515	ENSMUSP00000060558
ENSMGAP00000001955	ENSMUSP00000046748
ENSMGAP00000018342	ENSMUSP00000103687
ENSMGAP00000015134	ENSMUSP00000002924
ENSMGAP00000001609	ENSMUSP00000129183
ENSMGAP00000019543	ENSMUSP00000129222
ENSMGAP00000014812	ENSMUSP00000047105
ENSMGAP00000009910	ENSMUSP00000025161
ENSMGAP00000019210	ENSMUSP00000035658
ENSMGAP00000002719	ENSMUSP00000037128
ENSMGAP00000000352	ENSMUSP00000068309
ENSMGAP00000015492	ENSMUSP00000015486
ENSMGAP00000016939	ENSMUSP00000129719
ENSMGAP00000002165	ENSMUSP00000045629
ENSMGAP00000018164	ENSMUSP00000071618
ENSMGAP00000001469	ENSMUSP00000033873
ENSMGAP00000005453	ENSMUSP00000034244
ENSMGAP00000007083	ENSMUSP00000111239
ENSMGAP00000015023	ENSMUSP00000113962
ENSMGAP00000004577	ENSMUSP00000050531
ENSMGAP00000003425	ENSMUSP00000101713
ENSMGAP00000004958	ENSMUSP00000027981
ENSMGAP00000000420	ENSMUSP00000099989
ENSMGAP00000004428	ENSMUSP00000035614
ENSMGAP00000006931	ENSMUSP00000031287
ENSMGAP00000005210	ENSMUSP00000060421
ENSMGAP00000014942	ENSMUSP00000022616
ENSMGAP00000014095	ENSMUSP00000020004
ENSMGAP00000015879	ENSMUSP00000022593
ENSMGAP00000018970	ENSMUSP00000124872
ENSMGAP00000018328	ENSMUSP00000023689
ENSMGAP00000001127	ENSMUSP00000029652
ENSMGAP00000016085	ENSMUSP00000128388
ENSMGAP00000010852	ENSMUSP00000033201
ENSMGAP00000009530	ENSMUSP00000099326
ENSMGAP00000006313	ENSMUSP00000122881
ENSMGAP00000013991	ENSMUSP00000046991
ENSMGAP00000010118	ENSMUSP00000092268
ENSMGAP00000013263	ENSMUSP00000121266
ENSMGAP00000015509	ENSMUSP00000039668
ENSMGAP00000005854	ENSMUSP00000070250
ENSMGAP00000003969	ENSMUSP00000121851
ENSMGAP00000011013	ENSMUSP00000112751
ENSMGAP00000009929	ENSMUSP00000108786
ENSMGAP00000011015	ENSMUSP00000020375
ENSMGAP00000009664	ENSMUSP00000025364
ENSMGAP00000012734	ENSMUSP00000031045
ENSMGAP00000000033	ENSMUSP00000032129
ENSMGAP00000000035	ENSMUSP00000032128
ENSMGAP00000014164	ENSMUSP00000108331
ENSMGAP00000003675	ENSMUSP00000034377
ENSMGAP00000013305	ENSMUSP00000030964
ENSMGAP00000013318	ENSMUSP00000098796
ENSMGAP00000010986	ENSMUSP00000031843
ENSMGAP00000012492	ENSMUSP00000025981
ENSMGAP00000004920	ENSMUSP00000107367
ENSMGAP00000002569	ENSMUSP00000058111
ENSMGAP00000003748	ENSMUSP00000021857
ENSMGAP00000019791	ENSMUSP00000031535
ENSMGAP00000008313	ENSMUSP00000021016
ENSMGAP00000014195	ENSMUSP00000108397
ENSMGAP00000005691	ENSMUSP00000022535
ENSMGAP00000010700	ENSMUSP00000089781
ENSMGAP00000011595	ENSMUSP00000038665
ENSMGAP00000014978	ENSMUSP00000005016
ENSMGAP00000013605	ENSMUSP00000099816
ENSMGAP00000006451	ENSMUSP00000020677
ENSMGAP00000016163	ENSMUSP00000032842
ENSMGAP00000010099	ENSMUSP00000127275
ENSMGAP00000003213	ENSMUSP00000038126
ENSMGAP00000006567	ENSMUSP00000047119
ENSMGAP00000001115	ENSMUSP00000023105
ENSMGAP00000008298	ENSMUSP00000035248
ENSMGAP00000015834	ENSMUSP00000022720
ENSMGAP00000015385	ENSMUSP00000023686
ENSMGAP00000001527	ENSMUSP00000030626
ENSMGAP00000008399	ENSMUSP00000055208
ENSMGAP00000004227	ENSMUSP00000002413
ENSMGAP00000005332	ENSMUSP00000086022
ENSMGAP00000001946	ENSMUSP00000128530
ENSMGAP00000009161	ENSMUSP00000110639
ENSMGAP00000012461	ENSMUSP00000107546
ENSMGAP00000011532	ENSMUSP00000029912
ENSMGAP00000006162	ENSMUSP00000039094
ENSMGAP00000010113	ENSMUSP00000072518
ENSMGAP00000012739	ENSMUSP00000092305
ENSMGAP00000009764	ENSMUSP00000095198
ENSMGAP00000012110	ENSMUSP00000026879
ENSMGAP00000004602	ENSMUSP00000021116
ENSMGAP00000008870	ENSMUSP00000078985
ENSMGAP00000007387	ENSMUSP00000093197
ENSMGAP00000003464	ENSMUSP00000026173
ENSMGAP00000010515	ENSMUSP00000020896
ENSMGAP00000010715	ENSMUSP00000005218
ENSMGAP00000005930	ENSMUSP00000033050
ENSMGAP00000010386	ENSMUSP00000032191
ENSMGAP00000018923	ENSMUSP00000042702
ENSMGAP00000015219	ENSMUSP00000119238
ENSMGAP00000018549	ENSMUSP00000075619
ENSMGAP00000012322	ENSMUSP00000134479
ENSMGAP00000014051	ENSMUSP00000071904
ENSMGAP00000018985	ENSMUSP00000060414
ENSMGAP00000000129	ENSMUSP00000088303
ENSMGAP00000009886	ENSMUSP00000105574
ENSMGAP00000016294	ENSMUSP00000097170
ENSMGAP00000016776	ENSMUSP00000049640
ENSMGAP00000003377	ENSMUSP00000067197
ENSMGAP00000014217	ENSMUSP00000002976
ENSMGAP00000013301	ENSMUSP00000043061
ENSMGAP00000018024	ENSMUSP00000055743
ENSMGAP00000006245	ENSMUSP00000066696
ENSMGAP00000000802	ENSMUSP00000020454
ENSMGAP00000002873	ENSMUSP00000034879
ENSMGAP00000012199	ENSMUSP00000099855
ENSMGAP00000004912	ENSMUSP00000064967
ENSMGAP00000006443	ENSMUSP00000045029
ENSMGAP00000016557	ENSMUSP00000081700
ENSMGAP00000017550	ENSMUSP00000020830
ENSMGAP00000014998	ENSMUSP00000130805
ENSMGAP00000019103	ENSMUSP00000065468
ENSMGAP00000013622	ENSMUSP00000127254
ENSMGAP00000004526	ENSMUSP00000074549
ENSMGAP00000006752	ENSMUSP00000077301
ENSMGAP00000016398	ENSMUSP00000045710
ENSMGAP00000010977	ENSMUSP00000122227
ENSMGAP00000001564	ENSMUSP00000090673
ENSMGAP00000013411	ENSMUSP00000028314
ENSMGAP00000004095	ENSMUSP00000010502
ENSMGAP00000006335	ENSMUSP00000045724
ENSMGAP00000009382	ENSMUSP00000102582
ENSMGAP00000009665	ENSMUSP00000061610
ENSMGAP00000017054	ENSMUSP00000095868
ENSMGAP00000016386	ENSMUSP00000043570
ENSMGAP00000002393	ENSMUSP00000015628
ENSMGAP00000006676	ENSMUSP00000127556
ENSMGAP00000008573	ENSMUSP00000032761
ENSMGAP00000006803	ENSMUSP00000139318
ENSMGAP00000015152	ENSMUSP00000023387
ENSMGAP00000006539	ENSMUSP00000036085
ENSMGAP00000000655	ENSMUSP00000111475
ENSMGAP00000006648	ENSMUSP00000105184
ENSMGAP00000013283	ENSMUSP00000021659
ENSMGAP00000009614	ENSMUSP00000136151
ENSMGAP00000008381	ENSMUSP00000038275
ENSMGAP00000015430	ENSMUSP00000127368
ENSMGAP00000003036	ENSMUSP00000065233
ENSMGAP00000013225	ENSMUSP00000016026
ENSMGAP00000010302	ENSMUSP00000067603
ENSMGAP00000016218	ENSMUSP00000106302
ENSMGAP00000006405	ENSMUSP00000033025
ENSMGAP00000007824	ENSMUSP00000064511
ENSMGAP00000015732	ENSMUSP00000130504
ENSMGAP00000000385	ENSMUSP00000023453
ENSMGAP00000011619	ENSMUSP00000048903
ENSMGAP00000002046	ENSMUSP00000083300
ENSMGAP00000013177	ENSMUSP00000030968
ENSMGAP00000000988	ENSMUSP00000111304
ENSMGAP00000009576	ENSMUSP00000108878
ENSMGAP00000015884	ENSMUSP00000022589
ENSMGAP00000001263	ENSMUSP00000110564
ENSMGAP00000001467	ENSMUSP00000037454
ENSMGAP00000010079	ENSMUSP00000080414
ENSMGAP00000000558	ENSMUSP00000034431
ENSMGAP00000000577	ENSMUSP00000025363
ENSMGAP00000006173	ENSMUSP00000058840
ENSMGAP00000001948	ENSMUSP00000091306
ENSMGAP00000001330	ENSMUSP00000045988
ENSMGAP00000006336	ENSMUSP00000129351
ENSMGAP00000001318	ENSMUSP00000099879
ENSMGAP00000010375	ENSMUSP00000070549
ENSMGAP00000007335	ENSMUSP00000133054
ENSMGAP00000000757	ENSMUSP00000087985
ENSMGAP00000002374	ENSMUSP00000101495
ENSMGAP00000004198	ENSMUSP00000047776
ENSMGAP00000005608	ENSMUSP00000054337
ENSMGAP00000012639	ENSMUSP00000023089
ENSMGAP00000012058	ENSMUSP00000075269
ENSMGAP00000013593	ENSMUSP00000021425
ENSMGAP00000013508	ENSMUSP00000021681
ENSMGAP00000010012	ENSMUSP00000036768
ENSMGAP00000016229	ENSMUSP00000126390
ENSMGAP00000012456	ENSMUSP00000074903
ENSMGAP00000019568	ENSMUSP00000112246
ENSMGAP00000000173	ENSMUSP00000114467
ENSMGAP00000012450	ENSMUSP00000047473
ENSMGAP00000002425	ENSMUSP00000078623
ENSMGAP00000015014	ENSMUSP00000055449
ENSMGAP00000000700	ENSMUSP00000133309
ENSMGAP00000007319	ENSMUSP00000020804
ENSMGAP00000000815	ENSMUSP00000114062
ENSMGAP00000011860	ENSMUSP00000030361
ENSMGAP00000004859	ENSMUSP00000043659
ENSMGAP00000014734	ENSMUSP00000024104
ENSMGAP00000003255	ENSMUSP00000021791
ENSMGAP00000009235	ENSMUSP00000111240
ENSMGAP00000002313	ENSMUSP00000035202
ENSMGAP00000013424	ENSMUSP00000019907
ENSMGAP00000012851	ENSMUSP00000054125
ENSMGAP00000004862	ENSMUSP00000035303
ENSMGAP00000018023	ENSMUSP00000003818
ENSMGAP00000008474	ENSMUSP00000041806
ENSMGAP00000008660	ENSMUSP00000032422
ENSMGAP00000007965	ENSMUSP00000024042
ENSMGAP00000013426	ENSMUSP00000113161
ENSMGAP00000002063	ENSMUSP00000074195
ENSMGAP00000011023	ENSMUSP00000048914
ENSMGAP00000014905	ENSMUSP00000054208
ENSMGAP00000011369	ENSMUSP00000127038
ENSMGAP00000008931	ENSMUSP00000085260
ENSMGAP00000009755	ENSMUSP00000102116
ENSMGAP00000018120	ENSMUSP00000129974
ENSMGAP00000003586	ENSMUSP00000107262
ENSMGAP00000006050	ENSMUSP00000096910
ENSMGAP00000013594	ENSMUSP00000117108
ENSMGAP00000000067	ENSMUSP00000058846
ENSMGAP00000012761	ENSMUSP00000038484
ENSMGAP00000007598	ENSMUSP00000032172
ENSMGAP00000012799	ENSMUSP00000047449
ENSMGAP00000004695	ENSMUSP00000113974
ENSMGAP00000014923	ENSMUSP00000108058
ENSMGAP00000017408	ENSMUSP00000030696
ENSMGAP00000016115	ENSMUSP00000062642
ENSMGAP00000019089	ENSMUSP00000075082
ENSMGAP00000007155	ENSMUSP00000103483
