ENSGALP00000006197	ENSCAFP00000014731
ENSGALP00000005274	ENSCAFP00000024527
ENSGALP00000007498	ENSCAFP00000022180
ENSGALP00000042829	ENSCAFP00000001858
ENSGALP00000038432	ENSCAFP00000030283
ENSGALP00000043020	ENSCAFP00000037897
ENSGALP00000036494	ENSCAFP00000019502
ENSGALP00000031994	ENSCAFP00000024814
ENSGALP00000021182	ENSCAFP00000023361
ENSGALP00000022392	ENSCAFP00000002231
ENSGALP00000017444	ENSCAFP00000025919
ENSGALP00000028211	ENSCAFP00000012187
ENSGALP00000012194	ENSCAFP00000015788
ENSGALP00000025328	ENSCAFP00000012288
ENSGALP00000016751	ENSCAFP00000025063
ENSGALP00000043371	ENSCAFP00000015731
ENSGALP00000042002	ENSCAFP00000022622
ENSGALP00000003014	ENSCAFP00000029108
ENSGALP00000006366	ENSCAFP00000027660
ENSGALP00000042519	ENSCAFP00000028268
ENSGALP00000001456	ENSCAFP00000020765
ENSGALP00000016098	ENSCAFP00000002506
ENSGALP00000039539	ENSCAFP00000004330
ENSGALP00000014492	ENSCAFP00000005288
ENSGALP00000015506	ENSCAFP00000018873
ENSGALP00000043143	ENSCAFP00000015184
ENSGALP00000009207	ENSCAFP00000014205
ENSGALP00000015833	ENSCAFP00000013574
ENSGALP00000042544	ENSCAFP00000016570
ENSGALP00000042292	ENSCAFP00000034237
ENSGALP00000000981	ENSCAFP00000014887
ENSGALP00000024202	ENSCAFP00000005847
ENSGALP00000042475	ENSCAFP00000008573
ENSGALP00000009956	ENSCAFP00000029357
ENSGALP00000012455	ENSCAFP00000006330
ENSGALP00000014651	ENSCAFP00000041314
ENSGALP00000024389	ENSCAFP00000002637
ENSGALP00000043267	ENSCAFP00000029450
ENSGALP00000013991	ENSCAFP00000019983
ENSGALP00000038974	ENSCAFP00000020007
ENSGALP00000041043	ENSCAFP00000007804
ENSGALP00000018936	ENSCAFP00000010389
ENSGALP00000019402	ENSCAFP00000007783
ENSGALP00000042166	ENSCAFP00000017723
ENSGALP00000022807	ENSCAFP00000002876
ENSGALP00000017040	ENSCAFP00000033658
ENSGALP00000025633	ENSCAFP00000034617
ENSGALP00000003577	ENSCAFP00000001575
ENSGALP00000040299	ENSCAFP00000017148
ENSGALP00000038659	ENSCAFP00000022642
ENSGALP00000040713	ENSCAFP00000006955
ENSGALP00000003960	ENSCAFP00000033509
ENSGALP00000020568	ENSCAFP00000003680
ENSGALP00000006909	ENSCAFP00000042002
ENSGALP00000041684	ENSCAFP00000022493
ENSGALP00000028292	ENSCAFP00000034787
ENSGALP00000016970	ENSCAFP00000006320
ENSGALP00000022844	ENSCAFP00000002806
ENSGALP00000019783	ENSCAFP00000016859
ENSGALP00000016774	ENSCAFP00000002822
ENSGALP00000001013	ENSCAFP00000038283
ENSGALP00000006041	ENSCAFP00000004570
ENSGALP00000016615	ENSCAFP00000024888
ENSGALP00000042035	ENSCAFP00000006402
ENSGALP00000023016	ENSCAFP00000002607
ENSGALP00000039164	ENSCAFP00000012214
ENSGALP00000003885	ENSCAFP00000037226
ENSGALP00000026298	ENSCAFP00000001484
ENSGALP00000017672	ENSCAFP00000013011
ENSGALP00000000025	ENSCAFP00000004903
ENSGALP00000024159	ENSCAFP00000023059
ENSGALP00000041037	ENSCAFP00000036009
ENSGALP00000040818	ENSCAFP00000026025
ENSGALP00000005493	ENSCAFP00000017341
ENSGALP00000010636	ENSCAFP00000008483
ENSGALP00000007220	ENSCAFP00000015830
ENSGALP00000000716	ENSCAFP00000029335
ENSGALP00000022437	ENSCAFP00000027805
ENSGALP00000022640	ENSCAFP00000016912
ENSGALP00000020039	ENSCAFP00000000458
ENSGALP00000005187	ENSCAFP00000024505
ENSGALP00000001352	ENSCAFP00000018714
ENSGALP00000022203	ENSCAFP00000000034
ENSGALP00000002203	ENSCAFP00000014433
ENSGALP00000035402	ENSCAFP00000017426
ENSGALP00000039931	ENSCAFP00000027158
ENSGALP00000000549	ENSCAFP00000021903
ENSGALP00000015910	ENSCAFP00000018326
ENSGALP00000036955	ENSCAFP00000024995
ENSGALP00000027365	ENSCAFP00000006944
ENSGALP00000015801	ENSCAFP00000018761
ENSGALP00000036368	ENSCAFP00000022131
ENSGALP00000014145	ENSCAFP00000008136
ENSGALP00000022963	ENSCAFP00000001188
ENSGALP00000009219	ENSCAFP00000011038
ENSGALP00000004108	ENSCAFP00000001876
ENSGALP00000025808	ENSCAFP00000000854
ENSGALP00000025572	ENSCAFP00000004093
ENSGALP00000018671	ENSCAFP00000008096
ENSGALP00000019532	ENSCAFP00000018338
ENSGALP00000008393	ENSCAFP00000031371
ENSGALP00000003481	ENSCAFP00000000248
ENSGALP00000016784	ENSCAFP00000025087
ENSGALP00000042738	ENSCAFP00000038734
ENSGALP00000006158	ENSCAFP00000004495
ENSGALP00000026564	ENSCAFP00000005874
ENSGALP00000006023	ENSCAFP00000027482
ENSGALP00000014374	ENSCAFP00000031562
ENSGALP00000013910	ENSCAFP00000033833
ENSGALP00000025892	ENSCAFP00000013212
ENSGALP00000003004	ENSCAFP00000007595
ENSGALP00000042645	ENSCAFP00000020814
ENSGALP00000026183	ENSCAFP00000001542
ENSGALP00000026747	ENSCAFP00000006149
ENSGALP00000000018	ENSCAFP00000012927
ENSGALP00000032653	ENSCAFP00000012397
ENSGALP00000031600	ENSCAFP00000008202
ENSGALP00000022289	ENSCAFP00000010724
ENSGALP00000020563	ENSCAFP00000001869
ENSGALP00000020562	ENSCAFP00000039590
ENSGALP00000015735	ENSCAFP00000034314
ENSGALP00000019653	ENSCAFP00000017237
ENSGALP00000020457	ENSCAFP00000002477
ENSGALP00000038356	ENSCAFP00000007616
ENSGALP00000025131	ENSCAFP00000034469
ENSGALP00000016144	ENSCAFP00000000608
ENSGALP00000005116	ENSCAFP00000030881
ENSGALP00000036541	ENSCAFP00000015063
ENSGALP00000014900	ENSCAFP00000022777
ENSGALP00000025846	ENSCAFP00000038707
ENSGALP00000019576	ENSCAFP00000001614
ENSGALP00000042931	ENSCAFP00000024872
ENSGALP00000012736	ENSCAFP00000004417
ENSGALP00000012584	ENSCAFP00000006292
ENSGALP00000015788	ENSCAFP00000024450
ENSGALP00000009946	ENSCAFP00000012106
ENSGALP00000039699	ENSCAFP00000019039
ENSGALP00000014693	ENSCAFP00000008376
ENSGALP00000022566	ENSCAFP00000016621
ENSGALP00000029054	ENSCAFP00000017451
ENSGALP00000006394	ENSCAFP00000016564
ENSGALP00000039265	ENSCAFP00000029880
ENSGALP00000008338	ENSCAFP00000023980
ENSGALP00000016207	ENSCAFP00000011467
ENSGALP00000032512	ENSCAFP00000017309
ENSGALP00000040735	ENSCAFP00000015309
ENSGALP00000011585	ENSCAFP00000014627
ENSGALP00000036118	ENSCAFP00000014090
ENSGALP00000020850	ENSCAFP00000006102
ENSGALP00000019590	ENSCAFP00000010692
ENSGALP00000018482	ENSCAFP00000001226
ENSGALP00000005384	ENSCAFP00000016495
ENSGALP00000001751	ENSCAFP00000042548
ENSGALP00000015991	ENSCAFP00000036476
ENSGALP00000033517	ENSCAFP00000020751
ENSGALP00000006690	ENSCAFP00000016288
ENSGALP00000027982	ENSCAFP00000008827
ENSGALP00000023141	ENSCAFP00000024080
ENSGALP00000030590	ENSCAFP00000002690
ENSGALP00000009982	ENSCAFP00000010275
ENSGALP00000008082	ENSCAFP00000019375
ENSGALP00000038884	ENSCAFP00000027777
ENSGALP00000013788	ENSCAFP00000018450
ENSGALP00000010894	ENSCAFP00000008252
ENSGALP00000020585	ENSCAFP00000001717
ENSGALP00000007118	ENSCAFP00000026698
ENSGALP00000004924	ENSCAFP00000010374
ENSGALP00000008346	ENSCAFP00000042393
ENSGALP00000013111	ENSCAFP00000026704
ENSGALP00000011549	ENSCAFP00000030967
ENSGALP00000042363	ENSCAFP00000007031
ENSGALP00000022328	ENSCAFP00000000430
ENSGALP00000006529	ENSCAFP00000019256
ENSGALP00000012445	ENSCAFP00000028421
ENSGALP00000038731	ENSCAFP00000024342
ENSGALP00000043401	ENSCAFP00000039926
ENSGALP00000043289	ENSCAFP00000006243
ENSGALP00000006259	ENSCAFP00000034569
ENSGALP00000022839	ENSCAFP00000001348
ENSGALP00000016414	ENSCAFP00000012048
ENSGALP00000035598	ENSCAFP00000009675
ENSGALP00000017553	ENSCAFP00000003526
ENSGALP00000007834	ENSCAFP00000020680
ENSGALP00000003137	ENSCAFP00000029102
ENSGALP00000013442	ENSCAFP00000037992
ENSGALP00000025075	ENSCAFP00000035935
ENSGALP00000016333	ENSCAFP00000002258
ENSGALP00000008837	ENSCAFP00000019698
ENSGALP00000012748	ENSCAFP00000006250
ENSGALP00000009699	ENSCAFP00000007572
ENSGALP00000015596	ENSCAFP00000018596
ENSGALP00000026277	ENSCAFP00000019864
ENSGALP00000040862	ENSCAFP00000005361
ENSGALP00000014621	ENSCAFP00000007861
ENSGALP00000012380	ENSCAFP00000009920
ENSGALP00000040662	ENSCAFP00000041757
ENSGALP00000022380	ENSCAFP00000027751
ENSGALP00000025836	ENSCAFP00000000918
ENSGALP00000026483	ENSCAFP00000005172
ENSGALP00000003908	ENSCAFP00000016641
ENSGALP00000002063	ENSCAFP00000012941
ENSGALP00000024827	ENSCAFP00000010505
ENSGALP00000037772	ENSCAFP00000016088
ENSGALP00000041243	ENSCAFP00000003255
ENSGALP00000026998	ENSCAFP00000003402
ENSGALP00000016043	ENSCAFP00000005396
ENSGALP00000003693	ENSCAFP00000013832
ENSGALP00000005417	ENSCAFP00000022924
ENSGALP00000015318	ENSCAFP00000024414
ENSGALP00000042781	ENSCAFP00000008571
ENSGALP00000004959	ENSCAFP00000027849
ENSGALP00000011182	ENSCAFP00000033703
ENSGALP00000026595	ENSCAFP00000007353
ENSGALP00000022235	ENSCAFP00000000037
ENSGALP00000022230	ENSCAFP00000000036
ENSGALP00000000860	ENSCAFP00000029075
ENSGALP00000018960	ENSCAFP00000027097
ENSGALP00000011342	ENSCAFP00000017731
ENSGALP00000024803	ENSCAFP00000005460
ENSGALP00000040816	ENSCAFP00000032218
ENSGALP00000043242	ENSCAFP00000025166
ENSGALP00000014526	ENSCAFP00000003895
ENSGALP00000001981	ENSCAFP00000021810
ENSGALP00000008236	ENSCAFP00000026045
ENSGALP00000012561	ENSCAFP00000025340
ENSGALP00000018995	ENSCAFP00000027149
ENSGALP00000002310	ENSCAFP00000040692
ENSGALP00000006624	ENSCAFP00000020377
ENSGALP00000014415	ENSCAFP00000036127
ENSGALP00000015493	ENSCAFP00000038268
ENSGALP00000001940	ENSCAFP00000029193
ENSGALP00000011141	ENSCAFP00000025671
ENSGALP00000027322	ENSCAFP00000007405
ENSGALP00000016152	ENSCAFP00000019037
ENSGALP00000041816	ENSCAFP00000015811
ENSGALP00000007164	ENSCAFP00000023710
ENSGALP00000041108	ENSCAFP00000008750
ENSGALP00000031296	ENSCAFP00000036121
ENSGALP00000016785	ENSCAFP00000025088
ENSGALP00000035686	ENSCAFP00000009139
ENSGALP00000010201	ENSCAFP00000001531
ENSGALP00000027522	ENSCAFP00000009549
ENSGALP00000027523	ENSCAFP00000009553
ENSGALP00000023052	ENSCAFP00000023429
ENSGALP00000037606	ENSCAFP00000008704
ENSGALP00000023833	ENSCAFP00000014618
ENSGALP00000037704	ENSCAFP00000006737
ENSGALP00000041543	ENSCAFP00000036924
ENSGALP00000022657	ENSCAFP00000016834
ENSGALP00000009023	ENSCAFP00000011285
ENSGALP00000022696	ENSCAFP00000016767
ENSGALP00000011120	ENSCAFP00000009769
ENSGALP00000042657	ENSCAFP00000010088
ENSGALP00000027679	ENSCAFP00000021685
ENSGALP00000013803	ENSCAFP00000018279
ENSGALP00000002583	ENSCAFP00000028463
ENSGALP00000017202	ENSCAFP00000016012
ENSGALP00000008018	ENSCAFP00000000807
ENSGALP00000003682	ENSCAFP00000025175
ENSGALP00000016566	ENSCAFP00000034922
ENSGALP00000037247	ENSCAFP00000027875
ENSGALP00000025684	ENSCAFP00000003784
ENSGALP00000026064	ENSCAFP00000001671
ENSGALP00000017221	ENSCAFP00000008843
ENSGALP00000018477	ENSCAFP00000041161
ENSGALP00000005362	ENSCAFP00000027254
ENSGALP00000003923	ENSCAFP00000029062
ENSGALP00000037931	ENSCAFP00000030010
ENSGALP00000014129	ENSCAFP00000014253
ENSGALP00000027682	ENSCAFP00000021703
ENSGALP00000010742	ENSCAFP00000019492
ENSGALP00000009322	ENSCAFP00000010741
ENSGALP00000001108	ENSCAFP00000017865
ENSGALP00000007052	ENSCAFP00000011731
ENSGALP00000012615	ENSCAFP00000025362
ENSGALP00000037478	ENSCAFP00000022311
ENSGALP00000026558	ENSCAFP00000005846
ENSGALP00000026359	ENSCAFP00000001411
ENSGALP00000005353	ENSCAFP00000011150
ENSGALP00000007187	ENSCAFP00000024267
ENSGALP00000014578	ENSCAFP00000016667
ENSGALP00000005972	ENSCAFP00000022963
ENSGALP00000002508	ENSCAFP00000026624
ENSGALP00000039941	ENSCAFP00000018506
ENSGALP00000024186	ENSCAFP00000030553
ENSGALP00000008267	ENSCAFP00000015836
ENSGALP00000038832	ENSCAFP00000027951
ENSGALP00000008227	ENSCAFP00000030245
ENSGALP00000020415	ENSCAFP00000015985
ENSGALP00000006621	ENSCAFP00000024438
ENSGALP00000002707	ENSCAFP00000026008
ENSGALP00000041034	ENSCAFP00000000622
ENSGALP00000040443	ENSCAFP00000017553
ENSGALP00000001997	ENSCAFP00000017689
ENSGALP00000012210	ENSCAFP00000006434
ENSGALP00000037663	ENSCAFP00000006895
ENSGALP00000021766	ENSCAFP00000018165
ENSGALP00000013307	ENSCAFP00000003988
ENSGALP00000042685	ENSCAFP00000013862
ENSGALP00000029342	ENSCAFP00000037401
ENSGALP00000004348	ENSCAFP00000037536
ENSGALP00000019816	ENSCAFP00000004759
ENSGALP00000026170	ENSCAFP00000020551
ENSGALP00000022832	ENSCAFP00000002814
ENSGALP00000005392	ENSCAFP00000009571
ENSGALP00000016394	ENSCAFP00000039973
ENSGALP00000037084	ENSCAFP00000004011
ENSGALP00000020328	ENSCAFP00000008325
ENSGALP00000011596	ENSCAFP00000006083
ENSGALP00000008079	ENSCAFP00000026966
ENSGALP00000012383	ENSCAFP00000017740
ENSGALP00000023837	ENSCAFP00000014553
ENSGALP00000011911	ENSCAFP00000014700
ENSGALP00000002564	ENSCAFP00000015988
ENSGALP00000040201	ENSCAFP00000038967
ENSGALP00000000495	ENSCAFP00000013392
ENSGALP00000008696	ENSCAFP00000003445
ENSGALP00000006287	ENSCAFP00000025982
ENSGALP00000009312	ENSCAFP00000010873
ENSGALP00000021094	ENSCAFP00000015868
ENSGALP00000034072	ENSCAFP00000026669
ENSGALP00000008073	ENSCAFP00000016357
ENSGALP00000006237	ENSCAFP00000014234
ENSGALP00000004174	ENSCAFP00000028257
ENSGALP00000010305	ENSCAFP00000022395
ENSGALP00000015045	ENSCAFP00000023750
ENSGALP00000026615	ENSCAFP00000007145
ENSGALP00000014959	ENSCAFP00000008927
ENSGALP00000035366	ENSCAFP00000017751
ENSGALP00000024167	ENSCAFP00000011990
ENSGALP00000025508	ENSCAFP00000013024
ENSGALP00000042044	ENSCAFP00000042693
ENSGALP00000041646	ENSCAFP00000026155
ENSGALP00000014608	ENSCAFP00000033030
ENSGALP00000027115	ENSCAFP00000041674
ENSGALP00000029762	ENSCAFP00000016206
ENSGALP00000018410	ENSCAFP00000008556
ENSGALP00000039270	ENSCAFP00000023713
ENSGALP00000006115	ENSCAFP00000042345
ENSGALP00000042060	ENSCAFP00000027593
ENSGALP00000013870	ENSCAFP00000015726
ENSGALP00000035804	ENSCAFP00000003436
ENSGALP00000015005	ENSCAFP00000012262
ENSGALP00000017131	ENSCAFP00000005825
ENSGALP00000005262	ENSCAFP00000024535
ENSGALP00000015178	ENSCAFP00000024106
ENSGALP00000020011	ENSCAFP00000032837
ENSGALP00000002862	ENSCAFP00000025127
ENSGALP00000010883	ENSCAFP00000011003
ENSGALP00000023059	ENSCAFP00000023472
ENSGALP00000019396	ENSCAFP00000001401
ENSGALP00000007923	ENSCAFP00000026103
ENSGALP00000001254	ENSCAFP00000020455
ENSGALP00000014278	ENSCAFP00000020457
ENSGALP00000032179	ENSCAFP00000002471
ENSGALP00000011668	ENSCAFP00000027959
ENSGALP00000036165	ENSCAFP00000014348
ENSGALP00000004335	ENSCAFP00000021253
ENSGALP00000040974	ENSCAFP00000009656
ENSGALP00000031757	ENSCAFP00000027022
ENSGALP00000041413	ENSCAFP00000028242
ENSGALP00000019313	ENSCAFP00000006061
ENSGALP00000034260	ENSCAFP00000030067
ENSGALP00000040835	ENSCAFP00000038440
ENSGALP00000016505	ENSCAFP00000002926
ENSGALP00000000670	ENSCAFP00000027714
ENSGALP00000042671	ENSCAFP00000021062
ENSGALP00000042641	ENSCAFP00000036697
ENSGALP00000020604	ENSCAFP00000002632
ENSGALP00000006648	ENSCAFP00000009642
ENSGALP00000022101	ENSCAFP00000000769
ENSGALP00000019323	ENSCAFP00000039622
ENSGALP00000016050	ENSCAFP00000017701
ENSGALP00000043300	ENSCAFP00000011683
ENSGALP00000018335	ENSCAFP00000008761
ENSGALP00000000114	ENSCAFP00000004897
ENSGALP00000022312	ENSCAFP00000000662
ENSGALP00000021513	ENSCAFP00000015800
ENSGALP00000041373	ENSCAFP00000010673
ENSGALP00000039153	ENSCAFP00000037149
ENSGALP00000021328	ENSCAFP00000004982
ENSGALP00000001315	ENSCAFP00000018051
ENSGALP00000041427	ENSCAFP00000012425
ENSGALP00000025970	ENSCAFP00000015009
ENSGALP00000001949	ENSCAFP00000014929
ENSGALP00000025766	ENSCAFP00000036223
ENSGALP00000024043	ENSCAFP00000038665
ENSGALP00000006364	ENSCAFP00000026016
ENSGALP00000015334	ENSCAFP00000024385
ENSGALP00000027076	ENSCAFP00000003044
ENSGALP00000013334	ENSCAFP00000000308
ENSGALP00000042365	ENSCAFP00000002188
ENSGALP00000043243	ENSCAFP00000029301
ENSGALP00000017753	ENSCAFP00000004026
ENSGALP00000042234	ENSCAFP00000041956
ENSGALP00000001338	ENSCAFP00000016830
ENSGALP00000014829	ENSCAFP00000009689
ENSGALP00000005100	ENSCAFP00000027341
ENSGALP00000004190	ENSCAFP00000029106
ENSGALP00000042563	ENSCAFP00000014633
ENSGALP00000042182	ENSCAFP00000040132
ENSGALP00000003384	ENSCAFP00000016378
ENSGALP00000008280	ENSCAFP00000018521
ENSGALP00000013527	ENSCAFP00000013346
ENSGALP00000019276	ENSCAFP00000019292
ENSGALP00000017299	ENSCAFP00000011551
ENSGALP00000006542	ENSCAFP00000020299
ENSGALP00000032339	ENSCAFP00000017129
ENSGALP00000039621	ENSCAFP00000013732
ENSGALP00000004363	ENSCAFP00000019610
ENSGALP00000041804	ENSCAFP00000006373
ENSGALP00000008805	ENSCAFP00000025152
ENSGALP00000040448	ENSCAFP00000009302
ENSGALP00000027951	ENSCAFP00000008420
ENSGALP00000026957	ENSCAFP00000014294
ENSGALP00000008450	ENSCAFP00000029652
ENSGALP00000042139	ENSCAFP00000019166
ENSGALP00000001447	ENSCAFP00000017230
ENSGALP00000020794	ENSCAFP00000010778
ENSGALP00000041050	ENSCAFP00000018228
ENSGALP00000039342	ENSCAFP00000024308
ENSGALP00000012907	ENSCAFP00000006098
ENSGALP00000025521	ENSCAFP00000004305
ENSGALP00000025787	ENSCAFP00000014191
ENSGALP00000024140	ENSCAFP00000026905
ENSGALP00000008556	ENSCAFP00000034692
ENSGALP00000014006	ENSCAFP00000019622
ENSGALP00000003479	ENSCAFP00000027060
ENSGALP00000009709	ENSCAFP00000006027
ENSGALP00000009632	ENSCAFP00000019371
ENSGALP00000017800	ENSCAFP00000004059
ENSGALP00000023540	ENSCAFP00000000115
ENSGALP00000022405	ENSCAFP00000027795
ENSGALP00000001287	ENSCAFP00000029944
ENSGALP00000036383	ENSCAFP00000000107
ENSGALP00000021551	ENSCAFP00000003750
ENSGALP00000012565	ENSCAFP00000014865
ENSGALP00000013385	ENSCAFP00000037890
ENSGALP00000039721	ENSCAFP00000013122
ENSGALP00000020229	ENSCAFP00000021768
ENSGALP00000003917	ENSCAFP00000029197
ENSGALP00000007225	ENSCAFP00000023352
ENSGALP00000007149	ENSCAFP00000006770
ENSGALP00000002254	ENSCAFP00000004762
ENSGALP00000042542	ENSCAFP00000004617
ENSGALP00000001446	ENSCAFP00000028823
ENSGALP00000007286	ENSCAFP00000021318
ENSGALP00000016933	ENSCAFP00000012278
ENSGALP00000043210	ENSCAFP00000026554
ENSGALP00000022459	ENSCAFP00000000364
ENSGALP00000026855	ENSCAFP00000003221
ENSGALP00000009716	ENSCAFP00000019469
ENSGALP00000024317	ENSCAFP00000002262
ENSGALP00000024253	ENSCAFP00000005771
ENSGALP00000014471	ENSCAFP00000016852
ENSGALP00000023395	ENSCAFP00000021591
ENSGALP00000026833	ENSCAFP00000016371
ENSGALP00000003381	ENSCAFP00000002615
ENSGALP00000023114	ENSCAFP00000020521
ENSGALP00000007134	ENSCAFP00000020996
ENSGALP00000016047	ENSCAFP00000017724
ENSGALP00000008480	ENSCAFP00000007990
ENSGALP00000022938	ENSCAFP00000002748
ENSGALP00000017328	ENSCAFP00000025761
ENSGALP00000002771	ENSCAFP00000026142
ENSGALP00000024151	ENSCAFP00000026892
ENSGALP00000020848	ENSCAFP00000014055
ENSGALP00000040803	ENSCAFP00000035393
ENSGALP00000000573	ENSCAFP00000016213
ENSGALP00000037338	ENSCAFP00000002957
ENSGALP00000013244	ENSCAFP00000006148
ENSGALP00000032348	ENSCAFP00000018773
ENSGALP00000013516	ENSCAFP00000007655
ENSGALP00000012415	ENSCAFP00000032528
ENSGALP00000008036	ENSCAFP00000026983
ENSGALP00000002248	ENSCAFP00000022795
ENSGALP00000042673	ENSCAFP00000020198
ENSGALP00000004513	ENSCAFP00000020392
ENSGALP00000019758	ENSCAFP00000036568
ENSGALP00000042794	ENSCAFP00000009640
ENSGALP00000017181	ENSCAFP00000009007
ENSGALP00000039408	ENSCAFP00000020037
ENSGALP00000020593	ENSCAFP00000000007
ENSGALP00000012954	ENSCAFP00000039409
ENSGALP00000024724	ENSCAFP00000024697
ENSGALP00000003142	ENSCAFP00000002943
ENSGALP00000005668	ENSCAFP00000027547
ENSGALP00000008204	ENSCAFP00000020163
ENSGALP00000038046	ENSCAFP00000030056
ENSGALP00000027674	ENSCAFP00000021636
ENSGALP00000041009	ENSCAFP00000001325
ENSGALP00000043419	ENSCAFP00000021402
ENSGALP00000039544	ENSCAFP00000019804
ENSGALP00000025396	ENSCAFP00000004615
ENSGALP00000024046	ENSCAFP00000026960
ENSGALP00000005724	ENSCAFP00000043067
ENSGALP00000019456	ENSCAFP00000001479
ENSGALP00000038897	ENSCAFP00000006473
ENSGALP00000002853	ENSCAFP00000013558
ENSGALP00000023161	ENSCAFP00000024121
ENSGALP00000006289	ENSCAFP00000014219
ENSGALP00000016259	ENSCAFP00000011514
ENSGALP00000043463	ENSCAFP00000018954
ENSGALP00000007177	ENSCAFP00000008629
ENSGALP00000039149	ENSCAFP00000029773
ENSGALP00000015016	ENSCAFP00000038589
ENSGALP00000018245	ENSCAFP00000013390
ENSGALP00000024242	ENSCAFP00000005787
ENSGALP00000033343	ENSCAFP00000011412
ENSGALP00000035573	ENSCAFP00000008246
ENSGALP00000023549	ENSCAFP00000039007
ENSGALP00000009847	ENSCAFP00000027851
ENSGALP00000041633	ENSCAFP00000023781
ENSGALP00000005776	ENSCAFP00000023338
ENSGALP00000023701	ENSCAFP00000010328
ENSGALP00000043101	ENSCAFP00000022062
ENSGALP00000005229	ENSCAFP00000009069
ENSGALP00000037902	ENSCAFP00000018592
ENSGALP00000038409	ENSCAFP00000027774
ENSGALP00000009480	ENSCAFP00000019539
ENSGALP00000024559	ENSCAFP00000010064
ENSGALP00000014659	ENSCAFP00000043090
ENSGALP00000015353	ENSCAFP00000004940
ENSGALP00000012029	ENSCAFP00000029053
ENSGALP00000014285	ENSCAFP00000002581
ENSGALP00000018625	ENSCAFP00000021599
ENSGALP00000013162	ENSCAFP00000016106
ENSGALP00000040794	ENSCAFP00000020973
ENSGALP00000027822	ENSCAFP00000006558
ENSGALP00000025504	ENSCAFP00000038006
ENSGALP00000024944	ENSCAFP00000011522
ENSGALP00000018705	ENSCAFP00000008041
ENSGALP00000004856	ENSCAFP00000038931
ENSGALP00000004453	ENSCAFP00000008908
ENSGALP00000008600	ENSCAFP00000029012
ENSGALP00000000958	ENSCAFP00000037203
ENSGALP00000022385	ENSCAFP00000035991
ENSGALP00000006575	ENSCAFP00000029601
ENSGALP00000036970	ENSCAFP00000002482
ENSGALP00000012344	ENSCAFP00000028330
ENSGALP00000017266	ENSCAFP00000005581
ENSGALP00000007432	ENSCAFP00000011192
ENSGALP00000028084	ENSCAFP00000040567
ENSGALP00000006003	ENSCAFP00000040113
ENSGALP00000016954	ENSCAFP00000025298
ENSGALP00000005954	ENSCAFP00000029482
ENSGALP00000017139	ENSCAFP00000016469
ENSGALP00000026316	ENSCAFP00000040317
ENSGALP00000027179	ENSCAFP00000009027
ENSGALP00000018188	ENSCAFP00000040911
ENSGALP00000015553	ENSCAFP00000024134
ENSGALP00000030511	ENSCAFP00000006650
ENSGALP00000005640	ENSCAFP00000015343
ENSGALP00000001026	ENSCAFP00000023611
ENSGALP00000001224	ENSCAFP00000018636
ENSGALP00000020629	ENSCAFP00000000013
ENSGALP00000017608	ENSCAFP00000012363
ENSGALP00000026669	ENSCAFP00000017577
ENSGALP00000008851	ENSCAFP00000011780
ENSGALP00000010476	ENSCAFP00000016959
ENSGALP00000004390	ENSCAFP00000026707
ENSGALP00000038786	ENSCAFP00000026041
ENSGALP00000013877	ENSCAFP00000006539
ENSGALP00000031809	ENSCAFP00000021503
ENSGALP00000042774	ENSCAFP00000022679
ENSGALP00000017254	ENSCAFP00000009234
ENSGALP00000028262	ENSCAFP00000006555
ENSGALP00000025921	ENSCAFP00000001178
ENSGALP00000038610	ENSCAFP00000010173
ENSGALP00000005451	ENSCAFP00000042718
ENSGALP00000003934	ENSCAFP00000032143
ENSGALP00000003798	ENSCAFP00000022880
ENSGALP00000000715	ENSCAFP00000021956
ENSGALP00000003627	ENSCAFP00000007327
ENSGALP00000027457	ENSCAFP00000008831
ENSGALP00000041722	ENSCAFP00000012023
ENSGALP00000000699	ENSCAFP00000002002
ENSGALP00000014749	ENSCAFP00000023632
ENSGALP00000031992	ENSCAFP00000031755
