ENSCAFP00000018255	ENSP00000371994
ENSCAFP00000026142	ENSP00000268057
ENSCAFP00000026892	ENSP00000341874
ENSCAFP00000014055	ENSP00000369162
ENSCAFP00000011470	ENSP00000420616
ENSCAFP00000035393	ENSP00000357835
ENSCAFP00000016213	ENSP00000298251
ENSCAFP00000002957	ENSP00000377980
ENSCAFP00000006148	ENSP00000312379
ENSCAFP00000008211	ENSP00000385852
ENSCAFP00000018773	ENSP00000298492
ENSCAFP00000013419	ENSP00000369857
ENSCAFP00000006101	ENSP00000263354
ENSCAFP00000007655	ENSP00000366225
ENSCAFP00000032528	ENSP00000365529
ENSCAFP00000024475	ENSP00000345060
ENSCAFP00000026983	ENSP00000321636
ENSCAFP00000022795	ENSP00000381773
ENSCAFP00000020198	ENSP00000262419
ENSCAFP00000020392	ENSP00000281772
ENSCAFP00000009640	ENSP00000419494
ENSCAFP00000014377	ENSP00000401859
ENSCAFP00000009007	ENSP00000233099
ENSCAFP00000019349	ENSP00000371903
ENSCAFP00000020037	ENSP00000350734
ENSCAFP00000005081	ENSP00000265437
ENSCAFP00000000007	ENSP00000262198
ENSCAFP00000039409	ENSP00000379346
ENSCAFP00000024697	ENSP00000415203
ENSCAFP00000002943	ENSP00000367880
ENSCAFP00000027547	ENSP00000226218
ENSCAFP00000020163	ENSP00000399679
ENSCAFP00000029714	ENSP00000403453
ENSCAFP00000030056	ENSP00000359600
ENSCAFP00000021636	ENSP00000436785
ENSCAFP00000001325	ENSP00000353557
ENSCAFP00000024560	ENSP00000325677
ENSCAFP00000003799	ENSP00000373772
ENSCAFP00000019804	ENSP00000265245
ENSCAFP00000038414	ENSP00000383719
ENSCAFP00000004615	ENSP00000451261
ENSCAFP00000026960	ENSP00000269214
ENSCAFP00000012307	ENSP00000306999
ENSCAFP00000005583	ENSP00000370653
ENSCAFP00000000270	ENSP00000230050
ENSCAFP00000028063	ENSP00000268261
ENSCAFP00000001479	ENSP00000216259
ENSCAFP00000006473	ENSP00000400958
ENSCAFP00000013558	ENSP00000358617
ENSCAFP00000024121	ENSP00000345206
ENSCAFP00000014219	ENSP00000341243
ENSCAFP00000009681	ENSP00000281961
ENSCAFP00000030127	ENSP00000343103
ENSCAFP00000011514	ENSP00000314396
ENSCAFP00000018671	ENSP00000392270
ENSCAFP00000018954	ENSP00000266395
ENSCAFP00000008629	ENSP00000328412
ENSCAFP00000029773	ENSP00000300051
ENSCAFP00000038589	ENSP00000264167
ENSCAFP00000013390	ENSP00000384262
ENSCAFP00000013828	ENSP00000359583
ENSCAFP00000016517	ENSP00000228476
ENSCAFP00000005787	ENSP00000357920
ENSCAFP00000011412	ENSP00000273480
ENSCAFP00000023951	ENSP00000371393
ENSCAFP00000008246	ENSP00000298198
ENSCAFP00000027906	ENSP00000265070
ENSCAFP00000039007	ENSP00000271732
ENSCAFP00000027851	ENSP00000339207
ENSCAFP00000042251	ENSP00000359820
ENSCAFP00000002831	ENSP00000377807
ENSCAFP00000042379	ENSP00000380996
ENSCAFP00000036357	ENSP00000323811
ENSCAFP00000023781	ENSP00000263383
ENSCAFP00000023338	ENSP00000389948
ENSCAFP00000004707	ENSP00000242210
ENSCAFP00000010328	ENSP00000264779
ENSCAFP00000029466	ENSP00000333920
ENSCAFP00000009069	ENSP00000428765
ENSCAFP00000018592	ENSP00000357900
ENSCAFP00000027774	ENSP00000371517
ENSCAFP00000005281	ENSP00000312054
ENSCAFP00000013422	ENSP00000429200
ENSCAFP00000019539	ENSP00000307854
ENSCAFP00000010064	ENSP00000353739
ENSCAFP00000013563	ENSP00000359665
ENSCAFP00000028932	ENSP00000313833
ENSCAFP00000028877	ENSP00000386162
ENSCAFP00000043090	ENSP00000360687
ENSCAFP00000032911	ENSP00000331600
ENSCAFP00000004940	ENSP00000297146
ENSCAFP00000014943	ENSP00000263182
ENSCAFP00000029053	ENSP00000335261
ENSCAFP00000002581	ENSP00000223023
ENSCAFP00000022845	ENSP00000365891
ENSCAFP00000011707	ENSP00000378364
ENSCAFP00000021599	ENSP00000233202
ENSCAFP00000008787	ENSP00000334153
ENSCAFP00000016106	ENSP00000295049
ENSCAFP00000020973	ENSP00000260270
ENSCAFP00000026369	ENSP00000377311
ENSCAFP00000000762	ENSP00000356213
ENSCAFP00000006558	ENSP00000280258
ENSCAFP00000038006	ENSP00000440870
ENSCAFP00000003408	ENSP00000469240
ENSCAFP00000011522	ENSP00000263780
ENSCAFP00000030268	ENSP00000258198
ENSCAFP00000008041	ENSP00000273130
ENSCAFP00000038931	ENSP00000262065
ENSCAFP00000010204	ENSP00000295901
ENSCAFP00000003837	ENSP00000316699
ENSCAFP00000029012	ENSP00000251588
ENSCAFP00000037203	ENSP00000361721
ENSCAFP00000035991	ENSP00000356623
ENSCAFP00000025268	ENSP00000401764
ENSCAFP00000029601	ENSP00000313811
ENSCAFP00000030215	ENSP00000359829
ENSCAFP00000002482	ENSP00000216117
ENSCAFP00000028330	ENSP00000459214
ENSCAFP00000023734	ENSP00000209728
ENSCAFP00000005581	ENSP00000360623
ENSCAFP00000011192	ENSP00000304292
ENSCAFP00000040567	ENSP00000340836
ENSCAFP00000019861	ENSP00000339681
ENSCAFP00000040113	ENSP00000361345
ENSCAFP00000025298	ENSP00000261534
ENSCAFP00000029482	ENSP00000361302
ENSCAFP00000030482	ENSP00000406157
ENSCAFP00000016469	ENSP00000265174
ENSCAFP00000030064	ENSP00000474453
ENSCAFP00000009027	ENSP00000349393
ENSCAFP00000027081	ENSP00000367787
ENSCAFP00000024134	ENSP00000216446
ENSCAFP00000006650	ENSP00000390849
ENSCAFP00000016409	ENSP00000414558
ENSCAFP00000011956	ENSP00000428756
ENSCAFP00000015343	ENSP00000476668
ENSCAFP00000007676	ENSP00000264703
ENSCAFP00000023611	ENSP00000397644
ENSCAFP00000018636	ENSP00000290524
ENSCAFP00000018844	ENSP00000326244
ENSCAFP00000031015	ENSP00000393161
ENSCAFP00000000013	ENSP00000398076
ENSCAFP00000012363	ENSP00000280193
ENSCAFP00000017577	ENSP00000297904
ENSCAFP00000011780	ENSP00000288266
ENSCAFP00000002772	ENSP00000446917
ENSCAFP00000040746	ENSP00000333802
ENSCAFP00000003515	ENSP00000422344
ENSCAFP00000037096	ENSP00000263095
ENSCAFP00000000008	ENSP00000269601
ENSCAFP00000010590	ENSP00000396915
ENSCAFP00000016959	ENSP00000376523
ENSCAFP00000026707	ENSP00000452746
ENSCAFP00000026041	ENSP00000387261
ENSCAFP00000006539	ENSP00000365725
ENSCAFP00000021503	ENSP00000336693
ENSCAFP00000022679	ENSP00000040738
ENSCAFP00000009234	ENSP00000344829
ENSCAFP00000006555	ENSP00000012049
ENSCAFP00000010173	ENSP00000386414
ENSCAFP00000000625	ENSP00000299293
ENSCAFP00000042718	ENSP00000362109
ENSCAFP00000032143	ENSP00000309092
ENSCAFP00000022880	ENSP00000350949
ENSCAFP00000021956	ENSP00000453129
ENSCAFP00000007327	ENSP00000465930
ENSCAFP00000008831	ENSP00000367276
ENSCAFP00000012023	ENSP00000278174
ENSCAFP00000002002	ENSP00000362836
ENSCAFP00000023632	ENSP00000355747
ENSCAFP00000031755	ENSP00000326366
ENSCAFP00000012107	ENSP00000285679
ENSCAFP00000019484	ENSP00000395574
ENSCAFP00000043047	ENSP00000369270
ENSCAFP00000029977	ENSP00000398089
ENSCAFP00000022793	ENSP00000460825
ENSCAFP00000016761	ENSP00000331933
ENSCAFP00000020958	ENSP00000291495
ENSCAFP00000025244	ENSP00000261883
ENSCAFP00000001391	ENSP00000352463
ENSCAFP00000041985	ENSP00000323074
ENSCAFP00000040507	ENSP00000358541
ENSCAFP00000007611	ENSP00000315118
ENSCAFP00000023606	ENSP00000355741
ENSCAFP00000014708	ENSP00000296657
ENSCAFP00000010892	ENSP00000301190
ENSCAFP00000041305	ENSP00000371472
ENSCAFP00000024745	ENSP00000377381
ENSCAFP00000013497	ENSP00000359698
ENSCAFP00000001945	ENSP00000330382
ENSCAFP00000037879	ENSP00000346508
ENSCAFP00000019422	ENSP00000401513
ENSCAFP00000026125	ENSP00000373610
ENSCAFP00000005701	ENSP00000230122
ENSCAFP00000027417	ENSP00000421246
ENSCAFP00000025622	ENSP00000392812
ENSCAFP00000025610	ENSP00000475670
ENSCAFP00000019854	ENSP00000473983
ENSCAFP00000012081	ENSP00000404991
ENSCAFP00000009244	ENSP00000340691
ENSCAFP00000020710	ENSP00000362314
ENSCAFP00000012318	ENSP00000454646
ENSCAFP00000029589	ENSP00000299709
ENSCAFP00000036468	ENSP00000345361
ENSCAFP00000014239	ENSP00000359370
ENSCAFP00000013271	ENSP00000378721
ENSCAFP00000004778	ENSP00000363329
ENSCAFP00000038976	ENSP00000259392
ENSCAFP00000015869	ENSP00000273986
ENSCAFP00000028862	ENSP00000442954
ENSCAFP00000007536	ENSP00000269391
ENSCAFP00000007809	ENSP00000328426
ENSCAFP00000039174	ENSP00000417509
ENSCAFP00000035841	ENSP00000456348
ENSCAFP00000027291	ENSP00000281631
ENSCAFP00000019630	ENSP00000236850
ENSCAFP00000019615	ENSP00000350425
ENSCAFP00000009751	ENSP00000308258
ENSCAFP00000013929	ENSP00000430548
ENSCAFP00000000366	ENSP00000341562
ENSCAFP00000024871	ENSP00000300404
ENSCAFP00000000419	ENSP00000350509
ENSCAFP00000034200	ENSP00000436455
ENSCAFP00000040490	ENSP00000385923
ENSCAFP00000017685	ENSP00000386862
ENSCAFP00000003667	ENSP00000383185
ENSCAFP00000024167	ENSP00000330278
ENSCAFP00000003633	ENSP00000282406
ENSCAFP00000034065	ENSP00000361522
ENSCAFP00000026449	ENSP00000411124
ENSCAFP00000025322	ENSP00000216468
ENSCAFP00000018204	ENSP00000203407
ENSCAFP00000001694	ENSP00000355720
ENSCAFP00000007665	ENSP00000394085
ENSCAFP00000013314	ENSP00000354522
ENSCAFP00000037281	ENSP00000294119
ENSCAFP00000007612	ENSP00000272638
ENSCAFP00000038772	ENSP00000300057
ENSCAFP00000005584	ENSP00000281047
ENSCAFP00000018265	ENSP00000362987
ENSCAFP00000013917	ENSP00000415491
ENSCAFP00000025210	ENSP00000222219
ENSCAFP00000030126	ENSP00000359699
ENSCAFP00000016998	ENSP00000387170
ENSCAFP00000021015	ENSP00000275732
ENSCAFP00000001985	ENSP00000317039
ENSCAFP00000017248	ENSP00000284273
ENSCAFP00000015302	ENSP00000317327
ENSCAFP00000036764	ENSP00000360437
ENSCAFP00000000256	ENSP00000323635
ENSCAFP00000013312	ENSP00000379441
ENSCAFP00000027209	ENSP00000276201
ENSCAFP00000027613	ENSP00000383402
ENSCAFP00000017813	ENSP00000435897
ENSCAFP00000009666	ENSP00000265271
ENSCAFP00000007856	ENSP00000267229
ENSCAFP00000009222	ENSP00000388550
ENSCAFP00000009453	ENSP00000256257
ENSCAFP00000021646	ENSP00000265840
ENSCAFP00000040611	ENSP00000326342
ENSCAFP00000039510	ENSP00000362123
ENSCAFP00000026988	ENSP00000391101
ENSCAFP00000013585	ENSP00000261441
ENSCAFP00000006414	ENSP00000334040
ENSCAFP00000038099	ENSP00000247225
ENSCAFP00000032157	ENSP00000315137
ENSCAFP00000028637	ENSP00000304467
ENSCAFP00000039915	ENSP00000359464
ENSCAFP00000039481	ENSP00000290291
ENSCAFP00000016931	ENSP00000279146
ENSCAFP00000022785	ENSP00000370521
ENSCAFP00000023668	ENSP00000278836
ENSCAFP00000000642	ENSP00000440626
ENSCAFP00000019305	ENSP00000363614
ENSCAFP00000003390	ENSP00000381654
ENSCAFP00000024962	ENSP00000456226
ENSCAFP00000028136	ENSP00000329548
ENSCAFP00000039838	ENSP00000403130
ENSCAFP00000038131	ENSP00000329558
ENSCAFP00000022474	ENSP00000342518
ENSCAFP00000016970	ENSP00000355577
ENSCAFP00000026129	ENSP00000268097
ENSCAFP00000007666	ENSP00000326604
ENSCAFP00000012757	ENSP00000267102
ENSCAFP00000016930	ENSP00000316491
ENSCAFP00000016858	ENSP00000356058
ENSCAFP00000016904	ENSP00000348888
ENSCAFP00000008550	ENSP00000323246
ENSCAFP00000013888	ENSP00000434199
ENSCAFP00000014286	ENSP00000415899
ENSCAFP00000020889	ENSP00000298288
ENSCAFP00000016423	ENSP00000295628
ENSCAFP00000006507	ENSP00000379568
ENSCAFP00000020473	ENSP00000405969
ENSCAFP00000011099	ENSP00000230792
ENSCAFP00000021539	ENSP00000349874
ENSCAFP00000028384	ENSP00000392330
ENSCAFP00000005826	ENSP00000368414
ENSCAFP00000001937	ENSP00000373364
ENSCAFP00000010164	ENSP00000424544
ENSCAFP00000041043	ENSP00000354649
ENSCAFP00000015634	ENSP00000356256
ENSCAFP00000023020	ENSP00000379999
ENSCAFP00000029791	ENSP00000262144
ENSCAFP00000029025	ENSP00000293883
ENSCAFP00000015153	ENSP00000296411
ENSCAFP00000019026	ENSP00000315152
ENSCAFP00000031804	ENSP00000357907
ENSCAFP00000010245	ENSP00000370938
ENSCAFP00000006087	ENSP00000243253
ENSCAFP00000007188	ENSP00000298428
ENSCAFP00000009018	ENSP00000419879
ENSCAFP00000009022	ENSP00000295887
ENSCAFP00000005131	ENSP00000472474
ENSCAFP00000033145	ENSP00000314792
ENSCAFP00000019185	ENSP00000362894
ENSCAFP00000012548	ENSP00000272430
ENSCAFP00000029393	ENSP00000234677
ENSCAFP00000011713	ENSP00000369346
ENSCAFP00000037075	ENSP00000364765
ENSCAFP00000012224	ENSP00000299295
ENSCAFP00000018166	ENSP00000354669
ENSCAFP00000025187	ENSP00000326706
ENSCAFP00000017280	ENSP00000358120
ENSCAFP00000013102	ENSP00000376568
ENSCAFP00000016422	ENSP00000285848
ENSCAFP00000004390	ENSP00000295890
ENSCAFP00000012327	ENSP00000337998
ENSCAFP00000007443	ENSP00000387128
ENSCAFP00000023061	ENSP00000295641
ENSCAFP00000013833	ENSP00000339958
ENSCAFP00000043137	ENSP00000381436
ENSCAFP00000032192	ENSP00000320957
ENSCAFP00000010305	ENSP00000433361
ENSCAFP00000017036	ENSP00000244051
ENSCAFP00000009594	ENSP00000348565
ENSCAFP00000028226	ENSP00000312017
ENSCAFP00000002407	ENSP00000369695
ENSCAFP00000027570	ENSP00000252674
ENSCAFP00000039424	ENSP00000310841
ENSCAFP00000024759	ENSP00000338171
ENSCAFP00000000806	ENSP00000330572
ENSCAFP00000004675	ENSP00000370503
ENSCAFP00000010561	ENSP00000262659
ENSCAFP00000005918	ENSP00000274008
ENSCAFP00000020241	ENSP00000305494
ENSCAFP00000017488	ENSP00000216780
ENSCAFP00000017759	ENSP00000319814
ENSCAFP00000030044	ENSP00000319788
ENSCAFP00000034949	ENSP00000337773
ENSCAFP00000015092	ENSP00000369897
ENSCAFP00000009138	ENSP00000257347
ENSCAFP00000001349	ENSP00000342604
ENSCAFP00000022219	ENSP00000265018
ENSCAFP00000011189	ENSP00000350833
ENSCAFP00000021330	ENSP00000367309
ENSCAFP00000021307	ENSP00000340684
ENSCAFP00000026813	ENSP00000373594
ENSCAFP00000012494	ENSP00000349181
ENSCAFP00000034278	ENSP00000367038
ENSCAFP00000022380	ENSP00000378725
ENSCAFP00000014848	ENSP00000276390
ENSCAFP00000005148	ENSP00000234396
ENSCAFP00000026149	ENSP00000263026
ENSCAFP00000017153	ENSP00000398048
ENSCAFP00000027089	ENSP00000423660
ENSCAFP00000014022	ENSP00000414856
ENSCAFP00000026348	ENSP00000231061
ENSCAFP00000028085	ENSP00000360366
ENSCAFP00000021142	ENSP00000374014
ENSCAFP00000019451	ENSP00000317000
ENSCAFP00000019014	ENSP00000356967
ENSCAFP00000023810	ENSP00000345412
ENSCAFP00000025696	ENSP00000339449
ENSCAFP00000029076	ENSP00000293879
ENSCAFP00000038726	ENSP00000396954
ENSCAFP00000004978	ENSP00000387654
ENSCAFP00000027029	ENSP00000274569
ENSCAFP00000042195	ENSP00000337226
ENSCAFP00000030626	ENSP00000326933
ENSCAFP00000000899	ENSP00000364815
ENSCAFP00000000685	ENSP00000441000
ENSCAFP00000013656	ENSP00000257575
ENSCAFP00000004929	ENSP00000384477
ENSCAFP00000005648	ENSP00000383936
ENSCAFP00000008075	ENSP00000381102
ENSCAFP00000013269	ENSP00000285419
ENSCAFP00000003196	ENSP00000257287
ENSCAFP00000031840	ENSP00000377123
ENSCAFP00000028736	ENSP00000454836
ENSCAFP00000008059	ENSP00000262715
ENSCAFP00000022592	ENSP00000324810
ENSCAFP00000002638	ENSP00000369141
ENSCAFP00000005195	ENSP00000323511
ENSCAFP00000009944	ENSP00000302232
ENSCAFP00000016410	ENSP00000398181
ENSCAFP00000029923	ENSP00000212355
ENSCAFP00000029800	ENSP00000362299
ENSCAFP00000028715	ENSP00000384610
ENSCAFP00000026996	ENSP00000407509
ENSCAFP00000008826	ENSP00000368066
ENSCAFP00000014757	ENSP00000316339
ENSCAFP00000030192	ENSP00000290949
ENSCAFP00000030689	ENSP00000313050
ENSCAFP00000023124	ENSP00000297056
ENSCAFP00000023680	ENSP00000257215
ENSCAFP00000024845	ENSP00000287490
ENSCAFP00000037612	ENSP00000348069
ENSCAFP00000001434	ENSP00000354476
ENSCAFP00000038211	ENSP00000428209
ENSCAFP00000015384	ENSP00000420298
ENSCAFP00000041008	ENSP00000339826
ENSCAFP00000012978	ENSP00000334866
ENSCAFP00000029595	ENSP00000432886
ENSCAFP00000032766	ENSP00000361557
ENSCAFP00000018385	ENSP00000401264
ENSCAFP00000008416	ENSP00000249396
ENSCAFP00000009649	ENSP00000372191
ENSCAFP00000028039	ENSP00000379838
ENSCAFP00000001486	ENSP00000302485
ENSCAFP00000039736	ENSP00000351669
ENSCAFP00000000584	ENSP00000442318
ENSCAFP00000007344	ENSP00000387641
ENSCAFP00000019303	ENSP00000420270
ENSCAFP00000003724	ENSP00000307863
ENSCAFP00000026882	ENSP00000378260
ENSCAFP00000011312	ENSP00000409279
ENSCAFP00000027762	ENSP00000269143
ENSCAFP00000017180	ENSP00000298746
ENSCAFP00000029737	ENSP00000361982
ENSCAFP00000014036	ENSP00000409256
ENSCAFP00000008155	ENSP00000257312
ENSCAFP00000011133	ENSP00000332148
ENSCAFP00000040327	ENSP00000352956
ENSCAFP00000023005	ENSP00000470652
ENSCAFP00000028346	ENSP00000367931
ENSCAFP00000016742	ENSP00000226021
ENSCAFP00000003952	ENSP00000252729
ENSCAFP00000001230	ENSP00000324403
ENSCAFP00000021410	ENSP00000362144
ENSCAFP00000008083	ENSP00000354532
ENSCAFP00000012920	ENSP00000387124
ENSCAFP00000020121	ENSP00000442534
ENSCAFP00000031244	ENSP00000295324
ENSCAFP00000001327	ENSP00000357474
ENSCAFP00000041190	ENSP00000252992
ENSCAFP00000033377	ENSP00000274192
ENSCAFP00000029641	ENSP00000351138
ENSCAFP00000030205	ENSP00000359827
ENSCAFP00000012577	ENSP00000262866
ENSCAFP00000001590	ENSP00000394049
ENSCAFP00000028519	ENSP00000459043
ENSCAFP00000014891	ENSP00000380690
ENSCAFP00000004585	ENSP00000257787
ENSCAFP00000004752	ENSP00000392678
ENSCAFP00000021848	ENSP00000453854
ENSCAFP00000000879	ENSP00000368758
ENSCAFP00000040186	ENSP00000406145
ENSCAFP00000000431	ENSP00000313226
ENSCAFP00000005127	ENSP00000229955
ENSCAFP00000040315	ENSP00000258456
ENSCAFP00000038989	ENSP00000365080
ENSCAFP00000024616	ENSP00000252338
ENSCAFP00000025180	ENSP00000300069
ENSCAFP00000009734	ENSP00000340176
ENSCAFP00000017695	ENSP00000380820
ENSCAFP00000020626	ENSP00000381824
ENSCAFP00000005592	ENSP00000360642
ENSCAFP00000024381	ENSP00000313601
ENSCAFP00000023331	ENSP00000261844
ENSCAFP00000002963	ENSP00000367823
ENSCAFP00000039710	ENSP00000258888
ENSCAFP00000000148	ENSP00000354991
ENSCAFP00000029875	ENSP00000359333
ENSCAFP00000028939	ENSP00000360757
ENSCAFP00000016276	ENSP00000234739
ENSCAFP00000018299	ENSP00000335320
ENSCAFP00000022198	ENSP00000349364
ENSCAFP00000008636	ENSP00000393785
ENSCAFP00000039620	ENSP00000303580
ENSCAFP00000023830	ENSP00000351740
ENSCAFP00000026042	ENSP00000341597
ENSCAFP00000035590	ENSP00000375919
ENSCAFP00000008327	ENSP00000317224
ENSCAFP00000018993	ENSP00000268220
ENSCAFP00000018676	ENSP00000252998
ENSCAFP00000026919	ENSP00000382628
ENSCAFP00000010168	ENSP00000371297
ENSCAFP00000001050	ENSP00000407118
ENSCAFP00000003426	ENSP00000417955
ENSCAFP00000026181	ENSP00000374049
ENSCAFP00000034565	ENSP00000428205
ENSCAFP00000014977	ENSP00000276326
ENSCAFP00000032288	ENSP00000305839
ENSCAFP00000014495	ENSP00000476603
ENSCAFP00000023719	ENSP00000363433
ENSCAFP00000018590	ENSP00000379512
ENSCAFP00000028992	ENSP00000262301
ENSCAFP00000000811	ENSP00000424381
ENSCAFP00000005249	ENSP00000412724
ENSCAFP00000005244	ENSP00000419235
ENSCAFP00000000376	ENSP00000318165
ENSCAFP00000004006	ENSP00000185150
ENSCAFP00000036634	ENSP00000342609
ENSCAFP00000027591	ENSP00000301452
ENSCAFP00000025553	ENSP00000232974
ENSCAFP00000031063	ENSP00000422131
ENSCAFP00000021885	ENSP00000324587
ENSCAFP00000030250	ENSP00000309548
ENSCAFP00000013432	ENSP00000379503
ENSCAFP00000021805	ENSP00000258399
ENSCAFP00000031408	ENSP00000423390
ENSCAFP00000018058	ENSP00000254227
ENSCAFP00000020117	ENSP00000368253
ENSCAFP00000015874	ENSP00000355902
ENSCAFP00000025230	ENSP00000261530
ENSCAFP00000025800	ENSP00000362122
ENSCAFP00000007213	ENSP00000367198
ENSCAFP00000009150	ENSP00000392553
ENSCAFP00000018134	ENSP00000381302
ENSCAFP00000019496	ENSP00000350698
ENSCAFP00000011085	ENSP00000354053
ENSCAFP00000013157	ENSP00000385730
ENSCAFP00000032879	ENSP00000337512
ENSCAFP00000002124	ENSP00000362550
ENSCAFP00000014249	ENSP00000413234
ENSCAFP00000000134	ENSP00000299721
ENSCAFP00000026516	ENSP00000378464
ENSCAFP00000002818	ENSP00000392452
ENSCAFP00000026552	ENSP00000350260
ENSCAFP00000016089	ENSP00000326063
ENSCAFP00000015902	ENSP00000338165
ENSCAFP00000030665	ENSP00000366582
ENSCAFP00000019339	ENSP00000429763
ENSCAFP00000022321	ENSP00000266556
ENSCAFP00000001381	ENSP00000404833
ENSCAFP00000018728	ENSP00000356574
ENSCAFP00000029167	ENSP00000351536
ENSCAFP00000025133	ENSP00000466967
ENSCAFP00000019929	ENSP00000356476
ENSCAFP00000038886	ENSP00000362047
ENSCAFP00000039412	ENSP00000367879
ENSCAFP00000001354	ENSP00000384794
ENSCAFP00000036671	ENSP00000236709
ENSCAFP00000017494	ENSP00000397566
ENSCAFP00000014077	ENSP00000410964
ENSCAFP00000009309	ENSP00000276461
ENSCAFP00000040181	ENSP00000187762
ENSCAFP00000034403	ENSP00000363824
ENSCAFP00000016741	ENSP00000358314
ENSCAFP00000011484	ENSP00000274382
ENSCAFP00000011791	ENSP00000284486
ENSCAFP00000015672	ENSP00000362684
ENSCAFP00000015840	ENSP00000302413
ENSCAFP00000003060	ENSP00000371278
ENSCAFP00000012350	ENSP00000315130
ENSCAFP00000027095	ENSP00000383449
ENSCAFP00000006962	ENSP00000025301
ENSCAFP00000015490	ENSP00000375909
ENSCAFP00000015896	ENSP00000378265
ENSCAFP00000012624	ENSP00000422464
ENSCAFP00000042105	ENSP00000376865
ENSCAFP00000016743	ENSP00000397552
ENSCAFP00000021112	ENSP00000160382
ENSCAFP00000026277	ENSP00000308772
ENSCAFP00000006930	ENSP00000320076
ENSCAFP00000013945	ENSP00000376141
ENSCAFP00000025602	ENSP00000330051
ENSCAFP00000037219	ENSP00000338641
ENSCAFP00000028879	ENSP00000345789
ENSCAFP00000003823	ENSP00000304891
ENSCAFP00000023769	ENSP00000320924
ENSCAFP00000019560	ENSP00000376330
ENSCAFP00000000532	ENSP00000356426
ENSCAFP00000020263	ENSP00000368215
ENSCAFP00000015383	ENSP00000387282
ENSCAFP00000021184	ENSP00000300176
ENSCAFP00000006400	ENSP00000361060
ENSCAFP00000019057	ENSP00000404718
ENSCAFP00000023417	ENSP00000378313
ENSCAFP00000003328	ENSP00000327533
ENSCAFP00000003326	ENSP00000386923
ENSCAFP00000009484	ENSP00000274496
ENSCAFP00000002676	ENSP00000332772
ENSCAFP00000004854	ENSP00000367172
ENSCAFP00000030578	ENSP00000329292
ENSCAFP00000008361	ENSP00000348852
ENSCAFP00000023217	ENSP00000307552
ENSCAFP00000003303	ENSP00000364595
ENSCAFP00000030134	ENSP00000219345
ENSCAFP00000030152	ENSP00000264005
ENSCAFP00000042321	ENSP00000226279
ENSCAFP00000022572	ENSP00000265016
ENSCAFP00000012044	ENSP00000420176
ENSCAFP00000004135	ENSP00000384364
ENSCAFP00000012364	ENSP00000360261
ENSCAFP00000012488	ENSP00000380779
ENSCAFP00000012414	ENSP00000435373
ENSCAFP00000013943	ENSP00000316335
ENSCAFP00000015433	ENSP00000257555
ENSCAFP00000026810	ENSP00000225893
ENSCAFP00000023554	ENSP00000280665
ENSCAFP00000012668	ENSP00000475920
ENSCAFP00000041623	ENSP00000365693
ENSCAFP00000039680	ENSP00000347324
ENSCAFP00000008858	ENSP00000248306
ENSCAFP00000024626	ENSP00000357199
ENSCAFP00000014493	ENSP00000368468
ENSCAFP00000006860	ENSP00000434724
ENSCAFP00000037977	ENSP00000455068
ENSCAFP00000019317	ENSP00000315731
ENSCAFP00000013228	ENSP00000395772
ENSCAFP00000013541	ENSP00000397679
ENSCAFP00000042812	ENSP00000425963
ENSCAFP00000007558	ENSP00000347834
ENSCAFP00000018978	ENSP00000363478
ENSCAFP00000042680	ENSP00000307305
ENSCAFP00000042338	ENSP00000354830
ENSCAFP00000012268	ENSP00000296595
ENSCAFP00000021206	ENSP00000162044
ENSCAFP00000019117	ENSP00000215885
