ENSTNIP00000004863	ENSTGUP00000008915
ENSTNIP00000013403	ENSTGUP00000010621
ENSTNIP00000011354	ENSTGUP00000010621
ENSTNIP00000016458	ENSTGUP00000003038
ENSTNIP00000019536	ENSTGUP00000002976
ENSTNIP00000016564	ENSTGUP00000003561
ENSTNIP00000008337	ENSTGUP00000001004
ENSTNIP00000011114	ENSTGUP00000013089
ENSTNIP00000012765	ENSTGUP00000004875
ENSTNIP00000019198	ENSTGUP00000000720
ENSTNIP00000019486	ENSTGUP00000011784
ENSTNIP00000020581	ENSTGUP00000011784
ENSTNIP00000005777	ENSTGUP00000001378
ENSTNIP00000017668	ENSTGUP00000000877
ENSTNIP00000019558	ENSTGUP00000010670
ENSTNIP00000017656	ENSTGUP00000010769
ENSTNIP00000012706	ENSTGUP00000013163
ENSTNIP00000021371	ENSTGUP00000000166
ENSTNIP00000011798	ENSTGUP00000000166
ENSTNIP00000005818	ENSTGUP00000009882
ENSTNIP00000016995	ENSTGUP00000009882
ENSTNIP00000015789	ENSTGUP00000003875
ENSTNIP00000021586	ENSTGUP00000006146
ENSTNIP00000012041	ENSTGUP00000006146
ENSTNIP00000009894	ENSTGUP00000008548
ENSTNIP00000015571	ENSTGUP00000008548
ENSTNIP00000012977	ENSTGUP00000004593
ENSTNIP00000015583	ENSTGUP00000008060
ENSTNIP00000018989	ENSTGUP00000009340
ENSTNIP00000005759	ENSTGUP00000009789
ENSTNIP00000014978	ENSTGUP00000003207
ENSTNIP00000018780	ENSTGUP00000004539
ENSTNIP00000020598	ENSTGUP00000006861
ENSTNIP00000016077	ENSTGUP00000003577
ENSTNIP00000012845	ENSTGUP00000013260
ENSTNIP00000006273	ENSTGUP00000007246
ENSTNIP00000004984	ENSTGUP00000010875
ENSTNIP00000016197	ENSTGUP00000005295
ENSTNIP00000007378	ENSTGUP00000005340
ENSTNIP00000005079	ENSTGUP00000007199
ENSTNIP00000022897	ENSTGUP00000007356
ENSTNIP00000002117	ENSTGUP00000011649
ENSTNIP00000006546	ENSTGUP00000003137
ENSTNIP00000009948	ENSTGUP00000007451
ENSTNIP00000003269	ENSTGUP00000016353
ENSTNIP00000005586	ENSTGUP00000016353
ENSTNIP00000008570	ENSTGUP00000001263
ENSTNIP00000008341	ENSTGUP00000001263
ENSTNIP00000016947	ENSTGUP00000004933
ENSTNIP00000009286	ENSTGUP00000017093
ENSTNIP00000005140	ENSTGUP00000012396
ENSTNIP00000015038	ENSTGUP00000005995
ENSTNIP00000008101	ENSTGUP00000011501
ENSTNIP00000006028	ENSTGUP00000002679
ENSTNIP00000020635	ENSTGUP00000008281
ENSTNIP00000010058	ENSTGUP00000012235
ENSTNIP00000018479	ENSTGUP00000003772
ENSTNIP00000021415	ENSTGUP00000003872
ENSTNIP00000003291	ENSTGUP00000003872
ENSTNIP00000009847	ENSTGUP00000008269
ENSTNIP00000014969	ENSTGUP00000008269
ENSTNIP00000022298	ENSTGUP00000009925
ENSTNIP00000009467	ENSTGUP00000002089
ENSTNIP00000023035	ENSTGUP00000008900
ENSTNIP00000009292	ENSTGUP00000008900
ENSTNIP00000005386	ENSTGUP00000007573
ENSTNIP00000011120	ENSTGUP00000012773
ENSTNIP00000017325	ENSTGUP00000008069
ENSTNIP00000013853	ENSTGUP00000002817
ENSTNIP00000004729	ENSTGUP00000006584
ENSTNIP00000015265	ENSTGUP00000013671
ENSTNIP00000005990	ENSTGUP00000007979
ENSTNIP00000015212	ENSTGUP00000012430
ENSTNIP00000020418	ENSTGUP00000013148
ENSTNIP00000001136	ENSTGUP00000010966
ENSTNIP00000022638	ENSTGUP00000011816
ENSTNIP00000015729	ENSTGUP00000011816
ENSTNIP00000021318	ENSTGUP00000005571
ENSTNIP00000007967	ENSTGUP00000001559
ENSTNIP00000011286	ENSTGUP00000003517
ENSTNIP00000010942	ENSTGUP00000013532
ENSTNIP00000007068	ENSTGUP00000013532
ENSTNIP00000020764	ENSTGUP00000017694
ENSTNIP00000010262	ENSTGUP00000003313
ENSTNIP00000010745	ENSTGUP00000000270
ENSTNIP00000000260	ENSTGUP00000000270
ENSTNIP00000008740	ENSTGUP00000008698
ENSTNIP00000011797	ENSTGUP00000000171
ENSTNIP00000004229	ENSTGUP00000010734
ENSTNIP00000005650	ENSTGUP00000002412
ENSTNIP00000016894	ENSTGUP00000009580
ENSTNIP00000022620	ENSTGUP00000011795
ENSTNIP00000010602	ENSTGUP00000000767
ENSTNIP00000010436	ENSTGUP00000000767
ENSTNIP00000014334	ENSTGUP00000003023
ENSTNIP00000005729	ENSTGUP00000008766
ENSTNIP00000008382	ENSTGUP00000002215
ENSTNIP00000013641	ENSTGUP00000007716
ENSTNIP00000002891	ENSTGUP00000007716
ENSTNIP00000009052	ENSTGUP00000017421
ENSTNIP00000010161	ENSTGUP00000010244
ENSTNIP00000019077	ENSTGUP00000005986
ENSTNIP00000021679	ENSTGUP00000005986
ENSTNIP00000019758	ENSTGUP00000009033
ENSTNIP00000005156	ENSTGUP00000012244
ENSTNIP00000009834	ENSTGUP00000017824
ENSTNIP00000002560	ENSTGUP00000005216
ENSTNIP00000006394	ENSTGUP00000008921
ENSTNIP00000010121	ENSTGUP00000008921
ENSTNIP00000005180	ENSTGUP00000001828
ENSTNIP00000008259	ENSTGUP00000006113
ENSTNIP00000001179	ENSTGUP00000006113
ENSTNIP00000021287	ENSTGUP00000003717
ENSTNIP00000004986	ENSTGUP00000013011
ENSTNIP00000006309	ENSTGUP00000013011
ENSTNIP00000017566	ENSTGUP00000006304
ENSTNIP00000018642	ENSTGUP00000009359
ENSTNIP00000005132	ENSTGUP00000004202
ENSTNIP00000020266	ENSTGUP00000010627
ENSTNIP00000005494	ENSTGUP00000006807
ENSTNIP00000015239	ENSTGUP00000013512
ENSTNIP00000005766	ENSTGUP00000003619
ENSTNIP00000007619	ENSTGUP00000010206
ENSTNIP00000015973	ENSTGUP00000009542
ENSTNIP00000007897	ENSTGUP00000005159
ENSTNIP00000011705	ENSTGUP00000007160
ENSTNIP00000012137	ENSTGUP00000001453
ENSTNIP00000010039	ENSTGUP00000012759
ENSTNIP00000014838	ENSTGUP00000016157
ENSTNIP00000000792	ENSTGUP00000016255
ENSTNIP00000005317	ENSTGUP00000009767
ENSTNIP00000018957	ENSTGUP00000007227
ENSTNIP00000022514	ENSTGUP00000012428
ENSTNIP00000007763	ENSTGUP00000010350
ENSTNIP00000008722	ENSTGUP00000008670
ENSTNIP00000008358	ENSTGUP00000009413
ENSTNIP00000014147	ENSTGUP00000013855
ENSTNIP00000021607	ENSTGUP00000003143
ENSTNIP00000005168	ENSTGUP00000014220
ENSTNIP00000007937	ENSTGUP00000005438
ENSTNIP00000021901	ENSTGUP00000002441
ENSTNIP00000005030	ENSTGUP00000005275
ENSTNIP00000015372	ENSTGUP00000010905
ENSTNIP00000010350	ENSTGUP00000002006
ENSTNIP00000013738	ENSTGUP00000004680
ENSTNIP00000005241	ENSTGUP00000011690
ENSTNIP00000011342	ENSTGUP00000011277
ENSTNIP00000017089	ENSTGUP00000009906
ENSTNIP00000001011	ENSTGUP00000009698
ENSTNIP00000012466	ENSTGUP00000005935
ENSTNIP00000013706	ENSTGUP00000005565
ENSTNIP00000013263	ENSTGUP00000011608
ENSTNIP00000000183	ENSTGUP00000011533
ENSTNIP00000012356	ENSTGUP00000013304
ENSTNIP00000000899	ENSTGUP00000012906
ENSTNIP00000013864	ENSTGUP00000012906
ENSTNIP00000019521	ENSTGUP00000013933
ENSTNIP00000012291	ENSTGUP00000010090
ENSTNIP00000009200	ENSTGUP00000003852
ENSTNIP00000006601	ENSTGUP00000007963
ENSTNIP00000013114	ENSTGUP00000003803
ENSTNIP00000006533	ENSTGUP00000012877
ENSTNIP00000020231	ENSTGUP00000002696
ENSTNIP00000000685	ENSTGUP00000007017
ENSTNIP00000012693	ENSTGUP00000000860
ENSTNIP00000008880	ENSTGUP00000011179
ENSTNIP00000012632	ENSTGUP00000004224
ENSTNIP00000009057	ENSTGUP00000002360
ENSTNIP00000013324	ENSTGUP00000009383
ENSTNIP00000019800	ENSTGUP00000000778
ENSTNIP00000009419	ENSTGUP00000017535
ENSTNIP00000010652	ENSTGUP00000017535
ENSTNIP00000005023	ENSTGUP00000005119
ENSTNIP00000011455	ENSTGUP00000005187
ENSTNIP00000021191	ENSTGUP00000004074
ENSTNIP00000018854	ENSTGUP00000002549
ENSTNIP00000007211	ENSTGUP00000007500
ENSTNIP00000013254	ENSTGUP00000011124
ENSTNIP00000020830	ENSTGUP00000010144
ENSTNIP00000004395	ENSTGUP00000009919
ENSTNIP00000009237	ENSTGUP00000003935
ENSTNIP00000012115	ENSTGUP00000003935
ENSTNIP00000011007	ENSTGUP00000011909
ENSTNIP00000017768	ENSTGUP00000009082
ENSTNIP00000011774	ENSTGUP00000001380
ENSTNIP00000012135	ENSTGUP00000001380
ENSTNIP00000019432	ENSTGUP00000015039
ENSTNIP00000000742	ENSTGUP00000015039
ENSTNIP00000019490	ENSTGUP00000008196
ENSTNIP00000011769	ENSTGUP00000008196
ENSTNIP00000020459	ENSTGUP00000011227
ENSTNIP00000005763	ENSTGUP00000006798
ENSTNIP00000002095	ENSTGUP00000006798
ENSTNIP00000015431	ENSTGUP00000008866
ENSTNIP00000006486	ENSTGUP00000006624
ENSTNIP00000003509	ENSTGUP00000008337
ENSTNIP00000012311	ENSTGUP00000014027
ENSTNIP00000011214	ENSTGUP00000003766
ENSTNIP00000014303	ENSTGUP00000003766
ENSTNIP00000010358	ENSTGUP00000001634
ENSTNIP00000016356	ENSTGUP00000005149
ENSTNIP00000018806	ENSTGUP00000010151
ENSTNIP00000019232	ENSTGUP00000000331
ENSTNIP00000020005	ENSTGUP00000008794
ENSTNIP00000010558	ENSTGUP00000016917
ENSTNIP00000022304	ENSTGUP00000012686
ENSTNIP00000015465	ENSTGUP00000007091
ENSTNIP00000004930	ENSTGUP00000017720
ENSTNIP00000016694	ENSTGUP00000007530
ENSTNIP00000005307	ENSTGUP00000008588
ENSTNIP00000018705	ENSTGUP00000003486
ENSTNIP00000012229	ENSTGUP00000016266
ENSTNIP00000005492	ENSTGUP00000004463
ENSTNIP00000002023	ENSTGUP00000000107
ENSTNIP00000014276	ENSTGUP00000001246
ENSTNIP00000007627	ENSTGUP00000002380
ENSTNIP00000012206	ENSTGUP00000008529
ENSTNIP00000018949	ENSTGUP00000007092
ENSTNIP00000012270	ENSTGUP00000009374
ENSTNIP00000013807	ENSTGUP00000000992
ENSTNIP00000013880	ENSTGUP00000004484
ENSTNIP00000022523	ENSTGUP00000004484
ENSTNIP00000018125	ENSTGUP00000003378
ENSTNIP00000022534	ENSTGUP00000013544
ENSTNIP00000019242	ENSTGUP00000000291
ENSTNIP00000019621	ENSTGUP00000009935
ENSTNIP00000007354	ENSTGUP00000009935
ENSTNIP00000022020	ENSTGUP00000010592
ENSTNIP00000021134	ENSTGUP00000008778
ENSTNIP00000022029	ENSTGUP00000008778
ENSTNIP00000022515	ENSTGUP00000012464
ENSTNIP00000019772	ENSTGUP00000002342
ENSTNIP00000017101	ENSTGUP00000005305
ENSTNIP00000012167	ENSTGUP00000006133
ENSTNIP00000012171	ENSTGUP00000006992
ENSTNIP00000022601	ENSTGUP00000007891
ENSTNIP00000013797	ENSTGUP00000002712
ENSTNIP00000006407	ENSTGUP00000008255
ENSTNIP00000021756	ENSTGUP00000004270
ENSTNIP00000011300	ENSTGUP00000006933
ENSTNIP00000012043	ENSTGUP00000012327
ENSTNIP00000021584	ENSTGUP00000012327
ENSTNIP00000016080	ENSTGUP00000005969
ENSTNIP00000006494	ENSTGUP00000011321
ENSTNIP00000006014	ENSTGUP00000003192
ENSTNIP00000014505	ENSTGUP00000003192
ENSTNIP00000021611	ENSTGUP00000002722
ENSTNIP00000022484	ENSTGUP00000011857
ENSTNIP00000016372	ENSTGUP00000009391
ENSTNIP00000020419	ENSTGUP00000013151
ENSTNIP00000015199	ENSTGUP00000013151
ENSTNIP00000020533	ENSTGUP00000012664
ENSTNIP00000014047	ENSTGUP00000007861
ENSTNIP00000007775	ENSTGUP00000002869
ENSTNIP00000009269	ENSTGUP00000008044
ENSTNIP00000003120	ENSTGUP00000012135
ENSTNIP00000000877	ENSTGUP00000013514
ENSTNIP00000009041	ENSTGUP00000017427
ENSTNIP00000015139	ENSTGUP00000006792
ENSTNIP00000008744	ENSTGUP00000003226
ENSTNIP00000014604	ENSTGUP00000001741
ENSTNIP00000017379	ENSTGUP00000000487
ENSTNIP00000014708	ENSTGUP00000000487
ENSTNIP00000009852	ENSTGUP00000008717
ENSTNIP00000016305	ENSTGUP00000009763
ENSTNIP00000016468	ENSTGUP00000003843
ENSTNIP00000018482	ENSTGUP00000003843
ENSTNIP00000018839	ENSTGUP00000003529
ENSTNIP00000018022	ENSTGUP00000009799
ENSTNIP00000012340	ENSTGUP00000012960
ENSTNIP00000021215	ENSTGUP00000011281
ENSTNIP00000009629	ENSTGUP00000002391
ENSTNIP00000019720	ENSTGUP00000004534
ENSTNIP00000021185	ENSTGUP00000004285
ENSTNIP00000015342	ENSTGUP00000013342
ENSTNIP00000017328	ENSTGUP00000008010
ENSTNIP00000016456	ENSTGUP00000002972
ENSTNIP00000012776	ENSTGUP00000013086
ENSTNIP00000019966	ENSTGUP00000006818
ENSTNIP00000019668	ENSTGUP00000013215
ENSTNIP00000020521	ENSTGUP00000013436
ENSTNIP00000016432	ENSTGUP00000006145
ENSTNIP00000015755	ENSTGUP00000000711
ENSTNIP00000007795	ENSTGUP00000007734
ENSTNIP00000012490	ENSTGUP00000016187
ENSTNIP00000019055	ENSTGUP00000003065
ENSTNIP00000020458	ENSTGUP00000013608
ENSTNIP00000004711	ENSTGUP00000013772
ENSTNIP00000016940	ENSTGUP00000013772
ENSTNIP00000019851	ENSTGUP00000000976
ENSTNIP00000021715	ENSTGUP00000004483
ENSTNIP00000009130	ENSTGUP00000003220
ENSTNIP00000019118	ENSTGUP00000003220
ENSTNIP00000012267	ENSTGUP00000010236
ENSTNIP00000021227	ENSTGUP00000007541
ENSTNIP00000009841	ENSTGUP00000001468
ENSTNIP00000000202	ENSTGUP00000006541
ENSTNIP00000015801	ENSTGUP00000003729
ENSTNIP00000008346	ENSTGUP00000003437
ENSTNIP00000014029	ENSTGUP00000008618
ENSTNIP00000005312	ENSTGUP00000012420
ENSTNIP00000015691	ENSTGUP00000011902
ENSTNIP00000009900	ENSTGUP00000008221
ENSTNIP00000017637	ENSTGUP00000008221
ENSTNIP00000018430	ENSTGUP00000002194
ENSTNIP00000001394	ENSTGUP00000003244
ENSTNIP00000010286	ENSTGUP00000005412
ENSTNIP00000008554	ENSTGUP00000004818
ENSTNIP00000012790	ENSTGUP00000000758
ENSTNIP00000012873	ENSTGUP00000000353
ENSTNIP00000004955	ENSTGUP00000000353
ENSTNIP00000021325	ENSTGUP00000004904
ENSTNIP00000005511	ENSTGUP00000004666
ENSTNIP00000005909	ENSTGUP00000013702
ENSTNIP00000006062	ENSTGUP00000011555
ENSTNIP00000000156	ENSTGUP00000013934
ENSTNIP00000012611	ENSTGUP00000012282
ENSTNIP00000018135	ENSTGUP00000001389
ENSTNIP00000004870	ENSTGUP00000007487
ENSTNIP00000017295	ENSTGUP00000007487
ENSTNIP00000015122	ENSTGUP00000007817
ENSTNIP00000003367	ENSTGUP00000014244
ENSTNIP00000021596	ENSTGUP00000002980
ENSTNIP00000012482	ENSTGUP00000011045
ENSTNIP00000007512	ENSTGUP00000011045
ENSTNIP00000006797	ENSTGUP00000015393
ENSTNIP00000005875	ENSTGUP00000013966
ENSTNIP00000020630	ENSTGUP00000008518
ENSTNIP00000017501	ENSTGUP00000009108
ENSTNIP00000022341	ENSTGUP00000012231
ENSTNIP00000017534	ENSTGUP00000012231
ENSTNIP00000007926	ENSTGUP00000004935
ENSTNIP00000014301	ENSTGUP00000003644
ENSTNIP00000011218	ENSTGUP00000003644
ENSTNIP00000006514	ENSTGUP00000006590
ENSTNIP00000019737	ENSTGUP00000006157
ENSTNIP00000020515	ENSTGUP00000013457
ENSTNIP00000004530	ENSTGUP00000001853
ENSTNIP00000015932	ENSTGUP00000000791
ENSTNIP00000004292	ENSTGUP00000006246
ENSTNIP00000010454	ENSTGUP00000006246
ENSTNIP00000018367	ENSTGUP00000014392
ENSTNIP00000016174	ENSTGUP00000014392
ENSTNIP00000010387	ENSTGUP00000007085
ENSTNIP00000015796	ENSTGUP00000003782
ENSTNIP00000003922	ENSTGUP00000010546
ENSTNIP00000014442	ENSTGUP00000010546
ENSTNIP00000019236	ENSTGUP00000000262
ENSTNIP00000015364	ENSTGUP00000013302
ENSTNIP00000014589	ENSTGUP00000007926
ENSTNIP00000021696	ENSTGUP00000005611
ENSTNIP00000004842	ENSTGUP00000014455
ENSTNIP00000015243	ENSTGUP00000012471
ENSTNIP00000020947	ENSTGUP00000012193
ENSTNIP00000017876	ENSTGUP00000007621
ENSTNIP00000000457	ENSTGUP00000001488
ENSTNIP00000018960	ENSTGUP00000007268
ENSTNIP00000017199	ENSTGUP00000006600
ENSTNIP00000018737	ENSTGUP00000013744
ENSTNIP00000021971	ENSTGUP00000006060
ENSTNIP00000018683	ENSTGUP00000010793
ENSTNIP00000022476	ENSTGUP00000005225
ENSTNIP00000019211	ENSTGUP00000005225
ENSTNIP00000012258	ENSTGUP00000006770
ENSTNIP00000012968	ENSTGUP00000000801
ENSTNIP00000014917	ENSTGUP00000007557
ENSTNIP00000000948	ENSTGUP00000016190
ENSTNIP00000016062	ENSTGUP00000007582
ENSTNIP00000014088	ENSTGUP00000004797
ENSTNIP00000013727	ENSTGUP00000017436
ENSTNIP00000007282	ENSTGUP00000002771
ENSTNIP00000017755	ENSTGUP00000003820
ENSTNIP00000019162	ENSTGUP00000010088
ENSTNIP00000007899	ENSTGUP00000003167
ENSTNIP00000021064	ENSTGUP00000003167
ENSTNIP00000006501	ENSTGUP00000012232
ENSTNIP00000016757	ENSTGUP00000011014
ENSTNIP00000019210	ENSTGUP00000005272
ENSTNIP00000019721	ENSTGUP00000004554
ENSTNIP00000000786	ENSTGUP00000004262
ENSTNIP00000007036	ENSTGUP00000009083
ENSTNIP00000012528	ENSTGUP00000001070
ENSTNIP00000010316	ENSTGUP00000004475
ENSTNIP00000019505	ENSTGUP00000012799
ENSTNIP00000020435	ENSTGUP00000012799
ENSTNIP00000018648	ENSTGUP00000000452
ENSTNIP00000012400	ENSTGUP00000007367
ENSTNIP00000014014	ENSTGUP00000014245
ENSTNIP00000007830	ENSTGUP00000012676
ENSTNIP00000014507	ENSTGUP00000003592
ENSTNIP00000017891	ENSTGUP00000009246
ENSTNIP00000013632	ENSTGUP00000013369
ENSTNIP00000019048	ENSTGUP00000001836
ENSTNIP00000010331	ENSTGUP00000017770
ENSTNIP00000019387	ENSTGUP00000000022
ENSTNIP00000010863	ENSTGUP00000013729
ENSTNIP00000012686	ENSTGUP00000003420
ENSTNIP00000014285	ENSTGUP00000018056
ENSTNIP00000007981	ENSTGUP00000009309
ENSTNIP00000010442	ENSTGUP00000000731
ENSTNIP00000014305	ENSTGUP00000014597
ENSTNIP00000022723	ENSTGUP00000007958
ENSTNIP00000011608	ENSTGUP00000010689
ENSTNIP00000009679	ENSTGUP00000012628
ENSTNIP00000022299	ENSTGUP00000012805
ENSTNIP00000015202	ENSTGUP00000013328
ENSTNIP00000010308	ENSTGUP00000004567
ENSTNIP00000019698	ENSTGUP00000007496
ENSTNIP00000013059	ENSTGUP00000000365
ENSTNIP00000001640	ENSTGUP00000000278
ENSTNIP00000005458	ENSTGUP00000003565
ENSTNIP00000011844	ENSTGUP00000000431
ENSTNIP00000021119	ENSTGUP00000010003
ENSTNIP00000021541	ENSTGUP00000012229
ENSTNIP00000014506	ENSTGUP00000005640
ENSTNIP00000019398	ENSTGUP00000002944
ENSTNIP00000000662	ENSTGUP00000012616
ENSTNIP00000018833	ENSTGUP00000002388
ENSTNIP00000019015	ENSTGUP00000017587
ENSTNIP00000010068	ENSTGUP00000005930
ENSTNIP00000012170	ENSTGUP00000006164
ENSTNIP00000015201	ENSTGUP00000008181
ENSTNIP00000014889	ENSTGUP00000004085
ENSTNIP00000013596	ENSTGUP00000001770
ENSTNIP00000007330	ENSTGUP00000001770
ENSTNIP00000014884	ENSTGUP00000004014
ENSTNIP00000012357	ENSTGUP00000013791
ENSTNIP00000020614	ENSTGUP00000001477
ENSTNIP00000016329	ENSTGUP00000011895
ENSTNIP00000018571	ENSTGUP00000017654
ENSTNIP00000005235	ENSTGUP00000004725
ENSTNIP00000008233	ENSTGUP00000003867
ENSTNIP00000014376	ENSTGUP00000004784
ENSTNIP00000008827	ENSTGUP00000000488
ENSTNIP00000021908	ENSTGUP00000006513
ENSTNIP00000002688	ENSTGUP00000013696
ENSTNIP00000016157	ENSTGUP00000017424
ENSTNIP00000005654	ENSTGUP00000002395
ENSTNIP00000018825	ENSTGUP00000015733
ENSTNIP00000021826	ENSTGUP00000010511
ENSTNIP00000014510	ENSTGUP00000012737
ENSTNIP00000013473	ENSTGUP00000003833
ENSTNIP00000005686	ENSTGUP00000003833
ENSTNIP00000004315	ENSTGUP00000000548
ENSTNIP00000016013	ENSTGUP00000005603
ENSTNIP00000007924	ENSTGUP00000013067
ENSTNIP00000018618	ENSTGUP00000011004
ENSTNIP00000021145	ENSTGUP00000009386
ENSTNIP00000014824	ENSTGUP00000018038
ENSTNIP00000012669	ENSTGUP00000018038
ENSTNIP00000020300	ENSTGUP00000011184
ENSTNIP00000020855	ENSTGUP00000000896
ENSTNIP00000009056	ENSTGUP00000002357
ENSTNIP00000009275	ENSTGUP00000002357
ENSTNIP00000012734	ENSTGUP00000009085
ENSTNIP00000005263	ENSTGUP00000011001
ENSTNIP00000018608	ENSTGUP00000007213
ENSTNIP00000010665	ENSTGUP00000008503
ENSTNIP00000009828	ENSTGUP00000007913
ENSTNIP00000005349	ENSTGUP00000008474
ENSTNIP00000019176	ENSTGUP00000006094
ENSTNIP00000007093	ENSTGUP00000007200
ENSTNIP00000021376	ENSTGUP00000000135
ENSTNIP00000022158	ENSTGUP00000005795
ENSTNIP00000017715	ENSTGUP00000003733
ENSTNIP00000006484	ENSTGUP00000007182
ENSTNIP00000020090	ENSTGUP00000017613
ENSTNIP00000018547	ENSTGUP00000000104
ENSTNIP00000002613	ENSTGUP00000012062
ENSTNIP00000002180	ENSTGUP00000006580
ENSTNIP00000006633	ENSTGUP00000009327
ENSTNIP00000012871	ENSTGUP00000000333
ENSTNIP00000019318	ENSTGUP00000008613
ENSTNIP00000010391	ENSTGUP00000012946
ENSTNIP00000004365	ENSTGUP00000007025
ENSTNIP00000010028	ENSTGUP00000006789
ENSTNIP00000013962	ENSTGUP00000008080
ENSTNIP00000019589	ENSTGUP00000012560
ENSTNIP00000011603	ENSTGUP00000006269
ENSTNIP00000013336	ENSTGUP00000007801
ENSTNIP00000017095	ENSTGUP00000007801
ENSTNIP00000021160	ENSTGUP00000018158
ENSTNIP00000017606	ENSTGUP00000017740
ENSTNIP00000011786	ENSTGUP00000001273
ENSTNIP00000012329	ENSTGUP00000012923
ENSTNIP00000020033	ENSTGUP00000001154
ENSTNIP00000003611	ENSTGUP00000004592
ENSTNIP00000011485	ENSTGUP00000004592
ENSTNIP00000005532	ENSTGUP00000005667
ENSTNIP00000020861	ENSTGUP00000002981
ENSTNIP00000000177	ENSTGUP00000004399
ENSTNIP00000013770	ENSTGUP00000009717
ENSTNIP00000008635	ENSTGUP00000003058
ENSTNIP00000009098	ENSTGUP00000007882
ENSTNIP00000018811	ENSTGUP00000008727
ENSTNIP00000021378	ENSTGUP00000000125
ENSTNIP00000015405	ENSTGUP00000005483
ENSTNIP00000014466	ENSTGUP00000008556
ENSTNIP00000020678	ENSTGUP00000001514
ENSTNIP00000013139	ENSTGUP00000007871
ENSTNIP00000004848	ENSTGUP00000002647
ENSTNIP00000004019	ENSTGUP00000010402
ENSTNIP00000017580	ENSTGUP00000010558
ENSTNIP00000019209	ENSTGUP00000005296
ENSTNIP00000012053	ENSTGUP00000012217
ENSTNIP00000014535	ENSTGUP00000014718
ENSTNIP00000020859	ENSTGUP00000015077
ENSTNIP00000008921	ENSTGUP00000017685
ENSTNIP00000020589	ENSTGUP00000012089
ENSTNIP00000020153	ENSTGUP00000010922
ENSTNIP00000021212	ENSTGUP00000015712
ENSTNIP00000021213	ENSTGUP00000015712
ENSTNIP00000020299	ENSTGUP00000011174
ENSTNIP00000013543	ENSTGUP00000000177
ENSTNIP00000011296	ENSTGUP00000003806
ENSTNIP00000014886	ENSTGUP00000005952
ENSTNIP00000021138	ENSTGUP00000009590
ENSTNIP00000006823	ENSTGUP00000015027
ENSTNIP00000005829	ENSTGUP00000006378
ENSTNIP00000014122	ENSTGUP00000008376
ENSTNIP00000000181	ENSTGUP00000008376
ENSTNIP00000006349	ENSTGUP00000012716
ENSTNIP00000014467	ENSTGUP00000008522
ENSTNIP00000005403	ENSTGUP00000003671
ENSTNIP00000016043	ENSTGUP00000002080
ENSTNIP00000006479	ENSTGUP00000006035
ENSTNIP00000020390	ENSTGUP00000013190
ENSTNIP00000009205	ENSTGUP00000006369
ENSTNIP00000011372	ENSTGUP00000006369
ENSTNIP00000014062	ENSTGUP00000010016
ENSTNIP00000009240	ENSTGUP00000003962
ENSTNIP00000007832	ENSTGUP00000012305
ENSTNIP00000013069	ENSTGUP00000017662
ENSTNIP00000022072	ENSTGUP00000005793
ENSTNIP00000007669	ENSTGUP00000004553
ENSTNIP00000022436	ENSTGUP00000008350
ENSTNIP00000004493	ENSTGUP00000005333
ENSTNIP00000007223	ENSTGUP00000016352
ENSTNIP00000015700	ENSTGUP00000013802
ENSTNIP00000012787	ENSTGUP00000000703
ENSTNIP00000011420	ENSTGUP00000005673
ENSTNIP00000014699	ENSTGUP00000000001
ENSTNIP00000007285	ENSTGUP00000009933
ENSTNIP00000009496	ENSTGUP00000000634
ENSTNIP00000015890	ENSTGUP00000006413
ENSTNIP00000012322	ENSTGUP00000009602
ENSTNIP00000007194	ENSTGUP00000008932
ENSTNIP00000003861	ENSTGUP00000006260
ENSTNIP00000011487	ENSTGUP00000006964
ENSTNIP00000022588	ENSTGUP00000012724
ENSTNIP00000009415	ENSTGUP00000004183
ENSTNIP00000007801	ENSTGUP00000009928
ENSTNIP00000017188	ENSTGUP00000006644
ENSTNIP00000011853	ENSTGUP00000001683
ENSTNIP00000022530	ENSTGUP00000013531
ENSTNIP00000004480	ENSTGUP00000006211
ENSTNIP00000012599	ENSTGUP00000013623
ENSTNIP00000002294	ENSTGUP00000005039
ENSTNIP00000019814	ENSTGUP00000003905
ENSTNIP00000022668	ENSTGUP00000003905
ENSTNIP00000013774	ENSTGUP00000010028
ENSTNIP00000015365	ENSTGUP00000012692
ENSTNIP00000020564	ENSTGUP00000012626
ENSTNIP00000012623	ENSTGUP00000003104
ENSTNIP00000011057	ENSTGUP00000014443
ENSTNIP00000011381	ENSTGUP00000004133
ENSTNIP00000013444	ENSTGUP00000003148
ENSTNIP00000020265	ENSTGUP00000011377
ENSTNIP00000021812	ENSTGUP00000011377
ENSTNIP00000015957	ENSTGUP00000004046
ENSTNIP00000006457	ENSTGUP00000007720
ENSTNIP00000016811	ENSTGUP00000005105
ENSTNIP00000007708	ENSTGUP00000005919
ENSTNIP00000010137	ENSTGUP00000005174
ENSTNIP00000010256	ENSTGUP00000011528
ENSTNIP00000016294	ENSTGUP00000012409
ENSTNIP00000010012	ENSTGUP00000004555
ENSTNIP00000008235	ENSTGUP00000017577
ENSTNIP00000016747	ENSTGUP00000008761
ENSTNIP00000008713	ENSTGUP00000011927
ENSTNIP00000015878	ENSTGUP00000006310
ENSTNIP00000020542	ENSTGUP00000012573
ENSTNIP00000011606	ENSTGUP00000011099
