ENSORLP00000017023	ENSGALP00000006197
ENSORLP00000020754	ENSGALP00000010650
ENSORLP00000017236	ENSGALP00000007498
ENSORLP00000006905	ENSGALP00000038432
ENSORLP00000000343	ENSGALP00000043020
ENSORLP00000013814	ENSGALP00000043153
ENSORLP00000014024	ENSGALP00000013443
ENSORLP00000014042	ENSGALP00000031994
ENSORLP00000024969	ENSGALP00000022392
ENSORLP00000016411	ENSGALP00000017444
ENSORLP00000002413	ENSGALP00000019678
ENSORLP00000010255	ENSGALP00000013593
ENSORLP00000008538	ENSGALP00000025328
ENSORLP00000000352	ENSGALP00000043371
ENSORLP00000019815	ENSGALP00000042002
ENSORLP00000000673	ENSGALP00000003014
ENSORLP00000004493	ENSGALP00000003914
ENSORLP00000010882	ENSGALP00000003914
ENSORLP00000012070	ENSGALP00000006366
ENSORLP00000009976	ENSGALP00000012503
ENSORLP00000003876	ENSGALP00000001456
ENSORLP00000020126	ENSGALP00000014944
ENSORLP00000004175	ENSGALP00000016098
ENSORLP00000023475	ENSGALP00000016098
ENSORLP00000010582	ENSGALP00000042526
ENSORLP00000006867	ENSGALP00000021030
ENSORLP00000016525	ENSGALP00000039539
ENSORLP00000013154	ENSGALP00000018146
ENSORLP00000008268	ENSGALP00000015506
ENSORLP00000011565	ENSGALP00000009207
ENSORLP00000008592	ENSGALP00000009207
ENSORLP00000007799	ENSGALP00000042292
ENSORLP00000019004	ENSGALP00000024202
ENSORLP00000016818	ENSGALP00000005425
ENSORLP00000007232	ENSGALP00000009956
ENSORLP00000017739	ENSGALP00000007884
ENSORLP00000013021	ENSGALP00000008592
ENSORLP00000012441	ENSGALP00000009829
ENSORLP00000020910	ENSGALP00000012455
ENSORLP00000016386	ENSGALP00000012455
ENSORLP00000004125	ENSGALP00000014651
ENSORLP00000020592	ENSGALP00000023475
ENSORLP00000015408	ENSGALP00000024389
ENSORLP00000017086	ENSGALP00000024389
ENSORLP00000007642	ENSGALP00000010777
ENSORLP00000011437	ENSGALP00000013991
ENSORLP00000015096	ENSGALP00000041043
ENSORLP00000000077	ENSGALP00000018936
ENSORLP00000007357	ENSGALP00000019402
ENSORLP00000010332	ENSGALP00000042166
ENSORLP00000015793	ENSGALP00000042166
ENSORLP00000000319	ENSGALP00000022807
ENSORLP00000007830	ENSGALP00000040953
ENSORLP00000015175	ENSGALP00000000309
ENSORLP00000015347	ENSGALP00000000309
ENSORLP00000007433	ENSGALP00000017040
ENSORLP00000006101	ENSGALP00000025633
ENSORLP00000021480	ENSGALP00000003577
ENSORLP00000005262	ENSGALP00000042741
ENSORLP00000010677	ENSGALP00000011699
ENSORLP00000007236	ENSGALP00000003960
ENSORLP00000016251	ENSGALP00000020568
ENSORLP00000017415	ENSGALP00000020568
ENSORLP00000010512	ENSGALP00000038609
ENSORLP00000024936	ENSGALP00000041684
ENSORLP00000009890	ENSGALP00000041684
ENSORLP00000009579	ENSGALP00000042500
ENSORLP00000023715	ENSGALP00000022844
ENSORLP00000002937	ENSGALP00000019783
ENSORLP00000001111	ENSGALP00000016774
ENSORLP00000008168	ENSGALP00000016774
ENSORLP00000003642	ENSGALP00000032433
ENSORLP00000021806	ENSGALP00000002822
ENSORLP00000009508	ENSGALP00000043234
ENSORLP00000006384	ENSGALP00000043234
ENSORLP00000021536	ENSGALP00000006041
ENSORLP00000017085	ENSGALP00000006041
ENSORLP00000014424	ENSGALP00000026524
ENSORLP00000024101	ENSGALP00000010653
ENSORLP00000019353	ENSGALP00000042683
ENSORLP00000025785	ENSGALP00000016509
ENSORLP00000020886	ENSGALP00000016615
ENSORLP00000003803	ENSGALP00000042035
ENSORLP00000024880	ENSGALP00000023016
ENSORLP00000009819	ENSGALP00000023016
ENSORLP00000014224	ENSGALP00000027304
ENSORLP00000020026	ENSGALP00000027893
ENSORLP00000024042	ENSGALP00000039164
ENSORLP00000019333	ENSGALP00000003885
ENSORLP00000020327	ENSGALP00000003885
ENSORLP00000006228	ENSGALP00000026298
ENSORLP00000000819	ENSGALP00000026298
ENSORLP00000011199	ENSGALP00000040818
ENSORLP00000007453	ENSGALP00000010636
ENSORLP00000017104	ENSGALP00000007220
ENSORLP00000015086	ENSGALP00000007220
ENSORLP00000019038	ENSGALP00000000716
ENSORLP00000003933	ENSGALP00000022437
ENSORLP00000015587	ENSGALP00000022437
ENSORLP00000009075	ENSGALP00000005187
ENSORLP00000010569	ENSGALP00000006826
ENSORLP00000012135	ENSGALP00000001352
ENSORLP00000000561	ENSGALP00000001352
ENSORLP00000025388	ENSGALP00000018557
ENSORLP00000014306	ENSGALP00000006604
ENSORLP00000015258	ENSGALP00000035402
ENSORLP00000015318	ENSGALP00000035402
ENSORLP00000006853	ENSGALP00000023673
ENSORLP00000002921	ENSGALP00000000549
ENSORLP00000014656	ENSGALP00000014367
ENSORLP00000013095	ENSGALP00000027365
ENSORLP00000012127	ENSGALP00000015801
ENSORLP00000007060	ENSGALP00000015801
ENSORLP00000001239	ENSGALP00000022963
ENSORLP00000001350	ENSGALP00000009219
ENSORLP00000008946	ENSGALP00000009219
ENSORLP00000008348	ENSGALP00000004108
ENSORLP00000016486	ENSGALP00000025808
ENSORLP00000005898	ENSGALP00000019532
ENSORLP00000005154	ENSGALP00000028374
ENSORLP00000017636	ENSGALP00000020141
ENSORLP00000006113	ENSGALP00000042738
ENSORLP00000002792	ENSGALP00000042738
ENSORLP00000021519	ENSGALP00000006158
ENSORLP00000007351	ENSGALP00000006158
ENSORLP00000012642	ENSGALP00000026564
ENSORLP00000002222	ENSGALP00000032354
ENSORLP00000012375	ENSGALP00000032354
ENSORLP00000003632	ENSGALP00000014374
ENSORLP00000003135	ENSGALP00000014374
ENSORLP00000006645	ENSGALP00000013910
ENSORLP00000000928	ENSGALP00000003004
ENSORLP00000009697	ENSGALP00000003920
ENSORLP00000000559	ENSGALP00000035959
ENSORLP00000008163	ENSGALP00000026183
ENSORLP00000014381	ENSGALP00000025411
ENSORLP00000002277	ENSGALP00000031600
ENSORLP00000011949	ENSGALP00000022289
ENSORLP00000016514	ENSGALP00000022289
ENSORLP00000022220	ENSGALP00000008118
ENSORLP00000008728	ENSGALP00000023121
ENSORLP00000025765	ENSGALP00000020562
ENSORLP00000021533	ENSGALP00000015735
ENSORLP00000006276	ENSGALP00000019653
ENSORLP00000005169	ENSGALP00000020457
ENSORLP00000000821	ENSGALP00000038356
ENSORLP00000015610	ENSGALP00000038356
ENSORLP00000011194	ENSGALP00000025667
ENSORLP00000019284	ENSGALP00000029073
ENSORLP00000021801	ENSGALP00000025131
ENSORLP00000010969	ENSGALP00000025131
ENSORLP00000021473	ENSGALP00000016144
ENSORLP00000019926	ENSGALP00000000906
ENSORLP00000006329	ENSGALP00000036541
ENSORLP00000000052	ENSGALP00000014900
ENSORLP00000017308	ENSGALP00000002312
ENSORLP00000023681	ENSGALP00000002312
ENSORLP00000002906	ENSGALP00000025846
ENSORLP00000016319	ENSGALP00000019576
ENSORLP00000001961	ENSGALP00000012736
ENSORLP00000019189	ENSGALP00000009946
ENSORLP00000020842	ENSGALP00000009946
ENSORLP00000000134	ENSGALP00000013649
ENSORLP00000001955	ENSGALP00000013649
ENSORLP00000015150	ENSGALP00000014693
ENSORLP00000001541	ENSGALP00000022566
ENSORLP00000002420	ENSGALP00000006394
ENSORLP00000011156	ENSGALP00000006394
ENSORLP00000024298	ENSGALP00000011491
ENSORLP00000025612	ENSGALP00000025531
ENSORLP00000010184	ENSGALP00000005783
ENSORLP00000003209	ENSGALP00000005783
ENSORLP00000023087	ENSGALP00000013413
ENSORLP00000024772	ENSGALP00000011585
ENSORLP00000001480	ENSGALP00000017886
ENSORLP00000012737	ENSGALP00000016899
ENSORLP00000020121	ENSGALP00000020850
ENSORLP00000012167	ENSGALP00000019590
ENSORLP00000015366	ENSGALP00000019590
ENSORLP00000000973	ENSGALP00000010488
ENSORLP00000016991	ENSGALP00000010488
ENSORLP00000015754	ENSGALP00000001751
ENSORLP00000009169	ENSGALP00000001751
ENSORLP00000012181	ENSGALP00000006218
ENSORLP00000015779	ENSGALP00000020731
ENSORLP00000000787	ENSGALP00000022336
ENSORLP00000019275	ENSGALP00000015991
ENSORLP00000004778	ENSGALP00000006690
ENSORLP00000021717	ENSGALP00000006690
ENSORLP00000005059	ENSGALP00000027982
ENSORLP00000006163	ENSGALP00000023141
ENSORLP00000001855	ENSGALP00000039598
ENSORLP00000011718	ENSGALP00000030590
ENSORLP00000018886	ENSGALP00000009982
ENSORLP00000002427	ENSGALP00000038884
ENSORLP00000014301	ENSGALP00000038884
ENSORLP00000003875	ENSGALP00000013788
ENSORLP00000018848	ENSGALP00000018295
ENSORLP00000013523	ENSGALP00000018295
ENSORLP00000004905	ENSGALP00000020585
ENSORLP00000013264	ENSGALP00000037894
ENSORLP00000019921	ENSGALP00000008346
ENSORLP00000011555	ENSGALP00000008346
ENSORLP00000012290	ENSGALP00000011549
ENSORLP00000011732	ENSGALP00000042363
ENSORLP00000011087	ENSGALP00000022328
ENSORLP00000016546	ENSGALP00000006529
ENSORLP00000005467	ENSGALP00000020744
ENSORLP00000010499	ENSGALP00000012445
ENSORLP00000011983	ENSGALP00000038731
ENSORLP00000008683	ENSGALP00000043401
ENSORLP00000012140	ENSGALP00000006259
ENSORLP00000001409	ENSGALP00000009552
ENSORLP00000024393	ENSGALP00000013410
ENSORLP00000025052	ENSGALP00000016414
ENSORLP00000010531	ENSGALP00000016414
ENSORLP00000010678	ENSGALP00000038278
ENSORLP00000003410	ENSGALP00000007834
ENSORLP00000006803	ENSGALP00000000509
ENSORLP00000015489	ENSGALP00000012348
ENSORLP00000010541	ENSGALP00000012348
ENSORLP00000000353	ENSGALP00000003137
ENSORLP00000008942	ENSGALP00000003137
ENSORLP00000019455	ENSGALP00000018823
ENSORLP00000010248	ENSGALP00000013442
ENSORLP00000021588	ENSGALP00000025075
ENSORLP00000000830	ENSGALP00000025075
ENSORLP00000013800	ENSGALP00000012646
ENSORLP00000022255	ENSGALP00000016333
ENSORLP00000000250	ENSGALP00000012748
ENSORLP00000012409	ENSGALP00000009699
ENSORLP00000011562	ENSGALP00000015596
ENSORLP00000021607	ENSGALP00000015596
ENSORLP00000024175	ENSGALP00000041366
ENSORLP00000001822	ENSGALP00000029968
ENSORLP00000017814	ENSGALP00000012069
ENSORLP00000006651	ENSGALP00000000170
ENSORLP00000007097	ENSGALP00000014375
ENSORLP00000006786	ENSGALP00000038292
ENSORLP00000016141	ENSGALP00000038292
ENSORLP00000019726	ENSGALP00000042251
ENSORLP00000016149	ENSGALP00000040862
ENSORLP00000018011	ENSGALP00000000528
ENSORLP00000011701	ENSGALP00000042469
ENSORLP00000009913	ENSGALP00000030243
ENSORLP00000010034	ENSGALP00000012380
ENSORLP00000005660	ENSGALP00000024137
ENSORLP00000016670	ENSGALP00000024827
ENSORLP00000014211	ENSGALP00000037772
ENSORLP00000001516	ENSGALP00000041243
ENSORLP00000000036	ENSGALP00000026998
ENSORLP00000015505	ENSGALP00000026998
ENSORLP00000018914	ENSGALP00000003693
ENSORLP00000004339	ENSGALP00000005417
ENSORLP00000022148	ENSGALP00000027247
ENSORLP00000017247	ENSGALP00000040466
ENSORLP00000012521	ENSGALP00000015318
ENSORLP00000006128	ENSGALP00000004959
ENSORLP00000009655	ENSGALP00000011182
ENSORLP00000012568	ENSGALP00000008491
ENSORLP00000023883	ENSGALP00000022235
ENSORLP00000006240	ENSGALP00000015502
ENSORLP00000006117	ENSGALP00000017386
ENSORLP00000017141	ENSGALP00000011342
ENSORLP00000016213	ENSGALP00000024803
ENSORLP00000007072	ENSGALP00000025005
ENSORLP00000023247	ENSGALP00000013696
ENSORLP00000002883	ENSGALP00000001981
ENSORLP00000007696	ENSGALP00000012561
ENSORLP00000005952	ENSGALP00000017440
ENSORLP00000016477	ENSGALP00000017440
ENSORLP00000012805	ENSGALP00000006624
ENSORLP00000023946	ENSGALP00000026015
ENSORLP00000010542	ENSGALP00000014415
ENSORLP00000012415	ENSGALP00000015493
ENSORLP00000002371	ENSGALP00000043388
ENSORLP00000023440	ENSGALP00000018640
ENSORLP00000011411	ENSGALP00000039995
ENSORLP00000015797	ENSGALP00000026539
ENSORLP00000014384	ENSGALP00000000832
ENSORLP00000021134	ENSGALP00000001940
ENSORLP00000018505	ENSGALP00000001940
ENSORLP00000009588	ENSGALP00000005762
ENSORLP00000011442	ENSGALP00000032234
ENSORLP00000021673	ENSGALP00000022157
ENSORLP00000002530	ENSGALP00000003331
ENSORLP00000014055	ENSGALP00000027322
ENSORLP00000006836	ENSGALP00000027322
ENSORLP00000014712	ENSGALP00000004614
ENSORLP00000019305	ENSGALP00000041816
ENSORLP00000007110	ENSGALP00000027417
ENSORLP00000022469	ENSGALP00000029838
ENSORLP00000020641	ENSGALP00000041108
ENSORLP00000011359	ENSGALP00000016785
ENSORLP00000004465	ENSGALP00000035686
ENSORLP00000025383	ENSGALP00000010201
ENSORLP00000001788	ENSGALP00000004568
ENSORLP00000010395	ENSGALP00000023833
ENSORLP00000019346	ENSGALP00000037437
ENSORLP00000013909	ENSGALP00000037704
ENSORLP00000009242	ENSGALP00000037704
ENSORLP00000009089	ENSGALP00000009023
ENSORLP00000016982	ENSGALP00000022696
ENSORLP00000014294	ENSGALP00000022696
ENSORLP00000000067	ENSGALP00000011120
ENSORLP00000013082	ENSGALP00000027679
ENSORLP00000019971	ENSGALP00000002583
ENSORLP00000020166	ENSGALP00000018883
ENSORLP00000019684	ENSGALP00000018883
ENSORLP00000008240	ENSGALP00000017202
ENSORLP00000008496	ENSGALP00000007055
ENSORLP00000011429	ENSGALP00000007055
ENSORLP00000021365	ENSGALP00000008018
ENSORLP00000003738	ENSGALP00000013932
ENSORLP00000011789	ENSGALP00000016566
ENSORLP00000020393	ENSGALP00000016566
ENSORLP00000019400	ENSGALP00000042618
ENSORLP00000015729	ENSGALP00000026537
ENSORLP00000003623	ENSGALP00000041648
ENSORLP00000016528	ENSGALP00000041648
ENSORLP00000021060	ENSGALP00000017221
ENSORLP00000005711	ENSGALP00000017221
ENSORLP00000023232	ENSGALP00000016953
ENSORLP00000012669	ENSGALP00000005362
ENSORLP00000004309	ENSGALP00000005362
ENSORLP00000009573	ENSGALP00000003923
ENSORLP00000009837	ENSGALP00000037931
ENSORLP00000017794	ENSGALP00000008220
ENSORLP00000011952	ENSGALP00000014129
ENSORLP00000012676	ENSGALP00000014129
ENSORLP00000021628	ENSGALP00000005129
ENSORLP00000013144	ENSGALP00000027682
ENSORLP00000020648	ENSGALP00000010742
ENSORLP00000008851	ENSGALP00000009322
ENSORLP00000015092	ENSGALP00000007052
ENSORLP00000007694	ENSGALP00000012615
ENSORLP00000006724	ENSGALP00000037478
ENSORLP00000012589	ENSGALP00000026558
ENSORLP00000021750	ENSGALP00000005972
ENSORLP00000004680	ENSGALP00000024186
ENSORLP00000022379	ENSGALP00000024186
ENSORLP00000023893	ENSGALP00000013268
ENSORLP00000025318	ENSGALP00000011700
ENSORLP00000010152	ENSGALP00000020415
ENSORLP00000010205	ENSGALP00000006621
ENSORLP00000006339	ENSGALP00000002707
ENSORLP00000004664	ENSGALP00000002707
ENSORLP00000017403	ENSGALP00000041034
ENSORLP00000019778	ENSGALP00000040443
ENSORLP00000024445	ENSGALP00000001997
ENSORLP00000020660	ENSGALP00000042034
ENSORLP00000016218	ENSGALP00000012210
ENSORLP00000023579	ENSGALP00000036474
ENSORLP00000006666	ENSGALP00000021359
ENSORLP00000021179	ENSGALP00000017999
ENSORLP00000012142	ENSGALP00000037663
ENSORLP00000016285	ENSGALP00000006919
ENSORLP00000012691	ENSGALP00000013307
ENSORLP00000022572	ENSGALP00000042685
ENSORLP00000006959	ENSGALP00000029342
ENSORLP00000002206	ENSGALP00000004348
ENSORLP00000020952	ENSGALP00000019816
ENSORLP00000002979	ENSGALP00000019816
ENSORLP00000000476	ENSGALP00000001850
ENSORLP00000013389	ENSGALP00000025015
ENSORLP00000005639	ENSGALP00000008736
ENSORLP00000012909	ENSGALP00000005392
ENSORLP00000009665	ENSGALP00000016394
ENSORLP00000003879	ENSGALP00000016394
ENSORLP00000021846	ENSGALP00000017586
ENSORLP00000004928	ENSGALP00000037084
ENSORLP00000017290	ENSGALP00000020328
ENSORLP00000002425	ENSGALP00000011596
ENSORLP00000017275	ENSGALP00000008079
ENSORLP00000011991	ENSGALP00000015741
ENSORLP00000010462	ENSGALP00000023837
ENSORLP00000019470	ENSGALP00000002564
ENSORLP00000009199	ENSGALP00000040201
ENSORLP00000013724	ENSGALP00000000495
ENSORLP00000000399	ENSGALP00000000495
ENSORLP00000005646	ENSGALP00000008696
ENSORLP00000008906	ENSGALP00000009312
ENSORLP00000014213	ENSGALP00000027305
ENSORLP00000009827	ENSGALP00000023022
ENSORLP00000003132	ENSGALP00000041318
ENSORLP00000012551	ENSGALP00000034072
ENSORLP00000009716	ENSGALP00000008073
ENSORLP00000004644	ENSGALP00000030426
ENSORLP00000016943	ENSGALP00000006237
ENSORLP00000014724	ENSGALP00000006237
ENSORLP00000013914	ENSGALP00000010305
ENSORLP00000010268	ENSGALP00000002338
ENSORLP00000024482	ENSGALP00000015045
ENSORLP00000010926	ENSGALP00000026615
ENSORLP00000021842	ENSGALP00000021034
ENSORLP00000001749	ENSGALP00000014959
ENSORLP00000009282	ENSGALP00000036782
ENSORLP00000022421	ENSGALP00000036782
ENSORLP00000023212	ENSGALP00000041152
ENSORLP00000010299	ENSGALP00000041152
ENSORLP00000010322	ENSGALP00000035366
ENSORLP00000015781	ENSGALP00000035366
ENSORLP00000024665	ENSGALP00000014317
ENSORLP00000003966	ENSGALP00000024167
ENSORLP00000005492	ENSGALP00000025508
ENSORLP00000015403	ENSGALP00000042044
ENSORLP00000025709	ENSGALP00000042044
ENSORLP00000010818	ENSGALP00000041646
ENSORLP00000022674	ENSGALP00000014608
ENSORLP00000005909	ENSGALP00000027115
ENSORLP00000010828	ENSGALP00000018410
ENSORLP00000005530	ENSGALP00000039270
ENSORLP00000017537	ENSGALP00000006115
ENSORLP00000006541	ENSGALP00000021290
ENSORLP00000001539	ENSGALP00000042060
ENSORLP00000018965	ENSGALP00000013870
ENSORLP00000019717	ENSGALP00000035804
ENSORLP00000021443	ENSGALP00000017131
ENSORLP00000024312	ENSGALP00000015178
ENSORLP00000014323	ENSGALP00000025439
ENSORLP00000019437	ENSGALP00000018816
ENSORLP00000006275	ENSGALP00000020659
ENSORLP00000014447	ENSGALP00000010883
ENSORLP00000019458	ENSGALP00000018826
ENSORLP00000004547	ENSGALP00000027519
ENSORLP00000021111	ENSGALP00000019396
ENSORLP00000001051	ENSGALP00000007923
ENSORLP00000003584	ENSGALP00000001254
ENSORLP00000011558	ENSGALP00000014278
ENSORLP00000023175	ENSGALP00000042202
ENSORLP00000022535	ENSGALP00000042202
ENSORLP00000014674	ENSGALP00000011668
ENSORLP00000017442	ENSGALP00000002039
ENSORLP00000009491	ENSGALP00000002039
ENSORLP00000022393	ENSGALP00000036165
ENSORLP00000024309	ENSGALP00000004335
ENSORLP00000006310	ENSGALP00000040974
ENSORLP00000023115	ENSGALP00000022567
ENSORLP00000009012	ENSGALP00000031757
ENSORLP00000012796	ENSGALP00000041413
ENSORLP00000011863	ENSGALP00000040835
ENSORLP00000016807	ENSGALP00000003043
ENSORLP00000025875	ENSGALP00000016505
ENSORLP00000003055	ENSGALP00000000670
ENSORLP00000016964	ENSGALP00000006273
ENSORLP00000014006	ENSGALP00000020604
ENSORLP00000023022	ENSGALP00000006648
ENSORLP00000004897	ENSGALP00000022101
ENSORLP00000004015	ENSGALP00000027347
ENSORLP00000022605	ENSGALP00000019323
ENSORLP00000023830	ENSGALP00000016050
ENSORLP00000014444	ENSGALP00000016050
ENSORLP00000010851	ENSGALP00000043300
ENSORLP00000024201	ENSGALP00000010221
ENSORLP00000016136	ENSGALP00000042802
ENSORLP00000004277	ENSGALP00000022250
ENSORLP00000009803	ENSGALP00000000933
ENSORLP00000001145	ENSGALP00000004887
ENSORLP00000006040	ENSGALP00000018335
ENSORLP00000002840	ENSGALP00000006954
ENSORLP00000015337	ENSGALP00000003968
ENSORLP00000025844	ENSGALP00000013042
ENSORLP00000006470	ENSGALP00000022312
ENSORLP00000009711	ENSGALP00000018421
ENSORLP00000021707	ENSGALP00000018421
ENSORLP00000003381	ENSGALP00000023793
ENSORLP00000015985	ENSGALP00000037111
ENSORLP00000010154	ENSGALP00000041373
ENSORLP00000020072	ENSGALP00000039153
ENSORLP00000001078	ENSGALP00000022856
ENSORLP00000017594	ENSGALP00000001315
ENSORLP00000013612	ENSGALP00000042479
ENSORLP00000015690	ENSGALP00000025970
ENSORLP00000000535	ENSGALP00000025766
ENSORLP00000022474	ENSGALP00000016578
ENSORLP00000001011	ENSGALP00000006364
ENSORLP00000007657	ENSGALP00000010114
ENSORLP00000021056	ENSGALP00000015334
ENSORLP00000004073	ENSGALP00000018552
ENSORLP00000006190	ENSGALP00000013334
ENSORLP00000013577	ENSGALP00000042365
ENSORLP00000000490	ENSGALP00000043243
ENSORLP00000020377	ENSGALP00000032826
ENSORLP00000009559	ENSGALP00000042234
ENSORLP00000014373	ENSGALP00000042234
ENSORLP00000020253	ENSGALP00000005501
ENSORLP00000011530	ENSGALP00000005501
ENSORLP00000000832	ENSGALP00000013659
ENSORLP00000002656	ENSGALP00000014829
ENSORLP00000005772	ENSGALP00000027279
ENSORLP00000004431	ENSGALP00000005100
ENSORLP00000021353	ENSGALP00000005100
ENSORLP00000009382	ENSGALP00000004190
ENSORLP00000009929	ENSGALP00000042563
ENSORLP00000015705	ENSGALP00000042563
ENSORLP00000016802	ENSGALP00000042182
ENSORLP00000015205	ENSGALP00000042182
ENSORLP00000008665	ENSGALP00000003384
ENSORLP00000014774	ENSGALP00000008280
ENSORLP00000010165	ENSGALP00000013527
ENSORLP00000017891	ENSGALP00000019276
ENSORLP00000003423	ENSGALP00000019276
ENSORLP00000004327	ENSGALP00000001307
ENSORLP00000025556	ENSGALP00000017299
ENSORLP00000010063	ENSGALP00000017299
ENSORLP00000009276	ENSGALP00000006542
ENSORLP00000012587	ENSGALP00000032339
ENSORLP00000019413	ENSGALP00000018789
ENSORLP00000021211	ENSGALP00000039621
ENSORLP00000017133	ENSGALP00000004363
ENSORLP00000005722	ENSGALP00000041804
ENSORLP00000010507	ENSGALP00000008805
ENSORLP00000013460	ENSGALP00000040448
ENSORLP00000020018	ENSGALP00000026957
ENSORLP00000013085	ENSGALP00000024184
ENSORLP00000017070	ENSGALP00000008450
ENSORLP00000025710	ENSGALP00000001447
ENSORLP00000016509	ENSGALP00000001655
ENSORLP00000019610	ENSGALP00000020794
ENSORLP00000001391	ENSGALP00000041050
ENSORLP00000014633	ENSGALP00000039342
ENSORLP00000013518	ENSGALP00000012907
ENSORLP00000022419	ENSGALP00000012907
ENSORLP00000022413	ENSGALP00000025787
ENSORLP00000022119	ENSGALP00000024140
ENSORLP00000018658	ENSGALP00000008556
ENSORLP00000020923	ENSGALP00000008556
ENSORLP00000024973	ENSGALP00000016481
ENSORLP00000016577	ENSGALP00000014280
ENSORLP00000014994	ENSGALP00000020733
ENSORLP00000000708	ENSGALP00000039553
ENSORLP00000003973	ENSGALP00000009709
ENSORLP00000019360	ENSGALP00000023968
ENSORLP00000004161	ENSGALP00000009632
ENSORLP00000011265	ENSGALP00000042049
ENSORLP00000020470	ENSGALP00000018041
ENSORLP00000005945	ENSGALP00000017800
ENSORLP00000018803	ENSGALP00000023540
ENSORLP00000020625	ENSGALP00000023540
ENSORLP00000007111	ENSGALP00000022404
ENSORLP00000004650	ENSGALP00000022404
ENSORLP00000007171	ENSGALP00000022405
ENSORLP00000021525	ENSGALP00000036383
ENSORLP00000008289	ENSGALP00000021551
ENSORLP00000004376	ENSGALP00000021551
ENSORLP00000011583	ENSGALP00000013385
ENSORLP00000024497	ENSGALP00000020229
ENSORLP00000004423	ENSGALP00000003917
ENSORLP00000013644	ENSGALP00000014139
ENSORLP00000009749	ENSGALP00000041860
ENSORLP00000006533	ENSGALP00000041860
