ENSTNIP00000006282	ENSACAP00000008923
ENSTNIP00000022400	ENSACAP00000016299
ENSTNIP00000015643	ENSACAP00000016299
ENSTNIP00000009018	ENSACAP00000012704
ENSTNIP00000016070	ENSACAP00000016816
ENSTNIP00000012289	ENSACAP00000002725
ENSTNIP00000017672	ENSACAP00000016370
ENSTNIP00000003848	ENSACAP00000004216
ENSTNIP00000016427	ENSACAP00000003891
ENSTNIP00000019713	ENSACAP00000005708
ENSTNIP00000016859	ENSACAP00000012760
ENSTNIP00000010269	ENSACAP00000003577
ENSTNIP00000015261	ENSACAP00000009450
ENSTNIP00000013537	ENSACAP00000009630
ENSTNIP00000009169	ENSACAP00000015712
ENSTNIP00000001868	ENSACAP00000004764
ENSTNIP00000007111	ENSACAP00000013147
ENSTNIP00000014355	ENSACAP00000009255
ENSTNIP00000015848	ENSACAP00000008622
ENSTNIP00000021143	ENSACAP00000008622
ENSTNIP00000014785	ENSACAP00000008812
ENSTNIP00000018986	ENSACAP00000010903
ENSTNIP00000008028	ENSACAP00000007670
ENSTNIP00000020510	ENSACAP00000015567
ENSTNIP00000007459	ENSACAP00000015567
ENSTNIP00000016377	ENSACAP00000000644
ENSTNIP00000017479	ENSACAP00000000644
ENSTNIP00000014038	ENSACAP00000005757
ENSTNIP00000010060	ENSACAP00000011890
ENSTNIP00000015039	ENSACAP00000003881
ENSTNIP00000012576	ENSACAP00000012805
ENSTNIP00000013320	ENSACAP00000006531
ENSTNIP00000018934	ENSACAP00000009560
ENSTNIP00000022600	ENSACAP00000010645
ENSTNIP00000002814	ENSACAP00000010645
ENSTNIP00000018193	ENSACAP00000010727
ENSTNIP00000008038	ENSACAP00000011183
ENSTNIP00000001585	ENSACAP00000003116
ENSTNIP00000008472	ENSACAP00000016906
ENSTNIP00000013433	ENSACAP00000019965
ENSTNIP00000008631	ENSACAP00000006370
ENSTNIP00000018290	ENSACAP00000008389
ENSTNIP00000016635	ENSACAP00000008389
ENSTNIP00000005470	ENSACAP00000005760
ENSTNIP00000006951	ENSACAP00000012441
ENSTNIP00000007908	ENSACAP00000012441
ENSTNIP00000002053	ENSACAP00000007726
ENSTNIP00000011013	ENSACAP00000014288
ENSTNIP00000003355	ENSACAP00000002903
ENSTNIP00000022288	ENSACAP00000004430
ENSTNIP00000014312	ENSACAP00000009699
ENSTNIP00000020819	ENSACAP00000006263
ENSTNIP00000011819	ENSACAP00000015526
ENSTNIP00000007933	ENSACAP00000006002
ENSTNIP00000016323	ENSACAP00000007888
ENSTNIP00000012857	ENSACAP00000003129
ENSTNIP00000013883	ENSACAP00000013941
ENSTNIP00000014509	ENSACAP00000001868
ENSTNIP00000008505	ENSACAP00000006055
ENSTNIP00000018205	ENSACAP00000009003
ENSTNIP00000020754	ENSACAP00000009104
ENSTNIP00000016617	ENSACAP00000009104
ENSTNIP00000000872	ENSACAP00000012207
ENSTNIP00000002254	ENSACAP00000012207
ENSTNIP00000019904	ENSACAP00000000870
ENSTNIP00000010554	ENSACAP00000012822
ENSTNIP00000022243	ENSACAP00000000372
ENSTNIP00000005685	ENSACAP00000006597
ENSTNIP00000007397	ENSACAP00000009888
ENSTNIP00000011467	ENSACAP00000009888
ENSTNIP00000005113	ENSACAP00000019046
ENSTNIP00000003241	ENSACAP00000006188
ENSTNIP00000021598	ENSACAP00000007099
ENSTNIP00000002935	ENSACAP00000007099
ENSTNIP00000020621	ENSACAP00000002424
ENSTNIP00000017040	ENSACAP00000002424
ENSTNIP00000005004	ENSACAP00000006922
ENSTNIP00000020570	ENSACAP00000016191
ENSTNIP00000016032	ENSACAP00000020102
ENSTNIP00000021835	ENSACAP00000020102
ENSTNIP00000012304	ENSACAP00000002294
ENSTNIP00000011199	ENSACAP00000001702
ENSTNIP00000009522	ENSACAP00000006274
ENSTNIP00000013932	ENSACAP00000010804
ENSTNIP00000021386	ENSACAP00000014748
ENSTNIP00000004574	ENSACAP00000012116
ENSTNIP00000010807	ENSACAP00000002373
ENSTNIP00000010106	ENSACAP00000016345
ENSTNIP00000015574	ENSACAP00000016345
ENSTNIP00000011696	ENSACAP00000014760
ENSTNIP00000022506	ENSACAP00000007232
ENSTNIP00000011971	ENSACAP00000010698
ENSTNIP00000018928	ENSACAP00000010698
ENSTNIP00000008314	ENSACAP00000006010
ENSTNIP00000012195	ENSACAP00000014292
ENSTNIP00000009119	ENSACAP00000019511
ENSTNIP00000022266	ENSACAP00000020330
ENSTNIP00000015933	ENSACAP00000009675
ENSTNIP00000020978	ENSACAP00000008949
ENSTNIP00000012405	ENSACAP00000015711
ENSTNIP00000006391	ENSACAP00000003801
ENSTNIP00000022621	ENSACAP00000014115
ENSTNIP00000016336	ENSACAP00000014115
ENSTNIP00000018137	ENSACAP00000009344
ENSTNIP00000016732	ENSACAP00000014703
ENSTNIP00000016739	ENSACAP00000009049
ENSTNIP00000012236	ENSACAP00000009049
ENSTNIP00000018166	ENSACAP00000002104
ENSTNIP00000012982	ENSACAP00000011280
ENSTNIP00000009533	ENSACAP00000008780
ENSTNIP00000014262	ENSACAP00000013171
ENSTNIP00000009818	ENSACAP00000004438
ENSTNIP00000017909	ENSACAP00000003659
ENSTNIP00000022785	ENSACAP00000013328
ENSTNIP00000015215	ENSACAP00000006884
ENSTNIP00000009756	ENSACAP00000001593
ENSTNIP00000008605	ENSACAP00000001593
ENSTNIP00000000538	ENSACAP00000004794
ENSTNIP00000012103	ENSACAP00000004794
ENSTNIP00000006185	ENSACAP00000023112
ENSTNIP00000005293	ENSACAP00000005795
ENSTNIP00000012727	ENSACAP00000005795
ENSTNIP00000002124	ENSACAP00000009383
ENSTNIP00000007320	ENSACAP00000023380
ENSTNIP00000019507	ENSACAP00000014532
ENSTNIP00000001026	ENSACAP00000009088
ENSTNIP00000019829	ENSACAP00000014784
ENSTNIP00000009998	ENSACAP00000006850
ENSTNIP00000019665	ENSACAP00000013176
ENSTNIP00000022841	ENSACAP00000000256
ENSTNIP00000003619	ENSACAP00000016761
ENSTNIP00000009985	ENSACAP00000010496
ENSTNIP00000002229	ENSACAP00000016314
ENSTNIP00000001225	ENSACAP00000023416
ENSTNIP00000014551	ENSACAP00000023416
ENSTNIP00000000577	ENSACAP00000022532
ENSTNIP00000015488	ENSACAP00000007541
ENSTNIP00000020642	ENSACAP00000010913
ENSTNIP00000018064	ENSACAP00000010913
ENSTNIP00000018056	ENSACAP00000011523
ENSTNIP00000009377	ENSACAP00000011523
ENSTNIP00000010019	ENSACAP00000002816
ENSTNIP00000013378	ENSACAP00000016197
ENSTNIP00000010110	ENSACAP00000006412
ENSTNIP00000018006	ENSACAP00000006412
ENSTNIP00000011046	ENSACAP00000009246
ENSTNIP00000005213	ENSACAP00000005207
ENSTNIP00000017456	ENSACAP00000020714
ENSTNIP00000009279	ENSACAP00000016850
ENSTNIP00000005483	ENSACAP00000016850
ENSTNIP00000006556	ENSACAP00000005026
ENSTNIP00000013302	ENSACAP00000005026
ENSTNIP00000004759	ENSACAP00000001511
ENSTNIP00000021152	ENSACAP00000001511
ENSTNIP00000009513	ENSACAP00000011451
ENSTNIP00000009676	ENSACAP00000017076
ENSTNIP00000022950	ENSACAP00000011972
ENSTNIP00000019221	ENSACAP00000011972
ENSTNIP00000007776	ENSACAP00000006508
ENSTNIP00000016727	ENSACAP00000008041
ENSTNIP00000019760	ENSACAP00000021070
ENSTNIP00000003714	ENSACAP00000007691
ENSTNIP00000007596	ENSACAP00000009811
ENSTNIP00000013621	ENSACAP00000004885
ENSTNIP00000018054	ENSACAP00000011610
ENSTNIP00000022456	ENSACAP00000016735
ENSTNIP00000006043	ENSACAP00000016735
ENSTNIP00000016815	ENSACAP00000003077
ENSTNIP00000014225	ENSACAP00000021459
ENSTNIP00000014793	ENSACAP00000017300
ENSTNIP00000013334	ENSACAP00000017300
ENSTNIP00000007237	ENSACAP00000004864
ENSTNIP00000020801	ENSACAP00000009097
ENSTNIP00000020371	ENSACAP00000001117
ENSTNIP00000015838	ENSACAP00000013055
ENSTNIP00000008719	ENSACAP00000013055
ENSTNIP00000019346	ENSACAP00000022231
ENSTNIP00000014206	ENSACAP00000017038
ENSTNIP00000021522	ENSACAP00000022117
ENSTNIP00000022258	ENSACAP00000016551
ENSTNIP00000015444	ENSACAP00000010930
ENSTNIP00000005498	ENSACAP00000000339
ENSTNIP00000017603	ENSACAP00000010133
ENSTNIP00000021353	ENSACAP00000016956
ENSTNIP00000010837	ENSACAP00000016956
ENSTNIP00000009204	ENSACAP00000007849
ENSTNIP00000011370	ENSACAP00000007849
ENSTNIP00000016276	ENSACAP00000004723
ENSTNIP00000019780	ENSACAP00000012668
ENSTNIP00000015758	ENSACAP00000011171
ENSTNIP00000018339	ENSACAP00000004612
ENSTNIP00000017324	ENSACAP00000004612
ENSTNIP00000007546	ENSACAP00000011147
ENSTNIP00000012091	ENSACAP00000007912
ENSTNIP00000012090	ENSACAP00000005186
ENSTNIP00000012092	ENSACAP00000005186
ENSTNIP00000019114	ENSACAP00000015990
ENSTNIP00000009830	ENSACAP00000012640
ENSTNIP00000014783	ENSACAP00000002898
ENSTNIP00000008454	ENSACAP00000003213
ENSTNIP00000008127	ENSACAP00000010483
ENSTNIP00000007236	ENSACAP00000004923
ENSTNIP00000007146	ENSACAP00000015743
ENSTNIP00000009912	ENSACAP00000015743
ENSTNIP00000021559	ENSACAP00000004385
ENSTNIP00000005868	ENSACAP00000008036
ENSTNIP00000012399	ENSACAP00000004760
ENSTNIP00000023027	ENSACAP00000008234
ENSTNIP00000007523	ENSACAP00000012144
ENSTNIP00000006607	ENSACAP00000012144
ENSTNIP00000006907	ENSACAP00000003254
ENSTNIP00000003155	ENSACAP00000003254
ENSTNIP00000015965	ENSACAP00000002621
ENSTNIP00000010159	ENSACAP00000014563
ENSTNIP00000011566	ENSACAP00000007654
ENSTNIP00000010964	ENSACAP00000008569
ENSTNIP00000010738	ENSACAP00000009356
ENSTNIP00000015726	ENSACAP00000009356
ENSTNIP00000010714	ENSACAP00000016239
ENSTNIP00000020049	ENSACAP00000016239
ENSTNIP00000005295	ENSACAP00000000516
ENSTNIP00000021172	ENSACAP00000008715
ENSTNIP00000014205	ENSACAP00000007597
ENSTNIP00000014025	ENSACAP00000006828
ENSTNIP00000013420	ENSACAP00000011818
ENSTNIP00000008920	ENSACAP00000019695
ENSTNIP00000015270	ENSACAP00000003851
ENSTNIP00000012690	ENSACAP00000017489
ENSTNIP00000008017	ENSACAP00000017489
ENSTNIP00000001358	ENSACAP00000009052
ENSTNIP00000020611	ENSACAP00000003912
ENSTNIP00000014065	ENSACAP00000014924
ENSTNIP00000020746	ENSACAP00000001538
ENSTNIP00000013671	ENSACAP00000001450
ENSTNIP00000010284	ENSACAP00000001340
ENSTNIP00000018653	ENSACAP00000002936
ENSTNIP00000013533	ENSACAP00000012399
ENSTNIP00000016880	ENSACAP00000012399
ENSTNIP00000018790	ENSACAP00000004073
ENSTNIP00000015856	ENSACAP00000013064
ENSTNIP00000016982	ENSACAP00000001716
ENSTNIP00000003954	ENSACAP00000005048
ENSTNIP00000007328	ENSACAP00000004983
ENSTNIP00000021773	ENSACAP00000005365
ENSTNIP00000022482	ENSACAP00000007056
ENSTNIP00000013687	ENSACAP00000015081
ENSTNIP00000017409	ENSACAP00000015081
ENSTNIP00000020682	ENSACAP00000003611
ENSTNIP00000020137	ENSACAP00000017086
ENSTNIP00000005466	ENSACAP00000017086
ENSTNIP00000020124	ENSACAP00000004286
ENSTNIP00000020348	ENSACAP00000009193
ENSTNIP00000022573	ENSACAP00000003594
ENSTNIP00000020967	ENSACAP00000011862
ENSTNIP00000007766	ENSACAP00000005102
ENSTNIP00000021669	ENSACAP00000006193
ENSTNIP00000018461	ENSACAP00000002436
ENSTNIP00000001435	ENSACAP00000002630
ENSTNIP00000015041	ENSACAP00000005107
ENSTNIP00000016797	ENSACAP00000009568
ENSTNIP00000012051	ENSACAP00000000190
ENSTNIP00000011288	ENSACAP00000005864
ENSTNIP00000023043	ENSACAP00000012571
ENSTNIP00000005688	ENSACAP00000010404
ENSTNIP00000020106	ENSACAP00000000820
ENSTNIP00000018532	ENSACAP00000008863
ENSTNIP00000018405	ENSACAP00000008863
ENSTNIP00000003000	ENSACAP00000003222
ENSTNIP00000018484	ENSACAP00000008315
ENSTNIP00000019999	ENSACAP00000005139
ENSTNIP00000016471	ENSACAP00000007503
ENSTNIP00000011283	ENSACAP00000011960
ENSTNIP00000018033	ENSACAP00000000470
ENSTNIP00000020162	ENSACAP00000000470
ENSTNIP00000007475	ENSACAP00000005555
ENSTNIP00000005157	ENSACAP00000014864
ENSTNIP00000017341	ENSACAP00000002592
ENSTNIP00000010945	ENSACAP00000015657
ENSTNIP00000009788	ENSACAP00000003180
ENSTNIP00000006107	ENSACAP00000003180
ENSTNIP00000016938	ENSACAP00000003624
ENSTNIP00000014614	ENSACAP00000007834
ENSTNIP00000019445	ENSACAP00000016673
ENSTNIP00000003965	ENSACAP00000012147
ENSTNIP00000019363	ENSACAP00000017361
ENSTNIP00000002158	ENSACAP00000017361
ENSTNIP00000005740	ENSACAP00000001028
ENSTNIP00000007847	ENSACAP00000011509
ENSTNIP00000019053	ENSACAP00000014345
ENSTNIP00000007980	ENSACAP00000008105
ENSTNIP00000013938	ENSACAP00000012965
ENSTNIP00000010915	ENSACAP00000018898
ENSTNIP00000017469	ENSACAP00000014319
ENSTNIP00000004198	ENSACAP00000009828
ENSTNIP00000021347	ENSACAP00000019515
ENSTNIP00000006339	ENSACAP00000017052
ENSTNIP00000012233	ENSACAP00000008585
ENSTNIP00000015117	ENSACAP00000000360
ENSTNIP00000014328	ENSACAP00000014718
ENSTNIP00000005886	ENSACAP00000014718
ENSTNIP00000015385	ENSACAP00000013826
ENSTNIP00000020512	ENSACAP00000010883
ENSTNIP00000021200	ENSACAP00000008404
ENSTNIP00000011481	ENSACAP00000001535
ENSTNIP00000008279	ENSACAP00000001535
ENSTNIP00000007086	ENSACAP00000003048
ENSTNIP00000013662	ENSACAP00000015999
ENSTNIP00000020527	ENSACAP00000015999
ENSTNIP00000007077	ENSACAP00000006414
ENSTNIP00000005689	ENSACAP00000014250
ENSTNIP00000016284	ENSACAP00000015714
ENSTNIP00000015017	ENSACAP00000018565
ENSTNIP00000013091	ENSACAP00000018263
ENSTNIP00000021790	ENSACAP00000001647
ENSTNIP00000012527	ENSACAP00000001647
ENSTNIP00000007132	ENSACAP00000000692
ENSTNIP00000011587	ENSACAP00000005169
ENSTNIP00000017099	ENSACAP00000016772
ENSTNIP00000013353	ENSACAP00000016772
ENSTNIP00000005876	ENSACAP00000022966
ENSTNIP00000005813	ENSACAP00000022966
ENSTNIP00000015797	ENSACAP00000000962
ENSTNIP00000004088	ENSACAP00000008054
ENSTNIP00000007150	ENSACAP00000012266
ENSTNIP00000005195	ENSACAP00000019258
ENSTNIP00000021902	ENSACAP00000015774
ENSTNIP00000005770	ENSACAP00000010797
ENSTNIP00000001356	ENSACAP00000007745
ENSTNIP00000019570	ENSACAP00000007745
ENSTNIP00000012238	ENSACAP00000009351
ENSTNIP00000022739	ENSACAP00000004071
ENSTNIP00000011809	ENSACAP00000001218
ENSTNIP00000017553	ENSACAP00000012844
ENSTNIP00000018723	ENSACAP00000012844
ENSTNIP00000013637	ENSACAP00000011317
ENSTNIP00000006991	ENSACAP00000007819
ENSTNIP00000018575	ENSACAP00000001787
ENSTNIP00000007243	ENSACAP00000011832
ENSTNIP00000013237	ENSACAP00000003070
ENSTNIP00000016950	ENSACAP00000003070
ENSTNIP00000012733	ENSACAP00000000975
ENSTNIP00000005343	ENSACAP00000013708
ENSTNIP00000014559	ENSACAP00000014464
ENSTNIP00000021580	ENSACAP00000009199
ENSTNIP00000009231	ENSACAP00000012356
ENSTNIP00000019794	ENSACAP00000012356
ENSTNIP00000003221	ENSACAP00000004328
ENSTNIP00000018345	ENSACAP00000004632
ENSTNIP00000014172	ENSACAP00000000589
ENSTNIP00000009994	ENSACAP00000011789
ENSTNIP00000011768	ENSACAP00000005641
ENSTNIP00000022316	ENSACAP00000008350
ENSTNIP00000013898	ENSACAP00000003416
ENSTNIP00000020574	ENSACAP00000003416
ENSTNIP00000021910	ENSACAP00000002859
ENSTNIP00000011297	ENSACAP00000011290
ENSTNIP00000007827	ENSACAP00000007296
ENSTNIP00000020725	ENSACAP00000007296
ENSTNIP00000003952	ENSACAP00000019649
ENSTNIP00000015235	ENSACAP00000004687
ENSTNIP00000019320	ENSACAP00000014196
ENSTNIP00000000174	ENSACAP00000005091
ENSTNIP00000002695	ENSACAP00000002836
ENSTNIP00000014186	ENSACAP00000002836
ENSTNIP00000020066	ENSACAP00000006194
ENSTNIP00000005473	ENSACAP00000013874
ENSTNIP00000016616	ENSACAP00000006902
ENSTNIP00000010794	ENSACAP00000006902
ENSTNIP00000011576	ENSACAP00000001019
ENSTNIP00000009019	ENSACAP00000008951
ENSTNIP00000009854	ENSACAP00000006204
ENSTNIP00000014966	ENSACAP00000006204
ENSTNIP00000022616	ENSACAP00000017224
ENSTNIP00000007979	ENSACAP00000008174
ENSTNIP00000018364	ENSACAP00000012971
ENSTNIP00000020208	ENSACAP00000022645
ENSTNIP00000019233	ENSACAP00000022645
ENSTNIP00000022659	ENSACAP00000011753
ENSTNIP00000016595	ENSACAP00000011753
ENSTNIP00000017228	ENSACAP00000011696
ENSTNIP00000012237	ENSACAP00000009310
ENSTNIP00000006922	ENSACAP00000011795
ENSTNIP00000009853	ENSACAP00000006206
ENSTNIP00000003189	ENSACAP00000009205
ENSTNIP00000014618	ENSACAP00000003702
ENSTNIP00000009891	ENSACAP00000011866
ENSTNIP00000003443	ENSACAP00000011866
ENSTNIP00000012688	ENSACAP00000016838
ENSTNIP00000009220	ENSACAP00000005887
ENSTNIP00000008118	ENSACAP00000000002
ENSTNIP00000011346	ENSACAP00000012052
ENSTNIP00000012739	ENSACAP00000000722
ENSTNIP00000010977	ENSACAP00000004387
ENSTNIP00000004646	ENSACAP00000004387
ENSTNIP00000013522	ENSACAP00000004417
ENSTNIP00000000701	ENSACAP00000004417
ENSTNIP00000022441	ENSACAP00000009659
ENSTNIP00000014311	ENSACAP00000009659
ENSTNIP00000014508	ENSACAP00000009704
ENSTNIP00000010292	ENSACAP00000009496
ENSTNIP00000012837	ENSACAP00000002626
ENSTNIP00000014543	ENSACAP00000005892
ENSTNIP00000014462	ENSACAP00000005892
ENSTNIP00000008276	ENSACAP00000012422
ENSTNIP00000021142	ENSACAP00000012422
ENSTNIP00000013437	ENSACAP00000015031
ENSTNIP00000012328	ENSACAP00000010188
ENSTNIP00000001417	ENSACAP00000000274
ENSTNIP00000021338	ENSACAP00000009044
ENSTNIP00000003411	ENSACAP00000002284
ENSTNIP00000007124	ENSACAP00000013741
ENSTNIP00000006341	ENSACAP00000000555
ENSTNIP00000001548	ENSACAP00000000555
ENSTNIP00000008754	ENSACAP00000009086
ENSTNIP00000005390	ENSACAP00000006283
ENSTNIP00000003213	ENSACAP00000008856
ENSTNIP00000016784	ENSACAP00000012162
ENSTNIP00000018557	ENSACAP00000007218
ENSTNIP00000016083	ENSACAP00000009829
ENSTNIP00000019504	ENSACAP00000014809
ENSTNIP00000010434	ENSACAP00000004891
ENSTNIP00000015966	ENSACAP00000002691
ENSTNIP00000012495	ENSACAP00000002923
ENSTNIP00000010149	ENSACAP00000004359
ENSTNIP00000014370	ENSACAP00000012549
ENSTNIP00000007845	ENSACAP00000011462
ENSTNIP00000001893	ENSACAP00000003855
ENSTNIP00000018828	ENSACAP00000008412
ENSTNIP00000017999	ENSACAP00000007299
ENSTNIP00000021529	ENSACAP00000016166
ENSTNIP00000003941	ENSACAP00000005235
ENSTNIP00000014827	ENSACAP00000017346
ENSTNIP00000012671	ENSACAP00000017346
ENSTNIP00000013238	ENSACAP00000003186
ENSTNIP00000016949	ENSACAP00000003186
ENSTNIP00000010750	ENSACAP00000015569
ENSTNIP00000010220	ENSACAP00000015569
ENSTNIP00000012750	ENSACAP00000002950
ENSTNIP00000002793	ENSACAP00000004870
ENSTNIP00000011068	ENSACAP00000006246
ENSTNIP00000021290	ENSACAP00000001254
ENSTNIP00000006625	ENSACAP00000002938
ENSTNIP00000006571	ENSACAP00000014119
ENSTNIP00000015100	ENSACAP00000015055
ENSTNIP00000017190	ENSACAP00000017246
ENSTNIP00000010257	ENSACAP00000005476
ENSTNIP00000020284	ENSACAP00000000865
ENSTNIP00000015343	ENSACAP00000015897
ENSTNIP00000011750	ENSACAP00000001326
ENSTNIP00000015198	ENSACAP00000001326
ENSTNIP00000015303	ENSACAP00000008082
ENSTNIP00000013581	ENSACAP00000012683
ENSTNIP00000018418	ENSACAP00000001747
ENSTNIP00000007918	ENSACAP00000004187
ENSTNIP00000015055	ENSACAP00000004187
ENSTNIP00000021209	ENSACAP00000000562
ENSTNIP00000008519	ENSACAP00000003665
ENSTNIP00000012214	ENSACAP00000003413
ENSTNIP00000004577	ENSACAP00000002539
ENSTNIP00000011980	ENSACAP00000015701
ENSTNIP00000005607	ENSACAP00000000010
ENSTNIP00000003731	ENSACAP00000007759
ENSTNIP00000017723	ENSACAP00000012153
ENSTNIP00000015304	ENSACAP00000008181
ENSTNIP00000014652	ENSACAP00000017692
ENSTNIP00000015490	ENSACAP00000007381
ENSTNIP00000013413	ENSACAP00000016390
ENSTNIP00000010562	ENSACAP00000003943
ENSTNIP00000013403	ENSACAP00000013529
ENSTNIP00000011354	ENSACAP00000013529
ENSTNIP00000010142	ENSACAP00000012515
ENSTNIP00000009931	ENSACAP00000006714
ENSTNIP00000019536	ENSACAP00000015156
ENSTNIP00000007325	ENSACAP00000014190
ENSTNIP00000016564	ENSACAP00000001940
ENSTNIP00000008337	ENSACAP00000016461
ENSTNIP00000012798	ENSACAP00000000287
ENSTNIP00000012765	ENSACAP00000018401
ENSTNIP00000015367	ENSACAP00000011166
ENSTNIP00000019198	ENSACAP00000004020
ENSTNIP00000005136	ENSACAP00000000169
ENSTNIP00000019486	ENSACAP00000005018
ENSTNIP00000020581	ENSACAP00000005018
ENSTNIP00000005777	ENSACAP00000007829
ENSTNIP00000017668	ENSACAP00000012228
ENSTNIP00000019558	ENSACAP00000001798
ENSTNIP00000011530	ENSACAP00000021747
ENSTNIP00000017656	ENSACAP00000014692
ENSTNIP00000012706	ENSACAP00000000494
ENSTNIP00000005818	ENSACAP00000009211
ENSTNIP00000016995	ENSACAP00000009211
ENSTNIP00000015789	ENSACAP00000002607
ENSTNIP00000021586	ENSACAP00000003860
ENSTNIP00000012041	ENSACAP00000003860
ENSTNIP00000009894	ENSACAP00000015952
ENSTNIP00000015571	ENSACAP00000015952
ENSTNIP00000022860	ENSACAP00000021105
ENSTNIP00000012977	ENSACAP00000006084
ENSTNIP00000015583	ENSACAP00000015801
ENSTNIP00000018989	ENSACAP00000004835
ENSTNIP00000005759	ENSACAP00000010234
ENSTNIP00000014978	ENSACAP00000000181
ENSTNIP00000003198	ENSACAP00000011645
ENSTNIP00000008560	ENSACAP00000002916
ENSTNIP00000009935	ENSACAP00000002916
ENSTNIP00000018780	ENSACAP00000004718
ENSTNIP00000015968	ENSACAP00000002774
ENSTNIP00000020598	ENSACAP00000003233
ENSTNIP00000016077	ENSACAP00000010407
ENSTNIP00000012845	ENSACAP00000014176
ENSTNIP00000004984	ENSACAP00000012403
ENSTNIP00000016197	ENSACAP00000003555
ENSTNIP00000007378	ENSACAP00000003287
ENSTNIP00000005079	ENSACAP00000011411
ENSTNIP00000022897	ENSACAP00000019544
ENSTNIP00000002117	ENSACAP00000016300
ENSTNIP00000006546	ENSACAP00000006267
ENSTNIP00000009948	ENSACAP00000006359
ENSTNIP00000003269	ENSACAP00000003760
ENSTNIP00000005586	ENSACAP00000003760
ENSTNIP00000008570	ENSACAP00000009165
ENSTNIP00000008341	ENSACAP00000009165
ENSTNIP00000016947	ENSACAP00000012348
ENSTNIP00000015451	ENSACAP00000019201
ENSTNIP00000007550	ENSACAP00000019201
ENSTNIP00000005140	ENSACAP00000015554
ENSTNIP00000015038	ENSACAP00000007177
ENSTNIP00000008101	ENSACAP00000015767
ENSTNIP00000020635	ENSACAP00000007325
ENSTNIP00000010058	ENSACAP00000017419
ENSTNIP00000001178	ENSACAP00000021412
ENSTNIP00000018479	ENSACAP00000016396
ENSTNIP00000015694	ENSACAP00000009945
ENSTNIP00000020905	ENSACAP00000013453
ENSTNIP00000021415	ENSACAP00000005360
ENSTNIP00000003291	ENSACAP00000005360
ENSTNIP00000009847	ENSACAP00000000983
ENSTNIP00000014969	ENSACAP00000000983
ENSTNIP00000009467	ENSACAP00000011740
ENSTNIP00000023035	ENSACAP00000001736
ENSTNIP00000009292	ENSACAP00000001736
ENSTNIP00000005386	ENSACAP00000012897
ENSTNIP00000018149	ENSACAP00000012329
ENSTNIP00000011120	ENSACAP00000014257
ENSTNIP00000005007	ENSACAP00000013049
ENSTNIP00000003759	ENSACAP00000013049
ENSTNIP00000017325	ENSACAP00000004827
ENSTNIP00000013853	ENSACAP00000008097
ENSTNIP00000018328	ENSACAP00000015064
ENSTNIP00000022234	ENSACAP00000012509
ENSTNIP00000012882	ENSACAP00000012509
ENSTNIP00000014576	ENSACAP00000005281
ENSTNIP00000004729	ENSACAP00000005709
ENSTNIP00000015265	ENSACAP00000005011
ENSTNIP00000005990	ENSACAP00000013419
ENSTNIP00000020418	ENSACAP00000013270
ENSTNIP00000001136	ENSACAP00000004324
ENSTNIP00000022638	ENSACAP00000020815
ENSTNIP00000015729	ENSACAP00000020815
ENSTNIP00000021318	ENSACAP00000003873
ENSTNIP00000007967	ENSACAP00000001847
ENSTNIP00000017689	ENSACAP00000016252
ENSTNIP00000010942	ENSACAP00000011018
ENSTNIP00000007068	ENSACAP00000011018
ENSTNIP00000020764	ENSACAP00000014400
ENSTNIP00000010745	ENSACAP00000006621
ENSTNIP00000000260	ENSACAP00000006621
ENSTNIP00000008740	ENSACAP00000006888
ENSTNIP00000011797	ENSACAP00000013163
ENSTNIP00000022130	ENSACAP00000005385
ENSTNIP00000012450	ENSACAP00000006722
ENSTNIP00000004229	ENSACAP00000000166
ENSTNIP00000005650	ENSACAP00000000761
ENSTNIP00000016894	ENSACAP00000000469
ENSTNIP00000022620	ENSACAP00000017296
ENSTNIP00000007363	ENSACAP00000011786
ENSTNIP00000010602	ENSACAP00000000418
ENSTNIP00000010436	ENSACAP00000000418
ENSTNIP00000020922	ENSACAP00000012675
