ENSORLP00000017023	ENSTGUP00000008915
ENSORLP00000015703	ENSTGUP00000013702
ENSORLP00000009244	ENSTGUP00000011555
ENSORLP00000019888	ENSTGUP00000013934
ENSORLP00000009333	ENSTGUP00000001389
ENSORLP00000018575	ENSTGUP00000007487
ENSORLP00000012385	ENSTGUP00000007487
ENSORLP00000011573	ENSTGUP00000000368
ENSORLP00000014417	ENSTGUP00000007817
ENSORLP00000009601	ENSTGUP00000002980
ENSORLP00000001118	ENSTGUP00000011045
ENSORLP00000020563	ENSTGUP00000015393
ENSORLP00000006835	ENSTGUP00000013966
ENSORLP00000025839	ENSTGUP00000002095
ENSORLP00000016033	ENSTGUP00000008518
ENSORLP00000007300	ENSTGUP00000009948
ENSORLP00000000898	ENSTGUP00000004935
ENSORLP00000015468	ENSTGUP00000003644
ENSORLP00000009799	ENSTGUP00000003644
ENSORLP00000025299	ENSTGUP00000006590
ENSORLP00000014882	ENSTGUP00000006157
ENSORLP00000020238	ENSTGUP00000013457
ENSORLP00000013562	ENSTGUP00000009304
ENSORLP00000015477	ENSTGUP00000001853
ENSORLP00000014240	ENSTGUP00000000791
ENSORLP00000017634	ENSTGUP00000006246
ENSORLP00000019418	ENSTGUP00000014392
ENSORLP00000001086	ENSTGUP00000014392
ENSORLP00000017418	ENSTGUP00000007085
ENSORLP00000008155	ENSTGUP00000006699
ENSORLP00000009530	ENSTGUP00000003782
ENSORLP00000013351	ENSTGUP00000010546
ENSORLP00000016835	ENSTGUP00000010546
ENSORLP00000002989	ENSTGUP00000000262
ENSORLP00000022453	ENSTGUP00000013302
ENSORLP00000015411	ENSTGUP00000007926
ENSORLP00000013196	ENSTGUP00000005611
ENSORLP00000004024	ENSTGUP00000014455
ENSORLP00000018646	ENSTGUP00000012471
ENSORLP00000015975	ENSTGUP00000012193
ENSORLP00000016554	ENSTGUP00000007621
ENSORLP00000016634	ENSTGUP00000007621
ENSORLP00000007838	ENSTGUP00000001488
ENSORLP00000008919	ENSTGUP00000007268
ENSORLP00000008428	ENSTGUP00000003672
ENSORLP00000023909	ENSTGUP00000006600
ENSORLP00000010688	ENSTGUP00000013744
ENSORLP00000024466	ENSTGUP00000006060
ENSORLP00000001226	ENSTGUP00000010793
ENSORLP00000009801	ENSTGUP00000005225
ENSORLP00000003511	ENSTGUP00000005225
ENSORLP00000008170	ENSTGUP00000006770
ENSORLP00000008427	ENSTGUP00000000801
ENSORLP00000011832	ENSTGUP00000007557
ENSORLP00000017705	ENSTGUP00000007582
ENSORLP00000000105	ENSTGUP00000007081
ENSORLP00000017982	ENSTGUP00000017436
ENSORLP00000025868	ENSTGUP00000006332
ENSORLP00000003603	ENSTGUP00000002771
ENSORLP00000024841	ENSTGUP00000003820
ENSORLP00000008120	ENSTGUP00000010088
ENSORLP00000012443	ENSTGUP00000003167
ENSORLP00000012998	ENSTGUP00000003167
ENSORLP00000017902	ENSTGUP00000011014
ENSORLP00000003575	ENSTGUP00000005272
ENSORLP00000014272	ENSTGUP00000004554
ENSORLP00000024380	ENSTGUP00000004262
ENSORLP00000002868	ENSTGUP00000004262
ENSORLP00000016282	ENSTGUP00000006161
ENSORLP00000001023	ENSTGUP00000009083
ENSORLP00000019349	ENSTGUP00000012240
ENSORLP00000005699	ENSTGUP00000001070
ENSORLP00000017992	ENSTGUP00000008011
ENSORLP00000005136	ENSTGUP00000004475
ENSORLP00000004318	ENSTGUP00000007149
ENSORLP00000004336	ENSTGUP00000012940
ENSORLP00000014345	ENSTGUP00000012799
ENSORLP00000018494	ENSTGUP00000012799
ENSORLP00000000416	ENSTGUP00000000452
ENSORLP00000006751	ENSTGUP00000014245
ENSORLP00000022504	ENSTGUP00000012676
ENSORLP00000005172	ENSTGUP00000001832
ENSORLP00000018779	ENSTGUP00000003592
ENSORLP00000004582	ENSTGUP00000009246
ENSORLP00000022695	ENSTGUP00000013369
ENSORLP00000001554	ENSTGUP00000001836
ENSORLP00000003048	ENSTGUP00000000022
ENSORLP00000005538	ENSTGUP00000017036
ENSORLP00000015328	ENSTGUP00000013729
ENSORLP00000007762	ENSTGUP00000013729
ENSORLP00000004731	ENSTGUP00000018056
ENSORLP00000006826	ENSTGUP00000009309
ENSORLP00000019480	ENSTGUP00000000731
ENSORLP00000015557	ENSTGUP00000014597
ENSORLP00000002952	ENSTGUP00000007958
ENSORLP00000007393	ENSTGUP00000010689
ENSORLP00000003020	ENSTGUP00000007108
ENSORLP00000018305	ENSTGUP00000007108
ENSORLP00000025624	ENSTGUP00000012628
ENSORLP00000007161	ENSTGUP00000012805
ENSORLP00000017363	ENSTGUP00000013328
ENSORLP00000013794	ENSTGUP00000012751
ENSORLP00000004887	ENSTGUP00000004567
ENSORLP00000013614	ENSTGUP00000007496
ENSORLP00000011542	ENSTGUP00000000365
ENSORLP00000011783	ENSTGUP00000000278
ENSORLP00000003893	ENSTGUP00000003565
ENSORLP00000008367	ENSTGUP00000000431
ENSORLP00000012293	ENSTGUP00000010003
ENSORLP00000011123	ENSTGUP00000012229
ENSORLP00000018754	ENSTGUP00000005640
ENSORLP00000021032	ENSTGUP00000002944
ENSORLP00000020748	ENSTGUP00000012616
ENSORLP00000013938	ENSTGUP00000012814
ENSORLP00000003425	ENSTGUP00000017587
ENSORLP00000018827	ENSTGUP00000009694
ENSORLP00000015100	ENSTGUP00000011515
ENSORLP00000020045	ENSTGUP00000005930
ENSORLP00000011197	ENSTGUP00000006164
ENSORLP00000017326	ENSTGUP00000008181
ENSORLP00000007581	ENSTGUP00000017762
ENSORLP00000017993	ENSTGUP00000004085
ENSORLP00000011252	ENSTGUP00000001770
ENSORLP00000013392	ENSTGUP00000001770
ENSORLP00000018495	ENSTGUP00000004014
ENSORLP00000004635	ENSTGUP00000013791
ENSORLP00000021455	ENSTGUP00000001477
ENSORLP00000012421	ENSTGUP00000011895
ENSORLP00000007244	ENSTGUP00000011895
ENSORLP00000021703	ENSTGUP00000017654
ENSORLP00000018068	ENSTGUP00000004725
ENSORLP00000024955	ENSTGUP00000003867
ENSORLP00000001753	ENSTGUP00000002313
ENSORLP00000019471	ENSTGUP00000004784
ENSORLP00000009806	ENSTGUP00000000488
ENSORLP00000006978	ENSTGUP00000006513
ENSORLP00000020566	ENSTGUP00000013696
ENSORLP00000018990	ENSTGUP00000017424
ENSORLP00000015893	ENSTGUP00000002395
ENSORLP00000013011	ENSTGUP00000005343
ENSORLP00000013838	ENSTGUP00000010511
ENSORLP00000022385	ENSTGUP00000010511
ENSORLP00000025046	ENSTGUP00000012737
ENSORLP00000007692	ENSTGUP00000003833
ENSORLP00000007241	ENSTGUP00000011004
ENSORLP00000010925	ENSTGUP00000009386
ENSORLP00000017464	ENSTGUP00000018038
ENSORLP00000009520	ENSTGUP00000018038
ENSORLP00000000170	ENSTGUP00000011184
ENSORLP00000014178	ENSTGUP00000000896
ENSORLP00000000152	ENSTGUP00000002357
ENSORLP00000019131	ENSTGUP00000011001
ENSORLP00000007013	ENSTGUP00000007213
ENSORLP00000014858	ENSTGUP00000008503
ENSORLP00000005938	ENSTGUP00000008503
ENSORLP00000000254	ENSTGUP00000007913
ENSORLP00000016661	ENSTGUP00000008474
ENSORLP00000007704	ENSTGUP00000006094
ENSORLP00000021517	ENSTGUP00000007200
ENSORLP00000001953	ENSTGUP00000000135
ENSORLP00000013453	ENSTGUP00000008718
ENSORLP00000007372	ENSTGUP00000005795
ENSORLP00000013010	ENSTGUP00000013873
ENSORLP00000002922	ENSTGUP00000003733
ENSORLP00000015672	ENSTGUP00000007182
ENSORLP00000015700	ENSTGUP00000005707
ENSORLP00000015027	ENSTGUP00000017613
ENSORLP00000021366	ENSTGUP00000000104
ENSORLP00000007562	ENSTGUP00000012062
ENSORLP00000013674	ENSTGUP00000006580
ENSORLP00000000828	ENSTGUP00000009327
ENSORLP00000007359	ENSTGUP00000000333
ENSORLP00000005738	ENSTGUP00000008613
ENSORLP00000017547	ENSTGUP00000012946
ENSORLP00000004243	ENSTGUP00000007025
ENSORLP00000015904	ENSTGUP00000006789
ENSORLP00000018601	ENSTGUP00000008080
ENSORLP00000020932	ENSTGUP00000012560
ENSORLP00000010344	ENSTGUP00000008097
ENSORLP00000006755	ENSTGUP00000006269
ENSORLP00000017228	ENSTGUP00000013340
ENSORLP00000009143	ENSTGUP00000007801
ENSORLP00000011301	ENSTGUP00000018158
ENSORLP00000005756	ENSTGUP00000012923
ENSORLP00000014286	ENSTGUP00000012923
ENSORLP00000021940	ENSTGUP00000001154
ENSORLP00000011504	ENSTGUP00000004592
ENSORLP00000008534	ENSTGUP00000004592
ENSORLP00000012598	ENSTGUP00000000681
ENSORLP00000015006	ENSTGUP00000011041
ENSORLP00000000536	ENSTGUP00000011041
ENSORLP00000011012	ENSTGUP00000005634
ENSORLP00000000085	ENSTGUP00000005667
ENSORLP00000014383	ENSTGUP00000002981
ENSORLP00000010209	ENSTGUP00000004399
ENSORLP00000018500	ENSTGUP00000009717
ENSORLP00000012407	ENSTGUP00000003058
ENSORLP00000016029	ENSTGUP00000007882
ENSORLP00000014047	ENSTGUP00000003706
ENSORLP00000000806	ENSTGUP00000008727
ENSORLP00000001969	ENSTGUP00000000125
ENSORLP00000009858	ENSTGUP00000011926
ENSORLP00000020552	ENSTGUP00000005483
ENSORLP00000023295	ENSTGUP00000008556
ENSORLP00000025077	ENSTGUP00000001514
ENSORLP00000016272	ENSTGUP00000007871
ENSORLP00000013184	ENSTGUP00000002647
ENSORLP00000020120	ENSTGUP00000002647
ENSORLP00000018266	ENSTGUP00000010558
ENSORLP00000003588	ENSTGUP00000005296
ENSORLP00000015426	ENSTGUP00000012217
ENSORLP00000015055	ENSTGUP00000014718
ENSORLP00000014235	ENSTGUP00000015077
ENSORLP00000019722	ENSTGUP00000017685
ENSORLP00000021154	ENSTGUP00000012089
ENSORLP00000022374	ENSTGUP00000012089
ENSORLP00000006624	ENSTGUP00000010922
ENSORLP00000007999	ENSTGUP00000015712
ENSORLP00000002517	ENSTGUP00000005384
ENSORLP00000015955	ENSTGUP00000012892
ENSORLP00000000175	ENSTGUP00000011174
ENSORLP00000005838	ENSTGUP00000000177
ENSORLP00000002234	ENSTGUP00000003806
ENSORLP00000017886	ENSTGUP00000005952
ENSORLP00000010766	ENSTGUP00000009590
ENSORLP00000011031	ENSTGUP00000015027
ENSORLP00000009939	ENSTGUP00000006378
ENSORLP00000020000	ENSTGUP00000013725
ENSORLP00000020033	ENSTGUP00000008376
ENSORLP00000013514	ENSTGUP00000012716
ENSORLP00000022763	ENSTGUP00000003671
ENSORLP00000025834	ENSTGUP00000002080
ENSORLP00000001289	ENSTGUP00000006035
ENSORLP00000015968	ENSTGUP00000013190
ENSORLP00000002435	ENSTGUP00000006369
ENSORLP00000014335	ENSTGUP00000006369
ENSORLP00000014012	ENSTGUP00000013982
ENSORLP00000010010	ENSTGUP00000010016
ENSORLP00000005189	ENSTGUP00000003962
ENSORLP00000022510	ENSTGUP00000012305
ENSORLP00000010900	ENSTGUP00000017662
ENSORLP00000021228	ENSTGUP00000005793
ENSORLP00000010448	ENSTGUP00000008350
ENSORLP00000012391	ENSTGUP00000004919
ENSORLP00000009743	ENSTGUP00000005333
ENSORLP00000014805	ENSTGUP00000016352
ENSORLP00000011548	ENSTGUP00000013802
ENSORLP00000001891	ENSTGUP00000006685
ENSORLP00000010570	ENSTGUP00000009018
ENSORLP00000013156	ENSTGUP00000000703
ENSORLP00000015711	ENSTGUP00000005673
ENSORLP00000009429	ENSTGUP00000000001
ENSORLP00000007248	ENSTGUP00000009933
ENSORLP00000009781	ENSTGUP00000010142
ENSORLP00000003832	ENSTGUP00000006413
ENSORLP00000005963	ENSTGUP00000009602
ENSORLP00000021624	ENSTGUP00000008932
ENSORLP00000003816	ENSTGUP00000006260
ENSORLP00000008570	ENSTGUP00000006964
ENSORLP00000017834	ENSTGUP00000012724
ENSORLP00000005134	ENSTGUP00000004183
ENSORLP00000000047	ENSTGUP00000009928
ENSORLP00000011615	ENSTGUP00000005961
ENSORLP00000023112	ENSTGUP00000006644
ENSORLP00000002196	ENSTGUP00000001600
ENSORLP00000008768	ENSTGUP00000001683
ENSORLP00000011153	ENSTGUP00000013531
ENSORLP00000004272	ENSTGUP00000006211
ENSORLP00000019962	ENSTGUP00000013623
ENSORLP00000008223	ENSTGUP00000005039
ENSORLP00000020850	ENSTGUP00000005039
ENSORLP00000004115	ENSTGUP00000003905
ENSORLP00000003019	ENSTGUP00000003905
ENSORLP00000018631	ENSTGUP00000010028
ENSORLP00000016608	ENSTGUP00000018077
ENSORLP00000022751	ENSTGUP00000012692
ENSORLP00000022466	ENSTGUP00000012692
ENSORLP00000020831	ENSTGUP00000012626
ENSORLP00000017946	ENSTGUP00000013881
ENSORLP00000005472	ENSTGUP00000008031
ENSORLP00000002447	ENSTGUP00000005873
ENSORLP00000014550	ENSTGUP00000004133
ENSORLP00000022715	ENSTGUP00000003148
ENSORLP00000022292	ENSTGUP00000011377
ENSORLP00000023927	ENSTGUP00000006555
ENSORLP00000014355	ENSTGUP00000007720
ENSORLP00000012316	ENSTGUP00000005105
ENSORLP00000024504	ENSTGUP00000005919
ENSORLP00000005506	ENSTGUP00000001611
ENSORLP00000017898	ENSTGUP00000005174
ENSORLP00000004880	ENSTGUP00000011528
ENSORLP00000003443	ENSTGUP00000012409
ENSORLP00000016878	ENSTGUP00000017577
ENSORLP00000025790	ENSTGUP00000011927
ENSORLP00000003906	ENSTGUP00000006310
ENSORLP00000020623	ENSTGUP00000012573
ENSORLP00000006806	ENSTGUP00000011099
ENSORLP00000015494	ENSTGUP00000014760
ENSORLP00000012139	ENSTGUP00000008906
ENSORLP00000015112	ENSTGUP00000002539
ENSORLP00000024516	ENSTGUP00000012693
ENSORLP00000013213	ENSTGUP00000012693
ENSORLP00000022021	ENSTGUP00000010227
ENSORLP00000021173	ENSTGUP00000003800
ENSORLP00000006881	ENSTGUP00000010095
ENSORLP00000017117	ENSTGUP00000005988
ENSORLP00000016041	ENSTGUP00000013708
ENSORLP00000010628	ENSTGUP00000013191
ENSORLP00000025777	ENSTGUP00000000118
ENSORLP00000008558	ENSTGUP00000000551
ENSORLP00000021442	ENSTGUP00000001434
ENSORLP00000002463	ENSTGUP00000011248
ENSORLP00000002355	ENSTGUP00000002505
ENSORLP00000016082	ENSTGUP00000012096
ENSORLP00000004723	ENSTGUP00000012096
ENSORLP00000013428	ENSTGUP00000006622
ENSORLP00000025486	ENSTGUP00000016548
ENSORLP00000021719	ENSTGUP00000007555
ENSORLP00000016348	ENSTGUP00000001195
ENSORLP00000015887	ENSTGUP00000006777
ENSORLP00000015069	ENSTGUP00000002764
ENSORLP00000022116	ENSTGUP00000012414
ENSORLP00000023094	ENSTGUP00000005164
ENSORLP00000016292	ENSTGUP00000006150
ENSORLP00000010398	ENSTGUP00000006150
ENSORLP00000009011	ENSTGUP00000002689
ENSORLP00000000820	ENSTGUP00000008836
ENSORLP00000011368	ENSTGUP00000011836
ENSORLP00000017899	ENSTGUP00000000957
ENSORLP00000006593	ENSTGUP00000001666
ENSORLP00000010485	ENSTGUP00000010020
ENSORLP00000005008	ENSTGUP00000002716
ENSORLP00000010381	ENSTGUP00000001215
ENSORLP00000025604	ENSTGUP00000009629
ENSORLP00000001992	ENSTGUP00000005587
ENSORLP00000009427	ENSTGUP00000003022
ENSORLP00000017314	ENSTGUP00000003022
ENSORLP00000005615	ENSTGUP00000002847
ENSORLP00000016619	ENSTGUP00000006075
ENSORLP00000019855	ENSTGUP00000017711
ENSORLP00000008248	ENSTGUP00000006739
ENSORLP00000010871	ENSTGUP00000006739
ENSORLP00000000225	ENSTGUP00000008210
ENSORLP00000025752	ENSTGUP00000002320
ENSORLP00000013860	ENSTGUP00000010808
ENSORLP00000008213	ENSTGUP00000001838
ENSORLP00000006383	ENSTGUP00000001621
ENSORLP00000004699	ENSTGUP00000001621
ENSORLP00000010077	ENSTGUP00000000698
ENSORLP00000025440	ENSTGUP00000014964
ENSORLP00000004095	ENSTGUP00000013992
ENSORLP00000009254	ENSTGUP00000009276
ENSORLP00000023621	ENSTGUP00000009618
ENSORLP00000020589	ENSTGUP00000011633
ENSORLP00000000741	ENSTGUP00000010243
ENSORLP00000001055	ENSTGUP00000001293
ENSORLP00000007679	ENSTGUP00000001656
ENSORLP00000008128	ENSTGUP00000003886
ENSORLP00000014339	ENSTGUP00000009869
ENSORLP00000021040	ENSTGUP00000017564
ENSORLP00000020403	ENSTGUP00000004314
ENSORLP00000011151	ENSTGUP00000012234
ENSORLP00000012928	ENSTGUP00000010342
ENSORLP00000011163	ENSTGUP00000005197
ENSORLP00000005461	ENSTGUP00000006036
ENSORLP00000014651	ENSTGUP00000007650
ENSORLP00000002146	ENSTGUP00000004764
ENSORLP00000011758	ENSTGUP00000001155
ENSORLP00000021468	ENSTGUP00000017154
ENSORLP00000016160	ENSTGUP00000002355
ENSORLP00000016026	ENSTGUP00000008497
ENSORLP00000004130	ENSTGUP00000009775
ENSORLP00000011508	ENSTGUP00000009766
ENSORLP00000012204	ENSTGUP00000001759
ENSORLP00000008030	ENSTGUP00000005625
ENSORLP00000023258	ENSTGUP00000006403
ENSORLP00000018781	ENSTGUP00000001012
ENSORLP00000025631	ENSTGUP00000012605
ENSORLP00000009998	ENSTGUP00000012605
ENSORLP00000023034	ENSTGUP00000001564
ENSORLP00000024179	ENSTGUP00000007094
ENSORLP00000011892	ENSTGUP00000004235
ENSORLP00000015926	ENSTGUP00000000200
ENSORLP00000000596	ENSTGUP00000012030
ENSORLP00000005307	ENSTGUP00000012342
ENSORLP00000021584	ENSTGUP00000007325
ENSORLP00000011927	ENSTGUP00000009002
ENSORLP00000012607	ENSTGUP00000012463
ENSORLP00000025609	ENSTGUP00000009116
ENSORLP00000022621	ENSTGUP00000009116
ENSORLP00000019639	ENSTGUP00000007921
ENSORLP00000012973	ENSTGUP00000009476
ENSORLP00000003757	ENSTGUP00000004982
ENSORLP00000020915	ENSTGUP00000002619
ENSORLP00000014824	ENSTGUP00000003029
ENSORLP00000019958	ENSTGUP00000011069
ENSORLP00000013668	ENSTGUP00000011051
ENSORLP00000019776	ENSTGUP00000000175
ENSORLP00000014082	ENSTGUP00000009761
ENSORLP00000022593	ENSTGUP00000000030
ENSORLP00000006565	ENSTGUP00000017323
ENSORLP00000019868	ENSTGUP00000012187
ENSORLP00000011563	ENSTGUP00000006951
ENSORLP00000003725	ENSTGUP00000014313
ENSORLP00000011917	ENSTGUP00000004220
ENSORLP00000001905	ENSTGUP00000005811
ENSORLP00000018479	ENSTGUP00000013872
ENSORLP00000024148	ENSTGUP00000016081
ENSORLP00000008441	ENSTGUP00000008422
ENSORLP00000008878	ENSTGUP00000000858
ENSORLP00000015435	ENSTGUP00000003623
ENSORLP00000002010	ENSTGUP00000003623
ENSORLP00000014277	ENSTGUP00000012596
ENSORLP00000015957	ENSTGUP00000010626
ENSORLP00000018044	ENSTGUP00000010626
ENSORLP00000018358	ENSTGUP00000000846
ENSORLP00000016929	ENSTGUP00000010091
ENSORLP00000012628	ENSTGUP00000010290
ENSORLP00000020863	ENSTGUP00000017350
ENSORLP00000002372	ENSTGUP00000002879
ENSORLP00000008610	ENSTGUP00000007803
ENSORLP00000003035	ENSTGUP00000010687
ENSORLP00000017541	ENSTGUP00000007930
ENSORLP00000015529	ENSTGUP00000010119
ENSORLP00000012448	ENSTGUP00000008477
ENSORLP00000005384	ENSTGUP00000004831
ENSORLP00000006559	ENSTGUP00000013347
ENSORLP00000009198	ENSTGUP00000003535
ENSORLP00000009112	ENSTGUP00000007850
ENSORLP00000000130	ENSTGUP00000012302
ENSORLP00000003742	ENSTGUP00000007115
ENSORLP00000020484	ENSTGUP00000002655
ENSORLP00000016812	ENSTGUP00000000119
ENSORLP00000015372	ENSTGUP00000010256
ENSORLP00000001405	ENSTGUP00000013906
ENSORLP00000020570	ENSTGUP00000012956
ENSORLP00000012699	ENSTGUP00000009023
ENSORLP00000001949	ENSTGUP00000005991
ENSORLP00000019079	ENSTGUP00000008086
ENSORLP00000001886	ENSTGUP00000006796
ENSORLP00000003206	ENSTGUP00000007289
ENSORLP00000002787	ENSTGUP00000004823
ENSORLP00000020511	ENSTGUP00000005470
ENSORLP00000005266	ENSTGUP00000012622
ENSORLP00000025137	ENSTGUP00000005715
ENSORLP00000007324	ENSTGUP00000001499
ENSORLP00000004055	ENSTGUP00000005376
ENSORLP00000020082	ENSTGUP00000010940
ENSORLP00000003430	ENSTGUP00000000793
ENSORLP00000006791	ENSTGUP00000004030
ENSORLP00000014252	ENSTGUP00000012922
ENSORLP00000010547	ENSTGUP00000001053
ENSORLP00000010435	ENSTGUP00000007136
ENSORLP00000017576	ENSTGUP00000005237
ENSORLP00000014965	ENSTGUP00000010567
ENSORLP00000013744	ENSTGUP00000005298
ENSORLP00000001588	ENSTGUP00000004921
ENSORLP00000001584	ENSTGUP00000017825
ENSORLP00000013554	ENSTGUP00000012786
ENSORLP00000018533	ENSTGUP00000001224
ENSORLP00000020180	ENSTGUP00000004186
ENSORLP00000015696	ENSTGUP00000010607
ENSORLP00000011205	ENSTGUP00000003734
ENSORLP00000020195	ENSTGUP00000006367
ENSORLP00000000850	ENSTGUP00000006367
ENSORLP00000024629	ENSTGUP00000012403
ENSORLP00000011807	ENSTGUP00000008470
ENSORLP00000017563	ENSTGUP00000003410
ENSORLP00000022478	ENSTGUP00000002168
ENSORLP00000005060	ENSTGUP00000012292
ENSORLP00000019949	ENSTGUP00000003283
ENSORLP00000011726	ENSTGUP00000001440
ENSORLP00000004208	ENSTGUP00000013856
ENSORLP00000002404	ENSTGUP00000012931
ENSORLP00000019432	ENSTGUP00000000721
ENSORLP00000022907	ENSTGUP00000009206
ENSORLP00000003852	ENSTGUP00000015751
ENSORLP00000017601	ENSTGUP00000002890
ENSORLP00000010319	ENSTGUP00000013987
ENSORLP00000019215	ENSTGUP00000012308
ENSORLP00000016384	ENSTGUP00000013131
ENSORLP00000012277	ENSTGUP00000005544
ENSORLP00000018260	ENSTGUP00000010403
ENSORLP00000010792	ENSTGUP00000010403
ENSORLP00000023150	ENSTGUP00000006329
ENSORLP00000023031	ENSTGUP00000009248
ENSORLP00000017122	ENSTGUP00000009498
ENSORLP00000008692	ENSTGUP00000017391
ENSORLP00000004542	ENSTGUP00000006556
ENSORLP00000023457	ENSTGUP00000006273
ENSORLP00000004801	ENSTGUP00000006273
ENSORLP00000006323	ENSTGUP00000008597
ENSORLP00000006336	ENSTGUP00000008594
ENSORLP00000018301	ENSTGUP00000017307
ENSORLP00000017777	ENSTGUP00000010974
ENSORLP00000020143	ENSTGUP00000011913
ENSORLP00000006322	ENSTGUP00000006553
ENSORLP00000021389	ENSTGUP00000007503
ENSORLP00000015777	ENSTGUP00000007220
ENSORLP00000022157	ENSTGUP00000016607
ENSORLP00000019879	ENSTGUP00000016607
ENSORLP00000012735	ENSTGUP00000013409
ENSORLP00000022838	ENSTGUP00000010068
ENSORLP00000023003	ENSTGUP00000002136
ENSORLP00000000116	ENSTGUP00000017640
ENSORLP00000013212	ENSTGUP00000016296
ENSORLP00000007587	ENSTGUP00000001172
ENSORLP00000000539	ENSTGUP00000001172
ENSORLP00000011454	ENSTGUP00000014137
ENSORLP00000022958	ENSTGUP00000009331
ENSORLP00000014244	ENSTGUP00000008283
ENSORLP00000023796	ENSTGUP00000007034
ENSORLP00000013567	ENSTGUP00000012728
ENSORLP00000004504	ENSTGUP00000002511
ENSORLP00000000401	ENSTGUP00000017769
ENSORLP00000021230	ENSTGUP00000000140
ENSORLP00000004673	ENSTGUP00000004951
ENSORLP00000014392	ENSTGUP00000010428
ENSORLP00000010796	ENSTGUP00000009230
ENSORLP00000017425	ENSTGUP00000007778
ENSORLP00000003356	ENSTGUP00000000048
ENSORLP00000021233	ENSTGUP00000001782
ENSORLP00000016313	ENSTGUP00000011782
ENSORLP00000011181	ENSTGUP00000004881
ENSORLP00000002391	ENSTGUP00000004881
ENSORLP00000003937	ENSTGUP00000006924
ENSORLP00000022934	ENSTGUP00000016942
ENSORLP00000007916	ENSTGUP00000017937
ENSORLP00000020700	ENSTGUP00000013545
ENSORLP00000014040	ENSTGUP00000007682
ENSORLP00000011684	ENSTGUP00000005910
ENSORLP00000000950	ENSTGUP00000005910
ENSORLP00000000088	ENSTGUP00000004928
ENSORLP00000015614	ENSTGUP00000004928
ENSORLP00000022905	ENSTGUP00000008142
ENSORLP00000006153	ENSTGUP00000004176
ENSORLP00000002815	ENSTGUP00000009139
ENSORLP00000000366	ENSTGUP00000008205
ENSORLP00000011636	ENSTGUP00000005708
ENSORLP00000024235	ENSTGUP00000002154
ENSORLP00000015338	ENSTGUP00000013762
ENSORLP00000014505	ENSTGUP00000006687
ENSORLP00000007087	ENSTGUP00000012876
ENSORLP00000015444	ENSTGUP00000012876
ENSORLP00000020826	ENSTGUP00000013480
ENSORLP00000014868	ENSTGUP00000004696
ENSORLP00000003959	ENSTGUP00000002396
ENSORLP00000014087	ENSTGUP00000009126
ENSORLP00000024595	ENSTGUP00000003260
ENSORLP00000010670	ENSTGUP00000009146
ENSORLP00000007655	ENSTGUP00000010611
ENSORLP00000018021	ENSTGUP00000010611
ENSORLP00000012012	ENSTGUP00000011738
ENSORLP00000007035	ENSTGUP00000011738
ENSORLP00000004036	ENSTGUP00000007933
ENSORLP00000001277	ENSTGUP00000012966
ENSORLP00000025740	ENSTGUP00000001975
ENSORLP00000019123	ENSTGUP00000011233
ENSORLP00000025811	ENSTGUP00000006103
ENSORLP00000008864	ENSTGUP00000010096
ENSORLP00000009017	ENSTGUP00000018273
ENSORLP00000019116	ENSTGUP00000008147
ENSORLP00000011665	ENSTGUP00000015466
ENSORLP00000000796	ENSTGUP00000009352
ENSORLP00000017244	ENSTGUP00000002830
ENSORLP00000010984	ENSTGUP00000008289
ENSORLP00000022263	ENSTGUP00000001575
ENSORLP00000004201	ENSTGUP00000007141
ENSORLP00000022989	ENSTGUP00000002077
ENSORLP00000020432	ENSTGUP00000012663
ENSORLP00000013857	ENSTGUP00000000130
ENSORLP00000006723	ENSTGUP00000011438
ENSORLP00000015547	ENSTGUP00000017445
ENSORLP00000003919	ENSTGUP00000003573
ENSORLP00000000308	ENSTGUP00000008306
ENSORLP00000010647	ENSTGUP00000010259
ENSORLP00000005096	ENSTGUP00000011376
ENSORLP00000008958	ENSTGUP00000003380
ENSORLP00000005780	ENSTGUP00000002874
