ENSTNIP00000004863	ENSMODP00000016222
ENSTNIP00000007566	ENSMODP00000023332
ENSTNIP00000020867	ENSMODP00000000470
ENSTNIP00000001514	ENSMODP00000001945
ENSTNIP00000016045	ENSMODP00000038091
ENSTNIP00000021372	ENSMODP00000031529
ENSTNIP00000018651	ENSMODP00000025350
ENSTNIP00000009799	ENSMODP00000028132
ENSTNIP00000012169	ENSMODP00000028132
ENSTNIP00000012751	ENSMODP00000017212
ENSTNIP00000021450	ENSMODP00000005917
ENSTNIP00000001958	ENSMODP00000016878
ENSTNIP00000020238	ENSMODP00000000486
ENSTNIP00000004746	ENSMODP00000012674
ENSTNIP00000021578	ENSMODP00000000841
ENSTNIP00000009752	ENSMODP00000000638
ENSTNIP00000009068	ENSMODP00000011165
ENSTNIP00000015686	ENSMODP00000011165
ENSTNIP00000015673	ENSMODP00000010254
ENSTNIP00000015460	ENSMODP00000021020
ENSTNIP00000006584	ENSMODP00000021020
ENSTNIP00000020401	ENSMODP00000013732
ENSTNIP00000020215	ENSMODP00000018665
ENSTNIP00000005448	ENSMODP00000000696
ENSTNIP00000009579	ENSMODP00000004802
ENSTNIP00000013344	ENSMODP00000003405
ENSTNIP00000018785	ENSMODP00000013195
ENSTNIP00000017319	ENSMODP00000026495
ENSTNIP00000006390	ENSMODP00000026620
ENSTNIP00000020869	ENSMODP00000000517
ENSTNIP00000011748	ENSMODP00000007712
ENSTNIP00000008739	ENSMODP00000028571
ENSTNIP00000006936	ENSMODP00000019641
ENSTNIP00000018905	ENSMODP00000015248
ENSTNIP00000004994	ENSMODP00000017234
ENSTNIP00000014639	ENSMODP00000018653
ENSTNIP00000007558	ENSMODP00000040055
ENSTNIP00000004053	ENSMODP00000002305
ENSTNIP00000005280	ENSMODP00000008158
ENSTNIP00000008753	ENSMODP00000016543
ENSTNIP00000003867	ENSMODP00000021028
ENSTNIP00000022513	ENSMODP00000021028
ENSTNIP00000012501	ENSMODP00000004935
ENSTNIP00000002076	ENSMODP00000009157
ENSTNIP00000020981	ENSMODP00000006875
ENSTNIP00000012308	ENSMODP00000006875
ENSTNIP00000009416	ENSMODP00000023317
ENSTNIP00000018773	ENSMODP00000022857
ENSTNIP00000015709	ENSMODP00000027851
ENSTNIP00000018032	ENSMODP00000009797
ENSTNIP00000001586	ENSMODP00000013278
ENSTNIP00000019658	ENSMODP00000023457
ENSTNIP00000020389	ENSMODP00000016662
ENSTNIP00000000320	ENSMODP00000003680
ENSTNIP00000017932	ENSMODP00000027120
ENSTNIP00000011915	ENSMODP00000025432
ENSTNIP00000018880	ENSMODP00000025432
ENSTNIP00000008243	ENSMODP00000019909
ENSTNIP00000011166	ENSMODP00000019909
ENSTNIP00000004424	ENSMODP00000008380
ENSTNIP00000002686	ENSMODP00000023311
ENSTNIP00000015907	ENSMODP00000012067
ENSTNIP00000018013	ENSMODP00000018294
ENSTNIP00000018177	ENSMODP00000000804
ENSTNIP00000015657	ENSMODP00000021122
ENSTNIP00000022081	ENSMODP00000012356
ENSTNIP00000003875	ENSMODP00000015429
ENSTNIP00000022264	ENSMODP00000015429
ENSTNIP00000007390	ENSMODP00000015514
ENSTNIP00000011204	ENSMODP00000015514
ENSTNIP00000015428	ENSMODP00000029130
ENSTNIP00000019436	ENSMODP00000019547
ENSTNIP00000015203	ENSMODP00000017809
ENSTNIP00000005998	ENSMODP00000011099
ENSTNIP00000015670	ENSMODP00000010129
ENSTNIP00000020429	ENSMODP00000017529
ENSTNIP00000010537	ENSMODP00000017003
ENSTNIP00000000543	ENSMODP00000031686
ENSTNIP00000019149	ENSMODP00000019731
ENSTNIP00000005197	ENSMODP00000034085
ENSTNIP00000022198	ENSMODP00000011522
ENSTNIP00000010347	ENSMODP00000023987
ENSTNIP00000018657	ENSMODP00000023987
ENSTNIP00000002445	ENSMODP00000021381
ENSTNIP00000001014	ENSMODP00000009881
ENSTNIP00000004635	ENSMODP00000008088
ENSTNIP00000009927	ENSMODP00000006150
ENSTNIP00000001829	ENSMODP00000001206
ENSTNIP00000018065	ENSMODP00000013327
ENSTNIP00000013181	ENSMODP00000016553
ENSTNIP00000010607	ENSMODP00000016553
ENSTNIP00000006048	ENSMODP00000039257
ENSTNIP00000022797	ENSMODP00000039257
ENSTNIP00000011448	ENSMODP00000004501
ENSTNIP00000008995	ENSMODP00000000334
ENSTNIP00000011195	ENSMODP00000006782
ENSTNIP00000019186	ENSMODP00000032061
ENSTNIP00000019883	ENSMODP00000027954
ENSTNIP00000021201	ENSMODP00000037282
ENSTNIP00000010821	ENSMODP00000036805
ENSTNIP00000017551	ENSMODP00000019134
ENSTNIP00000014003	ENSMODP00000004409
ENSTNIP00000012703	ENSMODP00000013470
ENSTNIP00000016430	ENSMODP00000002174
ENSTNIP00000016177	ENSMODP00000008681
ENSTNIP00000022373	ENSMODP00000005870
ENSTNIP00000011794	ENSMODP00000017355
ENSTNIP00000021365	ENSMODP00000017355
ENSTNIP00000005705	ENSMODP00000014821
ENSTNIP00000020430	ENSMODP00000002716
ENSTNIP00000014666	ENSMODP00000015896
ENSTNIP00000006522	ENSMODP00000015896
ENSTNIP00000007733	ENSMODP00000003265
ENSTNIP00000019815	ENSMODP00000028807
ENSTNIP00000002616	ENSMODP00000023937
ENSTNIP00000010660	ENSMODP00000026540
ENSTNIP00000004702	ENSMODP00000017421
ENSTNIP00000014264	ENSMODP00000023652
ENSTNIP00000015331	ENSMODP00000023652
ENSTNIP00000013025	ENSMODP00000009129
ENSTNIP00000013719	ENSMODP00000012657
ENSTNIP00000019565	ENSMODP00000035948
ENSTNIP00000005476	ENSMODP00000026679
ENSTNIP00000021407	ENSMODP00000026679
ENSTNIP00000010823	ENSMODP00000004216
ENSTNIP00000003650	ENSMODP00000036511
ENSTNIP00000022121	ENSMODP00000034567
ENSTNIP00000016740	ENSMODP00000009872
ENSTNIP00000011643	ENSMODP00000017019
ENSTNIP00000010200	ENSMODP00000005420
ENSTNIP00000019616	ENSMODP00000014333
ENSTNIP00000003245	ENSMODP00000007138
ENSTNIP00000011081	ENSMODP00000008758
ENSTNIP00000013065	ENSMODP00000032264
ENSTNIP00000005182	ENSMODP00000017656
ENSTNIP00000009767	ENSMODP00000006119
ENSTNIP00000008120	ENSMODP00000022074
ENSTNIP00000015799	ENSMODP00000020893
ENSTNIP00000016241	ENSMODP00000026325
ENSTNIP00000020412	ENSMODP00000016382
ENSTNIP00000000943	ENSMODP00000005885
ENSTNIP00000015902	ENSMODP00000005885
ENSTNIP00000015654	ENSMODP00000023743
ENSTNIP00000011080	ENSMODP00000008720
ENSTNIP00000011787	ENSMODP00000009840
ENSTNIP00000009612	ENSMODP00000025789
ENSTNIP00000007856	ENSMODP00000001116
ENSTNIP00000018741	ENSMODP00000022700
ENSTNIP00000018296	ENSMODP00000013356
ENSTNIP00000017339	ENSMODP00000013356
ENSTNIP00000010001	ENSMODP00000009651
ENSTNIP00000015582	ENSMODP00000020837
ENSTNIP00000002314	ENSMODP00000026870
ENSTNIP00000013432	ENSMODP00000016973
ENSTNIP00000018079	ENSMODP00000000779
ENSTNIP00000015996	ENSMODP00000032836
ENSTNIP00000020557	ENSMODP00000007554
ENSTNIP00000008257	ENSMODP00000000167
ENSTNIP00000011087	ENSMODP00000000167
ENSTNIP00000010919	ENSMODP00000030329
ENSTNIP00000017472	ENSMODP00000008314
ENSTNIP00000012682	ENSMODP00000008314
ENSTNIP00000019738	ENSMODP00000006785
ENSTNIP00000005144	ENSMODP00000040912
ENSTNIP00000013779	ENSMODP00000035664
ENSTNIP00000017009	ENSMODP00000012633
ENSTNIP00000020053	ENSMODP00000010861
ENSTNIP00000015230	ENSMODP00000020914
ENSTNIP00000007452	ENSMODP00000011787
ENSTNIP00000007453	ENSMODP00000032320
ENSTNIP00000002916	ENSMODP00000026251
ENSTNIP00000012899	ENSMODP00000031602
ENSTNIP00000001141	ENSMODP00000031602
ENSTNIP00000012763	ENSMODP00000002024
ENSTNIP00000005571	ENSMODP00000006003
ENSTNIP00000008077	ENSMODP00000021591
ENSTNIP00000016913	ENSMODP00000026396
ENSTNIP00000022140	ENSMODP00000011185
ENSTNIP00000011154	ENSMODP00000019716
ENSTNIP00000022269	ENSMODP00000002650
ENSTNIP00000022800	ENSMODP00000024764
ENSTNIP00000013251	ENSMODP00000018098
ENSTNIP00000022471	ENSMODP00000008252
ENSTNIP00000006262	ENSMODP00000008252
ENSTNIP00000007565	ENSMODP00000021769
ENSTNIP00000011820	ENSMODP00000017934
ENSTNIP00000012919	ENSMODP00000009326
ENSTNIP00000022104	ENSMODP00000016067
ENSTNIP00000016691	ENSMODP00000002590
ENSTNIP00000001431	ENSMODP00000002934
ENSTNIP00000019769	ENSMODP00000010989
ENSTNIP00000005411	ENSMODP00000021979
ENSTNIP00000005641	ENSMODP00000011432
ENSTNIP00000012017	ENSMODP00000023398
ENSTNIP00000022479	ENSMODP00000016487
ENSTNIP00000019984	ENSMODP00000005214
ENSTNIP00000017426	ENSMODP00000033556
ENSTNIP00000007667	ENSMODP00000017726
ENSTNIP00000000553	ENSMODP00000014936
ENSTNIP00000009798	ENSMODP00000007058
ENSTNIP00000012200	ENSMODP00000010872
ENSTNIP00000016702	ENSMODP00000010872
ENSTNIP00000018543	ENSMODP00000001517
ENSTNIP00000006112	ENSMODP00000012088
ENSTNIP00000006018	ENSMODP00000008043
ENSTNIP00000021350	ENSMODP00000017955
ENSTNIP00000000317	ENSMODP00000034162
ENSTNIP00000009794	ENSMODP00000034162
ENSTNIP00000010770	ENSMODP00000006356
ENSTNIP00000006989	ENSMODP00000024271
ENSTNIP00000022490	ENSMODP00000019752
ENSTNIP00000011709	ENSMODP00000010678
ENSTNIP00000019059	ENSMODP00000007589
ENSTNIP00000015822	ENSMODP00000033092
ENSTNIP00000021335	ENSMODP00000032479
ENSTNIP00000015942	ENSMODP00000030977
ENSTNIP00000005603	ENSMODP00000000150
ENSTNIP00000012125	ENSMODP00000039215
ENSTNIP00000013759	ENSMODP00000012111
ENSTNIP00000008543	ENSMODP00000040478
ENSTNIP00000016503	ENSMODP00000015628
ENSTNIP00000006046	ENSMODP00000013013
ENSTNIP00000010353	ENSMODP00000016735
ENSTNIP00000018558	ENSMODP00000001431
ENSTNIP00000007188	ENSMODP00000007209
ENSTNIP00000005749	ENSMODP00000013400
ENSTNIP00000013890	ENSMODP00000021893
ENSTNIP00000019420	ENSMODP00000021853
ENSTNIP00000011014	ENSMODP00000008954
ENSTNIP00000016071	ENSMODP00000010909
ENSTNIP00000015358	ENSMODP00000031856
ENSTNIP00000016908	ENSMODP00000003488
ENSTNIP00000015176	ENSMODP00000000748
ENSTNIP00000019955	ENSMODP00000017542
ENSTNIP00000013158	ENSMODP00000019904
ENSTNIP00000014823	ENSMODP00000008778
ENSTNIP00000014042	ENSMODP00000038341
ENSTNIP00000011723	ENSMODP00000013357
ENSTNIP00000020318	ENSMODP00000013357
ENSTNIP00000021530	ENSMODP00000012606
ENSTNIP00000014809	ENSMODP00000014422
ENSTNIP00000005600	ENSMODP00000029758
ENSTNIP00000014327	ENSMODP00000013694
ENSTNIP00000009636	ENSMODP00000010048
ENSTNIP00000012838	ENSMODP00000026310
ENSTNIP00000015335	ENSMODP00000000562
ENSTNIP00000013280	ENSMODP00000008565
ENSTNIP00000014135	ENSMODP00000026597
ENSTNIP00000000034	ENSMODP00000012103
ENSTNIP00000005226	ENSMODP00000039126
ENSTNIP00000008333	ENSMODP00000001883
ENSTNIP00000014406	ENSMODP00000019497
ENSTNIP00000011062	ENSMODP00000040550
ENSTNIP00000021803	ENSMODP00000040550
ENSTNIP00000005323	ENSMODP00000024398
ENSTNIP00000006186	ENSMODP00000002593
ENSTNIP00000017453	ENSMODP00000032786
ENSTNIP00000008055	ENSMODP00000038514
ENSTNIP00000012321	ENSMODP00000004449
ENSTNIP00000012320	ENSMODP00000021186
ENSTNIP00000005962	ENSMODP00000001156
ENSTNIP00000009983	ENSMODP00000003896
ENSTNIP00000022267	ENSMODP00000002664
ENSTNIP00000017151	ENSMODP00000015604
ENSTNIP00000020070	ENSMODP00000011669
ENSTNIP00000018606	ENSMODP00000026099
ENSTNIP00000021037	ENSMODP00000038777
ENSTNIP00000020934	ENSMODP00000008148
ENSTNIP00000014046	ENSMODP00000033792
ENSTNIP00000002500	ENSMODP00000012835
ENSTNIP00000002982	ENSMODP00000000465
ENSTNIP00000003559	ENSMODP00000003698
ENSTNIP00000015792	ENSMODP00000019368
ENSTNIP00000001091	ENSMODP00000021834
ENSTNIP00000021640	ENSMODP00000039446
ENSTNIP00000005478	ENSMODP00000027221
ENSTNIP00000005576	ENSMODP00000006197
ENSTNIP00000017874	ENSMODP00000003613
ENSTNIP00000007061	ENSMODP00000003613
ENSTNIP00000008234	ENSMODP00000009134
ENSTNIP00000022579	ENSMODP00000039809
ENSTNIP00000007169	ENSMODP00000039809
ENSTNIP00000019848	ENSMODP00000016245
ENSTNIP00000010693	ENSMODP00000020806
ENSTNIP00000010544	ENSMODP00000010689
ENSTNIP00000003164	ENSMODP00000019472
ENSTNIP00000021486	ENSMODP00000021571
ENSTNIP00000009465	ENSMODP00000010382
ENSTNIP00000014423	ENSMODP00000013353
ENSTNIP00000008313	ENSMODP00000038590
ENSTNIP00000013835	ENSMODP00000004059
ENSTNIP00000000781	ENSMODP00000002989
ENSTNIP00000017174	ENSMODP00000013800
ENSTNIP00000016315	ENSMODP00000013800
ENSTNIP00000011837	ENSMODP00000007728
ENSTNIP00000011433	ENSMODP00000002285
ENSTNIP00000019264	ENSMODP00000002285
ENSTNIP00000017435	ENSMODP00000012896
ENSTNIP00000015266	ENSMODP00000023469
ENSTNIP00000003879	ENSMODP00000008898
ENSTNIP00000001665	ENSMODP00000028298
ENSTNIP00000019374	ENSMODP00000010623
ENSTNIP00000009347	ENSMODP00000003443
ENSTNIP00000014973	ENSMODP00000003443
ENSTNIP00000008572	ENSMODP00000007711
ENSTNIP00000001096	ENSMODP00000001958
ENSTNIP00000019863	ENSMODP00000019088
ENSTNIP00000007647	ENSMODP00000024115
ENSTNIP00000014792	ENSMODP00000024115
ENSTNIP00000019153	ENSMODP00000019677
ENSTNIP00000019921	ENSMODP00000012780
ENSTNIP00000009165	ENSMODP00000023645
ENSTNIP00000012002	ENSMODP00000023645
ENSTNIP00000013665	ENSMODP00000007526
ENSTNIP00000011084	ENSMODP00000036512
ENSTNIP00000009805	ENSMODP00000036512
ENSTNIP00000021192	ENSMODP00000025781
ENSTNIP00000011461	ENSMODP00000020512
ENSTNIP00000013623	ENSMODP00000023072
ENSTNIP00000017746	ENSMODP00000012094
ENSTNIP00000005922	ENSMODP00000017902
ENSTNIP00000020816	ENSMODP00000025818
ENSTNIP00000011061	ENSMODP00000014018
ENSTNIP00000012666	ENSMODP00000003230
ENSTNIP00000015845	ENSMODP00000003230
ENSTNIP00000010861	ENSMODP00000022509
ENSTNIP00000015113	ENSMODP00000011860
ENSTNIP00000008883	ENSMODP00000026016
ENSTNIP00000013355	ENSMODP00000003096
ENSTNIP00000012972	ENSMODP00000008514
ENSTNIP00000012802	ENSMODP00000011573
ENSTNIP00000020392	ENSMODP00000032392
ENSTNIP00000019997	ENSMODP00000023069
ENSTNIP00000005445	ENSMODP00000002709
ENSTNIP00000000805	ENSMODP00000011246
ENSTNIP00000019359	ENSMODP00000033193
ENSTNIP00000010463	ENSMODP00000017185
ENSTNIP00000008473	ENSMODP00000004607
ENSTNIP00000011607	ENSMODP00000005584
ENSTNIP00000007372	ENSMODP00000014624
ENSTNIP00000017713	ENSMODP00000015737
ENSTNIP00000011977	ENSMODP00000014892
ENSTNIP00000005217	ENSMODP00000008223
ENSTNIP00000008229	ENSMODP00000038023
ENSTNIP00000000282	ENSMODP00000038023
ENSTNIP00000014910	ENSMODP00000010284
ENSTNIP00000019849	ENSMODP00000024726
ENSTNIP00000014570	ENSMODP00000016244
ENSTNIP00000012106	ENSMODP00000022008
ENSTNIP00000012602	ENSMODP00000004111
ENSTNIP00000021094	ENSMODP00000015745
ENSTNIP00000017714	ENSMODP00000015745
ENSTNIP00000015481	ENSMODP00000014527
ENSTNIP00000001911	ENSMODP00000007582
ENSTNIP00000012622	ENSMODP00000007582
ENSTNIP00000022352	ENSMODP00000017642
ENSTNIP00000012526	ENSMODP00000014099
ENSTNIP00000012224	ENSMODP00000010081
ENSTNIP00000021336	ENSMODP00000018711
ENSTNIP00000008616	ENSMODP00000004189
ENSTNIP00000016508	ENSMODP00000015228
ENSTNIP00000020130	ENSMODP00000021749
ENSTNIP00000002967	ENSMODP00000021753
ENSTNIP00000022461	ENSMODP00000022300
ENSTNIP00000011512	ENSMODP00000001856
ENSTNIP00000014805	ENSMODP00000001856
ENSTNIP00000018925	ENSMODP00000019473
ENSTNIP00000011970	ENSMODP00000019473
ENSTNIP00000011677	ENSMODP00000007979
ENSTNIP00000010534	ENSMODP00000007979
ENSTNIP00000009812	ENSMODP00000024677
ENSTNIP00000004511	ENSMODP00000000229
ENSTNIP00000013193	ENSMODP00000009461
ENSTNIP00000009999	ENSMODP00000025681
ENSTNIP00000021617	ENSMODP00000000430
ENSTNIP00000012098	ENSMODP00000000430
ENSTNIP00000022144	ENSMODP00000011351
ENSTNIP00000006784	ENSMODP00000000259
ENSTNIP00000021887	ENSMODP00000000259
ENSTNIP00000009481	ENSMODP00000024193
ENSTNIP00000013287	ENSMODP00000025471
ENSTNIP00000004163	ENSMODP00000006195
ENSTNIP00000007559	ENSMODP00000025900
ENSTNIP00000022028	ENSMODP00000023361
ENSTNIP00000007815	ENSMODP00000026876
ENSTNIP00000006928	ENSMODP00000001024
ENSTNIP00000006697	ENSMODP00000022333
ENSTNIP00000019897	ENSMODP00000014993
ENSTNIP00000015997	ENSMODP00000010134
ENSTNIP00000017948	ENSMODP00000008162
ENSTNIP00000005702	ENSMODP00000000977
ENSTNIP00000021757	ENSMODP00000008208
ENSTNIP00000019045	ENSMODP00000002007
ENSTNIP00000015293	ENSMODP00000000863
ENSTNIP00000009450	ENSMODP00000023102
ENSTNIP00000020759	ENSMODP00000009959
ENSTNIP00000002290	ENSMODP00000011979
ENSTNIP00000014286	ENSMODP00000018458
ENSTNIP00000009398	ENSMODP00000018458
ENSTNIP00000000833	ENSMODP00000006507
ENSTNIP00000003178	ENSMODP00000023003
ENSTNIP00000012196	ENSMODP00000010492
ENSTNIP00000015560	ENSMODP00000026445
ENSTNIP00000008115	ENSMODP00000019565
ENSTNIP00000018962	ENSMODP00000018962
ENSTNIP00000005202	ENSMODP00000027982
ENSTNIP00000021602	ENSMODP00000019144
ENSTNIP00000022400	ENSMODP00000021153
ENSTNIP00000015643	ENSMODP00000021153
ENSTNIP00000009018	ENSMODP00000001653
ENSTNIP00000007405	ENSMODP00000014239
ENSTNIP00000012289	ENSMODP00000008539
ENSTNIP00000017672	ENSMODP00000016922
ENSTNIP00000003848	ENSMODP00000022723
ENSTNIP00000016427	ENSMODP00000011195
ENSTNIP00000016859	ENSMODP00000005764
ENSTNIP00000019007	ENSMODP00000003774
ENSTNIP00000010269	ENSMODP00000002359
ENSTNIP00000015261	ENSMODP00000003077
ENSTNIP00000013537	ENSMODP00000022926
ENSTNIP00000001868	ENSMODP00000004256
ENSTNIP00000007111	ENSMODP00000008301
ENSTNIP00000014355	ENSMODP00000022822
ENSTNIP00000015848	ENSMODP00000009497
ENSTNIP00000021143	ENSMODP00000009497
ENSTNIP00000014785	ENSMODP00000027578
ENSTNIP00000008028	ENSMODP00000032663
ENSTNIP00000020510	ENSMODP00000022265
ENSTNIP00000007459	ENSMODP00000022265
ENSTNIP00000016377	ENSMODP00000023749
ENSTNIP00000017479	ENSMODP00000023749
ENSTNIP00000019912	ENSMODP00000009666
ENSTNIP00000015039	ENSMODP00000002489
ENSTNIP00000012576	ENSMODP00000031775
ENSTNIP00000013320	ENSMODP00000019274
ENSTNIP00000018934	ENSMODP00000029463
ENSTNIP00000022600	ENSMODP00000013317
ENSTNIP00000002814	ENSMODP00000013317
ENSTNIP00000018193	ENSMODP00000029072
ENSTNIP00000001585	ENSMODP00000037904
ENSTNIP00000008472	ENSMODP00000004330
ENSTNIP00000013433	ENSMODP00000015075
ENSTNIP00000018290	ENSMODP00000010875
ENSTNIP00000016635	ENSMODP00000010875
ENSTNIP00000013603	ENSMODP00000032263
ENSTNIP00000006951	ENSMODP00000003164
ENSTNIP00000007908	ENSMODP00000003164
ENSTNIP00000002053	ENSMODP00000034784
ENSTNIP00000011013	ENSMODP00000008943
ENSTNIP00000003355	ENSMODP00000023080
ENSTNIP00000022288	ENSMODP00000014004
ENSTNIP00000014312	ENSMODP00000024348
ENSTNIP00000020819	ENSMODP00000025806
ENSTNIP00000007933	ENSMODP00000027977
ENSTNIP00000016323	ENSMODP00000024552
ENSTNIP00000012857	ENSMODP00000026349
ENSTNIP00000020848	ENSMODP00000009948
ENSTNIP00000013883	ENSMODP00000029475
ENSTNIP00000014509	ENSMODP00000018584
ENSTNIP00000008505	ENSMODP00000005387
ENSTNIP00000018205	ENSMODP00000003718
ENSTNIP00000020754	ENSMODP00000038771
ENSTNIP00000016617	ENSMODP00000038771
ENSTNIP00000000872	ENSMODP00000001179
ENSTNIP00000002254	ENSMODP00000001179
ENSTNIP00000019904	ENSMODP00000009892
ENSTNIP00000010554	ENSMODP00000009428
ENSTNIP00000022552	ENSMODP00000008877
ENSTNIP00000005685	ENSMODP00000025791
ENSTNIP00000005395	ENSMODP00000036977
ENSTNIP00000007397	ENSMODP00000023655
ENSTNIP00000011467	ENSMODP00000023655
ENSTNIP00000020621	ENSMODP00000020607
ENSTNIP00000017040	ENSMODP00000020607
ENSTNIP00000020570	ENSMODP00000032577
ENSTNIP00000016032	ENSMODP00000025733
ENSTNIP00000021835	ENSMODP00000025733
ENSTNIP00000005000	ENSMODP00000010987
ENSTNIP00000011199	ENSMODP00000028140
ENSTNIP00000009522	ENSMODP00000026025
ENSTNIP00000013932	ENSMODP00000001849
ENSTNIP00000021386	ENSMODP00000007432
ENSTNIP00000004574	ENSMODP00000035405
ENSTNIP00000010807	ENSMODP00000006897
ENSTNIP00000010106	ENSMODP00000020299
ENSTNIP00000015574	ENSMODP00000020299
ENSTNIP00000011696	ENSMODP00000004207
ENSTNIP00000002085	ENSMODP00000026766
ENSTNIP00000022506	ENSMODP00000021099
ENSTNIP00000011971	ENSMODP00000019526
ENSTNIP00000018928	ENSMODP00000019526
ENSTNIP00000008314	ENSMODP00000006309
ENSTNIP00000021503	ENSMODP00000023555
ENSTNIP00000020709	ENSMODP00000023555
ENSTNIP00000009119	ENSMODP00000025896
ENSTNIP00000020978	ENSMODP00000012555
ENSTNIP00000012405	ENSMODP00000002997
ENSTNIP00000022621	ENSMODP00000012770
ENSTNIP00000016336	ENSMODP00000012770
ENSTNIP00000016732	ENSMODP00000008992
ENSTNIP00000016739	ENSMODP00000009951
ENSTNIP00000012236	ENSMODP00000009951
ENSTNIP00000018166	ENSMODP00000017240
ENSTNIP00000012982	ENSMODP00000020205
ENSTNIP00000009533	ENSMODP00000007415
ENSTNIP00000014262	ENSMODP00000023644
ENSTNIP00000010972	ENSMODP00000013734
ENSTNIP00000017885	ENSMODP00000013734
ENSTNIP00000022785	ENSMODP00000016065
ENSTNIP00000015215	ENSMODP00000021014
ENSTNIP00000009756	ENSMODP00000010133
ENSTNIP00000008605	ENSMODP00000010133
ENSTNIP00000000538	ENSMODP00000022003
ENSTNIP00000012103	ENSMODP00000022003
ENSTNIP00000006185	ENSMODP00000027261
ENSTNIP00000022985	ENSMODP00000037034
ENSTNIP00000010689	ENSMODP00000037034
ENSTNIP00000005293	ENSMODP00000003745
ENSTNIP00000012727	ENSMODP00000003745
ENSTNIP00000002124	ENSMODP00000019968
ENSTNIP00000007320	ENSMODP00000007986
ENSTNIP00000001026	ENSMODP00000028732
ENSTNIP00000011979	ENSMODP00000017371
ENSTNIP00000006539	ENSMODP00000017371
ENSTNIP00000019829	ENSMODP00000007050
ENSTNIP00000010289	ENSMODP00000021737
ENSTNIP00000006500	ENSMODP00000018697
ENSTNIP00000009998	ENSMODP00000035642
ENSTNIP00000019665	ENSMODP00000033565
ENSTNIP00000018710	ENSMODP00000003429
ENSTNIP00000009985	ENSMODP00000007024
ENSTNIP00000001225	ENSMODP00000011608
ENSTNIP00000014551	ENSMODP00000011608
ENSTNIP00000021175	ENSMODP00000020092
ENSTNIP00000020642	ENSMODP00000025336
ENSTNIP00000018064	ENSMODP00000025336
ENSTNIP00000018056	ENSMODP00000037250
ENSTNIP00000009377	ENSMODP00000037250
ENSTNIP00000010081	ENSMODP00000001964
ENSTNIP00000010019	ENSMODP00000014410
ENSTNIP00000013378	ENSMODP00000026648
ENSTNIP00000010110	ENSMODP00000001866
ENSTNIP00000018006	ENSMODP00000001866
ENSTNIP00000005213	ENSMODP00000016305
ENSTNIP00000017456	ENSMODP00000015325
ENSTNIP00000020241	ENSMODP00000002629
ENSTNIP00000009279	ENSMODP00000005373
ENSTNIP00000005483	ENSMODP00000005373
ENSTNIP00000019748	ENSMODP00000006171
ENSTNIP00000004759	ENSMODP00000005251
ENSTNIP00000021152	ENSMODP00000005251
ENSTNIP00000009676	ENSMODP00000029895
ENSTNIP00000022950	ENSMODP00000024033
ENSTNIP00000019221	ENSMODP00000024033
ENSTNIP00000007776	ENSMODP00000021492
ENSTNIP00000016727	ENSMODP00000023144
ENSTNIP00000019760	ENSMODP00000010539
ENSTNIP00000003714	ENSMODP00000026904
ENSTNIP00000007596	ENSMODP00000002250
ENSTNIP00000013621	ENSMODP00000023058
ENSTNIP00000018054	ENSMODP00000002395
ENSTNIP00000022456	ENSMODP00000017233
ENSTNIP00000006043	ENSMODP00000017233
ENSTNIP00000016815	ENSMODP00000012251
ENSTNIP00000014225	ENSMODP00000005403
ENSTNIP00000014793	ENSMODP00000009982
ENSTNIP00000013334	ENSMODP00000009982
ENSTNIP00000007237	ENSMODP00000022000
ENSTNIP00000020371	ENSMODP00000002276
ENSTNIP00000015838	ENSMODP00000032254
ENSTNIP00000008719	ENSMODP00000032254
ENSTNIP00000019346	ENSMODP00000010377
ENSTNIP00000014206	ENSMODP00000014469
ENSTNIP00000021522	ENSMODP00000012897
ENSTNIP00000005498	ENSMODP00000013417
ENSTNIP00000014725	ENSMODP00000006850
ENSTNIP00000021353	ENSMODP00000019794
ENSTNIP00000010837	ENSMODP00000019794
ENSTNIP00000009204	ENSMODP00000024100
