ENSP00000262384	ENSORLP00000017023
ENSP00000380489	ENSORLP00000005169
ENSP00000293230	ENSORLP00000000821
ENSP00000293230	ENSORLP00000015610
ENSP00000456566	ENSORLP00000011634
ENSP00000369513	ENSORLP00000021801
ENSP00000369513	ENSORLP00000010969
ENSP00000367715	ENSORLP00000006329
ENSP00000376457	ENSORLP00000000052
ENSP00000297578	ENSORLP00000002906
ENSP00000390722	ENSORLP00000016319
ENSP00000238714	ENSORLP00000001961
ENSP00000378400	ENSORLP00000019189
ENSP00000378400	ENSORLP00000020842
ENSP00000381968	ENSORLP00000015150
ENSP00000355560	ENSORLP00000001541
ENSP00000302625	ENSORLP00000002420
ENSP00000302625	ENSORLP00000011156
ENSP00000298910	ENSORLP00000024772
ENSP00000402527	ENSORLP00000021651
ENSP00000416040	ENSORLP00000020121
ENSP00000315295	ENSORLP00000012167
ENSP00000315295	ENSORLP00000015366
ENSP00000333982	ENSORLP00000015754
ENSP00000333982	ENSORLP00000009169
ENSP00000324302	ENSORLP00000019275
ENSP00000262139	ENSORLP00000004778
ENSP00000262139	ENSORLP00000021717
ENSP00000300737	ENSORLP00000005059
ENSP00000417569	ENSORLP00000006163
ENSP00000344831	ENSORLP00000011718
ENSP00000217254	ENSORLP00000018886
ENSP00000263088	ENSORLP00000010066
ENSP00000267064	ENSORLP00000024901
ENSP00000365569	ENSORLP00000008720
ENSP00000365569	ENSORLP00000016266
ENSP00000378368	ENSORLP00000002427
ENSP00000378368	ENSORLP00000014301
ENSP00000364398	ENSORLP00000004905
ENSP00000350012	ENSORLP00000019921
ENSP00000350012	ENSORLP00000011555
ENSP00000377991	ENSORLP00000012290
ENSP00000181796	ENSORLP00000011732
ENSP00000002165	ENSORLP00000011087
ENSP00000363603	ENSORLP00000016546
ENSP00000246957	ENSORLP00000010499
ENSP00000329117	ENSORLP00000011983
ENSP00000426528	ENSORLP00000008683
ENSP00000394863	ENSORLP00000012140
ENSP00000395083	ENSORLP00000025052
ENSP00000395083	ENSORLP00000010531
ENSP00000420477	ENSORLP00000010678
ENSP00000316950	ENSORLP00000003410
ENSP00000219611	ENSORLP00000000353
ENSP00000219611	ENSORLP00000008942
ENSP00000401089	ENSORLP00000010248
ENSP00000339802	ENSORLP00000021588
ENSP00000339802	ENSORLP00000000830
ENSP00000287152	ENSORLP00000022255
ENSP00000298032	ENSORLP00000000250
ENSP00000313869	ENSORLP00000012409
ENSP00000234160	ENSORLP00000011562
ENSP00000234160	ENSORLP00000021607
ENSP00000363308	ENSORLP00000007097
ENSP00000344401	ENSORLP00000016149
ENSP00000355045	ENSORLP00000021436
ENSP00000419325	ENSORLP00000010034
ENSP00000262644	ENSORLP00000016670
ENSP00000446828	ENSORLP00000014211
ENSP00000259667	ENSORLP00000001516
ENSP00000074304	ENSORLP00000000036
ENSP00000074304	ENSORLP00000015505
ENSP00000406490	ENSORLP00000018914
ENSP00000355110	ENSORLP00000012521
ENSP00000379773	ENSORLP00000006128
ENSP00000387362	ENSORLP00000009655
ENSP00000325548	ENSORLP00000023883
ENSP00000352572	ENSORLP00000017141
ENSP00000358106	ENSORLP00000016213
ENSP00000403802	ENSORLP00000006449
ENSP00000445677	ENSORLP00000002883
ENSP00000055682	ENSORLP00000007696
ENSP00000362480	ENSORLP00000012805
ENSP00000376792	ENSORLP00000010542
ENSP00000450731	ENSORLP00000012415
ENSP00000328677	ENSORLP00000021134
ENSP00000328677	ENSORLP00000018505
ENSP00000261722	ENSORLP00000002530
ENSP00000304994	ENSORLP00000014055
ENSP00000304994	ENSORLP00000006836
ENSP00000258418	ENSORLP00000019305
ENSP00000293805	ENSORLP00000008358
ENSP00000399518	ENSORLP00000020641
ENSP00000301887	ENSORLP00000006994
ENSP00000286639	ENSORLP00000011359
ENSP00000283645	ENSORLP00000020051
ENSP00000369071	ENSORLP00000004465
ENSP00000416330	ENSORLP00000025383
ENSP00000308179	ENSORLP00000010395
ENSP00000448165	ENSORLP00000019346
ENSP00000301200	ENSORLP00000014145
ENSP00000338258	ENSORLP00000013909
ENSP00000338258	ENSORLP00000009242
ENSP00000363993	ENSORLP00000008342
ENSP00000412130	ENSORLP00000009089
ENSP00000384491	ENSORLP00000016982
ENSP00000384491	ENSORLP00000014294
ENSP00000380713	ENSORLP00000000067
ENSP00000415885	ENSORLP00000013082
ENSP00000445001	ENSORLP00000019971
ENSP00000343885	ENSORLP00000008240
ENSP00000307746	ENSORLP00000021365
ENSP00000335246	ENSORLP00000011789
ENSP00000335246	ENSORLP00000020393
ENSP00000303315	ENSORLP00000018212
ENSP00000303315	ENSORLP00000019447
ENSP00000252818	ENSORLP00000010525
ENSP00000368547	ENSORLP00000021060
ENSP00000368547	ENSORLP00000005711
ENSP00000278919	ENSORLP00000023232
ENSP00000351132	ENSORLP00000012669
ENSP00000351132	ENSORLP00000004309
ENSP00000321971	ENSORLP00000009573
ENSP00000268482	ENSORLP00000009837
ENSP00000384792	ENSORLP00000025736
ENSP00000393099	ENSORLP00000011952
ENSP00000393099	ENSORLP00000012676
ENSP00000282251	ENSORLP00000013144
ENSP00000406885	ENSORLP00000020648
ENSP00000433126	ENSORLP00000008851
ENSP00000253577	ENSORLP00000007694
ENSP00000265316	ENSORLP00000006724
ENSP00000238789	ENSORLP00000012589
ENSP00000347672	ENSORLP00000004680
ENSP00000347672	ENSORLP00000022379
ENSP00000419765	ENSORLP00000010152
ENSP00000453872	ENSORLP00000010205
ENSP00000269439	ENSORLP00000006339
ENSP00000269439	ENSORLP00000004664
ENSP00000247843	ENSORLP00000017403
ENSP00000306983	ENSORLP00000019778
ENSP00000365388	ENSORLP00000016218
ENSP00000335060	ENSORLP00000012142
ENSP00000295304	ENSORLP00000012691
ENSP00000398105	ENSORLP00000022572
ENSP00000428054	ENSORLP00000006959
ENSP00000452796	ENSORLP00000002206
ENSP00000379390	ENSORLP00000020952
ENSP00000379390	ENSORLP00000002979
ENSP00000265978	ENSORLP00000012909
ENSP00000413196	ENSORLP00000009665
ENSP00000413196	ENSORLP00000003879
ENSP00000383986	ENSORLP00000004928
ENSP00000258484	ENSORLP00000017290
ENSP00000263062	ENSORLP00000002425
ENSP00000318868	ENSORLP00000017275
ENSP00000333667	ENSORLP00000006970
ENSP00000333667	ENSORLP00000004789
ENSP00000358451	ENSORLP00000010462
ENSP00000217246	ENSORLP00000015088
ENSP00000254101	ENSORLP00000019470
ENSP00000265087	ENSORLP00000009199
ENSP00000290271	ENSORLP00000013724
ENSP00000290271	ENSORLP00000000399
ENSP00000313432	ENSORLP00000005646
ENSP00000377411	ENSORLP00000006977
ENSP00000377411	ENSORLP00000004744
ENSP00000344789	ENSORLP00000012551
ENSP00000341044	ENSORLP00000009716
ENSP00000361795	ENSORLP00000016943
ENSP00000361795	ENSORLP00000014724
ENSP00000346300	ENSORLP00000013914
ENSP00000272091	ENSORLP00000024482
ENSP00000264705	ENSORLP00000010926
ENSP00000262105	ENSORLP00000021842
ENSP00000368174	ENSORLP00000001749
ENSP00000331897	ENSORLP00000010322
ENSP00000331897	ENSORLP00000015781
ENSP00000286835	ENSORLP00000005492
ENSP00000336587	ENSORLP00000015403
ENSP00000336587	ENSORLP00000025709
ENSP00000268383	ENSORLP00000010818
ENSP00000326534	ENSORLP00000022674
ENSP00000377027	ENSORLP00000005773
ENSP00000396704	ENSORLP00000010828
ENSP00000411532	ENSORLP00000005530
ENSP00000396995	ENSORLP00000017537
ENSP00000360147	ENSORLP00000001539
ENSP00000421566	ENSORLP00000018965
ENSP00000186436	ENSORLP00000019717
ENSP00000379457	ENSORLP00000021443
ENSP00000307126	ENSORLP00000019566
ENSP00000316476	ENSORLP00000024312
ENSP00000217372	ENSORLP00000014447
ENSP00000279907	ENSORLP00000019458
ENSP00000313851	ENSORLP00000004547
ENSP00000379680	ENSORLP00000021111
ENSP00000218516	ENSORLP00000001051
ENSP00000468424	ENSORLP00000003584
ENSP00000367407	ENSORLP00000011558
ENSP00000168977	ENSORLP00000023175
ENSP00000168977	ENSORLP00000022535
ENSP00000299866	ENSORLP00000014674
ENSP00000261448	ENSORLP00000022393
ENSP00000357057	ENSORLP00000015085
ENSP00000357057	ENSORLP00000010862
ENSP00000354251	ENSORLP00000024309
ENSP00000293373	ENSORLP00000006310
ENSP00000254029	ENSORLP00000009012
ENSP00000379894	ENSORLP00000012796
ENSP00000356438	ENSORLP00000011863
ENSP00000244571	ENSORLP00000025875
ENSP00000353826	ENSORLP00000003055
ENSP00000376583	ENSORLP00000014006
ENSP00000325941	ENSORLP00000023022
ENSP00000394700	ENSORLP00000022605
ENSP00000389039	ENSORLP00000023830
ENSP00000389039	ENSORLP00000014444
ENSP00000233615	ENSORLP00000008064
ENSP00000308430	ENSORLP00000009803
ENSP00000338030	ENSORLP00000011976
ENSP00000361731	ENSORLP00000024932
ENSP00000402935	ENSORLP00000006040
ENSP00000312587	ENSORLP00000019341
ENSP00000263960	ENSORLP00000025844
ENSP00000253778	ENSORLP00000006470
ENSP00000336994	ENSORLP00000008520
ENSP00000286733	ENSORLP00000015985
ENSP00000371152	ENSORLP00000010154
ENSP00000308976	ENSORLP00000020072
ENSP00000347626	ENSORLP00000001078
ENSP00000319664	ENSORLP00000017594
ENSP00000305958	ENSORLP00000013612
ENSP00000382163	ENSORLP00000000535
ENSP00000336721	ENSORLP00000001011
ENSP00000344424	ENSORLP00000021056
ENSP00000404676	ENSORLP00000006190
ENSP00000249344	ENSORLP00000013577
ENSP00000358810	ENSORLP00000000490
ENSP00000359634	ENSORLP00000009559
ENSP00000359634	ENSORLP00000014373
ENSP00000423933	ENSORLP00000002656
ENSP00000253814	ENSORLP00000001830
ENSP00000253814	ENSORLP00000007551
ENSP00000312837	ENSORLP00000004431
ENSP00000312837	ENSORLP00000021353
ENSP00000262305	ENSORLP00000009382
ENSP00000368341	ENSORLP00000009929
ENSP00000368341	ENSORLP00000015705
ENSP00000348538	ENSORLP00000016802
ENSP00000348538	ENSORLP00000015205
ENSP00000359859	ENSORLP00000014774
ENSP00000280800	ENSORLP00000010165
ENSP00000240617	ENSORLP00000017891
ENSP00000240617	ENSORLP00000003423
ENSP00000311257	ENSORLP00000025556
ENSP00000311257	ENSORLP00000010063
ENSP00000298596	ENSORLP00000009276
ENSP00000273668	ENSORLP00000012587
ENSP00000225171	ENSORLP00000017133
ENSP00000362935	ENSORLP00000010507
ENSP00000399259	ENSORLP00000013460
ENSP00000324549	ENSORLP00000020018
ENSP00000283206	ENSORLP00000014065
ENSP00000294409	ENSORLP00000025710
ENSP00000351314	ENSORLP00000022911
ENSP00000259457	ENSORLP00000016509
ENSP00000258534	ENSORLP00000019610
ENSP00000254663	ENSORLP00000001391
ENSP00000323927	ENSORLP00000014633
ENSP00000366460	ENSORLP00000013518
ENSP00000366460	ENSORLP00000022419
ENSP00000382104	ENSORLP00000022413
ENSP00000256925	ENSORLP00000022119
ENSP00000279101	ENSORLP00000018658
ENSP00000279101	ENSORLP00000020923
ENSP00000306881	ENSORLP00000024973
ENSP00000376258	ENSORLP00000016199
ENSP00000376258	ENSORLP00000010781
ENSP00000265056	ENSORLP00000003973
ENSP00000335651	ENSORLP00000004161
ENSP00000376458	ENSORLP00000003036
ENSP00000371420	ENSORLP00000005945
ENSP00000402758	ENSORLP00000018803
ENSP00000402758	ENSORLP00000020625
ENSP00000404700	ENSORLP00000007171
ENSP00000262719	ENSORLP00000021525
ENSP00000302530	ENSORLP00000011583
ENSP00000379042	ENSORLP00000024497
ENSP00000366620	ENSORLP00000004423
ENSP00000377192	ENSORLP00000008829
ENSP00000377192	ENSORLP00000015542
ENSP00000367498	ENSORLP00000003149
ENSP00000356669	ENSORLP00000020077
ENSP00000254730	ENSORLP00000001703
ENSP00000322439	ENSORLP00000014404
ENSP00000315680	ENSORLP00000011614
ENSP00000360107	ENSORLP00000016268
ENSP00000404232	ENSORLP00000017233
ENSP00000307041	ENSORLP00000023794
ENSP00000370047	ENSORLP00000008983
ENSP00000357928	ENSORLP00000017604
ENSP00000263966	ENSORLP00000007150
ENSP00000229268	ENSORLP00000015974
ENSP00000309477	ENSORLP00000025589
ENSP00000356634	ENSORLP00000016359
ENSP00000438468	ENSORLP00000005097
ENSP00000405423	ENSORLP00000014919
ENSP00000405423	ENSORLP00000011826
ENSP00000370031	ENSORLP00000020585
ENSP00000268057	ENSORLP00000002011
ENSP00000341874	ENSORLP00000004222
ENSP00000369162	ENSORLP00000010324
ENSP00000357835	ENSORLP00000012109
ENSP00000298251	ENSORLP00000009458
ENSP00000298251	ENSORLP00000018157
ENSP00000377980	ENSORLP00000005124
ENSP00000312379	ENSORLP00000019951
ENSP00000263354	ENSORLP00000002737
ENSP00000366225	ENSORLP00000012536
ENSP00000321636	ENSORLP00000017374
ENSP00000381773	ENSORLP00000021638
ENSP00000233099	ENSORLP00000015523
ENSP00000350734	ENSORLP00000007442
ENSP00000379346	ENSORLP00000002322
ENSP00000379346	ENSORLP00000017495
ENSP00000415203	ENSORLP00000011986
ENSP00000367880	ENSORLP00000023525
ENSP00000226218	ENSORLP00000010153
ENSP00000226218	ENSORLP00000003168
ENSP00000399679	ENSORLP00000011688
ENSP00000399679	ENSORLP00000017289
ENSP00000359600	ENSORLP00000022188
ENSP00000436785	ENSORLP00000002220
ENSP00000436785	ENSORLP00000018679
ENSP00000325677	ENSORLP00000009868
ENSP00000265245	ENSORLP00000009640
ENSP00000269214	ENSORLP00000014468
ENSP00000216259	ENSORLP00000017791
ENSP00000400958	ENSORLP00000017143
ENSP00000358617	ENSORLP00000021145
ENSP00000345206	ENSORLP00000008785
ENSP00000314396	ENSORLP00000009341
ENSP00000328412	ENSORLP00000017295
ENSP00000300051	ENSORLP00000023958
ENSP00000384262	ENSORLP00000025218
ENSP00000228476	ENSORLP00000008866
ENSP00000273480	ENSORLP00000014565
ENSP00000298198	ENSORLP00000025729
ENSP00000263383	ENSORLP00000018330
ENSP00000389948	ENSORLP00000004496
ENSP00000371517	ENSORLP00000008172
ENSP00000307854	ENSORLP00000002828
ENSP00000353739	ENSORLP00000021869
ENSP00000264864	ENSORLP00000018016
ENSP00000331600	ENSORLP00000024609
ENSP00000331600	ENSORLP00000017821
ENSP00000297146	ENSORLP00000013168
ENSP00000335261	ENSORLP00000012939
ENSP00000365891	ENSORLP00000017737
ENSP00000260270	ENSORLP00000005248
ENSP00000280258	ENSORLP00000004641
ENSP00000440870	ENSORLP00000002599
ENSP00000440870	ENSORLP00000021273
ENSP00000263780	ENSORLP00000019886
ENSP00000258198	ENSORLP00000006871
ENSP00000273130	ENSORLP00000004566
ENSP00000262065	ENSORLP00000001173
ENSP00000251588	ENSORLP00000011520
ENSP00000309899	ENSORLP00000024682
ENSP00000361721	ENSORLP00000017812
ENSP00000361721	ENSORLP00000010316
ENSP00000401764	ENSORLP00000012016
ENSP00000313811	ENSORLP00000004921
ENSP00000216117	ENSORLP00000004675
ENSP00000216117	ENSORLP00000013105
ENSP00000459214	ENSORLP00000010294
ENSP00000459214	ENSORLP00000018940
ENSP00000360623	ENSORLP00000016986
ENSP00000304292	ENSORLP00000022915
ENSP00000340836	ENSORLP00000004540
ENSP00000361302	ENSORLP00000020738
ENSP00000265174	ENSORLP00000008587
ENSP00000349393	ENSORLP00000005052
ENSP00000216446	ENSORLP00000012210
ENSP00000390849	ENSORLP00000004564
ENSP00000390849	ENSORLP00000007011
ENSP00000414558	ENSORLP00000015625
ENSP00000476668	ENSORLP00000021957
ENSP00000476668	ENSORLP00000017785
ENSP00000290524	ENSORLP00000001557
ENSP00000326244	ENSORLP00000006663
ENSP00000398076	ENSORLP00000011128
ENSP00000280193	ENSORLP00000002709
ENSP00000288266	ENSORLP00000021749
ENSP00000376523	ENSORLP00000009440
ENSP00000452746	ENSORLP00000009974
ENSP00000452746	ENSORLP00000015490
ENSP00000387261	ENSORLP00000006708
ENSP00000365725	ENSORLP00000003468
ENSP00000336693	ENSORLP00000011240
ENSP00000336693	ENSORLP00000017953
ENSP00000040738	ENSORLP00000000722
ENSP00000344829	ENSORLP00000021741
ENSP00000012049	ENSORLP00000008471
ENSP00000386414	ENSORLP00000018323
ENSP00000362109	ENSORLP00000002237
ENSP00000309092	ENSORLP00000021821
ENSP00000453129	ENSORLP00000006484
ENSP00000278174	ENSORLP00000009223
ENSP00000355747	ENSORLP00000025023
ENSP00000398089	ENSORLP00000010024
ENSP00000460825	ENSORLP00000000646
ENSP00000291495	ENSORLP00000000863
ENSP00000261883	ENSORLP00000007823
ENSP00000358541	ENSORLP00000000914
ENSP00000355741	ENSORLP00000021445
ENSP00000355741	ENSORLP00000024579
ENSP00000301190	ENSORLP00000009450
ENSP00000371472	ENSORLP00000011271
ENSP00000278886	ENSORLP00000003401
ENSP00000359698	ENSORLP00000010807
ENSP00000359698	ENSORLP00000025185
ENSP00000330382	ENSORLP00000016816
ENSP00000330382	ENSORLP00000013327
ENSP00000346508	ENSORLP00000010621
ENSP00000346508	ENSORLP00000013044
ENSP00000392812	ENSORLP00000003891
ENSP00000392812	ENSORLP00000019168
ENSP00000475670	ENSORLP00000003864
ENSP00000308472	ENSORLP00000010027
ENSP00000454646	ENSORLP00000011297
ENSP00000299709	ENSORLP00000016171
ENSP00000299709	ENSORLP00000011188
ENSP00000359370	ENSORLP00000011637
ENSP00000363329	ENSORLP00000024394
ENSP00000273986	ENSORLP00000007675
ENSP00000442954	ENSORLP00000016561
ENSP00000269391	ENSORLP00000023374
ENSP00000262370	ENSORLP00000006475
ENSP00000328426	ENSORLP00000004822
ENSP00000236850	ENSORLP00000019715
ENSP00000308258	ENSORLP00000002591
ENSP00000430548	ENSORLP00000015894
ENSP00000430548	ENSORLP00000010068
ENSP00000229583	ENSORLP00000016952
ENSP00000350509	ENSORLP00000023385
ENSP00000436455	ENSORLP00000008372
ENSP00000436455	ENSORLP00000001612
ENSP00000386862	ENSORLP00000000163
ENSP00000386862	ENSORLP00000017340
ENSP00000383185	ENSORLP00000009093
ENSP00000330278	ENSORLP00000010772
ENSP00000361522	ENSORLP00000003995
ENSP00000411124	ENSORLP00000018217
ENSP00000411124	ENSORLP00000014411
ENSP00000216468	ENSORLP00000020438
ENSP00000203407	ENSORLP00000021101
ENSP00000355720	ENSORLP00000022027
ENSP00000394085	ENSORLP00000023114
ENSP00000294119	ENSORLP00000003465
ENSP00000281047	ENSORLP00000018590
ENSP00000415491	ENSORLP00000014524
ENSP00000222219	ENSORLP00000020247
ENSP00000359699	ENSORLP00000007885
ENSP00000275732	ENSORLP00000004555
ENSP00000317039	ENSORLP00000006523
ENSP00000360437	ENSORLP00000006980
ENSP00000323635	ENSORLP00000004137
ENSP00000379441	ENSORLP00000003038
ENSP00000379441	ENSORLP00000011372
ENSP00000276201	ENSORLP00000001267
ENSP00000435897	ENSORLP00000008550
ENSP00000267229	ENSORLP00000005565
ENSP00000265840	ENSORLP00000018666
ENSP00000326342	ENSORLP00000009183
ENSP00000362123	ENSORLP00000002064
ENSP00000362123	ENSORLP00000014257
ENSP00000247225	ENSORLP00000022598
ENSP00000315137	ENSORLP00000011346
ENSP00000279146	ENSORLP00000007418
ENSP00000370521	ENSORLP00000010334
ENSP00000278836	ENSORLP00000008104
ENSP00000403130	ENSORLP00000011257
ENSP00000342518	ENSORLP00000020314
ENSP00000268097	ENSORLP00000008994
ENSP00000261416	ENSORLP00000004132
ENSP00000326604	ENSORLP00000013202
ENSP00000267102	ENSORLP00000009552
ENSP00000323246	ENSORLP00000015398
ENSP00000434199	ENSORLP00000000965
ENSP00000298288	ENSORLP00000019015
ENSP00000295628	ENSORLP00000022461
ENSP00000379568	ENSORLP00000016115
ENSP00000379568	ENSORLP00000011978
ENSP00000405969	ENSORLP00000023243
ENSP00000230792	ENSORLP00000021333
ENSP00000349874	ENSORLP00000025310
ENSP00000368414	ENSORLP00000010409
ENSP00000368414	ENSORLP00000005543
ENSP00000373364	ENSORLP00000006765
ENSP00000424544	ENSORLP00000017583
ENSP00000356256	ENSORLP00000007284
ENSP00000262144	ENSORLP00000023489
ENSP00000293883	ENSORLP00000009609
ENSP00000296411	ENSORLP00000022074
ENSP00000315152	ENSORLP00000017954
ENSP00000357907	ENSORLP00000019100
ENSP00000243253	ENSORLP00000021055
ENSP00000243253	ENSORLP00000001547
ENSP00000295887	ENSORLP00000021160
ENSP00000362894	ENSORLP00000005971
ENSP00000272430	ENSORLP00000003621
ENSP00000234677	ENSORLP00000001918
ENSP00000369346	ENSORLP00000012967
ENSP00000364765	ENSORLP00000007322
ENSP00000364765	ENSORLP00000009372
ENSP00000299295	ENSORLP00000024378
ENSP00000354669	ENSORLP00000001530
ENSP00000358120	ENSORLP00000025810
ENSP00000358120	ENSORLP00000001674
ENSP00000376568	ENSORLP00000009244
ENSP00000285848	ENSORLP00000009107
ENSP00000295890	ENSORLP00000025488
ENSP00000339958	ENSORLP00000024562
ENSP00000381436	ENSORLP00000019888
ENSP00000356299	ENSORLP00000009333
ENSP00000433361	ENSORLP00000008721
ENSP00000244051	ENSORLP00000021748
ENSP00000348565	ENSORLP00000012899
ENSP00000369863	ENSORLP00000000243
ENSP00000369863	ENSORLP00000007772
ENSP00000312017	ENSORLP00000018575
ENSP00000312017	ENSORLP00000012385
ENSP00000252674	ENSORLP00000011573
ENSP00000310841	ENSORLP00000014417
ENSP00000005587	ENSORLP00000009601
ENSP00000330572	ENSORLP00000012583
ENSP00000370503	ENSORLP00000020563
ENSP00000274008	ENSORLP00000025839
ENSP00000216780	ENSORLP00000007893
ENSP00000319814	ENSORLP00000016033
ENSP00000265018	ENSORLP00000007300
ENSP00000350833	ENSORLP00000000898
ENSP00000373594	ENSORLP00000015468
ENSP00000373594	ENSORLP00000009799
ENSP00000349181	ENSORLP00000025299
ENSP00000367038	ENSORLP00000014882
ENSP00000378725	ENSORLP00000020238
ENSP00000263026	ENSORLP00000013562
ENSP00000398048	ENSORLP00000015477
ENSP00000414856	ENSORLP00000007803
ENSP00000231061	ENSORLP00000014240
ENSP00000374014	ENSORLP00000019418
ENSP00000374014	ENSORLP00000001086
ENSP00000317000	ENSORLP00000004303
ENSP00000356967	ENSORLP00000007384
ENSP00000391774	ENSORLP00000017418
ENSP00000345412	ENSORLP00000008155
ENSP00000339449	ENSORLP00000003986
ENSP00000293879	ENSORLP00000009530
ENSP00000387654	ENSORLP00000011859
ENSP00000274569	ENSORLP00000002989
ENSP00000337226	ENSORLP00000022453
ENSP00000326933	ENSORLP00000025154
ENSP00000441000	ENSORLP00000013333
ENSP00000304670	ENSORLP00000015411
ENSP00000257575	ENSORLP00000001146
ENSP00000384477	ENSORLP00000013196
ENSP00000398971	ENSORLP00000004024
ENSP00000383936	ENSORLP00000018646
ENSP00000381102	ENSORLP00000003113
ENSP00000285419	ENSORLP00000015975
ENSP00000454836	ENSORLP00000011681
ENSP00000262715	ENSORLP00000003839
ENSP00000324810	ENSORLP00000018842
ENSP00000354772	ENSORLP00000016554
ENSP00000354772	ENSORLP00000016634
ENSP00000369141	ENSORLP00000007838
ENSP00000398181	ENSORLP00000008919
ENSP00000212355	ENSORLP00000017470
ENSP00000384610	ENSORLP00000021011
ENSP00000384610	ENSORLP00000013209
ENSP00000407509	ENSORLP00000023072
ENSP00000368066	ENSORLP00000023909
ENSP00000316339	ENSORLP00000010688
ENSP00000313050	ENSORLP00000009801
ENSP00000313050	ENSORLP00000003511
