ENSACAP00000008923	ENSGACP00000024945
ENSACAP00000008337	ENSGACP00000026552
ENSACAP00000008417	ENSGACP00000021372
ENSACAP00000003130	ENSGACP00000026190
ENSACAP00000003130	ENSGACP00000004062
ENSACAP00000016581	ENSGACP00000003924
ENSACAP00000005432	ENSGACP00000015892
ENSACAP00000005432	ENSGACP00000003433
ENSACAP00000010650	ENSGACP00000012672
ENSACAP00000001158	ENSGACP00000025831
ENSACAP00000000209	ENSGACP00000014614
ENSACAP00000003194	ENSGACP00000016502
ENSACAP00000010613	ENSGACP00000023004
ENSACAP00000006239	ENSGACP00000000917
ENSACAP00000006239	ENSGACP00000011840
ENSACAP00000016553	ENSGACP00000013976
ENSACAP00000011885	ENSGACP00000000323
ENSACAP00000004440	ENSGACP00000000293
ENSACAP00000003925	ENSGACP00000008025
ENSACAP00000007816	ENSGACP00000024785
ENSACAP00000003245	ENSGACP00000022756
ENSACAP00000019387	ENSGACP00000007510
ENSACAP00000012378	ENSGACP00000003810
ENSACAP00000007447	ENSGACP00000006808
ENSACAP00000016432	ENSGACP00000018791
ENSACAP00000011300	ENSGACP00000010749
ENSACAP00000007531	ENSGACP00000026730
ENSACAP00000013439	ENSGACP00000018778
ENSACAP00000002204	ENSGACP00000021461
ENSACAP00000015211	ENSGACP00000015639
ENSACAP00000005636	ENSGACP00000003952
ENSACAP00000009010	ENSGACP00000022936
ENSACAP00000006942	ENSGACP00000015344
ENSACAP00000008310	ENSGACP00000008840
ENSACAP00000009760	ENSGACP00000026315
ENSACAP00000002567	ENSGACP00000002008
ENSACAP00000002567	ENSGACP00000020264
ENSACAP00000008835	ENSGACP00000024487
ENSACAP00000013445	ENSGACP00000016443
ENSACAP00000010829	ENSGACP00000001603
ENSACAP00000006519	ENSGACP00000004400
ENSACAP00000016514	ENSGACP00000002449
ENSACAP00000008611	ENSGACP00000008577
ENSACAP00000000162	ENSGACP00000014042
ENSACAP00000009629	ENSGACP00000022306
ENSACAP00000009629	ENSGACP00000010264
ENSACAP00000009581	ENSGACP00000002753
ENSACAP00000009581	ENSGACP00000018974
ENSACAP00000007974	ENSGACP00000005959
ENSACAP00000010810	ENSGACP00000000375
ENSACAP00000005463	ENSGACP00000006597
ENSACAP00000002186	ENSGACP00000010692
ENSACAP00000001328	ENSGACP00000026519
ENSACAP00000020222	ENSGACP00000008682
ENSACAP00000005197	ENSGACP00000005161
ENSACAP00000005197	ENSGACP00000007388
ENSACAP00000012024	ENSGACP00000018795
ENSACAP00000012024	ENSGACP00000017675
ENSACAP00000021444	ENSGACP00000014721
ENSACAP00000017512	ENSGACP00000017970
ENSACAP00000010891	ENSGACP00000005675
ENSACAP00000010891	ENSGACP00000015972
ENSACAP00000005176	ENSGACP00000019484
ENSACAP00000016507	ENSGACP00000003903
ENSACAP00000017549	ENSGACP00000012200
ENSACAP00000021369	ENSGACP00000006158
ENSACAP00000011048	ENSGACP00000016648
ENSACAP00000014804	ENSGACP00000013135
ENSACAP00000002297	ENSGACP00000008314
ENSACAP00000008128	ENSGACP00000012097
ENSACAP00000011289	ENSGACP00000001169
ENSACAP00000016482	ENSGACP00000016905
ENSACAP00000012510	ENSGACP00000021543
ENSACAP00000012510	ENSGACP00000018244
ENSACAP00000011524	ENSGACP00000019901
ENSACAP00000003758	ENSGACP00000017156
ENSACAP00000000852	ENSGACP00000022460
ENSACAP00000004382	ENSGACP00000006180
ENSACAP00000006891	ENSGACP00000022296
ENSACAP00000009798	ENSGACP00000022216
ENSACAP00000014377	ENSGACP00000027231
ENSACAP00000013022	ENSGACP00000024211
ENSACAP00000009139	ENSGACP00000017006
ENSACAP00000005675	ENSGACP00000013149
ENSACAP00000002150	ENSGACP00000027452
ENSACAP00000002150	ENSGACP00000011960
ENSACAP00000008993	ENSGACP00000004441
ENSACAP00000000191	ENSGACP00000026588
ENSACAP00000013977	ENSGACP00000025338
ENSACAP00000002235	ENSGACP00000017793
ENSACAP00000022773	ENSGACP00000027619
ENSACAP00000001548	ENSGACP00000017329
ENSACAP00000008438	ENSGACP00000023189
ENSACAP00000013492	ENSGACP00000011177
ENSACAP00000000303	ENSGACP00000023779
ENSACAP00000021843	ENSGACP00000019973
ENSACAP00000009292	ENSGACP00000020897
ENSACAP00000001938	ENSGACP00000005991
ENSACAP00000015281	ENSGACP00000011961
ENSACAP00000010008	ENSGACP00000012191
ENSACAP00000017201	ENSGACP00000011751
ENSACAP00000017201	ENSGACP00000008009
ENSACAP00000006228	ENSGACP00000008289
ENSACAP00000016135	ENSGACP00000025880
ENSACAP00000012172	ENSGACP00000026211
ENSACAP00000019753	ENSGACP00000010359
ENSACAP00000013378	ENSGACP00000008822
ENSACAP00000006009	ENSGACP00000007501
ENSACAP00000007084	ENSGACP00000018128
ENSACAP00000007084	ENSGACP00000002043
ENSACAP00000004951	ENSGACP00000020799
ENSACAP00000012308	ENSGACP00000024862
ENSACAP00000012308	ENSGACP00000015504
ENSACAP00000022172	ENSGACP00000006537
ENSACAP00000013197	ENSGACP00000025821
ENSACAP00000014541	ENSGACP00000024304
ENSACAP00000015560	ENSGACP00000018840
ENSACAP00000005592	ENSGACP00000005377
ENSACAP00000010705	ENSGACP00000026799
ENSACAP00000009378	ENSGACP00000008045
ENSACAP00000018310	ENSGACP00000006573
ENSACAP00000006742	ENSGACP00000009564
ENSACAP00000009118	ENSGACP00000012896
ENSACAP00000011307	ENSGACP00000018088
ENSACAP00000012168	ENSGACP00000009690
ENSACAP00000012168	ENSGACP00000024244
ENSACAP00000012185	ENSGACP00000014476
ENSACAP00000009555	ENSGACP00000004716
ENSACAP00000009555	ENSGACP00000016729
ENSACAP00000007245	ENSGACP00000017021
ENSACAP00000007245	ENSGACP00000025619
ENSACAP00000009591	ENSGACP00000025783
ENSACAP00000002510	ENSGACP00000017361
ENSACAP00000005650	ENSGACP00000020670
ENSACAP00000016709	ENSGACP00000018062
ENSACAP00000009617	ENSGACP00000025655
ENSACAP00000000216	ENSGACP00000011918
ENSACAP00000004979	ENSGACP00000020130
ENSACAP00000017570	ENSGACP00000012509
ENSACAP00000015739	ENSGACP00000014129
ENSACAP00000002810	ENSGACP00000026513
ENSACAP00000009527	ENSGACP00000025784
ENSACAP00000006936	ENSGACP00000017404
ENSACAP00000011765	ENSGACP00000018165
ENSACAP00000003840	ENSGACP00000018510
ENSACAP00000018770	ENSGACP00000018515
ENSACAP00000003461	ENSGACP00000001839
ENSACAP00000002744	ENSGACP00000017830
ENSACAP00000002744	ENSGACP00000007489
ENSACAP00000004695	ENSGACP00000025523
ENSACAP00000015864	ENSGACP00000019920
ENSACAP00000001941	ENSGACP00000017503
ENSACAP00000000871	ENSGACP00000019685
ENSACAP00000022759	ENSGACP00000012970
ENSACAP00000003421	ENSGACP00000026097
ENSACAP00000006059	ENSGACP00000013402
ENSACAP00000016512	ENSGACP00000009954
ENSACAP00000008612	ENSGACP00000018668
ENSACAP00000008612	ENSGACP00000021805
ENSACAP00000016686	ENSGACP00000014181
ENSACAP00000014672	ENSGACP00000004299
ENSACAP00000014672	ENSGACP00000014369
ENSACAP00000013916	ENSGACP00000006237
ENSACAP00000002455	ENSGACP00000005443
ENSACAP00000014198	ENSGACP00000002260
ENSACAP00000014198	ENSGACP00000021060
ENSACAP00000006271	ENSGACP00000023831
ENSACAP00000006169	ENSGACP00000011463
ENSACAP00000015507	ENSGACP00000018198
ENSACAP00000015501	ENSGACP00000018201
ENSACAP00000020502	ENSGACP00000027317
ENSACAP00000020502	ENSGACP00000024692
ENSACAP00000005692	ENSGACP00000024629
ENSACAP00000017193	ENSGACP00000001254
ENSACAP00000010434	ENSGACP00000019479
ENSACAP00000009252	ENSGACP00000007449
ENSACAP00000014879	ENSGACP00000024316
ENSACAP00000010627	ENSGACP00000024755
ENSACAP00000006874	ENSGACP00000018636
ENSACAP00000015764	ENSGACP00000014813
ENSACAP00000015764	ENSGACP00000012940
ENSACAP00000000798	ENSGACP00000018529
ENSACAP00000004802	ENSGACP00000027515
ENSACAP00000013769	ENSGACP00000024145
ENSACAP00000019982	ENSGACP00000027346
ENSACAP00000006145	ENSGACP00000009087
ENSACAP00000006145	ENSGACP00000012574
ENSACAP00000001211	ENSGACP00000007924
ENSACAP00000007739	ENSGACP00000020842
ENSACAP00000002737	ENSGACP00000005505
ENSACAP00000005143	ENSGACP00000026276
ENSACAP00000013418	ENSGACP00000015946
ENSACAP00000001620	ENSGACP00000001938
ENSACAP00000001620	ENSGACP00000006224
ENSACAP00000009831	ENSGACP00000005037
ENSACAP00000015647	ENSGACP00000013924
ENSACAP00000002341	ENSGACP00000011863
ENSACAP00000014514	ENSGACP00000010599
ENSACAP00000000904	ENSGACP00000024535
ENSACAP00000013079	ENSGACP00000004863
ENSACAP00000013196	ENSGACP00000000649
ENSACAP00000013233	ENSGACP00000005287
ENSACAP00000001316	ENSGACP00000004652
ENSACAP00000013465	ENSGACP00000001361
ENSACAP00000001499	ENSGACP00000011773
ENSACAP00000001499	ENSGACP00000001902
ENSACAP00000014756	ENSGACP00000020875
ENSACAP00000014756	ENSGACP00000008119
ENSACAP00000019366	ENSGACP00000023677
ENSACAP00000001855	ENSGACP00000002254
ENSACAP00000001848	ENSGACP00000018806
ENSACAP00000008395	ENSGACP00000016946
ENSACAP00000019628	ENSGACP00000015043
ENSACAP00000020265	ENSGACP00000005110
ENSACAP00000004692	ENSGACP00000004505
ENSACAP00000015553	ENSGACP00000005117
ENSACAP00000003165	ENSGACP00000011266
ENSACAP00000005802	ENSGACP00000010662
ENSACAP00000008185	ENSGACP00000019727
ENSACAP00000008185	ENSGACP00000002940
ENSACAP00000015924	ENSGACP00000022320
ENSACAP00000013302	ENSGACP00000016051
ENSACAP00000000674	ENSGACP00000011864
ENSACAP00000008076	ENSGACP00000009673
ENSACAP00000002589	ENSGACP00000021277
ENSACAP00000020093	ENSGACP00000020609
ENSACAP00000021792	ENSGACP00000011319
ENSACAP00000016244	ENSGACP00000021496
ENSACAP00000007234	ENSGACP00000014713
ENSACAP00000015680	ENSGACP00000025761
ENSACAP00000021840	ENSGACP00000018767
ENSACAP00000017417	ENSGACP00000001851
ENSACAP00000010430	ENSGACP00000017272
ENSACAP00000017666	ENSGACP00000007140
ENSACAP00000010135	ENSGACP00000014491
ENSACAP00000001091	ENSGACP00000003668
ENSACAP00000016173	ENSGACP00000003808
ENSACAP00000016763	ENSGACP00000004396
ENSACAP00000019726	ENSGACP00000015549
ENSACAP00000010403	ENSGACP00000006310
ENSACAP00000014882	ENSGACP00000020864
ENSACAP00000010563	ENSGACP00000004308
ENSACAP00000014332	ENSGACP00000010443
ENSACAP00000021742	ENSGACP00000005665
ENSACAP00000002267	ENSGACP00000020470
ENSACAP00000005746	ENSGACP00000019099
ENSACAP00000010701	ENSGACP00000012078
ENSACAP00000001208	ENSGACP00000019681
ENSACAP00000016198	ENSGACP00000012185
ENSACAP00000011995	ENSGACP00000005671
ENSACAP00000002281	ENSGACP00000025799
ENSACAP00000014763	ENSGACP00000015027
ENSACAP00000019407	ENSGACP00000025152
ENSACAP00000002450	ENSGACP00000027215
ENSACAP00000000349	ENSGACP00000023573
ENSACAP00000003163	ENSGACP00000004951
ENSACAP00000015178	ENSGACP00000014216
ENSACAP00000014047	ENSGACP00000003458
ENSACAP00000003699	ENSGACP00000007960
ENSACAP00000007292	ENSGACP00000003479
ENSACAP00000007632	ENSGACP00000006344
ENSACAP00000010974	ENSGACP00000022496
ENSACAP00000012095	ENSGACP00000026186
ENSACAP00000008985	ENSGACP00000005348
ENSACAP00000007902	ENSGACP00000021898
ENSACAP00000012375	ENSGACP00000001718
ENSACAP00000017777	ENSGACP00000016916
ENSACAP00000022563	ENSGACP00000010976
ENSACAP00000001792	ENSGACP00000022705
ENSACAP00000008142	ENSGACP00000005711
ENSACAP00000011364	ENSGACP00000016377
ENSACAP00000004481	ENSGACP00000004496
ENSACAP00000020739	ENSGACP00000025594
ENSACAP00000000748	ENSGACP00000020198
ENSACAP00000000756	ENSGACP00000020186
ENSACAP00000002905	ENSGACP00000022675
ENSACAP00000003027	ENSGACP00000018588
ENSACAP00000004545	ENSGACP00000009947
ENSACAP00000006726	ENSGACP00000023991
ENSACAP00000005377	ENSGACP00000006246
ENSACAP00000001826	ENSGACP00000013276
ENSACAP00000003753	ENSGACP00000025587
ENSACAP00000005662	ENSGACP00000013384
ENSACAP00000016377	ENSGACP00000011576
ENSACAP00000001130	ENSGACP00000000058
ENSACAP00000000261	ENSGACP00000020536
ENSACAP00000013266	ENSGACP00000004506
ENSACAP00000001699	ENSGACP00000005880
ENSACAP00000004264	ENSGACP00000025356
ENSACAP00000008628	ENSGACP00000012787
ENSACAP00000006286	ENSGACP00000014465
ENSACAP00000014120	ENSGACP00000011240
ENSACAP00000007740	ENSGACP00000002795
ENSACAP00000006972	ENSGACP00000004027
ENSACAP00000016534	ENSGACP00000026277
ENSACAP00000021975	ENSGACP00000007866
ENSACAP00000001303	ENSGACP00000011227
ENSACAP00000009992	ENSGACP00000014608
ENSACAP00000007187	ENSGACP00000015554
ENSACAP00000010395	ENSGACP00000006116
ENSACAP00000000771	ENSGACP00000004049
ENSACAP00000008559	ENSGACP00000008028
ENSACAP00000008559	ENSGACP00000009057
ENSACAP00000002421	ENSGACP00000019425
ENSACAP00000002421	ENSGACP00000006710
ENSACAP00000011305	ENSGACP00000023901
ENSACAP00000015016	ENSGACP00000021583
ENSACAP00000000394	ENSGACP00000013045
ENSACAP00000014010	ENSGACP00000016188
ENSACAP00000014010	ENSGACP00000023247
ENSACAP00000022252	ENSGACP00000021837
ENSACAP00000006905	ENSGACP00000024331
ENSACAP00000008343	ENSGACP00000007029
ENSACAP00000007006	ENSGACP00000013671
ENSACAP00000007006	ENSGACP00000002565
ENSACAP00000004797	ENSGACP00000021533
ENSACAP00000004797	ENSGACP00000012372
ENSACAP00000014985	ENSGACP00000024214
ENSACAP00000001313	ENSGACP00000011090
ENSACAP00000011939	ENSGACP00000026558
ENSACAP00000011939	ENSGACP00000013855
ENSACAP00000009813	ENSGACP00000004675
ENSACAP00000016248	ENSGACP00000020069
ENSACAP00000004984	ENSGACP00000012315
ENSACAP00000013989	ENSGACP00000027370
ENSACAP00000012035	ENSGACP00000027344
ENSACAP00000012035	ENSGACP00000016919
ENSACAP00000003671	ENSGACP00000017196
ENSACAP00000008728	ENSGACP00000004820
ENSACAP00000008728	ENSGACP00000008108
ENSACAP00000013544	ENSGACP00000005284
ENSACAP00000011221	ENSGACP00000005283
ENSACAP00000007484	ENSGACP00000017040
ENSACAP00000012840	ENSGACP00000018082
ENSACAP00000012840	ENSGACP00000026828
ENSACAP00000007874	ENSGACP00000011943
ENSACAP00000001610	ENSGACP00000018502
ENSACAP00000001610	ENSGACP00000017683
ENSACAP00000016515	ENSGACP00000010404
ENSACAP00000023131	ENSGACP00000001265
ENSACAP00000020321	ENSGACP00000021790
ENSACAP00000008158	ENSGACP00000023120
ENSACAP00000005466	ENSGACP00000012072
ENSACAP00000008333	ENSGACP00000023095
ENSACAP00000012671	ENSGACP00000009306
ENSACAP00000004955	ENSGACP00000012169
ENSACAP00000002144	ENSGACP00000004841
ENSACAP00000004767	ENSGACP00000015187
ENSACAP00000004767	ENSGACP00000027170
ENSACAP00000001745	ENSGACP00000007461
ENSACAP00000014953	ENSGACP00000014562
ENSACAP00000014953	ENSGACP00000012791
ENSACAP00000011441	ENSGACP00000010469
ENSACAP00000012188	ENSGACP00000015486
ENSACAP00000008971	ENSGACP00000020101
ENSACAP00000008971	ENSGACP00000011272
ENSACAP00000013336	ENSGACP00000013031
ENSACAP00000015473	ENSGACP00000024726
ENSACAP00000006367	ENSGACP00000021892
ENSACAP00000016741	ENSGACP00000013764
ENSACAP00000004945	ENSGACP00000027165
ENSACAP00000010258	ENSGACP00000012853
ENSACAP00000004941	ENSGACP00000015599
ENSACAP00000004941	ENSGACP00000009111
ENSACAP00000021582	ENSGACP00000022605
ENSACAP00000016742	ENSGACP00000020380
ENSACAP00000006114	ENSGACP00000002804
ENSACAP00000022735	ENSGACP00000013285
ENSACAP00000010793	ENSGACP00000002082
ENSACAP00000009743	ENSGACP00000022721
ENSACAP00000012118	ENSGACP00000016053
ENSACAP00000004353	ENSGACP00000019416
ENSACAP00000014823	ENSGACP00000018866
ENSACAP00000002321	ENSGACP00000011222
ENSACAP00000000926	ENSGACP00000006296
ENSACAP00000001507	ENSGACP00000000094
ENSACAP00000001507	ENSGACP00000002078
ENSACAP00000012573	ENSGACP00000016272
ENSACAP00000001840	ENSGACP00000015698
ENSACAP00000009318	ENSGACP00000007562
ENSACAP00000003937	ENSGACP00000004036
ENSACAP00000003937	ENSGACP00000009450
ENSACAP00000010146	ENSGACP00000020765
ENSACAP00000008650	ENSGACP00000010655
ENSACAP00000009733	ENSGACP00000002882
ENSACAP00000011232	ENSGACP00000020581
ENSACAP00000013364	ENSGACP00000017756
ENSACAP00000004790	ENSGACP00000010580
ENSACAP00000004790	ENSGACP00000005565
ENSACAP00000012804	ENSGACP00000011109
ENSACAP00000012804	ENSGACP00000022664
ENSACAP00000000558	ENSGACP00000015861
ENSACAP00000002648	ENSGACP00000010877
ENSACAP00000006871	ENSGACP00000025518
ENSACAP00000020058	ENSGACP00000010597
ENSACAP00000020058	ENSGACP00000010030
ENSACAP00000014589	ENSGACP00000018698
ENSACAP00000012352	ENSGACP00000001112
ENSACAP00000012898	ENSGACP00000006168
ENSACAP00000011007	ENSGACP00000016481
ENSACAP00000023366	ENSGACP00000017818
ENSACAP00000002003	ENSGACP00000021416
ENSACAP00000000005	ENSGACP00000005434
ENSACAP00000000005	ENSGACP00000024965
ENSACAP00000008308	ENSGACP00000026245
ENSACAP00000003527	ENSGACP00000002687
ENSACAP00000014621	ENSGACP00000008820
ENSACAP00000015945	ENSGACP00000019908
ENSACAP00000015945	ENSGACP00000013177
ENSACAP00000002009	ENSGACP00000003850
ENSACAP00000005906	ENSGACP00000000634
ENSACAP00000010958	ENSGACP00000022492
ENSACAP00000004014	ENSGACP00000010362
ENSACAP00000011163	ENSGACP00000008597
ENSACAP00000002610	ENSGACP00000023345
ENSACAP00000015518	ENSGACP00000026093
ENSACAP00000016219	ENSGACP00000001393
ENSACAP00000016219	ENSGACP00000024160
ENSACAP00000009786	ENSGACP00000006446
ENSACAP00000011378	ENSGACP00000007859
ENSACAP00000007539	ENSGACP00000014404
ENSACAP00000003156	ENSGACP00000018947
ENSACAP00000008292	ENSGACP00000008704
ENSACAP00000005218	ENSGACP00000018027
ENSACAP00000001827	ENSGACP00000005504
ENSACAP00000017289	ENSGACP00000025471
ENSACAP00000016702	ENSGACP00000011616
ENSACAP00000016702	ENSGACP00000008220
ENSACAP00000016827	ENSGACP00000027573
ENSACAP00000015998	ENSGACP00000002720
ENSACAP00000014347	ENSGACP00000020893
ENSACAP00000016339	ENSGACP00000004065
ENSACAP00000016339	ENSGACP00000007718
ENSACAP00000019207	ENSGACP00000010818
ENSACAP00000000384	ENSGACP00000023745
ENSACAP00000016299	ENSGACP00000016840
ENSACAP00000016299	ENSGACP00000026488
ENSACAP00000012704	ENSGACP00000010328
ENSACAP00000016816	ENSGACP00000004391
ENSACAP00000023388	ENSGACP00000015991
ENSACAP00000002725	ENSGACP00000020336
ENSACAP00000022317	ENSGACP00000020337
ENSACAP00000016370	ENSGACP00000001358
ENSACAP00000021191	ENSGACP00000025058
ENSACAP00000004216	ENSGACP00000004917
ENSACAP00000003891	ENSGACP00000016354
ENSACAP00000005708	ENSGACP00000007066
ENSACAP00000015740	ENSGACP00000014802
ENSACAP00000013319	ENSGACP00000000923
ENSACAP00000003577	ENSGACP00000014338
ENSACAP00000009450	ENSGACP00000012187
ENSACAP00000014366	ENSGACP00000005790
ENSACAP00000009630	ENSGACP00000019667
ENSACAP00000015712	ENSGACP00000019165
ENSACAP00000004764	ENSGACP00000012584
ENSACAP00000013147	ENSGACP00000003109
ENSACAP00000015782	ENSGACP00000018732
ENSACAP00000022854	ENSGACP00000010703
ENSACAP00000009255	ENSGACP00000026296
ENSACAP00000015931	ENSGACP00000018431
ENSACAP00000008622	ENSGACP00000012707
ENSACAP00000008622	ENSGACP00000015263
ENSACAP00000008812	ENSGACP00000026857
ENSACAP00000010903	ENSGACP00000012379
ENSACAP00000007670	ENSGACP00000012188
ENSACAP00000015567	ENSGACP00000010619
ENSACAP00000015567	ENSGACP00000018121
ENSACAP00000000644	ENSGACP00000016299
ENSACAP00000000644	ENSGACP00000004211
ENSACAP00000005757	ENSGACP00000012012
ENSACAP00000011890	ENSGACP00000002585
ENSACAP00000003881	ENSGACP00000017779
ENSACAP00000003881	ENSGACP00000025405
ENSACAP00000006531	ENSGACP00000011443
ENSACAP00000009560	ENSGACP00000011296
ENSACAP00000010645	ENSGACP00000003149
ENSACAP00000010645	ENSGACP00000011262
ENSACAP00000010727	ENSGACP00000010350
ENSACAP00000010727	ENSGACP00000001314
ENSACAP00000005093	ENSGACP00000012243
ENSACAP00000011183	ENSGACP00000008587
ENSACAP00000009511	ENSGACP00000021950
ENSACAP00000016906	ENSGACP00000020385
ENSACAP00000019965	ENSGACP00000019230
ENSACAP00000019965	ENSGACP00000010263
ENSACAP00000006370	ENSGACP00000024638
ENSACAP00000008389	ENSGACP00000017721
ENSACAP00000008389	ENSGACP00000007057
ENSACAP00000005760	ENSGACP00000021835
ENSACAP00000012441	ENSGACP00000015204
ENSACAP00000012441	ENSGACP00000023797
ENSACAP00000002827	ENSGACP00000023169
ENSACAP00000007726	ENSGACP00000021233
ENSACAP00000014288	ENSGACP00000003662
ENSACAP00000002903	ENSGACP00000025589
ENSACAP00000013212	ENSGACP00000014881
ENSACAP00000004430	ENSGACP00000007992
ENSACAP00000009699	ENSGACP00000014323
ENSACAP00000009699	ENSGACP00000021759
ENSACAP00000006263	ENSGACP00000018695
ENSACAP00000015526	ENSGACP00000024140
ENSACAP00000006002	ENSGACP00000015037
ENSACAP00000006002	ENSGACP00000024002
ENSACAP00000007888	ENSGACP00000012570
ENSACAP00000003129	ENSGACP00000027247
ENSACAP00000013941	ENSGACP00000017347
ENSACAP00000009686	ENSGACP00000001472
ENSACAP00000009686	ENSGACP00000022016
ENSACAP00000009003	ENSGACP00000010024
ENSACAP00000009104	ENSGACP00000019110
ENSACAP00000009104	ENSGACP00000000737
ENSACAP00000020292	ENSGACP00000009756
ENSACAP00000012207	ENSGACP00000021984
ENSACAP00000012207	ENSGACP00000022508
ENSACAP00000000870	ENSGACP00000023290
ENSACAP00000012822	ENSGACP00000012908
ENSACAP00000009888	ENSGACP00000026065
ENSACAP00000009888	ENSGACP00000011907
ENSACAP00000019046	ENSGACP00000016579
ENSACAP00000006188	ENSGACP00000005850
ENSACAP00000007099	ENSGACP00000010961
ENSACAP00000007099	ENSGACP00000009494
ENSACAP00000002424	ENSGACP00000008874
ENSACAP00000002424	ENSGACP00000012223
ENSACAP00000006922	ENSGACP00000011088
ENSACAP00000009245	ENSGACP00000011789
ENSACAP00000002825	ENSGACP00000019132
ENSACAP00000016191	ENSGACP00000007775
ENSACAP00000016191	ENSGACP00000017080
ENSACAP00000003681	ENSGACP00000017165
ENSACAP00000020102	ENSGACP00000022032
ENSACAP00000020102	ENSGACP00000022620
ENSACAP00000002294	ENSGACP00000002384
ENSACAP00000002294	ENSGACP00000020273
ENSACAP00000001702	ENSGACP00000018828
ENSACAP00000001702	ENSGACP00000017695
ENSACAP00000009896	ENSGACP00000008818
ENSACAP00000009896	ENSGACP00000012656
ENSACAP00000010804	ENSGACP00000011083
ENSACAP00000014748	ENSGACP00000027389
ENSACAP00000012116	ENSGACP00000022089
ENSACAP00000002373	ENSGACP00000023180
ENSACAP00000016345	ENSGACP00000013240
ENSACAP00000016345	ENSGACP00000020064
ENSACAP00000014760	ENSGACP00000002785
ENSACAP00000007232	ENSGACP00000015311
ENSACAP00000010698	ENSGACP00000022667
ENSACAP00000010698	ENSGACP00000011133
ENSACAP00000006010	ENSGACP00000024334
ENSACAP00000014292	ENSGACP00000020894
ENSACAP00000019511	ENSGACP00000021537
