ENSDARP00000074624	ENSMGAP00000004951
ENSDARP00000080968	ENSMGAP00000015652
ENSDARP00000075872	ENSMGAP00000014301
ENSDARP00000092923	ENSMGAP00000019398
ENSDARP00000004561	ENSMGAP00000000394
ENSDARP00000124374	ENSMGAP00000004057
ENSDARP00000005954	ENSMGAP00000010760
ENSDARP00000107045	ENSMGAP00000005234
ENSDARP00000097617	ENSMGAP00000009972
ENSDARP00000100510	ENSMGAP00000013415
ENSDARP00000077546	ENSMGAP00000002486
ENSDARP00000108518	ENSMGAP00000002486
ENSDARP00000019488	ENSMGAP00000006476
ENSDARP00000018866	ENSMGAP00000006476
ENSDARP00000018231	ENSMGAP00000018764
ENSDARP00000123712	ENSMGAP00000017967
ENSDARP00000109939	ENSMGAP00000012465
ENSDARP00000054407	ENSMGAP00000008856
ENSDARP00000103592	ENSMGAP00000013100
ENSDARP00000023797	ENSMGAP00000013100
ENSDARP00000123760	ENSMGAP00000004094
ENSDARP00000123811	ENSMGAP00000004094
ENSDARP00000055658	ENSMGAP00000000982
ENSDARP00000093650	ENSMGAP00000010472
ENSDARP00000062147	ENSMGAP00000014269
ENSDARP00000021226	ENSMGAP00000016333
ENSDARP00000109319	ENSMGAP00000000442
ENSDARP00000108874	ENSMGAP00000000442
ENSDARP00000108451	ENSMGAP00000019656
ENSDARP00000114912	ENSMGAP00000012977
ENSDARP00000018694	ENSMGAP00000003886
ENSDARP00000036613	ENSMGAP00000013259
ENSDARP00000062174	ENSMGAP00000002770
ENSDARP00000066603	ENSMGAP00000018043
ENSDARP00000111755	ENSMGAP00000014695
ENSDARP00000115463	ENSMGAP00000005360
ENSDARP00000128560	ENSMGAP00000012211
ENSDARP00000116549	ENSMGAP00000012211
ENSDARP00000082575	ENSMGAP00000015592
ENSDARP00000113286	ENSMGAP00000002007
ENSDARP00000097432	ENSMGAP00000004463
ENSDARP00000098459	ENSMGAP00000019101
ENSDARP00000124535	ENSMGAP00000019101
ENSDARP00000071856	ENSMGAP00000012779
ENSDARP00000120960	ENSMGAP00000016297
ENSDARP00000128940	ENSMGAP00000016297
ENSDARP00000125083	ENSMGAP00000019793
ENSDARP00000056926	ENSMGAP00000012581
ENSDARP00000005048	ENSMGAP00000012581
ENSDARP00000124991	ENSMGAP00000013113
ENSDARP00000079776	ENSMGAP00000004473
ENSDARP00000065420	ENSMGAP00000003508
ENSDARP00000107559	ENSMGAP00000004807
ENSDARP00000034301	ENSMGAP00000013791
ENSDARP00000056644	ENSMGAP00000013791
ENSDARP00000022759	ENSMGAP00000000027
ENSDARP00000078703	ENSMGAP00000012876
ENSDARP00000128597	ENSMGAP00000017947
ENSDARP00000092244	ENSMGAP00000015915
ENSDARP00000052139	ENSMGAP00000010235
ENSDARP00000120624	ENSMGAP00000012294
ENSDARP00000008287	ENSMGAP00000009686
ENSDARP00000052392	ENSMGAP00000016376
ENSDARP00000124147	ENSMGAP00000016376
ENSDARP00000091677	ENSMGAP00000002797
ENSDARP00000063436	ENSMGAP00000014813
ENSDARP00000127197	ENSMGAP00000014813
ENSDARP00000090413	ENSMGAP00000005336
ENSDARP00000016064	ENSMGAP00000005336
ENSDARP00000064544	ENSMGAP00000001050
ENSDARP00000106596	ENSMGAP00000001050
ENSDARP00000042943	ENSMGAP00000007747
ENSDARP00000100263	ENSMGAP00000014901
ENSDARP00000012119	ENSMGAP00000014586
ENSDARP00000094844	ENSMGAP00000005554
ENSDARP00000088293	ENSMGAP00000014588
ENSDARP00000126719	ENSMGAP00000016935
ENSDARP00000102231	ENSMGAP00000016935
ENSDARP00000086615	ENSMGAP00000019724
ENSDARP00000102289	ENSMGAP00000016396
ENSDARP00000102079	ENSMGAP00000002561
ENSDARP00000102172	ENSMGAP00000006399
ENSDARP00000019713	ENSMGAP00000005451
ENSDARP00000049327	ENSMGAP00000012813
ENSDARP00000108755	ENSMGAP00000002909
ENSDARP00000097554	ENSMGAP00000005035
ENSDARP00000041577	ENSMGAP00000000506
ENSDARP00000124627	ENSMGAP00000000506
ENSDARP00000127159	ENSMGAP00000013865
ENSDARP00000098839	ENSMGAP00000004858
ENSDARP00000053538	ENSMGAP00000013836
ENSDARP00000057688	ENSMGAP00000011907
ENSDARP00000063395	ENSMGAP00000001650
ENSDARP00000111840	ENSMGAP00000016328
ENSDARP00000110737	ENSMGAP00000005225
ENSDARP00000122329	ENSMGAP00000012646
ENSDARP00000081363	ENSMGAP00000008509
ENSDARP00000058889	ENSMGAP00000019725
ENSDARP00000111654	ENSMGAP00000009544
ENSDARP00000034453	ENSMGAP00000013382
ENSDARP00000125629	ENSMGAP00000004401
ENSDARP00000097987	ENSMGAP00000008088
ENSDARP00000125045	ENSMGAP00000019471
ENSDARP00000125217	ENSMGAP00000009424
ENSDARP00000064375	ENSMGAP00000015369
ENSDARP00000093532	ENSMGAP00000013135
ENSDARP00000032009	ENSMGAP00000002489
ENSDARP00000120650	ENSMGAP00000007490
ENSDARP00000111633	ENSMGAP00000012357
ENSDARP00000124407	ENSMGAP00000011351
ENSDARP00000093865	ENSMGAP00000013257
ENSDARP00000092235	ENSMGAP00000011780
ENSDARP00000048890	ENSMGAP00000004285
ENSDARP00000064800	ENSMGAP00000004285
ENSDARP00000018034	ENSMGAP00000009661
ENSDARP00000056898	ENSMGAP00000019716
ENSDARP00000094251	ENSMGAP00000010528
ENSDARP00000092177	ENSMGAP00000008184
ENSDARP00000065372	ENSMGAP00000008787
ENSDARP00000029821	ENSMGAP00000013756
ENSDARP00000012018	ENSMGAP00000013756
ENSDARP00000109540	ENSMGAP00000014868
ENSDARP00000027964	ENSMGAP00000008611
ENSDARP00000018668	ENSMGAP00000015731
ENSDARP00000089398	ENSMGAP00000015252
ENSDARP00000051762	ENSMGAP00000004000
ENSDARP00000074268	ENSMGAP00000008120
ENSDARP00000053753	ENSMGAP00000013250
ENSDARP00000014414	ENSMGAP00000010146
ENSDARP00000094302	ENSMGAP00000002384
ENSDARP00000105052	ENSMGAP00000013507
ENSDARP00000099151	ENSMGAP00000001221
ENSDARP00000059034	ENSMGAP00000008028
ENSDARP00000082791	ENSMGAP00000012193
ENSDARP00000116662	ENSMGAP00000014974
ENSDARP00000114051	ENSMGAP00000014974
ENSDARP00000081635	ENSMGAP00000009078
ENSDARP00000077561	ENSMGAP00000007754
ENSDARP00000080650	ENSMGAP00000000290
ENSDARP00000055236	ENSMGAP00000003868
ENSDARP00000060320	ENSMGAP00000002898
ENSDARP00000027699	ENSMGAP00000013828
ENSDARP00000076355	ENSMGAP00000006095
ENSDARP00000073232	ENSMGAP00000004636
ENSDARP00000118572	ENSMGAP00000013793
ENSDARP00000009683	ENSMGAP00000000676
ENSDARP00000097799	ENSMGAP00000012508
ENSDARP00000117814	ENSMGAP00000000248
ENSDARP00000127670	ENSMGAP00000001945
ENSDARP00000090464	ENSMGAP00000000851
ENSDARP00000061631	ENSMGAP00000000851
ENSDARP00000092973	ENSMGAP00000002626
ENSDARP00000039105	ENSMGAP00000006953
ENSDARP00000041848	ENSMGAP00000009083
ENSDARP00000074848	ENSMGAP00000003009
ENSDARP00000116378	ENSMGAP00000001474
ENSDARP00000036330	ENSMGAP00000004228
ENSDARP00000114109	ENSMGAP00000018847
ENSDARP00000077501	ENSMGAP00000007027
ENSDARP00000061012	ENSMGAP00000004435
ENSDARP00000094525	ENSMGAP00000015007
ENSDARP00000095378	ENSMGAP00000015007
ENSDARP00000100748	ENSMGAP00000009512
ENSDARP00000066100	ENSMGAP00000003264
ENSDARP00000100383	ENSMGAP00000004133
ENSDARP00000124521	ENSMGAP00000015215
ENSDARP00000086992	ENSMGAP00000015215
ENSDARP00000066577	ENSMGAP00000011344
ENSDARP00000043937	ENSMGAP00000015043
ENSDARP00000100035	ENSMGAP00000016256
ENSDARP00000045109	ENSMGAP00000010021
ENSDARP00000024338	ENSMGAP00000015542
ENSDARP00000110363	ENSMGAP00000015542
ENSDARP00000017897	ENSMGAP00000008279
ENSDARP00000023938	ENSMGAP00000008279
ENSDARP00000014221	ENSMGAP00000012242
ENSDARP00000075507	ENSMGAP00000001321
ENSDARP00000128019	ENSMGAP00000010758
ENSDARP00000118849	ENSMGAP00000010758
ENSDARP00000060242	ENSMGAP00000009096
ENSDARP00000110575	ENSMGAP00000011352
ENSDARP00000120079	ENSMGAP00000011352
ENSDARP00000127609	ENSMGAP00000013417
ENSDARP00000104659	ENSMGAP00000013417
ENSDARP00000103641	ENSMGAP00000016473
ENSDARP00000103370	ENSMGAP00000016473
ENSDARP00000098754	ENSMGAP00000005859
ENSDARP00000129407	ENSMGAP00000008656
ENSDARP00000075363	ENSMGAP00000009792
ENSDARP00000016775	ENSMGAP00000003840
ENSDARP00000016160	ENSMGAP00000005571
ENSDARP00000057822	ENSMGAP00000005571
ENSDARP00000115658	ENSMGAP00000012578
ENSDARP00000096305	ENSMGAP00000001535
ENSDARP00000011713	ENSMGAP00000013762
ENSDARP00000077372	ENSMGAP00000006491
ENSDARP00000098380	ENSMGAP00000006491
ENSDARP00000077647	ENSMGAP00000003657
ENSDARP00000105764	ENSMGAP00000000773
ENSDARP00000067077	ENSMGAP00000000773
ENSDARP00000106435	ENSMGAP00000011821
ENSDARP00000054236	ENSMGAP00000000524
ENSDARP00000128587	ENSMGAP00000004047
ENSDARP00000076803	ENSMGAP00000012979
ENSDARP00000003250	ENSMGAP00000005686
ENSDARP00000004582	ENSMGAP00000009715
ENSDARP00000002204	ENSMGAP00000017838
ENSDARP00000069534	ENSMGAP00000006722
ENSDARP00000114342	ENSMGAP00000002548
ENSDARP00000071476	ENSMGAP00000015999
ENSDARP00000085144	ENSMGAP00000007487
ENSDARP00000063943	ENSMGAP00000014581
ENSDARP00000111935	ENSMGAP00000014581
ENSDARP00000007727	ENSMGAP00000015192
ENSDARP00000076430	ENSMGAP00000006902
ENSDARP00000122707	ENSMGAP00000015128
ENSDARP00000107396	ENSMGAP00000001164
ENSDARP00000105551	ENSMGAP00000003930
ENSDARP00000045887	ENSMGAP00000005656
ENSDARP00000098121	ENSMGAP00000000995
ENSDARP00000007492	ENSMGAP00000008990
ENSDARP00000076098	ENSMGAP00000006651
ENSDARP00000052123	ENSMGAP00000018705
ENSDARP00000093261	ENSMGAP00000013403
ENSDARP00000102654	ENSMGAP00000005605
ENSDARP00000128388	ENSMGAP00000005605
ENSDARP00000121457	ENSMGAP00000003181
ENSDARP00000016951	ENSMGAP00000004139
ENSDARP00000046343	ENSMGAP00000012207
ENSDARP00000098343	ENSMGAP00000012207
ENSDARP00000078553	ENSMGAP00000006713
ENSDARP00000107945	ENSMGAP00000011591
ENSDARP00000114813	ENSMGAP00000004387
ENSDARP00000057618	ENSMGAP00000013718
ENSDARP00000043625	ENSMGAP00000013719
ENSDARP00000057868	ENSMGAP00000000410
ENSDARP00000087660	ENSMGAP00000007326
ENSDARP00000112905	ENSMGAP00000004464
ENSDARP00000013482	ENSMGAP00000004464
ENSDARP00000102755	ENSMGAP00000008763
ENSDARP00000079535	ENSMGAP00000008763
ENSDARP00000039870	ENSMGAP00000012454
ENSDARP00000015397	ENSMGAP00000009108
ENSDARP00000064310	ENSMGAP00000005297
ENSDARP00000063558	ENSMGAP00000001567
ENSDARP00000092468	ENSMGAP00000017383
ENSDARP00000089381	ENSMGAP00000013039
ENSDARP00000067938	ENSMGAP00000001196
ENSDARP00000083251	ENSMGAP00000006635
ENSDARP00000087713	ENSMGAP00000006635
ENSDARP00000108200	ENSMGAP00000006620
ENSDARP00000035566	ENSMGAP00000006620
ENSDARP00000064156	ENSMGAP00000003435
ENSDARP00000055676	ENSMGAP00000008996
ENSDARP00000103526	ENSMGAP00000008227
ENSDARP00000075799	ENSMGAP00000011257
ENSDARP00000057612	ENSMGAP00000002168
ENSDARP00000012597	ENSMGAP00000008686
ENSDARP00000100874	ENSMGAP00000009545
ENSDARP00000125120	ENSMGAP00000013108
ENSDARP00000124900	ENSMGAP00000009396
ENSDARP00000069820	ENSMGAP00000019583
ENSDARP00000053361	ENSMGAP00000005176
ENSDARP00000103064	ENSMGAP00000005176
ENSDARP00000057038	ENSMGAP00000010764
ENSDARP00000019981	ENSMGAP00000009111
ENSDARP00000083458	ENSMGAP00000013255
ENSDARP00000108197	ENSMGAP00000007872
ENSDARP00000095532	ENSMGAP00000014186
ENSDARP00000106117	ENSMGAP00000005922
ENSDARP00000027246	ENSMGAP00000002307
ENSDARP00000105716	ENSMGAP00000007157
ENSDARP00000068911	ENSMGAP00000009480
ENSDARP00000039571	ENSMGAP00000008713
ENSDARP00000071058	ENSMGAP00000012609
ENSDARP00000090113	ENSMGAP00000001626
ENSDARP00000065447	ENSMGAP00000002577
ENSDARP00000003282	ENSMGAP00000013904
ENSDARP00000056094	ENSMGAP00000005699
ENSDARP00000060245	ENSMGAP00000015798
ENSDARP00000059477	ENSMGAP00000016259
ENSDARP00000096527	ENSMGAP00000002908
ENSDARP00000101751	ENSMGAP00000005588
ENSDARP00000103340	ENSMGAP00000005579
ENSDARP00000114374	ENSMGAP00000018853
ENSDARP00000069096	ENSMGAP00000013936
ENSDARP00000025192	ENSMGAP00000005135
ENSDARP00000105458	ENSMGAP00000004646
ENSDARP00000007713	ENSMGAP00000004009
ENSDARP00000105060	ENSMGAP00000013727
ENSDARP00000016900	ENSMGAP00000006425
ENSDARP00000109243	ENSMGAP00000014659
ENSDARP00000103811	ENSMGAP00000002728
ENSDARP00000094760	ENSMGAP00000012201
ENSDARP00000067160	ENSMGAP00000002495
ENSDARP00000091899	ENSMGAP00000005644
ENSDARP00000089700	ENSMGAP00000001579
ENSDARP00000061842	ENSMGAP00000013819
ENSDARP00000123149	ENSMGAP00000011682
ENSDARP00000113739	ENSMGAP00000012864
ENSDARP00000077125	ENSMGAP00000010250
ENSDARP00000118062	ENSMGAP00000010535
ENSDARP00000034439	ENSMGAP00000012153
ENSDARP00000129857	ENSMGAP00000013431
ENSDARP00000076455	ENSMGAP00000010265
ENSDARP00000067387	ENSMGAP00000014682
ENSDARP00000094505	ENSMGAP00000007764
ENSDARP00000120028	ENSMGAP00000001370
ENSDARP00000085557	ENSMGAP00000009730
ENSDARP00000028033	ENSMGAP00000010466
ENSDARP00000003339	ENSMGAP00000012135
ENSDARP00000002686	ENSMGAP00000012135
ENSDARP00000011326	ENSMGAP00000010346
ENSDARP00000055414	ENSMGAP00000010346
ENSDARP00000124593	ENSMGAP00000000646
ENSDARP00000051678	ENSMGAP00000018371
ENSDARP00000116404	ENSMGAP00000001440
ENSDARP00000112758	ENSMGAP00000001440
ENSDARP00000097929	ENSMGAP00000014014
ENSDARP00000095769	ENSMGAP00000014014
ENSDARP00000126389	ENSMGAP00000008734
ENSDARP00000053000	ENSMGAP00000015262
ENSDARP00000050005	ENSMGAP00000007591
ENSDARP00000044008	ENSMGAP00000007591
ENSDARP00000009775	ENSMGAP00000016277
ENSDARP00000101496	ENSMGAP00000014184
ENSDARP00000098728	ENSMGAP00000003845
ENSDARP00000089201	ENSMGAP00000008267
ENSDARP00000021199	ENSMGAP00000018068
ENSDARP00000104913	ENSMGAP00000018068
ENSDARP00000033806	ENSMGAP00000005195
ENSDARP00000103284	ENSMGAP00000006708
ENSDARP00000111738	ENSMGAP00000002958
ENSDARP00000008181	ENSMGAP00000007166
ENSDARP00000101177	ENSMGAP00000007166
ENSDARP00000039104	ENSMGAP00000009962
ENSDARP00000031504	ENSMGAP00000001448
ENSDARP00000117816	ENSMGAP00000005832
ENSDARP00000022273	ENSMGAP00000005832
ENSDARP00000083939	ENSMGAP00000005409
ENSDARP00000091498	ENSMGAP00000009632
ENSDARP00000029899	ENSMGAP00000003035
ENSDARP00000086682	ENSMGAP00000013539
ENSDARP00000083546	ENSMGAP00000010610
ENSDARP00000077824	ENSMGAP00000010610
ENSDARP00000032935	ENSMGAP00000012272
ENSDARP00000108359	ENSMGAP00000012594
ENSDARP00000032457	ENSMGAP00000005296
ENSDARP00000036535	ENSMGAP00000000143
ENSDARP00000038022	ENSMGAP00000000143
ENSDARP00000117263	ENSMGAP00000012440
ENSDARP00000108413	ENSMGAP00000012440
ENSDARP00000110163	ENSMGAP00000015123
ENSDARP00000126735	ENSMGAP00000016812
ENSDARP00000125833	ENSMGAP00000001899
ENSDARP00000110357	ENSMGAP00000009698
ENSDARP00000105934	ENSMGAP00000009698
ENSDARP00000074299	ENSMGAP00000010377
ENSDARP00000089126	ENSMGAP00000015880
ENSDARP00000004962	ENSMGAP00000004402
ENSDARP00000045613	ENSMGAP00000004402
ENSDARP00000058406	ENSMGAP00000003732
ENSDARP00000122740	ENSMGAP00000001563
ENSDARP00000087948	ENSMGAP00000001563
ENSDARP00000092407	ENSMGAP00000002265
ENSDARP00000096190	ENSMGAP00000013300
ENSDARP00000045367	ENSMGAP00000013300
ENSDARP00000116371	ENSMGAP00000012349
ENSDARP00000071507	ENSMGAP00000018013
ENSDARP00000037509	ENSMGAP00000018013
ENSDARP00000053576	ENSMGAP00000011544
ENSDARP00000095598	ENSMGAP00000011380
ENSDARP00000074434	ENSMGAP00000010555
ENSDARP00000055237	ENSMGAP00000010609
ENSDARP00000003030	ENSMGAP00000011129
ENSDARP00000094606	ENSMGAP00000005383
ENSDARP00000107097	ENSMGAP00000005383
ENSDARP00000039965	ENSMGAP00000014844
ENSDARP00000115075	ENSMGAP00000014844
ENSDARP00000127179	ENSMGAP00000013350
ENSDARP00000102952	ENSMGAP00000007004
ENSDARP00000102678	ENSMGAP00000012808
ENSDARP00000098825	ENSMGAP00000012808
ENSDARP00000027005	ENSMGAP00000015836
ENSDARP00000115656	ENSMGAP00000015836
ENSDARP00000125484	ENSMGAP00000014675
ENSDARP00000121945	ENSMGAP00000019554
ENSDARP00000106001	ENSMGAP00000001114
ENSDARP00000061469	ENSMGAP00000001114
ENSDARP00000070219	ENSMGAP00000003432
ENSDARP00000075798	ENSMGAP00000006574
ENSDARP00000096546	ENSMGAP00000005256
ENSDARP00000040234	ENSMGAP00000004193
ENSDARP00000105974	ENSMGAP00000004193
ENSDARP00000031129	ENSMGAP00000008520
ENSDARP00000066085	ENSMGAP00000015167
ENSDARP00000072529	ENSMGAP00000009012
ENSDARP00000110897	ENSMGAP00000013199
ENSDARP00000104580	ENSMGAP00000005562
ENSDARP00000072463	ENSMGAP00000000701
ENSDARP00000102223	ENSMGAP00000000701
ENSDARP00000124312	ENSMGAP00000008292
ENSDARP00000004965	ENSMGAP00000008750
ENSDARP00000121211	ENSMGAP00000005976
ENSDARP00000112065	ENSMGAP00000014985
ENSDARP00000018103	ENSMGAP00000002114
ENSDARP00000101911	ENSMGAP00000002114
ENSDARP00000024380	ENSMGAP00000003746
ENSDARP00000012359	ENSMGAP00000007299
ENSDARP00000071943	ENSMGAP00000009952
ENSDARP00000055871	ENSMGAP00000015883
ENSDARP00000020465	ENSMGAP00000012239
ENSDARP00000105407	ENSMGAP00000014620
ENSDARP00000090877	ENSMGAP00000006161
ENSDARP00000074350	ENSMGAP00000006161
ENSDARP00000025016	ENSMGAP00000005594
ENSDARP00000065376	ENSMGAP00000005594
ENSDARP00000050749	ENSMGAP00000012937
ENSDARP00000070408	ENSMGAP00000000089
ENSDARP00000100689	ENSMGAP00000011194
ENSDARP00000110581	ENSMGAP00000003877
ENSDARP00000104098	ENSMGAP00000005121
ENSDARP00000058706	ENSMGAP00000013446
ENSDARP00000025170	ENSMGAP00000013262
ENSDARP00000083760	ENSMGAP00000008847
ENSDARP00000083554	ENSMGAP00000008847
ENSDARP00000046114	ENSMGAP00000005520
ENSDARP00000047460	ENSMGAP00000005520
ENSDARP00000123567	ENSMGAP00000014867
ENSDARP00000078341	ENSMGAP00000012031
ENSDARP00000115966	ENSMGAP00000012031
ENSDARP00000023121	ENSMGAP00000004774
ENSDARP00000116491	ENSMGAP00000008749
ENSDARP00000112410	ENSMGAP00000014074
ENSDARP00000053151	ENSMGAP00000015397
ENSDARP00000040679	ENSMGAP00000014438
ENSDARP00000124436	ENSMGAP00000004388
ENSDARP00000039968	ENSMGAP00000003405
ENSDARP00000005218	ENSMGAP00000003405
ENSDARP00000119611	ENSMGAP00000003320
ENSDARP00000114641	ENSMGAP00000003320
ENSDARP00000104833	ENSMGAP00000015502
ENSDARP00000104388	ENSMGAP00000013043
ENSDARP00000006095	ENSMGAP00000010763
ENSDARP00000041626	ENSMGAP00000010737
ENSDARP00000013520	ENSMGAP00000011423
ENSDARP00000120315	ENSMGAP00000013412
ENSDARP00000055793	ENSMGAP00000003939
ENSDARP00000120710	ENSMGAP00000012630
ENSDARP00000053471	ENSMGAP00000006984
ENSDARP00000112413	ENSMGAP00000003694
ENSDARP00000123191	ENSMGAP00000003694
ENSDARP00000108555	ENSMGAP00000010938
ENSDARP00000074651	ENSMGAP00000002535
ENSDARP00000070307	ENSMGAP00000016665
ENSDARP00000116677	ENSMGAP00000012102
ENSDARP00000076266	ENSMGAP00000010357
ENSDARP00000018050	ENSMGAP00000000936
ENSDARP00000112091	ENSMGAP00000000936
ENSDARP00000032745	ENSMGAP00000012988
ENSDARP00000104898	ENSMGAP00000012988
ENSDARP00000015948	ENSMGAP00000001324
ENSDARP00000098005	ENSMGAP00000011005
ENSDARP00000110778	ENSMGAP00000011005
ENSDARP00000103348	ENSMGAP00000018006
ENSDARP00000097491	ENSMGAP00000006952
ENSDARP00000097715	ENSMGAP00000011105
ENSDARP00000047551	ENSMGAP00000006076
ENSDARP00000065584	ENSMGAP00000012473
ENSDARP00000003845	ENSMGAP00000007317
ENSDARP00000002122	ENSMGAP00000008652
ENSDARP00000070658	ENSMGAP00000009831
ENSDARP00000041706	ENSMGAP00000005696
ENSDARP00000065142	ENSMGAP00000005696
ENSDARP00000094239	ENSMGAP00000006319
ENSDARP00000073973	ENSMGAP00000007419
ENSDARP00000018692	ENSMGAP00000007280
ENSDARP00000011663	ENSMGAP00000019689
ENSDARP00000053616	ENSMGAP00000013357
ENSDARP00000083972	ENSMGAP00000015206
ENSDARP00000081302	ENSMGAP00000015206
ENSDARP00000121615	ENSMGAP00000013509
ENSDARP00000055241	ENSMGAP00000007099
ENSDARP00000003032	ENSMGAP00000002044
ENSDARP00000055681	ENSMGAP00000002044
ENSDARP00000020578	ENSMGAP00000005591
ENSDARP00000067534	ENSMGAP00000002776
ENSDARP00000093842	ENSMGAP00000012297
ENSDARP00000108775	ENSMGAP00000013005
ENSDARP00000075137	ENSMGAP00000013005
ENSDARP00000054352	ENSMGAP00000007129
ENSDARP00000059532	ENSMGAP00000007129
ENSDARP00000080300	ENSMGAP00000018271
ENSDARP00000012749	ENSMGAP00000013059
ENSDARP00000099365	ENSMGAP00000013059
ENSDARP00000005911	ENSMGAP00000000896
ENSDARP00000011600	ENSMGAP00000008514
ENSDARP00000062715	ENSMGAP00000000489
ENSDARP00000099015	ENSMGAP00000004112
ENSDARP00000092565	ENSMGAP00000013456
ENSDARP00000011656	ENSMGAP00000013456
ENSDARP00000004327	ENSMGAP00000008472
ENSDARP00000114888	ENSMGAP00000019046
ENSDARP00000109449	ENSMGAP00000012577
ENSDARP00000007173	ENSMGAP00000009756
ENSDARP00000111196	ENSMGAP00000004981
ENSDARP00000069454	ENSMGAP00000004702
ENSDARP00000126873	ENSMGAP00000004702
ENSDARP00000106182	ENSMGAP00000009050
ENSDARP00000029876	ENSMGAP00000004914
ENSDARP00000064699	ENSMGAP00000013618
ENSDARP00000013441	ENSMGAP00000013729
ENSDARP00000099285	ENSMGAP00000005595
ENSDARP00000102405	ENSMGAP00000016026
ENSDARP00000129625	ENSMGAP00000000408
ENSDARP00000058490	ENSMGAP00000005483
ENSDARP00000088098	ENSMGAP00000011270
ENSDARP00000128680	ENSMGAP00000014534
ENSDARP00000106936	ENSMGAP00000004122
ENSDARP00000123337	ENSMGAP00000010509
ENSDARP00000002262	ENSMGAP00000007718
ENSDARP00000022789	ENSMGAP00000007718
ENSDARP00000010986	ENSMGAP00000002666
ENSDARP00000076941	ENSMGAP00000007023
ENSDARP00000121443	ENSMGAP00000000090
ENSDARP00000107739	ENSMGAP00000010333
ENSDARP00000080000	ENSMGAP00000010501
ENSDARP00000043111	ENSMGAP00000011872
ENSDARP00000082574	ENSMGAP00000016999
ENSDARP00000123438	ENSMGAP00000016999
ENSDARP00000064877	ENSMGAP00000009990
ENSDARP00000094438	ENSMGAP00000010990
ENSDARP00000068664	ENSMGAP00000002550
ENSDARP00000071920	ENSMGAP00000006691
ENSDARP00000098032	ENSMGAP00000007315
ENSDARP00000105520	ENSMGAP00000003641
ENSDARP00000017335	ENSMGAP00000010551
ENSDARP00000057600	ENSMGAP00000006130
ENSDARP00000003700	ENSMGAP00000013038
ENSDARP00000061000	ENSMGAP00000000006
ENSDARP00000115792	ENSMGAP00000001343
ENSDARP00000058335	ENSMGAP00000006175
ENSDARP00000041596	ENSMGAP00000006175
ENSDARP00000102537	ENSMGAP00000014302
ENSDARP00000089741	ENSMGAP00000009761
ENSDARP00000015591	ENSMGAP00000009761
ENSDARP00000078114	ENSMGAP00000008234
ENSDARP00000107576	ENSMGAP00000009621
ENSDARP00000076958	ENSMGAP00000009113
ENSDARP00000094151	ENSMGAP00000014823
ENSDARP00000109066	ENSMGAP00000001820
ENSDARP00000080329	ENSMGAP00000019167
ENSDARP00000075369	ENSMGAP00000011499
ENSDARP00000064143	ENSMGAP00000009494
ENSDARP00000091535	ENSMGAP00000015662
ENSDARP00000116716	ENSMGAP00000015662
ENSDARP00000113043	ENSMGAP00000003143
ENSDARP00000001250	ENSMGAP00000006196
ENSDARP00000099444	ENSMGAP00000000855
ENSDARP00000107250	ENSMGAP00000000538
ENSDARP00000003298	ENSMGAP00000000608
ENSDARP00000059375	ENSMGAP00000002496
ENSDARP00000018669	ENSMGAP00000007818
ENSDARP00000006004	ENSMGAP00000007818
ENSDARP00000120032	ENSMGAP00000018062
ENSDARP00000044875	ENSMGAP00000012084
ENSDARP00000124527	ENSMGAP00000012084
ENSDARP00000028137	ENSMGAP00000012000
ENSDARP00000103810	ENSMGAP00000014299
ENSDARP00000103303	ENSMGAP00000004972
ENSDARP00000091840	ENSMGAP00000011099
ENSDARP00000109536	ENSMGAP00000006124
ENSDARP00000047815	ENSMGAP00000005944
ENSDARP00000115940	ENSMGAP00000012045
ENSDARP00000076280	ENSMGAP00000012045
ENSDARP00000072602	ENSMGAP00000004015
ENSDARP00000033600	ENSMGAP00000013653
ENSDARP00000057378	ENSMGAP00000012545
ENSDARP00000128573	ENSMGAP00000012107
