ENSLOCP00000009128	ENSMUSP00000034074
ENSLOCP00000004422	ENSMUSP00000072836
ENSLOCP00000005015	ENSMUSP00000029164
ENSLOCP00000008866	ENSMUSP00000131865
ENSLOCP00000002212	ENSMUSP00000053808
ENSLOCP00000001865	ENSMUSP00000053547
ENSLOCP00000020932	ENSMUSP00000081322
ENSLOCP00000006887	ENSMUSP00000099696
ENSLOCP00000016239	ENSMUSP00000055772
ENSLOCP00000014439	ENSMUSP00000045740
ENSLOCP00000010270	ENSMUSP00000089507
ENSLOCP00000021737	ENSMUSP00000057115
ENSLOCP00000021805	ENSMUSP00000058762
ENSLOCP00000020972	ENSMUSP00000039312
ENSLOCP00000021900	ENSMUSP00000135986
ENSLOCP00000018112	ENSMUSP00000094090
ENSLOCP00000016261	ENSMUSP00000033995
ENSLOCP00000006875	ENSMUSP00000109161
ENSLOCP00000006081	ENSMUSP00000030785
ENSLOCP00000004665	ENSMUSP00000030320
ENSLOCP00000016529	ENSMUSP00000080442
ENSLOCP00000005320	ENSMUSP00000103592
ENSLOCP00000014593	ENSMUSP00000048752
ENSLOCP00000004389	ENSMUSP00000073860
ENSLOCP00000008370	ENSMUSP00000056373
ENSLOCP00000008201	ENSMUSP00000121496
ENSLOCP00000015521	ENSMUSP00000017981
ENSLOCP00000016081	ENSMUSP00000031080
ENSLOCP00000015290	ENSMUSP00000104478
ENSLOCP00000017978	ENSMUSP00000040486
ENSLOCP00000007114	ENSMUSP00000047237
ENSLOCP00000007216	ENSMUSP00000105501
ENSLOCP00000003475	ENSMUSP00000087511
ENSLOCP00000009979	ENSMUSP00000033180
ENSLOCP00000012226	ENSMUSP00000022986
ENSLOCP00000021307	ENSMUSP00000039544
ENSLOCP00000022414	ENSMUSP00000115539
ENSLOCP00000011147	ENSMUSP00000051805
ENSLOCP00000019892	ENSMUSP00000008684
ENSLOCP00000002092	ENSMUSP00000112340
ENSLOCP00000020794	ENSMUSP00000023283
ENSLOCP00000009140	ENSMUSP00000128914
ENSLOCP00000020065	ENSMUSP00000072929
ENSLOCP00000013634	ENSMUSP00000040048
ENSLOCP00000001152	ENSMUSP00000062037
ENSLOCP00000011791	ENSMUSP00000091286
ENSLOCP00000014071	ENSMUSP00000103345
ENSLOCP00000021696	ENSMUSP00000092821
ENSLOCP00000022444	ENSMUSP00000103934
ENSLOCP00000010864	ENSMUSP00000035445
ENSLOCP00000011386	ENSMUSP00000026036
ENSLOCP00000019783	ENSMUSP00000065009
ENSLOCP00000018886	ENSMUSP00000033602
ENSLOCP00000006400	ENSMUSP00000022603
ENSLOCP00000018500	ENSMUSP00000020485
ENSLOCP00000012909	ENSMUSP00000022476
ENSLOCP00000021700	ENSMUSP00000060558
ENSLOCP00000014659	ENSMUSP00000025397
ENSLOCP00000017992	ENSMUSP00000046748
ENSLOCP00000005671	ENSMUSP00000103687
ENSLOCP00000018643	ENSMUSP00000109838
ENSLOCP00000011775	ENSMUSP00000002924
ENSLOCP00000011905	ENSMUSP00000129183
ENSLOCP00000009440	ENSMUSP00000129222
ENSLOCP00000008276	ENSMUSP00000047105
ENSLOCP00000011287	ENSMUSP00000035658
ENSLOCP00000004608	ENSMUSP00000037128
ENSLOCP00000002063	ENSMUSP00000068309
ENSLOCP00000009512	ENSMUSP00000015486
ENSLOCP00000005283	ENSMUSP00000071618
ENSLOCP00000018876	ENSMUSP00000033873
ENSLOCP00000001777	ENSMUSP00000034244
ENSLOCP00000012222	ENSMUSP00000030127
ENSLOCP00000011083	ENSMUSP00000057623
ENSLOCP00000007805	ENSMUSP00000111239
ENSLOCP00000019478	ENSMUSP00000113962
ENSLOCP00000002930	ENSMUSP00000050531
ENSLOCP00000015026	ENSMUSP00000101713
ENSLOCP00000008676	ENSMUSP00000027981
ENSLOCP00000007353	ENSMUSP00000099989
ENSLOCP00000006364	ENSMUSP00000035614
ENSLOCP00000010513	ENSMUSP00000031287
ENSLOCP00000013822	ENSMUSP00000060421
ENSLOCP00000012223	ENSMUSP00000005607
ENSLOCP00000010192	ENSMUSP00000020004
ENSLOCP00000006980	ENSMUSP00000022593
ENSLOCP00000009975	ENSMUSP00000029652
ENSLOCP00000008493	ENSMUSP00000128388
ENSLOCP00000016657	ENSMUSP00000119356
ENSLOCP00000009855	ENSMUSP00000033201
ENSLOCP00000016152	ENSMUSP00000099326
ENSLOCP00000012121	ENSMUSP00000122881
ENSLOCP00000016314	ENSMUSP00000061601
ENSLOCP00000008829	ENSMUSP00000092268
ENSLOCP00000021012	ENSMUSP00000121266
ENSLOCP00000012559	ENSMUSP00000039668
ENSLOCP00000011803	ENSMUSP00000070250
ENSLOCP00000016417	ENSMUSP00000031736
ENSLOCP00000007465	ENSMUSP00000121851
ENSLOCP00000006892	ENSMUSP00000112751
ENSLOCP00000008476	ENSMUSP00000108786
ENSLOCP00000019981	ENSMUSP00000020375
ENSLOCP00000012870	ENSMUSP00000025364
ENSLOCP00000015282	ENSMUSP00000031045
ENSLOCP00000007551	ENSMUSP00000038233
ENSLOCP00000020939	ENSMUSP00000108331
ENSLOCP00000008887	ENSMUSP00000107367
ENSLOCP00000011508	ENSMUSP00000058111
ENSLOCP00000001596	ENSMUSP00000037082
ENSLOCP00000014338	ENSMUSP00000021857
ENSLOCP00000007178	ENSMUSP00000021016
ENSLOCP00000020541	ENSMUSP00000108397
ENSLOCP00000017381	ENSMUSP00000022535
ENSLOCP00000014580	ENSMUSP00000023856
ENSLOCP00000019898	ENSMUSP00000089781
ENSLOCP00000020156	ENSMUSP00000038665
ENSLOCP00000009804	ENSMUSP00000005016
ENSLOCP00000007139	ENSMUSP00000099816
ENSLOCP00000012523	ENSMUSP00000020677
ENSLOCP00000007177	ENSMUSP00000032842
ENSLOCP00000003703	ENSMUSP00000127275
ENSLOCP00000017224	ENSMUSP00000038126
ENSLOCP00000018106	ENSMUSP00000108311
ENSLOCP00000008758	ENSMUSP00000023105
ENSLOCP00000013170	ENSMUSP00000035248
ENSLOCP00000007410	ENSMUSP00000022720
ENSLOCP00000004917	ENSMUSP00000023686
ENSLOCP00000003175	ENSMUSP00000030626
ENSLOCP00000006378	ENSMUSP00000020308
ENSLOCP00000002169	ENSMUSP00000055208
ENSLOCP00000005802	ENSMUSP00000002413
ENSLOCP00000009251	ENSMUSP00000068699
ENSLOCP00000006973	ENSMUSP00000086022
ENSLOCP00000003841	ENSMUSP00000128530
ENSLOCP00000009600	ENSMUSP00000110639
ENSLOCP00000007246	ENSMUSP00000028950
ENSLOCP00000006319	ENSMUSP00000029912
ENSLOCP00000016755	ENSMUSP00000039094
ENSLOCP00000003719	ENSMUSP00000072518
ENSLOCP00000015300	ENSMUSP00000092305
ENSLOCP00000012833	ENSMUSP00000095198
ENSLOCP00000004311	ENSMUSP00000026879
ENSLOCP00000014236	ENSMUSP00000021116
ENSLOCP00000013019	ENSMUSP00000078985
ENSLOCP00000003651	ENSMUSP00000093197
ENSLOCP00000020133	ENSMUSP00000093813
ENSLOCP00000015019	ENSMUSP00000026173
ENSLOCP00000013914	ENSMUSP00000020896
ENSLOCP00000004729	ENSMUSP00000057751
ENSLOCP00000001560	ENSMUSP00000005218
ENSLOCP00000004550	ENSMUSP00000033050
ENSLOCP00000013572	ENSMUSP00000032191
ENSLOCP00000005014	ENSMUSP00000126036
ENSLOCP00000008679	ENSMUSP00000042702
ENSLOCP00000000267	ENSMUSP00000107230
ENSLOCP00000006220	ENSMUSP00000119238
ENSLOCP00000000906	ENSMUSP00000038825
ENSLOCP00000002800	ENSMUSP00000075619
ENSLOCP00000009451	ENSMUSP00000134479
ENSLOCP00000002119	ENSMUSP00000071904
ENSLOCP00000002291	ENSMUSP00000101679
ENSLOCP00000019748	ENSMUSP00000060414
ENSLOCP00000009562	ENSMUSP00000088303
ENSLOCP00000015510	ENSMUSP00000097170
ENSLOCP00000021472	ENSMUSP00000049640
ENSLOCP00000008263	ENSMUSP00000067197
ENSLOCP00000017440	ENSMUSP00000016110
ENSLOCP00000019878	ENSMUSP00000002976
ENSLOCP00000012165	ENSMUSP00000066696
ENSLOCP00000005267	ENSMUSP00000026469
ENSLOCP00000007426	ENSMUSP00000020454
ENSLOCP00000017550	ENSMUSP00000034879
ENSLOCP00000012150	ENSMUSP00000099855
ENSLOCP00000017966	ENSMUSP00000064967
ENSLOCP00000003476	ENSMUSP00000081700
ENSLOCP00000005874	ENSMUSP00000104417
ENSLOCP00000015295	ENSMUSP00000020830
ENSLOCP00000019746	ENSMUSP00000130805
ENSLOCP00000011652	ENSMUSP00000065468
ENSLOCP00000016683	ENSMUSP00000058217
ENSLOCP00000010738	ENSMUSP00000127254
ENSLOCP00000014264	ENSMUSP00000074549
ENSLOCP00000000635	ENSMUSP00000077301
ENSLOCP00000012917	ENSMUSP00000045710
ENSLOCP00000003316	ENSMUSP00000122227
ENSLOCP00000022006	ENSMUSP00000131943
ENSLOCP00000014896	ENSMUSP00000090673
ENSLOCP00000001837	ENSMUSP00000028314
ENSLOCP00000015066	ENSMUSP00000010502
ENSLOCP00000009472	ENSMUSP00000102582
ENSLOCP00000012398	ENSMUSP00000061610
ENSLOCP00000022423	ENSMUSP00000095868
ENSLOCP00000022260	ENSMUSP00000043570
ENSLOCP00000020975	ENSMUSP00000040074
ENSLOCP00000011082	ENSMUSP00000015628
ENSLOCP00000003130	ENSMUSP00000127556
ENSLOCP00000017691	ENSMUSP00000032761
ENSLOCP00000003946	ENSMUSP00000113533
ENSLOCP00000008042	ENSMUSP00000105473
ENSLOCP00000010858	ENSMUSP00000023211
ENSLOCP00000002511	ENSMUSP00000135193
ENSLOCP00000004324	ENSMUSP00000139318
ENSLOCP00000003712	ENSMUSP00000023387
ENSLOCP00000017029	ENSMUSP00000036085
ENSLOCP00000019823	ENSMUSP00000105184
ENSLOCP00000013511	ENSMUSP00000021659
ENSLOCP00000017720	ENSMUSP00000136151
ENSLOCP00000002064	ENSMUSP00000038275
ENSLOCP00000005536	ENSMUSP00000127368
ENSLOCP00000004500	ENSMUSP00000065233
ENSLOCP00000015778	ENSMUSP00000067603
ENSLOCP00000004918	ENSMUSP00000106302
ENSLOCP00000006488	ENSMUSP00000033025
ENSLOCP00000012149	ENSMUSP00000130504
ENSLOCP00000002428	ENSMUSP00000023453
ENSLOCP00000006924	ENSMUSP00000002133
ENSLOCP00000018934	ENSMUSP00000022690
ENSLOCP00000004111	ENSMUSP00000088796
ENSLOCP00000005403	ENSMUSP00000083300
ENSLOCP00000002961	ENSMUSP00000111304
ENSLOCP00000006425	ENSMUSP00000108878
ENSLOCP00000006848	ENSMUSP00000022589
ENSLOCP00000018908	ENSMUSP00000110564
ENSLOCP00000012556	ENSMUSP00000037454
ENSLOCP00000015792	ENSMUSP00000080414
ENSLOCP00000009767	ENSMUSP00000034431
ENSLOCP00000015423	ENSMUSP00000025363
ENSLOCP00000017113	ENSMUSP00000058840
ENSLOCP00000005252	ENSMUSP00000045988
ENSLOCP00000012141	ENSMUSP00000129351
ENSLOCP00000014721	ENSMUSP00000021471
ENSLOCP00000020303	ENSMUSP00000045154
ENSLOCP00000005063	ENSMUSP00000070549
ENSLOCP00000017050	ENSMUSP00000091245
ENSLOCP00000010309	ENSMUSP00000087985
ENSLOCP00000007596	ENSMUSP00000054337
ENSLOCP00000007994	ENSMUSP00000119745
ENSLOCP00000010813	ENSMUSP00000075269
ENSLOCP00000010075	ENSMUSP00000125952
ENSLOCP00000016184	ENSMUSP00000021425
ENSLOCP00000013031	ENSMUSP00000021681
ENSLOCP00000001042	ENSMUSP00000036768
ENSLOCP00000001112	ENSMUSP00000126390
ENSLOCP00000017421	ENSMUSP00000074903
ENSLOCP00000018732	ENSMUSP00000112246
ENSLOCP00000012603	ENSMUSP00000047473
ENSLOCP00000003086	ENSMUSP00000078623
ENSLOCP00000006766	ENSMUSP00000027032
ENSLOCP00000002195	ENSMUSP00000078795
ENSLOCP00000003940	ENSMUSP00000133309
ENSLOCP00000001382	ENSMUSP00000020804
ENSLOCP00000005345	ENSMUSP00000114062
ENSLOCP00000003793	ENSMUSP00000030361
ENSLOCP00000020869	ENSMUSP00000024104
ENSLOCP00000016189	ENSMUSP00000021791
ENSLOCP00000013377	ENSMUSP00000111240
ENSLOCP00000016063	ENSMUSP00000099451
ENSLOCP00000017853	ENSMUSP00000045089
ENSLOCP00000013349	ENSMUSP00000035202
ENSLOCP00000019081	ENSMUSP00000019907
ENSLOCP00000011884	ENSMUSP00000054125
ENSLOCP00000002607	ENSMUSP00000035303
ENSLOCP00000002159	ENSMUSP00000124211
ENSLOCP00000003751	ENSMUSP00000003818
ENSLOCP00000008218	ENSMUSP00000041806
ENSLOCP00000022365	ENSMUSP00000032422
ENSLOCP00000019761	ENSMUSP00000024042
ENSLOCP00000000609	ENSMUSP00000048914
ENSLOCP00000020155	ENSMUSP00000054208
ENSLOCP00000017811	ENSMUSP00000108340
ENSLOCP00000005396	ENSMUSP00000042958
ENSLOCP00000018939	ENSMUSP00000085260
ENSLOCP00000016418	ENSMUSP00000102116
ENSLOCP00000012041	ENSMUSP00000107262
ENSLOCP00000010064	ENSMUSP00000028410
ENSLOCP00000019671	ENSMUSP00000096910
ENSLOCP00000010686	ENSMUSP00000117108
ENSLOCP00000008058	ENSMUSP00000058846
ENSLOCP00000019397	ENSMUSP00000038484
ENSLOCP00000001628	ENSMUSP00000035007
ENSLOCP00000019247	ENSMUSP00000070149
ENSLOCP00000011303	ENSMUSP00000051864
ENSLOCP00000011590	ENSMUSP00000047449
ENSLOCP00000009575	ENSMUSP00000108058
ENSLOCP00000005654	ENSMUSP00000030696
ENSLOCP00000009217	ENSMUSP00000062642
ENSLOCP00000017817	ENSMUSP00000075082
ENSLOCP00000013706	ENSMUSP00000103483
ENSLOCP00000014633	ENSMUSP00000089198
ENSLOCP00000002801	ENSMUSP00000030586
ENSLOCP00000019436	ENSMUSP00000079671
ENSLOCP00000008399	ENSMUSP00000022287
ENSLOCP00000006190	ENSMUSP00000020575
ENSLOCP00000006517	ENSMUSP00000029845
ENSLOCP00000000833	ENSMUSP00000007255
ENSLOCP00000020750	ENSMUSP00000077978
ENSLOCP00000016347	ENSMUSP00000039361
ENSLOCP00000001336	ENSMUSP00000124423
ENSLOCP00000022222	ENSMUSP00000052452
ENSLOCP00000017585	ENSMUSP00000083115
ENSLOCP00000019903	ENSMUSP00000113103
ENSLOCP00000015538	ENSMUSP00000058221
ENSLOCP00000019698	ENSMUSP00000028902
ENSLOCP00000003417	ENSMUSP00000137439
ENSLOCP00000005240	ENSMUSP00000090850
ENSLOCP00000020354	ENSMUSP00000044833
ENSLOCP00000005881	ENSMUSP00000054731
ENSLOCP00000001051	ENSMUSP00000030088
ENSLOCP00000004857	ENSMUSP00000059391
ENSLOCP00000007637	ENSMUSP00000096177
ENSLOCP00000005774	ENSMUSP00000067053
ENSLOCP00000010027	ENSMUSP00000070725
ENSLOCP00000004949	ENSMUSP00000030935
ENSLOCP00000022452	ENSMUSP00000058994
ENSLOCP00000003770	ENSMUSP00000028068
ENSLOCP00000003678	ENSMUSP00000075113
ENSLOCP00000007318	ENSMUSP00000034700
ENSLOCP00000005837	ENSMUSP00000060499
ENSLOCP00000003790	ENSMUSP00000077741
ENSLOCP00000001530	ENSMUSP00000034560
ENSLOCP00000015628	ENSMUSP00000035579
ENSLOCP00000016074	ENSMUSP00000000206
ENSLOCP00000006241	ENSMUSP00000052585
ENSLOCP00000014945	ENSMUSP00000069915
ENSLOCP00000019625	ENSMUSP00000099186
ENSLOCP00000011365	ENSMUSP00000020268
ENSLOCP00000019268	ENSMUSP00000036924
ENSLOCP00000005655	ENSMUSP00000046641
ENSLOCP00000018875	ENSMUSP00000128757
ENSLOCP00000017560	ENSMUSP00000004330
ENSLOCP00000019349	ENSMUSP00000110648
ENSLOCP00000005627	ENSMUSP00000090747
ENSLOCP00000018131	ENSMUSP00000033770
ENSLOCP00000019283	ENSMUSP00000032066
ENSLOCP00000014849	ENSMUSP00000112765
ENSLOCP00000005959	ENSMUSP00000026322
ENSLOCP00000017105	ENSMUSP00000071200
ENSLOCP00000013764	ENSMUSP00000094294
ENSLOCP00000014208	ENSMUSP00000111400
ENSLOCP00000010990	ENSMUSP00000049168
ENSLOCP00000021109	ENSMUSP00000034988
ENSLOCP00000002094	ENSMUSP00000114076
ENSLOCP00000014149	ENSMUSP00000020298
ENSLOCP00000015520	ENSMUSP00000054307
ENSLOCP00000015502	ENSMUSP00000138000
ENSLOCP00000022158	ENSMUSP00000040614
ENSLOCP00000021424	ENSMUSP00000010904
ENSLOCP00000010893	ENSMUSP00000026188
ENSLOCP00000019007	ENSMUSP00000113898
ENSLOCP00000012144	ENSMUSP00000129273
ENSLOCP00000003135	ENSMUSP00000033910
ENSLOCP00000008325	ENSMUSP00000030254
ENSLOCP00000008206	ENSMUSP00000013294
ENSLOCP00000012987	ENSMUSP00000062662
ENSLOCP00000013883	ENSMUSP00000057893
ENSLOCP00000018470	ENSMUSP00000044389
ENSLOCP00000010573	ENSMUSP00000131423
ENSLOCP00000007677	ENSMUSP00000042590
ENSLOCP00000009775	ENSMUSP00000075497
ENSLOCP00000012631	ENSMUSP00000049026
ENSLOCP00000013447	ENSMUSP00000136944
ENSLOCP00000011691	ENSMUSP00000068471
ENSLOCP00000003610	ENSMUSP00000036945
ENSLOCP00000021381	ENSMUSP00000060129
ENSLOCP00000000411	ENSMUSP00000099667
ENSLOCP00000018252	ENSMUSP00000126066
ENSLOCP00000002891	ENSMUSP00000044502
ENSLOCP00000015476	ENSMUSP00000079093
ENSLOCP00000009341	ENSMUSP00000034227
ENSLOCP00000001595	ENSMUSP00000043706
ENSLOCP00000009005	ENSMUSP00000060017
ENSLOCP00000022425	ENSMUSP00000070748
ENSLOCP00000013262	ENSMUSP00000044877
ENSLOCP00000002803	ENSMUSP00000026557
ENSLOCP00000007358	ENSMUSP00000105446
ENSLOCP00000009011	ENSMUSP00000130888
ENSLOCP00000001753	ENSMUSP00000028103
ENSLOCP00000001768	ENSMUSP00000061578
ENSLOCP00000006263	ENSMUSP00000045024
ENSLOCP00000003936	ENSMUSP00000047860
ENSLOCP00000005637	ENSMUSP00000057095
ENSLOCP00000003515	ENSMUSP00000130306
ENSLOCP00000004750	ENSMUSP00000052208
ENSLOCP00000012610	ENSMUSP00000047681
ENSLOCP00000011064	ENSMUSP00000033905
ENSLOCP00000009663	ENSMUSP00000025802
ENSLOCP00000016537	ENSMUSP00000124562
ENSLOCP00000020666	ENSMUSP00000046297
ENSLOCP00000013874	ENSMUSP00000040230
ENSLOCP00000014914	ENSMUSP00000001534
ENSLOCP00000012561	ENSMUSP00000137135
ENSLOCP00000003450	ENSMUSP00000038433
ENSLOCP00000002187	ENSMUSP00000044290
ENSLOCP00000012979	ENSMUSP00000043537
ENSLOCP00000003837	ENSMUSP00000002445
ENSLOCP00000015667	ENSMUSP00000055750
ENSLOCP00000006913	ENSMUSP00000023813
ENSLOCP00000008255	ENSMUSP00000002808
ENSLOCP00000020475	ENSMUSP00000023067
ENSLOCP00000016524	ENSMUSP00000018816
ENSLOCP00000006123	ENSMUSP00000055827
ENSLOCP00000001054	ENSMUSP00000034277
ENSLOCP00000001352	ENSMUSP00000022828
ENSLOCP00000007515	ENSMUSP00000078175
ENSLOCP00000006434	ENSMUSP00000066822
ENSLOCP00000002114	ENSMUSP00000028883
ENSLOCP00000019114	ENSMUSP00000106931
ENSLOCP00000005517	ENSMUSP00000049763
ENSLOCP00000008851	ENSMUSP00000036177
ENSLOCP00000010081	ENSMUSP00000025740
ENSLOCP00000017971	ENSMUSP00000103927
ENSLOCP00000014492	ENSMUSP00000107448
ENSLOCP00000014500	ENSMUSP00000099792
ENSLOCP00000011981	ENSMUSP00000109874
ENSLOCP00000000254	ENSMUSP00000025230
ENSLOCP00000022302	ENSMUSP00000042988
ENSLOCP00000018859	ENSMUSP00000032386
ENSLOCP00000013450	ENSMUSP00000032194
ENSLOCP00000003251	ENSMUSP00000113537
ENSLOCP00000012364	ENSMUSP00000041503
ENSLOCP00000008182	ENSMUSP00000043142
ENSLOCP00000001461	ENSMUSP00000027974
ENSLOCP00000009920	ENSMUSP00000088493
ENSLOCP00000017759	ENSMUSP00000073855
ENSLOCP00000016673	ENSMUSP00000106038
ENSLOCP00000014181	ENSMUSP00000023061
ENSLOCP00000004153	ENSMUSP00000020699
ENSLOCP00000002908	ENSMUSP00000058037
ENSLOCP00000001919	ENSMUSP00000101537
ENSLOCP00000010550	ENSMUSP00000035727
ENSLOCP00000006868	ENSMUSP00000030469
ENSLOCP00000016336	ENSMUSP00000062628
ENSLOCP00000003685	ENSMUSP00000125106
ENSLOCP00000017268	ENSMUSP00000089951
ENSLOCP00000022072	ENSMUSP00000099514
ENSLOCP00000021930	ENSMUSP00000125322
ENSLOCP00000009949	ENSMUSP00000089544
ENSLOCP00000002081	ENSMUSP00000035289
ENSLOCP00000016430	ENSMUSP00000034702
ENSLOCP00000002841	ENSMUSP00000126374
ENSLOCP00000011784	ENSMUSP00000109891
ENSLOCP00000001762	ENSMUSP00000052871
ENSLOCP00000011888	ENSMUSP00000107060
ENSLOCP00000001813	ENSMUSP00000061337
ENSLOCP00000020026	ENSMUSP00000034791
ENSLOCP00000011418	ENSMUSP00000097600
ENSLOCP00000016956	ENSMUSP00000132164
ENSLOCP00000009452	ENSMUSP00000108651
ENSLOCP00000005398	ENSMUSP00000000543
ENSLOCP00000013260	ENSMUSP00000135184
ENSLOCP00000019500	ENSMUSP00000093449
ENSLOCP00000003930	ENSMUSP00000079909
ENSLOCP00000016185	ENSMUSP00000115127
ENSLOCP00000021933	ENSMUSP00000136471
ENSLOCP00000021614	ENSMUSP00000057858
ENSLOCP00000016921	ENSMUSP00000021251
ENSLOCP00000017536	ENSMUSP00000044093
ENSLOCP00000015183	ENSMUSP00000102266
ENSLOCP00000002310	ENSMUSP00000105045
ENSLOCP00000010369	ENSMUSP00000047475
ENSLOCP00000008203	ENSMUSP00000123011
ENSLOCP00000007314	ENSMUSP00000099809
ENSLOCP00000001220	ENSMUSP00000040221
ENSLOCP00000009890	ENSMUSP00000114093
ENSLOCP00000022164	ENSMUSP00000069212
ENSLOCP00000017283	ENSMUSP00000106559
ENSLOCP00000017590	ENSMUSP00000050309
ENSLOCP00000021470	ENSMUSP00000048696
ENSLOCP00000009856	ENSMUSP00000033372
ENSLOCP00000022000	ENSMUSP00000062762
ENSLOCP00000003681	ENSMUSP00000034543
ENSLOCP00000002303	ENSMUSP00000027754
ENSLOCP00000002164	ENSMUSP00000037423
ENSLOCP00000018884	ENSMUSP00000032402
ENSLOCP00000007660	ENSMUSP00000001242
ENSLOCP00000018573	ENSMUSP00000023836
ENSLOCP00000002369	ENSMUSP00000070778
ENSLOCP00000017764	ENSMUSP00000032770
ENSLOCP00000005466	ENSMUSP00000021207
ENSLOCP00000007254	ENSMUSP00000048230
ENSLOCP00000003593	ENSMUSP00000073601
ENSLOCP00000017939	ENSMUSP00000005839
ENSLOCP00000018498	ENSMUSP00000113979
ENSLOCP00000007676	ENSMUSP00000028536
ENSLOCP00000001787	ENSMUSP00000058996
ENSLOCP00000022390	ENSMUSP00000030436
ENSLOCP00000022183	ENSMUSP00000057521
ENSLOCP00000019572	ENSMUSP00000097336
ENSLOCP00000010722	ENSMUSP00000029708
ENSLOCP00000005954	ENSMUSP00000118931
ENSLOCP00000005039	ENSMUSP00000050451
ENSLOCP00000013228	ENSMUSP00000002292
ENSLOCP00000014938	ENSMUSP00000001081
ENSLOCP00000008111	ENSMUSP00000074783
ENSLOCP00000016166	ENSMUSP00000021380
ENSLOCP00000017960	ENSMUSP00000002112
ENSLOCP00000010120	ENSMUSP00000025503
ENSLOCP00000019378	ENSMUSP00000089860
ENSLOCP00000016905	ENSMUSP00000126515
ENSLOCP00000001847	ENSMUSP00000057065
ENSLOCP00000017123	ENSMUSP00000073061
ENSLOCP00000016694	ENSMUSP00000049732
ENSLOCP00000002516	ENSMUSP00000030950
ENSLOCP00000016027	ENSMUSP00000098655
ENSLOCP00000012678	ENSMUSP00000132906
ENSLOCP00000022032	ENSMUSP00000137154
ENSLOCP00000021976	ENSMUSP00000006559
ENSLOCP00000015311	ENSMUSP00000020826
ENSLOCP00000002494	ENSMUSP00000036347
ENSLOCP00000015622	ENSMUSP00000025872
ENSLOCP00000011355	ENSMUSP00000036964
ENSLOCP00000009145	ENSMUSP00000086796
ENSLOCP00000021165	ENSMUSP00000020064
ENSLOCP00000009583	ENSMUSP00000094396
ENSLOCP00000005325	ENSMUSP00000037627
ENSLOCP00000007688	ENSMUSP00000029865
ENSLOCP00000008861	ENSMUSP00000096119
ENSLOCP00000008663	ENSMUSP00000062489
ENSLOCP00000006043	ENSMUSP00000053085
ENSLOCP00000001241	ENSMUSP00000130152
ENSLOCP00000020938	ENSMUSP00000066396
ENSLOCP00000008870	ENSMUSP00000034087
ENSLOCP00000003811	ENSMUSP00000054137
ENSLOCP00000002232	ENSMUSP00000010451
ENSLOCP00000018082	ENSMUSP00000007245
ENSLOCP00000008092	ENSMUSP00000056940
ENSLOCP00000011453	ENSMUSP00000110685
ENSLOCP00000014810	ENSMUSP00000116327
ENSLOCP00000017538	ENSMUSP00000126916
ENSLOCP00000001907	ENSMUSP00000023087
ENSLOCP00000021401	ENSMUSP00000024047
ENSLOCP00000022200	ENSMUSP00000098083
ENSLOCP00000022201	ENSMUSP00000080370
ENSLOCP00000009425	ENSMUSP00000031594
ENSLOCP00000009390	ENSMUSP00000064849
ENSLOCP00000010871	ENSMUSP00000055048
ENSLOCP00000017696	ENSMUSP00000114088
ENSLOCP00000015856	ENSMUSP00000051853
ENSLOCP00000007168	ENSMUSP00000099717
ENSLOCP00000017448	ENSMUSP00000104040
ENSLOCP00000015385	ENSMUSP00000113956
ENSLOCP00000005597	ENSMUSP00000026446
ENSLOCP00000019977	ENSMUSP00000051638
ENSLOCP00000012717	ENSMUSP00000027164
ENSLOCP00000012710	ENSMUSP00000027165
ENSLOCP00000005459	ENSMUSP00000128634
ENSLOCP00000011793	ENSMUSP00000065713
ENSLOCP00000006118	ENSMUSP00000125297
ENSLOCP00000019323	ENSMUSP00000057984
ENSLOCP00000009539	ENSMUSP00000065502
ENSLOCP00000012195	ENSMUSP00000027743
ENSLOCP00000022046	ENSMUSP00000055557
ENSLOCP00000003429	ENSMUSP00000045668
ENSLOCP00000007952	ENSMUSP00000088265
ENSLOCP00000006022	ENSMUSP00000023133
ENSLOCP00000021490	ENSMUSP00000131241
ENSLOCP00000012120	ENSMUSP00000137381
ENSLOCP00000022336	ENSMUSP00000055956
ENSLOCP00000003814	ENSMUSP00000043467
ENSLOCP00000001899	ENSMUSP00000133140
ENSLOCP00000021659	ENSMUSP00000056156
ENSLOCP00000010807	ENSMUSP00000081013
ENSLOCP00000015572	ENSMUSP00000054963
ENSLOCP00000014620	ENSMUSP00000048376
ENSLOCP00000021203	ENSMUSP00000134177
ENSLOCP00000015580	ENSMUSP00000084189
ENSLOCP00000010101	ENSMUSP00000033166
ENSLOCP00000009881	ENSMUSP00000022051
ENSLOCP00000008885	ENSMUSP00000034086
ENSLOCP00000021116	ENSMUSP00000029915
ENSLOCP00000018638	ENSMUSP00000079358
ENSLOCP00000001905	ENSMUSP00000106865
ENSLOCP00000018059	ENSMUSP00000041210
ENSLOCP00000012448	ENSMUSP00000092494
ENSLOCP00000008957	ENSMUSP00000050582
ENSLOCP00000004800	ENSMUSP00000042772
ENSLOCP00000016884	ENSMUSP00000041985
ENSLOCP00000017665	ENSMUSP00000033509
ENSLOCP00000009466	ENSMUSP00000071868
ENSLOCP00000013620	ENSMUSP00000036361
ENSLOCP00000002649	ENSMUSP00000113936
ENSLOCP00000010157	ENSMUSP00000119608
ENSLOCP00000014403	ENSMUSP00000060617
