ENSGALP00000006197	ENSMUSP00000034074
ENSGALP00000042002	ENSMUSP00000000186
ENSGALP00000003014	ENSMUSP00000075762
ENSGALP00000006366	ENSMUSP00000041104
ENSGALP00000042519	ENSMUSP00000046101
ENSGALP00000001456	ENSMUSP00000021306
ENSGALP00000016098	ENSMUSP00000024773
ENSGALP00000042526	ENSMUSP00000028892
ENSGALP00000039539	ENSMUSP00000090941
ENSGALP00000014492	ENSMUSP00000018122
ENSGALP00000015506	ENSMUSP00000105620
ENSGALP00000043143	ENSMUSP00000025585
ENSGALP00000015833	ENSMUSP00000059913
ENSGALP00000042544	ENSMUSP00000082137
ENSGALP00000042292	ENSMUSP00000093697
ENSGALP00000000981	ENSMUSP00000116282
ENSGALP00000042475	ENSMUSP00000059404
ENSGALP00000008218	ENSMUSP00000055036
ENSGALP00000014651	ENSMUSP00000045351
ENSGALP00000024389	ENSMUSP00000025659
ENSGALP00000010498	ENSMUSP00000069228
ENSGALP00000043267	ENSMUSP00000056008
ENSGALP00000010777	ENSMUSP00000089437
ENSGALP00000013991	ENSMUSP00000023583
ENSGALP00000038974	ENSMUSP00000023587
ENSGALP00000041043	ENSMUSP00000052056
ENSGALP00000018936	ENSMUSP00000075566
ENSGALP00000019402	ENSMUSP00000007130
ENSGALP00000042166	ENSMUSP00000050577
ENSGALP00000022807	ENSMUSP00000115871
ENSGALP00000000309	ENSMUSP00000022634
ENSGALP00000017040	ENSMUSP00000101718
ENSGALP00000025633	ENSMUSP00000113835
ENSGALP00000003577	ENSMUSP00000064080
ENSGALP00000040299	ENSMUSP00000092253
ENSGALP00000042741	ENSMUSP00000137246
ENSGALP00000038659	ENSMUSP00000040271
ENSGALP00000040713	ENSMUSP00000022592
ENSGALP00000003960	ENSMUSP00000101311
ENSGALP00000020568	ENSMUSP00000099981
ENSGALP00000006909	ENSMUSP00000101049
ENSGALP00000041684	ENSMUSP00000073751
ENSGALP00000028292	ENSMUSP00000048590
ENSGALP00000016970	ENSMUSP00000041543
ENSGALP00000022844	ENSMUSP00000005352
ENSGALP00000019783	ENSMUSP00000077074
ENSGALP00000016774	ENSMUSP00000024748
ENSGALP00000032433	ENSMUSP00000043111
ENSGALP00000006041	ENSMUSP00000069422
ENSGALP00000016615	ENSMUSP00000093206
ENSGALP00000042035	ENSMUSP00000105560
ENSGALP00000023016	ENSMUSP00000098723
ENSGALP00000039164	ENSMUSP00000033018
ENSGALP00000003885	ENSMUSP00000050211
ENSGALP00000026298	ENSMUSP00000079239
ENSGALP00000017672	ENSMUSP00000037970
ENSGALP00000000025	ENSMUSP00000086948
ENSGALP00000024159	ENSMUSP00000031009
ENSGALP00000041037	ENSMUSP00000020537
ENSGALP00000040818	ENSMUSP00000033153
ENSGALP00000005493	ENSMUSP00000001059
ENSGALP00000010636	ENSMUSP00000106266
ENSGALP00000007220	ENSMUSP00000104889
ENSGALP00000000716	ENSMUSP00000010298
ENSGALP00000022437	ENSMUSP00000049336
ENSGALP00000022640	ENSMUSP00000075266
ENSGALP00000020039	ENSMUSP00000117687
ENSGALP00000005187	ENSMUSP00000043596
ENSGALP00000001352	ENSMUSP00000102894
ENSGALP00000022203	ENSMUSP00000118361
ENSGALP00000002203	ENSMUSP00000117017
ENSGALP00000035402	ENSMUSP00000106866
ENSGALP00000039931	ENSMUSP00000017572
ENSGALP00000000549	ENSMUSP00000028635
ENSGALP00000015910	ENSMUSP00000135703
ENSGALP00000036955	ENSMUSP00000135881
ENSGALP00000027365	ENSMUSP00000022590
ENSGALP00000015801	ENSMUSP00000095608
ENSGALP00000036368	ENSMUSP00000045539
ENSGALP00000014145	ENSMUSP00000044026
ENSGALP00000022963	ENSMUSP00000023068
ENSGALP00000009219	ENSMUSP00000033325
ENSGALP00000004108	ENSMUSP00000002327
ENSGALP00000025808	ENSMUSP00000022901
ENSGALP00000026474	ENSMUSP00000020980
ENSGALP00000025572	ENSMUSP00000108876
ENSGALP00000018671	ENSMUSP00000035010
ENSGALP00000019532	ENSMUSP00000087857
ENSGALP00000008393	ENSMUSP00000036214
ENSGALP00000003481	ENSMUSP00000137871
ENSGALP00000016784	ENSMUSP00000059724
ENSGALP00000020141	ENSMUSP00000052017
ENSGALP00000042738	ENSMUSP00000043066
ENSGALP00000006158	ENSMUSP00000030408
ENSGALP00000026564	ENSMUSP00000045315
ENSGALP00000006023	ENSMUSP00000079689
ENSGALP00000014374	ENSMUSP00000099938
ENSGALP00000013910	ENSMUSP00000109728
ENSGALP00000025892	ENSMUSP00000125312
ENSGALP00000003004	ENSMUSP00000099317
ENSGALP00000042645	ENSMUSP00000059575
ENSGALP00000026183	ENSMUSP00000015146
ENSGALP00000026747	ENSMUSP00000106809
ENSGALP00000000018	ENSMUSP00000032071
ENSGALP00000031600	ENSMUSP00000065935
ENSGALP00000022289	ENSMUSP00000028880
ENSGALP00000020563	ENSMUSP00000090564
ENSGALP00000020562	ENSMUSP00000021907
ENSGALP00000015735	ENSMUSP00000130313
ENSGALP00000020457	ENSMUSP00000125995
ENSGALP00000038356	ENSMUSP00000021166
ENSGALP00000025131	ENSMUSP00000105168
ENSGALP00000005116	ENSMUSP00000135913
ENSGALP00000036541	ENSMUSP00000063650
ENSGALP00000025846	ENSMUSP00000022908
ENSGALP00000019576	ENSMUSP00000023040
ENSGALP00000042931	ENSMUSP00000047586
ENSGALP00000012736	ENSMUSP00000020513
ENSGALP00000012584	ENSMUSP00000110274
ENSGALP00000015788	ENSMUSP00000103222
ENSGALP00000009946	ENSMUSP00000073371
ENSGALP00000039699	ENSMUSP00000045357
ENSGALP00000014693	ENSMUSP00000048313
ENSGALP00000022566	ENSMUSP00000047880
ENSGALP00000029054	ENSMUSP00000067882
ENSGALP00000006394	ENSMUSP00000051331
ENSGALP00000008338	ENSMUSP00000025649
ENSGALP00000016207	ENSMUSP00000119841
ENSGALP00000032512	ENSMUSP00000029259
ENSGALP00000040735	ENSMUSP00000055475
ENSGALP00000011585	ENSMUSP00000052584
ENSGALP00000036118	ENSMUSP00000086779
ENSGALP00000020850	ENSMUSP00000130121
ENSGALP00000019590	ENSMUSP00000106756
ENSGALP00000005384	ENSMUSP00000124272
ENSGALP00000001751	ENSMUSP00000018880
ENSGALP00000015991	ENSMUSP00000112551
ENSGALP00000033517	ENSMUSP00000041483
ENSGALP00000006690	ENSMUSP00000099349
ENSGALP00000027982	ENSMUSP00000033289
ENSGALP00000023141	ENSMUSP00000113174
ENSGALP00000030590	ENSMUSP00000067611
ENSGALP00000009982	ENSMUSP00000072961
ENSGALP00000008082	ENSMUSP00000086094
ENSGALP00000038884	ENSMUSP00000072136
ENSGALP00000013788	ENSMUSP00000113494
ENSGALP00000010894	ENSMUSP00000062174
ENSGALP00000020585	ENSMUSP00000021929
ENSGALP00000007118	ENSMUSP00000018645
ENSGALP00000004924	ENSMUSP00000083250
ENSGALP00000008346	ENSMUSP00000045291
ENSGALP00000013111	ENSMUSP00000033634
ENSGALP00000011549	ENSMUSP00000114015
ENSGALP00000042363	ENSMUSP00000027965
ENSGALP00000022328	ENSMUSP00000113499
ENSGALP00000006529	ENSMUSP00000030434
ENSGALP00000012445	ENSMUSP00000006137
ENSGALP00000038731	ENSMUSP00000109502
ENSGALP00000043401	ENSMUSP00000022561
ENSGALP00000043289	ENSMUSP00000054748
ENSGALP00000006259	ENSMUSP00000030412
ENSGALP00000022839	ENSMUSP00000064893
ENSGALP00000016414	ENSMUSP00000122964
ENSGALP00000035598	ENSMUSP00000120387
ENSGALP00000017553	ENSMUSP00000020856
ENSGALP00000038278	ENSMUSP00000049490
ENSGALP00000003137	ENSMUSP00000039528
ENSGALP00000013442	ENSMUSP00000056787
ENSGALP00000025075	ENSMUSP00000054330
ENSGALP00000016333	ENSMUSP00000124674
ENSGALP00000008837	ENSMUSP00000057896
ENSGALP00000012748	ENSMUSP00000110287
ENSGALP00000009699	ENSMUSP00000035099
ENSGALP00000015596	ENSMUSP00000028509
ENSGALP00000008744	ENSMUSP00000129325
ENSGALP00000026277	ENSMUSP00000044280
ENSGALP00000000170	ENSMUSP00000020640
ENSGALP00000014375	ENSMUSP00000112719
ENSGALP00000040862	ENSMUSP00000078361
ENSGALP00000014621	ENSMUSP00000094886
ENSGALP00000012380	ENSMUSP00000078774
ENSGALP00000040662	ENSMUSP00000068174
ENSGALP00000022380	ENSMUSP00000025403
ENSGALP00000025836	ENSMUSP00000022904
ENSGALP00000026483	ENSMUSP00000020884
ENSGALP00000003908	ENSMUSP00000124548
ENSGALP00000024827	ENSMUSP00000082013
ENSGALP00000037772	ENSMUSP00000027916
ENSGALP00000041243	ENSMUSP00000030192
ENSGALP00000026998	ENSMUSP00000027287
ENSGALP00000016043	ENSMUSP00000044466
ENSGALP00000003693	ENSMUSP00000027267
ENSGALP00000005417	ENSMUSP00000119875
ENSGALP00000015318	ENSMUSP00000105976
ENSGALP00000042781	ENSMUSP00000043643
ENSGALP00000004959	ENSMUSP00000041308
ENSGALP00000011182	ENSMUSP00000113346
ENSGALP00000026595	ENSMUSP00000031032
ENSGALP00000022235	ENSMUSP00000128696
ENSGALP00000022230	ENSMUSP00000069699
ENSGALP00000000860	ENSMUSP00000054804
ENSGALP00000018960	ENSMUSP00000021726
ENSGALP00000011342	ENSMUSP00000001179
ENSGALP00000024803	ENSMUSP00000097444
ENSGALP00000040816	ENSMUSP00000130967
ENSGALP00000043242	ENSMUSP00000003911
ENSGALP00000014526	ENSMUSP00000005504
ENSGALP00000008236	ENSMUSP00000099475
ENSGALP00000012561	ENSMUSP00000085187
ENSGALP00000018995	ENSMUSP00000098580
ENSGALP00000002310	ENSMUSP00000034470
ENSGALP00000006624	ENSMUSP00000090130
ENSGALP00000014415	ENSMUSP00000093644
ENSGALP00000015493	ENSMUSP00000057462
ENSGALP00000001940	ENSMUSP00000059433
ENSGALP00000003331	ENSMUSP00000080739
ENSGALP00000011141	ENSMUSP00000064393
ENSGALP00000027322	ENSMUSP00000071464
ENSGALP00000016152	ENSMUSP00000046766
ENSGALP00000041816	ENSMUSP00000108987
ENSGALP00000007164	ENSMUSP00000064539
ENSGALP00000011884	ENSMUSP00000023151
ENSGALP00000043071	ENSMUSP00000110057
ENSGALP00000041108	ENSMUSP00000116006
ENSGALP00000031296	ENSMUSP00000027943
ENSGALP00000016785	ENSMUSP00000040706
ENSGALP00000035686	ENSMUSP00000072773
ENSGALP00000010201	ENSMUSP00000037719
ENSGALP00000027522	ENSMUSP00000113895
ENSGALP00000027523	ENSMUSP00000016279
ENSGALP00000023052	ENSMUSP00000109367
ENSGALP00000037606	ENSMUSP00000128209
ENSGALP00000004568	ENSMUSP00000031445
ENSGALP00000023833	ENSMUSP00000060613
ENSGALP00000037437	ENSMUSP00000020157
ENSGALP00000037704	ENSMUSP00000102227
ENSGALP00000041543	ENSMUSP00000060930
ENSGALP00000022657	ENSMUSP00000032396
ENSGALP00000009023	ENSMUSP00000114578
ENSGALP00000022696	ENSMUSP00000107333
ENSGALP00000011120	ENSMUSP00000038444
ENSGALP00000042657	ENSMUSP00000119912
ENSGALP00000027679	ENSMUSP00000061511
ENSGALP00000013803	ENSMUSP00000003319
ENSGALP00000002583	ENSMUSP00000030901
ENSGALP00000017202	ENSMUSP00000029644
ENSGALP00000008018	ENSMUSP00000068192
ENSGALP00000003682	ENSMUSP00000124089
ENSGALP00000016566	ENSMUSP00000071939
ENSGALP00000037247	ENSMUSP00000102711
ENSGALP00000025684	ENSMUSP00000027337
ENSGALP00000026064	ENSMUSP00000022953
ENSGALP00000017221	ENSMUSP00000068987
ENSGALP00000016953	ENSMUSP00000034630
ENSGALP00000018477	ENSMUSP00000062122
ENSGALP00000005362	ENSMUSP00000057669
ENSGALP00000037931	ENSMUSP00000047865
ENSGALP00000014129	ENSMUSP00000068516
ENSGALP00000027682	ENSMUSP00000027027
ENSGALP00000010742	ENSMUSP00000023562
ENSGALP00000009322	ENSMUSP00000091641
ENSGALP00000001108	ENSMUSP00000032749
ENSGALP00000007052	ENSMUSP00000031388
ENSGALP00000012615	ENSMUSP00000033695
ENSGALP00000037478	ENSMUSP00000027396
ENSGALP00000026558	ENSMUSP00000047445
ENSGALP00000026359	ENSMUSP00000043691
ENSGALP00000020149	ENSMUSP00000099993
ENSGALP00000005353	ENSMUSP00000066808
ENSGALP00000007187	ENSMUSP00000030884
ENSGALP00000014578	ENSMUSP00000088801
ENSGALP00000005972	ENSMUSP00000004494
ENSGALP00000002508	ENSMUSP00000130221
ENSGALP00000039941	ENSMUSP00000106894
ENSGALP00000024186	ENSMUSP00000125043
ENSGALP00000008267	ENSMUSP00000107803
ENSGALP00000038832	ENSMUSP00000037210
ENSGALP00000008227	ENSMUSP00000132725
ENSGALP00000020415	ENSMUSP00000096982
ENSGALP00000005996	ENSMUSP00000034085
ENSGALP00000006621	ENSMUSP00000034739
ENSGALP00000002707	ENSMUSP00000026494
ENSGALP00000041034	ENSMUSP00000020382
ENSGALP00000040443	ENSMUSP00000111222
ENSGALP00000012210	ENSMUSP00000055689
ENSGALP00000037663	ENSMUSP00000062327
ENSGALP00000021766	ENSMUSP00000009219
ENSGALP00000013307	ENSMUSP00000098942
ENSGALP00000042685	ENSMUSP00000028780
ENSGALP00000029342	ENSMUSP00000106118
ENSGALP00000004348	ENSMUSP00000109901
ENSGALP00000019816	ENSMUSP00000008573
ENSGALP00000026170	ENSMUSP00000033519
ENSGALP00000022832	ENSMUSP00000084467
ENSGALP00000005392	ENSMUSP00000137163
ENSGALP00000016394	ENSMUSP00000113235
ENSGALP00000017586	ENSMUSP00000099752
ENSGALP00000037084	ENSMUSP00000021592
ENSGALP00000020328	ENSMUSP00000089758
ENSGALP00000011596	ENSMUSP00000028100
ENSGALP00000011428	ENSMUSP00000035472
ENSGALP00000008079	ENSMUSP00000018744
ENSGALP00000023837	ENSMUSP00000029459
ENSGALP00000011911	ENSMUSP00000031486
ENSGALP00000002564	ENSMUSP00000036410
ENSGALP00000040201	ENSMUSP00000020546
ENSGALP00000000495	ENSMUSP00000014957
ENSGALP00000008696	ENSMUSP00000047218
ENSGALP00000006287	ENSMUSP00000104471
ENSGALP00000009312	ENSMUSP00000081782
ENSGALP00000021094	ENSMUSP00000046759
ENSGALP00000034072	ENSMUSP00000099490
ENSGALP00000008073	ENSMUSP00000099642
ENSGALP00000006237	ENSMUSP00000104973
ENSGALP00000004174	ENSMUSP00000017920
ENSGALP00000010305	ENSMUSP00000006293
ENSGALP00000002338	ENSMUSP00000030734
ENSGALP00000015045	ENSMUSP00000037890
ENSGALP00000026615	ENSMUSP00000013773
ENSGALP00000021034	ENSMUSP00000023353
ENSGALP00000014959	ENSMUSP00000066842
ENSGALP00000035366	ENSMUSP00000103007
ENSGALP00000025508	ENSMUSP00000044472
ENSGALP00000042044	ENSMUSP00000052096
ENSGALP00000041646	ENSMUSP00000033169
ENSGALP00000014608	ENSMUSP00000099559
ENSGALP00000029762	ENSMUSP00000002923
ENSGALP00000018410	ENSMUSP00000017629
ENSGALP00000039270	ENSMUSP00000068896
ENSGALP00000006115	ENSMUSP00000112766
ENSGALP00000042060	ENSMUSP00000076951
ENSGALP00000013870	ENSMUSP00000070946
ENSGALP00000035804	ENSMUSP00000027290
ENSGALP00000015005	ENSMUSP00000049808
ENSGALP00000017131	ENSMUSP00000099785
ENSGALP00000005262	ENSMUSP00000121182
ENSGALP00000020011	ENSMUSP00000035078
ENSGALP00000006137	ENSMUSP00000095254
ENSGALP00000002862	ENSMUSP00000018992
ENSGALP00000010883	ENSMUSP00000105353
ENSGALP00000018826	ENSMUSP00000020112
ENSGALP00000027519	ENSMUSP00000016569
ENSGALP00000023059	ENSMUSP00000031104
ENSGALP00000019396	ENSMUSP00000023088
ENSGALP00000007923	ENSMUSP00000033621
ENSGALP00000001254	ENSMUSP00000021314
ENSGALP00000014278	ENSMUSP00000080600
ENSGALP00000032179	ENSMUSP00000125384
ENSGALP00000042202	ENSMUSP00000005069
ENSGALP00000011668	ENSMUSP00000052922
ENSGALP00000036165	ENSMUSP00000029454
ENSGALP00000004335	ENSMUSP00000028386
ENSGALP00000040974	ENSMUSP00000035400
ENSGALP00000031757	ENSMUSP00000044616
ENSGALP00000041413	ENSMUSP00000061843
ENSGALP00000019313	ENSMUSP00000124043
ENSGALP00000034260	ENSMUSP00000059977
ENSGALP00000040835	ENSMUSP00000035065
ENSGALP00000016505	ENSMUSP00000024733
ENSGALP00000000670	ENSMUSP00000041814
ENSGALP00000042671	ENSMUSP00000070229
ENSGALP00000042641	ENSMUSP00000041370
ENSGALP00000020604	ENSMUSP00000046981
ENSGALP00000006648	ENSMUSP00000026558
ENSGALP00000022101	ENSMUSP00000019908
ENSGALP00000019323	ENSMUSP00000106081
ENSGALP00000016050	ENSMUSP00000016344
ENSGALP00000043300	ENSMUSP00000022082
ENSGALP00000000933	ENSMUSP00000034400
ENSGALP00000018335	ENSMUSP00000024717
ENSGALP00000013042	ENSMUSP00000027125
ENSGALP00000000114	ENSMUSP00000109288
ENSGALP00000022312	ENSMUSP00000020629
ENSGALP00000021513	ENSMUSP00000022102
ENSGALP00000037111	ENSMUSP00000108726
ENSGALP00000041373	ENSMUSP00000034000
ENSGALP00000039153	ENSMUSP00000058142
ENSGALP00000021328	ENSMUSP00000105303
ENSGALP00000022856	ENSMUSP00000064668
ENSGALP00000001315	ENSMUSP00000030665
ENSGALP00000042479	ENSMUSP00000025918
ENSGALP00000025970	ENSMUSP00000093533
ENSGALP00000025766	ENSMUSP00000109584
ENSGALP00000024043	ENSMUSP00000049003
ENSGALP00000026495	ENSMUSP00000124348
ENSGALP00000006364	ENSMUSP00000136673
ENSGALP00000018530	ENSMUSP00000126749
ENSGALP00000015334	ENSMUSP00000064961
ENSGALP00000027076	ENSMUSP00000093379
ENSGALP00000013334	ENSMUSP00000025354
ENSGALP00000042365	ENSMUSP00000036477
ENSGALP00000043243	ENSMUSP00000068587
ENSGALP00000017753	ENSMUSP00000030849
ENSGALP00000042234	ENSMUSP00000112575
ENSGALP00000001338	ENSMUSP00000016668
ENSGALP00000014829	ENSMUSP00000025093
ENSGALP00000005100	ENSMUSP00000017783
ENSGALP00000004190	ENSMUSP00000113521
ENSGALP00000042563	ENSMUSP00000043120
ENSGALP00000042182	ENSMUSP00000133816
ENSGALP00000014689	ENSMUSP00000111101
ENSGALP00000008280	ENSMUSP00000104529
ENSGALP00000013527	ENSMUSP00000031597
ENSGALP00000019276	ENSMUSP00000032336
ENSGALP00000017299	ENSMUSP00000078190
ENSGALP00000006542	ENSMUSP00000114652
ENSGALP00000032339	ENSMUSP00000110477
ENSGALP00000039621	ENSMUSP00000041841
ENSGALP00000004363	ENSMUSP00000041298
ENSGALP00000041804	ENSMUSP00000001825
ENSGALP00000008805	ENSMUSP00000033674
ENSGALP00000040448	ENSMUSP00000047878
ENSGALP00000027951	ENSMUSP00000032931
ENSGALP00000026957	ENSMUSP00000032629
ENSGALP00000014656	ENSMUSP00000087500
ENSGALP00000008450	ENSMUSP00000000348
ENSGALP00000042139	ENSMUSP00000037075
ENSGALP00000001447	ENSMUSP00000131331
ENSGALP00000001655	ENSMUSP00000028083
ENSGALP00000020794	ENSMUSP00000020249
ENSGALP00000041050	ENSMUSP00000027532
ENSGALP00000039342	ENSMUSP00000103191
ENSGALP00000012907	ENSMUSP00000028081
ENSGALP00000025521	ENSMUSP00000034987
ENSGALP00000025787	ENSMUSP00000044437
ENSGALP00000024140	ENSMUSP00000129463
ENSGALP00000008556	ENSMUSP00000104519
ENSGALP00000016481	ENSMUSP00000021375
ENSGALP00000043425	ENSMUSP00000112101
ENSGALP00000014006	ENSMUSP00000130864
ENSGALP00000003479	ENSMUSP00000071150
ENSGALP00000009709	ENSMUSP00000061923
ENSGALP00000009632	ENSMUSP00000047775
ENSGALP00000017800	ENSMUSP00000031840
ENSGALP00000023540	ENSMUSP00000051869
ENSGALP00000022405	ENSMUSP00000025411
ENSGALP00000001287	ENSMUSP00000136166
ENSGALP00000036383	ENSMUSP00000056530
ENSGALP00000021551	ENSMUSP00000030032
ENSGALP00000012565	ENSMUSP00000080533
ENSGALP00000013385	ENSMUSP00000028858
ENSGALP00000039721	ENSMUSP00000037126
ENSGALP00000020229	ENSMUSP00000022378
ENSGALP00000003917	ENSMUSP00000030830
ENSGALP00000007225	ENSMUSP00000057320
ENSGALP00000007149	ENSMUSP00000065787
ENSGALP00000002254	ENSMUSP00000030399
ENSGALP00000042542	ENSMUSP00000095792
ENSGALP00000008398	ENSMUSP00000069508
ENSGALP00000001446	ENSMUSP00000030894
ENSGALP00000007286	ENSMUSP00000124871
ENSGALP00000001900	ENSMUSP00000097721
ENSGALP00000016933	ENSMUSP00000113040
ENSGALP00000043210	ENSMUSP00000080150
ENSGALP00000022459	ENSMUSP00000020182
ENSGALP00000026855	ENSMUSP00000042343
ENSGALP00000026102	ENSMUSP00000026014
ENSGALP00000009716	ENSMUSP00000026096
ENSGALP00000024317	ENSMUSP00000135375
ENSGALP00000024253	ENSMUSP00000044305
ENSGALP00000014471	ENSMUSP00000072155
ENSGALP00000023395	ENSMUSP00000041299
ENSGALP00000003381	ENSMUSP00000100038
ENSGALP00000023114	ENSMUSP00000032477
ENSGALP00000007134	ENSMUSP00000124022
ENSGALP00000016047	ENSMUSP00000046686
ENSGALP00000008480	ENSMUSP00000035110
ENSGALP00000022938	ENSMUSP00000031117
ENSGALP00000017328	ENSMUSP00000078148
ENSGALP00000002771	ENSMUSP00000026265
ENSGALP00000024151	ENSMUSP00000025270
ENSGALP00000020848	ENSMUSP00000021866
ENSGALP00000040803	ENSMUSP00000033241
ENSGALP00000000573	ENSMUSP00000054105
ENSGALP00000037338	ENSMUSP00000058882
ENSGALP00000013244	ENSMUSP00000110781
ENSGALP00000032348	ENSMUSP00000081541
ENSGALP00000013516	ENSMUSP00000028926
ENSGALP00000012415	ENSMUSP00000049708
ENSGALP00000008036	ENSMUSP00000002891
ENSGALP00000002248	ENSMUSP00000023465
ENSGALP00000042673	ENSMUSP00000102590
ENSGALP00000004513	ENSMUSP00000063843
ENSGALP00000030591	ENSMUSP00000110741
ENSGALP00000019758	ENSMUSP00000114705
ENSGALP00000042794	ENSMUSP00000098677
ENSGALP00000017181	ENSMUSP00000094882
ENSGALP00000039408	ENSMUSP00000058455
ENSGALP00000020593	ENSMUSP00000068560
ENSGALP00000012954	ENSMUSP00000085316
ENSGALP00000024724	ENSMUSP00000031189
ENSGALP00000003142	ENSMUSP00000095713
ENSGALP00000005668	ENSMUSP00000017488
ENSGALP00000008204	ENSMUSP00000128943
ENSGALP00000038046	ENSMUSP00000096140
ENSGALP00000027674	ENSMUSP00000046528
ENSGALP00000041009	ENSMUSP00000101113
ENSGALP00000039544	ENSMUSP00000112860
ENSGALP00000025396	ENSMUSP00000118333
ENSGALP00000024046	ENSMUSP00000025142
ENSGALP00000005724	ENSMUSP00000117246
ENSGALP00000019456	ENSMUSP00000023112
ENSGALP00000038897	ENSMUSP00000114087
ENSGALP00000002853	ENSMUSP00000066607
ENSGALP00000023161	ENSMUSP00000040694
ENSGALP00000006289	ENSMUSP00000017151
ENSGALP00000016259	ENSMUSP00000050181
ENSGALP00000043463	ENSMUSP00000119246
ENSGALP00000007177	ENSMUSP00000026452
ENSGALP00000039149	ENSMUSP00000068086
ENSGALP00000015016	ENSMUSP00000041967
ENSGALP00000018245	ENSMUSP00000044072
ENSGALP00000024242	ENSMUSP00000019977
ENSGALP00000035573	ENSMUSP00000081998
ENSGALP00000023549	ENSMUSP00000134799
ENSGALP00000009847	ENSMUSP00000069112
ENSGALP00000041633	ENSMUSP00000101023
ENSGALP00000005776	ENSMUSP00000090360
ENSGALP00000023701	ENSMUSP00000048240
ENSGALP00000005229	ENSMUSP00000078160
ENSGALP00000037902	ENSMUSP00000037168
ENSGALP00000038409	ENSMUSP00000066915
ENSGALP00000012074	ENSMUSP00000036913
ENSGALP00000009480	ENSMUSP00000029116
ENSGALP00000024559	ENSMUSP00000059261
ENSGALP00000023196	ENSMUSP00000031081
ENSGALP00000014659	ENSMUSP00000015234
ENSGALP00000042485	ENSMUSP00000098680
ENSGALP00000015353	ENSMUSP00000053837
ENSGALP00000012029	ENSMUSP00000111624
ENSGALP00000014285	ENSMUSP00000031695
ENSGALP00000018625	ENSMUSP00000027368
ENSGALP00000013162	ENSMUSP00000027121
ENSGALP00000040794	ENSMUSP00000034552
ENSGALP00000023931	ENSMUSP00000067057
ENSGALP00000027822	ENSMUSP00000045191
ENSGALP00000025504	ENSMUSP00000137445
ENSGALP00000024944	ENSMUSP00000004965
ENSGALP00000018705	ENSMUSP00000035366
ENSGALP00000004856	ENSMUSP00000004050
ENSGALP00000004453	ENSMUSP00000133855
ENSGALP00000008600	ENSMUSP00000002350
ENSGALP00000002430	ENSMUSP00000099304
ENSGALP00000000958	ENSMUSP00000092408
ENSGALP00000022385	ENSMUSP00000038405
ENSGALP00000006575	ENSMUSP00000099913
ENSGALP00000036970	ENSMUSP00000005548
ENSGALP00000012344	ENSMUSP00000004172
ENSGALP00000017266	ENSMUSP00000099805
ENSGALP00000007432	ENSMUSP00000041751
ENSGALP00000028084	ENSMUSP00000025631
ENSGALP00000006003	ENSMUSP00000052826
ENSGALP00000016954	ENSMUSP00000035260
ENSGALP00000005954	ENSMUSP00000038722
ENSGALP00000017139	ENSMUSP00000029666
ENSGALP00000027179	ENSMUSP00000093130
ENSGALP00000018188	ENSMUSP00000052523
ENSGALP00000028895	ENSMUSP00000002710
ENSGALP00000015553	ENSMUSP00000021544
ENSGALP00000030511	ENSMUSP00000122274
ENSGALP00000007531	ENSMUSP00000104861
ENSGALP00000005640	ENSMUSP00000099660
ENSGALP00000001026	ENSMUSP00000127192
ENSGALP00000001224	ENSMUSP00000117963
ENSGALP00000020629	ENSMUSP00000089394
ENSGALP00000017608	ENSMUSP00000033919
ENSGALP00000026669	ENSMUSP00000033751
ENSGALP00000008851	ENSMUSP00000042875
ENSGALP00000010476	ENSMUSP00000110606
ENSGALP00000004390	ENSMUSP00000055823
ENSGALP00000038786	ENSMUSP00000110389
ENSGALP00000013877	ENSMUSP00000053558
ENSGALP00000031809	ENSMUSP00000134568
ENSGALP00000042774	ENSMUSP00000058618
ENSGALP00000017254	ENSMUSP00000038732
ENSGALP00000028262	ENSMUSP00000032566
ENSGALP00000025921	ENSMUSP00000022927
ENSGALP00000038610	ENSMUSP00000094174
ENSGALP00000005451	ENSMUSP00000108921
