ENSMGAP00000004951	ENSMODP00000016222
ENSMGAP00000003637	ENSMODP00000007344
ENSMGAP00000009284	ENSMODP00000018755
ENSMGAP00000002181	ENSMODP00000023138
ENSMGAP00000001012	ENSMODP00000001901
ENSMGAP00000005479	ENSMODP00000039384
ENSMGAP00000007531	ENSMODP00000004973
ENSMGAP00000014599	ENSMODP00000013495
ENSMGAP00000011535	ENSMODP00000034189
ENSMGAP00000005442	ENSMODP00000000094
ENSMGAP00000011563	ENSMODP00000007365
ENSMGAP00000016771	ENSMODP00000010376
ENSMGAP00000000065	ENSMODP00000017734
ENSMGAP00000006340	ENSMODP00000038729
ENSMGAP00000004717	ENSMODP00000008272
ENSMGAP00000009819	ENSMODP00000027526
ENSMGAP00000000899	ENSMODP00000001664
ENSMGAP00000013552	ENSMODP00000001390
ENSMGAP00000009194	ENSMODP00000019026
ENSMGAP00000014439	ENSMODP00000022818
ENSMGAP00000007286	ENSMODP00000003053
ENSMGAP00000018770	ENSMODP00000016712
ENSMGAP00000016843	ENSMODP00000029702
ENSMGAP00000000639	ENSMODP00000005719
ENSMGAP00000004961	ENSMODP00000023718
ENSMGAP00000005333	ENSMODP00000019870
ENSMGAP00000007081	ENSMODP00000031146
ENSMGAP00000011630	ENSMODP00000000880
ENSMGAP00000006167	ENSMODP00000002215
ENSMGAP00000019304	ENSMODP00000009587
ENSMGAP00000000468	ENSMODP00000025565
ENSMGAP00000008256	ENSMODP00000014550
ENSMGAP00000007527	ENSMODP00000021955
ENSMGAP00000008262	ENSMODP00000022932
ENSMGAP00000015295	ENSMODP00000023360
ENSMGAP00000003924	ENSMODP00000016708
ENSMGAP00000017413	ENSMODP00000022528
ENSMGAP00000011479	ENSMODP00000018607
ENSMGAP00000002944	ENSMODP00000018465
ENSMGAP00000013016	ENSMODP00000025688
ENSMGAP00000005773	ENSMODP00000010983
ENSMGAP00000000359	ENSMODP00000024162
ENSMGAP00000000572	ENSMODP00000016772
ENSMGAP00000005668	ENSMODP00000020925
ENSMGAP00000018838	ENSMODP00000024384
ENSMGAP00000013089	ENSMODP00000005847
ENSMGAP00000008198	ENSMODP00000009541
ENSMGAP00000013288	ENSMODP00000002404
ENSMGAP00000014772	ENSMODP00000017805
ENSMGAP00000017107	ENSMODP00000003272
ENSMGAP00000014347	ENSMODP00000022312
ENSMGAP00000004929	ENSMODP00000008391
ENSMGAP00000002256	ENSMODP00000001995
ENSMGAP00000001202	ENSMODP00000002341
ENSMGAP00000001929	ENSMODP00000016991
ENSMGAP00000002021	ENSMODP00000015292
ENSMGAP00000013728	ENSMODP00000004812
ENSMGAP00000016552	ENSMODP00000008404
ENSMGAP00000016796	ENSMODP00000009178
ENSMGAP00000012009	ENSMODP00000019250
ENSMGAP00000000244	ENSMODP00000018027
ENSMGAP00000016285	ENSMODP00000008775
ENSMGAP00000016881	ENSMODP00000005172
ENSMGAP00000004105	ENSMODP00000011207
ENSMGAP00000015867	ENSMODP00000018430
ENSMGAP00000001596	ENSMODP00000013411
ENSMGAP00000011960	ENSMODP00000010753
ENSMGAP00000012445	ENSMODP00000022722
ENSMGAP00000003823	ENSMODP00000006539
ENSMGAP00000013692	ENSMODP00000002667
ENSMGAP00000000224	ENSMODP00000014036
ENSMGAP00000016515	ENSMODP00000017826
ENSMGAP00000017701	ENSMODP00000040296
ENSMGAP00000001955	ENSMODP00000011603
ENSMGAP00000018342	ENSMODP00000010010
ENSMGAP00000015134	ENSMODP00000022685
ENSMGAP00000004450	ENSMODP00000021890
ENSMGAP00000001609	ENSMODP00000008763
ENSMGAP00000019543	ENSMODP00000015333
ENSMGAP00000009910	ENSMODP00000031464
ENSMGAP00000019210	ENSMODP00000036307
ENSMGAP00000002719	ENSMODP00000021898
ENSMGAP00000000352	ENSMODP00000009252
ENSMGAP00000015492	ENSMODP00000026395
ENSMGAP00000002165	ENSMODP00000023140
ENSMGAP00000017968	ENSMODP00000038882
ENSMGAP00000002038	ENSMODP00000008707
ENSMGAP00000018164	ENSMODP00000039309
ENSMGAP00000001469	ENSMODP00000013636
ENSMGAP00000005453	ENSMODP00000018691
ENSMGAP00000007083	ENSMODP00000019404
ENSMGAP00000015023	ENSMODP00000014981
ENSMGAP00000004577	ENSMODP00000021797
ENSMGAP00000010440	ENSMODP00000020844
ENSMGAP00000004958	ENSMODP00000001290
ENSMGAP00000004428	ENSMODP00000028763
ENSMGAP00000006931	ENSMODP00000013426
ENSMGAP00000005210	ENSMODP00000019207
ENSMGAP00000014942	ENSMODP00000029013
ENSMGAP00000010130	ENSMODP00000026837
ENSMGAP00000014095	ENSMODP00000022173
ENSMGAP00000015879	ENSMODP00000018577
ENSMGAP00000018970	ENSMODP00000026521
ENSMGAP00000018328	ENSMODP00000026343
ENSMGAP00000015372	ENSMODP00000026344
ENSMGAP00000001127	ENSMODP00000002111
ENSMGAP00000016085	ENSMODP00000001127
ENSMGAP00000010852	ENSMODP00000008976
ENSMGAP00000009530	ENSMODP00000008722
ENSMGAP00000006313	ENSMODP00000014498
ENSMGAP00000003865	ENSMODP00000006402
ENSMGAP00000013991	ENSMODP00000016399
ENSMGAP00000013263	ENSMODP00000021009
ENSMGAP00000015509	ENSMODP00000026410
ENSMGAP00000005854	ENSMODP00000026514
ENSMGAP00000003969	ENSMODP00000024852
ENSMGAP00000002238	ENSMODP00000016861
ENSMGAP00000011013	ENSMODP00000002564
ENSMGAP00000011015	ENSMODP00000025494
ENSMGAP00000009664	ENSMODP00000012894
ENSMGAP00000012734	ENSMODP00000025753
ENSMGAP00000000033	ENSMODP00000014709
ENSMGAP00000000035	ENSMODP00000014702
ENSMGAP00000000438	ENSMODP00000023235
ENSMGAP00000014164	ENSMODP00000022947
ENSMGAP00000005553	ENSMODP00000011007
ENSMGAP00000003675	ENSMODP00000006325
ENSMGAP00000013305	ENSMODP00000001201
ENSMGAP00000013318	ENSMODP00000001210
ENSMGAP00000000474	ENSMODP00000021933
ENSMGAP00000010986	ENSMODP00000000894
ENSMGAP00000012492	ENSMODP00000006127
ENSMGAP00000004920	ENSMODP00000014449
ENSMGAP00000009493	ENSMODP00000005993
ENSMGAP00000002569	ENSMODP00000009944
ENSMGAP00000003748	ENSMODP00000012319
ENSMGAP00000019791	ENSMODP00000003604
ENSMGAP00000008313	ENSMODP00000023850
ENSMGAP00000014195	ENSMODP00000022972
ENSMGAP00000005691	ENSMODP00000015712
ENSMGAP00000010700	ENSMODP00000039767
ENSMGAP00000011595	ENSMODP00000025634
ENSMGAP00000014978	ENSMODP00000020965
ENSMGAP00000013605	ENSMODP00000005482
ENSMGAP00000006451	ENSMODP00000011764
ENSMGAP00000002480	ENSMODP00000013358
ENSMGAP00000016163	ENSMODP00000005490
ENSMGAP00000010099	ENSMODP00000020919
ENSMGAP00000003213	ENSMODP00000009207
ENSMGAP00000006567	ENSMODP00000014090
ENSMGAP00000001115	ENSMODP00000012163
ENSMGAP00000015834	ENSMODP00000001380
ENSMGAP00000015385	ENSMODP00000026341
ENSMGAP00000001527	ENSMODP00000017456
ENSMGAP00000008399	ENSMODP00000025301
ENSMGAP00000004227	ENSMODP00000005024
ENSMGAP00000001946	ENSMODP00000007682
ENSMGAP00000009817	ENSMODP00000004109
ENSMGAP00000009161	ENSMODP00000020780
ENSMGAP00000012461	ENSMODP00000022714
ENSMGAP00000015924	ENSMODP00000039985
ENSMGAP00000002914	ENSMODP00000019059
ENSMGAP00000011532	ENSMODP00000010979
ENSMGAP00000006162	ENSMODP00000002853
ENSMGAP00000010113	ENSMODP00000020947
ENSMGAP00000012739	ENSMODP00000035782
ENSMGAP00000009764	ENSMODP00000031492
ENSMGAP00000012110	ENSMODP00000008601
ENSMGAP00000004602	ENSMODP00000009543
ENSMGAP00000008870	ENSMODP00000013369
ENSMGAP00000007387	ENSMODP00000000366
ENSMGAP00000003464	ENSMODP00000009032
ENSMGAP00000010515	ENSMODP00000001892
ENSMGAP00000010715	ENSMODP00000034289
ENSMGAP00000005930	ENSMODP00000010202
ENSMGAP00000010386	ENSMODP00000005471
ENSMGAP00000018923	ENSMODP00000016496
ENSMGAP00000015219	ENSMODP00000002141
ENSMGAP00000018549	ENSMODP00000020794
ENSMGAP00000012322	ENSMODP00000013228
ENSMGAP00000014051	ENSMODP00000021164
ENSMGAP00000018985	ENSMODP00000019493
ENSMGAP00000000129	ENSMODP00000023456
ENSMGAP00000009886	ENSMODP00000011514
ENSMGAP00000016294	ENSMODP00000033697
ENSMGAP00000016776	ENSMODP00000035001
ENSMGAP00000014065	ENSMODP00000021166
ENSMGAP00000003377	ENSMODP00000021344
ENSMGAP00000014217	ENSMODP00000022990
ENSMGAP00000013301	ENSMODP00000000860
ENSMGAP00000018024	ENSMODP00000000864
ENSMGAP00000006245	ENSMODP00000014529
ENSMGAP00000000802	ENSMODP00000008532
ENSMGAP00000002873	ENSMODP00000015169
ENSMGAP00000012199	ENSMODP00000002999
ENSMGAP00000004912	ENSMODP00000014988
ENSMGAP00000013041	ENSMODP00000011733
ENSMGAP00000016557	ENSMODP00000008231
ENSMGAP00000014878	ENSMODP00000019466
ENSMGAP00000017550	ENSMODP00000010949
ENSMGAP00000014998	ENSMODP00000010820
ENSMGAP00000019103	ENSMODP00000026504
ENSMGAP00000013622	ENSMODP00000006445
ENSMGAP00000004526	ENSMODP00000009572
ENSMGAP00000001580	ENSMODP00000003275
ENSMGAP00000006752	ENSMODP00000010128
ENSMGAP00000016398	ENSMODP00000040221
ENSMGAP00000010977	ENSMODP00000023577
ENSMGAP00000013411	ENSMODP00000004393
ENSMGAP00000004095	ENSMODP00000018913
ENSMGAP00000014110	ENSMODP00000016650
ENSMGAP00000006335	ENSMODP00000005522
ENSMGAP00000013473	ENSMODP00000024091
ENSMGAP00000009382	ENSMODP00000010023
ENSMGAP00000000878	ENSMODP00000024504
ENSMGAP00000009665	ENSMODP00000004223
ENSMGAP00000017054	ENSMODP00000019050
ENSMGAP00000016386	ENSMODP00000026743
ENSMGAP00000002393	ENSMODP00000007668
ENSMGAP00000006676	ENSMODP00000016254
ENSMGAP00000004247	ENSMODP00000008526
ENSMGAP00000006803	ENSMODP00000027150
ENSMGAP00000015152	ENSMODP00000022657
ENSMGAP00000006539	ENSMODP00000014353
ENSMGAP00000000655	ENSMODP00000023254
ENSMGAP00000006648	ENSMODP00000003458
ENSMGAP00000013283	ENSMODP00000008189
ENSMGAP00000009614	ENSMODP00000015908
ENSMGAP00000008381	ENSMODP00000025293
ENSMGAP00000015430	ENSMODP00000026213
ENSMGAP00000003036	ENSMODP00000016608
ENSMGAP00000013225	ENSMODP00000000906
ENSMGAP00000010302	ENSMODP00000005590
ENSMGAP00000006405	ENSMODP00000020377
ENSMGAP00000007824	ENSMODP00000038173
ENSMGAP00000015732	ENSMODP00000038941
ENSMGAP00000000385	ENSMODP00000022069
ENSMGAP00000011619	ENSMODP00000012144
ENSMGAP00000002046	ENSMODP00000036386
ENSMGAP00000013177	ENSMODP00000000765
ENSMGAP00000012992	ENSMODP00000029225
ENSMGAP00000000988	ENSMODP00000012937
ENSMGAP00000015884	ENSMODP00000018618
ENSMGAP00000001263	ENSMODP00000019244
ENSMGAP00000001467	ENSMODP00000008548
ENSMGAP00000010079	ENSMODP00000004873
ENSMGAP00000000558	ENSMODP00000002640
ENSMGAP00000007235	ENSMODP00000023962
ENSMGAP00000000577	ENSMODP00000014655
ENSMGAP00000006173	ENSMODP00000004937
ENSMGAP00000015937	ENSMODP00000033101
ENSMGAP00000001948	ENSMODP00000023084
ENSMGAP00000016143	ENSMODP00000001098
ENSMGAP00000001330	ENSMODP00000024210
ENSMGAP00000006336	ENSMODP00000014509
ENSMGAP00000001318	ENSMODP00000008358
ENSMGAP00000007541	ENSMODP00000021952
ENSMGAP00000010375	ENSMODP00000005192
ENSMGAP00000000757	ENSMODP00000000185
ENSMGAP00000002374	ENSMODP00000017545
ENSMGAP00000004198	ENSMODP00000027774
ENSMGAP00000005608	ENSMODP00000015533
ENSMGAP00000012639	ENSMODP00000008752
ENSMGAP00000012058	ENSMODP00000004086
ENSMGAP00000013593	ENSMODP00000006636
ENSMGAP00000001083	ENSMODP00000002792
ENSMGAP00000013508	ENSMODP00000006886
ENSMGAP00000010012	ENSMODP00000003780
ENSMGAP00000016229	ENSMODP00000008433
ENSMGAP00000012456	ENSMODP00000025855
ENSMGAP00000000173	ENSMODP00000006213
ENSMGAP00000002425	ENSMODP00000025743
ENSMGAP00000010038	ENSMODP00000003622
ENSMGAP00000015014	ENSMODP00000028679
ENSMGAP00000007319	ENSMODP00000018235
ENSMGAP00000000815	ENSMODP00000034373
ENSMGAP00000002862	ENSMODP00000037355
ENSMGAP00000011860	ENSMODP00000026694
ENSMGAP00000004859	ENSMODP00000004339
ENSMGAP00000014734	ENSMODP00000023451
ENSMGAP00000003255	ENSMODP00000012994
ENSMGAP00000015762	ENSMODP00000006237
ENSMGAP00000009235	ENSMODP00000027345
ENSMGAP00000002313	ENSMODP00000015430
ENSMGAP00000013424	ENSMODP00000010569
ENSMGAP00000012851	ENSMODP00000007843
ENSMGAP00000004862	ENSMODP00000008366
ENSMGAP00000018023	ENSMODP00000000543
ENSMGAP00000004743	ENSMODP00000000545
ENSMGAP00000008474	ENSMODP00000017115
ENSMGAP00000008660	ENSMODP00000006608
ENSMGAP00000007965	ENSMODP00000019694
ENSMGAP00000013426	ENSMODP00000007444
ENSMGAP00000011023	ENSMODP00000013559
ENSMGAP00000014905	ENSMODP00000019736
ENSMGAP00000016443	ENSMODP00000008838
ENSMGAP00000011369	ENSMODP00000026599
ENSMGAP00000008931	ENSMODP00000006301
ENSMGAP00000009755	ENSMODP00000009057
ENSMGAP00000018120	ENSMODP00000004237
ENSMGAP00000003586	ENSMODP00000015311
ENSMGAP00000006050	ENSMODP00000006177
ENSMGAP00000013594	ENSMODP00000006536
ENSMGAP00000000067	ENSMODP00000023418
ENSMGAP00000012761	ENSMODP00000011640
ENSMGAP00000013208	ENSMODP00000015058
ENSMGAP00000007598	ENSMODP00000039033
ENSMGAP00000012799	ENSMODP00000019110
ENSMGAP00000004695	ENSMODP00000006278
ENSMGAP00000014923	ENSMODP00000022577
ENSMGAP00000017408	ENSMODP00000032072
ENSMGAP00000016115	ENSMODP00000033979
ENSMGAP00000009151	ENSMODP00000017065
ENSMGAP00000019089	ENSMODP00000024353
ENSMGAP00000007155	ENSMODP00000003171
ENSMGAP00000004219	ENSMODP00000006390
ENSMGAP00000013681	ENSMODP00000029371
ENSMGAP00000003067	ENSMODP00000007989
ENSMGAP00000014410	ENSMODP00000022194
ENSMGAP00000009172	ENSMODP00000000348
ENSMGAP00000002219	ENSMODP00000007118
ENSMGAP00000006540	ENSMODP00000000241
ENSMGAP00000013912	ENSMODP00000011995
ENSMGAP00000016952	ENSMODP00000033093
ENSMGAP00000014517	ENSMODP00000041029
ENSMGAP00000017577	ENSMODP00000008068
ENSMGAP00000005953	ENSMODP00000017489
ENSMGAP00000006148	ENSMODP00000006663
ENSMGAP00000013139	ENSMODP00000009208
ENSMGAP00000002683	ENSMODP00000013564
ENSMGAP00000010358	ENSMODP00000023747
ENSMGAP00000001346	ENSMODP00000005423
ENSMGAP00000012784	ENSMODP00000025740
ENSMGAP00000016544	ENSMODP00000010727
ENSMGAP00000009687	ENSMODP00000000997
ENSMGAP00000003456	ENSMODP00000041176
ENSMGAP00000014137	ENSMODP00000022249
ENSMGAP00000008747	ENSMODP00000012024
ENSMGAP00000004744	ENSMODP00000023493
ENSMGAP00000000390	ENSMODP00000001884
ENSMGAP00000016784	ENSMODP00000001698
ENSMGAP00000011838	ENSMODP00000026689
ENSMGAP00000017337	ENSMODP00000021268
ENSMGAP00000003031	ENSMODP00000015586
ENSMGAP00000006446	ENSMODP00000008427
ENSMGAP00000001253	ENSMODP00000038875
ENSMGAP00000001648	ENSMODP00000013678
ENSMGAP00000006134	ENSMODP00000016170
ENSMGAP00000009245	ENSMODP00000019782
ENSMGAP00000004008	ENSMODP00000021672
ENSMGAP00000004667	ENSMODP00000021019
ENSMGAP00000007788	ENSMODP00000004743
ENSMGAP00000007937	ENSMODP00000014471
ENSMGAP00000019102	ENSMODP00000004011
ENSMGAP00000004741	ENSMODP00000006065
ENSMGAP00000000754	ENSMODP00000014908
ENSMGAP00000015354	ENSMODP00000026260
ENSMGAP00000014519	ENSMODP00000022924
ENSMGAP00000009510	ENSMODP00000026655
ENSMGAP00000005037	ENSMODP00000010913
ENSMGAP00000008396	ENSMODP00000017939
ENSMGAP00000002699	ENSMODP00000014746
ENSMGAP00000009976	ENSMODP00000004587
ENSMGAP00000000806	ENSMODP00000020979
ENSMGAP00000004370	ENSMODP00000008012
ENSMGAP00000004179	ENSMODP00000016702
ENSMGAP00000008781	ENSMODP00000023727
ENSMGAP00000012441	ENSMODP00000001403
ENSMGAP00000005780	ENSMODP00000003578
ENSMGAP00000005798	ENSMODP00000003566
ENSMGAP00000000824	ENSMODP00000013568
ENSMGAP00000001506	ENSMODP00000002502
ENSMGAP00000018859	ENSMODP00000017643
ENSMGAP00000002921	ENSMODP00000015618
ENSMGAP00000019315	ENSMODP00000025369
ENSMGAP00000004396	ENSMODP00000040002
ENSMGAP00000018646	ENSMODP00000020623
ENSMGAP00000008846	ENSMODP00000026754
ENSMGAP00000009163	ENSMODP00000018997
ENSMGAP00000013993	ENSMODP00000022028
ENSMGAP00000003844	ENSMODP00000029550
ENSMGAP00000001896	ENSMODP00000014576
ENSMGAP00000003122	ENSMODP00000025268
ENSMGAP00000000769	ENSMODP00000022057
ENSMGAP00000004302	ENSMODP00000004912
ENSMGAP00000002578	ENSMODP00000000983
ENSMGAP00000002385	ENSMODP00000016903
ENSMGAP00000011685	ENSMODP00000018973
ENSMGAP00000000831	ENSMODP00000009209
ENSMGAP00000013077	ENSMODP00000006077
ENSMGAP00000009192	ENSMODP00000014664
ENSMGAP00000002290	ENSMODP00000026477
ENSMGAP00000007595	ENSMODP00000005661
ENSMGAP00000013394	ENSMODP00000004319
ENSMGAP00000013395	ENSMODP00000004340
ENSMGAP00000010598	ENSMODP00000020381
ENSMGAP00000008346	ENSMODP00000004275
ENSMGAP00000004871	ENSMODP00000026500
ENSMGAP00000015932	ENSMODP00000013448
ENSMGAP00000015757	ENSMODP00000005555
ENSMGAP00000006671	ENSMODP00000010056
ENSMGAP00000018773	ENSMODP00000001963
ENSMGAP00000001893	ENSMODP00000018983
ENSMGAP00000015617	ENSMODP00000037748
ENSMGAP00000015621	ENSMODP00000000099
ENSMGAP00000015072	ENSMODP00000022639
ENSMGAP00000003003	ENSMODP00000017205
ENSMGAP00000000059	ENSMODP00000024230
ENSMGAP00000000280	ENSMODP00000001661
ENSMGAP00000014621	ENSMODP00000009000
ENSMGAP00000002925	ENSMODP00000017210
ENSMGAP00000016503	ENSMODP00000020117
ENSMGAP00000015028	ENSMODP00000015044
ENSMGAP00000003685	ENSMODP00000032584
ENSMGAP00000011494	ENSMODP00000011187
ENSMGAP00000007048	ENSMODP00000017446
ENSMGAP00000004880	ENSMODP00000014472
ENSMGAP00000018254	ENSMODP00000009534
ENSMGAP00000009278	ENSMODP00000026785
ENSMGAP00000009155	ENSMODP00000020660
ENSMGAP00000014469	ENSMODP00000014579
ENSMGAP00000006492	ENSMODP00000011635
ENSMGAP00000000120	ENSMODP00000005613
ENSMGAP00000009758	ENSMODP00000004203
ENSMGAP00000012382	ENSMODP00000001487
ENSMGAP00000005101	ENSMODP00000001169
ENSMGAP00000009672	ENSMODP00000004336
ENSMGAP00000019731	ENSMODP00000015956
ENSMGAP00000005999	ENSMODP00000002979
ENSMGAP00000013065	ENSMODP00000012032
ENSMGAP00000001864	ENSMODP00000008559
ENSMGAP00000007497	ENSMODP00000011550
ENSMGAP00000007748	ENSMODP00000005250
ENSMGAP00000013028	ENSMODP00000006611
ENSMGAP00000015704	ENSMODP00000002968
ENSMGAP00000011026	ENSMODP00000002479
ENSMGAP00000016985	ENSMODP00000018813
ENSMGAP00000010510	ENSMODP00000020828
ENSMGAP00000003344	ENSMODP00000009165
ENSMGAP00000008378	ENSMODP00000025291
ENSMGAP00000013375	ENSMODP00000004184
ENSMGAP00000006522	ENSMODP00000002447
ENSMGAP00000000678	ENSMODP00000007352
ENSMGAP00000002663	ENSMODP00000017405
ENSMGAP00000015690	ENSMODP00000002152
ENSMGAP00000015275	ENSMODP00000040461
ENSMGAP00000018594	ENSMODP00000026228
ENSMGAP00000017406	ENSMODP00000018899
ENSMGAP00000006598	ENSMODP00000026553
ENSMGAP00000015466	ENSMODP00000026364
ENSMGAP00000002341	ENSMODP00000008205
ENSMGAP00000014417	ENSMODP00000022729
ENSMGAP00000013645	ENSMODP00000005407
ENSMGAP00000016194	ENSMODP00000006192
ENSMGAP00000002923	ENSMODP00000038224
ENSMGAP00000006852	ENSMODP00000021705
ENSMGAP00000003232	ENSMODP00000038459
ENSMGAP00000016848	ENSMODP00000035628
ENSMGAP00000002029	ENSMODP00000015295
ENSMGAP00000013535	ENSMODP00000001444
ENSMGAP00000008180	ENSMODP00000015611
ENSMGAP00000018670	ENSMODP00000020274
ENSMGAP00000008923	ENSMODP00000006188
ENSMGAP00000011793	ENSMODP00000019055
ENSMGAP00000001238	ENSMODP00000002372
ENSMGAP00000004427	ENSMODP00000029041
ENSMGAP00000009630	ENSMODP00000008852
ENSMGAP00000015634	ENSMODP00000000538
ENSMGAP00000016903	ENSMODP00000001942
ENSMGAP00000000226	ENSMODP00000005577
ENSMGAP00000001018	ENSMODP00000008906
ENSMGAP00000000756	ENSMODP00000029272
ENSMGAP00000014413	ENSMODP00000022060
ENSMGAP00000015832	ENSMODP00000001360
ENSMGAP00000018647	ENSMODP00000026360
ENSMGAP00000005009	ENSMODP00000004226
ENSMGAP00000009439	ENSMODP00000015977
ENSMGAP00000007114	ENSMODP00000010027
ENSMGAP00000002690	ENSMODP00000015761
ENSMGAP00000004258	ENSMODP00000008083
ENSMGAP00000007295	ENSMODP00000018671
ENSMGAP00000015227	ENSMODP00000001216
ENSMGAP00000001877	ENSMODP00000013161
ENSMGAP00000001100	ENSMODP00000011908
ENSMGAP00000018344	ENSMODP00000022799
ENSMGAP00000019269	ENSMODP00000020545
ENSMGAP00000012470	ENSMODP00000010296
ENSMGAP00000007978	ENSMODP00000031619
ENSMGAP00000013887	ENSMODP00000028000
ENSMGAP00000008647	ENSMODP00000004016
ENSMGAP00000019421	ENSMODP00000002339
ENSMGAP00000003659	ENSMODP00000041238
ENSMGAP00000003874	ENSMODP00000019522
ENSMGAP00000007763	ENSMODP00000009248
ENSMGAP00000007969	ENSMODP00000012742
ENSMGAP00000004673	ENSMODP00000015413
ENSMGAP00000019666	ENSMODP00000012630
ENSMGAP00000002676	ENSMODP00000007811
ENSMGAP00000010891	ENSMODP00000032695
ENSMGAP00000008530	ENSMODP00000032818
ENSMGAP00000014531	ENSMODP00000029875
ENSMGAP00000006921	ENSMODP00000004316
ENSMGAP00000004077	ENSMODP00000002539
ENSMGAP00000005215	ENSMODP00000015954
ENSMGAP00000011310	ENSMODP00000001659
ENSMGAP00000006185	ENSMODP00000027713
ENSMGAP00000005062	ENSMODP00000011088
ENSMGAP00000017645	ENSMODP00000025128
ENSMGAP00000014807	ENSMODP00000022820
ENSMGAP00000002947	ENSMODP00000008403
ENSMGAP00000002037	ENSMODP00000013967
ENSMGAP00000015792	ENSMODP00000010123
ENSMGAP00000012703	ENSMODP00000008682
ENSMGAP00000005097	ENSMODP00000001281
ENSMGAP00000016311	ENSMODP00000004056
ENSMGAP00000004598	ENSMODP00000016409
ENSMGAP00000010779	ENSMODP00000024754
ENSMGAP00000004603	ENSMODP00000016360
ENSMGAP00000008332	ENSMODP00000029797
ENSMGAP00000007648	ENSMODP00000007898
ENSMGAP00000005381	ENSMODP00000021044
ENSMGAP00000005404	ENSMODP00000020985
ENSMGAP00000008382	ENSMODP00000012221
ENSMGAP00000000920	ENSMODP00000005229
ENSMGAP00000003631	ENSMODP00000014757
ENSMGAP00000003047	ENSMODP00000014594
ENSMGAP00000001701	ENSMODP00000010887
ENSMGAP00000001769	ENSMODP00000010974
ENSMGAP00000010496	ENSMODP00000004355
ENSMGAP00000014022	ENSMODP00000017389
ENSMGAP00000007147	ENSMODP00000024338
ENSMGAP00000002055	ENSMODP00000014291
ENSMGAP00000018003	ENSMODP00000000582
ENSMGAP00000016655	ENSMODP00000037759
ENSMGAP00000010540	ENSMODP00000016387
ENSMGAP00000014553	ENSMODP00000008418
ENSMGAP00000013152	ENSMODP00000016046
ENSMGAP00000015947	ENSMODP00000038747
ENSMGAP00000003374	ENSMODP00000009075
ENSMGAP00000007187	ENSMODP00000034855
ENSMGAP00000012895	ENSMODP00000029202
ENSMGAP00000017296	ENSMODP00000020290
ENSMGAP00000018939	ENSMODP00000020294
ENSMGAP00000007756	ENSMODP00000004218
ENSMGAP00000010701	ENSMODP00000025935
ENSMGAP00000015269	ENSMODP00000021230
ENSMGAP00000019383	ENSMODP00000032557
ENSMGAP00000008624	ENSMODP00000026737
ENSMGAP00000003027	ENSMODP00000016956
ENSMGAP00000002935	ENSMODP00000008060
ENSMGAP00000006202	ENSMODP00000002873
ENSMGAP00000006725	ENSMODP00000029071
ENSMGAP00000006795	ENSMODP00000019507
ENSMGAP00000009348	ENSMODP00000013065
ENSMGAP00000005581	ENSMODP00000018344
ENSMGAP00000008147	ENSMODP00000024185
ENSMGAP00000010898	ENSMODP00000034961
ENSMGAP00000013368	ENSMODP00000001591
ENSMGAP00000009497	ENSMODP00000005971
ENSMGAP00000008037	ENSMODP00000004054
ENSMGAP00000018409	ENSMODP00000002373
ENSMGAP00000013643	ENSMODP00000040909
ENSMGAP00000002802	ENSMODP00000018408
ENSMGAP00000000494	ENSMODP00000025564
ENSMGAP00000010645	ENSMODP00000014102
ENSMGAP00000008311	ENSMODP00000009647
ENSMGAP00000004556	ENSMODP00000016356
ENSMGAP00000014327	ENSMODP00000039354
ENSMGAP00000016030	ENSMODP00000010480
ENSMGAP00000000262	ENSMODP00000015573
ENSMGAP00000007247	ENSMODP00000019421
ENSMGAP00000004978	ENSMODP00000014398
ENSMGAP00000007972	ENSMODP00000011651
ENSMGAP00000014750	ENSMODP00000022448
ENSMGAP00000009420	ENSMODP00000026132
ENSMGAP00000010133	ENSMODP00000020149
ENSMGAP00000019313	ENSMODP00000038542
ENSMGAP00000001920	ENSMODP00000002064
ENSMGAP00000006371	ENSMODP00000009374
