ENSMGAP00000004951	ENSORLP00000017023
ENSMGAP00000006776	ENSORLP00000003311
ENSMGAP00000014485	ENSORLP00000019015
ENSMGAP00000015108	ENSORLP00000022461
ENSMGAP00000006814	ENSORLP00000016115
ENSMGAP00000006814	ENSORLP00000011978
ENSMGAP00000005558	ENSORLP00000025310
ENSMGAP00000018563	ENSORLP00000010409
ENSMGAP00000018563	ENSORLP00000005543
ENSMGAP00000010659	ENSORLP00000007925
ENSMGAP00000012166	ENSORLP00000017583
ENSMGAP00000006118	ENSORLP00000025538
ENSMGAP00000005303	ENSORLP00000007284
ENSMGAP00000000725	ENSORLP00000023489
ENSMGAP00000010084	ENSORLP00000009609
ENSMGAP00000011681	ENSORLP00000022074
ENSMGAP00000010365	ENSORLP00000017954
ENSMGAP00000014200	ENSORLP00000019100
ENSMGAP00000016021	ENSORLP00000011144
ENSMGAP00000007424	ENSORLP00000021055
ENSMGAP00000007424	ENSORLP00000001547
ENSMGAP00000008457	ENSORLP00000021160
ENSMGAP00000011337	ENSORLP00000006104
ENSMGAP00000003364	ENSORLP00000005971
ENSMGAP00000014313	ENSORLP00000001918
ENSMGAP00000007768	ENSORLP00000010955
ENSMGAP00000008423	ENSORLP00000011491
ENSMGAP00000008282	ENSORLP00000012967
ENSMGAP00000015326	ENSORLP00000024378
ENSMGAP00000000513	ENSORLP00000001530
ENSMGAP00000000021	ENSORLP00000025810
ENSMGAP00000000021	ENSORLP00000001674
ENSMGAP00000014925	ENSORLP00000015703
ENSMGAP00000011078	ENSORLP00000009244
ENSMGAP00000002249	ENSORLP00000009107
ENSMGAP00000010473	ENSORLP00000025488
ENSMGAP00000000581	ENSORLP00000024562
ENSMGAP00000015303	ENSORLP00000019888
ENSMGAP00000001581	ENSORLP00000009333
ENSMGAP00000006383	ENSORLP00000008721
ENSMGAP00000012048	ENSORLP00000012899
ENSMGAP00000007103	ENSORLP00000018575
ENSMGAP00000007103	ENSORLP00000012385
ENSMGAP00000001193	ENSORLP00000011573
ENSMGAP00000007506	ENSORLP00000014417
ENSMGAP00000011098	ENSORLP00000009601
ENSMGAP00000011565	ENSORLP00000001118
ENSMGAP00000002688	ENSORLP00000020563
ENSMGAP00000016203	ENSORLP00000006835
ENSMGAP00000010966	ENSORLP00000025839
ENSMGAP00000009330	ENSORLP00000016033
ENSMGAP00000007886	ENSORLP00000024377
ENSMGAP00000013248	ENSORLP00000007300
ENSMGAP00000001086	ENSORLP00000000898
ENSMGAP00000003176	ENSORLP00000015468
ENSMGAP00000003176	ENSORLP00000009799
ENSMGAP00000004941	ENSORLP00000025299
ENSMGAP00000006899	ENSORLP00000014882
ENSMGAP00000014446	ENSORLP00000020238
ENSMGAP00000008249	ENSORLP00000013562
ENSMGAP00000011446	ENSORLP00000015477
ENSMGAP00000002917	ENSORLP00000022678
ENSMGAP00000007665	ENSORLP00000007803
ENSMGAP00000017273	ENSORLP00000014240
ENSMGAP00000006222	ENSORLP00000017634
ENSMGAP00000003707	ENSORLP00000019418
ENSMGAP00000003707	ENSORLP00000001086
ENSMGAP00000007975	ENSORLP00000004303
ENSMGAP00000010961	ENSORLP00000017418
ENSMGAP00000004742	ENSORLP00000008155
ENSMGAP00000002753	ENSORLP00000003986
ENSMGAP00000009998	ENSORLP00000009530
ENSMGAP00000013047	ENSORLP00000013351
ENSMGAP00000013047	ENSORLP00000016835
ENSMGAP00000003266	ENSORLP00000011859
ENSMGAP00000002993	ENSORLP00000002989
ENSMGAP00000014226	ENSORLP00000022453
ENSMGAP00000016851	ENSORLP00000025154
ENSMGAP00000008171	ENSORLP00000013333
ENSMGAP00000007597	ENSORLP00000015411
ENSMGAP00000010360	ENSORLP00000001146
ENSMGAP00000009423	ENSORLP00000013196
ENSMGAP00000016114	ENSORLP00000009116
ENSMGAP00000014238	ENSORLP00000018646
ENSMGAP00000012519	ENSORLP00000015975
ENSMGAP00000005255	ENSORLP00000018842
ENSMGAP00000008817	ENSORLP00000016554
ENSMGAP00000008817	ENSORLP00000016634
ENSMGAP00000005667	ENSORLP00000007838
ENSMGAP00000005943	ENSORLP00000008919
ENSMGAP00000008600	ENSORLP00000017470
ENSMGAP00000018999	ENSORLP00000008428
ENSMGAP00000019279	ENSORLP00000021011
ENSMGAP00000019279	ENSORLP00000013209
ENSMGAP00000006559	ENSORLP00000023909
ENSMGAP00000015051	ENSORLP00000010688
ENSMGAP00000001257	ENSORLP00000024466
ENSMGAP00000010174	ENSORLP00000001226
ENSMGAP00000019637	ENSORLP00000009801
ENSMGAP00000019637	ENSORLP00000003511
ENSMGAP00000004664	ENSORLP00000008170
ENSMGAP00000006104	ENSORLP00000008427
ENSMGAP00000004340	ENSORLP00000011832
ENSMGAP00000007372	ENSORLP00000017705
ENSMGAP00000006411	ENSORLP00000007159
ENSMGAP00000009984	ENSORLP00000019240
ENSMGAP00000017254	ENSORLP00000010757
ENSMGAP00000002050	ENSORLP00000000105
ENSMGAP00000002745	ENSORLP00000018035
ENSMGAP00000002745	ENSORLP00000010292
ENSMGAP00000010783	ENSORLP00000021853
ENSMGAP00000004932	ENSORLP00000017982
ENSMGAP00000006374	ENSORLP00000025868
ENSMGAP00000003448	ENSORLP00000003603
ENSMGAP00000003637	ENSORLP00000024841
ENSMGAP00000009284	ENSORLP00000008120
ENSMGAP00000001012	ENSORLP00000012443
ENSMGAP00000001012	ENSORLP00000012998
ENSMGAP00000005479	ENSORLP00000009765
ENSMGAP00000007531	ENSORLP00000012086
ENSMGAP00000007531	ENSORLP00000017393
ENSMGAP00000011535	ENSORLP00000017902
ENSMGAP00000004171	ENSORLP00000003575
ENSMGAP00000005442	ENSORLP00000014272
ENSMGAP00000011563	ENSORLP00000024380
ENSMGAP00000011563	ENSORLP00000002868
ENSMGAP00000001237	ENSORLP00000016282
ENSMGAP00000016771	ENSORLP00000001023
ENSMGAP00000014099	ENSORLP00000019349
ENSMGAP00000000065	ENSORLP00000005699
ENSMGAP00000006340	ENSORLP00000017992
ENSMGAP00000004717	ENSORLP00000005136
ENSMGAP00000009819	ENSORLP00000004318
ENSMGAP00000000899	ENSORLP00000017338
ENSMGAP00000013552	ENSORLP00000004336
ENSMGAP00000014439	ENSORLP00000014345
ENSMGAP00000014439	ENSORLP00000018494
ENSMGAP00000007286	ENSORLP00000002881
ENSMGAP00000018770	ENSORLP00000000416
ENSMGAP00000016843	ENSORLP00000022504
ENSMGAP00000004961	ENSORLP00000005172
ENSMGAP00000001141	ENSORLP00000018779
ENSMGAP00000005333	ENSORLP00000020396
ENSMGAP00000005333	ENSORLP00000001365
ENSMGAP00000007081	ENSORLP00000005339
ENSMGAP00000011630	ENSORLP00000004582
ENSMGAP00000014787	ENSORLP00000022695
ENSMGAP00000006167	ENSORLP00000016191
ENSMGAP00000019304	ENSORLP00000001554
ENSMGAP00000007527	ENSORLP00000004550
ENSMGAP00000003924	ENSORLP00000003048
ENSMGAP00000017413	ENSORLP00000015328
ENSMGAP00000017413	ENSORLP00000007762
ENSMGAP00000002944	ENSORLP00000004731
ENSMGAP00000013016	ENSORLP00000006826
ENSMGAP00000005773	ENSORLP00000019480
ENSMGAP00000000359	ENSORLP00000015557
ENSMGAP00000005668	ENSORLP00000002952
ENSMGAP00000010397	ENSORLP00000007393
ENSMGAP00000018838	ENSORLP00000003020
ENSMGAP00000018838	ENSORLP00000018305
ENSMGAP00000013089	ENSORLP00000025624
ENSMGAP00000013288	ENSORLP00000007161
ENSMGAP00000014772	ENSORLP00000017363
ENSMGAP00000014347	ENSORLP00000013794
ENSMGAP00000004929	ENSORLP00000004887
ENSMGAP00000005248	ENSORLP00000024527
ENSMGAP00000002256	ENSORLP00000013614
ENSMGAP00000001202	ENSORLP00000011542
ENSMGAP00000001929	ENSORLP00000011783
ENSMGAP00000002021	ENSORLP00000003893
ENSMGAP00000003861	ENSORLP00000008367
ENSMGAP00000016552	ENSORLP00000012293
ENSMGAP00000016796	ENSORLP00000011123
ENSMGAP00000012009	ENSORLP00000018754
ENSMGAP00000016881	ENSORLP00000021032
ENSMGAP00000013493	ENSORLP00000020748
ENSMGAP00000015867	ENSORLP00000013938
ENSMGAP00000001596	ENSORLP00000003425
ENSMGAP00000012445	ENSORLP00000018827
ENSMGAP00000003823	ENSORLP00000014990
ENSMGAP00000013692	ENSORLP00000015100
ENSMGAP00000000224	ENSORLP00000020045
ENSMGAP00000016515	ENSORLP00000011197
ENSMGAP00000011182	ENSORLP00000017326
ENSMGAP00000001955	ENSORLP00000017993
ENSMGAP00000018342	ENSORLP00000011252
ENSMGAP00000018342	ENSORLP00000013392
ENSMGAP00000015134	ENSORLP00000004635
ENSMGAP00000004450	ENSORLP00000021455
ENSMGAP00000019543	ENSORLP00000012421
ENSMGAP00000019543	ENSORLP00000007244
ENSMGAP00000014812	ENSORLP00000015417
ENSMGAP00000009910	ENSORLP00000008566
ENSMGAP00000019210	ENSORLP00000021703
ENSMGAP00000002719	ENSORLP00000020829
ENSMGAP00000000809	ENSORLP00000018068
ENSMGAP00000000352	ENSORLP00000024955
ENSMGAP00000003830	ENSORLP00000001753
ENSMGAP00000015492	ENSORLP00000011237
ENSMGAP00000018164	ENSORLP00000011710
ENSMGAP00000001469	ENSORLP00000019471
ENSMGAP00000005453	ENSORLP00000009806
ENSMGAP00000007083	ENSORLP00000010824
ENSMGAP00000015023	ENSORLP00000020566
ENSMGAP00000004577	ENSORLP00000021879
ENSMGAP00000004958	ENSORLP00000018990
ENSMGAP00000000420	ENSORLP00000015893
ENSMGAP00000004428	ENSORLP00000018849
ENSMGAP00000005210	ENSORLP00000013011
ENSMGAP00000010130	ENSORLP00000013838
ENSMGAP00000010130	ENSORLP00000022385
ENSMGAP00000015879	ENSORLP00000025046
ENSMGAP00000011886	ENSORLP00000007692
ENSMGAP00000010109	ENSORLP00000007241
ENSMGAP00000010852	ENSORLP00000010925
ENSMGAP00000009530	ENSORLP00000017464
ENSMGAP00000009530	ENSORLP00000009520
ENSMGAP00000006313	ENSORLP00000000170
ENSMGAP00000003865	ENSORLP00000014178
ENSMGAP00000014239	ENSORLP00000019772
ENSMGAP00000014239	ENSORLP00000019896
ENSMGAP00000013991	ENSORLP00000000152
ENSMGAP00000013263	ENSORLP00000019131
ENSMGAP00000015509	ENSORLP00000007013
ENSMGAP00000005854	ENSORLP00000014858
ENSMGAP00000005854	ENSORLP00000005938
ENSMGAP00000003969	ENSORLP00000000254
ENSMGAP00000011013	ENSORLP00000016661
ENSMGAP00000009929	ENSORLP00000007704
ENSMGAP00000011015	ENSORLP00000021517
ENSMGAP00000018740	ENSORLP00000009104
ENSMGAP00000009664	ENSORLP00000001953
ENSMGAP00000012734	ENSORLP00000013453
ENSMGAP00000000438	ENSORLP00000007372
ENSMGAP00000005553	ENSORLP00000002922
ENSMGAP00000003675	ENSORLP00000015672
ENSMGAP00000000474	ENSORLP00000015027
ENSMGAP00000012492	ENSORLP00000007562
ENSMGAP00000004920	ENSORLP00000013674
ENSMGAP00000009493	ENSORLP00000000828
ENSMGAP00000002569	ENSORLP00000006884
ENSMGAP00000008313	ENSORLP00000005738
ENSMGAP00000014195	ENSORLP00000017547
ENSMGAP00000005691	ENSORLP00000004243
ENSMGAP00000010700	ENSORLP00000015904
ENSMGAP00000011595	ENSORLP00000018601
ENSMGAP00000014978	ENSORLP00000019582
ENSMGAP00000013605	ENSORLP00000020932
ENSMGAP00000006451	ENSORLP00000010344
ENSMGAP00000002480	ENSORLP00000006755
ENSMGAP00000016163	ENSORLP00000017228
ENSMGAP00000010099	ENSORLP00000009248
ENSMGAP00000003213	ENSORLP00000009143
ENSMGAP00000015834	ENSORLP00000005756
ENSMGAP00000015834	ENSORLP00000014286
ENSMGAP00000001527	ENSORLP00000021940
ENSMGAP00000008399	ENSORLP00000012598
ENSMGAP00000004227	ENSORLP00000000974
ENSMGAP00000005332	ENSORLP00000005477
ENSMGAP00000012613	ENSORLP00000011012
ENSMGAP00000001946	ENSORLP00000000085
ENSMGAP00000009817	ENSORLP00000014383
ENSMGAP00000009161	ENSORLP00000010209
ENSMGAP00000012461	ENSORLP00000018500
ENSMGAP00000002914	ENSORLP00000012407
ENSMGAP00000006162	ENSORLP00000016029
ENSMGAP00000010113	ENSORLP00000014047
ENSMGAP00000012739	ENSORLP00000000806
ENSMGAP00000009764	ENSORLP00000001969
ENSMGAP00000012110	ENSORLP00000009858
ENSMGAP00000003833	ENSORLP00000020552
ENSMGAP00000004602	ENSORLP00000023295
ENSMGAP00000007017	ENSORLP00000006392
ENSMGAP00000008870	ENSORLP00000025077
ENSMGAP00000003464	ENSORLP00000016272
ENSMGAP00000010515	ENSORLP00000013184
ENSMGAP00000010515	ENSORLP00000020120
ENSMGAP00000010386	ENSORLP00000018266
ENSMGAP00000018923	ENSORLP00000017653
ENSMGAP00000015219	ENSORLP00000006908
ENSMGAP00000012571	ENSORLP00000015426
ENSMGAP00000018549	ENSORLP00000018964
ENSMGAP00000012322	ENSORLP00000007220
ENSMGAP00000018985	ENSORLP00000014235
ENSMGAP00000000129	ENSORLP00000019722
ENSMGAP00000016294	ENSORLP00000021154
ENSMGAP00000016294	ENSORLP00000022374
ENSMGAP00000016776	ENSORLP00000006624
ENSMGAP00000014065	ENSORLP00000007999
ENSMGAP00000003377	ENSORLP00000002517
ENSMGAP00000014217	ENSORLP00000015955
ENSMGAP00000006245	ENSORLP00000000175
ENSMGAP00000000802	ENSORLP00000005838
ENSMGAP00000002873	ENSORLP00000002234
ENSMGAP00000004912	ENSORLP00000017886
ENSMGAP00000004705	ENSORLP00000011584
ENSMGAP00000016557	ENSORLP00000010766
ENSMGAP00000014878	ENSORLP00000011031
ENSMGAP00000002078	ENSORLP00000009939
ENSMGAP00000014998	ENSORLP00000020000
ENSMGAP00000019103	ENSORLP00000020033
ENSMGAP00000013622	ENSORLP00000013514
ENSMGAP00000001580	ENSORLP00000022763
ENSMGAP00000010977	ENSORLP00000025834
ENSMGAP00000001564	ENSORLP00000001289
ENSMGAP00000013411	ENSORLP00000024734
ENSMGAP00000014110	ENSORLP00000015968
ENSMGAP00000013473	ENSORLP00000002435
ENSMGAP00000013473	ENSORLP00000014335
ENSMGAP00000009382	ENSORLP00000014012
ENSMGAP00000009665	ENSORLP00000010010
ENSMGAP00000017054	ENSORLP00000005189
ENSMGAP00000016386	ENSORLP00000015738
ENSMGAP00000002393	ENSORLP00000010900
ENSMGAP00000006676	ENSORLP00000021228
ENSMGAP00000008573	ENSORLP00000010448
ENSMGAP00000004247	ENSORLP00000009743
ENSMGAP00000006803	ENSORLP00000013746
ENSMGAP00000015152	ENSORLP00000011548
ENSMGAP00000006539	ENSORLP00000013093
ENSMGAP00000006648	ENSORLP00000001891
ENSMGAP00000009614	ENSORLP00000010570
ENSMGAP00000008381	ENSORLP00000013156
ENSMGAP00000015430	ENSORLP00000015711
ENSMGAP00000003036	ENSORLP00000009429
ENSMGAP00000013225	ENSORLP00000007248
ENSMGAP00000010302	ENSORLP00000009781
ENSMGAP00000006405	ENSORLP00000003832
ENSMGAP00000015732	ENSORLP00000005963
ENSMGAP00000000385	ENSORLP00000021624
ENSMGAP00000000988	ENSORLP00000018975
ENSMGAP00000009576	ENSORLP00000008570
ENSMGAP00000015884	ENSORLP00000017834
ENSMGAP00000001467	ENSORLP00000005134
ENSMGAP00000010079	ENSORLP00000000047
ENSMGAP00000000558	ENSORLP00000023112
ENSMGAP00000007235	ENSORLP00000002196
ENSMGAP00000000577	ENSORLP00000008768
ENSMGAP00000006173	ENSORLP00000007175
ENSMGAP00000001330	ENSORLP00000019060
ENSMGAP00000007541	ENSORLP00000004272
ENSMGAP00000010375	ENSORLP00000018977
ENSMGAP00000000757	ENSORLP00000006404
ENSMGAP00000015125	ENSORLP00000019962
ENSMGAP00000005608	ENSORLP00000008223
ENSMGAP00000005608	ENSORLP00000020850
ENSMGAP00000009574	ENSORLP00000004115
ENSMGAP00000009574	ENSORLP00000003019
ENSMGAP00000004469	ENSORLP00000024844
ENSMGAP00000012639	ENSORLP00000018631
ENSMGAP00000012058	ENSORLP00000002263
ENSMGAP00000013593	ENSORLP00000022751
ENSMGAP00000013593	ENSORLP00000022466
ENSMGAP00000013508	ENSORLP00000020831
ENSMGAP00000016229	ENSORLP00000017946
ENSMGAP00000012456	ENSORLP00000005472
ENSMGAP00000019568	ENSORLP00000002447
ENSMGAP00000012450	ENSORLP00000011813
ENSMGAP00000002425	ENSORLP00000014550
ENSMGAP00000010038	ENSORLP00000022715
ENSMGAP00000000700	ENSORLP00000023927
ENSMGAP00000007319	ENSORLP00000014355
ENSMGAP00000000815	ENSORLP00000012316
ENSMGAP00000011860	ENSORLP00000025606
ENSMGAP00000003255	ENSORLP00000024504
ENSMGAP00000015762	ENSORLP00000022500
ENSMGAP00000009235	ENSORLP00000005506
ENSMGAP00000002313	ENSORLP00000017898
ENSMGAP00000013424	ENSORLP00000004880
ENSMGAP00000012851	ENSORLP00000003443
ENSMGAP00000018023	ENSORLP00000025790
ENSMGAP00000008474	ENSORLP00000003906
ENSMGAP00000007965	ENSORLP00000014508
ENSMGAP00000013426	ENSORLP00000020623
ENSMGAP00000011023	ENSORLP00000006806
ENSMGAP00000014905	ENSORLP00000022160
ENSMGAP00000016443	ENSORLP00000015494
ENSMGAP00000009755	ENSORLP00000012139
ENSMGAP00000003586	ENSORLP00000014709
ENSMGAP00000006050	ENSORLP00000015112
ENSMGAP00000013594	ENSORLP00000024516
ENSMGAP00000013594	ENSORLP00000013213
ENSMGAP00000012761	ENSORLP00000022021
ENSMGAP00000006414	ENSORLP00000006881
ENSMGAP00000007598	ENSORLP00000020848
ENSMGAP00000012799	ENSORLP00000017117
ENSMGAP00000014923	ENSORLP00000016041
ENSMGAP00000016115	ENSORLP00000010628
ENSMGAP00000007155	ENSORLP00000025777
ENSMGAP00000004219	ENSORLP00000008558
ENSMGAP00000013681	ENSORLP00000002463
ENSMGAP00000003067	ENSORLP00000005285
ENSMGAP00000014410	ENSORLP00000016082
ENSMGAP00000014410	ENSORLP00000004723
ENSMGAP00000009172	ENSORLP00000013428
ENSMGAP00000002219	ENSORLP00000025486
ENSMGAP00000006540	ENSORLP00000021719
ENSMGAP00000016952	ENSORLP00000016348
ENSMGAP00000014517	ENSORLP00000011419
ENSMGAP00000010694	ENSORLP00000015887
ENSMGAP00000006148	ENSORLP00000008133
ENSMGAP00000000453	ENSORLP00000023094
ENSMGAP00000002683	ENSORLP00000016292
ENSMGAP00000002683	ENSORLP00000010398
ENSMGAP00000019055	ENSORLP00000006253
ENSMGAP00000019055	ENSORLP00000005116
ENSMGAP00000001346	ENSORLP00000009011
ENSMGAP00000012784	ENSORLP00000000820
ENSMGAP00000016544	ENSORLP00000011368
ENSMGAP00000009687	ENSORLP00000017899
ENSMGAP00000003456	ENSORLP00000006593
ENSMGAP00000008747	ENSORLP00000010485
ENSMGAP00000016784	ENSORLP00000005008
ENSMGAP00000011838	ENSORLP00000025604
ENSMGAP00000003031	ENSORLP00000001992
ENSMGAP00000006446	ENSORLP00000009427
ENSMGAP00000006446	ENSORLP00000017314
ENSMGAP00000001253	ENSORLP00000005615
ENSMGAP00000017595	ENSORLP00000016619
ENSMGAP00000006134	ENSORLP00000019855
ENSMGAP00000004008	ENSORLP00000009317
ENSMGAP00000004667	ENSORLP00000025752
ENSMGAP00000007788	ENSORLP00000006962
ENSMGAP00000010634	ENSORLP00000013860
ENSMGAP00000007937	ENSORLP00000024827
ENSMGAP00000004736	ENSORLP00000008213
ENSMGAP00000019102	ENSORLP00000006383
ENSMGAP00000019102	ENSORLP00000004699
ENSMGAP00000004741	ENSORLP00000010077
ENSMGAP00000000754	ENSORLP00000025440
ENSMGAP00000015354	ENSORLP00000004095
ENSMGAP00000007123	ENSORLP00000009254
ENSMGAP00000008129	ENSORLP00000023621
ENSMGAP00000013786	ENSORLP00000020589
ENSMGAP00000009510	ENSORLP00000000741
ENSMGAP00000005037	ENSORLP00000017582
ENSMGAP00000008396	ENSORLP00000001055
ENSMGAP00000002699	ENSORLP00000007679
ENSMGAP00000009976	ENSORLP00000014339
ENSMGAP00000000806	ENSORLP00000021040
ENSMGAP00000004370	ENSORLP00000020403
ENSMGAP00000012612	ENSORLP00000011151
ENSMGAP00000012441	ENSORLP00000012928
ENSMGAP00000005780	ENSORLP00000014651
ENSMGAP00000000824	ENSORLP00000002146
ENSMGAP00000002921	ENSORLP00000007132
ENSMGAP00000019315	ENSORLP00000016160
ENSMGAP00000018646	ENSORLP00000016026
ENSMGAP00000008846	ENSORLP00000004130
ENSMGAP00000009163	ENSORLP00000011508
ENSMGAP00000000522	ENSORLP00000024388
ENSMGAP00000003844	ENSORLP00000012204
ENSMGAP00000015827	ENSORLP00000014425
ENSMGAP00000003122	ENSORLP00000023258
ENSMGAP00000000769	ENSORLP00000007272
ENSMGAP00000002578	ENSORLP00000018781
ENSMGAP00000000831	ENSORLP00000006752
ENSMGAP00000013077	ENSORLP00000025631
ENSMGAP00000013077	ENSORLP00000009998
ENSMGAP00000009192	ENSORLP00000023034
ENSMGAP00000002290	ENSORLP00000024179
ENSMGAP00000007595	ENSORLP00000011892
ENSMGAP00000016381	ENSORLP00000015926
ENSMGAP00000012481	ENSORLP00000000596
ENSMGAP00000013395	ENSORLP00000005307
ENSMGAP00000010598	ENSORLP00000011927
ENSMGAP00000008346	ENSORLP00000019188
ENSMGAP00000004871	ENSORLP00000014206
ENSMGAP00000015932	ENSORLP00000012607
ENSMGAP00000015757	ENSORLP00000025609
ENSMGAP00000015757	ENSORLP00000022621
ENSMGAP00000006671	ENSORLP00000012973
ENSMGAP00000001774	ENSORLP00000003757
ENSMGAP00000018773	ENSORLP00000020915
ENSMGAP00000001893	ENSORLP00000014824
ENSMGAP00000015617	ENSORLP00000019958
ENSMGAP00000015621	ENSORLP00000013668
ENSMGAP00000003003	ENSORLP00000019776
ENSMGAP00000000280	ENSORLP00000022593
ENSMGAP00000014621	ENSORLP00000019868
ENSMGAP00000016503	ENSORLP00000011563
ENSMGAP00000009123	ENSORLP00000003725
ENSMGAP00000018725	ENSORLP00000011917
ENSMGAP00000000481	ENSORLP00000001905
ENSMGAP00000003685	ENSORLP00000018479
ENSMGAP00000007048	ENSORLP00000023482
ENSMGAP00000013803	ENSORLP00000024148
ENSMGAP00000018254	ENSORLP00000004320
ENSMGAP00000009155	ENSORLP00000008441
ENSMGAP00000006492	ENSORLP00000008878
ENSMGAP00000000120	ENSORLP00000018358
ENSMGAP00000009758	ENSORLP00000016929
ENSMGAP00000012382	ENSORLP00000012628
ENSMGAP00000005101	ENSORLP00000020863
ENSMGAP00000008092	ENSORLP00000002372
ENSMGAP00000019731	ENSORLP00000010669
ENSMGAP00000005999	ENSORLP00000008610
ENSMGAP00000013065	ENSORLP00000003035
ENSMGAP00000007497	ENSORLP00000001193
ENSMGAP00000007748	ENSORLP00000017541
ENSMGAP00000015704	ENSORLP00000015529
ENSMGAP00000011026	ENSORLP00000012448
ENSMGAP00000016985	ENSORLP00000005384
ENSMGAP00000016166	ENSORLP00000006559
ENSMGAP00000010510	ENSORLP00000009198
ENSMGAP00000003344	ENSORLP00000009112
ENSMGAP00000008378	ENSORLP00000013179
ENSMGAP00000013375	ENSORLP00000000130
ENSMGAP00000006522	ENSORLP00000003742
ENSMGAP00000000678	ENSORLP00000020484
ENSMGAP00000002663	ENSORLP00000016812
ENSMGAP00000015690	ENSORLP00000015372
ENSMGAP00000015275	ENSORLP00000001405
ENSMGAP00000006598	ENSORLP00000012699
ENSMGAP00000016848	ENSORLP00000019079
ENSMGAP00000002029	ENSORLP00000003880
ENSMGAP00000002029	ENSORLP00000005685
ENSMGAP00000018742	ENSORLP00000001886
ENSMGAP00000018670	ENSORLP00000020511
ENSMGAP00000008923	ENSORLP00000005266
ENSMGAP00000001238	ENSORLP00000025137
ENSMGAP00000004427	ENSORLP00000007324
ENSMGAP00000015634	ENSORLP00000020082
ENSMGAP00000000226	ENSORLP00000003430
ENSMGAP00000001018	ENSORLP00000006791
ENSMGAP00000000756	ENSORLP00000022190
ENSMGAP00000015832	ENSORLP00000014252
ENSMGAP00000003049	ENSORLP00000012505
ENSMGAP00000005009	ENSORLP00000010547
ENSMGAP00000007114	ENSORLP00000010435
ENSMGAP00000002690	ENSORLP00000017576
ENSMGAP00000004258	ENSORLP00000014137
ENSMGAP00000010902	ENSORLP00000014965
ENSMGAP00000001877	ENSORLP00000013744
ENSMGAP00000001100	ENSORLP00000001588
ENSMGAP00000009187	ENSORLP00000001584
ENSMGAP00000018344	ENSORLP00000013554
ENSMGAP00000019269	ENSORLP00000020180
ENSMGAP00000012470	ENSORLP00000015696
ENSMGAP00000007978	ENSORLP00000000873
ENSMGAP00000011730	ENSORLP00000020195
ENSMGAP00000011730	ENSORLP00000000850
ENSMGAP00000008647	ENSORLP00000011691
ENSMGAP00000008647	ENSORLP00000000956
ENSMGAP00000013239	ENSORLP00000024629
ENSMGAP00000007763	ENSORLP00000011807
ENSMGAP00000007969	ENSORLP00000017563
ENSMGAP00000004673	ENSORLP00000022478
ENSMGAP00000019666	ENSORLP00000005060
ENSMGAP00000002676	ENSORLP00000019949
ENSMGAP00000008530	ENSORLP00000011726
ENSMGAP00000014531	ENSORLP00000002404
ENSMGAP00000005215	ENSORLP00000022907
ENSMGAP00000006185	ENSORLP00000003852
ENSMGAP00000019342	ENSORLP00000004118
ENSMGAP00000001878	ENSORLP00000017601
ENSMGAP00000015792	ENSORLP00000010319
ENSMGAP00000012703	ENSORLP00000019215
ENSMGAP00000012524	ENSORLP00000015385
ENSMGAP00000013742	ENSORLP00000016384
ENSMGAP00000008061	ENSORLP00000018260
ENSMGAP00000008061	ENSORLP00000010792
ENSMGAP00000014591	ENSORLP00000017358
ENSMGAP00000014591	ENSORLP00000013222
ENSMGAP00000008332	ENSORLP00000023150
ENSMGAP00000007648	ENSORLP00000023031
ENSMGAP00000011786	ENSORLP00000017122
ENSMGAP00000003268	ENSORLP00000019547
ENSMGAP00000000920	ENSORLP00000008692
ENSMGAP00000003047	ENSORLP00000023457
ENSMGAP00000003047	ENSORLP00000004801
ENSMGAP00000001701	ENSORLP00000006323
ENSMGAP00000001769	ENSORLP00000006336
ENSMGAP00000010496	ENSORLP00000023871
ENSMGAP00000011482	ENSORLP00000017777
ENSMGAP00000014022	ENSORLP00000020143
ENSMGAP00000007147	ENSORLP00000017882
ENSMGAP00000002055	ENSORLP00000006322
