ENSDARP00000074624	ENSP00000262384
ENSDARP00000001220	ENSP00000363993
ENSDARP00000118448	ENSP00000346442
ENSDARP00000128726	ENSP00000412130
ENSDARP00000108052	ENSP00000384491
ENSDARP00000067038	ENSP00000384491
ENSDARP00000027148	ENSP00000380713
ENSDARP00000079150	ENSP00000415885
ENSDARP00000093676	ENSP00000445001
ENSDARP00000007548	ENSP00000343885
ENSDARP00000101283	ENSP00000307746
ENSDARP00000118651	ENSP00000335246
ENSDARP00000069996	ENSP00000335246
ENSDARP00000109347	ENSP00000303315
ENSDARP00000105289	ENSP00000303315
ENSDARP00000088526	ENSP00000252818
ENSDARP00000116021	ENSP00000410768
ENSDARP00000120504	ENSP00000368547
ENSDARP00000086731	ENSP00000368547
ENSDARP00000109454	ENSP00000278919
ENSDARP00000051814	ENSP00000351132
ENSDARP00000061202	ENSP00000321971
ENSDARP00000070535	ENSP00000268482
ENSDARP00000090283	ENSP00000384792
ENSDARP00000108599	ENSP00000282251
ENSDARP00000039201	ENSP00000406885
ENSDARP00000093207	ENSP00000406885
ENSDARP00000102085	ENSP00000433126
ENSDARP00000065867	ENSP00000327650
ENSDARP00000085602	ENSP00000253577
ENSDARP00000086756	ENSP00000265316
ENSDARP00000123065	ENSP00000265316
ENSDARP00000079851	ENSP00000238789
ENSDARP00000098579	ENSP00000287394
ENSDARP00000123285	ENSP00000235329
ENSDARP00000028523	ENSP00000347672
ENSDARP00000107862	ENSP00000387471
ENSDARP00000023970	ENSP00000419765
ENSDARP00000101817	ENSP00000453872
ENSDARP00000128952	ENSP00000269439
ENSDARP00000099798	ENSP00000269439
ENSDARP00000067426	ENSP00000247843
ENSDARP00000103910	ENSP00000306983
ENSDARP00000040864	ENSP00000365388
ENSDARP00000127340	ENSP00000335060
ENSDARP00000050830	ENSP00000295304
ENSDARP00000094107	ENSP00000398105
ENSDARP00000107312	ENSP00000428054
ENSDARP00000038769	ENSP00000379390
ENSDARP00000067821	ENSP00000367841
ENSDARP00000124661	ENSP00000422037
ENSDARP00000101150	ENSP00000265978
ENSDARP00000080991	ENSP00000413196
ENSDARP00000110489	ENSP00000413196
ENSDARP00000100481	ENSP00000383986
ENSDARP00000016515	ENSP00000258484
ENSDARP00000066835	ENSP00000315070
ENSDARP00000069223	ENSP00000318868
ENSDARP00000102802	ENSP00000333667
ENSDARP00000030237	ENSP00000358451
ENSDARP00000088460	ENSP00000254101
ENSDARP00000073671	ENSP00000265087
ENSDARP00000111728	ENSP00000265087
ENSDARP00000011199	ENSP00000290271
ENSDARP00000075790	ENSP00000290271
ENSDARP00000089411	ENSP00000313432
ENSDARP00000110466	ENSP00000377411
ENSDARP00000117236	ENSP00000377411
ENSDARP00000122142	ENSP00000344789
ENSDARP00000083511	ENSP00000341044
ENSDARP00000098883	ENSP00000361795
ENSDARP00000037263	ENSP00000346300
ENSDARP00000043773	ENSP00000272091
ENSDARP00000127377	ENSP00000264705
ENSDARP00000058563	ENSP00000262105
ENSDARP00000128121	ENSP00000368174
ENSDARP00000027389	ENSP00000331897
ENSDARP00000099839	ENSP00000286835
ENSDARP00000105648	ENSP00000336587
ENSDARP00000054362	ENSP00000268383
ENSDARP00000052178	ENSP00000268383
ENSDARP00000100792	ENSP00000326534
ENSDARP00000082230	ENSP00000377027
ENSDARP00000108088	ENSP00000396704
ENSDARP00000096930	ENSP00000411532
ENSDARP00000078717	ENSP00000396995
ENSDARP00000025816	ENSP00000360147
ENSDARP00000073126	ENSP00000186436
ENSDARP00000104417	ENSP00000379457
ENSDARP00000110231	ENSP00000307126
ENSDARP00000104573	ENSP00000316476
ENSDARP00000010867	ENSP00000392217
ENSDARP00000107383	ENSP00000231572
ENSDARP00000094886	ENSP00000217372
ENSDARP00000122870	ENSP00000279907
ENSDARP00000081680	ENSP00000313851
ENSDARP00000109877	ENSP00000303427
ENSDARP00000110400	ENSP00000379680
ENSDARP00000114835	ENSP00000218516
ENSDARP00000105829	ENSP00000468424
ENSDARP00000024632	ENSP00000367407
ENSDARP00000055258	ENSP00000354387
ENSDARP00000099308	ENSP00000168977
ENSDARP00000088524	ENSP00000168977
ENSDARP00000020399	ENSP00000261448
ENSDARP00000056539	ENSP00000357057
ENSDARP00000011545	ENSP00000357057
ENSDARP00000116328	ENSP00000354251
ENSDARP00000080601	ENSP00000293373
ENSDARP00000079110	ENSP00000254029
ENSDARP00000086504	ENSP00000379894
ENSDARP00000104772	ENSP00000354612
ENSDARP00000003684	ENSP00000356438
ENSDARP00000022450	ENSP00000356438
ENSDARP00000113382	ENSP00000244571
ENSDARP00000096921	ENSP00000353826
ENSDARP00000112132	ENSP00000357644
ENSDARP00000012229	ENSP00000376583
ENSDARP00000107651	ENSP00000325941
ENSDARP00000044948	ENSP00000394700
ENSDARP00000113554	ENSP00000389039
ENSDARP00000045839	ENSP00000389039
ENSDARP00000118699	ENSP00000233615
ENSDARP00000070552	ENSP00000308430
ENSDARP00000101040	ENSP00000338030
ENSDARP00000100767	ENSP00000361731
ENSDARP00000122022	ENSP00000402935
ENSDARP00000073037	ENSP00000263960
ENSDARP00000071442	ENSP00000253778
ENSDARP00000046647	ENSP00000336994
ENSDARP00000040433	ENSP00000371152
ENSDARP00000007893	ENSP00000371152
ENSDARP00000115777	ENSP00000308976
ENSDARP00000115654	ENSP00000341819
ENSDARP00000016035	ENSP00000347626
ENSDARP00000005181	ENSP00000319664
ENSDARP00000100503	ENSP00000305958
ENSDARP00000077797	ENSP00000233623
ENSDARP00000110046	ENSP00000327436
ENSDARP00000053156	ENSP00000382163
ENSDARP00000005003	ENSP00000336721
ENSDARP00000094999	ENSP00000352510
ENSDARP00000127300	ENSP00000344424
ENSDARP00000075946	ENSP00000404676
ENSDARP00000128547	ENSP00000249344
ENSDARP00000114430	ENSP00000359634
ENSDARP00000084036	ENSP00000359634
ENSDARP00000116341	ENSP00000423933
ENSDARP00000125987	ENSP00000253814
ENSDARP00000008781	ENSP00000253814
ENSDARP00000125009	ENSP00000312837
ENSDARP00000070439	ENSP00000312837
ENSDARP00000013205	ENSP00000262305
ENSDARP00000100853	ENSP00000368341
ENSDARP00000092248	ENSP00000348538
ENSDARP00000109087	ENSP00000359859
ENSDARP00000086825	ENSP00000240617
ENSDARP00000128717	ENSP00000240617
ENSDARP00000102523	ENSP00000311257
ENSDARP00000122521	ENSP00000311257
ENSDARP00000105242	ENSP00000298596
ENSDARP00000005794	ENSP00000273668
ENSDARP00000105475	ENSP00000225171
ENSDARP00000048049	ENSP00000362935
ENSDARP00000095008	ENSP00000324549
ENSDARP00000125781	ENSP00000294409
ENSDARP00000090716	ENSP00000351314
ENSDARP00000055324	ENSP00000259457
ENSDARP00000066996	ENSP00000258534
ENSDARP00000100066	ENSP00000254663
ENSDARP00000118141	ENSP00000323927
ENSDARP00000078364	ENSP00000366460
ENSDARP00000104146	ENSP00000366460
ENSDARP00000072718	ENSP00000382104
ENSDARP00000083640	ENSP00000256925
ENSDARP00000116145	ENSP00000279101
ENSDARP00000034848	ENSP00000279101
ENSDARP00000116386	ENSP00000306881
ENSDARP00000055860	ENSP00000376258
ENSDARP00000112116	ENSP00000376258
ENSDARP00000049625	ENSP00000265056
ENSDARP00000111525	ENSP00000335651
ENSDARP00000081773	ENSP00000376458
ENSDARP00000085316	ENSP00000371420
ENSDARP00000107876	ENSP00000402758
ENSDARP00000046267	ENSP00000402758
ENSDARP00000128045	ENSP00000404700
ENSDARP00000129301	ENSP00000262719
ENSDARP00000117438	ENSP00000302530
ENSDARP00000099195	ENSP00000287598
ENSDARP00000015478	ENSP00000379042
ENSDARP00000124115	ENSP00000366620
ENSDARP00000115363	ENSP00000377192
ENSDARP00000015934	ENSP00000358423
ENSDARP00000120777	ENSP00000356669
ENSDARP00000085027	ENSP00000356669
ENSDARP00000022826	ENSP00000254730
ENSDARP00000060204	ENSP00000322439
ENSDARP00000062413	ENSP00000315680
ENSDARP00000007503	ENSP00000360107
ENSDARP00000010992	ENSP00000404232
ENSDARP00000103737	ENSP00000307041
ENSDARP00000104486	ENSP00000370047
ENSDARP00000060431	ENSP00000357928
ENSDARP00000065292	ENSP00000263966
ENSDARP00000036699	ENSP00000229268
ENSDARP00000045252	ENSP00000309477
ENSDARP00000104154	ENSP00000356634
ENSDARP00000124707	ENSP00000438468
ENSDARP00000057020	ENSP00000405423
ENSDARP00000117773	ENSP00000405423
ENSDARP00000039222	ENSP00000295448
ENSDARP00000065664	ENSP00000370031
ENSDARP00000104870	ENSP00000268057
ENSDARP00000062744	ENSP00000341874
ENSDARP00000022653	ENSP00000369162
ENSDARP00000078992	ENSP00000357835
ENSDARP00000124635	ENSP00000298251
ENSDARP00000101252	ENSP00000298251
ENSDARP00000081878	ENSP00000377980
ENSDARP00000112275	ENSP00000312379
ENSDARP00000009285	ENSP00000263354
ENSDARP00000088108	ENSP00000263354
ENSDARP00000091063	ENSP00000366225
ENSDARP00000024741	ENSP00000366225
ENSDARP00000093269	ENSP00000321636
ENSDARP00000035935	ENSP00000381773
ENSDARP00000103738	ENSP00000281772
ENSDARP00000046208	ENSP00000367453
ENSDARP00000094201	ENSP00000350734
ENSDARP00000103488	ENSP00000379346
ENSDARP00000083553	ENSP00000379346
ENSDARP00000055816	ENSP00000415203
ENSDARP00000021109	ENSP00000367880
ENSDARP00000072202	ENSP00000226218
ENSDARP00000070414	ENSP00000226218
ENSDARP00000100074	ENSP00000399679
ENSDARP00000012078	ENSP00000399679
ENSDARP00000105869	ENSP00000436785
ENSDARP00000092501	ENSP00000436785
ENSDARP00000069445	ENSP00000353557
ENSDARP00000070816	ENSP00000325677
ENSDARP00000012550	ENSP00000265245
ENSDARP00000043217	ENSP00000451261
ENSDARP00000128651	ENSP00000269214
ENSDARP00000056034	ENSP00000216259
ENSDARP00000106718	ENSP00000400958
ENSDARP00000074805	ENSP00000358617
ENSDARP00000087012	ENSP00000345206
ENSDARP00000128811	ENSP00000341243
ENSDARP00000027372	ENSP00000281961
ENSDARP00000053368	ENSP00000314396
ENSDARP00000115947	ENSP00000328412
ENSDARP00000056720	ENSP00000300051
ENSDARP00000087587	ENSP00000384262
ENSDARP00000072361	ENSP00000273480
ENSDARP00000092712	ENSP00000298198
ENSDARP00000122107	ENSP00000271732
ENSDARP00000004404	ENSP00000263383
ENSDARP00000074560	ENSP00000371517
ENSDARP00000108323	ENSP00000307854
ENSDARP00000070398	ENSP00000307854
ENSDARP00000069627	ENSP00000353739
ENSDARP00000038731	ENSP00000264864
ENSDARP00000019274	ENSP00000303149
ENSDARP00000063004	ENSP00000331600
ENSDARP00000090236	ENSP00000297146
ENSDARP00000102287	ENSP00000335261
ENSDARP00000007963	ENSP00000365891
ENSDARP00000039217	ENSP00000365891
ENSDARP00000113657	ENSP00000260270
ENSDARP00000018482	ENSP00000440870
ENSDARP00000076534	ENSP00000440870
ENSDARP00000055865	ENSP00000263780
ENSDARP00000008354	ENSP00000263780
ENSDARP00000031864	ENSP00000258198
ENSDARP00000052858	ENSP00000273130
ENSDARP00000059116	ENSP00000262065
ENSDARP00000084112	ENSP00000251588
ENSDARP00000031222	ENSP00000361721
ENSDARP00000123533	ENSP00000361721
ENSDARP00000046715	ENSP00000356623
ENSDARP00000102688	ENSP00000401764
ENSDARP00000014964	ENSP00000313811
ENSDARP00000038993	ENSP00000216117
ENSDARP00000104304	ENSP00000459214
ENSDARP00000072249	ENSP00000459214
ENSDARP00000110729	ENSP00000360623
ENSDARP00000110301	ENSP00000304292
ENSDARP00000111637	ENSP00000261534
ENSDARP00000086435	ENSP00000361302
ENSDARP00000108884	ENSP00000265174
ENSDARP00000080083	ENSP00000349393
ENSDARP00000010322	ENSP00000216446
ENSDARP00000100205	ENSP00000390849
ENSDARP00000124971	ENSP00000390849
ENSDARP00000113963	ENSP00000414558
ENSDARP00000092492	ENSP00000476668
ENSDARP00000101528	ENSP00000476668
ENSDARP00000086706	ENSP00000290524
ENSDARP00000114850	ENSP00000398076
ENSDARP00000092263	ENSP00000280193
ENSDARP00000121602	ENSP00000297904
ENSDARP00000080303	ENSP00000288266
ENSDARP00000123929	ENSP00000376523
ENSDARP00000070091	ENSP00000452746
ENSDARP00000095479	ENSP00000365725
ENSDARP00000108229	ENSP00000040738
ENSDARP00000108267	ENSP00000344829
ENSDARP00000082680	ENSP00000012049
ENSDARP00000084331	ENSP00000012049
ENSDARP00000074083	ENSP00000386414
ENSDARP00000099964	ENSP00000362109
ENSDARP00000022618	ENSP00000309092
ENSDARP00000005687	ENSP00000453129
ENSDARP00000037286	ENSP00000465930
ENSDARP00000107497	ENSP00000367276
ENSDARP00000010440	ENSP00000278174
ENSDARP00000076925	ENSP00000362836
ENSDARP00000011791	ENSP00000355747
ENSDARP00000030180	ENSP00000326366
ENSDARP00000099540	ENSP00000398089
ENSDARP00000104300	ENSP00000460825
ENSDARP00000061429	ENSP00000291495
ENSDARP00000069881	ENSP00000261883
ENSDARP00000101340	ENSP00000352463
ENSDARP00000118187	ENSP00000358541
ENSDARP00000024635	ENSP00000355741
ENSDARP00000049616	ENSP00000355741
ENSDARP00000072494	ENSP00000301190
ENSDARP00000020482	ENSP00000301190
ENSDARP00000125949	ENSP00000371472
ENSDARP00000100862	ENSP00000278886
ENSDARP00000055606	ENSP00000330382
ENSDARP00000055992	ENSP00000346508
ENSDARP00000095859	ENSP00000346508
ENSDARP00000100847	ENSP00000392812
ENSDARP00000111599	ENSP00000475670
ENSDARP00000109865	ENSP00000475670
ENSDARP00000064031	ENSP00000340691
ENSDARP00000040925	ENSP00000362314
ENSDARP00000068329	ENSP00000454646
ENSDARP00000091630	ENSP00000299709
ENSDARP00000070819	ENSP00000299709
ENSDARP00000008006	ENSP00000359370
ENSDARP00000123985	ENSP00000363329
ENSDARP00000128224	ENSP00000259392
ENSDARP00000069092	ENSP00000273986
ENSDARP00000086097	ENSP00000442954
ENSDARP00000127427	ENSP00000269391
ENSDARP00000072683	ENSP00000262370
ENSDARP00000068493	ENSP00000262370
ENSDARP00000101887	ENSP00000328426
ENSDARP00000112689	ENSP00000281631
ENSDARP00000112199	ENSP00000236850
ENSDARP00000025613	ENSP00000236850
ENSDARP00000086456	ENSP00000308258
ENSDARP00000052429	ENSP00000430548
ENSDARP00000026303	ENSP00000430548
ENSDARP00000109901	ENSP00000229583
ENSDARP00000018086	ENSP00000350509
ENSDARP00000052702	ENSP00000436455
ENSDARP00000110108	ENSP00000386862
ENSDARP00000092459	ENSP00000386862
ENSDARP00000114832	ENSP00000383185
ENSDARP00000070420	ENSP00000330278
ENSDARP00000122743	ENSP00000361522
ENSDARP00000064129	ENSP00000411124
ENSDARP00000128367	ENSP00000216468
ENSDARP00000108798	ENSP00000203407
ENSDARP00000096160	ENSP00000355720
ENSDARP00000107901	ENSP00000394085
ENSDARP00000094435	ENSP00000281047
ENSDARP00000099008	ENSP00000415491
ENSDARP00000120160	ENSP00000222219
ENSDARP00000098172	ENSP00000359699
ENSDARP00000060656	ENSP00000317039
ENSDARP00000069022	ENSP00000360437
ENSDARP00000119835	ENSP00000379441
ENSDARP00000011948	ENSP00000276201
ENSDARP00000099345	ENSP00000435897
ENSDARP00000102893	ENSP00000267229
ENSDARP00000108397	ENSP00000265840
ENSDARP00000097886	ENSP00000326342
ENSDARP00000104679	ENSP00000362123
ENSDARP00000100550	ENSP00000261441
ENSDARP00000114128	ENSP00000247225
ENSDARP00000101819	ENSP00000315137
ENSDARP00000015318	ENSP00000279146
ENSDARP00000102483	ENSP00000370521
ENSDARP00000104600	ENSP00000278836
ENSDARP00000120873	ENSP00000329548
ENSDARP00000111709	ENSP00000403130
ENSDARP00000129039	ENSP00000342518
ENSDARP00000051290	ENSP00000268097
ENSDARP00000050270	ENSP00000261416
ENSDARP00000044496	ENSP00000326604
ENSDARP00000019361	ENSP00000267102
ENSDARP00000117568	ENSP00000323246
ENSDARP00000074403	ENSP00000434199
ENSDARP00000092588	ENSP00000415899
ENSDARP00000098310	ENSP00000295628
ENSDARP00000087316	ENSP00000295628
ENSDARP00000117266	ENSP00000379568
ENSDARP00000075696	ENSP00000379568
ENSDARP00000097583	ENSP00000405969
ENSDARP00000063157	ENSP00000230792
ENSDARP00000021469	ENSP00000368414
ENSDARP00000032153	ENSP00000373364
ENSDARP00000044986	ENSP00000356256
ENSDARP00000078852	ENSP00000379999
ENSDARP00000106181	ENSP00000262144
ENSDARP00000008451	ENSP00000293883
ENSDARP00000113818	ENSP00000296411
ENSDARP00000010471	ENSP00000315152
ENSDARP00000095438	ENSP00000357907
ENSDARP00000026957	ENSP00000295887
ENSDARP00000112959	ENSP00000362894
ENSDARP00000069502	ENSP00000272430
ENSDARP00000107276	ENSP00000272430
ENSDARP00000015775	ENSP00000234677
ENSDARP00000077752	ENSP00000369346
ENSDARP00000050944	ENSP00000364765
ENSDARP00000128287	ENSP00000364765
ENSDARP00000041334	ENSP00000299295
ENSDARP00000116319	ENSP00000354669
ENSDARP00000097627	ENSP00000358120
ENSDARP00000081436	ENSP00000358120
ENSDARP00000102352	ENSP00000376568
ENSDARP00000091530	ENSP00000285848
ENSDARP00000096244	ENSP00000295890
ENSDARP00000067425	ENSP00000339958
ENSDARP00000090213	ENSP00000381436
ENSDARP00000061048	ENSP00000320957
ENSDARP00000062402	ENSP00000356299
ENSDARP00000036199	ENSP00000433361
ENSDARP00000013020	ENSP00000244051
ENSDARP00000128713	ENSP00000348565
ENSDARP00000063399	ENSP00000252674
ENSDARP00000090508	ENSP00000252674
ENSDARP00000084075	ENSP00000310841
ENSDARP00000127292	ENSP00000338171
ENSDARP00000052659	ENSP00000005587
ENSDARP00000086466	ENSP00000330572
ENSDARP00000022543	ENSP00000370503
ENSDARP00000109662	ENSP00000274008
ENSDARP00000005448	ENSP00000216780
ENSDARP00000018261	ENSP00000319814
ENSDARP00000118370	ENSP00000319788
ENSDARP00000103031	ENSP00000257347
ENSDARP00000122466	ENSP00000342604
ENSDARP00000025098	ENSP00000342604
ENSDARP00000071861	ENSP00000265018
ENSDARP00000009564	ENSP00000350833
ENSDARP00000050477	ENSP00000350833
ENSDARP00000111213	ENSP00000373594
ENSDARP00000059027	ENSP00000349181
ENSDARP00000118039	ENSP00000367038
ENSDARP00000061116	ENSP00000367038
ENSDARP00000107134	ENSP00000378725
ENSDARP00000124692	ENSP00000263026
ENSDARP00000092575	ENSP00000398048
ENSDARP00000078028	ENSP00000414856
ENSDARP00000039659	ENSP00000231061
ENSDARP00000050823	ENSP00000374014
ENSDARP00000118571	ENSP00000374014
ENSDARP00000076726	ENSP00000391774
ENSDARP00000060548	ENSP00000339449
ENSDARP00000101029	ENSP00000293879
ENSDARP00000029873	ENSP00000387654
ENSDARP00000127309	ENSP00000337226
ENSDARP00000072365	ENSP00000326933
ENSDARP00000013898	ENSP00000304670
ENSDARP00000069465	ENSP00000257575
ENSDARP00000090241	ENSP00000384477
ENSDARP00000053446	ENSP00000398971
ENSDARP00000048536	ENSP00000383936
ENSDARP00000115253	ENSP00000381102
ENSDARP00000029568	ENSP00000381102
ENSDARP00000072921	ENSP00000285419
ENSDARP00000068663	ENSP00000454836
ENSDARP00000109861	ENSP00000354772
ENSDARP00000116123	ENSP00000354772
ENSDARP00000035368	ENSP00000369141
ENSDARP00000118624	ENSP00000398181
ENSDARP00000126180	ENSP00000212355
ENSDARP00000112616	ENSP00000384610
ENSDARP00000027364	ENSP00000384610
ENSDARP00000122326	ENSP00000407509
ENSDARP00000029912	ENSP00000368066
ENSDARP00000106007	ENSP00000316339
ENSDARP00000106906	ENSP00000313050
ENSDARP00000112425	ENSP00000276893
ENSDARP00000110751	ENSP00000276893
ENSDARP00000113555	ENSP00000287490
ENSDARP00000087097	ENSP00000348069
ENSDARP00000087122	ENSP00000354476
ENSDARP00000070715	ENSP00000361557
ENSDARP00000003412	ENSP00000249396
ENSDARP00000051972	ENSP00000372191
ENSDARP00000011017	ENSP00000442318
ENSDARP00000077375	ENSP00000420270
ENSDARP00000070369	ENSP00000298746
ENSDARP00000070145	ENSP00000409256
ENSDARP00000103743	ENSP00000332148
ENSDARP00000013733	ENSP00000470652
ENSDARP00000041465	ENSP00000367931
ENSDARP00000068688	ENSP00000226021
ENSDARP00000028126	ENSP00000226021
ENSDARP00000122169	ENSP00000252729
ENSDARP00000067740	ENSP00000252729
ENSDARP00000108433	ENSP00000362144
ENSDARP00000093456	ENSP00000354532
ENSDARP00000024352	ENSP00000354532
ENSDARP00000070562	ENSP00000442534
ENSDARP00000069193	ENSP00000295324
ENSDARP00000119133	ENSP00000252992
ENSDARP00000094674	ENSP00000274192
ENSDARP00000109341	ENSP00000351138
ENSDARP00000027051	ENSP00000359827
ENSDARP00000121867	ENSP00000262866
ENSDARP00000070990	ENSP00000394049
ENSDARP00000108853	ENSP00000459043
ENSDARP00000076084	ENSP00000257787
ENSDARP00000104170	ENSP00000392678
ENSDARP00000107522	ENSP00000453854
ENSDARP00000119406	ENSP00000364965
ENSDARP00000041584	ENSP00000368758
ENSDARP00000129342	ENSP00000313226
ENSDARP00000110744	ENSP00000313226
ENSDARP00000124273	ENSP00000229955
ENSDARP00000086969	ENSP00000258456
ENSDARP00000078899	ENSP00000252338
ENSDARP00000106087	ENSP00000340176
ENSDARP00000096054	ENSP00000381824
ENSDARP00000100662	ENSP00000360642
ENSDARP00000059207	ENSP00000261844
ENSDARP00000123502	ENSP00000367823
ENSDARP00000122327	ENSP00000354991
ENSDARP00000078196	ENSP00000360757
ENSDARP00000083819	ENSP00000349364
ENSDARP00000086048	ENSP00000349364
ENSDARP00000043219	ENSP00000393785
ENSDARP00000076500	ENSP00000351740
ENSDARP00000120692	ENSP00000341597
ENSDARP00000122644	ENSP00000252998
ENSDARP00000101592	ENSP00000371297
ENSDARP00000100802	ENSP00000371297
ENSDARP00000104835	ENSP00000407118
ENSDARP00000107851	ENSP00000374049
ENSDARP00000058937	ENSP00000428205
ENSDARP00000102730	ENSP00000276326
ENSDARP00000108308	ENSP00000305839
ENSDARP00000116939	ENSP00000476603
ENSDARP00000102518	ENSP00000262301
ENSDARP00000106339	ENSP00000424381
ENSDARP00000120218	ENSP00000318165
ENSDARP00000101048	ENSP00000342609
ENSDARP00000120885	ENSP00000301452
ENSDARP00000122576	ENSP00000232974
ENSDARP00000114519	ENSP00000232974
ENSDARP00000106512	ENSP00000309548
ENSDARP00000101519	ENSP00000379503
ENSDARP00000108006	ENSP00000258399
ENSDARP00000105523	ENSP00000368253
ENSDARP00000120123	ENSP00000355902
ENSDARP00000068994	ENSP00000362122
ENSDARP00000031692	ENSP00000350698
ENSDARP00000075148	ENSP00000354053
ENSDARP00000058734	ENSP00000385730
ENSDARP00000052804	ENSP00000337512
ENSDARP00000078446	ENSP00000299721
ENSDARP00000123091	ENSP00000299721
ENSDARP00000105392	ENSP00000378464
ENSDARP00000002156	ENSP00000392452
ENSDARP00000007855	ENSP00000392452
ENSDARP00000034489	ENSP00000350260
ENSDARP00000105757	ENSP00000326063
ENSDARP00000112258	ENSP00000366582
ENSDARP00000101241	ENSP00000429763
ENSDARP00000075651	ENSP00000266556
ENSDARP00000057644	ENSP00000356574
ENSDARP00000102457	ENSP00000351536
ENSDARP00000114812	ENSP00000356476
ENSDARP00000073605	ENSP00000367879
ENSDARP00000015815	ENSP00000410964
ENSDARP00000037150	ENSP00000187762
ENSDARP00000060929	ENSP00000363824
