ENSGACP00000003450	ENSMGAP00000004951
ENSGACP00000005321	ENSMGAP00000005644
ENSGACP00000014338	ENSMGAP00000001579
ENSGACP00000012187	ENSMGAP00000013819
ENSGACP00000005790	ENSMGAP00000011682
ENSGACP00000019667	ENSMGAP00000012864
ENSGACP00000019165	ENSMGAP00000010250
ENSGACP00000012584	ENSMGAP00000010535
ENSGACP00000003109	ENSMGAP00000012153
ENSGACP00000018732	ENSMGAP00000010265
ENSGACP00000026296	ENSMGAP00000014682
ENSGACP00000018431	ENSMGAP00000007764
ENSGACP00000026857	ENSMGAP00000001370
ENSGACP00000012379	ENSMGAP00000009730
ENSGACP00000012188	ENSMGAP00000010466
ENSGACP00000010619	ENSMGAP00000012135
ENSGACP00000018121	ENSMGAP00000012135
ENSGACP00000016299	ENSMGAP00000010346
ENSGACP00000004211	ENSMGAP00000010346
ENSGACP00000012012	ENSMGAP00000000646
ENSGACP00000002585	ENSMGAP00000018371
ENSGACP00000017779	ENSMGAP00000001440
ENSGACP00000025405	ENSMGAP00000001440
ENSGACP00000011443	ENSMGAP00000008734
ENSGACP00000011296	ENSMGAP00000015262
ENSGACP00000003149	ENSMGAP00000007591
ENSGACP00000011262	ENSMGAP00000007591
ENSGACP00000012243	ENSMGAP00000016277
ENSGACP00000008587	ENSMGAP00000014184
ENSGACP00000021950	ENSMGAP00000003845
ENSGACP00000020385	ENSMGAP00000008267
ENSGACP00000019230	ENSMGAP00000018068
ENSGACP00000010263	ENSMGAP00000018068
ENSGACP00000016152	ENSMGAP00000006708
ENSGACP00000024638	ENSMGAP00000002958
ENSGACP00000017721	ENSMGAP00000007166
ENSGACP00000007057	ENSMGAP00000007166
ENSGACP00000021835	ENSMGAP00000009962
ENSGACP00000016287	ENSMGAP00000001448
ENSGACP00000015204	ENSMGAP00000005832
ENSGACP00000023797	ENSMGAP00000005832
ENSGACP00000023169	ENSMGAP00000005409
ENSGACP00000021233	ENSMGAP00000009632
ENSGACP00000025589	ENSMGAP00000003035
ENSGACP00000014881	ENSMGAP00000010610
ENSGACP00000007992	ENSMGAP00000012272
ENSGACP00000018695	ENSMGAP00000012594
ENSGACP00000024140	ENSMGAP00000005296
ENSGACP00000015037	ENSMGAP00000000143
ENSGACP00000024002	ENSMGAP00000000143
ENSGACP00000012570	ENSMGAP00000012440
ENSGACP00000021404	ENSMGAP00000015123
ENSGACP00000017347	ENSMGAP00000016812
ENSGACP00000001472	ENSMGAP00000009698
ENSGACP00000022016	ENSMGAP00000009698
ENSGACP00000010024	ENSMGAP00000003732
ENSGACP00000019110	ENSMGAP00000001563
ENSGACP00000000737	ENSMGAP00000001563
ENSGACP00000009756	ENSMGAP00000002265
ENSGACP00000021984	ENSMGAP00000013300
ENSGACP00000022508	ENSMGAP00000013300
ENSGACP00000016048	ENSMGAP00000012349
ENSGACP00000000469	ENSMGAP00000011544
ENSGACP00000026065	ENSMGAP00000011380
ENSGACP00000011907	ENSMGAP00000011380
ENSGACP00000016579	ENSMGAP00000010555
ENSGACP00000005850	ENSMGAP00000010609
ENSGACP00000010961	ENSMGAP00000011129
ENSGACP00000009494	ENSMGAP00000011129
ENSGACP00000008874	ENSMGAP00000005383
ENSGACP00000012223	ENSMGAP00000005383
ENSGACP00000011088	ENSMGAP00000014844
ENSGACP00000007775	ENSMGAP00000013350
ENSGACP00000017080	ENSMGAP00000013350
ENSGACP00000022032	ENSMGAP00000012808
ENSGACP00000022620	ENSMGAP00000012808
ENSGACP00000002384	ENSMGAP00000015836
ENSGACP00000020273	ENSMGAP00000015836
ENSGACP00000026384	ENSMGAP00000014675
ENSGACP00000003238	ENSMGAP00000019554
ENSGACP00000018828	ENSMGAP00000001114
ENSGACP00000017695	ENSMGAP00000001114
ENSGACP00000008818	ENSMGAP00000013369
ENSGACP00000012656	ENSMGAP00000013369
ENSGACP00000011083	ENSMGAP00000013393
ENSGACP00000027389	ENSMGAP00000003432
ENSGACP00000022089	ENSMGAP00000006574
ENSGACP00000023180	ENSMGAP00000005256
ENSGACP00000013240	ENSMGAP00000004193
ENSGACP00000020064	ENSMGAP00000004193
ENSGACP00000002785	ENSMGAP00000008520
ENSGACP00000006076	ENSMGAP00000009012
ENSGACP00000006810	ENSMGAP00000009012
ENSGACP00000015311	ENSMGAP00000013199
ENSGACP00000024334	ENSMGAP00000004474
ENSGACP00000020894	ENSMGAP00000005562
ENSGACP00000016044	ENSMGAP00000000701
ENSGACP00000005908	ENSMGAP00000000701
ENSGACP00000021537	ENSMGAP00000008750
ENSGACP00000007396	ENSMGAP00000017378
ENSGACP00000022257	ENSMGAP00000005976
ENSGACP00000013076	ENSMGAP00000014985
ENSGACP00000024014	ENSMGAP00000002114
ENSGACP00000021460	ENSMGAP00000003746
ENSGACP00000022179	ENSMGAP00000007299
ENSGACP00000002739	ENSMGAP00000015883
ENSGACP00000003395	ENSMGAP00000012239
ENSGACP00000012786	ENSMGAP00000012239
ENSGACP00000012792	ENSMGAP00000014620
ENSGACP00000012881	ENSMGAP00000006161
ENSGACP00000020693	ENSMGAP00000006161
ENSGACP00000011027	ENSMGAP00000005594
ENSGACP00000004699	ENSMGAP00000012937
ENSGACP00000026674	ENSMGAP00000000089
ENSGACP00000025819	ENSMGAP00000011194
ENSGACP00000022009	ENSMGAP00000009291
ENSGACP00000018770	ENSMGAP00000005121
ENSGACP00000015331	ENSMGAP00000013262
ENSGACP00000020739	ENSMGAP00000008847
ENSGACP00000005829	ENSMGAP00000008847
ENSGACP00000008835	ENSMGAP00000005520
ENSGACP00000011245	ENSMGAP00000005520
ENSGACP00000016371	ENSMGAP00000014867
ENSGACP00000021541	ENSMGAP00000012031
ENSGACP00000025915	ENSMGAP00000004774
ENSGACP00000001268	ENSMGAP00000004774
ENSGACP00000019977	ENSMGAP00000008749
ENSGACP00000020283	ENSMGAP00000014074
ENSGACP00000025479	ENSMGAP00000003974
ENSGACP00000015024	ENSMGAP00000015397
ENSGACP00000020865	ENSMGAP00000013512
ENSGACP00000006184	ENSMGAP00000004388
ENSGACP00000022746	ENSMGAP00000003405
ENSGACP00000015810	ENSMGAP00000003405
ENSGACP00000024405	ENSMGAP00000003320
ENSGACP00000019549	ENSMGAP00000003320
ENSGACP00000006772	ENSMGAP00000010737
ENSGACP00000025940	ENSMGAP00000011423
ENSGACP00000025488	ENSMGAP00000003939
ENSGACP00000016822	ENSMGAP00000003939
ENSGACP00000012051	ENSMGAP00000012630
ENSGACP00000014341	ENSMGAP00000006984
ENSGACP00000005127	ENSMGAP00000003694
ENSGACP00000013360	ENSMGAP00000003694
ENSGACP00000001415	ENSMGAP00000010938
ENSGACP00000000440	ENSMGAP00000002535
ENSGACP00000002686	ENSMGAP00000010357
ENSGACP00000013318	ENSMGAP00000000936
ENSGACP00000000643	ENSMGAP00000000936
ENSGACP00000006503	ENSMGAP00000012988
ENSGACP00000003569	ENSMGAP00000001324
ENSGACP00000000780	ENSMGAP00000011005
ENSGACP00000014130	ENSMGAP00000011005
ENSGACP00000012921	ENSMGAP00000018006
ENSGACP00000004711	ENSMGAP00000003572
ENSGACP00000009438	ENSMGAP00000011105
ENSGACP00000005963	ENSMGAP00000006076
ENSGACP00000024457	ENSMGAP00000007317
ENSGACP00000015460	ENSMGAP00000007317
ENSGACP00000005204	ENSMGAP00000008652
ENSGACP00000006900	ENSMGAP00000014538
ENSGACP00000011379	ENSMGAP00000005696
ENSGACP00000027076	ENSMGAP00000005696
ENSGACP00000025668	ENSMGAP00000006319
ENSGACP00000012659	ENSMGAP00000007280
ENSGACP00000005254	ENSMGAP00000019689
ENSGACP00000012588	ENSMGAP00000013357
ENSGACP00000003618	ENSMGAP00000015206
ENSGACP00000020341	ENSMGAP00000015206
ENSGACP00000008899	ENSMGAP00000013509
ENSGACP00000019750	ENSMGAP00000007099
ENSGACP00000025341	ENSMGAP00000007099
ENSGACP00000005402	ENSMGAP00000002044
ENSGACP00000014294	ENSMGAP00000002044
ENSGACP00000003475	ENSMGAP00000005591
ENSGACP00000007106	ENSMGAP00000002776
ENSGACP00000018898	ENSMGAP00000012297
ENSGACP00000013756	ENSMGAP00000013005
ENSGACP00000007473	ENSMGAP00000013005
ENSGACP00000012849	ENSMGAP00000007129
ENSGACP00000006054	ENSMGAP00000007129
ENSGACP00000015080	ENSMGAP00000018271
ENSGACP00000019283	ENSMGAP00000000896
ENSGACP00000016304	ENSMGAP00000008514
ENSGACP00000015607	ENSMGAP00000000489
ENSGACP00000000897	ENSMGAP00000004112
ENSGACP00000017642	ENSMGAP00000013456
ENSGACP00000026757	ENSMGAP00000013456
ENSGACP00000018233	ENSMGAP00000008472
ENSGACP00000019162	ENSMGAP00000012577
ENSGACP00000021302	ENSMGAP00000012577
ENSGACP00000008904	ENSMGAP00000009756
ENSGACP00000005172	ENSMGAP00000004981
ENSGACP00000018521	ENSMGAP00000004702
ENSGACP00000000329	ENSMGAP00000004702
ENSGACP00000004459	ENSMGAP00000009050
ENSGACP00000016861	ENSMGAP00000004914
ENSGACP00000015529	ENSMGAP00000013618
ENSGACP00000009913	ENSMGAP00000005684
ENSGACP00000009922	ENSMGAP00000005684
ENSGACP00000013300	ENSMGAP00000013729
ENSGACP00000015006	ENSMGAP00000009571
ENSGACP00000026873	ENSMGAP00000005595
ENSGACP00000003151	ENSMGAP00000016026
ENSGACP00000003468	ENSMGAP00000005483
ENSGACP00000008642	ENSMGAP00000017941
ENSGACP00000022802	ENSMGAP00000011270
ENSGACP00000022217	ENSMGAP00000004122
ENSGACP00000011757	ENSMGAP00000002666
ENSGACP00000017309	ENSMGAP00000006250
ENSGACP00000022128	ENSMGAP00000007023
ENSGACP00000013576	ENSMGAP00000000090
ENSGACP00000024241	ENSMGAP00000010333
ENSGACP00000009705	ENSMGAP00000010333
ENSGACP00000002238	ENSMGAP00000011872
ENSGACP00000000467	ENSMGAP00000016999
ENSGACP00000015586	ENSMGAP00000009990
ENSGACP00000017651	ENSMGAP00000010990
ENSGACP00000006256	ENSMGAP00000002550
ENSGACP00000002204	ENSMGAP00000006691
ENSGACP00000003243	ENSMGAP00000007315
ENSGACP00000016726	ENSMGAP00000003641
ENSGACP00000017170	ENSMGAP00000010551
ENSGACP00000006661	ENSMGAP00000010551
ENSGACP00000026013	ENSMGAP00000006130
ENSGACP00000015734	ENSMGAP00000005537
ENSGACP00000019268	ENSMGAP00000013038
ENSGACP00000020367	ENSMGAP00000007829
ENSGACP00000023926	ENSMGAP00000000006
ENSGACP00000010352	ENSMGAP00000001343
ENSGACP00000021813	ENSMGAP00000006175
ENSGACP00000017857	ENSMGAP00000000112
ENSGACP00000012430	ENSMGAP00000014302
ENSGACP00000010372	ENSMGAP00000009761
ENSGACP00000018348	ENSMGAP00000009761
ENSGACP00000004323	ENSMGAP00000008234
ENSGACP00000003604	ENSMGAP00000012081
ENSGACP00000012380	ENSMGAP00000009621
ENSGACP00000017213	ENSMGAP00000014823
ENSGACP00000004559	ENSMGAP00000001820
ENSGACP00000009412	ENSMGAP00000019167
ENSGACP00000019707	ENSMGAP00000011499
ENSGACP00000010755	ENSMGAP00000009494
ENSGACP00000019776	ENSMGAP00000015662
ENSGACP00000003866	ENSMGAP00000015662
ENSGACP00000022795	ENSMGAP00000003143
ENSGACP00000003454	ENSMGAP00000006196
ENSGACP00000012526	ENSMGAP00000000855
ENSGACP00000013294	ENSMGAP00000000538
ENSGACP00000016408	ENSMGAP00000012414
ENSGACP00000018537	ENSMGAP00000000608
ENSGACP00000011885	ENSMGAP00000002496
ENSGACP00000026833	ENSMGAP00000007818
ENSGACP00000017916	ENSMGAP00000007818
ENSGACP00000005391	ENSMGAP00000018062
ENSGACP00000013668	ENSMGAP00000012084
ENSGACP00000015929	ENSMGAP00000012084
ENSGACP00000013887	ENSMGAP00000012000
ENSGACP00000012412	ENSMGAP00000014299
ENSGACP00000021844	ENSMGAP00000007992
ENSGACP00000026606	ENSMGAP00000011099
ENSGACP00000024915	ENSMGAP00000006124
ENSGACP00000005537	ENSMGAP00000019712
ENSGACP00000024116	ENSMGAP00000005944
ENSGACP00000014052	ENSMGAP00000012045
ENSGACP00000025413	ENSMGAP00000012045
ENSGACP00000021207	ENSMGAP00000004015
ENSGACP00000005247	ENSMGAP00000013653
ENSGACP00000016313	ENSMGAP00000012545
ENSGACP00000009797	ENSMGAP00000003511
ENSGACP00000019213	ENSMGAP00000012107
ENSGACP00000021990	ENSMGAP00000003912
ENSGACP00000012762	ENSMGAP00000014854
ENSGACP00000007558	ENSMGAP00000019734
ENSGACP00000013155	ENSMGAP00000004137
ENSGACP00000009134	ENSMGAP00000013476
ENSGACP00000009636	ENSMGAP00000000885
ENSGACP00000002443	ENSMGAP00000015855
ENSGACP00000013063	ENSMGAP00000015855
ENSGACP00000009953	ENSMGAP00000005996
ENSGACP00000017004	ENSMGAP00000013076
ENSGACP00000007536	ENSMGAP00000003941
ENSGACP00000019652	ENSMGAP00000015922
ENSGACP00000017211	ENSMGAP00000011388
ENSGACP00000014008	ENSMGAP00000013448
ENSGACP00000015401	ENSMGAP00000015961
ENSGACP00000027192	ENSMGAP00000015961
ENSGACP00000021567	ENSMGAP00000008266
ENSGACP00000018097	ENSMGAP00000002214
ENSGACP00000010916	ENSMGAP00000015060
ENSGACP00000026214	ENSMGAP00000012149
ENSGACP00000008274	ENSMGAP00000007947
ENSGACP00000005721	ENSMGAP00000008682
ENSGACP00000025233	ENSMGAP00000014470
ENSGACP00000020716	ENSMGAP00000005915
ENSGACP00000024858	ENSMGAP00000014461
ENSGACP00000015446	ENSMGAP00000014461
ENSGACP00000015014	ENSMGAP00000009531
ENSGACP00000023291	ENSMGAP00000009531
ENSGACP00000010829	ENSMGAP00000016072
ENSGACP00000014908	ENSMGAP00000002541
ENSGACP00000010583	ENSMGAP00000014198
ENSGACP00000018228	ENSMGAP00000014198
ENSGACP00000023181	ENSMGAP00000006064
ENSGACP00000011516	ENSMGAP00000005271
ENSGACP00000003061	ENSMGAP00000005271
ENSGACP00000017864	ENSMGAP00000004791
ENSGACP00000016076	ENSMGAP00000007268
ENSGACP00000016724	ENSMGAP00000013297
ENSGACP00000010307	ENSMGAP00000013297
ENSGACP00000009112	ENSMGAP00000015896
ENSGACP00000012807	ENSMGAP00000014852
ENSGACP00000004571	ENSMGAP00000012743
ENSGACP00000004743	ENSMGAP00000012743
ENSGACP00000026604	ENSMGAP00000000076
ENSGACP00000002626	ENSMGAP00000007962
ENSGACP00000016386	ENSMGAP00000017264
ENSGACP00000025657	ENSMGAP00000017264
ENSGACP00000011976	ENSMGAP00000010049
ENSGACP00000020822	ENSMGAP00000017943
ENSGACP00000008339	ENSMGAP00000007370
ENSGACP00000005976	ENSMGAP00000018707
ENSGACP00000016603	ENSMGAP00000011814
ENSGACP00000005166	ENSMGAP00000011814
ENSGACP00000000962	ENSMGAP00000001627
ENSGACP00000010819	ENSMGAP00000016073
ENSGACP00000015789	ENSMGAP00000001880
ENSGACP00000008007	ENSMGAP00000001880
ENSGACP00000020684	ENSMGAP00000006290
ENSGACP00000023006	ENSMGAP00000011160
ENSGACP00000014974	ENSMGAP00000004559
ENSGACP00000024113	ENSMGAP00000005979
ENSGACP00000019953	ENSMGAP00000012835
ENSGACP00000011113	ENSMGAP00000012835
ENSGACP00000017010	ENSMGAP00000006052
ENSGACP00000014262	ENSMGAP00000005418
ENSGACP00000023429	ENSMGAP00000011227
ENSGACP00000025094	ENSMGAP00000011227
ENSGACP00000018547	ENSMGAP00000015131
ENSGACP00000004914	ENSMGAP00000015131
ENSGACP00000015813	ENSMGAP00000006201
ENSGACP00000018972	ENSMGAP00000008601
ENSGACP00000011339	ENSMGAP00000001389
ENSGACP00000020862	ENSMGAP00000005189
ENSGACP00000021289	ENSMGAP00000000847
ENSGACP00000008614	ENSMGAP00000000847
ENSGACP00000026015	ENSMGAP00000010993
ENSGACP00000019861	ENSMGAP00000000338
ENSGACP00000005961	ENSMGAP00000002135
ENSGACP00000010618	ENSMGAP00000005010
ENSGACP00000006773	ENSMGAP00000006893
ENSGACP00000016878	ENSMGAP00000019132
ENSGACP00000008527	ENSMGAP00000006592
ENSGACP00000007228	ENSMGAP00000011300
ENSGACP00000003396	ENSMGAP00000010754
ENSGACP00000015716	ENSMGAP00000004315
ENSGACP00000003555	ENSMGAP00000002264
ENSGACP00000021854	ENSMGAP00000009623
ENSGACP00000016803	ENSMGAP00000012636
ENSGACP00000004174	ENSMGAP00000012636
ENSGACP00000001241	ENSMGAP00000013518
ENSGACP00000014749	ENSMGAP00000008222
ENSGACP00000012264	ENSMGAP00000011082
ENSGACP00000002787	ENSMGAP00000005335
ENSGACP00000022646	ENSMGAP00000004049
ENSGACP00000024633	ENSMGAP00000004049
ENSGACP00000006311	ENSMGAP00000010198
ENSGACP00000008592	ENSMGAP00000010775
ENSGACP00000000400	ENSMGAP00000013373
ENSGACP00000000746	ENSMGAP00000006254
ENSGACP00000002113	ENSMGAP00000006254
ENSGACP00000010323	ENSMGAP00000004838
ENSGACP00000003304	ENSMGAP00000012170
ENSGACP00000010934	ENSMGAP00000015059
ENSGACP00000020004	ENSMGAP00000004268
ENSGACP00000024367	ENSMGAP00000003361
ENSGACP00000014284	ENSMGAP00000000645
ENSGACP00000020471	ENSMGAP00000000645
ENSGACP00000023727	ENSMGAP00000009390
ENSGACP00000024594	ENSMGAP00000012140
ENSGACP00000020688	ENSMGAP00000006287
ENSGACP00000002423	ENSMGAP00000015837
ENSGACP00000022615	ENSMGAP00000012823
ENSGACP00000012767	ENSMGAP00000010183
ENSGACP00000009376	ENSMGAP00000010183
ENSGACP00000026831	ENSMGAP00000008193
ENSGACP00000012212	ENSMGAP00000006083
ENSGACP00000005239	ENSMGAP00000019665
ENSGACP00000004618	ENSMGAP00000019665
ENSGACP00000013164	ENSMGAP00000003248
ENSGACP00000019940	ENSMGAP00000003248
ENSGACP00000023350	ENSMGAP00000007828
ENSGACP00000010505	ENSMGAP00000019388
ENSGACP00000026339	ENSMGAP00000008130
ENSGACP00000008038	ENSMGAP00000014884
ENSGACP00000023684	ENSMGAP00000011236
ENSGACP00000015657	ENSMGAP00000007880
ENSGACP00000003339	ENSMGAP00000012311
ENSGACP00000022478	ENSMGAP00000012311
ENSGACP00000014348	ENSMGAP00000004445
ENSGACP00000021754	ENSMGAP00000004445
ENSGACP00000012105	ENSMGAP00000009183
ENSGACP00000027214	ENSMGAP00000015368
ENSGACP00000017568	ENSMGAP00000009602
ENSGACP00000006650	ENSMGAP00000009602
ENSGACP00000003809	ENSMGAP00000008299
ENSGACP00000015239	ENSMGAP00000008299
ENSGACP00000007118	ENSMGAP00000011956
ENSGACP00000020232	ENSMGAP00000015738
ENSGACP00000010617	ENSMGAP00000011579
ENSGACP00000011260	ENSMGAP00000018762
ENSGACP00000022085	ENSMGAP00000004876
ENSGACP00000008634	ENSMGAP00000018248
ENSGACP00000011827	ENSMGAP00000018248
ENSGACP00000022944	ENSMGAP00000001528
ENSGACP00000024763	ENSMGAP00000011191
ENSGACP00000008622	ENSMGAP00000017385
ENSGACP00000018130	ENSMGAP00000015661
ENSGACP00000014730	ENSMGAP00000011439
ENSGACP00000003189	ENSMGAP00000008500
ENSGACP00000004761	ENSMGAP00000012801
ENSGACP00000010890	ENSMGAP00000014448
ENSGACP00000027516	ENSMGAP00000001922
ENSGACP00000002225	ENSMGAP00000018732
ENSGACP00000008771	ENSMGAP00000002091
ENSGACP00000014198	ENSMGAP00000007890
ENSGACP00000026222	ENSMGAP00000012179
ENSGACP00000027173	ENSMGAP00000015984
ENSGACP00000021361	ENSMGAP00000018335
ENSGACP00000017699	ENSMGAP00000017426
ENSGACP00000018624	ENSMGAP00000017426
ENSGACP00000023094	ENSMGAP00000009803
ENSGACP00000012443	ENSMGAP00000000082
ENSGACP00000012201	ENSMGAP00000008390
ENSGACP00000022252	ENSMGAP00000007434
ENSGACP00000014089	ENSMGAP00000000993
ENSGACP00000015293	ENSMGAP00000008586
ENSGACP00000019071	ENSMGAP00000002872
ENSGACP00000014497	ENSMGAP00000002872
ENSGACP00000018543	ENSMGAP00000015130
ENSGACP00000004907	ENSMGAP00000015130
ENSGACP00000015379	ENSMGAP00000004188
ENSGACP00000009200	ENSMGAP00000001746
ENSGACP00000015190	ENSMGAP00000013768
ENSGACP00000027384	ENSMGAP00000002413
ENSGACP00000025853	ENSMGAP00000010158
ENSGACP00000009851	ENSMGAP00000000715
ENSGACP00000003515	ENSMGAP00000001639
ENSGACP00000026414	ENSMGAP00000011226
ENSGACP00000002611	ENSMGAP00000000208
ENSGACP00000003459	ENSMGAP00000004964
ENSGACP00000015652	ENSMGAP00000013563
ENSGACP00000003289	ENSMGAP00000002031
ENSGACP00000001694	ENSMGAP00000013434
ENSGACP00000018137	ENSMGAP00000015871
ENSGACP00000014361	ENSMGAP00000018540
ENSGACP00000007546	ENSMGAP00000010288
ENSGACP00000011098	ENSMGAP00000010288
ENSGACP00000011753	ENSMGAP00000005380
ENSGACP00000018998	ENSMGAP00000002854
ENSGACP00000004958	ENSMGAP00000010748
ENSGACP00000024153	ENSMGAP00000010748
ENSGACP00000002650	ENSMGAP00000008419
ENSGACP00000020818	ENSMGAP00000008839
ENSGACP00000019027	ENSMGAP00000008574
ENSGACP00000024447	ENSMGAP00000004347
ENSGACP00000009251	ENSMGAP00000011378
ENSGACP00000002041	ENSMGAP00000018273
ENSGACP00000007751	ENSMGAP00000005317
ENSGACP00000014354	ENSMGAP00000000977
ENSGACP00000011681	ENSMGAP00000007153
ENSGACP00000023874	ENSMGAP00000007659
ENSGACP00000012779	ENSMGAP00000010337
ENSGACP00000012346	ENSMGAP00000012694
ENSGACP00000023592	ENSMGAP00000012694
ENSGACP00000015832	ENSMGAP00000010194
ENSGACP00000022356	ENSMGAP00000012019
ENSGACP00000008583	ENSMGAP00000003385
ENSGACP00000003986	ENSMGAP00000006469
ENSGACP00000002484	ENSMGAP00000006590
ENSGACP00000010172	ENSMGAP00000000243
ENSGACP00000026688	ENSMGAP00000015428
ENSGACP00000017360	ENSMGAP00000014013
ENSGACP00000006092	ENSMGAP00000004666
ENSGACP00000005753	ENSMGAP00000014127
ENSGACP00000007460	ENSMGAP00000007458
ENSGACP00000010402	ENSMGAP00000012422
ENSGACP00000007937	ENSMGAP00000012422
ENSGACP00000021824	ENSMGAP00000012798
ENSGACP00000009805	ENSMGAP00000002131
ENSGACP00000025041	ENSMGAP00000002340
ENSGACP00000001338	ENSMGAP00000001826
ENSGACP00000008241	ENSMGAP00000007905
ENSGACP00000010154	ENSMGAP00000010018
ENSGACP00000025010	ENSMGAP00000010018
ENSGACP00000007253	ENSMGAP00000001811
ENSGACP00000011215	ENSMGAP00000001811
ENSGACP00000001207	ENSMGAP00000010560
ENSGACP00000027406	ENSMGAP00000009580
ENSGACP00000019811	ENSMGAP00000015819
ENSGACP00000025702	ENSMGAP00000008366
ENSGACP00000007047	ENSMGAP00000008366
ENSGACP00000011186	ENSMGAP00000019274
ENSGACP00000011205	ENSMGAP00000002721
ENSGACP00000007112	ENSMGAP00000002721
ENSGACP00000013043	ENSMGAP00000009353
ENSGACP00000020075	ENSMGAP00000009353
ENSGACP00000011705	ENSMGAP00000005932
ENSGACP00000019927	ENSMGAP00000005330
ENSGACP00000012531	ENSMGAP00000010498
ENSGACP00000009958	ENSMGAP00000012544
ENSGACP00000006119	ENSMGAP00000012544
ENSGACP00000008002	ENSMGAP00000001133
ENSGACP00000021398	ENSMGAP00000012845
ENSGACP00000025891	ENSMGAP00000006398
ENSGACP00000022404	ENSMGAP00000006398
ENSGACP00000010488	ENSMGAP00000004019
ENSGACP00000019218	ENSMGAP00000012568
ENSGACP00000002208	ENSMGAP00000011830
ENSGACP00000008182	ENSMGAP00000002568
ENSGACP00000027227	ENSMGAP00000016147
ENSGACP00000018242	ENSMGAP00000015639
ENSGACP00000023096	ENSMGAP00000001783
ENSGACP00000017849	ENSMGAP00000006988
ENSGACP00000004744	ENSMGAP00000007001
ENSGACP00000024213	ENSMGAP00000008441
ENSGACP00000005523	ENSMGAP00000001042
ENSGACP00000004786	ENSMGAP00000017580
ENSGACP00000004665	ENSMGAP00000005130
ENSGACP00000012359	ENSMGAP00000005130
ENSGACP00000005267	ENSMGAP00000007505
ENSGACP00000022482	ENSMGAP00000007505
ENSGACP00000004866	ENSMGAP00000015396
ENSGACP00000022843	ENSMGAP00000010414
ENSGACP00000015765	ENSMGAP00000005651
ENSGACP00000013908	ENSMGAP00000005651
ENSGACP00000005495	ENSMGAP00000013231
ENSGACP00000025402	ENSMGAP00000006717
ENSGACP00000025562	ENSMGAP00000013671
ENSGACP00000023106	ENSMGAP00000001380
ENSGACP00000000041	ENSMGAP00000007546
ENSGACP00000007710	ENSMGAP00000014094
ENSGACP00000019846	ENSMGAP00000007814
ENSGACP00000010262	ENSMGAP00000013959
ENSGACP00000009211	ENSMGAP00000010896
ENSGACP00000000701	ENSMGAP00000004497
ENSGACP00000015350	ENSMGAP00000004497
ENSGACP00000008396	ENSMGAP00000018144
ENSGACP00000008247	ENSMGAP00000018144
ENSGACP00000008146	ENSMGAP00000009048
ENSGACP00000017208	ENSMGAP00000004661
ENSGACP00000020840	ENSMGAP00000007535
ENSGACP00000017945	ENSMGAP00000002484
ENSGACP00000008455	ENSMGAP00000003415
ENSGACP00000016154	ENSMGAP00000003633
ENSGACP00000008740	ENSMGAP00000009237
ENSGACP00000017248	ENSMGAP00000014433
ENSGACP00000011108	ENSMGAP00000018129
ENSGACP00000009554	ENSMGAP00000018129
ENSGACP00000000340	ENSMGAP00000017646
ENSGACP00000007344	ENSMGAP00000001147
ENSGACP00000018300	ENSMGAP00000001591
ENSGACP00000016062	ENSMGAP00000016098
ENSGACP00000027285	ENSMGAP00000016098
ENSGACP00000017938	ENSMGAP00000013726
ENSGACP00000021777	ENSMGAP00000007138
ENSGACP00000012241	ENSMGAP00000015047
ENSGACP00000012319	ENSMGAP00000015472
ENSGACP00000018944	ENSMGAP00000007995
ENSGACP00000015300	ENSMGAP00000014206
ENSGACP00000012407	ENSMGAP00000014081
ENSGACP00000013232	ENSMGAP00000010048
ENSGACP00000013007	ENSMGAP00000014943
ENSGACP00000014248	ENSMGAP00000011536
ENSGACP00000004746	ENSMGAP00000011536
ENSGACP00000002197	ENSMGAP00000009104
ENSGACP00000009765	ENSMGAP00000003477
ENSGACP00000001494	ENSMGAP00000004839
ENSGACP00000013952	ENSMGAP00000014740
