ENSGALP00000006197	ENSDARP00000074624
ENSGALP00000027721	ENSDARP00000089684
ENSGALP00000022459	ENSDARP00000062413
ENSGALP00000017565	ENSDARP00000101619
ENSGALP00000026855	ENSDARP00000007503
ENSGALP00000026102	ENSDARP00000010992
ENSGALP00000009716	ENSDARP00000103737
ENSGALP00000024317	ENSDARP00000104486
ENSGALP00000024253	ENSDARP00000060431
ENSGALP00000043393	ENSDARP00000109028
ENSGALP00000014471	ENSDARP00000065292
ENSGALP00000023395	ENSDARP00000036699
ENSGALP00000016983	ENSDARP00000011595
ENSGALP00000016983	ENSDARP00000097305
ENSGALP00000008688	ENSDARP00000097970
ENSGALP00000003381	ENSDARP00000045252
ENSGALP00000038943	ENSDARP00000117448
ENSGALP00000005931	ENSDARP00000067632
ENSGALP00000023114	ENSDARP00000014272
ENSGALP00000007134	ENSDARP00000104154
ENSGALP00000016047	ENSDARP00000124707
ENSGALP00000008480	ENSDARP00000057020
ENSGALP00000008480	ENSDARP00000117773
ENSGALP00000022938	ENSDARP00000039222
ENSGALP00000017328	ENSDARP00000065664
ENSGALP00000002771	ENSDARP00000104870
ENSGALP00000024151	ENSDARP00000062744
ENSGALP00000020848	ENSDARP00000022653
ENSGALP00000027109	ENSDARP00000006008
ENSGALP00000041213	ENSDARP00000129833
ENSGALP00000040803	ENSDARP00000078992
ENSGALP00000041826	ENSDARP00000039499
ENSGALP00000000573	ENSDARP00000124635
ENSGALP00000000573	ENSDARP00000101252
ENSGALP00000037338	ENSDARP00000081878
ENSGALP00000013244	ENSDARP00000112275
ENSGALP00000010604	ENSDARP00000102894
ENSGALP00000018259	ENSDARP00000063620
ENSGALP00000013516	ENSDARP00000091063
ENSGALP00000013516	ENSDARP00000024741
ENSGALP00000008036	ENSDARP00000093269
ENSGALP00000002248	ENSDARP00000035935
ENSGALP00000004513	ENSDARP00000103738
ENSGALP00000030591	ENSDARP00000046208
ENSGALP00000015510	ENSDARP00000112899
ENSGALP00000016191	ENSDARP00000107674
ENSGALP00000039408	ENSDARP00000094201
ENSGALP00000015265	ENSDARP00000058456
ENSGALP00000012954	ENSDARP00000103488
ENSGALP00000012954	ENSDARP00000083553
ENSGALP00000024724	ENSDARP00000055816
ENSGALP00000003142	ENSDARP00000021109
ENSGALP00000005668	ENSDARP00000072202
ENSGALP00000005668	ENSDARP00000070414
ENSGALP00000008204	ENSDARP00000100074
ENSGALP00000008204	ENSDARP00000012078
ENSGALP00000007591	ENSDARP00000020257
ENSGALP00000007591	ENSDARP00000114810
ENSGALP00000027674	ENSDARP00000105869
ENSGALP00000027674	ENSDARP00000092501
ENSGALP00000041009	ENSDARP00000069445
ENSGALP00000042606	ENSDARP00000086897
ENSGALP00000039544	ENSDARP00000012550
ENSGALP00000042468	ENSDARP00000082946
ENSGALP00000002860	ENSDARP00000100793
ENSGALP00000025396	ENSDARP00000043217
ENSGALP00000024046	ENSDARP00000128651
ENSGALP00000005724	ENSDARP00000004016
ENSGALP00000029360	ENSDARP00000054847
ENSGALP00000019456	ENSDARP00000056034
ENSGALP00000038897	ENSDARP00000106718
ENSGALP00000002853	ENSDARP00000074805
ENSGALP00000023161	ENSDARP00000087012
ENSGALP00000006289	ENSDARP00000128811
ENSGALP00000041345	ENSDARP00000108478
ENSGALP00000001157	ENSDARP00000068099
ENSGALP00000016259	ENSDARP00000053368
ENSGALP00000005271	ENSDARP00000017792
ENSGALP00000021343	ENSDARP00000109783
ENSGALP00000007177	ENSDARP00000115947
ENSGALP00000039149	ENSDARP00000056720
ENSGALP00000018245	ENSDARP00000087587
ENSGALP00000012123	ENSDARP00000098975
ENSGALP00000019539	ENSDARP00000055431
ENSGALP00000033343	ENSDARP00000072361
ENSGALP00000000666	ENSDARP00000007739
ENSGALP00000035573	ENSDARP00000092712
ENSGALP00000023549	ENSDARP00000122107
ENSGALP00000027003	ENSDARP00000099840
ENSGALP00000027003	ENSDARP00000128831
ENSGALP00000018260	ENSDARP00000005715
ENSGALP00000041633	ENSDARP00000004404
ENSGALP00000019881	ENSDARP00000124389
ENSGALP00000016692	ENSDARP00000099988
ENSGALP00000030117	ENSDARP00000028305
ENSGALP00000043101	ENSDARP00000074011
ENSGALP00000038409	ENSDARP00000074560
ENSGALP00000000517	ENSDARP00000090636
ENSGALP00000020802	ENSDARP00000022576
ENSGALP00000009480	ENSDARP00000108323
ENSGALP00000009480	ENSDARP00000070398
ENSGALP00000024559	ENSDARP00000069627
ENSGALP00000009910	ENSDARP00000112458
ENSGALP00000023196	ENSDARP00000038731
ENSGALP00000042485	ENSDARP00000019274
ENSGALP00000015353	ENSDARP00000090236
ENSGALP00000021676	ENSDARP00000104888
ENSGALP00000012029	ENSDARP00000102287
ENSGALP00000043108	ENSDARP00000106778
ENSGALP00000043108	ENSDARP00000117581
ENSGALP00000007465	ENSDARP00000115368
ENSGALP00000040794	ENSDARP00000113657
ENSGALP00000040805	ENSDARP00000102992
ENSGALP00000009215	ENSDARP00000072648
ENSGALP00000025504	ENSDARP00000018482
ENSGALP00000025504	ENSDARP00000076534
ENSGALP00000024944	ENSDARP00000055865
ENSGALP00000024944	ENSDARP00000008354
ENSGALP00000018705	ENSDARP00000052858
ENSGALP00000007203	ENSDARP00000106534
ENSGALP00000007203	ENSDARP00000123791
ENSGALP00000004856	ENSDARP00000059116
ENSGALP00000004453	ENSDARP00000112668
ENSGALP00000017354	ENSDARP00000081457
ENSGALP00000016255	ENSDARP00000099007
ENSGALP00000008600	ENSDARP00000084112
ENSGALP00000000958	ENSDARP00000031222
ENSGALP00000000958	ENSDARP00000123533
ENSGALP00000022385	ENSDARP00000046715
ENSGALP00000006575	ENSDARP00000014964
ENSGALP00000014582	ENSDARP00000014516
ENSGALP00000036970	ENSDARP00000038993
ENSGALP00000012344	ENSDARP00000104304
ENSGALP00000012344	ENSDARP00000072249
ENSGALP00000042839	ENSDARP00000008736
ENSGALP00000017266	ENSDARP00000110729
ENSGALP00000007432	ENSDARP00000110301
ENSGALP00000004794	ENSDARP00000085864
ENSGALP00000004794	ENSDARP00000086159
ENSGALP00000016954	ENSDARP00000111637
ENSGALP00000005954	ENSDARP00000086435
ENSGALP00000005834	ENSDARP00000105775
ENSGALP00000005834	ENSDARP00000073570
ENSGALP00000017139	ENSDARP00000108884
ENSGALP00000000930	ENSDARP00000057422
ENSGALP00000030246	ENSDARP00000118728
ENSGALP00000011291	ENSDARP00000057540
ENSGALP00000026316	ENSDARP00000112076
ENSGALP00000026316	ENSDARP00000039266
ENSGALP00000027179	ENSDARP00000080083
ENSGALP00000018188	ENSDARP00000017163
ENSGALP00000028895	ENSDARP00000025863
ENSGALP00000014229	ENSDARP00000003766
ENSGALP00000015553	ENSDARP00000010322
ENSGALP00000030511	ENSDARP00000100205
ENSGALP00000030511	ENSDARP00000124971
ENSGALP00000025177	ENSDARP00000116175
ENSGALP00000007531	ENSDARP00000116967
ENSGALP00000005640	ENSDARP00000092492
ENSGALP00000005640	ENSDARP00000101528
ENSGALP00000026581	ENSDARP00000063705
ENSGALP00000026581	ENSDARP00000021079
ENSGALP00000001224	ENSDARP00000086706
ENSGALP00000016515	ENSDARP00000078621
ENSGALP00000016515	ENSDARP00000097933
ENSGALP00000014042	ENSDARP00000129249
ENSGALP00000020629	ENSDARP00000114850
ENSGALP00000012834	ENSDARP00000108114
ENSGALP00000017608	ENSDARP00000092263
ENSGALP00000026669	ENSDARP00000121602
ENSGALP00000008851	ENSDARP00000080303
ENSGALP00000028031	ENSDARP00000120884
ENSGALP00000024695	ENSDARP00000100887
ENSGALP00000010476	ENSDARP00000123929
ENSGALP00000004390	ENSDARP00000070091
ENSGALP00000013877	ENSDARP00000095479
ENSGALP00000042774	ENSDARP00000108229
ENSGALP00000004573	ENSDARP00000051863
ENSGALP00000017254	ENSDARP00000108267
ENSGALP00000028262	ENSDARP00000082680
ENSGALP00000028262	ENSDARP00000084331
ENSGALP00000025921	ENSDARP00000122549
ENSGALP00000038610	ENSDARP00000074083
ENSGALP00000016181	ENSDARP00000114775
ENSGALP00000016181	ENSDARP00000067422
ENSGALP00000005451	ENSDARP00000099964
ENSGALP00000003934	ENSDARP00000022618
ENSGALP00000000715	ENSDARP00000005687
ENSGALP00000003627	ENSDARP00000037286
ENSGALP00000027457	ENSDARP00000107497
ENSGALP00000041722	ENSDARP00000010440
ENSGALP00000000699	ENSDARP00000076925
ENSGALP00000014749	ENSDARP00000011791
ENSGALP00000031992	ENSDARP00000030180
ENSGALP00000011273	ENSDARP00000012821
ENSGALP00000039734	ENSDARP00000027752
ENSGALP00000031000	ENSDARP00000103646
ENSGALP00000001189	ENSDARP00000099540
ENSGALP00000009448	ENSDARP00000104300
ENSGALP00000007729	ENSDARP00000083072
ENSGALP00000042713	ENSDARP00000061429
ENSGALP00000011886	ENSDARP00000069881
ENSGALP00000019357	ENSDARP00000101340
ENSGALP00000022765	ENSDARP00000005747
ENSGALP00000039233	ENSDARP00000118187
ENSGALP00000014761	ENSDARP00000024635
ENSGALP00000014761	ENSDARP00000049616
ENSGALP00000020163	ENSDARP00000125949
ENSGALP00000037083	ENSDARP00000055606
ENSGALP00000033634	ENSDARP00000055992
ENSGALP00000033634	ENSDARP00000095859
ENSGALP00000023933	ENSDARP00000089682
ENSGALP00000001859	ENSDARP00000111599
ENSGALP00000001859	ENSDARP00000109865
ENSGALP00000005068	ENSDARP00000064031
ENSGALP00000003630	ENSDARP00000068329
ENSGALP00000005223	ENSDARP00000091630
ENSGALP00000005223	ENSDARP00000070819
ENSGALP00000039343	ENSDARP00000008006
ENSGALP00000014356	ENSDARP00000123985
ENSGALP00000004256	ENSDARP00000099418
ENSGALP00000043162	ENSDARP00000069092
ENSGALP00000003123	ENSDARP00000127427
ENSGALP00000012301	ENSDARP00000072683
ENSGALP00000012301	ENSDARP00000068493
ENSGALP00000023963	ENSDARP00000112689
ENSGALP00000011510	ENSDARP00000112199
ENSGALP00000011510	ENSDARP00000025613
ENSGALP00000006841	ENSDARP00000086456
ENSGALP00000025730	ENSDARP00000052429
ENSGALP00000025730	ENSDARP00000026303
ENSGALP00000042840	ENSDARP00000109901
ENSGALP00000022339	ENSDARP00000018086
ENSGALP00000038782	ENSDARP00000052702
ENSGALP00000006573	ENSDARP00000110108
ENSGALP00000006573	ENSDARP00000092459
ENSGALP00000017646	ENSDARP00000114832
ENSGALP00000015460	ENSDARP00000070420
ENSGALP00000016897	ENSDARP00000122743
ENSGALP00000018304	ENSDARP00000064129
ENSGALP00000015027	ENSDARP00000030040
ENSGALP00000036883	ENSDARP00000128367
ENSGALP00000009286	ENSDARP00000108798
ENSGALP00000013458	ENSDARP00000008048
ENSGALP00000008687	ENSDARP00000096160
ENSGALP00000002781	ENSDARP00000107901
ENSGALP00000026522	ENSDARP00000094435
ENSGALP00000014314	ENSDARP00000098172
ENSGALP00000020535	ENSDARP00000060656
ENSGALP00000035723	ENSDARP00000030883
ENSGALP00000017401	ENSDARP00000062506
ENSGALP00000010588	ENSDARP00000099005
ENSGALP00000010588	ENSDARP00000117135
ENSGALP00000038150	ENSDARP00000069022
ENSGALP00000023880	ENSDARP00000119835
ENSGALP00000038283	ENSDARP00000011948
ENSGALP00000027096	ENSDARP00000114416
ENSGALP00000038200	ENSDARP00000099345
ENSGALP00000027280	ENSDARP00000102893
ENSGALP00000043106	ENSDARP00000053680
ENSGALP00000027678	ENSDARP00000108397
ENSGALP00000015972	ENSDARP00000097886
ENSGALP00000006895	ENSDARP00000104679
ENSGALP00000019868	ENSDARP00000119733
ENSGALP00000002875	ENSDARP00000100550
ENSGALP00000008413	ENSDARP00000101819
ENSGALP00000023776	ENSDARP00000108339
ENSGALP00000025660	ENSDARP00000081531
ENSGALP00000021515	ENSDARP00000015318
ENSGALP00000008015	ENSDARP00000002900
ENSGALP00000005745	ENSDARP00000104600
ENSGALP00000026228	ENSDARP00000105104
ENSGALP00000006894	ENSDARP00000110979
ENSGALP00000025020	ENSDARP00000026495
ENSGALP00000004204	ENSDARP00000091810
ENSGALP00000019730	ENSDARP00000129039
ENSGALP00000002995	ENSDARP00000051290
ENSGALP00000024040	ENSDARP00000050270
ENSGALP00000010317	ENSDARP00000044496
ENSGALP00000042678	ENSDARP00000019361
ENSGALP00000016680	ENSDARP00000117568
ENSGALP00000006396	ENSDARP00000074403
ENSGALP00000013183	ENSDARP00000040498
ENSGALP00000015589	ENSDARP00000092588
ENSGALP00000024103	ENSDARP00000098310
ENSGALP00000024103	ENSDARP00000087316
ENSGALP00000012144	ENSDARP00000117266
ENSGALP00000012144	ENSDARP00000075696
ENSGALP00000024599	ENSDARP00000063157
ENSGALP00000043125	ENSDARP00000108625
ENSGALP00000012985	ENSDARP00000021469
ENSGALP00000013350	ENSDARP00000101657
ENSGALP00000020548	ENSDARP00000032153
ENSGALP00000012744	ENSDARP00000075309
ENSGALP00000000122	ENSDARP00000044986
ENSGALP00000004419	ENSDARP00000106181
ENSGALP00000003853	ENSDARP00000008451
ENSGALP00000040704	ENSDARP00000113818
ENSGALP00000015471	ENSDARP00000010471
ENSGALP00000024224	ENSDARP00000095438
ENSGALP00000027576	ENSDARP00000022588
ENSGALP00000018293	ENSDARP00000026957
ENSGALP00000043122	ENSDARP00000113712
ENSGALP00000004706	ENSDARP00000112959
ENSGALP00000042163	ENSDARP00000015775
ENSGALP00000042859	ENSDARP00000002126
ENSGALP00000014894	ENSDARP00000096983
ENSGALP00000023597	ENSDARP00000077752
ENSGALP00000025303	ENSDARP00000041334
ENSGALP00000042814	ENSDARP00000116319
ENSGALP00000011716	ENSDARP00000014777
ENSGALP00000043014	ENSDARP00000097627
ENSGALP00000043014	ENSDARP00000081436
ENSGALP00000023316	ENSDARP00000045209
ENSGALP00000038304	ENSDARP00000102352
ENSGALP00000018970	ENSDARP00000096244
ENSGALP00000002269	ENSDARP00000067425
ENSGALP00000024945	ENSDARP00000090213
ENSGALP00000024013	ENSDARP00000061048
ENSGALP00000000303	ENSDARP00000062402
ENSGALP00000009490	ENSDARP00000036199
ENSGALP00000012949	ENSDARP00000013020
ENSGALP00000019110	ENSDARP00000128713
ENSGALP00000002419	ENSDARP00000063399
ENSGALP00000002419	ENSDARP00000090508
ENSGALP00000042543	ENSDARP00000127292
ENSGALP00000017977	ENSDARP00000052659
ENSGALP00000013720	ENSDARP00000111313
ENSGALP00000013720	ENSDARP00000110077
ENSGALP00000008992	ENSDARP00000022543
ENSGALP00000001227	ENSDARP00000062308
ENSGALP00000001227	ENSDARP00000007187
ENSGALP00000019284	ENSDARP00000109662
ENSGALP00000041760	ENSDARP00000018261
ENSGALP00000037960	ENSDARP00000118370
ENSGALP00000010361	ENSDARP00000052513
ENSGALP00000027164	ENSDARP00000103031
ENSGALP00000023964	ENSDARP00000122466
ENSGALP00000023964	ENSDARP00000025098
ENSGALP00000023327	ENSDARP00000071861
ENSGALP00000042288	ENSDARP00000009564
ENSGALP00000042288	ENSDARP00000050477
ENSGALP00000004648	ENSDARP00000111213
ENSGALP00000007248	ENSDARP00000059027
ENSGALP00000015257	ENSDARP00000118039
ENSGALP00000015257	ENSDARP00000061116
ENSGALP00000004048	ENSDARP00000107134
ENSGALP00000011298	ENSDARP00000124692
ENSGALP00000019699	ENSDARP00000092575
ENSGALP00000006035	ENSDARP00000094476
ENSGALP00000017757	ENSDARP00000078028
ENSGALP00000006639	ENSDARP00000039659
ENSGALP00000025129	ENSDARP00000071202
ENSGALP00000012878	ENSDARP00000070807
ENSGALP00000043079	ENSDARP00000050823
ENSGALP00000043079	ENSDARP00000118571
ENSGALP00000016173	ENSDARP00000076726
ENSGALP00000001912	ENSDARP00000060548
ENSGALP00000042007	ENSDARP00000101029
ENSGALP00000037099	ENSDARP00000042969
ENSGALP00000037099	ENSDARP00000055608
ENSGALP00000022465	ENSDARP00000029873
ENSGALP00000036643	ENSDARP00000127309
ENSGALP00000036644	ENSDARP00000062065
ENSGALP00000041497	ENSDARP00000072365
ENSGALP00000008344	ENSDARP00000013898
ENSGALP00000013360	ENSDARP00000069465
ENSGALP00000015363	ENSDARP00000090241
ENSGALP00000027750	ENSDARP00000088236
ENSGALP00000024620	ENSDARP00000048536
ENSGALP00000042422	ENSDARP00000072921
ENSGALP00000027006	ENSDARP00000068869
ENSGALP00000001400	ENSDARP00000109861
ENSGALP00000001400	ENSDARP00000116123
ENSGALP00000003019	ENSDARP00000035368
ENSGALP00000007984	ENSDARP00000118624
ENSGALP00000032713	ENSDARP00000126180
ENSGALP00000039467	ENSDARP00000112616
ENSGALP00000039467	ENSDARP00000027364
ENSGALP00000014358	ENSDARP00000029912
ENSGALP00000023770	ENSDARP00000106007
ENSGALP00000003749	ENSDARP00000106906
ENSGALP00000021696	ENSDARP00000086000
ENSGALP00000024227	ENSDARP00000112425
ENSGALP00000043197	ENSDARP00000087097
ENSGALP00000019416	ENSDARP00000087122
ENSGALP00000008882	ENSDARP00000102377
ENSGALP00000008278	ENSDARP00000106976
ENSGALP00000007706	ENSDARP00000070715
ENSGALP00000041842	ENSDARP00000003412
ENSGALP00000006674	ENSDARP00000051972
ENSGALP00000042232	ENSDARP00000125927
ENSGALP00000034454	ENSDARP00000073408
ENSGALP00000016080	ENSDARP00000011017
ENSGALP00000013701	ENSDARP00000010317
ENSGALP00000004303	ENSDARP00000077375
ENSGALP00000012946	ENSDARP00000112151
ENSGALP00000014785	ENSDARP00000070369
ENSGALP00000007858	ENSDARP00000116763
ENSGALP00000032053	ENSDARP00000070145
ENSGALP00000040398	ENSDARP00000103743
ENSGALP00000006008	ENSDARP00000013733
ENSGALP00000002092	ENSDARP00000041465
ENSGALP00000013674	ENSDARP00000019987
ENSGALP00000003850	ENSDARP00000118006
ENSGALP00000006935	ENSDARP00000108433
ENSGALP00000003703	ENSDARP00000060000
ENSGALP00000037202	ENSDARP00000069193
ENSGALP00000023977	ENSDARP00000061140
ENSGALP00000000749	ENSDARP00000119133
ENSGALP00000021293	ENSDARP00000094674
ENSGALP00000007138	ENSDARP00000109341
ENSGALP00000014540	ENSDARP00000027051
ENSGALP00000040714	ENSDARP00000121867
ENSGALP00000026128	ENSDARP00000070990
ENSGALP00000025418	ENSDARP00000076084
ENSGALP00000033638	ENSDARP00000107522
ENSGALP00000017372	ENSDARP00000119406
ENSGALP00000040640	ENSDARP00000041584
ENSGALP00000000451	ENSDARP00000129342
ENSGALP00000000451	ENSDARP00000110744
ENSGALP00000025057	ENSDARP00000124273
ENSGALP00000039893	ENSDARP00000078899
ENSGALP00000016725	ENSDARP00000106087
ENSGALP00000042281	ENSDARP00000019686
ENSGALP00000017256	ENSDARP00000100662
ENSGALP00000026392	ENSDARP00000109497
ENSGALP00000007252	ENSDARP00000059207
ENSGALP00000003215	ENSDARP00000123502
ENSGALP00000004564	ENSDARP00000122327
ENSGALP00000003836	ENSDARP00000078196
ENSGALP00000012443	ENSDARP00000123831
ENSGALP00000006036	ENSDARP00000055710
ENSGALP00000006036	ENSDARP00000083812
ENSGALP00000023279	ENSDARP00000083819
ENSGALP00000023279	ENSDARP00000086048
ENSGALP00000018396	ENSDARP00000043219
ENSGALP00000022066	ENSDARP00000076500
ENSGALP00000006461	ENSDARP00000120692
ENSGALP00000003877	ENSDARP00000009538
ENSGALP00000008562	ENSDARP00000122644
ENSGALP00000024123	ENSDARP00000063831
ENSGALP00000041187	ENSDARP00000101592
ENSGALP00000041187	ENSDARP00000100802
ENSGALP00000025902	ENSDARP00000104835
ENSGALP00000011256	ENSDARP00000107851
ENSGALP00000026354	ENSDARP00000058937
ENSGALP00000026340	ENSDARP00000102730
ENSGALP00000042699	ENSDARP00000108308
ENSGALP00000041432	ENSDARP00000116939
ENSGALP00000043320	ENSDARP00000012269
ENSGALP00000008454	ENSDARP00000102518
ENSGALP00000024282	ENSDARP00000101048
ENSGALP00000002414	ENSDARP00000120885
ENSGALP00000008464	ENSDARP00000122576
ENSGALP00000008464	ENSDARP00000114519
ENSGALP00000001953	ENSDARP00000084356
ENSGALP00000008250	ENSDARP00000106512
ENSGALP00000025645	ENSDARP00000101519
ENSGALP00000037410	ENSDARP00000108006
ENSGALP00000040848	ENSDARP00000105523
ENSGALP00000015663	ENSDARP00000120123
ENSGALP00000011015	ENSDARP00000068994
ENSGALP00000005162	ENSDARP00000064602
ENSGALP00000019220	ENSDARP00000031692
ENSGALP00000005391	ENSDARP00000079522
ENSGALP00000020736	ENSDARP00000075148
ENSGALP00000002505	ENSDARP00000058734
ENSGALP00000039292	ENSDARP00000052804
ENSGALP00000016480	ENSDARP00000049372
ENSGALP00000004443	ENSDARP00000078446
ENSGALP00000004443	ENSDARP00000123091
ENSGALP00000041734	ENSDARP00000105392
ENSGALP00000009336	ENSDARP00000002156
ENSGALP00000009336	ENSDARP00000007855
ENSGALP00000024260	ENSDARP00000105757
ENSGALP00000005193	ENSDARP00000006893
ENSGALP00000042727	ENSDARP00000112258
ENSGALP00000037819	ENSDARP00000101241
ENSGALP00000023262	ENSDARP00000075651
ENSGALP00000006256	ENSDARP00000057644
ENSGALP00000034213	ENSDARP00000102457
ENSGALP00000003373	ENSDARP00000129150
ENSGALP00000041514	ENSDARP00000114812
ENSGALP00000010708	ENSDARP00000064613
ENSGALP00000026173	ENSDARP00000073605
ENSGALP00000005232	ENSDARP00000015815
ENSGALP00000005984	ENSDARP00000037150
ENSGALP00000041099	ENSDARP00000060929
ENSGALP00000024632	ENSDARP00000114322
ENSGALP00000026830	ENSDARP00000116823
ENSGALP00000005221	ENSDARP00000127741
ENSGALP00000002347	ENSDARP00000062184
ENSGALP00000004290	ENSDARP00000068459
ENSGALP00000033549	ENSDARP00000025374
ENSGALP00000004078	ENSDARP00000101352
ENSGALP00000009013	ENSDARP00000012302
ENSGALP00000023285	ENSDARP00000110971
ENSGALP00000007945	ENSDARP00000043316
ENSGALP00000023992	ENSDARP00000089759
ENSGALP00000035714	ENSDARP00000124874
ENSGALP00000020101	ENSDARP00000069088
ENSGALP00000020101	ENSDARP00000110731
ENSGALP00000015259	ENSDARP00000069196
ENSGALP00000029435	ENSDARP00000100961
ENSGALP00000038778	ENSDARP00000095078
ENSGALP00000003841	ENSDARP00000053493
ENSGALP00000012601	ENSDARP00000099245
ENSGALP00000012601	ENSDARP00000007488
ENSGALP00000003574	ENSDARP00000120762
ENSGALP00000003574	ENSDARP00000063028
ENSGALP00000015790	ENSDARP00000079481
ENSGALP00000021250	ENSDARP00000050220
ENSGALP00000021250	ENSDARP00000004741
ENSGALP00000006257	ENSDARP00000075985
ENSGALP00000006257	ENSDARP00000011930
ENSGALP00000037871	ENSDARP00000125711
ENSGALP00000037871	ENSDARP00000056122
ENSGALP00000020155	ENSDARP00000019647
ENSGALP00000026205	ENSDARP00000083707
ENSGALP00000004815	ENSDARP00000105335
ENSGALP00000004815	ENSDARP00000087114
ENSGALP00000008279	ENSDARP00000016602
ENSGALP00000016835	ENSDARP00000111366
ENSGALP00000011643	ENSDARP00000025634
ENSGALP00000016168	ENSDARP00000059403
ENSGALP00000004437	ENSDARP00000045900
ENSGALP00000011962	ENSDARP00000009453
ENSGALP00000022955	ENSDARP00000109656
ENSGALP00000003400	ENSDARP00000083361
ENSGALP00000021172	ENSDARP00000125326
ENSGALP00000042424	ENSDARP00000099454
ENSGALP00000001115	ENSDARP00000111645
ENSGALP00000043323	ENSDARP00000084606
ENSGALP00000034390	ENSDARP00000126166
ENSGALP00000011254	ENSDARP00000078292
ENSGALP00000002208	ENSDARP00000128305
ENSGALP00000012923	ENSDARP00000115967
ENSGALP00000008820	ENSDARP00000119593
ENSGALP00000021215	ENSDARP00000066893
ENSGALP00000008524	ENSDARP00000002228
ENSGALP00000041731	ENSDARP00000122154
ENSGALP00000017822	ENSDARP00000067261
ENSGALP00000020473	ENSDARP00000053472
ENSGALP00000030366	ENSDARP00000094590
ENSGALP00000020705	ENSDARP00000021989
ENSGALP00000027835	ENSDARP00000065562
ENSGALP00000042185	ENSDARP00000041804
ENSGALP00000041582	ENSDARP00000068919
ENSGALP00000041582	ENSDARP00000021463
ENSGALP00000010255	ENSDARP00000104110
