ENSORLP00000017023	ENSMUSP00000034074
ENSORLP00000025709	ENSMUSP00000052096
ENSORLP00000010818	ENSMUSP00000033169
ENSORLP00000022674	ENSMUSP00000099559
ENSORLP00000005773	ENSMUSP00000092624
ENSORLP00000010828	ENSMUSP00000017629
ENSORLP00000005530	ENSMUSP00000068896
ENSORLP00000017537	ENSMUSP00000112766
ENSORLP00000001539	ENSMUSP00000076951
ENSORLP00000018965	ENSMUSP00000070946
ENSORLP00000008341	ENSMUSP00000021790
ENSORLP00000004615	ENSMUSP00000021790
ENSORLP00000019717	ENSMUSP00000027290
ENSORLP00000021443	ENSMUSP00000099785
ENSORLP00000019566	ENSMUSP00000021691
ENSORLP00000014447	ENSMUSP00000105353
ENSORLP00000019458	ENSMUSP00000020112
ENSORLP00000004547	ENSMUSP00000016569
ENSORLP00000021111	ENSMUSP00000023088
ENSORLP00000001051	ENSMUSP00000033621
ENSORLP00000003584	ENSMUSP00000021314
ENSORLP00000011558	ENSMUSP00000080600
ENSORLP00000023175	ENSMUSP00000005069
ENSORLP00000022535	ENSMUSP00000005069
ENSORLP00000014674	ENSMUSP00000052922
ENSORLP00000022393	ENSMUSP00000029454
ENSORLP00000015085	ENSMUSP00000003554
ENSORLP00000010862	ENSMUSP00000003554
ENSORLP00000024309	ENSMUSP00000028386
ENSORLP00000006310	ENSMUSP00000035400
ENSORLP00000009012	ENSMUSP00000044616
ENSORLP00000012796	ENSMUSP00000061843
ENSORLP00000011863	ENSMUSP00000035065
ENSORLP00000025875	ENSMUSP00000024733
ENSORLP00000003055	ENSMUSP00000041814
ENSORLP00000014006	ENSMUSP00000046981
ENSORLP00000023022	ENSMUSP00000026558
ENSORLP00000004897	ENSMUSP00000019908
ENSORLP00000022605	ENSMUSP00000106081
ENSORLP00000023830	ENSMUSP00000016344
ENSORLP00000014444	ENSMUSP00000016344
ENSORLP00000010851	ENSMUSP00000022082
ENSORLP00000008064	ENSMUSP00000032111
ENSORLP00000009803	ENSMUSP00000034400
ENSORLP00000011976	ENSMUSP00000106004
ENSORLP00000024932	ENSMUSP00000048426
ENSORLP00000006040	ENSMUSP00000024717
ENSORLP00000019341	ENSMUSP00000036213
ENSORLP00000025844	ENSMUSP00000027125
ENSORLP00000006470	ENSMUSP00000020629
ENSORLP00000008520	ENSMUSP00000051293
ENSORLP00000015985	ENSMUSP00000108726
ENSORLP00000010154	ENSMUSP00000034000
ENSORLP00000020072	ENSMUSP00000058142
ENSORLP00000001078	ENSMUSP00000064668
ENSORLP00000017594	ENSMUSP00000030665
ENSORLP00000013612	ENSMUSP00000025918
ENSORLP00000015690	ENSMUSP00000093533
ENSORLP00000000535	ENSMUSP00000109584
ENSORLP00000001011	ENSMUSP00000136673
ENSORLP00000021056	ENSMUSP00000064961
ENSORLP00000006190	ENSMUSP00000025354
ENSORLP00000013577	ENSMUSP00000036477
ENSORLP00000000490	ENSMUSP00000068587
ENSORLP00000009559	ENSMUSP00000112575
ENSORLP00000014373	ENSMUSP00000112575
ENSORLP00000002656	ENSMUSP00000025093
ENSORLP00000001830	ENSMUSP00000025293
ENSORLP00000007551	ENSMUSP00000025293
ENSORLP00000004431	ENSMUSP00000017783
ENSORLP00000021353	ENSMUSP00000017783
ENSORLP00000009382	ENSMUSP00000113521
ENSORLP00000009929	ENSMUSP00000043120
ENSORLP00000015705	ENSMUSP00000043120
ENSORLP00000016802	ENSMUSP00000133816
ENSORLP00000015205	ENSMUSP00000133816
ENSORLP00000015434	ENSMUSP00000003450
ENSORLP00000014774	ENSMUSP00000104529
ENSORLP00000010165	ENSMUSP00000031597
ENSORLP00000017891	ENSMUSP00000032336
ENSORLP00000003423	ENSMUSP00000032336
ENSORLP00000025556	ENSMUSP00000078190
ENSORLP00000010063	ENSMUSP00000078190
ENSORLP00000009276	ENSMUSP00000114652
ENSORLP00000012587	ENSMUSP00000110477
ENSORLP00000021211	ENSMUSP00000041841
ENSORLP00000017133	ENSMUSP00000041298
ENSORLP00000005722	ENSMUSP00000001825
ENSORLP00000010507	ENSMUSP00000033674
ENSORLP00000013460	ENSMUSP00000047878
ENSORLP00000020018	ENSMUSP00000032629
ENSORLP00000014065	ENSMUSP00000105954
ENSORLP00000017070	ENSMUSP00000000348
ENSORLP00000025710	ENSMUSP00000131331
ENSORLP00000022911	ENSMUSP00000034369
ENSORLP00000016509	ENSMUSP00000028083
ENSORLP00000019610	ENSMUSP00000020249
ENSORLP00000001391	ENSMUSP00000027532
ENSORLP00000014633	ENSMUSP00000103191
ENSORLP00000013518	ENSMUSP00000028081
ENSORLP00000022419	ENSMUSP00000028081
ENSORLP00000022413	ENSMUSP00000044437
ENSORLP00000022119	ENSMUSP00000129463
ENSORLP00000018658	ENSMUSP00000104519
ENSORLP00000020923	ENSMUSP00000104519
ENSORLP00000024973	ENSMUSP00000021375
ENSORLP00000016199	ENSMUSP00000031434
ENSORLP00000010781	ENSMUSP00000031434
ENSORLP00000003973	ENSMUSP00000061923
ENSORLP00000004161	ENSMUSP00000047775
ENSORLP00000003036	ENSMUSP00000113977
ENSORLP00000005945	ENSMUSP00000031840
ENSORLP00000018803	ENSMUSP00000051869
ENSORLP00000020625	ENSMUSP00000051869
ENSORLP00000007171	ENSMUSP00000025411
ENSORLP00000021525	ENSMUSP00000056530
ENSORLP00000008289	ENSMUSP00000030032
ENSORLP00000004376	ENSMUSP00000030032
ENSORLP00000011583	ENSMUSP00000028858
ENSORLP00000024497	ENSMUSP00000022378
ENSORLP00000004423	ENSMUSP00000030830
ENSORLP00000011462	ENSMUSP00000069508
ENSORLP00000003149	ENSMUSP00000030894
ENSORLP00000020077	ENSMUSP00000124871
ENSORLP00000001703	ENSMUSP00000131207
ENSORLP00000011614	ENSMUSP00000020182
ENSORLP00000016268	ENSMUSP00000042343
ENSORLP00000017233	ENSMUSP00000026014
ENSORLP00000023794	ENSMUSP00000026096
ENSORLP00000008983	ENSMUSP00000135375
ENSORLP00000017604	ENSMUSP00000044305
ENSORLP00000007150	ENSMUSP00000072155
ENSORLP00000015974	ENSMUSP00000041299
ENSORLP00000025589	ENSMUSP00000100038
ENSORLP00000014644	ENSMUSP00000032477
ENSORLP00000007465	ENSMUSP00000032477
ENSORLP00000016359	ENSMUSP00000124022
ENSORLP00000005097	ENSMUSP00000046686
ENSORLP00000014919	ENSMUSP00000035110
ENSORLP00000011826	ENSMUSP00000035110
ENSORLP00000007615	ENSMUSP00000035415
ENSORLP00000020585	ENSMUSP00000078148
ENSORLP00000002011	ENSMUSP00000026265
ENSORLP00000004222	ENSMUSP00000025270
ENSORLP00000010324	ENSMUSP00000021866
ENSORLP00000012109	ENSMUSP00000033241
ENSORLP00000009458	ENSMUSP00000054105
ENSORLP00000018157	ENSMUSP00000054105
ENSORLP00000005124	ENSMUSP00000058882
ENSORLP00000019951	ENSMUSP00000110781
ENSORLP00000002737	ENSMUSP00000006181
ENSORLP00000012536	ENSMUSP00000028926
ENSORLP00000017374	ENSMUSP00000002891
ENSORLP00000021638	ENSMUSP00000023465
ENSORLP00000015523	ENSMUSP00000094882
ENSORLP00000007442	ENSMUSP00000058455
ENSORLP00000002322	ENSMUSP00000085316
ENSORLP00000017495	ENSMUSP00000085316
ENSORLP00000011986	ENSMUSP00000031189
ENSORLP00000023525	ENSMUSP00000095713
ENSORLP00000010153	ENSMUSP00000017488
ENSORLP00000003168	ENSMUSP00000017488
ENSORLP00000011688	ENSMUSP00000128943
ENSORLP00000017289	ENSMUSP00000128943
ENSORLP00000022188	ENSMUSP00000096140
ENSORLP00000002220	ENSMUSP00000046528
ENSORLP00000018679	ENSMUSP00000046528
ENSORLP00000009868	ENSMUSP00000033088
ENSORLP00000009640	ENSMUSP00000112860
ENSORLP00000014468	ENSMUSP00000025142
ENSORLP00000007992	ENSMUSP00000117246
ENSORLP00000017791	ENSMUSP00000023112
ENSORLP00000017143	ENSMUSP00000114087
ENSORLP00000021145	ENSMUSP00000066607
ENSORLP00000008785	ENSMUSP00000040694
ENSORLP00000009341	ENSMUSP00000050181
ENSORLP00000017295	ENSMUSP00000026452
ENSORLP00000023958	ENSMUSP00000068086
ENSORLP00000025218	ENSMUSP00000044072
ENSORLP00000008866	ENSMUSP00000107911
ENSORLP00000025729	ENSMUSP00000081998
ENSORLP00000018330	ENSMUSP00000101023
ENSORLP00000004496	ENSMUSP00000090360
ENSORLP00000008172	ENSMUSP00000066915
ENSORLP00000002828	ENSMUSP00000029116
ENSORLP00000021869	ENSMUSP00000059261
ENSORLP00000018016	ENSMUSP00000031081
ENSORLP00000024609	ENSMUSP00000065533
ENSORLP00000017821	ENSMUSP00000065533
ENSORLP00000013168	ENSMUSP00000053837
ENSORLP00000012939	ENSMUSP00000111624
ENSORLP00000017737	ENSMUSP00000033505
ENSORLP00000005248	ENSMUSP00000034552
ENSORLP00000004641	ENSMUSP00000045191
ENSORLP00000002599	ENSMUSP00000137445
ENSORLP00000021273	ENSMUSP00000137445
ENSORLP00000019886	ENSMUSP00000004965
ENSORLP00000006871	ENSMUSP00000045480
ENSORLP00000004566	ENSMUSP00000035366
ENSORLP00000001173	ENSMUSP00000004050
ENSORLP00000021852	ENSMUSP00000133855
ENSORLP00000011520	ENSMUSP00000002350
ENSORLP00000024682	ENSMUSP00000099304
ENSORLP00000017812	ENSMUSP00000092408
ENSORLP00000010316	ENSMUSP00000092408
ENSORLP00000012016	ENSMUSP00000098890
ENSORLP00000004921	ENSMUSP00000099913
ENSORLP00000004675	ENSMUSP00000005548
ENSORLP00000013105	ENSMUSP00000005548
ENSORLP00000010294	ENSMUSP00000004172
ENSORLP00000018940	ENSMUSP00000004172
ENSORLP00000016986	ENSMUSP00000099805
ENSORLP00000022915	ENSMUSP00000041751
ENSORLP00000004540	ENSMUSP00000025631
ENSORLP00000020738	ENSMUSP00000038722
ENSORLP00000008587	ENSMUSP00000029666
ENSORLP00000005052	ENSMUSP00000093130
ENSORLP00000013436	ENSMUSP00000052523
ENSORLP00000001001	ENSMUSP00000002710
ENSORLP00000012210	ENSMUSP00000021544
ENSORLP00000004564	ENSMUSP00000122274
ENSORLP00000007011	ENSMUSP00000122274
ENSORLP00000015625	ENSMUSP00000044134
ENSORLP00000023677	ENSMUSP00000104861
ENSORLP00000021957	ENSMUSP00000099660
ENSORLP00000017785	ENSMUSP00000099660
ENSORLP00000001557	ENSMUSP00000117963
ENSORLP00000006663	ENSMUSP00000076321
ENSORLP00000011128	ENSMUSP00000089394
ENSORLP00000002709	ENSMUSP00000033919
ENSORLP00000021749	ENSMUSP00000042875
ENSORLP00000009440	ENSMUSP00000110606
ENSORLP00000009974	ENSMUSP00000055823
ENSORLP00000015490	ENSMUSP00000055823
ENSORLP00000006708	ENSMUSP00000110389
ENSORLP00000003468	ENSMUSP00000053558
ENSORLP00000011240	ENSMUSP00000134568
ENSORLP00000017953	ENSMUSP00000134568
ENSORLP00000000722	ENSMUSP00000058618
ENSORLP00000021741	ENSMUSP00000038732
ENSORLP00000008471	ENSMUSP00000032566
ENSORLP00000006965	ENSMUSP00000022927
ENSORLP00000018323	ENSMUSP00000094174
ENSORLP00000002237	ENSMUSP00000108921
ENSORLP00000021821	ENSMUSP00000107914
ENSORLP00000006484	ENSMUSP00000028636
ENSORLP00000009223	ENSMUSP00000048530
ENSORLP00000025023	ENSMUSP00000106735
ENSORLP00000010024	ENSMUSP00000034163
ENSORLP00000000646	ENSMUSP00000104150
ENSORLP00000000863	ENSMUSP00000061544
ENSORLP00000007823	ENSMUSP00000036631
ENSORLP00000012037	ENSMUSP00000107292
ENSORLP00000000914	ENSMUSP00000029447
ENSORLP00000021445	ENSMUSP00000027766
ENSORLP00000024579	ENSMUSP00000027766
ENSORLP00000009450	ENSMUSP00000067028
ENSORLP00000011271	ENSMUSP00000082422
ENSORLP00000003401	ENSMUSP00000105522
ENSORLP00000010807	ENSMUSP00000026170
ENSORLP00000025185	ENSMUSP00000026170
ENSORLP00000016816	ENSMUSP00000000500
ENSORLP00000013327	ENSMUSP00000000500
ENSORLP00000010621	ENSMUSP00000075463
ENSORLP00000013044	ENSMUSP00000075463
ENSORLP00000003891	ENSMUSP00000021283
ENSORLP00000019168	ENSMUSP00000021283
ENSORLP00000003864	ENSMUSP00000052522
ENSORLP00000010027	ENSMUSP00000039298
ENSORLP00000011297	ENSMUSP00000037023
ENSORLP00000016171	ENSMUSP00000038438
ENSORLP00000011188	ENSMUSP00000038438
ENSORLP00000011637	ENSMUSP00000064900
ENSORLP00000024394	ENSMUSP00000081574
ENSORLP00000007675	ENSMUSP00000029815
ENSORLP00000016561	ENSMUSP00000020349
ENSORLP00000023374	ENSMUSP00000097776
ENSORLP00000006475	ENSMUSP00000023159
ENSORLP00000004822	ENSMUSP00000093774
ENSORLP00000019715	ENSMUSP00000034588
ENSORLP00000002591	ENSMUSP00000026568
ENSORLP00000015894	ENSMUSP00000021990
ENSORLP00000010068	ENSMUSP00000021990
ENSORLP00000016952	ENSMUSP00000071899
ENSORLP00000023385	ENSMUSP00000019942
ENSORLP00000008372	ENSMUSP00000032895
ENSORLP00000001612	ENSMUSP00000032895
ENSORLP00000000163	ENSMUSP00000067581
ENSORLP00000017340	ENSMUSP00000067581
ENSORLP00000009093	ENSMUSP00000042955
ENSORLP00000010772	ENSMUSP00000049460
ENSORLP00000003995	ENSMUSP00000130710
ENSORLP00000018217	ENSMUSP00000072899
ENSORLP00000014411	ENSMUSP00000072899
ENSORLP00000020438	ENSMUSP00000043742
ENSORLP00000021101	ENSMUSP00000026743
ENSORLP00000023103	ENSMUSP00000030882
ENSORLP00000022027	ENSMUSP00000104407
ENSORLP00000023114	ENSMUSP00000047570
ENSORLP00000003465	ENSMUSP00000093974
ENSORLP00000018590	ENSMUSP00000055001
ENSORLP00000014524	ENSMUSP00000003561
ENSORLP00000020247	ENSMUSP00000003910
ENSORLP00000007885	ENSMUSP00000029836
ENSORLP00000004555	ENSMUSP00000031727
ENSORLP00000003837	ENSMUSP00000027172
ENSORLP00000006980	ENSMUSP00000028995
ENSORLP00000004137	ENSMUSP00000045927
ENSORLP00000003038	ENSMUSP00000070339
ENSORLP00000011372	ENSMUSP00000070339
ENSORLP00000001267	ENSMUSP00000075614
ENSORLP00000013686	ENSMUSP00000037354
ENSORLP00000005565	ENSMUSP00000097901
ENSORLP00000018666	ENSMUSP00000046191
ENSORLP00000009183	ENSMUSP00000137044
ENSORLP00000002064	ENSMUSP00000009790
ENSORLP00000014257	ENSMUSP00000009790
ENSORLP00000022598	ENSMUSP00000021450
ENSORLP00000011346	ENSMUSP00000036656
ENSORLP00000007418	ENSMUSP00000113807
ENSORLP00000010334	ENSMUSP00000036279
ENSORLP00000008104	ENSMUSP00000085329
ENSORLP00000011257	ENSMUSP00000107628
ENSORLP00000020314	ENSMUSP00000073972
ENSORLP00000008994	ENSMUSP00000026262
ENSORLP00000004132	ENSMUSP00000022169
ENSORLP00000007852	ENSMUSP00000047008
ENSORLP00000013202	ENSMUSP00000058405
ENSORLP00000009552	ENSMUSP00000023736
ENSORLP00000015398	ENSMUSP00000073453
ENSORLP00000000965	ENSMUSP00000056778
ENSORLP00000019015	ENSMUSP00000106251
ENSORLP00000022461	ENSMUSP00000077779
ENSORLP00000016115	ENSMUSP00000110175
ENSORLP00000011978	ENSMUSP00000110175
ENSORLP00000023243	ENSMUSP00000024492
ENSORLP00000021333	ENSMUSP00000025065
ENSORLP00000025310	ENSMUSP00000022343
ENSORLP00000010409	ENSMUSP00000020979
ENSORLP00000005543	ENSMUSP00000020979
ENSORLP00000006765	ENSMUSP00000093410
ENSORLP00000017583	ENSMUSP00000126080
ENSORLP00000007284	ENSMUSP00000079883
ENSORLP00000023489	ENSMUSP00000043671
ENSORLP00000009609	ENSMUSP00000026833
ENSORLP00000022074	ENSMUSP00000029804
ENSORLP00000017954	ENSMUSP00000048190
ENSORLP00000019100	ENSMUSP00000040936
ENSORLP00000011144	ENSMUSP00000031640
ENSORLP00000021055	ENSMUSP00000032168
ENSORLP00000001547	ENSMUSP00000032168
ENSORLP00000021160	ENSMUSP00000031273
ENSORLP00000005971	ENSMUSP00000101077
ENSORLP00000003621	ENSMUSP00000065571
ENSORLP00000001918	ENSMUSP00000099685
ENSORLP00000010955	ENSMUSP00000092216
ENSORLP00000012967	ENSMUSP00000113274
ENSORLP00000007322	ENSMUSP00000096379
ENSORLP00000009372	ENSMUSP00000096379
ENSORLP00000024378	ENSMUSP00000023568
ENSORLP00000001530	ENSMUSP00000102805
ENSORLP00000025810	ENSMUSP00000015889
ENSORLP00000001674	ENSMUSP00000015889
ENSORLP00000009244	ENSMUSP00000058596
ENSORLP00000009107	ENSMUSP00000000985
ENSORLP00000025488	ENSMUSP00000113353
ENSORLP00000024562	ENSMUSP00000022469
ENSORLP00000019888	ENSMUSP00000131500
ENSORLP00000009333	ENSMUSP00000128185
ENSORLP00000008721	ENSMUSP00000033333
ENSORLP00000021748	ENSMUSP00000096670
ENSORLP00000012899	ENSMUSP00000035166
ENSORLP00000000243	ENSMUSP00000078392
ENSORLP00000007772	ENSMUSP00000078392
ENSORLP00000018575	ENSMUSP00000091553
ENSORLP00000012385	ENSMUSP00000091553
ENSORLP00000011573	ENSMUSP00000025053
ENSORLP00000014417	ENSMUSP00000057573
ENSORLP00000009601	ENSMUSP00000077342
ENSORLP00000012583	ENSMUSP00000023291
ENSORLP00000020563	ENSMUSP00000000388
ENSORLP00000025839	ENSMUSP00000103747
ENSORLP00000007893	ENSMUSP00000038555
ENSORLP00000016033	ENSMUSP00000029017
ENSORLP00000007300	ENSMUSP00000016023
ENSORLP00000000898	ENSMUSP00000106692
ENSORLP00000015468	ENSMUSP00000034862
ENSORLP00000009799	ENSMUSP00000034862
ENSORLP00000025299	ENSMUSP00000098312
ENSORLP00000014882	ENSMUSP00000016072
ENSORLP00000020238	ENSMUSP00000022391
ENSORLP00000013562	ENSMUSP00000046595
ENSORLP00000015477	ENSMUSP00000029662
ENSORLP00000007803	ENSMUSP00000031249
ENSORLP00000014240	ENSMUSP00000018737
ENSORLP00000019418	ENSMUSP00000046114
ENSORLP00000001086	ENSMUSP00000046114
ENSORLP00000004303	ENSMUSP00000038017
ENSORLP00000007384	ENSMUSP00000005817
ENSORLP00000017121	ENSMUSP00000032555
ENSORLP00000017418	ENSMUSP00000068408
ENSORLP00000008155	ENSMUSP00000038958
ENSORLP00000003986	ENSMUSP00000021287
ENSORLP00000009530	ENSMUSP00000078426
ENSORLP00000011859	ENSMUSP00000032065
ENSORLP00000002989	ENSMUSP00000025472
ENSORLP00000022453	ENSMUSP00000058901
ENSORLP00000025154	ENSMUSP00000090981
ENSORLP00000013333	ENSMUSP00000047917
ENSORLP00000015411	ENSMUSP00000020827
ENSORLP00000001146	ENSMUSP00000112903
ENSORLP00000013196	ENSMUSP00000001672
ENSORLP00000004024	ENSMUSP00000010192
ENSORLP00000018646	ENSMUSP00000019951
ENSORLP00000003113	ENSMUSP00000124782
ENSORLP00000015975	ENSMUSP00000029875
ENSORLP00000011681	ENSMUSP00000120911
ENSORLP00000003839	ENSMUSP00000006444
ENSORLP00000018842	ENSMUSP00000034272
ENSORLP00000016554	ENSMUSP00000048901
ENSORLP00000016634	ENSMUSP00000048901
ENSORLP00000007838	ENSMUSP00000124264
ENSORLP00000008919	ENSMUSP00000056043
ENSORLP00000017470	ENSMUSP00000031224
ENSORLP00000021011	ENSMUSP00000044078
ENSORLP00000013209	ENSMUSP00000044078
ENSORLP00000023072	ENSMUSP00000106699
ENSORLP00000023909	ENSMUSP00000028704
ENSORLP00000010688	ENSMUSP00000029464
ENSORLP00000009801	ENSMUSP00000083211
ENSORLP00000003511	ENSMUSP00000083211
ENSORLP00000008427	ENSMUSP00000001258
ENSORLP00000002602	ENSMUSP00000033049
ENSORLP00000011832	ENSMUSP00000020846
ENSORLP00000019240	ENSMUSP00000108631
ENSORLP00000010757	ENSMUSP00000072732
ENSORLP00000000105	ENSMUSP00000026559
ENSORLP00000018035	ENSMUSP00000066000
ENSORLP00000010292	ENSMUSP00000066000
ENSORLP00000021853	ENSMUSP00000020315
ENSORLP00000017982	ENSMUSP00000027979
ENSORLP00000014464	ENSMUSP00000005041
ENSORLP00000003603	ENSMUSP00000133939
ENSORLP00000008120	ENSMUSP00000055899
ENSORLP00000009765	ENSMUSP00000115754
ENSORLP00000012086	ENSMUSP00000021065
ENSORLP00000017393	ENSMUSP00000021065
ENSORLP00000007596	ENSMUSP00000138622
ENSORLP00000014420	ENSMUSP00000138622
ENSORLP00000014272	ENSMUSP00000020312
ENSORLP00000024380	ENSMUSP00000029624
ENSORLP00000002868	ENSMUSP00000029624
ENSORLP00000001023	ENSMUSP00000067217
ENSORLP00000005699	ENSMUSP00000039889
ENSORLP00000017992	ENSMUSP00000089097
ENSORLP00000005136	ENSMUSP00000097787
ENSORLP00000004318	ENSMUSP00000072836
ENSORLP00000017338	ENSMUSP00000029164
ENSORLP00000004336	ENSMUSP00000131865
ENSORLP00000014345	ENSMUSP00000081322
ENSORLP00000018494	ENSMUSP00000081322
ENSORLP00000018515	ENSMUSP00000099696
ENSORLP00000002881	ENSMUSP00000055772
ENSORLP00000000416	ENSMUSP00000045740
ENSORLP00000006751	ENSMUSP00000057115
ENSORLP00000022654	ENSMUSP00000058762
ENSORLP00000022504	ENSMUSP00000039312
ENSORLP00000005172	ENSMUSP00000033995
ENSORLP00000020985	ENSMUSP00000109161
ENSORLP00000005339	ENSMUSP00000030785
ENSORLP00000004582	ENSMUSP00000030320
ENSORLP00000016191	ENSMUSP00000080442
ENSORLP00000001554	ENSMUSP00000103592
ENSORLP00000004550	ENSMUSP00000073860
ENSORLP00000015328	ENSMUSP00000056373
ENSORLP00000007762	ENSMUSP00000056373
ENSORLP00000004731	ENSMUSP00000017981
ENSORLP00000006826	ENSMUSP00000031080
ENSORLP00000019480	ENSMUSP00000104478
ENSORLP00000006351	ENSMUSP00000040486
ENSORLP00000002952	ENSMUSP00000047237
ENSORLP00000003020	ENSMUSP00000105501
ENSORLP00000018305	ENSMUSP00000105501
ENSORLP00000025624	ENSMUSP00000087511
ENSORLP00000007161	ENSMUSP00000022986
ENSORLP00000017363	ENSMUSP00000039544
ENSORLP00000013794	ENSMUSP00000008684
ENSORLP00000024527	ENSMUSP00000112340
ENSORLP00000011425	ENSMUSP00000023283
ENSORLP00000002040	ENSMUSP00000128914
ENSORLP00000013614	ENSMUSP00000072929
ENSORLP00000007936	ENSMUSP00000040048
ENSORLP00000011542	ENSMUSP00000062037
ENSORLP00000011783	ENSMUSP00000091286
ENSORLP00000003893	ENSMUSP00000103345
ENSORLP00000012293	ENSMUSP00000092821
ENSORLP00000011123	ENSMUSP00000103934
ENSORLP00000018754	ENSMUSP00000035445
ENSORLP00000021032	ENSMUSP00000065009
ENSORLP00000013938	ENSMUSP00000022603
ENSORLP00000018827	ENSMUSP00000032326
ENSORLP00000015100	ENSMUSP00000020485
ENSORLP00000020045	ENSMUSP00000022476
ENSORLP00000011197	ENSMUSP00000060558
ENSORLP00000007581	ENSMUSP00000025397
ENSORLP00000017993	ENSMUSP00000046748
ENSORLP00000011252	ENSMUSP00000103687
ENSORLP00000013392	ENSMUSP00000103687
ENSORLP00000018495	ENSMUSP00000109838
ENSORLP00000004635	ENSMUSP00000002924
ENSORLP00000012421	ENSMUSP00000129222
ENSORLP00000007244	ENSMUSP00000129222
ENSORLP00000015417	ENSMUSP00000047105
ENSORLP00000008566	ENSMUSP00000025161
ENSORLP00000021703	ENSMUSP00000035658
ENSORLP00000020829	ENSMUSP00000037128
ENSORLP00000024955	ENSMUSP00000068309
ENSORLP00000011237	ENSMUSP00000015486
ENSORLP00000011710	ENSMUSP00000071618
ENSORLP00000019471	ENSMUSP00000033873
ENSORLP00000009806	ENSMUSP00000034244
ENSORLP00000006978	ENSMUSP00000030127
ENSORLP00000003792	ENSMUSP00000057623
ENSORLP00000010824	ENSMUSP00000111239
ENSORLP00000020566	ENSMUSP00000113962
ENSORLP00000021879	ENSMUSP00000050531
ENSORLP00000018990	ENSMUSP00000027981
ENSORLP00000015893	ENSMUSP00000099989
ENSORLP00000018849	ENSMUSP00000035614
ENSORLP00000013011	ENSMUSP00000060421
ENSORLP00000008847	ENSMUSP00000005607
ENSORLP00000018530	ENSMUSP00000005607
ENSORLP00000025046	ENSMUSP00000022593
ENSORLP00000010925	ENSMUSP00000033201
ENSORLP00000017464	ENSMUSP00000099326
ENSORLP00000009520	ENSMUSP00000099326
ENSORLP00000000170	ENSMUSP00000122881
ENSORLP00000000152	ENSMUSP00000046991
ENSORLP00000019131	ENSMUSP00000121266
ENSORLP00000007013	ENSMUSP00000039668
ENSORLP00000014858	ENSMUSP00000070250
ENSORLP00000005938	ENSMUSP00000070250
ENSORLP00000008443	ENSMUSP00000031736
ENSORLP00000000254	ENSMUSP00000121851
ENSORLP00000016661	ENSMUSP00000112751
ENSORLP00000013348	ENSMUSP00000126303
ENSORLP00000020011	ENSMUSP00000126303
ENSORLP00000007704	ENSMUSP00000108786
ENSORLP00000021517	ENSMUSP00000020375
ENSORLP00000001953	ENSMUSP00000025364
ENSORLP00000013453	ENSMUSP00000031045
ENSORLP00000013010	ENSMUSP00000038233
ENSORLP00000015672	ENSMUSP00000034377
ENSORLP00000015700	ENSMUSP00000038232
ENSORLP00000007562	ENSMUSP00000025981
ENSORLP00000013674	ENSMUSP00000107367
ENSORLP00000006884	ENSMUSP00000058111
ENSORLP00000007359	ENSMUSP00000037082
ENSORLP00000005738	ENSMUSP00000021016
ENSORLP00000017547	ENSMUSP00000108397
ENSORLP00000004243	ENSMUSP00000022535
ENSORLP00000008980	ENSMUSP00000023856
ENSORLP00000015904	ENSMUSP00000089781
ENSORLP00000018601	ENSMUSP00000038665
ENSORLP00000019582	ENSMUSP00000005016
ENSORLP00000020932	ENSMUSP00000099816
ENSORLP00000010344	ENSMUSP00000020677
ENSORLP00000017228	ENSMUSP00000032842
ENSORLP00000009248	ENSMUSP00000127275
ENSORLP00000009143	ENSMUSP00000038126
ENSORLP00000017702	ENSMUSP00000108311
ENSORLP00000005756	ENSMUSP00000022720
ENSORLP00000014286	ENSMUSP00000022720
ENSORLP00000021940	ENSMUSP00000030626
ENSORLP00000011504	ENSMUSP00000020308
ENSORLP00000008534	ENSMUSP00000020308
ENSORLP00000012598	ENSMUSP00000055208
ENSORLP00000000974	ENSMUSP00000002413
ENSORLP00000015006	ENSMUSP00000068699
