ENSTGUP00000008915	ENSGALP00000006197
ENSTGUP00000006147	ENSGALP00000003646
ENSTGUP00000007374	ENSGALP00000022108
ENSTGUP00000005329	ENSGALP00000023284
ENSTGUP00000010324	ENSGALP00000017952
ENSTGUP00000002035	ENSGALP00000005423
ENSTGUP00000005122	ENSGALP00000019366
ENSTGUP00000012278	ENSGALP00000027492
ENSTGUP00000017871	ENSGALP00000005475
ENSTGUP00000008994	ENSGALP00000033676
ENSTGUP00000011042	ENSGALP00000020426
ENSTGUP00000010188	ENSGALP00000012662
ENSTGUP00000010140	ENSGALP00000039257
ENSTGUP00000016885	ENSGALP00000038334
ENSTGUP00000003181	ENSGALP00000009526
ENSTGUP00000012655	ENSGALP00000027391
ENSTGUP00000008894	ENSGALP00000004164
ENSTGUP00000009774	ENSGALP00000004823
ENSTGUP00000010257	ENSGALP00000037167
ENSTGUP00000006417	ENSGALP00000009970
ENSTGUP00000004347	ENSGALP00000007314
ENSTGUP00000008637	ENSGALP00000001312
ENSTGUP00000002472	ENSGALP00000016076
ENSTGUP00000015929	ENSGALP00000013190
ENSTGUP00000004979	ENSGALP00000003342
ENSTGUP00000016706	ENSGALP00000041370
ENSTGUP00000001737	ENSGALP00000001702
ENSTGUP00000008951	ENSGALP00000023025
ENSTGUP00000009725	ENSGALP00000017502
ENSTGUP00000013296	ENSGALP00000019012
ENSTGUP00000008410	ENSGALP00000017453
ENSTGUP00000006432	ENSGALP00000004232
ENSTGUP00000005835	ENSGALP00000004490
ENSTGUP00000003923	ENSGALP00000007139
ENSTGUP00000000884	ENSGALP00000001051
ENSTGUP00000012182	ENSGALP00000023938
ENSTGUP00000016746	ENSGALP00000041541
ENSTGUP00000005437	ENSGALP00000002189
ENSTGUP00000006286	ENSGALP00000020696
ENSTGUP00000008030	ENSGALP00000027988
ENSTGUP00000001221	ENSGALP00000006566
ENSTGUP00000006071	ENSGALP00000011607
ENSTGUP00000005937	ENSGALP00000032044
ENSTGUP00000004963	ENSGALP00000040192
ENSTGUP00000010711	ENSGALP00000013911
ENSTGUP00000009236	ENSGALP00000027138
ENSTGUP00000005822	ENSGALP00000003371
ENSTGUP00000011461	ENSGALP00000041951
ENSTGUP00000002872	ENSGALP00000043342
ENSTGUP00000006921	ENSGALP00000022589
ENSTGUP00000013882	ENSGALP00000027954
ENSTGUP00000013429	ENSGALP00000000971
ENSTGUP00000007670	ENSGALP00000009370
ENSTGUP00000003003	ENSGALP00000009929
ENSTGUP00000012456	ENSGALP00000027436
ENSTGUP00000003526	ENSGALP00000042241
ENSTGUP00000005556	ENSGALP00000007155
ENSTGUP00000011894	ENSGALP00000022613
ENSTGUP00000017097	ENSGALP00000042200
ENSTGUP00000000202	ENSGALP00000001658
ENSTGUP00000003799	ENSGALP00000022667
ENSTGUP00000004720	ENSGALP00000011899
ENSTGUP00000011146	ENSGALP00000020453
ENSTGUP00000004222	ENSGALP00000007931
ENSTGUP00000005411	ENSGALP00000015290
ENSTGUP00000005395	ENSGALP00000015287
ENSTGUP00000010724	ENSGALP00000013584
ENSTGUP00000001219	ENSGALP00000024623
ENSTGUP00000014641	ENSGALP00000042077
ENSTGUP00000000881	ENSGALP00000007246
ENSTGUP00000001945	ENSGALP00000019534
ENSTGUP00000007234	ENSGALP00000008383
ENSTGUP00000005250	ENSGALP00000008417
ENSTGUP00000016740	ENSGALP00000042275
ENSTGUP00000000514	ENSGALP00000042481
ENSTGUP00000001452	ENSGALP00000000142
ENSTGUP00000011352	ENSGALP00000020598
ENSTGUP00000011066	ENSGALP00000013730
ENSTGUP00000010433	ENSGALP00000018081
ENSTGUP00000001817	ENSGALP00000016689
ENSTGUP00000011226	ENSGALP00000022444
ENSTGUP00000001926	ENSGALP00000016142
ENSTGUP00000002445	ENSGALP00000020819
ENSTGUP00000008209	ENSGALP00000016521
ENSTGUP00000003103	ENSGALP00000013157
ENSTGUP00000012270	ENSGALP00000020312
ENSTGUP00000001048	ENSGALP00000011738
ENSTGUP00000008438	ENSGALP00000001007
ENSTGUP00000011962	ENSGALP00000025229
ENSTGUP00000008958	ENSGALP00000012961
ENSTGUP00000006174	ENSGALP00000009899
ENSTGUP00000011381	ENSGALP00000022298
ENSTGUP00000000689	ENSGALP00000006172
ENSTGUP00000007558	ENSGALP00000022210
ENSTGUP00000011764	ENSGALP00000027609
ENSTGUP00000006982	ENSGALP00000012750
ENSTGUP00000000607	ENSGALP00000001660
ENSTGUP00000002676	ENSGALP00000023697
ENSTGUP00000010454	ENSGALP00000043276
ENSTGUP00000008747	ENSGALP00000021516
ENSTGUP00000000762	ENSGALP00000000478
ENSTGUP00000005848	ENSGALP00000026030
ENSTGUP00000012041	ENSGALP00000020927
ENSTGUP00000009235	ENSGALP00000022096
ENSTGUP00000005815	ENSGALP00000033974
ENSTGUP00000005960	ENSGALP00000030056
ENSTGUP00000014908	ENSGALP00000012678
ENSTGUP00000004692	ENSGALP00000006494
ENSTGUP00000006083	ENSGALP00000009387
ENSTGUP00000006837	ENSGALP00000007102
ENSTGUP00000009078	ENSGALP00000017154
ENSTGUP00000012124	ENSGALP00000035850
ENSTGUP00000003808	ENSGALP00000041603
ENSTGUP00000012127	ENSGALP00000019969
ENSTGUP00000001763	ENSGALP00000019650
ENSTGUP00000010383	ENSGALP00000027022
ENSTGUP00000007607	ENSGALP00000022268
ENSTGUP00000000736	ENSGALP00000006474
ENSTGUP00000011594	ENSGALP00000020777
ENSTGUP00000006118	ENSGALP00000002331
ENSTGUP00000012363	ENSGALP00000020364
ENSTGUP00000005228	ENSGALP00000002014
ENSTGUP00000005043	ENSGALP00000039652
ENSTGUP00000005386	ENSGALP00000015051
ENSTGUP00000013604	ENSGALP00000035888
ENSTGUP00000005371	ENSGALP00000003964
ENSTGUP00000004674	ENSGALP00000019178
ENSTGUP00000009759	ENSGALP00000032687
ENSTGUP00000005758	ENSGALP00000019726
ENSTGUP00000005900	ENSGALP00000011711
ENSTGUP00000005650	ENSGALP00000002699
ENSTGUP00000003373	ENSGALP00000002030
ENSTGUP00000007689	ENSGALP00000038901
ENSTGUP00000012584	ENSGALP00000027407
ENSTGUP00000011212	ENSGALP00000041622
ENSTGUP00000006583	ENSGALP00000007181
ENSTGUP00000004425	ENSGALP00000015000
ENSTGUP00000005380	ENSGALP00000006398
ENSTGUP00000002345	ENSGALP00000010910
ENSTGUP00000010035	ENSGALP00000022580
ENSTGUP00000005261	ENSGALP00000008427
ENSTGUP00000000246	ENSGALP00000008546
ENSTGUP00000010803	ENSGALP00000013710
ENSTGUP00000014017	ENSGALP00000024723
ENSTGUP00000000389	ENSGALP00000010929
ENSTGUP00000005844	ENSGALP00000024142
ENSTGUP00000015168	ENSGALP00000041636
ENSTGUP00000001233	ENSGALP00000006431
ENSTGUP00000011570	ENSGALP00000027264
ENSTGUP00000010026	ENSGALP00000027072
ENSTGUP00000009220	ENSGALP00000009505
ENSTGUP00000012647	ENSGALP00000016926
ENSTGUP00000004309	ENSGALP00000015071
ENSTGUP00000008377	ENSGALP00000016706
ENSTGUP00000005293	ENSGALP00000041185
ENSTGUP00000002694	ENSGALP00000016253
ENSTGUP00000010754	ENSGALP00000020022
ENSTGUP00000008475	ENSGALP00000006671
ENSTGUP00000001236	ENSGALP00000006365
ENSTGUP00000002906	ENSGALP00000041702
ENSTGUP00000012753	ENSGALP00000017201
ENSTGUP00000009567	ENSGALP00000023169
ENSTGUP00000011244	ENSGALP00000040812
ENSTGUP00000005236	ENSGALP00000039140
ENSTGUP00000013542	ENSGALP00000020169
ENSTGUP00000013912	ENSGALP00000024878
ENSTGUP00000013811	ENSGALP00000024377
ENSTGUP00000004335	ENSGALP00000002465
ENSTGUP00000006106	ENSGALP00000006378
ENSTGUP00000004452	ENSGALP00000014741
ENSTGUP00000000205	ENSGALP00000040377
ENSTGUP00000010970	ENSGALP00000026933
ENSTGUP00000014001	ENSGALP00000024760
ENSTGUP00000002294	ENSGALP00000023916
ENSTGUP00000002902	ENSGALP00000001588
ENSTGUP00000012569	ENSGALP00000024778
ENSTGUP00000002743	ENSGALP00000016204
ENSTGUP00000000440	ENSGALP00000041129
ENSTGUP00000008445	ENSGALP00000015559
ENSTGUP00000003210	ENSGALP00000000540
ENSTGUP00000004070	ENSGALP00000018802
ENSTGUP00000002896	ENSGALP00000038984
ENSTGUP00000010422	ENSGALP00000013782
ENSTGUP00000001733	ENSGALP00000017392
ENSTGUP00000006254	ENSGALP00000035503
ENSTGUP00000004082	ENSGALP00000002144
ENSTGUP00000004058	ENSGALP00000002109
ENSTGUP00000013685	ENSGALP00000035933
ENSTGUP00000013227	ENSGALP00000026245
ENSTGUP00000008375	ENSGALP00000006798
ENSTGUP00000010941	ENSGALP00000020315
ENSTGUP00000003778	ENSGALP00000004473
ENSTGUP00000008484	ENSGALP00000010093
ENSTGUP00000005133	ENSGALP00000006162
ENSTGUP00000000540	ENSGALP00000020574
ENSTGUP00000003731	ENSGALP00000008061
ENSTGUP00000006057	ENSGALP00000009323
ENSTGUP00000000651	ENSGALP00000023825
ENSTGUP00000005208	ENSGALP00000032851
ENSTGUP00000008780	ENSGALP00000017255
ENSTGUP00000013923	ENSGALP00000024921
ENSTGUP00000009686	ENSGALP00000011836
ENSTGUP00000002829	ENSGALP00000001485
ENSTGUP00000011444	ENSGALP00000022252
ENSTGUP00000003827	ENSGALP00000043116
ENSTGUP00000002518	ENSGALP00000024006
ENSTGUP00000012179	ENSGALP00000016094
ENSTGUP00000006612	ENSGALP00000010704
ENSTGUP00000007351	ENSGALP00000043142
ENSTGUP00000014026	ENSGALP00000024696
ENSTGUP00000008383	ENSGALP00000007937
ENSTGUP00000008946	ENSGALP00000027143
ENSTGUP00000004400	ENSGALP00000013147
ENSTGUP00000005813	ENSGALP00000004609
ENSTGUP00000003732	ENSGALP00000023859
ENSTGUP00000009260	ENSGALP00000015059
ENSTGUP00000000573	ENSGALP00000001896
ENSTGUP00000013958	ENSGALP00000036014
ENSTGUP00000004648	ENSGALP00000036811
ENSTGUP00000005312	ENSGALP00000041000
ENSTGUP00000008495	ENSGALP00000018382
ENSTGUP00000003910	ENSGALP00000031284
ENSTGUP00000013385	ENSGALP00000019417
ENSTGUP00000002733	ENSGALP00000015303
ENSTGUP00000007509	ENSGALP00000007553
ENSTGUP00000002381	ENSGALP00000007415
ENSTGUP00000001061	ENSGALP00000000694
ENSTGUP00000012559	ENSGALP00000036465
ENSTGUP00000016237	ENSGALP00000041070
ENSTGUP00000007898	ENSGALP00000008938
ENSTGUP00000007314	ENSGALP00000009835
ENSTGUP00000013893	ENSGALP00000024815
ENSTGUP00000003319	ENSGALP00000000494
ENSTGUP00000003735	ENSGALP00000010010
ENSTGUP00000001139	ENSGALP00000001221
ENSTGUP00000006707	ENSGALP00000015985
ENSTGUP00000001242	ENSGALP00000010101
ENSTGUP00000006190	ENSGALP00000015568
ENSTGUP00000004646	ENSGALP00000041851
ENSTGUP00000005798	ENSGALP00000006252
ENSTGUP00000000146	ENSGALP00000001055
ENSTGUP00000001101	ENSGALP00000024333
ENSTGUP00000009281	ENSGALP00000022126
ENSTGUP00000002474	ENSGALP00000039222
ENSTGUP00000010619	ENSGALP00000013618
ENSTGUP00000004883	ENSGALP00000019447
ENSTGUP00000011015	ENSGALP00000026904
ENSTGUP00000007306	ENSGALP00000001832
ENSTGUP00000012365	ENSGALP00000016398
ENSTGUP00000009503	ENSGALP00000011947
ENSTGUP00000007595	ENSGALP00000033069
ENSTGUP00000001540	ENSGALP00000002091
ENSTGUP00000014093	ENSGALP00000039428
ENSTGUP00000010357	ENSGALP00000024989
ENSTGUP00000000044	ENSGALP00000012264
ENSTGUP00000004120	ENSGALP00000013675
ENSTGUP00000013366	ENSGALP00000025503
ENSTGUP00000012902	ENSGALP00000025502
ENSTGUP00000011946	ENSGALP00000022631
ENSTGUP00000011950	ENSGALP00000022629
ENSTGUP00000002950	ENSGALP00000017934
ENSTGUP00000004988	ENSGALP00000003731
ENSTGUP00000000910	ENSGALP00000000545
ENSTGUP00000002494	ENSGALP00000016102
ENSTGUP00000012964	ENSGALP00000027276
ENSTGUP00000000624	ENSGALP00000002020
ENSTGUP00000002419	ENSGALP00000038139
ENSTGUP00000004212	ENSGALP00000002670
ENSTGUP00000012186	ENSGALP00000026395
ENSTGUP00000006154	ENSGALP00000041715
ENSTGUP00000009179	ENSGALP00000022085
ENSTGUP00000004916	ENSGALP00000019805
ENSTGUP00000000984	ENSGALP00000004015
ENSTGUP00000005927	ENSGALP00000003277
ENSTGUP00000006987	ENSGALP00000020417
ENSTGUP00000013201	ENSGALP00000027763
ENSTGUP00000006883	ENSGALP00000010467
ENSTGUP00000006276	ENSGALP00000012899
ENSTGUP00000001196	ENSGALP00000003418
ENSTGUP00000009411	ENSGALP00000017306
ENSTGUP00000011938	ENSGALP00000027569
ENSTGUP00000017850	ENSGALP00000010128
ENSTGUP00000001209	ENSGALP00000028782
ENSTGUP00000011591	ENSGALP00000024954
ENSTGUP00000007793	ENSGALP00000009213
ENSTGUP00000017625	ENSGALP00000001412
ENSTGUP00000009404	ENSGALP00000011399
ENSTGUP00000004844	ENSGALP00000004917
ENSTGUP00000000687	ENSGALP00000006155
ENSTGUP00000006643	ENSGALP00000014328
ENSTGUP00000013490	ENSGALP00000020282
ENSTGUP00000017277	ENSGALP00000013850
ENSTGUP00000001716	ENSGALP00000015853
ENSTGUP00000003542	ENSGALP00000011677
ENSTGUP00000012441	ENSGALP00000027438
ENSTGUP00000010912	ENSGALP00000014383
ENSTGUP00000004890	ENSGALP00000014935
ENSTGUP00000013095	ENSGALP00000018159
ENSTGUP00000002801	ENSGALP00000016156
ENSTGUP00000007738	ENSGALP00000013598
ENSTGUP00000005073	ENSGALP00000005982
ENSTGUP00000017570	ENSGALP00000005199
ENSTGUP00000008483	ENSGALP00000003428
ENSTGUP00000009446	ENSGALP00000011961
ENSTGUP00000006331	ENSGALP00000006999
ENSTGUP00000002781	ENSGALP00000005059
ENSTGUP00000003037	ENSGALP00000037170
ENSTGUP00000011390	ENSGALP00000020620
ENSTGUP00000005426	ENSGALP00000014001
ENSTGUP00000006756	ENSGALP00000022266
ENSTGUP00000013944	ENSGALP00000025245
ENSTGUP00000011026	ENSGALP00000020138
ENSTGUP00000007532	ENSGALP00000039345
ENSTGUP00000002248	ENSGALP00000013914
ENSTGUP00000012710	ENSGALP00000030175
ENSTGUP00000011135	ENSGALP00000042161
ENSTGUP00000002777	ENSGALP00000039891
ENSTGUP00000017506	ENSGALP00000041744
ENSTGUP00000004464	ENSGALP00000019095
ENSTGUP00000018050	ENSGALP00000035739
ENSTGUP00000005598	ENSGALP00000008879
ENSTGUP00000017890	ENSGALP00000008878
ENSTGUP00000005600	ENSGALP00000008881
ENSTGUP00000005602	ENSGALP00000033080
ENSTGUP00000005911	ENSGALP00000020807
ENSTGUP00000013257	ENSGALP00000026281
ENSTGUP00000001042	ENSGALP00000034451
ENSTGUP00000002177	ENSGALP00000005887
ENSTGUP00000010375	ENSGALP00000013813
ENSTGUP00000000937	ENSGALP00000011451
ENSTGUP00000013154	ENSGALP00000026180
ENSTGUP00000011847	ENSGALP00000015437
ENSTGUP00000009153	ENSGALP00000000205
ENSTGUP00000001610	ENSGALP00000041920
ENSTGUP00000011209	ENSGALP00000032457
ENSTGUP00000009384	ENSGALP00000022193
ENSTGUP00000009284	ENSGALP00000007200
ENSTGUP00000008805	ENSGALP00000012655
ENSTGUP00000004541	ENSGALP00000001411
ENSTGUP00000015174	ENSGALP00000026600
ENSTGUP00000013329	ENSGALP00000026342
ENSTGUP00000011460	ENSGALP00000024834
ENSTGUP00000011163	ENSGALP00000022544
ENSTGUP00000011607	ENSGALP00000007799
ENSTGUP00000001110	ENSGALP00000001472
ENSTGUP00000000009	ENSGALP00000042411
ENSTGUP00000013297	ENSGALP00000019027
ENSTGUP00000004571	ENSGALP00000002825
ENSTGUP00000006667	ENSGALP00000007323
ENSTGUP00000017817	ENSGALP00000002349
ENSTGUP00000012933	ENSGALP00000026127
ENSTGUP00000001660	ENSGALP00000003357
ENSTGUP00000011175	ENSGALP00000022545
ENSTGUP00000007767	ENSGALP00000026433
ENSTGUP00000007985	ENSGALP00000026611
ENSTGUP00000008611	ENSGALP00000017341
ENSTGUP00000007185	ENSGALP00000022058
ENSTGUP00000013253	ENSGALP00000027791
ENSTGUP00000004693	ENSGALP00000014739
ENSTGUP00000005637	ENSGALP00000028027
ENSTGUP00000006630	ENSGALP00000007358
ENSTGUP00000005165	ENSGALP00000035504
ENSTGUP00000008211	ENSGALP00000026660
ENSTGUP00000014016	ENSGALP00000024726
ENSTGUP00000013207	ENSGALP00000027769
ENSTGUP00000004068	ENSGALP00000000002
ENSTGUP00000006749	ENSGALP00000017326
ENSTGUP00000003868	ENSGALP00000006468
ENSTGUP00000017600	ENSGALP00000020656
ENSTGUP00000003897	ENSGALP00000017216
ENSTGUP00000002070	ENSGALP00000043422
ENSTGUP00000002802	ENSGALP00000004993
ENSTGUP00000007590	ENSGALP00000042047
ENSTGUP00000005902	ENSGALP00000018472
ENSTGUP00000001096	ENSGALP00000005227
ENSTGUP00000006059	ENSGALP00000035061
ENSTGUP00000006333	ENSGALP00000014616
ENSTGUP00000006189	ENSGALP00000042937
ENSTGUP00000005861	ENSGALP00000018493
ENSTGUP00000000707	ENSGALP00000010292
ENSTGUP00000001758	ENSGALP00000037124
ENSTGUP00000001746	ENSGALP00000019662
ENSTGUP00000003293	ENSGALP00000016032
ENSTGUP00000013200	ENSGALP00000018546
ENSTGUP00000000588	ENSGALP00000035594
ENSTGUP00000008318	ENSGALP00000037592
ENSTGUP00000011493	ENSGALP00000019045
ENSTGUP00000007274	ENSGALP00000026206
ENSTGUP00000008744	ENSGALP00000004298
ENSTGUP00000008505	ENSGALP00000018391
ENSTGUP00000001843	ENSGALP00000004459
ENSTGUP00000001940	ENSGALP00000019540
ENSTGUP00000000885	ENSGALP00000041810
ENSTGUP00000007226	ENSGALP00000039554
ENSTGUP00000005417	ENSGALP00000006521
ENSTGUP00000004208	ENSGALP00000015128
ENSTGUP00000005218	ENSGALP00000018692
ENSTGUP00000007613	ENSGALP00000028721
ENSTGUP00000008396	ENSGALP00000042443
ENSTGUP00000011968	ENSGALP00000020972
ENSTGUP00000011012	ENSGALP00000025312
ENSTGUP00000016561	ENSGALP00000042650
ENSTGUP00000010160	ENSGALP00000011997
ENSTGUP00000000240	ENSGALP00000001890
ENSTGUP00000009798	ENSGALP00000023218
ENSTGUP00000007483	ENSGALP00000017852
ENSTGUP00000000465	ENSGALP00000043238
ENSTGUP00000010304	ENSGALP00000032046
ENSTGUP00000016558	ENSGALP00000021949
ENSTGUP00000009507	ENSGALP00000003498
ENSTGUP00000000260	ENSGALP00000001555
ENSTGUP00000006728	ENSGALP00000002418
ENSTGUP00000004987	ENSGALP00000005409
ENSTGUP00000001179	ENSGALP00000006796
ENSTGUP00000013635	ENSGALP00000026914
ENSTGUP00000005829	ENSGALP00000001726
ENSTGUP00000009526	ENSGALP00000040798
ENSTGUP00000007842	ENSGALP00000016416
ENSTGUP00000001470	ENSGALP00000002536
ENSTGUP00000008536	ENSGALP00000022913
ENSTGUP00000010665	ENSGALP00000026980
ENSTGUP00000012587	ENSGALP00000036460
ENSTGUP00000013778	ENSGALP00000029836
ENSTGUP00000008095	ENSGALP00000008248
ENSTGUP00000010926	ENSGALP00000024352
ENSTGUP00000009826	ENSGALP00000007897
ENSTGUP00000001455	ENSGALP00000000140
ENSTGUP00000003086	ENSGALP00000031301
ENSTGUP00000012550	ENSGALP00000016730
ENSTGUP00000008364	ENSGALP00000006852
ENSTGUP00000003030	ENSGALP00000041228
ENSTGUP00000006119	ENSGALP00000032624
ENSTGUP00000009726	ENSGALP00000019237
ENSTGUP00000007752	ENSGALP00000034599
ENSTGUP00000004682	ENSGALP00000021478
ENSTGUP00000000400	ENSGALP00000004850
ENSTGUP00000002033	ENSGALP00000039752
ENSTGUP00000008469	ENSGALP00000043280
ENSTGUP00000006683	ENSGALP00000008402
ENSTGUP00000011625	ENSGALP00000021121
ENSTGUP00000013317	ENSGALP00000042551
ENSTGUP00000013315	ENSGALP00000036623
ENSTGUP00000000184	ENSGALP00000011778
ENSTGUP00000000290	ENSGALP00000024830
ENSTGUP00000001673	ENSGALP00000040476
ENSTGUP00000006261	ENSGALP00000003709
ENSTGUP00000000843	ENSGALP00000032253
ENSTGUP00000007049	ENSGALP00000035860
ENSTGUP00000011790	ENSGALP00000004601
ENSTGUP00000010615	ENSGALP00000037711
ENSTGUP00000010705	ENSGALP00000017604
ENSTGUP00000013502	ENSGALP00000036411
ENSTGUP00000003353	ENSGALP00000016071
ENSTGUP00000008707	ENSGALP00000026759
ENSTGUP00000001542	ENSGALP00000002819
ENSTGUP00000006743	ENSGALP00000017336
ENSTGUP00000011061	ENSGALP00000009548
ENSTGUP00000002542	ENSGALP00000011212
ENSTGUP00000007443	ENSGALP00000026288
ENSTGUP00000004134	ENSGALP00000019655
ENSTGUP00000004560	ENSGALP00000028008
ENSTGUP00000008574	ENSGALP00000001243
ENSTGUP00000010404	ENSGALP00000017976
ENSTGUP00000012276	ENSGALP00000016230
ENSTGUP00000009362	ENSGALP00000017295
ENSTGUP00000004290	ENSGALP00000007412
ENSTGUP00000005035	ENSGALP00000013937
ENSTGUP00000017505	ENSGALP00000004554
ENSTGUP00000004597	ENSGALP00000021749
ENSTGUP00000012101	ENSGALP00000015840
ENSTGUP00000009335	ENSGALP00000016963
ENSTGUP00000012595	ENSGALP00000029511
ENSTGUP00000005595	ENSGALP00000008871
ENSTGUP00000004809	ENSGALP00000019452
ENSTGUP00000008924	ENSGALP00000012963
ENSTGUP00000009158	ENSGALP00000022081
ENSTGUP00000005205	ENSGALP00000001840
ENSTGUP00000013420	ENSGALP00000030970
ENSTGUP00000006279	ENSGALP00000033816
ENSTGUP00000010279	ENSGALP00000032574
ENSTGUP00000006670	ENSGALP00000010661
ENSTGUP00000011114	ENSGALP00000024470
ENSTGUP00000014898	ENSGALP00000036004
ENSTGUP00000012346	ENSGALP00000022924
ENSTGUP00000016363	ENSGALP00000008717
ENSTGUP00000012338	ENSGALP00000022928
ENSTGUP00000002318	ENSGALP00000042301
ENSTGUP00000003640	ENSGALP00000018435
ENSTGUP00000001076	ENSGALP00000009525
ENSTGUP00000002350	ENSGALP00000015937
ENSTGUP00000011676	ENSGALP00000031163
ENSTGUP00000003611	ENSGALP00000004722
ENSTGUP00000004203	ENSGALP00000043464
ENSTGUP00000010733	ENSGALP00000019982
ENSTGUP00000003812	ENSGALP00000008299
ENSTGUP00000010106	ENSGALP00000018206
ENSTGUP00000005509	ENSGALP00000005241
ENSTGUP00000005802	ENSGALP00000004475
ENSTGUP00000005514	ENSGALP00000038678
ENSTGUP00000000473	ENSGALP00000041632
ENSTGUP00000008908	ENSGALP00000017133
ENSTGUP00000013076	ENSGALP00000025993
ENSTGUP00000000866	ENSGALP00000001024
ENSTGUP00000011967	ENSGALP00000036655
ENSTGUP00000017812	ENSGALP00000002437
ENSTGUP00000006529	ENSGALP00000015930
ENSTGUP00000006289	ENSGALP00000006357
ENSTGUP00000011905	ENSGALP00000043006
ENSTGUP00000011852	ENSGALP00000030247
ENSTGUP00000011506	ENSGALP00000015342
ENSTGUP00000013249	ENSGALP00000018771
ENSTGUP00000006202	ENSGALP00000006652
ENSTGUP00000000509	ENSGALP00000003011
ENSTGUP00000000515	ENSGALP00000021769
ENSTGUP00000013835	ENSGALP00000024554
ENSTGUP00000006275	ENSGALP00000009676
ENSTGUP00000010222	ENSGALP00000024129
ENSTGUP00000011440	ENSGALP00000004163
ENSTGUP00000001396	ENSGALP00000014240
ENSTGUP00000006262	ENSGALP00000041989
ENSTGUP00000010163	ENSGALP00000038228
ENSTGUP00000013862	ENSGALP00000035996
ENSTGUP00000009732	ENSGALP00000023211
ENSTGUP00000002324	ENSGALP00000042461
ENSTGUP00000011214	ENSGALP00000003712
ENSTGUP00000002302	ENSGALP00000041899
ENSTGUP00000011908	ENSGALP00000015904
ENSTGUP00000011715	ENSGALP00000016895
ENSTGUP00000009982	ENSGALP00000042103
ENSTGUP00000008417	ENSGALP00000018368
ENSTGUP00000005558	ENSGALP00000043060
ENSTGUP00000009162	ENSGALP00000017179
ENSTGUP00000002649	ENSGALP00000017578
ENSTGUP00000002654	ENSGALP00000017577
ENSTGUP00000007704	ENSGALP00000009048
ENSTGUP00000002923	ENSGALP00000018196
ENSTGUP00000010265	ENSGALP00000013968
ENSTGUP00000013147	ENSGALP00000025937
ENSTGUP00000007161	ENSGALP00000038618
ENSTGUP00000013577	ENSGALP00000026563
ENSTGUP00000007832	ENSGALP00000017702
ENSTGUP00000009636	ENSGALP00000027103
ENSTGUP00000005765	ENSGALP00000042134
ENSTGUP00000006424	ENSGALP00000009341
ENSTGUP00000007520	ENSGALP00000035846
ENSTGUP00000009565	ENSGALP00000018564
ENSTGUP00000011294	ENSGALP00000029937
ENSTGUP00000000358	ENSGALP00000008319
ENSTGUP00000011716	ENSGALP00000038161
ENSTGUP00000001371	ENSGALP00000014205
ENSTGUP00000005806	ENSGALP00000006280
ENSTGUP00000012004	ENSGALP00000025363
ENSTGUP00000007935	ENSGALP00000041476
ENSTGUP00000003225	ENSGALP00000020536
ENSTGUP00000005094	ENSGALP00000003966
ENSTGUP00000006587	ENSGALP00000007763
ENSTGUP00000002853	ENSGALP00000040567
ENSTGUP00000007341	ENSGALP00000041215
ENSTGUP00000008402	ENSGALP00000021432
ENSTGUP00000011697	ENSGALP00000040769
ENSTGUP00000010747	ENSGALP00000013176
ENSTGUP00000007849	ENSGALP00000021249
ENSTGUP00000003895	ENSGALP00000022893
ENSTGUP00000005313	ENSGALP00000040337
ENSTGUP00000011868	ENSGALP00000022592
ENSTGUP00000012190	ENSGALP00000025609
ENSTGUP00000007029	ENSGALP00000005234
ENSTGUP00000003877	ENSGALP00000004831
ENSTGUP00000003206	ENSGALP00000039286
ENSTGUP00000001875	ENSGALP00000003747
ENSTGUP00000007556	ENSGALP00000002307
ENSTGUP00000006063	ENSGALP00000010268
ENSTGUP00000003391	ENSGALP00000001510
ENSTGUP00000004908	ENSGALP00000004056
ENSTGUP00000002232	ENSGALP00000039929
ENSTGUP00000001466	ENSGALP00000014637
ENSTGUP00000011498	ENSGALP00000039355
ENSTGUP00000006544	ENSGALP00000020651
ENSTGUP00000006179	ENSGALP00000015633
