ENSLOCP00000011371	ENSDARP00000122973
ENSLOCP00000021910	ENSDARP00000114520
ENSLOCP00000014390	ENSDARP00000057879
ENSLOCP00000018798	ENSDARP00000063569
ENSLOCP00000008791	ENSDARP00000056244
ENSLOCP00000019231	ENSDARP00000017489
ENSLOCP00000003331	ENSDARP00000032274
ENSLOCP00000000345	ENSDARP00000122855
ENSLOCP00000004982	ENSDARP00000127960
ENSLOCP00000021901	ENSDARP00000076697
ENSLOCP00000011678	ENSDARP00000116695
ENSLOCP00000007833	ENSDARP00000063257
ENSLOCP00000015751	ENSDARP00000075766
ENSLOCP00000020245	ENSDARP00000116160
ENSLOCP00000020295	ENSDARP00000057729
ENSLOCP00000013918	ENSDARP00000079889
ENSLOCP00000017077	ENSDARP00000069661
ENSLOCP00000005770	ENSDARP00000077707
ENSLOCP00000020358	ENSDARP00000008092
ENSLOCP00000013837	ENSDARP00000114441
ENSLOCP00000013837	ENSDARP00000114711
ENSLOCP00000021222	ENSDARP00000112244
ENSLOCP00000018007	ENSDARP00000114070
ENSLOCP00000012878	ENSDARP00000043297
ENSLOCP00000012890	ENSDARP00000105362
ENSLOCP00000012890	ENSDARP00000058705
ENSLOCP00000002206	ENSDARP00000050897
ENSLOCP00000010760	ENSDARP00000073319
ENSLOCP00000014709	ENSDARP00000104186
ENSLOCP00000014709	ENSDARP00000128024
ENSLOCP00000013191	ENSDARP00000036851
ENSLOCP00000013002	ENSDARP00000012506
ENSLOCP00000003599	ENSDARP00000128225
ENSLOCP00000001818	ENSDARP00000017670
ENSLOCP00000001818	ENSDARP00000062538
ENSLOCP00000000497	ENSDARP00000105703
ENSLOCP00000018599	ENSDARP00000109109
ENSLOCP00000004275	ENSDARP00000080404
ENSLOCP00000004275	ENSDARP00000075049
ENSLOCP00000019974	ENSDARP00000071575
ENSLOCP00000019974	ENSDARP00000098914
ENSLOCP00000003448	ENSDARP00000106372
ENSLOCP00000015492	ENSDARP00000110039
ENSLOCP00000010298	ENSDARP00000013943
ENSLOCP00000010396	ENSDARP00000045880
ENSLOCP00000007403	ENSDARP00000129456
ENSLOCP00000004680	ENSDARP00000122936
ENSLOCP00000004680	ENSDARP00000123297
ENSLOCP00000011236	ENSDARP00000072581
ENSLOCP00000003650	ENSDARP00000107368
ENSLOCP00000017568	ENSDARP00000123693
ENSLOCP00000013656	ENSDARP00000101000
ENSLOCP00000006634	ENSDARP00000033575
ENSLOCP00000007411	ENSDARP00000071718
ENSLOCP00000005117	ENSDARP00000059840
ENSLOCP00000019428	ENSDARP00000013224
ENSLOCP00000011794	ENSDARP00000116711
ENSLOCP00000008883	ENSDARP00000101095
ENSLOCP00000021061	ENSDARP00000106120
ENSLOCP00000015567	ENSDARP00000076977
ENSLOCP00000005515	ENSDARP00000014456
ENSLOCP00000012579	ENSDARP00000066372
ENSLOCP00000019225	ENSDARP00000121437
ENSLOCP00000016781	ENSDARP00000006940
ENSLOCP00000019070	ENSDARP00000095198
ENSLOCP00000019073	ENSDARP00000033750
ENSLOCP00000007848	ENSDARP00000020280
ENSLOCP00000012850	ENSDARP00000074711
ENSLOCP00000000705	ENSDARP00000025726
ENSLOCP00000000705	ENSDARP00000010728
ENSLOCP00000003827	ENSDARP00000122155
ENSLOCP00000012806	ENSDARP00000085788
ENSLOCP00000012881	ENSDARP00000118847
ENSLOCP00000008393	ENSDARP00000091872
ENSLOCP00000007479	ENSDARP00000065494
ENSLOCP00000016181	ENSDARP00000079636
ENSLOCP00000016181	ENSDARP00000050209
ENSLOCP00000001513	ENSDARP00000052917
ENSLOCP00000001513	ENSDARP00000071644
ENSLOCP00000007933	ENSDARP00000052496
ENSLOCP00000018710	ENSDARP00000110985
ENSLOCP00000001986	ENSDARP00000097754
ENSLOCP00000009846	ENSDARP00000099100
ENSLOCP00000018443	ENSDARP00000027995
ENSLOCP00000013177	ENSDARP00000033638
ENSLOCP00000006816	ENSDARP00000075769
ENSLOCP00000011256	ENSDARP00000112584
ENSLOCP00000009182	ENSDARP00000111052
ENSLOCP00000010833	ENSDARP00000069405
ENSLOCP00000014685	ENSDARP00000093277
ENSLOCP00000017223	ENSDARP00000097644
ENSLOCP00000010487	ENSDARP00000071527
ENSLOCP00000005764	ENSDARP00000107923
ENSLOCP00000000026	ENSDARP00000111463
ENSLOCP00000000026	ENSDARP00000027776
ENSLOCP00000014944	ENSDARP00000099020
ENSLOCP00000018359	ENSDARP00000102219
ENSLOCP00000015529	ENSDARP00000122442
ENSLOCP00000015529	ENSDARP00000098349
ENSLOCP00000011522	ENSDARP00000101167
ENSLOCP00000001685	ENSDARP00000097850
ENSLOCP00000002767	ENSDARP00000107236
ENSLOCP00000000936	ENSDARP00000078242
ENSLOCP00000005589	ENSDARP00000009143
ENSLOCP00000012439	ENSDARP00000123046
ENSLOCP00000014927	ENSDARP00000108870
ENSLOCP00000016948	ENSDARP00000064708
ENSLOCP00000015618	ENSDARP00000080869
ENSLOCP00000019400	ENSDARP00000107843
ENSLOCP00000016036	ENSDARP00000080872
ENSLOCP00000016036	ENSDARP00000067638
ENSLOCP00000012722	ENSDARP00000027028
ENSLOCP00000010402	ENSDARP00000095644
ENSLOCP00000007311	ENSDARP00000122172
ENSLOCP00000014968	ENSDARP00000083123
ENSLOCP00000018768	ENSDARP00000109699
ENSLOCP00000018768	ENSDARP00000004922
ENSLOCP00000014682	ENSDARP00000093080
ENSLOCP00000004652	ENSDARP00000095874
ENSLOCP00000004689	ENSDARP00000046775
ENSLOCP00000011664	ENSDARP00000017189
ENSLOCP00000002033	ENSDARP00000106590
ENSLOCP00000004675	ENSDARP00000110098
ENSLOCP00000019733	ENSDARP00000050752
ENSLOCP00000009516	ENSDARP00000126975
ENSLOCP00000008004	ENSDARP00000051778
ENSLOCP00000017807	ENSDARP00000019179
ENSLOCP00000007843	ENSDARP00000106508
ENSLOCP00000001085	ENSDARP00000110359
ENSLOCP00000003484	ENSDARP00000072767
ENSLOCP00000009458	ENSDARP00000060291
ENSLOCP00000015825	ENSDARP00000056431
ENSLOCP00000008187	ENSDARP00000051900
ENSLOCP00000007673	ENSDARP00000110264
ENSLOCP00000013704	ENSDARP00000101211
ENSLOCP00000012506	ENSDARP00000123412
ENSLOCP00000006906	ENSDARP00000104045
ENSLOCP00000009732	ENSDARP00000118274
ENSLOCP00000020119	ENSDARP00000040265
ENSLOCP00000013138	ENSDARP00000010347
ENSLOCP00000002524	ENSDARP00000009713
ENSLOCP00000004941	ENSDARP00000077123
ENSLOCP00000004941	ENSDARP00000085962
ENSLOCP00000016883	ENSDARP00000111661
ENSLOCP00000005592	ENSDARP00000104195
ENSLOCP00000021197	ENSDARP00000121429
ENSLOCP00000011891	ENSDARP00000078057
ENSLOCP00000020619	ENSDARP00000087625
ENSLOCP00000009498	ENSDARP00000079812
ENSLOCP00000002996	ENSDARP00000102193
ENSLOCP00000006462	ENSDARP00000002994
ENSLOCP00000006910	ENSDARP00000092636
ENSLOCP00000004423	ENSDARP00000013575
ENSLOCP00000010198	ENSDARP00000060808
ENSLOCP00000002343	ENSDARP00000080411
ENSLOCP00000007801	ENSDARP00000116550
ENSLOCP00000022246	ENSDARP00000112153
ENSLOCP00000011499	ENSDARP00000118902
ENSLOCP00000010821	ENSDARP00000117673
ENSLOCP00000017173	ENSDARP00000090876
ENSLOCP00000015271	ENSDARP00000104463
ENSLOCP00000004223	ENSDARP00000098422
ENSLOCP00000004223	ENSDARP00000081544
ENSLOCP00000004673	ENSDARP00000017878
ENSLOCP00000004673	ENSDARP00000074210
ENSLOCP00000003496	ENSDARP00000111628
ENSLOCP00000001376	ENSDARP00000014003
ENSLOCP00000001376	ENSDARP00000089612
ENSLOCP00000016638	ENSDARP00000091542
ENSLOCP00000011257	ENSDARP00000124637
ENSLOCP00000021340	ENSDARP00000061172
ENSLOCP00000008690	ENSDARP00000002844
ENSLOCP00000015114	ENSDARP00000073256
ENSLOCP00000009740	ENSDARP00000106517
ENSLOCP00000004062	ENSDARP00000019154
ENSLOCP00000016254	ENSDARP00000072334
ENSLOCP00000018767	ENSDARP00000105565
ENSLOCP00000006961	ENSDARP00000056137
ENSLOCP00000013708	ENSDARP00000103341
ENSLOCP00000010788	ENSDARP00000098098
ENSLOCP00000009773	ENSDARP00000085503
ENSLOCP00000007891	ENSDARP00000096452
ENSLOCP00000012893	ENSDARP00000075918
ENSLOCP00000010267	ENSDARP00000024892
ENSLOCP00000001991	ENSDARP00000033243
ENSLOCP00000016326	ENSDARP00000009990
ENSLOCP00000017936	ENSDARP00000082527
ENSLOCP00000017936	ENSDARP00000112624
ENSLOCP00000002876	ENSDARP00000102353
ENSLOCP00000016150	ENSDARP00000101414
ENSLOCP00000019095	ENSDARP00000121427
ENSLOCP00000012621	ENSDARP00000056744
ENSLOCP00000016642	ENSDARP00000049225
ENSLOCP00000019459	ENSDARP00000110623
ENSLOCP00000014502	ENSDARP00000007824
ENSLOCP00000019600	ENSDARP00000008312
ENSLOCP00000002606	ENSDARP00000115028
ENSLOCP00000007197	ENSDARP00000058458
ENSLOCP00000020398	ENSDARP00000058577
ENSLOCP00000009033	ENSDARP00000123862
ENSLOCP00000003686	ENSDARP00000100941
ENSLOCP00000007012	ENSDARP00000100140
ENSLOCP00000017397	ENSDARP00000127920
ENSLOCP00000019918	ENSDARP00000113863
ENSLOCP00000019918	ENSDARP00000125621
ENSLOCP00000017605	ENSDARP00000109397
ENSLOCP00000001849	ENSDARP00000093378
ENSLOCP00000010068	ENSDARP00000030104
ENSLOCP00000008264	ENSDARP00000091859
ENSLOCP00000008264	ENSDARP00000068939
ENSLOCP00000018420	ENSDARP00000074181
ENSLOCP00000017196	ENSDARP00000105618
ENSLOCP00000015631	ENSDARP00000081499
ENSLOCP00000017289	ENSDARP00000069215
ENSLOCP00000007535	ENSDARP00000121086
ENSLOCP00000015142	ENSDARP00000058484
ENSLOCP00000018742	ENSDARP00000069966
ENSLOCP00000007303	ENSDARP00000126254
ENSLOCP00000007303	ENSDARP00000112191
ENSLOCP00000013225	ENSDARP00000103214
ENSLOCP00000009050	ENSDARP00000109534
ENSLOCP00000009050	ENSDARP00000109176
ENSLOCP00000015396	ENSDARP00000076902
ENSLOCP00000015396	ENSDARP00000099909
ENSLOCP00000015678	ENSDARP00000121336
ENSLOCP00000015678	ENSDARP00000073748
ENSLOCP00000006159	ENSDARP00000121255
ENSLOCP00000006159	ENSDARP00000030479
ENSLOCP00000013457	ENSDARP00000059795
ENSLOCP00000011701	ENSDARP00000107990
ENSLOCP00000009685	ENSDARP00000020860
ENSLOCP00000019450	ENSDARP00000091640
ENSLOCP00000012845	ENSDARP00000128294
ENSLOCP00000018664	ENSDARP00000108905
ENSLOCP00000005312	ENSDARP00000067516
ENSLOCP00000005312	ENSDARP00000071808
ENSLOCP00000011689	ENSDARP00000049675
ENSLOCP00000009365	ENSDARP00000079760
ENSLOCP00000021043	ENSDARP00000106040
ENSLOCP00000001851	ENSDARP00000009828
ENSLOCP00000001851	ENSDARP00000128613
ENSLOCP00000000350	ENSDARP00000037411
ENSLOCP00000020122	ENSDARP00000022617
ENSLOCP00000018702	ENSDARP00000069672
ENSLOCP00000007667	ENSDARP00000016803
ENSLOCP00000003757	ENSDARP00000055680
ENSLOCP00000000672	ENSDARP00000115394
ENSLOCP00000004246	ENSDARP00000114555
ENSLOCP00000007288	ENSDARP00000074827
ENSLOCP00000009894	ENSDARP00000070225
ENSLOCP00000005594	ENSDARP00000074230
ENSLOCP00000007278	ENSDARP00000002817
ENSLOCP00000006977	ENSDARP00000083719
ENSLOCP00000014410	ENSDARP00000074928
ENSLOCP00000009297	ENSDARP00000089171
ENSLOCP00000005937	ENSDARP00000111877
ENSLOCP00000004321	ENSDARP00000027924
ENSLOCP00000004528	ENSDARP00000013777
ENSLOCP00000012478	ENSDARP00000113335
ENSLOCP00000006559	ENSDARP00000011927
ENSLOCP00000011739	ENSDARP00000105198
ENSLOCP00000000030	ENSDARP00000129397
ENSLOCP00000000030	ENSDARP00000127989
ENSLOCP00000017258	ENSDARP00000026695
ENSLOCP00000018852	ENSDARP00000121877
ENSLOCP00000002689	ENSDARP00000059263
ENSLOCP00000014733	ENSDARP00000074553
ENSLOCP00000011238	ENSDARP00000123794
ENSLOCP00000020279	ENSDARP00000060504
ENSLOCP00000011676	ENSDARP00000084278
ENSLOCP00000007102	ENSDARP00000075741
ENSLOCP00000007102	ENSDARP00000027521
ENSLOCP00000018472	ENSDARP00000060624
ENSLOCP00000015164	ENSDARP00000105393
ENSLOCP00000015164	ENSDARP00000092397
ENSLOCP00000010594	ENSDARP00000092617
ENSLOCP00000007229	ENSDARP00000015065
ENSLOCP00000007229	ENSDARP00000108873
ENSLOCP00000003412	ENSDARP00000097710
ENSLOCP00000003412	ENSDARP00000097725
ENSLOCP00000016068	ENSDARP00000109506
ENSLOCP00000016976	ENSDARP00000073348
ENSLOCP00000021360	ENSDARP00000002357
ENSLOCP00000005619	ENSDARP00000094416
ENSLOCP00000002145	ENSDARP00000072659
ENSLOCP00000001957	ENSDARP00000094479
ENSLOCP00000001957	ENSDARP00000090521
ENSLOCP00000020071	ENSDARP00000027102
ENSLOCP00000006901	ENSDARP00000034396
ENSLOCP00000002910	ENSDARP00000097852
ENSLOCP00000004743	ENSDARP00000095054
ENSLOCP00000002913	ENSDARP00000111676
ENSLOCP00000022019	ENSDARP00000060282
ENSLOCP00000010802	ENSDARP00000098818
ENSLOCP00000010802	ENSDARP00000102366
ENSLOCP00000011873	ENSDARP00000068362
ENSLOCP00000007574	ENSDARP00000083841
ENSLOCP00000007574	ENSDARP00000115340
ENSLOCP00000017581	ENSDARP00000125676
ENSLOCP00000008284	ENSDARP00000108443
ENSLOCP00000019451	ENSDARP00000027276
ENSLOCP00000000951	ENSDARP00000104653
ENSLOCP00000005835	ENSDARP00000102414
ENSLOCP00000005835	ENSDARP00000117598
ENSLOCP00000020086	ENSDARP00000098329
ENSLOCP00000011944	ENSDARP00000098796
ENSLOCP00000020881	ENSDARP00000062422
ENSLOCP00000011974	ENSDARP00000124278
ENSLOCP00000011974	ENSDARP00000000488
ENSLOCP00000006233	ENSDARP00000109084
ENSLOCP00000004049	ENSDARP00000115190
ENSLOCP00000009317	ENSDARP00000078265
ENSLOCP00000008299	ENSDARP00000019936
ENSLOCP00000008299	ENSDARP00000044275
ENSLOCP00000012103	ENSDARP00000101175
ENSLOCP00000021356	ENSDARP00000062401
ENSLOCP00000003325	ENSDARP00000126183
ENSLOCP00000012428	ENSDARP00000120955
ENSLOCP00000008512	ENSDARP00000115246
ENSLOCP00000009811	ENSDARP00000114536
ENSLOCP00000007330	ENSDARP00000101673
ENSLOCP00000007330	ENSDARP00000099963
ENSLOCP00000020078	ENSDARP00000094148
ENSLOCP00000004804	ENSDARP00000102979
ENSLOCP00000020565	ENSDARP00000096007
ENSLOCP00000020636	ENSDARP00000071926
ENSLOCP00000001383	ENSDARP00000027046
ENSLOCP00000010623	ENSDARP00000108033
ENSLOCP00000012876	ENSDARP00000018976
ENSLOCP00000014942	ENSDARP00000119756
ENSLOCP00000004813	ENSDARP00000009647
ENSLOCP00000005023	ENSDARP00000056080
ENSLOCP00000018801	ENSDARP00000098210
ENSLOCP00000021097	ENSDARP00000031210
ENSLOCP00000009061	ENSDARP00000064732
ENSLOCP00000001924	ENSDARP00000015293
ENSLOCP00000020253	ENSDARP00000125702
ENSLOCP00000013056	ENSDARP00000094348
ENSLOCP00000008639	ENSDARP00000084189
ENSLOCP00000001341	ENSDARP00000100942
ENSLOCP00000012993	ENSDARP00000094932
ENSLOCP00000019060	ENSDARP00000127937
ENSLOCP00000013725	ENSDARP00000042971
ENSLOCP00000013725	ENSDARP00000032398
ENSLOCP00000018040	ENSDARP00000125735
ENSLOCP00000016838	ENSDARP00000128876
ENSLOCP00000011173	ENSDARP00000074839
ENSLOCP00000015087	ENSDARP00000105416
ENSLOCP00000007929	ENSDARP00000119497
ENSLOCP00000005303	ENSDARP00000088242
ENSLOCP00000005149	ENSDARP00000069134
ENSLOCP00000017094	ENSDARP00000116420
ENSLOCP00000005091	ENSDARP00000059326
ENSLOCP00000005091	ENSDARP00000112876
ENSLOCP00000008469	ENSDARP00000073475
ENSLOCP00000016665	ENSDARP00000123846
ENSLOCP00000011861	ENSDARP00000106584
ENSLOCP00000002533	ENSDARP00000002260
ENSLOCP00000002533	ENSDARP00000092924
ENSLOCP00000020351	ENSDARP00000008636
ENSLOCP00000013350	ENSDARP00000111199
ENSLOCP00000020375	ENSDARP00000103408
ENSLOCP00000015956	ENSDARP00000079658
ENSLOCP00000019457	ENSDARP00000072020
ENSLOCP00000012838	ENSDARP00000043710
ENSLOCP00000012885	ENSDARP00000096495
ENSLOCP00000019960	ENSDARP00000033788
ENSLOCP00000021035	ENSDARP00000051885
ENSLOCP00000016824	ENSDARP00000015588
ENSLOCP00000019751	ENSDARP00000091974
ENSLOCP00000019672	ENSDARP00000123428
ENSLOCP00000009952	ENSDARP00000067620
ENSLOCP00000002754	ENSDARP00000128756
ENSLOCP00000017178	ENSDARP00000073136
ENSLOCP00000013694	ENSDARP00000042275
ENSLOCP00000001161	ENSDARP00000086634
ENSLOCP00000007342	ENSDARP00000105484
ENSLOCP00000007342	ENSDARP00000094840
ENSLOCP00000006700	ENSDARP00000122218
ENSLOCP00000017462	ENSDARP00000098704
ENSLOCP00000010638	ENSDARP00000112513
ENSLOCP00000009703	ENSDARP00000077648
ENSLOCP00000009703	ENSDARP00000075158
ENSLOCP00000008519	ENSDARP00000120945
ENSLOCP00000008519	ENSDARP00000115460
ENSLOCP00000009741	ENSDARP00000096925
ENSLOCP00000009741	ENSDARP00000076274
ENSLOCP00000015354	ENSDARP00000035841
ENSLOCP00000021634	ENSDARP00000056559
ENSLOCP00000022058	ENSDARP00000057552
ENSLOCP00000022333	ENSDARP00000066438
ENSLOCP00000009571	ENSDARP00000091590
ENSLOCP00000003240	ENSDARP00000060192
ENSLOCP00000003820	ENSDARP00000076434
ENSLOCP00000020134	ENSDARP00000045286
ENSLOCP00000007415	ENSDARP00000041380
ENSLOCP00000006810	ENSDARP00000111083
ENSLOCP00000021085	ENSDARP00000121369
ENSLOCP00000009460	ENSDARP00000062264
ENSLOCP00000009460	ENSDARP00000006738
ENSLOCP00000005904	ENSDARP00000090676
ENSLOCP00000019529	ENSDARP00000045849
ENSLOCP00000007352	ENSDARP00000018636
ENSLOCP00000007504	ENSDARP00000065879
ENSLOCP00000000961	ENSDARP00000095079
ENSLOCP00000019290	ENSDARP00000074719
ENSLOCP00000021352	ENSDARP00000109085
ENSLOCP00000006318	ENSDARP00000003013
ENSLOCP00000006082	ENSDARP00000085363
ENSLOCP00000021692	ENSDARP00000052364
ENSLOCP00000022459	ENSDARP00000062701
ENSLOCP00000021691	ENSDARP00000052365
ENSLOCP00000021920	ENSDARP00000112432
ENSLOCP00000000829	ENSDARP00000002746
ENSLOCP00000000446	ENSDARP00000051615
ENSLOCP00000006458	ENSDARP00000037108
ENSLOCP00000006458	ENSDARP00000103212
ENSLOCP00000019434	ENSDARP00000024947
ENSLOCP00000019434	ENSDARP00000046217
ENSLOCP00000016311	ENSDARP00000129535
ENSLOCP00000016311	ENSDARP00000050257
ENSLOCP00000019085	ENSDARP00000067933
ENSLOCP00000001807	ENSDARP00000107120
ENSLOCP00000020846	ENSDARP00000101844
ENSLOCP00000006151	ENSDARP00000034038
ENSLOCP00000000919	ENSDARP00000095538
ENSLOCP00000006919	ENSDARP00000043402
ENSLOCP00000000599	ENSDARP00000010055
ENSLOCP00000022440	ENSDARP00000071951
ENSLOCP00000005504	ENSDARP00000005108
ENSLOCP00000009798	ENSDARP00000109597
ENSLOCP00000009798	ENSDARP00000114485
ENSLOCP00000014539	ENSDARP00000111484
ENSLOCP00000014539	ENSDARP00000067540
ENSLOCP00000000540	ENSDARP00000098081
ENSLOCP00000000540	ENSDARP00000011541
ENSLOCP00000004563	ENSDARP00000008510
ENSLOCP00000020393	ENSDARP00000115181
ENSLOCP00000002598	ENSDARP00000110503
ENSLOCP00000015174	ENSDARP00000099084
ENSLOCP00000009362	ENSDARP00000106752
ENSLOCP00000009326	ENSDARP00000061036
ENSLOCP00000010362	ENSDARP00000071406
ENSLOCP00000016687	ENSDARP00000100137
ENSLOCP00000007291	ENSDARP00000023845
ENSLOCP00000007291	ENSDARP00000107652
ENSLOCP00000014355	ENSDARP00000100656
ENSLOCP00000008872	ENSDARP00000057971
ENSLOCP00000013103	ENSDARP00000006973
ENSLOCP00000001728	ENSDARP00000023098
ENSLOCP00000000326	ENSDARP00000058661
ENSLOCP00000019051	ENSDARP00000111451
ENSLOCP00000019265	ENSDARP00000009258
ENSLOCP00000017731	ENSDARP00000013512
ENSLOCP00000017566	ENSDARP00000019118
ENSLOCP00000004632	ENSDARP00000080578
ENSLOCP00000004632	ENSDARP00000087545
ENSLOCP00000018440	ENSDARP00000036852
ENSLOCP00000018440	ENSDARP00000101200
ENSLOCP00000008782	ENSDARP00000079802
ENSLOCP00000008782	ENSDARP00000120305
ENSLOCP00000001716	ENSDARP00000082836
ENSLOCP00000008137	ENSDARP00000106982
ENSLOCP00000011931	ENSDARP00000025702
ENSLOCP00000001677	ENSDARP00000128500
ENSLOCP00000018135	ENSDARP00000118154
ENSLOCP00000019917	ENSDARP00000067130
ENSLOCP00000001866	ENSDARP00000109755
ENSLOCP00000011822	ENSDARP00000059203
ENSLOCP00000010082	ENSDARP00000081206
ENSLOCP00000001913	ENSDARP00000077740
ENSLOCP00000011416	ENSDARP00000049464
ENSLOCP00000014372	ENSDARP00000127361
ENSLOCP00000006665	ENSDARP00000100679
ENSLOCP00000014284	ENSDARP00000085375
ENSLOCP00000002136	ENSDARP00000096566
ENSLOCP00000009461	ENSDARP00000099707
ENSLOCP00000009461	ENSDARP00000030591
ENSLOCP00000007554	ENSDARP00000070155
ENSLOCP00000015210	ENSDARP00000121575
ENSLOCP00000015218	ENSDARP00000114970
ENSLOCP00000007388	ENSDARP00000059622
ENSLOCP00000007597	ENSDARP00000073572
ENSLOCP00000006576	ENSDARP00000124594
ENSLOCP00000006576	ENSDARP00000101759
ENSLOCP00000002353	ENSDARP00000043428
ENSLOCP00000004327	ENSDARP00000089852
ENSLOCP00000004327	ENSDARP00000075936
ENSLOCP00000004189	ENSDARP00000048613
ENSLOCP00000004189	ENSDARP00000077277
ENSLOCP00000015581	ENSDARP00000118703
ENSLOCP00000015581	ENSDARP00000125103
ENSLOCP00000007560	ENSDARP00000031713
ENSLOCP00000007560	ENSDARP00000117358
ENSLOCP00000008724	ENSDARP00000015997
ENSLOCP00000008724	ENSDARP00000014252
ENSLOCP00000016625	ENSDARP00000072885
ENSLOCP00000004732	ENSDARP00000099567
ENSLOCP00000010462	ENSDARP00000097750
ENSLOCP00000002838	ENSDARP00000070393
ENSLOCP00000008705	ENSDARP00000089792
ENSLOCP00000005850	ENSDARP00000003459
ENSLOCP00000016350	ENSDARP00000050527
ENSLOCP00000016350	ENSDARP00000073055
ENSLOCP00000008822	ENSDARP00000129708
ENSLOCP00000008802	ENSDARP00000103654
ENSLOCP00000008802	ENSDARP00000103881
ENSLOCP00000004492	ENSDARP00000100708
ENSLOCP00000011786	ENSDARP00000059419
ENSLOCP00000012112	ENSDARP00000108179
ENSLOCP00000000295	ENSDARP00000112124
ENSLOCP00000008739	ENSDARP00000062683
ENSLOCP00000006421	ENSDARP00000103850
ENSLOCP00000009064	ENSDARP00000072664
ENSLOCP00000006580	ENSDARP00000089068
ENSLOCP00000018624	ENSDARP00000124182
ENSLOCP00000012190	ENSDARP00000107643
ENSLOCP00000012190	ENSDARP00000057421
ENSLOCP00000013987	ENSDARP00000021266
ENSLOCP00000016999	ENSDARP00000111237
ENSLOCP00000009137	ENSDARP00000099485
ENSLOCP00000014129	ENSDARP00000128445
ENSLOCP00000014129	ENSDARP00000127385
ENSLOCP00000014931	ENSDARP00000126876
ENSLOCP00000015917	ENSDARP00000079958
ENSLOCP00000015917	ENSDARP00000085613
ENSLOCP00000000012	ENSDARP00000108879
ENSLOCP00000010552	ENSDARP00000042005
ENSLOCP00000014081	ENSDARP00000128910
ENSLOCP00000014081	ENSDARP00000122562
ENSLOCP00000008337	ENSDARP00000098656
ENSLOCP00000021429	ENSDARP00000010990
ENSLOCP00000021090	ENSDARP00000076483
ENSLOCP00000022026	ENSDARP00000096012
ENSLOCP00000022026	ENSDARP00000065032
ENSLOCP00000018659	ENSDARP00000028958
ENSLOCP00000005298	ENSDARP00000045658
ENSLOCP00000018978	ENSDARP00000074466
ENSLOCP00000018978	ENSDARP00000121481
ENSLOCP00000001067	ENSDARP00000083961
ENSLOCP00000005381	ENSDARP00000118079
ENSLOCP00000013432	ENSDARP00000120614
ENSLOCP00000005097	ENSDARP00000037677
ENSLOCP00000012580	ENSDARP00000100688
ENSLOCP00000002029	ENSDARP00000002926
ENSLOCP00000006953	ENSDARP00000040333
ENSLOCP00000012884	ENSDARP00000056212
ENSLOCP00000001757	ENSDARP00000056821
ENSLOCP00000003565	ENSDARP00000059343
ENSLOCP00000021144	ENSDARP00000050302
ENSLOCP00000010429	ENSDARP00000070898
ENSLOCP00000008438	ENSDARP00000057501
ENSLOCP00000019936	ENSDARP00000079698
ENSLOCP00000018686	ENSDARP00000003481
ENSLOCP00000014145	ENSDARP00000076034
ENSLOCP00000004769	ENSDARP00000071853
ENSLOCP00000007069	ENSDARP00000077802
ENSLOCP00000001710	ENSDARP00000028345
ENSLOCP00000008461	ENSDARP00000105068
ENSLOCP00000008461	ENSDARP00000007964
ENSLOCP00000009712	ENSDARP00000058795
ENSLOCP00000012600	ENSDARP00000065082
ENSLOCP00000012292	ENSDARP00000110639
ENSLOCP00000018248	ENSDARP00000074971
ENSLOCP00000016783	ENSDARP00000124776
ENSLOCP00000016783	ENSDARP00000058502
ENSLOCP00000008998	ENSDARP00000025096
ENSLOCP00000002589	ENSDARP00000112131
ENSLOCP00000002721	ENSDARP00000101197
ENSLOCP00000001323	ENSDARP00000086420
ENSLOCP00000001229	ENSDARP00000052697
ENSLOCP00000001229	ENSDARP00000015616
ENSLOCP00000004532	ENSDARP00000114855
ENSLOCP00000003106	ENSDARP00000102401
ENSLOCP00000014995	ENSDARP00000110866
ENSLOCP00000005102	ENSDARP00000124379
ENSLOCP00000021666	ENSDARP00000123535
ENSLOCP00000009686	ENSDARP00000000618
ENSLOCP00000001440	ENSDARP00000084183
