ENSGALP00000006197	ENSACAP00000005936
ENSGALP00000002254	ENSACAP00000016743
ENSGALP00000042542	ENSACAP00000014257
ENSGALP00000037968	ENSACAP00000016971
ENSGALP00000041860	ENSACAP00000013049
ENSGALP00000008398	ENSACAP00000004827
ENSGALP00000001446	ENSACAP00000008097
ENSGALP00000007286	ENSACAP00000015064
ENSGALP00000001900	ENSACAP00000011947
ENSGALP00000027721	ENSACAP00000012509
ENSGALP00000016933	ENSACAP00000007374
ENSGALP00000042562	ENSACAP00000008385
ENSGALP00000024476	ENSACAP00000017610
ENSGALP00000009496	ENSACAP00000007026
ENSGALP00000022459	ENSACAP00000016643
ENSGALP00000017565	ENSACAP00000005709
ENSGALP00000026855	ENSACAP00000005011
ENSGALP00000026102	ENSACAP00000017625
ENSGALP00000009716	ENSACAP00000013419
ENSGALP00000024317	ENSACAP00000017473
ENSGALP00000043393	ENSACAP00000013270
ENSGALP00000014471	ENSACAP00000004324
ENSGALP00000023395	ENSACAP00000005647
ENSGALP00000026833	ENSACAP00000018600
ENSGALP00000016983	ENSACAP00000020815
ENSGALP00000041412	ENSACAP00000005658
ENSGALP00000008688	ENSACAP00000003873
ENSGALP00000003381	ENSACAP00000001847
ENSGALP00000005931	ENSACAP00000016252
ENSGALP00000023114	ENSACAP00000011018
ENSGALP00000007134	ENSACAP00000014400
ENSGALP00000011455	ENSACAP00000017680
ENSGALP00000008480	ENSACAP00000006621
ENSGALP00000022938	ENSACAP00000006888
ENSGALP00000007355	ENSACAP00000002433
ENSGALP00000017328	ENSACAP00000012603
ENSGALP00000002771	ENSACAP00000006722
ENSGALP00000024151	ENSACAP00000000166
ENSGALP00000020848	ENSACAP00000000761
ENSGALP00000027109	ENSACAP00000000469
ENSGALP00000041213	ENSACAP00000004980
ENSGALP00000040803	ENSACAP00000017296
ENSGALP00000041826	ENSACAP00000011786
ENSGALP00000000573	ENSACAP00000000418
ENSGALP00000037338	ENSACAP00000012675
ENSGALP00000013244	ENSACAP00000006960
ENSGALP00000010604	ENSACAP00000010240
ENSGALP00000032348	ENSACAP00000014189
ENSGALP00000018259	ENSACAP00000010789
ENSGALP00000013516	ENSACAP00000014850
ENSGALP00000012415	ENSACAP00000008332
ENSGALP00000008036	ENSACAP00000009102
ENSGALP00000002248	ENSACAP00000001569
ENSGALP00000042673	ENSACAP00000017077
ENSGALP00000004513	ENSACAP00000020480
ENSGALP00000030591	ENSACAP00000016100
ENSGALP00000019758	ENSACAP00000009293
ENSGALP00000042794	ENSACAP00000014504
ENSGALP00000015510	ENSACAP00000003103
ENSGALP00000017181	ENSACAP00000008168
ENSGALP00000016191	ENSACAP00000014966
ENSGALP00000039408	ENSACAP00000017657
ENSGALP00000015265	ENSACAP00000008012
ENSGALP00000020593	ENSACAP00000001256
ENSGALP00000024724	ENSACAP00000001679
ENSGALP00000003142	ENSACAP00000011459
ENSGALP00000005668	ENSACAP00000011754
ENSGALP00000008204	ENSACAP00000001743
ENSGALP00000038046	ENSACAP00000021079
ENSGALP00000027674	ENSACAP00000006141
ENSGALP00000041009	ENSACAP00000014093
ENSGALP00000043419	ENSACAP00000017619
ENSGALP00000042606	ENSACAP00000000488
ENSGALP00000039544	ENSACAP00000022182
ENSGALP00000042468	ENSACAP00000010306
ENSGALP00000002860	ENSACAP00000016734
ENSGALP00000025396	ENSACAP00000014339
ENSGALP00000024046	ENSACAP00000007732
ENSGALP00000026717	ENSACAP00000010878
ENSGALP00000005724	ENSACAP00000019151
ENSGALP00000026521	ENSACAP00000001496
ENSGALP00000022626	ENSACAP00000010292
ENSGALP00000028277	ENSACAP00000012277
ENSGALP00000029360	ENSACAP00000006680
ENSGALP00000019456	ENSACAP00000004532
ENSGALP00000038897	ENSACAP00000006098
ENSGALP00000002853	ENSACAP00000000151
ENSGALP00000023161	ENSACAP00000014342
ENSGALP00000006289	ENSACAP00000012194
ENSGALP00000041982	ENSACAP00000011103
ENSGALP00000041345	ENSACAP00000002318
ENSGALP00000001157	ENSACAP00000010028
ENSGALP00000016259	ENSACAP00000003726
ENSGALP00000005271	ENSACAP00000004442
ENSGALP00000021343	ENSACAP00000014144
ENSGALP00000043463	ENSACAP00000017920
ENSGALP00000007177	ENSACAP00000014818
ENSGALP00000039149	ENSACAP00000006606
ENSGALP00000015016	ENSACAP00000011951
ENSGALP00000018245	ENSACAP00000010620
ENSGALP00000012123	ENSACAP00000003405
ENSGALP00000024242	ENSACAP00000010709
ENSGALP00000019539	ENSACAP00000005082
ENSGALP00000033343	ENSACAP00000005003
ENSGALP00000000666	ENSACAP00000007021
ENSGALP00000035573	ENSACAP00000003768
ENSGALP00000042477	ENSACAP00000007638
ENSGALP00000023549	ENSACAP00000008493
ENSGALP00000009847	ENSACAP00000012584
ENSGALP00000022326	ENSACAP00000008920
ENSGALP00000018260	ENSACAP00000002328
ENSGALP00000041633	ENSACAP00000015809
ENSGALP00000005776	ENSACAP00000016856
ENSGALP00000019881	ENSACAP00000009176
ENSGALP00000023701	ENSACAP00000014352
ENSGALP00000016692	ENSACAP00000015445
ENSGALP00000030117	ENSACAP00000001423
ENSGALP00000043101	ENSACAP00000007883
ENSGALP00000005229	ENSACAP00000017725
ENSGALP00000000517	ENSACAP00000011778
ENSGALP00000012074	ENSACAP00000003588
ENSGALP00000009480	ENSACAP00000006092
ENSGALP00000024559	ENSACAP00000017683
ENSGALP00000009910	ENSACAP00000002926
ENSGALP00000023196	ENSACAP00000013311
ENSGALP00000014659	ENSACAP00000018124
ENSGALP00000015353	ENSACAP00000006845
ENSGALP00000021676	ENSACAP00000004648
ENSGALP00000012029	ENSACAP00000015407
ENSGALP00000014285	ENSACAP00000022831
ENSGALP00000018625	ENSACAP00000001836
ENSGALP00000043108	ENSACAP00000007648
ENSGALP00000013162	ENSACAP00000009197
ENSGALP00000007465	ENSACAP00000003540
ENSGALP00000040794	ENSACAP00000001250
ENSGALP00000040805	ENSACAP00000005491
ENSGALP00000023931	ENSACAP00000008538
ENSGALP00000027822	ENSACAP00000002622
ENSGALP00000025504	ENSACAP00000004152
ENSGALP00000024944	ENSACAP00000013422
ENSGALP00000018705	ENSACAP00000014490
ENSGALP00000007203	ENSACAP00000010085
ENSGALP00000004856	ENSACAP00000017156
ENSGALP00000004453	ENSACAP00000009883
ENSGALP00000017354	ENSACAP00000009950
ENSGALP00000016255	ENSACAP00000004354
ENSGALP00000008600	ENSACAP00000005681
ENSGALP00000002430	ENSACAP00000022012
ENSGALP00000022385	ENSACAP00000020344
ENSGALP00000006575	ENSACAP00000009257
ENSGALP00000014582	ENSACAP00000006091
ENSGALP00000036970	ENSACAP00000016382
ENSGALP00000042839	ENSACAP00000002402
ENSGALP00000017266	ENSACAP00000008065
ENSGALP00000007432	ENSACAP00000007329
ENSGALP00000028084	ENSACAP00000005301
ENSGALP00000004794	ENSACAP00000013133
ENSGALP00000006003	ENSACAP00000015203
ENSGALP00000016954	ENSACAP00000016915
ENSGALP00000005954	ENSACAP00000010439
ENSGALP00000005834	ENSACAP00000014959
ENSGALP00000017139	ENSACAP00000008149
ENSGALP00000000930	ENSACAP00000003403
ENSGALP00000030246	ENSACAP00000014215
ENSGALP00000011291	ENSACAP00000013804
ENSGALP00000027179	ENSACAP00000014275
ENSGALP00000018188	ENSACAP00000002456
ENSGALP00000028895	ENSACAP00000019932
ENSGALP00000014229	ENSACAP00000000879
ENSGALP00000015553	ENSACAP00000005841
ENSGALP00000030511	ENSACAP00000014720
ENSGALP00000025177	ENSACAP00000012767
ENSGALP00000007531	ENSACAP00000015664
ENSGALP00000005640	ENSACAP00000003449
ENSGALP00000001026	ENSACAP00000008319
ENSGALP00000001224	ENSACAP00000022587
ENSGALP00000016515	ENSACAP00000014428
ENSGALP00000014042	ENSACAP00000017859
ENSGALP00000020629	ENSACAP00000000804
ENSGALP00000017608	ENSACAP00000005834
ENSGALP00000026669	ENSACAP00000012204
ENSGALP00000008851	ENSACAP00000005582
ENSGALP00000024695	ENSACAP00000011634
ENSGALP00000010476	ENSACAP00000004672
ENSGALP00000004390	ENSACAP00000011420
ENSGALP00000038786	ENSACAP00000012585
ENSGALP00000013877	ENSACAP00000013995
ENSGALP00000042774	ENSACAP00000001989
ENSGALP00000004573	ENSACAP00000014837
ENSGALP00000017254	ENSACAP00000001021
ENSGALP00000028262	ENSACAP00000003581
ENSGALP00000025921	ENSACAP00000010827
ENSGALP00000038610	ENSACAP00000020602
ENSGALP00000016181	ENSACAP00000018008
ENSGALP00000005451	ENSACAP00000002785
ENSGALP00000003934	ENSACAP00000007382
ENSGALP00000000715	ENSACAP00000015704
ENSGALP00000003627	ENSACAP00000007121
ENSGALP00000027457	ENSACAP00000016538
ENSGALP00000041722	ENSACAP00000004355
ENSGALP00000000699	ENSACAP00000016317
ENSGALP00000014749	ENSACAP00000006363
ENSGALP00000031992	ENSACAP00000015950
ENSGALP00000011273	ENSACAP00000008999
ENSGALP00000025263	ENSACAP00000010331
ENSGALP00000039734	ENSACAP00000005019
ENSGALP00000036443	ENSACAP00000020642
ENSGALP00000001189	ENSACAP00000007821
ENSGALP00000007729	ENSACAP00000002769
ENSGALP00000042713	ENSACAP00000012889
ENSGALP00000011886	ENSACAP00000004371
ENSGALP00000019357	ENSACAP00000003543
ENSGALP00000007794	ENSACAP00000001362
ENSGALP00000022765	ENSACAP00000011999
ENSGALP00000039233	ENSACAP00000003215
ENSGALP00000014761	ENSACAP00000006463
ENSGALP00000041240	ENSACAP00000021213
ENSGALP00000020163	ENSACAP00000002597
ENSGALP00000004434	ENSACAP00000015135
ENSGALP00000041160	ENSACAP00000002675
ENSGALP00000037083	ENSACAP00000023083
ENSGALP00000033634	ENSACAP00000000392
ENSGALP00000011435	ENSACAP00000012581
ENSGALP00000024534	ENSACAP00000006142
ENSGALP00000023933	ENSACAP00000010514
ENSGALP00000001859	ENSACAP00000017414
ENSGALP00000003065	ENSACAP00000001584
ENSGALP00000038441	ENSACAP00000010860
ENSGALP00000005068	ENSACAP00000021940
ENSGALP00000003630	ENSACAP00000000720
ENSGALP00000005223	ENSACAP00000012602
ENSGALP00000001494	ENSACAP00000008394
ENSGALP00000014356	ENSACAP00000014934
ENSGALP00000004256	ENSACAP00000004232
ENSGALP00000041527	ENSACAP00000017389
ENSGALP00000003123	ENSACAP00000008024
ENSGALP00000012301	ENSACAP00000004734
ENSGALP00000013269	ENSACAP00000003052
ENSGALP00000008746	ENSACAP00000005732
ENSGALP00000003081	ENSACAP00000006154
ENSGALP00000023963	ENSACAP00000004446
ENSGALP00000011502	ENSACAP00000001607
ENSGALP00000006841	ENSACAP00000013342
ENSGALP00000025730	ENSACAP00000004160
ENSGALP00000042840	ENSACAP00000008361
ENSGALP00000022339	ENSACAP00000008002
ENSGALP00000038782	ENSACAP00000000045
ENSGALP00000006573	ENSACAP00000009877
ENSGALP00000017646	ENSACAP00000011531
ENSGALP00000015460	ENSACAP00000005563
ENSGALP00000016155	ENSACAP00000014891
ENSGALP00000016897	ENSACAP00000009442
ENSGALP00000018304	ENSACAP00000013297
ENSGALP00000015027	ENSACAP00000005962
ENSGALP00000036883	ENSACAP00000016931
ENSGALP00000009286	ENSACAP00000000857
ENSGALP00000013458	ENSACAP00000006389
ENSGALP00000008687	ENSACAP00000005071
ENSGALP00000002781	ENSACAP00000008327
ENSGALP00000025965	ENSACAP00000001430
ENSGALP00000043331	ENSACAP00000010888
ENSGALP00000019994	ENSACAP00000001560
ENSGALP00000026522	ENSACAP00000001493
ENSGALP00000002830	ENSACAP00000001771
ENSGALP00000014314	ENSACAP00000005666
ENSGALP00000002244	ENSACAP00000006276
ENSGALP00000020535	ENSACAP00000001366
ENSGALP00000035723	ENSACAP00000004832
ENSGALP00000017401	ENSACAP00000012995
ENSGALP00000010588	ENSACAP00000004850
ENSGALP00000035917	ENSACAP00000002904
ENSGALP00000038150	ENSACAP00000015681
ENSGALP00000022477	ENSACAP00000012928
ENSGALP00000009644	ENSACAP00000004624
ENSGALP00000023880	ENSACAP00000016484
ENSGALP00000038283	ENSACAP00000003570
ENSGALP00000027096	ENSACAP00000001524
ENSGALP00000013688	ENSACAP00000003596
ENSGALP00000038200	ENSACAP00000014329
ENSGALP00000012140	ENSACAP00000013948
ENSGALP00000027280	ENSACAP00000015878
ENSGALP00000002502	ENSACAP00000000772
ENSGALP00000027678	ENSACAP00000022256
ENSGALP00000006895	ENSACAP00000022059
ENSGALP00000019868	ENSACAP00000012666
ENSGALP00000002875	ENSACAP00000000145
ENSGALP00000013540	ENSACAP00000006116
ENSGALP00000008413	ENSACAP00000004845
ENSGALP00000023776	ENSACAP00000015730
ENSGALP00000025660	ENSACAP00000008387
ENSGALP00000038915	ENSACAP00000005078
ENSGALP00000021515	ENSACAP00000009544
ENSGALP00000008015	ENSACAP00000008019
ENSGALP00000005745	ENSACAP00000017415
ENSGALP00000016285	ENSACAP00000020785
ENSGALP00000006445	ENSACAP00000005147
ENSGALP00000026228	ENSACAP00000016546
ENSGALP00000025020	ENSACAP00000001957
ENSGALP00000004204	ENSACAP00000015334
ENSGALP00000019730	ENSACAP00000000675
ENSGALP00000017896	ENSACAP00000001025
ENSGALP00000002995	ENSACAP00000006578
ENSGALP00000024040	ENSACAP00000009080
ENSGALP00000038570	ENSACAP00000015817
ENSGALP00000010317	ENSACAP00000010956
ENSGALP00000042678	ENSACAP00000015364
ENSGALP00000001351	ENSACAP00000007802
ENSGALP00000016680	ENSACAP00000005300
ENSGALP00000006396	ENSACAP00000015481
ENSGALP00000013183	ENSACAP00000014277
ENSGALP00000015589	ENSACAP00000002949
ENSGALP00000019946	ENSACAP00000000989
ENSGALP00000024103	ENSACAP00000011276
ENSGALP00000012144	ENSACAP00000007929
ENSGALP00000024599	ENSACAP00000006617
ENSGALP00000006864	ENSACAP00000000448
ENSGALP00000043125	ENSACAP00000008490
ENSGALP00000012985	ENSACAP00000014912
ENSGALP00000013350	ENSACAP00000013389
ENSGALP00000020548	ENSACAP00000000355
ENSGALP00000022195	ENSACAP00000023176
ENSGALP00000012744	ENSACAP00000008436
ENSGALP00000000122	ENSACAP00000004882
ENSGALP00000004419	ENSACAP00000023219
ENSGALP00000003853	ENSACAP00000011559
ENSGALP00000040704	ENSACAP00000014015
ENSGALP00000015471	ENSACAP00000015900
ENSGALP00000024224	ENSACAP00000010844
ENSGALP00000027576	ENSACAP00000002961
ENSGALP00000009577	ENSACAP00000007146
ENSGALP00000018293	ENSACAP00000011151
ENSGALP00000043122	ENSACAP00000007660
ENSGALP00000004706	ENSACAP00000010690
ENSGALP00000042163	ENSACAP00000010180
ENSGALP00000042859	ENSACAP00000022772
ENSGALP00000014894	ENSACAP00000010541
ENSGALP00000023597	ENSACAP00000012834
ENSGALP00000025303	ENSACAP00000014583
ENSGALP00000033819	ENSACAP00000014833
ENSGALP00000042814	ENSACAP00000005751
ENSGALP00000011716	ENSACAP00000007501
ENSGALP00000043014	ENSACAP00000017325
ENSGALP00000023316	ENSACAP00000005862
ENSGALP00000038304	ENSACAP00000022148
ENSGALP00000018970	ENSACAP00000010905
ENSGALP00000019857	ENSACAP00000000471
ENSGALP00000018298	ENSACAP00000014087
ENSGALP00000002269	ENSACAP00000006820
ENSGALP00000024945	ENSACAP00000013402
ENSGALP00000024013	ENSACAP00000013975
ENSGALP00000000303	ENSACAP00000003372
ENSGALP00000009490	ENSACAP00000009668
ENSGALP00000012949	ENSACAP00000003816
ENSGALP00000019110	ENSACAP00000000597
ENSGALP00000007691	ENSACAP00000015736
ENSGALP00000024278	ENSACAP00000017345
ENSGALP00000042543	ENSACAP00000006396
ENSGALP00000017977	ENSACAP00000010247
ENSGALP00000013720	ENSACAP00000014525
ENSGALP00000042286	ENSACAP00000018440
ENSGALP00000008992	ENSACAP00000004369
ENSGALP00000001227	ENSACAP00000022682
ENSGALP00000019284	ENSACAP00000011563
ENSGALP00000009098	ENSACAP00000015462
ENSGALP00000041760	ENSACAP00000016071
ENSGALP00000037960	ENSACAP00000003582
ENSGALP00000043073	ENSACAP00000017426
ENSGALP00000010361	ENSACAP00000000072
ENSGALP00000027164	ENSACAP00000006027
ENSGALP00000023964	ENSACAP00000017438
ENSGALP00000023327	ENSACAP00000010866
ENSGALP00000042288	ENSACAP00000019072
ENSGALP00000022900	ENSACAP00000022821
ENSGALP00000035883	ENSACAP00000017642
ENSGALP00000026110	ENSACAP00000017647
ENSGALP00000007248	ENSACAP00000001949
ENSGALP00000015257	ENSACAP00000019760
ENSGALP00000004048	ENSACAP00000014244
ENSGALP00000002625	ENSACAP00000001358
ENSGALP00000011298	ENSACAP00000012251
ENSGALP00000019699	ENSACAP00000010428
ENSGALP00000040689	ENSACAP00000010504
ENSGALP00000006035	ENSACAP00000015649
ENSGALP00000025054	ENSACAP00000011643
ENSGALP00000041365	ENSACAP00000019610
ENSGALP00000006639	ENSACAP00000009740
ENSGALP00000025129	ENSACAP00000010865
ENSGALP00000017519	ENSACAP00000014233
ENSGALP00000012878	ENSACAP00000003231
ENSGALP00000009688	ENSACAP00000013455
ENSGALP00000016173	ENSACAP00000017461
ENSGALP00000001912	ENSACAP00000017457
ENSGALP00000042007	ENSACAP00000018820
ENSGALP00000037099	ENSACAP00000007417
ENSGALP00000022465	ENSACAP00000007753
ENSGALP00000004189	ENSACAP00000015358
ENSGALP00000036643	ENSACAP00000011582
ENSGALP00000036644	ENSACAP00000021303
ENSGALP00000041497	ENSACAP00000001600
ENSGALP00000008344	ENSACAP00000012818
ENSGALP00000013360	ENSACAP00000016158
ENSGALP00000015363	ENSACAP00000006934
ENSGALP00000027750	ENSACAP00000013523
ENSGALP00000024620	ENSACAP00000006046
ENSGALP00000042422	ENSACAP00000010427
ENSGALP00000036760	ENSACAP00000008974
ENSGALP00000027006	ENSACAP00000001010
ENSGALP00000008904	ENSACAP00000011940
ENSGALP00000029145	ENSACAP00000004607
ENSGALP00000001400	ENSACAP00000009652
ENSGALP00000003019	ENSACAP00000003482
ENSGALP00000032713	ENSACAP00000001391
ENSGALP00000039107	ENSACAP00000015317
ENSGALP00000039467	ENSACAP00000018173
ENSGALP00000014358	ENSACAP00000002994
ENSGALP00000023770	ENSACAP00000007939
ENSGALP00000025533	ENSACAP00000009335
ENSGALP00000021696	ENSACAP00000017433
ENSGALP00000006565	ENSACAP00000008407
ENSGALP00000024227	ENSACAP00000004249
ENSGALP00000039326	ENSACAP00000019679
ENSGALP00000011647	ENSACAP00000002748
ENSGALP00000043197	ENSACAP00000001306
ENSGALP00000019416	ENSACAP00000004254
ENSGALP00000012992	ENSACAP00000019128
ENSGALP00000041832	ENSACAP00000012069
ENSGALP00000024791	ENSACAP00000014938
ENSGALP00000041771	ENSACAP00000018067
ENSGALP00000008882	ENSACAP00000014485
ENSGALP00000008278	ENSACAP00000002052
ENSGALP00000007706	ENSACAP00000013880
ENSGALP00000026650	ENSACAP00000011124
ENSGALP00000000955	ENSACAP00000016678
ENSGALP00000041842	ENSACAP00000009519
ENSGALP00000006674	ENSACAP00000017235
ENSGALP00000042232	ENSACAP00000006591
ENSGALP00000000063	ENSACAP00000004542
ENSGALP00000031047	ENSACAP00000002232
ENSGALP00000016080	ENSACAP00000003781
ENSGALP00000013701	ENSACAP00000014569
ENSGALP00000004303	ENSACAP00000005527
ENSGALP00000016184	ENSACAP00000003427
ENSGALP00000014785	ENSACAP00000009094
ENSGALP00000007858	ENSACAP00000007188
ENSGALP00000032053	ENSACAP00000015152
ENSGALP00000042291	ENSACAP00000016372
ENSGALP00000040398	ENSACAP00000009022
ENSGALP00000006008	ENSACAP00000011493
ENSGALP00000002092	ENSACAP00000011363
ENSGALP00000022952	ENSACAP00000015442
ENSGALP00000013674	ENSACAP00000014715
ENSGALP00000006935	ENSACAP00000000791
ENSGALP00000019885	ENSACAP00000012614
ENSGALP00000037202	ENSACAP00000008330
ENSGALP00000023977	ENSACAP00000017408
ENSGALP00000000749	ENSACAP00000017499
ENSGALP00000017269	ENSACAP00000022994
ENSGALP00000021293	ENSACAP00000022678
ENSGALP00000007138	ENSACAP00000016955
ENSGALP00000014540	ENSACAP00000006118
ENSGALP00000040714	ENSACAP00000006415
ENSGALP00000026128	ENSACAP00000011376
ENSGALP00000011826	ENSACAP00000003523
ENSGALP00000025418	ENSACAP00000014566
ENSGALP00000033638	ENSACAP00000005967
ENSGALP00000017372	ENSACAP00000016332
ENSGALP00000040640	ENSACAP00000002495
ENSGALP00000025057	ENSACAP00000002002
ENSGALP00000039532	ENSACAP00000011983
ENSGALP00000016725	ENSACAP00000002958
ENSGALP00000042281	ENSACAP00000004933
ENSGALP00000017256	ENSACAP00000008015
ENSGALP00000026392	ENSACAP00000016629
ENSGALP00000007252	ENSACAP00000020824
ENSGALP00000003215	ENSACAP00000011344
ENSGALP00000003901	ENSACAP00000006316
ENSGALP00000004564	ENSACAP00000009814
ENSGALP00000009503	ENSACAP00000004124
ENSGALP00000003836	ENSACAP00000007010
ENSGALP00000012293	ENSACAP00000002568
ENSGALP00000024925	ENSACAP00000013595
ENSGALP00000012443	ENSACAP00000016846
ENSGALP00000006036	ENSACAP00000011844
ENSGALP00000018396	ENSACAP00000011073
ENSGALP00000041419	ENSACAP00000016657
ENSGALP00000022066	ENSACAP00000007239
ENSGALP00000006461	ENSACAP00000004246
ENSGALP00000019899	ENSACAP00000016130
ENSGALP00000003877	ENSACAP00000006457
ENSGALP00000004471	ENSACAP00000007423
ENSGALP00000008562	ENSACAP00000004930
ENSGALP00000024123	ENSACAP00000007615
ENSGALP00000041187	ENSACAP00000008217
ENSGALP00000025902	ENSACAP00000002439
ENSGALP00000026994	ENSACAP00000012020
ENSGALP00000011256	ENSACAP00000013743
ENSGALP00000026354	ENSACAP00000009520
ENSGALP00000026340	ENSACAP00000022710
ENSGALP00000041639	ENSACAP00000005170
ENSGALP00000042699	ENSACAP00000018108
ENSGALP00000041432	ENSACAP00000019437
ENSGALP00000003179	ENSACAP00000021599
ENSGALP00000021353	ENSACAP00000014245
ENSGALP00000043320	ENSACAP00000008847
ENSGALP00000008454	ENSACAP00000005999
ENSGALP00000039613	ENSACAP00000012853
ENSGALP00000013270	ENSACAP00000012166
ENSGALP00000024282	ENSACAP00000017356
ENSGALP00000008464	ENSACAP00000006568
ENSGALP00000001953	ENSACAP00000005947
ENSGALP00000025218	ENSACAP00000002022
ENSGALP00000008250	ENSACAP00000002322
ENSGALP00000025645	ENSACAP00000003434
ENSGALP00000037410	ENSACAP00000002401
ENSGALP00000040848	ENSACAP00000007057
ENSGALP00000015663	ENSACAP00000014711
ENSGALP00000016831	ENSACAP00000016786
ENSGALP00000027337	ENSACAP00000000492
ENSGALP00000005162	ENSACAP00000021914
ENSGALP00000042193	ENSACAP00000022898
ENSGALP00000019220	ENSACAP00000010501
ENSGALP00000005391	ENSACAP00000009540
ENSGALP00000020736	ENSACAP00000015855
ENSGALP00000002505	ENSACAP00000007293
ENSGALP00000039292	ENSACAP00000014304
ENSGALP00000016480	ENSACAP00000014294
ENSGALP00000004443	ENSACAP00000007443
ENSGALP00000041734	ENSACAP00000020357
ENSGALP00000009336	ENSACAP00000005836
ENSGALP00000024260	ENSACAP00000017406
ENSGALP00000005193	ENSACAP00000011419
ENSGALP00000042727	ENSACAP00000015811
ENSGALP00000037819	ENSACAP00000018495
ENSGALP00000006256	ENSACAP00000000934
ENSGALP00000034213	ENSACAP00000020309
ENSGALP00000003373	ENSACAP00000011962
ENSGALP00000041514	ENSACAP00000002310
ENSGALP00000026173	ENSACAP00000014627
ENSGALP00000022822	ENSACAP00000015810
ENSGALP00000010639	ENSACAP00000009025
ENSGALP00000004879	ENSACAP00000000170
ENSGALP00000041099	ENSACAP00000004407
ENSGALP00000024632	ENSACAP00000011729
ENSGALP00000026830	ENSACAP00000010927
ENSGALP00000005221	ENSACAP00000022005
ENSGALP00000002347	ENSACAP00000017093
ENSGALP00000004290	ENSACAP00000012373
ENSGALP00000033549	ENSACAP00000001411
ENSGALP00000023285	ENSACAP00000003487
ENSGALP00000007945	ENSACAP00000008116
ENSGALP00000023992	ENSACAP00000008265
