ENSTGUP00000008915	ENSMUSP00000034074
ENSTGUP00000003302	ENSMUSP00000116006
ENSTGUP00000003141	ENSMUSP00000027943
ENSTGUP00000012583	ENSMUSP00000040706
ENSTGUP00000004112	ENSMUSP00000104977
ENSTGUP00000012306	ENSMUSP00000072773
ENSTGUP00000008981	ENSMUSP00000109367
ENSTGUP00000007998	ENSMUSP00000128209
ENSTGUP00000013749	ENSMUSP00000060613
ENSTGUP00000016119	ENSMUSP00000102227
ENSTGUP00000010914	ENSMUSP00000060930
ENSTGUP00000012493	ENSMUSP00000032396
ENSTGUP00000008216	ENSMUSP00000114578
ENSTGUP00000012597	ENSMUSP00000107333
ENSTGUP00000010168	ENSMUSP00000038444
ENSTGUP00000007592	ENSMUSP00000119912
ENSTGUP00000010481	ENSMUSP00000003319
ENSTGUP00000003915	ENSMUSP00000029644
ENSTGUP00000001133	ENSMUSP00000068192
ENSTGUP00000004839	ENSMUSP00000124089
ENSTGUP00000012468	ENSMUSP00000071939
ENSTGUP00000009991	ENSMUSP00000102711
ENSTGUP00000013101	ENSMUSP00000027337
ENSTGUP00000012991	ENSMUSP00000022953
ENSTGUP00000008910	ENSMUSP00000068987
ENSTGUP00000000754	ENSMUSP00000034630
ENSTGUP00000003006	ENSMUSP00000062122
ENSTGUP00000005048	ENSMUSP00000057669
ENSTGUP00000008499	ENSMUSP00000047865
ENSTGUP00000011284	ENSMUSP00000068516
ENSTGUP00000014305	ENSMUSP00000027027
ENSTGUP00000007154	ENSMUSP00000023562
ENSTGUP00000008479	ENSMUSP00000091641
ENSTGUP00000006400	ENSMUSP00000031388
ENSTGUP00000006009	ENSMUSP00000033695
ENSTGUP00000005938	ENSMUSP00000027396
ENSTGUP00000001541	ENSMUSP00000099993
ENSTGUP00000005583	ENSMUSP00000066808
ENSTGUP00000011056	ENSMUSP00000088801
ENSTGUP00000000486	ENSMUSP00000004494
ENSTGUP00000003881	ENSMUSP00000130221
ENSTGUP00000004526	ENSMUSP00000106894
ENSTGUP00000013788	ENSMUSP00000125043
ENSTGUP00000006560	ENSMUSP00000037210
ENSTGUP00000009981	ENSMUSP00000132725
ENSTGUP00000006978	ENSMUSP00000096982
ENSTGUP00000008752	ENSMUSP00000034085
ENSTGUP00000006175	ENSMUSP00000034739
ENSTGUP00000001625	ENSMUSP00000026494
ENSTGUP00000005713	ENSMUSP00000111222
ENSTGUP00000001169	ENSMUSP00000055689
ENSTGUP00000008121	ENSMUSP00000062327
ENSTGUP00000010816	ENSMUSP00000009219
ENSTGUP00000007502	ENSMUSP00000098942
ENSTGUP00000011115	ENSMUSP00000028780
ENSTGUP00000005060	ENSMUSP00000106118
ENSTGUP00000003789	ENSMUSP00000109901
ENSTGUP00000005552	ENSMUSP00000008573
ENSTGUP00000006971	ENSMUSP00000033519
ENSTGUP00000008431	ENSMUSP00000084467
ENSTGUP00000000598	ENSMUSP00000137163
ENSTGUP00000005125	ENSMUSP00000113235
ENSTGUP00000008945	ENSMUSP00000099752
ENSTGUP00000002774	ENSMUSP00000021592
ENSTGUP00000012309	ENSMUSP00000089758
ENSTGUP00000000932	ENSMUSP00000035472
ENSTGUP00000007312	ENSMUSP00000018744
ENSTGUP00000016200	ENSMUSP00000026470
ENSTGUP00000009543	ENSMUSP00000031486
ENSTGUP00000017528	ENSMUSP00000036410
ENSTGUP00000000328	ENSMUSP00000020546
ENSTGUP00000004675	ENSMUSP00000014957
ENSTGUP00000007406	ENSMUSP00000047218
ENSTGUP00000000713	ENSMUSP00000104471
ENSTGUP00000008467	ENSMUSP00000081782
ENSTGUP00000011802	ENSMUSP00000046759
ENSTGUP00000008480	ENSMUSP00000099490
ENSTGUP00000005143	ENSMUSP00000104973
ENSTGUP00000005582	ENSMUSP00000017920
ENSTGUP00000001525	ENSMUSP00000030734
ENSTGUP00000004323	ENSMUSP00000037890
ENSTGUP00000014953	ENSMUSP00000013773
ENSTGUP00000011243	ENSMUSP00000023353
ENSTGUP00000016641	ENSMUSP00000103007
ENSTGUP00000015734	ENSMUSP00000133076
ENSTGUP00000009055	ENSMUSP00000052096
ENSTGUP00000009249	ENSMUSP00000033169
ENSTGUP00000011402	ENSMUSP00000099559
ENSTGUP00000013920	ENSMUSP00000002923
ENSTGUP00000002410	ENSMUSP00000068896
ENSTGUP00000008835	ENSMUSP00000112766
ENSTGUP00000010891	ENSMUSP00000070946
ENSTGUP00000010574	ENSMUSP00000027290
ENSTGUP00000005318	ENSMUSP00000049808
ENSTGUP00000008905	ENSMUSP00000099785
ENSTGUP00000000544	ENSMUSP00000121182
ENSTGUP00000003941	ENSMUSP00000095254
ENSTGUP00000001551	ENSMUSP00000018992
ENSTGUP00000006528	ENSMUSP00000105353
ENSTGUP00000009133	ENSMUSP00000020112
ENSTGUP00000012155	ENSMUSP00000016569
ENSTGUP00000010022	ENSMUSP00000023088
ENSTGUP00000006757	ENSMUSP00000033621
ENSTGUP00000002107	ENSMUSP00000021314
ENSTGUP00000001407	ENSMUSP00000080600
ENSTGUP00000000781	ENSMUSP00000125384
ENSTGUP00000001037	ENSMUSP00000005069
ENSTGUP00000004969	ENSMUSP00000052922
ENSTGUP00000013787	ENSMUSP00000029454
ENSTGUP00000015315	ENSMUSP00000035400
ENSTGUP00000003252	ENSMUSP00000044616
ENSTGUP00000003656	ENSMUSP00000061843
ENSTGUP00000009878	ENSMUSP00000124043
ENSTGUP00000007069	ENSMUSP00000059977
ENSTGUP00000003584	ENSMUSP00000035065
ENSTGUP00000008149	ENSMUSP00000024733
ENSTGUP00000014304	ENSMUSP00000070229
ENSTGUP00000015900	ENSMUSP00000041370
ENSTGUP00000007086	ENSMUSP00000026558
ENSTGUP00000011527	ENSMUSP00000019908
ENSTGUP00000013360	ENSMUSP00000106081
ENSTGUP00000003325	ENSMUSP00000016344
ENSTGUP00000008344	ENSMUSP00000034400
ENSTGUP00000004310	ENSMUSP00000048426
ENSTGUP00000003288	ENSMUSP00000024717
ENSTGUP00000004031	ENSMUSP00000109288
ENSTGUP00000008710	ENSMUSP00000022102
ENSTGUP00000002976	ENSMUSP00000058142
ENSTGUP00000008141	ENSMUSP00000105303
ENSTGUP00000003561	ENSMUSP00000064668
ENSTGUP00000001004	ENSMUSP00000030665
ENSTGUP00000005639	ENSMUSP00000093533
ENSTGUP00000013089	ENSMUSP00000066413
ENSTGUP00000004875	ENSMUSP00000109584
ENSTGUP00000013472	ENSMUSP00000124348
ENSTGUP00000000720	ENSMUSP00000136673
ENSTGUP00000011784	ENSMUSP00000064961
ENSTGUP00000009998	ENSMUSP00000093379
ENSTGUP00000001378	ENSMUSP00000025354
ENSTGUP00000001934	ENSMUSP00000036477
ENSTGUP00000000877	ENSMUSP00000068587
ENSTGUP00000002816	ENSMUSP00000030849
ENSTGUP00000001111	ENSMUSP00000016668
ENSTGUP00000013163	ENSMUSP00000025093
ENSTGUP00000000166	ENSMUSP00000025293
ENSTGUP00000009882	ENSMUSP00000017783
ENSTGUP00000003875	ENSMUSP00000113521
ENSTGUP00000006146	ENSMUSP00000043120
ENSTGUP00000008548	ENSMUSP00000133816
ENSTGUP00000001474	ENSMUSP00000111101
ENSTGUP00000008060	ENSMUSP00000104529
ENSTGUP00000009340	ENSMUSP00000031597
ENSTGUP00000009789	ENSMUSP00000032336
ENSTGUP00000003914	ENSMUSP00000114652
ENSTGUP00000004539	ENSMUSP00000110477
ENSTGUP00000006861	ENSMUSP00000041841
ENSTGUP00000003577	ENSMUSP00000041298
ENSTGUP00000013260	ENSMUSP00000001825
ENSTGUP00000007246	ENSMUSP00000033674
ENSTGUP00000015415	ENSMUSP00000047878
ENSTGUP00000013879	ENSMUSP00000032931
ENSTGUP00000010875	ENSMUSP00000032629
ENSTGUP00000005340	ENSMUSP00000000348
ENSTGUP00000007199	ENSMUSP00000037075
ENSTGUP00000000745	ENSMUSP00000131331
ENSTGUP00000007356	ENSMUSP00000028083
ENSTGUP00000001443	ENSMUSP00000063510
ENSTGUP00000011649	ENSMUSP00000020249
ENSTGUP00000007451	ENSMUSP00000027532
ENSTGUP00000016353	ENSMUSP00000103191
ENSTGUP00000001263	ENSMUSP00000028081
ENSTGUP00000012927	ENSMUSP00000034987
ENSTGUP00000004933	ENSMUSP00000044437
ENSTGUP00000010709	ENSMUSP00000129463
ENSTGUP00000012396	ENSMUSP00000021375
ENSTGUP00000017024	ENSMUSP00000112101
ENSTGUP00000010202	ENSMUSP00000130864
ENSTGUP00000005067	ENSMUSP00000071150
ENSTGUP00000008281	ENSMUSP00000061923
ENSTGUP00000003872	ENSMUSP00000051869
ENSTGUP00000009925	ENSMUSP00000025411
ENSTGUP00000008615	ENSMUSP00000136166
ENSTGUP00000002089	ENSMUSP00000056530
ENSTGUP00000008900	ENSMUSP00000030032
ENSTGUP00000011043	ENSMUSP00000080533
ENSTGUP00000007573	ENSMUSP00000028858
ENSTGUP00000000454	ENSMUSP00000075250
ENSTGUP00000013500	ENSMUSP00000022378
ENSTGUP00000003853	ENSMUSP00000030830
ENSTGUP00000003020	ENSMUSP00000065787
ENSTGUP00000001496	ENSMUSP00000030399
ENSTGUP00000012773	ENSMUSP00000095792
ENSTGUP00000008069	ENSMUSP00000069508
ENSTGUP00000002817	ENSMUSP00000030894
ENSTGUP00000011767	ENSMUSP00000113040
ENSTGUP00000011210	ENSMUSP00000020182
ENSTGUP00000013671	ENSMUSP00000042343
ENSTGUP00000007979	ENSMUSP00000026096
ENSTGUP00000004611	ENSMUSP00000135375
ENSTGUP00000012430	ENSMUSP00000044305
ENSTGUP00000010966	ENSMUSP00000072155
ENSTGUP00000001559	ENSMUSP00000100038
ENSTGUP00000013532	ENSMUSP00000032477
ENSTGUP00000017694	ENSMUSP00000124022
ENSTGUP00000003313	ENSMUSP00000046686
ENSTGUP00000000270	ENSMUSP00000035110
ENSTGUP00000008698	ENSMUSP00000031117
ENSTGUP00000012801	ENSMUSP00000078148
ENSTGUP00000010734	ENSMUSP00000025270
ENSTGUP00000002412	ENSMUSP00000021866
ENSTGUP00000011795	ENSMUSP00000033241
ENSTGUP00000000767	ENSMUSP00000054105
ENSTGUP00000003023	ENSMUSP00000110781
ENSTGUP00000011806	ENSMUSP00000081541
ENSTGUP00000007716	ENSMUSP00000028926
ENSTGUP00000001194	ENSMUSP00000049708
ENSTGUP00000017421	ENSMUSP00000091474
ENSTGUP00000007369	ENSMUSP00000002891
ENSTGUP00000008929	ENSMUSP00000023465
ENSTGUP00000001970	ENSMUSP00000102590
ENSTGUP00000011735	ENSMUSP00000063843
ENSTGUP00000001409	ENSMUSP00000110741
ENSTGUP00000011912	ENSMUSP00000114705
ENSTGUP00000010244	ENSMUSP00000098677
ENSTGUP00000009033	ENSMUSP00000094882
ENSTGUP00000017824	ENSMUSP00000058455
ENSTGUP00000006871	ENSMUSP00000068560
ENSTGUP00000008921	ENSMUSP00000085316
ENSTGUP00000000154	ENSMUSP00000031189
ENSTGUP00000001828	ENSMUSP00000095713
ENSTGUP00000006113	ENSMUSP00000017488
ENSTGUP00000003717	ENSMUSP00000128943
ENSTGUP00000013011	ENSMUSP00000046528
ENSTGUP00000012246	ENSMUSP00000101113
ENSTGUP00000009359	ENSMUSP00000112860
ENSTGUP00000012778	ENSMUSP00000118333
ENSTGUP00000010627	ENSMUSP00000025142
ENSTGUP00000006807	ENSMUSP00000117246
ENSTGUP00000010206	ENSMUSP00000023112
ENSTGUP00000009542	ENSMUSP00000040694
ENSTGUP00000005159	ENSMUSP00000017151
ENSTGUP00000011982	ENSMUSP00000055268
ENSTGUP00000009485	ENSMUSP00000119246
ENSTGUP00000016157	ENSMUSP00000026452
ENSTGUP00000007227	ENSMUSP00000107911
ENSTGUP00000012428	ENSMUSP00000019977
ENSTGUP00000013855	ENSMUSP00000081998
ENSTGUP00000014220	ENSMUSP00000090360
ENSTGUP00000002678	ENSMUSP00000048240
ENSTGUP00000002006	ENSMUSP00000066915
ENSTGUP00000009695	ENSMUSP00000036913
ENSTGUP00000007593	ENSMUSP00000029116
ENSTGUP00000011277	ENSMUSP00000059261
ENSTGUP00000009698	ENSMUSP00000031081
ENSTGUP00000010239	ENSMUSP00000098680
ENSTGUP00000005565	ENSMUSP00000111624
ENSTGUP00000004444	ENSMUSP00000031695
ENSTGUP00000005512	ENSMUSP00000027368
ENSTGUP00000010846	ENSMUSP00000027121
ENSTGUP00000011608	ENSMUSP00000034552
ENSTGUP00000010475	ENSMUSP00000067057
ENSTGUP00000013304	ENSMUSP00000045191
ENSTGUP00000012906	ENSMUSP00000137445
ENSTGUP00000013933	ENSMUSP00000004965
ENSTGUP00000010090	ENSMUSP00000045480
ENSTGUP00000003852	ENSMUSP00000035366
ENSTGUP00000009783	ENSMUSP00000004050
ENSTGUP00000003803	ENSMUSP00000133855
ENSTGUP00000007017	ENSMUSP00000002350
ENSTGUP00000000860	ENSMUSP00000092408
ENSTGUP00000011276	ENSMUSP00000038405
ENSTGUP00000011179	ENSMUSP00000005548
ENSTGUP00000004224	ENSMUSP00000004172
ENSTGUP00000009383	ENSMUSP00000041751
ENSTGUP00000000778	ENSMUSP00000025631
ENSTGUP00000005036	ENSMUSP00000052826
ENSTGUP00000005119	ENSMUSP00000038722
ENSTGUP00000004074	ENSMUSP00000029666
ENSTGUP00000011124	ENSMUSP00000093130
ENSTGUP00000010144	ENSMUSP00000052523
ENSTGUP00000009919	ENSMUSP00000002710
ENSTGUP00000011892	ENSMUSP00000021544
ENSTGUP00000003935	ENSMUSP00000122274
ENSTGUP00000009082	ENSMUSP00000104861
ENSTGUP00000001380	ENSMUSP00000099660
ENSTGUP00000006523	ENSMUSP00000127192
ENSTGUP00000006798	ENSMUSP00000089394
ENSTGUP00000006624	ENSMUSP00000033919
ENSTGUP00000008337	ENSMUSP00000033751
ENSTGUP00000007428	ENSMUSP00000042875
ENSTGUP00000003766	ENSMUSP00000055823
ENSTGUP00000001634	ENSMUSP00000110389
ENSTGUP00000005149	ENSMUSP00000053558
ENSTGUP00000010151	ENSMUSP00000058618
ENSTGUP00000008794	ENSMUSP00000038732
ENSTGUP00000016917	ENSMUSP00000032566
ENSTGUP00000012686	ENSMUSP00000022927
ENSTGUP00000007091	ENSMUSP00000094174
ENSTGUP00000017720	ENSMUSP00000108921
ENSTGUP00000005419	ENSMUSP00000107914
ENSTGUP00000006308	ENSMUSP00000109214
ENSTGUP00000007530	ENSMUSP00000028636
ENSTGUP00000008588	ENSMUSP00000021114
ENSTGUP00000012406	ENSMUSP00000039518
ENSTGUP00000016266	ENSMUSP00000048530
ENSTGUP00000000944	ENSMUSP00000112957
ENSTGUP00000004463	ENSMUSP00000106735
ENSTGUP00000008529	ENSMUSP00000034163
ENSTGUP00000009165	ENSMUSP00000104150
ENSTGUP00000009374	ENSMUSP00000036631
ENSTGUP00000007562	ENSMUSP00000070896
ENSTGUP00000000992	ENSMUSP00000029447
ENSTGUP00000004484	ENSMUSP00000027766
ENSTGUP00000007792	ENSMUSP00000118984
ENSTGUP00000003378	ENSMUSP00000067028
ENSTGUP00000013544	ENSMUSP00000082422
ENSTGUP00000009935	ENSMUSP00000026170
ENSTGUP00000010592	ENSMUSP00000000500
ENSTGUP00000008778	ENSMUSP00000075463
ENSTGUP00000009216	ENSMUSP00000044177
ENSTGUP00000012464	ENSMUSP00000079592
ENSTGUP00000005305	ENSMUSP00000021283
ENSTGUP00000016109	ENSMUSP00000052522
ENSTGUP00000004783	ENSMUSP00000045252
ENSTGUP00000004857	ENSMUSP00000033880
ENSTGUP00000004718	ENSMUSP00000020288
ENSTGUP00000006133	ENSMUSP00000037023
ENSTGUP00000006992	ENSMUSP00000038438
ENSTGUP00000007470	ENSMUSP00000088516
ENSTGUP00000007891	ENSMUSP00000064900
ENSTGUP00000002712	ENSMUSP00000081574
ENSTGUP00000003164	ENSMUSP00000081578
ENSTGUP00000005290	ENSMUSP00000043559
ENSTGUP00000003814	ENSMUSP00000029815
ENSTGUP00000008255	ENSMUSP00000097776
ENSTGUP00000004270	ENSMUSP00000023159
ENSTGUP00000004495	ENSMUSP00000026267
ENSTGUP00000002438	ENSMUSP00000022239
ENSTGUP00000006933	ENSMUSP00000026568
ENSTGUP00000012327	ENSMUSP00000021990
ENSTGUP00000005969	ENSMUSP00000071899
ENSTGUP00000011321	ENSMUSP00000019942
ENSTGUP00000003192	ENSMUSP00000067581
ENSTGUP00000002722	ENSMUSP00000042955
ENSTGUP00000011857	ENSMUSP00000049460
ENSTGUP00000003761	ENSMUSP00000039628
ENSTGUP00000009391	ENSMUSP00000130710
ENSTGUP00000013151	ENSMUSP00000072899
ENSTGUP00000012664	ENSMUSP00000043742
ENSTGUP00000007861	ENSMUSP00000026743
ENSTGUP00000002869	ENSMUSP00000030882
ENSTGUP00000008044	ENSMUSP00000047570
ENSTGUP00000013112	ENSMUSP00000000958
ENSTGUP00000013514	ENSMUSP00000055001
ENSTGUP00000005737	ENSMUSP00000045807
ENSTGUP00000017427	ENSMUSP00000003561
ENSTGUP00000006792	ENSMUSP00000029836
ENSTGUP00000008717	ENSMUSP00000028995
ENSTGUP00000009763	ENSMUSP00000045927
ENSTGUP00000003843	ENSMUSP00000070339
ENSTGUP00000003529	ENSMUSP00000075614
ENSTGUP00000009799	ENSMUSP00000037354
ENSTGUP00000000088	ENSMUSP00000089540
ENSTGUP00000012960	ENSMUSP00000097901
ENSTGUP00000017582	ENSMUSP00000040478
ENSTGUP00000013028	ENSMUSP00000046191
ENSTGUP00000002391	ENSMUSP00000137044
ENSTGUP00000004534	ENSMUSP00000009790
ENSTGUP00000001630	ENSMUSP00000069246
ENSTGUP00000002791	ENSMUSP00000039482
ENSTGUP00000013342	ENSMUSP00000021450
ENSTGUP00000008010	ENSMUSP00000036656
ENSTGUP00000007996	ENSMUSP00000113807
ENSTGUP00000001232	ENSMUSP00000030432
ENSTGUP00000009520	ENSMUSP00000107628
ENSTGUP00000013436	ENSMUSP00000073972
ENSTGUP00000010529	ENSMUSP00000104390
ENSTGUP00000006145	ENSMUSP00000022169
ENSTGUP00000000711	ENSMUSP00000058405
ENSTGUP00000001102	ENSMUSP00000027675
ENSTGUP00000007734	ENSMUSP00000073453
ENSTGUP00000016187	ENSMUSP00000056778
ENSTGUP00000006090	ENSMUSP00000044075
ENSTGUP00000013608	ENSMUSP00000106251
ENSTGUP00000013772	ENSMUSP00000077779
ENSTGUP00000000976	ENSMUSP00000025065
ENSTGUP00000004483	ENSMUSP00000022343
ENSTGUP00000003220	ENSMUSP00000020979
ENSTGUP00000003123	ENSMUSP00000093410
ENSTGUP00000007541	ENSMUSP00000126080
ENSTGUP00000001468	ENSMUSP00000079883
ENSTGUP00000006541	ENSMUSP00000043671
ENSTGUP00000003729	ENSMUSP00000026833
ENSTGUP00000003437	ENSMUSP00000029804
ENSTGUP00000008618	ENSMUSP00000048190
ENSTGUP00000012420	ENSMUSP00000040936
ENSTGUP00000011902	ENSMUSP00000031640
ENSTGUP00000008221	ENSMUSP00000032168
ENSTGUP00000004147	ENSMUSP00000099470
ENSTGUP00000002194	ENSMUSP00000031273
ENSTGUP00000010838	ENSMUSP00000084868
ENSTGUP00000005412	ENSMUSP00000101077
ENSTGUP00000001486	ENSMUSP00000099685
ENSTGUP00000000758	ENSMUSP00000113274
ENSTGUP00000000353	ENSMUSP00000096379
ENSTGUP00000004904	ENSMUSP00000102805
ENSTGUP00000004666	ENSMUSP00000015889
ENSTGUP00000011555	ENSMUSP00000058596
ENSTGUP00000013934	ENSMUSP00000131500
ENSTGUP00000012282	ENSMUSP00000124091
ENSTGUP00000001389	ENSMUSP00000128185
ENSTGUP00000007487	ENSMUSP00000091553
ENSTGUP00000000368	ENSMUSP00000025053
ENSTGUP00000007817	ENSMUSP00000057573
ENSTGUP00000014244	ENSMUSP00000099443
ENSTGUP00000002980	ENSMUSP00000077342
ENSTGUP00000015393	ENSMUSP00000000388
ENSTGUP00000002095	ENSMUSP00000103747
ENSTGUP00000008518	ENSMUSP00000029017
ENSTGUP00000009108	ENSMUSP00000046453
ENSTGUP00000012231	ENSMUSP00000020003
ENSTGUP00000009948	ENSMUSP00000016023
ENSTGUP00000004935	ENSMUSP00000106692
ENSTGUP00000006434	ENSMUSP00000040550
ENSTGUP00000003644	ENSMUSP00000034862
ENSTGUP00000006590	ENSMUSP00000098312
ENSTGUP00000006157	ENSMUSP00000016072
ENSTGUP00000013457	ENSMUSP00000022391
ENSTGUP00000009304	ENSMUSP00000046595
ENSTGUP00000001853	ENSMUSP00000029662
ENSTGUP00000000289	ENSMUSP00000055094
ENSTGUP00000000791	ENSMUSP00000018737
ENSTGUP00000009771	ENSMUSP00000099823
ENSTGUP00000014392	ENSMUSP00000046114
ENSTGUP00000007085	ENSMUSP00000068408
ENSTGUP00000006699	ENSMUSP00000038958
ENSTGUP00000003782	ENSMUSP00000078426
ENSTGUP00000000262	ENSMUSP00000025472
ENSTGUP00000013302	ENSMUSP00000058901
ENSTGUP00000007926	ENSMUSP00000020827
ENSTGUP00000005611	ENSMUSP00000001672
ENSTGUP00000014455	ENSMUSP00000010192
ENSTGUP00000012471	ENSMUSP00000019951
ENSTGUP00000012193	ENSMUSP00000029875
ENSTGUP00000007621	ENSMUSP00000048901
ENSTGUP00000001488	ENSMUSP00000124264
ENSTGUP00000010549	ENSMUSP00000138281
ENSTGUP00000007268	ENSMUSP00000056043
ENSTGUP00000006600	ENSMUSP00000028704
ENSTGUP00000013744	ENSMUSP00000029464
ENSTGUP00000005225	ENSMUSP00000083211
ENSTGUP00000009159	ENSMUSP00000043088
ENSTGUP00000000801	ENSMUSP00000001258
ENSTGUP00000005109	ENSMUSP00000025739
ENSTGUP00000009843	ENSMUSP00000047661
ENSTGUP00000007557	ENSMUSP00000020846
ENSTGUP00000013994	ENSMUSP00000130518
ENSTGUP00000016190	ENSMUSP00000110233
ENSTGUP00000008162	ENSMUSP00000033727
ENSTGUP00000007081	ENSMUSP00000026559
ENSTGUP00000010209	ENSMUSP00000044441
ENSTGUP00000017436	ENSMUSP00000027979
ENSTGUP00000002771	ENSMUSP00000133939
ENSTGUP00000011314	ENSMUSP00000026073
ENSTGUP00000010088	ENSMUSP00000055899
ENSTGUP00000012232	ENSMUSP00000125355
ENSTGUP00000004554	ENSMUSP00000020312
ENSTGUP00000004262	ENSMUSP00000029624
ENSTGUP00000009083	ENSMUSP00000067217
ENSTGUP00000001070	ENSMUSP00000039889
ENSTGUP00000008705	ENSMUSP00000048862
ENSTGUP00000008011	ENSMUSP00000089097
ENSTGUP00000004475	ENSMUSP00000097787
ENSTGUP00000007149	ENSMUSP00000072836
ENSTGUP00000012940	ENSMUSP00000131865
ENSTGUP00000009637	ENSMUSP00000053547
ENSTGUP00000012799	ENSMUSP00000081322
ENSTGUP00000000452	ENSMUSP00000045740
ENSTGUP00000007367	ENSMUSP00000097051
ENSTGUP00000014245	ENSMUSP00000057115
ENSTGUP00000012676	ENSMUSP00000039312
ENSTGUP00000002775	ENSMUSP00000094090
ENSTGUP00000001832	ENSMUSP00000033995
ENSTGUP00000009246	ENSMUSP00000030320
ENSTGUP00000001836	ENSMUSP00000103592
ENSTGUP00000017770	ENSMUSP00000048752
ENSTGUP00000017712	ENSMUSP00000031198
ENSTGUP00000013729	ENSMUSP00000056373
ENSTGUP00000003420	ENSMUSP00000121496
ENSTGUP00000018056	ENSMUSP00000017981
ENSTGUP00000009309	ENSMUSP00000031080
ENSTGUP00000000731	ENSMUSP00000104478
ENSTGUP00000007958	ENSMUSP00000047237
ENSTGUP00000007108	ENSMUSP00000105501
ENSTGUP00000012628	ENSMUSP00000087511
ENSTGUP00000012805	ENSMUSP00000022986
ENSTGUP00000013328	ENSMUSP00000039544
ENSTGUP00000005975	ENSMUSP00000093718
ENSTGUP00000012751	ENSMUSP00000008684
ENSTGUP00000007496	ENSMUSP00000072929
ENSTGUP00000000365	ENSMUSP00000062037
ENSTGUP00000000278	ENSMUSP00000091286
ENSTGUP00000003565	ENSMUSP00000103345
ENSTGUP00000010844	ENSMUSP00000138082
ENSTGUP00000010003	ENSMUSP00000092821
ENSTGUP00000012229	ENSMUSP00000103934
ENSTGUP00000005640	ENSMUSP00000035445
ENSTGUP00000001007	ENSMUSP00000039175
ENSTGUP00000007284	ENSMUSP00000026036
ENSTGUP00000002944	ENSMUSP00000065009
ENSTGUP00000002388	ENSMUSP00000033602
ENSTGUP00000012814	ENSMUSP00000022603
ENSTGUP00000011544	ENSMUSP00000091557
ENSTGUP00000009694	ENSMUSP00000032326
ENSTGUP00000011515	ENSMUSP00000020485
ENSTGUP00000005930	ENSMUSP00000022476
ENSTGUP00000006164	ENSMUSP00000060558
ENSTGUP00000017762	ENSMUSP00000025397
ENSTGUP00000004085	ENSMUSP00000046748
ENSTGUP00000001770	ENSMUSP00000103687
ENSTGUP00000004014	ENSMUSP00000109838
ENSTGUP00000013791	ENSMUSP00000002924
ENSTGUP00000001613	ENSMUSP00000129183
ENSTGUP00000011895	ENSMUSP00000129222
ENSTGUP00000017654	ENSMUSP00000035658
ENSTGUP00000003867	ENSMUSP00000068309
ENSTGUP00000007036	ENSMUSP00000045629
ENSTGUP00000004784	ENSMUSP00000033873
ENSTGUP00000000488	ENSMUSP00000034244
ENSTGUP00000006513	ENSMUSP00000030127
ENSTGUP00000013696	ENSMUSP00000113962
ENSTGUP00000003514	ENSMUSP00000127546
ENSTGUP00000017424	ENSMUSP00000027981
ENSTGUP00000002395	ENSMUSP00000099989
ENSTGUP00000007982	ENSMUSP00000031287
ENSTGUP00000005343	ENSMUSP00000060421
ENSTGUP00000012236	ENSMUSP00000020004
ENSTGUP00000012737	ENSMUSP00000022593
ENSTGUP00000008544	ENSMUSP00000124872
ENSTGUP00000000546	ENSMUSP00000023689
ENSTGUP00000005603	ENSMUSP00000029652
ENSTGUP00000013067	ENSMUSP00000128388
ENSTGUP00000009386	ENSMUSP00000033201
ENSTGUP00000018038	ENSMUSP00000099326
ENSTGUP00000011184	ENSMUSP00000122881
ENSTGUP00000002357	ENSMUSP00000046991
ENSTGUP00000009085	ENSMUSP00000092268
ENSTGUP00000011001	ENSMUSP00000121266
ENSTGUP00000007213	ENSMUSP00000039668
ENSTGUP00000008503	ENSMUSP00000070250
ENSTGUP00000007913	ENSMUSP00000121851
ENSTGUP00000008474	ENSMUSP00000112751
ENSTGUP00000006094	ENSMUSP00000108786
ENSTGUP00000007200	ENSMUSP00000020375
ENSTGUP00000000135	ENSMUSP00000025364
ENSTGUP00000008718	ENSMUSP00000031045
ENSTGUP00000004105	ENSMUSP00000032128
ENSTGUP00000013873	ENSMUSP00000038233
ENSTGUP00000012994	ENSMUSP00000108331
ENSTGUP00000007182	ENSMUSP00000034377
ENSTGUP00000005707	ENSMUSP00000038232
ENSTGUP00000010070	ENSMUSP00000030964
ENSTGUP00000002889	ENSMUSP00000031843
ENSTGUP00000012062	ENSMUSP00000025981
ENSTGUP00000006580	ENSMUSP00000107367
ENSTGUP00000000333	ENSMUSP00000037082
ENSTGUP00000002340	ENSMUSP00000021857
ENSTGUP00000009997	ENSMUSP00000031535
ENSTGUP00000008613	ENSMUSP00000021016
ENSTGUP00000012946	ENSMUSP00000108397
ENSTGUP00000007025	ENSMUSP00000022535
ENSTGUP00000006789	ENSMUSP00000089781
ENSTGUP00000008080	ENSMUSP00000038665
ENSTGUP00000012560	ENSMUSP00000099816
ENSTGUP00000008097	ENSMUSP00000020677
ENSTGUP00000013340	ENSMUSP00000032842
ENSTGUP00000007801	ENSMUSP00000038126
ENSTGUP00000017740	ENSMUSP00000023105
ENSTGUP00000001273	ENSMUSP00000035248
ENSTGUP00000012923	ENSMUSP00000022720
ENSTGUP00000000543	ENSMUSP00000023686
ENSTGUP00000001154	ENSMUSP00000030626
ENSTGUP00000004592	ENSMUSP00000020308
