ENSMODP00000016222	ENSTGUP00000008915
ENSMODP00000009840	ENSTGUP00000001470
ENSMODP00000025789	ENSTGUP00000008536
ENSMODP00000001116	ENSTGUP00000010665
ENSMODP00000022485	ENSTGUP00000012587
ENSMODP00000022700	ENSTGUP00000013778
ENSMODP00000020837	ENSTGUP00000008095
ENSMODP00000026870	ENSTGUP00000010926
ENSMODP00000016973	ENSTGUP00000009826
ENSMODP00000000779	ENSTGUP00000001455
ENSMODP00000007554	ENSTGUP00000012550
ENSMODP00000000167	ENSTGUP00000008364
ENSMODP00000008314	ENSTGUP00000003030
ENSMODP00000006785	ENSTGUP00000006119
ENSMODP00000035664	ENSTGUP00000009726
ENSMODP00000019345	ENSTGUP00000004682
ENSMODP00000005525	ENSTGUP00000000400
ENSMODP00000012633	ENSTGUP00000002033
ENSMODP00000010861	ENSTGUP00000008469
ENSMODP00000025460	ENSTGUP00000006683
ENSMODP00000020914	ENSTGUP00000011625
ENSMODP00000011787	ENSTGUP00000013317
ENSMODP00000032320	ENSTGUP00000013315
ENSMODP00000017157	ENSTGUP00000000184
ENSMODP00000026251	ENSTGUP00000005070
ENSMODP00000023701	ENSTGUP00000000290
ENSMODP00000031602	ENSTGUP00000001673
ENSMODP00000002024	ENSTGUP00000006261
ENSMODP00000006003	ENSTGUP00000000843
ENSMODP00000026396	ENSTGUP00000007049
ENSMODP00000019716	ENSTGUP00000011790
ENSMODP00000024764	ENSTGUP00000010615
ENSMODP00000018098	ENSTGUP00000013502
ENSMODP00000023766	ENSTGUP00000003353
ENSMODP00000021769	ENSTGUP00000008707
ENSMODP00000005146	ENSTGUP00000006743
ENSMODP00000017934	ENSTGUP00000002542
ENSMODP00000022913	ENSTGUP00000004134
ENSMODP00000016067	ENSTGUP00000004560
ENSMODP00000002934	ENSTGUP00000008574
ENSMODP00000010989	ENSTGUP00000010404
ENSMODP00000021979	ENSTGUP00000012276
ENSMODP00000007973	ENSTGUP00000004290
ENSMODP00000023398	ENSTGUP00000004597
ENSMODP00000001384	ENSTGUP00000012101
ENSMODP00000019259	ENSTGUP00000009335
ENSMODP00000013997	ENSTGUP00000012595
ENSMODP00000013292	ENSTGUP00000005595
ENSMODP00000017726	ENSTGUP00000002488
ENSMODP00000014936	ENSTGUP00000009158
ENSMODP00000007058	ENSTGUP00000005205
ENSMODP00000010872	ENSTGUP00000006279
ENSMODP00000014675	ENSTGUP00000010279
ENSMODP00000024271	ENSTGUP00000006670
ENSMODP00000013522	ENSTGUP00000011114
ENSMODP00000019752	ENSTGUP00000014898
ENSMODP00000010678	ENSTGUP00000016363
ENSMODP00000007589	ENSTGUP00000012338
ENSMODP00000033092	ENSTGUP00000002318
ENSMODP00000032479	ENSTGUP00000003640
ENSMODP00000030977	ENSTGUP00000001076
ENSMODP00000000150	ENSTGUP00000002350
ENSMODP00000039215	ENSTGUP00000008048
ENSMODP00000021440	ENSTGUP00000003611
ENSMODP00000021442	ENSTGUP00000004203
ENSMODP00000012111	ENSTGUP00000010733
ENSMODP00000040478	ENSTGUP00000010106
ENSMODP00000015628	ENSTGUP00000005509
ENSMODP00000013013	ENSTGUP00000005802
ENSMODP00000016735	ENSTGUP00000000473
ENSMODP00000001431	ENSTGUP00000008908
ENSMODP00000040930	ENSTGUP00000013076
ENSMODP00000013400	ENSTGUP00000000866
ENSMODP00000021893	ENSTGUP00000011967
ENSMODP00000017903	ENSTGUP00000006529
ENSMODP00000014570	ENSTGUP00000006289
ENSMODP00000021853	ENSTGUP00000011905
ENSMODP00000008954	ENSTGUP00000011852
ENSMODP00000010909	ENSTGUP00000011506
ENSMODP00000031856	ENSTGUP00000013249
ENSMODP00000003488	ENSTGUP00000013835
ENSMODP00000038341	ENSTGUP00000010222
ENSMODP00000013357	ENSTGUP00000011440
ENSMODP00000012606	ENSTGUP00000001396
ENSMODP00000013694	ENSTGUP00000010163
ENSMODP00000026310	ENSTGUP00000013862
ENSMODP00000000562	ENSTGUP00000009732
ENSMODP00000016163	ENSTGUP00000002324
ENSMODP00000016024	ENSTGUP00000002302
ENSMODP00000008565	ENSTGUP00000011908
ENSMODP00000026597	ENSTGUP00000011715
ENSMODP00000001031	ENSTGUP00000009982
ENSMODP00000012103	ENSTGUP00000008417
ENSMODP00000039126	ENSTGUP00000005558
ENSMODP00000038058	ENSTGUP00000009162
ENSMODP00000001883	ENSTGUP00000002649
ENSMODP00000001870	ENSTGUP00000002654
ENSMODP00000014952	ENSTGUP00000002923
ENSMODP00000040550	ENSTGUP00000013147
ENSMODP00000026585	ENSTGUP00000011752
ENSMODP00000024398	ENSTGUP00000007161
ENSMODP00000002593	ENSTGUP00000013577
ENSMODP00000004449	ENSTGUP00000009636
ENSMODP00000020139	ENSTGUP00000005765
ENSMODP00000009626	ENSTGUP00000007520
ENSMODP00000034739	ENSTGUP00000008571
ENSMODP00000036319	ENSTGUP00000011294
ENSMODP00000026099	ENSTGUP00000000358
ENSMODP00000033872	ENSTGUP00000016950
ENSMODP00000014839	ENSTGUP00000005806
ENSMODP00000008148	ENSTGUP00000012004
ENSMODP00000033792	ENSTGUP00000007935
ENSMODP00000009945	ENSTGUP00000000316
ENSMODP00000036836	ENSTGUP00000006587
ENSMODP00000018803	ENSTGUP00000002853
ENSMODP00000012835	ENSTGUP00000007341
ENSMODP00000000465	ENSTGUP00000008402
ENSMODP00000003698	ENSTGUP00000011697
ENSMODP00000024837	ENSTGUP00000010747
ENSMODP00000021883	ENSTGUP00000007849
ENSMODP00000019368	ENSTGUP00000003895
ENSMODP00000021834	ENSTGUP00000011868
ENSMODP00000027221	ENSTGUP00000015977
ENSMODP00000006197	ENSTGUP00000007029
ENSMODP00000003613	ENSTGUP00000003877
ENSMODP00000039809	ENSTGUP00000003206
ENSMODP00000020806	ENSTGUP00000004491
ENSMODP00000013109	ENSTGUP00000007556
ENSMODP00000010689	ENSTGUP00000006063
ENSMODP00000019472	ENSTGUP00000004908
ENSMODP00000014303	ENSTGUP00000002232
ENSMODP00000013024	ENSTGUP00000001466
ENSMODP00000013281	ENSTGUP00000011498
ENSMODP00000014194	ENSTGUP00000006544
ENSMODP00000013881	ENSTGUP00000005129
ENSMODP00000010382	ENSTGUP00000011577
ENSMODP00000013353	ENSTGUP00000007905
ENSMODP00000038590	ENSTGUP00000000521
ENSMODP00000038735	ENSTGUP00000005906
ENSMODP00000007728	ENSTGUP00000000301
ENSMODP00000036187	ENSTGUP00000010852
ENSMODP00000002285	ENSTGUP00000014018
ENSMODP00000012896	ENSTGUP00000011067
ENSMODP00000009077	ENSTGUP00000011831
ENSMODP00000023469	ENSTGUP00000013674
ENSMODP00000008898	ENSTGUP00000013851
ENSMODP00000028298	ENSTGUP00000010702
ENSMODP00000028298	ENSTGUP00000010700
ENSMODP00000003443	ENSTGUP00000003848
ENSMODP00000007711	ENSTGUP00000012039
ENSMODP00000008495	ENSTGUP00000003608
ENSMODP00000019088	ENSTGUP00000008426
ENSMODP00000024115	ENSTGUP00000006452
ENSMODP00000014403	ENSTGUP00000010081
ENSMODP00000019677	ENSTGUP00000005099
ENSMODP00000023645	ENSTGUP00000008385
ENSMODP00000007526	ENSTGUP00000012552
ENSMODP00000013239	ENSTGUP00000005994
ENSMODP00000020733	ENSTGUP00000008244
ENSMODP00000041143	ENSTGUP00000000838
ENSMODP00000036512	ENSTGUP00000015679
ENSMODP00000000653	ENSTGUP00000010942
ENSMODP00000025781	ENSTGUP00000004044
ENSMODP00000020512	ENSTGUP00000016739
ENSMODP00000023072	ENSTGUP00000013017
ENSMODP00000012094	ENSTGUP00000010060
ENSMODP00000017902	ENSTGUP00000007874
ENSMODP00000010154	ENSTGUP00000008701
ENSMODP00000039704	ENSTGUP00000016801
ENSMODP00000002186	ENSTGUP00000003690
ENSMODP00000025818	ENSTGUP00000008300
ENSMODP00000013150	ENSTGUP00000004849
ENSMODP00000014018	ENSTGUP00000013150
ENSMODP00000003230	ENSTGUP00000015065
ENSMODP00000001222	ENSTGUP00000007888
ENSMODP00000014946	ENSTGUP00000014950
ENSMODP00000026304	ENSTGUP00000013739
ENSMODP00000000516	ENSTGUP00000011925
ENSMODP00000005267	ENSTGUP00000000799
ENSMODP00000026016	ENSTGUP00000007023
ENSMODP00000008514	ENSTGUP00000000170
ENSMODP00000011573	ENSTGUP00000012068
ENSMODP00000004567	ENSTGUP00000001072
ENSMODP00000018702	ENSTGUP00000012669
ENSMODP00000023069	ENSTGUP00000013015
ENSMODP00000002709	ENSTGUP00000014043
ENSMODP00000011246	ENSTGUP00000011960
ENSMODP00000012137	ENSTGUP00000000961
ENSMODP00000006087	ENSTGUP00000013784
ENSMODP00000036312	ENSTGUP00000002625
ENSMODP00000017185	ENSTGUP00000003218
ENSMODP00000015737	ENSTGUP00000007005
ENSMODP00000014892	ENSTGUP00000003837
ENSMODP00000008223	ENSTGUP00000009245
ENSMODP00000010284	ENSTGUP00000008989
ENSMODP00000016244	ENSTGUP00000005751
ENSMODP00000022008	ENSTGUP00000001297
ENSMODP00000004111	ENSTGUP00000013498
ENSMODP00000015911	ENSTGUP00000011838
ENSMODP00000015745	ENSTGUP00000003670
ENSMODP00000017011	ENSTGUP00000004595
ENSMODP00000015144	ENSTGUP00000006197
ENSMODP00000027290	ENSTGUP00000009831
ENSMODP00000038223	ENSTGUP00000009910
ENSMODP00000010081	ENSTGUP00000009409
ENSMODP00000000647	ENSTGUP00000010911
ENSMODP00000018711	ENSTGUP00000003639
ENSMODP00000033151	ENSTGUP00000001143
ENSMODP00000004189	ENSTGUP00000003991
ENSMODP00000017208	ENSTGUP00000003151
ENSMODP00000015228	ENSTGUP00000006318
ENSMODP00000016329	ENSTGUP00000001191
ENSMODP00000021749	ENSTGUP00000011220
ENSMODP00000021753	ENSTGUP00000011215
ENSMODP00000005909	ENSTGUP00000006316
ENSMODP00000019473	ENSTGUP00000015604
ENSMODP00000007979	ENSTGUP00000005535
ENSMODP00000024677	ENSTGUP00000007539
ENSMODP00000022376	ENSTGUP00000009506
ENSMODP00000003661	ENSTGUP00000003610
ENSMODP00000013282	ENSTGUP00000015412
ENSMODP00000009461	ENSTGUP00000013875
ENSMODP00000025681	ENSTGUP00000009416
ENSMODP00000007498	ENSTGUP00000006019
ENSMODP00000000430	ENSTGUP00000008253
ENSMODP00000015894	ENSTGUP00000009212
ENSMODP00000011351	ENSTGUP00000008234
ENSMODP00000000259	ENSTGUP00000006404
ENSMODP00000025471	ENSTGUP00000002071
ENSMODP00000014421	ENSTGUP00000003326
ENSMODP00000006195	ENSTGUP00000007688
ENSMODP00000005359	ENSTGUP00000010508
ENSMODP00000008365	ENSTGUP00000015313
ENSMODP00000025900	ENSTGUP00000003046
ENSMODP00000014923	ENSTGUP00000010351
ENSMODP00000023361	ENSTGUP00000010770
ENSMODP00000013060	ENSTGUP00000009781
ENSMODP00000026876	ENSTGUP00000010932
ENSMODP00000024355	ENSTGUP00000006977
ENSMODP00000017604	ENSTGUP00000004888
ENSMODP00000022333	ENSTGUP00000012392
ENSMODP00000000845	ENSTGUP00000003936
ENSMODP00000008162	ENSTGUP00000000619
ENSMODP00000004517	ENSTGUP00000005463
ENSMODP00000000977	ENSTGUP00000000481
ENSMODP00000008208	ENSTGUP00000004231
ENSMODP00000018202	ENSTGUP00000016134
ENSMODP00000015113	ENSTGUP00000006382
ENSMODP00000005039	ENSTGUP00000004470
ENSMODP00000002007	ENSTGUP00000001582
ENSMODP00000000863	ENSTGUP00000010557
ENSMODP00000023102	ENSTGUP00000007343
ENSMODP00000009959	ENSTGUP00000000199
ENSMODP00000011979	ENSTGUP00000011195
ENSMODP00000023003	ENSTGUP00000006030
ENSMODP00000010492	ENSTGUP00000006401
ENSMODP00000010520	ENSTGUP00000014376
ENSMODP00000003895	ENSTGUP00000001047
ENSMODP00000027982	ENSTGUP00000011240
ENSMODP00000018423	ENSTGUP00000002543
ENSMODP00000017131	ENSTGUP00000006306
ENSMODP00000007563	ENSTGUP00000009755
ENSMODP00000001653	ENSTGUP00000007781
ENSMODP00000014239	ENSTGUP00000013121
ENSMODP00000008539	ENSTGUP00000010103
ENSMODP00000016922	ENSTGUP00000011542
ENSMODP00000022723	ENSTGUP00000013074
ENSMODP00000013108	ENSTGUP00000005398
ENSMODP00000005764	ENSTGUP00000001330
ENSMODP00000008235	ENSTGUP00000011547
ENSMODP00000035487	ENSTGUP00000012977
ENSMODP00000003774	ENSTGUP00000006975
ENSMODP00000003077	ENSTGUP00000012910
ENSMODP00000022926	ENSTGUP00000004065
ENSMODP00000004256	ENSTGUP00000009398
ENSMODP00000007429	ENSTGUP00000012575
ENSMODP00000005036	ENSTGUP00000005527
ENSMODP00000022822	ENSTGUP00000012632
ENSMODP00000021919	ENSTGUP00000006453
ENSMODP00000009497	ENSTGUP00000009366
ENSMODP00000032663	ENSTGUP00000002150
ENSMODP00000022265	ENSTGUP00000011504
ENSMODP00000023749	ENSTGUP00000003461
ENSMODP00000002489	ENSTGUP00000007057
ENSMODP00000019274	ENSTGUP00000004598
ENSMODP00000003535	ENSTGUP00000017230
ENSMODP00000015016	ENSTGUP00000002919
ENSMODP00000013317	ENSTGUP00000007924
ENSMODP00000035690	ENSTGUP00000010762
ENSMODP00000036918	ENSTGUP00000009716
ENSMODP00000002203	ENSTGUP00000017798
ENSMODP00000037904	ENSTGUP00000001818
ENSMODP00000014683	ENSTGUP00000001675
ENSMODP00000006579	ENSTGUP00000007273
ENSMODP00000004330	ENSTGUP00000008132
ENSMODP00000015075	ENSTGUP00000009825
ENSMODP00000029168	ENSTGUP00000008123
ENSMODP00000010875	ENSTGUP00000001198
ENSMODP00000002637	ENSTGUP00000012965
ENSMODP00000032263	ENSTGUP00000000267
ENSMODP00000003164	ENSTGUP00000000844
ENSMODP00000003163	ENSTGUP00000008322
ENSMODP00000005208	ENSTGUP00000007941
ENSMODP00000034784	ENSTGUP00000010764
ENSMODP00000001898	ENSTGUP00000011334
ENSMODP00000012405	ENSTGUP00000005869
ENSMODP00000014004	ENSTGUP00000004945
ENSMODP00000024348	ENSTGUP00000010321
ENSMODP00000025806	ENSTGUP00000008330
ENSMODP00000001801	ENSTGUP00000012941
ENSMODP00000027977	ENSTGUP00000004349
ENSMODP00000024552	ENSTGUP00000011996
ENSMODP00000026349	ENSTGUP00000013981
ENSMODP00000009948	ENSTGUP00000013594
ENSMODP00000029475	ENSTGUP00000012060
ENSMODP00000013831	ENSTGUP00000000753
ENSMODP00000035324	ENSTGUP00000010288
ENSMODP00000035661	ENSTGUP00000011151
ENSMODP00000018584	ENSTGUP00000012735
ENSMODP00000005387	ENSTGUP00000005543
ENSMODP00000013861	ENSTGUP00000004932
ENSMODP00000023225	ENSTGUP00000007877
ENSMODP00000003718	ENSTGUP00000003846
ENSMODP00000001179	ENSTGUP00000010064
ENSMODP00000008877	ENSTGUP00000011713
ENSMODP00000002423	ENSTGUP00000008598
ENSMODP00000036977	ENSTGUP00000004299
ENSMODP00000036765	ENSTGUP00000010681
ENSMODP00000023655	ENSTGUP00000009489
ENSMODP00000007718	ENSTGUP00000002705
ENSMODP00000020607	ENSTGUP00000001301
ENSMODP00000032577	ENSTGUP00000012489
ENSMODP00000007807	ENSTGUP00000006219
ENSMODP00000025733	ENSTGUP00000008887
ENSMODP00000016424	ENSTGUP00000013130
ENSMODP00000028140	ENSTGUP00000006238
ENSMODP00000002234	ENSTGUP00000012854
ENSMODP00000026025	ENSTGUP00000001563
ENSMODP00000014793	ENSTGUP00000003961
ENSMODP00000001849	ENSTGUP00000010248
ENSMODP00000007432	ENSTGUP00000000343
ENSMODP00000035405	ENSTGUP00000006263
ENSMODP00000020299	ENSTGUP00000005660
ENSMODP00000026766	ENSTGUP00000009904
ENSMODP00000021099	ENSTGUP00000011112
ENSMODP00000006309	ENSTGUP00000000527
ENSMODP00000023555	ENSTGUP00000017676
ENSMODP00000015449	ENSTGUP00000009403
ENSMODP00000025896	ENSTGUP00000004882
ENSMODP00000023979	ENSTGUP00000001617
ENSMODP00000022680	ENSTGUP00000013643
ENSMODP00000026625	ENSTGUP00000014237
ENSMODP00000041200	ENSTGUP00000002627
ENSMODP00000006614	ENSTGUP00000000678
ENSMODP00000012555	ENSTGUP00000016533
ENSMODP00000023942	ENSTGUP00000002230
ENSMODP00000002997	ENSTGUP00000007510
ENSMODP00000003908	ENSTGUP00000003063
ENSMODP00000007604	ENSTGUP00000012534
ENSMODP00000018603	ENSTGUP00000012726
ENSMODP00000012770	ENSTGUP00000011797
ENSMODP00000005310	ENSTGUP00000010968
ENSMODP00000006812	ENSTGUP00000006069
ENSMODP00000008992	ENSTGUP00000012208
ENSMODP00000009951	ENSTGUP00000008370
ENSMODP00000017240	ENSTGUP00000001797
ENSMODP00000007415	ENSTGUP00000012459
ENSMODP00000023048	ENSTGUP00000012987
ENSMODP00000023644	ENSTGUP00000001949
ENSMODP00000038056	ENSTGUP00000017832
ENSMODP00000020658	ENSTGUP00000008439
ENSMODP00000016065	ENSTGUP00000009105
ENSMODP00000038894	ENSTGUP00000010059
ENSMODP00000003695	ENSTGUP00000003145
ENSMODP00000007308	ENSTGUP00000012582
ENSMODP00000021014	ENSTGUP00000011010
ENSMODP00000010133	ENSTGUP00000006496
ENSMODP00000022003	ENSTGUP00000001276
ENSMODP00000027261	ENSTGUP00000013578
ENSMODP00000037034	ENSTGUP00000009950
ENSMODP00000035867	ENSTGUP00000002234
ENSMODP00000019968	ENSTGUP00000010317
ENSMODP00000007986	ENSTGUP00000009183
ENSMODP00000020743	ENSTGUP00000004627
ENSMODP00000032484	ENSTGUP00000008150
ENSMODP00000040491	ENSTGUP00000005385
ENSMODP00000013254	ENSTGUP00000004241
ENSMODP00000028732	ENSTGUP00000004428
ENSMODP00000017371	ENSTGUP00000003539
ENSMODP00000014310	ENSTGUP00000014088
ENSMODP00000035642	ENSTGUP00000009422
ENSMODP00000033565	ENSTGUP00000008650
ENSMODP00000003429	ENSTGUP00000000605
ENSMODP00000007024	ENSTGUP00000001860
ENSMODP00000011608	ENSTGUP00000008090
ENSMODP00000025336	ENSTGUP00000007138
ENSMODP00000000734	ENSTGUP00000012025
ENSMODP00000008947	ENSTGUP00000007064
ENSMODP00000001964	ENSTGUP00000017766
ENSMODP00000014410	ENSTGUP00000006561
ENSMODP00000001866	ENSTGUP00000003180
ENSMODP00000016305	ENSTGUP00000010397
ENSMODP00000002629	ENSTGUP00000006973
ENSMODP00000011097	ENSTGUP00000001213
ENSMODP00000032997	ENSTGUP00000017432
ENSMODP00000005373	ENSTGUP00000003626
ENSMODP00000012453	ENSTGUP00000002013
ENSMODP00000024082	ENSTGUP00000000968
ENSMODP00000010327	ENSTGUP00000010600
ENSMODP00000005251	ENSTGUP00000004330
ENSMODP00000020797	ENSTGUP00000004469
ENSMODP00000025457	ENSTGUP00000006648
ENSMODP00000000629	ENSTGUP00000002737
ENSMODP00000029895	ENSTGUP00000012944
ENSMODP00000035555	ENSTGUP00000010843
ENSMODP00000003665	ENSTGUP00000009927
ENSMODP00000024033	ENSTGUP00000006183
ENSMODP00000015118	ENSTGUP00000009202
ENSMODP00000023144	ENSTGUP00000003512
ENSMODP00000010539	ENSTGUP00000010543
ENSMODP00000010545	ENSTGUP00000012635
ENSMODP00000002250	ENSTGUP00000012845
ENSMODP00000002395	ENSTGUP00000014029
ENSMODP00000017233	ENSTGUP00000011755
ENSMODP00000012251	ENSTGUP00000005251
ENSMODP00000026661	ENSTGUP00000007698
ENSMODP00000005403	ENSTGUP00000005526
ENSMODP00000009982	ENSTGUP00000005821
ENSMODP00000022000	ENSTGUP00000001261
ENSMODP00000013670	ENSTGUP00000006144
ENSMODP00000025877	ENSTGUP00000016631
ENSMODP00000002276	ENSTGUP00000012154
ENSMODP00000036350	ENSTGUP00000007946
ENSMODP00000032254	ENSTGUP00000004240
ENSMODP00000010377	ENSTGUP00000000564
ENSMODP00000014469	ENSTGUP00000001963
ENSMODP00000019794	ENSTGUP00000016625
ENSMODP00000024100	ENSTGUP00000006414
ENSMODP00000015263	ENSTGUP00000004664
ENSMODP00000000956	ENSTGUP00000010519
ENSMODP00000037686	ENSTGUP00000000518
ENSMODP00000015705	ENSTGUP00000016113
ENSMODP00000006460	ENSTGUP00000000728
ENSMODP00000014014	ENSTGUP00000006980
ENSMODP00000015809	ENSTGUP00000005230
ENSMODP00000026491	ENSTGUP00000008129
ENSMODP00000014342	ENSTGUP00000004473
ENSMODP00000021108	ENSTGUP00000002389
ENSMODP00000021539	ENSTGUP00000011344
ENSMODP00000014573	ENSTGUP00000006172
ENSMODP00000040188	ENSTGUP00000004209
ENSMODP00000008938	ENSTGUP00000005750
ENSMODP00000010630	ENSTGUP00000011813
ENSMODP00000021995	ENSTGUP00000001254
ENSMODP00000024830	ENSTGUP00000010853
ENSMODP00000008518	ENSTGUP00000012609
ENSMODP00000001294	ENSTGUP00000005210
ENSMODP00000023176	ENSTGUP00000015146
ENSMODP00000024778	ENSTGUP00000015959
ENSMODP00000003337	ENSTGUP00000007365
ENSMODP00000001085	ENSTGUP00000010018
ENSMODP00000014378	ENSTGUP00000010165
ENSMODP00000034465	ENSTGUP00000015824
ENSMODP00000024245	ENSTGUP00000014658
ENSMODP00000016430	ENSTGUP00000002563
ENSMODP00000017590	ENSTGUP00000000164
ENSMODP00000010230	ENSTGUP00000001135
ENSMODP00000011219	ENSTGUP00000001226
ENSMODP00000016810	ENSTGUP00000000468
ENSMODP00000040859	ENSTGUP00000008386
ENSMODP00000020104	ENSTGUP00000006904
ENSMODP00000009154	ENSTGUP00000007384
ENSMODP00000002225	ENSTGUP00000006832
ENSMODP00000022487	ENSTGUP00000012590
ENSMODP00000017794	ENSTGUP00000001060
ENSMODP00000040327	ENSTGUP00000011911
ENSMODP00000004026	ENSTGUP00000009964
ENSMODP00000035234	ENSTGUP00000009984
ENSMODP00000016182	ENSTGUP00000005462
ENSMODP00000016896	ENSTGUP00000005377
ENSMODP00000003818	ENSTGUP00000005820
ENSMODP00000011174	ENSTGUP00000011456
ENSMODP00000008613	ENSTGUP00000001881
ENSMODP00000001421	ENSTGUP00000010555
ENSMODP00000000364	ENSTGUP00000002453
ENSMODP00000014430	ENSTGUP00000011211
ENSMODP00000010163	ENSTGUP00000009059
ENSMODP00000008985	ENSTGUP00000011765
ENSMODP00000035609	ENSTGUP00000005091
ENSMODP00000016874	ENSTGUP00000000099
ENSMODP00000019531	ENSTGUP00000015134
ENSMODP00000017699	ENSTGUP00000008127
ENSMODP00000015494	ENSTGUP00000009439
ENSMODP00000008139	ENSTGUP00000008532
ENSMODP00000017092	ENSTGUP00000013285
ENSMODP00000022483	ENSTGUP00000012580
ENSMODP00000000884	ENSTGUP00000003947
ENSMODP00000018210	ENSTGUP00000006568
ENSMODP00000014438	ENSTGUP00000015328
ENSMODP00000001385	ENSTGUP00000005776
ENSMODP00000012659	ENSTGUP00000009125
ENSMODP00000014979	ENSTGUP00000005974
ENSMODP00000008311	ENSTGUP00000008436
ENSMODP00000031899	ENSTGUP00000013291
ENSMODP00000006693	ENSTGUP00000000665
ENSMODP00000013352	ENSTGUP00000004008
ENSMODP00000012720	ENSTGUP00000011134
ENSMODP00000012509	ENSTGUP00000011872
ENSMODP00000019355	ENSTGUP00000005399
ENSMODP00000001570	ENSTGUP00000007843
ENSMODP00000021295	ENSTGUP00000000824
ENSMODP00000008194	ENSTGUP00000000608
ENSMODP00000010148	ENSTGUP00000011478
ENSMODP00000000199	ENSTGUP00000012858
ENSMODP00000026529	ENSTGUP00000008612
ENSMODP00000013322	ENSTGUP00000005573
ENSMODP00000036358	ENSTGUP00000007980
ENSMODP00000015474	ENSTGUP00000010818
ENSMODP00000018464	ENSTGUP00000003302
ENSMODP00000003716	ENSTGUP00000003141
ENSMODP00000007304	ENSTGUP00000012583
ENSMODP00000012703	ENSTGUP00000012306
ENSMODP00000025628	ENSTGUP00000007998
ENSMODP00000006461	ENSTGUP00000013749
ENSMODP00000032300	ENSTGUP00000016119
ENSMODP00000000659	ENSTGUP00000010914
ENSMODP00000021803	ENSTGUP00000012493
ENSMODP00000010247	ENSTGUP00000008216
ENSMODP00000020656	ENSTGUP00000012597
ENSMODP00000013792	ENSTGUP00000010168
ENSMODP00000023814	ENSTGUP00000007592
ENSMODP00000004084	ENSTGUP00000010481
ENSMODP00000018379	ENSTGUP00000013410
ENSMODP00000007967	ENSTGUP00000008630
ENSMODP00000025812	ENSTGUP00000003915
ENSMODP00000015249	ENSTGUP00000004705
ENSMODP00000001307	ENSTGUP00000001133
ENSMODP00000034840	ENSTGUP00000004839
ENSMODP00000008132	ENSTGUP00000012468
ENSMODP00000012268	ENSTGUP00000013539
ENSMODP00000008484	ENSTGUP00000012351
ENSMODP00000004058	ENSTGUP00000009991
ENSMODP00000023165	ENSTGUP00000013101
ENSMODP00000001056	ENSTGUP00000012991
ENSMODP00000019212	ENSTGUP00000008910
ENSMODP00000004980	ENSTGUP00000000754
ENSMODP00000029171	ENSTGUP00000006013
ENSMODP00000025925	ENSTGUP00000003006
ENSMODP00000028833	ENSTGUP00000005048
ENSMODP00000020887	ENSTGUP00000003749
ENSMODP00000003098	ENSTGUP00000008499
ENSMODP00000018083	ENSTGUP00000007757
ENSMODP00000018360	ENSTGUP00000014305
ENSMODP00000003293	ENSTGUP00000007154
ENSMODP00000009692	ENSTGUP00000008479
ENSMODP00000015299	ENSTGUP00000006400
ENSMODP00000014967	ENSTGUP00000006009
ENSMODP00000019124	ENSTGUP00000005938
ENSMODP00000003772	ENSTGUP00000001541
ENSMODP00000040424	ENSTGUP00000005583
ENSMODP00000026631	ENSTGUP00000011056
ENSMODP00000018748	ENSTGUP00000000486
ENSMODP00000037361	ENSTGUP00000003881
ENSMODP00000011825	ENSTGUP00000004526
ENSMODP00000006014	ENSTGUP00000013788
ENSMODP00000008345	ENSTGUP00000009981
ENSMODP00000013660	ENSTGUP00000010135
ENSMODP00000006473	ENSTGUP00000004956
ENSMODP00000033035	ENSTGUP00000012258
ENSMODP00000000954	ENSTGUP00000006978
ENSMODP00000034544	ENSTGUP00000006175
ENSMODP00000003978	ENSTGUP00000001625
ENSMODP00000016813	ENSTGUP00000005713
ENSMODP00000017322	ENSTGUP00000004026
ENSMODP00000010609	ENSTGUP00000001169
ENSMODP00000022466	ENSTGUP00000012536
ENSMODP00000011489	ENSTGUP00000008228
ENSMODP00000037730	ENSTGUP00000008121
ENSMODP00000008298	ENSTGUP00000010816
